id	2c298a08-f047-49c0-8e69-cec2187caddf	8e08141b-7a0a-4a93-b9f1-0479b423c4b0
107075212	0.0	1.0
107075213	0.0	0.0
100130042	0.0	1.0
107075214	0.0	0.0
107075204	1.0	0.0
118663	7.0	5.0
143630	36.0	20.0
107075205	0.0	0.0
100129050	1.0	0.0
107075206	0.0	0.0
107075207	0.0	1.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	1.0	0.0
131669	0.0	0.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	0.0
100130029	0.0	0.0
373509	1.0	0.0
100129031	0.0	0.0
100129032	74.0	266.0
100130017	1.0	0.0
100130015	40.0	50.0
100130014	1.0	0.0
131601	2343.0	2641.0
100129023	0.0	0.0
100130009	11.0	5.0
128025	8.0	6.0
64641	19.0	477.0
100130006	1.0	0.0
100616530	7.0	17.0
64645	6034.0	5509.0
116039	837.0	1716.0
100130003	116.0	63.0
100130002	0.0	3.0
64648	0.0	0.0
131616	1197.0	631.0
100129013	1.0	0.0
100129008	0.0	0.0
64651	2049.0	2188.0
100129007	0.0	0.0
100129009	1.0	1.0
116028	294.0	338.0
204801	11.0	15.0
100129004	5.0	4.0
100129005	0.0	0.0
64663	0.0	0.0
128077	3478.0	3095.0
167681	58.0	7.0
100132641	0.0	0.0
100132645	7.0	2.0
116092	1464.0	1494.0
116093	0.0	1.0
128061	809.0	806.0
100132656	2.0	3.0
116085	1.0	0.0
204851	7056.0	8991.0
116071	78.0	145.0
167691	542.0	745.0
116064	5542.0	6992.0
100132672	0.0	0.0
100132673	4.0	2.0
116068	3020.0	2382.0
100132677	9.0	6.0
100130099	0.0	0.0
100130097	14.0	45.0
143662	43.0	73.0
100132681	0.0	0.0
100132683	0.0	2.0
100130090	0.0	0.0
100130086	0.0	0.0
100129094	3.0	6.0
143678	9.0	11.0
100132699	0.0	0.0
100130079	33.0	9.0
100130074	0.0	2.0
143684	685.0	982.0
100129086	3.0	0.0
100129080	0.0	0.0
143689	70.0	82.0
143686	5897.0	8421.0
153020	839.0	975.0
100130067	0.0	0.0
100130064	1.0	0.0
100129075	150.0	166.0
100130060	0.0	0.0
202243	5051.0	3833.0
100129074	0.0	0.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	8454.0	7969.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	0.0	0.0
647076	42.0	27.0
100462880	26.0	26.0
100462881	0.0	0.0
100462886	0.0	0.0
100288307	1.0	0.0
647085	1.0	0.0
100653396	0.0	0.0
647087	5868.0	4334.0
647081	2.0	2.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	0.0	0.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	287.0	364.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	0.0
100616390	0.0	0.0
100616391	0.0	0.0
100462866	1.0	6.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	3228.0	5815.0
202299	10.0	4.0
104355426	100.0	180.0
107075092	1.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	0.0	4.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	1.0	3.0
4430	4870.0	4424.0
100132501	3.0	29.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	1123.0	1508.0
346085	5.0	3.0
100132510	1.0	3.0
4435	2453.0	199.0
4436	2141.0	2692.0
4437	2020.0	3142.0
4438	1.0	7.0
4439	68.0	164.0
253868	68.0	93.0
64793	575.0	982.0
100616347	0.0	0.0
64792	2813.0	2198.0
100616348	0.0	0.0
64795	7314.0	7875.0
64794	1214.0	1607.0
100616346	0.0	0.0
100616343	0.0	0.0
100616344	0.0	0.0
64799	215.0	207.0
100616341	0.0	0.0
64798	2221.0	2116.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	46.0	108.0
103625683	0.0	0.0
100616336	0.0	0.0
103625684	0.0	0.0
100616337	0.0	0.0
103625681	2.0	9.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	1.0
100288397	0.0	0.0
100628315	65.0	105.0
100616327	0.0	2.0
100616328	0.0	0.0
650655	17.0	11.0
100616325	0.0	0.0
100616326	0.0	1.0
100616323	5.0	3.0
100616321	0.0	0.0
100616322	0.0	2.0
647000	4.0	5.0
100628307	1.0	0.0
100288380	1.0	3.0
86123	112.0	143.0
100616329	0.0	0.0
4481	295.0	1494.0
100616317	1.0	1.0
4482	881.0	690.0
100616314	0.0	0.0
100616315	0.0	1.0
647012	0.0	0.0
100616312	0.0	0.0
4485	163.0	276.0
647013	0.0	1.0
100616313	0.0	0.0
4486	38.0	172.0
100616310	0.0	0.0
4487	50.0	246.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	362123.0	45395.0
4478	8733.0	12800.0
4479	4.0	8.0
647009	128.0	104.0
100616318	13.0	30.0
100616319	0.0	0.0
4493	12648.0	1226.0
4494	4304.0	633.0
4495	8541.0	580.0
100616389	0.0	0.0
647024	6153.0	5645.0
4496	97.0	23.0
100616387	0.0	0.0
4498	6.0	1.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	1.0	0.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	1.0	2.0
4490	3.0	0.0
100616380	0.0	0.0
4488	190.0	223.0
4489	33.0	27.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	41.0	44.0
100616374	0.0	1.0
100616375	0.0	0.0
647033	9.0	17.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	42.0	484.0
4499	2323.0	193.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	6.0	10.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	26.0	50.0
100288346	1.0	2.0
100616361	0.0	0.0
647044	0.0	1.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	2.0	1.0
118611	1.0	5.0
346007	68.0	103.0
100616358	0.0	0.0
100616359	1.0	0.0
100616356	0.0	0.0
100616354	0.0	1.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	0.0	0.0
100616353	0.0	0.0
100616350	1.0	0.0
100616351	0.0	0.0
100288332	1.0	3.0
647051	0.0	0.0
100288330	0.0	0.0
100303491	5.0	3.0
64711	1.0	3.0
64710	30291.0	31180.0
64714	42.0	18.0
64708	2053.0	2101.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	12880.0	1562.0
348761	1.0	6.0
100506084	59.0	58.0
64726	3.0	6.0
64725	1.0	5.0
64718	970.0	1872.0
100144597	0.0	0.0
100144596	1.0	0.0
131540	0.0	2.0
348751	157.0	169.0
131544	2462.0	3613.0
64735	0.0	0.0
103283057	4.0	1.0
100533695	2.0	1.0
64744	3283.0	4505.0
64743	5363.0	5527.0
64746	6017.0	7368.0
64745	1249.0	1313.0
64748	4474.0	5712.0
64747	6180.0	4381.0
348738	0.0	1.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	1.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	0.0
100616422	0.0	0.0
64750	3497.0	3771.0
100616423	0.0	0.0
100533676	5.0	10.0
64753	623.0	720.0
100616420	0.0	2.0
100616421	0.0	1.0
64755	7260.0	6471.0
64754	260.0	604.0
64757	8951.0	7986.0
100506050	0.0	0.0
64756	4877.0	5022.0
64759	2441.0	10877.0
100506054	448.0	345.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	2.0	0.0
100616429	0.0	0.0
100506049	0.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	2673.0	3741.0
100616413	0.0	0.0
100616414	0.0	3.0
100506046	59.0	55.0
64762	1118.0	1967.0
64761	1370.0	2070.0
64764	11298.0	15096.0
64763	1750.0	1834.0
100616410	1.0	1.0
64766	1140.0	1521.0
64768	372.0	392.0
64769	14804.0	7621.0
100533682	1.0	0.0
100616417	0.0	1.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	7221.0	9804.0
100616402	0.0	0.0
64770	1356.0	2336.0
100616403	0.0	0.0
64773	2236.0	2227.0
100616400	0.0	0.0
64772	1054.0	1596.0
100616401	0.0	2.0
64777	3323.0	3358.0
64776	1430.0	1044.0
64779	1283.0	1322.0
64778	5540.0	6967.0
100506080	35.0	12.0
88745	2528.0	2047.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	1091.0	1817.0
100533668	20.0	22.0
64782	792.0	1377.0
64781	1161.0	1238.0
100506068	4.0	13.0
64784	2366.0	3400.0
100533664	1.0	6.0
64783	560.0	766.0
100533665	0.0	0.0
64786	5237.0	4130.0
100533666	0.0	0.0
64785	344.0	355.0
64788	1653.0	1389.0
64787	4715.0	5720.0
100506061	0.0	0.0
64789	402.0	464.0
100506060	39.0	59.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	2.0	2.0
100506013	833.0	392.0
100506012	149.0	81.0
167555	132.0	124.0
100132520	0.0	0.0
100132526	10.0	8.0
100132529	6.0	1.0
100533646	5.0	3.0
100506003	4.0	6.0
100533642	178.0	153.0
100506007	198.0	100.0
100506001	1.0	8.0
100506000	1.0	2.0
204962	91.0	401.0
100462800	0.0	0.0
100132534	0.0	0.0
100132537	0.0	0.0
100506035	8.0	9.0
202309	106.0	187.0
100506039	0.0	0.0
100506033	885.0	796.0
100533619	8.0	5.0
100132541	1.0	0.0
100533624	0.0	0.0
100506025	2.0	1.0
100506020	6.0	20.0
131566	2996.0	3887.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	583.0	865.0
100462832	0.0	0.0
100132562	2.0	1.0
100132565	0.0	0.0
100462838	1.0	2.0
100462830	0.0	0.0
131572	0.0	0.0
131578	2.0	26.0
100462843	0.0	0.0
131583	2081.0	1691.0
100462809	5.0	1.0
143570	987.0	1065.0
100132580	7.0	13.0
100462811	5.0	1.0
100462810	0.0	1.0
100462813	2.0	0.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	28.0	25.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	0.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	1508.0	803.0
170689	124.0	123.0
170688	0.0	1.0
100462990	0.0	0.0
155061	1582.0	2023.0
131096	103.0	454.0
155066	11056.0	9008.0
170680	1.0	3.0
100533800	8.0	2.0
169693	114.0	173.0
170679	42.0	54.0
100036567	0.0	0.0
155051	4.0	35.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	1.0
100036565	0.0	0.0
155054	620.0	482.0
143098	3481.0	3109.0
4507	2764.0	2702.0
4508	82482.0	145689.0
4509	6778.0	14625.0
100462977	678.0	1584.0
4500	385.0	92.0
4501	8473.0	936.0
4502	16923.0	2675.0
4503	79.0	10.0
4504	12.0	11.0
4520	1566.0	2037.0
4519	148002.0	284628.0
170690	8.0	56.0
4511	13.0	11.0
4512	253533.0	507212.0
100462981	2.0	0.0
4513	102139.0	215822.0
4514	112289.0	222248.0
100462983	2.0	4.0
4515	88.0	65.0
170692	471.0	7.0
100462985	1.0	0.0
170691	169.0	263.0
253512	3645.0	3239.0
4521	319.0	321.0
4522	3378.0	4623.0
157680	4440.0	8895.0
4523	7.0	10.0
4524	1302.0	2732.0
4528	2626.0	3047.0
155006	29.0	40.0
4540	94470.0	169717.0
4541	33899.0	48079.0
157667	1.0	4.0
4542	363.0	931.0
4534	1352.0	1209.0
4535	70206.0	152762.0
4536	80079.0	137233.0
4537	52371.0	59205.0
4538	227512.0	477789.0
4539	14907.0	31720.0
157697	573.0	939.0
4550	113245.0	204154.0
155038	360.0	546.0
4552	2386.0	3156.0
4553	0.0	0.0
4543	4.0	51.0
4544	1.0	0.0
4547	19.0	35.0
100036575	4.0	4.0
4548	3154.0	4420.0
100036574	0.0	0.0
4549	14359.0	22296.0
131076	570.0	485.0
4563	0.0	0.0
4564	1.0	0.0
4555	0.0	0.0
4556	0.0	3.0
4558	1.0	0.0
157695	2661.0	2884.0
157693	7.0	144.0
4570	0.0	0.0
348378	5.0	21.0
4571	2641.0	2308.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	0.0	2.0
100288287	0.0	0.0
100288283	1.0	1.0
4565	1.0	0.0
4566	0.0	0.0
4567	4.0	9.0
4568	0.0	0.0
253559	208.0	874.0
4569	0.0	0.0
253558	2187.0	3114.0
4580	1121.0	883.0
4581	68.0	99.0
4582	111.0	771.0
4583	23.0	2097.0
4584	533.0	1685.0
4585	147.0	905.0
4586	3.0	47.0
4576	1.0	2.0
4577	0.0	0.0
4578	0.0	0.0
4579	23.0	27.0
4591	2823.0	3791.0
4593	0.0	5.0
4594	5810.0	5684.0
4595	841.0	641.0
4597	3206.0	2080.0
100288264	0.0	0.0
4588	956.0	66.0
4589	0.0	0.0
100288252	13.0	17.0
4598	2569.0	1461.0
4599	932.0	2032.0
100288248	1.0	0.0
650560	0.0	0.0
348327	285.0	295.0
100288235	1.0	1.0
100288227	0.0	0.0
253582	0.0	0.0
100288222	0.0	0.0
64834	7966.0	5264.0
64838	1498.0	429.0
64837	3590.0	3713.0
100132487	0.0	0.0
64841	6148.0	5218.0
64840	467.0	625.0
64843	23.0	54.0
64844	5855.0	5996.0
64847	5895.0	8075.0
64849	3480.0	2086.0
64848	2562.0	3023.0
64839	3021.0	3274.0
64850	9.0	2.0
64852	1166.0	1216.0
64854	2528.0	2182.0
64853	1825.0	1747.0
64856	11574.0	13060.0
64855	23916.0	22451.0
64858	420.0	494.0
64857	892.0	1717.0
64859	144.0	316.0
387911	44.0	16.0
387914	34.0	712.0
100144494	7.0	9.0
64860	2192.0	1855.0
64863	994.0	797.0
133619	8520.0	10718.0
64864	2119.0	3033.0
64866	4113.0	3352.0
133615	0.0	0.0
100506172	1.0	0.0
387933	11.0	10.0
100533794	0.0	15.0
387934	0.0	1.0
100533790	2.0	6.0
100506169	18.0	34.0
64881	1.0	3.0
375940	0.0	1.0
399939	0.0	0.0
100506161	266.0	149.0
100506164	9.0	6.0
399937	0.0	2.0
387921	1972.0	1918.0
100288198	244.0	211.0
100288195	0.0	0.0
387923	273.0	152.0
387924	1.0	2.0
64895	1620.0	1593.0
100506195	4.0	0.0
64897	1225.0	1098.0
399909	3438.0	6198.0
100288185	1.0	0.0
100288179	4.0	0.0
121601	1008.0	629.0
100288173	0.0	0.0
100506190	3937.0	5818.0
399965	14.0	23.0
399967	2.0	16.0
101060111	0.0	0.0
100506134	1.0	1.0
100533754	0.0	2.0
157638	5284.0	5845.0
399968	0.0	0.0
169611	1331.0	1569.0
145645	1.0	2.0
100132402	0.0	3.0
100132403	2.0	12.0
100132406	73.0	162.0
387978	0.0	1.0
100506126	2.0	5.0
399972	71.0	187.0
157627	0.0	0.0
399979	6798.0	7772.0
121665	4429.0	4828.0
100132415	18.0	27.0
100132417	23.0	12.0
133688	207.0	2.0
399942	18.0	22.0
100506157	33.0	34.0
100533731	0.0	0.0
133686	3456.0	2655.0
157657	495.0	443.0
399940	0.0	0.0
170627	0.0	0.0
170626	0.0	0.0
399947	25.0	11.0
399949	1.0	4.0
399948	5497.0	12858.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	3408.0	2780.0
133690	7.0	2.0
131034	14607.0	11366.0
399950	8.0	2.0
101060105	0.0	0.0
387990	19.0	11.0
100506144	488.0	286.0
399959	12.0	33.0
121643	6.0	17.0
121642	719.0	928.0
100132439	0.0	0.0
542767	830.0	72.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	0.0	0.0
100132441	0.0	3.0
100462957	0.0	0.0
100533725	0.0	7.0
100533721	0.0	0.0
101060160	2.0	2.0
64801	1596.0	1181.0
64800	332.0	198.0
64802	1134.0	960.0
64805	99.0	138.0
100132450	0.0	1.0
100144435	0.0	0.0
100506115	4.0	13.0
399988	14.0	20.0
100506119	215.0	126.0
64816	33.0	4.0
64806	1.0	0.0
100132463	0.0	0.0
100132464	0.0	0.0
145624	1.0	4.0
100132467	0.0	7.0
101060146	430.0	261.0
101060144	0.0	0.0
100506108	0.0	0.0
100132476	0.0	0.0
100132479	0.0	0.0
649489	0.0	0.0
650474	0.0	2.0
101060192	0.0	0.0
101060195	549.0	421.0
4606	16.0	20.0
4607	1.0	1.0
4608	0.0	2.0
4609	1192.0	11967.0
4600	111.0	527.0
4601	4326.0	4007.0
4602	301.0	976.0
4603	113.0	90.0
4604	18412.0	15052.0
4605	52.0	695.0
202018	1876.0	1860.0
4617	0.0	0.0
170555	0.0	0.0
4618	0.0	0.0
170554	1.0	0.0
4619	0.0	4.0
170552	0.0	0.0
170559	14.0	17.0
202020	203.0	303.0
170556	0.0	2.0
4610	785.0	1869.0
4611	0.0	0.0
4613	22.0	20.0
170550	2.0	3.0
4615	2870.0	4500.0
4616	2854.0	2391.0
100506311	108.0	156.0
101060176	0.0	0.0
101060171	3.0	6.0
4628	8882.0	12865.0
4629	117426.0	278952.0
170589	18.0	2.0
4620	14.0	19.0
4621	184.0	766.0
4622	0.0	0.0
4624	37.0	42.0
4625	1.0	3.0
4626	0.0	4.0
4627	45239.0	124858.0
432369	31.0	27.0
100506301	0.0	6.0
101060189	0.0	0.0
100506305	27.0	31.0
4640	15.0	7.0
4641	16754.0	17907.0
170575	185.0	246.0
4632	4.0	0.0
4633	3.0	1.0
4634	22.0	23.0
4635	1.0	0.0
170572	0.0	4.0
4636	712.0	726.0
4637	43237.0	32555.0
4638	39990.0	53263.0
157556	2.0	0.0
133584	465.0	693.0
4650	5045.0	7995.0
4651	3413.0	7592.0
170529	2.0	8.0
170527	2.0	2.0
170526	0.0	0.0
202051	217.0	230.0
170524	0.0	0.0
145567	3413.0	1885.0
202052	829.0	974.0
170523	0.0	0.0
4642	7643.0	15793.0
4643	3693.0	10866.0
253639	247.0	402.0
4644	2740.0	3365.0
4645	4963.0	8822.0
4646	6907.0	24818.0
4647	152.0	181.0
253635	892.0	777.0
4648	22.0	47.0
4649	3550.0	4843.0
4660	10897.0	23369.0
4661	25.0	96.0
2001	168.0	142.0
2000	893.0	795.0
170517	1.0	4.0
170516	3.0	14.0
145581	103.0	340.0
169522	1.0	2.0
170511	1.0	0.0
170510	0.0	0.0
170514	0.0	1.0
170513	0.0	0.0
4653	78.0	121.0
4654	0.0	1.0
4656	0.0	0.0
4659	5828.0	7368.0
4670	12245.0	14691.0
4671	22.0	81.0
4673	15405.0	23610.0
4674	1449.0	1479.0
2012	3896.0	5487.0
2011	7116.0	9527.0
2010	3759.0	3731.0
2009	871.0	2451.0
170542	0.0	0.0
2006	1720.0	7521.0
170541	1.0	9.0
2005	18265.0	10438.0
170548	4.0	3.0
2004	1770.0	3343.0
170547	0.0	0.0
2003	0.0	0.0
2002	2448.0	3381.0
4664	1914.0	2004.0
4665	1172.0	1355.0
4666	43051.0	49880.0
4668	4922.0	5387.0
170540	0.0	0.0
4669	6677.0	4316.0
157567	2161.0	1493.0
4680	92.0	91.0
4681	21750.0	4738.0
4682	1408.0	1224.0
4683	5227.0	6079.0
4684	781.0	1110.0
4685	793.0	285.0
2023	24805.0	37956.0
2022	2786.0	12749.0
2021	448.0	312.0
170539	2.0	9.0
2020	2.0	136.0
170533	6.0	1.0
2019	0.0	0.0
2018	2.0	9.0
2017	19845.0	18661.0
2016	1.0	4.0
170537	1.0	3.0
2015	22.0	56.0
170536	11.0	1.0
2014	437.0	680.0
170535	0.0	0.0
2013	14294.0	6828.0
4675	206.0	327.0
100134934	13.0	9.0
157570	44.0	235.0
4676	8193.0	8810.0
4677	13116.0	12080.0
4678	3604.0	3862.0
100134938	1.0	4.0
157574	325.0	272.0
4690	1906.0	2309.0
4691	30217.0	44566.0
4692	1735.0	1910.0
4693	196.0	280.0
4694	4957.0	3126.0
4695	5095.0	2835.0
4696	2768.0	1759.0
2034	8672.0	11848.0
2033	9488.0	18324.0
2030	753.0	2862.0
100288165	64.0	13.0
2029	11178.0	9701.0
2028	209.0	966.0
2027	76.0	152.0
2026	409.0	944.0
2025	0.0	0.0
4686	2837.0	3697.0
4688	138.0	414.0
4689	74.0	172.0
348487	3.0	4.0
2045	1407.0	1315.0
2044	1339.0	800.0
2043	449.0	1641.0
2042	2631.0	6336.0
2041	1079.0	1163.0
2040	3766.0	6050.0
2039	4348.0	5634.0
2038	3.0	3.0
2037	1386.0	3230.0
2036	4338.0	4305.0
2035	4964.0	10552.0
4697	12193.0	8421.0
4698	6529.0	4051.0
735301	258.0	218.0
4699	0.0	0.0
2056	36.0	50.0
2055	1027.0	1330.0
2054	457.0	494.0
2053	19429.0	9478.0
100288149	0.0	0.0
2052	10034.0	10146.0
2051	2838.0	4945.0
2050	6915.0	11199.0
100288142	61.0	233.0
253650	107.0	193.0
2049	3040.0	7939.0
2048	179.0	762.0
2047	210.0	104.0
2046	2.0	40.0
2067	5054.0	4889.0
2066	325.0	161.0
2065	18950.0	31616.0
2064	17787.0	19446.0
2063	2088.0	2484.0
2060	12511.0	11048.0
253665	55.0	1.0
100288130	0.0	0.0
2059	2227.0	2780.0
2058	8090.0	14194.0
2057	288.0	360.0
2070	205.0	615.0
649446	278.0	602.0
2078	405.0	27627.0
2077	1440.0	1480.0
2074	1243.0	1938.0
2073	1477.0	1527.0
2072	1211.0	1699.0
100288122	1.0	8.0
2071	3838.0	4559.0
2069	2.0	0.0
2068	1950.0	3025.0
2081	4077.0	5727.0
649458	0.0	0.0
2086	1362.0	2348.0
105751187	1.0	0.0
100288111	0.0	0.0
2079	6238.0	4668.0
170591	5.0	8.0
2091	6270.0	7300.0
2099	127.0	2503.0
2098	7101.0	6051.0
100653515	2.0	0.0
64951	603.0	616.0
64949	4338.0	3651.0
64960	2798.0	2494.0
64963	1890.0	1560.0
64965	2074.0	1940.0
64968	1064.0	1030.0
64969	2554.0	2698.0
100132372	5.0	5.0
64975	2869.0	2165.0
64976	2890.0	1974.0
64979	1756.0	1054.0
100132380	0.0	6.0
64978	311.0	341.0
100132382	0.0	0.0
100132386	0.0	0.0
64981	2782.0	1941.0
64983	4821.0	1994.0
100132396	0.0	1.0
100132399	0.0	0.0
100616668	41.0	34.0
287015	0.0	0.0
100506299	63.0	114.0
121512	3600.0	1852.0
100288083	0.0	1.0
101060200	330.0	502.0
100288077	38.0	127.0
100288072	14.0	10.0
121504	444.0	340.0
121506	135.0	565.0
101060233	0.0	0.0
121551	2242.0	808.0
100506246	0.0	0.0
133558	2.0	0.0
100506244	3.0	0.0
157506	1308.0	1341.0
100506243	11.0	16.0
121549	12.0	3.0
101060211	0.0	0.0
100533851	3.0	2.0
170506	4116.0	4272.0
100506275	1.0	1.0
170504	0.0	1.0
170503	1.0	2.0
100132308	0.0	1.0
121536	2328.0	2519.0
101060226	364.0	485.0
64900	824.0	859.0
64902	0.0	0.0
64901	280.0	453.0
145553	200.0	149.0
100132311	0.0	0.0
157530	30.0	41.0
100506211	202.0	140.0
100506215	268.0	236.0
121599	1.0	0.0
100132321	0.0	0.0
100132322	0.0	1.0
100533844	0.0	0.0
100506205	0.0	1.0
101060280	0.0	1.0
64922	4.0	4.0
64921	4226.0	4110.0
64924	5804.0	6157.0
100533849	0.0	0.0
64926	133.0	317.0
64925	1871.0	1823.0
64919	313.0	124.0
100132332	1.0	0.0
133522	330.0	563.0
100506233	369.0	255.0
104644205	0.0	0.0
100506237	0.0	68.0
4705	5839.0	6137.0
64928	2057.0	1805.0
4706	2183.0	1912.0
64927	1309.0	1259.0
100132341	481.0	610.0
4707	2276.0	1603.0
4708	4303.0	2994.0
4709	2165.0	1267.0
100132346	0.0	0.0
145501	101.0	128.0
145508	344.0	479.0
4700	3278.0	2295.0
4701	244.0	185.0
4702	3191.0	3019.0
4703	121.0	3104.0
4704	2248.0	1850.0
101060264	11.0	59.0
100506229	74.0	14.0
64940	1092.0	395.0
64943	2590.0	3467.0
64946	264.0	336.0
204777	0.0	0.0
4716	4627.0	4800.0
4717	3652.0	2301.0
100132352	496.0	373.0
4718	3624.0	2037.0
4719	9498.0	9144.0
100132355	0.0	0.0
100132358	4.0	5.0
4710	5931.0	5734.0
4711	4557.0	3495.0
4712	2494.0	1734.0
4713	4627.0	3364.0
4714	1981.0	1413.0
4715	6911.0	4785.0
100506412	0.0	1.0
407039	0.0	0.0
407036	0.0	1.0
407037	0.0	1.0
100506413	2.0	4.0
407030	1.0	0.0
407031	1.0	0.0
407034	0.0	0.0
407035	0.0	0.0
407032	1.0	5.0
407033	0.0	0.0
4728	6216.0	3768.0
4729	800.0	603.0
4720	5626.0	6300.0
4722	3536.0	3329.0
4723	5515.0	6386.0
4724	2380.0	1741.0
4725	6648.0	4622.0
4726	2973.0	2295.0
407027	0.0	0.0
407028	0.0	0.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	0.0	0.0
407022	0.0	0.0
4738	4392.0	2596.0
4739	3872.0	8013.0
100506409	27.0	20.0
4730	162.0	135.0
4731	3625.0	3397.0
4733	3512.0	2564.0
4734	1549.0	1444.0
4735	31395.0	33877.0
4736	55273.0	58869.0
407016	0.0	0.0
407017	0.0	4.0
100506433	0.0	0.0
407014	8.0	8.0
407015	0.0	0.0
4750	2095.0	3192.0
407018	0.0	2.0
100506436	35.0	55.0
4751	48.0	245.0
407019	0.0	8.0
407013	0.0	0.0
407010	3.0	1.0
407011	0.0	2.0
192217	20.0	13.0
4741	18.0	269.0
4744	156523.0	30778.0
4745	755.0	351.0
4747	1191.0	694.0
407006	1.0	1.0
407003	0.0	1.0
100506421	0.0	0.0
650368	18.0	58.0
407004	0.0	0.0
407009	0.0	0.0
4760	0.0	0.0
4761	3.0	1.0
407007	0.0	2.0
100506424	0.0	1.0
4762	0.0	0.0
407008	0.0	0.0
2100	5.0	26.0
649395	22.0	4.0
348180	730.0	730.0
407001	0.0	0.0
407002	4.0	2.0
407000	0.0	0.0
4752	730.0	1300.0
4753	2175.0	639.0
100506428	841.0	1050.0
4756	17446.0	18928.0
4758	13438.0	2266.0
4759	0.0	0.0
4771	2239.0	2639.0
4772	1103.0	1187.0
4773	492.0	1172.0
348174	0.0	8.0
2110	2170.0	1878.0
2108	5122.0	4651.0
2107	7458.0	6905.0
2104	2498.0	1369.0
2103	21.0	18.0
2101	1823.0	2268.0
4763	7726.0	10876.0
4764	0.0	0.0
4768	0.0	0.0
2109	4805.0	3924.0
4780	7437.0	6098.0
4781	14498.0	18789.0
4782	17230.0	20477.0
4783	1657.0	1837.0
4784	39935.0	40166.0
2122	778.0	1189.0
2121	3431.0	5141.0
2120	2813.0	3990.0
143282	222.0	123.0
2119	2771.0	1155.0
2118	651.0	175.0
100303743	1.0	0.0
2117	3650.0	4435.0
2116	111.0	74.0
100303745	0.0	0.0
2115	1149.0	1526.0
2114	3038.0	4755.0
167227	2624.0	2643.0
2113	1569.0	3525.0
143279	1326.0	1188.0
4774	7709.0	6395.0
4775	2143.0	3113.0
4776	403.0	1363.0
4778	6.0	9.0
4779	22918.0	27890.0
4790	3655.0	4770.0
348158	0.0	0.0
4791	1621.0	3518.0
4792	4762.0	5934.0
4793	1199.0	994.0
348156	47.0	65.0
