id	0a4df4cc-74dd-4858-864b-b483e75b30f8	5d7766c6-e42f-4f85-9065-d8bcc54d7db9
2253	0.0	0.0
2252	735.0	428.0
2251	3.0	0.0
2250	18.0	4.0
2249	0.0	0.0
2248	0.0	0.0
2247	867.0	551.0
2246	91.0	60.0
2245	1093.0	1080.0
2244	2.0	0.0
100506516	32.0	27.0
2264	108.0	150.0
348262	5229.0	5109.0
2263	4712.0	2236.0
2262	22.0	34.0
2261	1000.0	1277.0
2260	6288.0	4717.0
169792	548.0	329.0
613227	2.0	1.0
2259	21.0	13.0
2258	1914.0	2845.0
167127	2.0	67.0
2257	263.0	258.0
2256	5.0	2.0
2255	409.0	220.0
100506506	0.0	0.0
348254	4.0	1.0
2275	1737.0	984.0
2274	4764.0	3564.0
2273	15058.0	8583.0
2272	433.0	350.0
2271	3394.0	3637.0
100132086	0.0	0.0
253430	435.0	538.0
2268	291.0	306.0
2267	25.0	192.0
2266	0.0	0.0
348249	0.0	5.0
2287	3032.0	4287.0
2286	6641.0	7098.0
2284	0.0	0.0
2283	0.0	0.0
2281	305.0	231.0
2280	15651.0	14644.0
2277	12.0	14.0
2290	0.0	1.0
348235	1407.0	1065.0
2298	25.0	20.0
2297	11.0	131.0
2296	2334.0	1420.0
2295	34.0	118.0
2294	2176.0	1192.0
2289	76366.0	63535.0
2288	18054.0	18968.0
2299	33.0	68.0
338879	2.0	1.0
338870	2.0	2.0
652873	0.0	0.0
253461	4983.0	5038.0
338872	8.0	5.0
192134	76.0	557.0
104054213	9.0	5.0
338862	0.0	0.0
338864	0.0	0.0
192146	1.0	11.0
100132121	0.0	0.0
100846978	140.0	123.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	2.0	0.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	0.0	0.0
100846996	0.0	0.0
100132142	0.0	3.0
100846999	0.0	0.0
338949	0.0	0.0
100132153	1.0	4.0
100132159	24.0	20.0
107063536	0.0	0.0
107063538	0.0	0.0
107063537	0.0	0.0
107063539	0.0	0.0
399804	27.0	45.0
399806	1.0	6.0
100132163	17.0	21.0
100132166	0.0	0.0
100132169	25.0	19.0
387815	0.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	0.0
399818	766.0	889.0
399814	0.0	0.0
100132173	0.0	0.0
338917	0.0	0.0
387804	26.0	59.0
375850	0.0	0.0
387837	0.0	0.0
387836	0.0	0.0
100132195	0.0	0.0
121727	0.0	0.0
157753	11.0	8.0
133789	1.0	3.0
101928840	0.0	0.0
100421008	0.0	0.0
100506492	5.0	10.0
613210	0.0	0.0
613211	11.0	2.0
613212	0.0	2.0
100506495	433.0	474.0
101928846	15.0	7.0
387856	48.0	46.0
387853	0.0	0.0
613209	0.0	0.0
121793	9.0	8.0
145767	58.0	125.0
100073347	6.0	2.0
399857	4.0	0.0
100421018	0.0	1.0
145781	65.0	29.0
613204	0.0	0.0
387845	21.0	22.0
145773	493.0	1288.0
170712	0.0	0.0
387841	306.0	386.0
100134713	39.0	53.0
387849	17.0	16.0
157773	4.0	0.0
399823	2.0	0.0
131149	0.0	0.0
157777	95.0	108.0
399829	5.0	1.0
101928869	0.0	0.0
399827	1.0	0.0
4904	18062.0	18192.0
4905	2950.0	5730.0
4907	1329.0	804.0
4908	138.0	82.0
4909	306.0	141.0
145788	220.0	360.0
4900	109.0	73.0
4901	122.0	89.0
4902	107.0	56.0
155100	1.0	0.0
157769	2636.0	3035.0
399839	0.0	0.0
4914	39.0	75.0
4915	782.0	569.0
387867	9.0	13.0
4916	1019.0	244.0
4917	1.0	1.0
4919	718.0	535.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	838.0	1067.0
50507	7.0	33.0
399888	1.0	0.0
100421046	0.0	0.0
50506	237.0	114.0
100421047	3.0	1.0
50509	359.0	287.0
50508	0.0	0.0
157713	2.0	8.0
100506457	1.0	2.0
133746	1999.0	1846.0
100506451	322.0	509.0
4925	5971.0	10582.0
4926	27815.0	35549.0
4927	1668.0	2119.0
4928	5655.0	7311.0
4929	590.0	823.0
387895	2.0	2.0
387893	3669.0	3752.0
50512	6105.0	11103.0
50511	18.0	26.0
4920	3990.0	2222.0
4921	3028.0	1871.0
50514	9.0	4.0
4922	19.0	34.0
4923	0.0	1.0
4924	40905.0	44602.0
50515	973.0	551.0
100421045	1.0	0.0
100421057	0.0	0.0
100421058	0.0	0.0
100506443	0.0	0.0
387890	59.0	39.0
157708	1.0	0.0
4938	606.0	938.0
4939	1251.0	2939.0
387885	6.0	6.0
387882	3358.0	1701.0
4931	984.0	1059.0
100421055	0.0	1.0
4935	251.0	276.0
100506475	0.0	0.0
157739	9.0	10.0
4947	4619.0	4948.0
4948	25.0	15.0
145741	8.0	30.0
100132100	0.0	0.0
101928827	0.0	1.0
100132101	0.0	1.0
100132103	3.0	4.0
100132104	0.0	1.0
169714	951.0	1567.0
4940	879.0	1209.0
145748	460.0	335.0
4942	4643.0	5759.0
4943	1258.0	1169.0
4946	20766.0	25465.0
399876	0.0	0.0
100506465	0.0	0.0
157724	14.0	1.0
100506469	260.0	269.0
131118	1783.0	2280.0
100506462	37.0	27.0
4958	637.0	445.0
100132116	667.0	178.0
4951	1.0	0.0
100421072	1.0	0.0
4952	4998.0	5283.0
4953	14109.0	36714.0
399881	0.0	2.0
100421075	0.0	0.0
4954	5.0	4.0
4956	0.0	0.0
4957	2704.0	3303.0
100847022	0.0	0.0
100847023	0.0	0.0
100847020	0.0	0.0
286887	1.0	3.0
100847021	0.0	0.0
100847026	0.0	0.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	37.0	34.0
100847025	0.0	0.0
100847028	0.0	2.0
100847029	0.0	0.0
4969	8536.0	3175.0
2306	104.0	66.0
2305	119.0	173.0
2304	52.0	73.0
2303	25.0	27.0
2302	34.0	44.0
284217	135.0	95.0
2301	1.0	1.0
2300	14.0	35.0
284215	34.0	15.0
2309	16226.0	10367.0
4967	12522.0	11070.0
2308	2937.0	2119.0
4968	1101.0	1172.0
2307	25.0	38.0
100847030	0.0	0.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	54.0	197.0
100847032	0.0	0.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	0.0	0.0
100847036	0.0	0.0
100862664	1.0	0.0
100862665	0.0	2.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	38021.0	39135.0
2316	319352.0	107041.0
2315	14.0	16.0
2314	7963.0	7107.0
100862662	79.0	55.0
2313	318.0	301.0
284207	612.0	681.0
2312	54.0	30.0
2311	0.0	0.0
2310	81.0	52.0
284203	0.0	1.0
4973	24.0	24.0
4974	5.0	13.0
4975	1.0	3.0
4976	3695.0	3029.0
2319	13649.0	16150.0
4978	14.0	4.0
2318	48348.0	16769.0
100847040	1.0	2.0
100847041	0.0	0.0
4990	271.0	103.0
4991	0.0	0.0
4992	0.0	0.0
100847042	0.0	0.0
4993	8.0	6.0
100847043	0.0	0.0
2331	11881.0	95946.0
100862678	0.0	0.0
100847048	1.0	2.0
2330	564.0	1374.0
100862679	1.0	0.0
100847049	0.0	0.0
100847046	0.0	1.0
100847047	0.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	29.0	26.0
100862670	0.0	0.0
2327	393.0	300.0
2326	11.0	19.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	443.0	271.0
2323	111.0	96.0
259239	0.0	0.0
2322	63.0	35.0
2321	3600.0	2317.0
4983	2009.0	2398.0
4985	17.0	70.0
4986	218.0	290.0
4987	140.0	81.0
4988	0.0	0.0
2329	239.0	226.0
100847051	0.0	0.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	0.0
2342	858.0	1039.0
100847059	0.0	0.0
2341	0.0	3.0
100847057	0.0	0.0
100847058	0.0	0.0
2339	3487.0	3841.0
2335	29329.0	16621.0
2334	39.0	49.0
104502416	9.0	13.0
259249	0.0	0.0
2332	2123.0	1976.0
100862680	29.0	49.0
4994	1.0	0.0
4995	5.0	5.0
104502417	0.0	0.0
4998	34.0	17.0
4999	1193.0	1528.0
260294	36.0	47.0
100847062	0.0	1.0
260293	1228.0	1892.0
100847063	0.0	0.0
284260	1.0	2.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	1.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	43061.0	112816.0
2352	4.0	0.0
100847068	0.0	0.0
2350	51.0	69.0
100847069	1.0	0.0
100862692	2.0	7.0
2348	121.0	422.0
2346	11664.0	24328.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	1.0
284252	2442.0	2315.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	0.0	0.0
100847072	0.0	0.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	0.0	0.0
100847075	1.0	10.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	40.0	50.0
729798	2.0	3.0
2359	47.0	55.0
2358	0.0	0.0
2357	31.0	30.0
2356	2616.0	3089.0
2355	8400.0	5302.0
2354	9808.0	16298.0
100847080	0.0	0.0
100847081	0.0	0.0
259283	1.0	0.0
100847084	0.0	0.0
259282	2606.0	2771.0
100847085	0.0	0.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	1.0
100847087	0.0	0.0
259289	3.0	4.0
259287	0.0	1.0
259286	0.0	0.0
259285	0.0	0.0
646909	0.0	2.0
284233	12.0	16.0
284232	0.0	0.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	3.0	11.0
259293	0.0	2.0
259292	1.0	2.0
100847093	0.0	0.0
259290	4.0	5.0
259296	0.0	0.0
259295	7.0	6.0
646913	0.0	0.0
646912	5.0	1.0
646910	0.0	1.0
50700	0.0	0.0
646915	0.0	0.0
59082	0.0	0.0
2395	648.0	691.0
59084	3164.0	4871.0
441584	0.0	0.0
11108	1827.0	1988.0
11107	279.0	193.0
11100	13503.0	14098.0
11102	1409.0	1533.0
11101	2382.0	2548.0
139411	608.0	318.0
11104	799.0	908.0
11103	1887.0	1874.0
284297	1516.0	498.0
11105	0.0	2.0
693231	0.0	0.0
25759	4198.0	5836.0
693232	10.0	11.0
284293	4.0	5.0
693233	0.0	0.0
693234	1.0	2.0
693235	0.0	0.0
115426	2913.0	2149.0
25758	9.0	11.0
100379174	0.0	0.0
11119	1088.0	1206.0
11118	907.0	845.0
441581	1.0	0.0
127406	0.0	0.0
84034	650.0	739.0
84033	1144.0	829.0
11113	167.0	123.0
11112	4275.0	4652.0
139422	0.0	0.0
284288	1.0	0.0
139420	0.0	0.0
11117	12302.0	6059.0
11116	523.0	526.0
693220	22.0	28.0
693221	0.0	0.0
84061	10076.0	13277.0
693222	0.0	0.0
84060	668.0	698.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	0.0
693226	0.0	0.0
139425	0.0	0.0
693227	1.0	0.0
693228	1.0	1.0
693229	0.0	0.0
115416	795.0	780.0
84067	2377.0	2361.0
84066	3.0	0.0
84069	89.0	130.0
84068	624.0	1178.0
84063	0.0	1.0
284276	131.0	61.0
84062	1069.0	1176.0
139431	0.0	0.0
84065	5071.0	4559.0
284274	1.0	0.0
84064	2135.0	2564.0
284273	2638.0	2635.0
693230	0.0	0.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	3.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	45.0	43.0
84059	412.0	692.0
84056	1071.0	639.0
84055	3.0	15.0
84058	687.0	711.0
84057	17.0	16.0
284266	15.0	39.0
84054	6.0	6.0
84081	1866.0	2301.0
84080	1174.0	1090.0
84083	326.0	415.0
441549	204.0	208.0
441548	3.0	9.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	11.0	16.0
84089	0.0	0.0
84088	0.0	0.0
84085	2105.0	1471.0
84084	125.0	260.0
84087	0.0	0.0
84086	0.0	0.0
84070	28.0	10.0
84072	4.0	2.0
84071	99.0	133.0
392100	1.0	0.0
100379132	0.0	0.0
392106	0.0	0.0
441533	14.0	31.0
441531	0.0	1.0
84078	1476.0	2057.0
84077	7.0	14.0
84079	3141.0	2879.0
84074	251.0	367.0
84073	37.0	43.0
84076	0.0	0.0
84075	0.0	0.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	0.0	0.0
201931	5460.0	7631.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	0.0	0.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	1.0	0.0
127435	1792.0	1982.0
106480190	1.0	5.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	1.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	1.0	0.0
343099	40.0	43.0
103695431	2.0	1.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	0.0	0.0
103695433	0.0	0.0
100847010	0.0	5.0
103695436	0.0	0.0
100847015	0.0	0.0
103695435	0.0	0.0
100847016	0.0	1.0
100847013	1.0	4.0
100847014	0.0	0.0
441554	4.0	0.0
100847019	0.0	4.0
100847017	0.0	0.0
100847018	0.0	0.0
127428	659.0	597.0
84096	1.0	2.0
84097	0.0	0.0
11061	247.0	958.0
646892	29.0	9.0
441509	9.0	3.0
646891	0.0	0.0
11060	3182.0	4526.0
11063	61.0	29.0
619279	4717.0	5693.0
646898	0.0	0.0
11062	386.0	473.0
11065	76.0	96.0
441505	1.0	3.0
11064	707.0	685.0
23046	55.0	48.0
441502	0.0	6.0
23047	3360.0	3100.0
441501	4.0	0.0
23048	9967.0	5170.0
106479179	0.0	0.0
23049	3707.0	4257.0
106479178	0.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	16.0	5.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	2143.0	2473.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	16070.0	20607.0
106480177	0.0	0.0
23043	263.0	292.0
106480179	1.0	0.0
104384744	0.0	1.0
11067	1348.0	1549.0
50674	0.0	0.0
11066	1228.0	1378.0
11069	357.0	534.0
11068	2222.0	2970.0
139378	0.0	1.0
106480170	0.0	0.0
152330	391.0	590.0
106480172	3.0	0.0
106480171	1.0	1.0
11070	6167.0	6047.0
404550	150.0	84.0
644242	121.0	38.0
404552	0.0	0.0
11072	922.0	1280.0
11074	61.0	68.0
644246	72.0	56.0
11073	1049.0	1312.0
166979	2.0	3.0
11076	455.0	490.0
11075	43.0	14.0
201965	588.0	844.0
379027	0.0	0.0
23057	24.0	21.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	1919.0	1630.0
164312	1.0	5.0
106479168	1.0	1.0
106479167	0.0	0.0
106479166	3.0	7.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	2969.0	1804.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	12112.0	14603.0
379034	0.0	0.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	4695.0	4969.0
115399	269.0	360.0
23054	4206.0	3814.0
11078	1700.0	1486.0
11077	30.0	29.0
644237	2.0	1.0
11079	7386.0	7565.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	1.0	3.0
106480182	0.0	0.0
11041	3135.0	3180.0
11040	467.0	559.0
11043	664.0	846.0
23023	2261.0	2724.0
441525	0.0	0.0
106480149	0.0	0.0
23024	9780.0	8455.0
106480148	0.0	0.0
23025	10.0	12.0
23026	119.0	80.0
441521	0.0	0.0
23028	4328.0	6430.0
106479199	0.0	1.0
23029	85.0	105.0
106479198	0.0	0.0
201973	434.0	419.0
106479197	0.0	1.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	1.0	2.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	13802.0	15213.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	0.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	28921.0	14126.0
106480157	0.0	0.0
11045	2570.0	1187.0
11044	1151.0	1028.0
11047	5465.0	6322.0
644248	0.0	1.0
11046	1323.0	1705.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	1.0
343172	4.0	2.0
343171	18.0	48.0
343170	0.0	4.0
441519	0.0	0.0
11052	3220.0	4003.0
441518	2006.0	993.0
11051	4280.0	4355.0
11054	2765.0	2789.0
23034	2913.0	1706.0
23035	499.0	702.0
106480159	0.0	0.0
23036	1867.0	1797.0
729816	0.0	0.0
23037	370.0	334.0
23038	7893.0	7273.0
106479189	0.0	0.0
23039	3652.0	4523.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	0.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	0.0	1.0
106479183	0.0	0.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	7869.0	11397.0
106479181	0.0	0.0
106480167	0.0	0.0
23031	643.0	443.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	4614.0	4704.0
106480169	0.0	0.0
729809	0.0	0.0
23033	907.0	904.0
106480168	0.0	0.0
11056	1592.0	1688.0
11055	10.0	2.0
343169	0.0	1.0
11057	27623.0	36398.0
11059	4280.0	5398.0
106480161	0.0	0.0
106480160	0.0	0.0
693200	0.0	0.0
693201	0.0	2.0
693202	0.0	0.0
693203	0.0	0.0
11021	3082.0	3154.0
693204	0.0	0.0
11020	1699.0	1968.0
693205	0.0	0.0
106479139	0.0	0.0
23001	3107.0	3653.0
106480127	0.0	0.0
693206	34.0	127.0
106479138	0.0	0.0
23002	2730.0	3096.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	1.0
693208	0.0	0.0
693209	0.0	1.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	1337.0	1020.0
106479134	0.0	0.0
106479133	0.0	0.0
23007	51.0	40.0
106479132	0.0	0.0
23008	3382.0	3323.0
106479131	0.0	0.0
106479130	7.0	5.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	0.0
106480135	2.0	0.0
11023	0.0	0.0
84000	126.0	124.0
11022	950.0	1578.0
11025	11.0	25.0
11024	12.0	9.0
84002	526.0	585.0
139334	0.0	0.0
11027	19.0	24.0
11029	0.0	0.0
11030	10796.0	4802.0
106479129	0.0	1.0
11031	3091.0	1627.0
106479128	0.0	0.0
106479127	0.0	0.0
106480138	0.0	0.0
23012	2328.0	2682.0
23013	4373.0	4629.0
106479126	0.0	0.0
106480137	0.0	0.0
23014	4989.0	4993.0
106479125	0.0	0.0
23015	302.0	279.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	1649.0	1781.0
106479123	0.0	0.0
23017	568.0	561.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	6539.0	7278.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	5087.0	5655.0
106480146	0.0	0.0
11034	56218.0	39415.0
152302	684.0	522.0
11033	126.0	114.0
11036	27.0	16.0
11035	77.0	58.0
11037	4008.0	4258.0
139341	1097.0	1456.0
644297	4.0	11.0
166968	1607.0	2260.0
619212	0.0	0.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	0.0
106479158	0.0	0.0
106480107	3.0	0.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	0.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	43.0	23.0
106479152	0.0	0.0
106479151	0.0	1.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	0.0	0.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	992.0	1985.0
11000	1921.0	1353.0
11005	72.0	52.0
11004	82.0	84.0
11007	504.0	303.0
11006	100.0	68.0
127391	1.0	0.0
11010	522.0	553.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	0.0	2.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	0.0
127396	101.0	111.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	544.0	470.0
106479143	0.0	0.0
106479142	0.0	0.0
106479141	0.0	0.0
11019	468.0	480.0
106479140	0.0	0.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	0.0
106480125	1.0	1.0
106480124	0.0	0.0
11012	10239.0	17319.0
11011	1535.0	1696.0
11014	25019.0	32184.0
11013	1189.0	3737.0
11016	3467.0	4185.0
11015	2804.0	2972.0
11018	1294.0	1813.0
11017	1847.0	2816.0
139363	0.0	0.0
106144608	0.0	2.0
646808	16.0	8.0
106144606	6.0	0.0
106144607	0.0	0.0
345778	1546.0	1510.0
646802	40.0	46.0
730861	0.0	1.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	14.0	2.0
729877	0.0	0.0
259308	3.0	1.0
259307	20.0	15.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	2.0	5.0
50604	0.0	0.0
106479119	0.0	0.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	0.0	0.0
106479113	0.0	0.0
106479112	0.0	0.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	1749.0	2021.0
50613	0.0	1.0
50612	0.0	0.0
50615	13.0	16.0
50614	97.0	40.0
50617	37.0	39.0
729894	0.0	0.0
50616	0.0	0.0
50619	1701.0	1867.0
50618	2275.0	2632.0
106479109	0.0	0.0
106479108	0.0	1.0
106479107	0.0	0.0
106479106	4.0	1.0
106479105	13.0	21.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	0.0	0.0
106479101	0.0	2.0
106479100	0.0	0.0
50624	28.0	10.0
646839	2.0	0.0
50626	4850.0	4830.0
646837	90.0	123.0
50628	2663.0	2902.0
646851	52.0	98.0
260332	0.0	1.0
23089	1131.0	514.0
260334	34.0	32.0
260337	2.0	0.0
260338	0.0	0.0
23081	809.0	961.0
23082	1922.0	2202.0
100272228	18.0	37.0
23085	4824.0	3368.0
23086	468.0	459.0
23087	1891.0	1614.0
50631	27.0	30.0
50632	34.0	6.0
646849	0.0	0.0
23080	2918.0	4410.0
50636	12133.0	13500.0
50639	0.0	0.0
729830	244.0	258.0
644202	8.0	11.0
646864	0.0	0.0
646862	19.0	8.0
729838	3.0	6.0
23092	1070.0	1682.0
23093	2048.0	1711.0
23094	3127.0	4518.0
23095	4169.0	4887.0
23096	1569.0	1271.0
23097	4208.0	8110.0
729828	0.0	1.0
23098	571.0	656.0
50640	2826.0	2721.0
23099	769.0	943.0
730811	0.0	0.0
23090	835.0	504.0
23091	4899.0	5462.0
11081	0.0	2.0
50649	1706.0	831.0
11080	1116.0	635.0
11083	4372.0	4642.0
729862	2.0	0.0
11082	48.0	27.0
11085	0.0	0.0
644213	0.0	3.0
100286844	81.0	79.0
646875	0.0	1.0
644214	1.0	0.0
11086	3.0	1.0
646873	0.0	0.0
23067	2764.0	2735.0
23060	4004.0	4669.0
23061	10131.0	10468.0
23062	5680.0	4872.0
23063	2595.0	2898.0
23064	4395.0	4114.0
23065	5478.0	6954.0
50651	919.0	943.0
100272205	12.0	9.0
23066	655.0	399.0
50650	1462.0	2220.0
50652	6043.0	38537.0
11092	704.0	699.0
644220	7.0	3.0
11091	2399.0	2486.0
11094	2705.0	3921.0
729852	1826.0	2286.0
11093	173.0	193.0
11096	409.0	200.0
11095	881.0	378.0
11098	10926.0	9131.0
11097	1078.0	1216.0
646884	0.0	0.0
23078	1744.0	1915.0
729857	2.0	14.0
23070	2899.0	3012.0
23071	5789.0	8253.0
23072	358.0	74.0
164380	0.0	0.0
23074	1243.0	1372.0
23075	2443.0	2584.0
23076	2216.0	2472.0
23077	3955.0	3714.0
11099	1700.0	1414.0
646879	0.0	0.0
644218	1.0	0.0
646877	0.0	1.0
100130972	0.0	0.0
100379220	2.0	5.0
100130970	0.0	0.0
284339	38.0	26.0
284338	88.0	103.0
100129983	0.0	0.0
100129982	0.0	5.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	31.0	65.0
100129976	1.0	0.0
100130963	0.0	0.0
100130962	0.0	0.0
284325	813.0	1082.0
100129972	0.0	0.0
284323	692.0	880.0
100129969	4.0	1.0
100130958	183.0	146.0
693187	0.0	0.0
693188	0.0	0.0
693189	0.0	0.0
100130954	0.0	1.0
2444	1151.0	3063.0
100379249	0.0	0.0
693190	0.0	0.0
100129961	49.0	41.0
284312	44.0	48.0
693191	0.0	0.0
100129960	2.0	3.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	0.0
693177	0.0	0.0
693178	0.0	0.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	1020.0	1476.0
284307	361.0	310.0
284306	113.0	153.0
693180	0.0	0.0
693181	0.0	0.0
693182	0.0	1.0
693183	0.0	1.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	444.0	218.0
100130933	12.0	21.0
100130932	0.0	2.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	0.0
284371	498.0	874.0
284370	2505.0	3331.0
100130923	0.0	1.0
100130922	0.0	0.0
100129937	0.0	0.0
100129933	1.0	3.0
2483	986.0	952.0
284369	0.0	1.0
2475	4626.0	5795.0
284367	12.0	8.0
284366	0.0	0.0
284361	14054.0	19973.0
50801	0.0	0.0
50804	1008.0	1433.0
50805	604.0	796.0
100129926	4.0	3.0
50808	6232.0	7230.0
100129921	0.0	1.0
50807	1389.0	1002.0
100129920	2.0	0.0
50809	9083.0	10048.0
2496	5.0	4.0
2495	19717.0	16291.0
2494	254.0	209.0
2492	2.0	1.0
100129929	0.0	0.0
2491	13.0	21.0
2488	3.0	2.0
2487	298.0	309.0
284359	5.0	1.0
284358	123.0	74.0
284355	0.0	0.0
284353	85.0	55.0
284352	2661.0	2828.0
50813	7125.0	7747.0
50814	2910.0	2564.0
100129919	0.0	0.0
284349	246.0	356.0
2499	4.0	6.0
284348	101.0	80.0
2498	15.0	18.0
2497	9.0	18.0
284346	146.0	81.0
284340	119.0	166.0
23207	4814.0	4928.0
693121	0.0	0.0
100093625	0.0	0.0
23208	1185.0	598.0
693122	0.0	2.0
100093626	0.0	0.0
23209	26.0	60.0
693123	0.0	0.0
693124	0.0	0.0
