id	f927688f-646f-466e-aeab-1d6eceda8d56	2cf39fef-9135-401a-a08e-ae5a7bf48ada
59350	208.0	40.0
2779	0.0	0.0
2778	66106.0	59285.0
2777	68.0	43.0
2776	7368.0	6600.0
2775	2427.0	758.0
2774	2154.0	938.0
2773	6705.0	4299.0
60343	3235.0	3667.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	97.0	26.0
100379584	0.0	0.0
2792	7.0	0.0
2791	1742.0	644.0
2790	1119.0	772.0
105369316	0.0	0.0
2789	0.0	0.0
2788	2051.0	1358.0
2787	3595.0	3408.0
2786	5216.0	7167.0
441194	493.0	368.0
2785	5.0	7.0
2784	61.0	25.0
2783	18446.0	25243.0
441191	1008.0	647.0
100129622	0.0	0.0
100130606	1.0	0.0
286410	2674.0	1320.0
100130603	0.0	0.0
286411	1.0	3.0
100130600	214.0	100.0
100379571	193.0	189.0
441177	0.0	1.0
2799	14006.0	11151.0
2798	8.0	4.0
2797	12.0	19.0
2796	33.0	15.0
2794	6876.0	4581.0
100129611	0.0	0.0
100129606	3.0	0.0
286423	0.0	0.0
100129604	0.0	0.0
286430	3.0	2.0
105369343	2.0	0.0
286436	0.0	0.0
100379592	3.0	1.0
441154	2.0	0.0
441151	18.0	15.0
441150	281.0	328.0
191585	2.0	0.0
105370357	0.0	0.0
441133	1.0	2.0
100142659	29.0	16.0
100379564	0.0	0.0
441168	250.0	73.0
441166	24.0	14.0
101730217	7.0	2.0
441161	23.0	11.0
441160	4.0	2.0
646498	0.0	0.0
441108	350.0	179.0
23562	20.0	4.0
23563	5.0	1.0
359948	7122.0	3714.0
23564	4976.0	4692.0
23566	7229.0	6408.0
100130693	2.0	2.0
23567	830.0	621.0
23568	531.0	352.0
23569	12.0	0.0
23560	3303.0	2062.0
286494	0.0	0.0
286495	909.0	833.0
286499	28.0	3.0
100130687	0.0	0.0
23576	6622.0	10928.0
117608	571.0	211.0
100129690	3.0	0.0
100129696	11.0	7.0
100129692	0.0	0.0
100129694	0.0	0.0
23548	930.0	667.0
23549	4584.0	3545.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	7157.0	6833.0
23542	490.0	581.0
23543	9601.0	4792.0
130612	453.0	222.0
23544	58.0	88.0
130617	1619.0	1023.0
100130671	0.0	2.0
23545	1886.0	1236.0
441124	193.0	154.0
23546	24.0	15.0
441123	0.0	0.0
23547	37.0	6.0
441131	2.0	1.0
23559	1338.0	1299.0
23551	3924.0	1806.0
23552	1033.0	708.0
23553	0.0	0.0
23554	904.0	818.0
23555	2737.0	2574.0
100130660	0.0	3.0
23556	3545.0	3218.0
23557	2087.0	1503.0
23558	14095.0	13174.0
23550	6978.0	8620.0
23526	984.0	487.0
23527	2934.0	2067.0
23528	1368.0	1051.0
286442	3.0	1.0
23529	148.0	111.0
129642	8501.0	10428.0
286444	14.0	15.0
100129669	0.0	0.0
100463482	0.0	0.0
23520	1.0	1.0
23521	129807.0	164240.0
23522	3903.0	3317.0
23523	5016.0	3997.0
23524	39295.0	31865.0
359996	0.0	0.0
115004	393.0	171.0
100129664	0.0	0.0
100463487	0.0	0.0
100463486	26.0	23.0
100463489	0.0	0.0
100463488	0.0	4.0
100129662	20.0	35.0
286451	7127.0	6261.0
23538	0.0	0.0
23539	47.0	26.0
23530	5797.0	3839.0
23531	628.0	264.0
100130640	0.0	0.0
23532	1.0	0.0
23533	395.0	107.0
359997	0.0	0.0
23534	4472.0	3411.0
23536	1775.0	1304.0
100463498	25.0	26.0
100129654	5.0	6.0
286460	114.0	67.0
100129650	0.0	0.0
23504	213.0	232.0
100499416	0.0	0.0
23505	6642.0	7469.0
100499417	0.0	0.0
23506	3427.0	3108.0
286464	10.0	12.0
100130637	0.0	0.0
23507	1850.0	1795.0
100130636	0.0	0.0
23508	595.0	788.0
23509	5444.0	4485.0
286467	10.0	0.0
100129647	0.0	1.0
100130631	0.0	1.0
23500	5963.0	1670.0
100499418	0.0	0.0
23503	2372.0	1586.0
100129641	2.0	1.0
100129640	4.0	1.0
286472	0.0	0.0
23515	2837.0	1449.0
345275	239.0	28.0
100499405	107.0	34.0
23516	5717.0	2862.0
23517	5276.0	3664.0
100130626	0.0	0.0
23518	1658.0	1522.0
102465752	0.0	0.0
23519	2.0	0.0
345274	41.0	15.0
100130621	41.0	19.0
23510	3543.0	2927.0
23511	4201.0	3513.0
23512	3161.0	2304.0
23513	3359.0	3913.0
23514	4580.0	3046.0
100129631	0.0	0.0
129607	302.0	149.0
129563	1969.0	1396.0
431704	0.0	0.0
117579	10.0	7.0
130557	1184.0	802.0
431705	7.0	0.0
431707	0.0	0.0
129560	0.0	0.0
117583	2345.0	2158.0
84449	992.0	552.0
84448	108.0	77.0
117584	2769.0	3176.0
84445	5842.0	4162.0
84444	898.0	705.0
84447	5558.0	6851.0
84446	605.0	228.0
84441	4168.0	2626.0
84440	1044.0	1093.0
84443	125.0	434.0
646405	43.0	18.0
646409	0.0	0.0
117581	711.0	168.0
130560	0.0	0.0
646424	11.0	22.0
84437	1363.0	772.0
84439	752.0	239.0
60489	752.0	278.0
60488	3828.0	3658.0
84433	253.0	93.0
60487	967.0	471.0
84436	1385.0	879.0
84435	6.0	8.0
60485	4234.0	3885.0
60484	245.0	96.0
84432	675.0	1096.0
60482	55.0	22.0
60481	25594.0	29230.0
130576	462.0	146.0
130574	461.0	344.0
84467	90.0	63.0
84466	294.0	136.0
60496	3044.0	2052.0
60495	2729.0	462.0
60494	157.0	54.0
84465	2.0	20.0
84464	714.0	498.0
60493	1443.0	941.0
60492	2912.0	2078.0
60491	1206.0	1016.0
60490	853.0	722.0
84461	1662.0	1029.0
84460	1025.0	431.0
646442	3.0	1.0
129530	25.0	10.0
129531	684.0	408.0
130589	2114.0	1138.0
201501	869.0	418.0
84456	1368.0	1155.0
84455	599.0	425.0
84458	1403.0	1598.0
84457	1301.0	401.0
84450	2532.0	1825.0
646457	1.0	2.0
100500870	0.0	0.0
100500872	0.0	0.0
201514	714.0	516.0
201516	3.0	0.0
646450	210.0	234.0
23480	3003.0	2742.0
105416157	2407.0	1689.0
23481	4461.0	3899.0
23483	1073.0	563.0
23484	2903.0	1807.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	0.0	0.0
646467	0.0	4.0
100500860	0.0	0.0
96459	2286.0	1942.0
100500861	0.0	0.0
23498	1195.0	431.0
23499	23783.0	15021.0
23491	127.0	23.0
23492	9253.0	3952.0
23493	103.0	72.0
23495	7.0	0.0
100500862	0.0	0.0
100500863	1.0	2.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	39.0	24.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	7444.0	5733.0
394217	0.0	0.0
23464	3337.0	4390.0
130535	1835.0	1442.0
23466	6954.0	3676.0
23467	3409.0	4249.0
23468	8009.0	7968.0
23469	8405.0	6796.0
2801	9066.0	8467.0
2800	2683.0	1664.0
23460	269.0	22.0
23461	1797.0	1248.0
23462	400.0	184.0
100500895	1.0	0.0
100500896	0.0	0.0
100500897	1.0	0.0
2806	13373.0	12348.0
100500898	0.0	0.0
2805	3514.0	2298.0
100500899	0.0	0.0
2804	24361.0	24554.0
2803	15247.0	11649.0
2802	6885.0	6659.0
130540	17.0	2.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	2506.0	2907.0
23475	947.0	306.0
23476	5771.0	4774.0
23478	6532.0	5206.0
23479	7448.0	3880.0
646480	1.0	0.0
2812	0.0	0.0
2811	54.0	37.0
2810	11243.0	9752.0
23471	12772.0	11680.0
23473	3606.0	2430.0
100500884	0.0	0.0
2819	9.0	7.0
100500885	0.0	0.0
84498	5206.0	3635.0
100500886	0.0	0.0
2817	6585.0	4014.0
100500888	0.0	0.0
2815	5.0	2.0
100500889	1.0	0.0
2814	9.0	1.0
2813	4895.0	4474.0
2823	1811.0	232.0
2822	482.0	386.0
2821	14868.0	16604.0
100500839	0.0	0.0
2820	4235.0	3769.0
201562	7277.0	7247.0
100379623	1.0	2.0
2829	47.0	24.0
100500831	0.0	0.0
2828	455.0	106.0
2827	100.0	13.0
100500833	6.0	3.0
2826	16.0	10.0
100500834	0.0	0.0
2825	3.0	4.0
100500835	0.0	0.0
2824	3016.0	1022.0
100500836	0.0	0.0
727699	48.0	0.0
2834	4.0	2.0
100500826	0.0	0.0
2833	69.0	22.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	8.0	10.0
100500829	0.0	0.0
60401	379.0	297.0
2830	1.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	13.0	1.0
100500822	0.0	0.0
2837	0.0	0.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	6.0	5.0
100500825	0.0	0.0
100500850	25.0	10.0
2845	2.0	3.0
100500859	0.0	0.0
2844	0.0	0.0
2843	54.0	17.0
2842	6.0	17.0
2841	15.0	8.0
60412	6130.0	4644.0
2840	42.0	29.0
100500851	0.0	0.0
100500854	4.0	0.0
2849	3.0	0.0
100500855	0.0	0.0
2848	3.0	2.0
394261	24.0	6.0
2847	7.0	0.0
347933	0.0	0.0
100500857	0.0	0.0
2846	5.0	0.0
100500858	0.0	0.0
394263	3.0	3.0
2856	0.0	2.0
100500849	0.0	0.0
2855	0.0	0.0
2854	2.0	0.0
2853	0.0	1.0
201595	12943.0	10349.0
2852	771.0	480.0
2850	1090.0	755.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	59.0	20.0
100500846	0.0	0.0
2857	397.0	184.0
100500847	0.0	0.0
2870	2027.0	1842.0
107105261	0.0	0.0
2867	313.0	1174.0
107105265	0.0	0.0
60437	1313.0	1280.0
2866	0.0	2.0
107105264	2.0	0.0
60436	1597.0	993.0
2865	7.0	1.0
107105263	1.0	1.0
2864	0.0	0.0
107105262	0.0	0.0
2863	67.0	93.0
2862	10.0	4.0
2861	171.0	187.0
347918	486.0	233.0
107105266	0.0	0.0
2869	1656.0	498.0
2868	230.0	184.0
2880	4.0	13.0
60439	0.0	0.0
107105254	1.0	0.0
2878	12164.0	10074.0
2877	828.0	94.0
107105253	1.0	0.0
2876	10227.0	9210.0
2875	115.0	109.0
2874	123.0	63.0
2873	6893.0	8007.0
2872	14578.0	13238.0
107105256	0.0	0.0
2871	5.0	2.0
347902	1547.0	208.0
107105259	0.0	0.0
2879	10703.0	11296.0
727682	0.0	0.0
727684	2.0	0.0
2892	211.0	80.0
2891	38.0	24.0
2890	6.0	18.0
727686	0.0	0.0
84419	812.0	330.0
2889	5421.0	3459.0
100500815	0.0	0.0
2888	27.0	40.0
100500816	5.0	0.0
2887	4730.0	2791.0
100500817	0.0	0.0
2886	582.0	781.0
100500818	0.0	0.0
2885	10544.0	7943.0
100500819	1.0	0.0
2884	2.0	2.0
2882	609.0	436.0
100642175	1.0	0.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	4.0	2.0
100500813	0.0	0.0
100500814	1.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	9.0	46.0
2899	332.0	194.0
84418	2195.0	1660.0
2898	193.0	145.0
60468	308.0	163.0
84417	2615.0	638.0
2897	46.0	9.0
2896	23586.0	15672.0
60467	1.0	0.0
100500808	0.0	0.0
2895	6.0	38.0
100500809	0.0	0.0
2894	280.0	208.0
2893	40.0	54.0
100500801	0.0	0.0
100500802	3.0	1.0
100500803	0.0	0.0
23603	7811.0	2960.0
100129507	0.0	2.0
23604	308.0	624.0
23605	0.0	0.0
23606	0.0	0.0
23607	5765.0	6869.0
23608	10060.0	9878.0
23609	2163.0	1584.0
286527	22.0	8.0
286528	0.0	0.0
23600	343.0	4849.0
23601	23.0	14.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	1.0	0.0
23614	0.0	0.0
23615	18.0	6.0
23616	503.0	224.0
286530	646.0	189.0
23617	0.0	0.0
23619	1.0	1.0
23612	2574.0	1795.0
23613	3347.0	4218.0
286544	86.0	36.0
286550	0.0	0.0
286554	16.0	3.0
286555	0.0	0.0
286556	0.0	0.0
286557	1.0	0.0
105370445	0.0	0.0
441273	2.0	3.0
100463528	0.0	0.0
441272	484.0	435.0
100379667	3.0	0.0
100288998	0.0	0.0
441263	65.0	31.0
441261	3.0	0.0
100288984	0.0	0.0
441295	41.0	16.0
441294	10.0	4.0
100463500	0.0	0.0
100288979	0.0	0.0
286512	6.0	2.0
286514	0.0	0.0
60625	912.0	542.0
441282	5.0	0.0
646377	0.0	0.0
100130579	1.0	0.0
646379	0.0	0.0
646378	1.0	0.0
23683	3769.0	2187.0
404281	74.0	43.0
100130572	0.0	0.0
646370	0.0	0.0
23682	157.0	60.0
100129587	0.0	0.0
100129583	248.0	266.0
100129584	0.0	0.0
441218	0.0	0.0
100130566	1.0	0.0
100130564	1.0	0.0
100130562	1050.0	1371.0
100130561	200.0	79.0
441212	261.0	144.0
646382	0.0	1.0
100129570	0.0	0.0
404266	0.0	1.0
100130557	65.0	37.0
100130555	0.0	0.0
646390	0.0	1.0
441246	37.0	6.0
23666	366.0	318.0
23667	1.0	0.0
646392	1.0	0.0
23668	1.0	1.0
441251	8.0	1.0
441250	653.0	517.0
23660	1399.0	931.0
100129564	0.0	0.0
100129566	1.0	0.0
100129561	1.0	0.0
100130549	0.0	0.0
130500	0.0	0.0
100129557	1.0	1.0
23673	6235.0	4180.0
441238	9.0	6.0
130502	913.0	622.0
23676	6.0	7.0
130507	6173.0	5315.0
23677	13543.0	12170.0
441234	0.0	0.0
23678	830.0	731.0
23679	0.0	0.0
23670	4522.0	3506.0
23671	5821.0	7312.0
100129556	0.0	0.0
100129555	12.0	11.0
23647	7631.0	9882.0
23648	7967.0	8163.0
100130539	2.0	0.0
23649	1045.0	756.0
129521	0.0	0.0
100130535	0.0	0.0
23640	2097.0	1909.0
23641	3701.0	3775.0
23642	1796.0	1071.0
23643	145.0	37.0
23644	2943.0	2361.0
23645	3440.0	2051.0
23646	18592.0	14016.0
100129543	22.0	11.0
23658	1718.0	1510.0
23659	1052.0	1303.0
286573	1.0	0.0
100130528	0.0	0.0
100130523	1.0	1.0
100130522	199.0	102.0
23650	13178.0	6046.0
23654	27476.0	36174.0
23657	230.0	291.0
117532	4.0	0.0
117531	193.0	156.0
100130519	66.0	29.0
23625	1126.0	1282.0
23626	0.0	0.0
23627	163.0	0.0
100130514	0.0	0.0
441208	11.0	14.0
23620	0.0	17.0
23621	3709.0	2043.0
23623	2803.0	3554.0
23624	966.0	2101.0
23636	3902.0	3758.0
23637	10442.0	5894.0
23639	139.0	60.0
100129515	0.0	0.0
23630	21.0	5.0
23632	547.0	394.0
23633	7407.0	5547.0
23635	3012.0	1599.0
100129512	0.0	0.0
404201	339.0	192.0
404203	0.0	0.0
129446	1.0	1.0
404204	0.0	0.0
84569	0.0	0.0
60598	67.0	28.0
84561	826.0	1279.0
60592	5443.0	4930.0
84560	0.0	0.0
648947	1.0	0.0
646300	2.0	1.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	250.0	178.0
727736	0.0	0.0
84559	0.0	0.0
84557	1839.0	1682.0
84553	1059.0	888.0
84552	1051.0	745.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	3.0	2.0
100499457	0.0	0.0
727764	4.0	3.0
102465669	0.0	0.0
102465668	1.0	1.0
646309	850.0	380.0
201627	2083.0	1292.0
646324	26.0	5.0
201626	2643.0	1699.0
727758	148.0	66.0
201625	10.0	16.0
648980	0.0	1.0
84572	4772.0	4052.0
646316	0.0	0.0
84570	72.0	34.0
345462	283.0	162.0
102465689	2.0	0.0
102465688	0.0	0.0
646330	0.0	0.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	8138.0	6675.0
727701	0.0	0.0
727703	23.0	5.0
727704	0.0	0.0
201633	92.0	21.0
2900	75.0	33.0
2908	7556.0	3355.0
2907	14329.0	13902.0
2906	66.0	54.0
2905	27.0	12.0
2904	2.0	0.0
2903	84.0	55.0
345456	0.0	0.0
2902	295.0	428.0
2901	770.0	351.0
406894	0.0	0.0
406893	0.0	0.0
406896	18.0	7.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	0.0
102465694	0.0	0.0
406899	0.0	2.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	0.0	0.0
2911	6.0	3.0
201651	3.0	0.0
2919	593.0	45.0
2918	35.0	23.0
102465691	0.0	0.0
2917	40.0	205.0
2916	22.0	9.0
2915	1.0	0.0
2914	15.0	16.0
2913	7.0	5.0
2912	17.0	14.0
404220	10.0	6.0
406883	0.0	0.0
406882	0.0	0.0
406885	1.0	0.0
406884	0.0	0.0
646359	1.0	0.0
406887	0.0	0.0
406886	5.0	1.0
406889	0.0	0.0
406888	0.0	2.0
23584	3830.0	1012.0
23585	10654.0	8809.0
23586	1151.0	988.0
23587	2603.0	1925.0
23588	2997.0	1965.0
23589	1716.0	1533.0
406881	1.0	1.0
2922	31.0	13.0
2921	62.0	0.0
2920	633.0	5.0
23580	9693.0	6318.0
23581	24.0	11.0
23582	4334.0	2891.0
23583	1624.0	1282.0
404217	359.0	553.0
2928	0.0	0.0
2926	6304.0	5682.0
2925	124.0	280.0
2923	47029.0	59975.0
646366	3.0	0.0
345430	0.0	0.0
406875	0.0	0.0
404216	1.0	3.0
23595	2118.0	1559.0
23596	213.0	102.0
23597	2704.0	1459.0
96597	3.0	0.0
23598	2572.0	4953.0
100130584	0.0	0.0
100130581	311.0	208.0
646360	0.0	1.0
129450	723.0	454.0
130429	0.0	0.0
2932	4299.0	4322.0
2931	4829.0	4650.0
23590	243.0	212.0
100129591	3.0	5.0
23591	7.0	3.0
23592	2425.0	1725.0
23593	9990.0	8488.0
23594	95.0	50.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	11.0	3.0
100499483	33.0	22.0
2939	34.0	3.0
2938	427.0	501.0
2937	4950.0	4067.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	13097.0	12093.0
2935	13598.0	11910.0
2934	40162.0	17376.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	3304.0	3526.0
60506	0.0	0.0
2944	30.0	12.0
2942	0.0	0.0
2941	2641.0	1682.0
2940	2.0	0.0
2949	2200.0	385.0
2948	2108.0	957.0
2947	6309.0	2370.0
2946	1272.0	430.0
60526	1598.0	1037.0
2954	3065.0	3508.0
2953	3.0	4.0
2951	0.0	0.0
2950	12668.0	4418.0
2959	1911.0	1136.0
2958	2771.0	1937.0
2957	3664.0	3044.0
2956	3971.0	2598.0
100288948	0.0	0.0
60529	3.0	8.0
60528	4767.0	3587.0
2966	64.0	53.0
84504	36.0	70.0
2965	2980.0	2115.0
84503	519.0	383.0
2964	2.0	0.0
2963	1502.0	1105.0
2962	7277.0	7245.0
2961	1752.0	1065.0
84502	3552.0	1957.0
2960	799.0	591.0
84501	596.0	268.0
2969	4315.0	3564.0
2968	104.0	44.0
2967	2445.0	1742.0
2980	1.0	0.0
2977	473.0	656.0
2976	3346.0	2812.0
2975	17372.0	22418.0
2974	0.0	1.0
2972	2400.0	2277.0
2971	4191.0	3671.0
2970	124.0	113.0
2979	18.0	18.0
2978	2.0	1.0
154442	27.0	22.0
2990	5286.0	5849.0
225689	55.0	44.0
84519	105.0	43.0
84518	284.0	244.0
60559	8842.0	7644.0
100500914	0.0	0.0
2987	7600.0	6668.0
60558	2170.0	1956.0
84525	1176.0	816.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	1290.0	792.0
100500917	0.0	0.0
2984	94.0	27.0
84522	2688.0	2560.0
100500918	0.0	0.0
2983	1441.0	1278.0
100500919	0.0	0.0
84524	925.0	555.0
2982	4877.0	10884.0
2981	0.0	0.0
84520	716.0	617.0
100500910	0.0	0.0
100500911	1.0	0.0
2989	4.0	0.0
100500913	0.0	0.0
2999	93.0	43.0
84515	1157.0	839.0
100500903	0.0	0.0
2998	4.0	2.0
84514	4287.0	4926.0
100500904	3.0	2.0
2997	5176.0	5029.0
84517	105.0	46.0
100500905	0.0	0.0
84516	6566.0	5598.0
2996	21.0	3.0
100500906	0.0	0.0
2995	2090.0	608.0
2994	0.0	0.0
100500908	0.0	0.0
84513	10338.0	11625.0
2993	2.0	0.0
100500909	0.0	0.0
2992	5718.0	3667.0
60561	1173.0	974.0
60560	2511.0	2773.0
100500900	0.0	0.0
100500901	0.0	1.0
100288904	0.0	0.0
154467	835.0	759.0
130497	149.0	110.0
84548	1178.0	856.0
84547	409.0	183.0
100500938	0.0	0.0
84549	1152.0	650.0
84546	0.0	0.0
84545	4428.0	4482.0
84542	1128.0	875.0
84541	75.0	26.0
727795	20.0	11.0
84529	800.0	317.0
84536	405.0	350.0
84539	0.0	0.0
84532	6293.0	8137.0
84530	12.0	5.0
23729	188.0	208.0
201288	0.0	0.0
201283	917.0	465.0
23738	4.0	1.0
23731	11340.0	8424.0
23732	1219.0	315.0
201299	0.0	6.0
201292	1025.0	945.0
201294	337.0	92.0
23704	514.0	211.0
23705	2719.0	4748.0
23708	1321.0	1121.0
252840	0.0	0.0
252841	1.0	0.0
100288897	172.0	87.0
23710	10238.0	5453.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	5.0	9.0
100288861	0.0	0.0
84701	109.0	39.0
252884	371.0	308.0
84700	6.0	7.0
129841	0.0	0.0
94086	23.0	17.0
117854	343.0	163.0
100130450	0.0	2.0
154807	3915.0	3544.0
100129460	130.0	84.0
359710	0.0	0.0
94081	2676.0	2153.0
115201	910.0	682.0
100129468	0.0	0.0
100129464	15.0	13.0
286256	75.0	46.0
286257	1319.0	1276.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	643.0	467.0
646269	0.0	1.0
646262	0.0	0.0
286262	731.0	1198.0
142827	2.0	0.0
100129452	1.0	2.0
646278	19.0	5.0
100130435	0.0	0.0
727800	252.0	585.0
646270	29.0	12.0
154822	44.0	36.0
23782	30.0	14.0
23783	4.0	0.0
23784	265.0	220.0
23786	5370.0	4870.0
23787	17959.0	15070.0
646273	0.0	0.0
23788	5341.0	4456.0
359730	1.0	0.0
359731	0.0	0.0
23780	2389.0	2292.0
23781	1.0	0.0
345079	105.0	367.0
154810	11935.0	10052.0
100129438	0.0	0.0
94097	1669.0	1295.0
359737	0.0	0.0
359738	0.0	0.0
359739	2.0	2.0
646282	1054.0	1221.0
359736	3.0	0.0
359740	0.0	0.0
359741	0.0	0.0
359742	0.0	0.0
359743	19.0	12.0
139201	28.0	17.0
129804	372.0	258.0
129807	5.0	7.0
129880	631.0	390.0
23768	1859.0	484.0
23769	78.0	55.0
129881	34.0	24.0
100130418	192.0	355.0
345062	1.0	0.0
286204	1.0	5.0
100129428	0.0	0.0
286205	577.0	476.0
100129427	0.0	0.0
23760	4322.0	2855.0
359748	0.0	0.0
100862854	0.0	0.0
286207	76.0	53.0
359749	0.0	0.0
23761	2391.0	1052.0
100862855	0.0	0.0
23762	555.0	661.0
23764	3990.0	963.0
359744	0.0	0.0
100862850	0.0	0.0
23765	2989.0	3093.0
359745	0.0	0.0
359746	0.0	0.0
100862852	3.0	0.0
23766	0.0	0.0
23767	3459.0	1917.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	1.0	0.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	87.0	105.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	1.0	0.0
23772	0.0	0.0
23774	3788.0	2366.0
359755	0.0	1.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	1.0	0.0
23770	21537.0	20805.0
359761	0.0	1.0
129868	0.0	0.0
23746	0.0	0.0
102465502	0.0	0.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	43.0	22.0
23749	0.0	0.0
100129403	0.0	0.0
345041	1.0	0.0
100129405	107.0	43.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	17308.0	13990.0
102465507	0.0	0.0
23742	3.0	0.0
359766	0.0	0.0
23743	1692.0	447.0
359767	0.0	0.0
102465505	0.0	0.0
130813	29.0	21.0
23744	1.0	1.0
102465504	0.0	0.0
130814	2772.0	1593.0
102465503	0.0	0.0
359774	10.0	4.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	1.0	1.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	4744.0	4157.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	13.0	3.0
347694	1.0	0.0
286239	0.0	1.0
23751	0.0	0.0
102465519	0.0	0.0
23752	4.0	9.0
23753	913.0	1018.0
115207	3645.0	2315.0
359777	0.0	0.0
102465517	0.0	0.0
130827	311.0	248.0
359778	0.0	0.0
102465516	0.0	0.0
115209	2128.0	1634.0
23755	5.0	2.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	59.0	73.0
347688	14.0	4.0
102465524	0.0	0.0
94005	5633.0	5196.0
102465523	0.0	0.0
102465522	0.0	1.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	145.0	59.0
727866	1.0	0.0
57060	2422.0	1801.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	21205.0	13104.0
102465526	0.0	0.0
727865	6.0	4.0
102465525	0.0	0.0
84687	3035.0	2021.0
727859	0.0	0.0
84689	31.0	5.0
84688	75.0	44.0
139135	0.0	0.0
84684	0.0	1.0
84681	1403.0	1364.0
84680	1420.0	1098.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	0.0	0.0
727851	112.0	76.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	4069.0	5831.0
84676	64.0	6.0
84675	0.0	0.0
140123	0.0	0.0
84678	1315.0	770.0
84677	0.0	1.0
84672	0.0	0.0
84671	1387.0	949.0
84674	242.0	129.0
84673	0.0	0.0
152101	0.0	0.0
152100	835.0	575.0
94027	15.0	11.0
94026	0.0	1.0
94025	9.0	4.0
129787	2794.0	2346.0
57088	1713.0	733.0
127124	5.0	0.0
57089	772.0	896.0
57082	59.0	80.0
57084	0.0	0.0
57085	10798.0	11828.0
152118	0.0	0.0
152110	287.0	118.0
154790	6.0	0.0
154791	1171.0	1224.0
646201	0.0	0.0
57091	190.0	37.0
94015	562.0	283.0
57092	8923.0	5751.0
646202	26.0	9.0
57097	2262.0	2314.0
57099	795.0	677.0
727879	0.0	1.0
57093	0.0	0.0
166752	1.0	52.0
57094	1099.0	320.0
57095	5060.0	5432.0
57096	41.0	31.0
139163	0.0	0.0
84698	367.0	115.0
84699	0.0	2.0
84694	0.0	0.0
84693	1557.0	1307.0
100499563	0.0	0.0
84696	195.0	159.0
84695	538.0	163.0
84690	2.0	0.0
84692	25.0	4.0
84691	3.0	0.0
130752	94.0	45.0
646213	0.0	0.0
100130495	7.0	2.0
646208	7.0	1.0
94039	608.0	342.0
94031	1157.0	201.0
94030	67.0	31.0
100130484	0.0	0.0
94033	0.0	0.0
94032	11.0	35.0
