id	5e480597-1410-4c25-bc82-6712d2743187	ff052832-df71-405d-9cc9-8e1f55f65610
100132795	0.0	8.0
100132796	1.0	0.0
143379	107.0	9.0
503497	0.0	0.0
157956	97.0	7.0
442075	128.0	48.0
442078	1.0	7.0
145978	0.0	0.0
100423005	0.0	0.0
100423006	0.0	0.0
100423009	0.0	0.0
102467005	0.0	0.0
100423008	0.0	1.0
102467004	0.0	0.0
102467003	0.0	1.0
101926888	197.0	158.0
100130197	9.0	2.0
100130196	0.0	0.0
170949	0.0	0.0
100130192	3.0	3.0
100130190	3.0	4.0
145989	1.0	0.0
100423001	0.0	0.0
100423000	0.0	1.0
100423003	0.0	0.0
100423016	0.0	0.0
100423015	0.0	0.0
100423018	1.0	0.0
100423017	2.0	0.0
101926890	0.0	0.0
100423019	0.0	0.0
101926895	21.0	15.0
101926896	25.0	2.0
100130187	0.0	0.0
442097	12.0	17.0
442098	0.0	0.0
100129193	1.0	0.0
100129196	205.0	96.0
100129195	341.0	262.0
100129192	0.0	0.0
100423012	2.0	0.0
100423011	12.0	1.0
100423014	0.0	0.0
100129199	2.0	5.0
100423013	0.0	1.0
647187	0.0	0.0
6906	16.0	22.0
202134	495.0	79.0
6905	2345.0	2215.0
6908	1537.0	890.0
6907	7603.0	4751.0
6909	1215.0	508.0
6900	20.0	16.0
6902	5340.0	4129.0
6901	1554.0	533.0
6904	7801.0	5673.0
6903	1388.0	1130.0
253714	762.0	352.0
100288436	0.0	4.0
647195	0.0	0.0
100288432	101.0	43.0
6917	5522.0	8144.0
100462767	0.0	17.0
6916	1637.0	1153.0
6919	2581.0	1188.0
6918	0.0	1.0
647190	3.0	13.0
100653489	1.0	7.0
6911	310.0	10.0
6910	232.0	26.0
6913	10.0	27.0
253724	63.0	40.0
6915	151.0	54.0
253725	3583.0	1882.0
100288428	52.0	5.0
100288425	1.0	2.0
100288420	0.0	2.0
6928	449.0	771.0
6927	17.0	39.0
6929	3802.0	2189.0
202151	1321.0	924.0
6920	10440.0	10205.0
6922	23.0	20.0
6921	2384.0	3127.0
6924	4574.0	5166.0
6923	7917.0	7556.0
6926	21546.0	19711.0
100462732	1.0	0.0
6925	5200.0	2721.0
6940	691.0	311.0
100288413	147.0	336.0
6939	30.0	8.0
6938	7164.0	4281.0
6932	1221.0	453.0
6935	3378.0	1314.0
6934	2187.0	1561.0
6936	2328.0	3150.0
100288405	0.0	0.0
100462790	1.0	0.0
6950	14186.0	15621.0
165055	436.0	163.0
6949	3754.0	2005.0
100462799	1.0	0.0
6942	5383.0	2667.0
100132601	3.0	7.0
100462792	0.0	0.0
6941	1318.0	503.0
6944	3007.0	1963.0
100462794	95.0	79.0
6943	2005.0	306.0
100462793	0.0	0.0
6945	3571.0	3416.0
192670	3530.0	1386.0
100462795	1.0	2.0
100132606	0.0	0.0
6948	2351.0	882.0
6947	551.0	4.0
100462797	1.0	4.0
6960	0.0	0.0
6962	4.0	0.0
4300	3199.0	1235.0
6961	0.0	0.0
6953	0.0	0.0
6954	14.0	0.0
6956	2.0	0.0
100132617	0.0	0.0
6959	0.0	0.0
100132618	12.0	1.0
253769	1851.0	593.0
192683	885.0	606.0
6958	1.0	0.0
100132619	0.0	0.0
107075180	1.0	4.0
6971	0.0	0.0
107075181	1.0	0.0
6970	1.0	0.0
107075182	0.0	1.0
6973	2.0	0.0
107075183	0.0	1.0
4311	19545.0	3980.0
6972	33.0	41.0
107075184	0.0	3.0
107075185	6.0	3.0
107075186	0.0	0.0
107075187	0.0	1.0
107075188	1.0	1.0
107075189	0.0	0.0
165082	207.0	90.0
100144604	238.0	292.0
100144603	38.0	48.0
100144602	83.0	19.0
4301	17085.0	12584.0
253738	178.0	214.0
4302	20991.0	11860.0
4303	3534.0	1868.0
6966	12565.0	24903.0
100462772	15.0	3.0
6968	0.0	0.0
4306	1544.0	472.0
6967	7440.0	14225.0
4308	0.0	2.0
6969	0.0	0.0
6980	8.0	1.0
107075190	1.0	0.0
107075191	0.0	0.0
6982	0.0	0.0
107075192	0.0	0.0
4320	231.0	125.0
6981	146.0	15.0
107075193	0.0	0.0
6984	386.0	421.0
107075194	0.0	0.0
4321	32.0	11.0
4322	1059.0	21.0
6983	588.0	204.0
107075195	0.0	1.0
107075196	0.0	0.0
107075197	1.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	20.0	10.0
100462788	0.0	1.0
192666	0.0	0.0
100132630	6.0	4.0
192668	708.0	165.0
192669	2644.0	1144.0
6975	98.0	47.0
153090	11294.0	2861.0
4312	95.0	97.0
4313	8043.0	3539.0
6974	15.0	0.0
4314	10.0	4.0
6977	36.0	2.0
6976	15.0	1.0
100462782	0.0	0.0
4316	8777.0	3113.0
6979	4.0	0.0
100462785	0.0	0.0
4317	2.0	0.0
6978	55.0	30.0
4318	66.0	284.0
100462787	0.0	3.0
4319	437.0	628.0
100462786	0.0	0.0
6991	191.0	85.0
100616468	0.0	0.0
6990	2946.0	1646.0
647107	0.0	0.0
100616469	0.0	6.0
6993	5879.0	3567.0
4330	1127.0	223.0
4331	1320.0	846.0
6992	7759.0	4671.0
107075160	0.0	2.0
100616467	0.0	1.0
4332	405.0	110.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	0.0	11.0
107075162	0.0	1.0
100616465	0.0	0.0
107075163	0.0	0.0
107075164	0.0	0.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	16.0	95.0
107075166	2.0	8.0
107075167	1.0	7.0
107075168	2.0	0.0
107075169	10.0	17.0
100873958	0.0	0.0
100873957	0.0	0.0
4323	13359.0	1798.0
6986	3.0	0.0
100873952	4.0	1.0
4324	2023.0	703.0
6985	0.0	4.0
100873951	0.0	0.0
6988	5323.0	5812.0
4325	147.0	40.0
100873950	0.0	0.0
4326	112.0	34.0
6987	128.0	184.0
4327	824.0	137.0
100873956	21.0	17.0
100873955	17.0	1.0
4329	8479.0	21753.0
100873954	11.0	0.0
100873953	0.0	0.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	1874.0	628.0
4340	4.0	2.0
100616458	0.0	0.0
107075170	1.0	3.0
100616455	0.0	0.0
4342	0.0	0.0
107075171	1.0	4.0
100616456	0.0	0.0
4343	7290.0	3628.0
107075172	175.0	283.0
100616453	0.0	0.0
107075173	0.0	0.0
100616454	0.0	0.0
64689	6696.0	4415.0
107075174	0.0	10.0
100616451	0.0	0.0
107075175	0.0	4.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	0.0	1.0
100616450	0.0	0.0
107075178	0.0	0.0
107075179	0.0	1.0
650747	1.0	0.0
100873949	21.0	14.0
100873948	0.0	0.0
100873947	0.0	0.0
100873946	1.0	0.0
100873941	4.0	1.0
6997	11.0	3.0
4335	3193.0	2006.0
6996	1752.0	882.0
100873940	2.0	5.0
6999	375.0	0.0
4336	3.0	6.0
4337	1074.0	964.0
6998	0.0	0.0
4338	3286.0	3132.0
100873945	0.0	0.0
100873944	1.0	0.0
100873943	0.0	2.0
100873942	16.0	12.0
100616448	0.0	0.0
100616449	0.0	0.0
4350	2186.0	1832.0
100616446	0.0	1.0
4351	4556.0	5528.0
64693	1.0	2.0
100616447	0.0	0.0
4352	47.0	13.0
100873970	0.0	0.0
4353	30.0	4.0
647123	0.0	0.0
4354	2001.0	990.0
4355	1660.0	308.0
107075141	11806.0	7224.0
100616440	1.0	0.0
64699	264.0	13.0
107075142	1.0	8.0
100616441	1.0	0.0
107075143	0.0	5.0
647121	73.0	104.0
107075144	0.0	0.0
107075145	0.0	0.0
107075146	0.0	0.0
107075147	0.0	0.0
107075148	0.0	0.0
107075138	0.0	0.0
107075139	2.0	1.0
100873979	36.0	0.0
4345	1028.0	374.0
100873974	20.0	0.0
100873973	1.0	0.0
100873972	0.0	0.0
100873978	5.0	2.0
100873977	1.0	0.0
100873976	0.0	0.0
100873975	2.0	0.0
100616437	0.0	0.0
4360	711.0	165.0
100616438	0.0	1.0
4361	3438.0	1711.0
100616435	0.0	0.0
4362	0.0	0.0
100616436	0.0	0.0
4363	7995.0	11337.0
100616433	0.0	0.0
100616434	0.0	4.0
647135	118.0	66.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	6.0
100616432	0.0	4.0
107075152	0.0	3.0
107075153	3.0	1.0
100616430	0.0	0.0
107075154	0.0	1.0
107075155	0.0	1.0
107075156	0.0	1.0
107075157	2.0	0.0
107075158	0.0	2.0
107075159	1.0	3.0
107075149	0.0	0.0
100873969	3.0	16.0
100288493	0.0	0.0
253782	3778.0	2469.0
100653423	0.0	3.0
4356	492.0	245.0
100873963	1.0	0.0
4357	3554.0	5034.0
100873962	64.0	8.0
4358	3354.0	2305.0
4359	475.0	157.0
100873960	0.0	0.0
100873967	3.0	1.0
100873966	0.0	0.0
100873965	5.0	0.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	1.0	11.0
647144	0.0	0.0
100873991	19.0	5.0
650794	77.0	67.0
100873990	6.0	16.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	1.0	5.0
107075124	0.0	0.0
107075125	0.0	1.0
100288485	0.0	6.0
100288486	0.0	0.0
107075126	3.0	8.0
100288483	1.0	1.0
107075116	21.0	6.0
107075117	66.0	174.0
107075118	0.0	1.0
107075119	0.0	1.0
100873995	2.0	7.0
100873994	1.0	0.0
100873993	0.0	2.0
100873998	12.0	0.0
100873997	2.0	0.0
348567	0.0	0.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	0.0	0.0
647156	0.0	0.0
647158	0.0	0.0
100616498	0.0	0.0
107075130	46.0	147.0
100616495	0.0	0.0
107075131	0.0	8.0
107075132	0.0	1.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	0.0	0.0
107075134	3.0	1.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	1.0	0.0
107075136	0.0	0.0
118738	359.0	4.0
107075137	0.0	1.0
100616490	0.0	0.0
107075127	0.0	2.0
107075128	0.0	0.0
107075129	0.0	12.0
100288470	0.0	0.0
100873985	36.0	14.0
100873984	0.0	1.0
100873983	1.0	1.0
100873982	1.0	1.0
100873989	2.0	0.0
100873988	1.0	0.0
100873987	0.0	0.0
100873986	0.0	0.0
647166	0.0	0.0
100616488	0.0	0.0
647167	31.0	91.0
100616489	0.0	0.0
100616486	0.0	0.0
647169	1.0	1.0
100616487	0.0	0.0
647162	9.0	8.0
100616484	0.0	0.0
100616485	0.0	0.0
100616482	1.0	0.0
107075100	0.0	0.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	0.0
107075102	0.0	0.0
100616481	0.0	0.0
100288463	0.0	3.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	3.0	0.0
647177	0.0	0.0
100616477	87.0	22.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	0.0	1.0
100616473	0.0	0.0
647174	16.0	7.0
100616474	1.0	3.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	0.0	1.0
107075111	1.0	0.0
107075112	1.0	1.0
107075113	1.0	2.0
100616470	0.0	0.0
107075114	3.0	3.0
107075115	1.0	0.0
107075105	0.0	0.0
100288451	0.0	4.0
107075108	8.0	1.0
107075109	0.0	1.0
348654	1454.0	556.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	0.0	0.0
107075201	0.0	0.0
107075202	0.0	0.0
107075203	1.0	2.0
100129061	0.0	4.0
118672	477.0	355.0
100129060	300.0	77.0
118670	0.0	0.0
348645	56.0	21.0
100129067	6.0	5.0
64601	3916.0	2056.0
64600	94.0	1.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	8.0	4.0
107075212	0.0	2.0
107075213	0.0	1.0
100130042	0.0	0.0
107075214	1.0	0.0
107075204	10.0	2.0
118663	102.0	21.0
143630	97.0	19.0
107075205	0.0	0.0
100129050	0.0	0.0
107075206	0.0	0.0
107075207	2.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	0.0
131669	8.0	1.0
100129040	0.0	0.0
100129049	1.0	0.0
100129045	0.0	2.0
100130029	0.0	0.0
373509	11.0	3.0
100129031	0.0	0.0
100129032	65.0	213.0
100130017	1.0	0.0
100130015	159.0	34.0
100130014	3.0	9.0
131601	3218.0	2370.0
100129023	0.0	0.0
100130009	4.0	4.0
128025	8.0	0.0
64641	125.0	311.0
100130006	0.0	1.0
100616530	0.0	1.0
64645	6516.0	5535.0
116039	3425.0	1427.0
100130003	92.0	60.0
100130002	1.0	0.0
64648	0.0	0.0
131616	1247.0	1395.0
100129013	0.0	0.0
100129008	0.0	0.0
64651	54801.0	18987.0
100129007	3.0	0.0
100129009	1.0	1.0
116028	509.0	99.0
204801	9.0	1.0
100129004	3.0	9.0
100129005	0.0	0.0
64663	0.0	0.0
128077	3367.0	1412.0
167681	12.0	10.0
100132641	1.0	0.0
100132645	3.0	8.0
116092	1696.0	895.0
116093	1.0	0.0
128061	844.0	506.0
100132656	2.0	8.0
116085	0.0	0.0
204851	8176.0	6523.0
116071	383.0	25.0
167691	1357.0	190.0
116064	4564.0	5402.0
100132672	3.0	2.0
100132673	0.0	5.0
116068	4044.0	3531.0
100132677	9.0	4.0
100130099	0.0	0.0
100130097	80.0	55.0
143662	1210.0	18.0
100132681	0.0	0.0
100132683	0.0	0.0
100130090	1.0	1.0
100130086	5.0	0.0
100129094	13.0	5.0
143678	21.0	9.0
100132699	0.0	0.0
100130079	41.0	1.0
100130074	4.0	0.0
143684	1834.0	716.0
100129086	0.0	1.0
100129080	0.0	1.0
143689	146.0	28.0
143686	6500.0	3714.0
153020	3704.0	696.0
100130067	0.0	0.0
100130064	1.0	0.0
100129075	206.0	134.0
100130060	0.0	0.0
202243	3338.0	5754.0
100129074	0.0	2.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	8507.0	5709.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	4.0	2.0
647076	22.0	13.0
100462880	69.0	15.0
100462881	0.0	0.0
100462886	0.0	0.0
100288307	1.0	3.0
647085	1.0	3.0
100653396	0.0	0.0
647087	5047.0	4034.0
647081	1.0	0.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	2.0	1.0
100616398	0.0	0.0
100616399	1.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	191.0	201.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	2.0
100616390	1.0	0.0
100616391	0.0	0.0
100462866	2.0	0.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	9162.0	2890.0
202299	40.0	33.0
104355426	212.0	77.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	1.0	1.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	6.0	1.0
4430	5937.0	1990.0
100132501	19.0	5.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	666.0	795.0
346085	4.0	21.0
100132510	2.0	0.0
4435	942.0	142.0
4436	2224.0	1542.0
4437	2440.0	1788.0
4438	6.0	2.0
4439	300.0	162.0
253868	417.0	66.0
64793	900.0	335.0
100616347	0.0	0.0
64792	2315.0	1575.0
100616348	0.0	0.0
64795	7057.0	4592.0
64794	1439.0	927.0
100616346	0.0	0.0
100616343	4.0	1.0
100616344	0.0	0.0
64799	209.0	207.0
100616341	0.0	0.0
64798	5030.0	1379.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	103.0	40.0
103625683	0.0	0.0
100616336	0.0	0.0
103625684	0.0	0.0
100616337	0.0	0.0
103625681	56.0	69.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	2.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	354.0	59.0
100616327	0.0	3.0
100616328	0.0	0.0
650655	27.0	10.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	5.0	5.0
100616321	0.0	0.0
100616322	3.0	0.0
647000	1.0	8.0
100628307	0.0	1.0
100288380	2.0	2.0
86123	132.0	57.0
100616329	0.0	0.0
4481	672.0	343.0
100616317	0.0	1.0
4482	1133.0	404.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	713.0	125.0
647013	1.0	0.0
100616313	0.0	0.0
4486	757.0	17.0
100616310	0.0	1.0
4487	246.0	242.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	552515.0	45884.0
4478	17783.0	6152.0
4479	2.0	1.0
647009	88.0	110.0
100616318	28.0	17.0
100616319	0.0	0.0
4493	5401.0	3707.0
4494	1614.0	2482.0
4495	2774.0	6654.0
100616389	0.0	0.0
647024	6591.0	4677.0
4496	56.0	251.0
100616387	0.0	0.0
4498	24.0	10.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	0.0	1.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	2.0	0.0
4490	0.0	40.0
100616380	2.0	0.0
4488	451.0	47.0
4489	219.0	109.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	42.0	42.0
100616374	1.0	0.0
100616375	0.0	0.0
647033	16.0	10.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	190.0	116.0
4499	863.0	327.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	2.0	1.0
647047	4.0	17.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	109.0	23.0
100288346	2.0	5.0
100616361	0.0	0.0
647044	1.0	0.0
100616362	1.0	0.0
100616360	1.0	0.0
100288343	1.0	1.0
118611	6.0	1.0
346007	113.0	73.0
100616358	0.0	0.0
100616359	1.0	0.0
100616356	0.0	0.0
100616354	0.0	0.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	1.0	1.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	195.0	70.0
647051	1.0	0.0
100288330	0.0	0.0
100303491	7.0	0.0
64711	114.0	1.0
64710	33720.0	21981.0
64714	4.0	23.0
64708	2903.0	1379.0
143501	0.0	0.0
143502	0.0	17.0
143506	0.0	0.0
143503	1393.0	863.0
348761	40.0	29.0
100506084	57.0	11.0
64726	2.0	15.0
64725	3.0	1.0
64718	1846.0	878.0
100144597	0.0	0.0
100144596	0.0	1.0
131540	10.0	1.0
348751	195.0	508.0
131544	2616.0	1516.0
64735	0.0	0.0
103283057	3.0	2.0
100533695	1.0	3.0
64744	3994.0	5279.0
64743	7935.0	8012.0
64746	7078.0	5703.0
64745	2407.0	677.0
64748	4387.0	5183.0
64747	8044.0	6991.0
348738	2.0	0.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	2.0	1.0
100616424	0.0	0.0
100616425	0.0	1.0
100533675	0.0	0.0
100616422	1.0	0.0
64750	3941.0	2993.0
100616423	0.0	0.0
100533676	2.0	5.0
64753	1172.0	455.0
100616420	0.0	2.0
100616421	0.0	0.0
64755	5952.0	5741.0
64754	354.0	335.0
64757	5671.0	11764.0
100506050	0.0	2.0
64756	4500.0	5959.0
64759	7361.0	5297.0
100506054	273.0	246.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	0.0	0.0
100616429	0.0	0.0
100506049	0.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	6967.0	1887.0
100616413	0.0	0.0
100616414	2.0	1.0
100506046	87.0	56.0
64762	2017.0	918.0
64761	2961.0	1341.0
64764	12356.0	11479.0
64763	1822.0	1667.0
100616410	0.0	1.0
64766	1861.0	1069.0
64768	495.0	447.0
64769	8264.0	13631.0
100533682	2.0	8.0
100616417	4.0	0.0
100616404	0.0	1.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	11110.0	10225.0
100616402	0.0	0.0
64770	4142.0	1646.0
100616403	0.0	0.0
64773	3395.0	2403.0
100616400	0.0	0.0
64772	3032.0	968.0
100616401	4.0	1.0
64777	3741.0	2473.0
64776	1659.0	2047.0
64779	1746.0	964.0
64778	5333.0	3580.0
100506080	57.0	24.0
88745	2485.0	2467.0
100616408	0.0	0.0
100616409	1.0	1.0
100616407	0.0	0.0
64780	4211.0	2071.0
100533668	39.0	80.0
64782	3487.0	3300.0
64781	2882.0	372.0
100506068	22.0	6.0
64784	4756.0	2687.0
100533664	1.0	0.0
64783	1182.0	713.0
100533665	1.0	0.0
64786	4947.0	5316.0
100533666	0.0	0.0
64785	426.0	252.0
64788	1867.0	1726.0
64787	8520.0	4556.0
100506061	0.0	0.0
64789	571.0	247.0
100506060	142.0	42.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	3.0	0.0
100506013	155.0	256.0
100506012	107.0	71.0
167555	129.0	219.0
100132520	0.0	1.0
100132526	7.0	2.0
100132529	12.0	22.0
100533646	15.0	6.0
100506003	60.0	3.0
100533642	104.0	70.0
100506007	137.0	144.0
100506001	84.0	33.0
100506000	14.0	2.0
204962	131.0	230.0
100462800	5.0	0.0
100132534	0.0	1.0
100132537	0.0	0.0
100506035	3.0	10.0
202309	141.0	20.0
100506039	0.0	0.0
100506033	972.0	615.0
100533619	11.0	8.0
100132541	4.0	0.0
100533624	0.0	0.0
100506025	3.0	5.0
100506020	15.0	4.0
131566	5017.0	1436.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	1699.0	406.0
100462832	0.0	0.0
100132562	2.0	1.0
100132565	1.0	0.0
100462838	0.0	0.0
100462830	1.0	0.0
131572	0.0	0.0
131578	36.0	8.0
100462843	1.0	0.0
131583	2818.0	739.0
100462809	1.0	1.0
143570	804.0	805.0
100132580	23.0	2.0
100462811	13.0	0.0
100462810	0.0	0.0
100462813	5.0	5.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	82.0	2.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	1.0	3.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	604.0	214.0
170689	157.0	118.0
170688	0.0	0.0
100462990	0.0	0.0
155061	1760.0	1224.0
131096	238.0	14.0
155066	6331.0	16944.0
170680	9.0	3.0
100533800	2.0	5.0
169693	396.0	100.0
170679	31.0	15.0
100036567	0.0	0.0
155051	42.0	7.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	1.0	0.0
100036565	0.0	0.0
155054	367.0	304.0
143098	4492.0	1742.0
4507	3891.0	2152.0
4508	798482.0	436384.0
4509	129861.0	46264.0
100462977	15.0	76.0
4500	538.0	116.0
4501	6654.0	4720.0
4502	13139.0	10547.0
4503	26.0	39.0
4504	24.0	6.0
4520	2804.0	1719.0
4519	1002916.0	681447.0
170690	17.0	4.0
4511	38.0	36.0
4512	1814396.0	1144477.0
100462981	2.0	3.0
4513	797915.0	490831.0
4514	1103487.0	634443.0
100462983	17.0	30.0
4515	159.0	86.0
170692	23.0	1.0
100462985	0.0	0.0
170691	298.0	159.0
253512	2120.0	2429.0
4521	610.0	172.0
4522	3947.0	3378.0
157680	4804.0	5523.0
4523	8.0	22.0
4524	7049.0	8387.0
4528	3046.0	2092.0
155006	39.0	3.0
4540	745406.0	348712.0
4541	307261.0	138688.0
157667	6.0	3.0
4542	1199.0	242.0
4534	1538.0	1251.0
4535	764176.0	364688.0
4536	616386.0	326613.0
4537	197403.0	137737.0
4538	1731454.0	992560.0
4539	94579.0	51650.0
157697	1444.0	299.0
4550	1237774.0	668466.0
155038	561.0	161.0
4552	2573.0	2421.0
4553	0.0	0.0
4543	3.0	0.0
4544	2.0	1.0
4547	20.0	6.0
100036575	0.0	2.0
4548	4645.0	2301.0
100036574	0.0	0.0
4549	107568.0	147720.0
131076	899.0	493.0
4563	2.0	0.0
4564	0.0	10.0
4555	0.0	0.0
4556	3.0	14.0
4558	21.0	8.0
157695	2774.0	1482.0
157693	9.0	4.0
4570	1.0	0.0
348378	9.0	8.0
4571	8513.0	2120.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	1.0	4.0
100288287	0.0	0.0
100288283	3.0	2.0
4565	0.0	2.0
4566	0.0	0.0
4567	19.0	18.0
4568	0.0	1.0
253559	234.0	140.0
4569	2.0	3.0
253558	1862.0	2429.0
4580	1048.0	694.0
4581	113.0	67.0
4582	6223.0	422.0
4583	336.0	345.0
4584	9865.0	2217.0
4585	9887.0	29.0
4586	78.0	140.0
4576	42.0	12.0
4577	3.0	1.0
4578	0.0	0.0
4579	47.0	39.0
4591	3174.0	2335.0
4593	6.0	1.0
4594	4722.0	7554.0
4595	1179.0	480.0
4597	3054.0	1984.0
100288264	0.0	0.0
4588	107.0	17.0
4589	0.0	0.0
100288252	7.0	39.0
4598	2313.0	2775.0
4599	5328.0	537.0
100288248	0.0	0.0
650560	0.0	0.0
348327	322.0	197.0
100288235	1.0	0.0
100288227	1.0	4.0
253582	0.0	0.0
100288222	0.0	0.0
64834	8001.0	5067.0
64838	2070.0	1998.0
64837	3613.0	3576.0
100132487	0.0	0.0
64841	3711.0	8945.0
64840	997.0	443.0
64843	50.0	21.0
64844	8054.0	5325.0
64847	8692.0	5120.0
64849	2352.0	5235.0
64848	3967.0	2837.0
64839	3231.0	3288.0
64850	6.0	11.0
64852	1347.0	1460.0
64854	2896.0	2285.0
64853	1483.0	1074.0
64856	18695.0	10276.0
64855	23644.0	18175.0
64858	452.0	273.0
64857	2548.0	536.0
64859	4058.0	982.0
387911	71.0	213.0
387914	325.0	85.0
100144494	4.0	2.0
64860	1786.0	1626.0
64863	1271.0	550.0
133619	6849.0	7609.0
64864	2690.0	1649.0
64866	5483.0	1739.0
133615	0.0	0.0
100506172	1.0	0.0
387933	10.0	6.0
100533794	0.0	0.0
387934	0.0	7.0
100533790	2.0	3.0
100506169	93.0	129.0
64881	27.0	1.0
375940	0.0	0.0
399939	0.0	0.0
100506161	155.0	115.0
100506164	0.0	0.0
399937	0.0	0.0
387921	3105.0	1469.0
100288198	130.0	98.0
100288195	0.0	0.0
387923	348.0	51.0
387924	4.0	5.0
64895	1894.0	966.0
100506195	1.0	3.0
64897	1383.0	771.0
399909	6769.0	5217.0
100288185	0.0	0.0
100288179	0.0	4.0
121601	788.0	700.0
100288173	0.0	0.0
100506190	6911.0	5925.0
399965	16.0	11.0
399967	6.0	30.0
101060111	0.0	0.0
100506134	9.0	1.0
100533754	0.0	0.0
157638	3296.0	9855.0
399968	1.0	4.0
169611	4497.0	660.0
145645	9.0	4.0
100132402	0.0	2.0
100132403	8.0	6.0
100132406	452.0	116.0
387978	0.0	0.0
100506126	5.0	1.0
399972	114.0	82.0
157627	1.0	0.0
399979	9258.0	7479.0
121665	6335.0	4001.0
100132415	33.0	10.0
100132417	4.0	5.0
133688	9.0	4.0
399942	19.0	35.0
100506157	37.0	14.0
100533731	0.0	0.0
133686	4226.0	4728.0
157657	386.0	252.0
399940	0.0	0.0
170627	0.0	0.0
170626	0.0	0.0
399947	11.0	1.0
399949	10.0	1.0
399948	23983.0	636.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	6054.0	2587.0
133690	26.0	1.0
131034	8361.0	3972.0
399950	3.0	4.0
101060105	1.0	0.0
387990	20.0	24.0
100506144	638.0	238.0
399959	47.0	9.0
121643	40.0	13.0
121642	1295.0	913.0
100132439	0.0	0.0
542767	245.0	2322.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	77.0	104.0
100132441	1.0	2.0
100462957	0.0	0.0
