id	b50ac187-7079-4b52-b872-f815521fc164	f676c6d1-b263-467c-ae4f-547628572df8
23223	1810.0	2924.0
25886	123.0	227.0
23224	4453.0	2739.0
25885	2840.0	2971.0
23225	1023.0	2905.0
25888	638.0	511.0
23228	241.0	110.0
644050	0.0	0.0
201780	7.0	10.0
84269	1156.0	1504.0
152559	537.0	760.0
25880	619.0	547.0
84268	1028.0	1871.0
23220	1474.0	409.0
140576	5320.0	1307.0
84265	2076.0	1114.0
11243	2038.0	2302.0
139599	6.0	3.0
84264	41.0	117.0
140578	117.0	173.0
84267	923.0	1095.0
11245	637.0	1283.0
84266	4682.0	4014.0
11244	2488.0	2352.0
84261	504.0	700.0
11247	313.0	2335.0
139596	726.0	1412.0
84260	1024.0	997.0
84263	2537.0	3554.0
11249	2.0	0.0
84262	1422.0	1521.0
11248	1516.0	606.0
345557	65.0	20.0
406993	0.0	0.0
406992	0.0	0.0
406995	0.0	0.0
406994	0.0	0.0
11250	5.0	3.0
406997	0.0	2.0
406996	0.0	0.0
11252	7970.0	7895.0
406999	0.0	0.0
11251	14.0	16.0
406998	0.0	0.0
23232	843.0	1243.0
25895	1028.0	938.0
23233	2557.0	2091.0
25894	279.0	171.0
25897	2460.0	1932.0
23234	773.0	791.0
25896	1016.0	998.0
23235	3299.0	3272.0
23236	2209.0	1438.0
25898	822.0	1419.0
23237	506.0	387.0
644063	26.0	13.0
406991	0.0	0.0
23239	1674.0	1444.0
406990	0.0	0.0
25891	1180.0	1771.0
84258	26.0	78.0
25890	697.0	462.0
25893	40.0	73.0
23230	1670.0	1840.0
23231	4045.0	3538.0
84259	753.0	1408.0
84254	1336.0	943.0
11254	26.0	177.0
84253	1446.0	920.0
11253	4465.0	4120.0
406989	0.0	0.0
84256	3280.0	2378.0
11255	7.0	24.0
84255	1245.0	1753.0
84250	220.0	321.0
11258	3165.0	3394.0
11257	2280.0	2739.0
84251	149.0	254.0
11259	3875.0	3302.0
100874483	0.0	0.0
100874482	0.0	2.0
100874480	0.0	0.0
406900	2.0	0.0
100874484	3.0	2.0
201799	474.0	140.0
201798	13.0	25.0
50831	0.0	0.0
100874489	0.0	2.0
100874488	0.0	0.0
50833	0.0	0.0
50832	3.0	6.0
50835	0.0	0.0
50834	0.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	1.0
100874471	1.0	3.0
102465138	0.0	0.0
50839	1.0	0.0
100874470	0.0	0.0
102465137	1.0	1.0
50838	0.0	0.0
102465136	0.0	1.0
100874476	1.0	0.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	1.0
50840	36.0	61.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	9.0	7.0
100499183	34.0	42.0
50848	9628.0	5566.0
2601	3.0	2.0
100499177	1494.0	1057.0
102465141	0.0	1.0
50853	2464.0	954.0
2609	1.0	0.0
102465140	0.0	0.0
50852	11.0	34.0
50855	298.0	510.0
50854	6265.0	7148.0
100499171	4.0	3.0
50856	55.0	29.0
50859	3599.0	2210.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	0.0	0.0
646600	3.0	1.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	1716.0	665.0
2613	1.0	2.0
2611	1.0	1.0
50862	4589.0	3162.0
50861	2233.0	2712.0
2619	905.0	1052.0
50863	34.0	657.0
100874499	0.0	0.0
2618	1966.0	2103.0
50865	3340.0	1737.0
2617	3513.0	4832.0
2616	54.0	22.0
2615	1027.0	2755.0
406940	0.0	4.0
406942	0.0	0.0
646612	17.0	12.0
406941	0.0	6.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	5831.0	434.0
2624	17650.0	12531.0
2623	5.0	5.0
2622	855.0	1389.0
2621	12582.0	4808.0
2620	70.0	22.0
406935	1.0	10.0
406934	0.0	0.0
646603	0.0	4.0
406937	0.0	0.0
406936	0.0	0.0
2629	2146.0	2947.0
406939	0.0	0.0
646609	0.0	0.0
2628	1847.0	404.0
406938	0.0	0.0
2627	521.0	350.0
2626	1.0	5.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	1.0
406932	0.0	0.0
646620	0.0	0.0
2636	0.0	3.0
2635	2771.0	1208.0
2634	5313.0	3154.0
2633	1139.0	2306.0
2632	1143.0	1499.0
2631	4242.0	5430.0
2630	114.0	98.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	0.0	5.0
406928	0.0	0.0
2639	1579.0	2527.0
406927	0.0	0.0
646619	1.0	2.0
2638	0.0	13.0
2637	0.0	1.0
406929	0.0	0.0
646630	1.0	1.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	696.0	2813.0
2647	1915.0	2979.0
2646	2.0	28.0
2645	55.0	12.0
2644	226.0	310.0
2643	641.0	763.0
2642	2.0	0.0
2641	37.0	25.0
406913	0.0	2.0
646627	0.0	47.0
406912	1.0	3.0
646625	0.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	427.0	183.0
406919	0.0	0.0
2648	1913.0	2921.0
406918	1.0	0.0
646641	0.0	0.0
646640	2.0	0.0
646643	0.0	0.0
406911	0.0	0.0
406910	0.0	0.0
2661	82.0	40.0
2660	3.0	6.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	339.0	259.0
2652	0.0	0.0
2651	1129.0	4169.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	0.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	14.0	17.0
2672	33.0	125.0
106144578	0.0	0.0
2671	1384.0	1269.0
2670	31.0	12.0
106144575	1.0	4.0
2669	1249.0	3162.0
2668	155.0	197.0
2667	0.0	0.0
100874529	1.0	0.0
2665	11742.0	10244.0
2664	9552.0	12410.0
2662	85.0	7.0
100874524	16.0	17.0
100874523	0.0	0.0
100129743	0.0	0.0
100874522	1.0	0.0
100874528	3.0	0.0
100129738	0.0	0.0
100129739	5.0	0.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	8496.0	7587.0
106144568	0.0	0.0
2681	524.0	241.0
2679	1.0	3.0
2678	3948.0	1387.0
100874519	0.0	0.0
2677	2420.0	2680.0
100874518	0.0	0.0
2676	116.0	83.0
2675	136.0	87.0
2674	670.0	370.0
2673	7635.0	18968.0
101056700	9.0	7.0
100874512	0.0	0.0
100874511	1.0	1.0
100129731	0.0	0.0
100874510	1.0	0.0
100874517	0.0	0.0
100130719	0.0	0.0
100874516	3.0	2.0
100130718	2.0	0.0
100874515	0.0	4.0
100130717	42.0	20.0
100874514	0.0	0.0
100129727	69.0	36.0
100129726	8.0	10.0
100129723	0.0	0.0
100129722	22.0	31.0
2694	0.0	0.0
2693	0.0	0.0
2692	0.0	130.0
2691	0.0	0.0
2690	1035.0	1709.0
2689	0.0	2.0
2688	1.0	2.0
2687	1085.0	1713.0
2686	2062.0	1552.0
100130708	0.0	0.0
100129716	19.0	32.0
106144540	0.0	0.0
100874531	1.0	0.0
100874530	0.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	3.0	2.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	2.0
2698	4.0	3.0
106144538	8.0	3.0
2697	15829.0	4421.0
106144539	0.0	0.0
2696	229.0	76.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	0.0	0.0
284131	1387.0	1589.0
115509	879.0	788.0
259197	19.0	5.0
284129	1476.0	1626.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	20.0	7.0
106144595	2.0	0.0
286749	27.0	10.0
106144598	1.0	3.0
106144599	1.0	0.0
284119	51206.0	20142.0
284116	84.0	27.0
284114	386.0	370.0
284111	6.0	3.0
284110	2.0	19.0
259173	983.0	275.0
106144584	2.0	5.0
286753	9.0	5.0
106144585	0.0	0.0
106144586	0.0	1.0
284106	2514.0	3935.0
284100	0.0	0.0
284184	1078.0	792.0
127544	1846.0	1768.0
23443	2442.0	4134.0
115557	3156.0	1697.0
127540	0.0	0.0
23446	4835.0	2960.0
115560	415.0	276.0
23440	0.0	2.0
127534	314.0	25.0
139538	0.0	0.0
23452	3155.0	1153.0
441459	219.0	192.0
441457	12.0	10.0
23456	867.0	742.0
115548	1267.0	2047.0
23457	359.0	242.0
441452	0.0	0.0
441461	73.0	94.0
152503	4522.0	3363.0
23450	9956.0	6560.0
23451	11148.0	11132.0
139542	0.0	0.0
284167	10.0	4.0
23428	14918.0	22012.0
284161	262.0	514.0
23429	4781.0	7145.0
100130799	0.0	0.0
23420	1947.0	2543.0
23421	785.0	701.0
23423	8862.0	18744.0
23424	972.0	739.0
23426	421.0	253.0
152519	414.0	426.0
152518	413.0	720.0
441490	0.0	0.0
23438	1918.0	1228.0
23439	0.0	0.0
100130786	1.0	0.0
23430	0.0	2.0
100130785	0.0	0.0
23431	568.0	466.0
23432	2001.0	1708.0
23433	3813.0	3433.0
441478	1296.0	725.0
23434	0.0	0.0
23435	7281.0	7309.0
441476	11.0	37.0
23436	1.0	1.0
441484	1.0	158.0
441481	42.0	144.0
140545	98.0	120.0
100129795	1.0	0.0
139562	0.0	0.0
100129792	140.0	268.0
100129794	210.0	177.0
100129793	0.0	3.0
23405	3340.0	4489.0
23406	7603.0	6957.0
23408	1088.0	832.0
23409	95.0	123.0
100130776	278.0	354.0
100130775	5.0	1.0
441425	0.0	0.0
23400	2771.0	6469.0
100130771	19.0	21.0
23401	1032.0	1422.0
23403	1514.0	1972.0
441420	0.0	0.0
23404	1409.0	1005.0
127579	42.0	99.0
100129784	5.0	1.0
100129781	23.0	13.0
100129782	1.0	0.0
23416	70.0	55.0
23417	1430.0	1342.0
23418	14.0	5.0
100129777	0.0	0.0
441416	0.0	0.0
23410	2403.0	1839.0
23411	1676.0	1853.0
23412	941.0	1285.0
23413	8807.0	3643.0
441410	0.0	0.0
23414	140.0	46.0
23415	56.0	10.0
100129772	0.0	3.0
100130758	12.0	16.0
100130756	0.0	0.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	0.0	0.0
115584	7.0	4.0
379024	0.0	0.0
379025	1269.0	1676.0
100874502	0.0	0.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	0.0	0.0
100874504	0.0	0.0
100874503	0.0	0.0
284196	2.0	0.0
284194	27.0	12.0
139516	1.0	7.0
100129755	0.0	0.0
100130742	24.0	30.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	0.0	0.0
441432	0.0	1.0
441430	0.0	3.0
115572	1260.0	673.0
379011	0.0	0.0
379012	0.0	0.0
379013	14.0	51.0
284186	14.0	4.0
284185	1.0	7.0
646531	12.0	8.0
100463285	0.0	2.0
84328	1295.0	1183.0
84327	1438.0	1594.0
84329	420.0	295.0
84324	224.0	188.0
84326	2744.0	3442.0
84320	1579.0	1298.0
100500797	0.0	0.0
646527	10.0	8.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	1.0
84322	0.0	0.0
84321	437.0	358.0
100499227	7.0	10.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	101.0	4.0
127495	24.0	23.0
84309	2667.0	2915.0
84317	4736.0	2585.0
84316	3251.0	3986.0
84319	793.0	761.0
84318	303.0	395.0
84313	3099.0	2629.0
84312	510.0	616.0
84315	920.0	951.0
84314	422.0	375.0
646538	4.0	2.0
343069	0.0	0.0
84311	2241.0	2061.0
84310	5693.0	4960.0
343068	0.0	0.0
343066	1.0	0.0
100996939	192.0	367.0
23386	7881.0	4063.0
23387	2709.0	2056.0
23389	4194.0	3908.0
441400	5.0	2.0
100996930	0.0	1.0
201853	15.0	9.0
23380	1124.0	1264.0
23381	5603.0	8164.0
23382	1452.0	1560.0
23383	3090.0	3364.0
23384	3381.0	6980.0
23385	7143.0	6607.0
106866914	0.0	0.0
84342	1168.0	1942.0
106866913	0.0	1.0
84343	1173.0	1274.0
60370	3022.0	663.0
84340	1332.0	1261.0
106866915	0.0	0.0
646567	1.0	0.0
100996928	3.0	7.0
23397	30.0	97.0
23398	990.0	905.0
23399	6558.0	5483.0
23390	1314.0	1624.0
23392	7353.0	9382.0
84335	3669.0	5537.0
23394	6239.0	6506.0
84334	1167.0	1094.0
23395	1277.0	1806.0
84337	3842.0	5031.0
84336	3303.0	2809.0
23396	8241.0	6518.0
60386	256.0	238.0
84331	1882.0	2708.0
60385	13.0	1.0
84330	897.0	1286.0
84333	3511.0	3748.0
84332	5.0	5.0
152485	1901.0	3135.0
646575	0.0	0.0
646572	7.0	9.0
343045	0.0	3.0
646577	0.0	0.0
646576	155.0	200.0
23365	10053.0	12317.0
23366	389.0	673.0
23367	9955.0	10055.0
23368	3833.0	4928.0
23369	9449.0	9492.0
23360	3572.0	2443.0
23361	2613.0	2229.0
140432	0.0	3.0
23362	1208.0	913.0
23363	7817.0	7710.0
84364	8208.0	7145.0
84366	3893.0	2022.0
84365	2129.0	2143.0
343035	1.0	3.0
139452	2.0	1.0
646583	0.0	0.0
23376	2177.0	2402.0
23378	2002.0	1236.0
23379	2009.0	1705.0
646581	1.0	0.0
23370	427.0	361.0
23371	7623.0	10797.0
23373	1559.0	2000.0
100499261	0.0	0.0
646597	0.0	0.0
646595	2.0	5.0
100499258	0.0	0.0
23344	9369.0	6670.0
23345	2539.0	3300.0
201895	9202.0	21728.0
23347	2387.0	3728.0
646592	0.0	0.0
23348	1915.0	2166.0
23349	14.0	17.0
140453	19.0	1.0
23341	1502.0	2132.0
140456	0.0	2.0
140458	149.0	190.0
100499252	4.0	5.0
140459	1838.0	1750.0
100499251	0.0	0.0
23353	4512.0	4114.0
23354	661.0	617.0
23355	1705.0	1599.0
23357	1157.0	962.0
23358	3427.0	3228.0
23359	36.0	84.0
140460	1046.0	1232.0
140461	2406.0	2227.0
140462	33.0	21.0
23350	3849.0	4871.0
140464	0.0	0.0
23351	2516.0	2088.0
140465	2403.0	1614.0
23352	6821.0	8434.0
140467	5398.0	4101.0
140468	1.0	0.0
140469	93.0	12.0
84376	2056.0	1691.0
2702	181.0	331.0
2701	354.0	451.0
2700	24.0	85.0
2709	1164.0	123.0
2707	967.0	96.0
2706	561.0	266.0
2705	641.0	7655.0
2703	0.0	0.0
345651	5.0	0.0
2712	0.0	0.0
106866981	0.0	0.0
2710	202.0	289.0
106866980	0.0	0.0
2719	247.0	503.0
2717	782.0	1140.0
50964	0.0	1.0
345643	23.0	9.0
345645	0.0	0.0
286826	208.0	175.0
286827	217.0	208.0
286828	0.0	0.0
59307	2366.0	3619.0
2720	2607.0	3269.0
2729	4069.0	2978.0
100500737	0.0	0.0
345630	12.0	18.0
2735	95.0	214.0
2734	11630.0	12038.0
2733	2370.0	2328.0
2732	0.0	0.0
2731	6.0	21.0
2730	1296.0	2123.0
2739	16770.0	17060.0
2738	609.0	1106.0
2737	1627.0	620.0
2736	343.0	175.0
106144534	0.0	3.0
106144535	1.0	6.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	33.0	25.0
106144533	0.0	0.0
2746	13056.0	40322.0
2745	959.0	753.0
2744	2407.0	2490.0
2743	313.0	294.0
60314	3013.0	2945.0
2742	2.0	0.0
60313	7148.0	7334.0
106144527	0.0	0.0
2741	0.0	0.0
259217	528.0	290.0
60312	2646.0	2137.0
106144528	5.0	1.0
2740	0.0	12.0
106144529	0.0	0.0
259215	0.0	0.0
2749	48.0	79.0
345611	3.0	8.0
50999	2439.0	4204.0
2747	61.0	119.0
259236	72.0	23.0
2760	6728.0	5667.0
106144524	8.0	0.0
259234	0.0	0.0
106144526	4.0	149.0
259232	51.0	42.0
259230	2037.0	3875.0
59339	2850.0	968.0
59338	2523.0	1804.0
59335	4.0	2.0
2752	34007.0	25423.0
59336	0.0	0.0
2750	0.0	0.0
2771	23013.0	14782.0
59342	9299.0	3774.0
59341	471.0	316.0
2770	1012.0	2807.0
59344	65.0	46.0
59343	2084.0	2412.0
59340	4.0	4.0
84306	349.0	360.0
2768	3580.0	3588.0
2767	9747.0	10434.0
59349	2573.0	2710.0
84305	3284.0	5547.0
2766	2799.0	7474.0
2765	0.0	0.0
84307	1428.0	1713.0
84302	2261.0	459.0
2764	1210.0	2459.0
59345	322.0	611.0
84301	3571.0	4556.0
2762	1015.0	3327.0
84304	1279.0	1602.0
59348	2151.0	3361.0
84303	846.0	873.0
59347	1.0	0.0
2761	0.0	0.0
84300	1916.0	3017.0
646508	0.0	0.0
2769	1652.0	3251.0
646507	0.0	0.0
646520	3.0	1.0
2782	20990.0	23308.0
59353	2200.0	1084.0
2781	1705.0	651.0
59352	1362.0	192.0
2780	0.0	0.0
59351	1.0	4.0
59350	51.0	63.0
2779	0.0	0.0
2778	62798.0	75857.0
2777	2.0	11.0
2776	6349.0	7137.0
2775	2194.0	718.0
2774	1915.0	881.0
2773	5009.0	4958.0
60343	4523.0	5659.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	1.0
105370308	0.0	0.0
2793	38.0	29.0
100379584	0.0	0.0
2792	1.0	0.0
2791	1757.0	978.0
2790	446.0	679.0
105369316	0.0	0.0
2789	0.0	0.0
2788	1231.0	1830.0
2787	4292.0	5647.0
2786	2043.0	3595.0
441194	274.0	152.0
2785	18.0	12.0
2784	83.0	35.0
2783	18587.0	32882.0
441191	1121.0	906.0
100129622	2.0	3.0
100130606	0.0	0.0
286410	907.0	906.0
100130603	0.0	0.0
286411	2.0	1.0
100130600	92.0	138.0
100379571	315.0	325.0
441177	1.0	1.0
2799	7402.0	8281.0
2798	0.0	5.0
2797	81.0	27.0
2796	19.0	19.0
2794	7295.0	5111.0
100129611	0.0	0.0
100129606	0.0	4.0
286423	2.0	0.0
100129604	0.0	0.0
286430	2.0	4.0
105369343	1.0	3.0
286436	0.0	0.0
100379592	6.0	2.0
441154	6.0	0.0
441151	6.0	3.0
441150	439.0	588.0
191585	188.0	34.0
105370357	0.0	0.0
441133	1.0	4.0
100142659	12.0	47.0
100379564	0.0	0.0
441168	159.0	128.0
441166	11.0	5.0
101730217	6.0	8.0
441161	3.0	0.0
441160	16.0	8.0
646498	0.0	0.0
441108	374.0	217.0
23562	9.0	5.0
23563	4.0	4.0
359948	9487.0	8188.0
23564	6138.0	5467.0
23566	1719.0	14082.0
100130693	0.0	0.0
23567	853.0	738.0
23568	318.0	306.0
23569	0.0	2.0
23560	2108.0	2116.0
286494	2.0	0.0
286495	307.0	493.0
286499	10.0	10.0
100130687	0.0	0.0
23576	3542.0	15643.0
117608	447.0	330.0
100129690	0.0	0.0
100129696	12.0	24.0
100129692	1.0	1.0
100129694	0.0	0.0
23548	697.0	723.0
23549	4103.0	5151.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	5119.0	5166.0
23542	609.0	864.0
23543	7374.0	5017.0
130612	322.0	410.0
23544	30.0	7.0
130617	1467.0	1618.0
100130671	0.0	0.0
23545	784.0	1574.0
441124	343.0	331.0
23546	0.0	0.0
441123	0.0	0.0
23547	33.0	76.0
441131	2.0	2.0
23559	685.0	1371.0
23551	3301.0	1459.0
23552	660.0	601.0
23553	2.0	0.0
23554	1561.0	469.0
23555	4695.0	3032.0
100130660	0.0	1.0
23556	2366.0	3334.0
23557	1455.0	1766.0
23558	14435.0	17255.0
23550	3448.0	9872.0
23526	704.0	883.0
23527	1848.0	2037.0
23528	501.0	825.0
286442	2.0	1.0
23529	210.0	626.0
129642	2316.0	20132.0
286444	75.0	30.0
100129669	0.0	0.0
100463482	6.0	0.0
23520	4.0	1.0
23521	170722.0	129776.0
23522	1979.0	2524.0
23523	3882.0	4500.0
23524	28399.0	26412.0
359996	0.0	0.0
115004	356.0	258.0
100129664	0.0	0.0
100463487	8.0	1.0
100463486	55.0	41.0
100463489	1.0	1.0
100463488	14.0	6.0
100129662	9.0	23.0
286451	4413.0	7447.0
23538	0.0	0.0
23539	39.0	108.0
23530	3025.0	1523.0
23531	410.0	542.0
100130640	0.0	0.0
23532	0.0	1.0
23533	90.0	159.0
359997	0.0	0.0
23534	3621.0	3100.0
23536	1156.0	1116.0
100463498	128.0	66.0
100129654	5.0	0.0
286460	59.0	57.0
100129650	1.0	0.0
23504	162.0	75.0
100499416	0.0	0.0
23505	4984.0	5130.0
100499417	0.0	0.0
23506	2183.0	2175.0
286464	1.0	10.0
100130637	0.0	0.0
23507	1449.0	1984.0
100130636	0.0	0.0
23508	922.0	907.0
23509	3733.0	3885.0
286467	2.0	25.0
100129647	3.0	0.0
100130631	1.0	0.0
23500	2129.0	800.0
100499418	0.0	0.0
23503	1350.0	1492.0
100129641	1.0	0.0
100129640	1.0	0.0
286472	1.0	1.0
23515	1715.0	2014.0
345275	11307.0	122.0
100499405	48.0	43.0
23516	2373.0	1946.0
23517	3080.0	2934.0
100130626	0.0	0.0
23518	1358.0	1628.0
102465752	0.0	0.0
23519	1.0	1.0
345274	7.0	11.0
100130621	24.0	21.0
23510	4165.0	3094.0
23511	3778.0	4174.0
23512	1898.0	1890.0
23513	4665.0	5768.0
23514	2309.0	5075.0
100129631	0.0	0.0
129607	342.0	525.0
129563	1574.0	1818.0
431704	1.0	0.0
117579	0.0	0.0
130557	1369.0	1502.0
431705	102.0	1.0
431707	2.0	0.0
129560	0.0	0.0
117583	1273.0	1776.0
84449	597.0	469.0
84448	79.0	57.0
117584	1652.0	2988.0
84445	8692.0	7544.0
84444	645.0	1230.0
84447	4084.0	8530.0
84446	177.0	1372.0
84441	2495.0	1412.0
84440	1138.0	1319.0
84443	50.0	354.0
646405	13.0	10.0
646409	0.0	0.0
117581	885.0	411.0
130560	0.0	0.0
646424	2.0	54.0
84437	1053.0	677.0
84439	414.0	302.0
60489	1637.0	328.0
60488	2687.0	4092.0
84433	168.0	157.0
60487	635.0	533.0
84436	949.0	899.0
84435	5.0	1.0
60485	2995.0	4152.0
60484	260.0	93.0
84432	187.0	737.0
60482	6.0	29.0
60481	8585.0	28296.0
130576	1412.0	216.0
130574	217.0	262.0
84467	238.0	54.0
84466	472.0	99.0
60496	1908.0	2008.0
60495	663.0	1567.0
60494	39.0	43.0
84465	7.0	29.0
84464	429.0	743.0
60493	700.0	1098.0
60492	2043.0	1938.0
60491	997.0	880.0
60490	814.0	837.0
84461	1259.0	1702.0
84460	736.0	1122.0
646442	1.0	12.0
129530	36.0	25.0
129531	412.0	528.0
130589	1915.0	2613.0
201501	2586.0	279.0
84456	660.0	962.0
84455	295.0	389.0
84458	786.0	1880.0
84457	276.0	193.0
84450	2294.0	1339.0
646457	4.0	1.0
100500870	0.0	0.0
100500872	0.0	0.0
201514	688.0	506.0
201516	85.0	1.0
646450	162.0	142.0
23480	2050.0	3263.0
105416157	390.0	1562.0
23481	4852.0	4143.0
23483	563.0	411.0
23484	1964.0	1691.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	2.0	1.0
646467	3.0	3.0
100500860	0.0	0.0
96459	1167.0	2041.0
100500861	0.0	0.0
23498	740.0	289.0
23499	10164.0	11921.0
23491	47.0	80.0
23492	8284.0	4803.0
23493	63.0	309.0
23495	0.0	3.0
100500862	0.0	0.0
100500863	1.0	0.0
100034743	1.0	1.0
100500864	0.0	0.0
100500865	27.0	47.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	6455.0	7998.0
394217	0.0	0.0
23464	2322.0	5019.0
130535	1058.0	1116.0
23466	6624.0	4774.0
23467	3372.0	10405.0
23468	6997.0	8810.0
23469	6220.0	4916.0
2801	5931.0	9020.0
2800	1844.0	1758.0
23460	43.0	69.0
23461	975.0	1474.0
23462	257.0	144.0
100500895	5.0	1.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	11642.0	15540.0
100500898	0.0	0.0
2805	3011.0	3053.0
100500899	0.0	0.0
2804	13468.0	19435.0
2803	6416.0	7590.0
2802	4386.0	7992.0
130540	13.0	7.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	1.0
23474	1772.0	2176.0
23475	1321.0	415.0
23476	7280.0	6443.0
23478	5415.0	5160.0
23479	8277.0	5110.0
646480	0.0	0.0
2812	0.0	0.0
2811	37.0	28.0
2810	14958.0	8053.0
23471	7234.0	13318.0
23473	2107.0	1924.0
100500884	0.0	0.0
2819	53.0	23.0
100500885	0.0	0.0
84498	2480.0	2969.0
100500886	0.0	0.0
2817	8766.0	4989.0
100500888	0.0	0.0
2815	3.0	1.0
100500889	0.0	0.0
2814	4.0	1.0
2813	768.0	1400.0
2823	1030.0	112.0
2822	125.0	45.0
2821	20268.0	21469.0
100500839	0.0	0.0
2820	2556.0	3717.0
201562	2734.0	27023.0
100379623	2.0	4.0
2829	9.0	30.0
100500831	0.0	0.0
2828	135.0	562.0
2827	18.0	52.0
100500833	0.0	8.0
2826	27.0	33.0
100500834	0.0	0.0
2825	12.0	4.0
100500835	0.0	0.0
2824	1322.0	1396.0
100500836	0.0	0.0
727699	0.0	1.0
2834	55.0	1.0
100500826	0.0	0.0
2833	66.0	82.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	1.0
2831	34.0	29.0
100500829	0.0	0.0
60401	229.0	145.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	4.0	1.0
100500822	0.0	0.0
2837	0.0	1.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	3.0	0.0
100500825	0.0	0.0
100500850	30.0	28.0
2845	10.0	8.0
100500859	0.0	0.0
2844	0.0	0.0
2843	29.0	9.0
2842	5.0	10.0
2841	9.0	18.0
60412	5310.0	3459.0
2840	22.0	26.0
100500851	0.0	0.0
100500854	4.0	9.0
2849	1.0	1.0
100500855	0.0	0.0
2848	2.0	1.0
394261	79.0	4.0
2847	2.0	3.0
347933	0.0	1.0
100500857	0.0	0.0
2846	6.0	6.0
100500858	0.0	0.0
394263	26.0	0.0
2856	0.0	3.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	0.0	4.0
201595	12379.0	8302.0
2852	560.0	325.0
2850	656.0	864.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	1.0
2859	70.0	56.0
100500846	0.0	0.0
2857	169.0	124.0
100500847	0.0	0.0
2870	2400.0	2765.0
107105261	0.0	0.0
2867	118.0	493.0
107105265	0.0	0.0
60437	846.0	1992.0
2866	0.0	0.0
107105264	0.0	0.0
60436	1898.0	1162.0
2865	3.0	4.0
107105263	0.0	6.0
2864	3.0	2.0
107105262	0.0	0.0
2863	118.0	14.0
2862	3.0	2.0
2861	44.0	458.0
347918	440.0	445.0
107105266	0.0	0.0
2869	690.0	454.0
2868	159.0	369.0
2880	1.0	33.0
60439	0.0	0.0
107105254	0.0	0.0
2878	6406.0	2905.0
2877	3781.0	171.0
107105253	1.0	9.0
2876	9769.0	10663.0
2875	165.0	69.0
2874	163.0	177.0
2873	7168.0	11212.0
2872	11891.0	14238.0
107105256	4.0	0.0
2871	3.0	9.0
347902	1439.0	422.0
107105259	0.0	0.0
2879	19120.0	19796.0
727682	0.0	0.0
727684	1.0	0.0
2892	96.0	48.0
2891	98.0	21.0
2890	18.0	4.0
727686	0.0	1.0
84419	482.0	1095.0
2889	4366.0	4454.0
100500815	0.0	0.0
