id	8c36062e-bf1d-4d6c-be76-37d9fd4805bc	640827e7-e319-4b34-a59b-485ef92cdc66
100500872	0.0	0.0
201514	648.0	888.0
201516	13.0	6.0
646450	250.0	361.0
23480	3198.0	1842.0
105416157	1801.0	3263.0
23481	2835.0	5606.0
23483	1136.0	300.0
23484	3206.0	2836.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	2.0
646463	0.0	1.0
646467	4.0	14.0
100500860	0.0	0.0
96459	2364.0	3424.0
100500861	0.0	0.0
23498	908.0	248.0
23499	9447.0	31667.0
23491	73.0	312.0
23492	4819.0	5637.0
23493	224.0	1667.0
23495	52.0	13.0
100500862	0.0	0.0
100500863	1.0	5.0
100034743	0.0	1.0
100500864	0.0	0.0
100500865	44.0	83.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	1.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	3323.0	7312.0
394217	1.0	0.0
23464	3694.0	5641.0
130535	2255.0	1690.0
23466	4002.0	6762.0
23467	1997.0	9570.0
23468	5223.0	15030.0
23469	4443.0	5314.0
2801	4698.0	15307.0
2800	1662.0	3102.0
23460	203.0	88.0
23461	1872.0	2923.0
23462	212.0	406.0
100500895	0.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	9265.0	10371.0
100500898	0.0	0.0
2805	2108.0	2777.0
100500899	0.0	0.0
2804	11652.0	45367.0
2803	7626.0	17157.0
2802	4860.0	14171.0
130540	16.0	40.0
646486	1.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	3007.0	3399.0
23475	687.0	148.0
23476	3092.0	7924.0
23478	7005.0	5419.0
23479	6309.0	4671.0
646480	0.0	0.0
2812	0.0	0.0
2811	90.0	92.0
2810	14165.0	18716.0
23471	24011.0	18068.0
23473	2827.0	2615.0
100500884	0.0	0.0
2819	26.0	22.0
100500885	0.0	0.0
84498	3729.0	4168.0
100500886	0.0	0.0
2817	6171.0	5100.0
100500888	0.0	0.0
2815	5.0	3.0
100500889	1.0	3.0
2814	6.0	4.0
2813	3312.0	1956.0
2823	1014.0	103.0
2822	252.0	218.0
2821	7740.0	28404.0
100500839	0.0	0.0
2820	3784.0	3793.0
201562	8576.0	17137.0
100379623	0.0	7.0
2829	171.0	159.0
100500831	0.0	1.0
2828	162.0	467.0
2827	44.0	16.0
100500833	4.0	14.0
2826	31.0	25.0
100500834	0.0	0.0
2825	23.0	23.0
100500835	0.0	0.0
2824	2009.0	604.0
100500836	0.0	0.0
727699	1.0	0.0
2834	1.0	0.0
100500826	2.0	0.0
2833	178.0	94.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	1.0	1.0
2831	20.0	141.0
100500829	0.0	0.0
60401	286.0	125.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	31.0	5.0
100500822	0.0	0.0
2837	0.0	0.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	4.0	3.0
100500825	0.0	0.0
100500850	27.0	7.0
2845	14.0	3.0
100500859	0.0	0.0
2844	0.0	0.0
2843	18.0	39.0
2842	16.0	19.0
2841	88.0	14.0
60412	3722.0	5649.0
2840	44.0	42.0
100500851	0.0	0.0
100500854	9.0	6.0
2849	6.0	7.0
100500855	1.0	0.0
2848	19.0	7.0
394261	8.0	10.0
2847	2.0	1.0
347933	2.0	0.0
100500857	2.0	2.0
2846	8.0	7.0
100500858	0.0	0.0
394263	24.0	1.0
2856	4.0	0.0
100500849	0.0	0.0
2855	0.0	2.0
2854	0.0	3.0
2853	14.0	0.0
201595	13290.0	20482.0
2852	625.0	155.0
2850	687.0	812.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	80.0	69.0
100500846	0.0	0.0
2857	366.0	217.0
100500847	0.0	0.0
2870	2000.0	3595.0
107105261	0.0	0.0
2867	166.0	329.0
107105265	0.0	0.0
60437	3700.0	426.0
2866	1.0	0.0
107105264	0.0	0.0
60436	1442.0	1364.0
2865	5.0	2.0
107105263	1.0	3.0
2864	1.0	0.0
107105262	0.0	0.0
2863	77.0	24.0
2862	2.0	3.0
2861	188.0	453.0
347918	175.0	282.0
107105266	1.0	4.0
2869	830.0	792.0
2868	191.0	626.0
2880	6.0	1.0
60439	0.0	0.0
107105254	0.0	0.0
2878	9238.0	1581.0
2877	1225.0	47.0
107105253	13.0	5.0
2876	13601.0	8496.0
2875	90.0	311.0
2874	145.0	209.0
2873	6248.0	8022.0
2872	9225.0	22092.0
107105256	0.0	0.0
2871	3.0	7.0
347902	1206.0	457.0
107105259	0.0	1.0
2879	13776.0	14514.0
727682	0.0	0.0
727684	3.0	0.0
2892	125.0	27.0
2891	109.0	159.0
2890	17.0	11.0
727686	0.0	0.0
84419	5220.0	873.0
2889	3361.0	7886.0
100500815	0.0	0.0
2888	23.0	11.0
100500816	0.0	2.0
2887	1780.0	3057.0
100500817	0.0	0.0
2886	651.0	1506.0
100500818	0.0	0.0
2885	7346.0	12456.0
100500819	0.0	0.0
2884	9.0	7.0
2882	910.0	182.0
100642175	4.0	8.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	2.0	4.0
100500813	0.0	0.0
100500814	0.0	1.0
727676	0.0	0.0
107105271	0.0	0.0
727677	24.0	62.0
2899	70.0	188.0
84418	2807.0	2059.0
2898	208.0	1219.0
60468	201.0	241.0
84417	1169.0	582.0
2897	70.0	240.0
2896	13454.0	19367.0
60467	0.0	1.0
100500808	0.0	0.0
2895	78.0	1283.0
100500809	0.0	0.0
2894	201.0	109.0
2893	3.0	8.0
100500801	0.0	0.0
100500802	10.0	9.0
100500803	0.0	0.0
23603	5556.0	4034.0
100129507	0.0	0.0
23604	533.0	1482.0
23605	1.0	1.0
23606	2.0	5.0
23607	5671.0	11009.0
23608	6369.0	11401.0
23609	2171.0	2146.0
286527	35.0	6.0
286528	0.0	1.0
23600	720.0	1506.0
23601	31.0	143.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	0.0
23614	0.0	0.0
23615	31.0	66.0
23616	680.0	504.0
286530	642.0	561.0
23617	0.0	0.0
23619	6.0	4.0
23612	2123.0	1368.0
23613	1463.0	4479.0
286544	0.0	3.0
286550	0.0	1.0
286554	37.0	13.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	7.0	6.0
100463528	0.0	0.0
441272	353.0	629.0
100379667	2.0	7.0
100288998	0.0	0.0
441263	28.0	41.0
441261	1.0	0.0
100288984	0.0	0.0
441295	54.0	70.0
441294	4.0	18.0
100463500	0.0	0.0
100288979	0.0	0.0
286512	4.0	14.0
286514	0.0	0.0
60625	656.0	855.0
441282	10.0	9.0
646377	0.0	0.0
100130579	0.0	1.0
646379	0.0	0.0
646378	0.0	1.0
23683	3787.0	2516.0
404281	55.0	110.0
100130572	0.0	0.0
646370	0.0	1.0
23682	218.0	63.0
100129587	0.0	0.0
100129583	328.0	672.0
100129584	1.0	1.0
441218	2.0	5.0
100130566	1.0	0.0
100130564	2.0	1.0
100130562	1803.0	2456.0
100130561	121.0	111.0
441212	206.0	75.0
646382	0.0	0.0
100129570	3.0	0.0
404266	5.0	3.0
100130557	71.0	215.0
100130555	0.0	0.0
646390	0.0	0.0
441246	42.0	20.0
23666	503.0	391.0
23667	0.0	1.0
646392	1.0	5.0
23668	2.0	3.0
441251	2.0	0.0
441250	607.0	611.0
23660	952.0	1426.0
100129564	0.0	0.0
100129566	0.0	3.0
100129561	1.0	1.0
100130549	1.0	1.0
130500	0.0	0.0
100129557	0.0	1.0
23673	5655.0	4667.0
441238	6.0	4.0
130502	967.0	1185.0
23676	28.0	12.0
130507	4052.0	1007.0
23677	7571.0	21942.0
441234	0.0	1.0
23678	950.0	1294.0
23679	1.0	2.0
23670	1809.0	1781.0
23671	24872.0	34080.0
100129556	0.0	4.0
100129555	8.0	44.0
23647	9111.0	12723.0
23648	4664.0	8074.0
100130539	1.0	0.0
23649	835.0	1020.0
129521	0.0	0.0
100130535	1.0	0.0
23640	1764.0	2609.0
23641	2679.0	2246.0
23642	1559.0	1573.0
23643	202.0	77.0
23644	1432.0	3951.0
23645	5006.0	4563.0
23646	13767.0	18414.0
100129543	13.0	67.0
23658	2483.0	1778.0
23659	979.0	2553.0
286573	3.0	51.0
100130528	0.0	8.0
100130523	3.0	4.0
100130522	156.0	537.0
23650	6844.0	1776.0
23654	15969.0	53919.0
23657	587.0	3485.0
117532	3.0	40.0
117531	128.0	73.0
100130519	39.0	19.0
23625	1102.0	1991.0
23626	0.0	0.0
23627	32.0	49.0
100130514	1.0	0.0
441208	17.0	18.0
23620	2.0	2.0
23621	1936.0	2903.0
23623	2150.0	8489.0
23624	908.0	1055.0
23636	2588.0	4764.0
23637	5732.0	6804.0
23639	71.0	110.0
100129515	0.0	0.0
23630	18.0	10.0
23632	206.0	41.0
23633	4020.0	8956.0
23635	1954.0	1237.0
100129512	0.0	0.0
404201	322.0	155.0
404203	1.0	6.0
129446	3.0	10.0
404204	0.0	0.0
84569	0.0	2.0
60598	79.0	49.0
84561	820.0	3400.0
60592	9191.0	6968.0
84560	2.0	0.0
648947	2.0	0.0
646300	4.0	24.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	199.0	228.0
727736	0.0	0.0
84559	0.0	0.0
84557	1507.0	1395.0
84553	559.0	528.0
84552	908.0	789.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	2.0	9.0
100499457	0.0	0.0
727764	20.0	16.0
102465669	0.0	0.0
102465668	0.0	2.0
646309	835.0	515.0
201627	1919.0	2241.0
646324	5.0	11.0
201626	2420.0	3001.0
727758	83.0	157.0
201625	22.0	14.0
648980	0.0	2.0
84572	4108.0	4360.0
646316	1.0	0.0
84570	37.0	30.0
345462	331.0	188.0
102465689	3.0	0.0
102465688	0.0	0.0
646330	5.0	3.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	5213.0	18638.0
727701	0.0	0.0
727703	7.0	2.0
727704	0.0	0.0
201633	382.0	129.0
2900	33.0	54.0
2908	5894.0	2720.0
2907	8244.0	22054.0
2906	48.0	83.0
2905	39.0	48.0
2904	4.0	3.0
2903	32.0	38.0
345456	0.0	0.0
2902	275.0	1083.0
2901	255.0	373.0
406894	0.0	1.0
406893	0.0	0.0
406896	15.0	9.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	2.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	1.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	0.0	1.0
2911	1.0	5.0
201651	48.0	0.0
2919	2388.0	589.0
2918	77.0	55.0
102465691	0.0	0.0
2917	41.0	23.0
2916	13.0	7.0
2915	1.0	4.0
2914	9.0	26.0
2913	13.0	17.0
2912	18.0	12.0
404220	10.0	4.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	1.0	2.0
406887	0.0	0.0
406886	17.0	3.0
406889	0.0	0.0
406888	2.0	0.0
23584	7603.0	290.0
23585	10297.0	9808.0
23586	1410.0	1266.0
23587	2693.0	2024.0
23588	3866.0	4103.0
23589	2169.0	2396.0
406881	4.0	0.0
2922	85.0	34.0
2921	101.0	37.0
2920	382.0	81.0
23580	5524.0	4416.0
23581	18.0	6.0
23582	4509.0	3890.0
23583	1527.0	1894.0
404217	278.0	1571.0
2928	0.0	0.0
2926	6215.0	8938.0
2925	103.0	1291.0
2923	33524.0	63845.0
646366	7.0	1.0
345430	0.0	2.0
406875	0.0	0.0
404216	7.0	43.0
23595	1545.0	1128.0
23596	229.0	130.0
23597	2449.0	2583.0
96597	25.0	3.0
23598	2188.0	6173.0
100130584	0.0	0.0
100130581	330.0	439.0
646360	0.0	0.0
129450	776.0	441.0
130429	0.0	0.0
2932	3252.0	11334.0
2931	2993.0	6494.0
23590	278.0	189.0
100129591	6.0	4.0
23591	4.0	3.0
23592	2229.0	3056.0
23593	11754.0	19386.0
23594	72.0	153.0
727708	4.0	0.0
100499485	0.0	0.0
100129597	3.0	0.0
100499483	48.0	144.0
2939	19.0	1.0
2938	1273.0	71.0
2937	3796.0	4850.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	12630.0	11696.0
2935	8491.0	18386.0
2934	19818.0	16396.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	3527.0	6315.0
60506	0.0	2.0
2944	1855.0	317.0
2942	0.0	0.0
2941	3195.0	763.0
2940	1.0	1.0
2949	1002.0	355.0
2948	1429.0	609.0
2947	7614.0	1535.0
2946	1250.0	459.0
60526	1381.0	190.0
2954	2588.0	3243.0
2953	6.0	15.0
2951	2.0	4.0
2950	12694.0	2176.0
2959	2394.0	1409.0
2958	3235.0	2880.0
2957	3602.0	6034.0
2956	2628.0	4985.0
100288948	0.0	2.0
60529	16.0	89.0
60528	2708.0	4384.0
2966	364.0	350.0
84504	18.0	4.0
2965	3451.0	3075.0
84503	530.0	546.0
2964	3.0	1.0
2963	1069.0	719.0
2962	4071.0	8610.0
2961	1519.0	1221.0
84502	644.0	202.0
2960	903.0	1343.0
84501	764.0	672.0
2969	2321.0	4546.0
2968	74.0	114.0
2967	2918.0	2544.0
2980	2.0	0.0
2977	909.0	2498.0
2976	2309.0	3727.0
2975	10687.0	25605.0
2974	1.0	2.0
2972	1506.0	4537.0
2971	5153.0	4200.0
2970	74.0	171.0
2979	27.0	47.0
2978	2.0	3.0
154442	24.0	10.0
2990	4586.0	3662.0
225689	43.0	52.0
84519	90.0	95.0
84518	321.0	56.0
60559	13029.0	10721.0
100500914	0.0	0.0
2987	9178.0	7648.0
60558	1587.0	1566.0
84525	1695.0	1247.0
100500915	0.0	0.0
2986	0.0	1.0
84528	0.0	0.0
100500916	0.0	1.0
84527	1369.0	1573.0
100500917	2.0	4.0
2984	108.0	34.0
84522	3073.0	3240.0
100500918	0.0	0.0
2983	1251.0	1316.0
100500919	0.0	0.0
84524	757.0	620.0
2982	4350.0	5931.0
2981	3.0	0.0
84520	1151.0	924.0
100500910	0.0	0.0
100500911	0.0	1.0
2989	12.0	19.0
100500913	0.0	0.0
2999	122.0	35.0
84515	778.0	825.0
100500903	0.0	0.0
2998	2.0	0.0
84514	2736.0	4679.0
100500904	1.0	5.0
2997	2792.0	7126.0
84517	111.0	136.0
100500905	0.0	0.0
84516	6193.0	6815.0
2996	13.0	3.0
100500906	0.0	0.0
2995	1352.0	529.0
2994	0.0	0.0
100500908	1.0	0.0
84513	12766.0	14667.0
2993	1.0	1.0
100500909	0.0	0.0
2992	5813.0	5738.0
60561	1548.0	1822.0
60560	2122.0	2642.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	1.0
154467	1326.0	1117.0
130497	590.0	436.0
84548	851.0	773.0
84547	290.0	279.0
100500938	1.0	2.0
84549	1214.0	1253.0
84546	0.0	0.0
84545	6394.0	6490.0
84542	1380.0	694.0
84541	211.0	60.0
727795	51.0	58.0
84529	519.0	228.0
84536	247.0	371.0
84539	0.0	0.0
84532	5585.0	11490.0
84530	7.0	2.0
23729	228.0	324.0
201288	0.0	0.0
201283	871.0	697.0
23738	2.0	6.0
23731	7850.0	12432.0
23732	454.0	256.0
201299	9.0	28.0
201292	1062.0	2167.0
201294	448.0	418.0
23704	272.0	241.0
23705	2493.0	3352.0
23708	1121.0	231.0
252840	2.0	0.0
252841	3.0	4.0
100288897	89.0	50.0
23710	6194.0	1619.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	11.0	4.0
100288861	0.0	0.0
84701	163.0	149.0
252884	362.0	421.0
84700	10.0	32.0
129841	0.0	1.0
94086	22.0	36.0
117854	299.0	88.0
100130450	0.0	5.0
154807	3991.0	6410.0
100129460	113.0	111.0
359710	0.0	0.0
94081	2925.0	2825.0
115201	1137.0	1818.0
100129468	0.0	0.0
100129464	2.0	1.0
286256	87.0	95.0
286257	1517.0	1278.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	624.0	710.0
646269	1.0	4.0
646262	0.0	0.0
286262	824.0	3478.0
142827	5.0	0.0
100129452	0.0	6.0
646278	15.0	15.0
100130435	0.0	0.0
727800	256.0	339.0
646270	26.0	33.0
154822	28.0	11.0
23782	64.0	1.0
23783	2.0	0.0
23784	408.0	73.0
23786	4830.0	6832.0
23787	17398.0	19179.0
646273	0.0	0.0
23788	6097.0	5750.0
359730	1.0	0.0
359731	0.0	0.0
23780	2412.0	4525.0
23781	3.0	1.0
345079	289.0	1144.0
154810	7910.0	21631.0
100129438	0.0	0.0
94097	729.0	556.0
359737	0.0	1.0
359738	0.0	0.0
359739	7.0	27.0
646282	944.0	2566.0
359736	13.0	36.0
359740	6.0	4.0
359741	0.0	1.0
359742	0.0	0.0
359743	21.0	43.0
139201	36.0	29.0
129804	307.0	132.0
129807	9.0	10.0
129880	357.0	349.0
23768	578.0	450.0
23769	40.0	118.0
129881	53.0	52.0
100130418	382.0	1368.0
345062	0.0	0.0
286204	11.0	26.0
100129428	0.0	0.0
286205	868.0	1151.0
100129427	0.0	0.0
23760	3327.0	3518.0
359748	0.0	0.0
100862854	0.0	0.0
286207	62.0	227.0
359749	3.0	0.0
23761	1678.0	1734.0
100862855	0.0	0.0
23762	409.0	1158.0
23764	3999.0	3233.0
359744	1.0	2.0
100862850	0.0	0.0
23765	1848.0	4603.0
359745	0.0	0.0
359746	0.0	0.0
100862852	1.0	0.0
23766	0.0	0.0
23767	2014.0	564.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	7.0	1.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	134.0	379.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	2.0
23772	1.0	0.0
23774	1968.0	4592.0
359755	0.0	4.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	14095.0	20957.0
359761	12.0	10.0
129868	0.0	0.0
23746	4.0	5.0
102465502	6.0	0.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	54.0	18.0
23749	0.0	0.0
100129403	0.0	2.0
345041	3.0	3.0
100129405	75.0	157.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	22702.0	15277.0
102465507	0.0	0.0
23742	0.0	0.0
359766	0.0	0.0
23743	521.0	228.0
359767	0.0	3.0
102465505	0.0	0.0
130813	11.0	16.0
23744	0.0	4.0
102465504	0.0	0.0
130814	2917.0	1456.0
102465503	0.0	0.0
359774	3.0	4.0
359775	0.0	2.0
359776	0.0	0.0
359770	1.0	4.0
359771	0.0	0.0
359772	2.0	1.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	1.0	0.0
102465513	0.0	1.0
23758	0.0	0.0
102465512	0.0	0.0
23759	2396.0	5899.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	14.0	12.0
347694	1.0	4.0
286239	0.0	2.0
23751	0.0	2.0
102465519	0.0	0.0
23752	6.0	14.0
23753	1106.0	1222.0
115207	3826.0	2340.0
359777	0.0	0.0
102465517	0.0	0.0
130827	387.0	221.0
359778	0.0	0.0
102465516	0.0	0.0
115209	2147.0	2522.0
23755	2.0	3.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	1.0
359782	0.0	0.0
347689	133.0	150.0
347688	20.0	106.0
102465524	0.0	0.0
94005	3905.0	4913.0
102465523	0.0	1.0
102465522	0.0	1.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	142.0	144.0
727866	0.0	0.0
57060	1508.0	3080.0
102465528	0.0	0.0
102465527	1.0	0.0
57062	8153.0	11477.0
102465526	0.0	0.0
727865	14.0	11.0
102465525	0.0	1.0
84687	1872.0	4243.0
727859	0.0	0.0
84689	14.0	32.0
84688	67.0	21.0
139135	0.0	0.0
84684	2.0	6.0
84681	1971.0	2170.0
84680	689.0	1206.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	1.0
727857	1.0	0.0
727851	43.0	51.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	3475.0	9694.0
84676	9.0	9.0
84675	0.0	0.0
140123	0.0	0.0
84678	1165.0	2316.0
84677	1.0	2.0
84672	0.0	0.0
84671	1080.0	1263.0
84674	348.0	220.0
84673	0.0	0.0
152101	0.0	0.0
152100	1169.0	761.0
94027	9.0	11.0
94026	0.0	0.0
94025	38.0	87.0
129787	3145.0	2732.0
57088	1205.0	531.0
127124	16.0	0.0
57089	972.0	1791.0
57082	98.0	412.0
57084	1.0	0.0
57085	10041.0	15226.0
152118	0.0	1.0
152110	117.0	294.0
154790	6.0	2.0
154791	1366.0	2094.0
646201	0.0	0.0
57091	195.0	133.0
94015	383.0	264.0
57092	12723.0	7677.0
646202	17.0	30.0
57097	2006.0	2334.0
57099	608.0	980.0
727879	0.0	0.0
57093	0.0	0.0
166752	4.0	4.0
57094	1015.0	72.0
57095	4533.0	4481.0
57096	53.0	104.0
139163	0.0	0.0
84698	435.0	124.0
84699	0.0	6.0
84694	1.0	1.0
84693	1756.0	659.0
100499563	0.0	0.0
84696	215.0	118.0
84695	144.0	195.0
84690	0.0	2.0
84692	8.0	10.0
84691	0.0	12.0
130752	57.0	346.0
646213	0.0	1.0
100130495	15.0	23.0
646208	5.0	2.0
94039	928.0	525.0
94031	383.0	846.0
94030	113.0	157.0
100130484	0.0	0.0
94033	0.0	0.0
94032	45.0	295.0
727810	3.0	10.0
100130481	0.0	0.0
100130480	2.0	0.0
115196	348.0	548.0
727805	2.0	2.0
139105	3.0	0.0
646218	0.0	3.0
347744	100.0	238.0
347741	6.0	35.0
646231	0.0	0.0
154743	1465.0	1198.0
130773	6.0	3.0
727842	0.0	0.0
100129480	123.0	164.0
100129482	485.0	1180.0
727837	0.0	0.0
347736	59.0	63.0
347733	39.0	33.0
347732	13.0	38.0
347735	7620.0	11349.0
347734	4542.0	8637.0
347731	38.0	16.0
646243	0.0	0.0
94059	823.0	1320.0
347730	21.0	7.0
646249	1.0	1.0
201305	54.0	30.0
100130466	0.0	2.0
727833	0.0	3.0
727835	0.0	1.0
100130462	0.0	0.0
94056	8683.0	9544.0
100130461	2.0	8.0
727830	0.0	0.0
727832	0.0	1.0
140100	0.0	0.0
727826	65.0	98.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	6279.0	9660.0
347717	1.0	0.0
347716	7.0	16.0
101154644	1.0	23.0
152195	809.0	2171.0
100288831	3.0	0.0
164153	4.0	3.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	1.0	0.0
152189	1072.0	1028.0
347705	1.0	3.0
347702	0.0	1.0
152185	954.0	1609.0
347701	1.0	2.0
100288827	2.0	1.0
100288825	0.0	0.0
57000	33.0	29.0
57001	1542.0	986.0
84618	7.0	0.0
84617	3366.0	3211.0
84619	310.0	398.0
57007	1783.0	1285.0
84624	59.0	407.0
84627	279.0	436.0
84626	468.0	298.0
57002	915.0	623.0
57003	10260.0	15372.0
84620	146.0	63.0
84623	36.0	15.0
57004	1.0	0.0
84622	292.0	1270.0
100288814	9.0	8.0
57010	138.0	1149.0
57017	3165.0	3437.0
84614	1084.0	3403.0
57018	4831.0	3440.0
57019	2230.0	2485.0
84616	0.0	0.0
84612	579.0	475.0
57016	25.0	7.0
96626	0.0	0.0
100288805	25.0	24.0
100288801	1.0	0.0
100288802	0.0	2.0
57020	3281.0	2179.0
164127	1.0	1.0
166785	658.0	811.0
84639	1.0	3.0
84647	2.0	1.0
84649	435.0	362.0
60678	1072.0	2797.0
60677	1.0	1.0
84648	0.0	0.0
60676	15.0	5.0
84643	0.0	3.0
60675	17.0	2.0
139170	14.0	4.0
101154686	1.0	0.0
84645	153.0	220.0
60674	9196.0	12109.0
57026	37.0	65.0
60673	2071.0	2332.0
152138	0.0	1.0
60672	937.0	2184.0
152137	6712.0	30441.0
252946	0.0	0.0
84641	4258.0	5051.0
252948	1.0	0.0
84640	2878.0	3007.0
252949	0.0	0.0
154796	1469.0	1327.0
96610	168.0	206.0
164118	26.0	5.0
84629	5539.0	20651.0
84628	926.0	2023.0
727897	21.0	15.0
57030	17.0	10.0
84636	59.0	36.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	1727.0	2973.0
84632	2153.0	1008.0
60686	441.0	668.0
84631	111.0	14.0
57037	1303.0	1218.0
84634	2.0	6.0
60685	4047.0	8713.0
105370183	0.0	0.0
57038	2946.0	1435.0
60684	2891.0	4117.0
60682	814.0	491.0
60681	1985.0	1686.0
84630	16.0	5.0
60680	19.0	93.0
252953	0.0	0.0
252954	0.0	0.0
139189	4.0	2.0
252955	0.0	0.0
252956	1.0	0.0
57045	7623.0	4728.0
84669	1762.0	3785.0
84668	904.0	401.0
84665	0.0	4.0
57047	8.0	1.0
84664	0.0	0.0
84667	3.0	5.0
84666	0.0	2.0
84661	3182.0	2273.0
84660	22.0	22.0
84662	695.0	994.0
648809	0.0	3.0
648822	5.0	5.0
57053	40.0	32.0
57054	0.0	0.0
57055	0.0	0.0
57050	1632.0	1609.0
166793	430.0	364.0
84658	90.0	19.0
84657	14.0	68.0
84659	42.0	15.0
84654	1.0	2.0
57057	1.0	2.0
84656	7474.0	10320.0
84650	2500.0	1182.0
84651	3.0	3.0
100132917	0.0	1.0
100132918	0.0	2.0
252983	587.0	1502.0
441073	87.0	136.0
100132920	0.0	0.0
100132923	37.0	26.0
100132929	0.0	0.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	240.0	266.0
441061	1.0	2.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	1.0	3.0
441094	538.0	427.0
100132940	0.0	0.0
252968	3.0	1.0
252969	1262.0	2041.0
100132948	44.0	7.0
100132949	0.0	0.0
286310	3.0	2.0
404093	2214.0	5151.0
286319	1534.0	2000.0
100288772	1.0	0.0
441027	2426.0	4406.0
441026	1.0	4.0
441024	2217.0	2229.0
441032	378.0	273.0
84803	338.0	91.0
164091	858.0	678.0
100132963	0.0	1.0
100132965	0.0	1.0
100132967	0.0	0.0
152098	214.0	177.0
100288757	0.0	1.0
100132973	0.0	0.0
100132978	1.0	0.0
100132979	0.0	0.0
359803	1.0	3.0
359804	0.0	0.0
100288742	0.0	0.0
359806	1.0	0.0
84816	328.0	244.0
359800	1.0	0.0
84818	5414.0	6267.0
441046	42.0	25.0
84817	2990.0	3312.0
359802	1.0	0.0
84823	1361.0	4278.0
57205	1662.0	1039.0
441054	30.0	84.0
84824	303.0	16.0
441051	6.0	9.0
441050	54.0	57.0
84820	203.0	219.0
100132987	21.0	52.0
57209	1140.0	1411.0
100288739	0.0	2.0
84809	1106.0	2149.0
84808	51.0	153.0
57210	1441.0	2436.0
84804	546.0	990.0
100288730	40.0	56.0
84807	253.0	156.0
441034	66.0	81.0
84812	195.0	319.0
57215	1727.0	1573.0
84811	1289.0	1584.0
57216	1570.0	523.0
57217	1381.0	2845.0
84814	208.0	119.0
100132992	1.0	0.0
57211	1211.0	532.0
100132994	0.0	0.0
57212	1222.0	466.0
57213	1272.0	769.0
100132995	1.0	4.0
57214	401.0	143.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	8.0	8.0
