id	f3cf307e-8d8d-4477-9531-ccd7a877e829	0eb37323-6070-4be3-9b1f-11b49a7ab6f2
60467	0.0	0.0
100500808	0.0	0.0
2895	3.0	49.0
100500809	0.0	0.0
2894	295.0	98.0
2893	18.0	2.0
100500801	0.0	0.0
100500802	5.0	8.0
100500803	0.0	0.0
23603	5030.0	1472.0
100129507	0.0	0.0
23604	331.0	477.0
23605	0.0	0.0
23606	0.0	2.0
23607	6370.0	9564.0
23608	8379.0	8161.0
23609	1627.0	1821.0
286527	10.0	2.0
286528	0.0	0.0
23600	1245.0	14595.0
23601	22.0	15.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	2.0
23614	0.0	0.0
23615	30.0	11.0
23616	886.0	197.0
286530	143.0	152.0
23617	0.0	0.0
23619	4.0	4.0
23612	3510.0	1027.0
23613	2786.0	5596.0
286544	67.0	13.0
286550	0.0	0.0
286554	12.0	4.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	4.0	3.0
100463528	0.0	0.0
441272	419.0	424.0
100379667	1.0	2.0
100288998	0.0	0.0
441263	55.0	36.0
441261	0.0	1.0
100288984	0.0	0.0
441295	87.0	58.0
441294	0.0	0.0
100463500	1.0	0.0
100288979	0.0	0.0
286512	3.0	3.0
286514	0.0	0.0
60625	720.0	654.0
441282	1.0	0.0
646377	0.0	0.0
100130579	0.0	1.0
646379	0.0	0.0
646378	0.0	2.0
23683	2667.0	1818.0
404281	68.0	68.0
100130572	0.0	0.0
646370	0.0	0.0
23682	125.0	24.0
100129587	0.0	0.0
100129583	204.0	408.0
100129584	0.0	0.0
441218	2.0	2.0
100130566	6.0	0.0
100130564	2.0	1.0
100130562	2299.0	3534.0
100130561	123.0	68.0
441212	215.0	63.0
646382	0.0	0.0
100129570	1.0	0.0
404266	0.0	2.0
100130557	50.0	89.0
100130555	0.0	0.0
646390	0.0	0.0
441246	44.0	36.0
23666	459.0	322.0
23667	0.0	0.0
646392	1.0	2.0
23668	0.0	1.0
441251	1.0	3.0
441250	1031.0	497.0
23660	1386.0	897.0
100129564	0.0	0.0
100129566	0.0	0.0
100129561	2.0	0.0
100130549	0.0	0.0
130500	4.0	0.0
100129557	0.0	1.0
23673	4629.0	3361.0
441238	5.0	5.0
130502	419.0	460.0
23676	9.0	0.0
130507	6696.0	6747.0
23677	11376.0	10011.0
441234	0.0	1.0
23678	765.0	1058.0
23679	0.0	1.0
23670	2144.0	5222.0
23671	43254.0	25776.0
100129556	1.0	0.0
100129555	3.0	25.0
23647	8021.0	12186.0
23648	9789.0	8966.0
100130539	0.0	1.0
23649	879.0	744.0
129521	0.0	0.0
100130535	1.0	0.0
23640	2390.0	2164.0
23641	3643.0	3327.0
23642	1376.0	2111.0
23643	33.0	26.0
23644	2842.0	2444.0
23645	3400.0	4559.0
23646	26553.0	12135.0
100129543	22.0	8.0
23658	1552.0	1845.0
23659	1447.0	1249.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	1.0	1.0
100130522	163.0	139.0
23650	19438.0	1300.0
23654	40568.0	35993.0
23657	192.0	1209.0
117532	1.0	10.0
117531	45.0	227.0
100130519	79.0	25.0
23625	1151.0	1456.0
23626	0.0	0.0
23627	13.0	3.0
100130514	0.0	0.0
441208	26.0	10.0
23620	0.0	1.0
23621	3414.0	2271.0
23623	3330.0	5647.0
23624	1133.0	3777.0
23636	4048.0	3680.0
23637	8716.0	5060.0
23639	138.0	84.0
100129515	0.0	0.0
23630	13.0	3.0
23632	292.0	41.0
23633	7225.0	6002.0
23635	2289.0	1431.0
100129512	0.0	0.0
404201	296.0	184.0
404203	2.0	0.0
129446	0.0	0.0
404204	0.0	0.0
84569	0.0	1.0
60598	40.0	14.0
84561	1101.0	2281.0
60592	4974.0	6907.0
84560	0.0	0.0
648947	0.0	4.0
646300	4.0	2.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	255.0	173.0
727736	0.0	0.0
84559	0.0	0.0
84557	2202.0	1040.0
84553	959.0	952.0
84552	1296.0	513.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	0.0	0.0
100499457	0.0	0.0
727764	14.0	25.0
102465669	0.0	0.0
102465668	0.0	7.0
646309	184.0	110.0
201627	1845.0	1653.0
646324	12.0	3.0
201626	2513.0	2847.0
727758	90.0	78.0
201625	8.0	24.0
648980	2.0	1.0
84572	4750.0	4236.0
646316	0.0	0.0
84570	65.0	7.0
345462	280.0	162.0
102465689	0.0	0.0
102465688	0.0	0.0
646330	5.0	1.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	9667.0	6082.0
727701	0.0	0.0
727703	7.0	1.0
727704	0.0	0.0
201633	48.0	33.0
2900	36.0	31.0
2908	6566.0	2655.0
2907	16122.0	13316.0
2906	56.0	155.0
2905	6.0	22.0
2904	0.0	1.0
2903	109.0	18.0
345456	0.0	0.0
2902	569.0	374.0
2901	489.0	202.0
406894	0.0	0.0
406893	0.0	0.0
406896	15.0	23.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	1.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	0.0	1.0
2911	2.0	0.0
201651	1.0	1.0
2919	140.0	22.0
2918	29.0	11.0
102465691	0.0	0.0
2917	33.0	849.0
2916	26.0	21.0
2915	0.0	0.0
2914	21.0	13.0
2913	7.0	12.0
2912	23.0	13.0
404220	8.0	25.0
406883	0.0	0.0
406882	0.0	0.0
406885	1.0	0.0
406884	0.0	0.0
646359	1.0	0.0
406887	0.0	0.0
406886	2.0	3.0
406889	0.0	0.0
406888	0.0	0.0
23584	5708.0	269.0
23585	9573.0	8897.0
23586	905.0	1274.0
23587	2229.0	2090.0
23588	2278.0	2335.0
23589	1645.0	1224.0
406881	2.0	1.0
2922	18.0	9.0
2921	3.0	5.0
2920	10.0	56.0
23580	9316.0	2138.0
23581	12.0	2.0
23582	2814.0	2817.0
23583	1788.0	1222.0
404217	385.0	492.0
2928	0.0	2.0
2926	6165.0	7242.0
2925	38.0	531.0
2923	49282.0	120681.0
646366	0.0	0.0
345430	0.0	2.0
406875	0.0	0.0
404216	5.0	9.0
23595	1635.0	1627.0
23596	162.0	111.0
23597	1941.0	1753.0
96597	1.0	2.0
23598	4586.0	5324.0
100130584	0.0	1.0
100130581	285.0	115.0
646360	0.0	0.0
129450	570.0	526.0
130429	0.0	0.0
2932	5162.0	5586.0
2931	4941.0	4552.0
23590	178.0	274.0
100129591	9.0	5.0
23591	0.0	0.0
23592	2353.0	2204.0
23593	9185.0	10480.0
23594	51.0	71.0
727708	0.0	2.0
100499485	0.0	0.0
100129597	2.0	1.0
100499483	37.0	66.0
2939	1.0	0.0
2938	177.0	105.0
2937	5050.0	3326.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	11203.0	5635.0
2935	11025.0	13039.0
2934	20577.0	9628.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	3857.0	3456.0
60506	0.0	0.0
2944	5285.0	1568.0
2942	0.0	0.0
2941	2078.0	1362.0
2940	1.0	3.0
2949	1022.0	216.0
2948	1803.0	599.0
2947	8084.0	1554.0
2946	1807.0	495.0
60526	1221.0	93.0
2954	2615.0	2608.0
2953	21.0	13.0
2951	0.0	0.0
2950	11704.0	1174.0
2959	1206.0	1436.0
2958	2079.0	2560.0
2957	3909.0	4019.0
2956	3500.0	3164.0
100288948	0.0	0.0
60529	2.0	12.0
60528	4564.0	4315.0
2966	122.0	263.0
84504	6.0	2.0
2965	2560.0	2512.0
84503	447.0	435.0
2964	3.0	1.0
2963	1191.0	787.0
2962	8518.0	6181.0
2961	1147.0	735.0
84502	1797.0	300.0
2960	674.0	842.0
84501	446.0	367.0
2969	4369.0	3730.0
2968	81.0	89.0
2967	2248.0	2014.0
2980	0.0	0.0
2977	946.0	882.0
2976	2927.0	3595.0
2975	24222.0	27192.0
2974	2.0	0.0
2972	2958.0	2454.0
2971	3155.0	3808.0
2970	127.0	112.0
2979	31.0	44.0
2978	2.0	0.0
154442	15.0	30.0
2990	5408.0	8413.0
225689	57.0	24.0
84519	72.0	78.0
84518	291.0	116.0
60559	10105.0	17096.0
100500914	0.0	0.0
2987	6186.0	6208.0
60558	2113.0	2239.0
84525	788.0	231.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	1102.0	1210.0
100500917	0.0	1.0
2984	86.0	19.0
84522	2738.0	2109.0
100500918	0.0	0.0
2983	1229.0	1608.0
100500919	0.0	0.0
84524	786.0	752.0
2982	4508.0	22728.0
2981	0.0	0.0
84520	603.0	772.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	9.0	5.0
100500913	0.0	0.0
2999	42.0	19.0
84515	1048.0	821.0
100500903	0.0	0.0
2998	1.0	0.0
84514	6174.0	4370.0
100500904	0.0	0.0
2997	6065.0	5399.0
84517	61.0	64.0
100500905	0.0	0.0
84516	5996.0	5780.0
2996	6.0	1.0
100500906	0.0	0.0
2995	794.0	276.0
2994	0.0	0.0
100500908	1.0	0.0
84513	11708.0	7985.0
2993	1.0	0.0
100500909	0.0	0.0
2992	3404.0	3632.0
60561	974.0	1335.0
60560	2117.0	2826.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	1.0
154467	1120.0	818.0
130497	258.0	66.0
84548	1115.0	554.0
84547	296.0	272.0
100500938	0.0	1.0
84549	958.0	611.0
84546	0.0	0.0
84545	4219.0	3718.0
84542	1617.0	1109.0
84541	71.0	93.0
727795	24.0	23.0
84529	632.0	216.0
84536	284.0	391.0
84539	0.0	0.0
84532	7697.0	9071.0
84530	13.0	10.0
23729	213.0	321.0
201288	0.0	0.0
201283	656.0	511.0
23738	1.0	3.0
23731	10205.0	9850.0
23732	925.0	238.0
201299	0.0	8.0
201292	1179.0	1212.0
201294	214.0	162.0
23704	119.0	279.0
23705	5185.0	6267.0
23708	1242.0	1175.0
252840	0.0	2.0
252841	0.0	0.0
100288897	92.0	87.0
23710	5789.0	4589.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	5.0	8.0
100288861	0.0	0.0
84701	39.0	63.0
252884	316.0	252.0
84700	2.0	25.0
129841	0.0	0.0
94086	25.0	11.0
117854	227.0	52.0
100130450	1.0	0.0
154807	3965.0	4583.0
100129460	124.0	108.0
359710	0.0	0.0
94081	2515.0	2275.0
115201	783.0	1178.0
100129468	0.0	0.0
100129464	11.0	1.0
286256	105.0	163.0
286257	1663.0	1219.0
100129459	2.0	0.0
100130447	0.0	0.0
129831	461.0	646.0
646269	2.0	1.0
646262	0.0	0.0
286262	1500.0	1251.0
142827	1.0	1.0
100129452	1.0	3.0
646278	20.0	6.0
100130435	0.0	0.0
727800	671.0	696.0
646270	12.0	14.0
154822	24.0	6.0
23782	11.0	22.0
23783	3.0	10.0
23784	389.0	51.0
23786	4670.0	4997.0
23787	17701.0	11429.0
646273	0.0	0.0
23788	4651.0	5377.0
359730	0.0	1.0
359731	0.0	0.0
23780	2756.0	3007.0
23781	1.0	5.0
345079	294.0	474.0
154810	13866.0	12733.0
100129438	0.0	0.0
94097	1877.0	1495.0
359737	1.0	0.0
359738	0.0	0.0
359739	2.0	3.0
646282	1152.0	825.0
359736	1.0	10.0
359740	0.0	0.0
359741	0.0	0.0
359742	0.0	0.0
359743	26.0	26.0
139201	26.0	9.0
129804	391.0	664.0
129807	2.0	9.0
129880	484.0	382.0
23768	1064.0	329.0
23769	109.0	58.0
129881	26.0	104.0
100130418	258.0	439.0
345062	2.0	1.0
286204	9.0	6.0
100129428	0.0	0.0
286205	793.0	836.0
100129427	0.0	0.0
23760	3425.0	3207.0
359748	0.0	0.0
100862854	1.0	0.0
286207	106.0	162.0
359749	0.0	0.0
23761	1649.0	1302.0
100862855	0.0	0.0
23762	593.0	839.0
23764	1325.0	5282.0
359744	1.0	0.0
100862850	0.0	0.0
23765	3222.0	2605.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	3775.0	537.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	1.0	2.0
359753	0.0	2.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	159.0	215.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	3298.0	3177.0
359755	0.0	0.0
359757	1.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	1.0	0.0
23770	24856.0	15349.0
359761	8.0	7.0
129868	0.0	0.0
23746	0.0	0.0
102465502	0.0	1.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	53.0	19.0
23749	0.0	0.0
100129403	2.0	1.0
345041	2.0	4.0
100129405	102.0	143.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	15325.0	17787.0
102465507	0.0	0.0
23742	0.0	3.0
359766	0.0	0.0
23743	534.0	114.0
359767	0.0	0.0
102465505	0.0	0.0
130813	15.0	4.0
23744	1.0	3.0
102465504	1.0	0.0
130814	1735.0	730.0
102465503	0.0	0.0
359774	9.0	5.0
359775	0.0	0.0
359776	0.0	0.0
359770	2.0	0.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	4247.0	3682.0
102465511	0.0	0.0
286234	0.0	1.0
102465510	0.0	0.0
129852	15.0	5.0
347694	5.0	6.0
286239	0.0	0.0
23751	0.0	0.0
102465519	0.0	0.0
23752	11.0	12.0
23753	1316.0	1761.0
115207	2709.0	2245.0
359777	0.0	0.0
102465517	0.0	0.0
130827	333.0	231.0
359778	0.0	0.0
102465516	0.0	1.0
115209	1520.0	2061.0
23755	4.0	0.0
359779	0.0	0.0
102465515	0.0	1.0
23756	2.0	1.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	1.0
359782	0.0	0.0
347689	111.0	72.0
347688	11.0	12.0
102465524	0.0	0.0
94005	5405.0	4978.0
102465523	0.0	0.0
102465522	1.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	83.0	1079.0
727866	0.0	1.0
57060	2447.0	1627.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	14358.0	13751.0
102465526	0.0	0.0
727865	10.0	4.0
102465525	0.0	0.0
84687	3552.0	2119.0
727859	1.0	0.0
84689	13.0	22.0
84688	34.0	9.0
139135	0.0	0.0
84684	1.0	0.0
84681	1660.0	1201.0
84680	1289.0	1795.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	0.0	0.0
727851	100.0	101.0
102465539	0.0	1.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	5941.0	6963.0
84676	5.0	1.0
84675	0.0	0.0
140123	0.0	0.0
84678	1351.0	904.0
84677	0.0	0.0
84672	0.0	0.0
84671	1440.0	1123.0
84674	89.0	93.0
84673	0.0	0.0
152101	0.0	0.0
152100	535.0	720.0
94027	23.0	7.0
94026	8.0	0.0
94025	76.0	8.0
129787	2284.0	2361.0
57088	1275.0	610.0
127124	9.0	1.0
57089	835.0	1625.0
57082	64.0	100.0
57084	1.0	0.0
57085	11493.0	5656.0
152118	1.0	0.0
152110	194.0	102.0
154790	0.0	0.0
154791	1015.0	1597.0
646201	0.0	0.0
57091	67.0	54.0
94015	388.0	179.0
57092	7884.0	6566.0
646202	16.0	14.0
57097	2173.0	2713.0
57099	583.0	1113.0
727879	2.0	0.0
57093	0.0	0.0
166752	4.0	16.0
57094	1007.0	86.0
57095	5292.0	3985.0
57096	34.0	50.0
139163	0.0	0.0
84698	333.0	288.0
84699	1.0	3.0
84694	0.0	1.0
84693	1032.0	1062.0
100499563	1.0	0.0
84696	307.0	105.0
84695	98.0	102.0
84690	3.0	0.0
84692	9.0	1.0
84691	1.0	6.0
130752	47.0	72.0
646213	0.0	0.0
100130495	8.0	10.0
646208	2.0	1.0
94039	514.0	463.0
94031	608.0	361.0
94030	35.0	18.0
100130484	0.0	0.0
94033	0.0	0.0
94032	37.0	138.0
727810	1.0	1.0
100130481	0.0	0.0
100130480	1.0	0.0
115196	601.0	427.0
727805	0.0	2.0
139105	1.0	1.0
646218	0.0	1.0
347744	98.0	59.0
347741	0.0	2.0
646231	0.0	0.0
154743	1142.0	649.0
130773	4.0	3.0
727842	2.0	0.0
100129480	91.0	66.0
100129482	911.0	1051.0
727837	0.0	0.0
347736	37.0	39.0
347733	100.0	99.0
347732	23.0	26.0
347735	12124.0	9177.0
347734	4249.0	5647.0
347731	97.0	0.0
646243	0.0	2.0
94059	965.0	1221.0
347730	15.0	15.0
646249	0.0	0.0
201305	42.0	14.0
100130466	0.0	0.0
727833	2.0	1.0
727835	1.0	0.0
100130462	0.0	0.0
94056	7622.0	6369.0
100130461	2.0	3.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	51.0	64.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	7190.0	6067.0
347717	2.0	0.0
347716	6.0	7.0
101154644	0.0	0.0
152195	417.0	913.0
100288831	0.0	0.0
164153	3.0	5.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	855.0	199.0
347705	2.0	1.0
347702	1.0	1.0
152185	937.0	1177.0
347701	0.0	0.0
100288827	4.0	5.0
100288825	0.0	0.0
57000	17.0	5.0
57001	953.0	1761.0
84618	6.0	4.0
84617	2972.0	1659.0
84619	357.0	337.0
57007	375.0	85.0
84624	11.0	24.0
84627	845.0	119.0
84626	817.0	398.0
57002	438.0	653.0
57003	12235.0	11211.0
84620	352.0	90.0
84623	16.0	17.0
57004	2.0	0.0
84622	759.0	667.0
100288814	11.0	4.0
57010	191.0	630.0
57017	3282.0	2939.0
84614	1722.0	2278.0
57018	2746.0	5953.0
57019	1959.0	2194.0
84616	0.0	0.0
84612	370.0	393.0
57016	0.0	0.0
96626	0.0	0.0
100288805	47.0	9.0
100288801	0.0	1.0
100288802	1.0	0.0
57020	4314.0	2544.0
164127	3.0	1.0
166785	534.0	532.0
84639	0.0	2.0
84647	0.0	0.0
84649	355.0	191.0
60678	2117.0	2528.0
60677	1.0	1.0
84648	0.0	0.0
60676	10.0	4.0
84643	0.0	0.0
60675	0.0	1.0
139170	19.0	1.0
101154686	0.0	0.0
84645	279.0	98.0
60674	6658.0	11821.0
57026	25.0	44.0
60673	1993.0	1770.0
152138	0.0	0.0
60672	1051.0	1176.0
152137	4915.0	1973.0
252946	0.0	0.0
84641	4250.0	2841.0
252948	0.0	0.0
84640	2736.0	2772.0
252949	0.0	0.0
154796	3615.0	1277.0
96610	95.0	87.0
164118	0.0	0.0
84629	12266.0	10612.0
84628	1272.0	307.0
727897	3.0	8.0
57030	13.0	4.0
84636	8.0	7.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	1804.0	3629.0
84632	2767.0	540.0
60686	834.0	466.0
84631	179.0	25.0
57037	1337.0	920.0
84634	1.0	0.0
60685	6725.0	4507.0
105370183	0.0	0.0
57038	2250.0	2135.0
60684	3516.0	2880.0
60682	1136.0	1028.0
60681	3492.0	4848.0
84630	65.0	6.0
60680	118.0	55.0
252953	0.0	0.0
252954	0.0	0.0
139189	1.0	3.0
252955	0.0	0.0
252956	0.0	0.0
57045	6251.0	5041.0
84669	2283.0	2186.0
84668	615.0	507.0
84665	1.0	3.0
57047	6.0	6.0
84664	0.0	0.0
84667	2.0	3.0
84666	0.0	0.0
84661	2226.0	2432.0
84660	12.0	18.0
84662	1174.0	257.0
648809	3.0	0.0
648822	1.0	1.0
57053	29.0	26.0
57054	0.0	0.0
57055	0.0	0.0
57050	1350.0	2301.0
166793	419.0	337.0
84658	5.0	4.0
84657	19.0	67.0
84659	53.0	0.0
84654	0.0	4.0
57057	0.0	0.0
84656	11583.0	9360.0
84650	2608.0	1917.0
84651	3.0	2.0
100132917	0.0	0.0
100132918	0.0	0.0
252983	969.0	1331.0
441073	62.0	83.0
100132920	1.0	0.0
100132923	24.0	7.0
100132929	0.0	0.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	171.0	96.0
441061	1.0	134.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	0.0	0.0
441094	439.0	378.0
100132940	0.0	0.0
252968	0.0	0.0
252969	1372.0	895.0
100132948	25.0	22.0
100132949	0.0	0.0
286310	3.0	1.0
404093	3502.0	1633.0
286319	1456.0	1441.0
100288772	2.0	0.0
441027	3459.0	3001.0
441026	1.0	2.0
441024	1124.0	2062.0
441032	326.0	327.0
84803	139.0	67.0
164091	1760.0	561.0
100132963	1.0	1.0
100132965	5.0	1.0
100132967	0.0	0.0
152098	158.0	100.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	0.0	0.0
100132979	0.0	0.0
359803	1.0	2.0
359804	0.0	0.0
100288742	0.0	0.0
359806	0.0	0.0
84816	311.0	343.0
359800	0.0	0.0
84818	7526.0	4493.0
441046	54.0	40.0
84817	1781.0	2270.0
359802	0.0	0.0
84823	2705.0	2701.0
57205	1690.0	1245.0
441054	25.0	30.0
84824	6.0	13.0
441051	9.0	4.0
441050	59.0	47.0
84820	240.0	140.0
100132987	13.0	9.0
57209	1339.0	1179.0
100288739	0.0	1.0
84809	908.0	814.0
84808	273.0	348.0
57210	1828.0	969.0
84804	716.0	958.0
100288730	42.0	50.0
84807	85.0	109.0
441034	51.0	78.0
84812	414.0	205.0
57215	1615.0	1097.0
84811	1351.0	952.0
57216	3880.0	1786.0
57217	2018.0	1324.0
84814	161.0	42.0
100132992	0.0	0.0
57211	1466.0	284.0
100132994	0.0	0.0
57212	1837.0	1768.0
57213	1281.0	581.0
100132995	1.0	2.0
57214	844.0	378.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	1.0
100130335	8.0	11.0
648791	509.0	50.0
359822	0.0	0.0
100129347	17.0	4.0
286370	0.0	0.0
404037	0.0	2.0
100130327	0.0	0.0
100129337	2.0	2.0
130728	4.0	2.0
286380	0.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	0.0	1.0
404026	0.0	0.0
100129329	2.0	0.0
100130313	0.0	1.0
441009	5.0	8.0
100130311	876.0	816.0
100130310	0.0	0.0
130733	44.0	1438.0
359844	2.0	2.0
359845	581.0	454.0
727914	3.0	0.0
727915	0.0	0.0
100129325	0.0	2.0
100129320	1.0	2.0
646168	0.0	0.0
100129319	0.0	0.0
100130307	2.0	5.0
100129315	0.0	0.0
100130302	6.0	0.0
727910	622.0	386.0
100130301	4.0	2.0
345193	6.0	7.0
130749	19.0	22.0
646164	0.0	0.0
727909	2.0	2.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	11.0	0.0
646175	0.0	0.0
646174	0.0	0.0
115123	57.0	125.0
286333	3.0	4.0
286336	123.0	94.0
115106	579.0	560.0
100306975	0.0	0.0
115111	15.0	3.0
286343	358.0	342.0
286348	2.0	3.0
646193	1.0	0.0
100886964	0.0	1.0
646192	14.0	15.0
646196	0.0	5.0
646195	3808.0	4240.0
100534599	5.0	1.0
130700	0.0	0.0
100306951	212.0	234.0
100534595	41.0	41.0
100132911	0.0	0.0
100534592	6.0	2.0
100534593	10.0	46.0
286362	0.0	0.0
100132916	4.0	2.0
100240709	2.0	2.0
129684	7.0	0.0
57180	474.0	404.0
129685	2315.0	2000.0
100240707	0.0	0.0
727982	0.0	2.0
57185	33694.0	4341.0
727987	0.0	0.0
57186	4910.0	17828.0
57187	5022.0	5449.0
57188	1688.0	451.0
57181	8060.0	2419.0
94122	81.0	19.0
57182	4807.0	2813.0
727984	9.0	9.0
94121	3546.0	1282.0
94120	841.0	319.0
57184	1420.0	1256.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	1.0	1.0
57189	3380.0	4524.0
359792	8.0	18.0
127018	1577.0	2341.0
359793	1.0	0.0
100240711	1.0	1.0
100240712	1.0	1.0
100240710	0.0	1.0
345258	0.0	0.0
100240713	0.0	0.0
94115	0.0	1.0
57190	17333.0	20515.0
727970	5.0	2.0
57191	134.0	136.0
166614	575.0	574.0
57198	5679.0	5347.0
57192	1164.0	1104.0
359799	1.0	0.0
57194	914.0	1295.0
727969	0.0	0.0
84798	9833.0	20141.0
140004	0.0	0.0
84793	68.0	49.0
84792	1159.0	979.0
84795	506.0	1037.0
84791	639.0	635.0
84790	1439.0	2289.0
154661	86.0	62.0
154664	15.0	8.0
166647	3649.0	2902.0
127003	6.0	19.0
127002	194.0	261.0
115019	6.0	0.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	8.0	15.0
100130391	1.0	0.0
115024	1855.0	2164.0
142679	445.0	180.0
648729	5.0	2.0
142678	1994.0	1743.0
347894	0.0	0.0
102465436	0.0	2.0
94137	18.0	8.0
727991	21.0	23.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	9.0	7.0
100130386	1.0	0.0
94134	3676.0	4940.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	68.0	17.0
100129394	3.0	10.0
142683	65.0	63.0
142686	28.0	46.0
142685	0.0	1.0
152007	5694.0	2322.0
152006	4122.0	2519.0
142689	29.0	1.0
140028	0.0	0.0
152002	1041.0	722.0
100129396	0.0	0.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	0.0	0.0
345222	6.0	10.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	3.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	8.0	1.0
94161	2.0	4.0
100130376	1.0	0.0
94160	0.0	0.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	0.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	334.0	105.0
100129385	20.0	1.0
100129387	1013.0	1826.0
102465458	0.0	0.0
102465457	0.0	1.0
94158	11.0	20.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	3.0	5.0
102465451	0.0	0.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	4.0	0.0
102465469	0.0	0.0
102465468	1.0	0.0
102465467	0.0	0.0
347862	5105.0	4898.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	1.0
102465463	1.0	0.0
646114	0.0	2.0
102465462	0.0	0.0
100009676	137.0	198.0
727964	0.0	0.0
100129361	2166.0	2138.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	8.0	6.0
100129368	0.0	0.0
347853	3.0	122.0
102465479	0.0	0.0
102465478	1.0	4.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	32.0	58.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	3157.0	2748.0
100009667	1.0	0.0
100130342	0.0	0.0
100009668	3.0	14.0
101154753	0.0	1.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	0.0
100129357	14.0	22.0
