id	f0b61979-b534-4fbb-863b-4a368818df92	5f8449ce-a11c-4641-a5a4-ea1524a6f94a
260334	21.0	52.0
260337	0.0	0.0
260338	1.0	0.0
23081	869.0	912.0
23082	2620.0	2703.0
100272228	17.0	137.0
23085	7873.0	3360.0
23086	681.0	937.0
23087	1606.0	1256.0
50631	72.0	36.0
50632	37.0	27.0
646849	1.0	0.0
23080	2512.0	4119.0
50636	3987.0	4169.0
50639	0.0	6.0
729830	293.0	337.0
644202	7.0	5.0
646864	1.0	4.0
646862	22.0	9.0
729838	2.0	3.0
23092	1748.0	2033.0
23093	2598.0	1301.0
23094	3037.0	4515.0
23095	6313.0	3729.0
23096	2032.0	1194.0
23097	2474.0	6409.0
729828	10.0	0.0
23098	735.0	642.0
50640	3303.0	1977.0
23099	1081.0	1034.0
730811	0.0	0.0
23090	2674.0	816.0
23091	9007.0	5562.0
11081	22.0	5.0
50649	2609.0	876.0
11080	3594.0	657.0
11083	6086.0	5839.0
729862	0.0	0.0
11082	625.0	32.0
11085	0.0	2.0
644213	0.0	0.0
100286844	113.0	60.0
646875	2.0	2.0
644214	1.0	0.0
11086	1.0	4.0
646873	0.0	0.0
23067	5127.0	3912.0
23060	5615.0	4255.0
23061	10241.0	9156.0
23062	6144.0	6070.0
23063	4497.0	3304.0
23064	8381.0	5630.0
23065	4710.0	3225.0
50651	388.0	428.0
100272205	23.0	32.0
23066	1514.0	422.0
50650	3151.0	2205.0
50652	77.0	13158.0
11092	665.0	506.0
644220	35.0	7.0
11091	1809.0	2636.0
11094	1725.0	3068.0
729852	2063.0	1855.0
11093	179.0	336.0
11096	3970.0	296.0
11095	798.0	430.0
11098	12100.0	6765.0
11097	1016.0	1441.0
646884	2.0	1.0
23078	3158.0	1953.0
729857	7.0	14.0
23070	3762.0	3007.0
23071	4566.0	4599.0
23072	938.0	71.0
164380	0.0	0.0
23074	2316.0	1264.0
23075	4489.0	3716.0
23076	2279.0	1891.0
23077	7910.0	4762.0
11099	3156.0	1384.0
646879	0.0	0.0
644218	2.0	0.0
646877	0.0	0.0
100130972	0.0	0.0
100379220	1.0	8.0
100130970	0.0	0.0
284339	15.0	25.0
284338	47.0	112.0
100129983	0.0	2.0
100129982	7.0	9.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	2.0
100130967	18.0	11.0
100129976	0.0	1.0
100130963	3.0	0.0
100130962	1.0	2.0
284325	820.0	922.0
100129972	0.0	0.0
284323	827.0	866.0
100129969	6.0	4.0
100130958	184.0	142.0
693187	0.0	0.0
693188	0.0	0.0
693189	0.0	0.0
100130954	0.0	1.0
2444	972.0	1878.0
100379249	7.0	0.0
693190	0.0	0.0
100129961	114.0	90.0
284312	47.0	121.0
693191	0.0	0.0
100129960	7.0	5.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	1.0	8.0
693177	0.0	0.0
693178	1.0	0.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	1043.0	1446.0
284307	415.0	324.0
284306	85.0	164.0
693180	0.0	0.0
693181	3.0	2.0
693182	0.0	1.0
693183	0.0	1.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	2.0
284382	0.0	2.0
100130935	0.0	0.0
100130934	472.0	198.0
100130933	11.0	55.0
100130932	5.0	2.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	1.0
284371	487.0	819.0
284370	1433.0	3744.0
100130923	0.0	0.0
100130922	0.0	1.0
100129937	0.0	2.0
100129933	2.0	22.0
2483	1176.0	1165.0
284369	0.0	0.0
2475	6053.0	5183.0
284367	48.0	23.0
284366	0.0	2.0
284361	8854.0	7723.0
50801	3.0	0.0
50804	1104.0	1850.0
50805	102.0	216.0
100129926	7.0	15.0
50808	7563.0	4590.0
100129921	0.0	0.0
50807	3752.0	2004.0
100129920	3.0	2.0
50809	13431.0	10878.0
2496	6.0	6.0
2495	21656.0	17766.0
2494	578.0	468.0
2492	0.0	0.0
100129929	0.0	0.0
2491	43.0	19.0
2488	0.0	0.0
2487	1777.0	891.0
284359	6.0	13.0
284358	403.0	114.0
284355	0.0	4.0
284353	62.0	109.0
284352	2378.0	2259.0
50813	6137.0	4197.0
50814	1611.0	998.0
100129919	1.0	0.0
284349	270.0	358.0
2499	12.0	8.0
284348	126.0	110.0
2498	31.0	19.0
2497	47.0	15.0
284346	262.0	169.0
284340	1043.0	626.0
23207	4186.0	4104.0
693121	0.0	0.0
100093625	0.0	0.0
23208	5181.0	1281.0
693122	4.0	2.0
100093626	0.0	0.0
23209	1442.0	13.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	17.0	17.0
693126	0.0	0.0
693127	0.0	0.0
693128	0.0	0.0
25862	397.0	438.0
693129	0.0	0.0
23200	5800.0	8053.0
25861	957.0	1031.0
644191	11.0	6.0
23201	6228.0	3610.0
25864	1084.0	1187.0
23203	2872.0	3731.0
25865	3870.0	4177.0
23204	6747.0	9902.0
23205	25.0	25.0
644192	124.0	79.0
11228	3079.0	2122.0
84166	1391.0	1934.0
11221	503.0	254.0
84168	16138.0	7284.0
11223	45.0	36.0
100093630	2075.0	5219.0
84167	741.0	465.0
11222	3832.0	5346.0
100093631	528.0	579.0
84162	7159.0	5042.0
11224	23775.0	45791.0
84164	4274.0	4474.0
11227	442.0	414.0
11226	263.0	255.0
84163	357.0	331.0
23218	1268.0	3662.0
23219	3166.0	2711.0
402093	0.0	0.0
100862704	15.0	21.0
11230	1774.0	1184.0
23210	3065.0	1323.0
25873	18269.0	40393.0
100379298	0.0	0.0
23211	3105.0	2930.0
25875	2894.0	4580.0
23212	1116.0	2045.0
23213	16145.0	5901.0
25874	4670.0	5946.0
23214	4710.0	5157.0
25876	22.0	16.0
23215	12127.0	11829.0
23216	9285.0	3221.0
25879	1310.0	1818.0
100379296	0.0	0.0
25878	4621.0	4326.0
23217	18.0	162.0
84159	6029.0	6051.0
25871	2439.0	2446.0
25870	9172.0	7052.0
142940	1876.0	1497.0
11232	278.0	527.0
11231	10327.0	8453.0
84154	1380.0	2535.0
11234	1642.0	1221.0
11236	1925.0	1580.0
11235	1431.0	1314.0
11238	995.0	692.0
84153	2236.0	2676.0
11237	1829.0	2783.0
84152	7083.0	19010.0
693120	0.0	0.0
100093624	0.0	0.0
166929	2045.0	1819.0
25847	3965.0	3707.0
84182	165.0	110.0
84181	6891.0	6148.0
25849	32173.0	6190.0
25840	8631.0	6009.0
25842	1111.0	1398.0
25841	1731.0	465.0
25844	7910.0	9075.0
25843	2388.0	1618.0
11209	34.0	86.0
84188	3472.0	3233.0
84187	1902.0	2128.0
11201	1474.0	1897.0
11200	178.0	316.0
84189	1520.0	290.0
11202	0.0	1.0
84186	1106.0	1460.0
25859	1861.0	5589.0
25858	1.0	3.0
84171	1227.0	992.0
284391	1285.0	1278.0
284390	105.0	151.0
100862726	0.0	0.0
100862727	0.0	2.0
100862728	0.0	0.0
25851	2434.0	4082.0
25850	198.0	303.0
25853	2982.0	3545.0
25852	2820.0	2065.0
100862725	0.0	1.0
25855	1933.0	2605.0
25854	1493.0	926.0
402077	1.0	3.0
11218	1090.0	884.0
11217	135.0	30.0
11219	17.0	32.0
139324	363.0	270.0
84176	9.0	14.0
11212	3350.0	2868.0
139322	2104.0	1557.0
84179	337.0	325.0
11211	275.0	336.0
84173	940.0	1201.0
11214	9693.0	7083.0
11213	1812.0	805.0
84172	1134.0	1371.0
284385	409.0	318.0
11216	2147.0	1652.0
11215	7914.0	3845.0
84174	81.0	174.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	2.0
25825	6336.0	14447.0
693166	0.0	2.0
25828	4578.0	4612.0
693167	0.0	0.0
25827	710.0	288.0
693168	0.0	0.0
693169	0.0	0.0
25829	3777.0	2871.0
441669	0.0	0.0
392214	3.0	2.0
25820	5952.0	3955.0
127343	0.0	1.0
25822	7895.0	1167.0
25821	1674.0	1333.0
25824	8463.0	8316.0
441662	0.0	0.0
106479099	0.0	0.0
25823	52.0	34.0
106479098	0.0	0.0
106480097	0.0	1.0
106479097	0.0	0.0
115361	4104.0	2843.0
441670	0.0	1.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1904.0	2369.0
115362	320.0	610.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	1.0
414059	0.0	9.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	1.0
106480095	0.0	0.0
693174	2.0	0.0
693175	0.0	1.0
106480094	0.0	0.0
84191	1066.0	2401.0
25837	118.0	516.0
693154	1.0	0.0
84190	273.0	355.0
25836	6032.0	5094.0
693155	6.0	14.0
25839	3484.0	2931.0
84193	6824.0	4743.0
693156	0.0	0.0
693157	0.0	0.0
693158	8.0	5.0
693159	0.0	0.0
392225	0.0	0.0
25831	12552.0	8124.0
25830	12.0	221.0
441654	0.0	2.0
25833	126.0	144.0
100379250	0.0	0.0
106479089	1.0	3.0
25832	257.0	355.0
106479088	0.0	0.0
25834	143.0	7.0
106479087	6.0	0.0
100379251	3.0	24.0
106479086	0.0	0.0
115350	20.0	45.0
106479085	1.0	1.0
414061	0.0	0.0
106479084	0.0	0.0
115352	75.0	173.0
106479083	0.0	0.0
414062	46.0	44.0
115353	1570.0	1461.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	1.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	2.0
693162	0.0	3.0
84197	204.0	118.0
693163	1.0	0.0
84196	3987.0	3011.0
693164	1.0	0.0
25804	3277.0	3544.0
693143	0.0	0.0
25803	15114.0	23489.0
693144	0.0	1.0
25806	20.0	204.0
25805	303.0	164.0
693146	0.0	2.0
693147	0.0	0.0
25807	1478.0	2357.0
693148	0.0	2.0
693149	0.0	0.0
100130996	0.0	0.0
25809	645.0	647.0
100130995	1.0	0.0
100379287	0.0	2.0
100130994	0.0	0.0
441687	13.0	15.0
25800	13957.0	20562.0
25802	78328.0	11888.0
25801	748.0	1519.0
154907	0.0	0.0
106480075	1.0	0.0
106480074	0.0	0.0
106480077	1.0	1.0
106480076	0.0	0.0
106480079	0.0	1.0
106480078	0.0	0.0
142910	11.0	13.0
106480071	0.0	1.0
100380272	0.0	1.0
693151	0.0	0.0
142913	56.0	44.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	0.0	0.0
693153	179.0	105.0
106480072	0.0	1.0
693132	0.0	0.0
25814	7581.0	6825.0
693133	1.0	0.0
693134	0.0	0.0
25817	357.0	685.0
25816	2603.0	1438.0
100130988	0.0	0.0
693135	0.0	0.0
25819	172.0	105.0
693136	0.0	0.0
100129998	2.0	0.0
130940	72.0	48.0
25818	20.0	21.0
693137	0.0	0.0
693138	0.0	3.0
693139	0.0	1.0
100130980	5.0	17.0
25813	2923.0	2884.0
392209	16.0	3.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	186.0	120.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	1.0	0.0
106480080	0.0	0.0
100129995	15.0	6.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	0.0	0.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	0.0
11180	10361.0	11260.0
154881	2196.0	923.0
11182	236.0	160.0
11181	19.0	20.0
646770	0.0	0.0
11184	215.0	512.0
392133	0.0	0.0
11183	3871.0	2866.0
392132	0.0	0.0
11186	1656.0	1528.0
139249	0.0	0.0
11185	7373.0	1934.0
23166	2829.0	3952.0
23167	8463.0	5319.0
106480049	0.0	0.0
23168	6775.0	4111.0
106479059	1.0	0.0
23169	1481.0	1303.0
166863	1.0	5.0
392138	0.0	0.0
106479058	0.0	2.0
729920	245.0	173.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	6590.0	4135.0
106479054	0.0	0.0
142891	2960.0	1770.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	1.0
106479052	0.0	1.0
23160	2207.0	2435.0
106480055	0.0	0.0
106479051	0.0	0.0
23161	3140.0	2906.0
115286	1323.0	974.0
106480054	0.0	0.0
106479050	0.0	1.0
23162	1368.0	2356.0
106480057	0.0	0.0
23163	1976.0	1831.0
106480056	0.0	0.0
152217	739.0	1000.0
23164	17075.0	8119.0
106480059	0.0	0.0
23165	3497.0	2585.0
106480058	0.0	0.0
11188	12342.0	8975.0
11187	1555.0	4209.0
11189	2.0	12.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	3.0	6.0
11191	182.0	126.0
392140	5.0	2.0
11190	3329.0	2276.0
404672	2454.0	2106.0
11193	1705.0	1288.0
154872	0.0	0.0
11194	1847.0	1286.0
11197	833.0	120.0
11196	4000.0	4234.0
23177	4310.0	2014.0
402016	0.0	2.0
23178	656.0	1024.0
106479049	0.0	0.0
23179	6140.0	2016.0
106479048	0.0	0.0
127255	42.0	54.0
106479047	0.0	0.0
127254	16.0	4.0
106479046	0.0	0.0
646780	6.0	7.0
127253	2483.0	1979.0
106479045	0.0	1.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	2.0	0.0
106480064	0.0	0.0
106479042	17.0	10.0
23170	3578.0	6769.0
115273	85.0	45.0
106480063	0.0	0.0
729909	8.0	6.0
106479041	0.0	0.0
23171	8105.0	3998.0
106479040	0.0	0.0
106480066	2.0	4.0
23172	1309.0	1173.0
106480065	0.0	0.0
23173	4178.0	3516.0
106480068	0.0	0.0
23174	2880.0	1696.0
106480067	0.0	0.0
23175	5053.0	1703.0
23176	3236.0	2771.0
106480069	0.0	0.0
11199	1.0	4.0
11198	8727.0	6690.0
106480060	2.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	6447.0	5397.0
644131	104.0	90.0
404663	0.0	0.0
11162	139.0	180.0
646799	0.0	0.0
11161	2888.0	2185.0
404665	11.0	18.0
11164	1371.0	2027.0
11163	4040.0	4682.0
23144	1601.0	1822.0
127247	0.0	0.0
106480028	0.0	0.0
23145	47.0	234.0
106480027	0.0	5.0
106480029	0.0	0.0
23148	850.0	335.0
106479079	0.0	0.0
646791	6.0	7.0
23149	84.0	170.0
441641	4.0	4.0
106479078	0.0	0.0
106479077	0.0	2.0
106479076	0.0	0.0
84108	535.0	477.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	1.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	0.0	0.0
84109	2.0	5.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	4585.0	3596.0
115265	614.0	100.0
106480035	0.0	0.0
106479071	3.0	7.0
84103	1.0	0.0
23141	3902.0	3859.0
106480034	1.0	1.0
106479070	0.0	0.0
23142	3049.0	1420.0
84106	131.0	294.0
106480037	0.0	0.0
84105	416.0	502.0
23143	3607.0	2276.0
106480036	0.0	0.0
84100	362.0	202.0
11166	24.0	122.0
140258	0.0	1.0
644129	0.0	0.0
11165	2431.0	1105.0
84102	516.0	306.0
11168	7133.0	3666.0
84101	72.0	118.0
11167	39279.0	23649.0
644128	118.0	48.0
11169	303.0	224.0
11171	5942.0	5480.0
11170	14679.0	3494.0
11173	250.0	227.0
441639	0.0	0.0
11172	1.0	1.0
343296	1.0	1.0
11174	101.0	103.0
644146	6.0	3.0
23155	2290.0	1660.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	2883.0	3219.0
23158	4650.0	2735.0
106479069	0.0	1.0
441631	851.0	376.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	1.0
23150	2697.0	2324.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	1050.0	773.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	7334.0	5406.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	3543.0	2321.0
106480047	0.0	0.0
11177	1852.0	3271.0
11176	6808.0	7252.0
11179	1240.0	1319.0
644138	15.0	5.0
11178	599.0	381.0
644139	4.0	9.0
139285	933.0	481.0
106480040	0.0	0.0
103695364	8.0	2.0
103695363	0.0	0.0
644153	0.0	0.0
11140	8969.0	7975.0
644159	0.0	1.0
103695365	1.0	0.0
11142	9027.0	3027.0
166824	1126.0	1287.0
106479019	0.0	0.0
11141	36.0	55.0
130872	639.0	2140.0
106479018	0.0	0.0
644157	48.0	127.0
23122	5299.0	2968.0
106480006	0.0	0.0
106479017	0.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	1.0	6.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	8.0	21.0
23125	3616.0	3172.0
106480007	0.0	0.0
25786	132.0	94.0
106479014	0.0	0.0
25789	32.0	113.0
644150	1948.0	560.0
23126	4387.0	4758.0
106479013	1.0	0.0
25788	129.0	101.0
23127	2400.0	207.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	3144.0	2211.0
106479010	0.0	0.0
84129	49.0	48.0
106480011	0.0	0.0
106480010	0.0	0.0
84126	17.0	14.0
106480013	0.0	0.0
84125	90.0	219.0
25780	487.0	468.0
106480012	0.0	0.0
84128	1608.0	2422.0
23120	4.0	3.0
106480015	0.0	1.0
25782	3067.0	2428.0
106480014	0.0	0.0
11144	119.0	36.0
11143	4823.0	3021.0
139212	0.0	0.0
84124	1335.0	1284.0
11146	292.0	365.0
11145	1813.0	2415.0
11148	2.0	5.0
86781	40.0	75.0
11147	512.0	420.0
11149	3217.0	922.0
392181	1.0	2.0
127294	608.0	28.0
644165	10.0	72.0
11151	1232.0	2893.0
166815	389.0	650.0
392188	0.0	0.0
106479009	0.0	0.0
11153	670.0	539.0
106479008	0.0	0.0
644168	0.0	5.0
11152	2546.0	3071.0
106479007	0.0	0.0
25796	2152.0	3932.0
130888	391.0	348.0
23133	3181.0	3692.0
106479006	1.0	8.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	4700.0	3015.0
25798	3761.0	6004.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	2515.0	1182.0
25797	799.0	455.0
106479003	0.0	0.0
106480018	0.0	0.0
23137	2625.0	2315.0
106479002	0.0	0.0
25799	579.0	572.0
402055	1361.0	952.0
23138	292.0	248.0
106479001	0.0	1.0
23139	3640.0	3385.0
106479000	0.0	0.0
644160	13.0	3.0
106480020	0.0	0.0
25790	22.0	30.0
106480022	1.0	0.0
106480021	0.0	0.0
25792	6787.0	6369.0
106480024	0.0	0.0
25791	112.0	62.0
23130	3192.0	2891.0
106480023	0.0	0.0
23131	4353.0	3423.0
25794	36.0	79.0
106480026	0.0	0.0
25793	6150.0	5542.0
23132	2783.0	2181.0
106480025	0.0	0.0
11155	14100.0	1153.0
11154	800.0	526.0
11157	615.0	777.0
11156	3290.0	6166.0
11159	343.0	614.0
139221	665.0	437.0
11158	660.0	922.0
392193	0.0	0.0
23108	540.0	2387.0
23109	231.0	3.0
127281	2011.0	2733.0
441608	0.0	0.0
154860	2.0	11.0
11120	2523.0	1481.0
343263	10.0	0.0
154865	60.0	51.0
25763	0.0	0.0
106479039	0.0	0.0
23101	128.0	69.0
106479038	9.0	17.0
23102	3218.0	2141.0
106479037	10.0	13.0
25764	47.0	137.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	113.0	66.0
25766	672.0	645.0
106479034	0.0	0.0
25769	6.0	18.0
106479033	0.0	0.0
23107	4740.0	4521.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1688.0	2650.0
106479030	0.0	0.0
84148	2471.0	2842.0
84144	524.0	248.0
11122	70.0	924.0
84146	3080.0	2977.0
11124	4109.0	2916.0
11123	5722.0	3509.0
11126	29.0	26.0
84140	304.0	273.0
11128	1861.0	2167.0
84142	614.0	546.0
84141	55.0	65.0
139231	4117.0	3534.0
11127	1208.0	768.0
23119	207.0	311.0
644186	4.0	6.0
11131	8.0	33.0
11130	251.0	302.0
106479029	0.0	4.0
23111	8241.0	2543.0
106479028	0.0	0.0
25774	1.0	2.0
23112	2865.0	2995.0
106479027	0.0	0.0
25776	2441.0	2310.0
23113	2336.0	2426.0
106479026	0.0	0.0
25775	8.0	5.0
23114	6125.0	2034.0
106479025	1.0	3.0
25778	2382.0	1778.0
106479024	0.0	0.0
25777	18653.0	13093.0
23116	1758.0	1396.0
106479023	6.0	0.0
23117	15.0	55.0
106479022	0.0	0.0
23118	8981.0	6819.0
106479021	0.0	0.0
115294	6257.0	5455.0
106479020	1.0	8.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	1.0
106480001	0.0	0.0
152206	66.0	24.0
106480004	0.0	0.0
25771	1649.0	1611.0
84138	434.0	337.0
106480003	0.0	2.0
11133	344.0	491.0
84133	62.0	16.0
84132	864.0	1085.0
11132	704.0	1413.0
11135	4021.0	2942.0
84135	782.0	1231.0
84134	980.0	810.0
11137	2894.0	2358.0
115290	1800.0	623.0
11136	12.0	13.0
84131	1282.0	1164.0
11138	2704.0	4952.0
730993	3.0	2.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	1.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	17.0	39.0
729993	701.0	73.0
50717	4298.0	4232.0
102465257	3.0	2.0
102465256	0.0	0.0
102465255	0.0	0.0
729991	620.0	745.0
102465254	1.0	0.0
102465253	0.0	0.0
164284	17.0	25.0
100884155	0.0	2.0
102465252	0.0	0.0
730978	1.0	1.0
102465251	0.0	0.0
102465250	0.0	6.0
730974	0.0	0.0
392194	0.0	0.0
392197	0.0	1.0
646702	0.0	0.0
646701	0.0	0.0
646721	0.0	2.0
729962	0.0	1.0
729967	538.0	536.0
2504	20.0	12.0
2503	32.0	14.0
284418	0.0	0.0
2502	15.0	8.0
284417	12.0	27.0
2501	58.0	43.0
2500	80.0	43.0
284415	4.0	8.0
404635	0.0	0.0
619190	1.0	0.0
404636	686.0	703.0
2509	21.0	11.0
646723	5.0	3.0
2508	55.0	26.0
2507	12.0	5.0
619189	1.0	0.0
164237	2.0	0.0
729956	4.0	6.0
140290	52.0	42.0
729952	0.0	2.0
2515	0.0	290.0
284408	122.0	162.0
2512	61282.0	77392.0
284406	393.0	277.0
2510	0.0	1.0
284403	118.0	78.0
284402	21.0	19.0
2519	2481.0	2736.0
2518	0.0	0.0
2517	4550.0	3617.0
2516	1.0	2.0
646755	4.0	6.0
646754	0.0	0.0
646753	5.0	2.0
260434	9.0	22.0
23189	14147.0	4148.0
260436	0.0	15.0
23180	2570.0	1264.0
2526	660.0	489.0
23181	2422.0	2841.0
2525	71.0	16.0
2524	144.0	175.0
2523	160.0	332.0
23184	4027.0	3576.0
2521	11501.0	12030.0
23185	4162.0	4822.0
23186	2075.0	1698.0
2520	0.0	3.0
23187	6615.0	3518.0
2529	5.0	8.0
2528	6.0	4.0
2527	0.0	0.0
152273	2492.0	1140.0
644100	0.0	0.0
646766	29.0	20.0
644101	3.0	9.0
23199	7202.0	3949.0
260425	1539.0	1031.0
729974	0.0	1.0
260429	4.0	0.0
2537	5037.0	2472.0
23191	9516.0	23801.0
23192	2595.0	3430.0
23193	26194.0	25344.0
2535	195.0	263.0
2534	1656.0	1393.0
23194	2845.0	1103.0
2533	1012.0	1662.0
23195	3342.0	3321.0
23196	11845.0	12174.0
2532	1697.0	2644.0
23197	4139.0	4359.0
2531	5522.0	4265.0
2530	1314.0	1044.0
23198	4418.0	4657.0
345829	5.0	8.0
646759	0.0	1.0
646758	1.0	1.0
2539	2398.0	1897.0
2538	0.0	1.0
23190	9497.0	10456.0
25903	703.0	837.0
25902	475.0	695.0
25904	1214.0	1663.0
100129866	1.0	1.0
25907	2593.0	929.0
100130855	92.0	149.0
25906	1097.0	884.0
25909	3141.0	2661.0
100127206	0.0	1.0
100129867	7.0	2.0
2551	2600.0	2282.0
2550	2050.0	1944.0
25901	1525.0	1439.0
25900	1345.0	604.0
2548	9126.0	10018.0
223075	16.0	6.0
2547	19504.0	15938.0
100874409	1.0	0.0
100874408	0.0	0.0
2543	0.0	1.0
100379345	19.0	7.0
2542	1630.0	2067.0
100874403	0.0	0.0
100874402	2.0	1.0
100874401	1.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	1.0
100874405	0.0	0.0
2549	2602.0	1286.0
100874404	0.0	0.0
25914	523.0	612.0
100130848	0.0	0.0
25913	1394.0	1224.0
100129858	31.0	30.0
25915	4938.0	5523.0
25917	2484.0	2164.0
2562	608.0	925.0
2561	46.0	13.0
2560	2.0	3.0
25912	9607.0	11857.0
25911	695.0	814.0
2559	0.0	1.0
2558	5.0	2.0
2557	6.0	4.0
2556	35.0	1.0
2555	20.0	189.0
2554	18.0	1.0
2553	1990.0	2909.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	31.0	22.0
2572	0.0	0.0
2571	76.0	333.0
2570	7.0	10.0
2569	4.0	7.0
2568	2308.0	1590.0
2567	514.0	421.0
2566	0.0	1.0
2565	3.0	0.0
2564	274.0	1290.0
2563	15.0	16.0
100874425	0.0	0.0
100874424	0.0	1.0
100874423	0.0	0.0
100129842	295.0	570.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	12.0	1.0
100129836	2.0	2.0
100874410	1.0	0.0
286676	616.0	875.0
100130821	0.0	0.0
100130820	1.0	0.0
2584	838.0	747.0
2583	526.0	159.0
2582	892.0	812.0
2581	2369.0	2055.0
2580	4928.0	6430.0
100874419	0.0	0.0
100874414	2.0	1.0
100874413	0.0	0.0
100874412	0.0	1.0
100874411	0.0	0.0
100874418	0.0	1.0
223082	760.0	920.0
100874417	7.0	15.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	5.0	12.0
100874443	0.0	25.0
100874442	0.0	0.0
100129824	3.0	0.0
100874441	0.0	0.0
100874440	0.0	1.0
2595	1143.0	691.0
2593	2505.0	2446.0
100379300	0.0	1.0
2592	1361.0	1625.0
2591	1792.0	5106.0
441389	76.0	30.0
2590	4538.0	3294.0
441386	21.0	16.0
127617	0.0	1.0
2589	4548.0	4527.0
2588	1328.0	725.0
2587	358.0	26.0
441391	12.0	12.0
284018	621.0	621.0
2585	1006.0	919.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	43.0	56.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	4.0	4.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	1.0	0.0
100874431	1.0	2.0
100874430	0.0	0.0
100129813	2.0	1.0
441377	0.0	0.0
441376	78.0	8.0
441381	1.0	1.0
127602	178.0	350.0
2597	91687.0	88457.0
2596	36.0	31.0
100874436	0.0	0.0
284004	1133.0	2733.0
100874435	0.0	0.0
100874434	4.0	1.0
100874433	2.0	0.0
284001	1251.0	2822.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	8.0	9.0
100874464	0.0	0.0
100874462	0.0	0.0
100129801	2.0	1.0
100874469	0.0	0.0
100874468	1.0	0.0
100874467	2.0	1.0
100874466	13.0	1.0
100874450	0.0	0.0
50937	438.0	624.0
100874454	0.0	0.0
50939	30.0	31.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	0.0	1.0
50940	2074.0	1449.0
100874455	7.0	1.0
50943	96.0	359.0
