id	c2b14984-5f00-40a2-b977-990f30066906	a772773c-9c24-4eb0-bd27-70c8a72b2f51
107075314	0.0	0.0
107075315	0.0	0.0
121952	0.0	1.0
107075318	0.0	0.0
107075319	0.0	0.0
100130167	0.0	0.0
104355290	0.0	0.0
104355291	0.0	0.0
104355292	0.0	0.0
133957	2024.0	1210.0
104355293	0.0	0.0
104355294	0.0	0.0
104355295	348.0	332.0
104355296	0.0	0.0
100129174	0.0	0.0
104355297	1.0	0.0
100129179	0.0	1.0
100129176	0.0	0.0
100533483	0.0	0.0
348995	3161.0	2020.0
100130158	0.0	0.0
100130155	0.0	0.0
107075300	0.0	0.0
107075301	0.0	0.0
107075302	0.0	0.0
100129160	0.0	0.0
100129162	0.0	0.0
145942	1.0	0.0
145946	0.0	0.0
100129167	0.0	0.0
373863	0.0	0.0
373861	2.0	0.0
157922	1309.0	3203.0
348980	1.0	0.0
100533467	0.0	0.0
100130148	5.0	2.0
650808	15.0	2.0
157927	0.0	0.0
64506	142.0	47.0
107075310	85.0	99.0
107075311	0.0	0.0
107075312	0.0	0.0
107075313	0.0	0.0
107075303	0.0	3.0
107075304	0.0	0.0
107075305	0.0	0.0
107075306	0.0	0.0
107075308	0.0	0.0
107075309	0.0	0.0
145957	658.0	528.0
100130139	8.0	6.0
64518	5.0	0.0
101241891	0.0	0.0
100129143	0.0	0.0
101241892	11.0	28.0
101060684	32.0	120.0
106182118	0.0	3.0
121981	1.0	0.0
407738	237.0	44.0
100130119	0.0	0.0
100129128	18.0	0.0
100130117	0.0	1.0
647201	0.0	0.0
100130110	0.0	0.0
133923	15.0	41.0
202500	5.0	18.0
100129124	0.0	0.0
100129123	0.0	0.0
647215	1.0	0.0
100130109	7.0	11.0
100130108	1.0	0.0
100130106	0.0	1.0
100130105	0.0	0.0
102577424	5.0	0.0
102577425	0.0	0.0
348938	61.0	26.0
348932	0.0	0.0
131368	2.0	2.0
169981	312.0	245.0
170961	103.0	247.0
170960	984.0	1155.0
143341	18.0	9.0
100144748	137.0	159.0
100132766	0.0	0.0
348926	223.0	114.0
155340	0.0	0.0
131375	1.0	0.0
157983	145.0	3.0
131377	6.0	0.0
170959	1254.0	865.0
170958	1771.0	555.0
100132772	0.0	0.0
169966	9.0	13.0
170954	1538.0	1052.0
100132774	33.0	13.0
100132778	0.0	0.0
348910	0.0	0.0
101060691	514.0	481.0
143371	27.0	23.0
101241875	0.0	0.0
101241877	0.0	0.0
101241878	0.0	0.0
202559	4.0	0.0
143384	2900.0	3506.0
100132795	3.0	1.0
100132796	0.0	0.0
143379	213.0	2.0
503497	0.0	0.0
157956	59.0	4.0
442075	55.0	56.0
442078	2.0	2.0
145978	0.0	0.0
100423005	0.0	0.0
100423006	0.0	0.0
100423009	0.0	0.0
102467005	0.0	0.0
100423008	0.0	0.0
102467004	0.0	0.0
102467003	4.0	1.0
101926888	125.0	78.0
100130197	0.0	0.0
100130196	1.0	0.0
170949	0.0	0.0
100130192	1.0	1.0
100130190	1.0	0.0
145989	1.0	0.0
100423001	0.0	0.0
100423000	0.0	0.0
100423003	0.0	0.0
100423016	0.0	0.0
100423015	0.0	0.0
100423018	0.0	0.0
100423017	0.0	1.0
101926890	0.0	0.0
100423019	0.0	0.0
101926895	26.0	19.0
101926896	21.0	0.0
100130187	0.0	0.0
442097	10.0	4.0
442098	1.0	3.0
100129193	0.0	0.0
100129196	142.0	43.0
100129195	874.0	133.0
100129192	1.0	0.0
100423012	0.0	1.0
100423011	0.0	2.0
100423014	0.0	0.0
100129199	0.0	0.0
100423013	0.0	0.0
647187	0.0	0.0
6906	4.0	0.0
202134	101.0	63.0
6905	2233.0	1146.0
6908	1121.0	591.0
6907	3277.0	5656.0
6909	688.0	1066.0
6900	25.0	11.0
6902	8793.0	4569.0
6901	645.0	441.0
6904	3226.0	6654.0
6903	1773.0	772.0
253714	424.0	511.0
100288436	0.0	3.0
647195	0.0	0.0
100288432	102.0	22.0
6917	6162.0	3946.0
100462767	0.0	1.0
6916	1224.0	480.0
6919	2932.0	1606.0
6918	0.0	0.0
647190	3.0	0.0
100653489	0.0	2.0
6911	77.0	36.0
6910	313.0	351.0
6913	17.0	3.0
253724	22.0	27.0
6915	131.0	106.0
253725	1874.0	1869.0
100288428	95.0	4.0
100288425	0.0	0.0
100288420	0.0	0.0
6928	490.0	107.0
6927	5.0	2.0
6929	1360.0	3077.0
202151	2510.0	1755.0
6920	6703.0	8823.0
6922	43.0	14.0
6921	3769.0	2199.0
6924	3508.0	3966.0
6923	13665.0	6051.0
6926	13017.0	26387.0
100462732	0.0	0.0
6925	2029.0	2774.0
6940	579.0	285.0
100288413	110.0	129.0
6939	7.0	4.0
6938	5554.0	6029.0
6932	748.0	486.0
6935	2724.0	1221.0
6934	1669.0	1450.0
6936	1541.0	1783.0
100288405	0.0	0.0
100462790	0.0	0.0
6950	12709.0	12211.0
165055	260.0	254.0
6949	1214.0	2653.0
100462799	0.0	0.0
6942	1018.0	3156.0
100132601	2.0	1.0
100462792	0.0	0.0
6941	778.0	718.0
6944	3782.0	2350.0
100462794	72.0	69.0
6943	1190.0	1068.0
100462793	0.0	0.0
6945	4871.0	3277.0
192670	1284.0	1500.0
100462795	5.0	0.0
100132606	0.0	0.0
6948	1515.0	450.0
6947	63.0	10.0
100462797	0.0	1.0
6960	0.0	0.0
6962	7.0	1.0
4300	1340.0	2541.0
6961	0.0	0.0
6953	7.0	1.0
6954	5.0	0.0
6956	0.0	2.0
100132617	0.0	0.0
6959	0.0	0.0
100132618	4.0	0.0
253769	230.0	269.0
192683	941.0	1166.0
6958	0.0	0.0
100132619	0.0	0.0
107075180	0.0	0.0
6971	2.0	1.0
107075181	0.0	0.0
6970	0.0	1.0
107075182	0.0	0.0
6973	1.0	0.0
107075183	0.0	0.0
4311	19923.0	907.0
6972	11.0	16.0
107075184	0.0	0.0
107075185	0.0	0.0
107075186	0.0	0.0
107075187	0.0	1.0
107075188	0.0	0.0
107075189	0.0	0.0
165082	40.0	15.0
100144604	24.0	20.0
100144603	63.0	33.0
100144602	149.0	16.0
4301	5465.0	18562.0
253738	114.0	122.0
4302	3163.0	7522.0
4303	2348.0	2060.0
6966	5883.0	36444.0
100462772	13.0	4.0
6968	0.0	0.0
4306	810.0	793.0
6967	3288.0	12371.0
4308	0.0	0.0
6969	1.0	0.0
6980	45.0	4.0
107075190	0.0	1.0
107075191	0.0	0.0
6982	0.0	0.0
107075192	0.0	0.0
4320	226.0	22.0
6981	48.0	281.0
107075193	0.0	0.0
6984	47.0	59.0
107075194	0.0	0.0
4321	49.0	0.0
4322	5.0	0.0
6983	116.0	313.0
107075195	0.0	0.0
107075196	0.0	0.0
107075197	0.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	1.0	0.0
100462788	0.0	0.0
192666	37.0	0.0
100132630	0.0	0.0
192668	382.0	255.0
192669	978.0	1004.0
6975	0.0	2.0
153090	1696.0	2117.0
4312	173.0	12.0
4313	4889.0	4143.0
6974	34.0	1.0
4314	4.0	1.0
6977	44.0	8.0
6976	15.0	3.0
100462782	0.0	0.0
4316	7355.0	68.0
6979	8.0	7.0
100462785	0.0	0.0
4317	0.0	0.0
6978	84.0	51.0
4318	76.0	443.0
100462787	0.0	1.0
4319	129.0	90.0
100462786	0.0	0.0
6991	60.0	42.0
100616468	0.0	0.0
6990	3345.0	1534.0
647107	0.0	0.0
100616469	4.0	2.0
6993	9575.0	2910.0
4330	610.0	81.0
4331	1505.0	650.0
6992	5547.0	4638.0
107075160	0.0	0.0
100616467	0.0	1.0
4332	530.0	118.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	1.0	1.0
107075162	0.0	0.0
100616465	0.0	0.0
107075163	0.0	0.0
107075164	0.0	0.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	5.0	5.0
107075166	2.0	0.0
107075167	0.0	0.0
107075168	0.0	0.0
107075169	4.0	2.0
100873958	0.0	0.0
100873957	0.0	0.0
4323	5406.0	2696.0
6986	1.0	4.0
100873952	0.0	0.0
4324	450.0	534.0
6985	3.0	0.0
100873951	0.0	0.0
6988	10458.0	3509.0
4325	217.0	159.0
100873950	0.0	0.0
4326	104.0	40.0
6987	4.0	18.0
4327	131.0	226.0
100873956	4.0	9.0
100873955	18.0	0.0
4329	5962.0	12543.0
100873954	1.0	1.0
100873953	0.0	0.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	608.0	1016.0
4340	15.0	0.0
100616458	0.0	0.0
107075170	0.0	0.0
100616455	0.0	0.0
4342	0.0	0.0
107075171	0.0	0.0
100616456	0.0	0.0
4343	2318.0	3269.0
107075172	73.0	66.0
100616453	0.0	0.0
107075173	0.0	0.0
100616454	0.0	0.0
64689	3427.0	4325.0
107075174	1.0	0.0
100616451	0.0	0.0
107075175	0.0	0.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	0.0	0.0
100616450	0.0	0.0
107075178	0.0	0.0
107075179	0.0	0.0
650747	3.0	0.0
100873949	20.0	8.0
100873948	0.0	0.0
100873947	0.0	0.0
100873946	0.0	0.0
100873941	1.0	1.0
6997	6.0	2.0
4335	624.0	1740.0
6996	1110.0	684.0
100873940	1.0	0.0
6999	18.0	1.0
4336	0.0	0.0
4337	668.0	309.0
6998	0.0	0.0
4338	5753.0	2980.0
100873945	0.0	0.0
100873944	0.0	0.0
100873943	0.0	0.0
100873942	4.0	5.0
100616448	0.0	1.0
100616449	1.0	0.0
4350	4232.0	1460.0
100616446	0.0	1.0
4351	3701.0	3630.0
64693	0.0	1.0
100616447	0.0	0.0
4352	21.0	14.0
100873970	0.0	0.0
4353	20.0	6.0
647123	0.0	0.0
4354	2193.0	1476.0
4355	855.0	391.0
107075141	2964.0	4374.0
100616440	0.0	0.0
64699	85.0	8.0
107075142	0.0	0.0
100616441	0.0	0.0
107075143	1.0	1.0
647121	71.0	106.0
107075144	0.0	0.0
107075145	0.0	0.0
107075146	1.0	0.0
107075147	0.0	0.0
107075148	2.0	0.0
107075138	0.0	0.0
107075139	0.0	0.0
100873979	57.0	9.0
4345	1174.0	346.0
100873974	18.0	2.0
100873973	0.0	0.0
100873972	0.0	0.0
100873978	6.0	0.0
100873977	0.0	1.0
100873976	0.0	0.0
100873975	1.0	0.0
100616437	0.0	0.0
4360	323.0	241.0
100616438	0.0	0.0
4361	1767.0	1423.0
100616435	0.0	0.0
4362	0.0	0.0
100616436	0.0	0.0
4363	2284.0	5071.0
100616433	0.0	0.0
100616434	0.0	0.0
647135	60.0	114.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	0.0
100616432	0.0	0.0
107075152	0.0	0.0
107075153	0.0	1.0
100616430	1.0	0.0
107075154	0.0	0.0
107075155	0.0	0.0
107075156	0.0	0.0
107075157	2.0	0.0
107075158	0.0	2.0
107075159	0.0	0.0
107075149	0.0	0.0
100873969	1.0	208.0
100288493	0.0	0.0
253782	1558.0	2061.0
100653423	1.0	0.0
4356	253.0	149.0
100873963	0.0	0.0
4357	4798.0	3424.0
100873962	40.0	8.0
4358	3867.0	1837.0
4359	68.0	25.0
100873960	0.0	0.0
100873967	0.0	0.0
100873966	0.0	0.0
100873965	6.0	0.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	0.0	0.0
647144	0.0	0.0
100873991	0.0	2.0
650794	135.0	53.0
100873990	2.0	4.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	0.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	1.0	0.0
100288486	0.0	0.0
107075126	0.0	0.0
100288483	0.0	0.0
107075116	14.0	2.0
107075117	12.0	23.0
107075118	0.0	0.0
107075119	0.0	0.0
100873995	0.0	0.0
100873994	0.0	0.0
100873993	0.0	0.0
100873998	4.0	1.0
100873997	0.0	0.0
348567	1.0	0.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	0.0	0.0
647156	0.0	0.0
647158	0.0	0.0
100616498	0.0	0.0
107075130	7.0	6.0
100616495	0.0	0.0
107075131	0.0	3.0
107075132	0.0	0.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	0.0	0.0
107075134	0.0	0.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	106.0	1.0
107075137	0.0	0.0
100616490	0.0	1.0
107075127	0.0	0.0
107075128	0.0	0.0
107075129	0.0	0.0
100288470	0.0	0.0
100873985	90.0	23.0
100873984	0.0	0.0
100873983	0.0	0.0
100873982	0.0	0.0
100873989	0.0	0.0
100873988	0.0	0.0
100873987	0.0	0.0
100873986	0.0	0.0
647166	0.0	0.0
100616488	0.0	0.0
647167	40.0	16.0
100616489	0.0	0.0
100616486	0.0	0.0
647169	0.0	0.0
100616487	0.0	0.0
647162	0.0	2.0
100616484	0.0	0.0
100616485	0.0	0.0
100616482	0.0	0.0
107075100	0.0	0.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	0.0
107075102	0.0	0.0
100616481	0.0	0.0
100288463	0.0	0.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	0.0	0.0
647177	1.0	0.0
100616477	20.0	49.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	0.0	0.0
100616473	0.0	0.0
647174	8.0	4.0
100616474	0.0	0.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	1.0	0.0
107075111	0.0	0.0
107075112	0.0	0.0
107075113	0.0	1.0
100616470	0.0	0.0
107075114	3.0	1.0
107075115	2.0	1.0
107075105	0.0	0.0
100288451	1.0	1.0
107075108	6.0	2.0
107075109	0.0	0.0
348654	350.0	287.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	0.0	0.0
107075201	0.0	0.0
107075202	0.0	0.0
107075203	0.0	0.0
100129061	2.0	1.0
118672	381.0	192.0
100129060	13.0	23.0
118670	0.0	0.0
348645	19.0	12.0
100129067	2.0	3.0
64601	1999.0	2120.0
64600	25.0	12.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	1.0	1.0
107075212	2.0	0.0
107075213	0.0	0.0
100130042	0.0	0.0
107075214	0.0	1.0
107075204	0.0	2.0
118663	0.0	2.0
143630	8.0	10.0
107075205	0.0	0.0
100129050	1.0	0.0
107075206	0.0	0.0
107075207	0.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	0.0
131669	1.0	0.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	0.0
100130029	0.0	0.0
373509	4.0	0.0
100129031	0.0	0.0
100129032	46.0	65.0
100130017	0.0	1.0
100130015	51.0	11.0
100130014	0.0	1.0
131601	2895.0	2253.0
100129023	0.0	0.0
100130009	3.0	11.0
128025	9.0	1.0
64641	11.0	221.0
100130006	1.0	0.0
100616530	6.0	0.0
64645	6054.0	3616.0
116039	1644.0	1204.0
100130003	170.0	39.0
100130002	1.0	1.0
64648	0.0	0.0
131616	2714.0	1038.0
100129013	2.0	2.0
100129008	0.0	0.0
64651	2560.0	7343.0
100129007	0.0	0.0
100129009	2.0	0.0
116028	317.0	108.0
204801	13.0	0.0
100129004	3.0	0.0
100129005	0.0	0.0
64663	0.0	0.0
128077	2788.0	972.0
167681	119.0	36.0
100132641	0.0	0.0
100132645	1.0	0.0
116092	2212.0	820.0
116093	0.0	0.0
128061	806.0	327.0
100132656	2.0	1.0
116085	0.0	0.0
204851	2555.0	6192.0
116071	181.0	45.0
167691	619.0	337.0
116064	2835.0	6324.0
100132672	0.0	0.0
100132673	1.0	1.0
116068	2781.0	1647.0
100132677	8.0	1.0
100130099	0.0	0.0
100130097	4.0	14.0
143662	181.0	0.0
100132681	0.0	1.0
100132683	3.0	2.0
100130090	0.0	0.0
100130086	2.0	4.0
100129094	3.0	3.0
143678	1.0	11.0
100132699	0.0	0.0
100130079	49.0	27.0
100130074	0.0	1.0
143684	654.0	453.0
100129086	8.0	1.0
100129080	1.0	0.0
143689	114.0	36.0
143686	3175.0	3679.0
153020	1005.0	419.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	247.0	99.0
100130060	0.0	0.0
202243	4190.0	2313.0
100129074	0.0	0.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	8418.0	4190.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	1.0	0.0
647076	9.0	8.0
100462880	19.0	12.0
100462881	0.0	0.0
100462886	0.0	0.0
100288307	5.0	1.0
647085	0.0	1.0
100653396	0.0	0.0
647087	7229.0	3509.0
647081	1.0	0.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	2.0	2.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	288.0	101.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	0.0
100616390	0.0	0.0
100616391	0.0	0.0
100462866	0.0	0.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	11010.0	2420.0
202299	5.0	0.0
104355426	127.0	96.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	0.0	1.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	6.0	2.0
4430	2625.0	4703.0
100132501	5.0	5.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	485.0	571.0
346085	3.0	6.0
100132510	2.0	1.0
4435	987.0	547.0
4436	1579.0	1359.0
4437	1408.0	1326.0
4438	0.0	2.0
4439	22.0	32.0
253868	241.0	88.0
64793	370.0	366.0
100616347	0.0	0.0
64792	3801.0	1550.0
100616348	0.0	1.0
64795	3556.0	5221.0
64794	877.0	680.0
100616346	0.0	0.0
100616343	0.0	0.0
100616344	0.0	0.0
64799	147.0	129.0
100616341	0.0	0.0
64798	1355.0	993.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	36.0	105.0
103625683	0.0	0.0
100616336	0.0	0.0
103625684	0.0	0.0
100616337	0.0	0.0
103625681	36.0	74.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	217.0	51.0
100616327	0.0	0.0
100616328	0.0	0.0
650655	16.0	13.0
100616325	0.0	0.0
100616326	0.0	1.0
100616323	3.0	3.0
100616321	0.0	0.0
100616322	0.0	0.0
647000	1.0	1.0
100628307	0.0	0.0
100288380	0.0	1.0
86123	83.0	41.0
100616329	0.0	0.0
4481	1418.0	890.0
100616317	0.0	1.0
4482	1183.0	808.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	148.0	56.0
647013	0.0	0.0
100616313	0.0	0.0
4486	68.0	10.0
100616310	0.0	0.0
4487	75.0	83.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	1033806.0	13781.0
4478	10582.0	7295.0
4479	3.0	1.0
647009	107.0	81.0
100616318	2.0	38.0
100616319	0.0	0.0
4493	3438.0	316.0
4494	5749.0	1066.0
4495	15409.0	1724.0
100616389	0.0	0.0
647024	3046.0	6065.0
4496	328.0	554.0
100616387	0.0	0.0
4498	20.0	9.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	0.0	0.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	6.0	2.0
4490	18.0	3.0
100616380	0.0	0.0
4488	208.0	34.0
4489	70.0	70.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	118.0	18.0
100616374	0.0	1.0
100616375	0.0	0.0
647033	4.0	8.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	48.0	20.0
4499	3425.0	306.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	3.0	0.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	14.0	12.0
100288346	1.0	1.0
100616361	0.0	0.0
647044	0.0	0.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	1.0	0.0
118611	10.0	0.0
346007	44.0	43.0
100616358	0.0	0.0
100616359	0.0	0.0
100616356	0.0	0.0
100616354	0.0	1.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	0.0	0.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	15.0	37.0
647051	0.0	0.0
100288330	0.0	0.0
100303491	9.0	6.0
64711	6.0	7.0
64710	16917.0	21490.0
64714	13.0	14.0
64708	1806.0	1130.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	6676.0	6381.0
348761	0.0	6.0
100506084	36.0	16.0
64726	0.0	3.0
64725	0.0	1.0
64718	404.0	712.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	1.0	0.0
348751	182.0	215.0
131544	747.0	1415.0
64735	0.0	0.0
103283057	3.0	1.0
100533695	0.0	1.0
64744	2543.0	3262.0
64743	5266.0	4576.0
64746	4004.0	4033.0
64745	1385.0	530.0
64748	2336.0	5925.0
64747	4937.0	5590.0
348738	1.0	1.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	0.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	1.0
100616422	0.0	0.0
64750	2350.0	2682.0
100616423	0.0	0.0
100533676	1.0	4.0
64753	908.0	661.0
100616420	0.0	3.0
100616421	0.0	0.0
64755	3847.0	4431.0
64754	391.0	371.0
64757	5179.0	11777.0
100506050	0.0	0.0
64756	4079.0	3215.0
64759	1609.0	4465.0
100506054	568.0	197.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	0.0	0.0
100616429	0.0	0.0
100506049	0.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	1629.0	3151.0
100616413	0.0	0.0
100616414	0.0	1.0
100506046	64.0	35.0
64762	509.0	902.0
64761	1914.0	663.0
64764	3392.0	9942.0
64763	742.0	1225.0
100616410	0.0	1.0
64766	1380.0	774.0
64768	241.0	345.0
64769	12074.0	5096.0
100533682	0.0	2.0
100616417	2.0	4.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	5421.0	7134.0
100616402	0.0	0.0
64770	880.0	879.0
100616403	0.0	0.0
64773	1523.0	2337.0
100616400	0.0	0.0
64772	496.0	623.0
100616401	0.0	1.0
64777	2786.0	2354.0
64776	2445.0	882.0
64779	814.0	635.0
64778	2933.0	4582.0
100506080	48.0	11.0
88745	3000.0	1596.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	1345.0	2237.0
100533668	3.0	6.0
64782	875.0	1510.0
64781	1343.0	457.0
100506068	16.0	3.0
64784	1939.0	2664.0
100533664	3.0	5.0
64783	343.0	535.0
100533665	0.0	0.0
64786	6888.0	3557.0
100533666	0.0	0.0
64785	347.0	139.0
64788	1276.0	1794.0
64787	3088.0	3528.0
100506061	0.0	0.0
64789	498.0	161.0
100506060	20.0	17.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	3.0	0.0
100506013	473.0	8.0
100506012	177.0	67.0
167555	138.0	71.0
100132520	0.0	0.0
100132526	3.0	2.0
100132529	5.0	6.0
100533646	5.0	1.0
100506003	24.0	2.0
100533642	31.0	70.0
100506007	215.0	86.0
100506001	2.0	8.0
100506000	2.0	0.0
204962	109.0	14.0
100462800	0.0	0.0
100132534	0.0	0.0
100132537	3.0	0.0
100506035	19.0	8.0
202309	204.0	37.0
100506039	0.0	0.0
100506033	569.0	620.0
100533619	10.0	3.0
100132541	1.0	0.0
100533624	0.0	0.0
100506025	1.0	4.0
100506020	5.0	4.0
131566	2220.0	1497.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	322.0	387.0
100462832	0.0	0.0
100132562	1.0	0.0
100132565	0.0	1.0
100462838	0.0	1.0
100462830	0.0	0.0
131572	0.0	0.0
131578	0.0	1.0
100462843	2.0	0.0
131583	598.0	172.0
100462809	0.0	1.0
143570	506.0	651.0
100132580	14.0	4.0
100462811	0.0	1.0
100462810	0.0	1.0
100462813	2.0	7.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	30.0	0.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	0.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	2749.0	263.0
170689	55.0	80.0
170688	0.0	1.0
100462990	0.0	0.0
155061	857.0	1143.0
131096	43.0	139.0
155066	5842.0	7628.0
170680	1.0	0.0
100533800	8.0	1.0
169693	175.0	129.0
170679	41.0	9.0
100036567	0.0	0.0
155051	16.0	3.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	361.0	287.0
143098	2075.0	1424.0
4507	2073.0	1747.0
4508	113000.0	202722.0
4509	12641.0	22324.0
100462977	7.0	2.0
4500	772.0	78.0
4501	9650.0	2450.0
4502	13961.0	5295.0
4503	36.0	10.0
4504	55.0	3.0
4520	539.0	1175.0
4519	186291.0	245029.0
170690	12.0	18.0
4511	60.0	18.0
4512	427366.0	762895.0
100462981	2.0	1.0
4513	175028.0	216149.0
4514	235236.0	266250.0
100462983	5.0	2.0
4515	97.0	75.0
170692	178.0	1.0
100462985	0.0	0.0
170691	53.0	70.0
253512	3309.0	2920.0
4521	576.0	426.0
4522	3134.0	3881.0
157680	1493.0	4019.0
4523	29.0	20.0
4524	739.0	4502.0
4528	2505.0	1525.0
155006	62.0	0.0
4540	123737.0	194425.0
4541	54534.0	64090.0
157667	2.0	0.0
4542	378.0	472.0
4534	1103.0	1015.0
4535	109757.0	123275.0
4536	99196.0	78835.0
4537	79503.0	74328.0
4538	274147.0	523913.0
4539	19267.0	34957.0
157697	351.0	639.0
4550	327730.0	317713.0
155038	291.0	360.0
4552	2585.0	1407.0
4553	0.0	0.0
4543	2.0	0.0
4544	0.0	0.0
4547	93.0	36.0
100036575	0.0	2.0
4548	1601.0	2204.0
100036574	0.0	0.0
4549	43435.0	34721.0
131076	766.0	364.0
4563	0.0	0.0
4564	0.0	0.0
4555	0.0	0.0
4556	0.0	0.0
4558	8.0	8.0
157695	1892.0	3023.0
157693	6.0	3.0
4570	0.0	0.0
348378	25.0	9.0
4571	3894.0	1466.0
4572	0.0	0.0
4573	1.0	0.0
4574	0.0	0.0
4575	0.0	0.0
100288287	0.0	0.0
100288283	0.0	2.0
4565	0.0	0.0
4566	0.0	0.0
4567	1.0	0.0
4568	0.0	0.0
253559	335.0	837.0
4569	0.0	0.0
253558	1463.0	1433.0
4580	1222.0	679.0
4581	55.0	94.0
4582	434.0	155.0
4583	12.0	26.0
4584	1561.0	23.0
4585	131.0	16.0
4586	6.0	2.0
4576	1.0	1.0
4577	1.0	0.0
4578	0.0	0.0
4579	64.0	21.0
4591	2357.0	2465.0
4593	4.0	2.0
4594	5412.0	4201.0
4595	870.0	410.0
4597	1748.0	1582.0
100288264	0.0	0.0
4588	42.0	7.0
4589	1.0	10.0
100288252	8.0	2.0
4598	1811.0	872.0
4599	1518.0	762.0
100288248	0.0	0.0
650560	0.0	0.0
348327	454.0	106.0
100288235	0.0	0.0
100288227	0.0	0.0
253582	0.0	0.0
100288222	1.0	0.0
64834	9531.0	5493.0
64838	1998.0	98.0
64837	1657.0	5388.0
100132487	0.0	0.0
64841	4206.0	2841.0
64840	497.0	285.0
64843	151.0	23.0
64844	6921.0	4201.0
64847	4243.0	3740.0
64849	1367.0	5538.0
