id	b7aa2312-9946-4dc5-a844-7e1cf249e284	edc8824b-e337-47be-8f6e-9a7516e69df0
106479106	0.0	0.0
106479105	29.0	4.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	2.0	4.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	12.0	15.0
646839	1.0	0.0
50626	3570.0	2739.0
646837	83.0	101.0
50628	1243.0	861.0
646851	107.0	26.0
260332	0.0	0.0
23089	470.0	79.0
260334	1.0	1.0
260337	0.0	0.0
260338	0.0	0.0
23081	887.0	518.0
23082	1411.0	923.0
100272228	93.0	64.0
23085	1874.0	930.0
23086	389.0	319.0
23087	794.0	559.0
50631	37.0	25.0
50632	28.0	8.0
646849	0.0	0.0
23080	2837.0	2199.0
50636	1515.0	2303.0
50639	0.0	0.0
729830	331.0	162.0
644202	7.0	9.0
646864	0.0	0.0
646862	5.0	3.0
729838	2.0	5.0
23092	1720.0	1019.0
23093	981.0	436.0
23094	6454.0	3661.0
23095	4690.0	2501.0
23096	1154.0	859.0
23097	6282.0	2979.0
729828	0.0	2.0
23098	672.0	235.0
50640	2832.0	1676.0
23099	782.0	510.0
730811	1.0	0.0
23090	351.0	107.0
23091	5082.0	3183.0
11081	0.0	0.0
50649	400.0	250.0
11080	1087.0	360.0
11083	3572.0	2251.0
729862	0.0	0.0
11082	267.0	399.0
11085	0.0	0.0
644213	1.0	0.0
100286844	48.0	19.0
646875	2.0	1.0
644214	1.0	1.0
11086	0.0	2.0
646873	0.0	0.0
23067	2051.0	1543.0
23060	3171.0	1679.0
23061	5896.0	3867.0
23062	2544.0	2093.0
23063	2525.0	1958.0
23064	3439.0	2248.0
23065	2854.0	1870.0
50651	1071.0	852.0
100272205	19.0	2.0
23066	191.0	63.0
50650	2186.0	794.0
50652	84.0	59.0
11092	314.0	279.0
644220	1.0	4.0
11091	1711.0	1229.0
11094	3020.0	1970.0
729852	1666.0	1244.0
11093	164.0	128.0
11096	320.0	140.0
11095	172.0	36.0
11098	2764.0	2192.0
11097	1376.0	863.0
646884	1.0	3.0
23078	1491.0	1083.0
729857	43.0	18.0
23070	1563.0	1206.0
23071	8085.0	6807.0
23072	43.0	5.0
164380	0.0	0.0
23074	1521.0	679.0
23075	1324.0	813.0
23076	1405.0	899.0
23077	1630.0	555.0
11099	2085.0	1216.0
646879	0.0	0.0
644218	0.0	0.0
646877	0.0	0.0
100130972	1.0	0.0
100379220	48.0	48.0
100130970	0.0	0.0
284339	100.0	52.0
284338	49.0	31.0
100129983	0.0	0.0
100129982	2.0	17.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	2.0	0.0
100130967	22.0	16.0
100129976	4.0	0.0
100130963	0.0	1.0
100130962	0.0	1.0
284325	950.0	694.0
100129972	0.0	0.0
284323	763.0	378.0
100129969	0.0	0.0
100130958	99.0	160.0
693187	0.0	0.0
693188	0.0	0.0
693189	0.0	0.0
100130954	0.0	0.0
2444	491.0	230.0
100379249	1.0	0.0
693190	0.0	0.0
100129961	58.0	72.0
284312	87.0	74.0
693191	0.0	0.0
100129960	0.0	0.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	1.0
693177	0.0	0.0
693178	0.0	0.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	1502.0	757.0
284307	37.0	64.0
284306	294.0	211.0
693180	0.0	0.0
693181	0.0	0.0
693182	0.0	0.0
693183	0.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	1.0
284382	0.0	1.0
100130935	0.0	0.0
100130934	121.0	16.0
100130933	12.0	5.0
100130932	0.0	4.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	1.0	3.0
284371	761.0	302.0
284370	2861.0	1277.0
100130923	0.0	0.0
100130922	0.0	0.0
100129937	0.0	0.0
100129933	1.0	1.0
2483	921.0	736.0
284369	0.0	0.0
2475	3493.0	1924.0
284367	12.0	4.0
284366	0.0	0.0
284361	13976.0	9473.0
50801	0.0	0.0
50804	3139.0	1436.0
50805	1285.0	944.0
100129926	2.0	16.0
50808	5483.0	2530.0
100129921	0.0	1.0
50807	927.0	473.0
100129920	2.0	1.0
50809	8262.0	3335.0
2496	0.0	1.0
2495	9514.0	3112.0
2494	152.0	115.0
2492	0.0	0.0
100129929	0.0	0.0
2491	59.0	6.0
2488	1.0	0.0
2487	604.0	751.0
284359	9.0	6.0
284358	63.0	20.0
284355	0.0	1.0
284353	18.0	19.0
284352	1543.0	1358.0
50813	3982.0	2698.0
50814	874.0	727.0
100129919	0.0	0.0
284349	225.0	145.0
2499	2.0	4.0
284348	49.0	54.0
2498	17.0	13.0
2497	11.0	8.0
284346	60.0	44.0
284340	5.0	9.0
23207	2716.0	2157.0
693121	0.0	0.0
100093625	0.0	0.0
23208	342.0	121.0
693122	1.0	0.0
100093626	0.0	0.0
23209	370.0	228.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	8.0	5.0
693126	0.0	0.0
693127	0.0	0.0
693128	0.0	0.0
25862	356.0	163.0
693129	1.0	1.0
23200	9340.0	4209.0
25861	1157.0	546.0
644191	6.0	13.0
23201	4819.0	2695.0
25864	959.0	1210.0
23203	2464.0	1928.0
25865	4225.0	2504.0
23204	18237.0	12820.0
23205	19.0	11.0
644192	35.0	26.0
11228	2492.0	1252.0
84166	196.0	290.0
11221	1258.0	193.0
84168	5181.0	922.0
11223	80.0	18.0
100093630	3109.0	3537.0
84167	567.0	372.0
11222	5971.0	5028.0
100093631	347.0	114.0
84162	2714.0	1198.0
11224	31589.0	53963.0
84164	2666.0	3440.0
11227	45.0	9.0
11226	35.0	38.0
84163	187.0	138.0
23218	1672.0	882.0
23219	6290.0	3132.0
402093	0.0	2.0
100862704	11.0	5.0
11230	3792.0	3516.0
23210	1844.0	702.0
25873	26584.0	44432.0
100379298	0.0	0.0
23211	2659.0	2217.0
25875	2758.0	2504.0
23212	1439.0	1397.0
23213	2137.0	699.0
25874	21116.0	33226.0
23214	7004.0	9105.0
25876	23.0	9.0
23215	9467.0	7965.0
23216	2890.0	1285.0
25879	2319.0	1253.0
100379296	0.0	0.0
25878	544.0	458.0
23217	3.0	1.0
84159	7804.0	4447.0
25871	2006.0	1036.0
25870	5449.0	2205.0
142940	1704.0	796.0
11232	276.0	135.0
11231	6710.0	3880.0
84154	1555.0	1138.0
11234	1005.0	717.0
11236	1569.0	1465.0
11235	1193.0	627.0
11238	1214.0	638.0
84153	2848.0	2862.0
11237	2584.0	1743.0
84152	16953.0	24556.0
693120	0.0	0.0
100093624	0.0	0.0
166929	888.0	565.0
25847	3952.0	3517.0
84182	219.0	164.0
84181	5581.0	2743.0
25849	5611.0	2950.0
25840	1851.0	677.0
25842	857.0	723.0
25841	358.0	178.0
25844	10555.0	6785.0
25843	3250.0	1947.0
11209	83.0	94.0
84188	3863.0	1837.0
84187	4173.0	1594.0
11201	2208.0	1369.0
11200	236.0	138.0
84189	219.0	76.0
11202	0.0	1.0
84186	1334.0	915.0
25859	13255.0	25451.0
25858	3.0	0.0
84171	1793.0	599.0
284391	2120.0	986.0
284390	81.0	79.0
100862726	0.0	0.0
100862727	0.0	0.0
100862728	0.0	0.0
25851	4225.0	4774.0
25850	408.0	234.0
25853	3922.0	2395.0
25852	2240.0	1168.0
100862725	0.0	0.0
25855	1912.0	2113.0
25854	795.0	372.0
402077	0.0	1.0
11218	812.0	591.0
11217	4.0	1.0
11219	15.0	10.0
139324	197.0	66.0
84176	2.0	3.0
11212	3312.0	2421.0
139322	1765.0	832.0
84179	98.0	83.0
11211	155.0	99.0
84173	813.0	703.0
11214	3283.0	1923.0
11213	323.0	220.0
84172	1069.0	595.0
284385	325.0	307.0
11216	1141.0	662.0
11215	3593.0	1544.0
84174	72.0	86.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	2526.0	1732.0
693166	2.0	4.0
25828	4095.0	3857.0
693167	3.0	3.0
25827	799.0	376.0
693168	0.0	0.0
693169	0.0	0.0
25829	2228.0	1322.0
441669	0.0	0.0
392214	1.0	6.0
25820	4792.0	2285.0
127343	3.0	1.0
25822	1510.0	498.0
25821	897.0	594.0
25824	7511.0	9425.0
441662	0.0	0.0
106479099	0.0	0.0
25823	36.0	29.0
106479098	0.0	0.0
106480097	0.0	0.0
106479097	0.0	1.0
115361	201.0	398.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1589.0	1008.0
115362	35.0	54.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	1.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	1.0
414059	0.0	3.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	0.0	0.0
693174	2.0	0.0
693175	0.0	0.0
106480094	0.0	0.0
84191	5649.0	5183.0
25837	1903.0	1727.0
693154	0.0	0.0
84190	286.0	270.0
25836	3867.0	2838.0
693155	23.0	13.0
25839	1263.0	854.0
84193	5684.0	3995.0
693156	0.0	0.0
693157	0.0	0.0
693158	0.0	0.0
693159	0.0	0.0
392225	0.0	0.0
25831	5671.0	3751.0
25830	17.0	2.0
441654	0.0	0.0
25833	75.0	25.0
100379250	0.0	0.0
106479089	3.0	1.0
25832	654.0	370.0
106479088	0.0	0.0
25834	23.0	17.0
106479087	1.0	0.0
100379251	27.0	36.0
106479086	0.0	0.0
115350	14.0	2.0
106479085	0.0	0.0
414061	12.0	8.0
106479084	0.0	0.0
115352	11.0	5.0
106479083	0.0	0.0
414062	25.0	31.0
115353	2153.0	961.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	1.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	47.0	13.0
693163	1.0	0.0
84196	2496.0	1701.0
693164	0.0	0.0
25804	3676.0	2929.0
693143	0.0	0.0
25803	24008.0	23139.0
693144	4.0	0.0
25806	162.0	94.0
25805	3443.0	187.0
693146	15.0	12.0
693147	0.0	0.0
25807	1040.0	1479.0
693148	2.0	0.0
693149	0.0	0.0
100130996	0.0	0.0
25809	363.0	231.0
100130995	1.0	0.0
100379287	0.0	0.0
100130994	0.0	0.0
441687	4.0	1.0
25800	35422.0	13998.0
25802	10013.0	2018.0
25801	1174.0	762.0
154907	0.0	0.0
106480075	0.0	0.0
106480074	0.0	0.0
106480077	2.0	0.0
106480076	0.0	0.0
106480079	0.0	0.0
106480078	0.0	0.0
142910	6.0	8.0
106480071	0.0	0.0
100380272	0.0	2.0
693151	0.0	0.0
142913	28.0	7.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	1.0	0.0
693153	59.0	6.0
106480072	0.0	0.0
693132	0.0	0.0
25814	3540.0	2125.0
693133	0.0	0.0
693134	0.0	0.0
25817	1077.0	652.0
25816	1502.0	1029.0
100130988	0.0	0.0
693135	0.0	1.0
25819	143.0	53.0
693136	0.0	0.0
100129998	2.0	2.0
130940	51.0	12.0
25818	2.0	5.0
693137	0.0	0.0
693138	0.0	0.0
693139	0.0	0.0
100130980	12.0	26.0
25813	1561.0	814.0
392209	3.0	1.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	17.0	5.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	4.0	1.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	0.0	0.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	0.0
11180	5372.0	3226.0
154881	655.0	301.0
11182	181.0	104.0
11181	2.0	0.0
646770	2.0	0.0
11184	63.0	67.0
392133	0.0	0.0
11183	2541.0	1207.0
392132	0.0	0.0
11186	1233.0	834.0
139249	0.0	3.0
11185	847.0	448.0
23166	649.0	981.0
23167	5028.0	4159.0
106480049	0.0	0.0
23168	3986.0	4775.0
106479059	1.0	1.0
23169	635.0	596.0
166863	2.0	1.0
392138	1.0	0.0
106479058	1.0	3.0
729920	248.0	154.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	2331.0	1381.0
106479054	0.0	0.0
142891	2184.0	1044.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	1.0
23160	2235.0	1252.0
106480055	0.0	0.0
106479051	2.0	0.0
23161	2553.0	1883.0
115286	548.0	278.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	2064.0	1070.0
106480057	0.0	0.0
23163	838.0	464.0
106480056	0.0	0.0
152217	655.0	741.0
23164	4223.0	2147.0
106480059	0.0	0.0
23165	1684.0	690.0
106480058	0.0	0.0
11188	5240.0	3640.0
11187	2618.0	2282.0
11189	59.0	3.0
106480051	0.0	0.0
644109	0.0	1.0
106480050	0.0	0.0
646784	1.0	17.0
11191	107.0	49.0
392140	1.0	1.0
11190	1117.0	571.0
404672	2357.0	2593.0
11193	1181.0	769.0
154872	0.0	0.0
11194	1264.0	1655.0
11197	8.0	5.0
11196	3866.0	2697.0
23177	784.0	368.0
402016	1.0	1.0
23178	374.0	404.0
106479049	0.0	0.0
23179	537.0	267.0
106479048	0.0	0.0
127255	27.0	16.0
106479047	0.0	0.0
127254	1.0	0.0
106479046	0.0	0.0
646780	5.0	2.0
127253	1229.0	837.0
106479045	0.0	0.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	17.0	12.0
23170	3379.0	2082.0
115273	65.0	11.0
106480063	0.0	0.0
729909	2.0	14.0
106479041	0.0	0.0
23171	3078.0	1493.0
106479040	0.0	0.0
106480066	2.0	1.0
23172	1105.0	804.0
106480065	0.0	0.0
23173	3086.0	1574.0
106480068	0.0	0.0
23174	984.0	556.0
106480067	0.0	0.0
23175	938.0	462.0
23176	1552.0	836.0
106480069	0.0	0.0
11199	2.0	1.0
11198	4440.0	3273.0
106480060	0.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	5008.0	3596.0
644131	72.0	22.0
404663	0.0	0.0
11162	57.0	28.0
646799	2.0	0.0
11161	4390.0	4498.0
404665	7.0	5.0
11164	2510.0	1923.0
11163	5405.0	2095.0
23144	1606.0	1238.0
127247	0.0	0.0
106480028	0.0	0.0
23145	335.0	235.0
106480027	1.0	0.0
106480029	1.0	0.0
23148	157.0	60.0
106479079	0.0	0.0
646791	3.0	2.0
23149	9.0	22.0
441641	5.0	8.0
106479078	0.0	0.0
106479077	0.0	3.0
106479076	0.0	0.0
84108	320.0	210.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	0.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	0.0	0.0
84109	0.0	1.0
106480032	0.0	0.0
106479072	1.0	0.0
23140	2302.0	1531.0
115265	30.0	37.0
106480035	0.0	0.0
106479071	2.0	0.0
84103	0.0	0.0
23141	1691.0	1010.0
106480034	1.0	0.0
106479070	0.0	0.0
23142	1115.0	484.0
84106	11.0	20.0
106480037	0.0	0.0
84105	380.0	248.0
23143	2582.0	993.0
106480036	0.0	0.0
84100	325.0	129.0
11166	353.0	97.0
140258	3.0	4.0
644129	0.0	1.0
11165	1138.0	1125.0
84102	606.0	281.0
11168	3814.0	1963.0
84101	36.0	16.0
11167	41699.0	26082.0
644128	40.0	32.0
11169	221.0	66.0
11171	6463.0	3460.0
11170	2798.0	1730.0
11173	64.0	45.0
441639	0.0	0.0
11172	0.0	0.0
343296	0.0	1.0
11174	20.0	13.0
644146	4.0	8.0
23155	1485.0	821.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	1032.0	1047.0
23158	2770.0	1457.0
106479069	1.0	0.0
441631	264.0	51.0
106479068	1.0	0.0
106479067	0.0	2.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	1.0
106480044	0.0	0.0
23150	1464.0	1280.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	1363.0	644.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	1904.0	1035.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	1786.0	926.0
106480047	0.0	0.0
11177	3044.0	2998.0
11176	5883.0	3611.0
11179	1145.0	673.0
644138	1.0	2.0
11178	254.0	349.0
644139	0.0	2.0
139285	181.0	92.0
106480040	0.0	0.0
103695364	0.0	1.0
103695363	0.0	0.0
644153	0.0	0.0
11140	6942.0	5454.0
644159	1.0	0.0
103695365	2.0	0.0
11142	3241.0	1853.0
166824	827.0	207.0
106479019	0.0	0.0
11141	285.0	213.0
130872	2026.0	1012.0
106479018	0.0	0.0
644157	24.0	13.0
23122	2313.0	1374.0
106480006	0.0	0.0
106479017	0.0	3.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	1.0	0.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	23.0	9.0
23125	3818.0	1894.0
106480007	0.0	0.0
25786	40.0	107.0
106479014	0.0	0.0
25789	874.0	221.0
644150	646.0	246.0
23126	8500.0	5366.0
106479013	2.0	0.0
25788	88.0	39.0
23127	165.0	35.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	1000.0	1301.0
106479010	0.0	0.0
84129	23.0	6.0
106480011	6.0	2.0
106480010	0.0	0.0
84126	0.0	0.0
106480013	0.0	0.0
84125	194.0	197.0
25780	233.0	159.0
106480012	0.0	0.0
84128	2025.0	1731.0
23120	4.0	2.0
106480015	0.0	0.0
25782	4254.0	2967.0
106480014	0.0	0.0
11144	13.0	5.0
11143	2771.0	1454.0
139212	0.0	0.0
84124	1081.0	781.0
11146	643.0	395.0
11145	618.0	861.0
11148	2.0	9.0
86781	88.0	100.0
11147	505.0	429.0
11149	541.0	99.0
392181	0.0	4.0
127294	5.0	10.0
644165	22.0	15.0
11151	221.0	264.0
166815	281.0	203.0
392188	0.0	0.0
106479009	0.0	0.0
11153	1058.0	1495.0
106479008	0.0	0.0
644168	0.0	0.0
11152	2735.0	2230.0
106479007	0.0	0.0
25796	2712.0	2777.0
130888	347.0	157.0
23133	3879.0	1875.0
106479006	0.0	0.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	4102.0	1454.0
25798	5668.0	5899.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	473.0	238.0
25797	2844.0	466.0
106479003	0.0	0.0
106480018	0.0	0.0
23137	1741.0	795.0
106479002	0.0	0.0
25799	463.0	289.0
402055	410.0	199.0
23138	54.0	57.0
106479001	0.0	1.0
23139	3302.0	2260.0
106479000	0.0	0.0
644160	1.0	0.0
106480020	0.0	0.0
25790	87.0	5.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	3096.0	2073.0
106480024	0.0	0.0
25791	59.0	61.0
23130	1248.0	911.0
106480023	0.0	0.0
23131	1500.0	574.0
25794	28.0	21.0
106480026	0.0	2.0
25793	3818.0	2456.0
23132	1584.0	1033.0
106480025	0.0	0.0
11155	1317.0	213.0
11154	576.0	396.0
11157	766.0	535.0
11156	4210.0	2706.0
11159	442.0	273.0
139221	375.0	41.0
11158	829.0	504.0
392193	1.0	1.0
23108	2216.0	979.0
23109	20.0	4.0
127281	2002.0	1516.0
441608	0.0	0.0
154860	2.0	4.0
11120	963.0	342.0
343263	1.0	0.0
154865	53.0	29.0
25763	0.0	0.0
106479039	0.0	0.0
23101	84.0	36.0
106479038	8.0	1.0
23102	1203.0	712.0
106479037	4.0	3.0
25764	116.0	120.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	72.0	61.0
25766	289.0	75.0
106479034	1.0	0.0
25769	42.0	4.0
106479033	0.0	0.0
23107	4369.0	2603.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1625.0	1388.0
106479030	0.0	0.0
84148	2505.0	2234.0
84144	228.0	124.0
11122	6184.0	2457.0
84146	3098.0	2212.0
11124	2662.0	1610.0
11123	3149.0	2715.0
11126	4.0	7.0
84140	395.0	156.0
11128	885.0	841.0
84142	201.0	150.0
84141	8.0	20.0
139231	5115.0	3152.0
11127	1393.0	556.0
23119	169.0	128.0
644186	17.0	11.0
11131	10.0	12.0
11130	547.0	134.0
106479029	1.0	0.0
23111	3029.0	1127.0
106479028	0.0	0.0
25774	0.0	0.0
23112	3037.0	1754.0
106479027	0.0	0.0
25776	2946.0	2618.0
23113	1166.0	678.0
106479026	0.0	0.0
25775	7.0	5.0
23114	1726.0	429.0
106479025	0.0	0.0
25778	1617.0	968.0
106479024	0.0	0.0
25777	3212.0	2190.0
23116	926.0	502.0
106479023	2.0	0.0
23117	72.0	40.0
106479022	0.0	0.0
23118	8614.0	4044.0
106479021	0.0	0.0
115294	7602.0	5488.0
106479020	1.0	0.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	62.0	13.0
106480004	0.0	0.0
25771	665.0	385.0
84138	123.0	50.0
106480003	0.0	1.0
11133	261.0	184.0
84133	1.0	1.0
84132	862.0	418.0
11132	1318.0	1023.0
11135	1464.0	697.0
84135	756.0	584.0
84134	518.0	247.0
11137	2008.0	1181.0
115290	298.0	110.0
11136	19.0	18.0
84131	1421.0	863.0
11138	6631.0	5161.0
730993	1.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	1.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	53.0	10.0
729993	18.0	1.0
50717	4566.0	3562.0
102465257	4.0	1.0
102465256	0.0	0.0
102465255	0.0	0.0
729991	974.0	888.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	1.0	0.0
100884155	1.0	2.0
102465252	0.0	0.0
730978	0.0	0.0
102465251	0.0	0.0
102465250	2.0	0.0
730974	0.0	0.0
392194	0.0	0.0
392197	0.0	0.0
646702	0.0	0.0
646701	0.0	0.0
646721	4.0	3.0
729962	0.0	1.0
729967	1022.0	1018.0
2504	2.0	3.0
2503	12.0	6.0
284418	0.0	0.0
2502	10.0	12.0
284417	5.0	4.0
2501	14.0	18.0
2500	22.0	26.0
284415	0.0	1.0
404635	1.0	1.0
619190	3.0	0.0
404636	669.0	500.0
2509	4.0	5.0
646723	3.0	3.0
2508	16.0	15.0
2507	4.0	0.0
619189	0.0	0.0
164237	0.0	0.0
729956	0.0	1.0
140290	56.0	56.0
729952	2.0	0.0
2515	32.0	55.0
284408	226.0	161.0
2512	62070.0	63184.0
284406	371.0	370.0
2510	0.0	1.0
284403	68.0	29.0
284402	24.0	26.0
2519	3563.0	2892.0
2518	0.0	0.0
2517	3951.0	4030.0
2516	0.0	0.0
646755	6.0	0.0
646754	0.0	0.0
646753	2.0	3.0
260434	2.0	0.0
23189	2742.0	1465.0
260436	1.0	0.0
23180	559.0	490.0
2526	269.0	175.0
23181	3935.0	2222.0
2525	87.0	6.0
2524	70.0	25.0
2523	329.0	228.0
23184	4428.0	3874.0
2521	11445.0	7211.0
23185	4380.0	3710.0
23186	1866.0	903.0
2520	0.0	0.0
23187	1163.0	496.0
2529	3.0	1.0
2528	4.0	2.0
2527	0.0	0.0
152273	268.0	257.0
644100	0.0	0.0
646766	4.0	38.0
644101	3.0	1.0
23199	4455.0	2087.0
260425	1045.0	461.0
729974	0.0	0.0
260429	0.0	0.0
2537	4113.0	3700.0
23191	9799.0	7192.0
23192	2081.0	1804.0
23193	25689.0	21309.0
2535	44.0	28.0
2534	602.0	659.0
23194	1471.0	504.0
2533	188.0	173.0
23195	737.0	425.0
23196	16323.0	11034.0
2532	362.0	1483.0
23197	4725.0	3811.0
2531	2834.0	2116.0
2530	816.0	482.0
23198	4233.0	2168.0
345829	5.0	3.0
646759	14.0	1.0
646758	1.0	0.0
2539	1304.0	1192.0
2538	1.0	1.0
23190	9000.0	6921.0
25903	417.0	197.0
25902	589.0	183.0
25904	1240.0	1009.0
100129866	0.0	1.0
25907	3198.0	417.0
100130855	163.0	94.0
25906	878.0	548.0
25909	3897.0	2566.0
100127206	0.0	1.0
100129867	0.0	4.0
2551	2451.0	1378.0
2550	2946.0	1245.0
25901	1272.0	924.0
25900	188.0	102.0
2548	5162.0	4226.0
223075	2.0	2.0
2547	14400.0	10749.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	0.0	1.0
2542	1417.0	1113.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	1652.0	896.0
100874404	0.0	0.0
25914	166.0	110.0
100130848	0.0	0.0
25913	990.0	411.0
100129858	22.0	31.0
25915	5168.0	8275.0
25917	2001.0	1384.0
2562	2558.0	1363.0
2561	16.0	56.0
2560	0.0	0.0
25912	20862.0	14575.0
25911	1008.0	788.0
2559	0.0	0.0
2558	29.0	20.0
2557	0.0	1.0
2556	3.0	0.0
2555	468.0	121.0
2554	5.0	6.0
2553	3335.0	2323.0
100129853	2.0	1.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	8.0	4.0
2572	0.0	0.0
2571	34.0	9.0
2570	3.0	0.0
2569	4.0	3.0
2568	7.0	3.0
2567	1420.0	1231.0
2566	1.0	0.0
2565	0.0	0.0
2564	190.0	74.0
2563	41.0	169.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	432.0	123.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	2.0	0.0
100129836	0.0	0.0
100874410	0.0	0.0
286676	807.0	468.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	406.0	466.0
2583	190.0	80.0
2582	1236.0	1330.0
2581	2145.0	1531.0
2580	3841.0	2824.0
100874419	0.0	0.0
100874414	0.0	1.0
100874413	1.0	3.0
100874412	1.0	0.0
100874411	0.0	0.0
100874418	7.0	10.0
223082	2901.0	2563.0
100874417	8.0	4.0
100874416	3.0	0.0
100874415	0.0	0.0
100129827	36.0	33.0
100874443	0.0	0.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	0.0
100874440	0.0	0.0
2595	540.0	308.0
2593	2171.0	2966.0
100379300	0.0	0.0
2592	1178.0	839.0
2591	11969.0	6689.0
441389	31.0	12.0
2590	4109.0	2600.0
441386	3.0	24.0
127617	0.0	0.0
2589	6909.0	4399.0
2588	541.0	307.0
2587	207.0	23.0
441391	7.0	4.0
284018	840.0	849.0
2585	716.0	254.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	52.0	44.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	2.0	1.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	0.0	0.0
100874430	0.0	0.0
100129813	0.0	1.0
441377	1.0	3.0
441376	10.0	3.0
441381	0.0	0.0
127602	824.0	389.0
2597	119651.0	72431.0
2596	7.0	11.0
100874436	0.0	0.0
284004	822.0	901.0
100874435	0.0	0.0
100874434	7.0	4.0
100874433	0.0	0.0
284001	2316.0	3023.0
100874439	1.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	7.0	0.0
100874464	0.0	0.0
100874462	0.0	0.0
100129801	0.0	8.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	3.0	0.0
100874466	40.0	0.0
100874450	0.0	0.0
50937	679.0	353.0
100874454	0.0	0.0
50939	3.0	14.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
