id	7985247f-9162-420b-b09c-55c977985b1e	aa09a5af-44cc-4f04-9ad9-d3b0a8b6aafc
84249	51.0	4.0
23241	5138.0	3532.0
23242	4302.0	3671.0
84248	3022.0	2789.0
84243	1893.0	2408.0
11264	2118.0	2067.0
84245	1688.0	1575.0
11267	2419.0	2579.0
11266	557.0	498.0
11269	935.0	547.0
84240	998.0	1332.0
11270	504.0	294.0
644042	0.0	0.0
11272	329.0	13904.0
11274	296.0	397.0
11273	6327.0	6306.0
23254	1043.0	436.0
23255	477.0	525.0
23256	2306.0	4021.0
23258	3622.0	2569.0
23259	2582.0	1919.0
644041	0.0	0.0
84239	9.0	9.0
23250	1562.0	1895.0
84236	1881.0	1959.0
23251	93.0	144.0
23252	991.0	694.0
140564	327.0	61.0
23253	2286.0	1809.0
84232	6625.0	6568.0
11276	2964.0	3505.0
11275	904.0	542.0
84231	3788.0	3877.0
49861	19.0	7.0
11278	599.0	630.0
49860	0.0	0.0
84233	537.0	914.0
11277	0.0	0.0
11279	617.0	115.0
84230	598.0	291.0
23229	1872.0	1032.0
49856	1050.0	1080.0
644054	0.0	0.0
49855	1277.0	871.0
644059	0.0	0.0
49854	1704.0	1235.0
11240	399.0	219.0
23221	1661.0	1233.0
25884	139.0	154.0
23223	1921.0	2038.0
25886	115.0	322.0
23224	7460.0	5456.0
25885	2944.0	3360.0
23225	2559.0	3961.0
25888	1222.0	803.0
23228	483.0	189.0
644050	3.0	2.0
201780	2.0	16.0
84269	1048.0	1475.0
152559	590.0	675.0
25880	529.0	756.0
84268	1587.0	1734.0
23220	1676.0	555.0
140576	3478.0	508.0
84265	1155.0	868.0
11243	1506.0	1333.0
139599	17.0	5.0
84264	144.0	183.0
140578	475.0	129.0
84267	859.0	1070.0
11245	1630.0	2174.0
84266	2987.0	3004.0
11244	2064.0	1711.0
84261	693.0	958.0
11247	778.0	988.0
139596	651.0	860.0
84260	1175.0	976.0
84263	2203.0	2752.0
11249	0.0	0.0
84262	1016.0	1618.0
11248	1133.0	251.0
345557	115.0	17.0
406993	0.0	0.0
406992	15.0	1.0
406995	0.0	0.0
406994	0.0	0.0
11250	11.0	19.0
406997	0.0	0.0
406996	0.0	0.0
11252	8326.0	8674.0
406999	0.0	0.0
11251	21.0	11.0
406998	0.0	0.0
23232	764.0	565.0
25895	937.0	1532.0
23233	1903.0	1788.0
25894	553.0	234.0
25897	3719.0	1897.0
23234	615.0	694.0
25896	970.0	1237.0
23235	2746.0	2191.0
23236	1283.0	1503.0
25898	1056.0	1296.0
23237	288.0	123.0
644063	22.0	27.0
406991	0.0	0.0
23239	1367.0	1634.0
406990	0.0	0.0
25891	1044.0	878.0
84258	78.0	7.0
25890	1073.0	296.0
25893	33.0	86.0
23230	2311.0	1388.0
23231	2328.0	2639.0
84259	741.0	1331.0
84254	520.0	570.0
11254	376.0	2337.0
84253	1145.0	985.0
11253	6250.0	5451.0
406989	0.0	0.0
84256	5560.0	2603.0
11255	10.0	33.0
84255	1750.0	2343.0
84250	274.0	478.0
11258	2544.0	2633.0
11257	1429.0	1544.0
84251	90.0	122.0
11259	4014.0	1013.0
100874483	0.0	0.0
100874482	3.0	0.0
100874480	1.0	0.0
406900	3.0	3.0
100874484	3.0	0.0
201799	426.0	100.0
201798	36.0	48.0
50831	1.0	0.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	20.0	7.0
50835	0.0	0.0
50834	0.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	0.0
100874471	0.0	2.0
102465138	0.0	0.0
50839	3.0	1.0
100874470	0.0	0.0
102465137	1.0	0.0
50838	1.0	0.0
102465136	2.0	4.0
100874476	1.0	3.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	1.0
50840	105.0	33.0
100874479	1.0	0.0
100874478	0.0	0.0
100874477	0.0	1.0
50846	29.0	10.0
100499183	82.0	64.0
50848	7029.0	5909.0
2601	1.0	4.0
100499177	1852.0	1197.0
102465141	0.0	0.0
50853	2199.0	421.0
2609	0.0	0.0
102465140	0.0	0.0
50852	34.0	31.0
50855	222.0	263.0
50854	3912.0	3852.0
100499171	5.0	6.0
50856	127.0	73.0
50859	3199.0	3208.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	1.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	0.0	0.0
646600	5.0	0.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	636.0	5482.0
2613	6.0	5.0
2611	0.0	0.0
50862	3127.0	3114.0
50861	1909.0	1109.0
2619	1184.0	675.0
50863	104.0	82.0
100874499	1.0	0.0
2618	2001.0	2736.0
50865	2029.0	1789.0
2617	2868.0	5264.0
2616	19.0	15.0
2615	1979.0	1334.0
406940	4.0	6.0
406942	0.0	0.0
646612	15.0	8.0
406941	14.0	1.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	1330.0	219.0
2624	7010.0	6934.0
2623	24.0	11.0
2622	1369.0	801.0
2621	11682.0	2426.0
2620	67.0	20.0
406935	52.0	5.0
406934	0.0	0.0
646603	5.0	5.0
406937	0.0	0.0
406936	0.0	0.0
2629	1956.0	3588.0
406939	0.0	0.0
646609	1.0	0.0
2628	1265.0	322.0
406938	0.0	0.0
2627	672.0	303.0
2626	10.0	28.0
406931	0.0	0.0
406930	0.0	0.0
406933	1.0	2.0
406932	0.0	1.0
646620	0.0	0.0
2636	2.0	0.0
2635	2952.0	3054.0
2634	5191.0	1589.0
2633	3211.0	1148.0
2632	1056.0	1274.0
2631	2976.0	4308.0
2630	121.0	109.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	7.0	7.0
406928	0.0	0.0
2639	1522.0	1796.0
406927	0.0	0.0
646619	5.0	1.0
2638	5.0	1.0
2637	1.0	1.0
406929	0.0	0.0
646630	1.0	2.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	891.0	2615.0
2647	1460.0	1927.0
2646	35.0	21.0
2645	46.0	10.0
2644	203.0	256.0
2643	538.0	809.0
2642	5.0	11.0
2641	59.0	53.0
406913	2.0	3.0
646627	6.0	17.0
406912	2.0	3.0
646625	1.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	310.0	167.0
406919	0.0	0.0
2648	4537.0	3980.0
406918	0.0	0.0
646641	0.0	0.0
646640	1.0	0.0
646643	0.0	0.0
406911	0.0	1.0
406910	0.0	0.0
2661	35.0	54.0
2660	32.0	7.0
2658	1.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	170.0	173.0
2652	0.0	0.0
2651	4760.0	6277.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	5.0	3.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	62.0	18.0
2672	105.0	189.0
106144578	0.0	0.0
2671	1008.0	1049.0
2670	35.0	6.0
106144575	0.0	0.0
2669	3632.0	1323.0
2668	71.0	75.0
2667	0.0	0.0
100874529	6.0	1.0
2665	8069.0	10163.0
2664	7435.0	8449.0
2662	157.0	9.0
100874524	19.0	1.0
100874523	1.0	1.0
100129743	2.0	0.0
100874522	0.0	0.0
100874528	3.0	0.0
100129738	0.0	0.0
100129739	11.0	1.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	10922.0	14345.0
106144568	0.0	0.0
2681	471.0	301.0
2679	2.0	2.0
2678	3778.0	7605.0
100874519	0.0	0.0
2677	2438.0	2820.0
100874518	0.0	0.0
2676	192.0	61.0
2675	66.0	119.0
2674	1100.0	442.0
2673	8097.0	14786.0
101056700	12.0	14.0
100874512	0.0	0.0
100874511	0.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	5.0
100874516	27.0	15.0
100130718	0.0	0.0
100874515	2.0	3.0
100130717	27.0	28.0
100874514	0.0	0.0
100129727	67.0	39.0
100129726	28.0	27.0
100129723	0.0	0.0
100129722	60.0	56.0
2694	0.0	0.0
2693	0.0	1.0
2692	9.0	206.0
2691	0.0	1.0
2690	905.0	1332.0
2689	0.0	0.0
2688	5.0	1.0
2687	1767.0	1671.0
2686	2831.0	1589.0
100130708	1.0	1.0
100129716	44.0	74.0
106144540	0.0	0.0
100874531	0.0	1.0
100874530	0.0	0.0
100130700	1.0	1.0
100129714	0.0	0.0
106144541	1.0	0.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	1.0	0.0
106144538	7.0	1.0
2697	9175.0	1922.0
106144539	0.0	0.0
2696	564.0	70.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	0.0	0.0
284131	1330.0	1101.0
115509	525.0	355.0
259197	31.0	35.0
284129	2069.0	1852.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	18.0	14.0
106144595	1.0	0.0
286749	17.0	13.0
106144598	1.0	1.0
106144599	0.0	1.0
284119	28324.0	7798.0
284116	263.0	33.0
284114	381.0	342.0
284111	14.0	1.0
284110	4.0	31.0
259173	2403.0	484.0
106144584	4.0	3.0
286753	0.0	2.0
106144585	0.0	0.0
106144586	24.0	1.0
284106	1427.0	2701.0
284100	0.0	0.0
284184	800.0	858.0
127544	2910.0	1610.0
23443	2853.0	4460.0
115557	2359.0	573.0
127540	0.0	0.0
23446	3377.0	2636.0
115560	221.0	248.0
23440	0.0	1.0
127534	461.0	27.0
139538	0.0	0.0
23452	3155.0	618.0
441459	52.0	5.0
441457	14.0	9.0
23456	1009.0	1115.0
115548	1743.0	1383.0
23457	424.0	281.0
441452	1.0	0.0
441461	30.0	103.0
152503	3098.0	2619.0
23450	5783.0	4858.0
23451	15667.0	16097.0
139542	0.0	0.0
284167	67.0	73.0
23428	9187.0	15746.0
284161	280.0	584.0
23429	4175.0	6008.0
100130799	2.0	2.0
23420	1758.0	1771.0
23421	438.0	431.0
23423	9450.0	23027.0
23424	931.0	735.0
23426	379.0	295.0
152519	453.0	517.0
152518	632.0	682.0
441490	0.0	0.0
23438	1365.0	1306.0
23439	3.0	4.0
100130786	0.0	1.0
23430	458.0	506.0
100130785	0.0	0.0
23431	579.0	479.0
23432	1439.0	593.0
23433	2594.0	2165.0
441478	4012.0	1272.0
23434	1.0	1.0
23435	5712.0	6087.0
441476	66.0	56.0
23436	0.0	1.0
441484	25.0	125.0
441481	73.0	44.0
140545	109.0	153.0
100129795	0.0	1.0
139562	0.0	1.0
100129792	223.0	163.0
100129794	208.0	255.0
100129793	0.0	0.0
23405	3212.0	4343.0
23406	4723.0	4463.0
23408	965.0	775.0
23409	91.0	82.0
100130776	277.0	379.0
100130775	0.0	2.0
441425	1.0	0.0
23400	3614.0	4236.0
100130771	10.0	15.0
23401	1013.0	911.0
23403	1254.0	1298.0
441420	0.0	0.0
23404	1304.0	1120.0
127579	358.0	184.0
100129784	5.0	1.0
100129781	22.0	26.0
100129782	0.0	0.0
23416	176.0	56.0
23417	1251.0	631.0
23418	9.0	3.0
100129777	0.0	0.0
441416	0.0	0.0
23410	1983.0	1421.0
23411	1405.0	1594.0
23412	1033.0	1201.0
23413	4500.0	1275.0
441410	0.0	0.0
23414	88.0	25.0
23415	95.0	7.0
100129772	2.0	0.0
100130758	29.0	37.0
100130756	3.0	0.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	1.0	2.0
115584	12.0	7.0
379024	0.0	0.0
379025	2802.0	2155.0
100874502	2.0	1.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	0.0	0.0
100874504	0.0	0.0
100874503	0.0	0.0
284196	4.0	2.0
284194	16.0	1.0
139516	3.0	1.0
100129755	0.0	0.0
100130742	27.0	32.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	5.0	1.0
441432	0.0	0.0
441430	0.0	0.0
115572	945.0	165.0
379011	0.0	0.0
379012	0.0	0.0
379013	172.0	497.0
284186	10.0	9.0
284185	9.0	9.0
646531	17.0	12.0
100463285	6.0	9.0
84328	1087.0	1163.0
84327	962.0	693.0
84329	370.0	149.0
84324	146.0	137.0
84326	2033.0	2269.0
84320	1615.0	1747.0
100500797	0.0	0.0
646527	11.0	7.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	317.0	334.0
100499227	18.0	14.0
343071	0.0	0.0
100996944	1.0	0.0
343070	0.0	0.0
100996941	11.0	9.0
127495	65.0	54.0
84309	1898.0	2469.0
84317	2678.0	2240.0
84316	2326.0	3365.0
84319	609.0	737.0
84318	387.0	288.0
84313	2259.0	2527.0
84312	551.0	609.0
84315	547.0	738.0
84314	360.0	405.0
646538	0.0	1.0
343069	1.0	1.0
84311	1472.0	1930.0
84310	3561.0	2891.0
343068	0.0	0.0
343066	1.0	3.0
100996939	98.0	171.0
23386	6663.0	5487.0
23387	2392.0	1840.0
23389	5295.0	4359.0
441400	5.0	12.0
100996930	11.0	3.0
201853	8.0	2.0
23380	1105.0	1123.0
23381	7923.0	9507.0
23382	2048.0	1565.0
23383	4565.0	3217.0
23384	4086.0	3727.0
23385	5287.0	6711.0
106866914	0.0	0.0
84342	1290.0	910.0
106866913	4.0	3.0
84343	1254.0	1581.0
60370	4107.0	592.0
84340	1221.0	1047.0
106866915	0.0	0.0
646567	5.0	3.0
100996928	2.0	2.0
23397	52.0	165.0
23398	1345.0	720.0
23399	4465.0	4630.0
23390	2115.0	1550.0
23392	7352.0	9284.0
84335	3113.0	3421.0
23394	5821.0	5648.0
84334	637.0	615.0
23395	1349.0	1913.0
84337	2497.0	3147.0
84336	2103.0	2027.0
23396	5307.0	3869.0
60386	166.0	195.0
84331	1273.0	1762.0
60385	28.0	7.0
84330	1092.0	1156.0
84333	3113.0	1527.0
84332	4.0	1.0
152485	5730.0	3106.0
646575	0.0	0.0
646572	11.0	8.0
343045	0.0	0.0
646577	0.0	0.0
646576	105.0	63.0
23365	8957.0	8716.0
23366	463.0	889.0
23367	9639.0	10992.0
23368	5379.0	4233.0
23369	7375.0	6895.0
23360	3893.0	1893.0
23361	2219.0	1606.0
140432	5.0	3.0
23362	1395.0	1736.0
23363	10619.0	7548.0
84364	7079.0	3910.0
84366	1010.0	4727.0
84365	1130.0	1464.0
343035	1.0	1.0
139452	0.0	0.0
646583	0.0	0.0
23376	2371.0	1842.0
23378	1065.0	986.0
23379	2098.0	1740.0
646581	1.0	1.0
23370	642.0	427.0
23371	9755.0	10655.0
23373	2327.0	1924.0
100499261	0.0	3.0
646597	0.0	0.0
646595	8.0	2.0
100499258	0.0	0.0
23344	6297.0	6332.0
23345	4482.0	2530.0
201895	8013.0	14530.0
23347	3200.0	2503.0
646592	0.0	0.0
23348	2852.0	1516.0
23349	18.0	12.0
140453	0.0	33.0
23341	1548.0	1792.0
140456	2.0	1.0
140458	545.0	73.0
100499252	8.0	8.0
140459	1455.0	1197.0
100499251	0.0	0.0
23353	6741.0	5184.0
23354	1100.0	687.0
23355	1598.0	1100.0
23357	1342.0	1153.0
23358	3525.0	2758.0
23359	102.0	147.0
140460	826.0	695.0
140461	1553.0	1818.0
140462	60.0	58.0
23350	4465.0	3920.0
140464	0.0	0.0
23351	4335.0	3066.0
140465	1765.0	1463.0
23352	10059.0	9012.0
140467	3658.0	2104.0
140468	0.0	2.0
140469	8.0	29.0
84376	2580.0	1993.0
2702	366.0	186.0
2701	578.0	318.0
2700	7.0	64.0
2709	712.0	52.0
2707	1389.0	73.0
2706	104.0	446.0
2705	1847.0	6590.0
2703	0.0	0.0
345651	5.0	20.0
2712	0.0	0.0
106866981	0.0	0.0
2710	234.0	336.0
106866980	0.0	0.0
2719	338.0	982.0
2717	869.0	1404.0
50964	4.0	2.0
345643	5.0	5.0
345645	0.0	0.0
286826	204.0	201.0
286827	190.0	291.0
286828	0.0	0.0
59307	2999.0	4357.0
2720	2639.0	5502.0
2729	2728.0	4164.0
100500737	0.0	0.0
345630	41.0	15.0
2735	251.0	201.0
2734	12205.0	8347.0
2733	1675.0	1473.0
2732	0.0	0.0
2731	9.0	185.0
2730	772.0	1513.0
2739	19309.0	49444.0
2738	1068.0	761.0
2737	1463.0	308.0
2736	434.0	90.0
106144534	5.0	1.0
106144535	4.0	26.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	14.0	12.0
106144533	0.0	0.0
2746	11999.0	10536.0
2745	926.0	1227.0
2744	2228.0	1858.0
2743	434.0	467.0
60314	1956.0	2141.0
2742	3.0	1.0
60313	5892.0	6656.0
106144527	0.0	0.0
2741	0.0	0.0
259217	324.0	128.0
60312	2530.0	2096.0
106144528	3.0	3.0
2740	8.0	5.0
106144529	1.0	2.0
259215	0.0	0.0
2749	105.0	119.0
345611	2.0	4.0
50999	2913.0	4508.0
2747	75.0	54.0
259236	37.0	9.0
2760	5249.0	4055.0
106144524	1.0	0.0
259234	0.0	0.0
106144526	9.0	147.0
259232	60.0	14.0
259230	2202.0	3605.0
59339	2458.0	884.0
59338	2006.0	1102.0
59335	5.0	13.0
2752	25891.0	33445.0
59336	0.0	0.0
2750	0.0	0.0
2771	12990.0	7876.0
59342	6659.0	3798.0
59341	1048.0	313.0
2770	1191.0	4757.0
59344	27.0	32.0
59343	2191.0	1307.0
59340	4.0	6.0
84306	187.0	322.0
2768	3335.0	3715.0
2767	7708.0	5825.0
59349	2367.0	2576.0
84305	1960.0	3800.0
2766	8758.0	15137.0
2765	0.0	0.0
84307	1822.0	1828.0
84302	1465.0	217.0
2764	1664.0	2232.0
59345	634.0	492.0
84301	3980.0	4314.0
2762	1714.0	9655.0
84304	1466.0	1589.0
59348	2115.0	2465.0
84303	614.0	656.0
59347	1.0	0.0
2761	0.0	0.0
84300	1629.0	2165.0
646508	0.0	0.0
2769	1926.0	1849.0
646507	0.0	0.0
646520	3.0	2.0
2782	16844.0	17958.0
59353	754.0	114.0
2781	813.0	112.0
59352	2862.0	45.0
2780	0.0	0.0
59351	18.0	5.0
59350	12.0	17.0
2779	4.0	3.0
2778	42990.0	67032.0
2777	19.0	4.0
2776	4272.0	3092.0
2775	874.0	205.0
2774	1418.0	281.0
2773	3860.0	4057.0
60343	3854.0	3506.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	46.0	27.0
100379584	0.0	0.0
2792	1.0	0.0
2791	1067.0	565.0
2790	577.0	1112.0
105369316	18.0	0.0
2789	0.0	0.0
2788	2685.0	1005.0
2787	2409.0	3788.0
2786	2172.0	4022.0
441194	201.0	231.0
2785	10.0	5.0
2784	107.0	32.0
2783	17601.0	27127.0
441191	793.0	705.0
100129622	0.0	0.0
100130606	1.0	0.0
286410	1310.0	1037.0
100130603	0.0	0.0
286411	1.0	4.0
100130600	508.0	279.0
100379571	254.0	214.0
441177	0.0	0.0
2799	8010.0	10000.0
2798	11.0	6.0
2797	5.0	33.0
2796	51.0	49.0
2794	5708.0	4360.0
100129611	0.0	0.0
100129606	2.0	3.0
286423	1.0	3.0
100129604	0.0	0.0
286430	3.0	1.0
105369343	10.0	2.0
286436	0.0	0.0
100379592	20.0	21.0
441154	2.0	4.0
441151	23.0	3.0
441150	360.0	808.0
191585	252.0	257.0
105370357	0.0	0.0
441133	4.0	4.0
100142659	2.0	0.0
100379564	0.0	0.0
441168	213.0	95.0
441166	15.0	10.0
101730217	6.0	6.0
441161	5.0	3.0
441160	15.0	0.0
646498	0.0	0.0
441108	552.0	445.0
23562	19.0	2.0
23563	8.0	2.0
359948	15271.0	10784.0
23564	4758.0	5941.0
23566	1856.0	2182.0
100130693	0.0	4.0
23567	846.0	579.0
23568	273.0	146.0
23569	20.0	5.0
23560	1642.0	2086.0
286494	3.0	0.0
286495	476.0	450.0
286499	9.0	3.0
100130687	0.0	0.0
23576	4144.0	11183.0
117608	522.0	322.0
100129690	2.0	1.0
100129696	16.0	24.0
100129692	0.0	1.0
100129694	0.0	0.0
23548	541.0	488.0
23549	4062.0	5857.0
100130677	0.0	6.0
100130676	0.0	0.0
23541	10086.0	3444.0
23542	608.0	767.0
23543	6740.0	3692.0
130612	328.0	276.0
23544	59.0	29.0
130617	1585.0	1324.0
100130671	0.0	0.0
23545	1438.0	1460.0
441124	602.0	951.0
23546	8.0	3.0
441123	0.0	0.0
23547	35.0	14.0
441131	1.0	2.0
23559	1513.0	1839.0
23551	1728.0	1508.0
23552	765.0	562.0
23553	2.0	1.0
23554	646.0	867.0
23555	2899.0	5317.0
100130660	2.0	2.0
23556	1919.0	2776.0
23557	1278.0	1579.0
23558	9883.0	11027.0
23550	7612.0	8030.0
23526	1651.0	939.0
23527	2315.0	1945.0
23528	425.0	668.0
286442	4.0	2.0
23529	572.0	467.0
129642	5016.0	11310.0
286444	38.0	29.0
100129669	0.0	0.0
100463482	5.0	4.0
23520	1.0	1.0
23521	108191.0	99480.0
23522	2532.0	1992.0
23523	5509.0	4823.0
23524	52783.0	38359.0
359996	0.0	0.0
115004	391.0	202.0
100129664	0.0	0.0
100463487	3.0	2.0
100463486	45.0	15.0
100463489	0.0	0.0
100463488	7.0	0.0
100129662	9.0	9.0
286451	3695.0	4924.0
23538	0.0	0.0
23539	209.0	223.0
23530	2725.0	1260.0
23531	366.0	385.0
100130640	0.0	0.0
23532	15.0	12.0
23533	295.0	209.0
359997	0.0	0.0
23534	2759.0	2749.0
23536	864.0	719.0
100463498	86.0	40.0
100129654	0.0	3.0
286460	81.0	126.0
100129650	1.0	0.0
23504	215.0	52.0
100499416	0.0	0.0
23505	5058.0	6361.0
100499417	0.0	0.0
23506	2305.0	2281.0
286464	11.0	68.0
100130637	0.0	0.0
23507	1253.0	2222.0
100130636	0.0	0.0
23508	511.0	1015.0
23509	3466.0	2954.0
286467	7.0	16.0
100129647	2.0	1.0
100130631	0.0	0.0
23500	2246.0	403.0
100499418	0.0	0.0
23503	2132.0	1551.0
100129641	2.0	2.0
100129640	1.0	0.0
286472	1.0	1.0
23515	2543.0	1874.0
345275	1285.0	25.0
100499405	103.0	47.0
23516	2067.0	2297.0
23517	2958.0	1830.0
100130626	0.0	0.0
23518	1143.0	900.0
102465752	0.0	0.0
23519	1.0	1.0
345274	21.0	69.0
100130621	26.0	22.0
23510	2742.0	2151.0
23511	3549.0	3922.0
23512	1708.0	1928.0
23513	5819.0	7147.0
23514	5314.0	5461.0
100129631	1.0	0.0
129607	355.0	258.0
129563	1942.0	1867.0
431704	0.0	0.0
117579	0.0	0.0
130557	1552.0	2106.0
431705	250.0	15.0
431707	1.0	0.0
129560	0.0	0.0
117583	1377.0	1875.0
84449	785.0	731.0
84448	231.0	55.0
117584	1732.0	3183.0
84445	7049.0	3865.0
84444	2124.0	1663.0
84447	5379.0	8463.0
84446	454.0	168.0
84441	2232.0	1803.0
84440	1190.0	1555.0
84443	177.0	757.0
646405	14.0	3.0
646409	0.0	0.0
117581	498.0	145.0
130560	1.0	0.0
646424	24.0	175.0
84437	663.0	469.0
84439	292.0	89.0
60489	836.0	232.0
60488	2050.0	3624.0
84433	406.0	188.0
60487	706.0	723.0
84436	1460.0	1589.0
84435	15.0	2.0
60485	2368.0	2759.0
60484	159.0	24.0
84432	101.0	46.0
60482	24.0	1.0
60481	11036.0	19575.0
130576	563.0	1123.0
130574	200.0	369.0
84467	204.0	120.0
84466	261.0	115.0
60496	1443.0	1566.0
60495	1766.0	1180.0
60494	87.0	123.0
84465	14.0	20.0
84464	822.0	635.0
60493	719.0	1090.0
60492	1461.0	2106.0
60491	830.0	1044.0
60490	602.0	839.0
84461	2031.0	1744.0
84460	1971.0	1174.0
646442	7.0	1.0
129530	70.0	40.0
129531	674.0	962.0
130589	1034.0	580.0
201501	1708.0	262.0
84456	921.0	1797.0
84455	411.0	557.0
84458	1212.0	1001.0
84457	257.0	75.0
84450	1742.0	1831.0
646457	1.0	13.0
100500870	1.0	0.0
100500872	0.0	0.0
201514	444.0	481.0
201516	36.0	0.0
646450	163.0	206.0
23480	2265.0	4290.0
105416157	1622.0	1041.0
23481	3402.0	3800.0
23483	519.0	288.0
23484	1531.0	2403.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	1.0	0.0
646467	4.0	5.0
100500860	0.0	0.0
96459	1507.0	1850.0
100500861	0.0	0.0
23498	834.0	146.0
23499	14468.0	10605.0
23491	106.0	275.0
23492	6660.0	2753.0
23493	122.0	376.0
23495	25.0	7.0
100500862	0.0	0.0
100500863	4.0	1.0
100034743	1.0	0.0
100500864	0.0	0.0
100500865	52.0	47.0
100500866	1.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	2.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	4712.0	5103.0
394217	0.0	0.0
23464	2185.0	2388.0
130535	1204.0	1161.0
23466	5154.0	2803.0
23467	3544.0	7317.0
23468	6056.0	5327.0
23469	5036.0	4141.0
2801	6402.0	9324.0
2800	1697.0	1377.0
23460	162.0	73.0
23461	2171.0	2011.0
23462	725.0	117.0
100500895	1.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	6344.0	9023.0
100500898	0.0	0.0
2805	2335.0	1383.0
100500899	0.0	0.0
2804	16073.0	17108.0
2803	7371.0	9401.0
2802	6418.0	7151.0
130540	21.0	27.0
646486	0.0	1.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1920.0	3421.0
23475	753.0	187.0
23476	6275.0	5624.0
23478	3938.0	5380.0
23479	4590.0	3516.0
646480	0.0	2.0
2812	0.0	0.0
2811	82.0	15.0
2810	14398.0	6553.0
23471	7213.0	11446.0
23473	2091.0	1471.0
100500884	0.0	0.0
2819	23.0	41.0
100500885	0.0	0.0
84498	3124.0	2750.0
100500886	0.0	0.0
2817	11491.0	2852.0
100500888	0.0	0.0
2815	0.0	3.0
100500889	0.0	0.0
2814	3.0	1.0
2813	6112.0	1790.0
2823	526.0	48.0
2822	149.0	57.0
2821	10370.0	13977.0
100500839	0.0	0.0
2820	2519.0	2966.0
201562	4098.0	20374.0
100379623	0.0	2.0
2829	42.0	21.0
100500831	0.0	0.0
2828	326.0	168.0
2827	135.0	44.0
100500833	7.0	5.0
2826	29.0	23.0
100500834	0.0	0.0
2825	4.0	5.0
100500835	2.0	0.0
2824	1583.0	685.0
100500836	0.0	0.0
727699	2.0	0.0
2834	2.0	7.0
100500826	1.0	0.0
2833	84.0	36.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	2.0	0.0
2831	5.0	31.0
100500829	0.0	0.0
60401	377.0	191.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	21.0	5.0
100500822	0.0	0.0
2837	1.0	0.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	6.0	1.0
100500825	0.0	0.0
100500850	28.0	10.0
2845	5.0	4.0
100500859	0.0	0.0
2844	0.0	0.0
2843	34.0	4.0
2842	6.0	3.0
2841	27.0	18.0
60412	3423.0	2937.0
2840	55.0	15.0
100500851	0.0	0.0
100500854	18.0	8.0
2849	4.0	0.0
100500855	0.0	0.0
2848	11.0	3.0
394261	11.0	1.0
2847	2.0	1.0
347933	0.0	0.0
100500857	0.0	0.0
2846	3.0	3.0
100500858	0.0	0.0
394263	8.0	0.0
2856	1.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	4.0	5.0
201595	10044.0	8541.0
2852	883.0	163.0
2850	547.0	1114.0
100500840	0.0	0.0
100500841	0.0	0.0
