id	ec4a2c9d-1d81-4129-b2b9-ac500f39f7ca	0532b0ce-9326-49a6-a19b-f888bf7d000f
25858	0.0	0.0
84171	1130.0	1686.0
284391	2516.0	2551.0
284390	194.0	165.0
100862726	0.0	1.0
100862727	0.0	5.0
100862728	3.0	0.0
25851	2583.0	5110.0
25850	324.0	284.0
25853	3235.0	4278.0
25852	2598.0	3850.0
100862725	0.0	0.0
25855	2396.0	2167.0
25854	1222.0	678.0
402077	0.0	1.0
11218	850.0	1142.0
11217	66.0	98.0
11219	26.0	19.0
139324	298.0	281.0
84176	20.0	8.0
11212	2978.0	3503.0
139322	2225.0	2784.0
84179	200.0	262.0
11211	373.0	230.0
84173	1385.0	1048.0
11214	5906.0	8997.0
11213	1358.0	1269.0
84172	1233.0	2035.0
284385	499.0	452.0
11216	2230.0	2158.0
11215	5151.0	5777.0
84174	123.0	184.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	7336.0	16817.0
693166	0.0	0.0
25828	4455.0	5058.0
693167	0.0	0.0
25827	586.0	511.0
693168	0.0	0.0
693169	0.0	0.0
25829	4132.0	4317.0
441669	0.0	0.0
392214	0.0	2.0
25820	4902.0	5914.0
127343	0.0	0.0
25822	2105.0	3171.0
25821	1609.0	1554.0
25824	8303.0	7075.0
441662	0.0	0.0
106479099	0.0	0.0
25823	23.0	32.0
106479098	0.0	0.0
106480097	0.0	0.0
106479097	0.0	1.0
115361	3025.0	2188.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	2812.0	2893.0
115362	361.0	529.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	6.0	2.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	0.0	0.0
693174	0.0	0.0
693175	6.0	1.0
106480094	0.0	0.0
84191	1336.0	2431.0
25837	229.0	336.0
693154	0.0	0.0
84190	413.0	404.0
25836	5269.0	6227.0
693155	22.0	8.0
25839	3917.0	3700.0
84193	5168.0	6409.0
693156	0.0	0.0
693157	0.0	0.0
693158	4.0	11.0
693159	0.0	0.0
392225	0.0	0.0
25831	8991.0	11425.0
25830	7.0	21.0
441654	0.0	0.0
25833	189.0	49.0
100379250	0.0	0.0
106479089	3.0	0.0
25832	366.0	438.0
106479088	0.0	0.0
25834	51.0	38.0
106479087	0.0	4.0
100379251	33.0	54.0
106479086	0.0	0.0
115350	20.0	43.0
106479085	1.0	1.0
414061	2.0	5.0
106479084	0.0	0.0
115352	97.0	228.0
106479083	0.0	0.0
414062	9.0	21.0
115353	1570.0	1631.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	266.0	265.0
693163	1.0	2.0
84196	3835.0	4248.0
693164	1.0	2.0
25804	2847.0	3176.0
693143	0.0	0.0
25803	26025.0	42659.0
693144	2.0	0.0
25806	25.0	10.0
25805	261.0	1411.0
693146	0.0	0.0
693147	0.0	1.0
25807	1477.0	1917.0
693148	0.0	0.0
693149	0.0	0.0
100130996	0.0	0.0
25809	688.0	696.0
100130995	0.0	1.0
100379287	0.0	0.0
100130994	0.0	0.0
441687	16.0	10.0
25800	16946.0	22987.0
25802	26082.0	34582.0
25801	1130.0	1305.0
154907	0.0	0.0
106480075	0.0	0.0
106480074	0.0	0.0
106480077	1.0	1.0
106480076	0.0	0.0
106480079	0.0	0.0
106480078	0.0	0.0
142910	5.0	8.0
106480071	0.0	0.0
100380272	0.0	1.0
693151	0.0	0.0
142913	56.0	65.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	0.0	0.0
693153	102.0	158.0
106480072	0.0	0.0
693132	0.0	0.0
25814	7039.0	7277.0
693133	0.0	2.0
693134	0.0	0.0
25817	547.0	332.0
25816	3069.0	2296.0
100130988	0.0	0.0
693135	0.0	0.0
25819	111.0	210.0
693136	0.0	0.0
100129998	0.0	1.0
130940	50.0	64.0
25818	5.0	2.0
693137	0.0	0.0
693138	0.0	1.0
693139	0.0	1.0
100130980	4.0	10.0
25813	2323.0	3178.0
392209	4.0	9.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	101.0	162.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	3.0	8.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	0.0	0.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	0.0
11180	11043.0	13903.0
154881	1343.0	1543.0
11182	204.0	211.0
11181	11.0	3.0
646770	0.0	0.0
11184	299.0	495.0
392133	1.0	0.0
11183	3227.0	3506.0
392132	0.0	0.0
11186	1661.0	1437.0
139249	0.0	0.0
11185	3454.0	4334.0
23166	2409.0	4640.0
23167	6029.0	6884.0
106480049	0.0	0.0
23168	5807.0	6164.0
106479059	1.0	1.0
23169	1855.0	1970.0
166863	0.0	3.0
392138	0.0	0.0
106479058	0.0	0.0
729920	212.0	308.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	1.0
127262	5544.0	6006.0
106479054	0.0	0.0
142891	2173.0	2494.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	2058.0	2885.0
106480055	0.0	0.0
106479051	0.0	0.0
23161	3485.0	3597.0
115286	1072.0	1100.0
106480054	0.0	0.0
106479050	0.0	1.0
23162	1669.0	1734.0
106480057	0.0	0.0
23163	2207.0	2416.0
106480056	0.0	0.0
152217	733.0	620.0
23164	9000.0	11209.0
106480059	0.0	0.0
23165	2760.0	3717.0
106480058	0.0	0.0
11188	10252.0	11540.0
11187	2136.0	3120.0
11189	10.0	4.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	0.0	1.0
11191	174.0	163.0
392140	8.0	6.0
11190	2198.0	3090.0
404672	2085.0	2210.0
11193	1222.0	1178.0
154872	0.0	0.0
11194	1812.0	1834.0
11197	1013.0	421.0
11196	3856.0	5199.0
23177	3407.0	3536.0
402016	2.0	0.0
23178	1557.0	1962.0
106479049	0.0	0.0
23179	2718.0	4454.0
106479048	0.0	0.0
127255	19.0	22.0
106479047	0.0	0.0
127254	13.0	6.0
106479046	0.0	0.0
646780	9.0	26.0
127253	2165.0	2308.0
106479045	0.0	0.0
106479044	0.0	1.0
729911	0.0	0.0
106479043	0.0	2.0
106480064	0.0	0.0
106479042	0.0	30.0
23170	3854.0	6523.0
115273	76.0	84.0
106480063	0.0	0.0
729909	1.0	7.0
106479041	0.0	0.0
23171	12699.0	5989.0
106479040	0.0	0.0
106480066	1.0	2.0
23172	1444.0	1537.0
106480065	0.0	0.0
23173	3578.0	4598.0
106480068	0.0	0.0
23174	2161.0	2789.0
106480067	0.0	0.0
23175	2356.0	2798.0
23176	3581.0	3120.0
106480069	0.0	0.0
11199	2.0	7.0
11198	6947.0	8207.0
106480060	0.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	6706.0	9785.0
644131	59.0	339.0
404663	0.0	0.0
11162	114.0	160.0
646799	0.0	1.0
11161	2924.0	3109.0
404665	6.0	14.0
11164	1889.0	1801.0
11163	5872.0	5030.0
23144	1268.0	1576.0
127247	0.0	0.0
106480028	0.0	0.0
23145	74.0	75.0
106480027	0.0	1.0
106480029	1.0	1.0
23148	401.0	563.0
106479079	0.0	0.0
646791	2.0	4.0
23149	134.0	207.0
441641	1.0	5.0
106479078	0.0	0.0
106479077	1.0	0.0
106479076	0.0	0.0
84108	387.0	446.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	3.0	0.0
106479074	0.0	1.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	0.0	0.0
84109	12.0	2.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	3522.0	4729.0
115265	181.0	1401.0
106480035	0.0	0.0
106479071	4.0	1.0
84103	0.0	0.0
23141	3391.0	3665.0
106480034	6.0	6.0
106479070	0.0	2.0
23142	2369.0	2447.0
84106	177.0	153.0
106480037	0.0	0.0
84105	420.0	508.0
23143	2277.0	3010.0
106480036	2.0	1.0
84100	405.0	314.0
11166	59.0	78.0
140258	0.0	0.0
644129	0.0	0.0
11165	1671.0	2307.0
84102	570.0	443.0
11168	5139.0	5178.0
84101	107.0	60.0
11167	45415.0	35272.0
644128	75.0	110.0
11169	260.0	291.0
11171	5226.0	5987.0
11170	5613.0	5920.0
11173	124.0	196.0
441639	0.0	0.0
11172	2.0	1.0
343296	1.0	2.0
11174	55.0	88.0
644146	2.0	14.0
23155	2096.0	3651.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	2057.0	2849.0
23158	3780.0	6229.0
106479069	0.0	0.0
441631	867.0	1262.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	3165.0	3055.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	1014.0	991.0
106479060	1.0	0.0
106480046	0.0	0.0
23152	5712.0	6077.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	2562.0	5192.0
106480047	0.0	0.0
11177	2105.0	3274.0
11176	5992.0	8274.0
11179	1062.0	1295.0
644138	2.0	11.0
11178	381.0	500.0
644139	4.0	6.0
139285	589.0	797.0
106480040	0.0	0.0
103695364	2.0	2.0
103695363	0.0	0.0
644153	0.0	0.0
11140	7338.0	9567.0
644159	0.0	0.0
103695365	0.0	1.0
11142	3994.0	4429.0
166824	1709.0	2435.0
106479019	0.0	0.0
11141	14.0	33.0
130872	1003.0	1135.0
106479018	0.0	0.0
644157	75.0	103.0
23122	3643.0	4122.0
106480006	0.0	0.0
106479017	0.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	1.0	4.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	4.0	3.0
23125	3111.0	4125.0
106480007	0.0	0.0
25786	73.0	111.0
106479014	0.0	0.0
25789	46.0	85.0
644150	1078.0	1570.0
23126	4368.0	5318.0
106479013	0.0	1.0
25788	90.0	67.0
23127	636.0	1794.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	4343.0	5837.0
106479010	0.0	0.0
84129	58.0	58.0
106480011	2.0	3.0
106480010	0.0	0.0
84126	7.0	6.0
106480013	0.0	0.0
84125	90.0	211.0
25780	583.0	583.0
106480012	0.0	0.0
84128	1662.0	2407.0
23120	26.0	2.0
106480015	1.0	0.0
25782	2995.0	3462.0
106480014	0.0	0.0
11144	50.0	39.0
11143	3382.0	3748.0
139212	0.0	0.0
84124	1207.0	1182.0
11146	309.0	348.0
11145	1212.0	1524.0
11148	6.0	4.0
86781	13.0	64.0
11147	529.0	670.0
11149	1102.0	1704.0
392181	1.0	1.0
127294	34.0	2429.0
644165	39.0	72.0
11151	2254.0	3224.0
166815	687.0	795.0
392188	0.0	0.0
106479009	0.0	0.0
11153	763.0	2182.0
106479008	0.0	0.0
644168	0.0	0.0
11152	2280.0	2905.0
106479007	0.0	0.0
25796	2003.0	2479.0
130888	522.0	416.0
23133	3190.0	7179.0
106479006	2.0	4.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	2709.0	4122.0
25798	3854.0	4567.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	1870.0	1577.0
25797	476.0	1161.0
106479003	0.0	1.0
106480018	0.0	0.0
23137	2939.0	2750.0
106479002	0.0	0.0
25799	604.0	584.0
402055	1008.0	1341.0
23138	212.0	330.0
106479001	1.0	1.0
23139	2881.0	5429.0
106479000	0.0	0.0
644160	0.0	4.0
106480020	0.0	0.0
25790	24.0	30.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	5891.0	6147.0
106480024	0.0	0.0
25791	134.0	140.0
23130	2543.0	2954.0
106480023	0.0	0.0
23131	3678.0	3987.0
25794	39.0	38.0
106480026	0.0	0.0
25793	5181.0	5585.0
23132	1758.0	2190.0
106480025	0.0	0.0
11155	3855.0	7230.0
11154	843.0	654.0
11157	870.0	478.0
11156	1974.0	14274.0
11159	384.0	308.0
139221	181.0	594.0
11158	785.0	686.0
392193	1.0	2.0
23108	1374.0	1349.0
23109	2.0	782.0
127281	1836.0	2134.0
441608	0.0	0.0
154860	1.0	0.0
11120	2162.0	2017.0
343263	0.0	9.0
154865	65.0	65.0
25763	0.0	0.0
106479039	0.0	0.0
23101	144.0	147.0
106479038	11.0	9.0
23102	3120.0	3373.0
106479037	8.0	3.0
25764	60.0	110.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	88.0	60.0
25766	536.0	553.0
106479034	0.0	0.0
25769	33.0	19.0
106479033	0.0	1.0
23107	4141.0	4429.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1626.0	2078.0
106479030	0.0	0.0
84148	2367.0	2144.0
84144	371.0	445.0
11122	78.0	361.0
84146	2737.0	3205.0
11124	3079.0	3424.0
11123	9606.0	4714.0
11126	33.0	39.0
84140	316.0	312.0
11128	1887.0	2496.0
84142	669.0	502.0
84141	63.0	19.0
139231	3640.0	3828.0
11127	1259.0	1155.0
23119	252.0	331.0
644186	6.0	5.0
11131	41.0	36.0
11130	287.0	416.0
106479029	1.0	1.0
23111	5307.0	4402.0
106479028	0.0	0.0
25774	6.0	1.0
23112	2392.0	3373.0
106479027	0.0	0.0
25776	1980.0	2146.0
23113	2030.0	2010.0
106479026	0.0	0.0
25775	4.0	7.0
23114	2306.0	3803.0
106479025	0.0	0.0
25778	1785.0	2013.0
106479024	0.0	0.0
25777	11979.0	21649.0
23116	1724.0	1718.0
106479023	8.0	4.0
23117	20.0	31.0
106479022	0.0	0.0
23118	8063.0	8855.0
106479021	0.0	0.0
115294	5637.0	6099.0
106479020	3.0	4.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	65.0	56.0
106480004	0.0	0.0
25771	1566.0	1731.0
84138	377.0	410.0
106480003	1.0	0.0
11133	406.0	462.0
84133	28.0	57.0
84132	884.0	1101.0
11132	1066.0	1127.0
11135	2972.0	3463.0
84135	735.0	1155.0
84134	847.0	883.0
11137	2816.0	2901.0
115290	1406.0	853.0
11136	14.0	10.0
84131	1210.0	1311.0
11138	2265.0	3497.0
730993	0.0	2.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	31.0	29.0
729993	425.0	212.0
50717	3505.0	4182.0
102465257	0.0	0.0
102465256	0.0	0.0
102465255	0.0	0.0
729991	652.0	662.0
102465254	1.0	0.0
102465253	0.0	0.0
164284	17.0	7.0
100884155	0.0	2.0
102465252	0.0	0.0
730978	0.0	0.0
102465251	0.0	0.0
102465250	1.0	0.0
730974	1.0	0.0
392194	1.0	1.0
392197	0.0	1.0
646702	0.0	0.0
646701	0.0	0.0
646721	2.0	4.0
729962	0.0	2.0
729967	551.0	498.0
2504	6.0	14.0
2503	13.0	30.0
284418	0.0	1.0
2502	5.0	14.0
284417	21.0	41.0
2501	35.0	45.0
2500	36.0	57.0
284415	8.0	5.0
404635	0.0	0.0
619190	0.0	0.0
404636	933.0	870.0
2509	7.0	11.0
646723	2.0	3.0
2508	23.0	38.0
2507	3.0	8.0
619189	0.0	0.0
164237	0.0	1.0
729956	3.0	2.0
140290	58.0	46.0
729952	0.0	2.0
2515	0.0	72.0
284408	175.0	195.0
2512	60167.0	76222.0
284406	409.0	476.0
2510	0.0	3.0
284403	59.0	260.0
284402	26.0	33.0
2519	2065.0	4962.0
2518	1.0	0.0
2517	6068.0	9035.0
2516	0.0	2.0
646755	0.0	2.0
646754	0.0	0.0
646753	0.0	6.0
260434	33.0	4.0
23189	7653.0	6677.0
260436	1.0	2.0
23180	1450.0	3305.0
2526	472.0	686.0
23181	2896.0	5289.0
2525	37.0	3.0
2524	311.0	392.0
2523	462.0	600.0
23184	4708.0	6778.0
2521	8661.0	10326.0
23185	4846.0	5569.0
23186	2179.0	2739.0
2520	1.0	0.0
23187	4830.0	4613.0
2529	11.0	28.0
2528	3.0	5.0
2527	0.0	0.0
152273	1895.0	1896.0
644100	0.0	0.0
646766	18.0	19.0
644101	3.0	8.0
23199	3939.0	8141.0
260425	1467.0	1882.0
729974	1.0	1.0
260429	0.0	0.0
2537	3026.0	6447.0
23191	9243.0	11452.0
23192	3235.0	3763.0
23193	21461.0	47636.0
2535	319.0	312.0
2534	1403.0	1620.0
23194	1611.0	1950.0
2533	1124.0	1688.0
23195	3268.0	5471.0
23196	11763.0	15254.0
2532	2438.0	2918.0
23197	4351.0	5229.0
2531	4805.0	4232.0
2530	1329.0	1614.0
23198	4076.0	6726.0
345829	1.0	2.0
646759	0.0	0.0
646758	3.0	2.0
2539	1798.0	2205.0
2538	2.0	3.0
23190	10837.0	13767.0
25903	737.0	1042.0
25902	574.0	888.0
25904	1613.0	1840.0
100129866	4.0	2.0
25907	732.0	1011.0
100130855	70.0	141.0
25906	813.0	1176.0
25909	2749.0	3532.0
100127206	1.0	1.0
100129867	1.0	1.0
2551	2355.0	2427.0
2550	1769.0	1905.0
25901	1972.0	2486.0
25900	544.0	876.0
2548	8942.0	22443.0
223075	22.0	20.0
2547	16293.0	18372.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	19.0	11.0
2542	2737.0	1633.0
100874403	0.0	0.0
100874402	1.0	3.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	1960.0	1975.0
100874404	0.0	0.0
25914	695.0	524.0
100130848	0.0	0.0
25913	1510.0	1577.0
100129858	20.0	15.0
25915	2908.0	3986.0
25917	2511.0	2010.0
2562	585.0	329.0
2561	10.0	28.0
2560	0.0	0.0
25912	10456.0	13287.0
25911	713.0	852.0
2559	0.0	0.0
2558	13.0	40.0
2557	5.0	2.0
2556	13.0	4.0
2555	24.0	5.0
2554	11.0	8.0
2553	1788.0	2044.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	26.0	27.0
2572	0.0	2.0
2571	64.0	85.0
2570	12.0	17.0
2569	6.0	10.0
2568	4168.0	435.0
2567	436.0	216.0
2566	2.0	1.0
2565	1.0	0.0
2564	624.0	208.0
2563	25.0	48.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	763.0	1150.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	9.0	15.0
100129836	1.0	0.0
100874410	0.0	0.0
286676	1258.0	1062.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	684.0	664.0
2583	287.0	513.0
2582	1055.0	1721.0
2581	2880.0	4320.0
2580	5080.0	7122.0
100874419	0.0	0.0
100874414	5.0	3.0
100874413	1.0	1.0
100874412	0.0	0.0
100874411	0.0	0.0
100874418	0.0	0.0
223082	837.0	788.0
100874417	5.0	6.0
100874416	0.0	1.0
100874415	0.0	0.0
100129827	18.0	26.0
100874443	0.0	0.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	0.0
100874440	0.0	0.0
2595	764.0	1079.0
2593	2203.0	1756.0
100379300	0.0	0.0
2592	1372.0	1512.0
2591	3404.0	4356.0
441389	33.0	41.0
2590	4680.0	8570.0
441386	4.0	9.0
127617	5.0	7.0
2589	4828.0	7407.0
2588	1622.0	1944.0
2587	54.0	51.0
441391	5.0	15.0
284018	643.0	785.0
2585	1080.0	1449.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	86.0	40.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	2.0	1.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	1.0
100874431	1.0	11.0
100874430	0.0	0.0
100129813	0.0	1.0
441377	1.0	1.0
441376	40.0	29.0
441381	0.0	0.0
127602	248.0	261.0
2597	45374.0	76578.0
2596	26.0	120.0
100874436	0.0	0.0
284004	1755.0	1653.0
100874435	0.0	0.0
100874434	2.0	5.0
100874433	2.0	0.0
284001	1341.0	2565.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	1.0
100129800	4.0	14.0
100874464	0.0	2.0
100874462	0.0	1.0
100129801	1.0	0.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	2.0	3.0
100874466	10.0	8.0
100874450	0.0	0.0
50937	546.0	372.0
100874454	0.0	0.0
50939	14.0	83.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	0.0	0.0
50940	3575.0	1229.0
100874455	3.0	2.0
50943	169.0	315.0
50945	1.0	0.0
50944	31.0	109.0
100874459	0.0	0.0
23328	3821.0	4571.0
23329	733.0	2088.0
84281	913.0	809.0
84280	1576.0	1737.0
644076	0.0	0.0
11340	744.0	771.0
644079	0.0	2.0
25983	1541.0	1414.0
127665	4.0	2.0
23321	6224.0	3678.0
115677	980.0	1531.0
644070	0.0	0.0
23322	628.0	691.0
25984	2260.0	489.0
23324	6495.0	12972.0
25987	4188.0	4745.0
23325	3422.0	3731.0
23326	10498.0	11770.0
25989	2114.0	3055.0
23327	11148.0	15061.0
25988	1144.0	1132.0
25981	582.0	614.0
25980	3030.0	3394.0
11342	5803.0	9630.0
84287	1790.0	2102.0
84286	1339.0	1848.0
11341	390.0	354.0
284058	4305.0	4179.0
84289	1745.0	1700.0
11344	2152.0	2263.0
11343	4903.0	6026.0
84288	381.0	486.0
84283	5544.0	2360.0
11346	10014.0	14567.0
11345	6438.0	6364.0
84282	1242.0	1324.0
84285	1132.0	1331.0
84284	2512.0	2876.0
23339	6028.0	7100.0
84270	888.0	818.0
23331	2588.0	3715.0
25994	3448.0	3076.0
23332	4154.0	5524.0
25996	3547.0	3679.0
23333	1507.0	1873.0
23334	2361.0	3176.0
25998	3909.0	5291.0
23335	2077.0	2468.0
23336	22163.0	31456.0
441332	0.0	0.0
644082	0.0	0.0
23338	3476.0	3129.0
25999	3506.0	5342.0
441331	0.0	0.0
84279	1059.0	1151.0
25992	2425.0	2074.0
84276	1314.0	1211.0
84275	648.0	783.0
284047	50.0	130.0
84278	263.0	200.0
84277	907.0	1072.0
84272	4911.0	4864.0
84271	6603.0	6803.0
84274	1536.0	1753.0
84273	1703.0	2525.0
23306	1426.0	1439.0
23307	2865.0	3659.0
284040	19.0	20.0
23308	13.0	10.0
23309	3488.0	4128.0
25961	160.0	153.0
25960	10454.0	14203.0
25963	9250.0	16499.0
23300	5426.0	6379.0
23301	2768.0	4287.0
25962	4004.0	4426.0
23302	224.0	226.0
23303	5623.0	8105.0
644096	628.0	708.0
23304	4026.0	5435.0
25966	3759.0	4494.0
23305	92.0	145.0
644094	0.0	0.0
11328	6206.0	7772.0
11329	2758.0	3268.0
11320	2263.0	5234.0
137012	1.0	7.0
113000	830.0	1370.0
11322	2536.0	2712.0
11321	2113.0	2008.0
284034	1.0	1.0
11326	582.0	527.0
11325	7963.0	9713.0
23317	4143.0	4960.0
84290	90.0	21.0
25979	2442.0	2216.0
23318	2557.0	2613.0
84292	462.0	449.0
25972	2069.0	1962.0
23310	17190.0	51334.0
441359	0.0	0.0
25974	695.0	1049.0
23312	1216.0	1751.0
25973	398.0	404.0
23313	4360.0	4591.0
25976	5895.0	3808.0
23314	454.0	500.0
25975	41.0	94.0
441355	63.0	101.0
25978	4421.0	3825.0
23315	1651.0	1757.0
25977	2667.0	3262.0
23316	3821.0	2455.0
11339	22.0	22.0
11338	7661.0	10134.0
441362	0.0	0.0
441361	0.0	0.0
140660	3.0	6.0
115650	58.0	124.0
127623	0.0	0.0
25970	4052.0	4035.0
284029	223.0	205.0
115653	0.0	0.0
84298	1129.0	1283.0
11331	9072.0	14220.0
11330	1.0	1.0
11333	5226.0	6466.0
152641	80.0	51.0
11332	972.0	1171.0
84299	2542.0	3600.0
11335	4775.0	6481.0
84294	1283.0	1325.0
11334	1720.0	1889.0
84293	9981.0	7692.0
84296	87.0	101.0
11337	4763.0	5410.0
284021	107.0	138.0
84295	1888.0	2025.0
11336	3399.0	3870.0
25946	2233.0	2635.0
25949	3285.0	3395.0
25948	2237.0	2318.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	8.0	4.0
25941	2702.0	2802.0
25940	2509.0	4039.0
100130892	17.0	35.0
25943	2494.0	2890.0
25942	5663.0	5882.0
100130890	145.0	194.0
25945	1631.0	1933.0
11309	2332.0	3303.0
284099	4.0	0.0
284098	304.0	499.0
25957	4320.0	5351.0
140609	4666.0	4524.0
25959	16821.0	21534.0
100130889	4.0	4.0
100130887	99.0	80.0
25950	356.0	300.0
25953	7815.0	14628.0
25956	300.0	289.0
11317	2.0	3.0
11316	6979.0	9742.0
11319	1975.0	2576.0
11318	10.0	12.0
100379378	0.0	0.0
11311	2470.0	2709.0
11313	3356.0	4224.0
140603	2.0	0.0
11315	11247.0	13266.0
284086	567.0	543.0
11314	406.0	324.0
25925	633.0	727.0
284085	2.0	3.0
25924	376.0	1262.0
25927	1247.0	1434.0
284083	2.0	1.0
100130879	0.0	0.0
25926	2504.0	2696.0
139628	0.0	0.0
25929	1815.0	2450.0
25928	189.0	69.0
441328	0.0	0.0
127687	1711.0	2016.0
100130873	1.0	1.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	7377.0	8420.0
441323	0.0	0.0
25920	4559.0	4697.0
25923	5913.0	6290.0
140612	568.0	745.0
100129880	0.0	0.0
284076	22.0	30.0
100129882	2.0	4.0
25936	1596.0	1522.0
25938	1230.0	1737.0
25937	6997.0	8863.0
284071	15.0	20.0
100130866	0.0	0.0
25939	4830.0	7082.0
113026	1941.0	2184.0
441317	0.0	0.0
441315	0.0	0.0
25930	3519.0	5072.0
441314	0.0	0.0
441313	0.0	0.0
25932	18236.0	22611.0
127671	0.0	0.0
25934	1377.0	1500.0
127670	2.0	3.0
284069	116.0	205.0
140623	13.0	26.0
140625	0.0	0.0
284067	4.0	2.0
100129871	0.0	0.0
140628	520.0	745.0
406982	0.0	0.0
406981	0.0	0.0
406984	0.0	1.0
406983	2.0	0.0
406986	0.0	0.0
406985	0.0	0.0
406988	1.0	2.0
406987	1.0	0.0
23287	816.0	1182.0
23288	1950.0	1621.0
406980	0.0	0.0
84206	145.0	453.0
23281	143.0	75.0
84203	2.0	3.0
23283	2725.0	2869.0
23284	427.0	364.0
140596	0.0	0.0
23285	450.0	412.0
152579	734.0	1200.0
140597	1580.0	941.0
23286	4531.0	6400.0
152578	2.0	3.0
406979	0.0	0.0
406978	0.0	0.0
152573	16.0	24.0
644000	0.0	0.0
646663	0.0	1.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	1.0	0.0
23299	2526.0	2688.0
201725	333.0	414.0
23291	3976.0	4579.0
23293	2630.0	2988.0
23294	3303.0	4634.0
23295	4885.0	6278.0
406968	0.0	1.0
406967	0.0	0.0
646658	34.0	15.0
152586	0.0	0.0
406969	0.0	1.0
406960	0.0	0.0
11281	13.0	11.0
406962	8.0	11.0
646672	1.0	3.0
11280	16.0	38.0
406961	0.0	0.0
11283	25.0	11.0
406964	0.0	0.0
11282	3073.0	3751.0
406963	0.0	0.0
644016	0.0	3.0
11285	1774.0	2092.0
