id	03ba09dd-2589-42ab-afe1-cf0493ba15a1	39952ce1-cb34-48c6-ad20-7aca8286f4ef
652991	1.0	1.0
101290501	1.0	3.0
101290500	0.0	2.0
100132247	23.0	56.0
121838	4.0	4.0
100132251	0.0	0.0
145814	11.0	3.0
100132264	2.0	0.0
100132268	3.0	3.0
145820	81.0	18.0
157807	9.0	2.0
338821	0.0	0.0
100132273	123.0	102.0
338811	59.0	40.0
338817	14.0	28.0
145837	416.0	1336.0
375719	2.0	6.0
100132288	23.0	30.0
100132289	0.0	0.0
338809	4.0	3.0
101060321	0.0	0.0
100132291	2.0	3.0
375704	622.0	101.0
100132295	0.0	0.0
50484	2400.0	6143.0
50486	184.0	143.0
50485	1339.0	1508.0
50488	4488.0	3030.0
50487	101.0	5.0
50489	521.0	84.0
387712	10.0	15.0
387718	0.0	1.0
387715	1.0	0.0
652904	0.0	0.0
101060301	0.0	0.0
387700	52.0	28.0
387707	1.0	2.0
387703	1.0	3.0
107063611	0.0	0.0
100506377	0.0	1.0
100506376	1.0	0.0
107063612	0.0	0.0
101060351	0.0	2.0
375759	8.0	13.0
399726	53.0	90.0
101928969	8.0	8.0
375757	1375.0	1368.0
387733	2.0	2.0
100533990	0.0	2.0
375743	1655.0	2028.0
100506365	1339.0	2547.0
101928971	1.0	1.0
157869	523.0	668.0
143241	0.0	0.0
375748	1187.0	1198.0
169841	74.0	92.0
387723	139.0	152.0
375775	3305.0	2170.0
100506392	36.0	29.0
399708	0.0	0.0
100506390	3.0	1.0
399706	0.0	0.0
101928989	3.0	1.0
100506394	74.0	91.0
143244	31.0	50.0
387755	29.0	92.0
387751	106.0	110.0
100533970	51.0	23.0
387758	643.0	826.0
101928991	0.0	1.0
100506380	760.0	1012.0
100506385	10.0	10.0
101928999	0.0	0.0
399717	9.0	0.0
387745	7.0	16.0
170850	19.0	180.0
387742	0.0	0.0
387747	1.0	2.0
387748	0.0	0.0
100506334	256.0	48.0
100533955	0.0	2.0
100533952	1.0	0.0
100506330	24.0	50.0
101928922	0.0	0.0
4804	3419.0	1680.0
387778	0.0	0.0
4807	1.0	8.0
4808	14.0	1.0
100132201	2.0	1.0
4809	6965.0	7413.0
387775	15.0	15.0
100134869	40.0	43.0
4800	1850.0	3515.0
4801	1817.0	1634.0
4802	2522.0	2592.0
4803	22.0	33.0
133874	2.0	5.0
399774	1.0	1.0
100506328	3.0	0.0
100506325	103.0	84.0
101928931	18.0	28.0
4815	89.0	88.0
4817	1564.0	1539.0
4818	124.0	88.0
387763	805.0	2118.0
145853	363.0	663.0
375791	72.0	144.0
145858	0.0	0.0
375790	12036.0	13599.0
4810	424.0	317.0
4811	4240.0	4985.0
4814	2718.0	3266.0
373159	0.0	1.0
100506356	0.0	0.0
101060376	17.0	27.0
399746	0.0	0.0
373156	3653.0	4625.0
157855	15.0	8.0
170825	0.0	0.0
101928941	0.0	1.0
399748	29.0	31.0
4826	59.0	70.0
4828	192.0	144.0
4829	3.0	2.0
169834	72.0	45.0
145864	165.0	215.0
4820	1596.0	2765.0
4821	2.0	0.0
4824	81143.0	59137.0
4825	0.0	0.0
100506343	2.0	2.0
157848	0.0	1.0
4837	952.0	1440.0
4838	0.0	7.0
145873	77.0	257.0
4839	1561.0	1883.0
387787	96.0	173.0
100132234	26.0	1.0
4830	1691.0	1857.0
4831	2578.0	2775.0
4832	3776.0	4060.0
4833	12679.0	14690.0
4835	1694.0	1380.0
4836	5483.0	5758.0
650236	0.0	0.0
102467146	71.0	28.0
4850	1172.0	1560.0
4848	2745.0	2907.0
4849	2786.0	3950.0
143187	953.0	804.0
4841	19446.0	21940.0
4842	585.0	550.0
4843	51.0	15.0
155185	7.0	22.0
155184	0.0	4.0
4846	277.0	758.0
192111	2048.0	1900.0
4860	1183.0	1543.0
4861	14.0	19.0
167153	1570.0	1447.0
192127	0.0	0.0
100421090	0.0	0.0
192128	0.0	0.0
4851	2820.0	2410.0
4852	18186.0	61002.0
4853	12118.0	15238.0
4854	2604.0	7208.0
100506527	0.0	1.0
100421096	0.0	0.0
4855	743.0	888.0
100421097	4.0	1.0
4856	2830.0	3555.0
4857	295.0	309.0
4858	54.0	123.0
100506555	8.0	19.0
4871	0.0	0.0
2210	8.0	14.0
649264	3.0	1.0
2207	296.0	335.0
2206	101.0	63.0
2205	216.0	46.0
101928904	0.0	0.0
2204	2.0	1.0
2203	4736.0	4057.0
2202	3203.0	1971.0
2201	298.0	132.0
2200	3190.0	4663.0
4862	2022.0	1965.0
4863	1017.0	1059.0
4864	1775.0	2336.0
4867	243.0	325.0
2209	31.0	42.0
4868	0.0	1.0
2208	4.0	5.0
4869	19481.0	22692.0
100506542	23.0	29.0
4880	63.0	288.0
4881	243.0	331.0
4882	807.0	811.0
4883	856.0	2554.0
2220	127.0	100.0
101928913	107.0	73.0
100506540	27.0	39.0
2218	1087.0	1246.0
2217	4432.0	4794.0
2216	0.0	0.0
2215	59.0	20.0
2214	316.0	545.0
2213	38.0	30.0
2212	272.0	435.0
4874	3.0	8.0
4875	19.0	34.0
4878	1.0	6.0
4879	0.0	0.0
2219	106.0	95.0
4891	6084.0	5729.0
4892	13.0	11.0
4893	2409.0	2925.0
2232	675.0	488.0
2231	4.0	4.0
2230	1171.0	1552.0
649288	1.0	1.0
2229	0.0	0.0
2228	0.0	0.0
2227	0.0	0.0
204474	7.0	6.0
2224	4156.0	4433.0
2222	17305.0	11097.0
4884	336.0	564.0
4885	144.0	139.0
4886	143.0	89.0
4887	3.0	7.0
4888	19.0	17.0
4889	8.0	7.0
131177	2415.0	1071.0
2243	0.0	1.0
2242	1184.0	1058.0
2241	1079.0	973.0
649299	0.0	0.0
143162	92.0	71.0
2239	1442.0	6799.0
2237	924.0	1362.0
2236	0.0	0.0
2235	2444.0	1755.0
4897	178.0	747.0
4898	8169.0	14667.0
4899	745.0	887.0
131185	5.0	4.0
2254	8.0	7.0
2253	0.0	1.0
2252	355.0	403.0
2251	2.0	0.0
2250	1.0	2.0
2249	0.0	0.0
2248	0.0	0.0
2247	660.0	716.0
2246	522.0	197.0
2245	924.0	1290.0
2244	0.0	0.0
100506516	10.0	33.0
2264	53.0	59.0
348262	4388.0	5036.0
2263	4280.0	1446.0
2262	21.0	7.0
2261	760.0	849.0
2260	4247.0	5009.0
169792	430.0	358.0
613227	0.0	1.0
2259	13.0	38.0
2258	1670.0	2142.0
167127	11.0	5.0
2257	166.0	530.0
2256	1.0	5.0
2255	231.0	161.0
100506506	0.0	0.0
348254	3.0	4.0
2275	635.0	717.0
2274	4692.0	2922.0
2273	13303.0	14890.0
2272	355.0	705.0
2271	2847.0	3798.0
100132086	0.0	0.0
253430	337.0	376.0
2268	172.0	190.0
2267	96.0	18.0
2266	0.0	1.0
348249	0.0	0.0
2287	3112.0	3757.0
2286	4194.0	7275.0
2284	0.0	0.0
2283	0.0	1.0
2281	252.0	463.0
2280	10625.0	11302.0
2277	23.0	18.0
2290	0.0	0.0
348235	1022.0	1483.0
2298	9.0	21.0
2297	18.0	7.0
2296	1199.0	1653.0
2295	49.0	141.0
2294	1049.0	1622.0
2289	18409.0	13174.0
2288	15145.0	24119.0
2299	87.0	6.0
338879	1.0	0.0
338870	2.0	1.0
652873	0.0	0.0
253461	4823.0	3940.0
338872	4.0	11.0
192134	202.0	32.0
104054213	5.0	5.0
338862	0.0	0.0
338864	0.0	0.0
192146	2.0	5.0
100132121	0.0	0.0
100846978	45.0	31.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	0.0	0.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	0.0	0.0
100846996	0.0	0.0
100132142	1.0	0.0
100846999	0.0	0.0
338949	0.0	0.0
100132153	0.0	2.0
100132159	37.0	74.0
107063536	0.0	0.0
107063538	0.0	0.0
107063537	0.0	0.0
107063539	0.0	0.0
399804	51.0	24.0
399806	0.0	0.0
100132163	14.0	7.0
100132166	0.0	0.0
100132169	12.0	30.0
387815	0.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	0.0
399818	635.0	409.0
399814	1.0	0.0
100132173	0.0	0.0
338917	0.0	0.0
387804	39.0	25.0
375850	0.0	0.0
387837	0.0	0.0
387836	0.0	0.0
100132195	0.0	0.0
121727	0.0	0.0
157753	11.0	6.0
133789	0.0	4.0
101928840	0.0	0.0
100421008	0.0	0.0
100506492	132.0	894.0
613210	2.0	0.0
613211	0.0	0.0
613212	0.0	4.0
100506495	267.0	319.0
101928846	5.0	12.0
387856	27.0	79.0
387853	0.0	0.0
613209	0.0	0.0
121793	6.0	6.0
145767	74.0	119.0
100073347	1.0	0.0
399857	0.0	0.0
100421018	0.0	0.0
145781	62.0	42.0
613204	0.0	0.0
387845	29.0	33.0
145773	251.0	124.0
170712	0.0	0.0
387841	140.0	97.0
100134713	34.0	41.0
387849	10.0	13.0
157773	3.0	6.0
399823	1.0	3.0
131149	0.0	0.0
157777	80.0	217.0
399829	4.0	2.0
101928869	0.0	1.0
399827	0.0	0.0
4904	14767.0	16861.0
4905	2828.0	4740.0
4907	762.0	693.0
4908	78.0	34.0
4909	217.0	33.0
145788	120.0	211.0
4900	92.0	133.0
4901	122.0	162.0
4902	95.0	49.0
155100	0.0	0.0
157769	2550.0	5286.0
399839	0.0	0.0
4914	30.0	91.0
4915	723.0	901.0
387867	10.0	14.0
4916	1035.0	300.0
4917	4.0	4.0
4919	599.0	662.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	498.0	611.0
50507	23.0	150.0
399888	1.0	5.0
100421046	0.0	0.0
50506	132.0	42.0
100421047	0.0	1.0
50509	156.0	637.0
50508	0.0	0.0
157713	2.0	9.0
100506457	0.0	1.0
133746	2139.0	2450.0
100506451	429.0	429.0
4925	4377.0	8937.0
4926	29304.0	28652.0
4927	1931.0	1663.0
4928	6672.0	7870.0
4929	506.0	803.0
387895	3.0	3.0
387893	2813.0	2507.0
50512	5561.0	6017.0
50511	11.0	20.0
4920	2471.0	1213.0
4921	3647.0	4040.0
50514	8.0	1.0
4922	8.0	20.0
4923	0.0	0.0
4924	28414.0	33871.0
50515	788.0	463.0
100421045	1.0	2.0
100421057	0.0	0.0
100421058	0.0	0.0
100506443	1.0	0.0
387890	16.0	36.0
157708	0.0	1.0
4938	426.0	252.0
4939	1233.0	612.0
387885	5.0	7.0
387882	962.0	867.0
4931	953.0	1741.0
100421055	1.0	2.0
4935	209.0	681.0
100506475	0.0	0.0
157739	6.0	22.0
4947	4019.0	5709.0
4948	24.0	7.0
145741	84.0	70.0
100132100	0.0	0.0
101928827	0.0	1.0
100132101	0.0	0.0
100132103	2.0	3.0
100132104	1.0	0.0
169714	895.0	1208.0
4940	1114.0	735.0
145748	302.0	352.0
4942	6049.0	4204.0
4943	953.0	1112.0
4946	17692.0	28215.0
399876	0.0	0.0
100506465	0.0	0.0
157724	11.0	40.0
100506469	156.0	249.0
131118	1526.0	2005.0
100506462	30.0	56.0
4958	253.0	263.0
100132116	120.0	381.0
4951	0.0	0.0
100421072	0.0	0.0
4952	4653.0	5883.0
4953	26753.0	64294.0
399881	2.0	0.0
100421075	0.0	0.0
4954	2.0	5.0
4956	0.0	0.0
4957	2495.0	5737.0
100847022	0.0	0.0
100847023	0.0	1.0
100847020	0.0	0.0
286887	1.0	0.0
100847021	0.0	0.0
100847026	0.0	1.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	44.0	330.0
100847025	0.0	0.0
100847028	0.0	3.0
100847029	0.0	0.0
4969	2136.0	2000.0
2306	112.0	156.0
2305	118.0	661.0
2304	7.0	3.0
2303	38.0	57.0
2302	94.0	61.0
284217	67.0	424.0
2301	1.0	2.0
2300	18.0	29.0
284215	31.0	8.0
2309	7444.0	7529.0
4967	10808.0	11994.0
2308	2649.0	1953.0
4968	889.0	989.0
2307	26.0	134.0
100847030	0.0	0.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	64.0	69.0
100847032	2.0	1.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	0.0	1.0
100847036	0.0	0.0
100862664	0.0	0.0
100862665	0.0	0.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	56975.0	53207.0
2316	212769.0	232973.0
2315	20.0	19.0
2314	8334.0	9504.0
100862662	34.0	10.0
2313	438.0	445.0
284207	660.0	993.0
2312	70.0	109.0
2311	0.0	0.0
2310	66.0	46.0
284203	1.0	9.0
4973	34.0	109.0
4974	3.0	8.0
4975	2.0	1.0
4976	3866.0	4521.0
2319	11505.0	10694.0
4978	14.0	17.0
2318	26112.0	25807.0
100847040	1.0	0.0
100847041	0.0	0.0
4990	15.0	49.0
4991	0.0	0.0
4992	0.0	0.0
100847042	0.0	0.0
4993	8.0	10.0
100847043	0.0	0.0
2331	10245.0	7823.0
100862678	0.0	0.0
100847048	0.0	0.0
2330	952.0	1725.0
100862679	0.0	0.0
100847049	0.0	0.0
100847046	1.0	2.0
100847047	0.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	2.0	0.0
100862677	0.0	0.0
2328	24.0	59.0
100862670	0.0	0.0
2327	495.0	249.0
2326	12.0	26.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	346.0	533.0
2323	73.0	66.0
259239	0.0	0.0
2322	35.0	16.0
2321	1229.0	1803.0
4983	2864.0	2750.0
4985	3.0	4.0
4986	287.0	1923.0
4987	138.0	139.0
4988	0.0	2.0
2329	174.0	90.0
100847051	0.0	0.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	0.0
2342	727.0	989.0
100847059	1.0	0.0
2341	0.0	2.0
100847057	0.0	0.0
100847058	0.0	0.0
2339	2442.0	1982.0
2335	31985.0	54298.0
2334	134.0	90.0
104502416	4.0	4.0
259249	0.0	0.0
2332	1740.0	2009.0
100862680	17.0	2.0
4994	5.0	0.0
4995	0.0	4.0
104502417	0.0	0.0
4998	38.0	95.0
4999	1297.0	1385.0
260294	25.0	51.0
100847062	0.0	0.0
260293	1346.0	554.0
100847063	0.0	0.0
284260	2.0	2.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	0.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	22385.0	25286.0
2352	0.0	1.0
100847068	0.0	0.0
2350	141.0	256.0
100847069	0.0	0.0
100862692	2.0	0.0
2348	67.0	17.0
2346	23558.0	35237.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	1449.0	1448.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	0.0	0.0
100847072	0.0	0.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	0.0	0.0
100847075	3.0	10.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	31.0	38.0
729798	1.0	2.0
2359	151.0	270.0
2358	19.0	9.0
2357	144.0	105.0
2356	3955.0	3239.0
2355	6337.0	5606.0
2354	2095.0	4776.0
100847080	0.0	0.0
100847081	0.0	0.0
259283	0.0	0.0
100847084	0.0	0.0
259282	3189.0	3276.0
100847085	0.0	0.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	0.0
100847087	0.0	0.0
259289	0.0	2.0
259287	0.0	0.0
259286	0.0	0.0
259285	0.0	0.0
646909	2.0	0.0
284233	7.0	3.0
284232	0.0	0.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	2.0	1.0
259293	0.0	1.0
259292	0.0	3.0
100847093	0.0	0.0
259290	6.0	18.0
259296	0.0	0.0
259295	4.0	4.0
646913	0.0	0.0
646912	3.0	3.0
646910	0.0	0.0
50700	0.0	0.0
646915	0.0	1.0
59082	0.0	0.0
2395	553.0	537.0
59084	3575.0	2211.0
441584	0.0	0.0
11108	1797.0	1274.0
11107	298.0	218.0
11100	12913.0	16364.0
11102	1068.0	1272.0
11101	2649.0	1383.0
139411	714.0	544.0
11104	614.0	778.0
11103	1748.0	1763.0
284297	342.0	761.0
11105	0.0	2.0
693231	0.0	0.0
25759	3196.0	4302.0
693232	11.0	14.0
284293	8.0	1.0
693233	0.0	0.0
693234	0.0	0.0
693235	0.0	0.0
115426	2062.0	2010.0
25758	24.0	40.0
100379174	0.0	1.0
11119	1417.0	1131.0
11118	1983.0	1081.0
441581	0.0	0.0
127406	0.0	0.0
84034	636.0	1123.0
84033	1019.0	979.0
11113	166.0	401.0
11112	3764.0	3771.0
139422	0.0	0.0
284288	0.0	0.0
139420	0.0	0.0
11117	6629.0	9820.0
11116	321.0	498.0
693220	18.0	28.0
693221	0.0	0.0
84061	9216.0	11461.0
693222	0.0	0.0
84060	371.0	471.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	0.0
693226	0.0	0.0
139425	0.0	0.0
693227	0.0	0.0
693228	0.0	1.0
693229	0.0	0.0
115416	677.0	948.0
84067	1677.0	2280.0
84066	10.0	15.0
84069	174.0	203.0
84068	834.0	796.0
84063	2.0	2.0
284276	47.0	42.0
84062	754.0	902.0
139431	0.0	0.0
84065	3951.0	3978.0
284274	1.0	5.0
84064	1723.0	1233.0
284273	1902.0	1589.0
693230	0.0	0.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	0.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	34.0	57.0
84059	647.0	429.0
84056	664.0	762.0
84055	17.0	16.0
84058	600.0	819.0
84057	19.0	89.0
284266	52.0	17.0
84054	4.0	8.0
84081	1692.0	1971.0
84080	682.0	718.0
84083	330.0	387.0
441549	127.0	145.0
441548	12.0	32.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	10.0	3.0
84089	0.0	0.0
84088	0.0	0.0
84085	1245.0	1236.0
84084	89.0	227.0
84087	0.0	0.0
84086	0.0	0.0
84070	8.0	9.0
84072	1.0	1.0
84071	89.0	155.0
392100	0.0	0.0
100379132	0.0	0.0
392106	1.0	0.0
441533	4.0	2.0
441531	4.0	1.0
84078	1541.0	1743.0
84077	6.0	9.0
84079	3495.0	4415.0
84074	153.0	282.0
84073	12.0	26.0
84076	1.0	0.0
84075	0.0	0.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	0.0	0.0
201931	4989.0	4778.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	0.0	0.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	0.0	0.0
127435	1010.0	1711.0
106480190	1.0	11.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	0.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	0.0	0.0
343099	49.0	95.0
103695431	2.0	1.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	0.0	0.0
103695433	0.0	3.0
100847010	2.0	2.0
103695436	2.0	3.0
100847015	0.0	1.0
103695435	0.0	2.0
100847016	1.0	0.0
100847013	0.0	0.0
100847014	0.0	0.0
441554	0.0	4.0
100847019	0.0	3.0
100847017	0.0	0.0
100847018	0.0	0.0
127428	450.0	655.0
84096	1.0	0.0
84097	0.0	0.0
11061	43.0	6.0
646892	11.0	11.0
441509	28.0	2.0
646891	0.0	0.0
11060	4082.0	3216.0
11063	40.0	43.0
619279	4502.0	8718.0
646898	0.0	0.0
11062	334.0	566.0
11065	62.0	581.0
441505	0.0	5.0
11064	741.0	541.0
23046	79.0	62.0
441502	2.0	5.0
23047	4103.0	4351.0
441501	5.0	5.0
23048	6271.0	7085.0
106479179	0.0	0.0
23049	4798.0	6140.0
106479178	0.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	5.0	5.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	2677.0	3708.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	14583.0	27779.0
106480177	0.0	0.0
23043	342.0	286.0
106480179	0.0	0.0
104384744	0.0	2.0
11067	1245.0	2176.0
50674	0.0	0.0
11066	959.0	752.0
11069	272.0	201.0
11068	2121.0	3862.0
139378	1.0	4.0
106480170	0.0	0.0
152330	251.0	336.0
106480172	2.0	1.0
106480171	3.0	1.0
11070	4322.0	4717.0
404550	271.0	170.0
644242	9.0	22.0
404552	0.0	0.0
11072	550.0	754.0
11074	12.0	3.0
644246	143.0	207.0
11073	1227.0	1636.0
166979	3.0	6.0
11076	384.0	677.0
11075	99.0	297.0
201965	626.0	858.0
379027	0.0	0.0
23057	67.0	87.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	1246.0	1520.0
164312	2.0	4.0
106479168	1.0	3.0
106479167	0.0	0.0
106479166	1.0	2.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	1953.0	3572.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	18481.0	18183.0
379034	0.0	0.0
106480189	0.0	0.0
86614	1.0	0.0
106480188	0.0	0.0
23053	4525.0	6496.0
115399	265.0	722.0
23054	3846.0	5105.0
11078	1418.0	1457.0
11077	30.0	64.0
644237	1.0	3.0
11079	6566.0	9645.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	0.0	0.0
106480182	0.0	0.0
11041	1854.0	1970.0
11040	363.0	450.0
11043	1008.0	998.0
23023	2787.0	3564.0
441525	0.0	0.0
106480149	0.0	0.0
23024	3799.0	3793.0
106480148	0.0	0.0
23025	14.0	71.0
23026	84.0	183.0
441521	0.0	0.0
23028	5405.0	6110.0
106479199	0.0	0.0
23029	64.0	45.0
106479198	0.0	0.0
201973	389.0	539.0
106479197	2.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	0.0	1.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	17036.0	20028.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	0.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	19981.0	19540.0
106480157	0.0	0.0
11045	349.0	252.0
11044	865.0	1086.0
11047	4677.0	5824.0
644248	1.0	1.0
11046	1120.0	1191.0
11049	0.0	0.0
106480150	0.0	0.0
343173	7.0	1.0
343172	2.0	2.0
343171	122.0	30.0
343170	3.0	2.0
441519	0.0	0.0
11052	3180.0	4129.0
441518	1393.0	1769.0
11051	4703.0	3583.0
11054	2141.0	2463.0
23034	1108.0	1227.0
23035	535.0	479.0
106480159	0.0	0.0
23036	2341.0	2669.0
729816	0.0	0.0
23037	738.0	900.0
23038	6459.0	7831.0
106479189	0.0	1.0
23039	4257.0	3717.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	2.0
106479185	0.0	0.0
106480163	0.0	2.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	0.0	0.0
106479183	0.0	1.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	7908.0	9065.0
106479181	0.0	0.0
106480167	0.0	0.0
23031	477.0	498.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	4425.0	7821.0
106480169	0.0	0.0
729809	0.0	0.0
23033	1192.0	1040.0
106480168	0.0	0.0
11056	1474.0	1803.0
11055	2.0	3.0
343169	0.0	0.0
11057	24392.0	44924.0
11059	4320.0	8716.0
106480161	1.0	1.0
106480160	0.0	0.0
693200	0.0	0.0
693201	1.0	1.0
693202	0.0	0.0
693203	0.0	0.0
11021	2559.0	2096.0
693204	0.0	0.0
11020	1156.0	1827.0
693205	0.0	0.0
106479139	0.0	0.0
23001	4191.0	4533.0
106480127	0.0	0.0
693206	57.0	100.0
106479138	0.0	0.0
23002	3432.0	5091.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	0.0	0.0
693209	0.0	0.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	1028.0	1245.0
106479134	0.0	0.0
106479133	0.0	1.0
23007	54.0	297.0
106479132	0.0	0.0
23008	2880.0	3257.0
106479131	0.0	0.0
106479130	3.0	9.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	0.0
106480135	0.0	0.0
11023	0.0	0.0
84000	175.0	201.0
11022	1163.0	871.0
11025	22.0	31.0
11024	25.0	19.0
84002	607.0	710.0
139334	0.0	0.0
11027	22.0	29.0
11029	0.0	0.0
11030	5108.0	5794.0
106479129	1.0	0.0
11031	3192.0	3367.0
106479128	0.0	0.0
106479127	0.0	3.0
106480138	0.0	0.0
23012	2236.0	2320.0
23013	4976.0	4892.0
106479126	0.0	0.0
106480137	0.0	0.0
23014	5378.0	3516.0
106479125	0.0	0.0
23015	33.0	82.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	1712.0	1770.0
106479123	0.0	0.0
23017	410.0	728.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	9822.0	6755.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	3734.0	4529.0
106480146	0.0	0.0
11034	36193.0	44985.0
152302	325.0	495.0
11033	86.0	87.0
11036	4.0	5.0
11035	97.0	39.0
11037	3459.0	5501.0
139341	937.0	909.0
644297	1.0	6.0
166968	1447.0	1578.0
619212	0.0	0.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	0.0
106479158	0.0	0.0
106480107	0.0	1.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	0.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	48.0	45.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	1.0	0.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	653.0	573.0
11000	1578.0	1398.0
11005	90.0	77.0
11004	61.0	408.0
11007	598.0	532.0
11006	134.0	267.0
127391	0.0	0.0
11010	777.0	454.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	0.0	1.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	0.0
127396	66.0	100.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	475.0	457.0
106479143	0.0	0.0
106479142	0.0	0.0
106479141	0.0	0.0
11019	386.0	355.0
106479140	0.0	0.0
106480121	1.0	0.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	0.0	0.0
11012	8279.0	94703.0
11011	1375.0	1380.0
11014	22758.0	49498.0
11013	1009.0	4965.0
11016	2232.0	2392.0
11015	2414.0	4735.0
11018	1032.0	1081.0
11017	1277.0	1777.0
139363	0.0	0.0
106144608	0.0	1.0
646808	7.0	6.0
106144606	5.0	1.0
106144607	0.0	0.0
345778	1670.0	1762.0
646802	37.0	96.0
730861	0.0	0.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
