id	5eb01b59-7181-491d-9c1e-9903473ad91e	725ae5e0-0325-4f5e-ba91-7694ac1166bb
64927	1346.0	1211.0
100132341	1005.0	273.0
4707	2836.0	3017.0
4708	5160.0	4632.0
4709	1744.0	2293.0
100132346	2.0	0.0
145501	222.0	271.0
145508	238.0	267.0
4700	3794.0	3277.0
4701	319.0	238.0
4702	3547.0	3929.0
4703	3280.0	40.0
4704	2985.0	2733.0
101060264	25.0	204.0
100506229	26.0	27.0
64940	323.0	289.0
64943	2915.0	6221.0
64946	249.0	297.0
204777	1.0	1.0
4716	5008.0	6659.0
4717	3783.0	4164.0
100132352	283.0	270.0
4718	3380.0	2612.0
4719	4965.0	5657.0
100132355	1.0	0.0
100132358	0.0	1.0
4710	6420.0	7703.0
4711	4566.0	5209.0
4712	2067.0	2463.0
4713	6382.0	5567.0
4714	3106.0	2854.0
4715	6178.0	6491.0
100506412	4.0	0.0
407039	0.0	0.0
407036	0.0	0.0
407037	2.0	0.0
100506413	4.0	0.0
407030	0.0	0.0
407031	0.0	0.0
407034	0.0	0.0
407035	0.0	0.0
407032	1.0	2.0
407033	1.0	0.0
4728	7407.0	7127.0
4729	874.0	1124.0
4720	5724.0	5353.0
4722	4098.0	4564.0
4723	8883.0	6962.0
4724	2237.0	2695.0
4725	9950.0	10921.0
4726	2923.0	4546.0
407027	0.0	0.0
407028	0.0	0.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	0.0	0.0
407022	0.0	0.0
4738	4403.0	4084.0
4739	7558.0	4488.0
100506409	5.0	11.0
4730	45.0	69.0
4731	5000.0	4776.0
4733	3616.0	3843.0
4734	678.0	962.0
4735	22807.0	26048.0
4736	57888.0	63811.0
407016	0.0	4.0
407017	9.0	2.0
100506433	4.0	0.0
407014	12.0	4.0
407015	2.0	0.0
4750	1018.0	1502.0
407018	72.0	2.0
100506436	96.0	20.0
4751	24.0	62.0
407019	15.0	3.0
407013	20.0	0.0
407010	137.0	4.0
407011	8.0	0.0
192217	81.0	53.0
4741	231.0	36.0
4744	52935.0	707.0
4745	51.0	335.0
4747	698.0	505.0
407006	8.0	4.0
407003	2.0	0.0
100506421	2.0	0.0
650368	89.0	34.0
407004	0.0	0.0
407009	0.0	0.0
4760	1.0	0.0
4761	4.0	2.0
407007	1.0	0.0
100506424	0.0	0.0
4762	0.0	0.0
407008	0.0	0.0
2100	25.0	56.0
649395	1.0	1.0
348180	1096.0	1042.0
407001	0.0	1.0
407002	8.0	1.0
407000	0.0	0.0
4752	738.0	293.0
4753	166.0	3150.0
100506428	2873.0	1169.0
4756	7600.0	7585.0
4758	9733.0	7016.0
4759	0.0	0.0
4771	2501.0	3359.0
4772	663.0	552.0
4773	529.0	480.0
348174	15.0	3.0
2110	1567.0	1322.0
2108	3629.0	4297.0
2107	8008.0	6540.0
2104	282.0	1501.0
2103	8.0	10.0
2101	2328.0	3020.0
4763	4268.0	4585.0
4764	0.0	0.0
4768	0.0	0.0
2109	6015.0	6945.0
4780	9965.0	8174.0
4781	14884.0	15166.0
4782	15069.0	15821.0
4783	14947.0	2657.0
4784	17872.0	24214.0
2122	1977.0	1179.0
2121	1414.0	1532.0
2120	5247.0	3762.0
143282	268.0	257.0
2119	718.0	931.0
2118	244.0	210.0
100303743	1.0	0.0
2117	3513.0	2409.0
2116	142.0	173.0
100303745	2.0	0.0
2115	438.0	639.0
2114	21761.0	7223.0
167227	1970.0	2184.0
2113	1749.0	2881.0
143279	1637.0	1394.0
4774	6034.0	6980.0
4775	1566.0	1297.0
4776	1898.0	1612.0
4778	25.0	13.0
4779	22541.0	19314.0
4790	4171.0	3498.0
348158	4.0	2.0
4791	4876.0	3621.0
4792	8674.0	7524.0
4793	1272.0	1144.0
348156	17.0	9.0
4794	1333.0	973.0
4795	1950.0	2540.0
407052	0.0	0.0
2132	5035.0	6024.0
407053	0.0	0.0
2131	2101.0	3159.0
407050	6.0	1.0
2130	18696.0	11787.0
407051	0.0	0.0
407056	1.0	0.0
407054	0.0	0.0
407055	0.0	0.0
2128	2082.0	240.0
2125	5263.0	3691.0
2124	292.0	423.0
2123	138.0	204.0
255919	636.0	531.0
407049	0.0	0.0
407047	0.0	0.0
407048	0.0	0.0
407041	0.0	0.0
407042	4.0	0.0
407040	5.0	0.0
2140	1957.0	1712.0
407045	0.0	0.0
407046	0.0	0.0
407043	0.0	0.0
407044	0.0	0.0
2139	7980.0	4002.0
2138	1383.0	1181.0
2137	2774.0	3017.0
2135	1741.0	1303.0
2134	10.0	49.0
4796	493.0	450.0
100303728	209.0	170.0
4798	2363.0	1924.0
4799	3610.0	3103.0
255928	22.0	5.0
255926	0.0	0.0
2155	43.0	71.0
2153	1263.0	2084.0
2152	46132.0	8190.0
2151	14.0	36.0
2150	676.0	947.0
253314	0.0	0.0
2149	174.0	1483.0
100288042	0.0	0.0
2147	15.0	23.0
2146	222.0	235.0
2145	3243.0	2774.0
348120	0.0	1.0
2166	12973.0	5557.0
2165	1.0	0.0
100288038	1.0	3.0
2162	177.0	573.0
2161	51.0	224.0
2160	4.0	0.0
100288035	2.0	0.0
2159	187.0	1810.0
2158	0.0	0.0
2157	646.0	1428.0
652959	3.0	5.0
348110	4160.0	4747.0
2177	520.0	444.0
2176	549.0	621.0
2175	170.0	84.0
2173	24.0	1.0
2172	9.0	0.0
2171	421.0	224.0
2170	1443.0	783.0
338799	1182.0	255.0
100288022	0.0	0.0
100303755	375.0	377.0
2169	2.0	0.0
2168	1.0	0.0
2167	55.0	2.0
2180	14248.0	12282.0
2188	975.0	2372.0
2187	29.0	28.0
2186	3559.0	4012.0
2185	6940.0	4242.0
2184	1746.0	2385.0
338785	4.0	0.0
2182	1865.0	2151.0
2181	18273.0	18187.0
100288013	0.0	0.0
2178	537.0	339.0
255967	3315.0	2351.0
2191	376.0	142.0
649324	0.0	0.0
2199	13015.0	4064.0
652972	13.0	25.0
100288008	6.0	1.0
2197	32520.0	31382.0
2196	1366.0	419.0
338773	217.0	2352.0
652974	1.0	0.0
2195	10322.0	10153.0
652975	0.0	0.0
2194	20023.0	46290.0
2193	5233.0	4949.0
2192	9468.0	32743.0
104355140	0.0	0.0
652978	6.0	1.0
104355141	2.0	0.0
104355143	2.0	2.0
104355145	1.0	0.0
104355146	0.0	0.0
104355147	0.0	0.0
652980	0.0	0.0
2189	914.0	893.0
104355148	6.0	9.0
104355149	5.0	0.0
121916	0.0	0.0
652968	386.0	312.0
652969	10.0	1.0
652960	6.0	7.0
649330	0.0	1.0
652961	0.0	0.0
338761	20.0	9.0
652963	2.0	3.0
652965	0.0	0.0
652966	0.0	0.0
338758	233.0	213.0
104355133	0.0	0.0
104355135	0.0	0.0
104355136	2.0	2.0
104355137	0.0	0.0
104355138	0.0	0.0
104355139	0.0	1.0
121906	1.0	0.0
192286	5967.0	6347.0
652995	126.0	42.0
338751	3.0	0.0
338755	0.0	1.0
101290508	0.0	0.0
652985	7.0	7.0
101290506	39.0	107.0
101290504	0.0	0.0
101290503	0.0	0.0
104355150	0.0	0.0
101290502	1.0	0.0
104355151	0.0	0.0
104355152	52.0	16.0
338739	6.0	2.0
652991	0.0	0.0
101290501	6.0	4.0
101290500	0.0	0.0
100132247	110.0	36.0
121838	12.0	8.0
100132251	0.0	0.0
145814	31.0	11.0
100132264	0.0	0.0
100132268	5.0	1.0
145820	9.0	101.0
157807	5.0	10.0
338821	1.0	0.0
100132273	200.0	114.0
338811	296.0	415.0
338817	98.0	41.0
145837	598.0	2500.0
375719	15.0	0.0
100132288	561.0	505.0
100132289	0.0	0.0
338809	5.0	4.0
101060321	0.0	0.0
100132291	10.0	4.0
375704	686.0	322.0
100132295	0.0	0.0
50484	2318.0	2444.0
50486	661.0	393.0
50485	1785.0	2063.0
50488	6154.0	4429.0
50487	141.0	27.0
50489	634.0	312.0
387712	18.0	29.0
387718	1.0	4.0
387715	2.0	2.0
652904	0.0	0.0
101060301	0.0	0.0
387700	28.0	15.0
387707	6.0	3.0
387703	5.0	1.0
107063611	0.0	0.0
100506377	0.0	0.0
100506376	9.0	0.0
107063612	0.0	0.0
101060351	0.0	0.0
375759	8.0	23.0
399726	50.0	158.0
101928969	29.0	100.0
375757	2830.0	2460.0
387733	3.0	0.0
100533990	1.0	2.0
375743	2041.0	2187.0
100506365	1516.0	1804.0
101928971	0.0	0.0
157869	344.0	2404.0
143241	1.0	0.0
375748	1051.0	860.0
169841	113.0	67.0
387723	241.0	157.0
375775	6400.0	2370.0
100506392	75.0	42.0
399708	1.0	0.0
100506390	1.0	0.0
399706	0.0	0.0
101928989	11.0	1.0
100506394	79.0	160.0
143244	363.0	351.0
387755	55.0	10.0
387751	79.0	168.0
100533970	30.0	50.0
387758	490.0	562.0
101928991	0.0	1.0
100506380	852.0	2799.0
100506385	14.0	28.0
101928999	0.0	0.0
399717	70.0	17.0
387745	29.0	17.0
170850	29.0	83.0
387742	1.0	0.0
387747	9.0	6.0
387748	0.0	0.0
100506334	555.0	833.0
100533955	2.0	2.0
100533952	2.0	2.0
100506330	22.0	10.0
101928922	0.0	0.0
4804	3046.0	1415.0
387778	9.0	0.0
4807	9.0	2.0
4808	63.0	22.0
100132201	1.0	3.0
4809	10759.0	10775.0
387775	38.0	2.0
100134869	107.0	55.0
4800	3118.0	1830.0
4801	3053.0	3426.0
4802	5022.0	4339.0
4803	36.0	91.0
133874	6.0	1.0
399774	2.0	1.0
100506328	3.0	3.0
100506325	102.0	146.0
101928931	111.0	37.0
4815	70.0	75.0
4817	2878.0	1741.0
4818	230.0	260.0
387763	3996.0	2101.0
145853	463.0	1033.0
375791	219.0	106.0
145858	0.0	0.0
375790	7785.0	9267.0
4810	813.0	595.0
4811	2071.0	5543.0
4814	5764.0	5462.0
373159	0.0	0.0
100506356	0.0	0.0
101060376	166.0	44.0
399746	1.0	0.0
373156	7649.0	6845.0
157855	24.0	55.0
170825	0.0	0.0
101928941	0.0	0.0
399748	20.0	12.0
4826	100.0	54.0
4828	210.0	182.0
4829	4.0	4.0
169834	111.0	900.0
145864	216.0	370.0
4820	5067.0	1857.0
4821	7.0	1.0
4824	104774.0	123141.0
4825	11.0	92.0
100506343	14.0	4.0
157848	4.0	6.0
4837	325.0	2280.0
4838	3.0	6.0
145873	207.0	44.0
4839	3027.0	2770.0
387787	150.0	111.0
100132234	73.0	2.0
4830	2075.0	4571.0
4831	1539.0	4674.0
4832	6047.0	5091.0
4833	13621.0	21486.0
4835	2503.0	2486.0
4836	6138.0	5914.0
650236	0.0	0.0
102467146	31.0	3.0
4850	1764.0	1752.0
4848	3679.0	3707.0
4849	5040.0	3468.0
143187	1344.0	1217.0
4841	21757.0	33277.0
4842	516.0	213.0
4843	245.0	14.0
155185	14.0	6.0
155184	35.0	13.0
4846	131.0	630.0
192111	2662.0	3254.0
4860	1270.0	1813.0
4861	79.0	30.0
167153	2759.0	1891.0
192127	1.0	0.0
100421090	3.0	0.0
192128	0.0	0.0
4851	5324.0	4198.0
4852	3661.0	11370.0
4853	8756.0	7539.0
4854	3585.0	4986.0
100506527	3.0	3.0
100421096	1.0	0.0
4855	903.0	1195.0
100421097	10.0	4.0
4856	542.0	1937.0
4857	460.0	188.0
4858	44.0	199.0
100506555	28.0	29.0
4871	2.0	1.0
2210	9.0	8.0
649264	137.0	14.0
2207	351.0	550.0
2206	43.0	87.0
2205	358.0	255.0
101928904	0.0	0.0
2204	9.0	2.0
2203	6442.0	6667.0
2202	3491.0	6650.0
2201	163.0	448.0
2200	1199.0	4975.0
4862	2347.0	1910.0
4863	1103.0	981.0
4864	1864.0	1389.0
4867	400.0	428.0
2209	20.0	68.0
4868	40.0	1.0
2208	13.0	2.0
4869	25008.0	57692.0
100506542	53.0	219.0
4880	920.0	35.0
4881	152.0	407.0
4882	772.0	1135.0
4883	134.0	1377.0
2220	336.0	40.0
101928913	126.0	121.0
100506540	56.0	64.0
2218	1227.0	1424.0
2217	9641.0	6141.0
2216	0.0	0.0
2215	3.0	4.0
2214	360.0	1021.0
2213	52.0	88.0
2212	253.0	506.0
4874	2.0	3.0
4875	28.0	58.0
4878	30.0	3.0
4879	6.0	0.0
2219	7.0	33.0
4891	4828.0	4410.0
4892	62.0	16.0
4893	1615.0	2510.0
2232	1143.0	956.0
2231	7.0	2.0
2230	1606.0	1795.0
649288	4.0	0.0
2229	2.0	0.0
2228	16.0	2.0
2227	6.0	0.0
204474	5.0	0.0
2224	4859.0	3027.0
2222	16464.0	7887.0
4884	1740.0	325.0
4885	71.0	227.0
4886	64.0	156.0
4887	8.0	4.0
4888	120.0	162.0
4889	4.0	3.0
131177	7272.0	5014.0
2243	1.0	0.0
2242	3837.0	908.0
2241	953.0	1276.0
649299	0.0	0.0
143162	43.0	23.0
2239	1774.0	2890.0
2237	987.0	972.0
2236	0.0	0.0
2235	1994.0	2241.0
4897	43.0	562.0
4898	8798.0	7893.0
4899	1273.0	960.0
131185	4.0	7.0
2254	18.0	11.0
2253	3.0	0.0
2252	848.0	2244.0
2251	3.0	2.0
2250	3.0	0.0
2249	12.0	0.0
2248	0.0	0.0
2247	765.0	1631.0
2246	361.0	244.0
2245	1168.0	1276.0
2244	1.0	0.0
100506516	243.0	26.0
2264	97.0	247.0
348262	5938.0	6049.0
2263	6664.0	2298.0
2262	11.0	8.0
2261	4115.0	759.0
2260	4662.0	8971.0
169792	323.0	941.0
613227	0.0	0.0
2259	42.0	63.0
2258	1364.0	5861.0
167127	25.0	74.0
2257	515.0	398.0
2256	10.0	6.0
2255	115.0	338.0
100506506	1.0	0.0
348254	7.0	2.0
2275	1095.0	1329.0
2274	8807.0	8094.0
2273	15934.0	23148.0
2272	561.0	1019.0
2271	3678.0	4224.0
100132086	0.0	0.0
253430	516.0	757.0
2268	183.0	281.0
2267	1.0	41.0
2266	0.0	0.0
348249	0.0	0.0
2287	3566.0	3426.0
2286	5975.0	5917.0
2284	0.0	1.0
2283	4.0	0.0
2281	380.0	169.0
2280	14024.0	15576.0
2277	42.0	9.0
2290	0.0	0.0
348235	1161.0	1603.0
2298	7.0	13.0
2297	5.0	412.0
2296	1790.0	1199.0
2295	395.0	1654.0
2294	4188.0	2751.0
2289	3696.0	14254.0
2288	21066.0	18781.0
2299	1597.0	231.0
338879	1.0	0.0
338870	5.0	1.0
652873	0.0	0.0
253461	3882.0	5698.0
338872	8.0	17.0
192134	24.0	203.0
104054213	13.0	4.0
338862	6.0	0.0
338864	0.0	0.0
192146	14.0	2.0
100132121	0.0	0.0
100846978	129.0	13.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	1.0	0.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	0.0	0.0
100846996	0.0	0.0
100132142	0.0	2.0
100846999	1.0	0.0
338949	4.0	0.0
100132153	2.0	2.0
100132159	162.0	48.0
107063536	0.0	0.0
107063538	0.0	0.0
107063537	0.0	0.0
107063539	0.0	0.0
399804	119.0	132.0
399806	3.0	1.0
100132163	31.0	9.0
100132166	9.0	0.0
100132169	15.0	28.0
387815	0.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	0.0
399818	1054.0	1025.0
399814	0.0	0.0
100132173	1.0	0.0
338917	4.0	2.0
387804	48.0	118.0
375850	0.0	0.0
387837	1.0	1.0
387836	1.0	0.0
100132195	0.0	0.0
121727	0.0	0.0
157753	21.0	3.0
133789	2.0	1.0
101928840	2.0	0.0
100421008	0.0	0.0
100506492	700.0	1.0
613210	1.0	0.0
613211	6.0	0.0
613212	4.0	5.0
100506495	300.0	382.0
101928846	34.0	7.0
387856	94.0	100.0
387853	1.0	0.0
613209	0.0	0.0
121793	30.0	8.0
145767	110.0	87.0
100073347	8.0	5.0
399857	0.0	1.0
100421018	2.0	0.0
145781	31.0	43.0
613204	0.0	0.0
387845	27.0	36.0
145773	708.0	1485.0
170712	1.0	0.0
387841	162.0	204.0
100134713	82.0	51.0
387849	23.0	6.0
157773	7.0	7.0
399823	80.0	6.0
131149	0.0	0.0
157777	110.0	169.0
399829	4.0	1.0
101928869	0.0	0.0
399827	0.0	0.0
4904	16035.0	27342.0
4905	3602.0	3374.0
4907	1227.0	1281.0
4908	149.0	223.0
4909	608.0	169.0
145788	202.0	418.0
4900	91.0	102.0
4901	157.0	98.0
4902	51.0	106.0
155100	3.0	0.0
157769	3836.0	2689.0
399839	0.0	0.0
4914	51.0	47.0
4915	876.0	1524.0
387867	29.0	30.0
4916	425.0	470.0
4917	1.0	12.0
4919	537.0	1134.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	982.0	1779.0
50507	4.0	64.0
399888	8.0	0.0
100421046	0.0	0.0
50506	1570.0	105.0
100421047	0.0	0.0
50509	387.0	565.0
50508	0.0	1.0
157713	0.0	2.0
100506457	3.0	1.0
133746	2329.0	2447.0
100506451	813.0	281.0
4925	2171.0	7771.0
4926	37154.0	23290.0
4927	2276.0	2261.0
4928	7038.0	6529.0
4929	21707.0	1116.0
387895	7.0	4.0
387893	4586.0	3631.0
50512	2754.0	8078.0
50511	40.0	9.0
4920	2959.0	1932.0
4921	2102.0	5180.0
50514	15.0	11.0
4922	14.0	19.0
4923	4.0	3.0
4924	36383.0	36812.0
50515	963.0	951.0
100421045	2.0	0.0
100421057	2.0	0.0
100421058	2.0	0.0
100506443	3.0	0.0
387890	9.0	50.0
157708	0.0	0.0
4938	2132.0	873.0
4939	2904.0	3393.0
387885	12.0	4.0
387882	3080.0	4061.0
4931	1421.0	975.0
100421055	2.0	0.0
4935	195.0	269.0
100506475	0.0	0.0
157739	24.0	9.0
4947	4979.0	5909.0
4948	38.0	99.0
145741	102.0	128.0
100132100	0.0	0.0
101928827	3.0	0.0
100132101	1.0	0.0
100132103	3.0	0.0
100132104	1.0	0.0
169714	905.0	1223.0
4940	2076.0	1340.0
145748	625.0	400.0
4942	12000.0	7929.0
4943	1293.0	1107.0
4946	31553.0	29168.0
399876	0.0	0.0
100506465	1.0	0.0
157724	20.0	3.0
100506469	825.0	186.0
131118	2482.0	2094.0
100506462	63.0	39.0
4958	168.0	243.0
100132116	300.0	338.0
4951	5.0	0.0
100421072	0.0	0.0
4952	3820.0	5874.0
4953	33590.0	14918.0
399881	0.0	3.0
100421075	2.0	0.0
4954	15.0	5.0
4956	0.0	0.0
4957	3462.0	3355.0
100847022	0.0	0.0
100847023	1.0	0.0
100847020	1.0	0.0
286887	4.0	2.0
100847021	0.0	0.0
100847026	2.0	1.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	23.0	66.0
100847025	0.0	0.0
100847028	3.0	1.0
100847029	0.0	0.0
4969	1791.0	4733.0
2306	16.0	197.0
2305	136.0	180.0
2304	63.0	113.0
2303	16.0	50.0
2302	60.0	12.0
284217	46.0	64.0
2301	3.0	4.0
2300	13.0	208.0
284215	4.0	17.0
2309	4211.0	6856.0
4967	11855.0	10555.0
2308	1728.0	1646.0
4968	1931.0	1476.0
2307	40.0	109.0
100847030	0.0	0.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	15.0	299.0
100847032	0.0	1.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	0.0	2.0
100847036	0.0	0.0
100862664	0.0	0.0
100862665	1.0	0.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	44637.0	20692.0
2316	190115.0	250753.0
2315	17.0	10.0
2314	9087.0	8525.0
100862662	124.0	30.0
2313	243.0	750.0
284207	1717.0	1583.0
2312	23.0	25.0
2311	0.0	0.0
2310	43.0	50.0
284203	0.0	0.0
4973	38.0	139.0
4974	19.0	3.0
4975	9.0	2.0
4976	3582.0	4282.0
2319	16467.0	12977.0
4978	6.0	5.0
2318	22635.0	36764.0
100847040	1.0	2.0
100847041	0.0	0.0
4990	1.0	13.0
4991	0.0	0.0
4992	0.0	0.0
100847042	0.0	0.0
4993	1.0	7.0
100847043	0.0	0.0
2331	3990.0	29933.0
100862678	7.0	0.0
100847048	0.0	0.0
2330	963.0	1680.0
100862679	1.0	0.0
100847049	1.0	0.0
100847046	0.0	0.0
100847047	1.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	11.0	94.0
100862670	0.0	0.0
2327	339.0	1409.0
2326	37.0	20.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	147.0	743.0
2323	149.0	189.0
259239	0.0	2.0
2322	30.0	28.0
2321	436.0	3896.0
4983	1414.0	1172.0
4985	38.0	89.0
4986	295.0	106.0
4987	110.0	98.0
4988	3.0	0.0
2329	424.0	242.0
100847051	0.0	0.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	0.0
2342	1216.0	880.0
100847059	1.0	0.0
2341	0.0	0.0
100847057	3.0	0.0
100847058	0.0	0.0
2339	3824.0	4330.0
2335	8939.0	22707.0
2334	198.0	216.0
104502416	10.0	4.0
259249	0.0	0.0
2332	2753.0	2405.0
100862680	7.0	2.0
4994	0.0	0.0
4995	2.0	2.0
104502417	0.0	1.0
4998	53.0	38.0
4999	1837.0	1503.0
260294	183.0	36.0
100847062	0.0	2.0
260293	3928.0	1718.0
100847063	1.0	0.0
284260	7.0	0.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	0.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	423780.0	35112.0
2352	2.0	0.0
100847068	0.0	0.0
2350	57.0	120.0
100847069	0.0	0.0
100862692	10.0	0.0
2348	697.0	221.0
2346	16209.0	3688.0
284257	0.0	0.0
284254	1.0	0.0
100847070	0.0	0.0
284252	2529.0	3018.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	1.0	0.0
100847072	1.0	0.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	1.0	0.0
100847075	5.0	0.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	52.0	24.0
729798	6.0	7.0
2359	357.0	160.0
2358	11.0	4.0
2357	28.0	83.0
2356	4856.0	3305.0
2355	17108.0	6974.0
2354	217147.0	3632.0
100847080	0.0	0.0
100847081	0.0	0.0
259283	16.0	8.0
100847084	0.0	0.0
259282	2772.0	3180.0
100847085	1.0	0.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	0.0
100847087	0.0	0.0
259289	7.0	1.0
259287	0.0	0.0
259286	0.0	0.0
259285	3.0	0.0
646909	2.0	1.0
284233	25.0	7.0
284232	0.0	0.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	17.0	2.0
259293	1.0	0.0
259292	0.0	0.0
100847093	0.0	0.0
259290	16.0	7.0
259296	1.0	0.0
259295	48.0	8.0
646913	1.0	0.0
646912	1.0	1.0
646910	2.0	0.0
50700	0.0	0.0
646915	0.0	0.0
59082	0.0	0.0
2395	756.0	1009.0
59084	6393.0	3159.0
441584	0.0	0.0
11108	1755.0	1931.0
11107	404.0	531.0
11100	13988.0	18823.0
11102	1337.0	1326.0
11101	2447.0	3089.0
139411	709.0	322.0
11104	1227.0	998.0
11103	2791.0	2730.0
284297	1759.0	2312.0
11105	5.0	1.0
693231	0.0	0.0
25759	3299.0	5314.0
693232	47.0	6.0
284293	16.0	3.0
693233	2.0	0.0
693234	0.0	0.0
693235	0.0	0.0
115426	2968.0	1547.0
25758	22.0	40.0
100379174	3.0	0.0
11119	1814.0	1088.0
11118	2740.0	2307.0
441581	0.0	0.0
127406	1.0	0.0
84034	383.0	757.0
84033	3433.0	1228.0
11113	157.0	164.0
11112	5174.0	5368.0
139422	0.0	0.0
284288	0.0	0.0
139420	0.0	0.0
11117	4737.0	14284.0
11116	1032.0	646.0
693220	19.0	24.0
693221	0.0	0.0
84061	8086.0	5856.0
693222	0.0	0.0
84060	947.0	708.0
693223	0.0	0.0
693224	0.0	0.0
693225	2.0	0.0
693226	2.0	1.0
139425	0.0	0.0
693227	2.0	0.0
693228	2.0	0.0
693229	0.0	0.0
115416	913.0	1025.0
84067	4611.0	1769.0
84066	8.0	8.0
84069	382.0	236.0
84068	802.0	673.0
84063	30.0	3.0
284276	196.0	282.0
84062	1336.0	1625.0
139431	0.0	0.0
84065	5313.0	2992.0
284274	0.0	0.0
84064	1773.0	2299.0
284273	3207.0	3194.0
693230	0.0	0.0
693210	1.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	3.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	1.0	0.0
152404	43.0	10.0
84059	804.0	288.0
84056	650.0	1132.0
84055	17.0	5.0
84058	971.0	1082.0
84057	14.0	40.0
284266	166.0	131.0
84054	5.0	7.0
84081	1982.0	2443.0
84080	1295.0	1628.0
84083	368.0	492.0
441549	257.0	183.0
441548	0.0	8.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	1.0
441550	11.0	24.0
84089	0.0	0.0
84088	1.0	0.0
84085	1225.0	1642.0
84084	125.0	180.0
84087	0.0	0.0
84086	1.0	0.0
84070	60.0	24.0
84072	0.0	0.0
84071	109.0	127.0
392100	1.0	0.0
100379132	2.0	0.0
392106	0.0	1.0
441533	8.0	13.0
441531	2.0	7.0
84078	971.0	1295.0
84077	13.0	3.0
84079	3370.0	3315.0
84074	349.0	329.0
84073	127.0	36.0
84076	0.0	0.0
84075	0.0	0.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	0.0	0.0
201931	3716.0	4173.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	1.0	0.0
106480195	0.0	0.0
106480198	1.0	0.0
106480197	0.0	0.0
106480199	1.0	0.0
127435	1460.0	6346.0
106480190	0.0	9.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	1.0	0.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	1.0	6.0
343099	96.0	49.0
103695431	0.0	0.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	0.0	1.0
103695433	12.0	0.0
100847010	1.0	0.0
103695436	3.0	1.0
100847015	1.0	0.0
103695435	9.0	3.0
100847016	2.0	0.0
100847013	1.0	0.0
100847014	0.0	0.0
441554	7.0	2.0
100847019	4.0	0.0
100847017	0.0	0.0
100847018	0.0	0.0
127428	551.0	883.0
84096	4.0	3.0
84097	0.0	0.0
11061	29.0	58.0
646892	33.0	26.0
441509	36.0	11.0
646891	0.0	1.0
11060	4558.0	4535.0
11063	31.0	34.0
619279	6125.0	7073.0
646898	0.0	0.0
11062	453.0	624.0
11065	49.0	164.0
441505	0.0	1.0
11064	1120.0	828.0
23046	124.0	111.0
441502	2.0	2.0
23047	2897.0	3534.0
441501	14.0	4.0
23048	6868.0	6257.0
106479179	0.0	0.0
23049	5241.0	4026.0
106479178	2.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	1.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	1.0	0.0
106479172	0.0	0.0
23040	9.0	4.0
106479171	6.0	0.0
106480175	0.0	0.0
23041	3864.0	2039.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	11536.0	13821.0
106480177	0.0	0.0
23043	514.0	690.0
106480179	0.0	1.0
104384744	5.0	2.0
11067	2056.0	6320.0
50674	0.0	0.0
11066	2024.0	1478.0
11069	208.0	1270.0
11068	2148.0	1764.0
139378	1.0	3.0
106480170	2.0	0.0
152330	237.0	562.0
106480172	1.0	1.0
106480171	0.0	0.0
