id	23c08503-80f7-4a8e-94fb-4a51dcebd78b	46e9b99f-ca9d-4db6-a705-662343b5242a
106480945	0.0	0.0
9088	55.0	170.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	1877.0	1515.0
106480946	0.0	0.0
57402	696.0	503.0
57403	2886.0	3726.0
57404	3284.0	4414.0
57405	25.0	62.0
389416	2.0	3.0
149501	55.0	78.0
9080	10.0	29.0
106480950	0.0	0.0
57406	970.0	680.0
57407	3042.0	4151.0
57408	89.0	0.0
730005	484.0	178.0
57409	944.0	1035.0
106480959	0.0	0.0
729013	1015.0	649.0
106479989	0.0	0.0
106479988	0.0	2.0
106479987	0.0	0.0
729012	8.0	3.0
106479986	0.0	0.0
9094	2059.0	1415.0
106479985	0.0	0.0
106480952	1.0	1.0
9095	224.0	193.0
106479984	3.0	1.0
106480951	4.0	2.0
9092	3146.0	4493.0
106479983	3.0	1.0
106480954	0.0	0.0
9093	4033.0	4220.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	37.0	35.0
106479981	0.0	0.0
106480956	0.0	0.0
9099	241.0	132.0
106479980	0.0	0.0
106480955	0.0	0.0
9096	8.0	10.0
106480958	0.0	0.0
9097	7973.0	8054.0
106480957	0.0	0.0
57413	214.0	219.0
57414	7141.0	6247.0
57415	1475.0	878.0
389404	10.0	3.0
9091	2775.0	3318.0
57410	6842.0	8852.0
389400	0.0	0.0
106480961	0.0	0.0
57412	56.0	30.0
106480960	0.0	1.0
57418	1858.0	2137.0
57419	2260.0	2576.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	1.0
106480926	2.0	7.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	1.0	1.0
106480928	0.0	1.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	0.0	2.0
106479931	0.0	0.0
390431	0.0	1.0
106479930	0.0	0.0
390432	0.0	0.0
400322	829.0	1304.0
390433	0.0	0.0
106480921	3.0	2.0
106480920	1.0	4.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	1.0	0.0
106480925	0.0	1.0
106480924	0.0	0.0
390438	1.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	5.0	1.0
389434	105.0	140.0
642402	4.0	0.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	1.0	1.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	2.0	3.0
106479922	1.0	1.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	9.0	3.0
353497	137.0	301.0
390442	2.0	1.0
106480930	2.0	2.0
390443	0.0	0.0
389432	169.0	775.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	1.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	12.0	3.0
106480935	0.0	4.0
389428	12.0	7.0
341405	1.0	1.0
389422	7.0	21.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	2.0	0.0
106480904	0.0	0.0
106480907	1.0	6.0
106479958	0.0	1.0
106479957	0.0	0.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	1.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	1.0	1.0
106479952	0.0	0.0
654412	1.0	0.0
106479951	0.0	0.0
390411	5.0	3.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	4.0	0.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	0.0	1.0
106480902	0.0	0.0
57446	14982.0	4681.0
57447	15336.0	7773.0
390418	1.0	1.0
100996331	0.0	0.0
57448	5581.0	19203.0
390419	1.0	0.0
57449	937.0	986.0
389458	1.0	0.0
642425	0.0	0.0
642424	1.0	0.0
100125556	194.0	194.0
106479949	0.0	0.0
106480916	3.0	3.0
106479948	0.0	0.0
106480915	0.0	3.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	2.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	0.0	2.0
642443	42.0	26.0
106479942	0.0	1.0
106479941	4.0	3.0
106479940	0.0	0.0
390421	4.0	5.0
57451	796.0	1656.0
106480910	0.0	0.0
57452	741.0	770.0
390423	0.0	0.0
414919	2682.0	1597.0
390424	1.0	1.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	741.0	869.0
106480913	0.0	0.0
57458	2194.0	5059.0
390429	0.0	0.0
57459	1916.0	3785.0
57453	78.0	64.0
57455	1390.0	2244.0
57456	2856.0	3634.0
106479939	0.0	6.0
390472	0.0	0.0
162540	0.0	0.0
150554	35.0	36.0
729082	9879.0	13576.0
729085	331.0	239.0
729079	2.0	0.0
390483	1.0	13.0
730061	7.0	2.0
150568	0.0	0.0
729073	26.0	9.0
497258	349.0	202.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1271.0	1356.0
730092	273.0	159.0
730091	233.0	137.0
150577	1.0	1.0
150572	299.0	3.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	5.0	3.0
102546227	4.0	0.0
106479902	0.0	0.0
730087	130.0	264.0
106479901	0.0	3.0
106479900	0.0	0.0
730086	1.0	4.0
729097	15.0	13.0
389493	138.0	76.0
221613	0.0	0.0
729096	18.0	43.0
729092	10.0	17.0
729046	34.0	16.0
729042	1.0	1.0
729041	19.0	11.0
730029	41.0	12.0
730023	8.0	11.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	10.0	19.0
730051	631.0	1159.0
221662	726.0	1512.0
150538	32.0	27.0
162515	145.0	250.0
162517	12.0	10.0
729059	1.0	0.0
162514	33.0	18.0
730041	30.0	26.0
149563	79.0	744.0
221656	1330.0	2041.0
729050	3.0	3.0
221687	11.0	23.0
221692	235.0	327.0
162494	235.0	263.0
654391	6.0	0.0
198437	1.0	0.0
257629	4.0	2.0
267004	15.0	10.0
149499	9.0	5.0
162466	51.0	71.0
255022	1.0	7.0
162461	38.0	81.0
267010	0.0	0.0
267012	0.0	0.0
267013	1.0	2.0
150472	672.0	616.0
255031	232.0	230.0
255025	0.0	0.0
101101692	57.0	40.0
255027	1180.0	1369.0
267002	540.0	813.0
150483	12.0	10.0
282617	0.0	1.0
282618	1.0	1.0
282616	0.0	0.0
644990	26.0	33.0
9103	86.0	119.0
9100	4746.0	5286.0
9101	4642.0	7382.0
644994	0.0	0.0
9107	4973.0	4897.0
9104	1080.0	521.0
400242	192.0	139.0
84959	212.0	415.0
255061	9.0	14.0
84958	8302.0	6100.0
654319	3.0	5.0
100996315	4.0	4.0
84966	262.0	171.0
57348	81.0	59.0
282679	942.0	504.0
84968	13.0	20.0
84967	1849.0	1151.0
84962	1921.0	2132.0
57343	1235.0	2356.0
654320	0.0	0.0
255057	9.0	13.0
84961	1593.0	3906.0
654321	2.0	5.0
400238	1.0	0.0
654322	4.0	4.0
84964	103.0	90.0
400236	112.0	111.0
644988	2.0	4.0
84960	202.0	232.0
642326	0.0	0.0
9113	3971.0	7072.0
9114	7926.0	6309.0
9111	1196.0	988.0
9112	3099.0	4184.0
9117	8235.0	9706.0
9118	18.0	39.0
414899	0.0	0.0
100996307	175.0	85.0
100996306	0.0	0.0
84948	665.0	1167.0
9110	3208.0	5279.0
84947	1091.0	1053.0
84955	1379.0	1265.0
84954	1412.0	1785.0
84957	153.0	252.0
100996301	35.0	70.0
84951	2105.0	1249.0
84950	3395.0	3759.0
84953	81.0	632.0
400224	6.0	25.0
84952	12720.0	16867.0
644998	0.0	0.0
9108	96.0	88.0
642337	2.0	2.0
644997	4.0	4.0
9124	5495.0	4345.0
9125	2518.0	3652.0
9122	622.0	483.0
9123	805.0	1040.0
9128	2286.0	2388.0
9129	2262.0	2845.0
9126	3745.0	6338.0
9127	141.0	23.0
94304	0.0	0.0
255043	38.0	43.0
9120	16.0	202.0
9121	1788.0	887.0
57369	8.0	0.0
84988	1432.0	1137.0
84987	2889.0	1690.0
84989	61.0	58.0
84984	245.0	160.0
84983	13.0	70.0
84986	797.0	1313.0
84985	9.0	4.0
642345	5.0	29.0
9119	5.0	2.0
84981	1561.0	951.0
9135	7439.0	16024.0
9136	1158.0	1374.0
9133	173.0	421.0
9134	97.0	166.0
9139	4788.0	5111.0
267014	0.0	0.0
267015	4.0	2.0
9138	3329.0	4994.0
267017	1.0	25.0
9131	2146.0	3465.0
9132	480.0	633.0
84969	710.0	588.0
9130	3066.0	3071.0
400208	0.0	9.0
84976	519.0	690.0
400209	45.0	91.0
400206	0.0	0.0
84978	48.0	23.0
84973	2242.0	2227.0
84975	2232.0	2071.0
57379	0.0	4.0
642357	22.0	10.0
84971	1048.0	1245.0
84970	0.0	6.0
267020	3.0	0.0
9146	3988.0	5556.0
9147	2204.0	3619.0
9144	19774.0	29557.0
9145	3979.0	2597.0
9148	82.0	169.0
106479899	0.0	0.0
9149	1417.0	2714.0
106479898	0.0	0.0
106479897	1.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	0.0
106479895	0.0	2.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	0.0	0.0
57380	3324.0	2081.0
9143	21.0	33.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	1575.0	927.0
9140	4307.0	3654.0
106479891	0.0	0.0
9141	1621.0	1487.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	27.0	33.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	1.0
9158	2658.0	2284.0
9156	33.0	124.0
106479889	0.0	0.0
9159	3735.0	4161.0
106479888	0.0	0.0
106479887	0.0	1.0
654346	14.0	13.0
106479886	0.0	2.0
106480897	0.0	0.0
9150	1234.0	2359.0
106480896	0.0	0.0
106479885	1.0	4.0
57396	1712.0	1578.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	6.0	5.0
106479882	0.0	0.0
9154	5.0	3.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	143.0	149.0
9152	2.0	2.0
654350	0.0	0.0
84996	531.0	292.0
84991	3839.0	4017.0
84993	2374.0	2464.0
84992	0.0	0.0
9168	18658.0	9831.0
9169	7643.0	13827.0
9166	2304.0	1644.0
642395	6.0	5.0
9167	8330.0	6898.0
642394	1.0	6.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	1.0	0.0
255082	293.0	313.0
106480867	0.0	0.0
9162	75.0	79.0
106480869	0.0	0.0
654383	0.0	0.0
106480871	1.0	3.0
106480870	0.0	0.0
106480873	1.0	0.0
282697	0.0	0.0
400258	9.0	3.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	0.0
9179	1310.0	1704.0
9177	1.0	0.0
106480875	0.0	0.0
9172	964.0	297.0
106480874	1.0	3.0
106480877	0.0	0.0
9170	1113.0	1952.0
106480876	0.0	0.0
9175	2766.0	3072.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	134.0	147.0
106480880	5.0	4.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	4.0	5.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	1.0	2.0
137868	16.0	11.0
730112	24.0	100.0
106480849	0.0	0.0
729123	7.0	11.0
9188	3955.0	9730.0
106479859	0.0	0.0
106479858	3.0	4.0
9189	4293.0	8625.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	712.0	1144.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	1258.0	1797.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	2227.0	5520.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	2470.0	3186.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	921.0	1904.0
106480845	0.0	0.0
9184	4590.0	5684.0
106480848	0.0	0.0
9185	3691.0	15886.0
106480847	0.0	0.0
57501	110.0	132.0
57502	141.0	245.0
57504	3266.0	4569.0
125875	75.0	58.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	7890.0	15374.0
730109	0.0	0.0
137872	957.0	673.0
102546175	3.0	0.0
57505	1077.0	2001.0
644903	33.0	67.0
57506	6221.0	19138.0
57507	1211.0	3639.0
57508	1360.0	1524.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	435.0	576.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	2095.0	2176.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	1.0
9197	4909.0	4413.0
106480857	0.0	0.0
106480856	1.0	0.0
106480859	0.0	0.0
729119	1.0	5.0
9196	83.0	98.0
106480858	0.0	0.0
57512	188.0	81.0
57513	2463.0	3667.0
57514	1342.0	2432.0
123207	1288.0	1103.0
57515	23882.0	25843.0
106480860	0.0	0.0
57510	2244.0	4288.0
106480862	0.0	0.0
57511	2839.0	3372.0
106480861	0.0	0.0
644911	1.0	0.0
644914	12.0	11.0
57519	894.0	1464.0
729146	6.0	6.0
106480828	0.0	0.0
113878	1013.0	1166.0
135228	1335.0	2215.0
106480827	0.0	0.0
729148	99.0	158.0
106480829	0.0	0.0
137886	2538.0	3923.0
106479879	0.0	0.0
730130	49.0	6.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	0.0	0.0
106480820	0.0	0.0
106479875	0.0	1.0
106479874	0.0	0.0
106479873	0.0	1.0
106480822	0.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	2.0	0.0
106479870	0.0	0.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	2150.0	2621.0
57524	64.0	291.0
57526	38.0	82.0
644928	1.0	6.0
57520	288.0	659.0
57521	3197.0	4879.0
57522	484.0	1318.0
57528	35.0	15.0
57529	7.0	7.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	6.0	11.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	0.0	2.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	1.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	970.0	1078.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	4.0	7.0
106480836	0.0	0.0
57534	5352.0	9065.0
57535	21892.0	69383.0
343727	0.0	0.0
57536	638.0	635.0
57537	826.0	1069.0
150864	1512.0	3772.0
57530	2777.0	7996.0
57531	1153.0	1328.0
57532	4259.0	9666.0
106480840	0.0	0.0
57533	2595.0	5889.0
57538	937.0	1871.0
57539	1900.0	2822.0
106479817	3.0	3.0
106480806	2.0	3.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	0.0
106479812	0.0	1.0
106479811	0.0	0.0
106479810	0.0	1.0
123263	1109.0	1091.0
106480800	0.0	0.0
123264	215.0	96.0
57540	40.0	99.0
106480802	0.0	1.0
106480801	0.0	0.0
106480804	1.0	2.0
106480803	0.0	0.0
57545	2341.0	2311.0
57546	1239.0	2303.0
57547	269.0	384.0
57541	1439.0	2206.0
57542	4187.0	5120.0
353132	1.0	0.0
57544	5134.0	7333.0
353131	1.0	0.0
644943	51.0	121.0
57549	1309.0	1218.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	7.0	0.0
100101490	66.0	142.0
106479807	0.0	0.0
137835	155.0	128.0
106479806	0.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	14.0	11.0
106479802	13.0	17.0
106479801	0.0	0.0
644962	25.0	47.0
106479800	0.0	0.0
353134	0.0	0.0
353133	5.0	0.0
106480811	0.0	0.0
57551	5599.0	12355.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	1.0	0.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	1686.0	4503.0
57558	440.0	548.0
57559	161.0	323.0
57552	1515.0	3067.0
353141	0.0	0.0
353140	0.0	0.0
57553	1794.0	3743.0
57554	142.0	179.0
353143	0.0	0.0
57555	1883.0	2786.0
353142	0.0	0.0
343702	3.0	0.0
729102	1.0	2.0
106479839	7.0	6.0
106479838	0.0	0.0
729101	2.0	1.0
106479837	0.0	0.0
106479836	3.0	2.0
106479835	2.0	5.0
644972	210.0	319.0
106479834	1.0	0.0
106479833	0.0	0.0
642311	1.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	11.0	7.0
102465906	0.0	0.0
57560	758.0	573.0
106479830	0.0	0.0
353144	0.0	0.0
57561	8838.0	7980.0
57562	662.0	585.0
149830	0.0	0.0
57567	1065.0	1651.0
57568	955.0	1924.0
57569	959.0	1191.0
57563	1706.0	3367.0
57565	316.0	209.0
106479829	2.0	1.0
106479828	1.0	0.0
106479827	0.0	0.0
106479826	0.0	1.0
106479825	2.0	0.0
106479824	0.0	3.0
106479823	0.0	0.0
106479822	0.0	0.0
106479821	0.0	0.0
57570	1730.0	2036.0
125893	1391.0	1315.0
106479820	1.0	5.0
57571	148.0	174.0
57572	1433.0	3194.0
149840	464.0	331.0
57573	959.0	1297.0
102465910	0.0	0.0
57578	47.0	34.0
57579	7526.0	6106.0
149837	380.0	305.0
123228	446.0	423.0
57574	3.0	9.0
353163	3.0	5.0
57575	4245.0	6380.0
102465909	0.0	1.0
57576	194.0	165.0
102465908	0.0	0.0
57577	700.0	735.0
353164	0.0	0.0
102465907	0.0	0.0
644974	16.0	15.0
642317	1.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	9.0	27.0
730196	0.0	0.0
390110	3.0	0.0
389123	0.0	1.0
389124	0.0	0.0
730190	1.0	2.0
390116	0.0	0.0
389120	0.0	1.0
390117	0.0	0.0
147276	1.0	1.0
389118	10.0	1.0
389119	311.0	96.0
353174	27.0	27.0
389114	722.0	775.0
135293	6864.0	13368.0
135295	278.0	603.0
729196	3.0	1.0
729198	0.0	0.0
730180	1.0	4.0
353189	17.0	23.0
392752	43.0	51.0
389144	0.0	0.0
389141	10.0	1.0
123283	990.0	1468.0
102465944	0.0	0.0
353194	18.0	20.0
353196	3.0	0.0
389136	4185.0	1696.0
389137	4.0	15.0
390102	0.0	0.0
100526416	0.0	0.0
389125	23.0	1.0
389160	11.0	49.0
390151	0.0	0.0
390152	0.0	0.0
729163	2.0	3.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	20.0	61.0
390158	7.0	10.0
389161	2.0	42.0
147226	4.0	14.0
389158	0.0	0.0
147228	4.0	0.0
135250	16.0	6.0
102465975	1.0	0.0
729156	8.0	8.0
102465974	0.0	2.0
730144	9.0	11.0
390162	0.0	0.0
390166	0.0	0.0
389156	16.0	4.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	1.0	2.0
730138	24.0	24.0
102465985	0.0	0.0
730174	4.0	4.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	2.0	0.0
390136	0.0	0.0
390137	0.0	0.0
221303	210.0	137.0
390138	0.0	0.0
221302	533.0	636.0
390139	0.0	0.0
729182	3.0	9.0
135270	0.0	0.0
389170	79.0	84.0
729178	288.0	195.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	1.0	2.0
390144	0.0	0.0
729176	4.0	9.0
389179	95.0	48.0
389177	0.0	0.0
390148	0.0	0.0
729171	12.0	9.0
390072	5.0	0.0
390073	0.0	0.0
390075	0.0	0.0
390077	0.0	1.0
390078	1.0	0.0
390079	7.0	3.0
221322	407.0	456.0
642290	5.0	5.0
389084	44.0	37.0
390081	0.0	0.0
390082	0.0	0.0
389072	369.0	1254.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	9.0	6.0
390091	8.0	4.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	0.0	0.0
390064	0.0	0.0
389090	0.0	0.0
390066	0.0	0.0
390067	0.0	0.0
221336	338.0	169.0
147199	0.0	0.0
257313	42.0	16.0
221357	0.0	3.0
196120	0.0	0.0
9201	1250.0	2708.0
9202	5031.0	8290.0
9200	1165.0	536.0
9205	1340.0	1325.0
9206	2.0	0.0
9203	3104.0	6724.0
9204	1011.0	1028.0
221391	0.0	0.0
221393	12.0	3.0
221395	1594.0	5220.0
9212	39.0	110.0
9213	1929.0	3795.0
9210	1.0	0.0
9211	52.0	14.0
9217	5641.0	7283.0
9214	311.0	517.0
9215	3422.0	3067.0
284904	19.0	10.0
284900	663.0	786.0
9209	7272.0	5541.0
159195	2823.0	9470.0
9207	2.0	7.0
9208	9728.0	12941.0
9223	1977.0	5002.0
9221	5882.0	12338.0
9227	340.0	157.0
644873	1869.0	2067.0
9228	46.0	75.0
644871	0.0	0.0
57460	5706.0	18272.0
57461	1101.0	1015.0
57462	773.0	1139.0
257364	4399.0	6050.0
57463	1551.0	2808.0
9220	79.0	84.0
57468	13.0	102.0
57469	226.0	155.0
57464	212.0	212.0
257358	14.0	7.0
57465	1056.0	1306.0
57466	1733.0	3348.0
57467	76.0	10.0
9218	11484.0	11023.0
9219	5029.0	8035.0
113802	335.0	489.0
9235	1927.0	1866.0
644881	3.0	2.0
9232	95.0	116.0
9238	2664.0	3526.0
9236	2054.0	2524.0
57471	8.0	10.0
101101773	0.0	0.0
57472	3246.0	7082.0
101101772	0.0	0.0
57473	2035.0	4140.0
57474	95.0	280.0
9230	8046.0	7479.0
9231	4955.0	9937.0
101101776	2.0	0.0
101101775	519.0	167.0
57470	4834.0	5813.0
57479	2739.0	5948.0
791114	15.0	1.0
791115	0.0	0.0
57475	4258.0	17358.0
105616916	0.0	0.0
57476	157.0	291.0
57477	607.0	1048.0
57478	922.0	2235.0
644877	16.0	19.0
9229	1375.0	1396.0
9245	40.0	59.0
9246	4658.0	2604.0
9244	76.0	89.0
644890	12.0	9.0
9249	12960.0	13638.0
644896	9.0	2.0
9247	0.0	0.0
9248	0.0	0.0
57482	249.0	329.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	2774.0	5037.0
106480789	3.0	7.0
106480788	1.0	0.0
9241	36.0	29.0
9242	103.0	183.0
57480	449.0	978.0
9240	7239.0	5834.0
57481	867.0	1834.0
106480790	0.0	0.0
284958	2.0	3.0
106480792	0.0	0.0
106480791	1.0	0.0
57486	1345.0	2504.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	7558.0	12249.0
106480796	7542.0	17219.0
57489	1206.0	1266.0
106480795	10.0	12.0
9256	1980.0	3117.0
9254	747.0	1551.0
9255	3563.0	3328.0
137814	0.0	0.0
341152	0.0	0.0
9258	2315.0	5867.0
57493	3417.0	7913.0
106480798	0.0	0.0
57494	1680.0	1906.0
106480797	0.0	0.0
57495	1.0	3.0
57496	4975.0	10608.0
106480799	0.0	0.0
9252	1220.0	1104.0
9253	1692.0	1622.0
57491	66.0	57.0
57492	5598.0	12330.0
284948	11.0	14.0
57497	1.0	13.0
57498	6134.0	11079.0
284942	534.0	345.0
642236	71.0	20.0
402509	0.0	0.0
341148	0.0	0.0
9267	5010.0	5149.0
9265	1688.0	5742.0
9266	4122.0	5409.0
106479779	3.0	2.0
106479778	0.0	0.0
106479777	0.0	4.0
106480765	1.0	0.0
106479776	0.0	0.0
9260	12879.0	8590.0
106480764	0.0	0.0
106479775	4.0	0.0
106480767	0.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	1136.0	1127.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	0.0	0.0
106479771	0.0	0.0
9261	3996.0	5899.0
106479770	0.0	0.0
9262	3097.0	4538.0
106480770	0.0	1.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	1.0	2.0
106480773	0.0	0.0
9278	2204.0	2771.0
9276	13640.0	23915.0
9277	2303.0	3114.0
106479769	1.0	0.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	0.0
9270	2763.0	1793.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	2.0	3.0
106480775	1.0	5.0
106479764	0.0	0.0
106480778	3.0	3.0
106479763	0.0	0.0
106479762	2.0	1.0
106480777	0.0	0.0
9274	2991.0	1874.0
402573	10.0	6.0
106479761	0.0	0.0
9275	3600.0	2890.0
106479760	2.0	1.0
106480779	0.0	0.0
106480781	0.0	1.0
654231	3.0	1.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	8.0	1.0
106480782	0.0	0.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	2.0	3.0
341128	0.0	0.0
113835	215.0	83.0
9289	6528.0	12377.0
9287	0.0	0.0
9288	0.0	2.0
642273	371.0	519.0
106479799	0.0	0.0
106480743	0.0	0.0
106479798	0.0	0.0
9282	3084.0	4785.0
106479797	0.0	0.0
106480742	1.0	0.0
106479796	0.0	0.0
106480745	0.0	0.0
106479795	0.0	0.0
106480744	0.0	0.0
106479794	3.0	6.0
106480747	0.0	1.0
402562	15.0	9.0
106479793	0.0	2.0
106480746	0.0	0.0
9283	23.0	27.0
106479792	0.0	0.0
106480749	0.0	0.0
9284	244.0	467.0
106479791	0.0	0.0
106480748	0.0	0.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	25.0	19.0
106480752	0.0	0.0
284996	2317.0	2859.0
106480751	0.0	0.0
341112	2.0	3.0
284992	13.0	20.0
341116	6.0	2.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	2.0	2.0
106480753	0.0	0.0
9290	34.0	51.0
106480756	0.0	0.0
106479785	0.0	0.0
257397	4241.0	7457.0
113829	5362.0	7540.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	5064.0	3755.0
113828	1747.0	2336.0
106479783	0.0	0.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	1.0	0.0
9294	725.0	677.0
9295	8438.0	11380.0
642280	81.0	41.0
106479780	0.0	2.0
106480759	0.0	0.0
654254	10.0	18.0
106480761	0.0	0.0
284988	6.0	4.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	0.0	3.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	0.0	0.0
730232	1.0	0.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	0.0	3.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	1.0
106479733	0.0	2.0
106479732	0.0	0.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	0.0	0.0
729249	9.0	3.0
