id	d5e1f394-fa12-4197-ab85-2e738847527e	2205b107-3cb2-46dd-b1f2-b9342df83d4a
406890	0.0	0.0
406892	0.0	0.0
406891	0.0	0.0
2911	7.0	2.0
201651	5.0	1.0
2919	622.0	724.0
2918	15.0	34.0
102465691	0.0	0.0
2917	84.0	579.0
2916	10.0	14.0
2915	0.0	0.0
2914	23.0	35.0
2913	14.0	5.0
2912	18.0	16.0
404220	3.0	14.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	1.0	0.0
406887	0.0	0.0
406886	2.0	4.0
406889	0.0	0.0
406888	0.0	0.0
23584	3386.0	2333.0
23585	12540.0	10811.0
23586	605.0	736.0
23587	2098.0	1549.0
23588	2005.0	2195.0
23589	1798.0	1364.0
406881	4.0	1.0
2922	46.0	43.0
2921	49.0	52.0
2920	281.0	493.0
23580	7109.0	4439.0
23581	11.0	7.0
23582	2563.0	2516.0
23583	2137.0	1714.0
404217	391.0	656.0
2928	0.0	1.0
2926	5769.0	4705.0
2925	54.0	87.0
2923	53167.0	68651.0
646366	1.0	0.0
345430	0.0	0.0
406875	0.0	0.0
404216	5.0	20.0
23595	1302.0	1460.0
23596	153.0	171.0
23597	940.0	1345.0
96597	1.0	3.0
23598	3667.0	6592.0
100130584	0.0	0.0
100130581	206.0	141.0
646360	0.0	0.0
129450	337.0	521.0
130429	0.0	0.0
2932	2942.0	4143.0
2931	4401.0	5920.0
23590	228.0	281.0
100129591	5.0	6.0
23591	0.0	1.0
23592	2059.0	1935.0
23593	8990.0	7812.0
23594	64.0	83.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	4.0	4.0
100499483	17.0	19.0
2939	5.0	2.0
2938	735.0	270.0
2937	5429.0	3186.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	10743.0	6216.0
2935	9848.0	10564.0
2934	20722.0	20765.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	3063.0	3452.0
60506	0.0	0.0
2944	3128.0	862.0
2942	0.0	0.0
2941	2267.0	667.0
2940	0.0	0.0
2949	660.0	518.0
2948	1631.0	926.0
2947	6318.0	2211.0
2946	1035.0	609.0
60526	1293.0	304.0
2954	4042.0	2546.0
2953	2.0	1.0
2951	0.0	0.0
2950	19244.0	5142.0
2959	1344.0	1119.0
2958	2901.0	2598.0
2957	3313.0	2998.0
2956	2294.0	2762.0
100288948	0.0	0.0
60529	157.0	177.0
60528	3503.0	3370.0
2966	143.0	168.0
84504	2.0	0.0
2965	2289.0	2643.0
84503	372.0	373.0
2964	3.0	0.0
2963	1239.0	1376.0
2962	7296.0	7467.0
2961	1301.0	1154.0
84502	849.0	1023.0
2960	569.0	1003.0
84501	475.0	482.0
2969	1523.0	2355.0
2968	45.0	91.0
2967	1731.0	2069.0
2980	2.0	0.0
2977	222.0	385.0
2976	2651.0	3336.0
2975	21754.0	21299.0
2974	19.0	48.0
2972	2424.0	3230.0
2971	5067.0	5013.0
2970	101.0	87.0
2979	7.0	15.0
2978	1.0	0.0
154442	16.0	14.0
2990	5414.0	6764.0
225689	18.0	49.0
84519	33.0	68.0
84518	329.0	164.0
60559	11769.0	13489.0
100500914	0.0	0.0
2987	9523.0	9413.0
60558	1773.0	2124.0
84525	868.0	653.0
100500915	0.0	0.0
2986	1.0	0.0
84528	1.0	1.0
100500916	0.0	0.0
84527	820.0	1004.0
100500917	0.0	0.0
2984	78.0	38.0
84522	4083.0	2732.0
100500918	0.0	0.0
2983	1250.0	1862.0
100500919	0.0	0.0
84524	489.0	471.0
2982	4338.0	8350.0
2981	0.0	0.0
84520	901.0	760.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	9.0	1.0
100500913	0.0	0.0
2999	130.0	57.0
84515	559.0	622.0
100500903	0.0	0.0
2998	2.0	0.0
84514	4809.0	2275.0
100500904	0.0	1.0
2997	5298.0	3475.0
84517	59.0	45.0
100500905	0.0	0.0
84516	5089.0	5692.0
2996	5.0	7.0
100500906	0.0	0.0
2995	1018.0	584.0
2994	0.0	0.0
100500908	0.0	0.0
84513	12255.0	9306.0
2993	0.0	1.0
100500909	0.0	0.0
2992	4444.0	4829.0
60561	765.0	1088.0
60560	1455.0	2138.0
100500900	0.0	0.0
100500901	1.0	0.0
100288904	3.0	0.0
154467	1313.0	1008.0
130497	415.0	401.0
84548	751.0	602.0
84547	224.0	236.0
100500938	0.0	1.0
84549	790.0	564.0
84546	0.0	0.0
84545	4785.0	2830.0
84542	742.0	882.0
84541	53.0	38.0
727795	17.0	24.0
84529	721.0	298.0
84536	248.0	350.0
84539	0.0	0.0
84532	7306.0	12011.0
84530	11.0	6.0
23729	381.0	461.0
201288	0.0	0.0
201283	582.0	532.0
23738	0.0	3.0
23731	5514.0	6787.0
23732	244.0	347.0
201299	6.0	4.0
201292	910.0	1439.0
201294	139.0	203.0
23704	222.0	791.0
23705	7255.0	3702.0
23708	1079.0	1098.0
252840	0.0	0.0
252841	0.0	0.0
100288897	46.0	35.0
23710	5045.0	5408.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	1.0	13.0
100288861	0.0	0.0
84701	68.0	93.0
252884	301.0	236.0
84700	364.0	27.0
129841	0.0	1.0
94086	28.0	29.0
117854	143.0	75.0
100130450	1.0	0.0
154807	4268.0	4618.0
100129460	76.0	98.0
359710	0.0	1.0
94081	1984.0	2535.0
115201	861.0	1103.0
100129468	0.0	0.0
100129464	14.0	2.0
286256	73.0	100.0
286257	1594.0	1770.0
100129459	0.0	1.0
100130447	0.0	0.0
129831	414.0	671.0
646269	2.0	5.0
646262	0.0	0.0
286262	1581.0	1956.0
142827	1.0	2.0
100129452	3.0	2.0
646278	28.0	164.0
100130435	0.0	0.0
727800	517.0	1209.0
646270	10.0	7.0
154822	20.0	22.0
23782	19.0	106.0
23783	0.0	0.0
23784	217.0	68.0
23786	4436.0	4578.0
23787	18093.0	16811.0
646273	0.0	0.0
23788	5380.0	5929.0
359730	0.0	0.0
359731	0.0	0.0
23780	2378.0	4051.0
23781	0.0	19.0
345079	329.0	446.0
154810	8095.0	17972.0
100129438	0.0	0.0
94097	1167.0	1895.0
359737	0.0	1.0
359738	0.0	0.0
359739	3.0	3.0
646282	882.0	337.0
359736	10.0	1.0
359740	0.0	2.0
359741	0.0	0.0
359742	0.0	0.0
359743	20.0	18.0
139201	6.0	5.0
129804	296.0	413.0
129807	7.0	1.0
129880	444.0	473.0
23768	603.0	450.0
23769	25.0	46.0
129881	13.0	65.0
100130418	365.0	143.0
345062	0.0	2.0
286204	3.0	4.0
100129428	0.0	0.0
286205	474.0	654.0
100129427	0.0	0.0
23760	2860.0	3718.0
359748	0.0	0.0
100862854	0.0	0.0
286207	77.0	153.0
359749	0.0	0.0
23761	1388.0	1956.0
100862855	0.0	0.0
23762	621.0	850.0
23764	2146.0	2480.0
359744	2.0	2.0
100862850	0.0	0.0
23765	1790.0	2557.0
359745	0.0	0.0
359746	0.0	0.0
100862852	2.0	0.0
23766	0.0	0.0
23767	2717.0	1859.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	0.0	0.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	68.0	190.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	1.0
23774	2063.0	3408.0
359755	1.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	1.0	0.0
359760	0.0	0.0
23770	24126.0	24320.0
359761	0.0	10.0
129868	0.0	0.0
23746	1.0	1.0
102465502	0.0	1.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	16.0	26.0
23749	0.0	0.0
100129403	1.0	0.0
345041	1.0	3.0
100129405	49.0	111.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	17854.0	15114.0
102465507	0.0	1.0
23742	0.0	0.0
359766	0.0	0.0
23743	303.0	268.0
359767	2.0	1.0
102465505	0.0	0.0
130813	32.0	8.0
23744	1.0	1.0
102465504	0.0	0.0
130814	1864.0	888.0
102465503	0.0	0.0
359774	1.0	7.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	1.0
359771	0.0	0.0
359772	0.0	2.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	3.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	3991.0	5662.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	26.0	9.0
347694	0.0	7.0
286239	0.0	0.0
23751	0.0	2.0
102465519	0.0	0.0
23752	3.0	6.0
23753	1644.0	2296.0
115207	2550.0	6607.0
359777	0.0	0.0
102465517	0.0	0.0
130827	737.0	236.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1587.0	2077.0
23755	6.0	0.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	103.0	44.0
347688	3.0	7.0
102465524	0.0	0.0
94005	4571.0	4676.0
102465523	0.0	0.0
102465522	0.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	149.0	860.0
727866	2.0	0.0
57060	2529.0	2279.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	10135.0	12268.0
102465526	0.0	0.0
727865	17.0	14.0
102465525	0.0	1.0
84687	2742.0	4354.0
727859	0.0	0.0
84689	12.0	35.0
84688	63.0	63.0
139135	1.0	0.0
84684	0.0	7.0
84681	2080.0	1224.0
84680	648.0	813.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	0.0	1.0
727851	42.0	67.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	3512.0	5739.0
84676	120.0	1.0
84675	94.0	1.0
140123	0.0	0.0
84678	857.0	1178.0
84677	0.0	0.0
84672	0.0	0.0
84671	675.0	903.0
84674	137.0	123.0
84673	0.0	0.0
152101	0.0	0.0
152100	644.0	695.0
94027	7.0	15.0
94026	1.0	0.0
94025	44.0	30.0
129787	2748.0	1920.0
57088	692.0	571.0
127124	8.0	0.0
57089	641.0	625.0
57082	31.0	67.0
57084	0.0	0.0
57085	12043.0	12749.0
152118	0.0	0.0
152110	81.0	80.0
154790	2.0	2.0
154791	1481.0	1387.0
646201	0.0	0.0
57091	32.0	29.0
94015	182.0	196.0
57092	8065.0	7103.0
646202	20.0	35.0
57097	1387.0	1989.0
57099	711.0	860.0
727879	0.0	1.0
57093	0.0	1.0
166752	7.0	584.0
57094	1117.0	340.0
57095	6232.0	6051.0
57096	23.0	38.0
139163	0.0	0.0
84698	208.0	158.0
84699	3.0	3.0
84694	0.0	1.0
84693	886.0	666.0
100499563	0.0	0.0
84696	294.0	106.0
84695	70.0	124.0
84690	0.0	2.0
84692	5.0	3.0
84691	0.0	0.0
130752	50.0	56.0
646213	0.0	0.0
100130495	7.0	6.0
646208	2.0	4.0
94039	387.0	437.0
94031	1051.0	1022.0
94030	25.0	41.0
100130484	0.0	0.0
94033	0.0	0.0
94032	26.0	33.0
727810	0.0	1.0
100130481	0.0	0.0
100130480	1.0	0.0
115196	351.0	404.0
727805	0.0	0.0
139105	3.0	1.0
646218	0.0	0.0
347744	101.0	62.0
347741	0.0	135.0
646231	0.0	0.0
154743	1161.0	734.0
130773	1.0	3.0
727842	1.0	0.0
100129480	122.0	75.0
100129482	280.0	710.0
727837	0.0	0.0
347736	25.0	36.0
347733	160.0	85.0
347732	40.0	41.0
347735	12226.0	10379.0
347734	4571.0	6500.0
347731	10.0	16.0
646243	1.0	0.0
94059	1117.0	837.0
347730	14.0	8.0
646249	0.0	0.0
201305	38.0	21.0
100130466	0.0	0.0
727833	0.0	0.0
727835	0.0	1.0
100130462	0.0	0.0
94056	7080.0	9298.0
100130461	3.0	1.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	89.0	53.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	6937.0	7680.0
347717	0.0	0.0
347716	2.0	7.0
101154644	1.0	0.0
152195	331.0	294.0
100288831	0.0	0.0
164153	2.0	0.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	1192.0	768.0
347705	1.0	1.0
347702	0.0	1.0
152185	605.0	788.0
347701	0.0	0.0
100288827	0.0	0.0
100288825	0.0	0.0
57000	2.0	19.0
57001	1263.0	1376.0
84618	2.0	2.0
84617	3011.0	3553.0
84619	281.0	410.0
57007	444.0	534.0
84624	18.0	6.0
84627	185.0	191.0
84626	448.0	907.0
57002	531.0	436.0
57003	11630.0	11160.0
84620	121.0	167.0
84623	16.0	31.0
57004	2.0	0.0
84622	289.0	452.0
100288814	4.0	5.0
57010	143.0	389.0
57017	3895.0	3701.0
84614	569.0	1094.0
57018	1398.0	3094.0
57019	2261.0	2633.0
84616	0.0	0.0
84612	463.0	432.0
57016	27.0	10.0
96626	0.0	0.0
100288805	13.0	13.0
100288801	1.0	1.0
100288802	0.0	0.0
57020	3486.0	3275.0
164127	0.0	2.0
166785	577.0	576.0
84639	0.0	4.0
84647	0.0	0.0
84649	381.0	275.0
60678	2486.0	2379.0
60677	0.0	2.0
84648	0.0	0.0
60676	20.0	10.0
84643	0.0	3.0
60675	0.0	0.0
139170	1.0	1.0
101154686	0.0	0.0
84645	101.0	191.0
60674	11677.0	7140.0
57026	14.0	48.0
60673	2341.0	2314.0
152138	0.0	0.0
60672	903.0	1346.0
152137	3231.0	3862.0
252946	0.0	0.0
84641	4191.0	3595.0
252948	7.0	1.0
84640	2220.0	2224.0
252949	0.0	0.0
154796	2245.0	1552.0
96610	86.0	147.0
164118	5.0	1.0
84629	5711.0	11089.0
84628	553.0	310.0
727897	5.0	40.0
57030	15.0	13.0
84636	4.0	10.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	914.0	2496.0
84632	1566.0	1159.0
60686	554.0	420.0
84631	38.0	35.0
57037	1091.0	880.0
84634	2.0	2.0
60685	5399.0	6289.0
105370183	0.0	0.0
57038	2042.0	2336.0
60684	2119.0	2627.0
60682	879.0	1176.0
60681	2127.0	4093.0
84630	18.0	23.0
60680	43.0	85.0
252953	0.0	0.0
252954	0.0	0.0
139189	4.0	1.0
252955	0.0	0.0
252956	1.0	1.0
57045	5488.0	4814.0
84669	917.0	1946.0
84668	442.0	597.0
84665	340.0	1.0
57047	5.0	5.0
84664	0.0	0.0
84667	1.0	2.0
84666	1.0	0.0
84661	2955.0	2466.0
84660	5.0	16.0
84662	639.0	787.0
648809	0.0	3.0
648822	0.0	2.0
57053	30.0	24.0
57054	0.0	0.0
57055	0.0	0.0
57050	1347.0	1142.0
166793	274.0	257.0
84658	6.0	7.0
84657	47.0	71.0
84659	29.0	18.0
84654	0.0	11.0
57057	0.0	0.0
84656	8787.0	10397.0
84650	3225.0	2313.0
84651	0.0	1.0
100132917	0.0	0.0
100132918	1.0	0.0
252983	865.0	907.0
441073	99.0	49.0
100132920	0.0	1.0
100132923	6.0	8.0
100132929	2.0	0.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	436.0	134.0
441061	2.0	4.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	0.0	0.0
441094	347.0	511.0
100132940	0.0	0.0
252968	0.0	0.0
252969	1728.0	992.0
100132948	36.0	11.0
100132949	0.0	1.0
286310	0.0	0.0
404093	3088.0	2634.0
286319	1474.0	1933.0
100288772	0.0	3.0
441027	2462.0	2263.0
441026	0.0	0.0
441024	1143.0	1780.0
441032	350.0	234.0
84803	108.0	92.0
164091	1052.0	727.0
100132963	3.0	2.0
100132965	0.0	1.0
100132967	0.0	0.0
152098	95.0	103.0
100288757	1.0	0.0
100132973	0.0	0.0
100132978	0.0	1.0
100132979	0.0	0.0
359803	0.0	0.0
359804	0.0	1.0
100288742	0.0	0.0
359806	0.0	0.0
84816	357.0	309.0
359800	2.0	1.0
84818	5690.0	5127.0
441046	21.0	64.0
84817	2403.0	1803.0
359802	0.0	0.0
84823	2078.0	3732.0
57205	807.0	760.0
441054	32.0	21.0
84824	12.0	8.0
441051	3.0	3.0
441050	69.0	69.0
84820	78.0	96.0
100132987	4.0	11.0
57209	906.0	1102.0
100288739	1.0	0.0
84809	480.0	1093.0
84808	293.0	320.0
57210	1473.0	1558.0
84804	709.0	859.0
100288730	28.0	51.0
84807	62.0	113.0
441034	76.0	58.0
84812	341.0	321.0
57215	1729.0	1543.0
84811	997.0	1064.0
57216	2231.0	1933.0
57217	1459.0	1692.0
84814	274.0	140.0
100132992	0.0	0.0
57211	1248.0	485.0
100132994	0.0	0.0
57212	1376.0	2157.0
57213	1293.0	1144.0
100132995	0.0	2.0
57214	122.0	325.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	16.0	11.0
648791	161.0	256.0
359822	0.0	0.0
100129347	5.0	2.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	0.0	2.0
130728	1.0	3.0
286380	0.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	0.0	0.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	5.0	1.0
100130311	619.0	921.0
100130310	0.0	0.0
130733	694.0	6616.0
359844	0.0	0.0
359845	626.0	736.0
727914	0.0	1.0
727915	4.0	0.0
100129325	0.0	1.0
100129320	1.0	1.0
646168	2.0	1.0
100129319	0.0	1.0
100130307	0.0	3.0
100129315	0.0	0.0
100130302	1.0	1.0
727910	303.0	376.0
100130301	11.0	2.0
345193	4.0	11.0
130749	20.0	17.0
646164	0.0	0.0
727909	0.0	1.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	3.0	0.0
646175	0.0	1.0
646174	0.0	2.0
115123	170.0	86.0
286333	14.0	6.0
286336	116.0	156.0
115106	868.0	620.0
100306975	0.0	0.0
115111	10.0	6.0
286343	427.0	815.0
286348	1.0	0.0
646193	0.0	0.0
100886964	0.0	0.0
646192	0.0	1.0
646196	2.0	1.0
646195	425.0	239.0
100534599	1.0	1.0
130700	0.0	1.0
100306951	294.0	265.0
100534595	13.0	21.0
100132911	0.0	0.0
100534592	9.0	7.0
100534593	1.0	37.0
286362	0.0	0.0
100132916	3.0	4.0
100240709	4.0	3.0
129684	2.0	2.0
57180	527.0	690.0
129685	1735.0	2214.0
100240707	1.0	1.0
727982	2.0	3.0
57185	16812.0	5426.0
727987	0.0	0.0
57186	4412.0	16088.0
57187	2696.0	4341.0
57188	896.0	784.0
57181	5198.0	2206.0
94122	216.0	27.0
57182	2052.0	3077.0
727984	11.0	2.0
94121	2291.0	1292.0
94120	703.0	333.0
57184	1079.0	1364.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	0.0	0.0
57189	2606.0	3629.0
359792	10.0	8.0
127018	2038.0	1224.0
359793	1.0	1.0
100240711	0.0	2.0
100240712	0.0	0.0
100240710	0.0	0.0
345258	0.0	1.0
100240713	0.0	6.0
94115	0.0	0.0
57190	15381.0	22183.0
727970	3.0	3.0
57191	52.0	120.0
166614	413.0	688.0
57198	3684.0	5673.0
57192	1249.0	1507.0
359799	0.0	0.0
57194	430.0	1027.0
727969	0.0	0.0
84798	14290.0	13154.0
140004	0.0	0.0
84793	137.0	135.0
84792	1346.0	1199.0
84795	1139.0	1513.0
84791	617.0	570.0
84790	1800.0	3163.0
154661	102.0	94.0
154664	4.0	5.0
166647	2989.0	3306.0
127003	14.0	24.0
127002	121.0	182.0
115019	9.0	8.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	3.0	16.0
100130391	1.0	1.0
115024	2475.0	2446.0
142679	375.0	224.0
648729	2.0	4.0
142678	1222.0	2356.0
347894	0.0	0.0
102465436	0.0	0.0
94137	4.0	4.0
727991	1.0	4.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	13.0	3.0
100130386	1.0	4.0
94134	2463.0	3372.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	31.0	75.0
100129394	5.0	1.0
142683	56.0	540.0
142686	51.0	61.0
142685	10.0	1.0
152007	6952.0	2953.0
152006	2668.0	2607.0
142689	36.0	6.0
140028	0.0	0.0
152002	1185.0	1466.0
100129396	0.0	0.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	0.0	0.0
345222	5.0	16.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	0.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	0.0	4.0
100130376	0.0	0.0
94160	1.0	2.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	0.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	148.0	78.0
100129385	40.0	6.0
100129387	319.0	667.0
102465458	0.0	0.0
102465457	0.0	0.0
94158	12.0	17.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	0.0	1.0
102465451	2.0	2.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	2.0	1.0
102465469	0.0	0.0
102465468	0.0	0.0
102465467	0.0	0.0
347862	4204.0	7726.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	1.0
102465464	0.0	1.0
102465463	0.0	1.0
646114	0.0	1.0
102465462	0.0	0.0
100009676	115.0	128.0
727964	0.0	0.0
100129361	2638.0	2406.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	8.0	5.0
100129368	0.0	0.0
347853	101.0	46.0
102465479	0.0	1.0
102465478	0.0	0.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	23.0	56.0
102465475	0.0	1.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	1717.0	4072.0
100009667	0.0	0.0
100130342	0.0	0.0
100009668	1.0	2.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	0.0
100129357	6.0	15.0
100129351	2.0	0.0
100129354	1.0	6.0
102465489	0.0	0.0
102465488	0.0	0.0
100288726	0.0	0.0
102465487	0.0	0.0
102465486	0.0	0.0
102465485	1.0	0.0
102465484	0.0	0.0
164045	9.0	15.0
57105	26.0	22.0
57106	665.0	530.0
84726	5880.0	10246.0
57107	2786.0	6731.0
84725	419.0	618.0
57108	1.0	4.0
57101	38.0	55.0
84720	3192.0	3711.0
57102	780.0	843.0
57103	364.0	384.0
84722	138.0	134.0
57104	5391.0	5533.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	2035.0	1963.0
102465499	0.0	0.0
100288713	6.0	4.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	0.0	1.0
84709	40.0	28.0
57110	11.0	0.0
57111	6493.0	6149.0
84706	13841.0	7274.0
84705	707.0	1241.0
84708	942.0	399.0
84707	1319.0	659.0
57116	7.0	14.0
57117	1187.0	1084.0
57118	1156.0	851.0
57119	1.0	1.0
57113	4.0	27.0
57115	3.0	3.0
102465494	0.0	0.0
102465493	1.0	0.0
102465492	0.0	0.0
102465491	0.0	0.0
102465490	0.0	0.0
152065	2.0	0.0
100288702	0.0	0.0
57120	1981.0	2437.0
57121	209.0	70.0
57122	1258.0	1352.0
201456	41.0	29.0
127086	0.0	0.0
57127	5.0	6.0
57128	1594.0	1410.0
57129	1590.0	1516.0
84747	2244.0	4112.0
57124	391.0	796.0
57125	254.0	319.0
57126	11468.0	4236.0
84740	6.0	6.0
152078	8.0	3.0
127074	0.0	0.0
57130	4659.0	7179.0
57132	4269.0	4563.0
84727	470.0	483.0
127077	0.0	0.0
84735	1.0	2.0
84734	158.0	481.0
57139	249.0	242.0
115098	2947.0	3592.0
201475	1290.0	952.0
57134	2264.0	3656.0
57135	0.0	0.0
57136	8809.0	12391.0
84733	119.0	222.0
57142	22863.0	19113.0
57143	778.0	877.0
57144	122.0	52.0
201477	0.0	0.0
57140	6293.0	8309.0
57149	2394.0	1986.0
84767	0.0	0.0
140032	31.0	42.0
84769	1134.0	1208.0
57146	3351.0	2567.0
57147	1011.0	1447.0
84766	1032.0	1196.0
84765	527.0	1208.0
57148	4816.0	6582.0
152015	64.0	82.0
57152	20.0	14.0
57153	14281.0	18234.0
166655	0.0	0.0
57154	1845.0	1858.0
84749	1520.0	1295.0
57150	584.0	547.0
57151	1.0	0.0
84759	564.0	661.0
140043	0.0	1.0
57156	31.0	310.0
57157	638.0	725.0
139060	0.0	4.0
84752	1042.0	1191.0
57158	2580.0	1794.0
57159	319.0	20.0
84750	301.0	163.0
152024	0.0	0.0
139067	0.0	0.0
139065	707.0	631.0
94104	733.0	1210.0
94103	8658.0	9000.0
96764	1189.0	1181.0
94107	3507.0	2716.0
57165	134.0	94.0
94101	2072.0	2255.0
57161	791.0	973.0
57162	1673.0	1163.0
57167	28.0	87.0
57168	349.0	229.0
57169	2667.0	3372.0
84787	354.0	503.0
57175	16470.0	20015.0
57176	1521.0	2278.0
57171	2601.0	2709.0
57172	37.0	57.0
84779	0.0	1.0
57178	5404.0	6776.0
139081	0.0	0.0
84775	584.0	754.0
57179	7741.0	6684.0
84777	64.0	92.0
84771	12.0	11.0
113655	2909.0	4091.0
732538	0.0	0.0
353323	0.0	0.0
353322	1132.0	1256.0
353324	2.0	5.0
100996279	0.0	0.0
149603	12469.0	15981.0
341333	1.0	1.0
343990	712.0	693.0
353332	2.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	0.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	0.0	4.0
84900	37.0	45.0
84902	1870.0	2607.0
149628	18.0	17.0
84901	1591.0	2009.0
341315	89.0	60.0
113622	545.0	293.0
353355	208.0	411.0
149643	5.0	2.0
150622	22.0	23.0
100852408	0.0	1.0
100852409	0.0	0.0
100852406	439.0	32.0
100852407	0.0	1.0
642513	0.0	0.0
100852405	0.0	0.0
642517	48.0	124.0
100852410	31.0	24.0
84919	5004.0	4281.0
84918	6267.0	8432.0
389322	49.0	53.0
390311	0.0	1.0
389320	0.0	2.0
390313	0.0	0.0
84915	967.0	614.0
84914	916.0	1698.0
497190	3.0	25.0
84916	1551.0	1816.0
84922	1191.0	1262.0
390318	0.0	0.0
84924	506.0	695.0
84923	984.0	1090.0
84920	233.0	263.0
123016	1336.0	1740.0
497189	2.0	4.0
642521	0.0	0.0
390320	0.0	0.0
84908	2432.0	3027.0
390321	0.0	0.0
353376	5.0	6.0
390322	0.0	0.0
390323	0.0	0.0
654502	0.0	0.0
84909	2208.0	1746.0
390324	0.0	0.0
654503	0.0	1.0
84904	48.0	86.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	1.0
390327	0.0	0.0
654506	2.0	4.0
84905	485.0	720.0
84911	123.0	206.0
390329	0.0	0.0
84910	8540.0	8973.0
84913	1946.0	985.0
84912	1263.0	1996.0
113691	16.0	19.0
642538	0.0	0.0
113675	1211.0	1485.0
84937	1289.0	733.0
84936	1617.0	1689.0
84939	1809.0	2931.0
84938	707.0	545.0
84944	61.0	20.0
57325	1596.0	1826.0
57326	13342.0	10432.0
84946	841.0	962.0
84945	1655.0	1357.0
