id	16d2659e-8bd4-4956-b6f7-6f8aba267527	6a2fc43b-131d-4bba-8e64-8a39243fcdc6
2937	4605.0	4352.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	7579.0	9308.0
2935	5259.0	19332.0
2934	11643.0	10711.0
100129595	1.0	0.0
100288964	0.0	0.0
60509	2148.0	3943.0
60506	5.0	0.0
2944	24950.0	413.0
2942	0.0	0.0
2941	414.0	1090.0
2940	3.0	1.0
2949	617.0	125.0
2948	2613.0	549.0
2947	29670.0	1755.0
2946	3904.0	195.0
60526	896.0	1181.0
2954	1308.0	2968.0
2953	2.0	2.0
2951	2.0	0.0
2950	64128.0	3181.0
2959	970.0	1987.0
2958	1405.0	3038.0
2957	2032.0	4495.0
2956	1710.0	4093.0
100288948	0.0	0.0
60529	0.0	77.0
60528	3102.0	4953.0
2966	21.0	64.0
84504	0.0	0.0
2965	1550.0	3137.0
84503	229.0	478.0
2964	1.0	2.0
2963	1016.0	1405.0
2962	6036.0	8457.0
2961	942.0	1470.0
84502	1833.0	350.0
2960	659.0	925.0
84501	215.0	301.0
2969	1231.0	6682.0
2968	90.0	114.0
2967	766.0	2636.0
2980	0.0	0.0
2977	329.0	440.0
2976	2575.0	4510.0
2975	5695.0	49134.0
2974	0.0	0.0
2972	1567.0	2839.0
2971	3928.0	3165.0
2970	63.0	189.0
2979	15.0	15.0
2978	1.0	0.0
154442	17.0	7.0
2990	4301.0	9282.0
225689	187.0	26.0
84519	28.0	54.0
84518	159.0	147.0
60559	12219.0	13786.0
100500914	0.0	0.0
2987	6372.0	5791.0
60558	833.0	1928.0
84525	418.0	661.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	237.0	1120.0
100500917	0.0	1.0
2984	228.0	21.0
84522	1727.0	2888.0
100500918	0.0	0.0
2983	94.0	2411.0
100500919	0.0	0.0
84524	425.0	471.0
2982	173.0	14855.0
2981	0.0	0.0
84520	531.0	632.0
100500910	0.0	0.0
100500911	2.0	0.0
2989	2.0	6.0
100500913	0.0	0.0
2999	11.0	24.0
84515	414.0	976.0
100500903	0.0	0.0
2998	0.0	2.0
84514	5027.0	5429.0
100500904	3.0	1.0
2997	2756.0	6296.0
84517	105.0	163.0
100500905	0.0	0.0
84516	2250.0	7627.0
2996	1.0	1.0
100500906	0.0	0.0
2995	403.0	411.0
2994	0.0	0.0
100500908	0.0	0.0
84513	4489.0	16919.0
2993	0.0	0.0
100500909	0.0	0.0
2992	1864.0	3498.0
60561	618.0	1493.0
60560	846.0	3551.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	1.0	1.0
154467	337.0	622.0
130497	31.0	222.0
84548	434.0	773.0
84547	167.0	459.0
100500938	0.0	1.0
84549	540.0	1498.0
84546	0.0	0.0
84545	2520.0	4066.0
84542	94.0	840.0
84541	21.0	102.0
727795	10.0	59.0
84529	229.0	251.0
84536	111.0	319.0
84539	0.0	0.0
84532	3219.0	7163.0
84530	7.0	2.0
23729	628.0	409.0
201288	0.0	0.0
201283	270.0	388.0
23738	0.0	10.0
23731	7614.0	13247.0
23732	93.0	230.0
201299	10.0	6.0
201292	799.0	1351.0
201294	389.0	415.0
23704	96.0	178.0
23705	5126.0	11854.0
23708	268.0	1961.0
252840	0.0	1.0
252841	1.0	3.0
100288897	8.0	627.0
23710	4902.0	6651.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	3.0	15.0
100288861	1.0	0.0
84701	30.0	55.0
252884	154.0	201.0
84700	0.0	60.0
129841	0.0	1.0
94086	40.0	7.0
117854	316.0	153.0
100130450	0.0	1.0
154807	2756.0	6267.0
100129460	69.0	147.0
359710	0.0	0.0
94081	1171.0	3738.0
115201	752.0	1106.0
100129468	0.0	0.0
100129464	2.0	1.0
286256	730.0	78.0
286257	957.0	1107.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	392.0	861.0
646269	1.0	5.0
646262	0.0	0.0
286262	995.0	2452.0
142827	1.0	2.0
100129452	0.0	8.0
646278	33.0	14.0
100130435	0.0	0.0
727800	765.0	540.0
646270	10.0	39.0
154822	10.0	6.0
23782	0.0	15.0
23783	0.0	0.0
23784	3.0	1932.0
23786	2523.0	4014.0
23787	18835.0	15623.0
646273	0.0	0.0
23788	2698.0	6403.0
359730	1.0	1.0
359731	0.0	0.0
23780	1119.0	4753.0
23781	0.0	2.0
345079	456.0	517.0
154810	2014.0	30906.0
100129438	0.0	0.0
94097	767.0	1153.0
359737	0.0	0.0
359738	0.0	0.0
359739	3.0	5.0
646282	2.0	372.0
359736	2.0	56.0
359740	1.0	9.0
359741	0.0	0.0
359742	0.0	0.0
359743	25.0	53.0
139201	8.0	76.0
129804	144.0	275.0
129807	7.0	12.0
129880	287.0	361.0
23768	253.0	681.0
23769	78.0	17.0
129881	270.0	87.0
100130418	99.0	60.0
345062	0.0	2.0
286204	8.0	11.0
100129428	0.0	1.0
286205	372.0	685.0
100129427	0.0	0.0
23760	3236.0	4053.0
359748	0.0	0.0
100862854	0.0	0.0
286207	171.0	221.0
359749	1.0	1.0
23761	1370.0	1929.0
100862855	0.0	0.0
23762	347.0	1086.0
23764	6772.0	6877.0
359744	0.0	3.0
100862850	0.0	0.0
23765	1241.0	2488.0
359745	0.0	0.0
359746	0.0	0.0
100862852	155.0	0.0
23766	0.0	0.0
23767	1164.0	1727.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	1.0
359752	3.0	0.0
359753	1.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	310.0	170.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	1753.0	2566.0
359755	0.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	16083.0	16953.0
359761	4.0	9.0
129868	0.0	0.0
23746	0.0	0.0
102465502	0.0	0.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	6.0	31.0
23749	0.0	0.0
100129403	0.0	3.0
345041	1.0	16.0
100129405	120.0	137.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	12118.0	17252.0
102465507	0.0	0.0
23742	0.0	0.0
359766	1.0	1.0
23743	251.0	146.0
359767	3.0	0.0
102465505	0.0	0.0
130813	15.0	9.0
23744	0.0	9.0
102465504	4.0	1.0
130814	814.0	1560.0
102465503	0.0	0.0
359774	2.0	3.0
359775	0.0	0.0
359776	0.0	0.0
359770	1.0	1.0
359771	0.0	0.0
359772	1.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	2.0	6.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	2.0
23759	2306.0	5377.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	6.0	1.0
347694	1.0	0.0
286239	0.0	0.0
23751	0.0	1.0
102465519	0.0	1.0
23752	5.0	3.0
23753	2563.0	1777.0
115207	1250.0	15791.0
359777	0.0	0.0
102465517	1.0	0.0
130827	642.0	618.0
359778	0.0	0.0
102465516	0.0	0.0
115209	752.0	2449.0
23755	5.0	1.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	17.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	26.0	77.0
347688	0.0	7.0
102465524	0.0	0.0
94005	1985.0	5467.0
102465523	0.0	0.0
102465522	0.0	0.0
102465521	4.0	0.0
102465520	0.0	0.0
94009	424.0	257.0
727866	1.0	0.0
57060	879.0	1811.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	9798.0	15990.0
102465526	0.0	0.0
727865	5.0	19.0
102465525	1.0	0.0
84687	2342.0	4046.0
727859	0.0	0.0
84689	27.0	54.0
84688	63.0	14.0
139135	0.0	0.0
84684	1.0	6.0
84681	2276.0	1103.0
84680	1474.0	1377.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	1.0	0.0
727857	1.0	0.0
727851	28.0	97.0
102465539	0.0	1.0
102465538	0.0	0.0
102465537	0.0	1.0
102465536	0.0	0.0
84679	505.0	9892.0
84676	2.0	6.0
84675	42.0	0.0
140123	0.0	0.0
84678	950.0	1485.0
84677	2.0	0.0
84672	0.0	0.0
84671	534.0	1316.0
84674	719.0	175.0
84673	1.0	0.0
152101	0.0	0.0
152100	522.0	746.0
94027	32.0	12.0
94026	0.0	3.0
94025	5.0	47.0
129787	879.0	2410.0
57088	748.0	530.0
127124	77.0	0.0
57089	501.0	2074.0
57082	26.0	172.0
57084	0.0	0.0
57085	1985.0	5371.0
152118	0.0	0.0
152110	62.0	92.0
154790	1.0	2.0
154791	710.0	1082.0
646201	4.0	1.0
57091	8.0	208.0
94015	150.0	162.0
57092	4958.0	7633.0
646202	9.0	34.0
57097	489.0	2752.0
57099	482.0	807.0
727879	1.0	0.0
57093	0.0	0.0
166752	1.0	1.0
57094	7.0	80.0
57095	2540.0	4907.0
57096	8.0	50.0
139163	0.0	0.0
84698	131.0	123.0
84699	0.0	5.0
84694	0.0	0.0
84693	889.0	1031.0
100499563	0.0	0.0
84696	59.0	377.0
84695	69.0	135.0
84690	4.0	0.0
84692	6.0	5.0
84691	18.0	1.0
130752	101.0	144.0
646213	0.0	0.0
100130495	8.0	23.0
646208	4.0	3.0
94039	218.0	728.0
94031	75.0	211.0
94030	19.0	32.0
100130484	0.0	0.0
94033	0.0	0.0
94032	17.0	30.0
727810	1.0	3.0
100130481	0.0	1.0
100130480	4.0	0.0
115196	292.0	442.0
727805	0.0	0.0
139105	0.0	3.0
646218	1.0	1.0
347744	36.0	246.0
347741	0.0	2.0
646231	0.0	0.0
154743	416.0	926.0
130773	3.0	9.0
727842	1.0	2.0
100129480	247.0	108.0
100129482	1361.0	1296.0
727837	0.0	0.0
347736	67.0	42.0
347733	41.0	439.0
347732	13.0	23.0
347735	22880.0	8109.0
347734	2651.0	6310.0
347731	11.0	4.0
646243	0.0	43.0
94059	220.0	1492.0
347730	43.0	6.0
646249	0.0	0.0
201305	19.0	27.0
100130466	0.0	3.0
727833	2.0	1.0
727835	0.0	0.0
100130462	0.0	0.0
94056	6249.0	8153.0
100130461	3.0	0.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	34.0	101.0
727828	0.0	0.0
100129472	0.0	0.0
347720	2.0	0.0
100288841	0.0	0.0
60626	5554.0	7811.0
347717	0.0	2.0
347716	1.0	14.0
101154644	0.0	0.0
152195	549.0	747.0
100288831	0.0	0.0
164153	0.0	0.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	233.0	986.0
347705	2.0	1.0
347702	0.0	0.0
152185	520.0	1579.0
347701	0.0	2.0
100288827	2.0	3.0
100288825	0.0	0.0
57000	5.0	10.0
57001	718.0	1000.0
84618	7.0	1.0
84617	1220.0	2104.0
84619	395.0	430.0
57007	314.0	593.0
84624	8.0	77.0
84627	78.0	261.0
84626	1088.0	690.0
57002	352.0	622.0
57003	9330.0	16906.0
84620	41.0	61.0
84623	280.0	13.0
57004	0.0	0.0
84622	220.0	514.0
100288814	4.0	8.0
57010	94.0	607.0
57017	2953.0	3156.0
84614	605.0	2839.0
57018	3006.0	8095.0
57019	1336.0	2510.0
84616	0.0	0.0
84612	998.0	453.0
57016	6.0	22.0
96626	0.0	0.0
100288805	20.0	35.0
100288801	1.0	0.0
100288802	0.0	1.0
57020	2871.0	4623.0
164127	0.0	1.0
166785	477.0	778.0
84639	0.0	1.0
84647	0.0	0.0
84649	86.0	371.0
60678	1313.0	2172.0
60677	0.0	1.0
84648	0.0	0.0
60676	198.0	5.0
84643	0.0	0.0
60675	1.0	17.0
139170	96.0	1.0
101154686	0.0	0.0
84645	235.0	122.0
60674	2691.0	8612.0
57026	36.0	28.0
60673	1143.0	1896.0
152138	0.0	0.0
60672	1973.0	953.0
152137	2714.0	8514.0
252946	0.0	0.0
84641	3547.0	5631.0
252948	0.0	2.0
84640	1651.0	4408.0
252949	0.0	0.0
154796	8812.0	7138.0
96610	76.0	211.0
164118	1.0	1.0
84629	6427.0	17106.0
84628	93.0	478.0
727897	13.0	2685.0
57030	8.0	6.0
84636	0.0	23.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	4506.0	3416.0
84632	7391.0	573.0
60686	381.0	583.0
84631	444.0	20.0
57037	2235.0	1457.0
84634	0.0	1.0
60685	4201.0	7976.0
105370183	1.0	1.0
57038	1140.0	3097.0
60684	1325.0	5813.0
60682	591.0	1563.0
60681	3018.0	1440.0
84630	12.0	4.0
60680	26.0	160.0
252953	0.0	0.0
252954	0.0	0.0
139189	30.0	13.0
252955	0.0	0.0
252956	0.0	2.0
57045	14429.0	4190.0
84669	911.0	3305.0
84668	236.0	752.0
84665	0.0	0.0
57047	14.0	12.0
84664	0.0	0.0
84667	1.0	4.0
84666	0.0	0.0
84661	1572.0	2626.0
84660	45.0	29.0
84662	960.0	573.0
648809	0.0	0.0
648822	0.0	2.0
57053	52.0	25.0
57054	0.0	0.0
57055	0.0	0.0
57050	1444.0	2924.0
166793	184.0	368.0
84658	8.0	48.0
84657	51.0	45.0
84659	9.0	23.0
84654	0.0	1.0
57057	0.0	0.0
84656	5940.0	14025.0
84650	768.0	1738.0
84651	1.0	2.0
100132917	0.0	0.0
100132918	0.0	3.0
252983	646.0	1546.0
441073	33.0	122.0
100132920	0.0	1.0
100132923	7.0	15.0
100132929	0.0	1.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	74.0	76.0
441061	0.0	10.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	0.0	3.0
441094	106.0	139.0
100132940	0.0	1.0
252968	1.0	1.0
252969	1048.0	1099.0
100132948	15.0	16.0
100132949	0.0	0.0
286310	1.0	0.0
404093	2650.0	2340.0
286319	717.0	1655.0
100288772	0.0	3.0
441027	270.0	4908.0
441026	1.0	0.0
441024	452.0	978.0
441032	203.0	511.0
84803	66.0	159.0
164091	6794.0	456.0
100132963	0.0	0.0
100132965	0.0	4.0
100132967	0.0	0.0
152098	71.0	156.0
100288757	1.0	1.0
100132973	0.0	1.0
100132978	1.0	0.0
100132979	0.0	0.0
359803	0.0	2.0
359804	2.0	0.0
100288742	0.0	0.0
359806	0.0	0.0
84816	437.0	389.0
359800	1.0	5.0
84818	1731.0	5474.0
441046	32.0	30.0
84817	1067.0	1888.0
359802	0.0	0.0
84823	1500.0	4282.0
57205	1062.0	1804.0
441054	63.0	52.0
84824	1.0	5.0
441051	4.0	21.0
441050	38.0	63.0
84820	100.0	141.0
100132987	5.0	24.0
57209	808.0	1742.0
100288739	0.0	0.0
84809	651.0	955.0
84808	24.0	139.0
57210	754.0	1786.0
84804	1543.0	1641.0
100288730	92.0	36.0
84807	186.0	245.0
441034	57.0	71.0
84812	141.0	220.0
57215	1475.0	1687.0
84811	623.0	1319.0
57216	776.0	833.0
57217	2108.0	1902.0
84814	116.0	51.0
100132992	0.0	2.0
57211	508.0	478.0
100132994	0.0	1.0
57212	1175.0	2607.0
57213	413.0	1238.0
100132995	0.0	3.0
57214	226.0	1189.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	1.0
100130335	5.0	9.0
648791	103.0	164.0
359822	0.0	0.0
100129347	41.0	9.0
286370	1.0	1.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	2.0	2.0
130728	2.0	4.0
286380	0.0	0.0
100129331	0.0	0.0
100130319	1.0	0.0
404024	0.0	1.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	9.0	6.0
100130311	920.0	1432.0
100130310	1.0	0.0
130733	31.0	5891.0
359844	5.0	2.0
359845	535.0	1029.0
727914	2.0	0.0
727915	0.0	0.0
100129325	1.0	1.0
100129320	1.0	1.0
646168	0.0	1.0
100129319	1.0	0.0
100130307	0.0	1.0
100129315	0.0	0.0
100130302	0.0	2.0
727910	364.0	989.0
100130301	6.0	2.0
345193	12.0	7.0
130749	17.0	34.0
646164	0.0	1.0
727909	1.0	7.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	1.0
646171	3.0	1.0
646175	0.0	1.0
646174	1.0	1.0
115123	9.0	216.0
286333	36.0	6.0
286336	68.0	188.0
115106	717.0	446.0
100306975	1.0	0.0
115111	86.0	25.0
286343	90.0	462.0
286348	1.0	2.0
646193	0.0	0.0
100886964	0.0	0.0
646192	1.0	0.0
646196	4.0	7.0
646195	2150.0	3061.0
100534599	1.0	2.0
130700	0.0	0.0
100306951	136.0	203.0
100534595	27.0	37.0
100132911	0.0	0.0
100534592	4.0	7.0
100534593	98.0	45.0
286362	0.0	0.0
100132916	3.0	1.0
100240709	4.0	6.0
129684	11.0	2.0
57180	811.0	608.0
129685	1654.0	2281.0
100240707	1.0	3.0
727982	0.0	1.0
57185	2573.0	32906.0
727987	0.0	0.0
57186	2641.0	27166.0
57187	2929.0	7403.0
57188	89.0	368.0
57181	1114.0	11487.0
94122	10.0	516.0
57182	548.0	4804.0
727984	3.0	4.0
94121	352.0	2965.0
94120	809.0	625.0
57184	490.0	2413.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	34.0	2.0
57189	1549.0	8432.0
359792	11.0	35.0
127018	126.0	1964.0
359793	0.0	2.0
100240711	1.0	0.0
100240712	0.0	3.0
100240710	0.0	2.0
345258	0.0	0.0
100240713	0.0	1.0
94115	0.0	0.0
57190	9517.0	25795.0
727970	1.0	2.0
57191	71.0	142.0
166614	231.0	669.0
57198	1373.0	14239.0
57192	1003.0	1550.0
359799	0.0	1.0
57194	17.0	846.0
727969	0.0	0.0
84798	952.0	5539.0
140004	0.0	0.0
84793	24.0	48.0
84792	594.0	1400.0
84795	182.0	876.0
84791	334.0	604.0
84790	2159.0	3812.0
154661	36.0	72.0
154664	17.0	12.0
166647	1344.0	3964.0
127003	39.0	16.0
127002	145.0	192.0
115019	2.0	7.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	7.0	22.0
100130391	0.0	1.0
115024	1490.0	2084.0
142679	323.0	185.0
648729	1.0	5.0
142678	1573.0	1698.0
347894	0.0	0.0
102465436	0.0	1.0
94137	7.0	4.0
727991	3.0	7.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	1.0	0.0
100130388	6.0	3.0
100130386	6.0	1.0
94134	1249.0	5060.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	44.0	18.0
100129394	2.0	9.0
142683	3.0	243.0
142686	54.0	40.0
142685	0.0	0.0
152007	1245.0	2566.0
152006	1675.0	5399.0
142689	21.0	16.0
140028	0.0	0.0
152002	500.0	895.0
100129396	0.0	0.0
102465447	1.0	1.0
127062	0.0	0.0
102465446	0.0	0.0
345222	8.0	18.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	3.0	1.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	2.0	8.0
100130376	0.0	0.0
94160	0.0	14.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	1.0	0.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	59.0	148.0
100129385	3.0	3.0
100129387	614.0	1124.0
102465458	0.0	0.0
102465457	0.0	0.0
94158	4.0	14.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	4.0	10.0
102465451	2.0	1.0
127059	1.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	0.0	2.0
102465469	0.0	0.0
102465468	0.0	1.0
102465467	0.0	0.0
347862	2528.0	5698.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	1.0	0.0
102465464	2.0	0.0
102465463	1.0	0.0
646114	1.0	1.0
102465462	0.0	0.0
100009676	139.0	200.0
727964	0.0	0.0
100129361	1204.0	2481.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	2.0	9.0
100129368	0.0	0.0
347853	113.0	122.0
102465479	0.0	0.0
102465478	1.0	2.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	61.0	54.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	4502.0	3655.0
100009667	2.0	0.0
100130342	0.0	0.0
100009668	4.0	2.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	0.0
100129357	31.0	16.0
100129351	0.0	3.0
100129354	5.0	5.0
102465489	0.0	0.0
102465488	0.0	1.0
100288726	0.0	0.0
102465487	0.0	0.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	0.0	0.0
164045	7.0	12.0
57105	4697.0	79.0
57106	229.0	363.0
84726	5338.0	29846.0
57107	808.0	4081.0
84725	403.0	1160.0
57108	3.0	9.0
57101	36.0	101.0
84720	2314.0	5339.0
57102	369.0	1399.0
57103	409.0	756.0
84722	88.0	125.0
57104	5933.0	7590.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	1.0
102465480	0.0	0.0
57109	1078.0	1968.0
102465499	0.0	0.0
100288713	4.0	7.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	1.0	0.0
84709	35.0	12.0
57110	51.0	0.0
57111	4603.0	4885.0
84706	7988.0	7398.0
84705	858.0	863.0
84708	1930.0	1367.0
84707	963.0	598.0
57116	1.0	24.0
57117	529.0	1356.0
57118	3773.0	501.0
57119	6.0	0.0
57113	0.0	0.0
57115	3.0	18.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	0.0	1.0
102465490	0.0	0.0
152065	0.0	0.0
100288702	0.0	1.0
57120	1971.0	4210.0
57121	47.0	65.0
57122	735.0	2001.0
201456	55.0	22.0
127086	0.0	0.0
57127	38.0	4.0
57128	765.0	1260.0
57129	1103.0	1587.0
84747	2029.0	4290.0
57124	549.0	438.0
57125	190.0	391.0
57126	4.0	3769.0
84740	3.0	4.0
152078	4.0	4.0
127074	0.0	0.0
57130	4998.0	6699.0
57132	17153.0	3689.0
84727	436.0	523.0
127077	0.0	0.0
84735	15.0	1.0
84734	171.0	280.0
57139	2807.0	431.0
115098	3221.0	2590.0
201475	1007.0	607.0
57134	744.0	3965.0
57135	0.0	0.0
57136	9157.0	10439.0
84733	99.0	208.0
57142	10985.0	20642.0
57143	504.0	792.0
57144	54.0	15.0
201477	277.0	2.0
57140	4288.0	6597.0
57149	917.0	2035.0
84767	0.0	0.0
140032	0.0	79.0
84769	1833.0	1247.0
57146	860.0	2060.0
57147	524.0	1508.0
84766	129.0	4035.0
84765	859.0	889.0
57148	2987.0	13731.0
152015	0.0	25.0
57152	0.0	0.0
57153	8148.0	9700.0
166655	0.0	0.0
57154	1026.0	3902.0
84749	1062.0	2444.0
57150	259.0	446.0
57151	0.0	0.0
84759	416.0	638.0
140043	0.0	0.0
57156	9.0	42.0
57157	749.0	1177.0
139060	1.0	7.0
84752	1941.0	643.0
57158	1457.0	641.0
57159	10.0	5.0
84750	307.0	436.0
152024	1.0	0.0
139067	0.0	0.0
139065	148.0	296.0
94104	924.0	1641.0
94103	6756.0	8616.0
96764	723.0	1834.0
94107	2147.0	2567.0
57165	104.0	48.0
94101	3393.0	2478.0
57161	1188.0	913.0
57162	584.0	2586.0
57167	90.0	37.0
57168	70.0	324.0
57169	1932.0	6870.0
84787	633.0	313.0
57175	6458.0	21653.0
57176	1947.0	2480.0
57171	745.0	2405.0
57172	47.0	55.0
84779	0.0	54.0
57178	11966.0	21685.0
139081	2.0	1.0
84775	206.0	814.0
57179	5340.0	11226.0
84777	100.0	126.0
84771	84.0	106.0
113655	1991.0	2505.0
732538	1.0	0.0
353323	1.0	0.0
353322	320.0	2229.0
353324	1.0	0.0
100996279	0.0	0.0
149603	6757.0	10082.0
341333	0.0	0.0
343990	1038.0	451.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	1.0
100996266	1.0	0.0
343981	0.0	1.0
162605	0.0	0.0
353345	1.0	27.0
84900	94.0	96.0
84902	781.0	1998.0
149628	26.0	23.0
84901	1281.0	2738.0
341315	71.0	79.0
113622	83.0	253.0
353355	112.0	558.0
149643	1.0	3.0
150622	41.0	21.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	1.0	886.0
100852407	0.0	1.0
642513	0.0	1.0
100852405	0.0	0.0
642517	152.0	143.0
100852410	26.0	25.0
84919	4555.0	13894.0
84918	1892.0	6284.0
389322	30.0	86.0
390311	0.0	3.0
389320	2.0	2.0
390313	0.0	0.0
84915	162.0	483.0
84914	914.0	2784.0
497190	4.0	5.0
84916	1076.0	2775.0
84922	1180.0	1206.0
390318	0.0	0.0
84924	303.0	777.0
84923	542.0	1743.0
84920	193.0	403.0
123016	764.0	3466.0
497189	0.0	16.0
642521	0.0	0.0
390320	0.0	0.0
84908	1404.0	2611.0
390321	0.0	0.0
353376	11.0	9.0
390322	0.0	0.0
390323	0.0	0.0
654502	0.0	1.0
84909	1964.0	1252.0
390324	0.0	0.0
654503	0.0	1.0
84904	93.0	91.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	1.0
390327	0.0	0.0
654506	7.0	9.0
84905	327.0	625.0
84911	59.0	244.0
390329	0.0	0.0
84910	4712.0	12178.0
84913	1185.0	384.0
84912	687.0	1704.0
113691	67.0	6.0
642538	0.0	0.0
113675	649.0	1001.0
84937	1379.0	615.0
84936	1262.0	1396.0
84939	1549.0	2581.0
84938	472.0	681.0
84944	6.0	6.0
57325	797.0	1501.0
57326	9254.0	9903.0
84946	720.0	1271.0
84945	1198.0	2109.0
84940	86.0	41.0
389336	0.0	8.0
389337	21774.0	6148.0
84942	299.0	564.0
84941	1293.0	864.0
642546	0.0	7.0
343930	0.0	0.0
84929	1.0	39.0
389333	113.0	872.0
84926	5105.0	7350.0
84925	705.0	3272.0
84928	1191.0	2359.0
57336	435.0	580.0
84933	300.0	451.0
84932	943.0	3483.0
57337	589.0	1384.0
84935	25.0	212.0
57338	25.0	21.0
84934	877.0	1651.0
57332	320.0	854.0
57333	158.0	377.0
84931	0.0	0.0
84930	415.0	859.0
57335	136.0	311.0
103752554	0.0	0.0
103752555	0.0	0.0
642559	2.0	3.0
390352	1.0	13.0
390354	254.0	504.0
389362	517.0	730.0
150677	0.0	0.0
150678	1473.0	1220.0
377381	94.0	396.0
162655	60.0	121.0
390363	1.0	7.0
147040	1063.0	1355.0
343901	0.0	0.0
149699	0.0	3.0
150684	944.0	1197.0
150681	0.0	0.0
159013	1546.0	1267.0
221504	0.0	6.0
103752581	0.0	1.0
389386	0.0	0.0
389383	79.0	1.0
389384	0.0	165.0
123041	174.0	35.0
162681	33.0	90.0
123036	4609.0	11767.0
103752587	0.0	0.0
150696	6332.0	6242.0
103752588	166.0	7.0
103752589	0.0	3.0
103752583	0.0	0.0
103752584	12.0	3.0
103752585	1.0	5.0
103752586	4.0	6.0
390340	0.0	0.0
389376	8.0	1.0
221527	227.0	378.0
390394	1.0	4.0
149647	1.0	8.0
389396	0.0	0.0
123099	124.0	195.0
389395	1.0	2.0
123096	1801.0	2799.0
137682	261.0	663.0
390378	0.0	0.0
221545	1021.0	844.0
221547	5.0	13.0
147011	110.0	47.0
147007	797.0	1400.0
100996295	2.0	1.0
137695	754.0	1443.0
162632	26.0	114.0
