id	497d8716-c8a0-4b3d-b0ec-b491f0f056cd	cf98581e-c0bf-4224-9862-6f4c5c18d7e8
406955	0.0	0.0
406954	0.0	0.0
23276	2461.0	1376.0
23277	11195.0	9850.0
23279	4593.0	2792.0
59277	4153.0	1641.0
59272	21.0	24.0
59271	2743.0	799.0
59274	1580.0	1585.0
84218	0.0	0.0
84217	250.0	233.0
23270	8575.0	2349.0
23271	9785.0	3933.0
84219	1155.0	1192.0
23272	8365.0	4445.0
23274	3624.0	2451.0
84216	1117.0	413.0
84215	95.0	59.0
23275	3492.0	2032.0
406946	0.0	0.0
84210	0.0	1.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	10380.0	15120.0
644037	40.0	12.0
11260	7486.0	10907.0
646698	1.0	2.0
11262	76.0	35.0
23243	3943.0	4285.0
23244	11897.0	9487.0
59286	6417.0	6043.0
23245	6989.0	16462.0
23246	3060.0	7631.0
23247	3762.0	4916.0
59283	11.0	5.0
23248	11372.0	5986.0
644030	2.0	0.0
59285	329.0	0.0
59284	0.0	2.0
84247	9876.0	5428.0
23240	3263.0	1207.0
84246	2229.0	1098.0
84249	32.0	14.0
23241	8869.0	5184.0
23242	6116.0	15723.0
84248	13353.0	5223.0
84243	2636.0	2556.0
11264	4220.0	5492.0
84245	1551.0	1913.0
11267	3608.0	3410.0
11266	910.0	515.0
11269	1388.0	605.0
84240	1448.0	1244.0
11270	1091.0	366.0
644042	0.0	0.0
11272	44.0	118.0
11274	252.0	592.0
11273	7560.0	8593.0
23254	1599.0	1123.0
23255	1932.0	1706.0
23256	3903.0	4375.0
23258	16411.0	4433.0
23259	10035.0	2260.0
644041	0.0	0.0
84239	51.0	9.0
23250	2275.0	2656.0
84236	5386.0	3241.0
23251	135.0	177.0
23252	1463.0	684.0
140564	133.0	54.0
23253	6072.0	3671.0
84232	17700.0	13894.0
11276	5787.0	6354.0
11275	1770.0	437.0
84231	5945.0	10045.0
49861	7.0	9.0
11278	4563.0	694.0
49860	1.0	1.0
84233	1202.0	1243.0
11277	0.0	0.0
11279	925.0	172.0
84230	1653.0	578.0
23229	12891.0	2338.0
49856	1001.0	961.0
644054	0.0	0.0
49855	2936.0	1277.0
644059	0.0	0.0
49854	3505.0	1188.0
11240	1868.0	159.0
23221	3752.0	1402.0
25884	7985.0	183.0
23223	2318.0	4085.0
25886	154.0	422.0
23224	9949.0	11978.0
25885	6799.0	6501.0
23225	2501.0	7136.0
25888	890.0	849.0
23228	1392.0	189.0
644050	0.0	0.0
201780	11.0	5.0
84269	1272.0	1289.0
152559	1861.0	878.0
25880	714.0	1129.0
84268	1145.0	1824.0
23220	823.0	1114.0
140576	3653.0	627.0
84265	2511.0	903.0
11243	1653.0	1363.0
139599	60.0	2.0
84264	29.0	201.0
140578	187.0	71.0
84267	2407.0	1720.0
11245	2938.0	1732.0
84266	3745.0	4064.0
11244	8446.0	5342.0
84261	663.0	1223.0
11247	1066.0	1463.0
139596	1265.0	1193.0
84260	2417.0	1287.0
84263	7577.0	4330.0
11249	7.0	0.0
84262	885.0	1469.0
11248	2995.0	484.0
345557	439.0	45.0
406993	0.0	0.0
406992	3.0	1.0
406995	0.0	0.0
406994	0.0	0.0
11250	0.0	12.0
406997	1.0	1.0
406996	0.0	0.0
11252	13479.0	10464.0
406999	0.0	0.0
11251	56.0	26.0
406998	0.0	0.0
23232	1858.0	1441.0
25895	1611.0	2426.0
23233	7249.0	2776.0
25894	206.0	181.0
25897	6584.0	2939.0
23234	1022.0	853.0
25896	1573.0	1712.0
23235	7955.0	4891.0
23236	5854.0	2226.0
25898	2626.0	2087.0
23237	318.0	72.0
644063	155.0	20.0
406991	0.0	0.0
23239	2905.0	2829.0
406990	0.0	0.0
25891	1277.0	1263.0
84258	35.0	98.0
25890	5007.0	437.0
25893	41.0	92.0
23230	6068.0	3356.0
23231	2299.0	7441.0
84259	1273.0	1562.0
84254	1275.0	1558.0
11254	304.0	2442.0
84253	2012.0	1316.0
11253	4741.0	6911.0
406989	1.0	0.0
84256	5541.0	2222.0
11255	8.0	8.0
84255	2826.0	4166.0
84250	550.0	518.0
11258	4484.0	3221.0
11257	1653.0	2691.0
84251	164.0	193.0
11259	27441.0	1195.0
100874483	0.0	0.0
100874482	9.0	0.0
100874480	3.0	0.0
406900	2.0	3.0
100874484	3.0	0.0
201799	414.0	77.0
201798	80.0	62.0
50831	4.0	2.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	15.0	7.0
50835	0.0	0.0
50834	0.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	3.0
100874471	4.0	1.0
102465138	0.0	0.0
50839	4.0	2.0
100874470	0.0	0.0
102465137	0.0	1.0
50838	3.0	0.0
102465136	0.0	2.0
100874476	9.0	6.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	3.0	0.0
50840	109.0	29.0
100874479	1.0	2.0
100874478	1.0	0.0
100874477	0.0	0.0
50846	77.0	18.0
100499183	132.0	110.0
50848	3321.0	6135.0
2601	33.0	3.0
100499177	655.0	716.0
102465141	0.0	0.0
50853	1188.0	315.0
2609	6.0	0.0
102465140	0.0	0.0
50852	50.0	11.0
50855	442.0	291.0
50854	5354.0	5852.0
100499171	1.0	5.0
50856	143.0	58.0
50859	26100.0	1853.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	1.0	0.0
100874498	2.0	0.0
646600	0.0	0.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	2632.0	6114.0
2613	20.0	1.0
2611	11.0	0.0
50862	6510.0	5509.0
50861	3102.0	1775.0
2619	5660.0	314.0
50863	146.0	445.0
100874499	2.0	0.0
2618	3770.0	5171.0
50865	5018.0	3047.0
2617	6026.0	6816.0
2616	430.0	36.0
2615	5463.0	2016.0
406940	1.0	3.0
406942	0.0	0.0
646612	96.0	9.0
406941	0.0	1.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	1.0
2625	587.0	168.0
2624	9618.0	10922.0
2623	19.0	4.0
2622	1835.0	1057.0
2621	36397.0	3195.0
2620	316.0	45.0
406935	87.0	4.0
406934	0.0	0.0
646603	2.0	1.0
406937	0.0	0.0
406936	0.0	0.0
2629	2960.0	5190.0
406939	0.0	0.0
646609	26.0	0.0
2628	3932.0	163.0
406938	0.0	0.0
2627	1554.0	279.0
2626	14.0	19.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	1.0
406932	0.0	0.0
646620	4.0	1.0
2636	12.0	0.0
2635	1619.0	528.0
2634	13110.0	1747.0
2633	3277.0	555.0
2632	5290.0	1794.0
2631	11558.0	7092.0
2630	83.0	76.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	1.0	2.0
406928	0.0	0.0
2639	2895.0	3578.0
406927	0.0	0.0
646619	0.0	1.0
2638	0.0	14.0
2637	1.0	2.0
406929	0.0	0.0
646630	3.0	0.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	1179.0	6539.0
2647	2047.0	1991.0
2646	5.0	12.0
2645	82.0	7.0
2644	136.0	201.0
2643	447.0	657.0
2642	4.0	0.0
2641	1.0	3.0
406913	0.0	0.0
646627	1.0	175.0
406912	0.0	0.0
646625	1.0	1.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	79.0	287.0
406919	0.0	0.0
2648	2212.0	4566.0
406918	0.0	0.0
646641	0.0	0.0
646640	0.0	2.0
646643	16.0	1.0
406911	2.0	0.0
406910	0.0	0.0
2661	86.0	59.0
2660	141.0	12.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	398.0	296.0
2652	0.0	0.0
2651	6528.0	8099.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	1.0	1.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	74.0	21.0
2672	71.0	48.0
106144578	0.0	0.0
2671	1499.0	1105.0
2670	37.0	8.0
106144575	2.0	0.0
2669	6485.0	513.0
2668	372.0	98.0
2667	3.0	0.0
100874529	2.0	1.0
2665	20991.0	21251.0
2664	15632.0	11875.0
2662	2061.0	8.0
100874524	5.0	3.0
100874523	1.0	0.0
100129743	0.0	0.0
100874522	1.0	0.0
100874528	3.0	1.0
100129738	1.0	0.0
100129739	0.0	0.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	11836.0	18297.0
106144568	0.0	0.0
2681	1430.0	171.0
2679	1.0	0.0
2678	899.0	3223.0
100874519	0.0	0.0
2677	4682.0	6522.0
100874518	0.0	0.0
2676	508.0	32.0
2675	358.0	29.0
2674	4054.0	217.0
2673	16408.0	34431.0
101056700	33.0	13.0
100874512	0.0	0.0
100874511	6.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	6.0
100874516	1.0	1.0
100130718	4.0	0.0
100874515	0.0	0.0
100130717	17.0	20.0
100874514	0.0	0.0
100129727	153.0	41.0
100129726	11.0	17.0
100129723	0.0	0.0
100129722	8.0	13.0
2694	0.0	0.0
2693	0.0	0.0
2692	14.0	149.0
2691	0.0	0.0
2690	2955.0	1533.0
2689	0.0	0.0
2688	6.0	0.0
2687	1959.0	1578.0
2686	1990.0	2887.0
100130708	4.0	1.0
100129716	64.0	16.0
106144540	0.0	0.0
100874531	1.0	0.0
100874530	0.0	1.0
100130700	0.0	0.0
100129714	2.0	0.0
106144541	2.0	1.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	22.0	1.0
106144538	18.0	3.0
2697	38732.0	2997.0
106144539	0.0	0.0
2696	25.0	20.0
2695	0.0	1.0
100129706	0.0	0.0
100129708	6.0	0.0
284131	1851.0	1304.0
115509	1604.0	744.0
259197	12.0	5.0
284129	2028.0	2004.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	20.0	24.0
106144595	5.0	0.0
286749	77.0	8.0
106144598	2.0	3.0
106144599	0.0	0.0
284119	220987.0	12914.0
284116	12.0	5.0
284114	154.0	301.0
284111	6.0	1.0
284110	10.0	16.0
259173	636.0	187.0
106144584	1.0	3.0
286753	9.0	1.0
106144585	0.0	0.0
106144586	27.0	2.0
284106	2452.0	4620.0
284100	2.0	0.0
284184	1261.0	1185.0
127544	2458.0	1957.0
23443	4877.0	5767.0
115557	11645.0	807.0
127540	0.0	0.0
23446	10925.0	3944.0
115560	850.0	531.0
23440	1.0	0.0
127534	14.0	9.0
139538	0.0	0.0
23452	8028.0	918.0
441459	37.0	16.0
441457	6.0	3.0
23456	2567.0	1080.0
115548	4960.0	2592.0
23457	395.0	371.0
441452	0.0	0.0
441461	49.0	118.0
152503	21589.0	5787.0
23450	12900.0	8110.0
23451	22076.0	16862.0
139542	0.0	0.0
284167	150.0	95.0
23428	9572.0	21744.0
284161	205.0	764.0
23429	14700.0	9184.0
100130799	0.0	1.0
23420	4782.0	4772.0
23421	822.0	751.0
23423	6891.0	28845.0
23424	2861.0	1051.0
23426	1742.0	396.0
152519	442.0	892.0
152518	1237.0	1178.0
441490	0.0	0.0
23438	2613.0	1511.0
23439	1446.0	28.0
100130786	11.0	1.0
23430	2.0	6.0
100130785	1.0	0.0
23431	2169.0	620.0
23432	9763.0	1242.0
23433	11697.0	4028.0
441478	722.0	794.0
23434	1.0	0.0
23435	9237.0	6834.0
441476	5.0	11.0
23436	1.0	0.0
441484	13.0	45.0
441481	62.0	115.0
140545	139.0	229.0
100129795	14.0	0.0
139562	1.0	0.0
100129792	230.0	197.0
100129794	223.0	189.0
100129793	5.0	0.0
23405	8120.0	7200.0
23406	6002.0	4098.0
23408	1971.0	1093.0
23409	144.0	121.0
100130776	257.0	270.0
100130775	18.0	0.0
441425	0.0	0.0
23400	2685.0	7461.0
100130771	12.0	31.0
23401	674.0	1920.0
23403	1295.0	2574.0
441420	1.0	0.0
23404	1714.0	1602.0
127579	19.0	54.0
100129784	9.0	2.0
100129781	221.0	16.0
100129782	0.0	0.0
23416	49.0	36.0
23417	2057.0	1277.0
23418	44.0	1.0
100129777	0.0	0.0
441416	2.0	3.0
23410	2568.0	1824.0
23411	4462.0	2087.0
23412	1469.0	1308.0
23413	35661.0	2579.0
441410	0.0	0.0
23414	1235.0	44.0
23415	23.0	9.0
100129772	2.0	1.0
100130758	83.0	36.0
100130756	0.0	0.0
100129769	0.0	0.0
441442	1.0	2.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	0.0	1.0
115584	8.0	16.0
379024	0.0	0.0
379025	1687.0	1240.0
100874502	0.0	0.0
100874501	0.0	0.0
100874500	1.0	1.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	3.0	0.0
100874504	0.0	0.0
100874503	1.0	0.0
284196	2.0	0.0
284194	3.0	0.0
139516	3.0	2.0
100129755	8.0	1.0
100130742	18.0	50.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	3.0	1.0
441432	0.0	0.0
441430	1.0	3.0
115572	7635.0	288.0
379011	0.0	0.0
379012	0.0	0.0
379013	7.0	32.0
284186	6.0	3.0
284185	6.0	1.0
646531	118.0	12.0
100463285	8.0	4.0
84328	3663.0	2205.0
84327	2779.0	2701.0
84329	911.0	205.0
84324	163.0	102.0
84326	2271.0	3107.0
84320	2573.0	1833.0
100500797	0.0	0.0
646527	44.0	8.0
100500798	0.0	0.0
646526	1.0	0.0
100463289	3.0	0.0
84322	0.0	0.0
84321	383.0	435.0
100499227	45.0	19.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	48.0	1.0
127495	1599.0	40.0
84309	2509.0	3475.0
84317	4987.0	2002.0
84316	2566.0	3772.0
84319	1636.0	1423.0
84318	425.0	654.0
84313	2835.0	4189.0
84312	1438.0	654.0
84315	1186.0	1444.0
84314	452.0	301.0
646538	8.0	0.0
343069	0.0	0.0
84311	3136.0	3999.0
84310	6026.0	3021.0
343068	0.0	0.0
343066	7.0	0.0
100996939	285.0	192.0
23386	18092.0	9218.0
23387	8183.0	2844.0
23389	16581.0	7917.0
441400	29.0	8.0
100996930	6.0	4.0
201853	24.0	4.0
23380	2054.0	1662.0
23381	13867.0	8958.0
23382	2690.0	2903.0
23383	6730.0	4730.0
23384	6653.0	4967.0
23385	10753.0	11785.0
106866914	0.0	0.0
84342	2633.0	1920.0
106866913	797.0	2.0
84343	2778.0	1904.0
60370	2294.0	367.0
84340	2255.0	2600.0
106866915	0.0	0.0
646567	2.0	0.0
100996928	6.0	4.0
23397	49.0	289.0
23398	1352.0	762.0
23399	7050.0	6257.0
23390	4151.0	1765.0
23392	20638.0	18194.0
84335	5448.0	5510.0
23394	14130.0	11238.0
84334	1599.0	1104.0
23395	2881.0	3835.0
84337	3585.0	4729.0
84336	2658.0	3502.0
23396	24142.0	6026.0
60386	291.0	356.0
84331	1279.0	2239.0
60385	31.0	8.0
84330	915.0	1125.0
84333	12384.0	4181.0
84332	5.0	31.0
152485	5894.0	4662.0
646575	0.0	0.0
646572	48.0	9.0
343045	0.0	0.0
646577	1.0	0.0
646576	1055.0	103.0
23365	31093.0	19033.0
23366	827.0	944.0
23367	20386.0	24550.0
23368	3963.0	6868.0
23369	20838.0	12360.0
23360	2752.0	2775.0
23361	4348.0	2992.0
140432	0.0	0.0
23362	1998.0	3039.0
23363	9296.0	5221.0
84364	10975.0	8686.0
84366	1374.0	5146.0
84365	2199.0	2103.0
343035	6.0	7.0
139452	4.0	1.0
646583	4.0	0.0
23376	6768.0	3433.0
23378	2623.0	1360.0
23379	6583.0	3164.0
646581	1.0	0.0
23370	878.0	571.0
23371	19616.0	6619.0
23373	3451.0	2471.0
100499261	1.0	0.0
646597	0.0	0.0
646595	3.0	8.0
100499258	0.0	0.0
23344	22678.0	10053.0
23345	23609.0	3698.0
201895	15429.0	23230.0
23347	10495.0	6660.0
646592	0.0	0.0
23348	6778.0	4524.0
23349	91.0	11.0
140453	5.0	3.0
23341	2987.0	3688.0
140456	462.0	2.0
140458	11888.0	237.0
100499252	2.0	2.0
140459	2314.0	1664.0
100499251	0.0	0.0
23353	13340.0	6757.0
23354	946.0	775.0
23355	4701.0	2462.0
23357	3276.0	2453.0
23358	8882.0	4472.0
23359	69.0	412.0
140460	2291.0	1605.0
140461	5677.0	3232.0
140462	90.0	33.0
23350	8382.0	5700.0
140464	0.0	0.0
23351	4427.0	3950.0
140465	19539.0	1572.0
23352	30584.0	18873.0
140467	7304.0	3584.0
140468	4.0	0.0
140469	155.0	26.0
84376	10541.0	3030.0
2702	984.0	298.0
2701	861.0	475.0
2700	43.0	39.0
2709	61.0	23.0
2707	77.0	56.0
2706	81.0	180.0
2705	1154.0	15999.0
2703	0.0	0.0
345651	5.0	8.0
2712	2.0	0.0
106866981	0.0	0.0
2710	370.0	297.0
106866980	0.0	0.0
2719	336.0	281.0
2717	851.0	1237.0
50964	2.0	0.0
345643	3.0	12.0
345645	1.0	0.0
286826	439.0	166.0
286827	282.0	414.0
286828	0.0	0.0
59307	1907.0	3369.0
2720	5275.0	6693.0
2729	4470.0	4623.0
100500737	1.0	0.0
345630	30.0	8.0
2735	94.0	114.0
2734	33179.0	14916.0
2733	4114.0	3529.0
2732	0.0	0.0
2731	12.0	22.0
2730	1798.0	1367.0
2739	15281.0	25541.0
2738	630.0	953.0
2737	6124.0	1132.0
2736	2701.0	173.0
106144534	0.0	0.0
106144535	13.0	7.0
106144536	0.0	0.0
106144537	0.0	1.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	12.0	5.0
106144533	0.0	0.0
2746	24714.0	37488.0
2745	1257.0	565.0
2744	4588.0	2193.0
2743	1764.0	583.0
60314	3011.0	3947.0
2742	0.0	0.0
60313	11642.0	10879.0
106144527	0.0	0.0
2741	0.0	0.0
259217	2151.0	186.0
60312	13095.0	3244.0
106144528	6.0	1.0
2740	4.0	76.0
106144529	1.0	1.0
259215	0.0	0.0
2749	145.0	72.0
345611	1.0	6.0
50999	6209.0	8537.0
2747	320.0	258.0
259236	166.0	8.0
2760	9970.0	7000.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	8.0	44.0
259232	50.0	35.0
259230	5659.0	7010.0
59339	7331.0	876.0
59338	6283.0	2044.0
59335	1.0	11.0
2752	37920.0	39793.0
59336	1.0	0.0
2750	0.0	0.0
2771	48508.0	10614.0
59342	7119.0	3449.0
59341	204.0	145.0
2770	4699.0	3349.0
59344	8.0	48.0
59343	4893.0	3288.0
59340	8.0	11.0
84306	367.0	719.0
2768	17129.0	7567.0
2767	19938.0	8545.0
59349	4548.0	4950.0
84305	1986.0	4672.0
2766	6306.0	11221.0
2765	0.0	0.0
84307	2465.0	2183.0
84302	4182.0	171.0
2764	3815.0	3914.0
59345	1782.0	936.0
84301	5365.0	8164.0
2762	1510.0	7087.0
84304	1645.0	2373.0
59348	2541.0	10663.0
84303	941.0	753.0
59347	0.0	0.0
2761	0.0	0.0
84300	2092.0	2466.0
646508	0.0	0.0
2769	743.0	1636.0
646507	2.0	0.0
646520	11.0	2.0
2782	44794.0	28975.0
59353	7693.0	608.0
2781	8417.0	467.0
59352	810.0	35.0
2780	0.0	0.0
59351	3.0	2.0
59350	61.0	77.0
2779	2.0	0.0
2778	93400.0	70112.0
2777	81.0	29.0
2776	24818.0	9684.0
2775	5032.0	323.0
2774	10810.0	461.0
2773	10062.0	6893.0
60343	4065.0	4109.0
2772	2.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	100.0	51.0
100379584	0.0	0.0
2792	1.0	0.0
2791	3751.0	813.0
2790	986.0	1238.0
105369316	0.0	0.0
2789	0.0	0.0
2788	14491.0	2048.0
2787	4240.0	4736.0
2786	5285.0	3383.0
441194	345.0	305.0
2785	5.0	11.0
2784	129.0	14.0
2783	19206.0	32672.0
441191	1137.0	708.0
100129622	16.0	1.0
100130606	2.0	0.0
286410	4064.0	2465.0
100130603	0.0	0.0
286411	7.0	0.0
100130600	359.0	282.0
100379571	377.0	267.0
441177	0.0	0.0
2799	23401.0	18969.0
2798	10.0	5.0
2797	8.0	29.0
2796	14.0	9.0
2794	6836.0	3933.0
100129611	0.0	0.0
100129606	0.0	1.0
286423	5.0	1.0
100129604	0.0	0.0
286430	12.0	2.0
105369343	0.0	1.0
286436	0.0	0.0
100379592	1.0	6.0
441154	11.0	2.0
441151	14.0	4.0
441150	387.0	432.0
191585	8.0	14.0
105370357	0.0	0.0
441133	3.0	2.0
100142659	9.0	7.0
100379564	0.0	0.0
441168	186.0	55.0
441166	15.0	20.0
101730217	2.0	3.0
441161	27.0	0.0
441160	3.0	1.0
646498	0.0	0.0
441108	509.0	282.0
23562	5.0	6.0
23563	5.0	4.0
359948	16390.0	5398.0
23564	9199.0	5137.0
23566	2510.0	8645.0
100130693	3.0	10.0
23567	1623.0	959.0
23568	1142.0	221.0
23569	27.0	2.0
23560	3647.0	3086.0
286494	2.0	0.0
286495	2446.0	449.0
286499	21.0	2.0
100130687	0.0	0.0
23576	7993.0	20582.0
117608	414.0	246.0
100129690	2.0	1.0
100129696	9.0	12.0
100129692	3.0	1.0
100129694	1.0	0.0
23548	2564.0	693.0
23549	6800.0	6449.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	4139.0	6763.0
23542	455.0	1807.0
23543	27332.0	5769.0
130612	563.0	521.0
23544	61.0	21.0
130617	1787.0	1695.0
100130671	1.0	0.0
23545	1962.0	1795.0
441124	77.0	106.0
23546	8.0	5.0
441123	0.0	0.0
23547	26.0	23.0
441131	3.0	1.0
23559	1052.0	1699.0
23551	3278.0	1373.0
23552	1405.0	780.0
23553	4.0	2.0
23554	982.0	1359.0
23555	7538.0	6102.0
100130660	3.0	1.0
23556	2539.0	5613.0
23557	3163.0	2248.0
23558	17558.0	16459.0
23550	3531.0	7095.0
23526	1481.0	901.0
23527	6747.0	3070.0
23528	1652.0	1384.0
286442	0.0	1.0
23529	229.0	451.0
129642	5792.0	27223.0
286444	54.0	39.0
100129669	0.0	0.0
100463482	23.0	3.0
23520	10.0	2.0
23521	110881.0	244564.0
23522	9359.0	4196.0
23523	8551.0	6952.0
23524	63883.0	49531.0
359996	0.0	0.0
115004	488.0	237.0
100129664	0.0	0.0
100463487	24.0	2.0
100463486	264.0	17.0
100463489	8.0	1.0
100463488	41.0	5.0
100129662	31.0	8.0
286451	10705.0	8099.0
23538	0.0	0.0
23539	32.0	85.0
23530	17530.0	1881.0
23531	2413.0	506.0
100130640	2.0	0.0
23532	1.0	2.0
23533	338.0	192.0
359997	1.0	0.0
23534	8692.0	4640.0
23536	1397.0	1420.0
100463498	525.0	15.0
100129654	10.0	2.0
286460	129.0	105.0
100129650	2.0	0.0
23504	204.0	69.0
100499416	0.0	0.0
23505	10331.0	9493.0
100499417	0.0	0.0
23506	6043.0	4287.0
286464	7.0	46.0
100130637	0.0	0.0
23507	1244.0	2943.0
100130636	1.0	0.0
23508	942.0	1197.0
23509	9702.0	6764.0
286467	1.0	16.0
100129647	9.0	0.0
100130631	1.0	0.0
23500	9692.0	1101.0
100499418	0.0	0.0
23503	4132.0	2108.0
100129641	3.0	3.0
100129640	0.0	3.0
286472	7.0	4.0
23515	5141.0	2458.0
345275	90.0	39.0
100499405	227.0	45.0
23516	7074.0	3718.0
23517	7345.0	4632.0
100130626	0.0	0.0
23518	3172.0	1963.0
102465752	0.0	0.0
23519	2.0	0.0
345274	36.0	21.0
100130621	34.0	10.0
23510	7168.0	3050.0
23511	6248.0	5696.0
23512	4591.0	2391.0
23513	6281.0	11407.0
23514	4975.0	7733.0
100129631	0.0	0.0
129607	477.0	465.0
129563	2262.0	1828.0
431704	0.0	0.0
117579	0.0	0.0
130557	1019.0	979.0
431705	3.0	3.0
431707	44.0	0.0
129560	2.0	0.0
117583	7080.0	3395.0
84449	1484.0	709.0
84448	1110.0	187.0
117584	2971.0	4522.0
84445	14397.0	5907.0
84444	1619.0	2104.0
84447	7255.0	13965.0
84446	496.0	114.0
84441	4721.0	2296.0
84440	794.0	2411.0
84443	186.0	1174.0
646405	41.0	24.0
646409	0.0	0.0
117581	1458.0	180.0
130560	0.0	0.0
646424	4.0	28.0
84437	3269.0	405.0
84439	1983.0	256.0
60489	889.0	178.0
60488	4574.0	6064.0
84433	249.0	126.0
60487	923.0	391.0
84436	1483.0	1470.0
84435	8.0	1.0
60485	8865.0	5324.0
60484	467.0	42.0
84432	2388.0	395.0
60482	37.0	9.0
60481	18209.0	29550.0
130576	147.0	105.0
130574	383.0	684.0
84467	28.0	39.0
84466	891.0	284.0
60496	3934.0	2655.0
60495	15249.0	3104.0
60494	130.0	54.0
84465	23.0	17.0
84464	1002.0	1034.0
60493	1723.0	1637.0
60492	3963.0	2704.0
60491	1553.0	1427.0
60490	502.0	840.0
84461	2219.0	1915.0
84460	859.0	708.0
646442	6.0	1.0
129530	13.0	30.0
129531	617.0	483.0
130589	2749.0	2769.0
201501	675.0	732.0
84456	1648.0	2092.0
84455	639.0	552.0
84458	1868.0	2715.0
84457	676.0	32.0
84450	4177.0	1663.0
646457	1.0	5.0
100500870	0.0	0.0
100500872	0.0	0.0
201514	958.0	663.0
201516	4.0	1.0
646450	203.0	178.0
23480	2836.0	4500.0
105416157	934.0	1073.0
23481	5153.0	6710.0
23483	744.0	492.0
23484	5586.0	2086.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	1.0	2.0
646467	6.0	13.0
100500860	0.0	0.0
96459	5475.0	3301.0
100500861	0.0	0.0
23498	1605.0	132.0
23499	58648.0	20783.0
23491	19.0	112.0
23492	22187.0	3907.0
23493	529.0	296.0
23495	4.0	0.0
100500862	0.0	0.0
100500863	1.0	1.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	21.0	36.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	14767.0	8876.0
394217	6.0	0.0
23464	2444.0	3568.0
130535	3503.0	1486.0
23466	43553.0	6295.0
23467	7695.0	11908.0
23468	18006.0	11297.0
23469	11528.0	7078.0
2801	11966.0	12126.0
2800	4313.0	2379.0
23460	494.0	121.0
23461	2600.0	2249.0
23462	880.0	127.0
100500895	0.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	19918.0	14570.0
100500898	0.0	0.0
2805	7532.0	3578.0
100500899	0.0	0.0
2804	25172.0	30279.0
2803	15348.0	13052.0
2802	15434.0	12122.0
130540	15.0	31.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1883.0	2879.0
23475	2354.0	151.0
23476	9666.0	7237.0
23478	7181.0	7032.0
23479	13858.0	4725.0
646480	0.0	0.0
2812	0.0	0.0
2811	136.0	42.0
2810	5187.0	7062.0
23471	14950.0	23787.0
23473	4269.0	2885.0
100500884	0.0	0.0
2819	731.0	13.0
100500885	0.0	0.0
84498	5747.0	4375.0
100500886	0.0	0.0
2817	11630.0	3946.0
100500888	0.0	1.0
2815	2.0	0.0
100500889	0.0	0.0
2814	12.0	1.0
2813	429.0	595.0
2823	3208.0	120.0
2822	1551.0	146.0
2821	31548.0	28540.0
100500839	0.0	0.0
2820	4490.0	3344.0
201562	7374.0	17615.0
100379623	1.0	3.0
2829	280.0	59.0
100500831	0.0	0.0
2828	444.0	321.0
2827	226.0	24.0
100500833	2.0	1.0
2826	110.0	18.0
