id	f42ef7e5-39e3-4a91-b8bb-11a38d24c72b	e32272e5-a64e-482b-bb3e-b82542a643e3
106479054	0.0	0.0
142891	1862.0	1544.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	2136.0	2139.0
106480055	0.0	0.0
106479051	0.0	1.0
23161	4241.0	2812.0
115286	1021.0	1083.0
106480054	0.0	0.0
106479050	1.0	6.0
23162	1423.0	842.0
106480057	0.0	0.0
23163	1874.0	1985.0
106480056	0.0	0.0
152217	877.0	1242.0
23164	7783.0	5729.0
106480059	0.0	0.0
23165	3426.0	2698.0
106480058	0.0	0.0
11188	12287.0	12864.0
11187	3027.0	5095.0
11189	21.0	0.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	2.0	1.0
11191	156.0	104.0
392140	0.0	2.0
11190	2880.0	3195.0
404672	2195.0	2281.0
11193	1073.0	683.0
154872	0.0	0.0
11194	2363.0	3246.0
11197	570.0	467.0
11196	5037.0	4619.0
23177	2058.0	1237.0
402016	1.0	1.0
23178	1803.0	1527.0
106479049	0.0	0.0
23179	1785.0	1080.0
106479048	0.0	0.0
127255	26.0	8.0
106479047	1.0	0.0
127254	5.0	0.0
106479046	0.0	0.0
646780	9.0	12.0
127253	2011.0	1617.0
106479045	1.0	0.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	3.0	10.0
23170	7402.0	11308.0
115273	30.0	24.0
106480063	0.0	0.0
729909	2.0	1.0
106479041	0.0	0.0
23171	14295.0	5795.0
106479040	0.0	0.0
106480066	1.0	1.0
23172	1584.0	1337.0
106480065	0.0	0.0
23173	4720.0	3639.0
106480068	0.0	0.0
23174	1984.0	1965.0
106480067	0.0	0.0
23175	2118.0	1176.0
23176	3122.0	2371.0
106480069	0.0	0.0
11199	2.0	3.0
11198	6976.0	5978.0
106480060	1.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	9980.0	10053.0
644131	51.0	37.0
404663	0.0	0.0
11162	97.0	125.0
646799	0.0	0.0
11161	6607.0	4452.0
404665	6.0	11.0
11164	1733.0	1484.0
11163	6592.0	8621.0
23144	1564.0	1848.0
127247	0.0	0.0
106480028	0.0	0.0
23145	116.0	160.0
106480027	2.0	1.0
106480029	1.0	0.0
23148	393.0	211.0
106479079	0.0	0.0
646791	3.0	2.0
23149	41.0	26.0
441641	0.0	5.0
106479078	0.0	0.0
106479077	2.0	1.0
106479076	0.0	0.0
84108	375.0	206.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	0.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	1.0	1.0
84109	9.0	0.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	4810.0	3686.0
115265	118.0	96.0
106480035	0.0	0.0
106479071	0.0	0.0
84103	0.0	0.0
23141	3792.0	3844.0
106480034	1.0	0.0
106479070	0.0	0.0
23142	1905.0	1172.0
84106	96.0	63.0
106480037	0.0	0.0
84105	573.0	481.0
23143	2021.0	1084.0
106480036	0.0	0.0
84100	278.0	220.0
11166	141.0	23.0
140258	0.0	0.0
644129	0.0	0.0
11165	1800.0	2168.0
84102	191.0	215.0
11168	4138.0	2452.0
84101	46.0	19.0
11167	37504.0	48406.0
644128	85.0	67.0
11169	221.0	184.0
11171	5484.0	5036.0
11170	6964.0	2739.0
11173	84.0	81.0
441639	0.0	0.0
11172	1.0	1.0
343296	0.0	0.0
11174	15.0	15.0
644146	3.0	1.0
23155	2529.0	2365.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	2613.0	2712.0
23158	6117.0	4474.0
106479069	0.0	0.0
441631	610.0	407.0
106479068	2.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	1.0	0.0
23150	3864.0	1403.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	702.0	574.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	6060.0	5627.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	3096.0	6235.0
106480047	0.0	0.0
11177	1915.0	1617.0
11176	8054.0	4931.0
11179	1272.0	1279.0
644138	8.0	8.0
11178	325.0	286.0
644139	19.0	8.0
139285	479.0	410.0
106480040	1.0	0.0
103695364	2.0	1.0
103695363	0.0	0.0
644153	0.0	0.0
11140	7643.0	8747.0
644159	0.0	1.0
103695365	0.0	0.0
11142	2248.0	2027.0
166824	1818.0	759.0
106479019	0.0	0.0
11141	14.0	45.0
130872	579.0	323.0
106479018	0.0	0.0
644157	74.0	78.0
23122	3935.0	2868.0
106480006	0.0	0.0
106479017	3.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	1.0	2.0
106479015	1.0	0.0
106480008	0.0	0.0
25787	10.0	7.0
23125	4443.0	5620.0
106480007	0.0	0.0
25786	123.0	131.0
106479014	0.0	0.0
25789	58.0	64.0
644150	873.0	355.0
23126	5082.0	3955.0
106479013	1.0	0.0
25788	111.0	87.0
23127	385.0	381.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	2395.0	1869.0
106479010	0.0	0.0
84129	53.0	39.0
106480011	1.0	1.0
106480010	0.0	0.0
84126	7.0	1.0
106480013	0.0	0.0
84125	228.0	189.0
25780	180.0	148.0
106480012	0.0	0.0
84128	1530.0	1378.0
23120	4.0	3.0
106480015	0.0	0.0
25782	3490.0	2524.0
106480014	0.0	0.0
11144	32.0	13.0
11143	4020.0	3234.0
139212	0.0	0.0
84124	1242.0	1100.0
11146	269.0	248.0
11145	707.0	497.0
11148	9.0	14.0
86781	30.0	38.0
11147	602.0	830.0
11149	927.0	343.0
392181	3.0	0.0
127294	15.0	10.0
644165	7.0	13.0
11151	701.0	319.0
166815	767.0	676.0
392188	0.0	0.0
106479009	0.0	0.0
11153	1521.0	2011.0
106479008	0.0	0.0
644168	0.0	0.0
11152	2155.0	3346.0
106479007	0.0	0.0
25796	2289.0	3816.0
130888	617.0	435.0
23133	4826.0	5484.0
106479006	2.0	3.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	2687.0	2505.0
25798	5678.0	5992.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	1363.0	511.0
25797	497.0	268.0
106479003	0.0	0.0
106480018	0.0	0.0
23137	3084.0	1801.0
106479002	0.0	0.0
25799	619.0	674.0
402055	1253.0	1077.0
23138	250.0	146.0
106479001	0.0	0.0
23139	3220.0	6165.0
106479000	0.0	0.0
644160	3.0	2.0
106480020	0.0	0.0
25790	15.0	9.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	5580.0	7064.0
106480024	0.0	0.0
25791	131.0	36.0
23130	3314.0	2909.0
106480023	0.0	0.0
23131	3138.0	2322.0
25794	84.0	85.0
106480026	0.0	0.0
25793	6080.0	5778.0
23132	1932.0	1424.0
106480025	0.0	0.0
11155	2814.0	1005.0
11154	627.0	419.0
11157	1197.0	399.0
11156	2207.0	4672.0
11159	299.0	179.0
139221	191.0	91.0
11158	671.0	557.0
392193	0.0	0.0
23108	2176.0	3596.0
23109	0.0	2.0
127281	1919.0	1546.0
441608	0.0	0.0
154860	2.0	3.0
11120	1290.0	829.0
343263	1.0	0.0
154865	59.0	52.0
25763	0.0	0.0
106479039	0.0	0.0
23101	57.0	14.0
106479038	7.0	2.0
23102	2202.0	1509.0
106479037	3.0	8.0
25764	66.0	68.0
106479036	0.0	0.0
106479035	2.0	0.0
23105	184.0	159.0
25766	461.0	392.0
106479034	0.0	0.0
25769	2.0	2.0
106479033	0.0	2.0
23107	3880.0	4193.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1242.0	913.0
106479030	0.0	0.0
84148	2229.0	1850.0
84144	414.0	250.0
11122	246.0	375.0
84146	2513.0	1850.0
11124	3328.0	3277.0
11123	25514.0	11722.0
11126	13.0	3.0
84140	231.0	180.0
11128	2024.0	2230.0
84142	499.0	379.0
84141	41.0	5.0
139231	3902.0	2854.0
11127	1177.0	1118.0
23119	246.0	177.0
644186	4.0	42.0
11131	13.0	7.0
11130	433.0	519.0
106479029	0.0	0.0
23111	4653.0	6867.0
106479028	0.0	0.0
25774	0.0	0.0
23112	2983.0	2379.0
106479027	0.0	0.0
25776	1886.0	1877.0
23113	2337.0	1896.0
106479026	0.0	0.0
25775	3.0	3.0
23114	2036.0	1188.0
106479025	0.0	1.0
25778	1917.0	1558.0
106479024	0.0	0.0
25777	14661.0	19798.0
23116	1600.0	850.0
106479023	5.0	0.0
23117	28.0	18.0
106479022	0.0	0.0
23118	8779.0	5500.0
106479021	0.0	0.0
115294	6620.0	6083.0
106479020	1.0	1.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	29.0	16.0
106480004	0.0	0.0
25771	1504.0	1545.0
84138	285.0	205.0
106480003	1.0	0.0
11133	444.0	459.0
84133	56.0	21.0
84132	1192.0	1004.0
11132	1017.0	1157.0
11135	1644.0	3048.0
84135	826.0	810.0
84134	706.0	781.0
11137	2769.0	2571.0
115290	1325.0	447.0
11136	7.0	2.0
84131	1062.0	880.0
11138	2399.0	1877.0
730993	1.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	14.0	15.0
729993	2819.0	4865.0
50717	3448.0	3377.0
102465257	0.0	1.0
102465256	0.0	0.0
102465255	0.0	0.0
729991	699.0	826.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	57.0	7.0
100884155	0.0	1.0
102465252	0.0	0.0
730978	1.0	0.0
102465251	0.0	0.0
102465250	1.0	0.0
730974	0.0	0.0
392194	0.0	0.0
392197	2.0	0.0
646702	0.0	0.0
646701	0.0	0.0
646721	3.0	0.0
729962	0.0	1.0
729967	625.0	631.0
2504	5.0	3.0
2503	15.0	8.0
284418	0.0	0.0
2502	12.0	2.0
284417	5.0	6.0
2501	43.0	29.0
2500	44.0	34.0
284415	0.0	1.0
404635	0.0	0.0
619190	1.0	1.0
404636	1100.0	1014.0
2509	8.0	3.0
646723	1.0	3.0
2508	27.0	18.0
2507	5.0	3.0
619189	0.0	1.0
164237	1.0	0.0
729956	5.0	0.0
140290	55.0	51.0
729952	0.0	0.0
2515	11.0	5.0
284408	156.0	168.0
2512	53633.0	64857.0
284406	429.0	391.0
2510	1.0	0.0
284403	45.0	111.0
284402	22.0	24.0
2519	3271.0	4761.0
2518	0.0	0.0
2517	9927.0	11129.0
2516	0.0	0.0
646755	1.0	0.0
646754	0.0	0.0
646753	0.0	0.0
260434	1.0	0.0
23189	7713.0	3733.0
260436	0.0	0.0
23180	951.0	765.0
2526	510.0	340.0
23181	5649.0	4747.0
2525	34.0	5.0
2524	172.0	55.0
2523	627.0	739.0
23184	6817.0	6717.0
2521	8747.0	7526.0
23185	8220.0	6182.0
23186	2674.0	2280.0
2520	1.0	0.0
23187	3687.0	1879.0
2529	5.0	0.0
2528	9.0	1.0
2527	0.0	0.0
152273	1064.0	699.0
644100	0.0	0.0
646766	15.0	28.0
644101	2.0	3.0
23199	5017.0	6418.0
260425	1653.0	1999.0
729974	1.0	0.0
260429	0.0	0.0
2537	1939.0	1382.0
23191	13126.0	10849.0
23192	3275.0	3401.0
23193	31269.0	39735.0
2535	129.0	89.0
2534	667.0	473.0
23194	1421.0	1297.0
2533	372.0	204.0
23195	3855.0	2393.0
23196	14760.0	13625.0
2532	1403.0	455.0
23197	5386.0	5106.0
2531	3853.0	3230.0
2530	912.0	563.0
23198	5093.0	4140.0
345829	2.0	2.0
646759	0.0	0.0
646758	1.0	2.0
2539	2349.0	2632.0
2538	0.0	0.0
23190	12029.0	9159.0
25903	338.0	232.0
25902	226.0	378.0
25904	1711.0	1599.0
100129866	0.0	0.0
25907	694.0	448.0
100130855	78.0	134.0
25906	979.0	1062.0
25909	2889.0	2181.0
100127206	0.0	1.0
100129867	0.0	0.0
2551	2143.0	1284.0
2550	1104.0	671.0
25901	2084.0	2415.0
25900	297.0	170.0
2548	13456.0	18297.0
223075	8.0	0.0
2547	17979.0	16955.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	3.0	5.0
2542	3314.0	3903.0
100874403	0.0	0.0
100874402	0.0	1.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	1566.0	757.0
100874404	0.0	0.0
25914	426.0	128.0
100130848	0.0	0.0
25913	1409.0	1356.0
100129858	19.0	15.0
25915	4297.0	5313.0
25917	2816.0	2325.0
2562	3593.0	1983.0
2561	14.0	1.0
2560	0.0	0.0
25912	13078.0	14345.0
25911	796.0	1122.0
2559	0.0	0.0
2558	93.0	36.0
2557	0.0	0.0
2556	11.0	3.0
2555	96.0	0.0
2554	40.0	0.0
2553	2263.0	2175.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	23.0	11.0
2572	0.0	0.0
2571	80.0	26.0
2570	8.0	1.0
2569	6.0	1.0
2568	750.0	160.0
2567	1963.0	1671.0
2566	2.0	0.0
2565	0.0	2.0
2564	337.0	99.0
2563	23.0	56.0
100874425	0.0	0.0
100874424	0.0	1.0
100874423	0.0	0.0
100129842	827.0	1004.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	2.0	1.0
100129836	1.0	0.0
100874410	0.0	0.0
286676	2495.0	2770.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	578.0	627.0
2583	382.0	120.0
2582	1133.0	1125.0
2581	4211.0	2932.0
2580	6457.0	8377.0
100874419	0.0	0.0
100874414	0.0	1.0
100874413	0.0	2.0
100874412	0.0	0.0
100874411	0.0	0.0
100874418	0.0	0.0
223082	951.0	676.0
100874417	1.0	3.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	12.0	18.0
100874443	0.0	0.0
100874442	0.0	0.0
100129824	1.0	0.0
100874441	0.0	0.0
100874440	0.0	0.0
2595	718.0	386.0
2593	2320.0	5187.0
100379300	0.0	0.0
2592	1287.0	1511.0
2591	4053.0	5921.0
441389	30.0	22.0
2590	4587.0	5623.0
441386	3.0	7.0
127617	1.0	1.0
2589	6001.0	5956.0
2588	2110.0	2397.0
2587	93.0	14.0
441391	7.0	1.0
284018	1316.0	1340.0
2585	1060.0	1218.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	52.0	55.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	2.0	0.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	2.0
100874431	2.0	1.0
100874430	0.0	0.0
100129813	0.0	0.0
441377	0.0	1.0
441376	48.0	9.0
441381	12.0	0.0
127602	162.0	180.0
2597	57275.0	71754.0
2596	21.0	32.0
100874436	0.0	0.0
284004	1222.0	1221.0
100874435	0.0	0.0
100874434	1.0	0.0
100874433	1.0	0.0
284001	1315.0	1920.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	6.0	0.0
100874464	0.0	0.0
100874462	0.0	1.0
100129801	0.0	2.0
100874469	1.0	0.0
100874468	0.0	0.0
100874467	2.0	2.0
100874466	3.0	0.0
100874450	0.0	0.0
50937	469.0	226.0
100874454	0.0	0.0
50939	12.0	4.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	0.0	1.0
50940	3025.0	4352.0
100874455	1.0	0.0
50943	64.0	85.0
50945	2.0	0.0
50944	35.0	25.0
100874459	0.0	0.0
23328	4765.0	5713.0
23329	1027.0	1515.0
84281	610.0	129.0
84280	1576.0	1188.0
644076	0.0	0.0
11340	723.0	566.0
644079	0.0	1.0
25983	1286.0	1082.0
127665	0.0	0.0
23321	4950.0	1191.0
115677	793.0	457.0
644070	0.0	0.0
23322	574.0	656.0
25984	1147.0	193.0
23324	9061.0	13264.0
25987	3674.0	2972.0
23325	2903.0	1489.0
23326	16012.0	15881.0
25989	2451.0	2579.0
23327	23759.0	40975.0
25988	949.0	902.0
25981	451.0	318.0
25980	2986.0	3456.0
11342	6555.0	5652.0
84287	1654.0	1871.0
84286	2014.0	2799.0
11341	275.0	140.0
284058	3792.0	2756.0
84289	2294.0	1964.0
11344	1962.0	1479.0
11343	3960.0	2269.0
84288	308.0	365.0
84283	10527.0	7683.0
11346	6305.0	4188.0
11345	7462.0	5842.0
84282	1356.0	1498.0
84285	1176.0	1155.0
84284	2329.0	2302.0
23339	6698.0	5532.0
84270	637.0	521.0
23331	2188.0	1455.0
25994	3101.0	2262.0
23332	4404.0	3453.0
25996	2373.0	2215.0
23333	1405.0	703.0
23334	2983.0	2756.0
25998	4665.0	3206.0
23335	2458.0	1928.0
23336	29016.0	7378.0
441332	0.0	0.0
644082	0.0	1.0
23338	3158.0	2440.0
25999	1978.0	1244.0
441331	0.0	3.0
84279	1211.0	1530.0
25992	1905.0	1095.0
84276	1511.0	2072.0
84275	947.0	1134.0
284047	22.0	29.0
84278	160.0	210.0
84277	1161.0	1362.0
84272	5179.0	4108.0
84271	7388.0	8051.0
84274	1556.0	1661.0
84273	1899.0	2283.0
23306	1377.0	709.0
23307	3284.0	2778.0
284040	16.0	12.0
23308	132.0	134.0
23309	3427.0	3143.0
25961	96.0	123.0
25960	6847.0	3287.0
25963	15209.0	8790.0
23300	5456.0	4835.0
23301	2504.0	2275.0
25962	4124.0	3215.0
23302	185.0	143.0
23303	7804.0	7386.0
644096	562.0	958.0
23304	4117.0	2964.0
25966	4087.0	2727.0
23305	86.0	88.0
644094	0.0	2.0
11328	6271.0	5877.0
11329	2112.0	1715.0
11320	2082.0	2385.0
137012	5.0	10.0
113000	777.0	1825.0
11322	2616.0	1690.0
11321	1867.0	1660.0
284034	2.0	0.0
11326	238.0	154.0
11325	8791.0	7183.0
23317	5304.0	2938.0
84290	143.0	19.0
25979	3153.0	3603.0
23318	2071.0	1287.0
84292	442.0	587.0
25972	1965.0	1566.0
23310	85635.0	146173.0
441359	0.0	0.0
25974	717.0	1068.0
23312	1203.0	679.0
25973	344.0	489.0
23313	4145.0	4548.0
25976	6307.0	2298.0
23314	731.0	706.0
25975	28.0	10.0
441355	6.0	12.0
25978	4402.0	4450.0
23315	2510.0	2582.0
25977	3945.0	3375.0
23316	7832.0	8066.0
11339	16.0	27.0
11338	7622.0	8671.0
441362	0.0	0.0
441361	0.0	0.0
140660	2.0	2.0
115650	28.0	15.0
127623	2.0	0.0
25970	3067.0	3482.0
284029	119.0	107.0
115653	0.0	0.0
84298	1197.0	1008.0
11331	10009.0	10326.0
11330	0.0	0.0
11333	5996.0	5851.0
152641	64.0	15.0
11332	913.0	1158.0
84299	3209.0	4346.0
11335	4289.0	4546.0
84294	1218.0	839.0
11334	1911.0	2021.0
84293	16023.0	8379.0
84296	69.0	66.0
11337	5319.0	6837.0
284021	25.0	41.0
84295	1812.0	1764.0
11336	3409.0	3596.0
25946	2270.0	2597.0
25949	2934.0	2629.0
25948	1863.0	1183.0
441308	1.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	5.0	1.0
25941	2616.0	2347.0
25940	2646.0	3005.0
100130892	15.0	21.0
25943	2346.0	896.0
25942	6025.0	4781.0
100130890	340.0	141.0
25945	2314.0	1085.0
11309	818.0	659.0
284099	5.0	3.0
284098	379.0	522.0
25957	3232.0	1378.0
140609	3830.0	2300.0
25959	12067.0	6450.0
100130889	6.0	0.0
100130887	39.0	25.0
25950	330.0	234.0
25953	16725.0	14839.0
25956	123.0	86.0
11317	1.0	1.0
11316	7884.0	12616.0
11319	2351.0	2058.0
11318	11.0	3.0
100379378	0.0	0.0
11311	2685.0	2076.0
11313	3975.0	5109.0
140603	0.0	0.0
11315	13946.0	16823.0
284086	630.0	729.0
11314	132.0	68.0
25925	383.0	153.0
284085	0.0	5.0
25924	1051.0	1121.0
25927	626.0	452.0
284083	2.0	2.0
100130879	2.0	0.0
25926	2266.0	1916.0
139628	0.0	0.0
25929	2008.0	1813.0
25928	236.0	98.0
441328	0.0	0.0
127687	2179.0	3658.0
100130873	2.0	2.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	9372.0	9391.0
441323	0.0	0.0
25920	5248.0	6037.0
25923	5894.0	5498.0
140612	596.0	583.0
100129880	0.0	0.0
284076	8.0	12.0
100129882	4.0	6.0
25936	1763.0	1221.0
25938	1364.0	1029.0
25937	5842.0	2560.0
284071	7.0	5.0
100130866	0.0	0.0
25939	2078.0	1889.0
113026	1706.0	1016.0
441317	0.0	0.0
441315	0.0	0.0
25930	4869.0	5289.0
441314	0.0	0.0
441313	0.0	0.0
25932	13411.0	7177.0
127671	0.0	0.0
25934	1468.0	1321.0
127670	2.0	1.0
284069	55.0	171.0
140623	20.0	24.0
140625	0.0	0.0
284067	1.0	0.0
100129871	0.0	0.0
140628	262.0	185.0
406982	0.0	0.0
406981	0.0	0.0
406984	2.0	1.0
406983	1.0	1.0
406986	0.0	0.0
406985	0.0	0.0
406988	4.0	1.0
406987	0.0	0.0
23287	957.0	800.0
23288	2601.0	2706.0
406980	0.0	0.0
84206	151.0	115.0
23281	75.0	170.0
84203	4.0	0.0
23283	3220.0	2615.0
23284	240.0	71.0
140596	0.0	0.0
23285	572.0	390.0
152579	754.0	1020.0
140597	1318.0	499.0
23286	7258.0	9102.0
152578	0.0	0.0
406979	0.0	0.0
406978	0.0	0.0
152573	14.0	46.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	0.0	0.0
23299	2700.0	1388.0
201725	294.0	264.0
23291	6169.0	5130.0
23293	2861.0	2172.0
23294	3235.0	3104.0
23295	4760.0	5951.0
406968	3.0	0.0
406967	0.0	0.0
646658	29.0	14.0
152586	1.0	0.0
406969	0.0	1.0
406960	0.0	0.0
11281	59.0	5.0
406962	5.0	0.0
646672	3.0	0.0
11280	5.0	7.0
406961	0.0	0.0
11283	41.0	25.0
406964	0.0	0.0
11282	3591.0	4909.0
406963	0.0	0.0
644016	0.0	2.0
11285	1762.0	2699.0
406966	0.0	0.0
11284	1908.0	3447.0
406965	0.0	0.0
23265	6616.0	6511.0
23266	6590.0	4182.0
23268	1611.0	1698.0
23269	3786.0	2562.0
84229	4.0	7.0
164592	7.0	8.0
59269	703.0	493.0
84225	178.0	207.0
23261	1781.0	1756.0
84224	909.0	778.0
23262	2320.0	1804.0
23263	3910.0	2748.0
23264	11146.0	10544.0
84226	97.0	113.0
84221	1504.0	1920.0
406957	0.0	0.0
84220	3.0	2.0
406956	0.0	0.0
84223	500.0	534.0
406959	0.0	0.0
406958	0.0	0.0
84222	150.0	213.0
646685	0.0	0.0
644022	0.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	2.0	6.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	1168.0	1026.0
23277	4212.0	7363.0
23279	2707.0	1614.0
59277	6980.0	2207.0
59272	19.0	17.0
59271	1403.0	580.0
59274	1152.0	840.0
84218	0.0	0.0
84217	208.0	158.0
23270	4873.0	3548.0
23271	3098.0	2035.0
84219	915.0	1233.0
23272	3931.0	2765.0
23274	2141.0	2007.0
84216	481.0	329.0
84215	12.0	28.0
23275	1763.0	1737.0
406946	0.0	0.0
84210	4.0	1.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	11303.0	8354.0
644037	5.0	6.0
11260	6234.0	6788.0
646698	1.0	1.0
11262	23.0	16.0
23243	2519.0	2086.0
23244	7571.0	5633.0
59286	5440.0	5622.0
23245	15331.0	22968.0
23246	1522.0	3973.0
23247	3354.0	2902.0
59283	10.0	2.0
23248	4851.0	4254.0
644030	0.0	0.0
59285	4.0	0.0
59284	0.0	1.0
84247	3316.0	3359.0
23240	734.0	564.0
84246	1024.0	822.0
84249	33.0	16.0
23241	3631.0	3888.0
23242	7366.0	11604.0
84248	4611.0	3532.0
84243	2023.0	1322.0
11264	4131.0	5155.0
84245	1273.0	1198.0
11267	2462.0	2832.0
11266	684.0	478.0
11269	930.0	700.0
84240	1169.0	749.0
11270	422.0	350.0
644042	1.0	0.0
11272	62.0	50.0
11274	408.0	363.0
11273	4864.0	4921.0
23254	561.0	446.0
23255	515.0	671.0
23256	3892.0	3672.0
23258	3673.0	2897.0
23259	4039.0	2862.0
644041	0.0	0.0
84239	5.0	2.0
23250	1682.0	1510.0
84236	2896.0	2252.0
23251	122.0	92.0
23252	769.0	479.0
140564	247.0	37.0
23253	3367.0	2020.0
84232	6859.0	7524.0
11276	4671.0	4088.0
11275	1283.0	597.0
84231	4384.0	5894.0
49861	3.0	3.0
11278	601.0	467.0
49860	9.0	0.0
84233	962.0	850.0
11277	0.0	0.0
11279	489.0	141.0
84230	557.0	398.0
23229	2409.0	2006.0
49856	782.0	886.0
644054	0.0	0.0
49855	1519.0	1111.0
644059	0.0	0.0
49854	1712.0	959.0
11240	285.0	142.0
23221	1596.0	1532.0
25884	213.0	92.0
23223	1726.0	3272.0
25886	112.0	233.0
23224	6130.0	4008.0
25885	3948.0	4887.0
23225	2857.0	4450.0
25888	838.0	694.0
23228	317.0	150.0
644050	0.0	0.0
201780	3.0	19.0
84269	1077.0	1577.0
152559	1362.0	579.0
25880	663.0	906.0
84268	1227.0	1407.0
23220	1006.0	582.0
140576	1389.0	907.0
84265	1437.0	1099.0
11243	1334.0	1583.0
139599	31.0	7.0
84264	46.0	243.0
140578	213.0	165.0
84267	1196.0	1150.0
11245	2023.0	889.0
84266	2903.0	4088.0
11244	3340.0	2959.0
84261	641.0	1005.0
11247	1973.0	1630.0
139596	1181.0	990.0
84260	1057.0	946.0
84263	3433.0	2923.0
11249	1.0	0.0
84262	971.0	1173.0
11248	977.0	641.0
345557	100.0	12.0
406993	0.0	0.0
406992	3.0	2.0
406995	0.0	0.0
406994	0.0	0.0
11250	8.0	2.0
406997	0.0	0.0
406996	0.0	0.0
11252	10440.0	9937.0
406999	0.0	0.0
11251	14.0	32.0
406998	0.0	0.0
23232	999.0	801.0
25895	1088.0	1444.0
23233	2656.0	1915.0
25894	176.0	93.0
25897	2335.0	1385.0
23234	723.0	675.0
25896	1634.0	1365.0
23235	3836.0	3290.0
23236	2105.0	1253.0
25898	1724.0	1303.0
23237	28.0	22.0
644063	35.0	16.0
406991	0.0	0.0
23239	1985.0	2151.0
406990	0.0	0.0
25891	1136.0	525.0
84258	115.0	226.0
25890	611.0	312.0
25893	227.0	141.0
23230	2571.0	1621.0
23231	5051.0	4323.0
84259	840.0	1118.0
84254	382.0	978.0
11254	366.0	22.0
84253	1351.0	748.0
11253	5866.0	8849.0
406989	0.0	0.0
84256	2560.0	2331.0
11255	26.0	14.0
84255	2055.0	1975.0
84250	323.0	240.0
11258	3235.0	3540.0
11257	1531.0	2200.0
84251	92.0	39.0
11259	5596.0	2693.0
100874483	0.0	0.0
100874482	1.0	0.0
100874480	0.0	1.0
406900	3.0	3.0
100874484	3.0	2.0
201799	372.0	78.0
201798	25.0	17.0
50831	1.0	0.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	11.0	11.0
50835	0.0	0.0
50834	1.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	0.0
100874471	3.0	1.0
102465138	0.0	0.0
50839	2.0	2.0
100874470	0.0	0.0
