id	3977b684-3188-4d52-bcd7-39a1d5d6f48f	acb3e352-b255-4c41-b90f-5e5ed2273b06
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	11.0	15.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	5077.0	2868.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	21736.0	16018.0
106480177	0.0	0.0
23043	861.0	319.0
106480179	0.0	0.0
104384744	1.0	2.0
11067	2351.0	2090.0
50674	0.0	0.0
11066	1617.0	960.0
11069	683.0	457.0
11068	2375.0	1291.0
139378	2.0	0.0
106480170	0.0	0.0
152330	431.0	483.0
106480172	1.0	0.0
106480171	3.0	1.0
11070	5730.0	3199.0
404550	258.0	29.0
644242	30.0	23.0
404552	1.0	0.0
11072	1437.0	575.0
11074	185.0	30.0
644246	75.0	23.0
11073	2433.0	1958.0
166979	7.0	3.0
11076	734.0	458.0
11075	93.0	33.0
201965	911.0	787.0
379027	0.0	0.0
23057	77.0	50.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	2317.0	1336.0
164312	7.0	2.0
106479168	2.0	3.0
106479167	0.0	0.0
106479166	8.0	0.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	2656.0	2951.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	19006.0	7307.0
379034	0.0	1.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	10655.0	3662.0
115399	552.0	484.0
23054	6355.0	5359.0
11078	2584.0	1255.0
11077	26.0	15.0
644237	1.0	2.0
11079	9333.0	5421.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	0.0	0.0
106480182	0.0	0.0
11041	3034.0	1616.0
11040	1385.0	773.0
11043	1951.0	1105.0
23023	3836.0	2583.0
441525	0.0	0.0
106480149	0.0	0.0
23024	6012.0	6045.0
106480148	0.0	0.0
23025	38.0	16.0
23026	53.0	81.0
441521	0.0	0.0
23028	7880.0	8237.0
106479199	0.0	0.0
23029	100.0	53.0
106479198	0.0	0.0
201973	719.0	481.0
106479197	0.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	2.0	1.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	26714.0	18253.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	1.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	22966.0	5178.0
106480157	0.0	0.0
11045	6587.0	136.0
11044	2146.0	1183.0
11047	6304.0	3427.0
644248	1.0	0.0
11046	1769.0	1623.0
11049	0.0	0.0
106480150	0.0	0.0
343173	2.0	0.0
343172	3.0	14.0
343171	44.0	34.0
343170	2.0	5.0
441519	0.0	0.0
11052	4742.0	4193.0
441518	2291.0	305.0
11051	6373.0	5727.0
11054	3801.0	2333.0
23034	2022.0	894.0
23035	1044.0	611.0
106480159	0.0	0.0
23036	3979.0	3035.0
729816	0.0	0.0
23037	1124.0	636.0
23038	9959.0	5379.0
106479189	0.0	0.0
23039	6400.0	3277.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	0.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	0.0	1.0
106479183	1.0	1.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	9863.0	6238.0
106479181	0.0	0.0
106480167	0.0	0.0
23031	1242.0	588.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	8085.0	6784.0
106480169	0.0	0.0
729809	2.0	0.0
23033	2603.0	1307.0
106480168	0.0	0.0
11056	1892.0	1704.0
11055	11.0	0.0
343169	1.0	0.0
11057	40233.0	20338.0
11059	7625.0	7169.0
106480161	0.0	1.0
106480160	0.0	0.0
693200	0.0	0.0
693201	1.0	2.0
693202	0.0	0.0
693203	0.0	0.0
11021	4422.0	2535.0
693204	0.0	0.0
11020	2133.0	1224.0
693205	0.0	0.0
106479139	0.0	0.0
23001	7081.0	5021.0
106480127	0.0	0.0
693206	73.0	112.0
106479138	0.0	0.0
23002	5036.0	3917.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	0.0	0.0
693209	0.0	0.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	2630.0	1058.0
106479134	0.0	0.0
106479133	1.0	0.0
23007	197.0	225.0
106479132	0.0	0.0
23008	4400.0	3264.0
106479131	1.0	0.0
106479130	8.0	5.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	0.0
106480135	0.0	0.0
11023	0.0	2.0
84000	336.0	124.0
11022	2182.0	1779.0
11025	76.0	33.0
11024	49.0	17.0
84002	2944.0	855.0
139334	0.0	0.0
11027	51.0	5.0
11029	0.0	0.0
11030	8920.0	1744.0
106479129	0.0	0.0
11031	3202.0	1051.0
106479128	0.0	0.0
106479127	2.0	2.0
106480138	0.0	0.0
23012	2991.0	1878.0
23013	8804.0	7166.0
106479126	0.0	0.0
106480137	0.0	0.0
23014	8051.0	4876.0
106479125	0.0	0.0
23015	880.0	468.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	2810.0	1717.0
106479123	0.0	0.0
23017	1065.0	283.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	15223.0	12398.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	4501.0	3843.0
106480146	0.0	0.0
11034	49772.0	22693.0
152302	553.0	242.0
11033	280.0	77.0
11036	0.0	0.0
11035	375.0	38.0
11037	4726.0	3362.0
139341	1211.0	666.0
644297	4.0	2.0
166968	1914.0	1838.0
619212	0.0	0.0
59067	2.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	0.0
106479158	0.0	0.0
106480107	4.0	0.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	0.0
106480109	1.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	2.0
106479153	0.0	0.0
11009	78.0	89.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	0.0	0.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	723.0	1581.0
11000	2309.0	361.0
11005	206.0	44.0
11004	128.0	150.0
11007	960.0	225.0
11006	215.0	266.0
127391	0.0	0.0
11010	1903.0	377.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	0.0	1.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	1.0
127396	175.0	78.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	845.0	345.0
106479143	0.0	0.0
106479142	0.0	0.0
106479141	0.0	0.0
11019	638.0	569.0
106479140	0.0	0.0
106480121	0.0	1.0
106480120	0.0	0.0
106480123	0.0	2.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	0.0	0.0
11012	23428.0	2265.0
11011	2191.0	1651.0
11014	23347.0	9722.0
11013	989.0	1303.0
11016	3727.0	3579.0
11015	3171.0	1313.0
11018	1469.0	952.0
11017	1993.0	1351.0
139363	0.0	0.0
106144608	0.0	0.0
646808	5.0	18.0
106144606	7.0	1.0
106144607	0.0	0.0
345778	2391.0	1396.0
646802	27.0	6.0
730861	0.0	1.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	13.0	3.0
729877	0.0	0.0
259308	8.0	1.0
259307	214.0	113.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	3.0	6.0
50604	18.0	1.0
106479119	0.0	0.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	5.0	1.0
106479113	0.0	0.0
106479112	0.0	0.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	2300.0	1072.0
50613	0.0	0.0
50612	0.0	0.0
50615	81.0	88.0
50614	150.0	11.0
50617	64.0	2.0
729894	0.0	0.0
50616	0.0	0.0
50619	2987.0	1127.0
50618	4582.0	2637.0
106479109	0.0	0.0
106479108	1.0	2.0
106479107	0.0	0.0
106479106	5.0	1.0
106479105	21.0	11.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	41.0	19.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	34.0	29.0
646839	3.0	1.0
50626	6330.0	3363.0
646837	78.0	96.0
50628	4626.0	4180.0
646851	126.0	157.0
260332	0.0	0.0
23089	980.0	123.0
260334	38.0	12.0
260337	0.0	0.0
260338	0.0	0.0
23081	1354.0	917.0
23082	2781.0	2743.0
100272228	175.0	89.0
23085	6518.0	3377.0
23086	1362.0	1056.0
23087	1781.0	502.0
50631	21.0	18.0
50632	27.0	2.0
646849	0.0	0.0
23080	5013.0	5736.0
50636	19648.0	8073.0
50639	0.0	0.0
729830	782.0	794.0
644202	14.0	9.0
646864	0.0	0.0
646862	122.0	11.0
729838	5.0	0.0
23092	1790.0	1020.0
23093	2262.0	1133.0
23094	8086.0	7394.0
23095	7156.0	6032.0
23096	2356.0	723.0
23097	6981.0	11037.0
729828	3.0	0.0
23098	1409.0	948.0
50640	3355.0	1758.0
23099	1256.0	855.0
730811	0.0	0.0
23090	1358.0	292.0
23091	8930.0	4394.0
11081	0.0	2.0
50649	1783.0	764.0
11080	1640.0	422.0
11083	8744.0	5144.0
729862	0.0	0.0
11082	161.0	20.0
11085	0.0	0.0
644213	1.0	0.0
100286844	84.0	46.0
646875	0.0	0.0
644214	0.0	2.0
11086	2.0	1.0
646873	0.0	0.0
23067	5469.0	2947.0
23060	7681.0	5526.0
23061	16136.0	11140.0
23062	10229.0	4106.0
23063	4487.0	3642.0
23064	8652.0	5824.0
23065	6103.0	5341.0
50651	582.0	202.0
100272205	75.0	37.0
23066	1215.0	195.0
50650	5524.0	3360.0
50652	201.0	19924.0
11092	827.0	289.0
644220	4.0	3.0
11091	3402.0	2528.0
11094	2728.0	3612.0
729852	3103.0	1580.0
11093	586.0	267.0
11096	827.0	152.0
11095	494.0	200.0
11098	12736.0	3809.0
11097	1538.0	1204.0
646884	0.0	0.0
23078	2946.0	1753.0
729857	2.0	2.0
23070	5173.0	2598.0
23071	6626.0	4505.0
23072	1587.0	53.0
164380	0.0	0.0
23074	2066.0	1622.0
23075	5126.0	2479.0
23076	3296.0	2834.0
23077	12105.0	4872.0
11099	2717.0	1070.0
646879	0.0	0.0
644218	1.0	0.0
646877	0.0	0.0
100130972	2.0	0.0
100379220	2.0	5.0
100130970	0.0	0.0
284339	35.0	11.0
284338	78.0	72.0
100129983	0.0	0.0
100129982	1.0	3.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	22.0	13.0
100129976	1.0	1.0
100130963	0.0	0.0
100130962	0.0	0.0
284325	981.0	930.0
100129972	0.0	0.0
284323	932.0	877.0
100129969	3.0	1.0
100130958	179.0	17.0
693187	0.0	0.0
693188	1.0	0.0
693189	2.0	0.0
100130954	6.0	3.0
2444	1722.0	3804.0
100379249	0.0	0.0
693190	0.0	0.0
100129961	132.0	104.0
284312	80.0	27.0
693191	0.0	0.0
100129960	38.0	1.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	1.0	0.0
693177	0.0	0.0
693178	0.0	3.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	2079.0	1156.0
284307	646.0	505.0
284306	181.0	96.0
693180	0.0	0.0
693181	2.0	0.0
693182	0.0	0.0
693183	1.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	343.0	46.0
100130933	30.0	26.0
100130932	16.0	6.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	0.0
284371	1271.0	1069.0
284370	2367.0	5928.0
100130923	0.0	0.0
100130922	0.0	0.0
100129937	0.0	0.0
100129933	7.0	12.0
2483	1418.0	1103.0
284369	1.0	0.0
2475	8253.0	6000.0
284367	74.0	7.0
284366	0.0	0.0
284361	14269.0	9056.0
50801	0.0	0.0
50804	1454.0	2105.0
50805	1219.0	570.0
100129926	1.0	3.0
50808	6668.0	4152.0
100129921	0.0	0.0
50807	2429.0	988.0
100129920	0.0	0.0
50809	16273.0	10156.0
2496	2.0	0.0
2495	25442.0	10428.0
2494	276.0	204.0
2492	0.0	1.0
100129929	0.0	0.0
2491	32.0	41.0
2488	2.0	0.0
2487	1479.0	228.0
284359	17.0	9.0
284358	202.0	58.0
284355	0.0	0.0
284353	188.0	41.0
284352	4283.0	1605.0
50813	9147.0	4044.0
50814	2869.0	1121.0
100129919	0.0	0.0
284349	449.0	397.0
2499	2.0	1.0
284348	261.0	100.0
2498	19.0	7.0
2497	12.0	4.0
284346	164.0	51.0
284340	2605.0	446.0
23207	5891.0	4255.0
693121	0.0	0.0
100093625	0.0	0.0
23208	2809.0	678.0
693122	7.0	1.0
100093626	0.0	0.0
23209	313.0	1.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	20.0	6.0
693126	0.0	0.0
693127	2.0	0.0
693128	0.0	0.0
25862	638.0	424.0
693129	0.0	0.0
23200	7671.0	12405.0
25861	1992.0	428.0
644191	3.0	6.0
23201	6625.0	4093.0
25864	1342.0	715.0
23203	4117.0	4037.0
25865	4717.0	3029.0
23204	9766.0	10120.0
23205	71.0	9.0
644192	120.0	32.0
11228	2773.0	2364.0
84166	2407.0	1630.0
11221	1544.0	208.0
84168	14491.0	3527.0
11223	64.0	9.0
100093630	5313.0	6171.0
84167	921.0	528.0
11222	5063.0	5000.0
100093631	813.0	466.0
84162	9753.0	6074.0
11224	24859.0	32178.0
84164	6730.0	3425.0
11227	492.0	109.0
11226	447.0	128.0
84163	537.0	298.0
23218	4456.0	2292.0
23219	3209.0	3009.0
402093	0.0	0.0
100862704	25.0	23.0
11230	1038.0	528.0
23210	2049.0	896.0
25873	26197.0	50722.0
100379298	0.0	0.0
23211	4356.0	2530.0
25875	4152.0	5403.0
23212	973.0	1073.0
23213	7344.0	2355.0
25874	9685.0	6698.0
23214	6805.0	5895.0
25876	21.0	5.0
23215	17208.0	11430.0
23216	5731.0	1188.0
25879	1738.0	2019.0
100379296	0.0	0.0
25878	5634.0	2040.0
23217	44.0	4.0
84159	12930.0	9158.0
25871	2674.0	2203.0
25870	16581.0	7994.0
142940	1724.0	1606.0
11232	493.0	416.0
11231	13116.0	9009.0
84154	1488.0	2527.0
11234	1574.0	909.0
11236	3521.0	2056.0
11235	2488.0	1584.0
11238	1161.0	925.0
84153	2336.0	1340.0
11237	3829.0	3635.0
84152	13234.0	21654.0
693120	0.0	0.0
100093624	0.0	0.0
166929	3174.0	3319.0
25847	4092.0	2278.0
84182	197.0	84.0
84181	9639.0	6791.0
25849	30733.0	2320.0
25840	19040.0	4266.0
25842	1343.0	1279.0
25841	2309.0	960.0
25844	14156.0	8656.0
25843	2220.0	1504.0
11209	59.0	11.0
84188	3798.0	2702.0
84187	5110.0	3224.0
11201	1889.0	1451.0
11200	269.0	335.0
84189	1796.0	164.0
11202	4.0	0.0
84186	1337.0	1511.0
25859	5804.0	1927.0
25858	0.0	1.0
84171	1665.0	951.0
284391	2634.0	1965.0
284390	166.0	82.0
100862726	0.0	0.0
100862727	1.0	2.0
100862728	1.0	3.0
25851	7251.0	4074.0
25850	411.0	327.0
25853	4712.0	4225.0
25852	3093.0	1862.0
100862725	1.0	0.0
25855	3691.0	1569.0
25854	1594.0	1532.0
402077	1.0	0.0
11218	1313.0	865.0
11217	71.0	20.0
11219	48.0	9.0
139324	277.0	232.0
84176	18.0	9.0
11212	3315.0	1978.0
139322	2385.0	2216.0
84179	654.0	70.0
11211	461.0	162.0
84173	1786.0	789.0
11214	10547.0	8143.0
11213	936.0	282.0
84172	1545.0	2156.0
284385	714.0	339.0
11216	2711.0	1580.0
11215	4598.0	3074.0
84174	164.0	125.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	7846.0	4461.0
693166	0.0	0.0
25828	6700.0	4832.0
693167	0.0	0.0
25827	607.0	282.0
693168	0.0	0.0
693169	0.0	0.0
25829	5895.0	2685.0
441669	0.0	0.0
392214	2.0	0.0
25820	5955.0	4916.0
127343	0.0	0.0
25822	2964.0	453.0
25821	1968.0	1236.0
25824	13530.0	5527.0
441662	0.0	0.0
106479099	0.0	0.0
25823	93.0	9.0
106479098	0.0	0.0
106480097	0.0	0.0
106479097	1.0	0.0
115361	2979.0	1458.0
441670	1.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	4099.0	2860.0
115362	614.0	593.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	9.0	1.0
106480093	0.0	1.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	0.0	0.0
693174	2.0	1.0
693175	4.0	2.0
106480094	0.0	0.0
84191	2083.0	2361.0
25837	392.0	287.0
693154	0.0	0.0
84190	481.0	449.0
25836	6815.0	5017.0
693155	2.0	7.0
25839	3744.0	1790.0
84193	6623.0	5234.0
693156	2.0	0.0
693157	0.0	0.0
693158	6.0	3.0
693159	3.0	1.0
392225	0.0	0.0
25831	11805.0	10070.0
25830	1.0	142.0
441654	1.0	0.0
25833	236.0	85.0
100379250	0.0	0.0
106479089	2.0	0.0
25832	1178.0	623.0
106479088	0.0	0.0
25834	64.0	5.0
106479087	1.0	0.0
100379251	58.0	18.0
106479086	0.0	0.0
115350	28.0	33.0
106479085	0.0	1.0
414061	0.0	0.0
106479084	0.0	0.0
115352	90.0	129.0
106479083	0.0	0.0
414062	62.0	115.0
115353	2756.0	1424.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	1.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	439.0	190.0
693163	4.0	4.0
84196	5075.0	3432.0
693164	1.0	3.0
25804	4598.0	2433.0
693143	0.0	0.0
25803	42320.0	37705.0
693144	1.0	7.0
25806	21.0	31.0
25805	632.0	174.0
693146	2.0	2.0
693147	0.0	0.0
25807	2803.0	1280.0
693148	0.0	2.0
693149	0.0	0.0
100130996	0.0	0.0
25809	1044.0	607.0
100130995	0.0	0.0
100379287	0.0	0.0
100130994	2.0	0.0
441687	15.0	17.0
25800	35095.0	31114.0
25802	28339.0	3895.0
25801	1509.0	1465.0
154907	0.0	0.0
106480075	0.0	0.0
106480074	0.0	0.0
106480077	3.0	1.0
106480076	0.0	0.0
106480079	1.0	0.0
106480078	0.0	0.0
142910	9.0	6.0
106480071	0.0	0.0
100380272	1.0	0.0
693151	0.0	1.0
142913	63.0	51.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	1.0	0.0
693153	184.0	125.0
106480072	0.0	0.0
693132	0.0	0.0
25814	10065.0	8656.0
693133	1.0	0.0
693134	0.0	0.0
25817	886.0	592.0
25816	1723.0	582.0
100130988	0.0	0.0
693135	0.0	0.0
25819	168.0	125.0
693136	0.0	0.0
100129998	1.0	0.0
130940	93.0	38.0
25818	4.0	0.0
693137	0.0	0.0
693138	2.0	0.0
693139	0.0	2.0
100130980	1.0	7.0
25813	3440.0	3214.0
392209	7.0	4.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	165.0	52.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	6.0	1.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	0.0	0.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	0.0
11180	25349.0	14517.0
154881	2084.0	963.0
11182	180.0	86.0
11181	20.0	12.0
646770	0.0	0.0
11184	476.0	289.0
392133	0.0	0.0
11183	3718.0	2473.0
392132	0.0	0.0
11186	2485.0	906.0
139249	0.0	0.0
11185	1867.0	476.0
23166	3666.0	1149.0
23167	7661.0	5761.0
106480049	0.0	0.0
23168	7041.0	4587.0
106479059	0.0	0.0
23169	2909.0	1562.0
166863	0.0	1.0
392138	0.0	0.0
106479058	0.0	0.0
729920	225.0	201.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	6058.0	3288.0
106479054	0.0	0.0
142891	2470.0	1496.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	2349.0	2833.0
106480055	0.0	0.0
106479051	0.0	0.0
23161	4501.0	3406.0
115286	1315.0	760.0
106480054	0.0	0.0
106479050	1.0	0.0
23162	4857.0	1435.0
106480057	0.0	0.0
23163	3445.0	1904.0
106480056	0.0	0.0
152217	1114.0	809.0
23164	12696.0	5751.0
106480059	0.0	0.0
23165	4135.0	3076.0
106480058	0.0	0.0
11188	20009.0	8925.0
11187	4509.0	4054.0
11189	30.0	5.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	3.0	3.0
11191	239.0	185.0
392140	4.0	2.0
11190	4526.0	3072.0
404672	2279.0	1547.0
11193	1602.0	809.0
154872	0.0	0.0
11194	3088.0	956.0
11197	676.0	32.0
11196	5440.0	4643.0
23177	3235.0	1209.0
402016	3.0	1.0
23178	3547.0	1048.0
106479049	0.0	0.0
23179	2655.0	976.0
106479048	0.0	0.0
127255	35.0	67.0
106479047	0.0	0.0
127254	14.0	0.0
106479046	0.0	0.0
646780	19.0	16.0
127253	2501.0	2350.0
106479045	1.0	1.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	11.0	28.0
23170	8896.0	10458.0
115273	64.0	40.0
106480063	0.0	0.0
729909	1.0	0.0
106479041	0.0	0.0
23171	17810.0	4000.0
106479040	0.0	0.0
106480066	2.0	0.0
23172	1763.0	1233.0
106480065	0.0	0.0
23173	5995.0	5105.0
106480068	0.0	0.0
23174	2690.0	1634.0
106480067	0.0	0.0
23175	2643.0	825.0
23176	5319.0	2073.0
106480069	0.0	0.0
11199	1.0	3.0
11198	9770.0	7250.0
106480060	0.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	10290.0	6248.0
644131	89.0	74.0
404663	0.0	0.0
11162	150.0	141.0
646799	1.0	0.0
11161	5653.0	2404.0
404665	18.0	2.0
11164	2586.0	1756.0
11163	8361.0	10124.0
23144	2169.0	1210.0
127247	0.0	0.0
106480028	0.0	0.0
23145	363.0	297.0
106480027	2.0	3.0
106480029	1.0	0.0
23148	682.0	88.0
106479079	0.0	0.0
646791	3.0	1.0
23149	166.0	76.0
441641	0.0	1.0
106479078	0.0	0.0
106479077	3.0	2.0
106479076	0.0	0.0
84108	408.0	294.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	1.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	0.0	1.0
84109	12.0	0.0
106480032	0.0	0.0
106479072	0.0	1.0
23140	7057.0	3659.0
115265	182.0	37.0
106480035	0.0	0.0
106479071	3.0	0.0
84103	0.0	1.0
23141	4167.0	2542.0
106480034	5.0	0.0
106479070	0.0	0.0
23142	2073.0	991.0
84106	202.0	71.0
106480037	0.0	0.0
84105	668.0	612.0
23143	2347.0	1718.0
106480036	0.0	1.0
84100	365.0	193.0
11166	109.0	83.0
140258	0.0	0.0
644129	0.0	0.0
11165	1919.0	1060.0
84102	382.0	524.0
11168	5203.0	2685.0
84101	60.0	19.0
11167	43999.0	26631.0
644128	145.0	67.0
11169	259.0	211.0
11171	7358.0	5360.0
11170	8449.0	897.0
11173	228.0	51.0
441639	0.0	0.0
11172	0.0	0.0
343296	0.0	0.0
11174	31.0	14.0
644146	5.0	5.0
23155	3346.0	2481.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	3754.0	2507.0
23158	7230.0	4241.0
106479069	1.0	0.0
441631	1275.0	237.0
106479068	0.0	1.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	1.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	6248.0	1913.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	1449.0	451.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	9282.0	4386.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	3821.0	2558.0
106480047	0.0	0.0
11177	2650.0	3776.0
11176	12474.0	10180.0
11179	1208.0	1560.0
644138	9.0	6.0
11178	536.0	131.0
644139	49.0	16.0
139285	722.0	595.0
106480040	1.0	0.0
103695364	2.0	0.0
103695363	0.0	0.0
644153	0.0	0.0
11140	11166.0	5427.0
644159	1.0	0.0
103695365	0.0	0.0
11142	4114.0	1402.0
166824	2515.0	944.0
106479019	0.0	0.0
11141	13.0	129.0
130872	1992.0	820.0
106479018	0.0	0.0
644157	117.0	45.0
23122	4328.0	3075.0
106480006	0.0	0.0
106479017	1.0	1.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	3.0	0.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	9.0	32.0
23125	5899.0	3769.0
106480007	0.0	0.0
25786	174.0	62.0
106479014	0.0	0.0
25789	78.0	81.0
644150	991.0	258.0
23126	7057.0	6008.0
106479013	1.0	1.0
25788	113.0	55.0
23127	870.0	260.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	4369.0	1069.0
106479010	0.0	0.0
84129	118.0	50.0
106480011	0.0	0.0
106480010	0.0	0.0
84126	18.0	11.0
106480013	0.0	0.0
84125	173.0	150.0
25780	374.0	216.0
106480012	0.0	0.0
84128	2188.0	2297.0
23120	24.0	6.0
106480015	0.0	0.0
25782	3530.0	2702.0
106480014	0.0	0.0
11144	61.0	9.0
11143	4988.0	2964.0
139212	2.0	0.0
84124	2105.0	942.0
11146	420.0	364.0
11145	1437.0	2872.0
11148	2.0	1.0
86781	18.0	25.0
11147	654.0	370.0
11149	880.0	1387.0
392181	0.0	0.0
127294	20.0	6.0
644165	112.0	58.0
11151	2724.0	1473.0
166815	833.0	828.0
392188	0.0	0.0
106479009	0.0	0.0
11153	1403.0	577.0
106479008	0.0	0.0
644168	0.0	0.0
11152	4020.0	2387.0
106479007	0.0	0.0
25796	3605.0	3095.0
130888	875.0	460.0
23133	5865.0	3781.0
106479006	1.0	1.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	6056.0	2317.0
25798	7387.0	6238.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	2000.0	301.0
25797	1062.0	109.0
106479003	0.0	0.0
106480018	0.0	0.0
23137	3352.0	1973.0
106479002	0.0	0.0
25799	1058.0	494.0
402055	1462.0	944.0
23138	466.0	133.0
106479001	0.0	0.0
23139	4607.0	3237.0
106479000	0.0	0.0
644160	2.0	0.0
106480020	0.0	0.0
25790	58.0	14.0
