id	2496e6ca-cfe1-4160-9a5d-d8d0c1853062	85f7e377-a186-40a2-951b-cb60fc835896
50717	4465.0	3759.0
102465257	0.0	0.0
102465256	0.0	0.0
102465255	2.0	0.0
729991	498.0	489.0
102465254	1.0	0.0
102465253	0.0	0.0
164284	29.0	10.0
100884155	1.0	1.0
102465252	0.0	0.0
730978	2.0	0.0
102465251	0.0	0.0
102465250	2.0	0.0
730974	0.0	0.0
392194	0.0	0.0
392197	2.0	1.0
646702	0.0	0.0
646701	0.0	0.0
646721	0.0	1.0
729962	1.0	0.0
729967	623.0	637.0
2504	18.0	9.0
2503	27.0	13.0
284418	0.0	0.0
2502	15.0	9.0
284417	44.0	12.0
2501	57.0	29.0
2500	48.0	34.0
284415	15.0	5.0
404635	0.0	0.0
619190	0.0	0.0
404636	866.0	1069.0
2509	14.0	4.0
646723	3.0	5.0
2508	53.0	30.0
2507	9.0	1.0
619189	0.0	0.0
164237	3.0	1.0
729956	2.0	2.0
140290	33.0	45.0
729952	1.0	2.0
2515	0.0	20.0
284408	161.0	201.0
2512	65485.0	53594.0
284406	388.0	425.0
2510	0.0	0.0
284403	62.0	107.0
284402	29.0	25.0
2519	2856.0	3244.0
2518	0.0	0.0
2517	5901.0	8134.0
2516	0.0	0.0
646755	4.0	4.0
646754	0.0	0.0
646753	1.0	5.0
260434	9.0	3.0
23189	10784.0	5392.0
260436	0.0	0.0
23180	2207.0	1228.0
2526	718.0	485.0
23181	4032.0	6211.0
2525	20.0	3.0
2524	107.0	50.0
2523	463.0	744.0
23184	4867.0	6312.0
2521	12932.0	9080.0
23185	6105.0	6189.0
23186	2854.0	2464.0
2520	0.0	0.0
23187	7388.0	1961.0
2529	13.0	11.0
2528	0.0	2.0
2527	0.0	3.0
152273	3283.0	967.0
644100	0.0	1.0
646766	16.0	15.0
644101	4.0	5.0
23199	10404.0	7570.0
260425	1773.0	3139.0
729974	0.0	0.0
260429	0.0	2.0
2537	2649.0	3505.0
23191	11308.0	10599.0
23192	3063.0	3211.0
23193	30749.0	29901.0
2535	344.0	119.0
2534	1956.0	641.0
23194	2627.0	1484.0
2533	1585.0	514.0
23195	4964.0	3870.0
23196	14726.0	16264.0
2532	4040.0	1329.0
23197	5482.0	5323.0
2531	5742.0	3797.0
2530	1503.0	1075.0
23198	5725.0	5381.0
345829	3.0	5.0
646759	1.0	1.0
646758	0.0	1.0
2539	2436.0	2599.0
2538	0.0	0.0
23190	12336.0	12266.0
25903	1071.0	254.0
25902	732.0	357.0
25904	1692.0	1767.0
100129866	1.0	0.0
25907	3460.0	654.0
100130855	97.0	181.0
25906	776.0	920.0
25909	3960.0	2737.0
100127206	0.0	1.0
100129867	1.0	1.0
2551	2708.0	2067.0
2550	2459.0	1522.0
25901	1705.0	2179.0
25900	887.0	379.0
2548	10823.0	15167.0
223075	26.0	9.0
2547	18501.0	15071.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	15.0	7.0
2542	2796.0	2912.0
100874403	1.0	0.0
100874402	0.0	0.0
100874401	1.0	0.0
100874400	0.0	1.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	2411.0	1324.0
100874404	0.0	0.0
25914	718.0	386.0
100130848	0.0	0.0
25913	1558.0	1658.0
100129858	18.0	15.0
25915	3463.0	5022.0
25917	3040.0	3023.0
2562	608.0	1520.0
2561	14.0	48.0
2560	1.0	0.0
25912	9783.0	13497.0
25911	742.0	1077.0
2559	0.0	1.0
2558	35.0	10.0
2557	0.0	1.0
2556	70.0	3.0
2555	2.0	2.0
2554	4.0	1418.0
2553	2336.0	2183.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	18.0	14.0
2572	0.0	0.0
2571	128.0	53.0
2570	12.0	12.0
2569	0.0	0.0
2568	3383.0	155.0
2567	727.0	1339.0
2566	0.0	2.0
2565	1.0	0.0
2564	944.0	158.0
2563	14.0	11.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	546.0	1223.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	13.0	15.0
100129836	1.0	0.0
100874410	1.0	1.0
286676	1456.0	2240.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	696.0	621.0
2583	582.0	150.0
2582	924.0	1347.0
2581	3693.0	4884.0
2580	5411.0	6884.0
100874419	0.0	0.0
100874414	1.0	4.0
100874413	0.0	1.0
100874412	0.0	1.0
100874411	0.0	0.0
100874418	0.0	2.0
223082	957.0	920.0
100874417	1.0	7.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	25.0	63.0
100874443	0.0	0.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	1.0
100874440	0.0	0.0
2595	1114.0	787.0
2593	1657.0	2641.0
100379300	0.0	0.0
2592	1367.0	1420.0
2591	3419.0	9002.0
441389	20.0	49.0
2590	7011.0	5489.0
441386	6.0	4.0
127617	1.0	1.0
2589	6416.0	6895.0
2588	1968.0	1423.0
2587	23.0	15.0
441391	7.0	9.0
284018	643.0	2167.0
2585	1221.0	1511.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	59.0	48.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	6.0	0.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	2.0	4.0
100874430	0.0	0.0
100129813	0.0	1.0
441377	1.0	1.0
441376	34.0	14.0
441381	0.0	2.0
127602	227.0	338.0
2597	59512.0	61196.0
2596	11.0	27.0
100874436	0.0	0.0
284004	1241.0	1695.0
100874435	0.0	0.0
100874434	3.0	5.0
100874433	0.0	0.0
284001	1551.0	2212.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	1.0
100874465	0.0	1.0
100129800	8.0	8.0
100874464	2.0	0.0
100874462	2.0	2.0
100129801	1.0	2.0
100874469	0.0	3.0
100874468	1.0	0.0
100874467	4.0	1.0
100874466	8.0	1.0
100874450	0.0	0.0
50937	446.0	368.0
100874454	0.0	0.0
50939	10.0	42.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	2.0	0.0
50940	1267.0	747.0
100874455	0.0	0.0
50943	93.0	88.0
50945	0.0	1.0
50944	91.0	54.0
100874459	0.0	0.0
23328	6444.0	6548.0
23329	667.0	1934.0
84281	2205.0	536.0
84280	1936.0	1491.0
644076	0.0	0.0
11340	784.0	544.0
644079	1.0	0.0
25983	1335.0	1208.0
127665	1.0	1.0
23321	7527.0	2945.0
115677	1142.0	1008.0
644070	0.0	0.0
23322	880.0	611.0
25984	5111.0	670.0
23324	9150.0	9672.0
25987	5111.0	4038.0
23325	4414.0	3618.0
23326	17731.0	12811.0
25989	1519.0	3136.0
23327	16137.0	37187.0
25988	956.0	1118.0
25981	809.0	646.0
25980	3382.0	2966.0
11342	5828.0	6408.0
84287	1394.0	1948.0
84286	1438.0	2012.0
11341	1469.0	297.0
284058	4985.0	3748.0
84289	1835.0	1971.0
11344	2263.0	1441.0
11343	7847.0	3070.0
84288	543.0	359.0
84283	5329.0	8848.0
11346	16729.0	4611.0
11345	6480.0	6190.0
84282	1410.0	1572.0
84285	1126.0	1075.0
84284	2443.0	2399.0
23339	7937.0	7567.0
84270	911.0	631.0
23331	5292.0	1870.0
25994	4190.0	2586.0
23332	6775.0	4402.0
25996	3086.0	3500.0
23333	2054.0	1365.0
23334	4205.0	3044.0
25998	5606.0	4437.0
23335	3404.0	2388.0
23336	60231.0	16565.0
441332	0.0	1.0
644082	1.0	0.0
23338	5095.0	2296.0
25999	7785.0	1587.0
441331	2.0	0.0
84279	919.0	1252.0
25992	3514.0	1742.0
84276	1474.0	1412.0
84275	682.0	1034.0
284047	137.0	119.0
84278	220.0	230.0
84277	972.0	1299.0
84272	5412.0	5154.0
84271	7620.0	7306.0
84274	1478.0	1836.0
84273	2061.0	2770.0
23306	1702.0	1389.0
23307	3575.0	3133.0
284040	43.0	40.0
23308	10.0	12.0
23309	5894.0	3227.0
25961	138.0	154.0
25960	23188.0	5643.0
25963	10805.0	15821.0
23300	6769.0	6388.0
23301	4118.0	3856.0
25962	4884.0	3924.0
23302	269.0	165.0
23303	8524.0	12028.0
644096	475.0	724.0
23304	5228.0	4538.0
25966	4177.0	3921.0
23305	123.0	105.0
644094	0.0	1.0
11328	9010.0	5462.0
11329	4390.0	2784.0
11320	3159.0	7111.0
137012	9.0	9.0
113000	749.0	1180.0
11322	1907.0	1147.0
11321	1958.0	1957.0
284034	4.0	1.0
11326	3381.0	1014.0
11325	11081.0	8848.0
23317	5900.0	4367.0
84290	11.0	6.0
25979	1750.0	2337.0
23318	2996.0	2275.0
84292	410.0	512.0
25972	1944.0	1893.0
23310	17822.0	102295.0
441359	0.0	0.0
25974	606.0	1092.0
23312	1950.0	1543.0
25973	296.0	405.0
23313	5581.0	3627.0
25976	6872.0	2930.0
23314	670.0	794.0
25975	172.0	23.0
441355	20.0	20.0
25978	5329.0	5420.0
23315	2425.0	2775.0
25977	2751.0	3808.0
23316	6316.0	7818.0
11339	20.0	38.0
11338	8870.0	8524.0
441362	0.0	0.0
441361	0.0	0.0
140660	1.0	4.0
115650	80.0	44.0
127623	3.0	1.0
25970	3629.0	3522.0
284029	201.0	340.0
115653	0.0	0.0
84298	1157.0	1160.0
11331	9966.0	11222.0
11330	2.0	1.0
11333	5530.0	7227.0
152641	91.0	26.0
11332	1343.0	864.0
84299	2110.0	3325.0
11335	5223.0	4976.0
84294	1350.0	1282.0
11334	1399.0	1604.0
84293	11163.0	10257.0
84296	110.0	59.0
11337	4679.0	5030.0
284021	125.0	35.0
84295	2662.0	1918.0
11336	4147.0	3314.0
25946	2928.0	1830.0
25949	3413.0	2622.0
25948	3429.0	1737.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	5.0	8.0
25941	3588.0	2604.0
25940	3066.0	3134.0
100130892	27.0	12.0
25943	5206.0	1669.0
25942	7650.0	4914.0
100130890	230.0	285.0
25945	1347.0	3231.0
11309	4788.0	1668.0
284099	1.0	3.0
284098	287.0	538.0
25957	6012.0	3836.0
140609	5765.0	3669.0
25959	28737.0	8917.0
100130889	12.0	2.0
100130887	2.0	3.0
25950	330.0	318.0
25953	6628.0	15148.0
25956	337.0	241.0
11317	2.0	0.0
11316	5931.0	9289.0
11319	2479.0	2033.0
11318	5.0	6.0
100379378	0.0	0.0
11311	2864.0	2294.0
11313	2629.0	4068.0
140603	0.0	0.0
11315	11607.0	14506.0
284086	546.0	674.0
11314	391.0	96.0
25925	756.0	358.0
284085	3.0	1.0
25924	1425.0	2346.0
25927	1754.0	603.0
284083	1.0	5.0
100130879	0.0	0.0
25926	2415.0	2099.0
139628	0.0	0.0
25929	2312.0	1827.0
25928	173.0	48.0
441328	0.0	0.0
127687	2052.0	3673.0
100130873	0.0	13.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	9039.0	9117.0
441323	0.0	0.0
25920	4592.0	5360.0
25923	9421.0	7337.0
140612	732.0	591.0
100129880	1.0	0.0
284076	24.0	20.0
100129882	4.0	8.0
25936	1616.0	1560.0
25938	1659.0	1495.0
25937	11768.0	4558.0
284071	27.0	21.0
100130866	0.0	0.0
25939	7623.0	3407.0
113026	2361.0	964.0
441317	0.0	0.0
441315	0.0	0.0
25930	5332.0	4943.0
441314	0.0	0.0
441313	0.0	0.0
25932	33168.0	13254.0
127671	0.0	0.0
25934	1381.0	1361.0
127670	6.0	9.0
284069	201.0	84.0
140623	21.0	24.0
140625	0.0	0.0
284067	2.0	0.0
100129871	0.0	0.0
140628	717.0	195.0
406982	0.0	0.0
406981	0.0	0.0
406984	1.0	1.0
406983	3.0	0.0
406986	0.0	0.0
406985	0.0	0.0
406988	2.0	1.0
406987	0.0	0.0
23287	1038.0	928.0
23288	3206.0	2109.0
406980	0.0	0.0
84206	311.0	237.0
23281	76.0	31.0
84203	4.0	3.0
23283	3305.0	2854.0
23284	862.0	223.0
140596	0.0	0.0
23285	600.0	465.0
152579	1213.0	1147.0
140597	1241.0	296.0
23286	8406.0	12207.0
152578	1.0	0.0
406979	0.0	0.0
406978	0.0	0.0
152573	15.0	13.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	3.0	0.0
406976	0.0	0.0
23299	4247.0	2072.0
201725	447.0	422.0
23291	6495.0	5189.0
23293	3674.0	2439.0
23294	5759.0	3784.0
23295	6546.0	6405.0
406968	2.0	2.0
406967	0.0	0.0
646658	117.0	7.0
152586	0.0	2.0
406969	1.0	0.0
406960	0.0	0.0
11281	6.0	2.0
406962	11.0	16.0
646672	7.0	7.0
11280	28.0	6.0
406961	0.0	0.0
11283	84.0	195.0
406964	0.0	0.0
11282	3009.0	4299.0
406963	1.0	0.0
644016	5.0	3.0
11285	1668.0	1818.0
406966	0.0	0.0
11284	1505.0	2126.0
406965	0.0	0.0
23265	7416.0	7247.0
23266	11132.0	7966.0
23268	3020.0	3474.0
23269	5162.0	4174.0
84229	5.0	1.0
164592	14.0	18.0
59269	1272.0	804.0
84225	200.0	129.0
23261	1904.0	1536.0
84224	857.0	1040.0
23262	1745.0	1732.0
23263	4176.0	2642.0
23264	12831.0	11450.0
84226	145.0	170.0
84221	1033.0	1758.0
406957	0.0	0.0
84220	6.0	0.0
406956	0.0	0.0
84223	529.0	603.0
406959	0.0	0.0
406958	0.0	0.0
84222	98.0	194.0
646685	0.0	0.0
644022	3.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	6.0	7.0
406952	0.0	0.0
406955	0.0	0.0
406954	3.0	0.0
23276	1476.0	1105.0
23277	4945.0	5959.0
23279	3976.0	2607.0
59277	9948.0	2144.0
59272	75.0	9.0
59271	2692.0	721.0
59274	1286.0	1082.0
84218	0.0	1.0
84217	120.0	252.0
23270	4965.0	2951.0
23271	5207.0	3010.0
84219	797.0	1008.0
23272	5955.0	3939.0
23274	3159.0	2094.0
84216	819.0	405.0
84215	42.0	29.0
23275	2387.0	2001.0
406946	0.0	0.0
84210	7.0	8.0
406945	0.0	0.0
644017	0.0	1.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	8160.0	9259.0
644037	10.0	8.0
11260	5437.0	8156.0
646698	0.0	4.0
11262	122.0	55.0
23243	3533.0	3103.0
23244	8665.0	8161.0
59286	3868.0	4955.0
23245	5831.0	13997.0
23246	1405.0	2808.0
23247	3454.0	3728.0
59283	14.0	4.0
23248	6343.0	5280.0
644030	1.0	0.0
59285	4.0	16.0
59284	5.0	2.0
84247	4274.0	3885.0
23240	1641.0	740.0
84246	983.0	899.0
84249	64.0	15.0
23241	4868.0	3731.0
23242	4442.0	14280.0
84248	6253.0	4860.0
84243	1741.0	1680.0
11264	3867.0	6084.0
84245	1424.0	1861.0
11267	2284.0	2984.0
11266	621.0	576.0
11269	964.0	761.0
84240	1110.0	1123.0
11270	600.0	280.0
644042	2.0	1.0
11272	95.0	386.0
11274	321.0	449.0
11273	6327.0	5304.0
23254	1387.0	482.0
23255	511.0	346.0
23256	3663.0	4202.0
23258	7316.0	3425.0
23259	4767.0	3578.0
644041	1.0	1.0
84239	17.0	27.0
23250	3985.0	1759.0
84236	3165.0	2434.0
23251	102.0	119.0
23252	1267.0	750.0
140564	111.0	45.0
23253	4648.0	3857.0
84232	7499.0	6935.0
11276	5112.0	4804.0
11275	1771.0	1188.0
84231	3957.0	5142.0
49861	16.0	8.0
11278	1739.0	979.0
49860	0.0	0.0
84233	658.0	926.0
11277	0.0	0.0
11279	696.0	237.0
84230	1398.0	437.0
23229	4636.0	2171.0
49856	884.0	732.0
644054	0.0	0.0
49855	2052.0	1583.0
644059	0.0	0.0
49854	4156.0	1238.0
11240	2297.0	647.0
23221	2141.0	1224.0
25884	796.0	179.0
23223	2040.0	2703.0
25886	139.0	156.0
23224	11616.0	6916.0
25885	4560.0	4619.0
23225	3142.0	4533.0
25888	553.0	793.0
23228	864.0	287.0
644050	0.0	0.0
201780	3.0	7.0
84269	832.0	1446.0
152559	1237.0	831.0
25880	513.0	809.0
84268	1309.0	1648.0
23220	1482.0	736.0
140576	3577.0	908.0
84265	1526.0	1190.0
11243	953.0	977.0
139599	21.0	3.0
84264	44.0	70.0
140578	996.0	184.0
84267	1379.0	1527.0
11245	3060.0	1023.0
84266	2080.0	3332.0
11244	4520.0	3762.0
84261	585.0	900.0
11247	872.0	719.0
139596	1050.0	1070.0
84260	1303.0	1190.0
84263	3383.0	3978.0
11249	3.0	0.0
84262	597.0	1027.0
11248	1158.0	510.0
345557	520.0	131.0
406993	0.0	0.0
406992	2.0	1.0
406995	0.0	0.0
406994	0.0	0.0
11250	3.0	8.0
406997	1.0	0.0
406996	0.0	0.0
11252	9365.0	9626.0
406999	0.0	0.0
11251	17.0	26.0
406998	0.0	0.0
23232	1474.0	1221.0
25895	1213.0	2475.0
23233	3683.0	2198.0
25894	315.0	171.0
25897	6076.0	2264.0
23234	816.0	827.0
25896	1591.0	1416.0
23235	4823.0	3567.0
23236	2570.0	2664.0
25898	1545.0	1762.0
23237	170.0	48.0
644063	42.0	26.0
406991	0.0	0.0
23239	2106.0	2118.0
406990	0.0	0.0
25891	2381.0	389.0
84258	70.0	27.0
25890	3731.0	790.0
25893	14.0	204.0
23230	3872.0	3296.0
23231	2942.0	4682.0
84259	758.0	1042.0
84254	723.0	790.0
11254	460.0	476.0
84253	1356.0	1165.0
11253	4549.0	6330.0
406989	0.0	0.0
84256	3353.0	2753.0
11255	21.0	24.0
84255	2328.0	2232.0
84250	496.0	392.0
11258	3004.0	2763.0
11257	1121.0	2558.0
84251	464.0	116.0
11259	24903.0	2733.0
100874483	0.0	0.0
100874482	0.0	0.0
100874480	0.0	0.0
406900	2.0	1.0
100874484	2.0	4.0
201799	580.0	217.0
201798	33.0	58.0
50831	1.0	1.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	23.0	10.0
50835	0.0	0.0
50834	1.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	0.0
100874471	4.0	2.0
102465138	0.0	0.0
50839	0.0	3.0
100874470	0.0	0.0
102465137	1.0	0.0
50838	0.0	0.0
102465136	3.0	4.0
100874476	1.0	1.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	0.0
50840	62.0	49.0
100874479	1.0	1.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	32.0	11.0
100499183	99.0	117.0
50848	6075.0	4824.0
2601	2.0	4.0
100499177	995.0	965.0
102465141	0.0	0.0
50853	1276.0	821.0
2609	0.0	0.0
102465140	0.0	0.0
50852	100.0	33.0
50855	181.0	471.0
50854	5055.0	5394.0
100499171	2.0	5.0
50856	149.0	40.0
50859	15862.0	4122.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	1.0
100874498	0.0	1.0
646600	2.0	1.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	436.0	648.0
2613	8.0	3.0
2611	1.0	2.0
50862	5378.0	4968.0
50861	2065.0	1697.0
2619	1571.0	1092.0
50863	223.0	637.0
100874499	0.0	0.0
2618	2917.0	3554.0
50865	2865.0	2807.0
2617	3608.0	4026.0
2616	45.0	55.0
2615	3998.0	1405.0
406940	0.0	6.0
406942	2.0	0.0
646612	24.0	20.0
406941	1.0	4.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	1022.0	224.0
2624	7392.0	8965.0
2623	15.0	4.0
2622	1308.0	1256.0
2621	13176.0	4683.0
2620	95.0	72.0
406935	40.0	12.0
406934	0.0	0.0
646603	1.0	0.0
406937	0.0	0.0
406936	0.0	0.0
2629	2277.0	2436.0
406939	0.0	0.0
646609	3.0	0.0
2628	832.0	368.0
406938	0.0	0.0
2627	1784.0	338.0
2626	5.0	55.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	0.0
406932	0.0	0.0
646620	1.0	1.0
2636	0.0	2.0
2635	3469.0	1127.0
2634	7327.0	1847.0
2633	4970.0	759.0
2632	1936.0	1794.0
2631	5621.0	5917.0
2630	72.0	52.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	5.0	1.0
406928	0.0	0.0
2639	1900.0	2412.0
406927	0.0	0.0
646619	1.0	5.0
2638	0.0	0.0
2637	6.0	0.0
406929	0.0	0.0
646630	2.0	2.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	973.0	9546.0
2647	1091.0	1478.0
2646	25.0	15.0
2645	45.0	10.0
2644	170.0	162.0
2643	676.0	509.0
2642	2.0	2.0
2641	0.0	6.0
406913	0.0	1.0
646627	0.0	2.0
406912	1.0	0.0
646625	0.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	140.0	93.0
406919	0.0	0.0
2648	1951.0	3145.0
406918	0.0	0.0
646641	0.0	0.0
646640	2.0	0.0
646643	0.0	6.0
406911	1.0	2.0
406910	0.0	0.0
2661	30.0	57.0
2660	60.0	38.0
2658	7.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	240.0	345.0
2652	0.0	0.0
2651	8146.0	7734.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	2.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	88.0	36.0
2672	120.0	68.0
106144578	0.0	0.0
2671	876.0	913.0
2670	24.0	4.0
106144575	4.0	0.0
2669	7231.0	634.0
2668	123.0	77.0
2667	0.0	1.0
100874529	2.0	1.0
2665	13036.0	14609.0
2664	9604.0	9311.0
2662	166.0	259.0
100874524	8.0	6.0
100874523	0.0	1.0
100129743	0.0	1.0
100874522	4.0	0.0
100874528	1.0	0.0
100129738	0.0	0.0
100129739	0.0	0.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	13670.0	7789.0
106144568	0.0	1.0
2681	667.0	216.0
2679	20.0	9.0
2678	2728.0	3452.0
100874519	0.0	0.0
2677	3838.0	3578.0
100874518	1.0	0.0
2676	70.0	21.0
2675	138.0	76.0
2674	2150.0	1151.0
2673	11157.0	22359.0
101056700	26.0	30.0
100874512	0.0	0.0
100874511	3.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	1.0	0.0
100874516	2.0	10.0
100130718	0.0	1.0
100874515	1.0	2.0
100130717	10.0	25.0
100874514	0.0	0.0
100129727	100.0	58.0
100129726	37.0	18.0
100129723	0.0	0.0
100129722	10.0	12.0
2694	0.0	0.0
2693	0.0	0.0
2692	18.0	315.0
2691	0.0	0.0
2690	3170.0	2430.0
2689	0.0	0.0
2688	5.0	0.0
2687	4389.0	1987.0
2686	2189.0	2535.0
100130708	1.0	0.0
100129716	73.0	42.0
106144540	0.0	0.0
100874531	1.0	2.0
100874530	0.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	0.0	0.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	1.0	2.0
106144538	10.0	3.0
2697	14788.0	4100.0
106144539	0.0	0.0
2696	100.0	28.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	0.0	0.0
284131	964.0	1178.0
115509	827.0	849.0
259197	11.0	1.0
284129	1789.0	1508.0
284123	0.0	1.0
106144592	0.0	0.0
106144593	9.0	14.0
106144595	2.0	4.0
286749	31.0	8.0
106144598	0.0	1.0
106144599	0.0	0.0
284119	53362.0	22261.0
284116	54.0	13.0
284114	303.0	286.0
284111	8.0	6.0
284110	19.0	15.0
259173	876.0	174.0
106144584	3.0	5.0
286753	3.0	4.0
106144585	0.0	0.0
106144586	13.0	9.0
284106	1437.0	2541.0
284100	0.0	2.0
284184	466.0	716.0
127544	2210.0	1345.0
23443	4161.0	6467.0
115557	4283.0	1254.0
127540	0.0	0.0
23446	6632.0	4171.0
115560	432.0	528.0
23440	0.0	1.0
127534	74.0	23.0
139538	0.0	0.0
23452	10074.0	1569.0
441459	34.0	277.0
441457	12.0	17.0
23456	1581.0	1475.0
115548	3813.0	2876.0
23457	352.0	269.0
441452	1.0	0.0
441461	34.0	84.0
152503	9606.0	5460.0
23450	9764.0	7580.0
23451	20668.0	16117.0
139542	0.0	0.0
284167	50.0	32.0
23428	12905.0	21174.0
284161	178.0	563.0
23429	7644.0	7198.0
100130799	0.0	1.0
23420	2902.0	3072.0
23421	429.0	318.0
23423	6320.0	16832.0
23424	1471.0	1077.0
23426	538.0	337.0
152519	822.0	858.0
152518	1067.0	1294.0
441490	0.0	0.0
23438	1794.0	1412.0
23439	12.0	137.0
100130786	2.0	2.0
23430	231.0	108.0
100130785	0.0	0.0
23431	1159.0	675.0
23432	7574.0	1512.0
23433	6552.0	3809.0
441478	502.0	281.0
23434	0.0	0.0
23435	5890.0	5370.0
441476	9.0	16.0
23436	0.0	1.0
441484	9.0	84.0
441481	13.0	14.0
140545	180.0	218.0
100129795	4.0	0.0
139562	0.0	0.0
100129792	204.0	124.0
100129794	252.0	319.0
100129793	1.0	1.0
23405	5721.0	5224.0
23406	5754.0	2680.0
23408	1071.0	926.0
23409	44.0	131.0
100130776	442.0	443.0
100130775	1.0	3.0
441425	0.0	0.0
23400	2624.0	5122.0
100130771	17.0	31.0
23401	812.0	1338.0
23403	1134.0	1497.0
441420	0.0	0.0
23404	1272.0	1466.0
127579	56.0	66.0
100129784	4.0	1.0
100129781	47.0	32.0
100129782	0.0	0.0
23416	122.0	16.0
23417	997.0	1249.0
23418	18.0	15.0
100129777	0.0	0.0
441416	1.0	0.0
23410	1743.0	1800.0
23411	3077.0	2124.0
23412	947.0	1257.0
23413	7076.0	2722.0
441410	0.0	0.0
23414	152.0	129.0
23415	34.0	19.0
100129772	1.0	8.0
100130758	47.0	37.0
100130756	0.0	0.0
100129769	0.0	0.0
441442	1.0	0.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	0.0	1.0
115584	1.0	1.0
379024	0.0	0.0
379025	1999.0	1303.0
100874502	1.0	0.0
100874501	0.0	0.0
100874500	0.0	1.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	0.0	1.0
100874504	0.0	0.0
100874503	0.0	1.0
284196	3.0	0.0
284194	2.0	0.0
139516	3.0	1.0
100129755	0.0	0.0
100130742	19.0	45.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	8.0	3.0
441432	0.0	0.0
441430	3.0	3.0
115572	2081.0	565.0
379011	0.0	0.0
379012	0.0	0.0
379013	18.0	21.0
284186	15.0	1.0
284185	4.0	6.0
646531	22.0	6.0
100463285	4.0	16.0
84328	2060.0	1924.0
84327	2131.0	1422.0
84329	566.0	187.0
84324	152.0	107.0
84326	1177.0	2112.0
84320	1585.0	1323.0
100500797	0.0	0.0
646527	9.0	10.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	351.0	295.0
100499227	22.0	8.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	31.0	1.0
127495	34.0	132.0
84309	1917.0	2980.0
84317	3184.0	3036.0
84316	1580.0	3101.0
84319	791.0	990.0
84318	440.0	499.0
84313	1999.0	3090.0
84312	982.0	605.0
84315	576.0	881.0
84314	460.0	366.0
646538	4.0	1.0
343069	1.0	0.0
84311	1954.0	2374.0
