id	15e656ea-3229-42eb-be95-379527324b54	d0c8d150-3582-406e-af39-fd58f6e53290
100533794	0.0	0.0
387934	17.0	11.0
100533790	0.0	0.0
100506169	29.0	9.0
64881	18.0	6.0
375940	1.0	0.0
399939	0.0	0.0
100506161	99.0	76.0
100506164	9.0	5.0
399937	0.0	0.0
387921	1326.0	849.0
100288198	131.0	133.0
100288195	0.0	0.0
387923	243.0	126.0
387924	0.0	5.0
64895	1174.0	1074.0
100506195	0.0	1.0
64897	1363.0	1380.0
399909	3766.0	2905.0
100288185	2.0	0.0
100288179	3.0	1.0
121601	244.0	324.0
100288173	0.0	0.0
100506190	9944.0	8844.0
399965	8.0	6.0
399967	44.0	22.0
101060111	0.0	0.0
100506134	0.0	0.0
100533754	2.0	0.0
157638	4867.0	3432.0
399968	0.0	0.0
169611	1988.0	606.0
145645	82.0	2.0
100132402	0.0	0.0
100132403	2.0	3.0
100132406	121.0	74.0
387978	0.0	0.0
100506126	16.0	3.0
399972	308.0	94.0
157627	0.0	0.0
399979	8544.0	5357.0
121665	4746.0	3894.0
100132415	6.0	6.0
100132417	1.0	7.0
133688	0.0	1.0
399942	18.0	7.0
100506157	24.0	33.0
100533731	0.0	0.0
133686	4621.0	3267.0
157657	429.0	310.0
399940	0.0	0.0
170627	0.0	0.0
170626	0.0	0.0
399947	0.0	0.0
399949	1.0	1.0
399948	13036.0	1667.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	6373.0	4297.0
133690	10.0	3.0
131034	7844.0	9622.0
399950	0.0	1.0
101060105	1.0	0.0
387990	7.0	14.0
100506144	260.0	328.0
399959	10.0	9.0
121643	11.0	21.0
121642	1636.0	1676.0
100132439	0.0	0.0
542767	29.0	514.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	2.0	2.0
100132441	0.0	0.0
100462957	0.0	0.0
100533725	0.0	0.0
100533721	0.0	0.0
101060160	0.0	0.0
64801	3258.0	1495.0
64800	173.0	158.0
64802	613.0	641.0
64805	52.0	31.0
100132450	0.0	5.0
100144435	0.0	0.0
100506115	31.0	34.0
399988	1.0	8.0
100506119	301.0	117.0
64816	2.0	11.0
64806	0.0	0.0
100132463	0.0	0.0
100132464	0.0	0.0
145624	0.0	4.0
100132467	0.0	1.0
101060146	31.0	168.0
101060144	0.0	0.0
100506108	0.0	0.0
100132476	0.0	0.0
100132479	0.0	0.0
649489	0.0	0.0
650474	14.0	0.0
101060192	0.0	0.0
101060195	532.0	395.0
4606	25.0	19.0
4607	0.0	10.0
4608	1.0	0.0
4609	6974.0	9340.0
4600	303.0	207.0
4601	6885.0	4169.0
4602	371.0	378.0
4603	309.0	129.0
4604	9631.0	16768.0
4605	362.0	84.0
202018	1645.0	1361.0
4617	0.0	0.0
170555	0.0	0.0
4618	0.0	0.0
170554	0.0	0.0
4619	7.0	0.0
170552	0.0	0.0
170559	5.0	2.0
202020	212.0	118.0
170556	0.0	2.0
4610	417.0	267.0
4611	0.0	0.0
4613	6.0	5.0
170550	0.0	1.0
4615	4861.0	3461.0
4616	12679.0	9951.0
100506311	596.0	653.0
101060176	0.0	0.0
101060171	6.0	2.0
4628	4890.0	5913.0
4629	669541.0	165388.0
170589	24.0	23.0
4620	4.0	0.0
4621	150.0	123.0
4622	0.0	0.0
4624	25.0	1.0
4625	1.0	0.0
4626	0.0	0.0
4627	60239.0	33529.0
432369	46.0	67.0
100506301	7.0	5.0
101060189	0.0	4.0
100506305	25.0	17.0
4640	2.0	8.0
4641	17847.0	26655.0
170575	261.0	201.0
4632	2.0	1.0
4633	0.0	1.0
4634	20.0	3.0
4635	2.0	4.0
170572	5.0	1.0
4636	815.0	1483.0
4637	57018.0	59271.0
4638	131053.0	41785.0
157556	0.0	2.0
133584	725.0	507.0
4650	3560.0	3472.0
4651	4484.0	4328.0
170529	4.0	7.0
170527	1.0	1.0
170526	2.0	0.0
202051	234.0	287.0
170524	1.0	0.0
145567	2507.0	1933.0
202052	576.0	367.0
170523	0.0	0.0
4642	5146.0	7188.0
4643	3872.0	4969.0
253639	210.0	244.0
4644	1331.0	1676.0
4645	4313.0	2869.0
4646	4204.0	4233.0
4647	59.0	118.0
253635	608.0	311.0
4648	27.0	25.0
4649	3174.0	1905.0
4660	33480.0	9845.0
4661	5.0	4.0
2001	2040.0	578.0
2000	463.0	320.0
170517	0.0	2.0
170516	3.0	5.0
145581	384.0	71.0
169522	2.0	1.0
170511	0.0	0.0
170510	0.0	0.0
170514	0.0	0.0
170513	0.0	0.0
4653	194.0	15.0
4654	0.0	0.0
4656	0.0	0.0
4659	7509.0	4039.0
4670	12067.0	16187.0
4671	11.0	10.0
4673	29930.0	20867.0
4674	4121.0	993.0
2012	7941.0	6256.0
2011	5864.0	4673.0
2010	3812.0	5015.0
2009	931.0	588.0
170542	0.0	0.0
2006	8575.0	1488.0
170541	7.0	2.0
2005	3405.0	5020.0
170548	0.0	4.0
2004	2180.0	1367.0
170547	0.0	0.0
2003	0.0	0.0
2002	2088.0	2358.0
4664	2568.0	1122.0
4665	2116.0	1562.0
4666	71000.0	57234.0
4668	2587.0	4606.0
170540	0.0	0.0
4669	2981.0	7078.0
157567	2353.0	869.0
4680	481.0	140.0
4681	8953.0	13433.0
4682	1361.0	1530.0
4683	5339.0	2818.0
4684	1213.0	320.0
4685	97.0	433.0
2023	39810.0	53730.0
2022	5442.0	2255.0
2021	625.0	538.0
170539	2.0	1.0
2020	28.0	77.0
170533	1.0	3.0
2019	7.0	2.0
2018	70.0	27.0
2017	14990.0	21900.0
2016	0.0	6.0
170537	8.0	3.0
2015	12.0	20.0
170536	3.0	2.0
2014	1052.0	699.0
170535	0.0	0.0
2013	16108.0	6670.0
4675	324.0	90.0
100134934	6.0	17.0
157570	93.0	29.0
4676	8764.0	8111.0
4677	13991.0	13350.0
4678	3863.0	3498.0
100134938	0.0	0.0
157574	198.0	334.0
4690	2375.0	1814.0
4691	47422.0	39759.0
4692	4025.0	2116.0
4693	296.0	89.0
4694	4823.0	5280.0
4695	4246.0	6696.0
4696	2856.0	3589.0
2034	14437.0	11516.0
2033	5510.0	4629.0
2030	1403.0	779.0
100288165	25.0	39.0
2029	7993.0	11231.0
2028	356.0	98.0
2027	50.0	123.0
2026	1986.0	783.0
2025	0.0	0.0
4686	3069.0	2596.0
4688	182.0	162.0
4689	142.0	118.0
348487	5.0	0.0
2045	1408.0	537.0
2044	76.0	296.0
2043	1782.0	744.0
2042	3555.0	966.0
2041	294.0	550.0
2040	14824.0	7314.0
2039	5922.0	3906.0
2038	4.0	5.0
2037	2127.0	920.0
2036	4460.0	2118.0
2035	2699.0	3928.0
4697	17067.0	11149.0
4698	7760.0	6665.0
735301	122.0	249.0
4699	0.0	0.0
2056	47.0	13.0
2055	2371.0	1231.0
2054	885.0	243.0
2053	5715.0	12212.0
100288149	1.0	1.0
2052	7130.0	8738.0
2051	2414.0	1527.0
2050	7813.0	3201.0
100288142	118.0	102.0
253650	33.0	102.0
2049	1268.0	2164.0
2048	1020.0	289.0
2047	144.0	61.0
2046	0.0	54.0
2067	6464.0	5947.0
2066	814.0	177.0
2065	15846.0	17292.0
2064	11029.0	16364.0
2063	3512.0	4173.0
2060	5516.0	6627.0
253665	4.0	10.0
100288130	0.0	0.0
2059	1804.0	1297.0
2058	9387.0	6577.0
2057	251.0	273.0
2070	785.0	287.0
649446	865.0	1053.0
2078	442.0	430.0
2077	2504.0	1911.0
2074	476.0	685.0
2073	2030.0	1463.0
2072	861.0	513.0
100288122	7.0	0.0
2071	1783.0	2501.0
2069	8.0	13.0
2068	1629.0	2257.0
2081	2704.0	2137.0
649458	0.0	0.0
2086	1190.0	635.0
105751187	1.0	0.0
100288111	0.0	0.0
2079	5210.0	6614.0
170591	2.0	6.0
2091	12448.0	9900.0
2099	1259.0	489.0
2098	5922.0	5666.0
100653515	4.0	0.0
64951	1164.0	956.0
64949	3753.0	5010.0
64960	3266.0	5178.0
64963	1388.0	2214.0
64965	3021.0	1776.0
64968	1919.0	1189.0
64969	2878.0	3402.0
100132372	0.0	2.0
64975	5008.0	7992.0
64976	2803.0	4020.0
64979	1533.0	1978.0
100132380	0.0	0.0
64978	322.0	410.0
100132382	0.0	0.0
100132386	0.0	0.0
64981	3969.0	3370.0
64983	4299.0	4649.0
100132396	0.0	0.0
100132399	0.0	0.0
100616668	20.0	18.0
287015	0.0	0.0
100506299	19.0	27.0
121512	947.0	982.0
100288083	0.0	0.0
101060200	258.0	215.0
100288077	4.0	19.0
100288072	5.0	5.0
121504	42.0	257.0
121506	657.0	373.0
101060233	0.0	0.0
121551	2165.0	2159.0
100506246	0.0	0.0
133558	1.0	0.0
100506244	0.0	0.0
157506	3993.0	3981.0
100506243	24.0	11.0
121549	0.0	2.0
101060211	0.0	0.0
100533851	1.0	1.0
170506	3803.0	3260.0
100506275	0.0	0.0
170504	0.0	0.0
170503	4.0	1.0
100132308	0.0	0.0
121536	2350.0	2839.0
101060226	332.0	247.0
64900	669.0	425.0
64902	1.0	0.0
64901	431.0	252.0
145553	125.0	141.0
100132311	0.0	0.0
157530	13.0	14.0
100506211	96.0	91.0
100506215	191.0	91.0
121599	1.0	0.0
100132321	0.0	0.0
100132322	0.0	1.0
100533844	0.0	0.0
100506205	0.0	0.0
101060280	0.0	2.0
64922	7.0	8.0
64921	5121.0	2206.0
64924	3332.0	4146.0
100533849	0.0	0.0
64926	186.0	222.0
64925	1546.0	1874.0
64919	55.0	114.0
100132332	0.0	0.0
133522	443.0	170.0
100506233	1137.0	1039.0
104644205	0.0	0.0
100506237	0.0	2.0
4705	5974.0	5881.0
64928	1985.0	3139.0
4706	3271.0	3287.0
64927	1118.0	810.0
100132341	227.0	381.0
4707	2787.0	3185.0
4708	3479.0	5552.0
4709	2170.0	1690.0
100132346	3.0	1.0
145501	854.0	400.0
145508	262.0	151.0
4700	2715.0	3683.0
4701	396.0	409.0
4702	3439.0	4308.0
4703	69.0	73.0
4704	2061.0	3365.0
101060264	77.0	126.0
100506229	12.0	26.0
64940	316.0	498.0
64943	3135.0	3100.0
64946	278.0	278.0
204777	0.0	0.0
4716	5658.0	7702.0
4717	3470.0	3896.0
100132352	247.0	162.0
4718	3800.0	4616.0
4719	5535.0	6158.0
100132355	0.0	0.0
100132358	2.0	0.0
4710	8299.0	6873.0
4711	6674.0	4058.0
4712	2172.0	2694.0
4713	5657.0	7227.0
4714	2325.0	3152.0
4715	9535.0	9786.0
100506412	0.0	1.0
407039	0.0	0.0
407036	1.0	0.0
407037	0.0	0.0
100506413	5.0	6.0
407030	0.0	0.0
407031	0.0	0.0
407034	0.0	0.0
407035	0.0	0.0
407032	1.0	0.0
407033	0.0	0.0
4728	5495.0	8272.0
4729	1417.0	2285.0
4720	5046.0	6462.0
4722	4105.0	4847.0
4723	6670.0	7062.0
4724	1663.0	2028.0
4725	7914.0	11473.0
4726	4381.0	4813.0
407027	0.0	0.0
407028	0.0	0.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	0.0	0.0
407022	0.0	0.0
4738	4265.0	4645.0
4739	3557.0	3222.0
100506409	17.0	8.0
4730	119.0	134.0
4731	2487.0	3882.0
4733	3332.0	4091.0
4734	741.0	925.0
4735	38177.0	26093.0
4736	54186.0	63066.0
407016	3.0	1.0
407017	1.0	1.0
100506433	1.0	0.0
407014	9.0	4.0
407015	0.0	0.0
4750	840.0	1341.0
407018	0.0	0.0
100506436	24.0	20.0
4751	275.0	42.0
407019	1.0	2.0
407013	0.0	1.0
407010	1.0	1.0
407011	0.0	1.0
192217	35.0	33.0
4741	288.0	39.0
4744	14709.0	9604.0
4745	358.0	128.0
4747	32.0	108.0
407006	1.0	3.0
407003	0.0	0.0
100506421	0.0	0.0
650368	46.0	18.0
407004	0.0	0.0
407009	0.0	0.0
4760	6.0	0.0
4761	1.0	4.0
407007	0.0	0.0
100506424	0.0	1.0
4762	0.0	0.0
407008	0.0	0.0
2100	54.0	68.0
649395	0.0	3.0
348180	666.0	1541.0
407001	0.0	0.0
407002	0.0	0.0
407000	0.0	0.0
4752	904.0	804.0
4753	259.0	367.0
100506428	1000.0	1262.0
4756	6533.0	9616.0
4758	2213.0	4436.0
4759	0.0	0.0
4771	2856.0	2505.0
4772	1012.0	1265.0
4773	1039.0	792.0
348174	5.0	4.0
2110	1011.0	1447.0
2108	2291.0	4705.0
2107	7343.0	9546.0
2104	1280.0	503.0
2103	39.0	17.0
2101	3808.0	2762.0
4763	4318.0	4435.0
4764	0.0	0.0
4768	0.0	0.0
2109	3906.0	6206.0
4780	8378.0	7469.0
4781	11379.0	7511.0
4782	15381.0	11030.0
4783	3220.0	6168.0
4784	12910.0	15533.0
2122	1184.0	630.0
2121	1027.0	977.0
2120	4218.0	4687.0
143282	114.0	259.0
2119	472.0	419.0
2118	94.0	110.0
100303743	0.0	0.0
2117	2680.0	1614.0
2116	98.0	251.0
100303745	0.0	1.0
2115	667.0	228.0
2114	10460.0	6741.0
167227	2094.0	1786.0
2113	2362.0	1922.0
143279	1543.0	977.0
4774	5915.0	5615.0
4775	932.0	880.0
4776	2308.0	813.0
4778	8.0	11.0
4779	18979.0	19475.0
4790	4289.0	5558.0
348158	3.0	3.0
4791	4511.0	6245.0
4792	7803.0	6273.0
4793	2008.0	1837.0
348156	33.0	22.0
4794	995.0	1128.0
4795	1652.0	2110.0
407052	0.0	0.0
2132	6869.0	5899.0
407053	0.0	0.0
2131	2197.0	1332.0
407050	0.0	1.0
2130	9542.0	15892.0
407051	0.0	0.0
407056	0.0	0.0
407054	0.0	0.0
407055	0.0	0.0
2128	263.0	266.0
2125	2587.0	2915.0
2124	461.0	364.0
2123	262.0	158.0
255919	589.0	482.0
407049	0.0	0.0
407047	0.0	0.0
407048	0.0	0.0
407041	0.0	0.0
407042	0.0	0.0
407040	0.0	1.0
2140	1102.0	1883.0
407045	0.0	0.0
407046	0.0	0.0
407043	0.0	0.0
407044	0.0	0.0
2139	7234.0	2144.0
2138	1544.0	572.0
2137	5410.0	2629.0
2135	3766.0	1572.0
2134	21.0	7.0
4796	486.0	528.0
100303728	99.0	117.0
4798	1926.0	1479.0
4799	2541.0	2573.0
255928	10.0	76.0
255926	0.0	0.0
2155	9.0	7.0
2153	1763.0	924.0
2152	4721.0	5446.0
2151	244.0	15.0
2150	776.0	6863.0
253314	0.0	0.0
2149	4400.0	821.0
100288042	0.0	0.0
2147	0.0	2.0
2146	614.0	251.0
2145	2512.0	1397.0
348120	0.0	1.0
2166	2226.0	13538.0
2165	0.0	0.0
100288038	2.0	1.0
2162	502.0	197.0
2161	64.0	465.0
2160	0.0	1.0
100288035	0.0	0.0
2159	675.0	274.0
2158	0.0	0.0
2157	1405.0	826.0
652959	3.0	7.0
348110	4535.0	3794.0
2177	557.0	400.0
2176	442.0	570.0
2175	104.0	91.0
2173	0.0	0.0
2172	1.0	0.0
2171	8998.0	4728.0
2170	2653.0	1057.0
338799	353.0	566.0
100288022	0.0	0.0
100303755	378.0	535.0
2169	0.0	0.0
2168	3.0	0.0
2167	41.0	19.0
2180	17287.0	14181.0
2188	2542.0	1771.0
2187	22.0	18.0
2186	2892.0	3160.0
2185	4756.0	5371.0
2184	955.0	3255.0
338785	0.0	0.0
2182	2069.0	1283.0
2181	11621.0	13105.0
100288013	0.0	1.0
2178	248.0	182.0
255967	2605.0	2694.0
2191	357.0	49.0
649324	0.0	0.0
2199	4106.0	649.0
652972	55.0	67.0
100288008	0.0	0.0
2197	32094.0	30527.0
2196	208.0	120.0
338773	1632.0	359.0
652974	0.0	0.0
2195	11369.0	8349.0
652975	0.0	0.0
2194	151281.0	40448.0
2193	4996.0	6916.0
2192	23142.0	9047.0
104355140	0.0	0.0
652978	0.0	0.0
104355141	3.0	12.0
104355143	0.0	4.0
104355145	0.0	0.0
104355146	0.0	0.0
104355147	0.0	0.0
652980	0.0	0.0
2189	916.0	594.0
104355148	10.0	8.0
104355149	0.0	0.0
121916	0.0	0.0
652968	299.0	226.0
652969	14.0	1.0
652960	1.0	3.0
649330	1.0	0.0
652961	1.0	2.0
338761	2.0	1.0
652963	5.0	1.0
652965	0.0	0.0
652966	0.0	0.0
338758	253.0	199.0
104355133	0.0	0.0
104355135	0.0	0.0
104355136	0.0	0.0
104355137	0.0	1.0
104355138	0.0	0.0
104355139	0.0	0.0
121906	2.0	0.0
192286	6135.0	5031.0
652995	72.0	43.0
338751	0.0	0.0
338755	0.0	0.0
101290508	0.0	0.0
652985	2.0	1.0
101290506	68.0	39.0
101290504	2.0	1.0
101290503	0.0	1.0
104355150	3.0	0.0
101290502	1.0	0.0
104355151	0.0	0.0
104355152	13.0	56.0
338739	3.0	3.0
652991	0.0	0.0
101290501	1.0	5.0
101290500	1.0	1.0
100132247	49.0	24.0
121838	22.0	9.0
100132251	0.0	0.0
145814	19.0	7.0
100132264	0.0	0.0
100132268	2.0	0.0
145820	13.0	0.0
157807	3.0	6.0
338821	3.0	0.0
100132273	66.0	79.0
338811	144.0	47.0
338817	58.0	58.0
145837	391.0	1394.0
375719	4.0	3.0
100132288	190.0	242.0
100132289	0.0	0.0
338809	2.0	15.0
101060321	0.0	0.0
100132291	5.0	4.0
375704	77.0	285.0
100132295	0.0	0.0
50484	2656.0	2036.0
50486	197.0	172.0
50485	1724.0	1556.0
50488	2851.0	3448.0
50487	12.0	7.0
50489	193.0	252.0
387712	34.0	14.0
387718	2.0	0.0
387715	2.0	4.0
652904	0.0	0.0
101060301	0.0	0.0
387700	14.0	30.0
387707	1.0	7.0
387703	2.0	2.0
107063611	0.0	0.0
100506377	1.0	0.0
100506376	0.0	0.0
107063612	0.0	0.0
101060351	0.0	0.0
375759	5.0	3.0
399726	113.0	30.0
101928969	11.0	4.0
375757	1559.0	2852.0
387733	0.0	1.0
100533990	1.0	0.0
375743	2148.0	1563.0
100506365	1953.0	1248.0
101928971	0.0	0.0
157869	810.0	167.0
143241	0.0	0.0
375748	808.0	842.0
169841	117.0	79.0
387723	205.0	95.0
375775	2097.0	5059.0
100506392	46.0	30.0
399708	0.0	0.0
100506390	0.0	1.0
399706	0.0	0.0
101928989	2.0	17.0
100506394	154.0	33.0
143244	43.0	131.0
387755	33.0	10.0
387751	86.0	48.0
100533970	42.0	61.0
387758	1356.0	458.0
101928991	0.0	0.0
100506380	1562.0	988.0
100506385	80.0	2.0
101928999	0.0	0.0
399717	11.0	11.0
387745	8.0	8.0
170850	21.0	29.0
387742	0.0	0.0
387747	0.0	0.0
387748	0.0	0.0
100506334	130.0	369.0
100533955	1.0	7.0
100533952	5.0	0.0
100506330	33.0	25.0
101928922	0.0	0.0
4804	1403.0	1433.0
387778	0.0	0.0
4807	14.0	5.0
4808	12.0	1.0
100132201	1.0	1.0
4809	10126.0	12437.0
387775	0.0	82.0
100134869	45.0	23.0
4800	1954.0	2399.0
4801	4532.0	2184.0
4802	3005.0	3578.0
4803	49.0	10.0
133874	3.0	8.0
399774	0.0	1.0
100506328	2.0	2.0
100506325	118.0	87.0
101928931	29.0	24.0
4815	244.0	71.0
4817	1787.0	2007.0
4818	112.0	126.0
387763	3414.0	3012.0
145853	706.0	597.0
375791	115.0	104.0
145858	0.0	0.0
375790	7049.0	7830.0
4810	461.0	164.0
4811	5949.0	1656.0
4814	3075.0	2698.0
373159	68.0	78.0
100506356	0.0	0.0
101060376	27.0	49.0
399746	0.0	0.0
373156	2865.0	6088.0
157855	142.0	44.0
170825	0.0	0.0
101928941	9.0	19.0
399748	42.0	21.0
4826	98.0	43.0
4828	186.0	357.0
4829	2.0	0.0
169834	263.0	314.0
145864	427.0	453.0
4820	2143.0	2289.0
4821	0.0	5.0
4824	62402.0	94538.0
4825	1.0	8.0
100506343	10.0	5.0
157848	0.0	0.0
4837	6872.0	8487.0
4838	2.0	1.0
145873	280.0	145.0
4839	1604.0	3927.0
387787	102.0	125.0
100132234	8.0	13.0
4830	2681.0	5622.0
4831	3195.0	5128.0
4832	4251.0	5887.0
4833	19310.0	19564.0
4835	3653.0	3484.0
4836	3940.0	4896.0
650236	0.0	0.0
102467146	34.0	67.0
4850	2318.0	1363.0
4848	3333.0	3315.0
4849	2458.0	3291.0
143187	1103.0	1233.0
4841	28972.0	25516.0
4842	106.0	121.0
4843	25.0	10.0
155185	9.0	3.0
155184	0.0	3.0
4846	1215.0	665.0
192111	3238.0	4731.0
4860	1903.0	1903.0
4861	9.0	33.0
167153	1605.0	1466.0
192127	0.0	0.0
100421090	0.0	0.0
192128	0.0	0.0
4851	2138.0	1154.0
4852	932.0	30384.0
4853	15880.0	6700.0
4854	2473.0	1960.0
100506527	1.0	0.0
100421096	1.0	0.0
4855	565.0	552.0
100421097	8.0	5.0
4856	805.0	1110.0
4857	591.0	222.0
4858	66.0	52.0
100506555	55.0	15.0
4871	1.0	0.0
2210	20.0	13.0
649264	5.0	52.0
2207	404.0	486.0
2206	69.0	17.0
2205	222.0	256.0
101928904	2.0	1.0
2204	3.0	3.0
2203	8446.0	9973.0
2202	2931.0	1386.0
2201	1236.0	47.0
2200	5927.0	1178.0
4862	2468.0	1652.0
4863	1568.0	815.0
4864	3141.0	1451.0
4867	454.0	282.0
2209	108.0	71.0
4868	13.0	4.0
2208	48.0	3.0
4869	60152.0	36659.0
100506542	71.0	63.0
4880	21.0	9.0
4881	407.0	172.0
4882	713.0	371.0
4883	482.0	5224.0
2220	209.0	21.0
101928913	10.0	42.0
100506540	87.0	63.0
2218	1604.0	1287.0
2217	3634.0	6844.0
2216	0.0	0.0
2215	2.0	2.0
2214	735.0	548.0
2213	175.0	97.0
2212	780.0	594.0
4874	2.0	0.0
4875	72.0	55.0
4878	4.0	11.0
4879	1.0	0.0
2219	34.0	89.0
4891	5628.0	7644.0
4892	26.0	11.0
4893	2989.0	2986.0
2232	592.0	860.0
2231	3.0	1.0
2230	3042.0	2274.0
649288	3.0	0.0
2229	0.0	0.0
2228	0.0	0.0
2227	2.0	1.0
204474	0.0	6.0
2224	4360.0	3986.0
2222	12559.0	11013.0
4884	1202.0	450.0
4885	166.0	302.0
4886	63.0	33.0
4887	1.0	33.0
4888	83.0	14.0
4889	6.0	0.0
131177	1089.0	1549.0
2243	14.0	4.0
2242	1031.0	746.0
2241	1035.0	675.0
649299	1.0	0.0
143162	34.0	14.0
2239	1933.0	945.0
2237	1378.0	1513.0
2236	0.0	0.0
2235	1616.0	3009.0
4897	76.0	394.0
4898	7285.0	8377.0
4899	1120.0	1203.0
131185	10.0	0.0
2254	19.0	12.0
2253	0.0	0.0
2252	1921.0	459.0
2251	1.0	0.0
2250	3.0	13.0
2249	0.0	0.0
2248	0.0	0.0
2247	1545.0	736.0
2246	134.0	66.0
2245	1517.0	808.0
2244	0.0	147.0
100506516	43.0	40.0
2264	32.0	435.0
348262	5790.0	7540.0
2263	3705.0	1747.0
2262	9.0	7.0
2261	364.0	1169.0
2260	8348.0	3472.0
169792	1285.0	439.0
613227	1.0	1.0
2259	113.0	15.0
2258	5840.0	1566.0
167127	2.0	6.0
2257	70.0	63.0
2256	0.0	2.0
2255	281.0	114.0
100506506	0.0	0.0
348254	5.0	6.0
2275	1639.0	941.0
2274	10984.0	5440.0
2273	21822.0	7027.0
2272	1442.0	935.0
2271	3573.0	4298.0
100132086	0.0	0.0
253430	606.0	533.0
2268	183.0	356.0
2267	38.0	538.0
2266	0.0	0.0
348249	0.0	0.0
2287	3608.0	4499.0
2286	5128.0	9507.0
2284	0.0	0.0
2283	0.0	0.0
2281	140.0	344.0
2280	12827.0	14944.0
2277	10.0	10.0
2290	0.0	0.0
348235	1246.0	1044.0
2298	53.0	78.0
2297	1.0	31.0
2296	2204.0	1152.0
2295	149.0	86.0
2294	3001.0	1344.0
2289	24096.0	24288.0
2288	13463.0	24985.0
2299	44.0	9.0
338879	1.0	1.0
338870	4.0	5.0
652873	0.0	0.0
253461	6431.0	3074.0
338872	5.0	51.0
192134	0.0	1.0
104054213	2.0	5.0
338862	0.0	0.0
338864	0.0	5.0
192146	8.0	0.0
100132121	0.0	2.0
100846978	25.0	25.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	0.0	0.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	0.0	0.0
100846996	0.0	0.0
100132142	0.0	5.0
100846999	0.0	0.0
338949	0.0	0.0
100132153	5.0	1.0
100132159	22.0	8.0
107063536	0.0	0.0
107063538	0.0	0.0
107063537	0.0	0.0
107063539	5.0	0.0
399804	55.0	46.0
399806	0.0	0.0
100132163	8.0	56.0
100132166	0.0	0.0
100132169	6.0	15.0
387815	0.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	0.0
399818	913.0	1110.0
399814	0.0	0.0
100132173	0.0	0.0
338917	0.0	0.0
387804	34.0	13.0
375850	0.0	0.0
387837	3.0	1.0
387836	0.0	0.0
100132195	0.0	0.0
121727	0.0	0.0
157753	5.0	4.0
133789	0.0	1.0
101928840	1.0	0.0
100421008	0.0	0.0
100506492	29.0	342.0
613210	0.0	0.0
613211	0.0	0.0
613212	22.0	2.0
100506495	280.0	297.0
101928846	5.0	11.0
387856	51.0	30.0
387853	0.0	0.0
613209	0.0	0.0
121793	13.0	16.0
145767	120.0	132.0
100073347	7.0	1.0
399857	3.0	0.0
100421018	0.0	1.0
145781	33.0	10.0
613204	0.0	0.0
387845	19.0	15.0
145773	94.0	421.0
170712	1.0	0.0
387841	716.0	611.0
100134713	91.0	61.0
387849	6.0	12.0
157773	2.0	0.0
399823	11.0	5.0
131149	0.0	0.0
157777	102.0	130.0
399829	0.0	0.0
101928869	0.0	0.0
399827	0.0	0.0
4904	22231.0	20649.0
4905	2758.0	4997.0
4907	1754.0	479.0
4908	115.0	75.0
4909	75.0	83.0
145788	648.0	443.0
4900	135.0	153.0
4901	156.0	136.0
4902	61.0	38.0
155100	5.0	0.0
157769	4260.0	3433.0
399839	0.0	0.0
4914	49.0	41.0
4915	1447.0	341.0
387867	38.0	17.0
4916	284.0	162.0
4917	2.0	1.0
4919	1182.0	437.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	1249.0	634.0
50507	167.0	31.0
399888	0.0	1.0
100421046	0.0	0.0
50506	379.0	40.0
100421047	0.0	0.0
50509	157.0	105.0
50508	0.0	0.0
157713	3.0	2.0
100506457	0.0	2.0
133746	2416.0	1950.0
100506451	149.0	376.0
4925	8173.0	5454.0
4926	33007.0	18661.0
4927	2120.0	3007.0
4928	7749.0	10122.0
4929	544.0	787.0
387895	5.0	6.0
387893	2462.0	2877.0
50512	9126.0	16134.0
50511	11.0	11.0
4920	2919.0	1174.0
4921	4908.0	1357.0
50514	15.0	4.0
4922	2.0	9.0
4923	0.0	0.0
4924	26906.0	46604.0
50515	1086.0	549.0
100421045	5.0	1.0
100421057	1.0	2.0
100421058	0.0	0.0
100506443	1.0	2.0
387890	39.0	41.0
157708	1.0	0.0
4938	405.0	518.0
4939	613.0	3525.0
387885	9.0	11.0
387882	4618.0	2023.0
4931	947.0	1142.0
100421055	0.0	1.0
4935	457.0	242.0
100506475	0.0	0.0
157739	5.0	9.0
4947	4755.0	5094.0
4948	31.0	114.0
145741	77.0	245.0
100132100	0.0	0.0
101928827	1.0	0.0
100132101	0.0	0.0
100132103	6.0	2.0
100132104	0.0	0.0
169714	1575.0	1392.0
4940	763.0	888.0
145748	438.0	365.0
4942	7008.0	6309.0
4943	865.0	1178.0
4946	45242.0	30614.0
399876	0.0	0.0
100506465	3.0	0.0
157724	78.0	5.0
100506469	243.0	283.0
131118	5320.0	2540.0
100506462	72.0	29.0
4958	3503.0	148.0
100132116	561.0	130.0
4951	0.0	0.0
100421072	0.0	0.0
