id	ff73b9bb-de12-434d-9550-3148c642442b	a62cfb55-6820-404c-959b-e33a2f732f25
101928941	0.0	2.0
399748	9.0	3.0
4826	25.0	320.0
4828	342.0	13.0
4829	1.0	11.0
169834	154.0	132.0
145864	96.0	223.0
4820	3739.0	11923.0
4821	0.0	8.0
4824	175.0	17675.0
4825	6.0	7.0
100506343	2.0	10.0
157848	1.0	2.0
4837	358.0	492.0
4838	6.0	85.0
145873	51.0	7.0
4839	825.0	472.0
387787	165.0	48.0
100132234	36.0	3.0
4830	737.0	449.0
4831	1383.0	79.0
4832	2691.0	221.0
4833	5530.0	1687.0
4835	1180.0	1186.0
4836	4794.0	2354.0
650236	0.0	0.0
102467146	40.0	104.0
4850	1197.0	1898.0
4848	2276.0	3578.0
4849	2220.0	1198.0
143187	892.0	1991.0
4841	10707.0	6889.0
4842	22.0	433.0
4843	30.0	16.0
155185	6.0	408.0
155184	1.0	2.0
4846	164.0	237.0
192111	1331.0	673.0
4860	1164.0	412.0
4861	13.0	2.0
167153	1831.0	1803.0
192127	0.0	4.0
100421090	1.0	35.0
192128	0.0	1.0
4851	1652.0	1980.0
4852	48.0	3604.0
4853	6411.0	17506.0
4854	2558.0	2211.0
100506527	0.0	2.0
100421096	1.0	15.0
4855	1710.0	1139.0
100421097	3.0	3.0
4856	569.0	417.0
4857	331.0	653.0
4858	90.0	213.0
100506555	2.0	19.0
4871	0.0	0.0
2210	5.0	14.0
649264	10.0	119.0
2207	139.0	384.0
2206	41.0	679.0
2205	21.0	34.0
101928904	0.0	92.0
2204	3.0	24.0
2203	4881.0	457.0
2202	4627.0	3439.0
2201	109.0	605.0
2200	2741.0	9998.0
4862	446.0	3071.0
4863	795.0	1277.0
4864	1088.0	1915.0
4867	713.0	523.0
2209	19.0	35.0
4868	5.0	4.0
2208	7.0	16.0
4869	12263.0	9744.0
100506542	0.0	111.0
4880	23.0	87.0
4881	804.0	74.0
4882	505.0	1029.0
4883	1838.0	814.0
2220	12.0	24.0
101928913	68.0	202.0
100506540	11.0	101.0
2218	958.0	1488.0
2217	4118.0	1216.0
2216	0.0	16.0
2215	7.0	198.0
2214	348.0	807.0
2213	39.0	282.0
2212	201.0	1081.0
4874	2.0	0.0
4875	14.0	4.0
4878	3.0	22.0
4879	3.0	1.0
2219	18.0	281.0
4891	2573.0	4027.0
4892	1.0	28.0
4893	867.0	1133.0
2232	658.0	83.0
2231	6.0	70.0
2230	6152.0	497.0
649288	0.0	0.0
2229	0.0	0.0
2228	1.0	0.0
2227	2.0	103.0
204474	4.0	0.0
2224	1935.0	768.0
2222	4309.0	1984.0
4884	246.0	51.0
4885	420.0	99.0
4886	85.0	53.0
4887	0.0	5.0
4888	152.0	433.0
4889	2.0	0.0
131177	13486.0	270.0
2243	4.0	5.0
2242	657.0	379.0
2241	1563.0	3436.0
649299	1.0	1.0
143162	10.0	106.0
2239	1584.0	1098.0
2237	459.0	126.0
2236	0.0	3.0
2235	972.0	1471.0
4897	5865.0	700.0
4898	4177.0	4607.0
4899	666.0	818.0
131185	3.0	6.0
2254	21.0	143.0
2253	0.0	2.0
2252	419.0	1465.0
2251	0.0	11.0
2250	0.0	9.0
2249	0.0	0.0
2248	0.0	0.0
2247	606.0	985.0
2246	107.0	187.0
2245	613.0	465.0
2244	31.0	1.0
100506516	65.0	89.0
2264	49.0	62.0
348262	1863.0	544.0
2263	3899.0	2225.0
2262	10.0	20.0
2261	1505.0	434.0
2260	2895.0	6326.0
169792	4497.0	1636.0
613227	0.0	30.0
2259	47.0	227.0
2258	304.0	1470.0
167127	6.0	11.0
2257	1443.0	228.0
2256	4.0	5.0
2255	59.0	308.0
100506506	0.0	0.0
348254	0.0	58.0
2275	666.0	538.0
2274	2066.0	3509.0
2273	9623.0	16883.0
2272	260.0	357.0
2271	2259.0	687.0
100132086	0.0	0.0
253430	344.0	357.0
2268	93.0	179.0
2267	3.0	7.0
2266	15.0	4.0
348249	0.0	0.0
2287	1660.0	582.0
2286	10726.0	365.0
2284	0.0	0.0
2283	0.0	35.0
2281	601.0	180.0
2280	10260.0	5424.0
2277	55.0	27.0
2290	2.0	8.0
348235	926.0	925.0
2298	4.0	4.0
2297	5.0	5.0
2296	836.0	1029.0
2295	15.0	204.0
2294	275.0	1690.0
2289	7766.0	6905.0
2288	8739.0	2869.0
2299	141.0	69.0
338879	2.0	0.0
338870	3.0	2.0
652873	0.0	0.0
253461	6866.0	8569.0
338872	6.0	2.0
192134	2.0	2.0
104054213	6.0	8.0
338862	0.0	18.0
338864	0.0	13.0
192146	6.0	66.0
100132121	0.0	1.0
100846978	15.0	117.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	0.0	1.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	1.0
100846998	0.0	0.0
100846995	0.0	19.0
100846996	0.0	0.0
100132142	0.0	2.0
100846999	0.0	0.0
338949	1.0	3.0
100132153	0.0	0.0
100132159	10.0	21.0
107063536	0.0	4.0
107063538	0.0	0.0
107063537	0.0	2.0
107063539	0.0	11.0
399804	89.0	53.0
399806	0.0	1.0
100132163	11.0	42.0
100132166	0.0	1.0
100132169	2.0	3.0
387815	2.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	0.0
399818	342.0	515.0
399814	0.0	0.0
100132173	0.0	0.0
338917	1.0	10.0
387804	57.0	50.0
375850	0.0	0.0
387837	0.0	6.0
387836	0.0	7.0
100132195	0.0	1.0
121727	1.0	7.0
157753	1.0	3.0
133789	0.0	7.0
101928840	1.0	47.0
100421008	0.0	0.0
100506492	0.0	7.0
613210	2.0	2.0
613211	12.0	46.0
613212	5.0	4.0
100506495	207.0	268.0
101928846	6.0	30.0
387856	30.0	43.0
387853	1.0	20.0
613209	1.0	29.0
121793	14.0	10.0
145767	60.0	26.0
100073347	4.0	0.0
399857	0.0	8.0
100421018	0.0	95.0
145781	23.0	69.0
613204	2.0	0.0
387845	18.0	12.0
145773	170.0	55.0
170712	0.0	0.0
387841	66.0	11.0
100134713	31.0	53.0
387849	6.0	6.0
157773	12.0	11.0
399823	56.0	23.0
131149	0.0	0.0
157777	39.0	137.0
399829	3.0	5.0
101928869	0.0	96.0
399827	2.0	5.0
4904	8347.0	2769.0
4905	1728.0	1080.0
4907	923.0	1014.0
4908	99.0	76.0
4909	206.0	73.0
145788	131.0	118.0
4900	110.0	39.0
4901	119.0	49.0
4902	69.0	12.0
155100	0.0	10.0
157769	3144.0	1834.0
399839	0.0	0.0
4914	20.0	187.0
4915	4067.0	2801.0
387867	13.0	6.0
4916	124.0	1375.0
4917	4.0	15.0
4919	394.0	1425.0
4910	0.0	0.0
4911	0.0	0.0
4912	1.0	0.0
4913	540.0	59.0
50507	23.0	189.0
399888	1.0	9.0
100421046	0.0	1.0
50506	9122.0	221.0
100421047	2.0	22.0
50509	286.0	865.0
50508	1.0	2.0
157713	2.0	2.0
100506457	2.0	2.0
133746	2044.0	2694.0
100506451	174.0	644.0
4925	29203.0	2002.0
4926	17182.0	11197.0
4927	1774.0	1277.0
4928	4284.0	6567.0
4929	4375.0	3765.0
387895	3.0	15.0
387893	1423.0	2441.0
50512	192.0	383.0
50511	16.0	265.0
4920	1370.0	1273.0
4921	2719.0	10086.0
50514	3.0	29.0
4922	7.0	3.0
4923	6.0	1.0
4924	12185.0	3358.0
50515	2181.0	1023.0
100421045	1.0	330.0
100421057	0.0	89.0
100421058	0.0	15.0
100506443	0.0	108.0
387890	70.0	58.0
157708	0.0	0.0
4938	1089.0	544.0
4939	540.0	1598.0
387885	39.0	13.0
387882	3997.0	2325.0
4931	578.0	1119.0
100421055	0.0	118.0
4935	99.0	67.0
100506475	0.0	23.0
157739	36.0	13.0
4947	2899.0	3950.0
4948	90.0	66.0
145741	12.0	27.0
100132100	0.0	0.0
101928827	0.0	70.0
100132101	0.0	1.0
100132103	0.0	7.0
100132104	0.0	0.0
169714	849.0	539.0
4940	1370.0	1791.0
145748	393.0	577.0
4942	8028.0	1511.0
4943	656.0	530.0
4946	12852.0	2631.0
399876	36.0	77.0
100506465	0.0	9.0
157724	1.0	11.0
100506469	424.0	482.0
131118	1223.0	612.0
100506462	20.0	99.0
4958	75.0	169.0
100132116	252.0	3372.0
4951	0.0	0.0
100421072	1.0	10.0
4952	4868.0	4602.0
4953	5656.0	3450.0
399881	0.0	4.0
100421075	0.0	0.0
4954	4.0	137.0
4956	0.0	0.0
4957	1423.0	1452.0
100847022	0.0	4.0
100847023	0.0	1.0
100847020	0.0	1.0
286887	0.0	0.0
100847021	0.0	19.0
100847026	1.0	0.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	24.0	83.0
100847025	0.0	5.0
100847028	0.0	8.0
100847029	0.0	67.0
4969	439.0	1932.0
2306	20.0	129.0
2305	60.0	225.0
2304	1470.0	41.0
2303	14.0	25.0
2302	798.0	8.0
284217	248.0	140.0
2301	0.0	3.0
2300	8.0	71.0
284215	5.0	697.0
2309	3030.0	4590.0
4967	7582.0	3293.0
2308	1641.0	2380.0
4968	811.0	1677.0
2307	20.0	31.0
100847030	0.0	32.0
100847033	0.0	0.0
100847031	0.0	1.0
4982	188.0	53.0
100847032	0.0	17.0
100862667	0.0	6.0
100847037	0.0	0.0
100862668	0.0	11.0
100847038	0.0	3.0
100862669	0.0	0.0
100847035	3.0	0.0
100847036	0.0	0.0
100862664	0.0	0.0
100862665	1.0	49.0
100847039	0.0	8.0
100862666	0.0	8.0
2317	18668.0	19427.0
2316	126730.0	112521.0
2315	15.0	223.0
2314	6156.0	2266.0
100862662	46.0	4.0
2313	318.0	876.0
284207	726.0	341.0
2312	70.0	786.0
2311	0.0	0.0
2310	32.0	32.0
284203	0.0	0.0
4973	26.0	488.0
4974	24.0	570.0
4975	2.0	2.0
4976	3694.0	2497.0
2319	6248.0	2061.0
4978	85.0	7.0
2318	18698.0	19367.0
100847040	0.0	397.0
100847041	0.0	6.0
4990	0.0	24.0
4991	0.0	0.0
4992	0.0	1.0
100847042	0.0	0.0
4993	4.0	5.0
100847043	0.0	11.0
2331	1299.0	8058.0
100862678	0.0	16.0
100847048	0.0	55.0
2330	153.0	1138.0
100862679	1.0	26.0
100847049	1.0	2.0
100847046	2.0	8.0
100847047	0.0	6.0
100862675	0.0	98.0
100862676	0.0	0.0
259240	26.0	8.0
100862677	1.0	0.0
2328	14.0	75.0
100862670	0.0	0.0
2327	209.0	327.0
2326	42.0	31.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	445.0	241.0
2323	64.0	56.0
259239	1.0	0.0
2322	5.0	72.0
2321	1680.0	2322.0
4983	978.0	4374.0
4985	4.0	18.0
4986	10.0	261.0
4987	73.0	38.0
4988	1.0	6.0
2329	181.0	170.0
100847051	0.0	47.0
100847052	0.0	0.0
100847050	0.0	24.0
100847055	0.0	7.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	1.0
2342	515.0	346.0
100847059	0.0	13.0
2341	0.0	59.0
100847057	0.0	2.0
100847058	0.0	0.0
2339	2033.0	1581.0
2335	226623.0	37775.0
2334	151.0	143.0
104502416	0.0	259.0
259249	0.0	2.0
2332	2922.0	2256.0
100862680	1.0	11.0
4994	0.0	1.0
4995	0.0	3.0
104502417	0.0	0.0
4998	23.0	34.0
4999	1121.0	1281.0
260294	77.0	43.0
100847062	1.0	3.0
260293	77.0	303.0
100847063	0.0	26.0
284260	1.0	43.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	9.0
100847067	0.0	0.0
100847064	0.0	1.0
100847065	0.0	0.0
2353	15818.0	37787.0
2352	3.0	0.0
100847068	0.0	3.0
2350	90.0	183.0
100847069	0.0	0.0
100862692	1.0	92.0
2348	513.0	39.0
2346	50.0	1519.0
284257	0.0	0.0
284254	0.0	14.0
100847070	0.0	0.0
284252	839.0	959.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	1.0	13.0
100847072	0.0	14.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	0.0	0.0
100847075	9.0	17.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	17.0	30.0
729798	2.0	26.0
2359	55.0	533.0
2358	3.0	29.0
2357	39.0	246.0
2356	1925.0	557.0
2355	3204.0	15047.0
2354	2106.0	27664.0
100847080	0.0	234.0
100847081	0.0	0.0
259283	13.0	9.0
100847084	0.0	1.0
259282	3456.0	5328.0
100847085	0.0	172.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	13.0
100847089	0.0	0.0
100847086	0.0	38.0
100847087	0.0	7.0
259289	0.0	95.0
259287	0.0	18.0
259286	0.0	10.0
259285	0.0	6.0
646909	0.0	0.0
284233	8.0	49.0
284232	1.0	15.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	3.0	111.0
259293	0.0	185.0
259292	0.0	18.0
100847093	0.0	0.0
259290	3.0	234.0
259296	0.0	47.0
259295	12.0	63.0
646913	0.0	1.0
646912	2.0	77.0
646910	2.0	3.0
50700	0.0	1.0
646915	0.0	4.0
59082	0.0	6.0
2395	559.0	375.0
59084	7742.0	937.0
441584	0.0	0.0
11108	1389.0	1452.0
11107	265.0	934.0
11100	9842.0	5667.0
11102	826.0	763.0
11101	1435.0	1824.0
139411	589.0	999.0
11104	633.0	307.0
11103	1405.0	1637.0
284297	927.0	1581.0
11105	4.0	12.0
693231	1.0	13.0
25759	1289.0	684.0
693232	22.0	79.0
284293	4.0	3.0
693233	0.0	33.0
693234	1.0	0.0
693235	0.0	1.0
115426	1855.0	2301.0
25758	11.0	63.0
100379174	0.0	256.0
11119	961.0	2190.0
11118	998.0	1380.0
441581	0.0	0.0
127406	0.0	0.0
84034	345.0	546.0
84033	2619.0	2535.0
11113	105.0	238.0
11112	1299.0	2149.0
139422	0.0	0.0
284288	1.0	0.0
139420	1.0	0.0
11117	4141.0	1532.0
11116	606.0	760.0
693220	44.0	31.0
693221	0.0	0.0
84061	6423.0	1977.0
693222	0.0	0.0
84060	504.0	352.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	13.0
693226	6.0	22.0
139425	0.0	0.0
693227	0.0	0.0
693228	1.0	6.0
693229	1.0	24.0
115416	581.0	274.0
84067	1672.0	1726.0
84066	0.0	7.0
84069	83.0	91.0
84068	405.0	999.0
84063	2.0	6.0
284276	155.0	176.0
84062	759.0	601.0
139431	0.0	1.0
84065	1791.0	713.0
284274	0.0	4.0
84064	1372.0	1054.0
284273	1496.0	2224.0
693230	0.0	5.0
693210	0.0	2.0
693211	0.0	0.0
693212	0.0	16.0
693213	0.0	0.0
693214	0.0	20.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	6.0
152405	0.0	17.0
152404	20.0	46.0
84059	133.0	2258.0
84056	730.0	1535.0
84055	6.0	121.0
84058	825.0	154.0
84057	27.0	14.0
284266	184.0	75.0
84054	1.0	56.0
84081	1549.0	1594.0
84080	1282.0	175.0
84083	138.0	554.0
441549	101.0	58.0
441548	5.0	46.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	9.0
441550	8.0	5.0
84089	0.0	0.0
84088	0.0	13.0
84085	1330.0	1557.0
84084	33.0	111.0
84087	0.0	1.0
84086	0.0	0.0
84070	25.0	258.0
84072	2.0	19.0
84071	101.0	195.0
392100	0.0	1.0
100379132	0.0	256.0
392106	0.0	48.0
441533	0.0	0.0
441531	1.0	25.0
84078	789.0	634.0
84077	5.0	39.0
84079	1832.0	1883.0
84074	128.0	311.0
84073	57.0	141.0
84076	0.0	8.0
84075	0.0	17.0
100847000	0.0	3.0
100847001	0.0	5.0
100847004	0.0	1.0
201931	1234.0	1403.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	5.0
100847008	0.0	20.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	631.0
441572	0.0	1.0
106480195	0.0	20.0
106480198	0.0	11.0
106480197	0.0	0.0
106480199	0.0	13.0
127435	621.0	2615.0
106480190	14.0	6.0
106480192	0.0	56.0
106480191	0.0	0.0
106480194	0.0	140.0
106480193	0.0	25.0
84091	0.0	0.0
103695432	12.0	0.0
343099	58.0	237.0
103695431	1.0	0.0
100847012	0.0	0.0
84090	0.0	1.0
103695434	0.0	0.0
103695433	7.0	13.0
100847010	2.0	35.0
103695436	0.0	2.0
100847015	2.0	5.0
103695435	6.0	30.0
100847016	1.0	5.0
100847013	0.0	8.0
100847014	0.0	0.0
441554	7.0	6.0
100847019	0.0	304.0
100847017	0.0	26.0
100847018	0.0	0.0
127428	558.0	952.0
84096	0.0	20.0
84097	0.0	2.0
11061	3.0	24.0
646892	5.0	35.0
441509	15.0	15.0
646891	1.0	0.0
11060	3232.0	2309.0
11063	9.0	26.0
619279	3747.0	9239.0
646898	0.0	2.0
11062	275.0	316.0
11065	18.0	16.0
441505	0.0	0.0
11064	978.0	1710.0
23046	171.0	458.0
441502	4.0	45.0
23047	1708.0	3130.0
441501	15.0	10.0
23048	3624.0	7309.0
106479179	0.0	1.0
23049	4639.0	11963.0
106479178	0.0	12.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	5.0
106479175	0.0	6.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	115.0
106479173	0.0	0.0
106480176	0.0	359.0
106479172	0.0	3.0
23040	3.0	24.0
106479171	0.0	4.0
106480175	0.0	0.0
23041	2787.0	5547.0
106480178	0.0	83.0
106479170	0.0	1.0
23042	6513.0	7153.0
106480177	0.0	4.0
23043	1157.0	1544.0
106480179	0.0	37.0
104384744	1.0	67.0
11067	2155.0	901.0
50674	0.0	1.0
11066	795.0	301.0
11069	185.0	1429.0
11068	1068.0	267.0
139378	1.0	23.0
106480170	0.0	34.0
152330	443.0	1097.0
106480172	0.0	5.0
106480171	0.0	2.0
11070	2516.0	419.0
404550	437.0	66.0
644242	26.0	64.0
404552	345.0	0.0
11072	484.0	448.0
11074	11.0	29.0
644246	57.0	63.0
11073	969.0	1033.0
166979	13.0	7.0
11076	548.0	533.0
11075	30.0	98.0
201965	370.0	161.0
379027	0.0	0.0
23057	592.0	104.0
379028	0.0	0.0
106479169	0.0	5.0
379029	0.0	0.0
23059	1617.0	1802.0
164312	7.0	19.0
106479168	1.0	69.0
106479167	0.0	18.0
106479166	1.0	27.0
106479165	0.0	0.0
106479164	0.0	2.0
106480185	0.0	1.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	41.0
379031	0.0	0.0
106480184	0.0	61.0
106479161	0.0	1.0
106480187	0.0	13.0
379032	0.0	0.0
23051	1610.0	3037.0
106479160	1.0	3.0
379033	0.0	0.0
106480186	0.0	0.0
23052	3112.0	5941.0
379034	0.0	5.0
106480189	0.0	17.0
86614	0.0	0.0
106480188	0.0	13.0
23053	3176.0	2602.0
115399	207.0	148.0
23054	2923.0	4217.0
11078	889.0	1159.0
11077	23.0	19.0
644237	3.0	12.0
11079	4091.0	2088.0
106480181	0.0	13.0
106480180	0.0	39.0
106480183	0.0	45.0
106480182	0.0	1.0
11041	1889.0	505.0
11040	433.0	642.0
11043	492.0	1211.0
23023	1203.0	3086.0
441525	0.0	0.0
106480149	0.0	0.0
23024	1908.0	4069.0
106480148	0.0	0.0
23025	37.0	49.0
23026	88.0	95.0
441521	0.0	0.0
23028	4248.0	2625.0
106479199	0.0	58.0
23029	29.0	36.0
106479198	0.0	2.0
201973	415.0	382.0
106479197	0.0	63.0
106479196	0.0	5.0
106480152	0.0	0.0
106480151	0.0	6.0
106479195	1.0	1.0
106479194	0.0	0.0
106480154	0.0	113.0
106479193	0.0	0.0
106480153	0.0	0.0
106480156	0.0	4.0
106479192	0.0	75.0
23020	10529.0	7327.0
106480155	0.0	39.0
106479191	0.0	14.0
729817	0.0	12.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	16316.0	20286.0
106480157	0.0	29.0
11045	14.0	56.0
11044	875.0	1179.0
11047	2842.0	406.0
644248	1.0	10.0
11046	652.0	674.0
11049	1.0	1.0
106480150	0.0	0.0
343173	0.0	0.0
343172	2.0	0.0
343171	6.0	20.0
343170	0.0	23.0
441519	0.0	1.0
11052	2585.0	2677.0
441518	967.0	313.0
11051	3324.0	1992.0
11054	1727.0	587.0
23034	820.0	5251.0
23035	460.0	1236.0
106480159	0.0	137.0
23036	2193.0	3342.0
729816	0.0	1.0
23037	476.0	2216.0
23038	5145.0	2773.0
106479189	0.0	2.0
23039	4273.0	3564.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	2.0
106479185	0.0	467.0
106480163	0.0	5.0
106480162	0.0	0.0
106479184	0.0	1.0
106480165	0.0	37.0
106479183	0.0	13.0
106480164	0.0	1095.0
106479182	0.0	0.0
23030	3039.0	2893.0
106479181	0.0	20.0
106480167	0.0	0.0
23031	1243.0	656.0
106479180	0.0	15.0
106480166	0.0	0.0
23032	2617.0	2031.0
106480169	2.0	1530.0
729809	0.0	0.0
23033	1547.0	2412.0
106480168	0.0	0.0
11056	1151.0	1227.0
11055	2.0	1.0
343169	0.0	6.0
11057	4898.0	17602.0
11059	3813.0	3489.0
106480161	0.0	21.0
106480160	0.0	238.0
693200	0.0	0.0
693201	0.0	48.0
693202	0.0	5.0
693203	0.0	1.0
11021	1133.0	866.0
693204	0.0	23.0
11020	1406.0	1434.0
693205	0.0	8.0
106479139	0.0	4.0
23001	2959.0	10561.0
106480127	0.0	0.0
693206	22.0	39.0
106479138	0.0	18.0
23002	1507.0	3929.0
106480126	0.0	26.0
693207	0.0	0.0
106479137	0.0	78.0
106480129	0.0	9.0
106479136	0.0	3.0
693208	0.0	8.0
693209	0.0	3.0
106480128	0.0	0.0
106479135	0.0	12.0
23005	902.0	1723.0
106479134	0.0	2.0
106479133	0.0	3.0
23007	775.0	141.0
106479132	0.0	20.0
23008	2919.0	2680.0
106479131	0.0	4.0
106479130	4.0	220.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	4.0
106480134	0.0	0.0
106480133	0.0	1.0
106480136	0.0	35.0
106480135	0.0	0.0
11023	0.0	2.0
84000	55.0	97.0
11022	1092.0	357.0
11025	18.0	110.0
11024	14.0	100.0
84002	238.0	624.0
139334	0.0	1.0
11027	26.0	52.0
11029	0.0	2.0
11030	5364.0	10469.0
106479129	0.0	134.0
11031	2006.0	3183.0
106479128	0.0	1.0
106479127	1.0	28.0
106480138	0.0	0.0
23012	886.0	2973.0
23013	5252.0	8381.0
106479126	0.0	138.0
106480137	0.0	3.0
23014	5034.0	2764.0
106479125	0.0	2.0
23015	1081.0	2116.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	982.0	555.0
106479123	0.0	0.0
23017	197.0	1266.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	6516.0	10674.0
106479120	2.0	14.0
106480141	0.0	3.0
106480140	0.0	13.0
106480143	0.0	40.0
106480142	0.0	3.0
106480145	0.0	0.0
106480144	0.0	3.0
106480147	0.0	0.0
23011	3327.0	3762.0
106480146	0.0	0.0
11034	27946.0	12240.0
152302	284.0	141.0
11033	223.0	32.0
11036	2.0	11.0
11035	173.0	123.0
11037	886.0	2778.0
139341	424.0	218.0
644297	6.0	15.0
166968	1123.0	1043.0
619212	0.0	0.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	3.0
106480104	0.0	46.0
106479158	0.0	13.0
106480107	1.0	2.0
106479157	0.0	3.0
106480106	0.0	21.0
106479156	0.0	2.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	3.0
106479154	0.0	3.0
106479153	0.0	0.0
11009	50.0	168.0
106479152	0.0	0.0
106479151	0.0	33.0
106480110	0.0	1.0
106479150	0.0	33.0
106480112	0.0	4.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	234.0	136.0
11000	725.0	241.0
11005	144.0	103.0
11004	71.0	91.0
11007	317.0	28.0
11006	58.0	198.0
127391	2.0	7.0
11010	225.0	1725.0
106479149	1.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	12.0	10.0
106479147	0.0	0.0
106479146	0.0	24.0
106480117	0.0	0.0
106479145	0.0	13.0
127396	101.0	91.0
106480119	0.0	0.0
106479144	0.0	1.0
619208	475.0	391.0
106479143	0.0	1.0
106479142	1.0	2.0
106479141	0.0	0.0
11019	377.0	200.0
106479140	0.0	14.0
106480121	0.0	15.0
106480120	0.0	0.0
106480123	0.0	35.0
106480122	0.0	15.0
106480125	0.0	23.0
106480124	2.0	0.0
11012	243.0	985.0
11011	1043.0	1605.0
11014	12327.0	6484.0
11013	4.0	17.0
11016	1495.0	5356.0
11015	984.0	426.0
11018	413.0	54.0
11017	1163.0	421.0
139363	0.0	0.0
106144608	0.0	3.0
646808	6.0	89.0
106144606	9.0	8.0
106144607	0.0	0.0
345778	1289.0	2007.0
646802	0.0	93.0
730861	0.0	16.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	133.0	75.0
729877	0.0	0.0
259308	4.0	149.0
259307	67.0	20.0
106480101	0.0	0.0
106480100	0.0	1.0
106480103	0.0	2.0
106480102	0.0	36.0
646817	3.0	1.0
50604	145.0	7.0
106479119	1.0	8.0
106479118	0.0	72.0
106479117	4.0	0.0
106479116	0.0	27.0
106479115	0.0	10.0
106479114	0.0	7.0
106479113	0.0	6.0
106479112	0.0	17.0
106479111	0.0	21.0
106479110	0.0	0.0
345757	891.0	168.0
50613	0.0	82.0
50612	0.0	0.0
50615	10.0	70.0
50614	110.0	22.0
50617	103.0	41.0
729894	0.0	0.0
50616	0.0	1.0
50619	566.0	427.0
50618	2531.0	3643.0
106479109	0.0	0.0
106479108	1.0	61.0
106479107	0.0	0.0
106479106	0.0	5.0
106479105	17.0	398.0
106479104	0.0	4.0
106479103	0.0	2.0
106479102	0.0	3.0
729898	1.0	0.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	27.0	41.0
646839	1.0	0.0
50626	3191.0	985.0
646837	18.0	14.0
50628	1291.0	1098.0
646851	141.0	482.0
260332	0.0	5.0
23089	969.0	331.0
260334	7.0	3.0
260337	0.0	711.0
260338	0.0	0.0
23081	756.0	1182.0
23082	1191.0	1294.0
100272228	174.0	1657.0
23085	2635.0	6435.0
23086	137.0	2225.0
23087	1368.0	501.0
50631	25.0	2.0
50632	3.0	7.0
646849	0.0	1.0
23080	2175.0	3997.0
50636	68.0	9040.0
50639	5.0	3.0
729830	372.0	851.0
644202	11.0	1.0
646864	0.0	2.0
646862	17.0	0.0
729838	3.0	8.0
23092	1349.0	2883.0
23093	1153.0	2373.0
23094	2394.0	2772.0
23095	2972.0	4990.0
23096	1270.0	671.0
23097	948.0	6140.0
729828	0.0	15.0
23098	687.0	946.0
50640	2114.0	916.0
23099	719.0	1393.0
730811	0.0	4.0
23090	521.0	1157.0
23091	4632.0	5634.0
11081	0.0	6.0
50649	742.0	445.0
11080	937.0	763.0
11083	3353.0	4189.0
729862	0.0	3.0
11082	137.0	71.0
11085	2.0	5.0
644213	4.0	2.0
100286844	45.0	99.0
646875	0.0	0.0
644214	0.0	0.0
11086	34.0	28.0
646873	0.0	1.0
23067	2295.0	2078.0
23060	2657.0	7151.0
23061	6411.0	3337.0
23062	5886.0	4228.0
23063	2035.0	2620.0
23064	4021.0	7161.0
23065	2221.0	3239.0
50651	160.0	103.0
100272205	15.0	628.0
23066	404.0	380.0
50650	1855.0	1399.0
50652	8.0	10421.0
11092	610.0	196.0
644220	11.0	30.0
11091	1263.0	884.0
11094	1326.0	291.0
729852	1113.0	660.0
11093	341.0	148.0
11096	760.0	1527.0
11095	471.0	261.0
11098	4214.0	4163.0
11097	719.0	576.0
646884	0.0	0.0
23078	1324.0	2739.0
729857	27.0	31.0
23070	2239.0	2184.0
23071	5573.0	2214.0
23072	24.0	557.0
