id	913e6383-a422-4429-8385-c5ad8d90386c	d3f4a547-c742-4ed5-9cee-227735f77891
170958	725.0	1221.0
100132772	0.0	0.0
169966	6.0	21.0
170954	3327.0	1825.0
100132774	31.0	45.0
100132778	0.0	0.0
348910	0.0	0.0
101060691	380.0	802.0
143371	13.0	21.0
101241875	0.0	0.0
101241877	0.0	0.0
101241878	0.0	0.0
202559	15.0	8.0
143384	2988.0	5238.0
100132795	1.0	1.0
100132796	0.0	0.0
143379	100.0	29.0
503497	0.0	2.0
157956	25.0	35.0
442075	70.0	127.0
442078	0.0	3.0
145978	1.0	0.0
100423005	0.0	0.0
100423006	0.0	0.0
100423009	0.0	0.0
102467005	0.0	0.0
100423008	0.0	0.0
102467004	0.0	0.0
102467003	0.0	5.0
101926888	63.0	136.0
100130197	2.0	4.0
100130196	0.0	0.0
170949	0.0	0.0
100130192	1.0	0.0
100130190	5.0	4.0
145989	0.0	1.0
100423001	0.0	0.0
100423000	0.0	1.0
100423003	0.0	0.0
100423016	0.0	0.0
100423015	0.0	0.0
100423018	0.0	0.0
100423017	0.0	0.0
101926890	0.0	0.0
100423019	0.0	0.0
101926895	5.0	22.0
101926896	10.0	33.0
100130187	0.0	0.0
442097	9.0	9.0
442098	0.0	1.0
100129193	0.0	0.0
100129196	70.0	109.0
100129195	571.0	385.0
100129192	0.0	0.0
100423012	0.0	1.0
100423011	1.0	1.0
100423014	0.0	0.0
100129199	0.0	1.0
100423013	0.0	0.0
647187	0.0	0.0
6906	0.0	9.0
202134	86.0	119.0
6905	1111.0	1043.0
6908	754.0	935.0
6907	13073.0	9215.0
6909	2170.0	1219.0
6900	75.0	111.0
6902	3732.0	5064.0
6901	583.0	582.0
6904	3707.0	6531.0
6903	1342.0	1365.0
253714	444.0	649.0
100288436	0.0	1.0
647195	0.0	1.0
100288432	63.0	59.0
6917	3685.0	4446.0
100462767	0.0	1.0
6916	1714.0	1299.0
6919	2386.0	2220.0
6918	0.0	0.0
647190	1.0	1.0
100653489	1.0	7.0
6911	130.0	87.0
6910	1127.0	468.0
6913	5.0	60.0
253724	14.0	34.0
6915	306.0	153.0
253725	1779.0	2469.0
100288428	55.0	33.0
100288425	0.0	0.0
100288420	0.0	0.0
6928	337.0	310.0
6927	3.0	23.0
6929	2371.0	3578.0
202151	1288.0	1691.0
6920	4056.0	7901.0
6922	28.0	15.0
6921	1619.0	1922.0
6924	2888.0	5678.0
6923	6356.0	5195.0
6926	15606.0	29695.0
100462732	0.0	0.0
6925	5265.0	5918.0
6940	367.0	555.0
100288413	63.0	235.0
6939	14.0	10.0
6938	6243.0	7304.0
6932	983.0	548.0
6935	4599.0	2073.0
6934	1807.0	2551.0
6936	1259.0	2599.0
100288405	0.0	0.0
100462790	0.0	0.0
6950	8537.0	12151.0
165055	151.0	239.0
6949	2599.0	3887.0
100462799	0.0	0.0
6942	2262.0	5162.0
100132601	0.0	4.0
100462792	0.0	0.0
6941	826.0	762.0
6944	2094.0	2635.0
100462794	32.0	46.0
6943	3075.0	1342.0
100462793	0.0	0.0
6945	2561.0	3853.0
192670	1751.0	2244.0
100462795	1.0	0.0
100132606	0.0	0.0
6948	1816.0	1121.0
6947	100.0	80.0
100462797	0.0	4.0
6960	0.0	0.0
6962	3.0	6.0
4300	1398.0	3125.0
6961	0.0	0.0
6953	0.0	2.0
6954	4.0	22.0
6956	7.0	0.0
100132617	0.0	0.0
6959	0.0	0.0
100132618	2.0	5.0
253769	395.0	679.0
192683	921.0	1188.0
6958	0.0	0.0
100132619	0.0	0.0
107075180	5.0	2.0
6971	0.0	0.0
107075181	0.0	0.0
6970	1.0	1.0
107075182	0.0	1.0
6973	2.0	3.0
107075183	0.0	0.0
4311	26555.0	91716.0
6972	6.0	129.0
107075184	0.0	0.0
107075185	2.0	3.0
107075186	0.0	0.0
107075187	0.0	0.0
107075188	0.0	0.0
107075189	0.0	0.0
165082	56.0	83.0
100144604	25.0	150.0
100144603	24.0	46.0
100144602	33.0	81.0
4301	5192.0	24085.0
253738	168.0	143.0
4302	9369.0	14046.0
4303	2984.0	2502.0
6966	1141.0	33260.0
100462772	7.0	6.0
6968	0.0	0.0
4306	1478.0	1678.0
6967	189.0	1487.0
4308	3.0	0.0
6969	0.0	0.0
6980	2.0	16.0
107075190	0.0	3.0
107075191	0.0	0.0
6982	0.0	0.0
107075192	0.0	0.0
4320	175.0	658.0
6981	26.0	95.0
107075193	0.0	0.0
6984	179.0	436.0
107075194	1.0	0.0
4321	452.0	81.0
4322	214.0	413.0
6983	39.0	3888.0
107075195	0.0	0.0
107075196	0.0	0.0
107075197	0.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	4.0	7.0
100462788	0.0	2.0
192666	0.0	2.0
100132630	1.0	2.0
192668	567.0	423.0
192669	1592.0	2073.0
6975	0.0	2.0
153090	5833.0	8387.0
4312	706.0	89.0
4313	14250.0	8818.0
6974	4.0	40.0
4314	9.0	6.0
6977	9.0	40.0
6976	5.0	19.0
100462782	0.0	1.0
4316	17793.0	1603.0
6979	1.0	9.0
100462785	0.0	0.0
4317	12.0	1.0
6978	7.0	67.0
4318	938.0	166.0
100462787	0.0	2.0
4319	1067.0	616.0
100462786	0.0	0.0
6991	77.0	72.0
100616468	0.0	0.0
6990	2373.0	2026.0
647107	0.0	1.0
100616469	0.0	3.0
6993	3183.0	3274.0
4330	1031.0	1073.0
4331	776.0	1016.0
6992	5008.0	5615.0
107075160	0.0	0.0
100616467	0.0	1.0
4332	764.0	350.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	0.0	0.0
107075162	0.0	0.0
100616465	0.0	0.0
107075163	0.0	0.0
107075164	0.0	0.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	2.0	7.0
107075166	0.0	0.0
107075167	0.0	0.0
107075168	0.0	1.0
107075169	3.0	13.0
100873958	0.0	0.0
100873957	1.0	0.0
4323	11504.0	8286.0
6986	1.0	2.0
100873952	0.0	1.0
4324	1427.0	3285.0
6985	0.0	4.0
100873951	0.0	0.0
6988	3626.0	5267.0
4325	328.0	294.0
100873950	0.0	0.0
4326	197.0	94.0
6987	42.0	163.0
4327	488.0	317.0
100873956	7.0	19.0
100873955	9.0	5.0
4329	3723.0	14151.0
100873954	6.0	8.0
100873953	0.0	0.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	1062.0	2069.0
4340	0.0	1.0
100616458	0.0	0.0
107075170	0.0	2.0
100616455	0.0	0.0
4342	1.0	0.0
107075171	0.0	1.0
100616456	0.0	0.0
4343	2393.0	4552.0
107075172	45.0	40.0
100616453	0.0	0.0
107075173	0.0	0.0
100616454	0.0	0.0
64689	3360.0	4473.0
107075174	0.0	0.0
100616451	0.0	0.0
107075175	0.0	0.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	0.0	0.0
100616450	0.0	0.0
107075178	3.0	0.0
107075179	0.0	2.0
650747	0.0	2.0
100873949	17.0	4.0
100873948	0.0	1.0
100873947	0.0	1.0
100873946	0.0	0.0
100873941	0.0	3.0
6997	9.0	2.0
4335	1605.0	2691.0
6996	864.0	1387.0
100873940	3.0	1.0
6999	18.0	18.0
4336	3.0	2.0
4337	1167.0	798.0
6998	2.0	1.0
4338	2895.0	2476.0
100873945	0.0	0.0
100873944	0.0	0.0
100873943	0.0	0.0
100873942	4.0	1.0
100616448	0.0	0.0
100616449	0.0	0.0
4350	2023.0	1757.0
100616446	0.0	0.0
4351	2571.0	4345.0
64693	0.0	0.0
100616447	0.0	0.0
4352	53.0	42.0
100873970	0.0	0.0
4353	49.0	15.0
647123	0.0	0.0
4354	2166.0	1495.0
4355	1736.0	799.0
107075141	3778.0	3505.0
100616440	0.0	0.0
64699	104.0	73.0
107075142	1.0	6.0
100616441	0.0	0.0
107075143	0.0	1.0
647121	68.0	100.0
107075144	0.0	0.0
107075145	0.0	0.0
107075146	0.0	0.0
107075147	0.0	0.0
107075148	5.0	0.0
107075138	0.0	0.0
107075139	0.0	0.0
100873979	43.0	8.0
4345	2028.0	764.0
100873974	7.0	12.0
100873973	1.0	0.0
100873972	0.0	0.0
100873978	2.0	2.0
100873977	0.0	0.0
100873976	0.0	2.0
100873975	1.0	0.0
100616437	0.0	0.0
4360	1240.0	758.0
100616438	0.0	0.0
4361	1583.0	2492.0
100616435	0.0	1.0
4362	1.0	1.0
100616436	0.0	0.0
4363	4086.0	11042.0
100616433	0.0	0.0
100616434	0.0	1.0
647135	89.0	98.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	0.0
100616432	0.0	0.0
107075152	0.0	0.0
107075153	0.0	3.0
100616430	1.0	2.0
107075154	0.0	0.0
107075155	0.0	0.0
107075156	0.0	0.0
107075157	0.0	2.0
107075158	2.0	1.0
107075159	0.0	0.0
107075149	0.0	0.0
100873969	5.0	115.0
100288493	0.0	0.0
253782	2107.0	2209.0
100653423	0.0	1.0
4356	296.0	345.0
100873963	0.0	0.0
4357	2219.0	3715.0
100873962	16.0	33.0
4358	2230.0	2570.0
4359	1311.0	154.0
100873960	0.0	0.0
100873967	1.0	1.0
100873966	0.0	0.0
100873965	1.0	4.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	4.0	1.0
647144	0.0	0.0
100873991	4.0	12.0
650794	94.0	123.0
100873990	2.0	2.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	1.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	0.0	0.0
100288486	0.0	0.0
107075126	0.0	0.0
100288483	0.0	1.0
107075116	15.0	8.0
107075117	17.0	23.0
107075118	0.0	0.0
107075119	0.0	0.0
100873995	1.0	1.0
100873994	0.0	0.0
100873993	2.0	0.0
100873998	0.0	2.0
100873997	2.0	0.0
348567	0.0	0.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	0.0	0.0
647156	0.0	0.0
647158	0.0	0.0
100616498	0.0	0.0
107075130	8.0	16.0
100616495	0.0	0.0
107075131	1.0	1.0
107075132	0.0	1.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	0.0	0.0
107075134	0.0	2.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	82.0	75.0
107075137	0.0	0.0
100616490	0.0	1.0
107075127	0.0	0.0
107075128	0.0	0.0
107075129	0.0	0.0
100288470	0.0	0.0
100873985	53.0	28.0
100873984	0.0	0.0
100873983	1.0	0.0
100873982	1.0	0.0
100873989	0.0	0.0
100873988	0.0	0.0
100873987	1.0	0.0
100873986	1.0	1.0
647166	0.0	0.0
100616488	0.0	0.0
647167	20.0	30.0
100616489	0.0	0.0
100616486	0.0	0.0
647169	0.0	1.0
100616487	0.0	0.0
647162	0.0	2.0
100616484	0.0	0.0
100616485	0.0	0.0
100616482	1.0	1.0
107075100	0.0	0.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	1.0
107075102	0.0	0.0
100616481	0.0	0.0
100288463	0.0	2.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	2.0	3.0
647177	0.0	0.0
100616477	46.0	153.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	0.0	0.0
100616473	0.0	0.0
647174	13.0	13.0
100616474	0.0	0.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	0.0	1.0
107075111	0.0	0.0
107075112	0.0	0.0
107075113	1.0	1.0
100616470	0.0	0.0
107075114	2.0	1.0
107075115	0.0	2.0
107075105	0.0	0.0
100288451	0.0	2.0
107075108	9.0	5.0
107075109	0.0	0.0
348654	310.0	736.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	0.0	0.0
107075201	0.0	3.0
107075202	0.0	0.0
107075203	0.0	0.0
100129061	2.0	2.0
118672	216.0	301.0
100129060	35.0	52.0
118670	0.0	0.0
348645	39.0	19.0
100129067	3.0	4.0
64601	2087.0	3029.0
64600	7.0	117.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	3.0	3.0
107075212	0.0	1.0
107075213	0.0	0.0
100130042	1.0	0.0
107075214	0.0	2.0
107075204	0.0	0.0
118663	5.0	1.0
143630	32.0	24.0
107075205	0.0	0.0
100129050	2.0	0.0
107075206	0.0	0.0
107075207	0.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	0.0
131669	2.0	1.0
100129040	0.0	0.0
100129049	0.0	10.0
100129045	0.0	0.0
100130029	0.0	1.0
373509	2.0	21.0
100129031	0.0	0.0
100129032	18.0	163.0
100130017	0.0	1.0
100130015	20.0	44.0
100130014	0.0	3.0
131601	2061.0	2819.0
100129023	0.0	0.0
100130009	6.0	23.0
128025	6.0	8.0
64641	26.0	466.0
100130006	0.0	0.0
100616530	13.0	10.0
64645	4211.0	5416.0
116039	4021.0	2138.0
100130003	70.0	75.0
100130002	0.0	1.0
64648	0.0	0.0
131616	861.0	791.0
100129013	0.0	0.0
100129008	0.0	0.0
64651	10290.0	10218.0
100129007	0.0	1.0
100129009	2.0	1.0
116028	235.0	343.0
204801	4.0	1.0
100129004	1.0	1.0
100129005	1.0	0.0
64663	0.0	0.0
128077	3694.0	2547.0
167681	227.0	99.0
100132641	2.0	1.0
100132645	0.0	2.0
116092	1623.0	1182.0
116093	4.0	1.0
128061	497.0	444.0
100132656	0.0	2.0
116085	0.0	0.0
204851	5540.0	8581.0
116071	299.0	199.0
167691	770.0	673.0
116064	3715.0	8549.0
100132672	2.0	1.0
100132673	0.0	1.0
116068	1887.0	2277.0
100132677	6.0	8.0
100130099	0.0	0.0
100130097	22.0	30.0
143662	202.0	242.0
100132681	0.0	0.0
100132683	0.0	2.0
100130090	0.0	1.0
100130086	0.0	0.0
100129094	4.0	5.0
143678	3.0	5.0
100132699	0.0	0.0
100130079	11.0	10.0
100130074	0.0	0.0
143684	523.0	879.0
100129086	2.0	1.0
100129080	0.0	0.0
143689	109.0	83.0
143686	4640.0	5204.0
153020	809.0	774.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	211.0	214.0
100130060	0.0	0.0
202243	1172.0	3613.0
100129074	0.0	0.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	5650.0	6484.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	0.0	1.0
647076	18.0	10.0
100462880	10.0	30.0
100462881	0.0	0.0
100462886	0.0	1.0
100288307	1.0	0.0
647085	1.0	0.0
100653396	0.0	0.0
647087	3313.0	5249.0
647081	0.0	1.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	0.0	1.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	1.0
100616394	0.0	0.0
647099	176.0	172.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	1.0
100616390	0.0	0.0
100616391	0.0	0.0
100462866	0.0	4.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	14668.0	5506.0
202299	6.0	1.0
104355426	86.0	148.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	1.0	2.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	3.0	2.0
4430	2629.0	9935.0
100132501	29.0	20.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	397.0	960.0
346085	3.0	4.0
100132510	0.0	0.0
4435	443.0	731.0
4436	1402.0	2354.0
4437	1417.0	2477.0
4438	11.0	7.0
4439	43.0	201.0
253868	369.0	194.0
64793	407.0	692.0
100616347	0.0	0.0
64792	2217.0	3111.0
100616348	0.0	1.0
64795	3609.0	6770.0
64794	703.0	1193.0
100616346	0.0	0.0
100616343	0.0	0.0
100616344	0.0	0.0
64799	123.0	243.0
100616341	0.0	0.0
64798	1611.0	1994.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	106.0	67.0
103625683	0.0	1.0
100616336	0.0	0.0
103625684	0.0	0.0
100616337	0.0	0.0
103625681	20.0	45.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	1.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	224.0	88.0
100616327	0.0	0.0
100616328	0.0	0.0
650655	20.0	30.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	2.0	2.0
100616321	0.0	0.0
100616322	0.0	0.0
647000	2.0	1.0
100628307	0.0	0.0
100288380	4.0	2.0
86123	75.0	97.0
100616329	0.0	0.0
4481	876.0	487.0
100616317	0.0	1.0
4482	928.0	570.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	1.0
100616312	0.0	0.0
4485	103.0	188.0
647013	0.0	0.0
100616313	0.0	0.0
4486	253.0	200.0
100616310	0.0	0.0
4487	131.0	181.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	97350.0	106080.0
4478	21516.0	11825.0
4479	6.0	4.0
647009	66.0	83.0
100616318	9.0	85.0
100616319	0.0	0.0
4493	4400.0	5169.0
4494	1681.0	1658.0
4495	6333.0	4748.0
100616389	0.0	0.0
647024	2023.0	5364.0
4496	414.0	132.0
100616387	0.0	0.0
4498	16.0	3.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	1.0
100616384	0.0	0.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	2.0	1.0
4490	3.0	0.0
100616380	0.0	2.0
4488	817.0	323.0
4489	142.0	29.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	37.0	25.0
100616374	0.0	0.0
100616375	0.0	0.0
647033	9.0	12.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	101.0	1240.0
4499	761.0	569.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	1.0	4.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	23.0	32.0
100288346	7.0	1.0
100616361	0.0	0.0
647044	0.0	0.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	0.0	1.0
118611	8.0	1.0
346007	67.0	115.0
100616358	0.0	0.0
100616359	0.0	2.0
100616356	0.0	0.0
100616354	0.0	2.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	0.0	0.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	54.0	92.0
647051	0.0	3.0
100288330	0.0	0.0
100303491	14.0	4.0
64711	125.0	49.0
64710	24855.0	35120.0
64714	9.0	18.0
64708	1652.0	2115.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	278.0	3403.0
348761	0.0	40.0
100506084	16.0	21.0
64726	1.0	2.0
64725	0.0	2.0
64718	752.0	1383.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	1.0	2.0
348751	74.0	185.0
131544	2171.0	3613.0
64735	0.0	0.0
103283057	1.0	2.0
100533695	0.0	1.0
64744	2604.0	3620.0
64743	4510.0	5663.0
64746	3666.0	4890.0
64745	961.0	1186.0
64748	2383.0	3879.0
64747	3570.0	6010.0
348738	0.0	0.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	1.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	0.0
100616422	0.0	0.0
64750	2098.0	3371.0
100616423	0.0	0.0
100533676	6.0	10.0
64753	2168.0	1505.0
100616420	0.0	0.0
100616421	0.0	0.0
64755	3051.0	4795.0
64754	277.0	333.0
64757	2032.0	6159.0
100506050	0.0	0.0
64756	3276.0	4929.0
64759	5410.0	11222.0
100506054	396.0	323.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	0.0	2.0
100616429	0.0	0.0
100506049	0.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	3200.0	3182.0
100616413	0.0	0.0
100616414	0.0	0.0
100506046	35.0	34.0
64762	795.0	2017.0
64761	1394.0	2818.0
64764	6970.0	21155.0
64763	1241.0	1640.0
100616410	0.0	0.0
64766	1083.0	1183.0
64768	264.0	469.0
64769	4851.0	8898.0
100533682	0.0	1.0
100616417	6.0	4.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	8026.0	9895.0
100616402	0.0	0.0
64770	1041.0	2492.0
100616403	0.0	0.0
64773	1062.0	2067.0
100616400	0.0	0.0
64772	979.0	1606.0
100616401	0.0	3.0
64777	2371.0	3021.0
64776	958.0	707.0
64779	835.0	1318.0
64778	3952.0	6839.0
100506080	16.0	17.0
88745	1913.0	2263.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	2480.0	1753.0
100533668	6.0	25.0
64782	1526.0	2272.0
64781	2818.0	1926.0
100506068	16.0	6.0
64784	3784.0	4145.0
100533664	1.0	0.0
64783	563.0	1032.0
100533665	1.0	1.0
64786	2940.0	4066.0
100533666	0.0	0.0
64785	205.0	311.0
64788	1140.0	1523.0
64787	2853.0	5417.0
100506061	0.0	0.0
64789	279.0	309.0
100506060	28.0	66.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	1.0	1.0
100506013	99.0	506.0
100506012	106.0	106.0
167555	83.0	94.0
100132520	1.0	0.0
100132526	7.0	16.0
100132529	2.0	3.0
100533646	5.0	10.0
100506003	21.0	17.0
100533642	52.0	134.0
100506007	53.0	102.0
100506001	15.0	10.0
100506000	0.0	3.0
204962	426.0	225.0
100462800	0.0	0.0
100132534	0.0	0.0
100132537	0.0	0.0
100506035	17.0	1.0
202309	165.0	86.0
100506039	0.0	0.0
100506033	479.0	581.0
100533619	2.0	3.0
100132541	0.0	0.0
100533624	0.0	0.0
100506025	5.0	4.0
100506020	8.0	4.0
131566	2515.0	2617.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	709.0	1128.0
100462832	0.0	0.0
100132562	2.0	1.0
100132565	2.0	0.0
100462838	0.0	0.0
100462830	0.0	0.0
131572	0.0	0.0
131578	38.0	21.0
100462843	0.0	0.0
131583	1238.0	1966.0
100462809	2.0	3.0
143570	487.0	998.0
100132580	20.0	7.0
100462811	0.0	0.0
100462810	0.0	2.0
100462813	4.0	5.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	13.0	20.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	1.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	1587.0	1600.0
170689	297.0	315.0
170688	0.0	1.0
100462990	1.0	0.0
155061	1090.0	2271.0
131096	53.0	111.0
155066	3181.0	16398.0
170680	2.0	4.0
100533800	7.0	4.0
169693	741.0	289.0
170679	32.0	33.0
100036567	0.0	0.0
155051	27.0	13.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	365.0	483.0
143098	1579.0	2747.0
4507	2160.0	2961.0
4508	176468.0	181726.0
4509	12822.0	17238.0
100462977	4.0	3.0
4500	604.0	624.0
4501	4374.0	3571.0
4502	9741.0	8569.0
4503	38.0	21.0
4504	22.0	6.0
4520	1183.0	2278.0
4519	248781.0	248377.0
170690	8.0	21.0
4511	12.0	14.0
4512	549661.0	580374.0
100462981	0.0	0.0
4513	202520.0	234898.0
4514	273764.0	265931.0
100462983	2.0	4.0
4515	65.0	76.0
170692	88.0	51.0
100462985	0.0	0.0
170691	120.0	169.0
253512	1927.0	2256.0
4521	434.0	533.0
4522	2932.0	4867.0
157680	2993.0	5781.0
4523	10.0	19.0
4524	1595.0	4388.0
4528	1604.0	2723.0
155006	72.0	60.0
4540	177022.0	199167.0
4541	59017.0	65502.0
157667	1.0	0.0
4542	1132.0	773.0
4534	1224.0	1620.0
4535	166896.0	148947.0
4536	155024.0	162699.0
4537	62359.0	55691.0
4538	502299.0	499766.0
4539	30209.0	32891.0
157697	624.0	925.0
4550	333838.0	216548.0
155038	1036.0	946.0
4552	2247.0	1954.0
4553	0.0	0.0
4543	0.0	0.0
4544	0.0	1.0
4547	44.0	20.0
100036575	0.0	1.0
4548	3542.0	3764.0
100036574	0.0	0.0
4549	33502.0	20263.0
131076	389.0	794.0
4563	0.0	1.0
4564	1.0	1.0
4555	0.0	0.0
4556	1.0	2.0
4558	2.0	1.0
157695	1072.0	2199.0
157693	2.0	37.0
4570	0.0	0.0
348378	19.0	5.0
4571	2946.0	2224.0
4572	0.0	0.0
4573	0.0	1.0
4574	0.0	0.0
4575	0.0	0.0
100288287	0.0	0.0
100288283	0.0	1.0
4565	1.0	0.0
4566	0.0	0.0
4567	3.0	3.0
4568	0.0	0.0
253559	483.0	5637.0
4569	1.0	1.0
253558	1161.0	4307.0
4580	676.0	895.0
4581	72.0	138.0
4582	933.0	2977.0
4583	10.0	196.0
4584	834.0	745.0
4585	3531.0	5483.0
4586	20.0	63.0
4576	1.0	3.0
4577	1.0	0.0
4578	0.0	0.0
4579	34.0	14.0
4591	1788.0	2800.0
4593	2.0	1.0
4594	2549.0	6146.0
4595	426.0	488.0
4597	1259.0	2036.0
100288264	0.0	0.0
4588	5.0	1230.0
4589	7.0	0.0
100288252	3.0	6.0
4598	1083.0	1697.0
4599	3228.0	3105.0
100288248	0.0	0.0
650560	0.0	2.0
348327	200.0	242.0
100288235	3.0	0.0
100288227	0.0	0.0
253582	0.0	0.0
100288222	0.0	0.0
64834	4671.0	5533.0
64838	1280.0	718.0
64837	2495.0	3695.0
100132487	0.0	0.0
64841	1656.0	8351.0
64840	587.0	601.0
64843	205.0	122.0
64844	4536.0	4774.0
64847	4704.0	5302.0
64849	749.0	3075.0
64848	1456.0	2206.0
64839	2336.0	2276.0
64850	2.0	5.0
64852	531.0	1091.0
64854	1385.0	2534.0
64853	1681.0	1218.0
64856	17862.0	10944.0
64855	14550.0	24424.0
64858	386.0	532.0
64857	1404.0	1149.0
64859	569.0	547.0
387911	5.0	30.0
387914	179.0	459.0
100144494	2.0	5.0
64860	890.0	1382.0
64863	671.0	804.0
133619	3932.0	8465.0
64864	1536.0	2744.0
64866	2306.0	3970.0
133615	0.0	0.0
100506172	0.0	0.0
387933	5.0	5.0
100533794	0.0	0.0
387934	0.0	4.0
100533790	1.0	7.0
100506169	19.0	28.0
64881	5.0	9.0
375940	0.0	0.0
399939	0.0	0.0
100506161	74.0	78.0
100506164	2.0	3.0
399937	0.0	1.0
387921	1305.0	1400.0
100288198	119.0	110.0
100288195	0.0	0.0
387923	351.0	146.0
387924	4.0	0.0
64895	1273.0	1367.0
100506195	0.0	2.0
64897	1118.0	1173.0
399909	3166.0	6647.0
100288185	0.0	1.0
100288179	0.0	5.0
121601	674.0	439.0
100288173	0.0	0.0
100506190	3451.0	6119.0
399965	6.0	12.0
399967	0.0	18.0
101060111	0.0	0.0
100506134	6.0	3.0
100533754	0.0	0.0
157638	2034.0	6437.0
399968	0.0	25.0
169611	1288.0	1653.0
145645	1.0	10.0
100132402	0.0	2.0
100132403	1.0	4.0
100132406	94.0	167.0
387978	1.0	0.0
100506126	0.0	4.0
399972	115.0	216.0
157627	0.0	0.0
399979	6163.0	10183.0
121665	3457.0	5047.0
100132415	12.0	21.0
100132417	14.0	7.0
133688	12.0	9.0
399942	14.0	15.0
100506157	17.0	17.0
100533731	0.0	0.0
133686	2831.0	3212.0
157657	241.0	416.0
399940	0.0	0.0
170627	1.0	0.0
170626	1.0	0.0
399947	50.0	7.0
399949	13.0	10.0
399948	4176.0	8281.0
100132420	0.0	1.0
100132421	0.0	0.0
170622	4968.0	2997.0
133690	2.0	12.0
131034	2999.0	11349.0
399950	2.0	1.0
101060105	1.0	2.0
