id	fa85b238-f8d6-4c71-b5e0-fdba959b4122	7852bfcc-9d96-4a25-8c4c-feec90f9c21f
104355151	0.0	1.0
104355152	14.0	1.0
338739	4.0	2.0
652991	0.0	0.0
101290501	2.0	0.0
101290500	1.0	0.0
100132247	36.0	518.0
121838	6.0	10.0
100132251	0.0	0.0
145814	11.0	10.0
100132264	0.0	0.0
100132268	0.0	0.0
145820	93.0	6.0
157807	1.0	0.0
338821	0.0	0.0
100132273	94.0	77.0
338811	118.0	39.0
338817	72.0	85.0
145837	216.0	409.0
375719	1.0	0.0
100132288	124.0	21.0
100132289	0.0	0.0
338809	6.0	0.0
101060321	0.0	0.0
100132291	18.0	2.0
375704	265.0	18.0
100132295	0.0	0.0
50484	1959.0	780.0
50486	705.0	198.0
50485	1548.0	788.0
50488	3881.0	2057.0
50487	9.0	5.0
50489	352.0	10.0
387712	30.0	5.0
387718	3.0	0.0
387715	0.0	4.0
652904	0.0	0.0
101060301	0.0	0.0
387700	24.0	1.0
387707	4.0	0.0
387703	2.0	0.0
107063611	0.0	0.0
100506377	1.0	0.0
100506376	2.0	0.0
107063612	0.0	0.0
101060351	0.0	0.0
375759	21.0	10.0
399726	77.0	30.0
101928969	52.0	7.0
375757	1452.0	1319.0
387733	0.0	0.0
100533990	0.0	1.0
375743	1102.0	430.0
100506365	1183.0	386.0
101928971	0.0	0.0
157869	2036.0	59.0
143241	0.0	0.0
375748	870.0	286.0
169841	82.0	84.0
387723	216.0	118.0
375775	2627.0	12579.0
100506392	126.0	56.0
399708	0.0	0.0
100506390	0.0	0.0
399706	42.0	0.0
101928989	1.0	4.0
100506394	114.0	15.0
143244	251.0	541.0
387755	7.0	0.0
387751	212.0	52.0
100533970	29.0	34.0
387758	557.0	317.0
101928991	0.0	0.0
100506380	631.0	849.0
100506385	50.0	0.0
101928999	0.0	0.0
399717	8.0	0.0
387745	4.0	12.0
170850	12.0	22.0
387742	0.0	0.0
387747	10.0	8.0
387748	0.0	0.0
100506334	708.0	957.0
100533955	0.0	0.0
100533952	5.0	0.0
100506330	25.0	12.0
101928922	0.0	0.0
4804	4371.0	180.0
387778	2.0	4.0
4807	12.0	5.0
4808	15.0	0.0
100132201	4.0	0.0
4809	7409.0	6260.0
387775	3.0	4.0
100134869	22.0	23.0
4800	1149.0	950.0
4801	2820.0	889.0
4802	3714.0	2613.0
4803	35.0	23.0
133874	4.0	0.0
399774	0.0	0.0
100506328	32.0	0.0
100506325	105.0	41.0
101928931	33.0	11.0
4815	99.0	35.0
4817	1503.0	583.0
4818	299.0	85.0
387763	802.0	375.0
145853	329.0	179.0
375791	123.0	206.0
145858	0.0	0.0
375790	8462.0	5038.0
4810	694.0	47.0
4811	8026.0	363.0
4814	4514.0	1766.0
373159	2.0	0.0
100506356	0.0	0.0
101060376	89.0	328.0
399746	0.0	0.0
373156	5901.0	4464.0
157855	6.0	6.0
170825	0.0	0.0
101928941	0.0	0.0
399748	12.0	4.0
4826	49.0	6.0
4828	160.0	160.0
4829	1.0	0.0
169834	79.0	51.0
145864	825.0	46.0
4820	2253.0	3739.0
4821	1.0	20.0
4824	48345.0	55224.0
4825	0.0	0.0
100506343	3.0	0.0
157848	3.0	0.0
4837	2320.0	1301.0
4838	6.0	0.0
145873	71.0	121.0
4839	1411.0	2351.0
387787	112.0	56.0
100132234	7.0	0.0
4830	1439.0	2666.0
4831	3529.0	2285.0
4832	4127.0	7279.0
4833	14047.0	23222.0
4835	1975.0	2308.0
4836	5063.0	2932.0
650236	0.0	0.0
102467146	35.0	25.0
4850	1293.0	898.0
4848	2891.0	1943.0
4849	2860.0	2292.0
143187	733.0	456.0
4841	15925.0	9489.0
4842	551.0	7.0
4843	37.0	1.0
155185	17.0	12.0
155184	16.0	10.0
4846	489.0	133.0
192111	1366.0	1098.0
4860	388.0	349.0
4861	30.0	42.0
167153	1380.0	569.0
192127	0.0	0.0
100421090	0.0	0.0
192128	0.0	0.0
4851	3916.0	362.0
4852	8913.0	360853.0
4853	6566.0	1187.0
4854	5361.0	1330.0
100506527	5.0	0.0
100421096	0.0	0.0
4855	1879.0	527.0
100421097	13.0	21.0
4856	1003.0	427.0
4857	162.0	226.0
4858	138.0	102.0
100506555	18.0	1.0
4871	0.0	0.0
2210	15.0	5.0
649264	56.0	15.0
2207	663.0	333.0
2206	278.0	90.0
2205	198.0	9.0
101928904	0.0	0.0
2204	2.0	2.0
2203	1265.0	3674.0
2202	5446.0	397.0
2201	233.0	14.0
2200	4230.0	373.0
4862	970.0	1315.0
4863	613.0	253.0
4864	1423.0	515.0
4867	390.0	198.0
2209	87.0	44.0
4868	3.0	0.0
2208	36.0	9.0
4869	24238.0	12273.0
100506542	145.0	58.0
4880	828.0	10.0
4881	315.0	180.0
4882	1359.0	433.0
4883	1454.0	76.0
2220	35.0	52.0
101928913	154.0	31.0
100506540	40.0	45.0
2218	655.0	518.0
2217	8451.0	1419.0
2216	0.0	0.0
2215	13.0	12.0
2214	761.0	98.0
2213	91.0	11.0
2212	493.0	152.0
4874	1.0	0.0
4875	26.0	7.0
4878	15.0	37.0
4879	0.0	0.0
2219	200.0	89.0
4891	2488.0	1770.0
4892	3.0	131.0
4893	1587.0	717.0
2232	1187.0	921.0
2231	2.0	0.0
2230	1018.0	474.0
649288	0.0	0.0
2229	0.0	0.0
2228	0.0	0.0
2227	0.0	1.0
204474	8.0	0.0
2224	2123.0	846.0
2222	5574.0	3094.0
4884	293.0	20.0
4885	384.0	8.0
4886	143.0	11.0
4887	0.0	2.0
4888	146.0	2.0
4889	1.0	0.0
131177	1358.0	2521.0
2243	0.0	0.0
2242	1396.0	274.0
2241	1207.0	193.0
649299	1.0	1.0
143162	10.0	1.0
2239	2211.0	137.0
2237	760.0	266.0
2236	0.0	0.0
2235	1921.0	1884.0
4897	233.0	20.0
4898	5823.0	6162.0
4899	981.0	648.0
131185	2.0	0.0
2254	1.0	11.0
2253	0.0	0.0
2252	2251.0	86.0
2251	0.0	0.0
2250	0.0	0.0
2249	0.0	0.0
2248	0.0	0.0
2247	1590.0	118.0
2246	278.0	26.0
2245	1189.0	168.0
2244	2.0	0.0
100506516	91.0	267.0
2264	368.0	383.0
348262	7013.0	7349.0
2263	3442.0	96.0
2262	1.0	6.0
2261	497.0	486.0
2260	11438.0	1290.0
169792	713.0	128.0
613227	3.0	0.0
2259	20.0	48.0
2258	1327.0	729.0
167127	93.0	3.0
2257	93.0	181.0
2256	6.0	0.0
2255	261.0	17.0
100506506	0.0	0.0
348254	1.0	0.0
2275	2081.0	664.0
2274	10820.0	1009.0
2273	23112.0	1308.0
2272	293.0	558.0
2271	2574.0	741.0
100132086	0.0	0.0
253430	288.0	178.0
2268	469.0	231.0
2267	6.0	3.0
2266	0.0	0.0
348249	4.0	0.0
2287	2535.0	1714.0
2286	7396.0	11048.0
2284	0.0	0.0
2283	0.0	0.0
2281	177.0	733.0
2280	12320.0	8495.0
2277	4.0	12.0
2290	0.0	0.0
348235	1787.0	545.0
2298	20.0	63.0
2297	5.0	83.0
2296	1070.0	124.0
2295	1725.0	102.0
2294	2420.0	307.0
2289	20445.0	7285.0
2288	8284.0	10469.0
2299	128.0	0.0
338879	0.0	0.0
338870	3.0	1.0
652873	0.0	0.0
253461	3924.0	1172.0
338872	4.0	45.0
192134	7.0	23.0
104054213	4.0	6.0
338862	0.0	0.0
338864	0.0	0.0
192146	7.0	5.0
100132121	0.0	6.0
100846978	63.0	5.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	0.0	0.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	1.0	0.0
100846996	0.0	0.0
100132142	1.0	0.0
100846999	0.0	0.0
338949	0.0	0.0
100132153	0.0	0.0
100132159	64.0	9.0
107063536	0.0	0.0
107063538	0.0	0.0
107063537	0.0	0.0
107063539	2.0	0.0
399804	69.0	67.0
399806	0.0	1.0
100132163	11.0	44.0
100132166	0.0	0.0
100132169	15.0	0.0
387815	0.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	0.0
399818	709.0	452.0
399814	6.0	3.0
100132173	0.0	0.0
338917	0.0	0.0
387804	57.0	6.0
375850	0.0	0.0
387837	4.0	0.0
387836	1.0	0.0
100132195	0.0	0.0
121727	0.0	0.0
157753	1.0	0.0
133789	0.0	0.0
101928840	0.0	0.0
100421008	0.0	0.0
100506492	0.0	47.0
613210	0.0	0.0
613211	1.0	0.0
613212	2.0	2.0
100506495	305.0	198.0
101928846	13.0	23.0
387856	60.0	15.0
387853	0.0	0.0
613209	0.0	0.0
121793	29.0	62.0
145767	121.0	18.0
100073347	4.0	4.0
399857	0.0	5.0
100421018	0.0	0.0
145781	46.0	0.0
613204	0.0	0.0
387845	27.0	2.0
145773	316.0	66.0
170712	0.0	0.0
387841	332.0	553.0
100134713	21.0	72.0
387849	16.0	19.0
157773	5.0	0.0
399823	8.0	3.0
131149	0.0	0.0
157777	43.0	143.0
399829	1.0	0.0
101928869	0.0	0.0
399827	0.0	5.0
4904	18373.0	6077.0
4905	1522.0	1270.0
4907	1211.0	161.0
4908	214.0	7.0
4909	334.0	5.0
145788	142.0	143.0
4900	205.0	204.0
4901	102.0	110.0
4902	92.0	59.0
155100	1.0	0.0
157769	1697.0	622.0
399839	0.0	0.0
4914	197.0	27.0
4915	1007.0	56.0
387867	31.0	29.0
4916	434.0	59.0
4917	11.0	0.0
4919	944.0	84.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	929.0	1161.0
50507	25.0	83.0
399888	0.0	0.0
100421046	0.0	0.0
50506	218.0	33.0
100421047	4.0	3.0
50509	503.0	135.0
50508	0.0	0.0
157713	1.0	0.0
100506457	0.0	0.0
133746	1700.0	1162.0
100506451	297.0	343.0
4925	4640.0	4522.0
4926	24936.0	32294.0
4927	1445.0	1056.0
4928	4609.0	2568.0
4929	314.0	167.0
387895	0.0	0.0
387893	3124.0	2611.0
50512	4074.0	14286.0
50511	23.0	14.0
4920	3317.0	214.0
4921	6134.0	446.0
50514	19.0	0.0
4922	31.0	0.0
4923	2.0	4.0
4924	34097.0	33694.0
50515	1385.0	196.0
100421045	4.0	0.0
100421057	2.0	0.0
100421058	0.0	0.0
100506443	0.0	2.0
387890	64.0	54.0
157708	1.0	0.0
4938	692.0	212.0
4939	1137.0	508.0
387885	19.0	197.0
387882	7206.0	353.0
4931	808.0	693.0
100421055	1.0	0.0
4935	348.0	165.0
100506475	0.0	0.0
157739	10.0	18.0
4947	5276.0	1501.0
4948	64.0	13.0
145741	53.0	19.0
100132100	0.0	0.0
101928827	0.0	0.0
100132101	0.0	0.0
100132103	2.0	0.0
100132104	0.0	0.0
169714	454.0	649.0
4940	1167.0	318.0
145748	437.0	184.0
4942	4880.0	379.0
4943	944.0	654.0
4946	20357.0	14865.0
399876	1.0	0.0
100506465	1.0	13.0
157724	3.0	2.0
100506469	332.0	347.0
131118	1223.0	762.0
100506462	44.0	64.0
4958	610.0	83.0
100132116	554.0	389.0
4951	0.0	0.0
100421072	0.0	0.0
4952	4054.0	2282.0
4953	9629.0	3866.0
399881	0.0	0.0
100421075	0.0	0.0
4954	3.0	0.0
4956	2.0	2.0
4957	2412.0	1616.0
100847022	0.0	0.0
100847023	0.0	0.0
100847020	0.0	0.0
286887	1.0	0.0
100847021	0.0	0.0
100847026	1.0	3.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	73.0	11.0
100847025	0.0	0.0
100847028	2.0	0.0
100847029	0.0	0.0
4969	8059.0	408.0
2306	216.0	44.0
2305	205.0	153.0
2304	107.0	3.0
2303	53.0	7.0
2302	89.0	714.0
284217	59.0	14.0
2301	6.0	11.0
2300	72.0	21.0
284215	33.0	86.0
2309	8079.0	3021.0
4967	9674.0	5991.0
2308	2356.0	515.0
4968	1009.0	779.0
2307	42.0	144.0
100847030	0.0	0.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	79.0	13.0
100847032	0.0	1.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	0.0	0.0
100847036	0.0	0.0
100862664	0.0	0.0
100862665	0.0	0.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	20441.0	21510.0
2316	339028.0	30964.0
2315	16.0	7.0
2314	9092.0	3470.0
100862662	79.0	13.0
2313	786.0	210.0
284207	804.0	430.0
2312	26.0	16.0
2311	0.0	0.0
2310	49.0	11.0
284203	0.0	0.0
4973	49.0	39.0
4974	9.0	0.0
4975	1.0	4.0
4976	3582.0	996.0
2319	14095.0	9890.0
4978	2.0	0.0
2318	50161.0	3514.0
100847040	0.0	0.0
100847041	1.0	0.0
4990	14.0	1.0
4991	0.0	0.0
4992	0.0	0.0
100847042	0.0	0.0
4993	7.0	10.0
100847043	0.0	0.0
2331	8353.0	7162.0
100862678	0.0	0.0
100847048	1.0	4.0
2330	469.0	1027.0
100862679	2.0	0.0
100847049	0.0	4.0
100847046	1.0	0.0
100847047	0.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	67.0	17.0
100862670	0.0	0.0
2327	1437.0	22.0
2326	31.0	0.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	904.0	266.0
2323	264.0	88.0
259239	0.0	0.0
2322	17.0	6.0
2321	2798.0	699.0
4983	1285.0	1050.0
4985	48.0	6.0
4986	146.0	59.0
4987	219.0	78.0
4988	0.0	0.0
2329	243.0	113.0
100847051	0.0	0.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	0.0	0.0
100847056	0.0	3.0
100847053	0.0	0.0
100847054	0.0	0.0
2342	846.0	604.0
100847059	0.0	1.0
2341	0.0	0.0
100847057	0.0	0.0
100847058	0.0	0.0
2339	3127.0	1684.0
2335	17664.0	1985.0
2334	418.0	10.0
104502416	2.0	6.0
259249	0.0	0.0
2332	2089.0	583.0
100862680	3.0	16.0
4994	3.0	0.0
4995	0.0	0.0
104502417	0.0	0.0
4998	53.0	22.0
4999	907.0	485.0
260294	41.0	214.0
100847062	0.0	0.0
260293	966.0	39.0
100847063	0.0	0.0
284260	1.0	15.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	0.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	3038.0	2137.0
2352	1.0	0.0
100847068	0.0	0.0
2350	242.0	174.0
100847069	1.0	0.0
100862692	1.0	6.0
2348	100.0	8.0
2346	779.0	4669.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	2564.0	484.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	0.0	0.0
100847072	0.0	0.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	0.0	0.0
100847075	1.0	0.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	25.0	17.0
729798	0.0	3.0
2359	202.0	107.0
2358	5.0	0.0
2357	103.0	20.0
2356	2737.0	3013.0
2355	6506.0	1399.0
2354	638.0	656.0
100847080	1.0	1.0
100847081	0.0	0.0
259283	2.0	3.0
100847084	0.0	0.0
259282	2535.0	679.0
100847085	0.0	0.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	0.0
100847087	0.0	0.0
259289	0.0	5.0
259287	0.0	2.0
259286	0.0	0.0
259285	0.0	0.0
646909	3.0	1.0
284233	42.0	173.0
284232	0.0	0.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	16.0	6.0
259293	3.0	0.0
259292	2.0	0.0
100847093	0.0	0.0
259290	5.0	8.0
259296	0.0	0.0
259295	7.0	2.0
646913	1.0	0.0
646912	5.0	0.0
646910	1.0	0.0
50700	1.0	0.0
646915	0.0	0.0
59082	0.0	0.0
2395	669.0	325.0
59084	1324.0	1101.0
441584	0.0	0.0
11108	1307.0	771.0
11107	432.0	72.0
11100	15460.0	6576.0
11102	1204.0	594.0
11101	1909.0	745.0
139411	283.0	135.0
11104	688.0	218.0
11103	1666.0	769.0
284297	1348.0	1045.0
11105	0.0	0.0
693231	0.0	0.0
25759	3207.0	4773.0
693232	13.0	7.0
284293	4.0	1.0
693233	0.0	0.0
693234	0.0	0.0
693235	0.0	0.0
115426	1612.0	1696.0
25758	80.0	1.0
100379174	1.0	0.0
11119	2032.0	1019.0
11118	4288.0	2028.0
441581	0.0	0.0
127406	0.0	0.0
84034	844.0	1251.0
84033	959.0	676.0
11113	247.0	78.0
11112	3286.0	1141.0
139422	2.0	0.0
284288	0.0	0.0
139420	0.0	0.0
11117	16195.0	2694.0
11116	478.0	368.0
693220	21.0	22.0
693221	0.0	0.0
84061	4327.0	1779.0
693222	0.0	0.0
84060	515.0	216.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	0.0
693226	0.0	1.0
139425	0.0	0.0
693227	0.0	0.0
693228	1.0	0.0
693229	0.0	0.0
115416	691.0	284.0
84067	1892.0	1689.0
84066	3.0	0.0
84069	160.0	326.0
84068	403.0	1408.0
84063	9.0	0.0
284276	314.0	14.0
84062	991.0	397.0
139431	0.0	0.0
84065	3952.0	4943.0
284274	1.0	11.0
84064	1293.0	517.0
284273	1997.0	1794.0
693230	0.0	0.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	0.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	13.0	4.0
84059	45.0	474.0
84056	1348.0	137.0
84055	3.0	14.0
84058	705.0	663.0
84057	50.0	3.0
284266	35.0	18.0
84054	11.0	11.0
84081	1909.0	800.0
84080	2053.0	2557.0
84083	294.0	194.0
441549	181.0	88.0
441548	9.0	0.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	17.0	16.0
84089	0.0	0.0
84088	2.0	9.0
84085	1658.0	246.0
84084	13.0	175.0
84087	0.0	0.0
84086	0.0	0.0
84070	15.0	5.0
84072	0.0	0.0
84071	133.0	83.0
392100	0.0	0.0
100379132	0.0	7.0
392106	0.0	0.0
441533	9.0	11.0
441531	3.0	0.0
84078	1211.0	955.0
84077	5.0	0.0
84079	2344.0	935.0
84074	538.0	855.0
84073	47.0	53.0
84076	0.0	0.0
84075	0.0	0.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	0.0	0.0
201931	2398.0	2166.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	1.0	0.0
106480195	0.0	0.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	1.0	0.0
127435	7002.0	1583.0
106480190	6.0	4.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	3.0	9.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	1.0	0.0
343099	93.0	82.0
103695431	0.0	0.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	1.0	9.0
103695433	0.0	0.0
100847010	0.0	0.0
103695436	0.0	0.0
100847015	1.0	0.0
103695435	0.0	0.0
100847016	0.0	0.0
100847013	0.0	1.0
100847014	0.0	0.0
441554	2.0	6.0
100847019	0.0	0.0
100847017	1.0	0.0
100847018	0.0	0.0
127428	762.0	376.0
84096	0.0	0.0
84097	0.0	0.0
11061	34.0	9.0
646892	16.0	3.0
441509	10.0	0.0
646891	0.0	0.0
11060	2686.0	2562.0
11063	29.0	5.0
619279	4509.0	1477.0
646898	0.0	0.0
11062	372.0	226.0
11065	135.0	68.0
441505	2.0	2.0
11064	878.0	333.0
23046	98.0	57.0
441502	4.0	1.0
23047	2946.0	819.0
441501	4.0	0.0
23048	9791.0	2394.0
106479179	0.0	0.0
23049	3151.0	1654.0
106479178	1.0	1.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	38.0	4.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	1820.0	1456.0
106480178	1.0	0.0
106479170	0.0	0.0
23042	7115.0	5536.0
106480177	0.0	0.0
23043	382.0	38.0
106480179	1.0	0.0
104384744	0.0	0.0
11067	2485.0	587.0
50674	0.0	0.0
11066	1332.0	1870.0
11069	545.0	906.0
11068	922.0	867.0
139378	3.0	0.0
106480170	0.0	0.0
152330	738.0	79.0
106480172	0.0	0.0
106480171	0.0	0.0
11070	4294.0	3665.0
404550	322.0	17.0
644242	61.0	22.0
404552	0.0	0.0
11072	516.0	412.0
11074	33.0	17.0
644246	104.0	74.0
11073	1057.0	553.0
166979	5.0	12.0
11076	548.0	159.0
11075	34.0	14.0
201965	552.0	303.0
379027	0.0	0.0
23057	64.0	10.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	1944.0	648.0
164312	12.0	4.0
106479168	0.0	0.0
106479167	0.0	0.0
106479166	3.0	0.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	2452.0	1169.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	4602.0	3248.0
379034	0.0	0.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	3554.0	1858.0
115399	357.0	1256.0
23054	3584.0	1805.0
11078	2638.0	1574.0
11077	25.0	8.0
644237	0.0	1.0
11079	3981.0	3858.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	0.0	0.0
106480182	0.0	0.0
11041	3121.0	784.0
11040	396.0	298.0
11043	600.0	239.0
23023	1581.0	1314.0
441525	0.0	0.0
106480149	0.0	0.0
23024	6443.0	1420.0
106480148	0.0	0.0
23025	18.0	17.0
23026	57.0	5.0
441521	0.0	0.0
23028	4578.0	2959.0
106479199	0.0	0.0
23029	90.0	33.0
106479198	0.0	0.0
201973	446.0	126.0
106479197	0.0	3.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	1.0	0.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	12385.0	6067.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	1.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	35270.0	2242.0
106480157	0.0	0.0
11045	449.0	201.0
11044	1115.0	497.0
11047	4779.0	3239.0
644248	1.0	0.0
11046	1094.0	870.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	0.0
343172	0.0	0.0
343171	2.0	6.0
343170	0.0	0.0
441519	0.0	0.0
11052	2554.0	877.0
441518	1771.0	581.0
11051	3830.0	928.0
11054	3260.0	3210.0
23034	2134.0	587.0
23035	403.0	195.0
106480159	0.0	0.0
23036	2225.0	1389.0
729816	0.0	0.0
23037	535.0	198.0
23038	7061.0	5037.0
106479189	0.0	0.0
23039	3783.0	1986.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	0.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	1.0	0.0
106479183	2.0	0.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	4640.0	9982.0
106479181	0.0	0.0
106480167	0.0	0.0
23031	696.0	769.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	3179.0	1938.0
106480169	7.0	25.0
729809	0.0	0.0
23033	1072.0	595.0
106480168	0.0	0.0
11056	1287.0	798.0
11055	4.0	0.0
343169	0.0	0.0
11057	8105.0	11069.0
11059	3278.0	1598.0
106480161	0.0	0.0
106480160	1.0	0.0
693200	0.0	0.0
693201	0.0	0.0
693202	0.0	0.0
693203	0.0	0.0
11021	1990.0	887.0
693204	0.0	0.0
11020	1661.0	1865.0
693205	0.0	0.0
106479139	0.0	0.0
23001	2539.0	1382.0
106480127	0.0	0.0
693206	25.0	16.0
106479138	0.0	0.0
23002	2424.0	1700.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	6.0	2.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	0.0	0.0
693209	0.0	0.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	1645.0	553.0
106479134	0.0	0.0
106479133	0.0	0.0
23007	122.0	3.0
106479132	0.0	0.0
23008	3137.0	1634.0
106479131	0.0	0.0
106479130	4.0	9.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	0.0
106480135	2.0	0.0
11023	0.0	0.0
84000	194.0	14.0
11022	519.0	360.0
11025	65.0	41.0
11024	56.0	19.0
84002	388.0	46.0
139334	0.0	0.0
11027	45.0	20.0
11029	0.0	0.0
11030	12327.0	2150.0
106479129	0.0	0.0
11031	3153.0	696.0
106479128	0.0	0.0
106479127	0.0	0.0
106480138	0.0	0.0
23012	2659.0	581.0
23013	3445.0	1401.0
106479126	0.0	1.0
106480137	0.0	0.0
23014	4007.0	1988.0
106479125	0.0	0.0
23015	361.0	1361.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	1794.0	1156.0
106479123	0.0	0.0
23017	1716.0	850.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	4837.0	2159.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	4028.0	1646.0
106480146	0.0	0.0
11034	58133.0	10610.0
152302	527.0	436.0
11033	344.0	107.0
11036	9.0	5.0
11035	44.0	15.0
11037	2423.0	497.0
139341	901.0	384.0
644297	11.0	13.0
166968	1098.0	511.0
619212	0.0	0.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	0.0
106479158	0.0	0.0
106480107	0.0	0.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	9.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	65.0	20.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	1.0	0.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	206.0	208.0
11000	1462.0	722.0
11005	381.0	30.0
11004	151.0	68.0
11007	1098.0	1985.0
11006	271.0	156.0
127391	1.0	3.0
11010	820.0	168.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	0.0	0.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	0.0
127396	107.0	34.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	972.0	316.0
106479143	0.0	0.0
106479142	0.0	0.0
106479141	0.0	0.0
11019	513.0	245.0
106479140	0.0	0.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	2.0	0.0
11012	7025.0	409.0
11011	1504.0	596.0
11014	12407.0	12230.0
11013	527.0	557.0
11016	3015.0	1279.0
11015	866.0	830.0
11018	664.0	335.0
11017	1590.0	640.0
139363	0.0	0.0
106144608	0.0	1.0
646808	21.0	28.0
106144606	1.0	2.0
106144607	0.0	0.0
345778	1223.0	593.0
646802	24.0	468.0
730861	0.0	0.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	10.0	37.0
729877	1.0	1.0
259308	1.0	0.0
259307	210.0	45.0
