id	4a8849c2-9e21-4ccf-b703-b6d6311744e0	1530a60d-78d0-4ce6-8959-40080184f716
25794	37.0	148.0
106480026	0.0	0.0
25793	5216.0	5115.0
23132	1386.0	1795.0
106480025	0.0	0.0
11155	3712.0	1590.0
11154	795.0	433.0
11157	632.0	533.0
11156	1431.0	1791.0
11159	385.0	314.0
139221	403.0	303.0
11158	680.0	587.0
392193	0.0	2.0
23108	2122.0	3089.0
23109	1.0	11.0
127281	2008.0	2217.0
441608	0.0	0.0
154860	4.0	25.0
11120	1607.0	1087.0
343263	3.0	1.0
154865	59.0	21.0
25763	0.0	0.0
106479039	0.0	0.0
23101	52.0	32.0
106479038	9.0	3.0
23102	2448.0	2651.0
106479037	6.0	2.0
25764	68.0	126.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	166.0	111.0
25766	501.0	426.0
106479034	1.0	0.0
25769	2.0	15.0
106479033	0.0	0.0
23107	5278.0	4042.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1310.0	1544.0
106479030	0.0	0.0
84148	2221.0	1938.0
84144	334.0	271.0
11122	203.0	303.0
84146	2400.0	2514.0
11124	3227.0	3139.0
11123	7510.0	9175.0
11126	26.0	14.0
84140	228.0	197.0
11128	2159.0	2765.0
84142	706.0	400.0
84141	50.0	45.0
139231	3189.0	3120.0
11127	999.0	981.0
23119	175.0	310.0
644186	10.0	20.0
11131	34.0	31.0
11130	455.0	470.0
106479029	0.0	1.0
23111	3378.0	2135.0
106479028	0.0	0.0
25774	0.0	0.0
23112	2013.0	3199.0
106479027	0.0	0.0
25776	2217.0	1716.0
23113	2121.0	2344.0
106479026	0.0	0.0
25775	4.0	1.0
23114	1155.0	1582.0
106479025	1.0	0.0
25778	1372.0	1646.0
106479024	0.0	0.0
25777	14566.0	23317.0
23116	1517.0	1195.0
106479023	2.0	2.0
23117	34.0	25.0
106479022	0.0	0.0
23118	8481.0	7690.0
106479021	0.0	0.0
115294	5968.0	5185.0
106479020	0.0	5.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	30.0	24.0
106480004	0.0	0.0
25771	1542.0	1793.0
84138	298.0	281.0
106480003	0.0	0.0
11133	393.0	472.0
84133	32.0	36.0
84132	851.0	1225.0
11132	896.0	933.0
11135	2329.0	2753.0
84135	783.0	671.0
84134	854.0	583.0
11137	2663.0	2224.0
115290	998.0	523.0
11136	3.0	4.0
84131	823.0	1125.0
11138	2547.0	3539.0
730993	1.0	2.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	17.0	24.0
729993	911.0	622.0
50717	3658.0	2981.0
102465257	1.0	0.0
102465256	0.0	0.0
102465255	0.0	0.0
729991	835.0	565.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	43.0	58.0
100884155	0.0	3.0
102465252	0.0	0.0
730978	0.0	0.0
102465251	0.0	0.0
102465250	2.0	0.0
730974	1.0	0.0
392194	1.0	0.0
392197	1.0	0.0
646702	0.0	0.0
646701	0.0	0.0
646721	5.0	7.0
729962	0.0	2.0
729967	555.0	657.0
2504	3.0	10.0
2503	14.0	22.0
284418	0.0	0.0
2502	5.0	19.0
284417	2.0	17.0
2501	27.0	59.0
2500	28.0	63.0
284415	2.0	1.0
404635	0.0	0.0
619190	0.0	1.0
404636	890.0	901.0
2509	14.0	12.0
646723	4.0	2.0
2508	19.0	29.0
2507	4.0	8.0
619189	1.0	0.0
164237	1.0	1.0
729956	1.0	1.0
140290	46.0	43.0
729952	0.0	0.0
2515	17.0	3.0
284408	168.0	180.0
2512	64391.0	70568.0
284406	392.0	432.0
2510	0.0	2.0
284403	66.0	139.0
284402	35.0	39.0
2519	3510.0	3707.0
2518	0.0	0.0
2517	8114.0	6441.0
2516	2.0	0.0
646755	1.0	1.0
646754	0.0	0.0
646753	1.0	3.0
260434	0.0	2.0
23189	7400.0	5402.0
260436	5.0	12.0
23180	834.0	882.0
2526	321.0	439.0
23181	2956.0	4565.0
2525	42.0	11.0
2524	230.0	133.0
2523	440.0	530.0
23184	5220.0	5061.0
2521	7303.0	9482.0
23185	4452.0	5894.0
23186	2058.0	2594.0
2520	0.0	0.0
23187	3172.0	3273.0
2529	9.0	6.0
2528	1.0	1.0
2527	0.0	3.0
152273	930.0	1125.0
644100	0.0	0.0
646766	11.0	52.0
644101	1.0	7.0
23199	4756.0	7570.0
260425	1185.0	1711.0
729974	0.0	0.0
260429	0.0	0.0
2537	1776.0	2201.0
23191	9757.0	11238.0
23192	3016.0	3425.0
23193	26873.0	30153.0
2535	232.0	342.0
2534	778.0	688.0
23194	1201.0	1085.0
2533	366.0	505.0
23195	2633.0	2768.0
23196	12470.0	15340.0
2532	1622.0	1414.0
23197	4979.0	4729.0
2531	3914.0	3225.0
2530	1092.0	971.0
23198	4270.0	5209.0
345829	0.0	4.0
646759	0.0	0.0
646758	1.0	1.0
2539	2079.0	2241.0
2538	2.0	0.0
23190	11490.0	8730.0
25903	340.0	547.0
25902	297.0	595.0
25904	1713.0	1727.0
100129866	1.0	2.0
25907	1172.0	699.0
100130855	123.0	132.0
25906	1124.0	1041.0
25909	2312.0	2472.0
100127206	0.0	0.0
100129867	0.0	5.0
2551	1869.0	1694.0
2550	1153.0	1061.0
25901	1854.0	1529.0
25900	374.0	281.0
2548	12739.0	13248.0
223075	13.0	3.0
2547	18491.0	16933.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	11.0	3.0
2542	3228.0	2137.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	1.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	1390.0	1281.0
100874404	0.0	0.0
25914	472.0	361.0
100130848	0.0	0.0
25913	1803.0	1355.0
100129858	20.0	22.0
25915	3230.0	3975.0
25917	3013.0	2969.0
2562	2063.0	1782.0
2561	24.0	12.0
2560	0.0	0.0
25912	13848.0	13021.0
25911	968.0	1047.0
2559	0.0	0.0
2558	40.0	10.0
2557	0.0	0.0
2556	17.0	2.0
2555	5.0	0.0
2554	81.0	0.0
2553	1930.0	1909.0
100129853	0.0	1.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	21.0	12.0
2572	0.0	0.0
2571	45.0	66.0
2570	11.0	7.0
2569	9.0	2.0
2568	983.0	810.0
2567	1129.0	3012.0
2566	1.0	0.0
2565	0.0	0.0
2564	856.0	509.0
2563	16.0	84.0
100874425	0.0	0.0
100874424	0.0	1.0
100874423	0.0	0.0
100129842	761.0	757.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	2.0	4.0
100129836	0.0	0.0
100874410	0.0	0.0
286676	2559.0	1791.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	579.0	696.0
2583	128.0	158.0
2582	1369.0	879.0
2581	2477.0	859.0
2580	4615.0	6869.0
100874419	0.0	0.0
100874414	2.0	2.0
100874413	1.0	1.0
100874412	0.0	0.0
100874411	1.0	0.0
100874418	0.0	0.0
223082	637.0	771.0
100874417	3.0	3.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	25.0	20.0
100874443	0.0	0.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	0.0
100874440	0.0	0.0
2595	821.0	676.0
2593	2426.0	3578.0
100379300	0.0	0.0
2592	1360.0	1343.0
2591	2812.0	4867.0
441389	11.0	14.0
2590	5688.0	6679.0
441386	9.0	27.0
127617	6.0	1.0
2589	6914.0	7484.0
2588	1498.0	1285.0
2587	21.0	10.0
441391	7.0	16.0
284018	932.0	1160.0
2585	1025.0	1162.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	66.0	51.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	3.0	3.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	2.0	0.0
100874430	0.0	0.0
100129813	0.0	1.0
441377	0.0	6.0
441376	32.0	15.0
441381	1.0	1.0
127602	238.0	172.0
2597	74303.0	75195.0
2596	95.0	79.0
100874436	0.0	0.0
284004	1230.0	1483.0
100874435	0.0	0.0
100874434	4.0	3.0
100874433	0.0	0.0
284001	2473.0	4068.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	0.0	3.0
100874464	1.0	0.0
100874462	0.0	0.0
100129801	0.0	1.0
100874469	1.0	2.0
100874468	0.0	0.0
100874467	0.0	3.0
100874466	0.0	5.0
100874450	0.0	0.0
50937	471.0	549.0
100874454	0.0	0.0
50939	13.0	7.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	0.0	1.0
50940	2700.0	3260.0
100874455	2.0	0.0
50943	80.0	177.0
50945	4.0	2.0
50944	42.0	35.0
100874459	0.0	0.0
23328	3932.0	5893.0
23329	934.0	1791.0
84281	749.0	199.0
84280	1602.0	1259.0
644076	0.0	0.0
11340	762.0	454.0
644079	1.0	0.0
25983	1361.0	1096.0
127665	0.0	0.0
23321	6126.0	2651.0
115677	846.0	849.0
644070	0.0	0.0
23322	615.0	609.0
25984	2446.0	943.0
23324	6616.0	7264.0
25987	3859.0	3582.0
23325	2738.0	2153.0
23326	14875.0	17276.0
25989	2316.0	3250.0
23327	17831.0	36691.0
25988	1197.0	998.0
25981	393.0	487.0
25980	3514.0	3067.0
11342	6848.0	4717.0
84287	1747.0	1964.0
84286	1451.0	1717.0
11341	443.0	284.0
284058	3653.0	4081.0
84289	1760.0	2322.0
11344	2055.0	1766.0
11343	5569.0	3759.0
84288	291.0	309.0
84283	6375.0	5411.0
11346	6342.0	7157.0
11345	6489.0	5828.0
84282	1280.0	1688.0
84285	1029.0	1139.0
84284	2497.0	1961.0
23339	6207.0	6516.0
84270	742.0	475.0
23331	1969.0	2146.0
25994	2961.0	2213.0
23332	3744.0	3776.0
25996	3147.0	4004.0
23333	1058.0	716.0
23334	2394.0	3140.0
25998	4023.0	4735.0
23335	2066.0	3926.0
23336	50626.0	23118.0
441332	0.0	0.0
644082	1.0	1.0
23338	2776.0	4001.0
25999	2867.0	1898.0
441331	0.0	0.0
84279	1388.0	1116.0
25992	1511.0	2310.0
84276	1330.0	1319.0
84275	913.0	1019.0
284047	50.0	44.0
84278	200.0	188.0
84277	1117.0	1185.0
84272	4628.0	4760.0
84271	7091.0	7291.0
84274	1755.0	1333.0
84273	2214.0	3074.0
23306	1113.0	1006.0
23307	2540.0	3070.0
284040	23.0	29.0
23308	9.0	12.0
23309	3131.0	3255.0
25961	115.0	88.0
25960	9412.0	7916.0
25963	15112.0	13198.0
23300	5177.0	5583.0
23301	2785.0	2357.0
25962	3641.0	3444.0
23302	132.0	145.0
23303	7134.0	6970.0
644096	687.0	735.0
23304	3378.0	3433.0
25966	3578.0	3595.0
23305	73.0	68.0
644094	0.0	0.0
11328	5923.0	4823.0
11329	1964.0	1839.0
11320	1975.0	2667.0
137012	4.0	1.0
113000	958.0	1708.0
11322	2887.0	3084.0
11321	2184.0	1906.0
284034	3.0	0.0
11326	414.0	463.0
11325	6783.0	8266.0
23317	3318.0	3156.0
84290	70.0	14.0
25979	3162.0	2140.0
23318	1980.0	2022.0
84292	502.0	543.0
25972	1961.0	1628.0
23310	27665.0	45614.0
441359	0.0	0.0
25974	785.0	915.0
23312	1095.0	989.0
25973	446.0	489.0
23313	3785.0	4614.0
25976	2837.0	2003.0
23314	467.0	654.0
25975	18.0	12.0
441355	43.0	55.0
25978	3709.0	2336.0
23315	2230.0	2326.0
25977	3082.0	2398.0
23316	4676.0	3069.0
11339	35.0	18.0
11338	7725.0	8035.0
441362	0.0	0.0
441361	0.0	0.0
140660	1.0	3.0
115650	58.0	36.0
127623	0.0	0.0
25970	3206.0	3764.0
284029	204.0	193.0
115653	0.0	0.0
84298	1113.0	1051.0
11331	14730.0	13048.0
11330	2.0	1.0
11333	5083.0	6150.0
152641	77.0	27.0
11332	968.0	941.0
84299	3777.0	2991.0
11335	4773.0	5096.0
84294	1195.0	1121.0
11334	1715.0	1834.0
84293	9608.0	7808.0
84296	105.0	58.0
11337	5244.0	4970.0
284021	47.0	46.0
84295	1632.0	1548.0
11336	3860.0	3763.0
25946	2274.0	2454.0
25949	3004.0	2920.0
25948	1932.0	1639.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	0.0	4.0
25941	2481.0	2661.0
25940	2043.0	2432.0
100130892	4.0	34.0
25943	1921.0	1209.0
25942	4980.0	5736.0
100130890	164.0	110.0
25945	2637.0	3349.0
11309	1046.0	1874.0
284099	2.0	4.0
284098	401.0	471.0
25957	3224.0	2204.0
140609	4126.0	2666.0
25959	14782.0	9055.0
100130889	50.0	38.0
100130887	98.0	99.0
25950	368.0	359.0
25953	13184.0	17586.0
25956	162.0	140.0
11317	1.0	1.0
11316	8736.0	9710.0
11319	2063.0	1706.0
11318	7.0	5.0
100379378	0.0	0.0
11311	2368.0	1715.0
11313	3826.0	3668.0
140603	0.0	0.0
11315	14598.0	13185.0
284086	627.0	599.0
11314	145.0	142.0
25925	459.0	362.0
284085	3.0	5.0
25924	784.0	1121.0
25927	667.0	478.0
284083	0.0	2.0
100130879	0.0	2.0
25926	2325.0	2046.0
139628	0.0	0.0
25929	1764.0	1883.0
25928	208.0	97.0
441328	0.0	0.0
127687	1764.0	3364.0
100130873	8.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	8623.0	8939.0
441323	0.0	0.0
25920	4469.0	5792.0
25923	4976.0	6402.0
140612	516.0	483.0
100129880	0.0	0.0
284076	24.0	26.0
100129882	3.0	11.0
25936	1697.0	1331.0
25938	1042.0	1172.0
25937	5791.0	4177.0
284071	23.0	19.0
100130866	0.0	0.0
25939	2519.0	2468.0
113026	1554.0	1172.0
441317	0.0	0.0
441315	0.0	0.0
25930	3674.0	5185.0
441314	0.0	0.0
441313	0.0	0.0
25932	15960.0	10291.0
127671	0.0	0.0
25934	1455.0	1088.0
127670	3.0	3.0
284069	95.0	184.0
140623	7.0	34.0
140625	0.0	0.0
284067	0.0	1.0
100129871	0.0	0.0
140628	96.0	97.0
406982	0.0	0.0
406981	0.0	0.0
406984	0.0	2.0
406983	5.0	4.0
406986	0.0	0.0
406985	2.0	1.0
406988	9.0	7.0
406987	0.0	0.0
23287	1039.0	1022.0
23288	1851.0	3136.0
406980	0.0	0.0
84206	157.0	156.0
23281	115.0	662.0
84203	2.0	3.0
23283	2468.0	2390.0
23284	220.0	87.0
140596	0.0	0.0
23285	496.0	439.0
152579	830.0	833.0
140597	1241.0	508.0
23286	5231.0	8649.0
152578	0.0	0.0
406979	0.0	0.0
406978	0.0	0.0
152573	14.0	9.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	2.0
406976	0.0	0.0
23299	1953.0	1865.0
201725	369.0	390.0
23291	3366.0	3905.0
23293	2431.0	2800.0
23294	2583.0	3334.0
23295	4519.0	6572.0
406968	0.0	1.0
406967	0.0	0.0
646658	14.0	45.0
152586	2.0	1.0
406969	0.0	1.0
406960	0.0	0.0
11281	4.0	2.0
406962	7.0	4.0
646672	0.0	10.0
11280	17.0	3.0
406961	0.0	0.0
11283	138.0	32.0
406964	0.0	0.0
11282	3834.0	5991.0
406963	1.0	0.0
644016	3.0	0.0
11285	1933.0	2051.0
406966	0.0	0.0
11284	1736.0	2921.0
406965	0.0	0.0
23265	6709.0	7147.0
23266	5473.0	4762.0
23268	2136.0	3225.0
23269	3155.0	3917.0
84229	9.0	14.0
164592	4.0	9.0
59269	694.0	808.0
84225	156.0	249.0
23261	1704.0	1537.0
84224	682.0	600.0
23262	2126.0	1913.0
23263	3885.0	5010.0
23264	9076.0	12918.0
84226	100.0	138.0
84221	1042.0	2439.0
406957	0.0	0.0
84220	0.0	3.0
406956	0.0	0.0
84223	494.0	491.0
406959	0.0	0.0
406958	0.0	0.0
84222	125.0	150.0
646685	0.0	1.0
644022	0.0	2.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	2.0	18.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	1017.0	1166.0
23277	3987.0	7610.0
23279	2798.0	1972.0
59277	8249.0	5296.0
59272	31.0	34.0
59271	2103.0	1353.0
59274	700.0	1212.0
84218	0.0	0.0
84217	311.0	197.0
23270	3464.0	2582.0
23271	2560.0	2678.0
84219	753.0	1172.0
23272	3364.0	3670.0
23274	1524.0	1986.0
84216	517.0	324.0
84215	41.0	68.0
23275	2183.0	1957.0
406946	0.0	0.0
84210	5.0	3.0
406945	0.0	1.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	9723.0	12072.0
644037	9.0	17.0
11260	4882.0	6197.0
646698	1.0	1.0
11262	57.0	49.0
23243	2083.0	2650.0
23244	6200.0	6232.0
59286	5776.0	4460.0
23245	7484.0	6929.0
23246	1584.0	3171.0
23247	2800.0	3256.0
59283	8.0	4.0
23248	4248.0	4925.0
644030	0.0	2.0
59285	2.0	0.0
59284	0.0	0.0
84247	3185.0	3273.0
23240	1195.0	1303.0
84246	1168.0	1026.0
84249	17.0	10.0
23241	3404.0	4082.0
23242	5782.0	5995.0
84248	4441.0	4243.0
84243	1651.0	2559.0
11264	4436.0	1900.0
84245	1322.0	1173.0
11267	2448.0	2938.0
11266	672.0	543.0
11269	975.0	850.0
84240	1069.0	920.0
11270	583.0	405.0
644042	1.0	0.0
11272	814.0	531.0
11274	378.0	309.0
11273	4330.0	5820.0
23254	560.0	506.0
23255	367.0	398.0
23256	3427.0	3089.0
23258	4351.0	3342.0
23259	4039.0	2893.0
644041	0.0	0.0
84239	9.0	4.0
23250	2429.0	1874.0
84236	2518.0	2446.0
23251	190.0	209.0
23252	531.0	644.0
140564	223.0	98.0
23253	2488.0	3026.0
84232	8071.0	8928.0
11276	3726.0	4269.0
11275	1403.0	910.0
84231	4415.0	5961.0
49861	11.0	7.0
11278	691.0	622.0
49860	3.0	4.0
84233	981.0	875.0
11277	0.0	0.0
11279	349.0	178.0
84230	544.0	617.0
23229	2009.0	1369.0
49856	975.0	920.0
644054	0.0	0.0
49855	1351.0	1297.0
644059	0.0	0.0
49854	1226.0	1109.0
11240	524.0	352.0
23221	1223.0	1346.0
25884	225.0	396.0
23223	1566.0	2874.0
25886	162.0	255.0
23224	4912.0	6030.0
25885	2630.0	4434.0
23225	2409.0	4541.0
25888	650.0	570.0
23228	424.0	349.0
644050	0.0	1.0
201780	5.0	31.0
84269	1316.0	1368.0
152559	866.0	701.0
25880	701.0	714.0
84268	1528.0	1480.0
23220	1176.0	1050.0
140576	2231.0	1592.0
84265	1261.0	1134.0
11243	1291.0	1077.0
139599	16.0	16.0
84264	26.0	117.0
140578	341.0	697.0
84267	1337.0	1255.0
11245	1224.0	1639.0
84266	2978.0	4272.0
11244	2826.0	2730.0
84261	850.0	1089.0
11247	967.0	1208.0
139596	966.0	986.0
84260	879.0	1021.0
84263	3977.0	3253.0
11249	0.0	0.0
84262	1212.0	839.0
11248	462.0	680.0
345557	114.0	74.0
406993	0.0	0.0
406992	0.0	0.0
406995	0.0	0.0
406994	0.0	0.0
11250	7.0	5.0
406997	1.0	0.0
406996	0.0	0.0
11252	7742.0	6826.0
406999	0.0	0.0
11251	12.0	28.0
406998	0.0	0.0
23232	923.0	1018.0
25895	1327.0	1869.0
23233	2263.0	2303.0
25894	192.0	172.0
25897	2313.0	2101.0
23234	713.0	718.0
25896	1580.0	1238.0
23235	3263.0	4503.0
23236	2285.0	1552.0
25898	1719.0	1562.0
23237	6.0	30.0
644063	9.0	39.0
406991	0.0	0.0
23239	1701.0	2636.0
406990	0.0	0.0
25891	2342.0	1817.0
84258	1075.0	702.0
25890	500.0	598.0
25893	388.0	277.0
23230	2309.0	2364.0
23231	5548.0	6281.0
84259	913.0	990.0
84254	735.0	1371.0
11254	332.0	417.0
84253	1118.0	1888.0
11253	6956.0	6283.0
406989	0.0	0.0
84256	2282.0	2706.0
11255	8.0	12.0
84255	1927.0	2177.0
84250	379.0	421.0
11258	3224.0	2793.0
11257	2184.0	2007.0
84251	325.0	439.0
11259	2450.0	1691.0
100874483	0.0	1.0
100874482	0.0	0.0
100874480	0.0	0.0
406900	0.0	3.0
100874484	4.0	4.0
201799	332.0	179.0
201798	55.0	24.0
50831	2.0	0.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	16.0	8.0
50835	0.0	0.0
50834	1.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	1.0
100874471	2.0	4.0
102465138	0.0	0.0
50839	1.0	1.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	1.0	0.0
102465136	3.0	5.0
100874476	0.0	1.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	4.0
50840	53.0	53.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	30.0	28.0
100499183	70.0	94.0
50848	5673.0	4098.0
2601	2.0	11.0
100499177	977.0	970.0
102465141	0.0	0.0
50853	1181.0	518.0
2609	0.0	0.0
102465140	0.0	0.0
50852	13.0	20.0
50855	228.0	391.0
50854	4114.0	4190.0
100499171	2.0	4.0
50856	91.0	55.0
50859	4596.0	1873.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	0.0	0.0
646600	2.0	2.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	3522.0	4101.0
2613	2.0	8.0
2611	1.0	1.0
50862	4849.0	4126.0
50861	1400.0	2471.0
2619	1319.0	1200.0
50863	224.0	789.0
100874499	0.0	0.0
2618	2875.0	3048.0
50865	2877.0	2948.0
2617	3254.0	4462.0
2616	25.0	76.0
2615	1791.0	3131.0
406940	3.0	4.0
406942	0.0	0.0
646612	22.0	40.0
406941	0.0	0.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	2.0
2625	1123.0	877.0
2624	9455.0	9372.0
2623	7.0	11.0
2622	955.0	1001.0
2621	7443.0	6192.0
2620	85.0	207.0
406935	9.0	4.0
406934	0.0	0.0
646603	1.0	1.0
406937	0.0	0.0
406936	0.0	0.0
2629	3092.0	3017.0
406939	0.0	0.0
646609	0.0	1.0
2628	1029.0	517.0
406938	0.0	0.0
2627	215.0	511.0
2626	8.0	13.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	0.0
406932	1.0	0.0
646620	2.0	4.0
2636	0.0	1.0
2635	2050.0	1417.0
2634	3474.0	2675.0
2633	1038.0	658.0
2632	1560.0	1433.0
2631	5844.0	4545.0
2630	118.0	78.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	4.0	2.0
406928	0.0	0.0
2639	1968.0	2296.0
406927	0.0	0.0
646619	1.0	11.0
2638	12.0	104.0
2637	0.0	1.0
406929	0.0	0.0
646630	1.0	1.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	5152.0	6982.0
2647	1754.0	1879.0
2646	22.0	19.0
2645	22.0	22.0
2644	202.0	194.0
2643	305.0	449.0
2642	0.0	1.0
2641	50.0	4.0
406913	0.0	1.0
646627	3.0	3.0
406912	0.0	0.0
646625	0.0	0.0
406915	0.0	1.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	180.0	219.0
406919	0.0	0.0
2648	2207.0	2905.0
406918	0.0	0.0
646641	0.0	0.0
646640	0.0	0.0
646643	0.0	0.0
406911	1.0	3.0
406910	0.0	0.0
2661	82.0	112.0
2660	6.0	16.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	350.0	301.0
2652	0.0	0.0
2651	8946.0	3346.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	2.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	28.0	32.0
2672	43.0	67.0
106144578	0.0	0.0
2671	923.0	1084.0
2670	66.0	22.0
106144575	8.0	0.0
2669	869.0	661.0
2668	125.0	124.0
2667	0.0	0.0
100874529	2.0	0.0
2665	14251.0	13360.0
2664	7912.0	8586.0
2662	59.0	13.0
100874524	3.0	6.0
100874523	0.0	0.0
100129743	0.0	0.0
100874522	0.0	0.0
100874528	1.0	0.0
100129738	0.0	1.0
100129739	1.0	3.0
100129736	0.0	0.0
100130721	0.0	1.0
2683	12042.0	9486.0
106144568	0.0	0.0
2681	282.0	315.0
2679	1.0	1.0
2678	6781.0	4624.0
100874519	0.0	0.0
2677	2930.0	2548.0
100874518	0.0	0.0
2676	203.0	112.0
2675	146.0	134.0
2674	623.0	434.0
2673	11797.0	16339.0
101056700	12.0	8.0
100874512	0.0	0.0
100874511	0.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	4.0
100874516	2.0	1.0
100130718	0.0	2.0
100874515	1.0	0.0
100130717	15.0	31.0
100874514	0.0	0.0
100129727	71.0	49.0
100129726	7.0	11.0
100129723	0.0	0.0
100129722	12.0	14.0
2694	0.0	0.0
2693	2.0	0.0
2692	9.0	60.0
2691	0.0	0.0
2690	1940.0	1822.0
2689	0.0	0.0
2688	3.0	0.0
2687	1527.0	3067.0
2686	2201.0	2743.0
100130708	0.0	0.0
100129716	37.0	35.0
106144540	0.0	0.0
100874531	0.0	0.0
100874530	0.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	0.0	0.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	1.0	0.0
106144538	9.0	1.0
2697	10830.0	5310.0
106144539	0.0	0.0
2696	69.0	52.0
2695	0.0	0.0
100129706	0.0	1.0
100129708	0.0	0.0
284131	1264.0	1573.0
115509	850.0	776.0
259197	3.0	3.0
284129	1549.0	1716.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	9.0	19.0
106144595	3.0	0.0
286749	28.0	29.0
106144598	0.0	0.0
106144599	0.0	0.0
284119	33468.0	21949.0
284116	71.0	16.0
284114	273.0	415.0
284111	5.0	4.0
284110	9.0	19.0
259173	494.0	259.0
106144584	9.0	2.0
286753	1.0	1.0
106144585	0.0	0.0
106144586	1.0	0.0
284106	2480.0	3100.0
284100	1.0	0.0
284184	445.0	484.0
127544	1314.0	1295.0
23443	4995.0	4304.0
115557	2672.0	1524.0
127540	0.0	0.0
23446	5251.0	4061.0
115560	493.0	315.0
23440	1.0	4.0
127534	45.0	18.0
139538	0.0	0.0
23452	2752.0	2758.0
441459	58.0	167.0
441457	8.0	8.0
23456	1348.0	1014.0
115548	2603.0	1945.0
23457	288.0	358.0
441452	2.0	3.0
441461	103.0	90.0
152503	6738.0	5210.0
23450	7511.0	8479.0
23451	13847.0	12123.0
139542	0.0	0.0
284167	66.0	87.0
23428	13483.0	19314.0
284161	496.0	681.0
23429	4611.0	6029.0
100130799	0.0	0.0
23420	2494.0	3162.0
23421	763.0	612.0
23423	14338.0	15789.0
23424	1140.0	859.0
23426	487.0	332.0
152519	1036.0	1001.0
152518	1085.0	1068.0
441490	0.0	0.0
23438	1532.0	1415.0
23439	2.0	8.0
100130786	2.0	5.0
23430	130.0	220.0
100130785	0.0	0.0
23431	608.0	566.0
23432	2561.0	1653.0
23433	3513.0	2628.0
441478	265.0	585.0
23434	4.0	0.0
23435	4628.0	5278.0
441476	11.0	11.0
