id	6598740f-64d5-4b20-af26-dac644efc45f	d487c477-1052-4b32-8df9-edf0e6872bd4
100874484	9.0	2.0
201799	1011.0	782.0
201798	94.0	32.0
50831	25.0	3.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	136.0	19.0
50835	0.0	0.0
50834	0.0	0.0
50837	0.0	0.0
102465139	2.0	0.0
50836	0.0	0.0
100874471	3.0	7.0
102465138	0.0	0.0
50839	28.0	2.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	5.0	0.0
102465136	12.0	5.0
100874476	4.0	0.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	4.0	1.0
50840	156.0	74.0
100874479	0.0	1.0
100874478	0.0	1.0
100874477	0.0	0.0
50846	24.0	44.0
100499183	189.0	65.0
50848	7082.0	5831.0
2601	15.0	39.0
100499177	3863.0	2550.0
102465141	2.0	0.0
50853	1094.0	719.0
2609	1.0	5.0
102465140	0.0	0.0
50852	66.0	162.0
50855	141.0	229.0
50854	5532.0	6558.0
100499171	0.0	2.0
50856	252.0	7082.0
50859	3.0	1.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	2.0	2.0
100874498	0.0	0.0
646600	6.0	0.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	2.0	0.0
223117	2255.0	284.0
2613	200.0	314.0
2611	7.0	16.0
50862	6960.0	7456.0
50861	1706.0	1340.0
2619	3301.0	1179.0
50863	94.0	1673.0
100874499	0.0	2.0
2618	5054.0	8392.0
50865	3191.0	3081.0
2617	4881.0	10289.0
2616	442.0	1124.0
2615	2689.0	4987.0
406940	0.0	3.0
406942	1.0	0.0
646612	50.0	64.0
406941	0.0	1.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	14023.0	26131.0
2624	409.0	421.0
2623	3.0	7.0
2622	1814.0	1000.0
2621	9734.0	3143.0
2620	138.0	55.0
406935	52.0	0.0
406934	0.0	0.0
646603	1.0	0.0
406937	0.0	0.0
406936	0.0	0.0
2629	1959.0	4923.0
406939	0.0	0.0
646609	2.0	10.0
2628	3073.0	1733.0
406938	0.0	0.0
2627	876.0	425.0
2626	0.0	1.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	0.0
406932	0.0	0.0
646620	4.0	5.0
2636	1.0	1.0
2635	4711.0	7212.0
2634	17375.0	17519.0
2633	3949.0	4309.0
2632	2536.0	13536.0
2631	7993.0	10629.0
2630	126.0	128.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	2.0	0.0
406925	4.0	3.0
406928	0.0	0.0
2639	1601.0	2086.0
406927	0.0	0.0
646619	3.0	0.0
2638	0.0	0.0
2637	1.0	2.0
406929	1.0	0.0
646630	0.0	4.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	2543.0	1152.0
2647	1032.0	1452.0
2646	5.0	10.0
2645	13.0	7.0
2644	166.0	250.0
2643	1732.0	1829.0
2642	0.0	0.0
2641	1.0	0.0
406913	8.0	1.0
646627	15.0	72.0
406912	3.0	0.0
646625	0.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	280.0	63.0
406919	1.0	0.0
2648	5730.0	3206.0
406918	0.0	0.0
646641	0.0	0.0
646640	1.0	0.0
646643	0.0	0.0
406911	5.0	0.0
406910	0.0	0.0
2661	131.0	36.0
2660	57.0	6.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	296.0	259.0
2652	0.0	0.0
2651	4184.0	2590.0
406902	0.0	0.0
406901	1.0	0.0
406904	0.0	0.0
406903	8.0	3.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	228.0	123.0
2672	151.0	139.0
106144578	0.0	0.0
2671	947.0	1174.0
2670	1405.0	41.0
106144575	0.0	0.0
2669	3275.0	3874.0
2668	3.0	5.0
2667	2.0	5.0
100874529	9.0	1.0
2665	28000.0	49841.0
2664	6733.0	8412.0
2662	119.0	43.0
100874524	10.0	9.0
100874523	0.0	0.0
100129743	2.0	3.0
100874522	3.0	1.0
100874528	0.0	0.0
100129738	1.0	1.0
100129739	15.0	0.0
100129736	1.0	1.0
100130721	1.0	0.0
2683	25320.0	37572.0
106144568	0.0	0.0
2681	2994.0	500.0
2679	26.0	1.0
2678	753.0	1145.0
100874519	1.0	0.0
2677	3963.0	3023.0
100874518	0.0	2.0
2676	35.0	0.0
2675	42.0	48.0
2674	3823.0	19948.0
2673	8876.0	12891.0
101056700	37.0	18.0
100874512	0.0	0.0
100874511	2.0	0.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	1.0	0.0
100130719	4.0	1.0
100874516	5.0	2.0
100130718	6.0	4.0
100874515	11.0	4.0
100130717	18.0	9.0
100874514	0.0	0.0
100129727	13.0	6.0
100129726	49.0	11.0
100129723	0.0	0.0
100129722	51.0	15.0
2694	1.0	5.0
2693	1.0	0.0
2692	1.0	9.0
2691	0.0	13.0
2690	2764.0	1641.0
2689	0.0	0.0
2688	2.0	2.0
2687	2250.0	3265.0
2686	2205.0	914.0
100130708	0.0	0.0
100129716	83.0	101.0
106144540	0.0	0.0
100874531	0.0	0.0
100874530	1.0	0.0
100130700	0.0	0.0
100129714	0.0	1.0
106144541	1.0	0.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	5.0	14.0
106144538	5.0	7.0
2697	14117.0	54890.0
106144539	0.0	0.0
2696	320.0	1376.0
2695	0.0	1.0
100129706	1.0	1.0
100129708	1.0	3.0
284131	1345.0	705.0
115509	1849.0	2103.0
259197	18.0	43.0
284129	1559.0	1486.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	38.0	15.0
106144595	10.0	3.0
286749	4.0	4.0
106144598	2.0	1.0
106144599	0.0	0.0
284119	30095.0	19924.0
284116	6.0	5.0
284114	597.0	986.0
284111	55.0	2.0
284110	34.0	149.0
259173	2702.0	1162.0
106144584	11.0	4.0
286753	309.0	132.0
106144585	0.0	0.0
106144586	2.0	1.0
284106	1203.0	3354.0
284100	2.0	7.0
284184	616.0	961.0
127544	2766.0	7428.0
23443	5400.0	7090.0
115557	1621.0	872.0
127540	0.0	0.0
23446	9933.0	12621.0
115560	817.0	251.0
23440	0.0	0.0
127534	12.0	1.0
139538	0.0	0.0
23452	3893.0	5627.0
441459	15.0	1.0
441457	20.0	2.0
23456	2192.0	2652.0
115548	5979.0	6580.0
23457	796.0	975.0
441452	0.0	0.0
441461	83.0	9.0
152503	8629.0	5845.0
23450	15345.0	12473.0
23451	47351.0	28206.0
139542	0.0	1.0
284167	47.0	49.0
23428	2720.0	7367.0
284161	425.0	558.0
23429	7143.0	8877.0
100130799	2.0	0.0
23420	2572.0	5260.0
23421	1746.0	1441.0
23423	6755.0	13680.0
23424	2050.0	1948.0
23426	1163.0	1023.0
152519	1043.0	99.0
152518	1843.0	1617.0
441490	0.0	0.0
23438	3261.0	4291.0
23439	3.0	5.0
100130786	5.0	8.0
23430	669.0	1535.0
100130785	0.0	0.0
23431	2011.0	2878.0
23432	1161.0	770.0
23433	3968.0	6448.0
441478	164.0	344.0
23434	0.0	0.0
23435	9350.0	9515.0
441476	49.0	24.0
23436	1.0	0.0
441484	0.0	1.0
441481	9.0	52.0
140545	201.0	156.0
100129795	4.0	12.0
139562	1.0	0.0
100129792	277.0	145.0
100129794	401.0	98.0
100129793	2.0	1.0
23405	9508.0	12643.0
23406	3617.0	8362.0
23408	1504.0	1238.0
23409	146.0	91.0
100130776	776.0	785.0
100130775	15.0	11.0
441425	1.0	0.0
23400	3236.0	8076.0
100130771	50.0	55.0
23401	1009.0	2043.0
23403	1855.0	1644.0
441420	0.0	1.0
23404	2339.0	2104.0
127579	381.0	45.0
100129784	10.0	0.0
100129781	29.0	28.0
100129782	0.0	0.0
23416	248.0	16.0
23417	1042.0	885.0
23418	64.0	33.0
100129777	0.0	0.0
441416	12.0	4.0
23410	2414.0	1960.0
23411	5286.0	4427.0
23412	2172.0	2375.0
23413	860.0	2957.0
441410	0.0	1.0
23414	476.0	653.0
23415	17.0	26.0
100129772	3.0	0.0
100130758	54.0	83.0
100130756	1.0	4.0
100129769	0.0	0.0
441442	0.0	1.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	2.0	0.0
115584	7.0	8.0
379024	0.0	0.0
379025	5390.0	2961.0
100874502	0.0	0.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	1.0	2.0
100874504	0.0	1.0
100874503	3.0	5.0
284196	5.0	0.0
284194	27.0	18.0
139516	2.0	0.0
100129755	1.0	3.0
100130742	121.0	45.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	4.0	1.0
441432	0.0	0.0
441430	2.0	0.0
115572	1971.0	515.0
379011	0.0	0.0
379012	0.0	0.0
379013	7.0	0.0
284186	30.0	2.0
284185	17.0	9.0
646531	27.0	71.0
100463285	20.0	20.0
84328	2526.0	3280.0
84327	2005.0	1396.0
84329	350.0	479.0
84324	257.0	117.0
84326	1326.0	1905.0
84320	2567.0	2358.0
100500797	0.0	0.0
646527	18.0	29.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	3.0	2.0
84322	1.0	0.0
84321	534.0	730.0
100499227	16.0	9.0
343071	0.0	0.0
100996944	0.0	1.0
343070	0.0	0.0
100996941	0.0	0.0
127495	140.0	164.0
84309	1197.0	1628.0
84317	3598.0	3298.0
84316	1092.0	2182.0
84319	1386.0	1660.0
84318	715.0	874.0
84313	2483.0	3828.0
84312	1032.0	1133.0
84315	453.0	892.0
84314	739.0	1040.0
646538	12.0	9.0
343069	4.0	2.0
84311	4273.0	3718.0
84310	2439.0	2971.0
343068	0.0	0.0
343066	0.0	0.0
100996939	173.0	222.0
23386	8826.0	8514.0
23387	5926.0	6301.0
23389	22084.0	22038.0
441400	10.0	17.0
100996930	33.0	47.0
201853	631.0	1457.0
23380	1780.0	3206.0
23381	6834.0	7964.0
23382	2841.0	3132.0
23383	6417.0	5116.0
23384	3855.0	3958.0
23385	10271.0	13046.0
106866914	0.0	0.0
84342	1827.0	1429.0
106866913	4.0	7.0
84343	3352.0	4403.0
60370	688.0	616.0
84340	3101.0	4547.0
106866915	0.0	0.0
646567	10.0	5.0
100996928	4.0	0.0
23397	229.0	983.0
23398	2777.0	2312.0
23399	5077.0	6984.0
23390	5781.0	2944.0
23392	16155.0	13076.0
84335	2083.0	3330.0
23394	13090.0	13388.0
84334	1199.0	1495.0
23395	2393.0	3333.0
84337	1930.0	2780.0
84336	3619.0	3785.0
23396	3067.0	5369.0
60386	321.0	871.0
84331	932.0	2706.0
60385	5.0	4.0
84330	563.0	527.0
84333	8011.0	8297.0
84332	14.0	6.0
152485	3275.0	1945.0
646575	0.0	0.0
646572	13.0	31.0
343045	1.0	1.0
646577	0.0	0.0
646576	45.0	16.0
23365	24642.0	27701.0
23366	934.0	762.0
23367	17342.0	25505.0
23368	4106.0	2299.0
23369	19793.0	13654.0
23360	11374.0	6322.0
23361	4000.0	4216.0
140432	0.0	3.0
23362	6836.0	23663.0
23363	6992.0	1334.0
84364	7985.0	7362.0
84366	0.0	0.0
84365	4170.0	3340.0
343035	1.0	6.0
139452	8.0	16.0
646583	2.0	7.0
23376	6273.0	4968.0
23378	2565.0	2377.0
23379	7618.0	7380.0
646581	1.0	0.0
23370	437.0	704.0
23371	9311.0	5200.0
23373	1416.0	787.0
100499261	2.0	3.0
646597	0.0	0.0
646595	58.0	5.0
100499258	0.0	0.0
23344	11885.0	11004.0
23345	6442.0	5046.0
201895	16542.0	48528.0
23347	9705.0	6915.0
646592	0.0	0.0
23348	9356.0	8542.0
23349	75.0	17.0
140453	3.0	0.0
23341	3428.0	4274.0
140456	10.0	2.0
140458	5.0	68.0
100499252	11.0	2.0
140459	2892.0	2195.0
100499251	1.0	0.0
23353	13018.0	8347.0
23354	1832.0	1035.0
23355	3874.0	4373.0
23357	3214.0	3252.0
23358	10993.0	14328.0
23359	29.0	276.0
140460	2061.0	1937.0
140461	3291.0	3503.0
140462	154.0	110.0
23350	14705.0	10674.0
140464	0.0	0.0
23351	6889.0	6994.0
140465	1761.0	1595.0
23352	19161.0	18156.0
140467	1996.0	1780.0
140468	1.0	0.0
140469	219.0	351.0
84376	6707.0	8151.0
2702	560.0	1760.0
2701	716.0	1000.0
2700	3.0	8.0
2709	102.0	1.0
2707	58.0	3.0
2706	102.0	1318.0
2705	165.0	0.0
2703	0.0	1.0
345651	43.0	6.0
2712	0.0	0.0
106866981	0.0	0.0
2710	465.0	1371.0
106866980	0.0	0.0
2719	3461.0	576.0
2717	2907.0	6165.0
50964	1.0	1.0
345643	15.0	35.0
345645	1.0	2.0
286826	918.0	755.0
286827	431.0	948.0
286828	0.0	0.0
59307	1647.0	2530.0
2720	3645.0	15134.0
2729	3773.0	5568.0
100500737	4.0	2.0
345630	27.0	3.0
2735	64.0	111.0
2734	16771.0	15145.0
2733	4162.0	6894.0
2732	0.0	0.0
2731	118.0	20.0
2730	3065.0	1925.0
2739	8414.0	8766.0
2738	654.0	674.0
2737	4451.0	4195.0
2736	329.0	305.0
106144534	1.0	1.0
106144535	0.0	3.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	12.0	8.0
106144533	0.0	0.0
2746	16508.0	24612.0
2745	2310.0	14665.0
2744	7814.0	11595.0
2743	1245.0	1675.0
60314	2375.0	2452.0
2742	1.0	0.0
60313	13244.0	13784.0
106144527	0.0	0.0
2741	1.0	1.0
259217	371.0	590.0
60312	5705.0	4925.0
106144528	7.0	5.0
2740	99.0	20.0
106144529	1.0	6.0
259215	0.0	0.0
2749	223.0	145.0
345611	8.0	6.0
50999	5773.0	8247.0
2747	168.0	210.0
259236	61.0	23.0
2760	6936.0	37525.0
106144524	1.0	0.0
259234	0.0	0.0
106144526	7.0	13.0
259232	1503.0	261.0
259230	2409.0	3049.0
59339	3354.0	7841.0
59338	4130.0	4253.0
59335	4.0	12.0
2752	41672.0	171341.0
59336	0.0	0.0
2750	1.0	0.0
2771	13311.0	30675.0
59342	13722.0	4518.0
59341	1460.0	735.0
2770	2024.0	980.0
59344	41.0	13.0
59343	4619.0	4168.0
59340	12.0	6.0
84306	333.0	463.0
2768	3737.0	6986.0
2767	7178.0	5352.0
59349	3868.0	4509.0
84305	1631.0	1981.0
2766	987.0	1223.0
2765	0.0	2.0
84307	4838.0	2208.0
84302	224.0	131.0
2764	5669.0	10055.0
59345	3117.0	6560.0
84301	7208.0	8918.0
2762	2419.0	4345.0
84304	756.0	1417.0
59348	1646.0	949.0
84303	778.0	514.0
59347	4.0	6.0
2761	0.0	2.0
84300	1241.0	2331.0
646508	0.0	0.0
2769	794.0	3689.0
646507	0.0	0.0
646520	5.0	4.0
2782	28386.0	47760.0
59353	52.0	14.0
2781	415.0	80.0
59352	2704.0	43.0
2780	0.0	0.0
59351	9.0	2.0
59350	6.0	31.0
2779	1.0	2.0
2778	67741.0	80985.0
2777	66.0	107.0
2776	12858.0	8038.0
2775	224.0	96.0
2774	784.0	168.0
2773	8809.0	11812.0
60343	1947.0	2297.0
2772	0.0	1.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	98.0	146.0
100379584	0.0	0.0
2792	1.0	0.0
2791	3515.0	2310.0
2790	357.0	719.0
105369316	1.0	8.0
2789	0.0	0.0
2788	2986.0	315.0
2787	3461.0	6886.0
2786	63.0	50.0
441194	988.0	533.0
2785	12.0	10.0
2784	168.0	149.0
2783	7841.0	14381.0
441191	1103.0	1142.0
100129622	0.0	0.0
100130606	2.0	5.0
286410	3203.0	3513.0
100130603	0.0	0.0
286411	4.0	9.0
100130600	682.0	265.0
100379571	470.0	295.0
441177	0.0	1.0
2799	15335.0	111211.0
2798	28.0	12.0
2797	4.0	3.0
2796	524.0	61.0
2794	5385.0	3613.0
100129611	0.0	0.0
100129606	0.0	3.0
286423	5.0	6.0
100129604	0.0	0.0
286430	8.0	5.0
105369343	3.0	2.0
286436	1.0	0.0
100379592	24.0	18.0
441154	11.0	17.0
441151	33.0	12.0
441150	150.0	217.0
191585	84.0	21.0
105370357	0.0	0.0
441133	3.0	11.0
100142659	19.0	10.0
100379564	5.0	0.0
441168	171.0	372.0
441166	16.0	19.0
101730217	19.0	6.0
441161	1.0	0.0
441160	67.0	31.0
646498	0.0	0.0
441108	875.0	563.0
23562	9.0	208.0
23563	8.0	1.0
359948	25881.0	11654.0
23564	5258.0	5363.0
23566	491.0	275.0
100130693	3.0	7.0
23567	1221.0	857.0
23568	476.0	857.0
23569	7.0	6.0
23560	4743.0	5954.0
286494	12.0	0.0
286495	1435.0	837.0
286499	31.0	8.0
100130687	0.0	0.0
23576	5397.0	5229.0
117608	1824.0	872.0
100129690	6.0	4.0
100129696	40.0	12.0
100129692	3.0	9.0
100129694	0.0	0.0
23548	1299.0	1656.0
23549	4708.0	4311.0
100130677	3.0	2.0
100130676	0.0	2.0
23541	5639.0	10517.0
23542	733.0	1219.0
23543	11439.0	9007.0
130612	203.0	127.0
23544	75.0	30.0
130617	1397.0	889.0
100130671	0.0	0.0
23545	2010.0	2305.0
441124	222.0	135.0
23546	6.0	16.0
441123	0.0	0.0
23547	39.0	175.0
441131	3.0	6.0
23559	987.0	428.0
23551	1322.0	396.0
23552	893.0	449.0
23553	2.0	1.0
23554	1278.0	960.0
23555	3633.0	10882.0
100130660	11.0	1.0
23556	3627.0	3920.0
23557	1615.0	2304.0
23558	9405.0	10768.0
23550	5320.0	5832.0
23526	1704.0	2774.0
23527	6893.0	8565.0
23528	1931.0	4453.0
286442	0.0	9.0
23529	176.0	478.0
129642	6608.0	11962.0
286444	114.0	78.0
100129669	0.0	1.0
100463482	14.0	12.0
23520	1.0	5.0
23521	160442.0	142344.0
23522	7078.0	8485.0
23523	5646.0	8618.0
23524	75057.0	52423.0
359996	0.0	1.0
115004	431.0	1070.0
100129664	0.0	0.0
100463487	11.0	13.0
100463486	78.0	90.0
100463489	4.0	2.0
100463488	8.0	5.0
100129662	48.0	6.0
286451	6293.0	8569.0
23538	0.0	0.0
23539	118.0	34.0
23530	4729.0	17977.0
23531	1024.0	2140.0
100130640	0.0	4.0
23532	25.0	6.0
23533	422.0	1160.0
359997	2.0	1.0
23534	5901.0	7031.0
23536	1928.0	2214.0
100463498	176.0	171.0
100129654	0.0	0.0
286460	164.0	195.0
100129650	1.0	2.0
23504	88.0	38.0
100499416	0.0	0.0
23505	7312.0	8260.0
100499417	0.0	0.0
23506	7115.0	4116.0
286464	12.0	41.0
100130637	0.0	0.0
23507	4025.0	4104.0
100130636	0.0	0.0
23508	3083.0	1099.0
23509	6623.0	9389.0
286467	187.0	32.0
100129647	8.0	4.0
100130631	3.0	2.0
23500	1484.0	1421.0
100499418	0.0	0.0
23503	4588.0	6515.0
100129641	2.0	3.0
100129640	2.0	1.0
286472	7.0	4.0
23515	6899.0	7750.0
345275	27.0	9.0
100499405	467.0	164.0
23516	4264.0	6939.0
23517	7882.0	9476.0
100130626	0.0	1.0
23518	2015.0	2853.0
102465752	0.0	0.0
23519	1.0	1.0
345274	113.0	90.0
100130621	104.0	35.0
23510	4014.0	3541.0
23511	4950.0	7583.0
23512	5211.0	7959.0
23513	4827.0	5605.0
23514	4675.0	4062.0
100129631	2.0	0.0
129607	660.0	1251.0
129563	2638.0	1411.0
431704	1.0	0.0
117579	1.0	0.0
130557	1014.0	788.0
431705	4.0	4.0
431707	0.0	0.0
129560	0.0	5.0
117583	2600.0	1507.0
84449	2199.0	1350.0
84448	177.0	596.0
117584	2192.0	2251.0
84445	4830.0	4562.0
84444	1626.0	3234.0
84447	4775.0	7531.0
84446	354.0	80.0
84441	13744.0	1888.0
84440	2274.0	3321.0
84443	122.0	218.0
646405	29.0	4.0
646409	2.0	0.0
117581	213.0	104.0
130560	11.0	0.0
646424	134.0	0.0
84437	1662.0	2044.0
84439	232.0	327.0
60489	1026.0	1186.0
60488	5302.0	7605.0
84433	746.0	726.0
60487	1875.0	621.0
84436	2069.0	1558.0
84435	10.0	2.0
60485	11291.0	10626.0
60484	6.0	6.0
84432	7.0	3.0
60482	6.0	4.0
60481	27115.0	43476.0
130576	537.0	1028.0
130574	2013.0	2366.0
84467	157.0	3.0
84466	930.0	31.0
60496	4203.0	4445.0
60495	597.0	54.0
60494	67.0	45.0
84465	33.0	8.0
84464	596.0	1393.0
60493	1554.0	2636.0
60492	3229.0	4099.0
60491	1755.0	1568.0
60490	723.0	684.0
84461	2546.0	1995.0
84460	4163.0	1096.0
646442	21.0	27.0
129530	117.0	50.0
129531	1618.0	1425.0
130589	648.0	1868.0
201501	2335.0	108.0
84456	1245.0	743.0
84455	1251.0	731.0
84458	3683.0	5396.0
84457	124.0	13.0
84450	3537.0	1825.0
646457	4.0	1.0
100500870	1.0	1.0
100500872	0.0	0.0
201514	695.0	821.0
201516	9.0	0.0
646450	218.0	105.0
23480	2221.0	4198.0
105416157	74.0	160.0
23481	4793.0	5741.0
23483	1465.0	1336.0
23484	3845.0	6702.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	0.0	1.0
646467	2.0	2.0
100500860	0.0	0.0
96459	4120.0	5434.0
100500861	0.0	0.0
23498	452.0	252.0
23499	36419.0	43476.0
23491	817.0	29.0
23492	5584.0	2621.0
23493	3278.0	274.0
23495	36.0	48.0
100500862	0.0	0.0
100500863	12.0	5.0
100034743	1.0	0.0
100500864	0.0	0.0
100500865	43.0	18.0
100500866	1.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	2.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	5713.0	11080.0
394217	0.0	0.0
23464	746.0	1231.0
130535	2227.0	1260.0
23466	4778.0	4276.0
23467	2302.0	1571.0
23468	12903.0	14387.0
23469	16446.0	9655.0
2801	7766.0	10424.0
2800	2990.0	4381.0
23460	1203.0	660.0
23461	8385.0	2390.0
23462	832.0	767.0
100500895	2.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	6829.0	13916.0
100500898	0.0	0.0
2805	2336.0	6666.0
100500899	0.0	0.0
2804	32714.0	37361.0
2803	18081.0	26504.0
2802	5970.0	10471.0
130540	34.0	47.0
646486	1.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1923.0	2931.0
23475	332.0	254.0
23476	7713.0	7342.0
23478	7648.0	12147.0
23479	5797.0	6325.0
646480	0.0	0.0
2812	0.0	0.0
2811	92.0	124.0
2810	1639.0	1375.0
23471	19355.0	31584.0
23473	6141.0	4769.0
100500884	0.0	0.0
2819	779.0	197.0
100500885	0.0	0.0
84498	5004.0	3296.0
100500886	0.0	0.0
2817	2444.0	2889.0
100500888	0.0	0.0
2815	0.0	39.0
100500889	3.0	3.0
2814	5.0	17.0
2813	896.0	255.0
2823	379.0	15.0
2822	132.0	57.0
2821	11406.0	40010.0
100500839	0.0	0.0
2820	8172.0	5290.0
201562	7247.0	7600.0
100379623	2.0	5.0
2829	51.0	257.0
100500831	0.0	0.0
2828	214.0	1021.0
2827	33.0	44.0
100500833	10.0	12.0
2826	23.0	33.0
100500834	0.0	0.0
2825	48.0	98.0
100500835	2.0	0.0
2824	5492.0	1356.0
100500836	0.0	0.0
727699	7.0	0.0
2834	4.0	1.0
100500826	1.0	0.0
2833	125.0	253.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	1.0	1.0
2831	2.0	1.0
100500829	0.0	0.0
60401	647.0	123.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	12.0	8.0
100500822	0.0	0.0
2837	8.0	5.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	634.0	2.0
100500825	0.0	0.0
100500850	44.0	11.0
2845	5.0	21.0
100500859	1.0	0.0
2844	0.0	5.0
2843	6.0	15.0
2842	45.0	29.0
2841	36.0	95.0
60412	7761.0	7964.0
2840	183.0	10.0
100500851	0.0	0.0
100500854	50.0	10.0
2849	7.0	2.0
100500855	0.0	0.0
2848	14.0	9.0
394261	3.0	4.0
2847	14.0	23.0
347933	2.0	1.0
100500857	0.0	1.0
2846	59.0	132.0
100500858	0.0	0.0
394263	3.0	0.0
2856	1.0	10.0
100500849	0.0	0.0
2855	0.0	0.0
2854	1.0	0.0
2853	15.0	12.0
201595	15302.0	29641.0
2852	233.0	307.0
2850	884.0	98.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	131.0	78.0
100500846	0.0	0.0
2857	1298.0	1194.0
100500847	0.0	0.0
2870	2248.0	2632.0
107105261	0.0	0.0
2867	5.0	18.0
107105265	0.0	0.0
60437	81.0	28.0
2866	0.0	0.0
107105264	2.0	0.0
60436	3916.0	3024.0
2865	1.0	0.0
107105263	0.0	1.0
2864	0.0	3.0
107105262	0.0	0.0
2863	102.0	83.0
2862	5.0	2.0
2861	176.0	22.0
347918	1606.0	1092.0
107105266	8.0	2.0
2869	1424.0	1280.0
2868	275.0	389.0
2880	0.0	1.0
60439	0.0	0.0
107105254	0.0	0.0
2878	2988.0	2000.0
2877	58.0	20.0
107105253	28.0	9.0
2876	5576.0	24299.0
2875	241.0	77.0
2874	318.0	233.0
2873	3942.0	5351.0
2872	11695.0	24296.0
107105256	0.0	0.0
2871	5.0	7.0
347902	11764.0	1616.0
107105259	0.0	0.0
2879	11005.0	15600.0
727682	0.0	0.0
727684	3.0	0.0
2892	154.0	45.0
2891	281.0	3.0
2890	85.0	20.0
727686	0.0	0.0
84419	1903.0	7471.0
2889	9988.0	11755.0
100500815	0.0	0.0
2888	159.0	33.0
100500816	0.0	0.0
2887	3712.0	2649.0
100500817	0.0	0.0
2886	3534.0	1023.0
100500818	0.0	0.0
2885	9780.0	18167.0
100500819	1.0	2.0
2884	1.0	17.0
2882	752.0	1205.0
100642175	8.0	0.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	2.0	2.0
100500813	0.0	0.0
100500814	5.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	224.0	6.0
2899	2254.0	530.0
84418	1291.0	4861.0
2898	34.0	46.0
60468	2000.0	337.0
84417	2692.0	44.0
2897	93.0	67.0
2896	13326.0	84355.0
60467	1.0	0.0
100500808	0.0	0.0
2895	1.0	0.0
100500809	2.0	0.0
2894	216.0	361.0
2893	1351.0	19.0
100500801	0.0	0.0
100500802	63.0	32.0
100500803	0.0	0.0
23603	7427.0	21615.0
100129507	0.0	0.0
23604	2331.0	831.0
23605	0.0	1.0
23606	3.0	3.0
23607	9788.0	10748.0
23608	11807.0	11353.0
23609	2751.0	3170.0
286527	13.0	7.0
286528	0.0	0.0
23600	266.0	568.0
23601	80.0	432.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	6.0	2.0
23614	0.0	0.0
23615	29.0	13.0
23616	849.0	1146.0
286530	368.0	713.0
23617	0.0	0.0
23619	21.0	3.0
23612	2162.0	1816.0
23613	4903.0	5283.0
286544	65.0	275.0
286550	0.0	1.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	20.0	17.0
100463528	1.0	0.0
441272	508.0	540.0
100379667	0.0	0.0
100288998	1.0	2.0
441263	90.0	46.0
441261	3.0	1.0
100288984	1.0	0.0
441295	14.0	4.0
441294	18.0	24.0
100463500	4.0	4.0
