id	ef51ae2e-91ac-4d5f-ba2a-0ae978ba33b9	36bcb602-58b0-4731-8d2c-090eaac15d29
2911	8.0	22.0
201651	23.0	0.0
2919	173.0	7.0
2918	12.0	81.0
102465691	0.0	0.0
2917	33.0	4.0
2916	24.0	9.0
2915	1.0	1.0
2914	15.0	41.0
2913	13.0	6.0
2912	47.0	15.0
404220	29.0	15.0
406883	0.0	0.0
406882	0.0	0.0
406885	1.0	0.0
406884	0.0	0.0
646359	0.0	1.0
406887	0.0	0.0
406886	42.0	5.0
406889	0.0	0.0
406888	1.0	0.0
23584	959.0	54.0
23585	8174.0	19736.0
23586	3111.0	2291.0
23587	2220.0	1113.0
23588	4018.0	5008.0
23589	3943.0	1895.0
406881	6.0	0.0
2922	309.0	525.0
2921	55.0	3.0
2920	751.0	10.0
23580	8922.0	5220.0
23581	4.0	3.0
23582	4603.0	3590.0
23583	1391.0	1910.0
404217	131.0	95.0
2928	0.0	0.0
2926	6982.0	15427.0
2925	166.0	9029.0
2923	23089.0	34780.0
646366	1.0	0.0
345430	0.0	2.0
406875	0.0	0.0
404216	1.0	39.0
23595	2815.0	5257.0
23596	416.0	528.0
23597	2889.0	1147.0
96597	15.0	1.0
23598	4508.0	4958.0
100130584	0.0	0.0
100130581	272.0	180.0
646360	16.0	42.0
129450	996.0	760.0
130429	0.0	0.0
2932	6090.0	14373.0
2931	3740.0	4622.0
23590	255.0	425.0
100129591	10.0	4.0
23591	0.0	3.0
23592	3703.0	3419.0
23593	9211.0	6800.0
23594	78.0	628.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	0.0	0.0
100499483	157.0	13.0
2939	3.0	1.0
2938	155.0	2.0
2937	2321.0	3334.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	2912.0	5539.0
2935	12219.0	25183.0
2934	137988.0	6076.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	2976.0	1189.0
60506	0.0	0.0
2944	3453.0	3543.0
2942	0.0	0.0
2941	1962.0	468.0
2940	1.0	0.0
2949	6789.0	95.0
2948	1593.0	540.0
2947	12734.0	5059.0
2946	4116.0	709.0
60526	1028.0	1666.0
2954	1149.0	859.0
2953	4.0	1.0
2951	0.0	0.0
2950	13172.0	1660.0
2959	2517.0	3177.0
2958	2091.0	3555.0
2957	5138.0	7531.0
2956	5585.0	7112.0
100288948	0.0	0.0
60529	808.0	18.0
60528	4353.0	1356.0
2966	90.0	233.0
84504	0.0	1.0
2965	3718.0	4117.0
84503	758.0	437.0
2964	1.0	4.0
2963	1550.0	2509.0
2962	5561.0	2722.0
2961	1453.0	1851.0
84502	190.0	12.0
2960	924.0	2734.0
84501	387.0	398.0
2969	5705.0	2848.0
2968	192.0	163.0
2967	2874.0	4507.0
2980	0.0	0.0
2977	1794.0	1618.0
2976	4525.0	3739.0
2975	7206.0	4805.0
2974	11.0	137.0
2972	1820.0	338.0
2971	4518.0	17784.0
2970	149.0	114.0
2979	93.0	5.0
2978	5.0	17.0
154442	22.0	1.0
2990	5751.0	2508.0
225689	269.0	28.0
84519	111.0	275.0
84518	110.0	200.0
60559	10060.0	15913.0
100500914	0.0	0.0
2987	6020.0	3648.0
60558	2190.0	6722.0
84525	393.0	1205.0
100500915	0.0	0.0
2986	1.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	2316.0	826.0
100500917	1.0	0.0
2984	120.0	25.0
84522	2157.0	3624.0
100500918	0.0	2.0
2983	1777.0	2233.0
100500919	0.0	0.0
84524	1212.0	725.0
2982	5484.0	2100.0
2981	0.0	0.0
84520	588.0	653.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	26.0	1.0
100500913	0.0	0.0
2999	123.0	12.0
84515	1455.0	1006.0
100500903	0.0	0.0
2998	142.0	0.0
84514	2128.0	700.0
100500904	2.0	18.0
2997	3946.0	4702.0
84517	208.0	90.0
100500905	0.0	0.0
84516	5873.0	5140.0
2996	21.0	12.0
100500906	0.0	0.0
2995	3638.0	365.0
2994	1.0	0.0
100500908	1.0	0.0
84513	2756.0	6314.0
2993	0.0	1.0
100500909	0.0	0.0
2992	3633.0	6179.0
60561	1498.0	2901.0
60560	1880.0	2127.0
100500900	0.0	2.0
100500901	0.0	0.0
100288904	1.0	0.0
154467	274.0	609.0
130497	2242.0	13.0
84548	1006.0	773.0
84547	746.0	288.0
100500938	0.0	0.0
84549	1867.0	1849.0
84546	0.0	0.0
84545	2823.0	1994.0
84542	801.0	874.0
84541	131.0	159.0
727795	34.0	43.0
84529	621.0	677.0
84536	233.0	113.0
84539	0.0	3.0
84532	2249.0	395.0
84530	1.0	1.0
23729	275.0	454.0
201288	0.0	0.0
201283	1331.0	4429.0
23738	0.0	8.0
23731	12390.0	6167.0
23732	131.0	115.0
201299	5.0	91.0
201292	1316.0	960.0
201294	1075.0	953.0
23704	283.0	447.0
23705	3927.0	6977.0
23708	1494.0	194.0
252840	1.0	0.0
252841	2.0	0.0
100288897	6.0	0.0
23710	9841.0	3071.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	7.0	9.0
100288861	0.0	0.0
84701	161.0	16.0
252884	424.0	233.0
84700	37.0	1.0
129841	0.0	0.0
94086	12.0	7.0
117854	686.0	790.0
100130450	1.0	0.0
154807	7732.0	6612.0
100129460	275.0	191.0
359710	0.0	0.0
94081	1841.0	7081.0
115201	1007.0	1845.0
100129468	0.0	0.0
100129464	5.0	3.0
286256	44.0	16.0
286257	708.0	501.0
100129459	1.0	0.0
100130447	0.0	0.0
129831	689.0	1200.0
646269	3.0	5.0
646262	0.0	0.0
286262	529.0	749.0
142827	7.0	0.0
100129452	0.0	0.0
646278	66.0	16.0
100130435	0.0	0.0
727800	146.0	263.0
646270	3.0	4.0
154822	61.0	8.0
23782	0.0	0.0
23783	11.0	2.0
23784	1.0	0.0
23786	5597.0	4417.0
23787	11116.0	6878.0
646273	0.0	0.0
23788	3784.0	11074.0
359730	1.0	0.0
359731	0.0	0.0
23780	2525.0	900.0
23781	0.0	0.0
345079	544.0	238.0
154810	12037.0	2661.0
100129438	0.0	0.0
94097	834.0	1694.0
359737	1.0	0.0
359738	0.0	0.0
359739	0.0	3.0
646282	206.0	209.0
359736	22.0	0.0
359740	2.0	1.0
359741	0.0	0.0
359742	0.0	0.0
359743	40.0	10.0
139201	22.0	7.0
129804	1968.0	490.0
129807	4.0	1.0
129880	692.0	177.0
23768	4975.0	843.0
23769	24.0	2.0
129881	91.0	9.0
100130418	793.0	48.0
345062	0.0	15.0
286204	196.0	7.0
100129428	0.0	0.0
286205	1625.0	3719.0
100129427	0.0	0.0
23760	5348.0	5825.0
359748	0.0	0.0
100862854	0.0	0.0
286207	93.0	63.0
359749	3.0	0.0
23761	3295.0	991.0
100862855	0.0	0.0
23762	497.0	270.0
23764	5264.0	681.0
359744	1.0	3.0
100862850	1.0	0.0
23765	3183.0	912.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	1361.0	46.0
100862853	0.0	0.0
359747	0.0	21.0
359751	0.0	0.0
359752	1.0	2.0
359753	0.0	1.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	447.0	152.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	3580.0	1239.0
359755	1.0	2.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	1.0	0.0
23770	10803.0	2964.0
359761	6.0	0.0
129868	0.0	0.0
23746	0.0	2.0
102465502	0.0	0.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	118.0	46.0
23749	0.0	0.0
100129403	1.0	1.0
345041	13.0	6.0
100129405	280.0	65.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	15564.0	25185.0
102465507	0.0	0.0
23742	3.0	0.0
359766	0.0	0.0
23743	1245.0	408.0
359767	0.0	0.0
102465505	0.0	0.0
130813	68.0	58.0
23744	0.0	0.0
102465504	6.0	0.0
130814	2639.0	6027.0
102465503	0.0	0.0
359774	10.0	1.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	0.0	0.0
100129402	1.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	2978.0	2665.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	51.0	9.0
347694	0.0	0.0
286239	0.0	1.0
23751	0.0	0.0
102465519	0.0	0.0
23752	5.0	0.0
23753	408.0	73.0
115207	30176.0	9951.0
359777	0.0	0.0
102465517	0.0	0.0
130827	373.0	810.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1477.0	1856.0
23755	11.0	0.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	2.0
359782	0.0	0.0
347689	24.0	5.0
347688	7.0	3.0
102465524	0.0	0.0
94005	5334.0	2957.0
102465523	0.0	0.0
102465522	1.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	160.0	13.0
727866	3.0	0.0
57060	1798.0	204.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	15271.0	4817.0
102465526	0.0	0.0
727865	9.0	6.0
102465525	0.0	0.0
84687	3272.0	1423.0
727859	0.0	1.0
84689	101.0	55.0
84688	26.0	6.0
139135	0.0	0.0
84684	2.0	0.0
84681	1196.0	961.0
84680	1245.0	200.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	1.0
727857	0.0	0.0
727851	257.0	46.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	1.0	0.0
102465536	0.0	0.0
84679	3703.0	1288.0
84676	13.0	12.0
84675	59.0	126.0
140123	0.0	0.0
84678	2472.0	1767.0
84677	0.0	2.0
84672	0.0	0.0
84671	1931.0	1527.0
84674	1295.0	301.0
84673	0.0	0.0
152101	0.0	0.0
152100	698.0	1597.0
94027	19.0	4.0
94026	3.0	2.0
94025	2987.0	1620.0
129787	3078.0	1879.0
57088	8350.0	2263.0
127124	0.0	0.0
57089	493.0	981.0
57082	142.0	3057.0
57084	1.0	0.0
57085	1768.0	1031.0
152118	0.0	0.0
152110	936.0	825.0
154790	7.0	1.0
154791	417.0	152.0
646201	0.0	0.0
57091	117.0	76.0
94015	917.0	158.0
57092	12399.0	19027.0
646202	28.0	43.0
57097	1331.0	1159.0
57099	580.0	812.0
727879	1.0	0.0
57093	0.0	0.0
166752	1.0	9.0
57094	127.0	14.0
57095	3488.0	1841.0
57096	101.0	73.0
139163	0.0	0.0
84698	750.0	255.0
84699	4.0	2.0
84694	0.0	0.0
84693	764.0	718.0
100499563	1.0	1.0
84696	180.0	116.0
84695	365.0	391.0
84690	27.0	2.0
84692	20.0	1.0
84691	3.0	3.0
130752	139.0	77.0
646213	0.0	0.0
100130495	12.0	6.0
646208	9.0	1.0
94039	907.0	819.0
94031	3270.0	1860.0
94030	147.0	2.0
100130484	0.0	0.0
94033	0.0	0.0
94032	3.0	67.0
727810	4.0	0.0
100130481	0.0	0.0
100130480	0.0	0.0
115196	754.0	323.0
727805	0.0	0.0
139105	2.0	1.0
646218	0.0	0.0
347744	40.0	51.0
347741	1.0	0.0
646231	0.0	0.0
154743	1609.0	1788.0
130773	2.0	5.0
727842	0.0	2.0
100129480	85.0	162.0
100129482	2847.0	455.0
727837	0.0	0.0
347736	66.0	8.0
347733	1369.0	9.0
347732	36.0	13.0
347735	4092.0	7477.0
347734	3659.0	2813.0
347731	9.0	2.0
646243	0.0	0.0
94059	173.0	94.0
347730	4.0	0.0
646249	0.0	0.0
201305	39.0	3.0
100130466	0.0	0.0
727833	1.0	1.0
727835	0.0	0.0
100130462	0.0	0.0
94056	5792.0	23588.0
100130461	4.0	0.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	29.0	40.0
727828	0.0	0.0
100129472	1.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	7013.0	5997.0
347717	1.0	0.0
347716	22.0	11.0
101154644	0.0	0.0
152195	315.0	647.0
100288831	0.0	0.0
164153	37.0	14.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	2.0	0.0
152189	620.0	1648.0
347705	1.0	2.0
347702	1.0	0.0
152185	1708.0	4966.0
347701	0.0	2.0
100288827	0.0	0.0
100288825	0.0	0.0
57000	77.0	22.0
57001	661.0	970.0
84618	0.0	1.0
84617	8162.0	1948.0
84619	248.0	33.0
57007	7493.0	2859.0
84624	851.0	4565.0
84627	960.0	749.0
84626	943.0	136.0
57002	821.0	749.0
57003	11436.0	33388.0
84620	552.0	2397.0
84623	23.0	11.0
57004	1.0	0.0
84622	803.0	353.0
100288814	1.0	3.0
57010	307.0	134.0
57017	2296.0	1355.0
84614	2388.0	3419.0
57018	13956.0	4865.0
57019	2140.0	2507.0
84616	0.0	0.0
84612	1005.0	14336.0
57016	8.0	13.0
96626	0.0	1.0
100288805	90.0	32.0
100288801	2.0	6.0
100288802	0.0	0.0
57020	4511.0	5636.0
164127	0.0	0.0
166785	1031.0	757.0
84639	0.0	0.0
84647	3.0	0.0
84649	12186.0	462.0
60678	1402.0	755.0
60677	2.0	0.0
84648	0.0	0.0
60676	238.0	25.0
84643	0.0	1.0
60675	5.0	0.0
139170	2.0	0.0
101154686	1.0	0.0
84645	324.0	18.0
60674	10869.0	12525.0
57026	16.0	1.0
60673	1182.0	318.0
152138	0.0	0.0
60672	1006.0	221.0
152137	13825.0	4605.0
252946	0.0	0.0
84641	5201.0	7495.0
252948	0.0	0.0
84640	3327.0	8659.0
252949	0.0	0.0
154796	4876.0	1243.0
96610	185.0	62.0
164118	11.0	0.0
84629	8102.0	2950.0
84628	29.0	41.0
727897	570.0	79.0
57030	315.0	79.0
84636	45.0	6.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	2211.0	2362.0
84632	4799.0	923.0
60686	942.0	499.0
84631	54.0	9.0
57037	3136.0	1617.0
84634	1.0	42.0
60685	4995.0	4950.0
105370183	2.0	0.0
57038	2933.0	3106.0
60684	4661.0	6199.0
60682	963.0	850.0
60681	4717.0	5545.0
84630	15.0	8.0
60680	128.0	138.0
252953	0.0	0.0
252954	0.0	0.0
139189	3.0	0.0
252955	0.0	0.0
252956	1.0	0.0
57045	5156.0	6876.0
84669	3484.0	10531.0
84668	7807.0	1361.0
84665	7.0	0.0
57047	8.0	2.0
84664	0.0	0.0
84667	1.0	0.0
84666	0.0	0.0
84661	1579.0	6654.0
84660	19.0	19.0
84662	1452.0	1306.0
648809	0.0	2.0
648822	1.0	0.0
57053	51.0	9.0
57054	0.0	0.0
57055	0.0	0.0
57050	2926.0	2981.0
166793	699.0	294.0
84658	3.0	0.0
84657	109.0	44.0
84659	305.0	1.0
84654	0.0	0.0
57057	0.0	0.0
84656	7395.0	5102.0
84650	1136.0	3491.0
84651	1.0	0.0
100132917	0.0	0.0
100132918	1.0	0.0
252983	1074.0	947.0
441073	57.0	45.0
100132920	0.0	0.0
100132923	38.0	2.0
100132929	0.0	0.0
100288797	1.0	0.0
441056	0.0	0.0
441066	0.0	1.0
252995	182.0	13.0
441061	54.0	5.0
100132932	0.0	0.0
100132938	4.0	0.0
100288785	6.0	1.0
441094	608.0	936.0
100132940	0.0	0.0
252968	0.0	2.0
252969	1454.0	952.0
100132948	7.0	3.0
100132949	0.0	0.0
286310	8.0	1.0
404093	1840.0	2303.0
286319	1589.0	918.0
100288772	4.0	0.0
441027	5620.0	2160.0
441026	0.0	0.0
441024	1038.0	1202.0
441032	303.0	213.0
84803	3142.0	143.0
164091	1323.0	680.0
100132963	1.0	0.0
100132965	0.0	0.0
100132967	0.0	0.0
152098	186.0	181.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	2.0	0.0
100132979	0.0	0.0
359803	2.0	3.0
359804	1.0	2.0
100288742	0.0	0.0
359806	0.0	0.0
84816	452.0	352.0
359800	0.0	2.0
84818	2428.0	1174.0
441046	70.0	44.0
84817	985.0	1869.0
359802	0.0	0.0
84823	1966.0	1414.0
57205	3121.0	1949.0
441054	121.0	62.0
84824	36.0	4.0
441051	18.0	78.0
441050	86.0	160.0
84820	509.0	66.0
100132987	8.0	4.0
57209	1737.0	923.0
100288739	0.0	0.0
84809	1665.0	487.0
84808	43.0	40.0
57210	1334.0	368.0
84804	867.0	856.0
100288730	76.0	81.0
84807	543.0	179.0
441034	57.0	43.0
84812	838.0	412.0
57215	1871.0	1740.0
84811	2058.0	1092.0
57216	2826.0	488.0
57217	2658.0	1310.0
84814	258.0	61.0
100132992	1.0	0.0
57211	1572.0	4576.0
100132994	0.0	0.0
57212	3441.0	447.0
57213	1027.0	1992.0
100132995	1.0	0.0
57214	206.0	1654.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	17.0	16.0
648791	153.0	124.0
359822	0.0	0.0
100129347	22.0	0.0
286370	2.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	4.0	4.0
130728	2.0	3.0
286380	0.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	1.0	0.0
404026	2.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	9.0	31.0
100130311	724.0	59.0
100130310	0.0	0.0
130733	735.0	43.0
359844	1.0	1.0
359845	2995.0	2360.0
727914	0.0	0.0
727915	0.0	0.0
100129325	0.0	0.0
100129320	34.0	2.0
646168	21.0	5.0
100129319	0.0	0.0
100130307	3.0	0.0
100129315	0.0	0.0
100130302	4.0	6.0
727910	1544.0	427.0
100130301	17.0	10.0
345193	42.0	20.0
130749	25.0	11.0
646164	0.0	0.0
727909	2.0	1.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	9.0	1.0
646175	0.0	3.0
646174	1.0	0.0
115123	482.0	273.0
286333	45.0	38.0
286336	340.0	181.0
115106	955.0	1215.0
100306975	2.0	2.0
115111	135.0	22.0
286343	1139.0	6978.0
286348	0.0	3.0
646193	1.0	9.0
100886964	0.0	0.0
646192	1.0	0.0
646196	2.0	1.0
646195	82.0	56.0
100534599	2.0	0.0
130700	0.0	2.0
100306951	148.0	8.0
100534595	18.0	2.0
100132911	0.0	0.0
100534592	5.0	0.0
100534593	131.0	74.0
286362	0.0	0.0
100132916	2.0	0.0
100240709	0.0	8.0
129684	2.0	0.0
57180	498.0	416.0
129685	2054.0	1299.0
100240707	7.0	1.0
727982	47.0	0.0
57185	4932.0	2812.0
727987	0.0	0.0
57186	6911.0	926.0
57187	7103.0	5858.0
57188	968.0	46.0
57181	2477.0	4022.0
94122	951.0	2775.0
57182	5482.0	12870.0
727984	6.0	0.0
94121	2690.0	3140.0
94120	721.0	86.0
57184	1821.0	603.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	22.0	1.0
57189	6872.0	5132.0
359792	9.0	22.0
127018	1460.0	2027.0
359793	0.0	0.0
100240711	0.0	0.0
100240712	0.0	1.0
100240710	0.0	1.0
345258	1.0	0.0
100240713	0.0	0.0
94115	0.0	0.0
57190	10680.0	6872.0
727970	4.0	3.0
57191	73.0	156.0
166614	535.0	248.0
57198	6480.0	1717.0
57192	1493.0	643.0
359799	0.0	0.0
57194	619.0	874.0
727969	0.0	0.0
84798	1446.0	1197.0
140004	0.0	0.0
84793	91.0	60.0
84792	1320.0	2664.0
84795	1294.0	163.0
84791	525.0	1406.0
84790	2941.0	11469.0
154661	723.0	120.0
154664	130.0	72.0
166647	4824.0	1200.0
127003	15.0	4.0
127002	463.0	110.0
115019	5.0	2.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	9.0	0.0
100130391	0.0	0.0
115024	2118.0	1113.0
142679	449.0	315.0
648729	9.0	9.0
142678	1059.0	84.0
347894	0.0	0.0
102465436	0.0	0.0
94137	30.0	0.0
727991	19.0	16.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	1.0	0.0
102465430	0.0	0.0
100130388	4.0	15.0
100130386	0.0	3.0
94134	5830.0	6493.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	59.0	28.0
100129394	6.0	3.0
142683	2.0	0.0
142686	137.0	63.0
142685	2.0	8.0
152007	2330.0	723.0
152006	7934.0	2959.0
142689	18.0	5.0
140028	0.0	0.0
152002	908.0	707.0
100129396	0.0	0.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	4.0	0.0
345222	27.0	13.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	0.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	7.0	2.0
100130376	1.0	0.0
94160	41.0	6.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	1.0	577.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	1223.0	2622.0
100129385	4.0	1.0
100129387	2388.0	609.0
102465458	0.0	0.0
102465457	0.0	0.0
94158	1.0	0.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	41.0	8.0
102465451	2.0	1.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	9.0	0.0
102465469	0.0	0.0
102465468	0.0	0.0
102465467	1.0	0.0
347862	3260.0	1119.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	4.0	0.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	217.0	354.0
727964	0.0	0.0
100129361	1765.0	3737.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	14.0	3.0
100129368	0.0	0.0
347853	5.0	3.0
102465479	0.0	0.0
102465478	5.0	1.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	75.0	39.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	2291.0	1558.0
100009667	1.0	0.0
100130342	0.0	0.0
100009668	10.0	1.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	1.0	0.0
100129357	29.0	39.0
100129351	0.0	0.0
100129354	19.0	3.0
102465489	0.0	0.0
102465488	2.0	0.0
100288726	0.0	0.0
102465487	3.0	0.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	0.0	3.0
164045	137.0	13.0
57105	139.0	29.0
57106	425.0	294.0
84726	19900.0	3570.0
57107	1615.0	1249.0
84725	1163.0	1153.0
57108	3.0	0.0
57101	432.0	123.0
84720	2860.0	1800.0
57102	1570.0	1536.0
57103	693.0	736.0
84722	170.0	219.0
57104	21878.0	6873.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1414.0	557.0
102465499	0.0	0.0
100288713	6.0	10.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	0.0	1.0
84709	291.0	16.0
57110	48.0	95.0
57111	2690.0	7486.0
84706	4420.0	690.0
84705	677.0	637.0
84708	1296.0	1795.0
84707	1016.0	1648.0
57116	15.0	208.0
57117	2189.0	2756.0
57118	2026.0	1054.0
57119	12.0	0.0
57113	0.0	0.0
57115	3.0	3.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	3.0	0.0
102465490	0.0	0.0
152065	3.0	0.0
100288702	0.0	0.0
57120	5544.0	6179.0
57121	162.0	244.0
57122	3931.0	4144.0
201456	73.0	24.0
127086	1.0	0.0
57127	23.0	20.0
57128	1606.0	737.0
57129	1550.0	3094.0
84747	5879.0	1517.0
57124	4499.0	2877.0
57125	2316.0	1833.0
57126	5.0	15.0
84740	23.0	15.0
152078	556.0	66.0
127074	0.0	4.0
57130	3714.0	2238.0
57132	4476.0	2694.0
84727	294.0	110.0
127077	0.0	0.0
84735	8.0	1.0
84734	185.0	81.0
57139	697.0	626.0
115098	1220.0	394.0
201475	3918.0	2646.0
57134	1965.0	485.0
57135	0.0	0.0
57136	13809.0	2566.0
84733	236.0	958.0
57142	32844.0	47247.0
57143	478.0	420.0
57144	655.0	0.0
201477	1.0	1.0
57140	3809.0	1138.0
57149	2708.0	1983.0
84767	0.0	2.0
140032	0.0	0.0
84769	564.0	1188.0
57146	3325.0	2614.0
57147	2073.0	2830.0
84766	1265.0	328.0
84765	1196.0	133.0
57148	9406.0	12076.0
152015	198.0	4.0
57152	5.0	0.0
57153	16439.0	17906.0
166655	0.0	0.0
57154	3122.0	2379.0
84749	2711.0	2563.0
57150	676.0	390.0
57151	0.0	0.0
84759	745.0	1085.0
140043	0.0	0.0
57156	704.0	168.0
57157	1871.0	6858.0
139060	0.0	4.0
84752	685.0	797.0
57158	1768.0	34.0
57159	11.0	2.0
84750	839.0	313.0
152024	1.0	0.0
139067	0.0	0.0
139065	192.0	181.0
94104	4132.0	2543.0
94103	10748.0	2038.0
96764	2640.0	4032.0
94107	2580.0	3531.0
57165	143.0	12.0
94101	2590.0	2111.0
57161	2372.0	868.0
57162	6170.0	1509.0
57167	29.0	115.0
57168	157.0	140.0
57169	7946.0	4856.0
84787	574.0	209.0
57175	3579.0	2256.0
57176	2156.0	836.0
57171	965.0	1305.0
57172	24.0	7.0
84779	2.0	1.0
57178	13813.0	9667.0
139081	12.0	5.0
84775	652.0	550.0
57179	8754.0	8380.0
84777	175.0	50.0
84771	81.0	134.0
113655	354.0	855.0
732538	38.0	12.0
353323	0.0	0.0
353322	369.0	275.0
353324	15.0	5.0
100996279	0.0	0.0
149603	6809.0	8409.0
341333	3.0	0.0
343990	881.0	871.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	0.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	13.0	26.0
84900	79.0	436.0
84902	2626.0	1219.0
149628	118.0	15.0
84901	3882.0	2512.0
341315	322.0	126.0
113622	237.0	498.0
353355	116.0	538.0
149643	2.0	5.0
150622	3.0	1.0
100852408	1.0	0.0
100852409	0.0	1.0
100852406	0.0	0.0
100852407	4.0	3.0
642513	0.0	0.0
100852405	0.0	0.0
642517	476.0	61.0
100852410	36.0	74.0
84919	11054.0	10126.0
84918	3816.0	7089.0
389322	47.0	16.0
390311	0.0	0.0
389320	2.0	0.0
390313	1.0	0.0
84915	369.0	151.0
84914	1555.0	3884.0
497190	8.0	4.0
84916	3425.0	5356.0
84922	1089.0	1064.0
390318	0.0	0.0
84924	836.0	807.0
84923	1534.0	2292.0
84920	335.0	817.0
123016	2284.0	2391.0
497189	6.0	3.0
642521	0.0	0.0
390320	0.0	0.0
84908	1716.0	2177.0
390321	0.0	0.0
353376	12.0	9.0
390322	0.0	0.0
390323	0.0	0.0
654502	3.0	0.0
84909	2390.0	1058.0
390324	0.0	0.0
654503	1.0	0.0
84904	159.0	290.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	0.0	0.0
654506	34.0	4.0
84905	460.0	381.0
84911	265.0	460.0
390329	0.0	0.0
84910	4759.0	10117.0
84913	1323.0	6.0
84912	1785.0	1432.0
113691	16.0	11.0
642538	0.0	0.0
113675	273.0	418.0
84937	1402.0	2888.0
84936	1677.0	761.0
84939	3983.0	658.0
84938	1306.0	1015.0
84944	6.0	17.0
57325	1866.0	453.0
57326	9446.0	2241.0
84946	2037.0	965.0
84945	2763.0	2613.0
