id	c5eb6a8e-2a5b-4268-8ae6-f6c13d3e3b01	95c75be7-d55d-4d74-9179-9be223230a5b
140576	8254.0	8890.0
84265	1744.0	1004.0
11243	976.0	1549.0
139599	22.0	8.0
84264	62.0	311.0
140578	128.0	90.0
84267	1100.0	1281.0
11245	800.0	475.0
84266	1767.0	1393.0
11244	2946.0	3296.0
84261	743.0	215.0
11247	35.0	809.0
139596	913.0	1031.0
84260	1173.0	712.0
84263	3146.0	7399.0
11249	2.0	0.0
84262	1149.0	724.0
11248	737.0	84.0
345557	194.0	117.0
406993	0.0	0.0
406992	0.0	0.0
406995	0.0	0.0
406994	0.0	0.0
11250	4.0	1.0
406997	0.0	1.0
406996	0.0	0.0
11252	7440.0	3197.0
406999	0.0	0.0
11251	42.0	8.0
406998	0.0	0.0
23232	1085.0	1262.0
25895	907.0	612.0
23233	2224.0	1239.0
25894	1389.0	1161.0
25897	5358.0	2749.0
23234	812.0	591.0
25896	1254.0	2681.0
23235	6335.0	2118.0
23236	1555.0	555.0
25898	1567.0	755.0
23237	1250.0	27.0
644063	47.0	25.0
406991	0.0	0.0
23239	1775.0	485.0
406990	0.0	0.0
25891	13011.0	349.0
84258	105.0	11.0
25890	6826.0	4031.0
25893	49.0	95.0
23230	2140.0	1826.0
23231	1314.0	1182.0
84259	1151.0	451.0
84254	824.0	470.0
11254	286.0	144.0
84253	637.0	479.0
11253	4823.0	2676.0
406989	0.0	0.0
84256	2285.0	1123.0
11255	0.0	3.0
84255	3222.0	1432.0
84250	283.0	261.0
11258	3241.0	1218.0
11257	961.0	1236.0
84251	205.0	120.0
11259	6889.0	2564.0
100874483	0.0	0.0
100874482	0.0	2.0
100874480	0.0	0.0
406900	0.0	0.0
100874484	7.0	0.0
201799	973.0	434.0
201798	43.0	23.0
50831	3.0	3.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	14.0	18.0
50835	0.0	0.0
50834	0.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	1.0
100874471	0.0	0.0
102465138	0.0	0.0
50839	0.0	8.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	0.0	0.0
102465136	0.0	4.0
100874476	0.0	2.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	0.0
50840	54.0	35.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	43.0	26.0
100499183	148.0	30.0
50848	6833.0	7204.0
2601	3.0	5.0
100499177	1068.0	1223.0
102465141	0.0	0.0
50853	590.0	493.0
2609	1.0	0.0
102465140	0.0	0.0
50852	22.0	27.0
50855	362.0	138.0
50854	4707.0	6274.0
100499171	0.0	0.0
50856	142.0	57.0
50859	255.0	0.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	1.0
100874498	0.0	0.0
646600	3.0	0.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	1526.0	112.0
2613	6.0	3.0
2611	0.0	1.0
50862	3629.0	2682.0
50861	2262.0	434.0
2619	5996.0	620.0
50863	821.0	583.0
100874499	1.0	0.0
2618	3595.0	3072.0
50865	3518.0	3984.0
2617	5144.0	4297.0
2616	34.0	27.0
2615	3920.0	3627.0
406940	0.0	2.0
406942	0.0	0.0
646612	17.0	20.0
406941	0.0	1.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	1.0
2625	10254.0	49607.0
2624	221.0	181.0
2623	13.0	0.0
2622	1307.0	395.0
2621	12055.0	2148.0
2620	76.0	49.0
406935	23.0	0.0
406934	0.0	0.0
646603	0.0	1.0
406937	0.0	0.0
406936	0.0	0.0
2629	3263.0	3945.0
406939	0.0	0.0
646609	2.0	0.0
2628	2861.0	6399.0
406938	0.0	0.0
2627	1477.0	552.0
2626	0.0	0.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	0.0
406932	0.0	0.0
646620	0.0	0.0
2636	0.0	0.0
2635	1430.0	2219.0
2634	11973.0	3305.0
2633	2790.0	1344.0
2632	1984.0	1692.0
2631	4811.0	4869.0
2630	73.0	195.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	6.0	1.0
406928	0.0	0.0
2639	1370.0	694.0
406927	0.0	0.0
646619	0.0	1.0
2638	0.0	0.0
2637	2.0	2.0
406929	0.0	0.0
646630	0.0	1.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	6726.0	868.0
2647	1079.0	633.0
2646	5.0	2.0
2645	31.0	3.0
2644	130.0	147.0
2643	813.0	349.0
2642	0.0	5.0
2641	0.0	0.0
406913	2.0	0.0
646627	1.0	5.0
406912	1.0	0.0
646625	0.0	0.0
406915	4.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	248.0	35.0
406919	0.0	0.0
2648	1692.0	2127.0
406918	0.0	0.0
646641	0.0	0.0
646640	0.0	0.0
646643	0.0	0.0
406911	0.0	0.0
406910	0.0	0.0
2661	45.0	83.0
2660	13.0	21.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	305.0	120.0
2652	0.0	0.0
2651	1180.0	320.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	3.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	129.0	107.0
2672	31.0	37.0
106144578	0.0	0.0
2671	744.0	497.0
2670	470.0	10.0
106144575	0.0	1.0
2669	3126.0	2601.0
2668	15.0	3.0
2667	1.0	0.0
100874529	2.0	2.0
2665	15750.0	17033.0
2664	7695.0	6078.0
2662	983.0	317.0
100874524	6.0	6.0
100874523	0.0	0.0
100129743	0.0	0.0
100874522	11.0	0.0
100874528	0.0	0.0
100129738	0.0	0.0
100129739	4.0	0.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	21949.0	9581.0
106144568	0.0	0.0
2681	2482.0	451.0
2679	4.0	0.0
2678	612.0	73.0
100874519	0.0	0.0
2677	3333.0	2013.0
100874518	0.0	0.0
2676	88.0	18.0
2675	293.0	29.0
2674	12809.0	508.0
2673	7225.0	16004.0
101056700	0.0	8.0
100874512	0.0	0.0
100874511	0.0	0.0
100129731	1.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	2.0
100874516	0.0	0.0
100130718	0.0	0.0
100874515	0.0	8.0
100130717	12.0	6.0
100874514	0.0	0.0
100129727	7.0	4.0
100129726	3.0	13.0
100129723	0.0	0.0
100129722	0.0	10.0
2694	0.0	0.0
2693	0.0	0.0
2692	4.0	0.0
2691	27.0	2.0
2690	2028.0	1006.0
2689	0.0	0.0
2688	0.0	0.0
2687	2530.0	1545.0
2686	1834.0	629.0
100130708	1.0	0.0
100129716	30.0	6.0
106144540	0.0	0.0
100874531	0.0	1.0
100874530	9.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	0.0	0.0
106144542	0.0	13.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	1.0	0.0
106144538	49.0	7.0
2697	14252.0	3745.0
106144539	0.0	0.0
2696	114.0	55.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	0.0	0.0
284131	922.0	371.0
115509	1035.0	518.0
259197	22.0	8.0
284129	1184.0	700.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	6.0	12.0
106144595	2.0	9.0
286749	1.0	3.0
106144598	0.0	0.0
106144599	0.0	0.0
284119	59922.0	11692.0
284116	6.0	48.0
284114	663.0	274.0
284111	27.0	13.0
284110	34.0	21.0
259173	1117.0	237.0
106144584	6.0	12.0
286753	1457.0	2252.0
106144585	0.0	0.0
106144586	0.0	0.0
284106	1469.0	1617.0
284100	6.0	4.0
284184	697.0	400.0
127544	2434.0	1137.0
23443	2086.0	3712.0
115557	2284.0	458.0
127540	0.0	1.0
23446	11472.0	8713.0
115560	226.0	73.0
23440	0.0	0.0
127534	34.0	104.0
139538	0.0	0.0
23452	11818.0	4165.0
441459	5.0	11.0
441457	8.0	4.0
23456	1000.0	1736.0
115548	2383.0	2046.0
23457	425.0	343.0
441452	0.0	0.0
441461	57.0	41.0
152503	8230.0	3293.0
23450	9775.0	6059.0
23451	17811.0	14176.0
139542	0.0	0.0
284167	31.0	42.0
23428	5782.0	7805.0
284161	188.0	398.0
23429	4799.0	2605.0
100130799	5.0	0.0
23420	2654.0	2241.0
23421	472.0	626.0
23423	6424.0	8174.0
23424	1200.0	1067.0
23426	373.0	404.0
152519	751.0	1282.0
152518	551.0	606.0
441490	0.0	0.0
23438	1628.0	1248.0
23439	0.0	0.0
100130786	0.0	4.0
23430	1033.0	20.0
100130785	0.0	0.0
23431	841.0	658.0
23432	1060.0	437.0
23433	4592.0	4617.0
441478	331.0	105.0
23434	0.0	0.0
23435	6302.0	4642.0
441476	0.0	11.0
23436	0.0	0.0
441484	0.0	0.0
441481	13.0	23.0
140545	109.0	46.0
100129795	0.0	3.0
139562	0.0	0.0
100129792	208.0	46.0
100129794	94.0	65.0
100129793	0.0	0.0
23405	3809.0	3968.0
23406	5175.0	1933.0
23408	883.0	703.0
23409	35.0	20.0
100130776	700.0	507.0
100130775	5.0	0.0
441425	0.0	0.0
23400	3037.0	1717.0
100130771	14.0	23.0
23401	423.0	927.0
23403	1005.0	1148.0
441420	0.0	0.0
23404	1131.0	855.0
127579	48.0	34.0
100129784	2.0	1.0
100129781	32.0	22.0
100129782	0.0	0.0
23416	304.0	12.0
23417	817.0	311.0
23418	8.0	32.0
100129777	0.0	0.0
441416	0.0	4.0
23410	1996.0	1103.0
23411	2210.0	1539.0
23412	1029.0	2191.0
23413	2151.0	428.0
441410	0.0	1.0
23414	761.0	323.0
23415	4.0	2.0
100129772	0.0	0.0
100130758	29.0	35.0
100130756	0.0	0.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	1.0	0.0
100874508	0.0	0.0
100874507	0.0	2.0
115584	2.0	1.0
379024	0.0	0.0
379025	2445.0	1524.0
100874502	0.0	0.0
100874501	0.0	0.0
100874500	0.0	4.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	0.0	0.0
100874504	0.0	0.0
100874503	1.0	0.0
284196	15.0	1.0
284194	13.0	14.0
139516	3.0	1.0
100129755	0.0	2.0
100130742	15.0	18.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	18.0	2.0
441432	0.0	0.0
441430	0.0	0.0
115572	5021.0	89.0
379011	0.0	0.0
379012	0.0	0.0
379013	5.0	1.0
284186	34.0	13.0
284185	32.0	4.0
646531	34.0	28.0
100463285	0.0	2.0
84328	1245.0	1210.0
84327	1341.0	1602.0
84329	222.0	200.0
84324	121.0	79.0
84326	1300.0	1582.0
84320	1718.0	2742.0
100500797	0.0	0.0
646527	12.0	12.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	1.0
84322	0.0	0.0
84321	466.0	614.0
100499227	30.0	6.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	0.0	3.0
127495	25.0	16.0
84309	1104.0	728.0
84317	2904.0	2955.0
84316	1392.0	847.0
84319	1250.0	1061.0
84318	383.0	226.0
84313	2681.0	1518.0
84312	633.0	371.0
84315	593.0	344.0
84314	622.0	181.0
646538	1.0	1.0
343069	0.0	0.0
84311	2371.0	2837.0
84310	3106.0	1520.0
343068	0.0	0.0
343066	0.0	0.0
100996939	143.0	104.0
23386	7488.0	4104.0
23387	5728.0	1965.0
23389	9529.0	10314.0
441400	4.0	2.0
100996930	2.0	0.0
201853	549.0	399.0
23380	1632.0	1507.0
23381	4501.0	3903.0
23382	1393.0	1159.0
23383	3421.0	2265.0
23384	3041.0	2459.0
23385	7667.0	11206.0
106866914	0.0	0.0
84342	1245.0	542.0
106866913	4.0	2.0
84343	1557.0	1292.0
60370	839.0	995.0
84340	1252.0	1292.0
106866915	0.0	0.0
646567	3.0	1.0
100996928	0.0	0.0
23397	64.0	305.0
23398	1188.0	805.0
23399	5725.0	2646.0
23390	2011.0	1210.0
23392	9226.0	7780.0
84335	2587.0	2182.0
23394	8456.0	6817.0
84334	676.0	745.0
23395	1067.0	1088.0
84337	2595.0	1704.0
84336	2251.0	1216.0
23396	5158.0	2921.0
60386	222.0	358.0
84331	528.0	1074.0
60385	42.0	2.0
84330	577.0	309.0
84333	3945.0	3283.0
84332	13.0	26.0
152485	1766.0	1690.0
646575	0.0	0.0
646572	5.0	9.0
343045	0.0	0.0
646577	1.0	1.0
646576	49.0	15.0
23365	14501.0	7980.0
23366	597.0	330.0
23367	9020.0	12371.0
23368	2088.0	2048.0
23369	7435.0	6396.0
23360	3212.0	2929.0
23361	2778.0	1744.0
140432	0.0	0.0
23362	1622.0	3777.0
23363	5211.0	1253.0
84364	6765.0	3296.0
84366	0.0	0.0
84365	2266.0	2319.0
343035	0.0	0.0
139452	0.0	4.0
646583	1.0	4.0
23376	2256.0	3016.0
23378	965.0	943.0
23379	3583.0	1758.0
646581	4.0	4.0
23370	387.0	224.0
23371	14785.0	4928.0
23373	1333.0	966.0
100499261	0.0	0.0
646597	0.0	0.0
646595	21.0	2.0
100499258	0.0	0.0
23344	14626.0	7114.0
23345	7197.0	1431.0
201895	9340.0	12521.0
23347	2905.0	2089.0
646592	0.0	0.0
23348	5874.0	4714.0
23349	109.0	26.0
140453	0.0	0.0
23341	1591.0	2160.0
140456	1.0	0.0
140458	0.0	0.0
100499252	4.0	11.0
140459	1539.0	892.0
100499251	0.0	0.0
23353	9093.0	3516.0
23354	860.0	593.0
23355	2042.0	1401.0
23357	1837.0	946.0
23358	3362.0	3299.0
23359	10.0	0.0
140460	987.0	725.0
140461	1758.0	960.0
140462	180.0	138.0
23350	5099.0	3823.0
140464	0.0	0.0
23351	4219.0	2471.0
140465	1523.0	1375.0
23352	10739.0	6113.0
140467	2973.0	1888.0
140468	0.0	0.0
140469	39.0	146.0
84376	2919.0	1664.0
2702	1341.0	929.0
2701	879.0	1308.0
2700	23.0	50.0
2709	201.0	252.0
2707	123.0	225.0
2706	329.0	2020.0
2705	165.0	213.0
2703	0.0	0.0
345651	39.0	0.0
2712	0.0	0.0
106866981	0.0	0.0
2710	300.0	579.0
106866980	0.0	0.0
2719	8454.0	1200.0
2717	2330.0	11201.0
50964	6.0	70.0
345643	9.0	7.0
345645	0.0	4.0
286826	175.0	534.0
286827	159.0	294.0
286828	0.0	0.0
59307	1699.0	1674.0
2720	3159.0	2038.0
2729	2491.0	3231.0
100500737	0.0	0.0
345630	166.0	3.0
2735	269.0	166.0
2734	18229.0	5506.0
2733	2224.0	2062.0
2732	2.0	0.0
2731	81.0	26.0
2730	2245.0	2265.0
2739	7377.0	9866.0
2738	338.0	460.0
2737	4319.0	1441.0
2736	546.0	314.0
106144534	0.0	0.0
106144535	1.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	12.0	6.0
106144533	0.0	0.0
2746	16109.0	9184.0
2745	1144.0	1397.0
2744	3568.0	2428.0
2743	883.0	94.0
60314	2226.0	1609.0
2742	1.0	1.0
60313	7372.0	6056.0
106144527	0.0	0.0
2741	0.0	0.0
259217	830.0	465.0
60312	3808.0	2571.0
106144528	2.0	1.0
2740	54.0	0.0
106144529	0.0	0.0
259215	0.0	1.0
2749	42.0	36.0
345611	0.0	0.0
50999	3767.0	3969.0
2747	119.0	154.0
259236	15.0	9.0
2760	6146.0	4506.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	0.0	0.0
259232	195.0	72.0
259230	2091.0	2019.0
59339	2606.0	2969.0
59338	2220.0	1716.0
59335	2.0	0.0
2752	53718.0	89470.0
59336	0.0	16.0
2750	0.0	0.0
2771	22320.0	12015.0
59342	11536.0	2858.0
59341	830.0	299.0
2770	1365.0	1277.0
59344	53.0	82.0
59343	3032.0	2717.0
59340	6.0	2.0
84306	186.0	348.0
2768	5434.0	3356.0
2767	8088.0	3881.0
59349	2343.0	3734.0
84305	1417.0	1266.0
2766	1581.0	162.0
2765	0.0	0.0
84307	1026.0	784.0
84302	396.0	253.0
2764	3454.0	2001.0
59345	2626.0	1070.0
84301	2719.0	4999.0
2762	1486.0	993.0
84304	845.0	900.0
59348	548.0	478.0
84303	613.0	367.0
59347	3.0	2.0
2761	0.0	0.0
84300	1047.0	783.0
646508	0.0	0.0
2769	854.0	473.0
646507	0.0	0.0
646520	1.0	0.0
2782	26592.0	17630.0
59353	97.0	37.0
2781	630.0	430.0
59352	1058.0	11.0
2780	0.0	0.0
59351	0.0	3.0
59350	2.0	0.0
2779	0.0	0.0
2778	64492.0	31932.0
2777	19.0	30.0
2776	7620.0	7900.0
2775	217.0	79.0
2774	789.0	162.0
2773	6013.0	4223.0
60343	1818.0	918.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	52.0	68.0
100379584	0.0	2.0
2792	3.0	21.0
2791	5664.0	1892.0
2790	403.0	608.0
105369316	3.0	1.0
2789	0.0	0.0
2788	1787.0	435.0
2787	3390.0	3253.0
2786	39.0	9.0
441194	145.0	136.0
2785	17.0	19.0
2784	14.0	20.0
2783	12370.0	7361.0
441191	643.0	523.0
100129622	0.0	0.0
100130606	0.0	0.0
286410	1532.0	773.0
100130603	0.0	0.0
286411	5.0	10.0
100130600	242.0	176.0
100379571	205.0	83.0
441177	2.0	0.0
2799	13366.0	8499.0
2798	6.0	15.0
2797	9.0	2.0
2796	133.0	10.0
2794	5528.0	2034.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	0.0	0.0
100129604	0.0	0.0
286430	8.0	4.0
105369343	0.0	0.0
286436	0.0	0.0
100379592	1.0	5.0
441154	1.0	3.0
441151	6.0	5.0
441150	259.0	115.0
191585	3.0	25.0
105370357	0.0	0.0
441133	1.0	0.0
100142659	0.0	4.0
100379564	0.0	0.0
441168	324.0	85.0
441166	10.0	8.0
101730217	1.0	6.0
441161	5.0	0.0
441160	26.0	17.0
646498	0.0	0.0
441108	223.0	215.0
23562	19.0	5.0
23563	10.0	1.0
359948	14215.0	19364.0
23564	7544.0	2387.0
23566	45.0	42.0
100130693	2.0	2.0
23567	617.0	402.0
23568	507.0	396.0
23569	12.0	2.0
23560	3929.0	2650.0
286494	1.0	1.0
286495	518.0	327.0
286499	13.0	12.0
100130687	0.0	0.0
23576	3378.0	4722.0
117608	366.0	264.0
100129690	1.0	5.0
100129696	22.0	5.0
100129692	0.0	0.0
100129694	0.0	1.0
23548	721.0	422.0
23549	4160.0	3006.0
100130677	0.0	0.0
100130676	0.0	1.0
23541	4485.0	1414.0
23542	350.0	974.0
23543	8140.0	3707.0
130612	206.0	75.0
23544	44.0	13.0
130617	1308.0	470.0
100130671	0.0	0.0
23545	1514.0	1014.0
441124	58.0	188.0
23546	2.0	7.0
441123	0.0	0.0
23547	80.0	18.0
441131	5.0	0.0
23559	453.0	465.0
23551	567.0	410.0
23552	605.0	301.0
23553	5.0	0.0
23554	1143.0	526.0
23555	5294.0	4049.0
100130660	1.0	0.0
23556	1752.0	1142.0
23557	1690.0	2392.0
23558	10633.0	6435.0
23550	4533.0	2691.0
23526	1353.0	789.0
23527	3092.0	3166.0
23528	1057.0	1006.0
286442	0.0	1.0
23529	601.0	270.0
129642	1666.0	729.0
286444	25.0	36.0
100129669	0.0	0.0
100463482	11.0	17.0
23520	3.0	0.0
23521	123601.0	119417.0
23522	3280.0	6278.0
23523	4794.0	3286.0
23524	37164.0	29169.0
359996	0.0	0.0
115004	151.0	373.0
100129664	0.0	0.0
100463487	2.0	4.0
100463486	21.0	63.0
100463489	0.0	3.0
100463488	10.0	21.0
100129662	10.0	3.0
286451	3904.0	4431.0
23538	0.0	0.0
23539	37.0	38.0
23530	2196.0	2175.0
23531	1331.0	1391.0
100130640	0.0	0.0
23532	4.0	24.0
23533	393.0	194.0
359997	1.0	0.0
23534	2955.0	2854.0
23536	1612.0	758.0
100463498	32.0	131.0
100129654	1.0	1.0
286460	141.0	116.0
100129650	1.0	0.0
23504	35.0	23.0
100499416	0.0	0.0
23505	4525.0	5224.0
100499417	0.0	0.0
23506	2513.0	1861.0
286464	8.0	2.0
100130637	0.0	0.0
23507	1509.0	1414.0
100130636	0.0	0.0
23508	2424.0	935.0
23509	5043.0	4681.0
286467	14.0	6.0
100129647	2.0	0.0
100130631	0.0	0.0
23500	2366.0	1197.0
100499418	0.0	0.0
23503	2161.0	1355.0
100129641	2.0	4.0
100129640	3.0	0.0
286472	1.0	0.0
23515	2206.0	1871.0
345275	37.0	104.0
100499405	154.0	75.0
23516	6438.0	1945.0
23517	4220.0	3297.0
100130626	0.0	0.0
23518	1499.0	1871.0
102465752	0.0	0.0
23519	2.0	0.0
345274	82.0	79.0
100130621	2.0	8.0
23510	4011.0	1862.0
23511	4245.0	3099.0
23512	2082.0	2408.0
23513	5235.0	3088.0
23514	5084.0	2420.0
100129631	2.0	3.0
129607	415.0	545.0
129563	1399.0	988.0
431704	0.0	0.0
117579	0.0	0.0
130557	611.0	558.0
431705	16.0	7.0
431707	0.0	2.0
129560	0.0	1.0
117583	2230.0	1346.0
84449	731.0	283.0
84448	328.0	146.0
117584	1036.0	1422.0
84445	4458.0	2096.0
84444	1445.0	889.0
84447	5022.0	6336.0
84446	152.0	213.0
84441	4977.0	838.0
84440	1782.0	477.0
84443	107.0	254.0
646405	18.0	18.0
646409	0.0	0.0
117581	1412.0	247.0
130560	0.0	0.0
646424	145.0	1.0
84437	645.0	216.0
84439	400.0	170.0
60489	834.0	486.0
60488	2851.0	3435.0
84433	286.0	151.0
60487	650.0	390.0
84436	550.0	661.0
84435	3.0	0.0
60485	5647.0	1562.0
60484	13.0	1.0
84432	9.0	3.0
60482	20.0	65.0
60481	24725.0	36094.0
130576	888.0	5907.0
130574	2676.0	7673.0
84467	86.0	8.0
84466	343.0	107.0
60496	1843.0	1510.0
60495	376.0	28.0
60494	23.0	20.0
84465	13.0	8.0
84464	545.0	239.0
60493	1633.0	799.0
60492	1972.0	2997.0
60491	1113.0	899.0
60490	443.0	240.0
84461	971.0	465.0
84460	763.0	682.0
646442	2.0	12.0
129530	5.0	21.0
129531	668.0	561.0
130589	697.0	1912.0
201501	2048.0	3973.0
84456	604.0	478.0
84455	364.0	380.0
84458	1053.0	1702.0
84457	134.0	7.0
84450	1655.0	326.0
646457	0.0	1.0
100500870	0.0	1.0
100500872	0.0	0.0
201514	438.0	271.0
201516	2.0	131.0
646450	61.0	46.0
23480	1998.0	1054.0
105416157	214.0	85.0
23481	5121.0	3508.0
23483	391.0	559.0
23484	2644.0	1675.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	0.0	0.0
646467	8.0	0.0
100500860	0.0	0.0
96459	1372.0	1422.0
100500861	0.0	0.0
23498	580.0	95.0
23499	22799.0	8611.0
23491	41.0	107.0
23492	5951.0	1945.0
23493	1165.0	115.0
23495	19.0	9.0
100500862	0.0	0.0
100500863	0.0	0.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	6.0	34.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	2.0
100500894	0.0	0.0
23463	7075.0	4444.0
394217	0.0	0.0
23464	502.0	842.0
130535	1458.0	781.0
23466	6987.0	3013.0
23467	2378.0	220.0
23468	8253.0	4691.0
23469	5539.0	4362.0
2801	7057.0	4713.0
2800	1909.0	1614.0
23460	1706.0	486.0
23461	1567.0	299.0
23462	299.0	458.0
100500895	0.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	7004.0	4489.0
100500898	0.0	0.0
2805	2194.0	2048.0
100500899	0.0	0.0
2804	16170.0	11519.0
2803	8999.0	10443.0
2802	5985.0	3561.0
130540	8.0	30.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1742.0	950.0
23475	418.0	413.0
23476	6638.0	5013.0
23478	6958.0	6465.0
23479	4945.0	2917.0
646480	0.0	0.0
2812	0.0	0.0
2811	50.0	28.0
2810	5234.0	4663.0
23471	16004.0	10133.0
23473	2303.0	1757.0
100500884	0.0	0.0
2819	3421.0	4564.0
100500885	0.0	0.0
84498	3580.0	2302.0
100500886	0.0	0.0
2817	4201.0	2031.0
100500888	0.0	0.0
2815	0.0	1.0
100500889	0.0	1.0
2814	3.0	9.0
2813	1354.0	1154.0
2823	246.0	32.0
2822	58.0	54.0
2821	10775.0	18710.0
100500839	0.0	0.0
2820	3678.0	2748.0
201562	4026.0	4303.0
100379623	0.0	0.0
2829	22.0	47.0
100500831	0.0	0.0
2828	916.0	864.0
2827	185.0	51.0
100500833	0.0	0.0
2826	88.0	40.0
100500834	0.0	0.0
2825	68.0	72.0
100500835	0.0	0.0
2824	5502.0	182.0
100500836	0.0	0.0
727699	21.0	0.0
2834	0.0	1.0
100500826	0.0	0.0
2833	57.0	81.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	4.0	4.0
100500829	0.0	0.0
60401	534.0	171.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	10.0	27.0
100500822	0.0	0.0
2837	17.0	6.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	218.0	1.0
100500825	0.0	0.0
100500850	35.0	5.0
2845	3.0	5.0
100500859	0.0	0.0
2844	0.0	0.0
2843	2.0	9.0
2842	9.0	61.0
2841	2.0	14.0
60412	4807.0	4012.0
2840	54.0	12.0
100500851	0.0	0.0
100500854	3.0	1.0
2849	8.0	0.0
100500855	0.0	0.0
2848	4.0	0.0
394261	1.0	1.0
2847	51.0	584.0
347933	0.0	0.0
100500857	0.0	0.0
2846	42.0	36.0
100500858	0.0	0.0
394263	0.0	6.0
2856	0.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	9.0	0.0
201595	12506.0	10263.0
2852	273.0	244.0
2850	582.0	1024.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	65.0	28.0
100500846	0.0	0.0
2857	938.0	423.0
100500847	0.0	0.0
2870	2208.0	1143.0
107105261	0.0	0.0
2867	35.0	184.0
107105265	0.0	0.0
60437	88.0	51.0
2866	1.0	1.0
107105264	0.0	1.0
60436	1719.0	970.0
2865	0.0	1.0
107105263	0.0	0.0
2864	8.0	1.0
107105262	0.0	0.0
2863	218.0	274.0
2862	8.0	1.0
2861	206.0	66.0
347918	597.0	480.0
107105266	0.0	0.0
2869	2028.0	652.0
2868	210.0	128.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	25626.0	8083.0
2877	437.0	2176.0
107105253	2.0	5.0
2876	9748.0	8607.0
2875	214.0	936.0
2874	97.0	67.0
2873	4340.0	3024.0
2872	11675.0	8549.0
107105256	0.0	0.0
2871	4.0	1.0
347902	9231.0	225.0
107105259	0.0	0.0
2879	11901.0	10039.0
727682	0.0	0.0
727684	0.0	0.0
2892	166.0	14.0
2891	78.0	0.0
2890	47.0	115.0
727686	0.0	0.0
84419	401.0	28465.0
2889	7262.0	3054.0
100500815	0.0	0.0
2888	34.0	11.0
100500816	0.0	0.0
2887	3063.0	1599.0
100500817	0.0	0.0
2886	911.0	987.0
100500818	0.0	0.0
2885	8987.0	12704.0
100500819	0.0	0.0
2884	5.0	8.0
2882	685.0	325.0
100642175	2.0	2.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	2.0	2.0
100500813	0.0	0.0
100500814	0.0	0.0
