id	9570c964-8d26-4280-97b7-43ebc45a3b58	5bc7e90d-0fa4-4bde-bee8-4f9b92de03a2
2601	1.0	1.0
100499177	1632.0	2308.0
102465141	2.0	0.0
50853	639.0	280.0
2609	0.0	1.0
102465140	0.0	0.0
50852	13.0	7.0
50855	190.0	490.0
50854	3554.0	6765.0
100499171	1.0	0.0
50856	120.0	55.0
50859	15.0	6.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	1.0	0.0
646600	0.0	0.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	882.0	45.0
2613	5.0	3.0
2611	0.0	0.0
50862	3965.0	9400.0
50861	1469.0	12353.0
2619	3982.0	63.0
50863	1324.0	269.0
100874499	0.0	0.0
2618	2964.0	5463.0
50865	2944.0	30851.0
2617	3987.0	7916.0
2616	17.0	44.0
2615	4683.0	1772.0
406940	2.0	0.0
406942	0.0	0.0
646612	3.0	2.0
406941	0.0	0.0
406944	1.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	10660.0	36298.0
2624	520.0	1651.0
2623	13.0	4.0
2622	1108.0	1681.0
2621	10726.0	2951.0
2620	151.0	5.0
406935	51.0	0.0
406934	0.0	0.0
646603	1.0	3.0
406937	0.0	0.0
406936	0.0	0.0
2629	2426.0	12659.0
406939	0.0	0.0
646609	0.0	1.0
2628	1366.0	311.0
406938	0.0	0.0
2627	667.0	99.0
2626	1.0	8.0
406931	1.0	0.0
406930	0.0	0.0
406933	0.0	0.0
406932	0.0	0.0
646620	0.0	0.0
2636	0.0	0.0
2635	2811.0	3883.0
2634	8591.0	4603.0
2633	3739.0	1342.0
2632	4079.0	1667.0
2631	4206.0	5888.0
2630	88.0	126.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	2.0
406925	7.0	1.0
406928	0.0	0.0
2639	1475.0	850.0
406927	0.0	0.0
646619	3.0	0.0
2638	0.0	4.0
2637	1.0	0.0
406929	0.0	0.0
646630	0.0	0.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	1600.0	3734.0
2647	1216.0	1825.0
2646	22.0	2.0
2645	12.0	0.0
2644	150.0	219.0
2643	585.0	1383.0
2642	0.0	0.0
2641	0.0	0.0
406913	8.0	0.0
646627	16.0	23.0
406912	0.0	0.0
646625	0.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	251.0	901.0
406919	0.0	0.0
2648	2390.0	8117.0
406918	0.0	0.0
646641	0.0	0.0
646640	0.0	0.0
646643	0.0	552.0
406911	1.0	0.0
406910	0.0	0.0
2661	34.0	75.0
2660	36.0	5.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	297.0	129.0
2652	0.0	0.0
2651	921.0	451.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	7.0	1.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	204.0	52.0
2672	29.0	33.0
106144578	0.0	0.0
2671	587.0	2281.0
2670	246.0	17.0
106144575	0.0	0.0
2669	5077.0	1628.0
2668	14.0	14.0
2667	1.0	0.0
100874529	1.0	2.0
2665	12242.0	17832.0
2664	5323.0	24407.0
2662	1055.0	8.0
100874524	5.0	7.0
100874523	0.0	0.0
100129743	0.0	3.0
100874522	7.0	0.0
100874528	0.0	0.0
100129738	0.0	0.0
100129739	1.0	1.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	10236.0	11026.0
106144568	1.0	1.0
2681	1171.0	213.0
2679	7.0	0.0
2678	627.0	996.0
100874519	0.0	0.0
2677	4119.0	2218.0
100874518	0.0	0.0
2676	85.0	5.0
2675	272.0	9.0
2674	19030.0	13281.0
2673	8825.0	11926.0
101056700	10.0	16.0
100874512	0.0	0.0
100874511	1.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	0.0
100874516	1.0	1.0
100130718	0.0	1.0
100874515	5.0	1.0
100130717	10.0	1.0
100874514	0.0	0.0
100129727	11.0	98.0
100129726	12.0	17.0
100129723	0.0	0.0
100129722	16.0	39.0
2694	0.0	0.0
2693	0.0	0.0
2692	9.0	5.0
2691	4.0	9.0
2690	5767.0	3532.0
2689	0.0	0.0
2688	4.0	0.0
2687	2455.0	817.0
2686	1527.0	3122.0
100130708	1.0	0.0
100129716	49.0	27.0
106144540	0.0	0.0
100874531	0.0	0.0
100874530	1.0	0.0
100130700	1.0	0.0
100129714	0.0	1.0
106144541	0.0	0.0
106144542	0.0	1.0
106144543	0.0	0.0
106144544	1.0	0.0
2698	1.0	1.0
106144538	15.0	36.0
2697	11289.0	8173.0
106144539	0.0	0.0
2696	272.0	214.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	0.0	1.0
284131	789.0	878.0
115509	626.0	2077.0
259197	17.0	11.0
284129	1030.0	2152.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	28.0	17.0
106144595	2.0	3.0
286749	49.0	6.0
106144598	2.0	0.0
106144599	0.0	0.0
284119	63739.0	5362.0
284116	3.0	1.0
284114	359.0	477.0
284111	39.0	10.0
284110	56.0	25.0
259173	1401.0	230.0
106144584	9.0	17.0
286753	26031.0	643.0
106144585	0.0	0.0
106144586	0.0	0.0
284106	1142.0	5234.0
284100	1.0	20.0
284184	595.0	1740.0
127544	2004.0	1908.0
23443	2140.0	7108.0
115557	1302.0	442.0
127540	0.0	0.0
23446	8324.0	11867.0
115560	276.0	230.0
23440	0.0	0.0
127534	5.0	0.0
139538	0.0	0.0
23452	18978.0	1965.0
441459	5.0	169.0
441457	15.0	5.0
23456	1001.0	3202.0
115548	2260.0	5003.0
23457	391.0	2637.0
441452	0.0	0.0
441461	27.0	11.0
152503	12930.0	3740.0
23450	7119.0	11335.0
23451	19289.0	27188.0
139542	0.0	0.0
284167	6.0	1.0
23428	3271.0	4219.0
284161	254.0	1198.0
23429	3882.0	5584.0
100130799	3.0	0.0
23420	2081.0	8270.0
23421	569.0	1291.0
23423	3453.0	9021.0
23424	1473.0	2960.0
23426	271.0	11.0
152519	276.0	26.0
152518	656.0	1280.0
441490	1.0	0.0
23438	1770.0	4879.0
23439	3.0	0.0
100130786	1.0	0.0
23430	157.0	68.0
100130785	0.0	0.0
23431	961.0	1793.0
23432	731.0	221.0
23433	7362.0	1347.0
441478	310.0	367.0
23434	0.0	0.0
23435	5252.0	8352.0
441476	14.0	31.0
23436	0.0	0.0
441484	0.0	3.0
441481	19.0	5.0
140545	100.0	280.0
100129795	0.0	1.0
139562	0.0	0.0
100129792	215.0	85.0
100129794	156.0	76.0
100129793	0.0	1.0
23405	4902.0	6654.0
23406	4613.0	3680.0
23408	967.0	2503.0
23409	115.0	94.0
100130776	517.0	564.0
100130775	2.0	1.0
441425	0.0	0.0
23400	2593.0	5495.0
100130771	25.0	28.0
23401	308.0	1387.0
23403	982.0	2752.0
441420	0.0	1.0
23404	1031.0	2759.0
127579	127.0	67.0
100129784	2.0	0.0
100129781	97.0	9.0
100129782	0.0	0.0
23416	122.0	5.0
23417	1232.0	416.0
23418	21.0	5.0
100129777	0.0	0.0
441416	8.0	1.0
23410	1636.0	1432.0
23411	2182.0	4973.0
23412	908.0	1903.0
23413	893.0	679.0
441410	0.0	0.0
23414	879.0	168.0
23415	22.0	25.0
100129772	1.0	0.0
100130758	44.0	90.0
100130756	1.0	0.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	1.0	0.0
115584	6.0	12.0
379024	0.0	0.0
379025	2021.0	2086.0
100874502	0.0	0.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	1.0	0.0
100874505	0.0	0.0
100129761	3.0	0.0
100874504	0.0	0.0
100874503	3.0	0.0
284196	3.0	2.0
284194	12.0	4.0
139516	2.0	3.0
100129755	0.0	0.0
100130742	33.0	82.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	1.0	1.0
441432	8.0	0.0
441430	0.0	1.0
115572	1652.0	446.0
379011	0.0	0.0
379012	0.0	0.0
379013	1.0	1.0
284186	21.0	1.0
284185	70.0	6.0
646531	16.0	15.0
100463285	8.0	4.0
84328	1375.0	3043.0
84327	1853.0	558.0
84329	248.0	128.0
84324	102.0	207.0
84326	1029.0	3677.0
84320	1453.0	3939.0
100500797	0.0	0.0
646527	5.0	0.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	264.0	999.0
100499227	12.0	12.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	1.0	1.0
127495	54.0	26.0
84309	817.0	3446.0
84317	2146.0	2861.0
84316	1083.0	2176.0
84319	1002.0	1498.0
84318	436.0	949.0
84313	1956.0	7261.0
84312	581.0	620.0
84315	549.0	778.0
84314	554.0	681.0
646538	0.0	0.0
343069	0.0	0.0
84311	1609.0	5365.0
84310	1992.0	4798.0
343068	0.0	0.0
343066	0.0	0.0
100996939	115.0	92.0
23386	7049.0	14536.0
23387	3852.0	4079.0
23389	9734.0	17010.0
441400	3.0	9.0
100996930	4.0	0.0
201853	332.0	549.0
23380	1744.0	5551.0
23381	5744.0	18413.0
23382	1455.0	2593.0
23383	3631.0	3722.0
23384	2342.0	1906.0
23385	7622.0	26696.0
106866914	0.0	0.0
84342	1069.0	1384.0
106866913	11.0	2.0
84343	1611.0	2972.0
60370	1782.0	492.0
84340	1355.0	3771.0
106866915	0.0	0.0
646567	2.0	1.0
100996928	1.0	0.0
23397	108.0	1680.0
23398	1297.0	1442.0
23399	4243.0	4661.0
23390	2625.0	3145.0
23392	9018.0	16831.0
84335	2137.0	4825.0
23394	6305.0	17281.0
84334	791.0	1116.0
23395	1055.0	2155.0
84337	1952.0	1953.0
84336	1630.0	6357.0
23396	3907.0	3233.0
60386	290.0	985.0
84331	668.0	3008.0
60385	45.0	1.0
84330	475.0	283.0
84333	3417.0	5645.0
84332	10.0	280.0
152485	1759.0	2193.0
646575	0.0	0.0
646572	10.0	17.0
343045	0.0	0.0
646577	0.0	0.0
646576	23.0	2.0
23365	14159.0	17888.0
23366	460.0	1348.0
23367	10609.0	42309.0
23368	2283.0	2636.0
23369	8536.0	18798.0
23360	3709.0	3960.0
23361	2262.0	4452.0
140432	0.0	0.0
23362	1334.0	4855.0
23363	4753.0	4494.0
84364	5096.0	7836.0
84366	0.0	0.0
84365	1477.0	3188.0
343035	2.0	3.0
139452	2.0	0.0
646583	0.0	0.0
23376	2326.0	2411.0
23378	1140.0	1971.0
23379	3339.0	7334.0
646581	1.0	0.0
23370	283.0	311.0
23371	13779.0	3787.0
23373	1103.0	757.0
100499261	2.0	0.0
646597	0.0	0.0
646595	29.0	5.0
100499258	0.0	0.0
23344	20251.0	11539.0
23345	6561.0	1336.0
201895	9567.0	10519.0
23347	3752.0	3745.0
646592	0.0	0.0
23348	5978.0	5094.0
23349	79.0	14.0
140453	0.0	1.0
23341	1927.0	3873.0
140456	2.0	0.0
140458	0.0	4.0
100499252	10.0	11.0
140459	1371.0	2956.0
100499251	0.0	0.0
23353	8872.0	9167.0
23354	710.0	2190.0
23355	2175.0	2855.0
23357	1551.0	3409.0
23358	4861.0	7999.0
23359	18.0	73.0
140460	1038.0	1597.0
140461	2095.0	3413.0
140462	114.0	51.0
23350	5018.0	8403.0
140464	0.0	0.0
23351	3930.0	10108.0
140465	1330.0	1065.0
23352	11248.0	12882.0
140467	2437.0	767.0
140468	3.0	0.0
140469	30.0	1.0
84376	3765.0	1711.0
2702	1798.0	581.0
2701	1315.0	738.0
2700	5.0	2.0
2709	100.0	11.0
2707	41.0	7.0
2706	43.0	16.0
2705	113.0	4.0
2703	0.0	0.0
345651	11.0	0.0
2712	0.0	0.0
106866981	0.0	0.0
2710	204.0	455.0
106866980	1.0	0.0
2719	10440.0	595.0
2717	2302.0	1587.0
50964	0.0	0.0
345643	31.0	3.0
345645	1.0	0.0
286826	343.0	2012.0
286827	138.0	643.0
286828	0.0	0.0
59307	1369.0	4489.0
2720	3140.0	4195.0
2729	3402.0	5606.0
100500737	0.0	0.0
345630	109.0	244.0
2735	231.0	45.0
2734	14159.0	8244.0
2733	2510.0	7474.0
2732	0.0	0.0
2731	28.0	52.0
2730	1834.0	5228.0
2739	4950.0	7637.0
2738	593.0	2604.0
2737	3538.0	2175.0
2736	395.0	66.0
106144534	0.0	0.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	6.0	22.0
106144533	0.0	0.0
2746	11448.0	21407.0
2745	1327.0	553.0
2744	3497.0	2469.0
2743	1138.0	1669.0
60314	1602.0	3174.0
2742	1.0	0.0
60313	7049.0	10643.0
106144527	0.0	0.0
2741	0.0	0.0
259217	4391.0	244.0
60312	3654.0	1879.0
106144528	5.0	1.0
2740	55.0	39.0
106144529	4.0	3.0
259215	1.0	0.0
2749	90.0	93.0
345611	4.0	1.0
50999	5009.0	9485.0
2747	167.0	137.0
259236	49.0	5.0
2760	4634.0	5731.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	9.0	13.0
259232	153.0	20.0
259230	2127.0	1972.0
59339	2266.0	727.0
59338	2101.0	5613.0
59335	3.0	18.0
2752	39627.0	132282.0
59336	0.0	0.0
2750	0.0	0.0
2771	19670.0	13624.0
59342	8960.0	4882.0
59341	647.0	93.0
2770	4643.0	457.0
59344	32.0	32.0
59343	2484.0	3772.0
59340	8.0	0.0
84306	167.0	610.0
2768	5228.0	6084.0
2767	5153.0	4179.0
59349	2180.0	11432.0
84305	1080.0	1849.0
2766	666.0	1542.0
2765	0.0	2.0
84307	2160.0	3760.0
84302	565.0	122.0
2764	3615.0	6447.0
59345	2309.0	4059.0
84301	4009.0	8465.0
2762	803.0	2447.0
84304	750.0	1076.0
59348	549.0	1352.0
84303	461.0	495.0
59347	0.0	0.0
2761	0.0	0.0
84300	870.0	1381.0
646508	0.0	0.0
2769	582.0	141.0
646507	0.0	0.0
646520	0.0	0.0
2782	20035.0	40571.0
59353	66.0	12.0
2781	1412.0	877.0
59352	1069.0	26.0
2780	0.0	0.0
59351	2.0	1.0
59350	5.0	6.0
2779	2.0	3.0
2778	49473.0	106076.0
2777	40.0	285.0
2776	7183.0	7217.0
2775	107.0	906.0
2774	1037.0	65.0
2773	4683.0	6691.0
60343	1667.0	2796.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	54.0	59.0
100379584	0.0	0.0
2792	0.0	0.0
2791	6368.0	1178.0
2790	392.0	533.0
105369316	0.0	0.0
2789	0.0	0.0
2788	1498.0	59.0
2787	2331.0	2549.0
2786	38.0	242.0
441194	272.0	423.0
2785	8.0	7.0
2784	81.0	33.0
2783	8052.0	10846.0
441191	718.0	809.0
100129622	0.0	0.0
100130606	0.0	0.0
286410	1687.0	472.0
100130603	0.0	0.0
286411	62.0	5.0
100130600	482.0	193.0
100379571	191.0	173.0
441177	1.0	1.0
2799	29104.0	22287.0
2798	15.0	12.0
2797	1.0	0.0
2796	127.0	16.0
2794	3973.0	5264.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	0.0	2.0
100129604	0.0	0.0
286430	4.0	0.0
105369343	2.0	0.0
286436	1.0	0.0
100379592	14.0	6.0
441154	0.0	0.0
441151	12.0	0.0
441150	185.0	71.0
191585	7.0	2.0
105370357	0.0	0.0
441133	0.0	0.0
100142659	25.0	29.0
100379564	1.0	0.0
441168	94.0	94.0
441166	5.0	4.0
101730217	9.0	8.0
441161	4.0	1.0
441160	5.0	80.0
646498	0.0	1.0
441108	476.0	521.0
23562	6.0	1.0
23563	9.0	6.0
359948	9465.0	16839.0
23564	6300.0	1128.0
23566	102.0	51.0
100130693	0.0	0.0
23567	662.0	1631.0
23568	439.0	356.0
23569	11.0	0.0
23560	2594.0	7047.0
286494	1.0	3.0
286495	753.0	324.0
286499	7.0	1.0
100130687	0.0	0.0
23576	2784.0	5409.0
117608	550.0	763.0
100129690	6.0	0.0
100129696	21.0	6.0
100129692	0.0	1.0
100129694	0.0	0.0
23548	686.0	1240.0
23549	3353.0	3438.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	2616.0	88.0
23542	318.0	4261.0
23543	8035.0	4113.0
130612	155.0	1853.0
23544	122.0	19.0
130617	1257.0	1060.0
100130671	0.0	0.0
23545	1258.0	2565.0
441124	211.0	397.0
23546	2.0	22.0
441123	0.0	0.0
23547	10.0	59.0
441131	0.0	4.0
23559	599.0	677.0
23551	417.0	627.0
23552	490.0	969.0
23553	4.0	2.0
23554	1223.0	561.0
23555	5135.0	7607.0
100130660	5.0	0.0
23556	1850.0	6683.0
23557	1576.0	2721.0
23558	7738.0	24146.0
23550	2845.0	5104.0
23526	1278.0	1561.0
23527	3370.0	4197.0
23528	1570.0	3859.0
286442	0.0	0.0
23529	501.0	501.0
129642	1196.0	4885.0
286444	15.0	24.0
100129669	0.0	0.0
100463482	4.0	1.0
23520	1.0	0.0
23521	63052.0	70229.0
23522	3579.0	4464.0
23523	3884.0	3731.0
23524	39557.0	77899.0
359996	0.0	0.0
115004	281.0	695.0
100129664	0.0	0.0
100463487	2.0	0.0
100463486	23.0	23.0
100463489	0.0	0.0
100463488	3.0	1.0
100129662	34.0	1.0
286451	4200.0	10053.0
23538	0.0	0.0
23539	52.0	8.0
23530	3433.0	14415.0
23531	9014.0	1460.0
100130640	0.0	1.0
23532	14.0	388.0
23533	402.0	330.0
359997	0.0	0.0
23534	3391.0	5694.0
23536	1344.0	2446.0
100463498	50.0	33.0
100129654	0.0	12.0
286460	106.0	138.0
100129650	0.0	1.0
23504	49.0	3.0
100499416	0.0	0.0
23505	4373.0	9458.0
100499417	0.0	0.0
23506	2896.0	2100.0
286464	13.0	1.0
100130637	0.0	0.0
23507	1393.0	3235.0
100130636	0.0	0.0
23508	1145.0	7726.0
23509	5123.0	22481.0
286467	30.0	9.0
100129647	3.0	0.0
100130631	0.0	0.0
23500	3795.0	547.0
100499418	0.0	0.0
23503	2878.0	4285.0
100129641	1.0	0.0
100129640	2.0	2.0
286472	0.0	0.0
23515	2660.0	2944.0
345275	738.0	2.0
100499405	195.0	21.0
23516	3275.0	3309.0
23517	3544.0	6538.0
100130626	0.0	0.0
23518	1591.0	2702.0
102465752	0.0	0.0
23519	1.0	1.0
345274	125.0	12.0
100130621	33.0	4.0
23510	2992.0	4499.0
23511	3712.0	7130.0
23512	2095.0	8681.0
23513	3115.0	18719.0
23514	3008.0	12519.0
100129631	1.0	0.0
129607	1357.0	2905.0
129563	1420.0	2095.0
431704	0.0	0.0
117579	0.0	0.0
130557	828.0	1047.0
431705	23.0	1.0
431707	0.0	1.0
129560	0.0	2.0
117583	2359.0	603.0
84449	938.0	657.0
84448	354.0	76.0
117584	1020.0	3876.0
84445	5146.0	3249.0
84444	1212.0	1363.0
84447	4680.0	7546.0
84446	230.0	191.0
84441	4581.0	495.0
84440	1125.0	8886.0
84443	62.0	185.0
646405	22.0	92.0
646409	0.0	0.0
117581	1136.0	15.0
130560	2.0	0.0
646424	34.0	108.0
84437	946.0	682.0
84439	310.0	146.0
60489	700.0	244.0
60488	2122.0	6816.0
84433	203.0	171.0
60487	685.0	661.0
84436	1012.0	619.0
84435	3.0	0.0
60485	4614.0	2876.0
60484	6.0	10.0
84432	22.0	2.0
60482	6.0	0.0
60481	25803.0	25459.0
130576	541.0	297.0
130574	1361.0	259.0
84467	50.0	2.0
84466	311.0	163.0
60496	1826.0	2660.0
60495	432.0	8.0
60494	31.0	29.0
84465	21.0	5.0
84464	648.0	1245.0
60493	940.0	1527.0
60492	1995.0	1089.0
60491	1110.0	2298.0
60490	423.0	812.0
84461	1269.0	1359.0
84460	1412.0	551.0
646442	2.0	3.0
129530	35.0	11.0
129531	685.0	682.0
130589	971.0	1331.0
201501	1659.0	108.0
84456	479.0	286.0
84455	490.0	823.0
84458	1185.0	4284.0
84457	47.0	4.0
84450	1774.0	1147.0
646457	1.0	0.0
100500870	0.0	0.0
100500872	0.0	0.0
201514	339.0	673.0
201516	2.0	0.0
646450	96.0	88.0
23480	1297.0	2894.0
105416157	135.0	27.0
23481	2951.0	3909.0
23483	609.0	722.0
23484	2508.0	3306.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	0.0	0.0
646467	6.0	1.0
100500860	0.0	0.0
96459	2530.0	6415.0
100500861	0.0	0.0
23498	325.0	66.0
23499	22354.0	18614.0
23491	169.0	38.0
23492	4471.0	1301.0
23493	1085.0	112.0
23495	6.0	1.0
100500862	0.0	0.0
100500863	0.0	8.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	26.0	24.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	1.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	6413.0	14169.0
394217	0.0	0.0
23464	344.0	873.0
130535	1187.0	1853.0
23466	4061.0	3400.0
23467	1348.0	1553.0
23468	6587.0	11945.0
23469	6609.0	6277.0
2801	6552.0	8155.0
2800	1919.0	3830.0
23460	2083.0	95.0
23461	2339.0	2709.0
23462	658.0	2099.0
100500895	3.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	3829.0	11164.0
100500898	0.0	0.0
2805	1387.0	4251.0
100500899	0.0	0.0
2804	14035.0	18621.0
2803	10433.0	14099.0
2802	6871.0	7594.0
130540	30.0	15.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1017.0	1233.0
23475	500.0	5456.0
23476	4617.0	5049.0
23478	5230.0	4966.0
23479	4904.0	4757.0
646480	0.0	0.0
2812	0.0	0.0
2811	37.0	15.0
2810	1676.0	1935.0
23471	10362.0	49251.0
23473	2523.0	2677.0
100500884	0.0	0.0
2819	54799.0	991.0
100500885	0.0	0.0
84498	3139.0	2381.0
100500886	0.0	0.0
2817	3512.0	1088.0
100500888	0.0	0.0
2815	0.0	0.0
100500889	3.0	0.0
2814	0.0	9.0
2813	98.0	139.0
2823	76.0	2885.0
2822	841.0	393.0
2821	16340.0	24307.0
100500839	0.0	0.0
2820	3519.0	15185.0
201562	8194.0	5368.0
100379623	5.0	38.0
2829	21.0	12.0
100500831	0.0	0.0
2828	815.0	656.0
2827	44.0	9.0
100500833	4.0	2.0
2826	42.0	7.0
100500834	0.0	0.0
2825	58.0	2.0
100500835	0.0	0.0
2824	1323.0	72.0
100500836	0.0	0.0
727699	4.0	0.0
2834	4.0	0.0
100500826	1.0	0.0
2833	38.0	61.0
100500827	0.0	0.0
2832	0.0	1.0
100500828	0.0	1.0
2831	1.0	0.0
100500829	0.0	0.0
60401	427.0	173.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	52.0	6.0
100500822	0.0	0.0
2837	28.0	0.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	92.0	0.0
100500825	0.0	0.0
100500850	27.0	3.0
2845	3.0	0.0
100500859	0.0	0.0
2844	0.0	2.0
2843	14.0	5.0
2842	10.0	221.0
2841	10.0	19.0
60412	4063.0	8077.0
2840	131.0	7.0
100500851	0.0	0.0
100500854	13.0	4.0
2849	9.0	180.0
100500855	0.0	0.0
2848	2.0	7.0
394261	6.0	0.0
2847	20.0	12.0
347933	1.0	0.0
100500857	0.0	1.0
2846	20.0	11.0
100500858	0.0	0.0
394263	0.0	2.0
2856	0.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	11.0	5.0
201595	8880.0	18432.0
2852	860.0	75.0
2850	436.0	1390.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	54.0	51.0
100500846	0.0	0.0
2857	1294.0	357.0
100500847	0.0	0.0
2870	1453.0	4237.0
107105261	0.0	0.0
2867	119.0	838.0
107105265	0.0	0.0
60437	59.0	1176.0
2866	4.0	0.0
107105264	0.0	0.0
60436	1541.0	4386.0
2865	23.0	5.0
107105263	0.0	1.0
2864	1.0	13.0
107105262	0.0	0.0
2863	191.0	526.0
2862	6.0	2.0
2861	113.0	30.0
347918	857.0	2512.0
107105266	2.0	1.0
2869	2238.0	767.0
2868	197.0	317.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	1.0
2878	25763.0	5183.0
2877	95.0	13544.0
107105253	8.0	2.0
2876	12779.0	6845.0
2875	723.0	5468.0
2874	209.0	115.0
2873	3768.0	11355.0
2872	9268.0	7276.0
107105256	0.0	0.0
2871	7.0	12.0
347902	5138.0	88210.0
107105259	0.0	0.0
2879	17947.0	10196.0
727682	0.0	0.0
727684	1.0	5.0
2892	178.0	1.0
2891	329.0	1009.0
2890	135.0	7.0
727686	1.0	0.0
84419	383.0	371.0
2889	7219.0	8052.0
100500815	0.0	0.0
2888	191.0	75.0
100500816	0.0	0.0
2887	3140.0	1215.0
100500817	0.0	0.0
2886	1117.0	4738.0
100500818	0.0	0.0
2885	7702.0	25396.0
100500819	0.0	1.0
2884	3.0	1.0
2882	668.0	217.0
100642175	20.0	1.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	4.0	0.0
100500813	0.0	0.0
100500814	1.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	39.0	2.0
2899	1347.0	4424.0
84418	2995.0	3598.0
2898	36.0	827.0
60468	607.0	42.0
84417	1426.0	23.0
2897	216.0	5.0
2896	16711.0	29660.0
60467	0.0	0.0
100500808	0.0	0.0
2895	5.0	3.0
100500809	0.0	0.0
2894	301.0	76.0
2893	625.0	6.0
100500801	0.0	0.0
100500802	11.0	3.0
100500803	0.0	0.0
23603	8341.0	4552.0
100129507	2.0	0.0
23604	1548.0	649.0
23605	0.0	0.0
23606	0.0	3.0
23607	3346.0	4713.0
23608	5686.0	9931.0
23609	1791.0	1642.0
286527	8.0	9.0
286528	0.0	0.0
23600	170.0	428.0
23601	36.0	92.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	1.0	1.0
23614	0.0	3.0
23615	17.0	37.0
23616	529.0	493.0
286530	198.0	195.0
23617	0.0	0.0
23619	14.0	5.0
23612	4395.0	1244.0
23613	2639.0	4560.0
286544	127.0	25.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	3.0	20.0
100463528	0.0	0.0
441272	430.0	454.0
100379667	0.0	1.0
100288998	0.0	0.0
441263	45.0	14.0
441261	0.0	0.0
100288984	0.0	0.0
441295	39.0	23.0
441294	8.0	16.0
100463500	0.0	0.0
100288979	0.0	0.0
286512	2.0	2.0
286514	0.0	0.0
60625	834.0	1837.0
441282	304.0	2.0
646377	0.0	0.0
100130579	0.0	2.0
646379	0.0	3.0
646378	0.0	0.0
23683	3201.0	1345.0
404281	49.0	67.0
100130572	0.0	0.0
646370	1.0	0.0
23682	223.0	3086.0
100129587	1.0	0.0
100129583	324.0	205.0
100129584	0.0	0.0
441218	0.0	0.0
100130566	0.0	4.0
100130564	0.0	1.0
100130562	1104.0	3086.0
100130561	86.0	129.0
441212	223.0	92.0
646382	1.0	0.0
100129570	1.0	0.0
404266	7.0	85.0
100130557	42.0	26.0
100130555	0.0	0.0
646390	0.0	0.0
441246	24.0	26.0
23666	119.0	273.0
23667	0.0	1.0
646392	0.0	0.0
23668	0.0	0.0
441251	0.0	2.0
441250	311.0	338.0
23660	913.0	1521.0
