id	d5f0ea64-6660-49ac-a37e-3cd747045147	f01c01c8-97d9-4ba6-98cd-4ac9ac85ed82
116068	1710.0	2759.0
100132677	6.0	13.0
100130099	0.0	0.0
100130097	12.0	12.0
143662	0.0	11.0
100132681	0.0	0.0
100132683	1.0	0.0
100130090	0.0	2.0
100130086	4.0	8.0
100129094	0.0	61.0
143678	0.0	7.0
100132699	0.0	0.0
100130079	0.0	0.0
100130074	2.0	1.0
143684	330.0	869.0
100129086	1.0	2.0
100129080	0.0	0.0
143689	54.0	117.0
143686	2408.0	5549.0
153020	462.0	2153.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	151.0	263.0
100130060	0.0	0.0
202243	302.0	6615.0
100129074	1.0	0.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	1431.0	8166.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	0.0	2.0
647076	8.0	7.0
100462880	5.0	27.0
100462881	0.0	0.0
100462886	0.0	1.0
100288307	4.0	1.0
647085	0.0	0.0
100653396	0.0	0.0
647087	3361.0	3357.0
647081	2.0	1.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	0.0	0.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	49.0	90.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	0.0
100616390	0.0	1.0
100616391	0.0	0.0
100462866	0.0	3.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	10994.0	4679.0
202299	5.0	12.0
104355426	23.0	218.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	0.0	1.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	1.0	1.0
4430	2560.0	16681.0
100132501	74.0	49.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	9.0	611.0
346085	31.0	3.0
100132510	12.0	5.0
4435	6.0	24.0
4436	1187.0	1071.0
4437	1168.0	1579.0
4438	42.0	7.0
4439	12.0	120.0
253868	437.0	2.0
64793	9004.0	711.0
100616347	0.0	0.0
64792	768.0	2325.0
100616348	2.0	0.0
64795	14005.0	5714.0
64794	369.0	1434.0
100616346	0.0	0.0
100616343	0.0	4.0
100616344	0.0	0.0
64799	23.0	464.0
100616341	0.0	0.0
64798	14934.0	2457.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	71.0	81.0
103625683	0.0	0.0
100616336	0.0	0.0
103625684	3.0	2.0
100616337	0.0	0.0
103625681	0.0	1.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	74.0	473.0
100616327	1.0	0.0
100616328	0.0	0.0
650655	23.0	27.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	2.0	7.0
100616321	0.0	1.0
100616322	0.0	1.0
647000	1.0	0.0
100628307	9.0	0.0
100288380	1.0	3.0
86123	11.0	163.0
100616329	0.0	0.0
4481	153.0	7097.0
100616317	0.0	1.0
4482	487.0	381.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	90.0	195.0
647013	2.0	2.0
100616313	0.0	0.0
4486	42.0	371.0
100616310	0.0	1.0
4487	183.0	182.0
100616311	0.0	4.0
100288378	0.0	0.0
4477	0.0	50.0
4478	10185.0	24549.0
4479	4.0	8.0
647009	112.0	61.0
100616318	0.0	27.0
100616319	0.0	0.0
4493	708.0	1740.0
4494	10.0	345.0
4495	7.0	128.0
100616389	1.0	1.0
647024	75.0	1331.0
4496	0.0	1.0
100616387	0.0	0.0
4498	1.0	1.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	1.0	0.0
100616384	0.0	1.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	1.0	3.0
4490	1.0	1.0
100616380	0.0	0.0
4488	103.0	426.0
4489	52.0	425.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	1.0	0.0
647030	28.0	12.0
100616374	0.0	0.0
100616375	0.0	0.0
647033	2.0	19.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	118.0	210.0
4499	102.0	53.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	1.0	39.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	12.0	28.0
100288346	0.0	1.0
100616361	0.0	0.0
647044	2.0	2.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	0.0	0.0
118611	2.0	6.0
346007	35.0	70.0
100616358	0.0	0.0
100616359	0.0	0.0
100616356	1.0	0.0
100616354	0.0	0.0
100288339	1.0	0.0
100288337	0.0	0.0
100616352	0.0	1.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	89.0	149.0
647051	0.0	0.0
100288330	0.0	0.0
100303491	1.0	24.0
64711	0.0	0.0
64710	27700.0	35362.0
64714	3.0	20.0
64708	1333.0	2140.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	139.0	177.0
348761	0.0	2.0
100506084	59.0	46.0
64726	1.0	7.0
64725	1.0	5.0
64718	680.0	1151.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	1.0	3.0
348751	521.0	290.0
131544	3079.0	1195.0
64735	0.0	0.0
103283057	0.0	0.0
100533695	0.0	1.0
64744	738.0	5616.0
64743	3968.0	4259.0
64746	2503.0	8747.0
64745	1312.0	2055.0
64748	1805.0	5569.0
64747	1102.0	7959.0
348738	0.0	8.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	1.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	0.0
100616422	0.0	0.0
64750	914.0	1942.0
100616423	0.0	0.0
100533676	0.0	5.0
64753	342.0	156.0
100616420	0.0	1.0
100616421	0.0	0.0
64755	340.0	5110.0
64754	139.0	204.0
64757	449.0	1411.0
100506050	0.0	0.0
64756	12775.0	2797.0
64759	3742.0	11829.0
100506054	168.0	149.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	0.0	1.0
100616429	1.0	0.0
100506049	0.0	0.0
100616415	1.0	0.0
100616416	0.0	0.0
64760	2060.0	4839.0
100616413	0.0	0.0
100616414	1.0	0.0
100506046	44.0	53.0
64762	921.0	2482.0
64761	414.0	4080.0
64764	1969.0	16006.0
64763	746.0	1214.0
100616410	0.0	0.0
64766	779.0	1869.0
64768	242.0	868.0
64769	1753.0	5472.0
100533682	1.0	0.0
100616417	2.0	2.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	28064.0	9042.0
100616402	0.0	0.0
64770	451.0	1076.0
100616403	0.0	0.0
64773	257.0	2197.0
100616400	0.0	0.0
64772	1113.0	851.0
100616401	0.0	2.0
64777	2720.0	6841.0
64776	268.0	1110.0
64779	662.0	754.0
64778	3761.0	8092.0
100506080	0.0	12.0
88745	2200.0	2734.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	319.0	2273.0
100533668	0.0	2.0
64782	445.0	1712.0
64781	1912.0	1217.0
100506068	1.0	10.0
64784	1730.0	8833.0
100533664	2.0	2.0
64783	1019.0	867.0
100533665	0.0	0.0
64786	2487.0	3704.0
100533666	0.0	0.0
64785	108.0	193.0
64788	216.0	2342.0
64787	60.0	2660.0
100506061	0.0	0.0
64789	172.0	239.0
100506060	70.0	78.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	2.0	1.0
100506013	8.0	78.0
100506012	15.0	41.0
167555	25.0	443.0
100132520	1.0	2.0
100132526	2.0	10.0
100132529	0.0	8.0
100533646	0.0	0.0
100506003	0.0	0.0
100533642	14.0	53.0
100506007	32.0	28.0
100506001	2.0	12.0
100506000	0.0	0.0
204962	971.0	2605.0
100462800	0.0	0.0
100132534	0.0	1.0
100132537	0.0	0.0
100506035	17.0	27.0
202309	9.0	777.0
100506039	0.0	0.0
100506033	809.0	573.0
100533619	1.0	0.0
100132541	0.0	0.0
100533624	0.0	0.0
100506025	3.0	8.0
100506020	1.0	15.0
131566	1473.0	1543.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	635793.0	1475.0
100462832	0.0	0.0
100132562	0.0	0.0
100132565	0.0	1.0
100462838	2.0	0.0
100462830	0.0	0.0
131572	0.0	0.0
131578	228.0	22481.0
100462843	0.0	0.0
131583	632.0	331.0
100462809	0.0	2.0
143570	687.0	1580.0
100132580	3.0	5.0
100462811	1.0	0.0
100462810	4.0	7.0
100462813	7.0	1.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	7.0	125.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	0.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	6.0	138.0
170689	270.0	697.0
170688	0.0	0.0
100462990	0.0	0.0
155061	537.0	1866.0
131096	11.0	4.0
155066	657.0	8850.0
170680	0.0	2.0
100533800	1.0	5.0
169693	54.0	8.0
170679	7.0	128.0
100036567	0.0	0.0
155051	0.0	26.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	228.0	415.0
143098	2373.0	2788.0
4507	903.0	2638.0
4508	535063.0	328514.0
4509	99455.0	58594.0
100462977	18712.0	4989.0
4500	33.0	43.0
4501	4091.0	1269.0
4502	5012.0	11350.0
4503	7.0	4.0
4504	10.0	3.0
4520	1522.0	1928.0
4519	801373.0	509930.0
170690	225.0	899.0
4511	65.0	13.0
4512	2147314.0	825887.0
100462981	1.0	2.0
4513	546614.0	346042.0
4514	887799.0	524948.0
100462983	6.0	1.0
4515	27.0	82.0
170692	21.0	59.0
100462985	0.0	0.0
170691	102.0	151.0
253512	6600.0	1836.0
4521	254.0	277.0
4522	7518.0	3709.0
157680	1771.0	11777.0
4523	3.0	12.0
4524	2599.0	1978.0
4528	3476.0	1811.0
155006	0.0	43.0
4540	452210.0	232942.0
4541	118564.0	86988.0
157667	2.0	0.0
4542	140.0	2213.0
4534	1307.0	1858.0
4535	765605.0	176519.0
4536	488477.0	257379.0
4537	119869.0	77131.0
4538	1354290.0	721436.0
4539	126808.0	54550.0
157697	242.0	711.0
4550	1488792.0	628561.0
155038	846.0	1287.0
4552	3095.0	2383.0
4553	1.0	0.0
4543	0.0	0.0
4544	0.0	0.0
4547	90.0	3.0
100036575	2.0	13.0
4548	6831.0	4417.0
100036574	0.0	0.0
4549	130528.0	139887.0
131076	653.0	815.0
4563	2.0	0.0
4564	0.0	2.0
4555	0.0	0.0
4556	2.0	1.0
4558	14.0	2.0
157695	116.0	1511.0
157693	2.0	2.0
4570	3.0	0.0
348378	13.0	61.0
4571	5723.0	1776.0
4572	2.0	0.0
4573	0.0	0.0
4574	0.0	1.0
4575	1.0	0.0
100288287	0.0	0.0
100288283	0.0	0.0
4565	1.0	0.0
4566	0.0	1.0
4567	97.0	4.0
4568	0.0	2.0
253559	829.0	382.0
4569	13.0	2.0
253558	602.0	1267.0
4580	256.0	1137.0
4581	22.0	341.0
4582	15.0	22354.0
4583	1.0	3.0
4584	81.0	71.0
4585	11.0	157.0
4586	0.0	1.0
4576	8.0	3.0
4577	4.0	0.0
4578	0.0	1.0
4579	67.0	20.0
4591	1688.0	1682.0
4593	149.0	9.0
4594	4159.0	3893.0
4595	287.0	410.0
4597	759.0	910.0
100288264	0.0	0.0
4588	0.0	13.0
4589	0.0	4.0
100288252	6.0	2.0
4598	496.0	607.0
4599	585.0	4368.0
100288248	0.0	0.0
650560	0.0	0.0
348327	118.0	194.0
100288235	0.0	0.0
100288227	0.0	0.0
253582	2.0	20.0
100288222	0.0	0.0
64834	787.0	4641.0
64838	149.0	314.0
64837	1912.0	2876.0
100132487	1.0	0.0
64841	1096.0	1730.0
64840	266.0	589.0
64843	0.0	0.0
64844	6626.0	6855.0
64847	2170.0	3357.0
64849	21.0	370.0
64848	2148.0	3264.0
64839	7114.0	2137.0
64850	109.0	0.0
64852	358.0	635.0
64854	2419.0	1915.0
64853	1184.0	2022.0
64856	672.0	8642.0
64855	1664.0	15980.0
64858	251.0	748.0
64857	567.0	2405.0
64859	166.0	1071.0
387911	18.0	4.0
387914	517.0	26223.0
100144494	0.0	4.0
64860	408.0	680.0
64863	349.0	563.0
133619	1879.0	8119.0
64864	3276.0	2571.0
64866	28.0	4323.0
133615	0.0	0.0
100506172	0.0	0.0
387933	6.0	22.0
100533794	0.0	0.0
387934	0.0	1.0
100533790	0.0	1.0
100506169	32.0	20.0
64881	1.0	16.0
375940	1.0	0.0
399939	0.0	0.0
100506161	30.0	64.0
100506164	0.0	1.0
399937	0.0	0.0
387921	1047.0	3478.0
100288198	193.0	102.0
100288195	0.0	0.0
387923	72.0	570.0
387924	3.0	1.0
64895	857.0	1179.0
100506195	1.0	5.0
64897	420.0	750.0
399909	851.0	5080.0
100288185	0.0	0.0
100288179	1.0	1.0
121601	10.0	22.0
100288173	0.0	0.0
100506190	1322.0	21543.0
399965	6.0	13.0
399967	2.0	0.0
101060111	0.0	0.0
100506134	0.0	1.0
100533754	0.0	0.0
157638	237.0	6941.0
399968	0.0	0.0
169611	1890.0	4876.0
145645	0.0	1.0
100132402	1.0	203.0
100132403	0.0	2.0
100132406	32.0	230.0
387978	0.0	1.0
100506126	0.0	2.0
399972	19.0	573.0
157627	0.0	0.0
399979	4998.0	8262.0
121665	1298.0	3750.0
100132415	0.0	26.0
100132417	0.0	67.0
133688	785.0	0.0
399942	4.0	8.0
100506157	18.0	20.0
100533731	0.0	0.0
133686	2908.0	2002.0
157657	187.0	228.0
399940	0.0	0.0
170627	0.0	0.0
170626	0.0	0.0
399947	3.0	7.0
399949	6.0	11.0
399948	65.0	284.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	1140.0	1943.0
133690	1.0	203.0
131034	13.0	6.0
399950	3.0	2.0
101060105	0.0	2.0
387990	4.0	18.0
100506144	64.0	299.0
399959	14.0	11.0
121643	6.0	0.0
121642	318.0	518.0
100132439	0.0	0.0
542767	3.0	23.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	0.0	0.0
100132441	0.0	0.0
100462957	0.0	0.0
100533725	0.0	8.0
100533721	0.0	0.0
101060160	0.0	1.0
64801	869.0	2057.0
64800	21.0	160.0
64802	1880.0	764.0
64805	12.0	425.0
100132450	0.0	1.0
100144435	0.0	0.0
100506115	21.0	69.0
399988	6.0	3.0
100506119	20.0	413.0
64816	5.0	15.0
64806	4.0	0.0
100132463	0.0	0.0
100132464	0.0	0.0
145624	1.0	2.0
100132467	0.0	2.0
101060146	3.0	153.0
101060144	0.0	0.0
100506108	0.0	0.0
100132476	0.0	0.0
100132479	0.0	0.0
649489	0.0	0.0
650474	0.0	1556.0
101060192	0.0	0.0
101060195	203.0	761.0
4606	144760.0	9.0
4607	17.0	13.0
4608	5989.0	35.0
4609	6942.0	2550.0
4600	227.0	2407.0
4601	2380.0	5491.0
4602	23.0	4329.0
4603	127.0	234.0
4604	1464772.0	3.0
4605	33.0	173.0
202018	5769.0	5554.0
4617	262.0	0.0
170555	1.0	0.0
4618	16338.0	0.0
170554	0.0	0.0
4619	59980.0	14.0
170552	0.0	0.0
170559	5.0	6.0
202020	16.0	178.0
170556	0.0	0.0
4610	90.0	362.0
4611	0.0	0.0
4613	25.0	29.0
170550	0.0	1.0
4615	504.0	2810.0
4616	7487.0	9225.0
100506311	54.0	125.0
101060176	0.0	0.0
101060171	0.0	1.0
4628	2598.0	10149.0
4629	4783.0	2979.0
170589	1.0	0.0
4620	2241262.0	13.0
4621	2753.0	176.0
4622	142.0	16.0
4624	3755.0	0.0
4625	1921682.0	1.0
4626	2546.0	18.0
4627	16464.0	84955.0
432369	9.0	10.0
100506301	6.0	3.0
101060189	0.0	0.0
100506305	0.0	5.0
4640	7.0	17.0
4641	7758.0	26778.0
170575	329.0	575.0
4632	496910.0	0.0
4633	709431.0	0.0
4634	110494.0	40.0
4635	17.0	25.0
170572	0.0	1.0
4636	680.0	359.0
4637	9921.0	28633.0
4638	1623.0	13082.0
157556	0.0	12.0
133584	4516.0	771.0
4650	1009.0	6597.0
4651	1002.0	2126.0
170529	0.0	1.0
170527	0.0	0.0
170526	0.0	1.0
202051	296.0	292.0
170524	0.0	0.0
145567	3532.0	1130.0
202052	904.0	829.0
170523	0.0	0.0
4642	911.0	10265.0
4643	1265.0	5173.0
253639	130.0	172.0
4644	1353.0	6196.0
4645	48.0	3555.0
4646	657.0	17251.0
4647	97.0	447.0
253635	357.0	764.0
4648	76.0	66.0
4649	3537.0	4085.0
4660	38422.0	5325.0
4661	4.0	44.0
2001	0.0	15.0
2000	417.0	1403.0
170517	0.0	1.0
170516	16.0	9.0
145581	24.0	48.0
169522	1.0	2.0
170511	0.0	0.0
170510	0.0	0.0
170514	0.0	0.0
170513	0.0	0.0
4653	1078.0	2.0
4654	2220.0	0.0
4656	4751.0	0.0
4659	3620.0	4450.0
4670	5225.0	9914.0
4671	0.0	68.0
4673	12104.0	12936.0
4674	106.0	81.0
2012	12618.0	9543.0
2011	1415.0	11786.0
2010	3118.0	3937.0
2009	3873.0	1815.0
170542	0.0	0.0
2006	2838.0	22049.0
170541	0.0	41.0
2005	3088.0	7311.0
170548	1.0	1.0
2004	2587.0	6429.0
170547	0.0	0.0
2003	0.0	10.0
2002	1843.0	3037.0
4664	978.0	2948.0
4665	814.0	2128.0
4666	50065.0	22982.0
4668	1081.0	4713.0
170540	0.0	0.0
4669	654.0	3139.0
157567	3870.0	2633.0
4680	0.0	4130.0
4681	446.0	3033.0
4682	1001.0	1754.0
4683	2251.0	11613.0
4684	713.0	75.0
4685	77.0	279.0
2023	9317.0	24514.0
2022	5710.0	11266.0
2021	1263.0	208.0
170539	0.0	0.0
2020	28.0	0.0
170533	0.0	1.0
2019	378.0	148.0
2018	627.0	43.0
2017	3587.0	19794.0
2016	0.0	953.0
170537	1.0	1.0
2015	9.0	98.0
170536	0.0	3.0
2014	663.0	1661.0
170535	0.0	0.0
2013	2305.0	21236.0
4675	103.0	519.0
100134934	3.0	7.0
157570	22.0	58.0
4676	10264.0	6863.0
4677	9145.0	10258.0
4678	1511.0	3167.0
100134938	13.0	10.0
157574	23.0	309.0
4690	1427.0	1782.0
4691	21808.0	32264.0
4692	864.0	992.0
4693	4.0	505.0
4694	10810.0	5800.0
4695	4236.0	3365.0
4696	4449.0	1828.0
2034	11329.0	51684.0
2033	6366.0	10622.0
2030	7127.0	12649.0
100288165	42.0	52.0
2029	15508.0	14228.0
2028	859.0	1309.0
2027	426613.0	252.0
2026	213.0	3416.0
2025	0.0	0.0
4686	1939.0	2831.0
4688	273.0	1395.0
4689	114.0	794.0
348487	0.0	2.0
2045	32.0	10.0
2044	4.0	3.0
2043	484.0	686.0
2042	496.0	362.0
2041	8.0	2755.0
2040	8804.0	15262.0
2039	2026.0	2412.0
2038	3.0	10.0
2037	3842.0	6682.0
2036	1041.0	9091.0
2035	2186.0	2319.0
4697	32116.0	10267.0
4698	11510.0	7282.0
735301	103.0	241.0
4699	0.0	0.0
2056	0.0	1.0
2055	904.0	1956.0
2054	385.0	799.0
2053	756.0	5367.0
100288149	0.0	0.0
2052	6433.0	23303.0
2051	167.0	256.0
2050	1148.0	8006.0
100288142	28.0	126.0
253650	0.0	5.0
2049	139.0	2632.0
2048	156.0	1980.0
2047	760.0	91.0
2046	0.0	3.0
2067	2139.0	3138.0
2066	1053.0	10265.0
2065	194.0	21565.0
2064	3492.0	2040.0
2063	1786.0	3285.0
2060	7713.0	5142.0
253665	1.0	1.0
100288130	0.0	0.0
2059	1691.0	4820.0
2058	10229.0	10547.0
2057	105.0	331.0
2070	3646.0	80.0
649446	48.0	606.0
2078	1283.0	1438.0
2077	675.0	3252.0
2074	636.0	591.0
2073	676.0	1337.0
2072	978.0	1554.0
100288122	5.0	38.0
2071	2510.0	3377.0
2069	13.0	2.0
2068	946.0	1067.0
2081	775.0	14832.0
649458	0.0	0.0
2086	81.0	2641.0
105751187	0.0	1.0
100288111	0.0	0.0
2079	2076.0	6228.0
170591	0.0	22.0
2091	2254.0	3471.0
2099	1317.0	24795.0
2098	5679.0	4693.0
100653515	1.0	4.0
64951	827.0	390.0
64949	1107.0	2145.0
64960	6515.0	2704.0
64963	1578.0	2076.0
64965	3482.0	1461.0
64968	2487.0	1518.0
64969	2627.0	2120.0
100132372	0.0	7.0
64975	3238.0	1407.0
64976	3354.0	1554.0
64979	1140.0	729.0
100132380	1.0	0.0
64978	417.0	232.0
100132382	0.0	2.0
100132386	0.0	0.0
64981	5421.0	2224.0
64983	1556.0	2673.0
100132396	0.0	0.0
100132399	0.0	0.0
100616668	3.0	53.0
287015	0.0	0.0
100506299	23.0	11.0
121512	1680.0	1004.0
100288083	0.0	0.0
101060200	224.0	84.0
100288077	0.0	39.0
100288072	10.0	4.0
121504	33.0	121.0
121506	22.0	479.0
101060233	0.0	0.0
121551	36.0	95.0
100506246	0.0	0.0
133558	1.0	0.0
100506244	0.0	0.0
157506	562.0	856.0
100506243	21.0	22.0
121549	1.0	0.0
101060211	0.0	0.0
100533851	3.0	10.0
170506	3593.0	4618.0
100506275	0.0	0.0
170504	0.0	3.0
170503	1.0	1.0
100132308	0.0	0.0
121536	1049.0	2126.0
101060226	99.0	539.0
64900	103.0	1733.0
64902	0.0	2.0
64901	11.0	72.0
145553	58.0	133.0
100132311	0.0	1.0
157530	15.0	15.0
100506211	57.0	108.0
100506215	55.0	169.0
121599	2.0	0.0
100132321	0.0	0.0
100132322	0.0	0.0
100533844	0.0	0.0
100506205	0.0	4.0
101060280	0.0	0.0
64922	0.0	5.0
64921	2025.0	4288.0
64924	1045.0	4210.0
100533849	0.0	0.0
64926	111.0	716.0
64925	786.0	1191.0
64919	31.0	145.0
100132332	1.0	0.0
133522	2162.0	1716.0
100506233	149.0	338.0
104644205	0.0	0.0
100506237	0.0	0.0
4705	11185.0	7788.0
64928	3893.0	2237.0
4706	7181.0	4296.0
64927	1174.0	572.0
100132341	84.0	653.0
4707	3990.0	2194.0
4708	10697.0	4640.0
4709	7104.0	2001.0
100132346	0.0	0.0
145501	0.0	4.0
145508	147.0	368.0
4700	6744.0	2610.0
4701	223.0	109.0
4702	5753.0	3200.0
4703	1264141.0	197.0
4704	7456.0	2599.0
101060264	6.0	2.0
100506229	1.0	1.0
64940	530.0	925.0
64943	423.0	994.0
64946	144.0	209.0
204777	0.0	0.0
4716	14026.0	4985.0
4717	6284.0	1709.0
100132352	140.0	613.0
4718	3316.0	3397.0
4719	46506.0	9225.0
100132355	0.0	0.0
100132358	1.0	2.0
4710	9982.0	6137.0
4711	10049.0	5397.0
4712	3562.0	2105.0
4713	6128.0	2569.0
4714	2435.0	2110.0
4715	17727.0	5340.0
100506412	0.0	0.0
407039	0.0	1.0
407036	1.0	1.0
407037	1.0	0.0
100506413	0.0	4.0
407030	0.0	0.0
407031	0.0	0.0
407034	0.0	0.0
407035	0.0	0.0
407032	6.0	14.0
407033	0.0	0.0
4728	7538.0	3355.0
4729	1810.0	663.0
4720	23732.0	9939.0
4722	10163.0	2771.0
4723	17859.0	4669.0
4724	6743.0	2322.0
4725	9078.0	4012.0
4726	4111.0	2187.0
407027	0.0	0.0
407028	0.0	0.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	0.0	1.0
407022	0.0	0.0
4738	3090.0	3640.0
4739	2607.0	3202.0
100506409	1.0	1.0
4730	231.0	82.0
4731	5671.0	2896.0
4733	5007.0	3087.0
4734	8515.0	2421.0
4735	13686.0	31166.0
4736	18727.0	20812.0
407016	0.0	3.0
407017	0.0	1.0
100506433	3.0	0.0
407014	2.0	13.0
407015	0.0	0.0
4750	885.0	1062.0
407018	12.0	2.0
100506436	25.0	149.0
4751	12.0	65.0
407019	2.0	0.0
407013	3.0	0.0
407010	10.0	2.0
407011	2.0	1.0
192217	2.0	9.0
4741	12.0	14.0
4744	27.0	367.0
4745	5.0	14.0
4747	4.0	79.0
407006	2.0	6.0
407003	0.0	0.0
100506421	5.0	0.0
650368	13.0	74.0
407004	0.0	0.0
407009	0.0	0.0
4760	0.0	1.0
4761	1.0	2.0
407007	0.0	0.0
100506424	0.0	0.0
4762	0.0	0.0
407008	0.0	0.0
2100	50.0	13.0
649395	1.0	1.0
348180	502.0	483.0
407001	0.0	0.0
407002	0.0	0.0
407000	0.0	0.0
4752	156.0	892.0
4753	29.0	81.0
100506428	36.0	1339.0
4756	4594.0	7941.0
4758	1410.0	6128.0
4759	0.0	0.0
4771	3265.0	3664.0
4772	4559.0	1764.0
4773	999.0	1975.0
348174	2.0	9.0
2110	9671.0	1043.0
2108	15435.0	3412.0
2107	7191.0	13308.0
2104	941.0	116.0
2103	667.0	104.0
2101	4979.0	1843.0
4763	4425.0	6416.0
4764	0.0	0.0
4768	0.0	0.0
2109	4378.0	1991.0
4780	5458.0	8137.0
4781	7189.0	6066.0
4782	25716.0	23631.0
4783	2859.0	1915.0
4784	37022.0	5274.0
2122	888.0	1597.0
2121	440.0	2755.0
2120	530.0	8535.0
143282	60.0	65.0
2119	639.0	2478.0
2118	35.0	457.0
100303743	0.0	0.0
2117	1746.0	6114.0
2116	6.0	14.0
100303745	0.0	0.0
2115	215.0	1095.0
2114	9299.0	4973.0
167227	1241.0	2438.0
2113	6579.0	10999.0
143279	984.0	1704.0
4774	4132.0	6957.0
4775	2983.0	2184.0
4776	286.0	9361.0
4778	68.0	13.0
4779	86983.0	30520.0
4790	2091.0	3940.0
348158	3.0	0.0
4791	1363.0	2288.0
4792	4196.0	12868.0
4793	546.0	1195.0
348156	172.0	303.0
4794	184.0	984.0
4795	430.0	712.0
407052	1.0	0.0
2132	2072.0	18889.0
407053	0.0	0.0
2131	1213.0	2385.0
407050	2.0	1.0
2130	5448.0	10075.0
407051	0.0	0.0
407056	0.0	0.0
407054	1.0	2.0
407055	0.0	0.0
2128	0.0	22.0
2125	5.0	878.0
2124	149.0	1499.0
2123	60.0	968.0
255919	1060.0	1705.0
407049	0.0	0.0
407047	0.0	0.0
407048	0.0	0.0
407041	0.0	0.0
407042	0.0	0.0
407040	0.0	2.0
2140	1086.0	1830.0
407045	0.0	0.0
407046	0.0	0.0
407043	0.0	0.0
407044	0.0	0.0
2139	38.0	2407.0
2138	533.0	8.0
2137	3152.0	3585.0
2135	685.0	880.0
2134	2300.0	80.0
4796	57.0	222.0
100303728	156.0	87.0
4798	1586.0	1925.0
4799	3917.0	5069.0
255928	0.0	15.0
255926	0.0	0.0
2155	7.0	580.0
2153	34.0	7819.0
2152	414.0	1253.0
2151	4.0	1995.0
2150	15.0	199.0
253314	0.0	374.0
2149	1290.0	5387.0
100288042	0.0	0.0
2147	0.0	4.0
2146	151.0	419.0
2145	3524.0	3203.0
348120	1.0	0.0
2166	700.0	1192.0
2165	0.0	0.0
100288038	0.0	1.0
2162	2165.0	5748.0
2161	3.0	67.0
2160	0.0	0.0
100288035	0.0	0.0
2159	952.0	117.0
2158	0.0	0.0
2157	3546.0	1246.0
652959	2.0	2.0
348110	1776.0	6831.0
2177	42.0	312.0
2176	352.0	594.0
2175	57.0	210.0
2173	105.0	0.0
2172	6.0	1.0
2171	968.0	207.0
2170	50652.0	261.0
