id	af504400-7f49-4561-a8e4-8b0b6ca3d02d	b3b6981a-b5db-481c-bc27-76a114856b03
286495	799.0	758.0
286499	6.0	2.0
100130687	0.0	0.0
23576	2003.0	7148.0
117608	576.0	354.0
100129690	2.0	0.0
100129696	28.0	7.0
100129692	0.0	0.0
100129694	0.0	0.0
23548	604.0	465.0
23549	2910.0	3894.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	921.0	10077.0
23542	106.0	7621.0
23543	7609.0	3165.0
130612	95.0	463.0
23544	14.0	7122.0
130617	1199.0	827.0
100130671	0.0	0.0
23545	1010.0	1075.0
441124	167.0	163.0
23546	1.0	44.0
441123	0.0	0.0
23547	11.0	32.0
441131	1.0	0.0
23559	577.0	411.0
23551	1111.0	463.0
23552	403.0	384.0
23553	2.0	14.0
23554	931.0	211.0
23555	4736.0	6991.0
100130660	2.0	1.0
23556	1445.0	3658.0
23557	2053.0	2756.0
23558	8207.0	9037.0
23550	2255.0	3290.0
23526	1003.0	933.0
23527	2956.0	3104.0
23528	1315.0	7683.0
286442	0.0	0.0
23529	217.0	325.0
129642	1277.0	2997.0
286444	29.0	35.0
100129669	1.0	0.0
100463482	9.0	2.0
23520	0.0	1.0
23521	91274.0	70243.0
23522	2923.0	3733.0
23523	3384.0	4884.0
23524	41506.0	27765.0
359996	0.0	0.0
115004	203.0	312.0
100129664	0.0	0.0
100463487	1.0	0.0
100463486	47.0	21.0
100463489	1.0	0.0
100463488	15.0	3.0
100129662	49.0	2.0
286451	3532.0	6154.0
23538	0.0	0.0
23539	41.0	13.0
23530	4606.0	8237.0
23531	15032.0	426.0
100130640	0.0	0.0
23532	10.0	4.0
23533	493.0	388.0
359997	0.0	1.0
23534	3437.0	5526.0
23536	1313.0	2161.0
100463498	81.0	44.0
100129654	1.0	0.0
286460	77.0	246.0
100129650	0.0	1.0
23504	77.0	3.0
100499416	0.0	0.0
23505	3896.0	6028.0
100499417	0.0	0.0
23506	2786.0	1473.0
286464	3.0	10.0
100130637	0.0	0.0
23507	1664.0	2728.0
100130636	0.0	0.0
23508	1183.0	688.0
23509	4850.0	4003.0
286467	64.0	13.0
100129647	1.0	0.0
100130631	0.0	0.0
23500	3289.0	481.0
100499418	0.0	0.0
23503	2622.0	1558.0
100129641	6.0	1.0
100129640	2.0	0.0
286472	1.0	0.0
23515	2338.0	1452.0
345275	1087.0	2.0
100499405	157.0	53.0
23516	3130.0	5601.0
23517	3334.0	4441.0
100130626	1.0	0.0
23518	1507.0	3363.0
102465752	0.0	0.0
23519	2.0	0.0
345274	292.0	44.0
100130621	39.0	5.0
23510	3793.0	2722.0
23511	3775.0	4664.0
23512	1774.0	4554.0
23513	2079.0	4535.0
23514	3603.0	4494.0
100129631	3.0	0.0
129607	234.0	191.0
129563	1352.0	1252.0
431704	0.0	0.0
117579	1.0	0.0
130557	477.0	355.0
431705	9.0	57.0
431707	4.0	0.0
129560	2.0	0.0
117583	2056.0	1096.0
84449	877.0	371.0
84448	230.0	421.0
117584	1168.0	1714.0
84445	3604.0	3203.0
84444	985.0	1290.0
84447	4672.0	8402.0
84446	211.0	123.0
84441	5473.0	762.0
84440	642.0	1730.0
84443	15.0	5.0
646405	31.0	4.0
646409	0.0	0.0
117581	1065.0	83.0
130560	2.0	0.0
646424	7.0	15.0
84437	764.0	668.0
84439	224.0	142.0
60489	615.0	689.0
60488	2199.0	5115.0
84433	196.0	165.0
60487	727.0	331.0
84436	1126.0	817.0
84435	3.0	1.0
60485	3917.0	1005.0
60484	12.0	0.0
84432	14.0	2.0
60482	1.0	18.0
60481	23256.0	68034.0
130576	288.0	2121.0
130574	729.0	1506.0
84467	57.0	23.0
84466	328.0	2284.0
60496	1731.0	2228.0
60495	643.0	35.0
60494	37.0	14.0
84465	6.0	5.0
84464	504.0	798.0
60493	873.0	795.0
60492	1966.0	1153.0
60491	1040.0	1472.0
60490	468.0	896.0
84461	934.0	739.0
84460	1339.0	206.0
646442	1.0	1.0
129530	34.0	8.0
129531	676.0	487.0
130589	774.0	1736.0
201501	1101.0	2472.0
84456	499.0	438.0
84455	434.0	556.0
84458	1019.0	1198.0
84457	43.0	12.0
84450	1710.0	1272.0
646457	2.0	1.0
100500870	4.0	0.0
100500872	0.0	0.0
201514	445.0	787.0
201516	6.0	0.0
646450	105.0	93.0
23480	1317.0	2426.0
105416157	186.0	472.0
23481	2092.0	4106.0
23483	618.0	221.0
23484	2415.0	4172.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	0.0	1.0
646467	5.0	7.0
100500860	0.0	0.0
96459	2231.0	2356.0
100500861	0.0	0.0
23498	497.0	131.0
23499	23727.0	12217.0
23491	197.0	10.0
23492	4188.0	945.0
23493	964.0	131.0
23495	37.0	0.0
100500862	0.0	0.0
100500863	1.0	2.0
100034743	2.0	3.0
100500864	0.0	0.0
100500865	30.0	19.0
100500866	1.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	1.0	0.0
23463	6357.0	7559.0
394217	0.0	0.0
23464	209.0	997.0
130535	1418.0	796.0
23466	3684.0	1389.0
23467	1323.0	3778.0
23468	6113.0	8226.0
23469	6477.0	2989.0
2801	4863.0	6386.0
2800	1946.0	2764.0
23460	2964.0	174.0
23461	2638.0	294.0
23462	962.0	617.0
100500895	8.0	2.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	2549.0	10716.0
100500898	0.0	0.0
2805	1297.0	3320.0
100500899	0.0	0.0
2804	11563.0	18512.0
2803	8145.0	11494.0
2802	4433.0	6101.0
130540	34.0	10.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1261.0	2189.0
23475	333.0	1803.0
23476	3917.0	7538.0
23478	6149.0	8768.0
23479	5557.0	4425.0
646480	12.0	0.0
2812	0.0	0.0
2811	58.0	29.0
2810	822.0	2786.0
23471	8503.0	12997.0
23473	2596.0	3249.0
100500884	0.0	0.0
2819	54198.0	49.0
100500885	0.0	0.0
84498	3235.0	1643.0
100500886	0.0	0.0
2817	3789.0	5298.0
100500888	0.0	0.0
2815	2.0	0.0
100500889	0.0	1.0
2814	9.0	3.0
2813	1.0	383.0
2823	168.0	99.0
2822	541.0	43.0
2821	15649.0	22593.0
100500839	0.0	0.0
2820	2753.0	5643.0
201562	8502.0	11379.0
100379623	0.0	7.0
2829	46.0	1.0
100500831	0.0	0.0
2828	637.0	534.0
2827	109.0	37.0
100500833	4.0	5.0
2826	38.0	13.0
100500834	1.0	0.0
2825	84.0	9.0
100500835	0.0	0.0
2824	2387.0	253.0
100500836	0.0	0.0
727699	7.0	0.0
2834	3.0	0.0
100500826	1.0	1.0
2833	54.0	18.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	2.0
2831	0.0	0.0
100500829	0.0	0.0
60401	317.0	80.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	8.0	0.0
100500822	0.0	0.0
2837	6.0	5.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	135.0	5.0
100500825	0.0	0.0
100500850	22.0	14.0
2845	2.0	0.0
100500859	0.0	0.0
2844	0.0	0.0
2843	18.0	13.0
2842	20.0	19.0
2841	8.0	13.0
60412	4543.0	5485.0
2840	184.0	3.0
100500851	0.0	0.0
100500854	12.0	3.0
2849	8.0	0.0
100500855	0.0	0.0
2848	3.0	0.0
394261	7.0	0.0
2847	14.0	507.0
347933	0.0	0.0
100500857	0.0	1.0
2846	53.0	17.0
100500858	0.0	0.0
394263	0.0	0.0
2856	0.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	0.0	1.0
201595	7041.0	16347.0
2852	972.0	69.0
2850	255.0	892.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	69.0	23.0
100500846	0.0	0.0
2857	1757.0	534.0
100500847	0.0	0.0
2870	1350.0	1651.0
107105261	0.0	0.0
2867	39.0	18.0
107105265	0.0	0.0
60437	80.0	38.0
2866	2.0	0.0
107105264	0.0	0.0
60436	1676.0	2537.0
2865	11.0	0.0
107105263	0.0	2.0
2864	1.0	1.0
107105262	0.0	0.0
2863	84.0	451.0
2862	9.0	0.0
2861	85.0	578.0
347918	730.0	604.0
107105266	3.0	1.0
2869	2173.0	637.0
2868	286.0	281.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	52270.0	2156.0
2877	103.0	41.0
107105253	15.0	7.0
2876	12674.0	17789.0
2875	694.0	2.0
2874	200.0	84.0
2873	3428.0	7341.0
2872	9083.0	6854.0
107105256	0.0	0.0
2871	6.0	8.0
347902	4115.0	1578.0
107105259	0.0	0.0
2879	23387.0	27096.0
727682	0.0	0.0
727684	3.0	0.0
2892	176.0	38.0
2891	73.0	1.0
2890	452.0	164.0
727686	0.0	2.0
84419	282.0	3385.0
2889	8808.0	3213.0
100500815	0.0	0.0
2888	491.0	20.0
100500816	0.0	0.0
2887	3404.0	3385.0
100500817	0.0	0.0
2886	1393.0	2077.0
100500818	0.0	0.0
2885	7475.0	19727.0
100500819	1.0	0.0
2884	1.0	13.0
2882	757.0	417.0
100642175	32.0	0.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	4.0	1.0
100500813	0.0	0.0
100500814	1.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	114.0	4.0
2899	1372.0	3061.0
84418	4105.0	4291.0
2898	20.0	4.0
60468	687.0	121.0
84417	1022.0	40.0
2897	45.0	2.0
2896	12009.0	50734.0
60467	0.0	0.0
100500808	0.0	0.0
2895	0.0	0.0
100500809	0.0	0.0
2894	463.0	144.0
2893	672.0	30.0
100500801	0.0	0.0
100500802	4.0	5.0
100500803	0.0	0.0
23603	9544.0	9393.0
100129507	0.0	0.0
23604	1478.0	1530.0
23605	0.0	0.0
23606	0.0	0.0
23607	2735.0	7496.0
23608	5710.0	8941.0
23609	1916.0	1430.0
286527	9.0	5.0
286528	0.0	0.0
23600	217.0	595.0
23601	11.0	500.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	0.0
23614	0.0	0.0
23615	6.0	24.0
23616	507.0	1399.0
286530	464.0	265.0
23617	0.0	0.0
23619	9.0	6.0
23612	3150.0	2655.0
23613	2870.0	1889.0
286544	61.0	105.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	8.0	4.0
100463528	0.0	0.0
441272	452.0	447.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	35.0	17.0
441261	0.0	0.0
100288984	0.0	0.0
441295	6.0	4.0
441294	0.0	0.0
100463500	0.0	0.0
100288979	0.0	0.0
286512	2.0	3.0
286514	0.0	0.0
60625	736.0	523.0
441282	183.0	0.0
646377	0.0	0.0
100130579	2.0	3.0
646379	2.0	0.0
646378	0.0	0.0
23683	3211.0	725.0
404281	53.0	151.0
100130572	0.0	0.0
646370	0.0	0.0
23682	277.0	97.0
100129587	0.0	1.0
100129583	354.0	29.0
100129584	0.0	0.0
441218	1.0	10.0
100130566	0.0	1.0
100130564	3.0	1.0
100130562	121.0	164.0
100130561	81.0	73.0
441212	314.0	182.0
646382	0.0	0.0
100129570	0.0	0.0
404266	19.0	1.0
100130557	51.0	23.0
100130555	0.0	0.0
646390	0.0	0.0
441246	37.0	44.0
23666	96.0	162.0
23667	0.0	0.0
646392	0.0	0.0
23668	1.0	2.0
441251	0.0	0.0
441250	340.0	434.0
23660	1013.0	1131.0
100129564	0.0	0.0
100129566	1.0	0.0
100129561	1.0	1.0
100130549	3.0	0.0
130500	0.0	0.0
100129557	0.0	0.0
23673	4703.0	2353.0
441238	26.0	5.0
130502	294.0	104.0
23676	2.0	0.0
130507	3493.0	3102.0
23677	4806.0	4408.0
441234	0.0	0.0
23678	593.0	1961.0
23679	0.0	0.0
23670	3367.0	1924.0
23671	11.0	1.0
100129556	0.0	0.0
100129555	6.0	0.0
23647	2773.0	5616.0
23648	3630.0	3462.0
100130539	31.0	1.0
23649	699.0	2379.0
129521	0.0	0.0
100130535	0.0	0.0
23640	942.0	2038.0
23641	1966.0	15920.0
23642	1755.0	814.0
23643	385.0	292.0
23644	1832.0	2526.0
23645	6295.0	1469.0
23646	10606.0	13904.0
100129543	13.0	218.0
23658	1073.0	2228.0
23659	1564.0	2530.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	1.0	2.0
100130522	79.0	143.0
23650	10633.0	1913.0
23654	12235.0	28074.0
23657	78.0	1359.0
117532	30.0	0.0
117531	13.0	2.0
100130519	118.0	249.0
23625	919.0	855.0
23626	0.0	1.0
23627	48.0	313.0
100130514	0.0	0.0
441208	16.0	11.0
23620	4.0	8.0
23621	3268.0	3544.0
23623	1371.0	7026.0
23624	327.0	930.0
23636	2505.0	6257.0
23637	5003.0	3397.0
23639	209.0	274.0
100129515	0.0	0.0
23630	48.0	1.0
23632	76.0	154.0
23633	5317.0	8750.0
23635	3174.0	773.0
100129512	0.0	0.0
404201	294.0	93.0
404203	3.0	0.0
129446	1.0	3.0
404204	0.0	0.0
84569	1.0	2.0
60598	384.0	4337.0
84561	483.0	2013.0
60592	2547.0	3373.0
84560	0.0	2.0
648947	3.0	2.0
646300	14.0	3.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	194.0	148.0
727736	0.0	0.0
84559	0.0	0.0
84557	991.0	2799.0
84553	276.0	474.0
84552	780.0	551.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	4.0	29.0
100499457	0.0	0.0
727764	4.0	0.0
102465669	0.0	0.0
102465668	4.0	1.0
646309	158.0	71.0
201627	1838.0	3069.0
646324	32.0	11.0
201626	1521.0	2674.0
727758	39.0	26.0
201625	31.0	15.0
648980	0.0	0.0
84572	2838.0	4946.0
646316	1.0	0.0
84570	250.0	11.0
345462	240.0	214.0
102465689	2.0	1.0
102465688	0.0	0.0
646330	1.0	4.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	8447.0	5226.0
727701	14.0	0.0
727703	31.0	27.0
727704	0.0	0.0
201633	55.0	25.0
2900	31.0	702.0
2908	8142.0	3692.0
2907	11392.0	24487.0
2906	41.0	71.0
2905	64.0	32.0
2904	574.0	0.0
2903	257.0	74.0
345456	0.0	0.0
2902	64.0	8.0
2901	164.0	118.0
406894	0.0	0.0
406893	3.0	0.0
406896	11.0	6.0
406895	0.0	2.0
406898	0.0	0.0
646348	1.0	2.0
406897	0.0	0.0
102465695	0.0	0.0
646346	1.0	1.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	1.0	0.0
406892	0.0	0.0
406891	1.0	0.0
2911	18.0	8.0
201651	9.0	0.0
2919	45.0	2.0
2918	5.0	35.0
102465691	0.0	0.0
2917	28.0	0.0
2916	32.0	3.0
2915	0.0	1.0
2914	2.0	993.0
2913	2.0	1.0
2912	19.0	25.0
404220	25.0	21.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	0.0	1.0
406887	0.0	0.0
406886	30.0	4.0
406889	0.0	0.0
406888	4.0	0.0
23584	265.0	410.0
23585	6888.0	5442.0
23586	1315.0	1032.0
23587	1542.0	1288.0
23588	2465.0	1342.0
23589	3773.0	3953.0
406881	1.0	0.0
2922	46.0	41.0
2921	69.0	4.0
2920	2556.0	8.0
23580	8442.0	8998.0
23581	0.0	4.0
23582	3458.0	2047.0
23583	1258.0	2214.0
404217	78.0	845.0
2928	0.0	0.0
2926	4509.0	5184.0
2925	38.0	1433.0
2923	14474.0	92092.0
646366	0.0	0.0
345430	0.0	1.0
406875	0.0	0.0
404216	1.0	14.0
23595	1559.0	1332.0
23596	211.0	1364.0
23597	1976.0	513.0
96597	3.0	0.0
23598	2710.0	4737.0
100130584	0.0	0.0
100130581	219.0	237.0
646360	6.0	0.0
129450	480.0	368.0
130429	1.0	0.0
2932	3520.0	3595.0
2931	2632.0	4850.0
23590	162.0	205.0
100129591	3.0	2.0
23591	1.0	0.0
23592	1550.0	1462.0
23593	9883.0	1719.0
23594	46.0	618.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	0.0	0.0
100499483	127.0	13.0
2939	12.0	2.0
2938	203.0	3.0
2937	2099.0	5659.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	1660.0	3921.0
2935	7612.0	10910.0
2934	128523.0	20703.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	1935.0	3640.0
60506	0.0	1.0
2944	10.0	50.0
2942	0.0	0.0
2941	1325.0	1262.0
2940	1.0	42.0
2949	966.0	104.0
2948	1490.0	3256.0
2947	2807.0	34367.0
2946	1857.0	1148.0
60526	852.0	1023.0
2954	1162.0	755.0
2953	12.0	5.0
2951	1.0	1.0
2950	11573.0	2204.0
2959	1414.0	984.0
2958	1316.0	2134.0
2957	2212.0	2273.0
2956	3041.0	5553.0
100288948	0.0	0.0
60529	666.0	30.0
60528	3496.0	4549.0
2966	61.0	101.0
84504	0.0	0.0
2965	2467.0	1823.0
84503	350.0	365.0
2964	1.0	2.0
2963	1034.0	902.0
2962	3112.0	4951.0
2961	1209.0	1770.0
84502	66.0	31.0
2960	656.0	1315.0
84501	208.0	442.0
2969	3626.0	4613.0
2968	158.0	102.0
2967	1376.0	1964.0
2980	0.0	1.0
2977	1078.0	464.0
2976	2802.0	3875.0
2975	4430.0	6528.0
2974	5.0	1.0
2972	1206.0	1236.0
2971	4862.0	4922.0
2970	129.0	175.0
2979	51.0	15.0
2978	0.0	3.0
154442	19.0	2.0
2990	3156.0	16162.0
225689	105.0	23.0
84519	117.0	79.0
84518	78.0	294.0
60559	4602.0	9408.0
100500914	0.0	0.0
2987	5139.0	9391.0
60558	1442.0	1425.0
84525	180.0	509.0
100500915	0.0	0.0
2986	0.0	1.0
84528	0.0	0.0
100500916	0.0	0.0
84527	932.0	500.0
100500917	1.0	0.0
2984	129.0	167.0
84522	1904.0	2059.0
100500918	0.0	0.0
2983	709.0	540.0
100500919	0.0	0.0
84524	604.0	567.0
2982	2573.0	811.0
2981	0.0	0.0
84520	276.0	440.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	12.0	1.0
100500913	0.0	0.0
2999	165.0	29.0
84515	650.0	1874.0
100500903	0.0	0.0
2998	71.0	0.0
84514	1504.0	4501.0
100500904	6.0	0.0
2997	3851.0	4757.0
84517	87.0	117.0
100500905	0.0	0.0
84516	3734.0	4341.0
2996	57.0	12.0
100500906	0.0	0.0
2995	4611.0	844.0
2994	0.0	1.0
100500908	0.0	1.0
84513	1206.0	2469.0
2993	2.0	0.0
100500909	0.0	0.0
2992	2376.0	3435.0
60561	866.0	1363.0
60560	989.0	1261.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	0.0
154467	334.0	1373.0
130497	3192.0	80.0
84548	719.0	797.0
84547	359.0	267.0
100500938	0.0	0.0
84549	922.0	1413.0
84546	0.0	0.0
84545	2359.0	3097.0
84542	451.0	654.0
84541	65.0	49.0
727795	7.0	18.0
84529	411.0	692.0
84536	204.0	182.0
84539	0.0	0.0
84532	1833.0	1245.0
84530	1.0	4.0
23729	242.0	368.0
201288	0.0	0.0
201283	676.0	551.0
23738	5.0	1.0
23731	7806.0	2885.0
23732	61.0	7.0
201299	10.0	143.0
201292	1126.0	1571.0
201294	579.0	1776.0
23704	1684.0	44306.0
23705	1944.0	2938.0
23708	776.0	95.0
252840	0.0	0.0
252841	2.0	0.0
100288897	1.0	0.0
23710	6778.0	2027.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	6.0	2.0
100288861	0.0	0.0
84701	199.0	81.0
252884	259.0	256.0
84700	5.0	206.0
129841	0.0	0.0
94086	7.0	13.0
117854	509.0	594.0
100130450	2.0	0.0
154807	18292.0	4548.0
100129460	122.0	102.0
359710	0.0	0.0
94081	1267.0	4076.0
115201	801.0	1112.0
100129468	0.0	0.0
100129464	0.0	3.0
286256	29.0	32.0
286257	554.0	1127.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	467.0	589.0
646269	3.0	3.0
646262	0.0	0.0
286262	409.0	1704.0
142827	0.0	15.0
100129452	0.0	0.0
646278	99.0	8.0
100130435	0.0	0.0
727800	232.0	635.0
646270	6.0	4.0
154822	32.0	113.0
23782	1.0	0.0
23783	17.0	12.0
23784	0.0	1.0
23786	4616.0	5315.0
23787	9689.0	10501.0
646273	0.0	0.0
23788	3845.0	5428.0
359730	2.0	0.0
359731	0.0	0.0
23780	1919.0	1264.0
23781	0.0	0.0
345079	104.0	401.0
154810	6166.0	1744.0
100129438	0.0	0.0
94097	645.0	3394.0
359737	0.0	0.0
359738	0.0	0.0
359739	1.0	2.0
646282	55.0	592.0
359736	11.0	0.0
359740	1.0	2.0
359741	0.0	0.0
359742	0.0	0.0
359743	43.0	2.0
139201	14.0	22.0
129804	993.0	1208.0
129807	3.0	1.0
129880	354.0	201.0
23768	1755.0	278.0
23769	15.0	7.0
129881	13.0	60.0
100130418	695.0	44.0
345062	0.0	0.0
286204	239.0	11.0
100129428	1.0	0.0
286205	827.0	813.0
100129427	0.0	0.0
23760	3110.0	3662.0
359748	0.0	0.0
100862854	0.0	0.0
286207	52.0	144.0
359749	0.0	0.0
23761	3770.0	2681.0
100862855	1.0	0.0
23762	315.0	5844.0
23764	2902.0	676.0
359744	4.0	1.0
100862850	0.0	1.0
23765	1834.0	1589.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	322.0	63.0
100862853	1.0	1.0
359747	0.0	0.0
359751	0.0	0.0
359752	2.0	0.0
359753	1.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	129.0	180.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	2012.0	1965.0
359755	3.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	1.0	0.0
23770	10121.0	14384.0
359761	2.0	4.0
129868	3.0	0.0
23746	0.0	0.0
102465502	1.0	1.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	17.0	74.0
23749	0.0	0.0
100129403	2.0	1.0
345041	6.0	8.0
100129405	144.0	107.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	6875.0	12438.0
102465507	0.0	0.0
23742	0.0	0.0
359766	0.0	1.0
23743	2458.0	86.0
359767	0.0	0.0
102465505	0.0	0.0
130813	21.0	87.0
23744	0.0	0.0
102465504	0.0	1.0
130814	2345.0	3334.0
102465503	0.0	0.0
359774	7.0	3.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	2.0
359771	0.0	0.0
359772	0.0	2.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	2091.0	3879.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	23.0	4.0
347694	0.0	0.0
286239	0.0	0.0
23751	0.0	0.0
102465519	0.0	0.0
23752	2.0	11.0
23753	252.0	1705.0
115207	14441.0	4458.0
359777	0.0	0.0
102465517	0.0	0.0
130827	346.0	279.0
359778	0.0	0.0
102465516	0.0	0.0
115209	857.0	2007.0
23755	2.0	15.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	1.0
359782	0.0	0.0
347689	8.0	7.0
347688	3.0	17.0
102465524	0.0	0.0
94005	3958.0	10685.0
102465523	1.0	0.0
102465522	3.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	74.0	103.0
727866	1.0	0.0
57060	1516.0	1163.0
102465528	1.0	0.0
102465527	0.0	0.0
57062	9177.0	5911.0
102465526	0.0	0.0
727865	6.0	1.0
102465525	1.0	0.0
84687	2286.0	3758.0
727859	3.0	0.0
84689	114.0	81.0
84688	40.0	10.0
139135	0.0	0.0
84684	0.0	0.0
84681	1590.0	1555.0
84680	1011.0	191.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	1.0	1.0
727851	100.0	32.0
102465539	1.0	2.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	2102.0	2398.0
84676	23.0	7.0
84675	13.0	297.0
140123	0.0	0.0
84678	1362.0	2098.0
84677	0.0	10.0
84672	0.0	0.0
84671	817.0	1018.0
84674	1287.0	303.0
84673	0.0	0.0
152101	0.0	0.0
152100	634.0	949.0
94027	15.0	7.0
94026	1.0	0.0
94025	2313.0	6192.0
129787	1932.0	1333.0
57088	4453.0	607.0
127124	0.0	0.0
57089	264.0	840.0
57082	67.0	2185.0
57084	0.0	0.0
57085	1524.0	2700.0
152118	0.0	0.0
152110	152.0	131.0
154790	19.0	9.0
154791	374.0	276.0
646201	0.0	0.0
57091	164.0	139.0
94015	566.0	234.0
57092	4847.0	5865.0
646202	11.0	14.0
57097	644.0	714.0
57099	636.0	838.0
727879	0.0	0.0
57093	0.0	0.0
166752	9.0	2.0
57094	0.0	2434.0
57095	2559.0	1495.0
57096	47.0	80.0
139163	0.0	0.0
84698	291.0	116.0
84699	0.0	0.0
84694	0.0	0.0
84693	645.0	563.0
100499563	0.0	0.0
84696	158.0	64.0
84695	483.0	320.0
84690	27.0	3.0
84692	3.0	1.0
84691	0.0	13.0
130752	63.0	121.0
646213	0.0	0.0
100130495	13.0	7.0
646208	7.0	1.0
94039	597.0	848.0
94031	3303.0	1891.0
94030	73.0	40.0
100130484	0.0	0.0
94033	5.0	0.0
94032	0.0	68.0
727810	4.0	0.0
100130481	0.0	0.0
100130480	0.0	0.0
115196	430.0	510.0
727805	0.0	0.0
139105	3.0	0.0
646218	0.0	0.0
347744	18.0	77.0
347741	0.0	0.0
646231	0.0	0.0
154743	637.0	561.0
130773	0.0	1.0
727842	0.0	0.0
100129480	68.0	132.0
100129482	1365.0	955.0
727837	0.0	0.0
347736	15.0	7.0
347733	382.0	25.0
347732	26.0	20.0
347735	4661.0	27032.0
347734	2706.0	3703.0
347731	4.0	0.0
646243	0.0	1.0
94059	147.0	224.0
347730	4.0	1.0
646249	0.0	0.0
201305	37.0	20.0
100130466	1.0	0.0
727833	0.0	0.0
727835	1.0	1.0
100130462	0.0	0.0
94056	3514.0	9198.0
100130461	1.0	3.0
727830	0.0	3.0
727832	0.0	0.0
140100	0.0	0.0
727826	48.0	33.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	4650.0	6833.0
347717	1.0	0.0
347716	11.0	19.0
101154644	0.0	0.0
152195	123.0	514.0
100288831	0.0	0.0
164153	15.0	2.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	1.0	0.0
152189	616.0	144.0
347705	0.0	1.0
347702	1.0	0.0
152185	838.0	1800.0
347701	0.0	0.0
100288827	4.0	1.0
100288825	0.0	0.0
57000	76.0	9.0
57001	365.0	60.0
84618	1.0	0.0
84617	8535.0	1199.0
84619	133.0	100.0
57007	7887.0	2286.0
84624	964.0	1723.0
84627	893.0	720.0
84626	617.0	513.0
57002	417.0	444.0
57003	6232.0	15436.0
84620	83.0	236.0
84623	39.0	14.0
57004	0.0	0.0
84622	486.0	308.0
100288814	0.0	0.0
57010	107.0	16.0
57017	2224.0	2458.0
84614	1367.0	1273.0
57018	5945.0	1756.0
57019	1677.0	1997.0
