id	6b59b355-7581-426d-98c1-36e132a77c4e	b6a39fab-afc2-4498-bb4c-95adeb388c6f
9112	1730.0	2123.0
9117	3055.0	2743.0
9118	4.0	5.0
414899	0.0	0.0
100996307	687.0	87.0
100996306	0.0	0.0
84948	192.0	2720.0
9110	1741.0	2045.0
84947	527.0	668.0
84955	701.0	5605.0
84954	498.0	796.0
84957	108.0	334.0
100996301	1.0	1.0
84951	131.0	1392.0
84950	1745.0	3407.0
84953	18.0	268.0
400224	1.0	802.0
84952	768.0	980.0
644998	1.0	2.0
9108	75.0	240.0
642337	6.0	0.0
644997	2.0	0.0
9124	5504.0	4281.0
9125	1514.0	3641.0
9122	189.0	256.0
9123	488.0	1136.0
9128	1155.0	1503.0
9129	1869.0	3001.0
9126	3885.0	6571.0
9127	266.0	17.0
94304	0.0	0.0
255043	31.0	64.0
9120	73.0	524.0
9121	257.0	132.0
57369	0.0	0.0
84988	509.0	3217.0
84987	1958.0	670.0
84989	12.0	14.0
84984	190.0	220.0
84983	25.0	28.0
84986	663.0	584.0
84985	36.0	1210.0
642345	0.0	1.0
9119	3.0	38.0
84981	3538.0	739.0
9135	5574.0	6015.0
9136	486.0	1183.0
9133	64.0	441.0
9134	55.0	309.0
9139	1242.0	2952.0
267014	1.0	0.0
267015	1.0	1.0
9138	2372.0	2724.0
267017	0.0	0.0
9131	2348.0	3799.0
9132	135.0	145.0
84969	153.0	55.0
9130	3077.0	2996.0
400208	31.0	14.0
84976	857.0	756.0
400209	28.0	95.0
400206	0.0	0.0
84978	6.0	143.0
84973	1237.0	1480.0
84975	1245.0	1688.0
57379	10.0	0.0
642357	12.0	12.0
84971	318.0	1105.0
84970	0.0	1.0
267020	1.0	1.0
9146	2189.0	2145.0
9147	2061.0	3324.0
9144	4367.0	6482.0
9145	613.0	4419.0
9148	24.0	2956.0
106479899	0.0	0.0
9149	836.0	1334.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	0.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	0.0	1.0
57380	1767.0	2719.0
9143	7.0	165.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	1120.0	482.0
9140	2417.0	2262.0
106479891	0.0	0.0
9141	1271.0	1728.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	22.0	63.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	0.0
9158	1545.0	2935.0
9156	16.0	174.0
106479889	0.0	0.0
9159	1461.0	1554.0
106479888	0.0	0.0
106479887	0.0	1.0
654346	1.0	3.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	835.0	1667.0
106480896	0.0	0.0
106479885	0.0	4.0
57396	1443.0	1925.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	11.0	28.0
106479882	0.0	0.0
9154	19.0	47.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	21.0	79.0
9152	0.0	2.0
654350	0.0	0.0
84996	168.0	202.0
84991	3665.0	5280.0
84993	1591.0	3425.0
84992	0.0	0.0
9168	31145.0	15899.0
9169	6874.0	8119.0
9166	1351.0	5216.0
642395	5.0	23.0
9167	4501.0	5558.0
642394	0.0	0.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	124.0	297.0
106480867	0.0	0.0
9162	1015.0	202.0
106480869	0.0	4.0
654383	2.0	6.0
106480871	0.0	0.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	4305.0	93.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	1.0
9179	477.0	1509.0
9177	0.0	1.0
106480875	0.0	0.0
9172	139.0	46.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	166.0	1006.0
106480876	0.0	0.0
9175	1069.0	2101.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	122.0	11.0
106480880	2.0	6.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	0.0	0.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	0.0	0.0
137868	1.0	0.0
730112	57.0	5.0
106480849	0.0	0.0
729123	2.0	6.0
9188	3555.0	10152.0
106479859	0.0	0.0
106479858	0.0	6.0
9189	3853.0	2965.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	608.0	78.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	1060.0	1772.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	2311.0	2605.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	7701.0	7079.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	783.0	5114.0
106480845	0.0	1.0
9184	2217.0	5538.0
106480848	0.0	0.0
9185	556.0	1436.0
106480847	0.0	0.0
57501	8.0	183.0
57502	275.0	61.0
57504	2374.0	6343.0
125875	94.0	13.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	6156.0	3075.0
730109	0.0	0.0
137872	1230.0	992.0
102546175	0.0	4.0
57505	489.0	919.0
644903	7.0	8.0
57506	8810.0	10404.0
57507	790.0	160.0
57508	892.0	2136.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	1.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	7439.0	284.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	2098.0	1845.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	1475.0	2959.0
106480857	0.0	0.0
106480856	0.0	0.0
106480859	0.0	0.0
729119	0.0	21.0
9196	14.0	40.0
106480858	0.0	0.0
57512	38.0	2524.0
57513	2733.0	1151.0
57514	6692.0	1569.0
123207	873.0	1191.0
57515	28975.0	21747.0
106480860	0.0	0.0
57510	1488.0	5900.0
106480862	0.0	0.0
57511	1532.0	3163.0
106480861	0.0	0.0
644911	3.0	2.0
644914	2.0	9.0
57519	2860.0	478.0
729146	4.0	2.0
106480828	0.0	0.0
113878	446.0	1742.0
135228	3613.0	793.0
106480827	0.0	0.0
729148	71.0	102.0
106480829	0.0	0.0
137886	1029.0	3975.0
106479879	0.0	0.0
730130	0.0	36.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	0.0	5.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	1.0
106479873	0.0	0.0
106480822	0.0	2.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	0.0
106479870	3.0	4.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	2374.0	762.0
57524	4.0	580.0
57526	937.0	142.0
644928	2.0	3.0
57520	1777.0	1524.0
57521	2108.0	1614.0
57522	1021.0	3239.0
57528	31.0	32.0
57529	39.0	8.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	0.0	25.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	0.0	0.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	1.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	551.0	820.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	9.0	15.0
106480836	0.0	0.0
57534	2852.0	4937.0
57535	450.0	13896.0
343727	0.0	0.0
57536	514.0	502.0
57537	199.0	774.0
150864	648.0	1017.0
57530	77.0	5968.0
57531	842.0	1234.0
57532	4584.0	7909.0
106480840	0.0	2.0
57533	1729.0	1920.0
57538	2883.0	592.0
57539	1004.0	2126.0
106479817	0.0	0.0
106480806	0.0	1.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	2.0
106479812	0.0	0.0
106479811	0.0	0.0
106479810	0.0	1.0
123263	389.0	3691.0
106480800	0.0	0.0
123264	24.0	7.0
57540	6.0	189.0
106480802	0.0	2.0
106480801	1.0	0.0
106480804	0.0	4.0
106480803	0.0	0.0
57545	1500.0	515.0
57546	2358.0	1779.0
57547	356.0	1075.0
57541	954.0	2119.0
57542	965.0	3204.0
353132	0.0	0.0
57544	818.0	1376.0
353131	0.0	0.0
644943	27.0	146.0
57549	13.0	1241.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	2.0
100101490	10.0	77.0
106479807	0.0	0.0
137835	232.0	41.0
106479806	0.0	1.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	1.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	15.0	9.0
106479802	0.0	23.0
106479801	0.0	0.0
644962	9.0	37.0
106479800	0.0	0.0
353134	0.0	0.0
353133	1.0	1.0
106480811	0.0	0.0
57551	9475.0	6286.0
353135	0.0	0.0
106480810	0.0	1.0
106480813	0.0	0.0
106480812	0.0	0.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	1.0
106480814	0.0	0.0
57556	1983.0	401.0
57558	370.0	687.0
57559	341.0	104.0
57552	837.0	874.0
353141	0.0	0.0
353140	0.0	0.0
57553	1550.0	648.0
57554	27.0	57.0
353143	0.0	0.0
57555	993.0	1689.0
353142	14.0	0.0
343702	1.0	5.0
729102	3.0	2.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	3.0	1.0
106479837	0.0	0.0
106479836	1.0	6.0
106479835	4.0	1.0
644972	242.0	62.0
106479834	0.0	0.0
106479833	0.0	0.0
642311	0.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	3.0	0.0
102465906	0.0	0.0
57560	355.0	724.0
106479830	0.0	0.0
353144	0.0	0.0
57561	5448.0	2421.0
57562	2193.0	388.0
149830	0.0	0.0
57567	523.0	802.0
57568	1508.0	1582.0
57569	1617.0	119.0
57563	1236.0	1550.0
57565	19.0	24.0
106479829	1.0	1.0
106479828	0.0	4.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	0.0	0.0
106479824	0.0	0.0
106479823	0.0	0.0
106479822	0.0	0.0
106479821	0.0	0.0
57570	1176.0	1412.0
125893	241.0	641.0
106479820	5.0	1.0
57571	49.0	82.0
57572	5153.0	5535.0
149840	95.0	88.0
57573	637.0	730.0
102465910	0.0	0.0
57578	46.0	81.0
57579	503.0	730.0
149837	794.0	285.0
123228	119.0	1263.0
57574	0.0	25.0
353163	1.0	2.0
57575	8.0	17.0
102465909	1.0	0.0
57576	189.0	40.0
102465908	0.0	0.0
57577	347.0	450.0
353164	0.0	0.0
102465907	0.0	0.0
644974	6.0	35.0
642317	2.0	0.0
106479819	2.0	0.0
106479818	0.0	0.0
730198	3.0	4.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	1.0	2.0
390116	0.0	0.0
389120	0.0	1.0
390117	0.0	0.0
147276	3.0	2.0
389118	4.0	23.0
389119	76.0	62.0
353174	7.0	6.0
389114	363.0	1002.0
135293	401.0	582.0
135295	18.0	29.0
729196	0.0	0.0
729198	0.0	0.0
730180	1.0	0.0
353189	15.0	17.0
392752	24.0	14.0
389144	0.0	1.0
389141	1.0	2.0
123283	943.0	787.0
102465944	0.0	0.0
353194	3.0	2.0
353196	0.0	1.0
389136	4008.0	633.0
389137	5.0	23.0
390102	0.0	0.0
100526416	0.0	0.0
389125	4.0	1.0
389160	8.0	64.0
390151	0.0	0.0
390152	0.0	0.0
729163	1.0	0.0
730152	0.0	3.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	1.0
389168	7.0	27.0
390158	14.0	4.0
389161	0.0	4.0
147226	4.0	4.0
389158	0.0	0.0
147228	1.0	0.0
135250	14.0	14.0
102465975	0.0	2.0
729156	6.0	9.0
102465974	0.0	0.0
730144	3.0	6.0
390162	0.0	0.0
390166	0.0	0.0
389156	5.0	9.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	2.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	1.0	7.0
730138	20.0	8.0
102465985	0.0	0.0
730174	4.0	3.0
390131	0.0	0.0
390133	0.0	1.0
390134	0.0	0.0
221301	1.0	0.0
390136	0.0	0.0
390137	0.0	0.0
221303	173.0	23.0
390138	0.0	0.0
221302	268.0	807.0
390139	0.0	0.0
729182	4.0	12.0
135270	0.0	1.0
389170	21.0	50.0
729178	47.0	34.0
102465995	0.0	0.0
102465993	1.0	0.0
390142	0.0	0.0
729177	11.0	7.0
390144	0.0	0.0
729176	3.0	3.0
389179	11.0	16.0
389177	0.0	3.0
390148	0.0	0.0
729171	0.0	4.0
390072	13.0	0.0
390073	0.0	0.0
390075	0.0	0.0
390077	2.0	0.0
390078	0.0	0.0
390079	0.0	0.0
221322	138.0	533.0
642290	1.0	1.0
389084	24.0	96.0
390081	0.0	0.0
390082	0.0	0.0
389072	669.0	230.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	1.0
389073	0.0	0.0
390091	0.0	2.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	0.0	0.0
390064	0.0	1.0
389090	0.0	0.0
390066	0.0	0.0
390067	0.0	0.0
221336	133.0	346.0
147199	0.0	0.0
257313	41.0	6.0
221357	0.0	0.0
196120	0.0	0.0
9201	4186.0	1698.0
9202	3462.0	6533.0
9200	109.0	61.0
9205	567.0	695.0
9206	2.0	0.0
9203	1693.0	2597.0
9204	476.0	1021.0
221391	0.0	4.0
221393	3.0	134.0
221395	12089.0	2163.0
9212	30.0	126.0
9213	1790.0	3539.0
9210	0.0	0.0
9211	13.0	121.0
9217	5367.0	26082.0
9214	390.0	190.0
9215	1027.0	4207.0
284904	1.0	8.0
284900	257.0	912.0
9209	2281.0	2984.0
159195	795.0	1131.0
9207	0.0	0.0
9208	5912.0	16321.0
9223	4025.0	4454.0
9221	2377.0	9841.0
9227	17.0	7.0
644873	894.0	831.0
9228	29.0	33.0
644871	0.0	0.0
57460	452.0	2447.0
57461	732.0	961.0
57462	2574.0	1643.0
257364	6046.0	11627.0
57463	693.0	1803.0
9220	141.0	258.0
57468	8.0	36.0
57469	829.0	304.0
57464	17.0	534.0
257358	26.0	1.0
57465	1293.0	1562.0
57466	1718.0	3243.0
57467	3.0	1.0
9218	6448.0	10957.0
9219	4225.0	4661.0
113802	362.0	1700.0
9235	1017.0	428.0
644881	0.0	0.0
9232	58.0	292.0
9238	1289.0	3639.0
9236	2419.0	825.0
57471	12.0	51.0
101101773	0.0	0.0
57472	1220.0	3911.0
101101772	15.0	4.0
57473	834.0	15070.0
57474	45.0	152.0
9230	4248.0	4504.0
9231	1667.0	9603.0
101101776	0.0	0.0
101101775	103.0	10.0
57470	2283.0	4126.0
57479	1889.0	3249.0
791114	0.0	0.0
791115	0.0	1.0
57475	173.0	2089.0
105616916	0.0	0.0
57476	79.0	156.0
57477	1947.0	564.0
57478	854.0	952.0
644877	6.0	14.0
9229	39.0	224.0
9245	5.0	18.0
9246	2035.0	1771.0
9244	229.0	94.0
644890	3.0	14.0
9249	7730.0	1031.0
644896	0.0	1.0
9247	0.0	5.0
9248	13.0	0.0
57482	4.0	2774.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	10712.0	586.0
106480789	0.0	0.0
106480788	0.0	0.0
9241	8.0	3.0
9242	781.0	208.0
57480	1153.0	1657.0
9240	4357.0	1938.0
57481	5.0	3.0
106480790	0.0	0.0
284958	0.0	1.0
106480792	0.0	0.0
106480791	5.0	0.0
57486	1238.0	2960.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	13827.0	17465.0
106480796	40010.0	15116.0
57489	1059.0	2098.0
106480795	25.0	10.0
9256	287.0	1229.0
9254	97.0	2752.0
9255	1940.0	3415.0
137814	1.0	0.0
341152	0.0	0.0
9258	880.0	1155.0
57493	9011.0	4425.0
106480798	0.0	0.0
57494	2663.0	2198.0
106480797	0.0	0.0
57495	348.0	14.0
57496	7337.0	5967.0
106480799	0.0	0.0
9252	371.0	783.0
9253	1886.0	855.0
57491	40.0	236.0
57492	4711.0	5314.0
284948	2.0	3.0
57497	1.0	4.0
57498	6921.0	5625.0
284942	497.0	278.0
642236	21.0	8.0
402509	0.0	0.0
341148	0.0	0.0
9267	2791.0	1801.0
9265	4501.0	1994.0
9266	2108.0	5423.0
106479779	0.0	1.0
106479778	0.0	0.0
106479777	2.0	1.0
106480765	0.0	0.0
106479776	0.0	0.0
9260	758.0	1721.0
106480764	0.0	0.0
106479775	0.0	0.0
106480767	0.0	3.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	976.0	1455.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	0.0	0.0
106479771	0.0	0.0
9261	4914.0	13377.0
106479770	0.0	0.0
9262	2633.0	1461.0
106480770	10.0	0.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	0.0
106480773	0.0	0.0
9278	1064.0	1540.0
9276	8651.0	13082.0
9277	1343.0	1947.0
106479769	0.0	0.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	2.0
9270	17006.0	2563.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	0.0	12.0
106480775	0.0	6.0
106479764	0.0	0.0
106480778	0.0	0.0
106479763	0.0	0.0
106479762	0.0	1.0
106480777	0.0	2.0
9274	1414.0	1323.0
402573	2.0	11.0
106479761	0.0	0.0
9275	3770.0	2945.0
106479760	0.0	0.0
106480779	0.0	0.0
106480781	2.0	3.0
654231	1.0	7.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	0.0	26.0
106480782	0.0	1.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	1.0	4.0
341128	0.0	1.0
113835	46.0	137.0
9289	2531.0	10059.0
9287	0.0	0.0
9288	0.0	0.0
642273	73.0	1909.0
106479799	0.0	0.0
106480743	2.0	2.0
106479798	0.0	0.0
9282	1839.0	8001.0
106479797	0.0	0.0
106480742	0.0	0.0
106479796	0.0	0.0
106480745	0.0	1.0
106479795	0.0	0.0
106480744	0.0	0.0
106479794	7.0	8.0
106480747	0.0	0.0
402562	10.0	9.0
106479793	0.0	0.0
106480746	0.0	0.0
9283	6.0	25.0
106479792	3.0	0.0
106480749	0.0	0.0
9284	84.0	313.0
106479791	0.0	0.0
106480748	0.0	0.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	0.0	0.0
106480752	0.0	0.0
284996	1664.0	4503.0
106480751	0.0	0.0
341112	5.0	0.0
284992	48.0	59.0
341116	2.0	1.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	0.0	2.0
106480753	0.0	2.0
9290	71.0	13.0
106480756	0.0	0.0
106479785	0.0	0.0
257397	1810.0	2945.0
113829	4288.0	4930.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	2845.0	5136.0
113828	478.0	3393.0
106479783	0.0	0.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	0.0	0.0
9294	617.0	529.0
9295	5006.0	10218.0
642280	32.0	113.0
106479780	0.0	2.0
106480759	0.0	1.0
654254	3.0	41.0
106480761	0.0	2.0
284988	26.0	3.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	0.0	0.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	0.0	0.0
730232	0.0	3.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	0.0	3.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	0.0
106479733	0.0	1.0
106479732	0.0	0.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	0.0	1.0
729249	1.0	9.0
729248	0.0	1.0
106480724	0.0	0.0
106480727	0.0	0.0
106480726	0.0	0.0
104457406	76.0	30.0
57622	65.0	261.0
57623	732.0	1906.0
57624	8.0	7.0
57620	1094.0	1301.0
106480730	0.0	0.0
57621	831.0	1573.0
57626	0.0	126.0
100125387	1.0	1.0
730227	2.0	8.0
57628	0.0	6.0
353219	0.0	0.0
729234	225.0	252.0
106479729	0.0	0.0
729233	0.0	0.0
106480739	11.0	9.0
106479728	0.0	0.0
106479727	0.0	0.0
729236	35.0	54.0
106479726	0.0	0.0
729230	183.0	91.0
106479725	0.0	0.0
106479724	0.0	0.0
113763	231.0	365.0
106479723	0.0	0.0
106479722	0.0	0.0
106479721	0.0	0.0
106480732	0.0	0.0
106480731	0.0	0.0
106479720	0.0	0.0
106480734	0.0	0.0
106480733	0.0	0.0
729238	120.0	338.0
106480736	14.0	22.0
106480735	2.0	0.0
100113391	0.0	0.0
106480738	1.0	2.0
100113392	0.0	0.0
100113393	2.0	100.0
106480737	0.0	0.0
57633	61.0	790.0
341208	3.0	39.0
150726	105.0	1244.0
57634	2791.0	6266.0
57636	1768.0	1644.0
57630	1379.0	2796.0
57631	269.0	79.0
106480741	1.0	19.0
106480740	1.0	1.0
57639	720.0	722.0
106479719	1.0	0.0
730213	1.0	3.0
106480707	0.0	0.0
106480706	0.0	0.0
106480709	0.0	0.0
106480708	0.0	0.0
106479759	0.0	1.0
106479758	0.0	0.0
729262	2.0	13.0
106479757	0.0	0.0
106479756	0.0	0.0
729264	4.0	2.0
106479755	0.0	0.0
106479754	0.0	0.0
100113383	7.0	42.0
106479753	0.0	0.0
100113384	0.0	2.0
106480701	0.0	0.0
106479752	0.0	2.0
106479751	0.0	0.0
106480700	1.0	0.0
100113386	19.0	529.0
106480703	0.0	0.0
106479750	0.0	0.0
106480702	0.0	1.0
100113380	0.0	0.0
106480705	0.0	0.0
100113381	0.0	0.0
106480704	0.0	0.0
100113382	0.0	0.0
57644	133.0	64.0
57645	2309.0	5946.0
644809	21.0	14.0
150737	378.0	964.0
57646	731.0	2210.0
57647	769.0	1324.0
100188945	7.0	2.0
57642	3.0	43.0
100113389	1.0	0.0
57643	83.0	570.0
100188949	29.0	6.0
135112	4080.0	1070.0
730249	0.0	1.0
57648	1329.0	12484.0
57649	1612.0	5563.0
730246	7.0	15.0
106480718	0.0	0.0
113746	0.0	1.0
106480717	0.0	0.0
106479749	0.0	0.0
729258	13.0	5.0
106479748	0.0	0.0
106480719	0.0	0.0
106479747	2.0	0.0
729252	0.0	1.0
135114	1888.0	2594.0
106479746	0.0	0.0
106479745	3.0	0.0
106479744	0.0	0.0
106480710	0.0	0.0
106479743	0.0	0.0
106479742	0.0	0.0
100113373	54.0	94.0
106480712	0.0	0.0
106479741	0.0	0.0
57650	103.0	589.0
106479740	0.0	0.0
106480711	0.0	0.0
106480714	0.0	0.0
729259	1.0	0.0
106480713	0.0	0.0
106480716	0.0	0.0
106480715	0.0	0.0
353238	0.0	3.0
57655	1492.0	4956.0
100418708	0.0	0.0
100188954	7.0	42.0
57657	114.0	338.0
57658	9454.0	4448.0
100418709	0.0	0.0
100418706	1.0	0.0
57654	449.0	874.0
100113379	0.0	0.0
729250	0.0	0.0
730239	0.0	5.0
57659	14892.0	6044.0
644815	364.0	1908.0
100188953	24.0	1.0
729201	0.0	1.0
729209	0.0	0.0
100418711	0.0	0.0
57661	2012.0	4631.0
55003	782.0	1085.0
57666	1144.0	4285.0
55002	3069.0	5537.0
100418718	0.0	0.0
55001	47.0	105.0
57669	1757.0	3654.0
55000	7472.0	13526.0
57662	32.0	5821.0
55007	485.0	1469.0
100418715	0.0	0.0
57663	0.0	2.0
55006	456.0	543.0
57664	1067.0	522.0
55005	1408.0	1504.0
55004	4142.0	4116.0
57665	683.0	1053.0
55009	593.0	804.0
644820	56.0	65.0
55008	524.0	325.0
57670	176.0	1641.0
390201	1.0	0.0
392862	13.0	81.0
100418724	0.0	0.0
390203	0.0	0.0
55010	77.0	196.0
390205	18.0	1003.0
100418720	0.0	7.0
55014	1019.0	742.0
57677	426.0	1460.0
55013	917.0	964.0
57678	92367.0	3156.0
57679	1327.0	1993.0
55012	1183.0	955.0
55011	1765.0	1629.0
55018	2.0	3.0
57673	80.0	524.0
57674	11098.0	8027.0
55017	1963.0	2079.0
55016	522.0	336.0
100418728	0.0	7.0
55015	869.0	2209.0
106479718	0.0	1.0
106479717	0.0	0.0
730211	4.0	6.0
100127989	0.0	1.0
106479716	0.0	0.0
106479715	1.0	0.0
106479714	0.0	0.0
106479713	0.0	0.0
106479712	0.0	0.0
106479711	0.0	0.0
644850	5.0	8.0
57680	3983.0	5864.0
106479710	0.0	0.0
100418733	0.0	0.0
100418735	0.0	0.0
57683	855.0	448.0
353267	1.0	5.0
55020	1845.0	1648.0
100418731	0.0	0.0
57688	965.0	2096.0
57689	71.0	309.0
55024	1456.0	28.0
55023	3124.0	5507.0
389217	1.0	11.0
55022	3381.0	135.0
57684	373.0	442.0
100418737	19.0	74.0
55028	1297.0	1135.0
57685	3366.0	529.0
343819	0.0	0.0
100418736	3.0	0.0
55027	634.0	2533.0
100418739	0.0	0.0
55026	206.0	66.0
57687	43.0	19.0
353274	1307.0	2153.0
644844	3.0	4.0
100127983	77.0	21.0
149708	2.0	2.0
106479709	0.0	0.0
106479708	0.0	0.0
106479707	0.0	0.0
137735	1.0	1.0
106479706	1.0	2.0
729211	2.0	10.0
100127979	0.0	2.0
106479705	0.0	0.0
106479704	0.0	0.0
106479703	0.0	0.0
106479702	0.0	0.0
106479701	0.0	0.0
644861	1.0	2.0
106479700	0.0	0.0
100127976	0.0	0.0
57691	352.0	472.0
100418744	3.0	27.0
57692	203.0	798.0
100418743	0.0	1.0
57693	1396.0	2631.0
150709	185.0	87.0
392843	0.0	0.0
100418745	0.0	0.0
55032	1743.0	1475.0
100418740	10.0	5.0
55031	5613.0	8183.0
573971	25.0	16.0
729215	0.0	0.0
55030	1058.0	2108.0
57690	1711.0	1739.0
57699	23.0	81.0
55036	145.0	166.0
389208	5.0	6.0
55035	1634.0	1859.0
55034	225.0	374.0
389206	6.0	3.0
55033	1205.0	1234.0
389207	0.0	0.0
57695	402.0	1100.0
100418748	4.0	15.0
57696	889.0	2098.0
55039	478.0	2643.0
100418747	0.0	18.0
55038	248.0	733.0
57697	304.0	365.0
55037	2685.0	3723.0
123103	77.0	2.0
57698	1396.0	5598.0
389203	1063.0	734.0
113791	5646.0	2543.0
390231	0.0	0.0
353288	0.0	2.0
390233	2.0	1.0
100418754	1.0	0.0
147150	24.0	27.0
100418756	0.0	0.0
389240	60.0	86.0
100418751	0.0	1.0
102465803	0.0	0.0
100418750	1.0	7.0
102465802	0.0	0.0
390239	0.0	0.0
102465801	0.0	0.0
102465800	0.0	0.0
390243	1.0	0.0
353299	0.0	2.0
390245	8.0	1.0
147166	962.0	448.0
100418763	0.0	0.0
100233209	141.0	79.0
100418769	0.0	2.0
123169	774.0	4354.0
104266962	0.0	0.0
104266963	0.0	3.0
100418770	0.0	2.0
392872	0.0	3.0
390211	3.0	11.0
390212	0.0	1.0
390213	5.0	4.0
100418779	0.0	0.0
147172	231.0	561.0
147179	3212.0	3111.0
104266960	0.0	0.0
390215	0.0	0.0
104266961	0.0	0.0
160140	23.0	42.0
390218	2.0	1.0
100418774	0.0	0.0
389257	0.0	17.0
159162	0.0	0.0
104266959	0.0	6.0
159163	0.0	0.0
102465832	0.0	0.0
100418781	2.0	1.0
104266957	1.0	0.0
104266958	0.0	0.0
104266956	6.0	0.0
