id	450cbf36-7dab-46a4-b6b5-d6b99d51083f	2d721010-840f-4ca7-b41c-6792385b410d
59338	2133.0	2697.0
59335	1.0	9.0
2752	106754.0	33295.0
59336	0.0	0.0
2750	0.0	0.0
2771	15991.0	10679.0
59342	7795.0	2402.0
59341	204.0	627.0
2770	7982.0	497.0
59344	16.0	37.0
59343	3080.0	2444.0
59340	7.0	5.0
84306	219.0	202.0
2768	5247.0	5334.0
2767	4925.0	5301.0
59349	2489.0	3611.0
84305	925.0	2364.0
2766	245.0	1965.0
2765	0.0	0.0
84307	2406.0	3348.0
84302	585.0	111.0
2764	3374.0	8021.0
59345	1821.0	2448.0
84301	4765.0	4466.0
2762	523.0	1003.0
84304	597.0	469.0
59348	702.0	914.0
84303	331.0	778.0
59347	0.0	0.0
2761	0.0	0.0
84300	636.0	2040.0
646508	0.0	0.0
2769	193.0	159.0
646507	0.0	0.0
646520	2.0	0.0
2782	19558.0	24901.0
59353	62.0	13.0
2781	1251.0	554.0
59352	1831.0	111.0
2780	0.0	0.0
59351	2.0	14.0
59350	3.0	3.0
2779	0.0	4.0
2778	57071.0	69225.0
2777	19.0	267.0
2776	9796.0	13023.0
2775	270.0	54.0
2774	2013.0	154.0
2773	3858.0	6165.0
60343	1647.0	1132.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	51.0	44.0
100379584	0.0	0.0
2792	0.0	0.0
2791	7680.0	777.0
2790	467.0	462.0
105369316	1.0	0.0
2789	0.0	0.0
2788	1600.0	388.0
2787	2462.0	3033.0
2786	109.0	264.0
441194	203.0	321.0
2785	4.0	6.0
2784	60.0	23.0
2783	6988.0	12642.0
441191	622.0	821.0
100129622	0.0	0.0
100130606	0.0	0.0
286410	2576.0	954.0
100130603	0.0	0.0
286411	69.0	10.0
100130600	561.0	647.0
100379571	236.0	76.0
441177	0.0	1.0
2799	23166.0	8640.0
2798	8.0	16.0
2797	17.0	9.0
2796	102.0	29.0
2794	3295.0	2652.0
100129611	0.0	0.0
100129606	0.0	1.0
286423	0.0	3.0
100129604	0.0	0.0
286430	4.0	2.0
105369343	0.0	0.0
286436	0.0	0.0
100379592	8.0	9.0
441154	4.0	4.0
441151	22.0	3.0
441150	173.0	79.0
191585	8.0	13.0
105370357	0.0	0.0
441133	0.0	4.0
100142659	11.0	16.0
100379564	2.0	0.0
441168	67.0	353.0
441166	17.0	5.0
101730217	1.0	0.0
441161	2.0	7.0
441160	4.0	44.0
646498	0.0	0.0
441108	423.0	290.0
23562	4.0	18.0
23563	6.0	1.0
359948	7442.0	12417.0
23564	4759.0	6253.0
23566	72.0	20.0
100130693	3.0	3.0
23567	649.0	1051.0
23568	519.0	268.0
23569	1.0	0.0
23560	2264.0	3888.0
286494	2.0	0.0
286495	958.0	1045.0
286499	15.0	2.0
100130687	0.0	0.0
23576	2090.0	5069.0
117608	509.0	558.0
100129690	0.0	2.0
100129696	19.0	8.0
100129692	3.0	0.0
100129694	0.0	0.0
23548	894.0	626.0
23549	3554.0	6426.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	1652.0	624.0
23542	202.0	401.0
23543	9699.0	6809.0
130612	92.0	135.0
23544	17.0	56.0
130617	897.0	1113.0
100130671	0.0	1.0
23545	1128.0	1633.0
441124	195.0	263.0
23546	1.0	5.0
441123	0.0	0.0
23547	26.0	112.0
441131	1.0	0.0
23559	608.0	986.0
23551	331.0	246.0
23552	319.0	712.0
23553	7.0	0.0
23554	1201.0	1075.0
23555	5583.0	12776.0
100130660	1.0	1.0
23556	1796.0	3235.0
23557	2046.0	2985.0
23558	11148.0	3677.0
23550	2488.0	7237.0
23526	1105.0	1352.0
23527	4556.0	5684.0
23528	1848.0	5211.0
286442	0.0	4.0
23529	178.0	377.0
129642	1663.0	9838.0
286444	22.0	9.0
100129669	0.0	0.0
100463482	6.0	2.0
23520	0.0	0.0
23521	71614.0	57959.0
23522	4221.0	6278.0
23523	3110.0	6691.0
23524	41655.0	34374.0
359996	0.0	0.0
115004	173.0	357.0
100129664	0.0	0.0
100463487	5.0	3.0
100463486	33.0	20.0
100463489	1.0	0.0
100463488	8.0	1.0
100129662	102.0	3.0
286451	4835.0	6160.0
23538	0.0	0.0
23539	33.0	77.0
23530	5892.0	4096.0
23531	16963.0	595.0
100130640	0.0	0.0
23532	1.0	16.0
23533	163.0	377.0
359997	0.0	0.0
23534	3780.0	5542.0
23536	1370.0	1549.0
100463498	158.0	26.0
100129654	2.0	0.0
286460	80.0	134.0
100129650	1.0	0.0
23504	317.0	38.0
100499416	0.0	0.0
23505	4500.0	10299.0
100499417	0.0	0.0
23506	3157.0	3111.0
286464	6.0	41.0
100130637	0.0	0.0
23507	1577.0	2988.0
100130636	0.0	0.0
23508	804.0	3887.0
23509	4706.0	5476.0
286467	33.0	253.0
100129647	0.0	0.0
100130631	1.0	0.0
23500	4066.0	862.0
100499418	0.0	0.0
23503	3216.0	3084.0
100129641	2.0	0.0
100129640	1.0	3.0
286472	0.0	1.0
23515	2952.0	3321.0
345275	1740.0	8.0
100499405	236.0	59.0
23516	2527.0	4188.0
23517	4477.0	6461.0
100130626	0.0	0.0
23518	1955.0	3482.0
102465752	0.0	0.0
23519	3.0	7.0
345274	161.0	33.0
100130621	53.0	43.0
23510	3680.0	2809.0
23511	3070.0	6675.0
23512	2731.0	3901.0
23513	2226.0	4397.0
23514	2680.0	2768.0
100129631	0.0	0.0
129607	354.0	549.0
129563	1122.0	1169.0
431704	0.0	0.0
117579	0.0	0.0
130557	453.0	997.0
431705	6.0	1.0
431707	0.0	8.0
129560	0.0	0.0
117583	2584.0	1344.0
84449	865.0	790.0
84448	136.0	93.0
117584	991.0	1790.0
84445	4694.0	5355.0
84444	1014.0	2528.0
84447	4710.0	2385.0
84446	126.0	604.0
84441	5356.0	693.0
84440	1015.0	2182.0
84443	42.0	53.0
646405	27.0	26.0
646409	0.0	0.0
117581	1095.0	70.0
130560	4.0	0.0
646424	109.0	73.0
84437	993.0	630.0
84439	234.0	427.0
60489	543.0	694.0
60488	2648.0	4881.0
84433	137.0	311.0
60487	745.0	531.0
84436	971.0	1779.0
84435	1.0	1.0
60485	4839.0	1902.0
60484	4.0	4.0
84432	18.0	2.0
60482	11.0	0.0
60481	27176.0	7407.0
130576	520.0	363.0
130574	1296.0	491.0
84467	73.0	9.0
84466	319.0	769.0
60496	2205.0	2158.0
60495	442.0	3.0
60494	19.0	14.0
84465	9.0	5.0
84464	416.0	901.0
60493	900.0	1815.0
60492	2307.0	1289.0
60491	980.0	1273.0
60490	335.0	1013.0
84461	1089.0	1286.0
84460	1777.0	1080.0
646442	0.0	74.0
129530	39.0	92.0
129531	726.0	689.0
130589	862.0	379.0
201501	1248.0	4973.0
84456	685.0	1393.0
84455	434.0	513.0
84458	1425.0	3338.0
84457	36.0	17.0
84450	1826.0	2376.0
646457	2.0	7.0
100500870	3.0	0.0
100500872	0.0	0.0
201514	438.0	510.0
201516	4.0	0.0
646450	88.0	42.0
23480	1191.0	2250.0
105416157	163.0	361.0
23481	2146.0	3598.0
23483	1125.0	659.0
23484	2340.0	2883.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	4.0	2.0
646467	7.0	7.0
100500860	0.0	0.0
96459	2236.0	2684.0
100500861	0.0	0.0
23498	599.0	105.0
23499	25171.0	19160.0
23491	29.0	11.0
23492	5562.0	867.0
23493	1094.0	218.0
23495	4.0	6.0
100500862	0.0	0.0
100500863	0.0	2.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	26.0	18.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	6038.0	7329.0
394217	0.0	1.0
23464	300.0	922.0
130535	1546.0	1571.0
23466	4709.0	9151.0
23467	937.0	933.0
23468	8268.0	19010.0
23469	10912.0	7559.0
2801	5275.0	15548.0
2800	1983.0	2266.0
23460	1345.0	129.0
23461	3004.0	507.0
23462	707.0	272.0
100500895	0.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	2842.0	3784.0
100500898	0.0	0.0
2805	1302.0	4329.0
100500899	0.0	0.0
2804	15555.0	23970.0
2803	14073.0	14324.0
2802	4815.0	9154.0
130540	32.0	29.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	932.0	683.0
23475	472.0	906.0
23476	3727.0	4688.0
23478	7792.0	6698.0
23479	7101.0	2804.0
646480	12.0	0.0
2812	0.0	0.0
2811	34.0	26.0
2810	1216.0	1436.0
23471	10854.0	11852.0
23473	3438.0	3679.0
100500884	0.0	0.0
2819	93130.0	1153.0
100500885	0.0	0.0
84498	3231.0	3669.0
100500886	0.0	0.0
2817	2694.0	2617.0
100500888	0.0	0.0
2815	0.0	0.0
100500889	1.0	0.0
2814	2.0	6.0
2813	292.0	546.0
2823	52.0	3.0
2822	595.0	26.0
2821	23155.0	13702.0
100500839	0.0	0.0
2820	3960.0	7604.0
201562	14898.0	5946.0
100379623	0.0	0.0
2829	9.0	27.0
100500831	0.0	0.0
2828	554.0	490.0
2827	26.0	26.0
100500833	2.0	2.0
2826	127.0	6.0
100500834	0.0	0.0
2825	15.0	128.0
100500835	1.0	0.0
2824	2047.0	379.0
100500836	0.0	0.0
727699	4.0	1.0
2834	0.0	0.0
100500826	0.0	1.0
2833	41.0	106.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	0.0	0.0
100500829	0.0	0.0
60401	379.0	90.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	15.0	37.0
100500822	0.0	0.0
2837	1.0	3.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	32.0	1.0
100500825	0.0	0.0
100500850	19.0	8.0
2845	3.0	2.0
100500859	0.0	0.0
2844	1.0	0.0
2843	20.0	5.0
2842	13.0	60.0
2841	16.0	17.0
60412	5440.0	5148.0
2840	116.0	2.0
100500851	0.0	0.0
100500854	14.0	8.0
2849	3.0	3.0
100500855	0.0	0.0
2848	0.0	2.0
394261	3.0	0.0
2847	13.0	2.0
347933	0.0	0.0
100500857	0.0	1.0
2846	49.0	18.0
100500858	0.0	0.0
394263	1.0	1.0
2856	1.0	4.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	0.0	8.0
201595	9348.0	17064.0
2852	1084.0	65.0
2850	409.0	597.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	53.0	70.0
100500846	0.0	0.0
2857	1846.0	348.0
100500847	0.0	0.0
2870	1225.0	2338.0
107105261	0.0	0.0
2867	232.0	360.0
107105265	0.0	0.0
60437	63.0	25.0
2866	1.0	0.0
107105264	1.0	0.0
60436	1263.0	1401.0
2865	5.0	0.0
107105263	0.0	0.0
2864	2.0	2.0
107105262	0.0	0.0
2863	151.0	529.0
2862	1.0	0.0
2861	294.0	332.0
347918	585.0	689.0
107105266	0.0	11.0
2869	1550.0	912.0
2868	268.0	296.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	86411.0	2741.0
2877	373.0	87.0
107105253	1.0	6.0
2876	10114.0	4608.0
2875	1640.0	42.0
2874	170.0	90.0
2873	3730.0	3306.0
2872	13729.0	16183.0
107105256	0.0	0.0
2871	5.0	5.0
347902	6146.0	1078.0
107105259	0.0	0.0
2879	30161.0	5602.0
727682	0.0	0.0
727684	0.0	0.0
2892	141.0	138.0
2891	78.0	28.0
2890	331.0	2.0
727686	0.0	0.0
84419	248.0	359.0
2889	7160.0	6220.0
100500815	0.0	0.0
2888	180.0	10.0
100500816	0.0	0.0
2887	3230.0	3415.0
100500817	0.0	0.0
2886	796.0	4226.0
100500818	1.0	0.0
2885	7589.0	21151.0
100500819	6.0	1.0
2884	5.0	3.0
2882	356.0	253.0
100642175	28.0	17.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	1.0	0.0
100500813	0.0	0.0
100500814	0.0	2.0
727676	0.0	0.0
107105271	0.0	1.0
727677	38.0	1.0
2899	393.0	34.0
84418	3158.0	1566.0
2898	15.0	27.0
60468	640.0	186.0
84417	1819.0	16.0
2897	447.0	22.0
2896	8600.0	12560.0
60467	0.0	0.0
100500808	0.0	0.0
2895	4.0	0.0
100500809	0.0	0.0
2894	291.0	84.0
2893	1048.0	15.0
100500801	0.0	0.0
100500802	12.0	28.0
100500803	0.0	0.0
23603	5770.0	4815.0
100129507	0.0	1.0
23604	3915.0	577.0
23605	1.0	0.0
23606	2.0	0.0
23607	3881.0	10105.0
23608	7391.0	8285.0
23609	2120.0	2109.0
286527	8.0	14.0
286528	0.0	0.0
23600	239.0	440.0
23601	18.0	233.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	1.0	0.0
23614	0.0	3.0
23615	10.0	19.0
23616	332.0	688.0
286530	235.0	245.0
23617	0.0	0.0
23619	6.0	12.0
23612	7373.0	1010.0
23613	2787.0	4937.0
286544	12.0	40.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	2.0
441273	7.0	30.0
100463528	0.0	0.0
441272	519.0	411.0
100379667	0.0	0.0
100288998	1.0	0.0
441263	31.0	30.0
441261	0.0	1.0
100288984	0.0	1.0
441295	50.0	18.0
441294	8.0	18.0
100463500	2.0	0.0
100288979	0.0	0.0
286512	4.0	1.0
286514	0.0	0.0
60625	710.0	998.0
441282	22.0	1.0
646377	0.0	0.0
100130579	0.0	0.0
646379	1.0	0.0
646378	0.0	0.0
23683	4178.0	1160.0
404281	43.0	66.0
100130572	0.0	0.0
646370	0.0	0.0
23682	231.0	62.0
100129587	0.0	0.0
100129583	580.0	379.0
100129584	0.0	0.0
441218	2.0	3.0
100130566	0.0	0.0
100130564	0.0	0.0
100130562	42.0	104.0
100130561	85.0	188.0
441212	284.0	123.0
646382	2.0	0.0
100129570	0.0	0.0
404266	32.0	5.0
100130557	55.0	28.0
100130555	0.0	0.0
646390	0.0	0.0
441246	37.0	7.0
23666	191.0	147.0
23667	0.0	0.0
646392	0.0	0.0
23668	1.0	1.0
441251	0.0	0.0
441250	302.0	318.0
23660	1027.0	1467.0
100129564	0.0	0.0
100129566	0.0	0.0
100129561	0.0	0.0
100130549	1.0	0.0
130500	0.0	0.0
100129557	0.0	0.0
23673	7087.0	3372.0
441238	9.0	0.0
130502	303.0	1061.0
23676	7.0	0.0
130507	6405.0	5316.0
23677	4750.0	26855.0
441234	0.0	0.0
23678	822.0	327.0
23679	0.0	0.0
23670	4572.0	4742.0
23671	11.0	0.0
100129556	2.0	0.0
100129555	3.0	0.0
23647	2481.0	8838.0
23648	3658.0	2171.0
100130539	10.0	1.0
23649	599.0	862.0
129521	0.0	0.0
100130535	2.0	0.0
23640	749.0	1568.0
23641	1638.0	1947.0
23642	1400.0	1037.0
23643	216.0	137.0
23644	1855.0	1567.0
23645	7428.0	1683.0
23646	8572.0	6079.0
100129543	10.0	98.0
23658	1340.0	2001.0
23659	908.0	1120.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	1.0	0.0
100130522	83.0	64.0
23650	9332.0	434.0
23654	13451.0	29632.0
23657	94.0	882.0
117532	76.0	10.0
117531	20.0	11.0
100130519	56.0	21.0
23625	819.0	568.0
23626	0.0	0.0
23627	79.0	7.0
100130514	0.0	0.0
441208	6.0	1.0
23620	18.0	0.0
23621	3528.0	1914.0
23623	985.0	6054.0
23624	246.0	1750.0
23636	2231.0	5650.0
23637	5687.0	5573.0
23639	172.0	303.0
100129515	0.0	0.0
23630	51.0	6.0
23632	60.0	77.0
23633	5920.0	5885.0
23635	3013.0	2566.0
100129512	0.0	0.0
404201	518.0	157.0
404203	4.0	0.0
129446	1.0	1.0
404204	0.0	0.0
84569	0.0	3.0
60598	111.0	220.0
84561	218.0	2001.0
60592	3894.0	6899.0
84560	0.0	0.0
648947	4.0	8.0
646300	4.0	26.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	261.0	288.0
727736	0.0	0.0
84559	0.0	0.0
84557	964.0	473.0
84553	290.0	1703.0
84552	737.0	559.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	1.0	3.0
100499457	0.0	0.0
727764	1.0	0.0
102465669	0.0	0.0
102465668	1.0	0.0
646309	336.0	267.0
201627	2169.0	1703.0
646324	17.0	333.0
201626	1565.0	1547.0
727758	30.0	83.0
201625	33.0	8.0
648980	0.0	0.0
84572	2609.0	1708.0
646316	0.0	0.0
84570	617.0	27.0
345462	251.0	223.0
102465689	11.0	0.0
102465688	0.0	0.0
646330	1.0	1.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	11180.0	18886.0
727701	17.0	0.0
727703	2.0	1.0
727704	0.0	0.0
201633	19.0	264.0
2900	80.0	166.0
2908	15558.0	2933.0
2907	15198.0	12562.0
2906	20.0	54.0
2905	31.0	5.0
2904	303.0	65.0
2903	60.0	37.0
345456	0.0	0.0
2902	57.0	51.0
2901	203.0	50.0
406894	0.0	0.0
406893	1.0	0.0
406896	16.0	5.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	0.0	0.0
2911	9.0	1.0
201651	6.0	0.0
2919	43.0	18.0
2918	3.0	30.0
102465691	0.0	0.0
2917	16.0	0.0
2916	14.0	5.0
2915	0.0	0.0
2914	11.0	539.0
2913	5.0	1.0
2912	7.0	44.0
404220	30.0	14.0
406883	0.0	0.0
406882	0.0	0.0
406885	2.0	0.0
406884	0.0	0.0
646359	0.0	3.0
406887	0.0	0.0
406886	20.0	10.0
406889	0.0	0.0
406888	2.0	0.0
23584	351.0	15.0
23585	6042.0	6668.0
23586	1740.0	1976.0
23587	1463.0	1281.0
23588	2967.0	2207.0
23589	2614.0	2083.0
406881	1.0	0.0
2922	146.0	80.0
2921	45.0	10.0
2920	763.0	17.0
23580	5965.0	3154.0
23581	7.0	15.0
23582	3715.0	3383.0
23583	951.0	2039.0
404217	51.0	1142.0
2928	0.0	0.0
2926	5682.0	7315.0
2925	106.0	8.0
2923	12908.0	43972.0
646366	0.0	0.0
345430	0.0	3.0
406875	0.0	0.0
404216	0.0	9.0
23595	2055.0	2307.0
23596	263.0	480.0
23597	1563.0	1244.0
96597	0.0	3.0
23598	2993.0	9780.0
100130584	0.0	0.0
100130581	283.0	57.0
646360	2.0	26.0
129450	427.0	970.0
130429	0.0	0.0
2932	4552.0	4490.0
2931	2642.0	4571.0
23590	141.0	211.0
100129591	2.0	11.0
23591	2.0	0.0
23592	2205.0	2575.0
23593	11712.0	4916.0
23594	20.0	228.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	0.0	1.0
100499483	68.0	94.0
2939	2.0	0.0
2938	369.0	9.0
2937	1913.0	2303.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	1918.0	12579.0
2935	9082.0	19178.0
2934	141477.0	12917.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	2051.0	1798.0
60506	0.0	0.0
2944	8.0	3.0
2942	0.0	0.0
2941	1410.0	477.0
2940	1.0	0.0
2949	311.0	42.0
2948	1435.0	783.0
2947	3952.0	696.0
2946	1753.0	99.0
60526	954.0	1846.0
2954	1261.0	2099.0
2953	6.0	2.0
2951	0.0	0.0
2950	10948.0	19360.0
2959	1335.0	1359.0
2958	1431.0	1825.0
2957	3563.0	4657.0
2956	3433.0	6972.0
100288948	0.0	0.0
60529	708.0	20.0
60528	4021.0	4236.0
2966	147.0	214.0
84504	0.0	0.0
2965	3313.0	3184.0
84503	371.0	282.0
2964	2.0	1.0
2963	1012.0	1463.0
2962	2724.0	4563.0
2961	1748.0	1521.0
84502	93.0	9.0
2960	659.0	892.0
84501	323.0	404.0
2969	4709.0	8049.0
2968	103.0	182.0
2967	1676.0	1938.0
2980	0.0	2.0
2977	1337.0	8531.0
2976	2654.0	5209.0
2975	4232.0	11743.0
2974	3.0	7.0
2972	1505.0	2102.0
2971	5410.0	4184.0
2970	138.0	233.0
2979	30.0	50.0
2978	0.0	0.0
154442	10.0	1.0
2990	3185.0	6374.0
225689	88.0	243.0
84519	59.0	74.0
84518	93.0	85.0
60559	5697.0	5054.0
100500914	0.0	0.0
2987	4519.0	7321.0
60558	2181.0	3643.0
84525	113.0	238.0
100500915	0.0	0.0
2986	0.0	2.0
84528	0.0	0.0
100500916	0.0	0.0
84527	707.0	264.0
100500917	2.0	0.0
2984	166.0	34.0
84522	2031.0	2147.0
100500918	0.0	0.0
2983	1110.0	733.0
100500919	0.0	0.0
84524	520.0	885.0
2982	3500.0	1149.0
2981	0.0	0.0
84520	315.0	487.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	9.0	3.0
100500913	0.0	0.0
2999	55.0	35.0
84515	787.0	697.0
100500903	0.0	0.0
2998	717.0	0.0
84514	1443.0	3027.0
100500904	4.0	1.0
2997	7111.0	4080.0
84517	106.0	56.0
100500905	0.0	0.0
84516	3998.0	6670.0
2996	50.0	10.0
100500906	0.0	0.0
2995	6779.0	476.0
2994	0.0	3.0
100500908	0.0	0.0
84513	1295.0	2711.0
2993	1.0	0.0
100500909	0.0	0.0
2992	2143.0	3640.0
60561	891.0	1291.0
60560	1241.0	2293.0
100500900	0.0	2.0
100500901	0.0	0.0
100288904	1.0	0.0
154467	126.0	568.0
130497	616.0	98.0
84548	714.0	798.0
84547	351.0	564.0
100500938	0.0	0.0
84549	972.0	1422.0
84546	0.0	0.0
84545	2503.0	2510.0
84542	626.0	1105.0
84541	62.0	69.0
727795	21.0	25.0
84529	285.0	322.0
84536	167.0	242.0
84539	0.0	0.0
84532	1640.0	5683.0
84530	4.0	2.0
23729	182.0	198.0
201288	1.0	0.0
201283	711.0	290.0
23738	2.0	1.0
23731	11741.0	5626.0
23732	10.0	2.0
201299	2.0	55.0
201292	941.0	973.0
201294	554.0	1241.0
23704	265.0	474.0
23705	2205.0	4321.0
23708	991.0	1496.0
252840	1.0	4.0
252841	2.0	0.0
100288897	2.0	136.0
23710	7920.0	2256.0
100288892	1.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	0.0	4.0
100288861	0.0	0.0
84701	259.0	31.0
252884	382.0	527.0
84700	22.0	238.0
129841	1.0	0.0
94086	17.0	15.0
117854	509.0	415.0
100130450	0.0	2.0
154807	17323.0	4667.0
100129460	78.0	42.0
359710	3.0	0.0
94081	1244.0	2742.0
115201	794.0	1383.0
100129468	0.0	0.0
100129464	2.0	1.0
286256	25.0	13.0
286257	442.0	784.0
100129459	1.0	0.0
100130447	0.0	0.0
129831	469.0	849.0
646269	1.0	3.0
646262	0.0	0.0
286262	427.0	2336.0
142827	11.0	4.0
100129452	1.0	7.0
646278	62.0	16.0
100130435	0.0	0.0
727800	200.0	234.0
646270	2.0	12.0
154822	22.0	85.0
23782	0.0	0.0
23783	1.0	17.0
23784	1.0	7.0
23786	6798.0	4833.0
23787	10198.0	12507.0
646273	0.0	0.0
23788	3319.0	6177.0
359730	1.0	0.0
359731	0.0	0.0
23780	1224.0	1708.0
23781	0.0	0.0
345079	260.0	291.0
154810	7787.0	2450.0
100129438	0.0	0.0
94097	454.0	732.0
359737	0.0	1.0
359738	0.0	0.0
359739	2.0	0.0
646282	85.0	333.0
359736	36.0	0.0
359740	0.0	0.0
359741	0.0	0.0
359742	0.0	0.0
359743	26.0	3.0
139201	16.0	30.0
129804	964.0	196.0
129807	1.0	3.0
129880	327.0	471.0
23768	2385.0	395.0
23769	20.0	5.0
129881	38.0	105.0
100130418	308.0	18.0
345062	1.0	0.0
286204	86.0	10.0
100129428	0.0	0.0
286205	1444.0	746.0
100129427	0.0	0.0
23760	2798.0	5056.0
359748	0.0	0.0
100862854	1.0	0.0
286207	54.0	339.0
359749	0.0	1.0
23761	3395.0	1568.0
100862855	0.0	0.0
23762	293.0	842.0
23764	2935.0	896.0
359744	1.0	0.0
100862850	0.0	0.0
23765	2326.0	2524.0
359745	0.0	0.0
359746	0.0	0.0
100862852	3.0	0.0
23766	0.0	0.0
23767	314.0	401.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	1.0
359752	0.0	1.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	301.0	1050.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	2092.0	3349.0
359755	0.0	2.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	1.0	0.0
23770	9665.0	8226.0
359761	7.0	1.0
129868	0.0	0.0
23746	0.0	1.0
102465502	1.0	4.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	47.0	24.0
23749	0.0	0.0
100129403	0.0	0.0
345041	6.0	19.0
100129405	93.0	252.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	9956.0	8790.0
102465507	0.0	0.0
23742	0.0	0.0
359766	0.0	0.0
23743	1872.0	180.0
359767	0.0	0.0
102465505	0.0	0.0
130813	20.0	24.0
23744	0.0	0.0
102465504	0.0	1.0
130814	2338.0	1090.0
102465503	0.0	0.0
359774	6.0	4.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	1.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	1740.0	3773.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	62.0	14.0
347694	0.0	0.0
286239	0.0	0.0
23751	0.0	4.0
102465519	0.0	0.0
23752	6.0	0.0
23753	167.0	564.0
115207	11506.0	3640.0
359777	0.0	0.0
102465517	0.0	0.0
130827	248.0	483.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1032.0	1075.0
23755	16.0	2.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	10.0	29.0
347688	9.0	6.0
102465524	0.0	0.0
94005	5243.0	3451.0
102465523	0.0	0.0
102465522	0.0	0.0
102465521	0.0	1.0
102465520	0.0	0.0
94009	24.0	96.0
727866	1.0	0.0
57060	1083.0	699.0
102465528	0.0	2.0
102465527	0.0	0.0
57062	10647.0	10239.0
102465526	0.0	0.0
727865	2.0	4.0
102465525	0.0	2.0
84687	2098.0	3162.0
727859	0.0	0.0
84689	80.0	259.0
84688	35.0	1.0
139135	0.0	0.0
84684	0.0	1.0
84681	1832.0	815.0
84680	813.0	337.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	0.0	0.0
727851	225.0	42.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	0.0	1.0
102465536	0.0	0.0
84679	2022.0	2513.0
84676	12.0	0.0
84675	578.0	1.0
140123	0.0	0.0
84678	1230.0	2016.0
84677	0.0	0.0
84672	0.0	0.0
84671	1091.0	1499.0
84674	752.0	261.0
84673	0.0	0.0
152101	0.0	0.0
152100	579.0	600.0
94027	16.0	2.0
94026	6.0	0.0
94025	273.0	165.0
129787	2184.0	1485.0
57088	6270.0	778.0
127124	0.0	0.0
57089	302.0	1638.0
57082	47.0	2465.0
57084	0.0	0.0
57085	1131.0	1285.0
