id	f4d80dc6-a28c-4d31-99e8-f58e78678654	a4c7b6e8-ed30-42b2-9daa-0cf0b9d59259
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	1.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	7.0	14.0
84059	499.0	421.0
84056	800.0	1222.0
84055	4.0	5.0
84058	352.0	481.0
84057	13.0	1945.0
284266	806.0	11.0
84054	5.0	3.0
84081	1466.0	3725.0
84080	395.0	278.0
84083	203.0	527.0
441549	157.0	70.0
441548	6.0	3.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	7.0	8.0
84089	0.0	0.0
84088	1.0	4.0
84085	1062.0	2397.0
84084	86.0	4.0
84087	1.0	0.0
84086	0.0	3.0
84070	22.0	27.0
84072	11.0	7079.0
84071	152.0	190.0
392100	1.0	0.0
100379132	0.0	1.0
392106	0.0	0.0
441533	18.0	6.0
441531	0.0	2.0
84078	700.0	467.0
84077	4.0	4.0
84079	1308.0	15800.0
84074	118.0	176.0
84073	27.0	23.0
84076	2.0	3.0
84075	0.0	0.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	0.0	0.0
201931	1962.0	2020.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	1.0	0.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	0.0	1.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	1.0	2.0
127435	5058.0	794.0
106480190	4.0	5.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	1.0
106480193	0.0	0.0
84091	0.0	1.0
103695432	2.0	0.0
343099	133.0	1661.0
103695431	3.0	1.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	1.0	0.0
103695433	0.0	0.0
100847010	4.0	6.0
103695436	1.0	1.0
100847015	1.0	0.0
103695435	0.0	7.0
100847016	0.0	0.0
100847013	0.0	0.0
100847014	0.0	0.0
441554	0.0	3.0
100847019	0.0	0.0
100847017	0.0	0.0
100847018	2.0	0.0
127428	657.0	895.0
84096	0.0	4.0
84097	0.0	0.0
11061	2.0	0.0
646892	3.0	2.0
441509	37.0	12.0
646891	1.0	1.0
11060	2819.0	2724.0
11063	3.0	41.0
619279	2963.0	1976.0
646898	0.0	0.0
11062	270.0	588.0
11065	37.0	8755.0
441505	1.0	2.0
11064	847.0	5152.0
23046	341.0	694.0
441502	2.0	5.0
23047	1902.0	4167.0
441501	6.0	8.0
23048	2461.0	18003.0
106479179	0.0	0.0
23049	4488.0	9874.0
106479178	1.0	1.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	1.0	766.0
106479171	1.0	0.0
106480175	0.0	1.0
23041	2292.0	2953.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	4886.0	10579.0
106480177	0.0	1.0
23043	484.0	366.0
106480179	0.0	0.0
104384744	0.0	0.0
11067	14888.0	13097.0
50674	1.0	1.0
11066	439.0	837.0
11069	441.0	539.0
11068	656.0	1071.0
139378	9.0	0.0
106480170	0.0	0.0
152330	324.0	523.0
106480172	0.0	0.0
106480171	0.0	0.0
11070	2032.0	4075.0
404550	178.0	23.0
644242	32.0	2.0
404552	0.0	0.0
11072	1586.0	2676.0
11074	16.0	2.0
644246	37.0	39.0
11073	1312.0	8305.0
166979	1.0	1.0
11076	981.0	67.0
11075	77.0	7.0
201965	607.0	1622.0
379027	0.0	0.0
23057	692.0	1093.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	782.0	3020.0
164312	6.0	22.0
106479168	1.0	1.0
106479167	3.0	0.0
106479166	6.0	2.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	2070.0	1925.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	3177.0	4198.0
379034	0.0	2.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	1864.0	2760.0
115399	143.0	79.0
23054	1948.0	9313.0
11078	2064.0	991.0
11077	14.0	96.0
644237	0.0	1.0
11079	3223.0	5435.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	2.0	0.0
106480182	0.0	0.0
11041	1175.0	776.0
11040	915.0	15393.0
11043	378.0	870.0
23023	1613.0	3923.0
441525	0.0	0.0
106480149	0.0	0.0
23024	2109.0	2232.0
106480148	0.0	0.0
23025	9.0	17.0
23026	81.0	31.0
441521	0.0	0.0
23028	2953.0	23721.0
106479199	0.0	0.0
23029	52.0	79.0
106479198	0.0	0.0
201973	410.0	954.0
106479197	1.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	0.0	1.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	8424.0	19626.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	0.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	14276.0	23261.0
106480157	0.0	0.0
11045	34.0	2.0
11044	1407.0	5006.0
11047	1816.0	6170.0
644248	2.0	0.0
11046	777.0	2910.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	0.0
343172	0.0	0.0
343171	5.0	1.0
343170	0.0	0.0
441519	0.0	0.0
11052	2702.0	10040.0
441518	1025.0	2491.0
11051	4659.0	6844.0
11054	979.0	1908.0
23034	2673.0	1107.0
23035	880.0	704.0
106480159	0.0	0.0
23036	1468.0	2642.0
729816	0.0	0.0
23037	2851.0	207.0
23038	4309.0	6857.0
106479189	0.0	0.0
23039	2943.0	7588.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	0.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	0.0	1.0
106479183	1.0	6.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	2991.0	3778.0
106479181	0.0	0.0
106480167	1.0	0.0
23031	631.0	950.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	3403.0	9675.0
106480169	2.0	3.0
729809	0.0	0.0
23033	1162.0	1474.0
106480168	0.0	0.0
11056	1255.0	3447.0
11055	7.0	0.0
343169	0.0	0.0
11057	3793.0	3795.0
11059	4530.0	6978.0
106480161	1.0	0.0
106480160	0.0	0.0
693200	0.0	1.0
693201	7.0	1.0
693202	0.0	0.0
693203	0.0	0.0
11021	1752.0	6484.0
693204	0.0	0.0
11020	846.0	993.0
693205	0.0	0.0
106479139	0.0	0.0
23001	2509.0	3313.0
106480127	0.0	0.0
693206	38.0	85.0
106479138	0.0	0.0
23002	3854.0	2355.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	0.0	0.0
693209	0.0	1.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	1038.0	977.0
106479134	0.0	0.0
106479133	0.0	0.0
23007	118.0	1405.0
106479132	0.0	0.0
23008	2342.0	4818.0
106479131	0.0	0.0
106479130	27.0	15.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	0.0
106480135	0.0	0.0
11023	0.0	27.0
84000	606.0	1107.0
11022	573.0	3706.0
11025	123.0	177.0
11024	44.0	56.0
84002	338.0	1140.0
139334	0.0	0.0
11027	49.0	53.0
11029	0.0	0.0
11030	5194.0	593.0
106479129	2.0	0.0
11031	2813.0	6312.0
106479128	0.0	0.0
106479127	0.0	0.0
106480138	0.0	0.0
23012	3690.0	2884.0
23013	3892.0	11926.0
106479126	0.0	0.0
106480137	0.0	0.0
23014	2112.0	5958.0
106479125	0.0	0.0
23015	1254.0	1224.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	873.0	3835.0
106479123	0.0	0.0
23017	133.0	39.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	4796.0	12398.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	1.0
23011	3635.0	3984.0
106480146	0.0	0.0
11034	24230.0	11765.0
152302	334.0	641.0
11033	88.0	77.0
11036	2.0	0.0
11035	423.0	228.0
11037	947.0	861.0
139341	677.0	678.0
644297	1.0	2.0
166968	1231.0	2026.0
619212	0.0	0.0
59067	0.0	13.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	1.0	0.0
106479158	0.0	0.0
106480107	0.0	0.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	1.0	0.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	75.0	108.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	0.0	0.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	194.0	199.0
11000	1568.0	471.0
11005	29.0	2.0
11004	55.0	9951.0
11007	493.0	370.0
11006	434.0	3033.0
127391	0.0	0.0
11010	1203.0	1367.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	0.0	0.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	1.0
127396	181.0	128.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	386.0	194.0
106479143	0.0	0.0
106479142	1.0	0.0
106479141	0.0	0.0
11019	398.0	456.0
106479140	0.0	0.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	0.0	0.0
11012	2564.0	11.0
11011	1201.0	5704.0
11014	9122.0	14076.0
11013	28.0	2743.0
11016	2132.0	2753.0
11015	535.0	458.0
11018	241.0	721.0
11017	1135.0	2683.0
139363	0.0	0.0
106144608	0.0	0.0
646808	4.0	10.0
106144606	3.0	0.0
106144607	0.0	0.0
345778	1135.0	694.0
646802	2.0	0.0
730861	3.0	1.0
729873	3.0	19.0
106144601	0.0	0.0
106144602	0.0	1.0
164395	31.0	5.0
729877	0.0	0.0
259308	2.0	0.0
259307	106.0	986.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	0.0	18.0
50604	22.0	1.0
106479119	0.0	1.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	0.0	0.0
106479113	0.0	0.0
106479112	1.0	0.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	791.0	629.0
50613	0.0	0.0
50612	0.0	0.0
50615	107.0	1021.0
50614	3.0	4.0
50617	375.0	62.0
729894	0.0	0.0
50616	0.0	1.0
50619	484.0	1724.0
50618	2142.0	3348.0
106479109	0.0	1.0
106479108	0.0	3.0
106479107	0.0	0.0
106479106	0.0	1.0
106479105	28.0	19.0
106479104	1.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	22.0	37.0
106479101	1.0	0.0
106479100	0.0	0.0
50624	37.0	58.0
646839	0.0	4.0
50626	1431.0	5379.0
646837	4.0	9.0
50628	1347.0	4380.0
646851	161.0	136.0
260332	0.0	1.0
23089	2039.0	5847.0
260334	29.0	235.0
260337	0.0	1.0
260338	0.0	0.0
23081	647.0	2145.0
23082	2068.0	8955.0
100272228	50.0	84.0
23085	2543.0	9086.0
23086	617.0	796.0
23087	858.0	1004.0
50631	13.0	35.0
50632	2.0	3.0
646849	0.0	0.0
23080	1924.0	3975.0
50636	31.0	139.0
50639	2.0	1.0
729830	174.0	1003.0
644202	1.0	8.0
646864	0.0	0.0
646862	3.0	0.0
729838	4.0	6.0
23092	1689.0	1400.0
23093	959.0	2230.0
23094	1713.0	4841.0
23095	2915.0	10914.0
23096	739.0	679.0
23097	971.0	3082.0
729828	0.0	0.0
23098	249.0	792.0
50640	1925.0	2316.0
23099	852.0	2421.0
730811	0.0	0.0
23090	982.0	103.0
23091	3357.0	2525.0
11081	69.0	11.0
50649	293.0	1096.0
11080	1814.0	839.0
11083	3252.0	4320.0
729862	0.0	0.0
11082	34.0	188.0
11085	0.0	0.0
644213	1.0	0.0
100286844	50.0	19.0
646875	1.0	0.0
644214	1.0	1.0
11086	45.0	1.0
646873	0.0	0.0
23067	1775.0	2717.0
23060	1603.0	2849.0
23061	6886.0	11586.0
23062	3715.0	12519.0
23063	2944.0	4717.0
23064	4310.0	8294.0
23065	2697.0	4195.0
50651	105.0	71.0
100272205	43.0	28.0
23066	174.0	124.0
50650	1958.0	5427.0
50652	1.0	0.0
11092	297.0	692.0
644220	5.0	5.0
11091	1316.0	13400.0
11094	824.0	2061.0
729852	609.0	537.0
11093	114.0	283.0
11096	2500.0	701.0
11095	187.0	21.0
11098	7233.0	4768.0
11097	783.0	1835.0
646884	0.0	1.0
23078	1503.0	949.0
729857	1.0	7.0
23070	2100.0	4299.0
23071	3007.0	7118.0
23072	25.0	49.0
164380	0.0	0.0
23074	966.0	2741.0
23075	5767.0	3892.0
23076	1683.0	11137.0
23077	4959.0	5436.0
11099	1900.0	1062.0
646879	0.0	0.0
644218	0.0	0.0
646877	0.0	0.0
100130972	1.0	1.0
100379220	2.0	2.0
100130970	0.0	0.0
284339	9.0	13.0
284338	46.0	1366.0
100129983	3.0	0.0
100129982	0.0	9.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	17.0	62.0
100129976	1.0	1.0
100130963	0.0	0.0
100130962	0.0	1.0
284325	366.0	1293.0
100129972	1.0	0.0
284323	518.0	544.0
100129969	6.0	4.0
100130958	64.0	116.0
693187	0.0	0.0
693188	0.0	0.0
693189	0.0	0.0
100130954	0.0	0.0
2444	567.0	270.0
100379249	3.0	0.0
693190	0.0	0.0
100129961	64.0	76.0
284312	20.0	0.0
693191	0.0	0.0
100129960	1.0	0.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	1.0	3.0
693177	0.0	0.0
693178	0.0	1.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	1.0
284309	881.0	1252.0
284307	251.0	100.0
284306	155.0	131.0
693180	0.0	0.0
693181	0.0	0.0
693182	0.0	0.0
693183	0.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	9.0	38.0
100130933	5.0	6.0
100130932	18.0	39.0
286967	0.0	0.0
100129941	0.0	1.0
100130929	1.0	2.0
284371	567.0	685.0
284370	625.0	511.0
100130923	2.0	0.0
100130922	0.0	0.0
100129937	0.0	0.0
100129933	3.0	14.0
2483	1161.0	3208.0
284369	0.0	0.0
2475	2490.0	6070.0
284367	57.0	19.0
284366	0.0	0.0
284361	3398.0	1326.0
50801	1.0	1.0
50804	651.0	3242.0
50805	61.0	0.0
100129926	2.0	5.0
50808	4416.0	5739.0
100129921	0.0	0.0
50807	2470.0	10324.0
100129920	2.0	0.0
50809	7610.0	11115.0
2496	1.0	4.0
2495	19809.0	21807.0
2494	734.0	146.0
2492	0.0	0.0
100129929	0.0	0.0
2491	22.0	1575.0
2488	0.0	0.0
2487	1482.0	430.0
284359	20.0	6.0
284358	61.0	93.0
284355	0.0	0.0
284353	10.0	49.0
284352	966.0	5688.0
50813	2652.0	3290.0
50814	797.0	3191.0
100129919	0.0	0.0
284349	340.0	1828.0
2499	2.0	1.0
284348	126.0	3877.0
2498	28.0	23.0
2497	16.0	16.0
284346	76.0	292.0
284340	193.0	95.0
23207	2369.0	9457.0
693121	0.0	0.0
100093625	0.0	0.0
23208	2032.0	1098.0
693122	4.0	1.0
100093626	1.0	0.0
23209	24.0	22.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	64.0	1544.0
693126	0.0	0.0
693127	0.0	0.0
693128	0.0	0.0
25862	350.0	1282.0
693129	0.0	0.0
23200	2058.0	4932.0
25861	474.0	1761.0
644191	4.0	4.0
23201	3355.0	7378.0
25864	491.0	363.0
23203	1421.0	10799.0
25865	2016.0	3529.0
23204	6604.0	45845.0
23205	22.0	2.0
644192	124.0	26.0
11228	1397.0	1201.0
84166	2261.0	6813.0
11221	408.0	1791.0
84168	6337.0	8931.0
11223	48.0	129.0
100093630	1741.0	2830.0
84167	170.0	336.0
11222	2524.0	8239.0
100093631	300.0	430.0
84162	4242.0	7094.0
11224	12574.0	54628.0
84164	2107.0	2607.0
11227	85.0	141.0
11226	6186.0	1994.0
84163	269.0	195.0
23218	2330.0	5261.0
23219	2022.0	3035.0
402093	0.0	0.0
100862704	8.0	6.0
11230	956.0	3209.0
23210	847.0	3743.0
25873	11204.0	46223.0
100379298	0.0	0.0
23211	1630.0	2367.0
25875	2185.0	2456.0
23212	643.0	5450.0
23213	3757.0	7195.0
25874	1954.0	4936.0
23214	3152.0	10744.0
25876	36.0	2.0
23215	6499.0	27782.0
23216	2935.0	9495.0
25879	1519.0	8794.0
100379296	0.0	0.0
25878	3614.0	9788.0
23217	5.0	1.0
84159	5980.0	2723.0
25871	1784.0	4177.0
25870	4240.0	5836.0
142940	968.0	1311.0
11232	244.0	965.0
11231	5375.0	10624.0
84154	1393.0	3275.0
11234	1416.0	1808.0
11236	1836.0	5064.0
11235	1462.0	3644.0
11238	933.0	204.0
84153	623.0	1634.0
11237	1668.0	1881.0
84152	3309.0	50.0
693120	0.0	0.0
100093624	0.0	0.0
166929	1380.0	2490.0
25847	2666.0	2992.0
84182	120.0	143.0
84181	2400.0	2673.0
25849	3530.0	1276.0
25840	9940.0	3035.0
25842	924.0	1855.0
25841	212.0	224.0
25844	4117.0	8003.0
25843	1657.0	1586.0
11209	63.0	184.0
84188	2732.0	2963.0
84187	2267.0	3973.0
11201	1570.0	1236.0
11200	303.0	1590.0
84189	1118.0	30.0
11202	132.0	69.0
84186	816.0	4980.0
25859	211.0	73.0
25858	1.0	0.0
84171	634.0	148.0
284391	1061.0	443.0
284390	97.0	64.0
100862726	0.0	0.0
100862727	0.0	0.0
100862728	3.0	0.0
25851	955.0	1841.0
25850	267.0	386.0
25853	2343.0	11946.0
25852	1590.0	2980.0
100862725	0.0	0.0
25855	1086.0	3458.0
25854	396.0	436.0
402077	0.0	0.0
11218	983.0	3865.0
11217	47.0	50.0
11219	15.0	10.0
139324	222.0	301.0
84176	3.0	6.0
11212	2181.0	3487.0
139322	1461.0	1996.0
84179	416.0	432.0
11211	86.0	2.0
84173	1686.0	995.0
11214	6065.0	5461.0
11213	1300.0	313.0
84172	1110.0	4108.0
284385	215.0	97.0
11216	1109.0	4124.0
11215	2756.0	1819.0
84174	109.0	779.0
284383	0.0	0.0
25826	1.0	0.0
693165	0.0	0.0
25825	4086.0	6213.0
693166	3.0	0.0
25828	2928.0	2637.0
693167	0.0	0.0
25827	519.0	944.0
693168	0.0	0.0
693169	0.0	0.0
25829	3690.0	5145.0
441669	0.0	0.0
392214	0.0	3.0
25820	3714.0	5300.0
127343	1.0	2.0
25822	632.0	1299.0
25821	1012.0	1477.0
25824	3217.0	5140.0
441662	0.0	0.0
106479099	0.0	0.0
25823	18.0	0.0
106479098	0.0	0.0
106480097	0.0	0.0
106479097	0.0	0.0
115361	3554.0	8538.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1143.0	1724.0
115362	429.0	16481.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	1.0	2.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	1.0	3.0
693174	1.0	4.0
693175	3.0	11.0
106480094	1.0	0.0
84191	986.0	1868.0
25837	58.0	32.0
693154	0.0	0.0
84190	269.0	241.0
25836	3037.0	3393.0
693155	19.0	29.0
25839	1639.0	2438.0
84193	2817.0	4904.0
693156	0.0	0.0
693157	0.0	0.0
693158	7.0	5.0
693159	0.0	0.0
392225	0.0	3.0
25831	5417.0	10008.0
25830	9.0	1.0
441654	0.0	2.0
25833	233.0	34.0
100379250	0.0	0.0
106479089	0.0	3.0
25832	315.0	987.0
106479088	0.0	0.0
25834	5.0	0.0
106479087	0.0	0.0
100379251	28.0	4.0
106479086	0.0	0.0
115350	26.0	23.0
106479085	5.0	0.0
414061	0.0	0.0
106479084	0.0	0.0
115352	96.0	479.0
106479083	0.0	0.0
414062	219.0	339.0
115353	1200.0	4368.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	57.0	505.0
693163	0.0	0.0
84196	2393.0	7363.0
693164	1.0	0.0
25804	1756.0	8304.0
693143	1.0	0.0
25803	3677.0	136.0
693144	1.0	2.0
25806	57.0	6.0
25805	1927.0	18310.0
693146	0.0	0.0
693147	0.0	0.0
25807	496.0	611.0
693148	0.0	1.0
693149	0.0	0.0
100130996	0.0	0.0
25809	329.0	629.0
100130995	1.0	0.0
100379287	0.0	0.0
100130994	0.0	0.0
441687	22.0	14.0
25800	11371.0	12314.0
25802	6102.0	265.0
25801	1170.0	1023.0
154907	0.0	0.0
106480075	1.0	0.0
106480074	1.0	0.0
106480077	0.0	0.0
106480076	0.0	0.0
106480079	2.0	1.0
106480078	0.0	0.0
142910	5.0	3.0
106480071	0.0	0.0
100380272	0.0	0.0
693151	0.0	0.0
142913	31.0	60.0
106480070	0.0	0.0
106480073	0.0	1.0
693152	0.0	0.0
693153	75.0	37.0
106480072	0.0	0.0
693132	0.0	0.0
25814	4091.0	6925.0
693133	1.0	0.0
693134	0.0	0.0
25817	41.0	57.0
25816	1267.0	1561.0
100130988	1.0	4.0
693135	0.0	0.0
25819	416.0	1797.0
693136	0.0	0.0
100129998	0.0	0.0
130940	67.0	12.0
25818	1315.0	1590.0
693137	0.0	0.0
693138	3.0	0.0
693139	0.0	0.0
100130980	1.0	7.0
25813	2295.0	2470.0
392209	4.0	1.0
25812	0.0	2.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	309.0	56.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	3.0	20.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	1.0	0.0
106480084	0.0	0.0
693141	0.0	1.0
693142	0.0	0.0
106480083	0.0	0.0
11180	4173.0	13173.0
154881	681.0	1435.0
11182	204.0	1042.0
11181	6.0	1.0
646770	0.0	0.0
11184	270.0	1182.0
392133	0.0	0.0
11183	2066.0	3113.0
392132	0.0	0.0
11186	1439.0	3038.0
139249	0.0	0.0
11185	1466.0	29.0
23166	3967.0	1976.0
23167	3151.0	5171.0
106480049	0.0	0.0
23168	3617.0	6208.0
106479059	0.0	0.0
23169	967.0	1755.0
166863	0.0	5.0
392138	0.0	0.0
106479058	0.0	0.0
729920	141.0	215.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	4055.0	7302.0
106479054	0.0	0.0
142891	1951.0	1985.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	2090.0	9280.0
106480055	0.0	1.0
106479051	1.0	0.0
23161	1777.0	2626.0
115286	917.0	1601.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	1075.0	2321.0
106480057	0.0	0.0
23163	1481.0	4814.0
106480056	0.0	0.0
152217	477.0	1149.0
23164	7395.0	9124.0
106480059	0.0	0.0
23165	1900.0	18361.0
106480058	0.0	0.0
11188	4714.0	4723.0
11187	942.0	4251.0
11189	2.0	1.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	2.0	0.0
11191	72.0	91.0
392140	3.0	0.0
11190	773.0	3515.0
404672	1304.0	2377.0
11193	796.0	525.0
154872	0.0	1.0
11194	824.0	2227.0
11197	188.0	303.0
11196	2756.0	2851.0
23177	2600.0	3036.0
402016	5.0	4.0
23178	300.0	1164.0
106479049	0.0	0.0
23179	2225.0	1429.0
106479048	0.0	0.0
127255	81.0	25.0
106479047	0.0	0.0
127254	151.0	8.0
106479046	0.0	0.0
646780	3.0	18.0
127253	1105.0	679.0
106479045	0.0	1.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	8.0	10.0
23170	1614.0	6460.0
115273	138.0	722.0
106480063	0.0	0.0
729909	0.0	4.0
106479041	0.0	0.0
23171	3803.0	742.0
106479040	0.0	0.0
106480066	1.0	2.0
23172	1034.0	2025.0
106480065	0.0	0.0
23173	1528.0	7120.0
106480068	0.0	0.0
23174	1762.0	2691.0
106480067	0.0	0.0
23175	1722.0	18195.0
23176	3177.0	3963.0
106480069	1.0	0.0
11199	0.0	0.0
11198	4884.0	20850.0
106480060	2.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	3612.0	6220.0
644131	76.0	46.0
404663	0.0	0.0
11162	106.0	259.0
646799	0.0	4.0
11161	1476.0	2208.0
404665	7.0	5.0
11164	1756.0	8839.0
11163	1799.0	2258.0
23144	754.0	4721.0
127247	0.0	0.0
106480028	0.0	0.0
23145	134.0	63.0
106480027	2.0	3.0
106480029	1.0	0.0
23148	192.0	58.0
106479079	0.0	0.0
646791	2.0	12.0
23149	108.0	283.0
441641	1.0	0.0
106479078	0.0	0.0
106479077	3.0	1.0
106479076	0.0	0.0
84108	432.0	1163.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	11.0	181.0
106479074	0.0	0.0
106480030	0.0	1.0
106479073	0.0	0.0
106480033	1.0	0.0
84109	2.0	0.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	2710.0	3625.0
115265	260.0	79.0
106480035	0.0	0.0
106479071	3.0	2.0
84103	0.0	0.0
23141	2894.0	9492.0
106480034	3.0	0.0
106479070	0.0	0.0
23142	1960.0	4069.0
84106	116.0	181.0
106480037	0.0	0.0
84105	534.0	1028.0
23143	1363.0	700.0
106480036	0.0	0.0
84100	174.0	305.0
11166	3.0	195.0
140258	0.0	0.0
644129	0.0	0.0
11165	860.0	3939.0
84102	799.0	1489.0
11168	2628.0	15811.0
84101	99.0	6.0
11167	29094.0	10029.0
644128	40.0	69.0
11169	217.0	2500.0
11171	5438.0	14353.0
11170	4137.0	1332.0
11173	191.0	213.0
441639	0.0	0.0
11172	15.0	2.0
343296	1.0	0.0
11174	99.0	90.0
644146	2.0	3.0
23155	1001.0	3638.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	2051.0	3839.0
23158	10274.0	3781.0
106479069	0.0	0.0
441631	378.0	133.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	1282.0	645.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	914.0	1573.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	3692.0	6200.0
106480045	0.0	0.0
106480048	0.0	0.0
