id	3a04fb30-378c-48a0-a02e-85cf81b31b43	fced57a8-570a-4f05-aa10-4e16aa7ecc85
157916	0.0	0.0
100130178	0.0	0.0
373856	0.0	31.0
4291	975.0	1519.0
4292	2412.0	2335.0
107075314	0.0	0.0
107075315	0.0	0.0
121952	6.0	0.0
107075318	0.0	0.0
107075319	0.0	0.0
100130167	0.0	0.0
104355290	0.0	1.0
104355291	0.0	0.0
104355292	0.0	0.0
133957	1928.0	2586.0
104355293	0.0	0.0
104355294	0.0	0.0
104355295	548.0	216.0
104355296	0.0	0.0
100129174	0.0	0.0
104355297	9.0	1.0
100129179	2.0	0.0
100129176	0.0	1.0
100533483	0.0	0.0
348995	2383.0	2161.0
100130158	0.0	0.0
100130155	0.0	0.0
107075300	0.0	0.0
107075301	3.0	1.0
107075302	0.0	0.0
100129160	0.0	0.0
100129162	0.0	1.0
145942	0.0	0.0
145946	2.0	3.0
100129167	0.0	0.0
373863	0.0	0.0
373861	2.0	3.0
157922	2641.0	4127.0
348980	51.0	5.0
100533467	1.0	0.0
100130148	11.0	0.0
650808	1.0	18.0
157927	0.0	0.0
64506	276.0	39.0
107075310	112.0	85.0
107075311	1.0	0.0
107075312	0.0	0.0
107075313	0.0	0.0
107075303	2.0	1.0
107075304	0.0	0.0
107075305	0.0	0.0
107075306	0.0	0.0
107075308	0.0	0.0
107075309	0.0	0.0
145957	14.0	8.0
100130139	2.0	3.0
64518	74.0	19.0
101241891	0.0	0.0
100129143	0.0	0.0
101241892	91.0	18.0
101060684	362.0	339.0
106182118	6.0	2.0
121981	0.0	1.0
407738	6.0	6.0
100130119	0.0	0.0
100129128	0.0	0.0
100130117	0.0	0.0
647201	0.0	0.0
100130110	0.0	0.0
133923	13.0	24.0
202500	4.0	10.0
100129124	0.0	0.0
100129123	0.0	0.0
647215	0.0	2.0
100130109	4.0	17.0
100130108	0.0	8.0
100130106	0.0	7.0
100130105	0.0	0.0
102577424	0.0	0.0
102577425	0.0	0.0
348938	6.0	50.0
348932	0.0	0.0
131368	6.0	25.0
169981	200.0	171.0
170961	94.0	61.0
170960	1121.0	1837.0
143341	15.0	5.0
100144748	113.0	74.0
100132766	0.0	0.0
348926	157.0	608.0
155340	0.0	0.0
131375	2.0	2.0
157983	103.0	36.0
131377	0.0	0.0
170959	962.0	1201.0
170958	621.0	1316.0
100132772	1.0	0.0
169966	0.0	0.0
170954	3894.0	9464.0
100132774	30.0	39.0
100132778	0.0	0.0
348910	0.0	0.0
101060691	739.0	622.0
143371	21.0	33.0
101241875	0.0	0.0
101241877	0.0	0.0
101241878	0.0	0.0
202559	6.0	1.0
143384	4521.0	4144.0
100132795	1.0	1.0
100132796	0.0	0.0
143379	71.0	0.0
503497	0.0	0.0
157956	78.0	19.0
442075	123.0	450.0
442078	0.0	10.0
145978	1.0	0.0
100423005	0.0	0.0
100423006	0.0	0.0
100423009	0.0	0.0
102467005	0.0	0.0
100423008	0.0	0.0
102467004	0.0	0.0
102467003	0.0	0.0
101926888	75.0	75.0
100130197	3.0	0.0
100130196	0.0	1.0
170949	0.0	0.0
100130192	3.0	1.0
100130190	1.0	1.0
145989	0.0	2.0
100423001	2.0	0.0
100423000	0.0	0.0
100423003	0.0	0.0
100423016	0.0	0.0
100423015	0.0	0.0
100423018	0.0	0.0
100423017	0.0	0.0
101926890	0.0	0.0
100423019	0.0	0.0
101926895	11.0	29.0
101926896	22.0	1.0
100130187	0.0	0.0
442097	5.0	10.0
442098	0.0	0.0
100129193	0.0	0.0
100129196	78.0	104.0
100129195	454.0	148.0
100129192	0.0	0.0
100423012	0.0	1.0
100423011	1.0	0.0
100423014	0.0	0.0
100129199	0.0	0.0
100423013	0.0	0.0
647187	1.0	0.0
6906	0.0	0.0
202134	8.0	1.0
6905	1238.0	3361.0
6908	906.0	1231.0
6907	3180.0	1558.0
6909	557.0	1016.0
6900	41.0	11.0
6902	3002.0	4782.0
6901	868.0	1049.0
6904	4137.0	10860.0
6903	959.0	2065.0
253714	721.0	574.0
100288436	0.0	1.0
647195	1.0	0.0
100288432	51.0	61.0
6917	3685.0	6466.0
100462767	2.0	7.0
6916	1074.0	1210.0
6919	1148.0	2432.0
6918	0.0	0.0
647190	0.0	1.0
100653489	2.0	0.0
6911	79.0	83.0
6910	666.0	451.0
6913	1371.0	390.0
253724	52.0	35.0
6915	142.0	216.0
253725	1726.0	1217.0
100288428	63.0	20.0
100288425	0.0	0.0
100288420	0.0	0.0
6928	0.0	1.0
6927	1.0	20.0
6929	2230.0	4614.0
202151	634.0	289.0
6920	2689.0	7012.0
6922	12.0	20.0
6921	1636.0	5606.0
6924	3907.0	4551.0
6923	4651.0	12580.0
6926	4263.0	2263.0
100462732	0.0	1.0
6925	10597.0	6361.0
6940	800.0	940.0
100288413	265.0	103.0
6939	110.0	24.0
6938	6639.0	4802.0
6932	1072.0	1267.0
6935	5812.0	3025.0
6934	4289.0	1081.0
6936	1384.0	1006.0
100288405	0.0	0.0
100462790	0.0	1.0
6950	9600.0	14036.0
165055	225.0	413.0
6949	2381.0	5444.0
100462799	0.0	0.0
6942	3527.0	3203.0
100132601	0.0	2.0
100462792	0.0	1.0
6941	705.0	2965.0
6944	1792.0	5085.0
100462794	23.0	237.0
6943	7.0	4.0
100462793	0.0	0.0
6945	3330.0	6989.0
192670	2827.0	1107.0
100462795	0.0	0.0
100132606	0.0	0.0
6948	5345.0	2584.0
6947	192.0	29.0
100462797	0.0	0.0
6960	0.0	0.0
6962	1.0	0.0
4300	1687.0	898.0
6961	0.0	0.0
6953	0.0	0.0
6954	6.0	1.0
6956	0.0	19.0
100132617	0.0	0.0
6959	0.0	0.0
100132618	7.0	4.0
253769	703.0	283.0
192683	720.0	1241.0
6958	0.0	0.0
100132619	0.0	0.0
107075180	0.0	0.0
6971	0.0	0.0
107075181	0.0	0.0
6970	0.0	0.0
107075182	0.0	0.0
6973	0.0	1.0
107075183	0.0	0.0
4311	19224.0	1404.0
6972	1.0	2.0
107075184	0.0	0.0
107075185	0.0	0.0
107075186	0.0	0.0
107075187	0.0	0.0
107075188	2.0	0.0
107075189	0.0	0.0
165082	99.0	25.0
100144604	29.0	13.0
100144603	41.0	37.0
100144602	0.0	1.0
4301	10150.0	6211.0
253738	2607.0	225.0
4302	10360.0	9774.0
4303	2707.0	743.0
6966	48.0	148.0
100462772	10.0	60.0
6968	0.0	0.0
4306	1789.0	412.0
6967	93.0	276.0
4308	10.0	2.0
6969	0.0	0.0
6980	2.0	0.0
107075190	0.0	2.0
107075191	0.0	0.0
6982	0.0	0.0
107075192	0.0	0.0
4320	141.0	27633.0
6981	20.0	22.0
107075193	0.0	0.0
6984	16.0	45.0
107075194	0.0	0.0
4321	39.0	73.0
4322	7.0	2899.0
6983	9.0	13.0
107075195	1.0	0.0
107075196	0.0	0.0
107075197	0.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	1.0	0.0
100462788	1.0	0.0
192666	4.0	0.0
100132630	5.0	4.0
192668	475.0	926.0
192669	2339.0	1179.0
6975	0.0	0.0
153090	7773.0	2221.0
4312	5.0	11027.0
4313	29152.0	46073.0
6974	5.0	24.0
4314	152.0	2676.0
6977	8.0	12.0
6976	11.0	14.0
100462782	0.0	0.0
4316	2378.0	1645.0
6979	1.0	1.0
100462785	0.0	0.0
4317	6.0	3.0
6978	3.0	16.0
4318	924.0	4067.0
100462787	0.0	0.0
4319	24.0	3974.0
100462786	0.0	0.0
6991	83.0	55.0
100616468	0.0	0.0
6990	2373.0	1905.0
647107	2.0	1.0
100616469	3.0	0.0
6993	2934.0	6746.0
4330	1396.0	883.0
4331	979.0	933.0
6992	4154.0	12560.0
107075160	0.0	0.0
100616467	1.0	0.0
4332	610.0	1933.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	1.0	0.0
107075162	0.0	0.0
100616465	0.0	0.0
107075163	0.0	0.0
107075164	0.0	0.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	3.0	1.0
107075166	0.0	1.0
107075167	0.0	0.0
107075168	0.0	0.0
107075169	0.0	0.0
100873958	0.0	0.0
100873957	0.0	0.0
4323	11033.0	52208.0
6986	1.0	1.0
100873952	0.0	4.0
4324	2907.0	2836.0
6985	0.0	3.0
100873951	0.0	0.0
6988	3661.0	3363.0
4325	602.0	836.0
100873950	0.0	0.0
4326	195.0	546.0
6987	0.0	0.0
4327	2718.0	1161.0
100873956	11.0	7.0
100873955	8.0	4.0
4329	4863.0	1499.0
100873954	14.0	11.0
100873953	0.0	0.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	1662.0	1577.0
4340	5.0	1.0
100616458	0.0	0.0
107075170	1.0	1.0
100616455	0.0	0.0
4342	0.0	0.0
107075171	0.0	1.0
100616456	0.0	0.0
4343	2798.0	9650.0
107075172	93.0	30.0
100616453	0.0	0.0
107075173	0.0	0.0
100616454	0.0	0.0
64689	3798.0	4325.0
107075174	0.0	0.0
100616451	0.0	0.0
107075175	0.0	0.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	0.0	0.0
100616450	0.0	0.0
107075178	0.0	0.0
107075179	0.0	0.0
650747	0.0	0.0
100873949	8.0	10.0
100873948	0.0	0.0
100873947	0.0	0.0
100873946	0.0	0.0
100873941	3.0	4.0
6997	3.0	1.0
4335	1241.0	1369.0
6996	1100.0	1723.0
100873940	1.0	0.0
6999	7.0	181.0
4336	3.0	5.0
4337	2815.0	763.0
6998	1.0	0.0
4338	2664.0	2881.0
100873945	0.0	0.0
100873944	0.0	1.0
100873943	0.0	0.0
100873942	4.0	1.0
100616448	0.0	0.0
100616449	0.0	0.0
4350	804.0	1527.0
100616446	0.0	0.0
4351	2422.0	2186.0
64693	0.0	2.0
100616447	0.0	0.0
4352	43.0	4.0
100873970	0.0	0.0
4353	16.0	19.0
647123	0.0	0.0
4354	2158.0	2381.0
4355	439.0	1306.0
107075141	5612.0	3000.0
100616440	0.0	0.0
64699	1025.0	121.0
107075142	0.0	0.0
100616441	0.0	0.0
107075143	0.0	0.0
647121	50.0	46.0
107075144	0.0	0.0
107075145	0.0	1.0
107075146	0.0	0.0
107075147	0.0	0.0
107075148	10.0	0.0
107075138	0.0	0.0
107075139	0.0	0.0
100873979	38.0	3.0
4345	1793.0	1185.0
100873974	10.0	0.0
100873973	0.0	0.0
100873972	0.0	0.0
100873978	3.0	0.0
100873977	0.0	0.0
100873976	3.0	0.0
100873975	1.0	0.0
100616437	0.0	0.0
4360	3899.0	263.0
100616438	0.0	0.0
4361	2142.0	997.0
100616435	2.0	0.0
4362	1.0	0.0
100616436	0.0	0.0
4363	4300.0	3538.0
100616433	0.0	0.0
100616434	0.0	0.0
647135	186.0	162.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	0.0
100616432	0.0	2.0
107075152	0.0	0.0
107075153	3.0	0.0
100616430	1.0	1.0
107075154	0.0	0.0
107075155	0.0	0.0
107075156	0.0	0.0
107075157	0.0	0.0
107075158	3.0	1.0
107075159	0.0	0.0
107075149	0.0	0.0
100873969	0.0	0.0
100288493	0.0	0.0
253782	3210.0	4459.0
100653423	0.0	0.0
4356	302.0	854.0
100873963	0.0	0.0
4357	1746.0	1300.0
100873962	0.0	0.0
4358	2368.0	2846.0
4359	438.0	36.0
100873960	0.0	0.0
100873967	11.0	2.0
100873966	0.0	0.0
100873965	1.0	1.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	2.0	1.0
647144	0.0	0.0
100873991	14.0	6.0
650794	76.0	36.0
100873990	2.0	2.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	0.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	0.0	0.0
100288486	0.0	0.0
107075126	0.0	0.0
100288483	0.0	0.0
107075116	17.0	34.0
107075117	39.0	9.0
107075118	1.0	0.0
107075119	0.0	0.0
100873995	1.0	0.0
100873994	1.0	0.0
100873993	2.0	0.0
100873998	6.0	0.0
100873997	0.0	0.0
348567	0.0	1.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	1.0	0.0
647156	0.0	0.0
647158	0.0	0.0
100616498	0.0	0.0
107075130	16.0	4.0
100616495	0.0	0.0
107075131	1.0	0.0
107075132	0.0	0.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	0.0	0.0
107075134	0.0	1.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	109.0	37.0
107075137	0.0	0.0
100616490	0.0	0.0
107075127	0.0	0.0
107075128	0.0	0.0
107075129	0.0	0.0
100288470	0.0	0.0
100873985	33.0	27.0
100873984	0.0	0.0
100873983	0.0	0.0
100873982	0.0	1.0
100873989	1.0	0.0
100873988	7.0	1.0
100873987	8.0	1.0
100873986	0.0	0.0
647166	7.0	0.0
100616488	0.0	0.0
647167	10.0	20.0
100616489	0.0	0.0
100616486	1.0	0.0
647169	0.0	0.0
100616487	0.0	0.0
647162	0.0	7.0
100616484	1.0	0.0
100616485	0.0	0.0
100616482	0.0	2.0
107075100	0.0	0.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	0.0
107075102	0.0	0.0
100616481	0.0	0.0
100288463	0.0	0.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	1.0	15.0
647177	0.0	0.0
100616477	28.0	13.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	1.0	0.0
100616473	0.0	0.0
647174	7.0	9.0
100616474	2.0	0.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	0.0	1.0
107075111	0.0	0.0
107075112	4.0	0.0
107075113	0.0	0.0
100616470	0.0	0.0
107075114	0.0	0.0
107075115	4.0	2.0
107075105	1.0	0.0
100288451	3.0	2.0
107075108	5.0	2.0
107075109	0.0	0.0
348654	542.0	1307.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	0.0	0.0
107075201	0.0	0.0
107075202	0.0	0.0
107075203	0.0	0.0
100129061	0.0	0.0
118672	206.0	137.0
100129060	72.0	23.0
118670	0.0	0.0
348645	71.0	97.0
100129067	0.0	7.0
64601	1683.0	2323.0
64600	0.0	1.0
107075210	0.0	0.0
107075211	0.0	1.0
100130043	4.0	2.0
107075212	0.0	0.0
107075213	0.0	0.0
100130042	0.0	0.0
107075214	0.0	0.0
107075204	1.0	2.0
118663	10.0	1.0
143630	23.0	9.0
107075205	0.0	0.0
100129050	1.0	0.0
107075206	0.0	0.0
107075207	0.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	1.0
131669	1.0	2.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	2.0
100130029	0.0	0.0
373509	3.0	1.0
100129031	0.0	0.0
100129032	6.0	7.0
100130017	0.0	0.0
100130015	50.0	23.0
100130014	1.0	8.0
131601	1891.0	2849.0
100129023	1.0	0.0
100130009	3.0	10.0
128025	6.0	2.0
64641	1435.0	153.0
100130006	0.0	0.0
100616530	4.0	29.0
64645	3934.0	5475.0
116039	1541.0	1949.0
100130003	48.0	98.0
100130002	1.0	1.0
64648	0.0	0.0
131616	758.0	644.0
100129013	0.0	1.0
100129008	0.0	0.0
64651	16657.0	2006.0
100129007	0.0	0.0
100129009	0.0	1.0
116028	80.0	1381.0
204801	1.0	0.0
100129004	0.0	0.0
100129005	0.0	0.0
64663	2.0	0.0
128077	3248.0	1808.0
167681	14.0	65.0
100132641	0.0	0.0
100132645	0.0	0.0
116092	925.0	3065.0
116093	2.0	18.0
128061	613.0	1081.0
100132656	2.0	7.0
116085	226.0	0.0
204851	8003.0	5737.0
116071	220.0	2395.0
167691	1297.0	340.0
116064	3946.0	3876.0
100132672	0.0	0.0
100132673	1.0	2.0
116068	1765.0	1719.0
100132677	0.0	6.0
100130099	0.0	0.0
100130097	16.0	10.0
143662	556.0	5.0
100132681	0.0	1.0
100132683	0.0	1.0
100130090	0.0	0.0
100130086	1.0	3.0
100129094	2.0	8.0
143678	7.0	3.0
100132699	0.0	0.0
100130079	1.0	0.0
100130074	6.0	3.0
143684	782.0	472.0
100129086	1.0	1.0
100129080	0.0	0.0
143689	214.0	71.0
143686	4748.0	2434.0
153020	2468.0	896.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	230.0	118.0
100130060	0.0	0.0
202243	1648.0	2462.0
100129074	1.0	0.0
647060	0.0	5.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	3732.0	5371.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	2.0	0.0
647076	11.0	13.0
100462880	22.0	5.0
100462881	0.0	0.0
100462886	1.0	1.0
100288307	3.0	0.0
647085	2.0	1.0
100653396	0.0	0.0
647087	2371.0	4248.0
647081	0.0	5.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	3.0	1.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	73.0	66.0
100616395	0.0	0.0
100616392	2.0	0.0
100616393	0.0	0.0
647094	0.0	1.0
100616390	0.0	0.0
100616391	0.0	0.0
100462866	6.0	6.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	9687.0	3174.0
202299	25.0	0.0
104355426	83.0	105.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	0.0	0.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	1.0	2.0
4430	6022.0	6761.0
100132501	74.0	13.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	106.0	1468.0
346085	1.0	17.0
100132510	3.0	1.0
4435	3001.0	9.0
4436	2214.0	4095.0
4437	2049.0	1832.0
4438	7.0	10.0
4439	116.0	109.0
253868	10.0	2.0
64793	929.0	1663.0
100616347	0.0	0.0
64792	1213.0	2139.0
100616348	0.0	0.0
64795	6472.0	4771.0
64794	1096.0	2698.0
100616346	0.0	0.0
100616343	1.0	2.0
100616344	0.0	0.0
64799	182.0	118.0
100616341	1.0	0.0
64798	2874.0	1986.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	84.0	20.0
103625683	0.0	0.0
100616336	0.0	0.0
103625684	2.0	3.0
100616337	0.0	0.0
103625681	11.0	10.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	165.0	235.0
100616327	0.0	0.0
100616328	1.0	0.0
650655	16.0	22.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	2.0	3.0
100616321	0.0	0.0
100616322	0.0	0.0
647000	0.0	6.0
100628307	0.0	0.0
100288380	4.0	1.0
86123	73.0	121.0
100616329	0.0	0.0
4481	2293.0	6637.0
100616317	0.0	2.0
4482	1275.0	373.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	229.0	58.0
647013	1.0	0.0
100616313	0.0	0.0
4486	535.0	127.0
100616310	0.0	0.0
4487	470.0	203.0
100616311	0.0	0.0
100288378	1.0	0.0
4477	62.0	4157.0
4478	34153.0	27457.0
4479	1.0	10.0
647009	68.0	37.0
100616318	12.0	27.0
100616319	0.0	0.0
4493	1408.0	2344.0
4494	365.0	799.0
4495	113.0	123.0
100616389	0.0	0.0
647024	1624.0	3737.0
4496	4.0	26.0
100616387	0.0	0.0
4498	2.0	0.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	0.0	0.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	1.0	0.0
4490	0.0	0.0
100616380	1.0	1.0
4488	708.0	783.0
4489	113.0	6.0
100616378	0.0	0.0
100616379	1.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	34.0	25.0
100616374	0.0	2.0
100616375	0.0	0.0
647033	5.0	11.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	172.0	48.0
4499	266.0	43.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	3.0	1.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	15.0	12.0
100288346	1.0	0.0
100616361	0.0	0.0
647044	0.0	6.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	1.0	1.0
118611	220.0	4.0
346007	141.0	26.0
100616358	0.0	0.0
100616359	0.0	0.0
100616356	0.0	0.0
100616354	1.0	0.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	0.0	0.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	53.0	9.0
647051	0.0	1.0
100288330	0.0	0.0
100303491	42.0	3.0
64711	1.0	3.0
64710	21793.0	28527.0
64714	33.0	0.0
64708	2151.0	2854.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	342.0	271.0
348761	0.0	6.0
100506084	83.0	63.0
64726	1.0	1.0
64725	1.0	1.0
64718	1152.0	1120.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	5.0	2.0
348751	143.0	203.0
131544	4729.0	719.0
64735	0.0	0.0
103283057	0.0	1.0
100533695	0.0	0.0
64744	3801.0	4878.0
64743	3607.0	3485.0
64746	3697.0	7881.0
64745	1526.0	2131.0
64748	1611.0	5410.0
64747	5819.0	7081.0
348738	2.0	54.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	0.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	0.0
100616422	0.0	1.0
64750	3215.0	2425.0
100616423	0.0	0.0
100533676	8.0	0.0
64753	267.0	158.0
100616420	0.0	0.0
100616421	0.0	0.0
64755	1825.0	4483.0
64754	214.0	474.0
64757	8239.0	365.0
100506050	0.0	0.0
64756	5029.0	3297.0
64759	14945.0	7679.0
100506054	240.0	242.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	1.0	0.0
100616429	1.0	0.0
100506049	0.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	3440.0	4834.0
100616413	0.0	0.0
100616414	0.0	0.0
100506046	67.0	50.0
64762	1436.0	1707.0
64761	1729.0	7764.0
64764	12997.0	6887.0
64763	974.0	1903.0
100616410	0.0	0.0
64766	1675.0	1707.0
64768	356.0	488.0
64769	4215.0	9110.0
100533682	0.0	0.0
100616417	4.0	2.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	12363.0	13897.0
100616402	0.0	0.0
64770	2034.0	1250.0
100616403	0.0	0.0
64773	1335.0	960.0
100616400	0.0	0.0
64772	860.0	2326.0
100616401	0.0	1.0
64777	2790.0	5978.0
64776	927.0	476.0
64779	864.0	988.0
64778	9345.0	6088.0
100506080	3.0	11.0
88745	1847.0	4165.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	1287.0	1834.0
100533668	0.0	2.0
64782	1253.0	2807.0
64781	3007.0	2073.0
100506068	3.0	4.0
64784	4367.0	3257.0
100533664	3.0	3.0
64783	748.0	1171.0
100533665	4.0	1.0
64786	4046.0	3324.0
100533666	0.0	0.0
64785	262.0	639.0
64788	911.0	1523.0
64787	1783.0	7438.0
100506061	0.0	0.0
64789	391.0	522.0
100506060	70.0	60.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	2.0	3.0
100506013	9.0	35.0
100506012	48.0	24.0
167555	111.0	131.0
100132520	0.0	0.0
100132526	16.0	26.0
100132529	33.0	2.0
100533646	3.0	0.0
100506003	0.0	0.0
100533642	97.0	50.0
100506007	74.0	37.0
100506001	17.0	17.0
100506000	1.0	0.0
204962	194.0	19.0
100462800	2.0	1.0
100132534	0.0	0.0
100132537	1.0	0.0
100506035	38.0	7.0
202309	91.0	255.0
100506039	0.0	0.0
100506033	623.0	785.0
100533619	1.0	2.0
100132541	0.0	0.0
100533624	0.0	0.0
100506025	1.0	0.0
100506020	6.0	11.0
131566	4066.0	1850.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	2788.0	2603.0
100462832	0.0	0.0
100132562	0.0	1.0
100132565	1.0	0.0
100462838	0.0	1.0
100462830	1.0	0.0
131572	0.0	0.0
131578	149.0	26434.0
100462843	0.0	1.0
131583	920.0	560.0
100462809	1.0	1.0
143570	1124.0	1051.0
100132580	17.0	3.0
100462811	1.0	0.0
100462810	8.0	3.0
100462813	5.0	2.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	33.0	1.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	0.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	57.0	45.0
170689	4959.0	392.0
170688	0.0	0.0
100462990	0.0	0.0
155061	1213.0	2772.0
131096	54.0	5.0
155066	2103.0	7336.0
170680	4.0	1.0
100533800	1.0	0.0
169693	49.0	2.0
170679	98.0	47.0
100036567	0.0	0.0
155051	26.0	18.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	260.0	534.0
143098	2181.0	1346.0
4507	2376.0	2779.0
4508	274058.0	88365.0
4509	48458.0	13519.0
100462977	9.0	2.0
4500	353.0	62.0
4501	3144.0	824.0
4502	6428.0	8509.0
4503	6.0	13.0
4504	0.0	14.0
4520	2539.0	1967.0
4519	507653.0	127689.0
170690	978.0	670.0
4511	17.0	38.0
4512	895591.0	423237.0
100462981	4.0	1.0
4513	302073.0	204470.0
4514	443988.0	172456.0
100462983	4.0	1.0
4515	58.0	60.0
170692	1561.0	32.0
100462985	3.0	1.0
170691	155.0	292.0
253512	2242.0	1366.0
4521	299.0	1416.0
4522	5978.0	4734.0
157680	4199.0	4211.0
4523	7.0	3.0
4524	2492.0	1430.0
4528	2079.0	3392.0
155006	451.0	0.0
4540	394198.0	87840.0
4541	118485.0	26444.0
157667	0.0	2.0
4542	1130.0	2418.0
4534	1282.0	1040.0
4535	459739.0	114080.0
4536	403876.0	129408.0
4537	104341.0	36521.0
4538	886956.0	326482.0
4539	60894.0	24324.0
157697	898.0	1028.0
4550	626408.0	232990.0
155038	3427.0	1487.0
4552	2187.0	2639.0
4553	0.0	0.0
4543	2.0	0.0
4544	0.0	0.0
4547	22.0	11.0
100036575	3.0	21.0
4548	5091.0	3252.0
100036574	0.0	0.0
4549	81659.0	27480.0
131076	495.0	664.0
4563	2.0	0.0
4564	0.0	0.0
4555	0.0	0.0
4556	2.0	0.0
4558	13.0	2.0
157695	1031.0	1187.0
157693	12.0	8.0
4570	0.0	0.0
348378	17.0	68.0
4571	3942.0	1708.0
4572	0.0	0.0
4573	1.0	0.0
4574	0.0	0.0
4575	2.0	0.0
100288287	0.0	0.0
100288283	1.0	1.0
4565	0.0	1.0
4566	0.0	0.0
4567	37.0	20.0
4568	2.0	0.0
253559	305.0	26.0
4569	2.0	3.0
253558	806.0	1192.0
4580	725.0	1897.0
4581	110.0	282.0
4582	5118.0	22535.0
4583	0.0	12.0
4584	198.0	46.0
4585	53.0	20.0
4586	0.0	0.0
4576	42.0	2.0
4577	2.0	0.0
4578	0.0	0.0
4579	30.0	31.0
4591	2168.0	3066.0
4593	2.0	0.0
4594	3345.0	2970.0
4595	361.0	656.0
4597	520.0	2132.0
100288264	0.0	0.0
4588	2060.0	1.0
4589	7.0	1.0
100288252	5.0	12.0
4598	819.0	1845.0
4599	3553.0	55932.0
100288248	0.0	0.0
650560	0.0	0.0
348327	222.0	225.0
100288235	0.0	0.0
100288227	1.0	0.0
253582	2.0	8.0
100288222	0.0	0.0
64834	6299.0	9191.0
