id	96ddce60-2be5-4f57-814b-35722aa00fd9	be8c6402-fb97-4c31-8a18-a5b4783a1726
100130799	1.0	1.0
23420	2328.0	2593.0
23421	873.0	584.0
23423	5215.0	8517.0
23424	1684.0	1263.0
23426	781.0	299.0
152519	410.0	62.0
152518	1470.0	565.0
441490	0.0	0.0
23438	2662.0	1643.0
23439	0.0	0.0
100130786	0.0	0.0
23430	17.0	30.0
100130785	0.0	0.0
23431	1978.0	888.0
23432	1659.0	1061.0
23433	3530.0	2381.0
441478	207.0	389.0
23434	0.0	0.0
23435	7738.0	4911.0
441476	23.0	2.0
23436	0.0	0.0
441484	0.0	1.0
441481	5.0	2.0
140545	241.0	73.0
100129795	2.0	0.0
139562	1.0	0.0
100129792	375.0	138.0
100129794	328.0	90.0
100129793	0.0	1.0
23405	7905.0	2330.0
23406	2676.0	4222.0
23408	1385.0	743.0
23409	123.0	75.0
100130776	555.0	741.0
100130775	0.0	1.0
441425	0.0	0.0
23400	2742.0	2682.0
100130771	34.0	7.0
23401	1022.0	450.0
23403	1658.0	837.0
441420	0.0	0.0
23404	1724.0	865.0
127579	290.0	79.0
100129784	1.0	1.0
100129781	18.0	44.0
100129782	0.0	0.0
23416	189.0	25.0
23417	1035.0	381.0
23418	48.0	2.0
100129777	0.0	0.0
441416	12.0	5.0
23410	3038.0	1048.0
23411	4377.0	1393.0
23412	1373.0	1035.0
23413	782.0	994.0
441410	0.0	0.0
23414	762.0	1333.0
23415	23.0	5.0
100129772	0.0	0.0
100130758	70.0	23.0
100130756	1.0	0.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	0.0	0.0
115584	33.0	4.0
379024	0.0	0.0
379025	3753.0	1114.0
100874502	0.0	0.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	1.0	0.0
100874504	1.0	0.0
100874503	1.0	0.0
284196	5.0	0.0
284194	1.0	102.0
139516	3.0	0.0
100129755	1.0	0.0
100130742	94.0	15.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	13.0	0.0
441432	2.0	0.0
441430	6.0	0.0
115572	2389.0	83.0
379011	0.0	0.0
379012	0.0	0.0
379013	15.0	2.0
284186	69.0	9.0
284185	46.0	35.0
646531	9.0	11.0
100463285	14.0	1.0
84328	2565.0	1342.0
84327	2099.0	1620.0
84329	358.0	291.0
84324	194.0	110.0
84326	1004.0	1585.0
84320	2560.0	2161.0
100500797	0.0	0.0
646527	1.0	2.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	404.0	290.0
100499227	20.0	16.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	0.0	0.0
127495	96.0	30.0
84309	1408.0	1102.0
84317	2932.0	2071.0
84316	1004.0	1298.0
84319	1103.0	1002.0
84318	681.0	244.0
84313	2698.0	3190.0
84312	823.0	394.0
84315	501.0	432.0
84314	709.0	211.0
646538	0.0	0.0
343069	0.0	0.0
84311	2811.0	2234.0
84310	2036.0	2341.0
343068	0.0	0.0
343066	0.0	0.0
100996939	113.0	100.0
23386	8300.0	6375.0
23387	9407.0	2675.0
23389	23095.0	8197.0
441400	5.0	3.0
100996930	8.0	3.0
201853	1603.0	270.0
23380	2415.0	2669.0
23381	6550.0	3383.0
23382	2981.0	1034.0
23383	6769.0	3029.0
23384	3280.0	1858.0
23385	10815.0	11656.0
106866914	0.0	0.0
84342	1921.0	1007.0
106866913	7.0	5.0
84343	3050.0	2021.0
60370	565.0	358.0
84340	2262.0	1583.0
106866915	0.0	0.0
646567	12.0	3.0
100996928	1.0	0.0
23397	75.0	288.0
23398	2294.0	936.0
23399	5463.0	4002.0
23390	4736.0	1673.0
23392	13031.0	7551.0
84335	2344.0	2793.0
23394	12286.0	6820.0
84334	929.0	828.0
23395	2255.0	1052.0
84337	2404.0	2658.0
84336	9675.0	2763.0
23396	4377.0	4458.0
60386	234.0	316.0
84331	552.0	637.0
60385	22.0	5.0
84330	576.0	482.0
84333	6486.0	3035.0
84332	17.0	49.0
152485	5517.0	1702.0
646575	0.0	0.0
646572	11.0	6.0
343045	1.0	1.0
646577	0.0	0.0
646576	50.0	35.0
23365	28851.0	8553.0
23366	1159.0	768.0
23367	13275.0	13202.0
23368	3572.0	1620.0
23369	18724.0	6065.0
23360	9150.0	2401.0
23361	3308.0	1651.0
140432	3.0	1.0
23362	4009.0	2013.0
23363	8513.0	2250.0
84364	7182.0	4065.0
84366	0.0	0.0
84365	2564.0	1807.0
343035	1.0	8.0
139452	0.0	0.0
646583	4.0	0.0
23376	4179.0	2379.0
23378	1827.0	1067.0
23379	6481.0	2441.0
646581	3.0	0.0
23370	421.0	183.0
23371	11064.0	6075.0
23373	1930.0	989.0
100499261	1.0	0.0
646597	0.0	0.0
646595	94.0	1.0
100499258	0.0	0.0
23344	12951.0	6052.0
23345	9685.0	4467.0
201895	15611.0	8737.0
23347	7536.0	2535.0
646592	1.0	0.0
23348	7981.0	3872.0
23349	97.0	17.0
140453	0.0	0.0
23341	3275.0	1874.0
140456	7.0	1.0
140458	5.0	0.0
100499252	17.0	6.0
140459	2194.0	1356.0
100499251	0.0	0.0
23353	12173.0	4895.0
23354	1581.0	570.0
23355	3508.0	2287.0
23357	2537.0	722.0
23358	6800.0	3378.0
23359	68.0	340.0
140460	1968.0	1225.0
140461	3121.0	1740.0
140462	285.0	36.0
23350	11655.0	4341.0
140464	0.0	0.0
23351	6069.0	1792.0
140465	2181.0	911.0
23352	18886.0	6714.0
140467	2213.0	2746.0
140468	0.0	1.0
140469	44.0	31.0
84376	7837.0	3088.0
2702	967.0	2028.0
2701	940.0	1311.0
2700	4.0	40.0
2709	62.0	16.0
2707	128.0	28.0
2706	120.0	8042.0
2705	649.0	50.0
2703	0.0	0.0
345651	19.0	18.0
2712	0.0	0.0
106866981	0.0	0.0
2710	410.0	287.0
106866980	0.0	0.0
2719	6845.0	969.0
2717	3191.0	5093.0
50964	1.0	1.0
345643	44.0	56.0
345645	1.0	0.0
286826	704.0	336.0
286827	314.0	1523.0
286828	0.0	0.0
59307	1434.0	1851.0
2720	3954.0	4956.0
2729	3624.0	2125.0
100500737	1.0	1.0
345630	71.0	48.0
2735	189.0	167.0
2734	22347.0	12652.0
2733	3481.0	2092.0
2732	0.0	0.0
2731	34.0	151.0
2730	2772.0	1196.0
2739	6459.0	8033.0
2738	443.0	367.0
2737	10657.0	4180.0
2736	757.0	759.0
106144534	1.0	0.0
106144535	1.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	11.0	3.0
106144533	0.0	0.0
2746	16531.0	7486.0
2745	726.0	1928.0
2744	5555.0	2799.0
2743	1521.0	1009.0
60314	2083.0	2133.0
2742	3.0	0.0
60313	11939.0	5498.0
106144527	0.0	0.0
2741	2.0	0.0
259217	623.0	908.0
60312	5452.0	4675.0
106144528	5.0	5.0
2740	314.0	39.0
106144529	0.0	0.0
259215	0.0	0.0
2749	167.0	38.0
345611	7.0	2.0
50999	5988.0	1524.0
2747	132.0	137.0
259236	55.0	18.0
2760	8327.0	7608.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	0.0	5.0
259232	754.0	433.0
259230	2581.0	1342.0
59339	3726.0	1368.0
59338	3608.0	1633.0
59335	6.0	6.0
2752	41263.0	86473.0
59336	0.0	0.0
2750	0.0	0.0
2771	16151.0	18363.0
59342	17735.0	5723.0
59341	558.0	250.0
2770	2218.0	816.0
59344	66.0	60.0
59343	4403.0	1336.0
59340	17.0	1.0
84306	221.0	243.0
2768	4227.0	4249.0
2767	6215.0	3052.0
59349	3488.0	3755.0
84305	1482.0	1147.0
2766	646.0	830.0
2765	0.0	0.0
84307	4228.0	945.0
84302	545.0	286.0
2764	5112.0	2715.0
59345	3542.0	2575.0
84301	7403.0	3045.0
2762	1278.0	1041.0
84304	780.0	574.0
59348	1479.0	447.0
84303	725.0	596.0
59347	4.0	0.0
2761	0.0	0.0
84300	1091.0	1180.0
646508	0.0	0.0
2769	517.0	465.0
646507	0.0	0.0
646520	1.0	2.0
2782	23310.0	23819.0
59353	176.0	87.0
2781	601.0	533.0
59352	2962.0	790.0
2780	0.0	0.0
59351	6.0	2.0
59350	3.0	11.0
2779	0.0	0.0
2778	55943.0	66541.0
2777	77.0	350.0
2776	12465.0	5874.0
2775	563.0	58.0
2774	1770.0	787.0
2773	7147.0	4209.0
60343	2104.0	1399.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	2.0
105370308	0.0	0.0
2793	60.0	43.0
100379584	0.0	0.0
2792	0.0	2.0
2791	2842.0	2021.0
2790	404.0	497.0
105369316	0.0	0.0
2789	0.0	0.0
2788	3245.0	611.0
2787	2754.0	4875.0
2786	93.0	72.0
441194	820.0	342.0
2785	12.0	11.0
2784	142.0	35.0
2783	8178.0	6538.0
441191	881.0	991.0
100129622	1.0	3.0
100130606	0.0	0.0
286410	2418.0	982.0
100130603	0.0	0.0
286411	4.0	16.0
100130600	645.0	76.0
100379571	296.0	89.0
441177	1.0	0.0
2799	17287.0	12485.0
2798	17.0	1.0
2797	8.0	1.0
2796	122.0	33.0
2794	5854.0	2023.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	1.0	1.0
100129604	0.0	0.0
286430	15.0	7.0
105369343	2.0	1.0
286436	0.0	0.0
100379592	15.0	2.0
441154	1.0	0.0
441151	47.0	10.0
441150	149.0	270.0
191585	21.0	133.0
105370357	0.0	0.0
441133	2.0	2.0
100142659	30.0	4.0
100379564	7.0	0.0
441168	164.0	221.0
441166	16.0	5.0
101730217	11.0	0.0
441161	26.0	0.0
441160	8.0	7.0
646498	0.0	0.0
441108	515.0	196.0
23562	9.0	61.0
23563	8.0	0.0
359948	19275.0	8630.0
23564	4939.0	2471.0
23566	509.0	531.0
100130693	4.0	1.0
23567	1378.0	668.0
23568	531.0	553.0
23569	2.0	5.0
23560	3454.0	2075.0
286494	7.0	0.0
286495	1522.0	487.0
286499	19.0	26.0
100130687	1.0	1.0
23576	6038.0	2530.0
117608	1592.0	356.0
100129690	4.0	1.0
100129696	72.0	12.0
100129692	0.0	0.0
100129694	0.0	0.0
23548	1247.0	404.0
23549	4367.0	3446.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	6670.0	2350.0
23542	453.0	2019.0
23543	14106.0	5505.0
130612	210.0	75.0
23544	482.0	127.0
130617	1253.0	850.0
100130671	0.0	0.0
23545	1704.0	1114.0
441124	489.0	181.0
23546	2.0	1.0
441123	1.0	0.0
23547	123.0	96.0
441131	1.0	0.0
23559	1164.0	301.0
23551	626.0	480.0
23552	1168.0	576.0
23553	4.0	0.0
23554	909.0	420.0
23555	3371.0	4029.0
100130660	1.0	1.0
23556	3426.0	1317.0
23557	1601.0	2233.0
23558	9203.0	10906.0
23550	9322.0	1822.0
23526	1342.0	821.0
23527	6323.0	2457.0
23528	3021.0	3082.0
286442	0.0	3.0
23529	353.0	244.0
129642	3499.0	3171.0
286444	21.0	24.0
100129669	0.0	0.0
100463482	3.0	7.0
23520	0.0	0.0
23521	116546.0	72296.0
23522	8488.0	6190.0
23523	6574.0	3583.0
23524	82608.0	23521.0
359996	0.0	0.0
115004	359.0	453.0
100129664	0.0	0.0
100463487	3.0	3.0
100463486	36.0	18.0
100463489	0.0	1.0
100463488	2.0	6.0
100129662	35.0	6.0
286451	5407.0	4285.0
23538	0.0	0.0
23539	160.0	23.0
23530	3625.0	2155.0
23531	588.0	1468.0
100130640	1.0	0.0
23532	62.0	443.0
23533	394.0	364.0
359997	1.0	0.0
23534	4867.0	2444.0
23536	1970.0	904.0
100463498	22.0	56.0
100129654	3.0	2.0
286460	167.0	101.0
100129650	3.0	0.0
23504	106.0	19.0
100499416	0.0	0.0
23505	7685.0	5163.0
100499417	0.0	0.0
23506	6754.0	2066.0
286464	7.0	5.0
100130637	0.0	0.0
23507	1751.0	644.0
100130636	0.0	0.0
23508	2342.0	1147.0
23509	6902.0	4069.0
286467	112.0	52.0
100129647	0.0	0.0
100130631	0.0	0.0
23500	3281.0	1642.0
100499418	0.0	0.0
23503	4467.0	1363.0
100129641	8.0	5.0
100129640	4.0	1.0
286472	0.0	0.0
23515	5197.0	1643.0
345275	211.0	13.0
100499405	648.0	139.0
23516	3740.0	3672.0
23517	6049.0	3453.0
100130626	0.0	0.0
23518	2256.0	1873.0
102465752	0.0	0.0
23519	1.0	0.0
345274	203.0	41.0
100130621	121.0	18.0
23510	4196.0	2690.0
23511	5337.0	3736.0
23512	4185.0	1520.0
23513	5037.0	1622.0
23514	5692.0	2325.0
100129631	3.0	1.0
129607	295.0	566.0
129563	2529.0	1480.0
431704	0.0	0.0
117579	0.0	0.0
130557	1012.0	534.0
431705	18.0	5.0
431707	0.0	3.0
129560	0.0	0.0
117583	3617.0	1451.0
84449	2186.0	658.0
84448	190.0	241.0
117584	1902.0	804.0
84445	5593.0	3017.0
84444	1543.0	552.0
84447	5667.0	7006.0
84446	490.0	234.0
84441	9584.0	2117.0
84440	2568.0	678.0
84443	144.0	125.0
646405	96.0	23.0
646409	1.0	0.0
117581	596.0	456.0
130560	9.0	0.0
646424	254.0	1.0
84437	1272.0	636.0
84439	459.0	571.0
60489	1295.0	821.0
60488	3417.0	2519.0
84433	386.0	255.0
60487	1152.0	467.0
84436	2219.0	324.0
84435	3.0	0.0
60485	9094.0	2232.0
60484	18.0	5.0
84432	4.0	13.0
60482	6.0	6.0
60481	20927.0	39376.0
130576	1783.0	419.0
130574	3767.0	330.0
84467	108.0	3.0
84466	873.0	765.0
60496	3270.0	1410.0
60495	1784.0	67.0
60494	57.0	13.0
84465	22.0	8.0
84464	955.0	516.0
60493	1119.0	781.0
60492	2967.0	1307.0
60491	1625.0	1148.0
60490	493.0	437.0
84461	2344.0	509.0
84460	4366.0	646.0
646442	2.0	0.0
129530	83.0	25.0
129531	1262.0	622.0
130589	1712.0	1485.0
201501	2554.0	632.0
84456	1244.0	903.0
84455	1227.0	442.0
84458	2902.0	1198.0
84457	103.0	59.0
84450	3306.0	1162.0
646457	3.0	1.0
100500870	2.0	0.0
100500872	0.0	0.0
201514	619.0	446.0
201516	21.0	2.0
646450	182.0	57.0
23480	1389.0	1736.0
105416157	109.0	176.0
23481	4042.0	2877.0
23483	1195.0	434.0
23484	2768.0	2237.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	1.0	0.0
100500879	0.0	0.0
646463	0.0	0.0
646467	8.0	9.0
100500860	0.0	0.0
96459	4383.0	2238.0
100500861	0.0	0.0
23498	814.0	314.0
23499	41845.0	14551.0
23491	528.0	701.0
23492	5805.0	1382.0
23493	1154.0	709.0
23495	27.0	6.0
100500862	0.0	0.0
100500863	2.0	1.0
100034743	1.0	0.0
100500864	0.0	0.0
100500865	65.0	8.0
100500866	1.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	1.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	5782.0	7275.0
394217	0.0	1.0
23464	731.0	517.0
130535	2235.0	1033.0
23466	5820.0	1554.0
23467	1239.0	726.0
23468	10935.0	6141.0
23469	14654.0	5357.0
2801	8614.0	6210.0
2800	3216.0	1961.0
23460	2818.0	787.0
23461	5604.0	943.0
23462	1237.0	1144.0
100500895	1.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	6141.0	8858.0
100500898	0.0	0.0
2805	1865.0	1867.0
100500899	0.0	0.0
2804	28896.0	12705.0
2803	15105.0	6302.0
2802	7890.0	4836.0
130540	72.0	14.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1283.0	1189.0
23475	990.0	574.0
23476	8623.0	5025.0
23478	6506.0	6546.0
23479	5286.0	3999.0
646480	0.0	0.0
2812	0.0	0.0
2811	177.0	41.0
2810	1993.0	2160.0
23471	14334.0	10319.0
23473	4424.0	1786.0
100500884	0.0	0.0
2819	192.0	1843.0
100500885	0.0	0.0
84498	5653.0	3036.0
100500886	0.0	0.0
2817	3918.0	5203.0
100500888	0.0	0.0
2815	1.0	0.0
100500889	8.0	1.0
2814	6.0	5.0
2813	188.0	7313.0
2823	365.0	25.0
2822	246.0	56.0
2821	9239.0	14507.0
100500839	0.0	0.0
2820	6718.0	3358.0
201562	5521.0	3607.0
100379623	0.0	1.0
2829	41.0	10.0
100500831	0.0	0.0
2828	374.0	703.0
2827	81.0	31.0
100500833	9.0	1.0
2826	44.0	27.0
100500834	0.0	0.0
2825	45.0	713.0
100500835	1.0	0.0
2824	9883.0	1641.0
100500836	0.0	0.0
727699	4.0	1.0
2834	0.0	1.0
100500826	0.0	0.0
2833	53.0	294.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	1.0
2831	0.0	10.0
100500829	0.0	0.0
60401	1172.0	322.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	12.0	2.0
100500822	0.0	0.0
2837	27.0	10.0
100500823	2.0	2.0
100500824	0.0	0.0
2835	129.0	14.0
100500825	0.0	0.0
100500850	37.0	8.0
2845	3.0	2.0
100500859	0.0	0.0
2844	2.0	2.0
2843	6.0	20.0
2842	22.0	10.0
2841	19.0	28.0
60412	6942.0	3284.0
2840	87.0	7.0
100500851	0.0	0.0
100500854	21.0	1.0
2849	3.0	0.0
100500855	0.0	0.0
2848	2.0	3.0
394261	2.0	2.0
2847	36.0	15.0
347933	1.0	0.0
100500857	2.0	0.0
2846	142.0	44.0
100500858	0.0	0.0
394263	2.0	17.0
2856	1.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	7.0	7.0
201595	12750.0	7973.0
2852	286.0	168.0
2850	1051.0	951.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	143.0	70.0
100500846	0.0	0.0
2857	619.0	387.0
100500847	0.0	0.0
2870	1912.0	1603.0
107105261	0.0	0.0
2867	30.0	106.0
107105265	0.0	0.0
60437	75.0	16.0
2866	0.0	0.0
107105264	4.0	0.0
60436	2224.0	947.0
2865	3.0	2.0
107105263	1.0	0.0
2864	35.0	0.0
107105262	0.0	0.0
2863	457.0	252.0
2862	9.0	4.0
2861	377.0	136.0
347918	1715.0	490.0
107105266	9.0	1.0
2869	2144.0	686.0
2868	379.0	194.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	6894.0	4625.0
2877	312.0	118.0
107105253	23.0	13.0
2876	5422.0	6085.0
2875	188.0	58.0
2874	296.0	56.0
2873	4104.0	5654.0
2872	9867.0	4961.0
107105256	0.0	0.0
2871	12.0	3.0
347902	15626.0	2580.0
107105259	0.0	0.0
2879	7499.0	13200.0
727682	0.0	0.0
727684	0.0	0.0
2892	491.0	202.0
2891	270.0	12.0
2890	133.0	8.0
727686	3.0	0.0
84419	1286.0	902.0
2889	8005.0	4352.0
100500815	0.0	0.0
2888	161.0	1182.0
100500816	0.0	0.0
2887	5258.0	2450.0
100500817	0.0	0.0
2886	3124.0	1179.0
100500818	0.0	0.0
2885	9072.0	8448.0
100500819	0.0	0.0
2884	2.0	3.0
2882	1004.0	1648.0
100642175	10.0	1.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	6.0	0.0
100500813	0.0	0.0
100500814	2.0	1.0
727676	0.0	0.0
107105271	0.0	1.0
727677	85.0	10.0
2899	2174.0	618.0
84418	1702.0	3005.0
2898	33.0	50.0
60468	1743.0	572.0
84417	3757.0	469.0
2897	216.0	6.0
2896	14208.0	19035.0
60467	1.0	0.0
100500808	0.0	0.0
2895	89.0	0.0
100500809	0.0	0.0
2894	697.0	397.0
2893	3251.0	84.0
100500801	0.0	0.0
100500802	21.0	8.0
100500803	0.0	0.0
23603	7218.0	6104.0
100129507	0.0	0.0
23604	1278.0	578.0
23605	0.0	0.0
23606	1.0	0.0
23607	8425.0	4163.0
23608	10118.0	4196.0
23609	2410.0	1632.0
286527	26.0	10.0
286528	0.0	0.0
23600	313.0	284.0
23601	78.0	246.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	2.0	1.0
23614	0.0	0.0
23615	19.0	11.0
23616	837.0	729.0
286530	271.0	260.0
23617	0.0	0.0
23619	47.0	0.0
23612	2978.0	2729.0
23613	5600.0	2285.0
286544	182.0	630.0
286550	0.0	0.0
286554	1.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	14.0	4.0
100463528	0.0	0.0
441272	533.0	247.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	59.0	6.0
441261	3.0	2.0
100288984	1.0	0.0
441295	75.0	22.0
441294	15.0	0.0
100463500	0.0	1.0
100288979	0.0	0.0
286512	5.0	1.0
286514	0.0	3.0
60625	1386.0	641.0
441282	1293.0	85.0
646377	0.0	0.0
100130579	1.0	0.0
646379	0.0	0.0
646378	2.0	1.0
23683	5315.0	2710.0
404281	106.0	65.0
100130572	0.0	0.0
646370	1.0	1.0
23682	865.0	368.0
100129587	0.0	0.0
100129583	763.0	83.0
100129584	0.0	0.0
441218	0.0	0.0
100130566	6.0	1.0
100130564	0.0	4.0
100130562	2478.0	1162.0
100130561	157.0	45.0
441212	360.0	155.0
646382	1.0	0.0
100129570	0.0	0.0
404266	7.0	18.0
100130557	104.0	40.0
100130555	0.0	0.0
646390	0.0	0.0
441246	51.0	28.0
23666	110.0	141.0
23667	0.0	0.0
646392	1.0	0.0
23668	3.0	0.0
441251	0.0	0.0
441250	1089.0	497.0
23660	1798.0	660.0
100129564	0.0	0.0
100129566	0.0	0.0
100129561	0.0	0.0
100130549	0.0	0.0
130500	0.0	0.0
100129557	0.0	1.0
23673	5459.0	3310.0
441238	29.0	7.0
130502	627.0	133.0
23676	5.0	0.0
130507	6914.0	2459.0
23677	8901.0	6372.0
441234	1.0	0.0
23678	2341.0	472.0
23679	0.0	1.0
23670	5282.0	5874.0
23671	13.0	2.0
100129556	0.0	0.0
100129555	3.0	0.0
23647	6105.0	4619.0
23648	6207.0	3411.0
100130539	21.0	7.0
23649	881.0	595.0
129521	0.0	0.0
100130535	3.0	0.0
23640	1397.0	1157.0
23641	2481.0	4076.0
23642	3190.0	833.0
23643	370.0	333.0
23644	4041.0	1937.0
23645	9630.0	1633.0
23646	13471.0	12233.0
100129543	55.0	41.0
23658	1809.0	1432.0
23659	1493.0	1615.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	1.0	0.0
100130522	386.0	84.0
23650	19090.0	3288.0
23654	27391.0	16326.0
23657	375.0	114.0
117532	12.0	5.0
117531	17.0	8.0
100130519	65.0	65.0
23625	735.0	1479.0
23626	0.0	0.0
23627	122.0	1015.0
100130514	4.0	0.0
441208	28.0	12.0
23620	0.0	2.0
23621	5800.0	3936.0
23623	2074.0	3236.0
23624	811.0	987.0
23636	4302.0	3509.0
23637	9029.0	3756.0
23639	552.0	208.0
100129515	0.0	0.0
23630	27.0	6.0
23632	96.0	25.0
23633	7419.0	4688.0
23635	5332.0	2025.0
100129512	0.0	0.0
404201	709.0	149.0
404203	4.0	0.0
129446	1.0	1.0
404204	0.0	0.0
84569	1.0	0.0
60598	203.0	1174.0
84561	1159.0	1503.0
60592	5118.0	3674.0
84560	0.0	0.0
648947	3.0	0.0
646300	59.0	10.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	305.0	118.0
727736	0.0	0.0
84559	0.0	0.0
84557	932.0	979.0
84553	792.0	502.0
84552	1832.0	993.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	5.0	7.0
100499457	0.0	0.0
727764	6.0	0.0
102465669	0.0	0.0
102465668	4.0	3.0
646309	424.0	73.0
201627	4921.0	1416.0
646324	41.0	62.0
201626	2680.0	1148.0
727758	263.0	30.0
201625	126.0	67.0
648980	2.0	3.0
84572	3189.0	2917.0
646316	0.0	0.0
84570	305.0	30.0
345462	417.0	190.0
102465689	5.0	4.0
102465688	0.0	0.0
646330	1.0	0.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	14188.0	3806.0
727701	7.0	3.0
727703	29.0	2.0
727704	0.0	0.0
201633	51.0	119.0
2900	245.0	37.0
2908	12598.0	4095.0
2907	11739.0	15392.0
2906	113.0	517.0
2905	69.0	18.0
2904	64.0	5.0
2903	105.0	90.0
345456	0.0	0.0
2902	95.0	17.0
2901	507.0	100.0
406894	1.0	0.0
406893	2.0	0.0
406896	18.0	1.0
406895	3.0	0.0
406898	0.0	0.0
646348	0.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	1.0	1.0
2911	16.0	11.0
201651	22.0	3.0
2919	133.0	1.0
2918	47.0	79.0
102465691	0.0	0.0
2917	106.0	17.0
2916	24.0	10.0
2915	0.0	5.0
2914	11.0	82.0
2913	10.0	2.0
2912	21.0	19.0
404220	47.0	11.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	1.0
406884	0.0	0.0
646359	0.0	0.0
406887	0.0	0.0
406886	5.0	0.0
406889	0.0	0.0
406888	1.0	0.0
23584	1913.0	102.0
23585	8039.0	8202.0
23586	2687.0	1600.0
23587	1743.0	1008.0
23588	4838.0	1702.0
23589	2530.0	3007.0
406881	0.0	0.0
2922	2046.0	2168.0
2921	97.0	0.0
2920	1807.0	16.0
23580	10272.0	5193.0
23581	5.0	2.0
23582	3967.0	2497.0
23583	1657.0	1293.0
404217	211.0	296.0
2928	0.0	0.0
2926	7145.0	4799.0
2925	648.0	27.0
2923	21893.0	34699.0
646366	0.0	2.0
345430	1.0	1.0
406875	0.0	0.0
404216	0.0	83.0
23595	2417.0	1524.0
23596	795.0	439.0
23597	1894.0	1646.0
96597	15.0	5.0
23598	5434.0	3625.0
100130584	0.0	0.0
100130581	440.0	125.0
646360	84.0	4.0
129450	1105.0	378.0
130429	0.0	0.0
2932	6099.0	3374.0
2931	3542.0	3858.0
23590	255.0	195.0
100129591	19.0	4.0
23591	4.0	0.0
23592	3435.0	1497.0
23593	5974.0	4197.0
23594	80.0	112.0
727708	1.0	0.0
100499485	0.0	0.0
100129597	0.0	0.0
100499483	256.0	38.0
2939	2.0	6.0
2938	124.0	26.0
2937	2662.0	2281.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	3435.0	1942.0
2935	10011.0	6449.0
2934	78175.0	27509.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	2674.0	1194.0
60506	0.0	0.0
2944	18.0	13.0
2942	0.0	0.0
2941	2045.0	612.0
2940	22.0	7.0
2949	1790.0	242.0
2948	1361.0	827.0
2947	4943.0	1245.0
2946	4302.0	866.0
60526	1224.0	870.0
2954	1469.0	446.0
2953	9.0	3.0
2951	0.0	0.0
2950	10462.0	6896.0
2959	2355.0	942.0
2958	1704.0	2378.0
2957	5453.0	2204.0
2956	6223.0	3472.0
100288948	0.0	1.0
60529	3496.0	100.0
60528	4514.0	3380.0
2966	317.0	200.0
84504	0.0	0.0
2965	3909.0	1877.0
84503	877.0	311.0
2964	5.0	1.0
2963	1519.0	952.0
2962	6711.0	4100.0
2961	1354.0	1178.0
84502	532.0	56.0
2960	1011.0	734.0
84501	407.0	206.0
2969	6716.0	1509.0
2968	295.0	65.0
2967	2696.0	1201.0
2980	0.0	0.0
2977	1181.0	1356.0
2976	4223.0	2614.0
2975	8313.0	6316.0
2974	7.0	4.0
2972	2240.0	1159.0
2971	4115.0	3643.0
