id	8ab96801-8d29-476a-908a-7a99f11f713d	95c9a871-c81b-4a30-92a4-9227a0058553
2220	368.0	11.0
101928913	170.0	22.0
100506540	66.0	75.0
2218	1857.0	2969.0
2217	13241.0	3083.0
2216	0.0	0.0
2215	419.0	149.0
2214	904.0	3689.0
2213	515.0	610.0
2212	1152.0	3000.0
4874	2.0	5.0
4875	17.0	52.0
4878	13.0	0.0
4879	1.0	0.0
2219	704.0	139.0
4891	4893.0	7213.0
4892	1.0	3.0
4893	4150.0	7040.0
2232	635.0	252.0
2231	1.0	1.0
2230	1410.0	1321.0
649288	1.0	2.0
2229	1.0	0.0
2228	2.0	0.0
2227	0.0	0.0
204474	0.0	0.0
2224	4465.0	4783.0
2222	11354.0	8502.0
4884	86.0	12.0
4885	59.0	200.0
4886	3183.0	6159.0
4887	384.0	1.0
4888	22.0	5.0
4889	520.0	42.0
131177	239.0	9.0
2243	8.0	0.0
2242	2081.0	220.0
2241	3503.0	1646.0
649299	1.0	0.0
143162	38.0	0.0
2239	2303.0	7185.0
2237	858.0	2605.0
2236	1.0	0.0
2235	2625.0	2742.0
4897	386.0	2779.0
4898	12900.0	14345.0
4899	1606.0	1158.0
131185	1.0	4.0
2254	48.0	8.0
2253	7.0	0.0
2252	3421.0	2804.0
2251	0.0	0.0
2250	1.0	5.0
2249	2.0	0.0
2248	0.0	0.0
2247	10778.0	1325.0
2246	3039.0	1394.0
2245	1160.0	803.0
2244	31.0	0.0
100506516	106.0	76.0
2264	206.0	325.0
348262	3771.0	2943.0
2263	5250.0	1594.0
2262	20.0	5.0
2261	266.0	849.0
2260	23234.0	10932.0
169792	620.0	1007.0
613227	5.0	3.0
2259	328.0	569.0
2258	1728.0	1425.0
167127	12.0	3.0
2257	286.0	495.0
2256	53.0	7.0
2255	3004.0	328.0
100506506	0.0	0.0
348254	28.0	3.0
2275	1435.0	1705.0
2274	5416.0	5569.0
2273	31482.0	12063.0
2272	551.0	102.0
2271	5821.0	7050.0
100132086	0.0	0.0
253430	1347.0	2196.0
2268	1064.0	467.0
2267	26.0	0.0
2266	9.0	0.0
348249	0.0	2.0
2287	2327.0	7430.0
2286	2015.0	242.0
2284	0.0	1.0
2283	0.0	0.0
2281	173.0	114.0
2280	12480.0	27894.0
2277	4886.0	221.0
2290	0.0	0.0
348235	1762.0	3933.0
2298	17.0	23.0
2297	12.0	42.0
2296	2193.0	2147.0
2295	218.0	174.0
2294	46.0	150.0
2289	28124.0	7288.0
2288	6668.0	18863.0
2299	1052.0	0.0
338879	0.0	3.0
338870	3.0	3.0
652873	1.0	0.0
253461	10390.0	6866.0
338872	275.0	30.0
192134	1.0	0.0
104054213	6.0	2.0
338862	0.0	0.0
338864	0.0	0.0
192146	20.0	12.0
100132121	0.0	0.0
100846978	86.0	28.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	1.0	0.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	2.0	0.0
100846996	0.0	0.0
100132142	0.0	0.0
100846999	0.0	0.0
338949	0.0	0.0
100132153	2.0	1.0
100132159	89.0	62.0
107063536	0.0	0.0
107063538	0.0	0.0
107063537	0.0	0.0
107063539	4.0	1.0
399804	62.0	180.0
399806	0.0	0.0
100132163	24.0	8.0
100132166	0.0	0.0
100132169	5.0	18.0
387815	0.0	2.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	0.0
399818	1181.0	808.0
399814	0.0	0.0
100132173	0.0	0.0
338917	2.0	0.0
387804	62.0	16.0
375850	0.0	0.0
387837	5.0	4.0
387836	0.0	3.0
100132195	0.0	0.0
121727	0.0	0.0
157753	21.0	5.0
133789	3.0	1.0
101928840	5.0	0.0
100421008	0.0	0.0
100506492	1.0	1057.0
613210	0.0	0.0
613211	0.0	0.0
613212	2.0	0.0
100506495	365.0	133.0
101928846	15.0	5.0
387856	196.0	29.0
387853	0.0	0.0
613209	0.0	0.0
121793	18.0	6.0
145767	88.0	101.0
100073347	4.0	2.0
399857	1.0	10.0
100421018	1.0	0.0
145781	130.0	12.0
613204	0.0	0.0
387845	21.0	17.0
145773	83.0	261.0
170712	0.0	21.0
387841	89.0	40.0
100134713	44.0	53.0
387849	18.0	16.0
157773	112.0	77.0
399823	83.0	8.0
131149	0.0	1.0
157777	131.0	922.0
399829	0.0	0.0
101928869	0.0	0.0
399827	0.0	1.0
4904	22549.0	13738.0
4905	2096.0	9652.0
4907	3221.0	2510.0
4908	85.0	12.0
4909	293.0	4.0
145788	115.0	215.0
4900	204.0	342.0
4901	98.0	71.0
4902	62.0	5.0
155100	3.0	0.0
157769	4461.0	12214.0
399839	0.0	0.0
4914	24.0	24.0
4915	30293.0	5285.0
387867	21.0	34.0
4916	3813.0	191.0
4917	26.0	3.0
4919	1048.0	746.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	587.0	250.0
50507	326.0	3413.0
399888	80.0	78.0
100421046	0.0	0.0
50506	92.0	18.0
100421047	0.0	0.0
50509	6264.0	2054.0
50508	0.0	0.0
157713	5.0	8.0
100506457	4.0	6.0
133746	3883.0	3687.0
100506451	468.0	402.0
4925	5636.0	6083.0
4926	30532.0	7692.0
4927	2957.0	4022.0
4928	10147.0	13530.0
4929	8430.0	6875.0
387895	7.0	7.0
387893	2033.0	2508.0
50512	755.0	1330.0
50511	40.0	10.0
4920	1128.0	1219.0
4921	33286.0	7688.0
50514	6.0	82.0
4922	20.0	10.0
4923	4.0	6.0
4924	24639.0	8206.0
50515	1246.0	3183.0
100421045	2.0	0.0
100421057	1.0	0.0
100421058	0.0	0.0
100506443	3.0	0.0
387890	50.0	119.0
157708	1.0	4.0
4938	1568.0	2086.0
4939	2852.0	3579.0
387885	11.0	9.0
387882	943.0	1859.0
4931	1471.0	4330.0
100421055	8.0	1.0
4935	75.0	232.0
100506475	0.0	1.0
157739	16.0	2.0
4947	6349.0	3192.0
4948	75.0	7.0
145741	29.0	6.0
100132100	0.0	0.0
101928827	1.0	2.0
100132101	0.0	0.0
100132103	1.0	1.0
100132104	0.0	0.0
169714	1194.0	908.0
4940	4357.0	5218.0
145748	1029.0	352.0
4942	10898.0	8394.0
4943	2257.0	1111.0
4946	22823.0	14588.0
399876	1.0	1.0
100506465	0.0	1.0
157724	8.0	98.0
100506469	571.0	215.0
131118	1841.0	2207.0
100506462	91.0	201.0
4958	1833.0	4045.0
100132116	1745.0	191.0
4951	0.0	0.0
100421072	0.0	2.0
4952	4741.0	5188.0
4953	4213.0	1827.0
399881	0.0	1.0
100421075	0.0	0.0
4954	14.0	15.0
4956	0.0	2.0
4957	3039.0	3429.0
100847022	2.0	0.0
100847023	1.0	0.0
100847020	1.0	0.0
286887	72.0	0.0
100847021	0.0	0.0
100847026	0.0	1.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	136.0	2797.0
100847025	1.0	0.0
100847028	2.0	0.0
100847029	0.0	0.0
4969	11706.0	9424.0
2306	70.0	133.0
2305	230.0	2583.0
2304	3.0	0.0
2303	224.0	213.0
2302	37.0	85.0
284217	1036.0	286.0
2301	1.0	1.0
2300	134.0	165.0
284215	41.0	8.0
2309	10496.0	7296.0
4967	16157.0	7635.0
2308	8734.0	6667.0
4968	1811.0	1008.0
2307	70.0	152.0
100847030	0.0	2.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	628.0	1296.0
100847032	0.0	0.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	7.0	2.0
100847036	0.0	0.0
100862664	0.0	0.0
100862665	5.0	3.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	34377.0	11490.0
2316	112664.0	37953.0
2315	60.0	25.0
2314	14710.0	6907.0
100862662	511.0	49.0
2313	3659.0	1714.0
284207	1922.0	1608.0
2312	136.0	35.0
2311	1.0	0.0
2310	123.0	51.0
284203	1.0	0.0
4973	152.0	2984.0
4974	55.0	39.0
4975	2.0	0.0
4976	8285.0	10493.0
2319	8611.0	19711.0
4978	31.0	2352.0
2318	3556.0	436.0
100847040	0.0	0.0
100847041	0.0	0.0
4990	0.0	0.0
4991	0.0	0.0
4992	0.0	1.0
100847042	0.0	0.0
4993	17.0	8.0
100847043	0.0	0.0
2331	37386.0	8849.0
100862678	2.0	0.0
100847048	0.0	0.0
2330	1382.0	846.0
100862679	0.0	1.0
100847049	1.0	0.0
100847046	10.0	1.0
100847047	0.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	504.0	222.0
100862670	0.0	0.0
2327	28358.0	3040.0
2326	1300.0	329.0
100862672	1.0	0.0
100862673	0.0	0.0
2324	4034.0	452.0
2323	171.0	30.0
259239	0.0	0.0
2322	74.0	186.0
2321	12214.0	4924.0
4983	1770.0	1539.0
4985	32.0	8.0
4986	28.0	25.0
4987	289.0	164.0
4988	0.0	2.0
2329	779.0	529.0
100847051	0.0	0.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	0.0
2342	978.0	1148.0
100847059	0.0	0.0
2341	1.0	2.0
100847057	1.0	0.0
100847058	0.0	0.0
2339	4760.0	6731.0
2335	32527.0	902532.0
2334	262.0	296.0
104502416	1.0	2.0
259249	0.0	0.0
2332	4594.0	6900.0
100862680	0.0	3.0
4994	4.0	2.0
4995	14.0	4.0
104502417	24.0	3.0
4998	70.0	433.0
4999	2628.0	3614.0
260294	71.0	17.0
100847062	1.0	0.0
260293	2965.0	626.0
100847063	0.0	0.0
284260	16.0	7.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	0.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	216540.0	67846.0
2352	5.0	3.0
100847068	0.0	0.0
2350	1726.0	948.0
100847069	0.0	0.0
100862692	6.0	1.0
2348	1056.0	4.0
2346	298.0	90.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	2135.0	1017.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	0.0	0.0
100847072	0.0	0.0
100847077	0.0	0.0
729790	1.0	1.0
100847078	0.0	0.0
100847075	8.0	1.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	69.0	36.0
729798	0.0	19.0
2359	557.0	3076.0
2358	62.0	48.0
2357	319.0	722.0
2356	4593.0	1796.0
2355	22660.0	10702.0
2354	244534.0	27809.0
100847080	3.0	0.0
100847081	0.0	0.0
259283	2.0	2.0
100847084	0.0	0.0
259282	9543.0	6640.0
100847085	0.0	0.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	0.0
100847087	1.0	0.0
259289	9.0	1.0
259287	1.0	0.0
259286	0.0	0.0
259285	0.0	0.0
646909	4.0	4.0
284233	80.0	428.0
284232	26.0	0.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	9.0	9.0
259293	3.0	1.0
259292	4.0	1.0
100847093	0.0	0.0
259290	10.0	3.0
259296	3.0	6.0
259295	43.0	19.0
646913	0.0	0.0
646912	0.0	1.0
646910	2.0	0.0
50700	9.0	2.0
646915	1.0	1.0
59082	1.0	4.0
2395	521.0	963.0
59084	1234.0	1045.0
441584	0.0	0.0
11108	2910.0	4813.0
11107	883.0	345.0
11100	22568.0	17475.0
11102	1914.0	1760.0
11101	3684.0	3358.0
139411	824.0	304.0
11104	1531.0	1075.0
11103	4121.0	4775.0
284297	2138.0	4517.0
11105	1.0	3.0
693231	1.0	0.0
25759	1832.0	284.0
693232	33.0	15.0
284293	5.0	2.0
693233	0.0	0.0
693234	0.0	0.0
693235	1.0	0.0
115426	3373.0	3166.0
25758	621.0	1366.0
100379174	0.0	0.0
11119	4878.0	2121.0
11118	5355.0	2195.0
441581	0.0	0.0
127406	0.0	0.0
84034	3260.0	806.0
84033	5322.0	138.0
11113	295.0	1941.0
11112	8727.0	5016.0
139422	0.0	0.0
284288	3.0	2.0
139420	0.0	1.0
11117	4498.0	1860.0
11116	969.0	872.0
693220	78.0	41.0
693221	0.0	0.0
84061	8352.0	14399.0
693222	0.0	0.0
84060	1271.0	1394.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	0.0
693226	5.0	0.0
139425	0.0	0.0
693227	2.0	2.0
693228	2.0	2.0
693229	0.0	1.0
115416	1177.0	937.0
84067	3696.0	2274.0
84066	2.0	0.0
84069	108.0	60.0
84068	981.0	1021.0
84063	9.0	4.0
284276	95.0	4.0
84062	1163.0	987.0
139431	0.0	0.0
84065	2595.0	1422.0
284274	5.0	0.0
84064	2175.0	1067.0
284273	4352.0	1698.0
693230	3.0	0.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	0.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	14.0	59.0
84059	646.0	3526.0
84056	3961.0	2361.0
84055	11.0	8.0
84058	514.0	391.0
84057	30.0	473.0
284266	281.0	130.0
84054	44.0	5.0
84081	4106.0	1558.0
84080	867.0	94.0
84083	460.0	575.0
441549	418.0	206.0
441548	20.0	45.0
441543	0.0	0.0
100379142	1.0	1.0
100379141	0.0	0.0
441550	7.0	22.0
84089	0.0	0.0
84088	4.0	0.0
84085	2387.0	1934.0
84084	65.0	163.0
84087	1.0	0.0
84086	0.0	0.0
84070	66.0	20.0
84072	7.0	198.0
84071	283.0	240.0
392100	0.0	0.0
100379132	0.0	1.0
392106	2.0	0.0
441533	2.0	2.0
441531	6.0	4.0
84078	1077.0	2088.0
84077	15.0	19.0
84079	3227.0	3710.0
84074	342.0	204.0
84073	99.0	63.0
84076	3.0	2.0
84075	0.0	0.0
100847000	2.0	0.0
100847001	0.0	0.0
100847004	0.0	1.0
201931	4679.0	3139.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	1.0	0.0
100847008	5.0	0.0
100847006	0.0	0.0
100847007	2.0	0.0
106480196	0.0	0.0
441572	1.0	0.0
106480195	0.0	0.0
106480198	1.0	0.0
106480197	0.0	0.0
106480199	2.0	0.0
127435	7553.0	4082.0
106480190	9.0	5.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	0.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	0.0	0.0
343099	402.0	671.0
103695431	0.0	32.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	1.0	0.0
103695433	2.0	0.0
100847010	18.0	7.0
103695436	5.0	20.0
100847015	0.0	0.0
103695435	1.0	25.0
100847016	0.0	0.0
100847013	1.0	0.0
100847014	0.0	0.0
441554	11.0	6.0
100847019	0.0	0.0
100847017	1.0	1.0
100847018	0.0	0.0
127428	1524.0	1262.0
84096	0.0	0.0
84097	0.0	0.0
11061	20.0	1.0
646892	14.0	4.0
441509	43.0	0.0
646891	0.0	2.0
11060	5600.0	2541.0
11063	15.0	14.0
619279	10090.0	9176.0
646898	0.0	0.0
11062	548.0	1104.0
11065	86.0	3603.0
441505	1.0	4.0
11064	2935.0	2058.0
23046	472.0	270.0
441502	1.0	1.0
23047	5124.0	9451.0
441501	14.0	1.0
23048	4963.0	5313.0
106479179	0.0	0.0
23049	14500.0	11100.0
106479178	1.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	1.0
106479172	0.0	0.0
23040	2.0	2.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	6916.0	5661.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	8959.0	15562.0
106480177	0.0	0.0
23043	1398.0	2834.0
106480179	2.0	0.0
104384744	2.0	1.0
11067	44298.0	7972.0
50674	2.0	0.0
11066	1256.0	748.0
11069	946.0	1322.0
11068	878.0	1857.0
139378	2.0	3.0
106480170	0.0	0.0
152330	1043.0	617.0
106480172	1.0	0.0
106480171	0.0	0.0
11070	3463.0	2294.0
404550	195.0	76.0
644242	87.0	62.0
404552	0.0	0.0
11072	3741.0	1262.0
11074	35.0	33.0
644246	352.0	194.0
11073	3308.0	4706.0
166979	1.0	24.0
11076	1626.0	133.0
11075	58.0	750.0
201965	835.0	1369.0
379027	0.0	0.0
23057	2836.0	2020.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	1913.0	1531.0
164312	28.0	3.0
106479168	0.0	1.0
106479167	11.0	3.0
106479166	8.0	3.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	7111.0	2169.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	6333.0	7394.0
379034	1.0	0.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	6245.0	2305.0
115399	174.0	252.0
23054	6652.0	11360.0
11078	3901.0	1627.0
11077	49.0	94.0
644237	12.0	1.0
11079	5929.0	5629.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	0.0	0.0
106480182	0.0	0.0
11041	2668.0	1016.0
11040	1144.0	591.0
11043	1707.0	1317.0
23023	3285.0	6249.0
441525	0.0	0.0
106480149	0.0	0.0
23024	7863.0	2501.0
106480148	0.0	0.0
23025	24.0	20.0
23026	490.0	61.0
441521	0.0	0.0
23028	6151.0	4118.0
106479199	0.0	1.0
23029	142.0	150.0
106479198	0.0	0.0
201973	1146.0	1520.0
106479197	1.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	1.0	0.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	25949.0	24146.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	1.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	22912.0	29805.0
106480157	0.0	0.0
11045	33.0	196.0
11044	3186.0	2414.0
11047	3675.0	2445.0
644248	1.0	0.0
11046	1321.0	1299.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	0.0
343172	5.0	0.0
343171	25.0	14.0
343170	1.0	6.0
441519	0.0	0.0
11052	5480.0	7149.0
441518	1304.0	3419.0
11051	9145.0	9283.0
11054	2307.0	1016.0
23034	3405.0	1028.0
23035	1891.0	1428.0
106480159	0.0	0.0
23036	6559.0	3222.0
729816	0.0	2.0
23037	13223.0	2455.0
23038	10541.0	4193.0
106479189	0.0	0.0
23039	8155.0	4824.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	0.0
106479185	0.0	0.0
106480163	1.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	2.0	0.0
106479183	3.0	1.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	4508.0	3345.0
106479181	0.0	0.0
106480167	1.0	0.0
23031	1941.0	732.0
106479180	1.0	0.0
106480166	0.0	0.0
23032	9176.0	16386.0
106480169	5.0	1.0
729809	0.0	0.0
23033	3440.0	2205.0
106480168	0.0	0.0
11056	2337.0	3648.0
11055	10.0	0.0
343169	1.0	1.0
11057	10193.0	14034.0
11059	8970.0	28055.0
106480161	0.0	2.0
106480160	0.0	0.0
693200	0.0	1.0
693201	8.0	2.0
693202	0.0	0.0
693203	0.0	1.0
11021	3775.0	2352.0
693204	0.0	0.0
11020	1454.0	998.0
693205	0.0	0.0
106479139	2.0	0.0
23001	8888.0	7664.0
106480127	0.0	0.0
693206	52.0	103.0
106479138	0.0	0.0
23002	5596.0	8982.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	5.0	0.0
693209	0.0	0.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	3467.0	658.0
106479134	0.0	0.0
106479133	0.0	0.0
23007	293.0	61.0
106479132	0.0	0.0
23008	8413.0	5864.0
106479131	0.0	0.0
106479130	37.0	8.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	1.0	0.0
106480136	0.0	0.0
106480135	0.0	0.0
11023	0.0	1.0
84000	709.0	596.0
11022	947.0	2417.0
11025	88.0	56.0
11024	105.0	70.0
84002	2030.0	733.0
139334	1.0	0.0
11027	147.0	191.0
11029	0.0	0.0
11030	11010.0	3708.0
106479129	3.0	4.0
11031	3373.0	28070.0
106479128	0.0	0.0
106479127	15.0	3.0
106480138	0.0	0.0
23012	4031.0	10415.0
23013	13314.0	3463.0
106479126	0.0	2.0
106480137	0.0	0.0
23014	4703.0	6156.0
106479125	0.0	0.0
23015	2065.0	297.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	1500.0	1234.0
106479123	0.0	0.0
23017	152.0	232.0
106479122	0.0	0.0
106479121	0.0	1.0
23019	16216.0	13692.0
106479120	0.0	0.0
106480141	2.0	0.0
106480140	1.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	6725.0	7704.0
106480146	0.0	0.0
11034	30461.0	127001.0
152302	703.0	379.0
11033	132.0	59.0
11036	0.0	0.0
11035	632.0	344.0
11037	3274.0	1959.0
139341	829.0	3575.0
644297	22.0	1.0
166968	2390.0	2744.0
619212	0.0	0.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	0.0
106479158	0.0	0.0
106480107	0.0	1.0
106479157	0.0	0.0
106480106	1.0	0.0
106479156	0.0	0.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	49.0	105.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	1.0	0.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	884.0	134.0
11000	3344.0	1753.0
11005	111.0	3.0
11004	128.0	1678.0
11007	495.0	165.0
11006	375.0	664.0
127391	2.0	13.0
11010	2416.0	2450.0
106479149	0.0	0.0
106480116	1.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	1.0	0.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	2.0	0.0
127396	263.0	205.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	702.0	352.0
106479143	0.0	0.0
106479142	2.0	0.0
106479141	0.0	0.0
11019	1108.0	669.0
106479140	0.0	1.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	1.0	0.0
106480125	0.0	0.0
106480124	0.0	1.0
11012	248.0	77.0
11011	2533.0	3640.0
11014	13909.0	32876.0
11013	37.0	46.0
11016	8104.0	4909.0
11015	1206.0	5985.0
11018	814.0	168.0
11017	2559.0	2298.0
139363	0.0	0.0
106144608	0.0	1.0
646808	3.0	9.0
106144606	9.0	0.0
106144607	0.0	0.0
345778	2594.0	2301.0
646802	1.0	22.0
730861	1.0	0.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	48.0	24.0
729877	0.0	0.0
259308	14.0	1.0
259307	88.0	101.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	2.0	10.0
50604	15.0	188.0
106479119	0.0	0.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	1.0	0.0
106479115	0.0	0.0
106479114	8.0	1.0
106479113	0.0	0.0
106479112	0.0	0.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	1203.0	1205.0
50613	0.0	0.0
50612	0.0	0.0
50615	47.0	436.0
50614	7.0	1.0
50617	116.0	1281.0
729894	0.0	0.0
50616	2.0	0.0
50619	681.0	389.0
50618	5971.0	5010.0
106479109	0.0	0.0
106479108	5.0	0.0
106479107	0.0	0.0
106479106	6.0	3.0
106479105	68.0	16.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	2.0	0.0
106479101	2.0	0.0
106479100	0.0	0.0
50624	55.0	55.0
646839	2.0	5.0
50626	3172.0	2204.0
646837	5.0	3.0
50628	2923.0	1390.0
646851	244.0	312.0
260332	0.0	0.0
23089	5863.0	2626.0
260334	2.0	37.0
260337	5.0	0.0
260338	0.0	1.0
23081	1224.0	754.0
23082	2996.0	2421.0
100272228	225.0	75.0
23085	7645.0	6012.0
23086	1013.0	1500.0
23087	2317.0	675.0
50631	52.0	16.0
50632	2.0	18.0
646849	0.0	0.0
23080	4637.0	6079.0
50636	121.0	80.0
50639	4.0	1.0
729830	700.0	241.0
644202	17.0	1.0
646864	1.0	0.0
646862	6.0	5.0
729838	5.0	5.0
23092	5793.0	842.0
23093	2506.0	2761.0
23094	2935.0	3415.0
23095	8336.0	3457.0
23096	1810.0	1171.0
23097	3037.0	2696.0
729828	2.0	0.0
23098	738.0	206.0
50640	4386.0	5144.0
23099	1800.0	1985.0
730811	0.0	0.0
23090	2396.0	669.0
23091	11683.0	7221.0
11081	75.0	223.0
50649	1418.0	171.0
11080	5552.0	4619.0
11083	7342.0	7139.0
729862	0.0	3.0
11082	38.0	629.0
11085	0.0	0.0
644213	3.0	7.0
100286844	81.0	82.0
646875	2.0	1.0
644214	0.0	4.0
11086	5.0	0.0
646873	0.0	0.0
23067	4461.0	3460.0
23060	5913.0	4093.0
23061	18199.0	7876.0
23062	8881.0	5170.0
23063	6579.0	6240.0
23064	11650.0	10814.0
23065	6484.0	3383.0
50651	251.0	58.0
100272205	140.0	55.0
23066	325.0	47.0
50650	4311.0	3265.0
50652	2.0	1.0
11092	624.0	661.0
644220	4.0	11.0
11091	2905.0	2846.0
11094	1312.0	1017.0
729852	1294.0	1976.0
11093	360.0	53.0
11096	12304.0	3876.0
11095	119.0	12.0
11098	5791.0	23255.0
11097	1369.0	971.0
646884	0.0	0.0
23078	5340.0	2683.0
729857	11.0	2.0
23070	4895.0	3683.0
23071	4979.0	7150.0
23072	76.0	25.0
164380	0.0	0.0
23074	2724.0	3989.0
23075	9698.0	13083.0
23076	3897.0	4057.0
23077	20640.0	12560.0
11099	3980.0	2809.0
646879	0.0	0.0
644218	2.0	0.0
646877	1.0	0.0
100130972	1.0	2.0
100379220	2.0	0.0
100130970	0.0	0.0
284339	12.0	8.0
284338	46.0	175.0
100129983	0.0	0.0
100129982	0.0	2.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	9.0	94.0
100129976	1.0	0.0
100130963	0.0	0.0
100130962	0.0	2.0
284325	1181.0	1276.0
100129972	0.0	2.0
284323	1198.0	1227.0
100129969	15.0	5.0
100130958	55.0	8.0
693187	1.0	0.0
693188	2.0	0.0
693189	1.0	1.0
100130954	1.0	0.0
2444	1053.0	1821.0
100379249	68.0	9.0
693190	0.0	0.0
100129961	95.0	52.0
284312	34.0	4.0
693191	0.0	1.0
100129960	0.0	1.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	1.0
100129958	1.0	1.0
693177	0.0	0.0
693178	1.0	0.0
260340	0.0	0.0
100129959	0.0	0.0
260341	2.0	0.0
284309	1664.0	2048.0
284307	564.0	1097.0
284306	210.0	160.0
693180	0.0	0.0
693181	0.0	0.0
693182	0.0	0.0
693183	1.0	0.0
693184	0.0	1.0
693185	0.0	0.0
693186	3.0	1.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	60.0	13.0
100130933	8.0	5.0
100130932	29.0	45.0
286967	0.0	0.0
100129941	0.0	0.0
