id	a1a68fe9-9635-4b7f-b9a2-34474ef8c1dc	95041603-df86-48f7-9ba5-8289883df2d0
100423014	0.0	0.0
100129199	7.0	1.0
100423013	0.0	0.0
647187	8.0	2.0
6906	0.0	0.0
202134	5.0	2.0
6905	1192.0	2507.0
6908	808.0	827.0
6907	2649.0	4250.0
6909	331.0	1727.0
6900	25.0	21.0
6902	3089.0	5712.0
6901	842.0	998.0
6904	4109.0	6191.0
6903	1193.0	2131.0
253714	563.0	647.0
100288436	3.0	1.0
647195	0.0	0.0
100288432	52.0	34.0
6917	2850.0	5551.0
100462767	3.0	5.0
6916	863.0	1830.0
6919	1167.0	1903.0
6918	0.0	0.0
647190	3.0	1.0
100653489	0.0	2.0
6911	77.0	75.0
6910	145.0	136.0
6913	883.0	595.0
253724	43.0	72.0
6915	75.0	350.0
253725	2335.0	3108.0
100288428	28.0	72.0
100288425	0.0	0.0
100288420	0.0	0.0
6928	2.0	4.0
6927	10.0	18.0
6929	2683.0	5205.0
202151	225.0	351.0
6920	2113.0	8604.0
6922	14.0	14.0
6921	1352.0	3064.0
6924	2928.0	5399.0
6923	3208.0	9861.0
6926	5602.0	6132.0
100462732	0.0	0.0
6925	5148.0	8154.0
6940	792.0	1082.0
100288413	178.0	133.0
6939	39.0	43.0
6938	4750.0	7525.0
6932	1906.0	1311.0
6935	2265.0	3341.0
6934	2536.0	895.0
6936	1265.0	2039.0
100288405	0.0	0.0
100462790	0.0	0.0
6950	10180.0	13105.0
165055	282.0	385.0
6949	2451.0	2841.0
100462799	0.0	1.0
6942	2953.0	3167.0
100132601	0.0	0.0
100462792	0.0	0.0
6941	977.0	3359.0
6944	1711.0	3524.0
100462794	25.0	36.0
6943	9.0	5.0
100462793	0.0	0.0
6945	2281.0	1948.0
192670	1943.0	1256.0
100462795	0.0	5.0
100132606	0.0	0.0
6948	1933.0	2388.0
6947	2507.0	906.0
100462797	1.0	2.0
6960	0.0	0.0
6962	0.0	3.0
4300	764.0	1756.0
6961	0.0	0.0
6953	0.0	0.0
6954	11.0	2.0
6956	0.0	5.0
100132617	0.0	0.0
6959	0.0	0.0
100132618	8.0	14.0
253769	744.0	368.0
192683	741.0	1743.0
6958	0.0	0.0
100132619	0.0	0.0
107075180	0.0	0.0
6971	8.0	0.0
107075181	0.0	0.0
6970	0.0	0.0
107075182	0.0	0.0
6973	0.0	1.0
107075183	0.0	0.0
4311	13998.0	1391.0
6972	0.0	0.0
107075184	2.0	4.0
107075185	0.0	0.0
107075186	0.0	0.0
107075187	0.0	0.0
107075188	0.0	0.0
107075189	0.0	0.0
165082	37.0	22.0
100144604	9.0	26.0
100144603	11.0	51.0
100144602	0.0	0.0
4301	9292.0	4478.0
253738	782.0	312.0
4302	10397.0	4772.0
4303	2682.0	1503.0
6966	30.0	15.0
100462772	14.0	13.0
6968	0.0	0.0
4306	1490.0	323.0
6967	84.0	39.0
4308	0.0	1.0
6969	0.0	0.0
6980	0.0	0.0
107075190	8.0	1.0
107075191	0.0	0.0
6982	0.0	0.0
107075192	0.0	0.0
4320	208.0	45899.0
6981	5.0	15.0
107075193	0.0	0.0
6984	31.0	6.0
107075194	0.0	0.0
4321	54.0	1049.0
4322	4.0	247.0
6983	0.0	4.0
107075195	2.0	0.0
107075196	0.0	0.0
107075197	0.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	0.0	5.0
100462788	0.0	0.0
192666	0.0	1.0
100132630	1.0	0.0
192668	598.0	324.0
192669	1646.0	1296.0
6975	6.0	0.0
153090	10801.0	3283.0
4312	74.0	139.0
4313	29452.0	31294.0
6974	4.0	0.0
4314	63.0	825.0
6977	4.0	4.0
6976	0.0	8.0
100462782	0.0	0.0
4316	8675.0	7135.0
6979	3.0	4.0
100462785	0.0	0.0
4317	0.0	207.0
6978	18.0	100.0
4318	364.0	14166.0
100462787	0.0	0.0
4319	11.0	572.0
100462786	0.0	0.0
6991	77.0	195.0
100616468	0.0	1.0
6990	1574.0	3410.0
647107	0.0	0.0
100616469	0.0	5.0
6993	2824.0	8505.0
4330	826.0	459.0
4331	983.0	1104.0
6992	3352.0	6608.0
107075160	0.0	0.0
100616467	0.0	1.0
4332	414.0	1333.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	0.0	0.0
107075162	0.0	0.0
100616465	0.0	0.0
107075163	0.0	0.0
107075164	0.0	0.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	6.0	5.0
107075166	0.0	0.0
107075167	2.0	0.0
107075168	0.0	0.0
107075169	0.0	8.0
100873958	0.0	0.0
100873957	0.0	0.0
4323	9074.0	38979.0
6986	0.0	0.0
100873952	1.0	1.0
4324	916.0	10898.0
6985	0.0	0.0
100873951	0.0	0.0
6988	2337.0	4268.0
4325	375.0	894.0
100873950	0.0	0.0
4326	116.0	565.0
6987	0.0	0.0
4327	788.0	1374.0
100873956	1.0	11.0
100873955	5.0	5.0
4329	1842.0	2626.0
100873954	4.0	1.0
100873953	0.0	0.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	1329.0	1338.0
4340	2.0	0.0
100616458	0.0	0.0
107075170	0.0	1.0
100616455	0.0	0.0
4342	0.0	0.0
107075171	0.0	1.0
100616456	0.0	0.0
4343	2080.0	4393.0
107075172	61.0	57.0
100616453	0.0	0.0
107075173	0.0	0.0
100616454	0.0	0.0
64689	3139.0	3298.0
107075174	0.0	0.0
100616451	0.0	0.0
107075175	0.0	0.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	0.0	0.0
100616450	0.0	0.0
107075178	0.0	0.0
107075179	0.0	0.0
650747	0.0	0.0
100873949	6.0	22.0
100873948	0.0	0.0
100873947	0.0	2.0
100873946	3.0	8.0
100873941	0.0	2.0
6997	42.0	23.0
4335	1690.0	1671.0
6996	919.0	1370.0
100873940	0.0	0.0
6999	27.0	310.0
4336	4.0	7.0
4337	1221.0	913.0
6998	4.0	0.0
4338	1971.0	1734.0
100873945	0.0	0.0
100873944	1.0	0.0
100873943	0.0	0.0
100873942	12.0	1.0
100616448	0.0	0.0
100616449	0.0	1.0
4350	832.0	2444.0
100616446	0.0	0.0
4351	1760.0	3151.0
64693	0.0	0.0
100616447	0.0	0.0
4352	30.0	8.0
100873970	0.0	0.0
4353	41.0	16.0
647123	0.0	0.0
4354	1284.0	2378.0
4355	685.0	231.0
107075141	3113.0	4585.0
100616440	0.0	0.0
64699	1679.0	435.0
107075142	0.0	0.0
100616441	0.0	0.0
107075143	0.0	3.0
647121	29.0	34.0
107075144	0.0	0.0
107075145	0.0	2.0
107075146	0.0	0.0
107075147	0.0	0.0
107075148	4.0	5.0
107075138	0.0	0.0
107075139	0.0	1.0
100873979	2.0	4.0
4345	1747.0	1492.0
100873974	16.0	6.0
100873973	0.0	0.0
100873972	0.0	0.0
100873978	4.0	2.0
100873977	0.0	0.0
100873976	0.0	4.0
100873975	0.0	1.0
100616437	0.0	0.0
4360	1895.0	314.0
100616438	0.0	0.0
4361	1644.0	1277.0
100616435	0.0	0.0
4362	0.0	0.0
100616436	0.0	0.0
4363	3049.0	3831.0
100616433	0.0	0.0
100616434	0.0	0.0
647135	103.0	133.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	1.0
100616432	0.0	0.0
107075152	0.0	0.0
107075153	0.0	5.0
100616430	0.0	2.0
107075154	0.0	0.0
107075155	0.0	0.0
107075156	0.0	0.0
107075157	0.0	0.0
107075158	6.0	2.0
107075159	1.0	0.0
107075149	0.0	0.0
100873969	0.0	0.0
100288493	0.0	0.0
253782	1501.0	10253.0
100653423	0.0	0.0
4356	246.0	198.0
100873963	0.0	0.0
4357	1139.0	2133.0
100873962	0.0	0.0
4358	2083.0	3694.0
4359	136.0	55.0
100873960	0.0	0.0
100873967	12.0	24.0
100873966	0.0	0.0
100873965	3.0	2.0
100616439	1.0	0.0
100873964	0.0	0.0
100873992	7.0	2.0
647144	0.0	0.0
100873991	18.0	10.0
650794	58.0	61.0
100873990	6.0	1.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	0.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	0.0	0.0
100288486	0.0	0.0
107075126	0.0	2.0
100288483	0.0	0.0
107075116	28.0	43.0
107075117	3.0	24.0
107075118	0.0	0.0
107075119	0.0	0.0
100873995	0.0	1.0
100873994	0.0	1.0
100873993	0.0	0.0
100873998	0.0	0.0
100873997	0.0	0.0
348567	0.0	0.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	0.0	16.0
647156	0.0	0.0
647158	0.0	0.0
100616498	0.0	0.0
107075130	549.0	280.0
100616495	0.0	0.0
107075131	2.0	0.0
107075132	0.0	0.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	0.0	0.0
107075134	0.0	0.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	73.0	59.0
107075137	0.0	0.0
100616490	0.0	2.0
107075127	1.0	0.0
107075128	0.0	0.0
107075129	0.0	0.0
100288470	0.0	0.0
100873985	36.0	33.0
100873984	0.0	0.0
100873983	2.0	0.0
100873982	2.0	2.0
100873989	0.0	0.0
100873988	1.0	1.0
100873987	0.0	4.0
100873986	0.0	1.0
647166	8.0	1.0
100616488	0.0	0.0
647167	54.0	24.0
100616489	0.0	0.0
100616486	0.0	0.0
647169	0.0	0.0
100616487	0.0	0.0
647162	0.0	0.0
100616484	0.0	0.0
100616485	0.0	0.0
100616482	0.0	0.0
107075100	0.0	1.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	0.0
107075102	0.0	0.0
100616481	0.0	0.0
100288463	0.0	0.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	3.0	3.0
647177	0.0	0.0
100616477	7.0	33.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	0.0	1.0
100616473	0.0	0.0
647174	4.0	6.0
100616474	0.0	0.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	0.0	0.0
107075111	0.0	0.0
107075112	0.0	0.0
107075113	0.0	1.0
100616470	0.0	0.0
107075114	1.0	1.0
107075115	0.0	0.0
107075105	0.0	0.0
100288451	2.0	1.0
107075108	8.0	1.0
107075109	0.0	9.0
348654	436.0	986.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	0.0	0.0
107075201	0.0	1.0
107075202	0.0	0.0
107075203	0.0	0.0
100129061	0.0	0.0
118672	279.0	284.0
100129060	119.0	44.0
118670	0.0	3.0
348645	55.0	124.0
100129067	3.0	5.0
64601	1366.0	3333.0
64600	0.0	2.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	1.0	2.0
107075212	0.0	0.0
107075213	0.0	0.0
100130042	0.0	0.0
107075214	0.0	2.0
107075204	0.0	1.0
118663	4.0	1.0
143630	19.0	19.0
107075205	0.0	0.0
100129050	1.0	0.0
107075206	0.0	0.0
107075207	0.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	0.0
131669	3.0	0.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	0.0
100130029	0.0	0.0
373509	3.0	0.0
100129031	0.0	0.0
100129032	2.0	28.0
100130017	0.0	0.0
100130015	57.0	14.0
100130014	0.0	0.0
131601	1291.0	1918.0
100129023	0.0	0.0
100130009	5.0	10.0
128025	6.0	6.0
64641	546.0	383.0
100130006	1.0	0.0
100616530	9.0	19.0
64645	2927.0	4212.0
116039	908.0	402.0
100130003	64.0	135.0
100130002	1.0	1.0
64648	0.0	0.0
131616	484.0	371.0
100129013	0.0	0.0
100129008	0.0	0.0
64651	6887.0	2204.0
100129007	0.0	0.0
100129009	5.0	0.0
116028	163.0	1192.0
204801	7.0	3.0
100129004	4.0	4.0
100129005	0.0	0.0
64663	0.0	0.0
128077	1930.0	1843.0
167681	20.0	48.0
100132641	0.0	0.0
100132645	1.0	0.0
116092	1371.0	1906.0
116093	3.0	10.0
128061	442.0	849.0
100132656	0.0	0.0
116085	87.0	10.0
204851	4635.0	7064.0
116071	135.0	305.0
167691	549.0	520.0
116064	2647.0	4649.0
100132672	2.0	0.0
100132673	5.0	3.0
116068	1293.0	2336.0
100132677	2.0	1.0
100130099	0.0	0.0
100130097	3.0	6.0
143662	1581.0	159.0
100132681	0.0	0.0
100132683	0.0	0.0
100130090	0.0	3.0
100130086	0.0	0.0
100129094	5.0	10.0
143678	0.0	3.0
100132699	0.0	0.0
100130079	4.0	0.0
100130074	0.0	1.0
143684	773.0	790.0
100129086	2.0	0.0
100129080	1.0	1.0
143689	139.0	86.0
143686	4065.0	2556.0
153020	1188.0	1287.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	262.0	166.0
100130060	0.0	13.0
202243	1056.0	2001.0
100129074	0.0	0.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	2928.0	3824.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	0.0	2.0
647076	17.0	11.0
100462880	6.0	21.0
100462881	0.0	0.0
100462886	0.0	0.0
100288307	2.0	0.0
647085	1.0	0.0
100653396	1.0	0.0
647087	2682.0	5341.0
647081	0.0	0.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	0.0	0.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	155.0	123.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	2.0
100616390	0.0	0.0
100616391	0.0	0.0
100462866	3.0	4.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	7432.0	2536.0
202299	129.0	21.0
104355426	79.0	85.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	0.0	0.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	0.0	0.0
4430	3842.0	9451.0
100132501	35.0	22.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	209.0	85.0
346085	10.0	7.0
100132510	12.0	5.0
4435	1464.0	46.0
4436	1543.0	3149.0
4437	1237.0	1754.0
4438	13.0	3.0
4439	98.0	53.0
253868	3.0	2.0
64793	589.0	1444.0
100616347	0.0	0.0
64792	1087.0	3195.0
100616348	0.0	0.0
64795	3647.0	5325.0
64794	854.0	1204.0
100616346	0.0	0.0
100616343	0.0	1.0
100616344	0.0	0.0
64799	171.0	251.0
100616341	0.0	0.0
64798	1919.0	5807.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	1.0	0.0
100616339	0.0	0.0
650623	63.0	46.0
103625683	0.0	0.0
100616336	0.0	0.0
103625684	0.0	1.0
100616337	0.0	0.0
103625681	14.0	11.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	128.0	246.0
100616327	0.0	3.0
100616328	0.0	0.0
650655	21.0	32.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	0.0	5.0
100616321	0.0	0.0
100616322	2.0	0.0
647000	8.0	8.0
100628307	0.0	1.0
100288380	0.0	6.0
86123	49.0	79.0
100616329	0.0	0.0
4481	1306.0	8554.0
100616317	0.0	0.0
4482	1028.0	865.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	261.0	64.0
647013	0.0	1.0
100616313	0.0	0.0
4486	359.0	587.0
100616310	0.0	0.0
4487	336.0	234.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	56.0	515.0
4478	32240.0	35821.0
4479	13.0	8.0
647009	70.0	61.0
100616318	15.0	25.0
100616319	0.0	0.0
4493	4004.0	3480.0
4494	398.0	622.0
4495	181.0	1299.0
100616389	0.0	0.0
647024	2400.0	4853.0
4496	6.0	2.0
100616387	0.0	0.0
4498	14.0	0.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	0.0	1.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	2.0	2.0
4490	0.0	0.0
100616380	0.0	2.0
4488	482.0	459.0
4489	68.0	43.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	43.0	44.0
100616374	0.0	1.0
100616375	0.0	0.0
647033	4.0	15.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	191.0	62.0
4499	567.0	132.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	4.0	1.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	33.0	11.0
100288346	0.0	0.0
100616361	0.0	0.0
647044	0.0	0.0
100616362	0.0	0.0
100616360	0.0	1.0
100288343	0.0	0.0
118611	200.0	28.0
346007	29.0	36.0
100616358	0.0	0.0
100616359	2.0	0.0
100616356	0.0	0.0
100616354	0.0	0.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	0.0	0.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	133.0	41.0
647051	0.0	1.0
100288330	0.0	0.0
100303491	11.0	6.0
64711	2.0	0.0
64710	21312.0	28411.0
64714	11.0	2.0
64708	1584.0	1858.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	95.0	202.0
348761	4.0	15.0
100506084	31.0	20.0
64726	0.0	2.0
64725	0.0	3.0
64718	683.0	682.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	15.0	4.0
348751	120.0	149.0
131544	1936.0	725.0
64735	0.0	0.0
103283057	0.0	0.0
100533695	0.0	1.0
64744	2333.0	5268.0
64743	3802.0	4125.0
64746	2507.0	8002.0
64745	1671.0	1274.0
64748	1261.0	4435.0
64747	5050.0	7870.0
348738	0.0	6.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	0.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	2.0
100616422	0.0	0.0
64750	2304.0	1164.0
100616423	0.0	0.0
100533676	0.0	5.0
64753	233.0	97.0
100616420	0.0	0.0
100616421	2.0	0.0
64755	1755.0	3977.0
64754	248.0	1177.0
64757	2833.0	1367.0
100506050	0.0	0.0
64756	2469.0	4933.0
64759	7077.0	7067.0
100506054	225.0	421.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	0.0	0.0
100616429	0.0	0.0
100506049	0.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	3311.0	3251.0
100616413	0.0	0.0
100616414	0.0	0.0
100506046	53.0	57.0
64762	793.0	319.0
64761	1269.0	4090.0
64764	7733.0	8604.0
64763	1143.0	2042.0
100616410	0.0	0.0
64766	1217.0	1361.0
64768	259.0	427.0
64769	3398.0	7730.0
100533682	3.0	0.0
100616417	6.0	3.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	7967.0	9614.0
100616402	0.0	0.0
64770	2674.0	2772.0
100616403	0.0	0.0
64773	932.0	1110.0
100616400	0.0	0.0
64772	741.0	596.0
100616401	0.0	2.0
64777	2070.0	6372.0
64776	986.0	632.0
64779	855.0	528.0
64778	4855.0	6488.0
100506080	12.0	10.0
88745	1808.0	3288.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	1395.0	2936.0
100533668	3.0	18.0
64782	1685.0	1412.0
64781	2066.0	3438.0
100506068	2.0	12.0
64784	3770.0	6527.0
100533664	8.0	18.0
64783	551.0	947.0
100533665	0.0	0.0
64786	2671.0	3798.0
100533666	0.0	0.0
64785	371.0	711.0
64788	888.0	1093.0
64787	3895.0	2781.0
100506061	0.0	0.0
64789	408.0	613.0
100506060	42.0	11.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	1.0	2.0
100506013	28.0	8.0
100506012	41.0	40.0
167555	48.0	119.0
100132520	2.0	0.0
100132526	23.0	7.0
100132529	18.0	6.0
100533646	0.0	0.0
100506003	0.0	0.0
100533642	62.0	74.0
100506007	14.0	69.0
100506001	3.0	1.0
100506000	3.0	1.0
204962	435.0	557.0
100462800	0.0	0.0
100132534	0.0	0.0
100132537	0.0	0.0
100506035	25.0	35.0
202309	162.0	915.0
100506039	0.0	0.0
100506033	537.0	668.0
100533619	0.0	8.0
100132541	0.0	0.0
100533624	0.0	1.0
100506025	4.0	0.0
100506020	5.0	6.0
131566	2189.0	1642.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	2913.0	1150.0
100462832	0.0	0.0
100132562	2.0	0.0
100132565	2.0	0.0
100462838	0.0	0.0
100462830	0.0	0.0
131572	1.0	0.0
131578	659.0	6000.0
100462843	0.0	0.0
131583	1138.0	1043.0
100462809	5.0	3.0
143570	291.0	1348.0
100132580	17.0	6.0
100462811	1.0	9.0
100462810	0.0	1.0
100462813	2.0	2.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	17.0	53.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	1.0	0.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	98.0	52.0
170689	2891.0	2636.0
170688	0.0	0.0
100462990	0.0	0.0
155061	996.0	1722.0
131096	311.0	22.0
155066	2039.0	6105.0
170680	7.0	0.0
100533800	11.0	0.0
169693	40.0	10.0
170679	125.0	59.0
100036567	0.0	0.0
155051	20.0	27.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	289.0	296.0
143098	1609.0	2855.0
4507	1721.0	2349.0
4508	181281.0	204311.0
4509	31313.0	23831.0
100462977	45.0	10.0
4500	148.0	276.0
4501	6169.0	2590.0
4502	10786.0	10162.0
4503	8.0	8.0
4504	0.0	47.0
4520	1538.0	1351.0
4519	242998.0	265479.0
170690	405.0	274.0
4511	63.0	21.0
4512	437042.0	705368.0
100462981	1.0	1.0
4513	237634.0	240465.0
4514	355306.0	394102.0
100462983	5.0	8.0
4515	45.0	48.0
170692	388.0	85.0
100462985	1.0	0.0
170691	71.0	206.0
253512	1138.0	707.0
4521	577.0	1230.0
4522	3906.0	7076.0
157680	2521.0	3832.0
4523	2.0	7.0
4524	1637.0	1180.0
4528	1896.0	2856.0
155006	115.0	2.0
4540	137240.0	118771.0
4541	55593.0	47766.0
157667	3.0	1.0
4542	885.0	2058.0
4534	947.0	1252.0
4535	253491.0	253392.0
4536	211944.0	190716.0
4537	78892.0	55972.0
4538	454671.0	486837.0
4539	28247.0	27367.0
157697	861.0	793.0
4550	665461.0	518498.0
155038	3711.0	1752.0
4552	1500.0	1665.0
4553	0.0	0.0
4543	7.0	0.0
4544	2.0	1.0
4547	11.0	3.0
100036575	13.0	20.0
4548	3051.0	3008.0
100036574	0.0	0.0
4549	84555.0	48662.0
131076	573.0	722.0
4563	1.0	0.0
4564	1.0	0.0
4555	0.0	0.0
4556	3.0	1.0
4558	201.0	53.0
157695	922.0	361.0
157693	11.0	10.0
4570	0.0	0.0
348378	4.0	98.0
4571	3776.0	2161.0
4572	0.0	0.0
4573	1.0	1.0
4574	0.0	0.0
4575	0.0	1.0
100288287	0.0	0.0
100288283	0.0	1.0
4565	1.0	0.0
4566	0.0	0.0
4567	26.0	3.0
4568	0.0	0.0
253559	164.0	152.0
4569	2.0	0.0
253558	673.0	1634.0
4580	603.0	1334.0
4581	83.0	146.0
4582	5209.0	92060.0
4583	8.0	2.0
4584	201.0	57.0
4585	110.0	17.0
4586	1.0	0.0
4576	1.0	0.0
4577	0.0	0.0
4578	1.0	0.0
4579	29.0	29.0
4591	1411.0	4366.0
4593	10.0	4.0
4594	2218.0	2816.0
4595	541.0	560.0
4597	682.0	1073.0
100288264	0.0	0.0
4588	140.0	0.0
4589	4.0	1.0
100288252	18.0	8.0
4598	706.0	1007.0
4599	3156.0	16700.0
100288248	0.0	0.0
650560	1.0	0.0
348327	201.0	431.0
100288235	0.0	0.0
100288227	0.0	1.0
253582	3.0	23.0
100288222	0.0	0.0
64834	4188.0	7146.0
64838	870.0	409.0
64837	1219.0	2079.0
100132487	0.0	0.0
64841	1286.0	3736.0
64840	529.0	1016.0
64843	2.0	3.0
64844	3939.0	8560.0
64847	1996.0	11211.0
64849	197.0	131.0
64848	1952.0	2830.0
64839	2104.0	3457.0
64850	8.0	21.0
64852	687.0	816.0
64854	1074.0	1735.0
64853	1426.0	2461.0
64856	2748.0	10866.0
64855	10485.0	16128.0
64858	666.0	1781.0
64857	1286.0	2915.0
64859	850.0	760.0
387911	6.0	3.0
387914	605.0	1118.0
100144494	0.0	0.0
64860	943.0	1062.0
64863	425.0	763.0
133619	3419.0	9518.0
64864	1352.0	2586.0
64866	2334.0	2314.0
133615	0.0	0.0
100506172	0.0	0.0
387933	22.0	23.0
100533794	0.0	0.0
387934	0.0	4.0
100533790	0.0	21.0
100506169	27.0	26.0
64881	0.0	7.0
375940	0.0	0.0
399939	0.0	0.0
100506161	39.0	128.0
100506164	2.0	1.0
399937	0.0	0.0
387921	1378.0	1392.0
100288198	129.0	82.0
100288195	0.0	0.0
387923	238.0	236.0
387924	0.0	0.0
64895	1074.0	1337.0
100506195	0.0	0.0
64897	954.0	1153.0
399909	2842.0	5692.0
100288185	0.0	0.0
100288179	0.0	2.0
121601	28.0	16.0
100288173	0.0	0.0
100506190	3760.0	8135.0
399965	4.0	6.0
399967	1.0	1.0
101060111	0.0	0.0
100506134	0.0	2.0
100533754	0.0	0.0
157638	5070.0	5920.0
399968	0.0	2.0
169611	5307.0	5871.0
145645	0.0	0.0
100132402	0.0	0.0
100132403	5.0	2.0
100132406	128.0	129.0
387978	0.0	0.0
100506126	2.0	1.0
399972	74.0	78.0
157627	0.0	0.0
399979	4707.0	4630.0
121665	4295.0	5813.0
100132415	25.0	5.0
100132417	14.0	9.0
133688	0.0	1.0
399942	47.0	26.0
100506157	15.0	33.0
100533731	0.0	0.0
133686	1548.0	3176.0
157657	205.0	184.0
399940	0.0	0.0
170627	0.0	0.0
170626	4.0	0.0
399947	28.0	0.0
399949	13.0	14.0
399948	242.0	87.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	4049.0	3000.0
133690	27.0	76.0
131034	51.0	11.0
399950	5.0	2.0
101060105	1.0	0.0
387990	21.0	8.0
100506144	196.0	331.0
399959	58.0	7.0
121643	15.0	1.0
121642	1064.0	1157.0
100132439	0.0	0.0
542767	8.0	1.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	50.0	107.0
100132441	0.0	0.0
100462957	0.0	0.0
100533725	12.0	2.0
100533721	0.0	0.0
101060160	6.0	0.0
64801	849.0	2440.0
64800	175.0	158.0
64802	671.0	607.0
64805	318.0	51.0
100132450	0.0	4.0
100144435	0.0	0.0
100506115	115.0	191.0
399988	4.0	3.0
100506119	147.0	240.0
64816	5.0	1.0
64806	0.0	1.0
100132463	0.0	0.0
100132464	0.0	0.0
145624	0.0	1.0
100132467	5.0	0.0
101060146	31.0	147.0
101060144	0.0	0.0
100506108	3.0	0.0
100132476	0.0	0.0
100132479	0.0	1.0
649489	0.0	0.0
650474	10.0	38.0
101060192	0.0	0.0
101060195	324.0	238.0
4606	19.0	14.0
4607	0.0	4.0
4608	4.0	32.0
4609	13484.0	3457.0
4600	1203.0	4230.0
4601	4576.0	2858.0
4602	2564.0	9103.0
4603	171.0	268.0
4604	851.0	17.0
4605	396.0	3631.0
202018	1442.0	3594.0
4617	0.0	0.0
170555	0.0	0.0
4618	0.0	0.0
170554	0.0	0.0
4619	130.0	21.0
170552	0.0	0.0
170559	5.0	6.0
