id	0d38dab7-b983-4829-9a5b-d79f0fee6f26	ff850c31-bb15-47a2-bd3d-2590ca013e68
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	1.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	1.0	0.0
23463	5090.0	7574.0
394217	0.0	0.0
23464	357.0	768.0
130535	1106.0	1321.0
23466	4312.0	6133.0
23467	1410.0	2798.0
23468	7868.0	7385.0
23469	4956.0	5171.0
2801	3948.0	5946.0
2800	1530.0	1493.0
23460	1353.0	92.0
23461	2257.0	1409.0
23462	596.0	475.0
100500895	5.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	3948.0	14163.0
100500898	0.0	0.0
2805	1615.0	2251.0
100500899	0.0	0.0
2804	10283.0	10643.0
2803	7144.0	6293.0
2802	5130.0	5099.0
130540	8.0	4.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1018.0	948.0
23475	1151.0	136.0
23476	3913.0	4337.0
23478	5127.0	4174.0
23479	4048.0	3372.0
646480	3.0	0.0
2812	0.0	0.0
2811	44.0	53.0
2810	1276.0	1377.0
23471	12006.0	10210.0
23473	2354.0	2314.0
100500884	0.0	0.0
2819	2479.0	80.0
100500885	0.0	0.0
84498	2493.0	2714.0
100500886	0.0	0.0
2817	2016.0	2270.0
100500888	0.0	0.0
2815	0.0	0.0
100500889	0.0	0.0
2814	6.0	4.0
2813	188.0	3833.0
2823	317.0	13.0
2822	92.0	32.0
2821	7220.0	13662.0
100500839	0.0	0.0
2820	3534.0	5723.0
201562	3859.0	2779.0
100379623	1.0	3.0
2829	128.0	52.0
100500831	0.0	0.0
2828	472.0	545.0
2827	27.0	30.0
100500833	10.0	4.0
2826	30.0	29.0
100500834	0.0	0.0
2825	73.0	4.0
100500835	0.0	0.0
2824	1573.0	202.0
100500836	0.0	0.0
727699	1.0	3.0
2834	2.0	10.0
100500826	0.0	0.0
2833	120.0	143.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	2.0	0.0
2831	0.0	2.0
100500829	0.0	0.0
60401	636.0	247.0
2830	5.0	21.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	265.0	18.0
100500822	0.0	0.0
2837	6.0	0.0
100500823	0.0	1.0
100500824	0.0	0.0
2835	48.0	1.0
100500825	0.0	0.0
100500850	27.0	21.0
2845	1.0	2.0
100500859	0.0	0.0
2844	1.0	1.0
2843	14.0	8.0
2842	15.0	11.0
2841	36.0	57.0
60412	3700.0	2673.0
2840	89.0	5.0
100500851	0.0	0.0
100500854	14.0	7.0
2849	119.0	3807.0
100500855	0.0	0.0
2848	1.0	3.0
394261	1.0	1.0
2847	22.0	44.0
347933	0.0	0.0
100500857	0.0	2.0
2846	70.0	24.0
100500858	0.0	0.0
394263	1.0	0.0
2856	1.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	6.0	8.0
201595	9512.0	13156.0
2852	359.0	1194.0
2850	476.0	181.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	83.0	95.0
100500846	0.0	0.0
2857	943.0	574.0
100500847	0.0	0.0
2870	1101.0	1457.0
107105261	0.0	0.0
2867	69.0	117.0
107105265	0.0	0.0
60437	68.0	24.0
2866	3.0	0.0
107105264	1.0	0.0
60436	1186.0	557.0
2865	11.0	1.0
107105263	1.0	0.0
2864	3.0	0.0
107105262	0.0	0.0
2863	181.0	232.0
2862	3.0	2.0
2861	112.0	99.0
347918	708.0	580.0
107105266	2.0	0.0
2869	1365.0	1167.0
2868	157.0	239.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	13915.0	881.0
2877	151.0	20.0
107105253	10.0	5.0
2876	6075.0	8965.0
2875	112.0	123.0
2874	219.0	138.0
2873	2618.0	4240.0
2872	6911.0	9828.0
107105256	0.0	0.0
2871	5.0	8.0
347902	4184.0	1011.0
107105259	0.0	0.0
2879	7087.0	11658.0
727682	0.0	0.0
727684	1.0	0.0
2892	321.0	1569.0
2891	453.0	6387.0
2890	239.0	8276.0
727686	0.0	0.0
84419	442.0	2480.0
2889	4915.0	3866.0
100500815	0.0	0.0
2888	111.0	27.0
100500816	1.0	0.0
2887	3227.0	2086.0
100500817	0.0	0.0
2886	933.0	1217.0
100500818	0.0	0.0
2885	7307.0	13315.0
100500819	1.0	0.0
2884	3.0	1.0
2882	465.0	178.0
100642175	5.0	4.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	8.0	6.0
100500813	0.0	0.0
100500814	2.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	61.0	2.0
2899	1135.0	3213.0
84418	1776.0	1076.0
2898	49.0	126.0
60468	397.0	63.0
84417	1122.0	47.0
2897	130.0	644.0
2896	20735.0	18646.0
60467	0.0	0.0
100500808	0.0	0.0
2895	1.0	0.0
100500809	0.0	0.0
2894	226.0	66.0
2893	470.0	10.0
100500801	0.0	0.0
100500802	20.0	8.0
100500803	0.0	1.0
23603	6069.0	3320.0
100129507	1.0	0.0
23604	601.0	768.0
23605	1.0	0.0
23606	2.0	2.0
23607	3695.0	5139.0
23608	5325.0	6619.0
23609	1608.0	1453.0
286527	11.0	17.0
286528	0.0	0.0
23600	204.0	339.0
23601	93.0	472.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	3.0	1.0
23614	0.0	0.0
23615	17.0	37.0
23616	684.0	672.0
286530	290.0	242.0
23617	0.0	0.0
23619	4.0	8.0
23612	2024.0	913.0
23613	2377.0	5230.0
286544	71.0	45.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	5.0	4.0
100463528	0.0	0.0
441272	281.0	407.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	32.0	15.0
441261	1.0	2.0
100288984	0.0	1.0
441295	45.0	9.0
441294	9.0	12.0
100463500	0.0	1.0
100288979	1.0	1.0
286512	4.0	8.0
286514	0.0	0.0
60625	664.0	447.0
441282	7400.0	0.0
646377	0.0	0.0
100130579	1.0	1.0
646379	0.0	0.0
646378	0.0	0.0
23683	3080.0	1276.0
404281	44.0	57.0
100130572	0.0	0.0
646370	3.0	0.0
23682	368.0	734.0
100129587	0.0	0.0
100129583	179.0	147.0
100129584	0.0	0.0
441218	0.0	2.0
100130566	2.0	0.0
100130564	1.0	0.0
100130562	1614.0	1117.0
100130561	49.0	72.0
441212	232.0	164.0
646382	1.0	0.0
100129570	1.0	0.0
404266	12.0	5.0
100130557	48.0	71.0
100130555	0.0	0.0
646390	0.0	0.0
441246	28.0	27.0
23666	83.0	165.0
23667	0.0	0.0
646392	1.0	0.0
23668	0.0	0.0
441251	1.0	1.0
441250	121.0	74.0
23660	826.0	858.0
100129564	0.0	0.0
100129566	0.0	0.0
100129561	0.0	1.0
100130549	1.0	0.0
130500	0.0	0.0
100129557	0.0	0.0
23673	3778.0	4159.0
441238	14.0	14.0
130502	284.0	423.0
23676	2.0	0.0
130507	3248.0	3307.0
23677	4709.0	7523.0
441234	1.0	0.0
23678	1078.0	903.0
23679	1.0	0.0
23670	3798.0	1874.0
23671	8.0	3.0
100129556	1.0	0.0
100129555	5.0	2.0
23647	2827.0	4680.0
23648	3350.0	2300.0
100130539	3.0	0.0
23649	639.0	1111.0
129521	0.0	0.0
100130535	3.0	0.0
23640	818.0	1419.0
23641	1153.0	1833.0
23642	1294.0	1081.0
23643	518.0	170.0
23644	1694.0	2508.0
23645	4204.0	1129.0
23646	18597.0	14034.0
100129543	28.0	3.0
23658	1243.0	1200.0
23659	1764.0	1488.0
286573	0.0	1.0
100130528	0.0	0.0
100130523	0.0	0.0
100130522	107.0	174.0
23650	7171.0	259.0
23654	11246.0	15708.0
23657	139.0	321.0
117532	58.0	6.0
117531	13.0	4.0
100130519	33.0	27.0
23625	757.0	676.0
23626	0.0	0.0
23627	613.0	91.0
100130514	2.0	0.0
441208	11.0	13.0
23620	4.0	49.0
23621	2694.0	2530.0
23623	1380.0	1809.0
23624	347.0	544.0
23636	2384.0	3208.0
23637	4143.0	3972.0
23639	211.0	271.0
100129515	0.0	0.0
23630	3.0	1.0
23632	62.0	109.0
23633	3947.0	5759.0
23635	3163.0	2560.0
100129512	0.0	0.0
404201	371.0	273.0
404203	0.0	0.0
129446	4.0	0.0
404204	0.0	0.0
84569	3.0	0.0
60598	148.0	2679.0
84561	462.0	360.0
60592	3698.0	5342.0
84560	0.0	0.0
648947	5.0	5.0
646300	11.0	1.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	137.0	159.0
727736	0.0	0.0
84559	0.0	0.0
84557	505.0	455.0
84553	367.0	705.0
84552	1007.0	299.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	1.0	0.0
201617	3.0	10.0
100499457	0.0	0.0
727764	10.0	1.0
102465669	0.0	0.0
102465668	8.0	0.0
646309	216.0	110.0
201627	1978.0	1945.0
646324	26.0	367.0
201626	1874.0	2321.0
727758	48.0	455.0
201625	33.0	41.0
648980	3.0	0.0
84572	2733.0	3374.0
646316	0.0	0.0
84570	197.0	8.0
345462	313.0	232.0
102465689	2.0	1.0
102465688	0.0	0.0
646330	0.0	1.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	6590.0	12588.0
727701	31.0	0.0
727703	1.0	12.0
727704	0.0	0.0
201633	83.0	121.0
2900	84.0	1408.0
2908	6586.0	2183.0
2907	7981.0	13473.0
2906	96.0	46.0
2905	31.0	63.0
2904	25.0	4.0
2903	136.0	26.0
345456	0.0	0.0
2902	86.0	213.0
2901	227.0	1260.0
406894	0.0	1.0
406893	0.0	0.0
406896	17.0	6.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	3.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	1.0	0.0
406892	0.0	0.0
406891	1.0	0.0
2911	13.0	9.0
201651	6.0	0.0
2919	249.0	23.0
2918	9.0	147.0
102465691	0.0	0.0
2917	56.0	2.0
2916	23.0	1.0
2915	0.0	1.0
2914	133.0	7233.0
2913	10.0	4.0
2912	14.0	21.0
404220	17.0	11.0
406883	0.0	0.0
406882	0.0	0.0
406885	5.0	0.0
406884	0.0	0.0
646359	1.0	1.0
406887	0.0	0.0
406886	26.0	11.0
406889	0.0	0.0
406888	4.0	0.0
23584	250.0	29.0
23585	5818.0	6578.0
23586	1830.0	1526.0
23587	1304.0	1282.0
23588	1997.0	2475.0
23589	2065.0	2992.0
406881	0.0	0.0
2922	134.0	185.0
2921	171.0	3.0
2920	1556.0	62.0
23580	3780.0	2404.0
23581	7.0	1.0
23582	2706.0	3881.0
23583	983.0	1015.0
404217	200.0	1913.0
2928	0.0	0.0
2926	4195.0	6334.0
2925	290.0	81.0
2923	19190.0	37270.0
646366	0.0	0.0
345430	0.0	0.0
406875	0.0	0.0
404216	6.0	2.0
23595	1268.0	1524.0
23596	468.0	100.0
23597	1474.0	442.0
96597	13.0	12.0
23598	2653.0	4863.0
100130584	0.0	0.0
100130581	187.0	340.0
646360	7.0	16.0
129450	495.0	551.0
130429	0.0	0.0
2932	3285.0	4861.0
2931	2255.0	3670.0
23590	188.0	142.0
100129591	4.0	9.0
23591	6.0	5.0
23592	2001.0	1841.0
23593	3308.0	1797.0
23594	86.0	263.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	1.0	3.0
100499483	103.0	55.0
2939	1.0	1.0
2938	79.0	3.0
2937	2089.0	3713.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	2567.0	2487.0
2935	6685.0	8416.0
2934	49531.0	13362.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	1326.0	2126.0
60506	0.0	0.0
2944	6.0	7.0
2942	0.0	0.0
2941	945.0	870.0
2940	1.0	0.0
2949	22767.0	28.0
2948	972.0	1057.0
2947	2783.0	6115.0
2946	2228.0	950.0
60526	939.0	737.0
2954	732.0	1634.0
2953	2.0	3.0
2951	0.0	0.0
2950	9207.0	1795.0
2959	1162.0	1345.0
2958	1447.0	1776.0
2957	3001.0	2224.0
2956	2964.0	4034.0
100288948	0.0	0.0
60529	465.0	42.0
60528	2688.0	3780.0
2966	33.0	25.0
84504	4.0	0.0
2965	1843.0	1613.0
84503	371.0	319.0
2964	2.0	0.0
2963	919.0	882.0
2962	2365.0	3872.0
2961	902.0	793.0
84502	39.0	12.0
2960	781.0	503.0
84501	251.0	1037.0
2969	2861.0	2861.0
2968	83.0	98.0
2967	1463.0	1887.0
2980	0.0	0.0
2977	798.0	422.0
2976	2304.0	2672.0
2975	3549.0	5486.0
2974	5.0	0.0
2972	1158.0	2339.0
2971	3009.0	3771.0
2970	53.0	81.0
2979	39.0	27.0
2978	3.0	0.0
154442	12.0	5.0
2990	13212.0	3907.0
225689	173.0	835.0
84519	114.0	80.0
84518	92.0	226.0
60559	7175.0	6796.0
100500914	0.0	0.0
2987	4186.0	4516.0
60558	1516.0	3037.0
84525	246.0	314.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	939.0	521.0
100500917	0.0	0.0
2984	79.0	12.0
84522	1356.0	1778.0
100500918	0.0	0.0
2983	1414.0	1958.0
100500919	0.0	0.0
84524	626.0	490.0
2982	4169.0	3208.0
2981	0.0	0.0
84520	432.0	706.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	2.0	0.0
100500913	0.0	0.0
2999	109.0	90.0
84515	744.0	616.0
100500903	0.0	0.0
2998	9.0	1.0
84514	1622.0	2863.0
100500904	1.0	1.0
2997	2009.0	2519.0
84517	95.0	74.0
100500905	0.0	0.0
84516	3659.0	3383.0
2996	33.0	13.0
100500906	0.0	0.0
2995	1958.0	617.0
2994	0.0	0.0
100500908	1.0	2.0
84513	2077.0	2987.0
2993	2.0	0.0
100500909	1.0	0.0
2992	2311.0	3260.0
60561	774.0	898.0
60560	1048.0	1177.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	1.0	0.0
154467	243.0	479.0
130497	1100.0	68.0
84548	589.0	924.0
84547	347.0	639.0
100500938	0.0	0.0
84549	937.0	1006.0
84546	0.0	0.0
84545	1686.0	2586.0
84542	548.0	1155.0
84541	176.0	108.0
727795	27.0	35.0
84529	335.0	129.0
84536	167.0	139.0
84539	0.0	0.0
84532	2204.0	824.0
84530	0.0	2.0
23729	174.0	176.0
201288	1.0	0.0
201283	537.0	386.0
23738	4.0	0.0
23731	6788.0	6571.0
23732	45.0	14.0
201299	9.0	56.0
201292	1093.0	1103.0
201294	836.0	337.0
23704	1117.0	9028.0
23705	2121.0	1393.0
23708	656.0	108.0
252840	0.0	1.0
252841	2.0	1.0
100288897	3.0	13.0
23710	3538.0	1929.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	7.0	6.0
100288861	0.0	0.0
84701	154.0	109.0
252884	377.0	565.0
84700	17.0	34.0
129841	0.0	0.0
94086	20.0	7.0
117854	532.0	43.0
100130450	1.0	0.0
154807	3153.0	3817.0
100129460	181.0	122.0
359710	0.0	0.0
94081	1288.0	3039.0
115201	741.0	822.0
100129468	0.0	0.0
100129464	3.0	8.0
286256	86.0	109.0
286257	680.0	891.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	536.0	538.0
646269	2.0	0.0
646262	0.0	0.0
286262	481.0	1642.0
142827	7.0	11.0
100129452	1.0	0.0
646278	42.0	14.0
100130435	0.0	0.0
727800	144.0	758.0
646270	2.0	4.0
154822	104.0	26.0
23782	0.0	0.0
23783	4.0	2.0
23784	1.0	2.0
23786	2760.0	4528.0
23787	7198.0	8241.0
646273	0.0	0.0
23788	2635.0	4588.0
359730	0.0	0.0
359731	0.0	0.0
23780	1395.0	1393.0
23781	0.0	0.0
345079	271.0	178.0
154810	5021.0	837.0
100129438	0.0	0.0
94097	653.0	1295.0
359737	0.0	0.0
359738	0.0	0.0
359739	0.0	1.0
646282	179.0	924.0
359736	2.0	0.0
359740	1.0	0.0
359741	0.0	0.0
359742	1.0	0.0
359743	18.0	8.0
139201	13.0	17.0
129804	674.0	392.0
129807	1.0	6.0
129880	337.0	528.0
23768	3409.0	360.0
23769	34.0	8.0
129881	32.0	50.0
100130418	357.0	223.0
345062	0.0	0.0
286204	110.0	13.0
100129428	0.0	0.0
286205	975.0	747.0
100129427	18.0	1.0
23760	3119.0	3146.0
359748	0.0	0.0
100862854	0.0	0.0
286207	95.0	272.0
359749	0.0	0.0
23761	1882.0	2302.0
100862855	0.0	0.0
23762	303.0	1215.0
23764	1702.0	610.0
359744	3.0	1.0
100862850	0.0	1.0
23765	2114.0	2436.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	458.0	274.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	4.0	2.0
359753	0.0	0.0
100129423	1.0	0.0
100130409	0.0	0.0
23779	113.0	98.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	2008.0	2301.0
359755	0.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	6350.0	8283.0
359761	10.0	3.0
129868	0.0	0.0
23746	1.0	0.0
102465502	0.0	2.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	107.0	2.0
23749	0.0	0.0
100129403	2.0	0.0
345041	7.0	8.0
100129405	159.0	105.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	8508.0	10079.0
102465507	0.0	0.0
23742	3.0	0.0
359766	0.0	0.0
23743	593.0	46.0
359767	1.0	0.0
102465505	0.0	0.0
130813	30.0	18.0
23744	0.0	0.0
102465504	1.0	2.0
130814	1847.0	617.0
102465503	0.0	0.0
359774	5.0	3.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	1.0	0.0
100129402	2.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	1.0	0.0
23759	1973.0	2528.0
102465511	0.0	0.0
286234	1.0	0.0
102465510	0.0	0.0
129852	13.0	17.0
347694	0.0	0.0
286239	0.0	0.0
23751	1.0	0.0
102465519	0.0	0.0
23752	1.0	6.0
23753	364.0	570.0
115207	20898.0	5443.0
359777	0.0	0.0
102465517	0.0	0.0
130827	288.0	140.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1056.0	1203.0
23755	9.0	2.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	18.0	114.0
347688	9.0	4.0
102465524	0.0	0.0
94005	2903.0	3915.0
102465523	5.0	0.0
102465522	1.0	1.0
102465521	0.0	1.0
102465520	0.0	0.0
94009	179.0	84.0
727866	0.0	0.0
57060	1170.0	1004.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	6895.0	9818.0
102465526	0.0	0.0
727865	6.0	1.0
102465525	0.0	0.0
84687	2784.0	3023.0
727859	0.0	0.0
84689	285.0	231.0
84688	7.0	15.0
139135	0.0	0.0
84684	8.0	19.0
84681	648.0	872.0
84680	1550.0	665.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	0.0	0.0
727851	61.0	53.0
102465539	0.0	0.0
102465538	1.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	3138.0	2089.0
84676	8.0	5.0
84675	20.0	3.0
140123	0.0	0.0
84678	1411.0	1346.0
84677	0.0	9.0
84672	0.0	0.0
84671	1146.0	967.0
84674	958.0	326.0
84673	0.0	0.0
152101	0.0	0.0
152100	489.0	625.0
94027	16.0	2.0
94026	2.0	0.0
94025	416.0	12.0
129787	1390.0	1461.0
57088	3615.0	520.0
127124	1.0	0.0
57089	469.0	398.0
57082	109.0	570.0
57084	1.0	0.0
57085	1804.0	1401.0
152118	0.0	0.0
152110	816.0	669.0
154790	16.0	4.0
154791	263.0	740.0
646201	0.0	0.0
57091	147.0	90.0
94015	709.0	1129.0
57092	6661.0	6068.0
646202	11.0	21.0
57097	958.0	819.0
57099	387.0	259.0
727879	0.0	0.0
57093	0.0	0.0
166752	15.0	3.0
57094	8.0	17.0
57095	2132.0	2428.0
57096	48.0	32.0
139163	0.0	0.0
84698	350.0	181.0
84699	1.0	1.0
84694	0.0	0.0
84693	648.0	458.0
100499563	0.0	0.0
84696	67.0	43.0
84695	369.0	334.0
84690	7.0	0.0
84692	5.0	3.0
84691	3.0	2.0
130752	102.0	289.0
646213	0.0	0.0
100130495	15.0	7.0
646208	6.0	3.0
94039	713.0	803.0
94031	1788.0	1708.0
94030	66.0	17.0
100130484	1.0	0.0
94033	10.0	0.0
94032	8.0	479.0
727810	0.0	0.0
100130481	0.0	0.0
100130480	0.0	1.0
115196	374.0	347.0
727805	0.0	1.0
139105	2.0	0.0
646218	0.0	0.0
347744	31.0	16.0
347741	0.0	0.0
646231	0.0	0.0
154743	823.0	543.0
130773	0.0	0.0
727842	0.0	1.0
100129480	53.0	136.0
100129482	1393.0	734.0
727837	0.0	0.0
347736	18.0	16.0
347733	432.0	123.0
347732	21.0	31.0
347735	4945.0	15395.0
347734	2760.0	4245.0
347731	5.0	1.0
646243	0.0	0.0
94059	175.0	239.0
347730	6.0	2.0
646249	0.0	0.0
201305	36.0	60.0
100130466	0.0	0.0
727833	0.0	2.0
727835	3.0	0.0
100130462	0.0	0.0
94056	4077.0	9710.0
100130461	1.0	0.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	36.0	11.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	4277.0	4745.0
347717	0.0	0.0
347716	13.0	7.0
101154644	0.0	0.0
152195	240.0	190.0
100288831	0.0	0.0
164153	9.0	1.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	451.0	821.0
347705	0.0	0.0
347702	3.0	0.0
152185	921.0	1151.0
347701	0.0	0.0
100288827	1.0	1.0
100288825	0.0	0.0
57000	48.0	13.0
57001	492.0	407.0
84618	0.0	0.0
84617	3144.0	1308.0
84619	145.0	95.0
57007	2657.0	704.0
84624	1864.0	565.0
84627	679.0	351.0
84626	547.0	506.0
57002	503.0	303.0
57003	7005.0	7198.0
84620	358.0	147.0
84623	26.0	928.0
57004	1.0	1.0
84622	583.0	672.0
100288814	1.0	1.0
57010	172.0	29.0
57017	1517.0	2126.0
84614	1480.0	1098.0
57018	4846.0	2650.0
57019	1480.0	1773.0
84616	0.0	0.0
84612	1080.0	2131.0
57016	7.0	7.0
96626	0.0	0.0
100288805	84.0	13.0
100288801	2.0	2.0
100288802	3.0	0.0
57020	2652.0	2341.0
164127	1.0	20.0
166785	655.0	703.0
84639	0.0	0.0
84647	0.0	0.0
84649	1326.0	965.0
60678	757.0	996.0
60677	3.0	3.0
84648	0.0	0.0
60676	272.0	29.0
84643	0.0	0.0
60675	1.0	0.0
139170	2.0	0.0
101154686	2.0	0.0
84645	216.0	154.0
60674	6805.0	4237.0
57026	13.0	85.0
60673	573.0	833.0
152138	0.0	0.0
60672	588.0	581.0
152137	5738.0	2808.0
252946	0.0	0.0
84641	3665.0	3404.0
252948	0.0	0.0
84640	1960.0	2378.0
252949	0.0	0.0
154796	2362.0	388.0
96610	146.0	132.0
164118	4.0	1.0
84629	4372.0	8904.0
84628	26.0	28.0
727897	400.0	45.0
57030	206.0	9.0
84636	37.0	40.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	3907.0	2066.0
84632	2504.0	637.0
60686	569.0	458.0
84631	19.0	2.0
57037	1696.0	683.0
84634	3.0	12.0
60685	3125.0	5638.0
105370183	0.0	0.0
57038	1556.0	1819.0
60684	2361.0	2230.0
60682	449.0	839.0
60681	4301.0	2220.0
84630	10.0	31.0
60680	105.0	34.0
252953	0.0	0.0
252954	0.0	0.0
139189	5.0	0.0
252955	0.0	0.0
252956	0.0	0.0
57045	2878.0	2256.0
84669	1584.0	1907.0
84668	3195.0	409.0
84665	22.0	1.0
57047	2.0	2.0
84664	0.0	0.0
84667	1.0	6.0
84666	0.0	0.0
84661	1159.0	1866.0
84660	32.0	14.0
84662	1033.0	727.0
648809	2.0	1.0
648822	2.0	1.0
57053	22.0	15.0
57054	0.0	0.0
57055	0.0	0.0
57050	1545.0	1387.0
166793	273.0	195.0
84658	16.0	6.0
84657	34.0	20.0
84659	114.0	2.0
84654	0.0	0.0
57057	0.0	0.0
84656	4481.0	6239.0
84650	1189.0	1088.0
84651	0.0	0.0
100132917	1.0	1.0
100132918	0.0	1.0
252983	566.0	475.0
441073	58.0	21.0
100132920	1.0	0.0
100132923	10.0	7.0
100132929	0.0	0.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	253.0	52.0
441061	17.0	152.0
100132932	0.0	0.0
100132938	1.0	0.0
100288785	4.0	0.0
441094	395.0	86.0
100132940	0.0	0.0
252968	0.0	0.0
252969	898.0	1154.0
100132948	3.0	5.0
100132949	0.0	0.0
286310	2.0	1.0
404093	1164.0	1013.0
286319	703.0	780.0
100288772	5.0	0.0
441027	2697.0	312.0
441026	1.0	0.0
441024	600.0	650.0
441032	229.0	113.0
84803	471.0	114.0
164091	678.0	658.0
100132963	1.0	0.0
100132965	0.0	0.0
100132967	0.0	0.0
152098	94.0	53.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	0.0	1.0
100132979	1.0	0.0
359803	3.0	5.0
359804	0.0	0.0
100288742	0.0	0.0
359806	1.0	0.0
84816	280.0	344.0
359800	1.0	0.0
84818	2061.0	2614.0
441046	37.0	68.0
84817	878.0	1320.0
359802	0.0	0.0
84823	1141.0	1871.0
57205	1853.0	1118.0
441054	69.0	46.0
84824	30.0	65.0
441051	2.0	6.0
441050	28.0	43.0
84820	147.0	116.0
100132987	31.0	1.0
57209	1038.0	874.0
100288739	1.0	1.0
84809	932.0	619.0
84808	58.0	127.0
57210	768.0	935.0
84804	563.0	471.0
100288730	74.0	79.0
84807	284.0	200.0
441034	23.0	13.0
84812	384.0	1822.0
57215	1318.0	1353.0
84811	899.0	760.0
57216	1457.0	135.0
57217	1622.0	1077.0
84814	192.0	40.0
100132992	0.0	0.0
57211	1495.0	199.0
100132994	0.0	0.0
57212	1491.0	1705.0
57213	597.0	728.0
100132995	2.0	0.0
57214	176.0	251.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	4.0	5.0
648791	121.0	24.0
359822	0.0	0.0
100129347	17.0	9.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	3.0	0.0
130728	4.0	2.0
286380	1.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	2.0	4.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	5.0	14.0
100130311	252.0	228.0
100130310	0.0	0.0
130733	230.0	121.0
359844	0.0	0.0
359845	1815.0	791.0
727914	0.0	2.0
727915	0.0	0.0
100129325	1.0	0.0
100129320	13.0	2.0
646168	13.0	2.0
100129319	1.0	0.0
100130307	5.0	1.0
100129315	0.0	0.0
100130302	10.0	1.0
727910	541.0	228.0
100130301	5.0	4.0
345193	36.0	11.0
130749	28.0	13.0
646164	0.0	0.0
727909	3.0	1.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
