id	c4261805-d89d-4cf0-8dd6-24a8f504a9ed	c443bbe4-b053-47fa-a7a9-97457e44e2a0
406921	0.0	0.0
2650	1721.0	690.0
2647	807.0	1442.0
2646	10.0	11.0
2645	32.0	4.0
2644	118.0	128.0
2643	505.0	811.0
2642	0.0	0.0
2641	0.0	0.0
406913	2.0	0.0
646627	2.0	3.0
406912	8.0	1.0
646625	0.0	1.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	296.0	275.0
406919	0.0	0.0
2648	2254.0	1246.0
406918	0.0	0.0
646641	0.0	0.0
646640	1.0	0.0
646643	1.0	2.0
406911	3.0	1.0
406910	0.0	0.0
2661	59.0	63.0
2660	41.0	4.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	248.0	275.0
2652	0.0	0.0
2651	2503.0	1177.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	2.0	1.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	101.0	45.0
2672	58.0	74.0
106144578	0.0	0.0
2671	568.0	867.0
2670	1348.0	152.0
106144575	0.0	0.0
2669	5576.0	3124.0
2668	43.0	7.0
2667	0.0	1.0
100874529	0.0	1.0
2665	18473.0	24988.0
2664	5645.0	10383.0
2662	672.0	89.0
100874524	6.0	3.0
100874523	0.0	0.0
100129743	2.0	2.0
100874522	0.0	0.0
100874528	1.0	0.0
100129738	0.0	0.0
100129739	5.0	0.0
100129736	1.0	0.0
100130721	0.0	0.0
2683	12288.0	20657.0
106144568	2.0	0.0
2681	2251.0	586.0
2679	18.0	1.0
2678	703.0	475.0
100874519	0.0	0.0
2677	2989.0	2845.0
100874518	0.0	0.0
2676	48.0	5.0
2675	110.0	50.0
2674	6094.0	50742.0
2673	5135.0	11660.0
101056700	12.0	7.0
100874512	1.0	0.0
100874511	2.0	2.0
100129731	0.0	1.0
100874510	0.0	0.0
100874517	0.0	6.0
100130719	1.0	0.0
100874516	4.0	0.0
100130718	0.0	0.0
100874515	3.0	2.0
100130717	11.0	13.0
100874514	0.0	0.0
100129727	4.0	2.0
100129726	19.0	3.0
100129723	0.0	0.0
100129722	24.0	4.0
2694	4.0	7.0
2693	0.0	1.0
2692	2.0	1.0
2691	9.0	0.0
2690	1920.0	527.0
2689	0.0	0.0
2688	2.0	0.0
2687	2658.0	3405.0
2686	1525.0	1188.0
100130708	0.0	0.0
100129716	32.0	30.0
106144540	0.0	0.0
100874531	3.0	0.0
100874530	1.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	0.0	1.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	6.0	3.0
106144538	15.0	49.0
2697	8600.0	30310.0
106144539	0.0	0.0
2696	135.0	112.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	0.0	1.0
284131	1089.0	919.0
115509	927.0	1099.0
259197	5.0	8.0
284129	1189.0	1071.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	14.0	7.0
106144595	1.0	1.0
286749	0.0	0.0
106144598	0.0	0.0
106144599	0.0	0.0
284119	37811.0	19873.0
284116	0.0	0.0
284114	559.0	878.0
284111	44.0	1.0
284110	8.0	14.0
259173	1286.0	298.0
106144584	3.0	3.0
286753	625.0	407.0
106144585	0.0	0.0
106144586	1.0	1.0
284106	610.0	2541.0
284100	1.0	1.0
284184	562.0	858.0
127544	2013.0	2873.0
23443	2304.0	3143.0
115557	1542.0	548.0
127540	0.0	0.0
23446	8378.0	13068.0
115560	618.0	220.0
23440	0.0	0.0
127534	21.0	2.0
139538	0.0	0.0
23452	7251.0	5084.0
441459	3.0	1.0
441457	0.0	7.0
23456	948.0	1985.0
115548	2258.0	3150.0
23457	467.0	470.0
441452	0.0	0.0
441461	71.0	24.0
152503	8016.0	4051.0
23450	10334.0	11817.0
23451	21618.0	18842.0
139542	0.0	0.0
284167	39.0	67.0
23428	3475.0	4413.0
284161	239.0	154.0
23429	4406.0	4795.0
100130799	1.0	0.0
23420	2153.0	3535.0
23421	615.0	790.0
23423	5913.0	10394.0
23424	1229.0	2232.0
23426	755.0	1045.0
152519	508.0	57.0
152518	929.0	482.0
441490	0.0	0.0
23438	1959.0	2762.0
23439	0.0	0.0
100130786	2.0	0.0
23430	776.0	524.0
100130785	0.0	0.0
23431	1189.0	1212.0
23432	1875.0	742.0
23433	2885.0	2432.0
441478	307.0	282.0
23434	0.0	0.0
23435	5184.0	6258.0
441476	13.0	6.0
23436	0.0	0.0
441484	0.0	0.0
441481	7.0	16.0
140545	110.0	70.0
100129795	1.0	0.0
139562	0.0	0.0
100129792	124.0	83.0
100129794	110.0	83.0
100129793	2.0	0.0
23405	5221.0	4267.0
23406	3516.0	5162.0
23408	1126.0	859.0
23409	127.0	99.0
100130776	646.0	673.0
100130775	0.0	6.0
441425	0.0	0.0
23400	2295.0	12021.0
100130771	21.0	26.0
23401	1052.0	758.0
23403	1017.0	1681.0
441420	0.0	0.0
23404	1262.0	838.0
127579	158.0	69.0
100129784	1.0	1.0
100129781	32.0	48.0
100129782	0.0	0.0
23416	164.0	17.0
23417	963.0	1131.0
23418	22.0	22.0
100129777	0.0	0.0
441416	5.0	3.0
23410	1726.0	2057.0
23411	2466.0	2217.0
23412	946.0	2588.0
23413	1698.0	1434.0
441410	0.0	2.0
23414	491.0	492.0
23415	21.0	7.0
100129772	0.0	0.0
100130758	59.0	52.0
100130756	0.0	0.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	0.0	0.0
115584	2.0	16.0
379024	0.0	0.0
379025	2326.0	1077.0
100874502	0.0	0.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	3.0	0.0
100874504	0.0	0.0
100874503	0.0	0.0
284196	9.0	1.0
284194	5.0	3.0
139516	4.0	0.0
100129755	1.0	1.0
100130742	30.0	10.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	6.0	1.0
441432	0.0	0.0
441430	1.0	1.0
115572	1065.0	682.0
379011	0.0	0.0
379012	0.0	0.0
379013	2.0	1.0
284186	60.0	28.0
284185	25.0	7.0
646531	19.0	21.0
100463285	2.0	5.0
84328	1482.0	1858.0
84327	2051.0	1049.0
84329	239.0	267.0
84324	106.0	94.0
84326	1240.0	2719.0
84320	1757.0	2958.0
100500797	0.0	0.0
646527	9.0	4.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	1.0
84322	0.0	0.0
84321	399.0	679.0
100499227	26.0	13.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	1.0	1.0
127495	44.0	19.0
84309	831.0	2183.0
84317	2823.0	2635.0
84316	967.0	2112.0
84319	1100.0	896.0
84318	559.0	454.0
84313	2348.0	3142.0
84312	532.0	385.0
84315	508.0	513.0
84314	518.0	601.0
646538	2.0	1.0
343069	0.0	2.0
84311	3149.0	3042.0
84310	2122.0	4145.0
343068	0.0	0.0
343066	0.0	0.0
100996939	51.0	83.0
23386	6241.0	9245.0
23387	5342.0	7255.0
23389	12252.0	13017.0
441400	10.0	9.0
100996930	4.0	16.0
201853	700.0	670.0
23380	1681.0	3162.0
23381	4833.0	7157.0
23382	2004.0	2249.0
23383	3853.0	4118.0
23384	2864.0	2489.0
23385	7311.0	14595.0
106866914	0.0	0.0
84342	1557.0	1404.0
106866913	2.0	1.0
84343	1794.0	3759.0
60370	485.0	269.0
84340	1801.0	2530.0
106866915	0.0	0.0
646567	6.0	7.0
100996928	0.0	4.0
23397	143.0	382.0
23398	1675.0	1350.0
23399	4660.0	5092.0
23390	1992.0	1419.0
23392	11251.0	10654.0
84335	1933.0	4104.0
23394	10745.0	11067.0
84334	865.0	585.0
23395	1583.0	1207.0
84337	2032.0	3379.0
84336	2044.0	4090.0
23396	3155.0	5292.0
60386	229.0	273.0
84331	422.0	1407.0
60385	15.0	1.0
84330	369.0	718.0
84333	3234.0	3595.0
84332	28.0	58.0
152485	2849.0	2095.0
646575	0.0	0.0
646572	18.0	16.0
343045	0.0	1.0
646577	0.0	0.0
646576	31.0	12.0
23365	17048.0	21432.0
23366	504.0	1030.0
23367	11935.0	16019.0
23368	3014.0	1862.0
23369	10715.0	10261.0
23360	5291.0	2318.0
23361	3768.0	2993.0
140432	3.0	0.0
23362	2456.0	13858.0
23363	5757.0	2858.0
84364	5277.0	7785.0
84366	0.0	0.0
84365	2544.0	2317.0
343035	0.0	2.0
139452	4.0	0.0
646583	2.0	2.0
23376	3161.0	2501.0
23378	1299.0	1427.0
23379	4961.0	3434.0
646581	5.0	0.0
23370	313.0	534.0
23371	6547.0	4571.0
23373	1615.0	1339.0
100499261	0.0	0.0
646597	0.0	0.0
646595	23.0	3.0
100499258	0.0	0.0
23344	11656.0	9945.0
23345	6287.0	2972.0
201895	6682.0	8506.0
23347	4542.0	4152.0
646592	0.0	0.0
23348	6157.0	4207.0
23349	206.0	17.0
140453	0.0	1.0
23341	2585.0	3100.0
140456	0.0	1.0
140458	42.0	2.0
100499252	6.0	3.0
140459	1599.0	1484.0
100499251	0.0	0.0
23353	8430.0	7851.0
23354	956.0	797.0
23355	2071.0	2825.0
23357	2402.0	1143.0
23358	5279.0	6201.0
23359	40.0	48.0
140460	1479.0	1385.0
140461	2414.0	2564.0
140462	111.0	55.0
23350	5991.0	4615.0
140464	0.0	0.0
23351	5108.0	2678.0
140465	2095.0	1280.0
23352	12637.0	12292.0
140467	1808.0	3583.0
140468	0.0	0.0
140469	56.0	36.0
84376	3343.0	2409.0
2702	802.0	1586.0
2701	614.0	1463.0
2700	6.0	19.0
2709	186.0	34.0
2707	110.0	31.0
2706	174.0	2368.0
2705	246.0	93.0
2703	0.0	0.0
345651	54.0	7.0
2712	0.0	0.0
106866981	0.0	0.0
2710	232.0	544.0
106866980	0.0	0.0
2719	4509.0	1251.0
2717	1629.0	4748.0
50964	5.0	0.0
345643	5.0	76.0
345645	1.0	0.0
286826	417.0	814.0
286827	266.0	440.0
286828	0.0	0.0
59307	1003.0	2816.0
2720	3140.0	4597.0
2729	1914.0	2437.0
100500737	2.0	0.0
345630	90.0	62.0
2735	163.0	143.0
2734	16467.0	15152.0
2733	3101.0	4428.0
2732	0.0	0.0
2731	19.0	20.0
2730	2107.0	1182.0
2739	5016.0	10325.0
2738	281.0	439.0
2737	5458.0	5044.0
2736	594.0	393.0
106144534	0.0	1.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	5.0	8.0
106144533	0.0	0.0
2746	10401.0	8456.0
2745	661.0	3946.0
2744	3521.0	2009.0
2743	435.0	1526.0
60314	1865.0	2340.0
2742	8.0	0.0
60313	7982.0	6500.0
106144527	0.0	0.0
2741	2.0	0.0
259217	574.0	788.0
60312	4656.0	4169.0
106144528	9.0	1.0
2740	174.0	11.0
106144529	0.0	4.0
259215	0.0	0.0
2749	64.0	40.0
345611	7.0	6.0
50999	2703.0	3303.0
2747	138.0	91.0
259236	26.0	4.0
2760	4834.0	6332.0
106144524	2.0	1.0
259234	0.0	0.0
106144526	0.0	5.0
259232	1098.0	201.0
259230	1507.0	2373.0
59339	2797.0	2283.0
59338	2079.0	2004.0
59335	7.0	4.0
2752	25750.0	185546.0
59336	0.0	0.0
2750	0.0	0.0
2771	14417.0	16946.0
59342	10128.0	4433.0
59341	775.0	270.0
2770	1018.0	584.0
59344	47.0	76.0
59343	2990.0	2814.0
59340	10.0	2.0
84306	260.0	343.0
2768	3825.0	5709.0
2767	5474.0	6721.0
59349	2822.0	5473.0
84305	1192.0	1598.0
2766	461.0	157.0
2765	0.0	0.0
84307	2653.0	1282.0
84302	547.0	256.0
2764	2556.0	4627.0
59345	1554.0	3262.0
84301	4900.0	4956.0
2762	1415.0	1382.0
84304	591.0	1570.0
59348	866.0	990.0
84303	599.0	657.0
59347	1.0	0.0
2761	0.0	0.0
84300	695.0	1497.0
646508	0.0	0.0
2769	563.0	789.0
646507	0.0	0.0
646520	1.0	3.0
2782	20660.0	29294.0
59353	86.0	60.0
2781	457.0	358.0
59352	3524.0	298.0
2780	1.0	1.0
59351	0.0	2.0
59350	6.0	5.0
2779	2.0	0.0
2778	82988.0	63634.0
2777	25.0	536.0
2776	7400.0	6575.0
2775	274.0	95.0
2774	1063.0	213.0
2773	4695.0	6582.0
60343	1274.0	2147.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	56.0	62.0
100379584	0.0	0.0
2792	1.0	0.0
2791	2877.0	2169.0
2790	312.0	573.0
105369316	0.0	0.0
2789	0.0	0.0
2788	2553.0	1006.0
2787	2698.0	4847.0
2786	153.0	532.0
441194	344.0	220.0
2785	11.0	11.0
2784	67.0	7.0
2783	6832.0	16017.0
441191	799.0	812.0
100129622	3.0	1.0
100130606	3.0	0.0
286410	1790.0	1695.0
100130603	0.0	0.0
286411	3.0	2.0
100130600	560.0	162.0
100379571	334.0	198.0
441177	1.0	2.0
2799	11589.0	19064.0
2798	8.0	4.0
2797	0.0	1.0
2796	72.0	43.0
2794	5493.0	3727.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	2.0	3.0
100129604	0.0	0.0
286430	2.0	4.0
105369343	0.0	3.0
286436	0.0	1.0
100379592	9.0	2.0
441154	6.0	0.0
441151	34.0	8.0
441150	111.0	283.0
191585	7.0	0.0
105370357	0.0	0.0
441133	1.0	1.0
100142659	9.0	17.0
100379564	2.0	1.0
441168	159.0	227.0
441166	16.0	3.0
101730217	7.0	1.0
441161	32.0	7.0
441160	52.0	10.0
646498	0.0	0.0
441108	326.0	343.0
23562	4.0	38.0
23563	2.0	4.0
359948	11957.0	12441.0
23564	5081.0	6895.0
23566	268.0	522.0
100130693	1.0	0.0
23567	947.0	871.0
23568	473.0	820.0
23569	1.0	17.0
23560	3156.0	2617.0
286494	3.0	2.0
286495	1038.0	1056.0
286499	13.0	15.0
100130687	1.0	0.0
23576	3516.0	3746.0
117608	630.0	418.0
100129690	0.0	0.0
100129696	20.0	9.0
100129692	2.0	0.0
100129694	1.0	1.0
23548	659.0	869.0
23549	3130.0	5029.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	2743.0	1977.0
23542	345.0	1325.0
23543	11727.0	5280.0
130612	198.0	383.0
23544	126.0	160.0
130617	970.0	1103.0
100130671	0.0	0.0
23545	1361.0	1342.0
441124	183.0	120.0
23546	4.0	9.0
441123	0.0	0.0
23547	45.0	52.0
441131	1.0	1.0
23559	473.0	741.0
23551	1222.0	368.0
23552	570.0	544.0
23553	0.0	1.0
23554	734.0	496.0
23555	3036.0	7910.0
100130660	1.0	0.0
23556	2320.0	4480.0
23557	1504.0	3244.0
23558	6163.0	6901.0
23550	4225.0	5093.0
23526	964.0	1918.0
23527	3065.0	3797.0
23528	1974.0	4778.0
286442	0.0	1.0
23529	368.0	220.0
129642	2261.0	4753.0
286444	57.0	24.0
100129669	0.0	0.0
100463482	3.0	2.0
23520	1.0	0.0
23521	120649.0	110710.0
23522	4983.0	5094.0
23523	4157.0	4115.0
23524	42954.0	31337.0
359996	0.0	0.0
115004	330.0	381.0
100129664	0.0	0.0
100463487	2.0	5.0
100463486	23.0	22.0
100463489	0.0	0.0
100463488	0.0	5.0
100129662	64.0	11.0
286451	3547.0	6417.0
23538	0.0	0.0
23539	65.0	49.0
23530	2438.0	6567.0
23531	668.0	1058.0
100130640	0.0	0.0
23532	2.0	26.0
23533	295.0	410.0
359997	0.0	0.0
23534	3775.0	5902.0
23536	1648.0	2076.0
100463498	122.0	176.0
100129654	1.0	0.0
286460	136.0	151.0
100129650	0.0	0.0
23504	143.0	33.0
100499416	0.0	0.0
23505	4989.0	4752.0
100499417	0.0	0.0
23506	4195.0	2222.0
286464	0.0	16.0
100130637	0.0	0.0
23507	2504.0	1221.0
100130636	0.0	0.0
23508	2947.0	2188.0
23509	5568.0	6823.0
286467	81.0	5.0
100129647	2.0	0.0
100130631	0.0	0.0
23500	2278.0	909.0
100499418	0.0	0.0
23503	3071.0	2191.0
100129641	0.0	1.0
100129640	0.0	0.0
286472	2.0	1.0
23515	3164.0	2879.0
345275	21.0	2.0
100499405	344.0	104.0
23516	4014.0	5448.0
23517	4544.0	6132.0
100130626	0.0	0.0
23518	1693.0	1755.0
102465752	0.0	0.0
23519	0.0	0.0
345274	46.0	11.0
100130621	19.0	9.0
23510	3874.0	2925.0
23511	3959.0	4477.0
23512	2521.0	3452.0
23513	3371.0	3247.0
23514	3617.0	3207.0
100129631	2.0	3.0
129607	234.0	372.0
129563	1491.0	1305.0
431704	0.0	0.0
117579	0.0	0.0
130557	648.0	517.0
431705	3.0	10.0
431707	0.0	1.0
129560	0.0	0.0
117583	1964.0	1591.0
84449	1113.0	945.0
84448	141.0	146.0
117584	1222.0	1219.0
84445	4197.0	2633.0
84444	1439.0	1689.0
84447	3545.0	5254.0
84446	293.0	125.0
84441	7657.0	1351.0
84440	1779.0	3471.0
84443	50.0	364.0
646405	24.0	11.0
646409	0.0	0.0
117581	620.0	206.0
130560	7.0	0.0
646424	17.0	25.0
84437	1176.0	1454.0
84439	413.0	423.0
60489	1025.0	756.0
60488	2938.0	4699.0
84433	288.0	363.0
60487	861.0	398.0
84436	1210.0	1074.0
84435	6.0	0.0
60485	5695.0	2568.0
60484	2.0	3.0
84432	7.0	35.0
60482	1.0	1.0
60481	8524.0	35050.0
130576	697.0	177.0
130574	1189.0	80.0
84467	123.0	9.0
84466	250.0	186.0
60496	2459.0	4746.0
60495	919.0	91.0
60494	50.0	17.0
84465	14.0	2.0
84464	522.0	698.0
60493	1210.0	1343.0
60492	1954.0	2448.0
60491	1279.0	1399.0
60490	341.0	510.0
84461	1418.0	988.0
84460	1401.0	870.0
646442	8.0	23.0
129530	57.0	12.0
129531	788.0	828.0
130589	564.0	908.0
201501	2280.0	1069.0
84456	1009.0	824.0
84455	635.0	488.0
84458	1269.0	1553.0
84457	74.0	31.0
84450	2505.0	2702.0
646457	1.0	3.0
100500870	1.0	1.0
100500872	0.0	0.0
201514	576.0	679.0
201516	21.0	2.0
646450	89.0	58.0
23480	1088.0	3425.0
105416157	87.0	134.0
23481	3757.0	3396.0
23483	833.0	377.0
23484	2181.0	3741.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	1.0	0.0
646467	7.0	1.0
100500860	0.0	0.0
96459	1999.0	4407.0
100500861	0.0	0.0
23498	393.0	234.0
23499	27071.0	22797.0
23491	539.0	410.0
23492	3126.0	1514.0
23493	2386.0	279.0
23495	8.0	33.0
100500862	0.0	0.0
100500863	0.0	0.0
100034743	0.0	2.0
100500864	0.0	0.0
100500865	10.0	13.0
100500866	0.0	0.0
100500867	2.0	1.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	1.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	4584.0	5926.0
394217	0.0	0.0
23464	397.0	631.0
130535	1605.0	1280.0
23466	6595.0	3296.0
23467	2129.0	3102.0
23468	10469.0	8985.0
23469	9775.0	4908.0
2801	6654.0	6585.0
2800	2247.0	2565.0
23460	1119.0	539.0
23461	2618.0	1056.0
23462	1008.0	1016.0
100500895	0.0	1.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	5048.0	8245.0
100500898	0.0	0.0
2805	1770.0	2089.0
100500899	0.0	0.0
2804	19261.0	16554.0
2803	10224.0	5844.0
2802	4940.0	4234.0
130540	23.0	25.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1515.0	1156.0
23475	590.0	258.0
23476	5221.0	6606.0
23478	6169.0	7730.0
23479	4353.0	3505.0
646480	0.0	0.0
2812	0.0	0.0
2811	54.0	38.0
2810	2420.0	2477.0
23471	8582.0	13678.0
23473	2954.0	2414.0
100500884	0.0	0.0
2819	1652.0	807.0
100500885	0.0	0.0
84498	4385.0	3083.0
100500886	0.0	0.0
2817	2928.0	3642.0
100500888	0.0	0.0
2815	0.0	0.0
100500889	1.0	0.0
2814	6.0	11.0
2813	658.0	8105.0
2823	158.0	68.0
2822	173.0	56.0
2821	8978.0	27119.0
100500839	0.0	0.0
2820	4249.0	9426.0
201562	3914.0	4872.0
100379623	0.0	0.0
2829	53.0	48.0
100500831	0.0	0.0
2828	162.0	670.0
2827	74.0	16.0
100500833	3.0	1.0
2826	35.0	51.0
100500834	0.0	0.0
2825	54.0	43.0
100500835	0.0	0.0
2824	3550.0	588.0
100500836	0.0	0.0
727699	2.0	1.0
2834	2.0	3.0
100500826	1.0	0.0
2833	84.0	271.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	0.0	0.0
100500829	0.0	0.0
60401	759.0	198.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	9.0	13.0
100500822	0.0	0.0
2837	17.0	18.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	160.0	43.0
100500825	0.0	0.0
100500850	16.0	16.0
2845	2.0	1.0
100500859	0.0	0.0
2844	0.0	1.0
2843	13.0	18.0
2842	33.0	37.0
2841	23.0	44.0
60412	5892.0	7904.0
2840	14.0	3.0
100500851	0.0	0.0
100500854	9.0	2.0
2849	6.0	3.0
100500855	0.0	0.0
2848	11.0	8.0
394261	10.0	0.0
2847	31.0	18.0
347933	0.0	0.0
100500857	1.0	0.0
2846	48.0	38.0
100500858	0.0	0.0
394263	2.0	0.0
2856	0.0	1.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	3.0	16.0
201595	9496.0	11543.0
2852	263.0	343.0
2850	767.0	477.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	64.0	47.0
100500846	0.0	0.0
2857	408.0	506.0
100500847	0.0	0.0
2870	1758.0	2199.0
107105261	0.0	0.0
2867	12.0	45.0
107105265	0.0	0.0
60437	51.0	18.0
2866	0.0	0.0
107105264	0.0	0.0
60436	2990.0	1194.0
2865	0.0	1.0
107105263	1.0	1.0
2864	8.0	1.0
107105262	0.0	0.0
2863	205.0	118.0
2862	1.0	1.0
2861	428.0	402.0
347918	775.0	413.0
107105266	3.0	1.0
2869	1503.0	682.0
2868	328.0	268.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	2.0
2878	4530.0	4164.0
2877	396.0	13.0
107105253	19.0	4.0
2876	4479.0	9685.0
2875	220.0	27.0
2874	180.0	77.0
2873	2986.0	5736.0
2872	8052.0	14640.0
107105256	0.0	0.0
2871	11.0	3.0
347902	7735.0	979.0
107105259	0.0	0.0
2879	9543.0	15417.0
727682	0.0	0.0
727684	2.0	0.0
2892	341.0	63.0
2891	194.0	5883.0
2890	128.0	7.0
727686	0.0	0.0
84419	762.0	4300.0
2889	5919.0	5311.0
100500815	0.0	0.0
2888	81.0	5350.0
100500816	0.0	0.0
2887	3482.0	4140.0
100500817	0.0	0.0
2886	2384.0	1277.0
100500818	1.0	1.0
2885	7193.0	8983.0
100500819	0.0	2.0
2884	3.0	3.0
2882	921.0	1018.0
100642175	7.0	0.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	5.0	1.0
100500813	0.0	0.0
100500814	0.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	127.0	13.0
2899	3150.0	765.0
84418	1254.0	2491.0
2898	67.0	71.0
60468	1331.0	486.0
84417	2390.0	295.0
2897	352.0	37.0
2896	11259.0	26433.0
60467	0.0	0.0
100500808	0.0	0.0
2895	8.0	0.0
100500809	2.0	0.0
2894	538.0	296.0
2893	1317.0	106.0
100500801	0.0	0.0
100500802	13.0	7.0
100500803	0.0	0.0
23603	6231.0	5933.0
100129507	0.0	0.0
23604	1453.0	551.0
23605	0.0	0.0
23606	0.0	0.0
23607	3796.0	5764.0
23608	8322.0	10864.0
23609	2063.0	1698.0
286527	27.0	28.0
286528	0.0	0.0
23600	186.0	478.0
23601	15.0	221.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	3.0	3.0
23614	0.0	0.0
23615	11.0	22.0
23616	870.0	789.0
286530	230.0	451.0
23617	0.0	0.0
23619	5.0	5.0
23612	2222.0	2004.0
23613	3863.0	2123.0
286544	119.0	290.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	4.0	4.0
100463528	0.0	0.0
441272	407.0	492.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	28.0	21.0
441261	2.0	1.0
100288984	0.0	0.0
441295	45.0	24.0
441294	41.0	51.0
100463500	0.0	0.0
100288979	0.0	0.0
286512	9.0	1.0
286514	0.0	0.0
60625	822.0	621.0
441282	43.0	3.0
646377	0.0	0.0
100130579	2.0	1.0
646379	0.0	0.0
646378	0.0	1.0
23683	3490.0	3398.0
404281	45.0	97.0
100130572	0.0	0.0
646370	0.0	1.0
23682	515.0	1714.0
100129587	2.0	0.0
100129583	212.0	88.0
100129584	0.0	0.0
441218	2.0	1.0
100130566	6.0	1.0
100130564	1.0	1.0
100130562	4660.0	4078.0
100130561	62.0	55.0
441212	326.0	134.0
646382	0.0	0.0
100129570	1.0	1.0
404266	9.0	575.0
100130557	71.0	33.0
100130555	0.0	0.0
646390	0.0	0.0
441246	55.0	24.0
23666	115.0	201.0
23667	0.0	0.0
646392	0.0	0.0
23668	3.0	1.0
441251	1.0	0.0
441250	164.0	79.0
23660	1400.0	1123.0
100129564	0.0	0.0
100129566	2.0	2.0
100129561	0.0	0.0
100130549	2.0	0.0
130500	1.0	0.0
100129557	0.0	0.0
23673	3952.0	4728.0
441238	28.0	10.0
130502	329.0	279.0
23676	3.0	1.0
130507	3858.0	4699.0
23677	7144.0	6428.0
441234	0.0	0.0
23678	767.0	647.0
23679	0.0	1.0
23670	4018.0	5035.0
23671	12.0	1.0
100129556	2.0	1.0
100129555	6.0	0.0
23647	3812.0	4926.0
23648	4444.0	3480.0
100130539	19.0	1.0
23649	817.0	1623.0
129521	0.0	0.0
100130535	3.0	0.0
23640	1157.0	2251.0
23641	2670.0	3595.0
23642	2035.0	830.0
23643	242.0	501.0
23644	2315.0	3180.0
23645	8691.0	2150.0
23646	9956.0	11924.0
100129543	27.0	87.0
23658	1250.0	2435.0
23659	1217.0	1904.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	0.0	2.0
100130522	228.0	189.0
23650	17854.0	2280.0
23654	19698.0	14180.0
23657	143.0	103.0
117532	8.0	4.0
117531	19.0	3.0
100130519	68.0	65.0
23625	738.0	1507.0
23626	0.0	0.0
23627	265.0	1319.0
100130514	1.0	1.0
441208	10.0	16.0
23620	4.0	5.0
23621	4153.0	4733.0
23623	1461.0	3135.0
23624	486.0	1485.0
23636	3453.0	4665.0
23637	6713.0	4164.0
23639	217.0	679.0
100129515	0.0	0.0
23630	20.0	2.0
23632	116.0	37.0
23633	5587.0	5484.0
23635	3537.0	3416.0
100129512	0.0	0.0
404201	285.0	137.0
404203	0.0	0.0
129446	0.0	5.0
404204	0.0	0.0
84569	0.0	0.0
60598	90.0	2583.0
84561	729.0	2085.0
60592	2506.0	3782.0
84560	0.0	0.0
648947	6.0	0.0
646300	10.0	2.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	204.0	201.0
727736	0.0	0.0
84559	0.0	0.0
84557	672.0	1400.0
84553	758.0	656.0
84552	1408.0	801.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	1.0	0.0
201617	0.0	1.0
