id	47f0749e-01c7-4d8c-8926-06293c4a9b4e	7e56863a-53f2-4c94-9cf0-053d72b4d5ee
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	0.0
9179	1032.0	1330.0
9177	0.0	0.0
106480875	0.0	0.0
9172	129.0	26.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	913.0	881.0
106480876	0.0	0.0
9175	2685.0	1754.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	78.0	142.0
106480880	15.0	9.0
106480882	0.0	0.0
106480881	4.0	0.0
654376	4.0	1.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	1.0	0.0
137868	12.0	1.0
730112	179.0	42.0
106480849	0.0	0.0
729123	0.0	1.0
9188	6446.0	4437.0
106479859	0.0	0.0
106479858	0.0	4.0
9189	5048.0	4363.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	633.0	227.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	1459.0	1368.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	4714.0	10282.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	5270.0	5131.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1948.0	819.0
106480845	0.0	0.0
9184	5570.0	7758.0
106480848	0.0	0.0
9185	2593.0	6914.0
106480847	0.0	0.0
57501	105.0	71.0
57502	802.0	1064.0
57504	4566.0	3689.0
125875	43.0	12.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	13880.0	8430.0
730109	0.0	0.0
137872	741.0	230.0
102546175	1.0	0.0
57505	1401.0	797.0
644903	14.0	13.0
57506	9464.0	5256.0
57507	2950.0	1508.0
57508	1115.0	918.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	2.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	757.0	454.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	2141.0	2510.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	2875.0	1893.0
106480857	0.0	0.0
106480856	0.0	0.0
106480859	0.0	0.0
729119	0.0	1.0
9196	108.0	37.0
106480858	0.0	0.0
57512	28.0	21.0
57513	2787.0	1606.0
57514	2883.0	1870.0
123207	1403.0	627.0
57515	30175.0	14990.0
106480860	0.0	0.0
57510	2952.0	1884.0
106480862	0.0	0.0
57511	2443.0	1315.0
106480861	0.0	0.0
644911	0.0	1.0
644914	8.0	11.0
57519	1485.0	476.0
729146	4.0	1.0
106480828	0.0	0.0
113878	856.0	854.0
135228	2073.0	2204.0
106480827	0.0	0.0
729148	105.0	36.0
106480829	0.0	0.0
137886	3001.0	2581.0
106479879	0.0	0.0
730130	0.0	1.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	10.0	2.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	1.0
106480822	0.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	2.0	0.0
106479870	10.0	0.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	2267.0	972.0
57524	47.0	70.0
57526	453.0	255.0
644928	7.0	5.0
57520	593.0	481.0
57521	3117.0	1702.0
57522	1681.0	705.0
57528	72.0	19.0
57529	33.0	101.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	5.0	1.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	9.0	3.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	1.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	807.0	492.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	15.0	2.0
106480836	0.0	0.0
57534	5539.0	6285.0
57535	41479.0	16067.0
343727	0.0	0.0
57536	1111.0	699.0
57537	687.0	1724.0
150864	1231.0	1323.0
57530	8031.0	6138.0
57531	1051.0	544.0
57532	5908.0	6583.0
106480840	0.0	0.0
57533	3820.0	1667.0
57538	534.0	414.0
57539	2660.0	1982.0
106479817	0.0	7.0
106480806	2.0	1.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	1.0	0.0
106479812	0.0	0.0
106479811	0.0	0.0
106479810	0.0	3.0
123263	610.0	317.0
106480800	0.0	0.0
123264	36.0	20.0
57540	33.0	167.0
106480802	0.0	0.0
106480801	0.0	0.0
106480804	1.0	0.0
106480803	0.0	0.0
57545	1435.0	1095.0
57546	1310.0	735.0
57547	485.0	251.0
57541	1701.0	1419.0
57542	2814.0	2098.0
353132	0.0	0.0
57544	2010.0	1363.0
353131	0.0	0.0
644943	450.0	1258.0
57549	1527.0	3925.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	2.0	0.0
100101490	76.0	35.0
106479807	0.0	0.0
137835	437.0	111.0
106479806	0.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	20.0	9.0
106479802	12.0	4.0
106479801	0.0	0.0
644962	357.0	149.0
106479800	0.0	0.0
353134	0.0	0.0
353133	2.0	2.0
106480811	0.0	0.0
57551	8212.0	6133.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	0.0	0.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	2332.0	522.0
57558	479.0	783.0
57559	229.0	190.0
57552	1762.0	1820.0
353141	0.0	0.0
353140	0.0	0.0
57553	2871.0	816.0
57554	55.0	31.0
353143	0.0	0.0
57555	2395.0	2286.0
353142	0.0	0.0
343702	1.0	1.0
729102	4.0	1.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	1.0	5.0
106479837	0.0	0.0
106479836	9.0	1.0
106479835	4.0	5.0
644972	138.0	90.0
106479834	0.0	0.0
106479833	0.0	0.0
642311	0.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	9.0	6.0
102465906	0.0	0.0
57560	672.0	769.0
106479830	0.0	0.0
353144	0.0	0.0
57561	19976.0	8616.0
57562	1565.0	1891.0
149830	0.0	0.0
57567	1198.0	613.0
57568	2160.0	4175.0
57569	1088.0	119.0
57563	1582.0	1315.0
57565	71.0	79.0
106479829	3.0	2.0
106479828	0.0	2.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	6.0	0.0
106479824	0.0	0.0
106479823	0.0	0.0
106479822	2.0	1.0
106479821	0.0	0.0
57570	1697.0	1312.0
125893	766.0	442.0
106479820	2.0	1.0
57571	153.0	108.0
57572	2667.0	1594.0
149840	184.0	218.0
57573	1111.0	155.0
102465910	0.0	0.0
57578	62.0	29.0
57579	650.0	321.0
149837	595.0	472.0
123228	318.0	198.0
57574	1.0	8.0
353163	0.0	1.0
57575	14.0	25.0
102465909	0.0	0.0
57576	141.0	234.0
102465908	0.0	0.0
57577	1341.0	968.0
353164	3.0	0.0
102465907	0.0	0.0
644974	20.0	26.0
642317	0.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	3.0	0.0
730196	0.0	0.0
390110	1.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	1.0	2.0
390116	0.0	0.0
389120	3.0	0.0
390117	0.0	0.0
147276	3.0	1.0
389118	2.0	140.0
389119	159.0	89.0
353174	11.0	12.0
389114	1180.0	303.0
135293	1270.0	333.0
135295	47.0	22.0
729196	0.0	1.0
729198	0.0	1.0
730180	1.0	0.0
353189	45.0	14.0
392752	30.0	27.0
389144	0.0	0.0
389141	4.0	7.0
123283	1210.0	470.0
102465944	0.0	0.0
353194	15.0	2.0
353196	3.0	2.0
389136	969.0	567.0
389137	2.0	7.0
390102	0.0	0.0
100526416	0.0	0.0
389125	3.0	1.0
389160	6746.0	646.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	24.0	6.0
390158	8.0	12.0
389161	1.0	0.0
147226	1.0	2.0
389158	0.0	0.0
147228	14.0	2.0
135250	67.0	20.0
102465975	0.0	0.0
729156	6.0	10.0
102465974	0.0	0.0
730144	4.0	1.0
390162	0.0	0.0
390166	0.0	0.0
389156	7.0	6.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	1.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	7.0	4.0
730138	3.0	6.0
102465985	0.0	0.0
730174	0.0	1.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	0.0	0.0
390136	0.0	0.0
390137	0.0	0.0
221303	80.0	36.0
390138	0.0	0.0
221302	539.0	334.0
390139	0.0	0.0
729182	2.0	2.0
135270	0.0	0.0
389170	55.0	83.0
729178	53.0	13.0
102465995	0.0	0.0
102465993	0.0	1.0
390142	0.0	0.0
729177	19.0	6.0
390144	0.0	0.0
729176	3.0	1.0
389179	23.0	21.0
389177	4.0	22.0
390148	0.0	0.0
729171	0.0	0.0
390072	16.0	10.0
390073	0.0	0.0
390075	0.0	0.0
390077	2.0	1.0
390078	0.0	0.0
390079	0.0	0.0
221322	470.0	319.0
642290	5.0	3.0
389084	466.0	285.0
390081	0.0	0.0
390082	0.0	0.0
389072	526.0	134.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	0.0	0.0
390091	2.0	0.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	0.0	0.0
390064	0.0	1.0
389090	0.0	0.0
390066	0.0	3.0
390067	0.0	0.0
221336	50.0	141.0
147199	0.0	0.0
257313	17.0	3.0
221357	1.0	1.0
196120	0.0	0.0
9201	1567.0	810.0
9202	5994.0	5234.0
9200	165.0	119.0
9205	779.0	621.0
9206	0.0	0.0
9203	3590.0	3268.0
9204	795.0	784.0
221391	0.0	1.0
221393	2.0	15.0
221395	3016.0	1511.0
9212	40.0	148.0
9213	4363.0	7968.0
9210	0.0	1.0
9211	52.0	1.0
9217	6748.0	3147.0
9214	427.0	1049.0
9215	2414.0	1951.0
284904	4.0	2.0
284900	829.0	551.0
9209	3884.0	2660.0
159195	4400.0	1608.0
9207	74.0	100.0
9208	16683.0	8757.0
9223	7731.0	3129.0
9221	7271.0	5179.0
9227	355.0	61.0
644873	2169.0	1648.0
9228	55.0	5.0
644871	1.0	0.0
57460	2938.0	2453.0
57461	1218.0	873.0
57462	1530.0	1631.0
257364	5537.0	2264.0
57463	1626.0	623.0
9220	143.0	50.0
57468	14.0	22.0
57469	348.0	200.0
57464	58.0	136.0
257358	6.0	1.0
57465	1310.0	2099.0
57466	2965.0	1588.0
57467	5.0	0.0
9218	10019.0	10265.0
9219	5360.0	4253.0
113802	774.0	273.0
9235	802.0	1881.0
644881	0.0	0.0
9232	117.0	535.0
9238	2187.0	2178.0
9236	1478.0	1439.0
57471	7.0	154.0
101101773	0.0	0.0
57472	3117.0	3301.0
101101772	6.0	5.0
57473	2590.0	1860.0
57474	194.0	111.0
9230	8115.0	5070.0
9231	7992.0	3706.0
101101776	0.0	0.0
101101775	107.0	46.0
57470	3939.0	3454.0
57479	3835.0	3502.0
791114	1.0	0.0
791115	0.0	0.0
57475	1085.0	213.0
105616916	0.0	0.0
57476	268.0	171.0
57477	1262.0	889.0
57478	3205.0	821.0
644877	4.0	14.0
9229	642.0	191.0
9245	6.0	22.0
9246	3768.0	8706.0
9244	836.0	144.0
644890	2.0	15.0
9249	5582.0	2736.0
644896	0.0	1.0
9247	3.0	0.0
9248	0.0	0.0
57482	157.0	135.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	2726.0	519.0
106480789	1.0	2.0
106480788	4.0	1.0
9241	26.0	12.0
9242	105.0	342.0
57480	1490.0	907.0
9240	3010.0	2701.0
57481	93.0	65.0
106480790	0.0	0.0
284958	0.0	2.0
106480792	0.0	0.0
106480791	1.0	0.0
57486	2024.0	2366.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	11945.0	10146.0
106480796	10249.0	9591.0
57489	1790.0	1450.0
106480795	4.0	3.0
9256	2867.0	1080.0
9254	1183.0	720.0
9255	3525.0	2523.0
137814	1.0	0.0
341152	0.0	0.0
9258	644.0	1739.0
57493	6548.0	5899.0
106480798	0.0	0.0
57494	2210.0	1365.0
106480797	0.0	0.0
57495	31.0	18.0
57496	10096.0	8400.0
106480799	0.0	0.0
9252	2396.0	853.0
9253	967.0	1525.0
57491	39.0	32.0
57492	9129.0	4712.0
284948	7.0	6.0
57497	8.0	35.0
57498	10778.0	5658.0
284942	351.0	243.0
642236	76.0	9.0
402509	0.0	1.0
341148	0.0	0.0
9267	3738.0	2107.0
9265	2795.0	2637.0
9266	5376.0	3998.0
106479779	6.0	3.0
106479778	0.0	0.0
106479777	1.0	0.0
106480765	0.0	0.0
106479776	0.0	0.0
9260	4355.0	3288.0
106480764	0.0	0.0
106479775	0.0	0.0
106480767	0.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	2673.0	2085.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	0.0	0.0
106479771	0.0	0.0
9261	8884.0	15944.0
106479770	0.0	0.0
9262	3734.0	2282.0
106480770	3.0	1.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	0.0
106480773	0.0	8.0
9278	3234.0	1479.0
9276	12795.0	12843.0
9277	2545.0	1703.0
106479769	0.0	0.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	0.0
9270	3006.0	1916.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	4.0	0.0
106480775	8.0	1.0
106479764	0.0	0.0
106480778	0.0	1.0
106479763	0.0	0.0
106479762	0.0	0.0
106480777	0.0	0.0
9274	2555.0	2502.0
402573	16.0	16.0
106479761	1.0	0.0
9275	2172.0	2937.0
106479760	0.0	0.0
106480779	0.0	0.0
106480781	1.0	0.0
654231	11.0	6.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	9.0	32.0
106480782	0.0	0.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	2.0	5.0
341128	0.0	0.0
113835	308.0	182.0
9289	8682.0	5352.0
9287	0.0	0.0
9288	0.0	0.0
642273	1446.0	801.0
106479799	0.0	0.0
106480743	0.0	0.0
106479798	0.0	0.0
9282	3236.0	3496.0
106479797	0.0	0.0
106480742	1.0	3.0
106479796	0.0	0.0
106480745	0.0	0.0
106479795	1.0	1.0
106480744	0.0	0.0
106479794	7.0	1.0
106480747	0.0	0.0
402562	15.0	20.0
106479793	0.0	0.0
106480746	0.0	0.0
9283	30.0	70.0
106479792	0.0	3.0
106480749	0.0	0.0
9284	203.0	89.0
106479791	0.0	0.0
106480748	0.0	0.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	3.0	0.0
106480752	0.0	0.0
284996	2421.0	3260.0
106480751	0.0	0.0
341112	0.0	0.0
284992	48.0	33.0
341116	0.0	0.0
9299	0.0	1.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	0.0	1.0
106480753	0.0	0.0
9290	36.0	29.0
106480756	0.0	0.0
106479785	0.0	0.0
257397	3328.0	4071.0
113829	6206.0	4951.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	2995.0	3482.0
113828	3714.0	1434.0
106479783	0.0	0.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	0.0	0.0
9294	714.0	709.0
9295	8622.0	5673.0
642280	162.0	45.0
106479780	2.0	0.0
106480759	0.0	0.0
654254	38.0	6.0
106480761	1.0	1.0
284988	3.0	0.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	2.0	2.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	0.0	0.0
730232	1.0	0.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	2.0	5.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	0.0
106479733	0.0	7.0
106479732	0.0	0.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	0.0	4.0
729249	12.0	7.0
729248	0.0	0.0
106480724	0.0	0.0
106480727	0.0	0.0
106480726	0.0	0.0
104457406	118.0	47.0
57622	186.0	279.0
57623	1074.0	582.0
57624	0.0	1.0
57620	3397.0	1239.0
106480730	0.0	0.0
57621	1736.0	1121.0
57626	0.0	0.0
100125387	2.0	0.0
730227	61.0	43.0
57628	3.0	1.0
353219	8.0	0.0
729234	712.0	406.0
106479729	0.0	0.0
729233	0.0	0.0
106480739	6.0	1.0
106479728	0.0	0.0
106479727	0.0	0.0
729236	27.0	41.0
106479726	0.0	0.0
729230	351.0	228.0
106479725	0.0	0.0
106479724	0.0	0.0
113763	525.0	385.0
106479723	4.0	1.0
106479722	0.0	0.0
106479721	0.0	0.0
106480732	2.0	1.0
106480731	0.0	0.0
106479720	0.0	0.0
106480734	0.0	0.0
106480733	0.0	0.0
729238	102.0	25.0
106480736	23.0	29.0
106480735	4.0	0.0
100113391	0.0	0.0
106480738	0.0	2.0
100113392	0.0	0.0
100113393	12.0	8.0
106480737	0.0	0.0
57633	5253.0	6214.0
341208	16.0	4.0
150726	793.0	897.0
57634	6419.0	3812.0
57636	2794.0	1516.0
57630	3412.0	6510.0
57631	207.0	173.0
106480741	14.0	3.0
106480740	0.0	0.0
57639	441.0	826.0
106479719	2.0	0.0
730213	2.0	3.0
106480707	0.0	0.0
106480706	0.0	0.0
106480709	0.0	0.0
106480708	2.0	2.0
106479759	1.0	0.0
106479758	0.0	0.0
729262	11.0	12.0
106479757	0.0	0.0
106479756	0.0	0.0
729264	21.0	0.0
106479755	0.0	0.0
106479754	0.0	0.0
100113383	19.0	1.0
106479753	0.0	0.0
100113384	0.0	0.0
106480701	0.0	0.0
106479752	0.0	0.0
106479751	0.0	0.0
106480700	0.0	0.0
100113386	18.0	22.0
106480703	0.0	0.0
106479750	0.0	0.0
106480702	0.0	0.0
100113380	0.0	0.0
106480705	0.0	0.0
100113381	0.0	0.0
106480704	0.0	0.0
100113382	0.0	0.0
57644	149.0	42.0
57645	5247.0	6588.0
644809	57.0	22.0
150737	1375.0	1142.0
57646	2256.0	1970.0
57647	1479.0	1228.0
100188945	6.0	4.0
57642	2.0	0.0
100113389	0.0	1.0
57643	652.0	151.0
100188949	26.0	42.0
135112	4026.0	4367.0
730249	0.0	0.0
57648	17861.0	15714.0
57649	4685.0	2888.0
730246	10.0	14.0
106480718	0.0	0.0
113746	0.0	2.0
106480717	0.0	0.0
106479749	0.0	1.0
729258	10.0	6.0
106479748	0.0	0.0
106480719	0.0	0.0
106479747	0.0	1.0
729252	3.0	0.0
135114	2544.0	2133.0
106479746	0.0	0.0
106479745	0.0	0.0
106479744	0.0	0.0
106480710	0.0	0.0
106479743	0.0	0.0
106479742	0.0	0.0
100113373	79.0	81.0
106480712	0.0	0.0
106479741	0.0	0.0
57650	167.0	219.0
106479740	0.0	0.0
106480711	0.0	0.0
106480714	0.0	0.0
729259	2.0	1.0
106480713	0.0	0.0
106480716	0.0	0.0
106480715	0.0	0.0
353238	0.0	3.0
57655	3307.0	4257.0
100418708	0.0	0.0
100188954	284.0	20.0
57657	213.0	268.0
57658	12378.0	5258.0
100418709	0.0	0.0
100418706	0.0	0.0
57654	906.0	731.0
100113379	0.0	0.0
729250	0.0	0.0
730239	2.0	9.0
57659	16426.0	6896.0
644815	968.0	1482.0
100188953	19.0	8.0
729201	0.0	0.0
729209	0.0	0.0
100418711	0.0	0.0
57661	3830.0	3046.0
55003	1156.0	590.0
57666	2711.0	2133.0
55002	7016.0	3679.0
100418718	0.0	0.0
55001	924.0	1026.0
57669	3785.0	2946.0
55000	14689.0	8548.0
57662	2474.0	1305.0
55007	1468.0	796.0
100418715	0.0	0.0
57663	0.0	1.0
55006	995.0	646.0
57664	6136.0	2707.0
55005	2575.0	1267.0
55004	5535.0	4595.0
57665	1197.0	1237.0
55009	810.0	1385.0
644820	90.0	52.0
55008	1573.0	518.0
57670	1852.0	1206.0
390201	0.0	0.0
392862	126.0	154.0
100418724	4.0	0.0
390203	0.0	0.0
55010	131.0	224.0
390205	47.0	149.0
100418720	0.0	1.0
55014	1945.0	997.0
57677	1509.0	770.0
55013	697.0	1719.0
57678	5622.0	1609.0
57679	2429.0	1551.0
55012	821.0	754.0
55011	2828.0	1954.0
55018	0.0	0.0
57673	317.0	205.0
57674	11739.0	12756.0
55017	3031.0	2272.0
55016	332.0	691.0
100418728	0.0	0.0
55015	1898.0	1187.0
106479718	17.0	5.0
106479717	0.0	0.0
730211	10.0	0.0
100127989	2.0	0.0
106479716	0.0	0.0
106479715	1.0	1.0
106479714	0.0	0.0
106479713	0.0	0.0
106479712	0.0	0.0
106479711	0.0	0.0
644850	11.0	3.0
57680	8906.0	5676.0
106479710	0.0	0.0
100418733	0.0	0.0
100418735	0.0	1.0
57683	1020.0	226.0
353267	7.0	2.0
55020	2577.0	1526.0
100418731	0.0	0.0
57688	936.0	777.0
57689	443.0	1368.0
55024	132.0	170.0
55023	6131.0	4509.0
389217	11.0	4.0
55022	1294.0	243.0
57684	1014.0	606.0
100418737	64.0	18.0
55028	2299.0	827.0
57685	3364.0	945.0
343819	0.0	0.0
100418736	0.0	0.0
55027	894.0	558.0
100418739	0.0	0.0
55026	1236.0	203.0
57687	186.0	41.0
353274	2754.0	1323.0
644844	68.0	11.0
100127983	208.0	29.0
149708	0.0	1.0
106479709	0.0	0.0
106479708	0.0	0.0
106479707	0.0	0.0
137735	0.0	2.0
106479706	2.0	3.0
729211	6.0	1.0
100127979	0.0	1.0
106479705	0.0	0.0
106479704	0.0	0.0
106479703	0.0	0.0
106479702	0.0	0.0
106479701	0.0	0.0
644861	17.0	4.0
106479700	0.0	0.0
100127976	0.0	0.0
57691	402.0	188.0
100418744	30.0	9.0
57692	805.0	469.0
100418743	6.0	0.0
57693	3009.0	1675.0
150709	223.0	139.0
392843	0.0	0.0
100418745	0.0	0.0
55032	2070.0	1265.0
100418740	3.0	0.0
55031	9545.0	5148.0
573971	3.0	7.0
729215	0.0	0.0
55030	2847.0	2154.0
57690	3285.0	1682.0
57699	543.0	374.0
55036	532.0	508.0
389208	2.0	2.0
55035	2656.0	2214.0
55034	985.0	1060.0
389206	1.0	5.0
55033	1310.0	1609.0
389207	1.0	0.0
57695	1237.0	786.0
100418748	26.0	12.0
57696	1104.0	607.0
55039	1153.0	941.0
100418747	5.0	1.0
55038	728.0	790.0
57697	530.0	351.0
55037	3852.0	2097.0
123103	34.0	0.0
57698	5277.0	5682.0
389203	1084.0	995.0
113791	7623.0	3014.0
390231	0.0	0.0
353288	0.0	0.0
390233	4.0	0.0
100418754	0.0	0.0
147150	14.0	11.0
100418756	0.0	0.0
389240	66.0	133.0
100418751	0.0	1.0
102465803	0.0	0.0
100418750	20.0	22.0
102465802	0.0	0.0
390239	0.0	0.0
102465801	0.0	0.0
102465800	0.0	0.0
390243	0.0	8.0
353299	2.0	0.0
390245	18.0	0.0
147166	415.0	469.0
100418763	0.0	0.0
100233209	212.0	261.0
100418769	3.0	1.0
123169	2300.0	1111.0
104266962	0.0	0.0
104266963	1.0	0.0
100418770	1.0	0.0
392872	8.0	1.0
390211	24.0	13.0
390212	1.0	4.0
390213	12.0	6.0
100418779	0.0	0.0
147172	601.0	323.0
147179	5265.0	4173.0
104266960	0.0	0.0
390215	3.0	0.0
104266961	0.0	0.0
160140	59.0	74.0
390218	4.0	4.0
100418774	0.0	0.0
389257	15.0	19.0
159162	0.0	0.0
104266959	0.0	0.0
159163	0.0	0.0
102465832	0.0	0.0
100418781	11.0	12.0
104266957	2.0	0.0
104266958	0.0	0.0
104266956	1.0	1.0
102465839	0.0	0.0
147184	1198.0	1206.0
390224	0.0	0.0
102465838	0.0	0.0
147183	0.0	0.0
390225	0.0	0.0
102465837	0.0	0.0
390226	5.0	0.0
102465836	0.0	1.0
102465835	0.0	0.0
102465834	0.0	0.0
102465833	0.0	0.0
389246	0.0	0.0
729288	170.0	114.0
102465842	12.0	1.0
390271	0.0	0.0
102465841	0.0	0.0
100418792	1.0	1.0
102465840	0.0	0.0
390273	0.0	0.0
221409	0.0	4.0
390274	0.0	0.0
390275	0.0	0.0
100418799	1.0	1.0
389289	95.0	73.0
149773	17.0	19.0
221400	89.0	62.0
149775	19.0	16.0
102524628	2.0	8.0
147111	2.0	25.0
150759	983.0	435.0
729277	0.0	0.0
137797	2.0	1.0
730262	0.0	0.0
135138	286.0	23.0
102465857	0.0	0.0
102465856	0.0	0.0
150763	367.0	62.0
102465865	0.0	0.0
102465864	0.0	0.0
102465863	0.0	0.0
102465862	0.0	0.0
102465861	0.0	0.0
102465860	0.0	0.0
159119	0.0	0.0
730291	0.0	0.0
221421	102.0	127.0
390259	0.0	0.0
221424	87.0	95.0
102465869	0.0	0.0
102465868	0.0	0.0
102465867	0.0	0.0
102465866	0.0	0.0
57600	2922.0	1995.0
57602	3523.0	2101.0
57608	2427.0	2772.0
57609	5257.0	3785.0
135154	686.0	269.0
150771	533.0	186.0
57604	1956.0	474.0
57605	667.0	203.0
159125	0.0	0.0
57606	4573.0	3462.0
135152	50.0	33.0
102465876	0.0	0.0
221416	10.0	6.0
102465875	0.0	0.0
390260	0.0	0.0
102465874	0.0	0.0
390261	0.0	0.0
102465873	0.0	0.0
102465872	0.0	0.0
102465871	1.0	2.0
729298	1.0	0.0
390264	0.0	0.0
102465870	0.0	0.0
390265	0.0	0.0
390266	2.0	0.0
390267	0.0	0.0
390269	0.0	0.0
102465879	0.0	0.0
389293	2.0	0.0
102465878	0.0	0.0
102465877	0.0	0.0
57611	364.0	264.0
147138	429.0	602.0
57613	4020.0	2605.0
57614	3139.0	2274.0
57610	2747.0	1377.0
57619	18716.0	12319.0
57615	57.0	13.0
57616	883.0	921.0
57617	2348.0	1794.0
390195	0.0	0.0
390197	0.0	0.0
102465882	0.0	0.0
102465881	0.0	0.0
390199	0.0	0.0
102465880	0.0	0.0
221442	397.0	86.0
221443	2500.0	1110.0
400084	33.0	50.0
221438	1.0	0.0
196051	1.0	552.0
389197	0.0	0.0
400073	798.0	567.0
159090	1841.0	2317.0
159091	145.0	126.0
257407	497.0	397.0
196047	305.0	49.0
390174	0.0	0.0
221468	31.0	13.0
400064	6.0	6.0
221472	232.0	239.0
100233198	207.0	114.0
390181	0.0	0.0
390183	2.0	10.0
390186	0.0	0.0
400058	0.0	2.0
221458	80.0	81.0
654170	0.0	0.0
390190	1.0	0.0
390191	0.0	3.0
9300	0.0	0.0
9301	0.0	0.0
9304	0.0	0.0
9302	0.0	0.0
9303	0.0	0.0
221491	869.0	1191.0
9311	35.0	48.0
9312	13.0	12.0
9310	336.0	141.0
9315	1438.0	4585.0
162699	0.0	0.0
9313	37.0	16.0
147081	1313.0	805.0
9314	4844.0	2376.0
221477	12218.0	5687.0
221476	11131.0	299.0
221481	24.0	23.0
9308	420.0	690.0
9306	2916.0	2941.0
9322	2761.0	1883.0
9320	15580.0	10825.0
9321	4806.0	3607.0
9326	2011.0	1471.0
147093	4.0	1.0
9324	3524.0	1450.0
9325	2092.0	1054.0
160065	0.0	0.0
257415	684.0	456.0
9319	139.0	382.0
9317	1888.0	1401.0
