id	c1a570df-7a5f-44a1-9569-8a7eecb651d0	6c6c01b5-ee5b-4ef0-a44f-2b982033fe4c
84435	5.0	0.0
60485	8221.0	2167.0
60484	6.0	1.0
84432	10.0	2.0
60482	11.0	506.0
60481	27118.0	18302.0
130576	734.0	937.0
130574	2091.0	192.0
84467	8.0	6.0
84466	561.0	187.0
60496	4105.0	4235.0
60495	96.0	4.0
60494	20.0	20.0
84465	6.0	9.0
84464	132.0	1053.0
60493	1122.0	1544.0
60492	3476.0	2289.0
60491	1760.0	2141.0
60490	144.0	737.0
84461	338.0	511.0
84460	1168.0	894.0
646442	0.0	2.0
129530	21.0	30.0
129531	1162.0	709.0
130589	428.0	385.0
201501	1646.0	1527.0
84456	704.0	176.0
84455	907.0	608.0
84458	1997.0	1513.0
84457	332.0	4.0
84450	4086.0	1973.0
646457	0.0	1.0
100500870	0.0	0.0
100500872	0.0	0.0
201514	395.0	461.0
201516	22.0	0.0
646450	80.0	144.0
23480	3481.0	3131.0
105416157	74.0	222.0
23481	1667.0	4189.0
23483	1051.0	699.0
23484	4481.0	2698.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	0.0	2.0
646467	0.0	1.0
100500860	0.0	0.0
96459	3913.0	4702.0
100500861	0.0	0.0
23498	314.0	53.0
23499	11885.0	23928.0
23491	14.0	44.0
23492	2147.0	1239.0
23493	2544.0	104.0
23495	4.0	3.0
100500862	0.0	0.0
100500863	3.0	2.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	12.0	20.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	4488.0	8587.0
394217	0.0	0.0
23464	127.0	1305.0
130535	1082.0	1685.0
23466	2450.0	2640.0
23467	719.0	810.0
23468	8521.0	7747.0
23469	6026.0	4965.0
2801	1664.0	8752.0
2800	1632.0	2650.0
23460	1029.0	100.0
23461	3084.0	1122.0
23462	1058.0	235.0
100500895	21.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	5358.0	6659.0
100500898	0.0	0.0
2805	1465.0	2993.0
100500899	0.0	0.0
2804	7959.0	17234.0
2803	5553.0	11354.0
2802	2098.0	6128.0
130540	25.0	11.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1281.0	1509.0
23475	135.0	1339.0
23476	3219.0	6056.0
23478	7658.0	9962.0
23479	8916.0	5058.0
646480	7.0	0.0
2812	0.0	0.0
2811	32.0	20.0
2810	1606.0	2468.0
23471	31653.0	60509.0
23473	4595.0	3249.0
100500884	0.0	0.0
2819	8371.0	66.0
100500885	0.0	0.0
84498	3277.0	4639.0
100500886	0.0	0.0
2817	693.0	3574.0
100500888	0.0	0.0
2815	6.0	0.0
100500889	11.0	0.0
2814	4.0	7.0
2813	72.0	220.0
2823	531.0	22.0
2822	79.0	37.0
2821	6069.0	10433.0
100500839	0.0	0.0
2820	5588.0	18227.0
201562	7259.0	8131.0
100379623	0.0	3.0
2829	22.0	26.0
100500831	0.0	0.0
2828	420.0	280.0
2827	46.0	7.0
100500833	0.0	3.0
2826	12.0	13.0
100500834	0.0	0.0
2825	32.0	50.0
100500835	0.0	0.0
2824	8512.0	235.0
100500836	0.0	0.0
727699	1.0	0.0
2834	1.0	0.0
100500826	0.0	0.0
2833	46.0	71.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	0.0	0.0
100500829	0.0	0.0
60401	583.0	157.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	2.0	4.0
100500822	0.0	0.0
2837	0.0	2.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	75.0	2.0
100500825	0.0	0.0
100500850	173.0	8.0
2845	0.0	4.0
100500859	0.0	0.0
2844	3.0	0.0
2843	4.0	3.0
2842	43.0	27.0
2841	18.0	19.0
60412	4119.0	4912.0
2840	2.0	2.0
100500851	0.0	0.0
100500854	29.0	5.0
2849	4.0	52.0
100500855	0.0	0.0
2848	0.0	0.0
394261	1.0	0.0
2847	13.0	156.0
347933	2.0	0.0
100500857	0.0	0.0
2846	26.0	20.0
100500858	0.0	0.0
394263	0.0	0.0
2856	0.0	1.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	2.0	8.0
201595	18525.0	22740.0
2852	279.0	66.0
2850	739.0	324.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	21.0	52.0
100500846	0.0	0.0
2857	1880.0	346.0
100500847	0.0	0.0
2870	639.0	1214.0
107105261	0.0	0.0
2867	17.0	98.0
107105265	0.0	0.0
60437	46.0	25.0
2866	7.0	0.0
107105264	0.0	0.0
60436	1121.0	3035.0
2865	0.0	1.0
107105263	0.0	0.0
2864	0.0	0.0
107105262	0.0	0.0
2863	154.0	320.0
2862	0.0	1.0
2861	81.0	56.0
347918	332.0	416.0
107105266	2.0	4.0
2869	1101.0	328.0
2868	207.0	213.0
2880	0.0	0.0
60439	0.0	0.0
107105254	1.0	0.0
2878	38071.0	1348.0
2877	1303.0	20.0
107105253	15.0	12.0
2876	3684.0	13040.0
2875	53.0	28.0
2874	162.0	61.0
2873	1544.0	8027.0
2872	3860.0	8253.0
107105256	0.0	0.0
2871	2.0	3.0
347902	15284.0	2877.0
107105259	0.0	0.0
2879	7177.0	20978.0
727682	0.0	0.0
727684	0.0	1.0
2892	181.0	1.0
2891	194.0	6070.0
2890	124.0	2.0
727686	0.0	2.0
84419	407.0	9120.0
2889	2031.0	3139.0
100500815	0.0	0.0
2888	207.0	362.0
100500816	0.0	0.0
2887	2953.0	3390.0
100500817	0.0	0.0
2886	874.0	1410.0
100500818	0.0	0.0
2885	4411.0	20424.0
100500819	0.0	6.0
2884	1.0	4.0
2882	931.0	400.0
100642175	0.0	0.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	0.0	10.0
100500813	0.0	0.0
100500814	2.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	359.0	10.0
2899	596.0	65.0
84418	4580.0	4673.0
2898	46.0	3.0
60468	1677.0	103.0
84417	2685.0	32.0
2897	192.0	3.0
2896	3268.0	27522.0
60467	0.0	0.0
100500808	0.0	0.0
2895	0.0	1.0
100500809	0.0	0.0
2894	97.0	35.0
2893	814.0	3.0
100500801	0.0	0.0
100500802	30.0	7.0
100500803	0.0	0.0
23603	6524.0	3029.0
100129507	0.0	0.0
23604	713.0	991.0
23605	0.0	0.0
23606	1.0	2.0
23607	6545.0	5884.0
23608	7840.0	11233.0
23609	2090.0	2062.0
286527	16.0	3.0
286528	0.0	0.0
23600	97.0	243.0
23601	41.0	368.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	1.0
23614	0.0	0.0
23615	9.0	26.0
23616	205.0	601.0
286530	76.0	116.0
23617	0.0	0.0
23619	0.0	1.0
23612	1689.0	1841.0
23613	2221.0	2870.0
286544	4.0	79.0
286550	0.0	0.0
286554	0.0	2.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	2.0	4.0
100463528	0.0	0.0
441272	448.0	678.0
100379667	0.0	0.0
100288998	1.0	0.0
441263	15.0	35.0
441261	0.0	0.0
100288984	0.0	1.0
441295	58.0	14.0
441294	3.0	6.0
100463500	1.0	0.0
100288979	0.0	0.0
286512	4.0	3.0
286514	0.0	0.0
60625	492.0	682.0
441282	31.0	60.0
646377	0.0	0.0
100130579	1.0	0.0
646379	0.0	0.0
646378	0.0	0.0
23683	4014.0	621.0
404281	28.0	54.0
100130572	0.0	0.0
646370	0.0	0.0
23682	568.0	1256.0
100129587	0.0	0.0
100129583	613.0	292.0
100129584	0.0	0.0
441218	1.0	3.0
100130566	0.0	0.0
100130564	0.0	2.0
100130562	866.0	792.0
100130561	36.0	81.0
441212	340.0	131.0
646382	0.0	0.0
100129570	0.0	0.0
404266	5.0	0.0
100130557	23.0	40.0
100130555	0.0	0.0
646390	0.0	0.0
441246	15.0	30.0
23666	46.0	214.0
23667	0.0	0.0
646392	0.0	0.0
23668	1.0	1.0
441251	0.0	0.0
441250	75.0	150.0
23660	1060.0	1260.0
100129564	0.0	1.0
100129566	2.0	1.0
100129561	1.0	0.0
100130549	0.0	0.0
130500	0.0	0.0
100129557	0.0	0.0
23673	7443.0	4761.0
441238	15.0	8.0
130502	771.0	389.0
23676	25.0	2.0
130507	5427.0	4350.0
23677	5323.0	5931.0
441234	4.0	0.0
23678	2879.0	3657.0
23679	0.0	0.0
23670	3834.0	3264.0
23671	35.0	0.0
100129556	0.0	0.0
100129555	2.0	0.0
23647	2134.0	7274.0
23648	4402.0	3513.0
100130539	5.0	1.0
23649	562.0	1402.0
129521	0.0	0.0
100130535	0.0	0.0
23640	676.0	1882.0
23641	2704.0	385.0
23642	2452.0	1351.0
23643	1300.0	347.0
23644	521.0	1097.0
23645	6142.0	1322.0
23646	3566.0	9517.0
100129543	23.0	71.0
23658	4325.0	2513.0
23659	502.0	1236.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	0.0	0.0
100130522	75.0	175.0
23650	12614.0	393.0
23654	3744.0	14211.0
23657	175.0	133.0
117532	19.0	2.0
117531	2.0	9.0
100130519	19.0	176.0
23625	587.0	1112.0
23626	0.0	0.0
23627	357.0	168.0
100130514	0.0	0.0
441208	12.0	13.0
23620	0.0	0.0
23621	2110.0	1087.0
23623	1422.0	1793.0
23624	168.0	1020.0
23636	1633.0	3899.0
23637	5434.0	7758.0
23639	154.0	1238.0
100129515	0.0	0.0
23630	5.0	12.0
23632	18.0	93.0
23633	4268.0	6924.0
23635	5626.0	3973.0
100129512	0.0	0.0
404201	485.0	201.0
404203	0.0	0.0
129446	5.0	0.0
404204	0.0	0.0
84569	0.0	0.0
60598	75.0	939.0
84561	374.0	1554.0
60592	11932.0	10075.0
84560	0.0	0.0
648947	0.0	0.0
646300	7.0	1.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	59.0	175.0
727736	0.0	0.0
84559	0.0	0.0
84557	378.0	509.0
84553	754.0	42.0
84552	2150.0	417.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	1.0	14.0
100499457	0.0	0.0
727764	6.0	0.0
102465669	0.0	0.0
102465668	2.0	1.0
646309	123.0	128.0
201627	4931.0	2362.0
646324	5.0	8.0
201626	3369.0	3305.0
727758	24.0	60.0
201625	31.0	32.0
648980	0.0	0.0
84572	761.0	6301.0
646316	0.0	1.0
84570	86.0	26.0
345462	492.0	727.0
102465689	0.0	0.0
102465688	0.0	0.0
646330	1.0	0.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	5348.0	12710.0
727701	12.0	2.0
727703	2.0	0.0
727704	0.0	0.0
201633	39.0	53.0
2900	48.0	20.0
2908	8291.0	1161.0
2907	9936.0	57179.0
2906	17.0	35.0
2905	9.0	32.0
2904	117.0	2.0
2903	373.0	181.0
345456	0.0	0.0
2902	30.0	126.0
2901	65.0	53.0
406894	0.0	0.0
406893	0.0	0.0
406896	16.0	14.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	1.0
406897	0.0	0.0
102465695	0.0	0.0
646346	1.0	1.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	1.0	1.0
406892	0.0	0.0
406891	0.0	0.0
2911	17.0	14.0
201651	36.0	1.0
2919	201.0	7.0
2918	0.0	15.0
102465691	0.0	0.0
2917	54.0	0.0
2916	5.0	372.0
2915	10.0	0.0
2914	13.0	329.0
2913	0.0	2.0
2912	6.0	9.0
404220	5.0	5.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	0.0	4.0
406887	0.0	0.0
406886	10.0	9.0
406889	0.0	0.0
406888	0.0	0.0
23584	404.0	31.0
23585	15110.0	17022.0
23586	2102.0	6115.0
23587	1359.0	1404.0
23588	3837.0	3329.0
23589	2243.0	6133.0
406881	4.0	3.0
2922	79.0	165.0
2921	213.0	8.0
2920	7691.0	38.0
23580	5196.0	8107.0
23581	52.0	45.0
23582	5159.0	2919.0
23583	1261.0	1722.0
404217	110.0	1039.0
2928	0.0	0.0
2926	7189.0	10628.0
2925	542.0	880.0
2923	18697.0	54415.0
646366	0.0	0.0
345430	1.0	0.0
406875	0.0	0.0
404216	0.0	11.0
23595	2026.0	3107.0
23596	291.0	1290.0
23597	1446.0	452.0
96597	0.0	0.0
23598	3688.0	7239.0
100130584	0.0	0.0
100130581	171.0	600.0
646360	5.0	6.0
129450	472.0	548.0
130429	0.0	0.0
2932	5223.0	5368.0
2931	3295.0	5689.0
23590	347.0	257.0
100129591	2.0	7.0
23591	1.0	0.0
23592	3852.0	2244.0
23593	11501.0	4309.0
23594	51.0	392.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	0.0	1.0
100499483	17.0	28.0
2939	4.0	2.0
2938	1047.0	5.0
2937	1666.0	4728.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	2158.0	1782.0
2935	11630.0	30521.0
2934	36285.0	13411.0
100129595	0.0	1.0
100288964	0.0	0.0
60509	1539.0	1906.0
60506	0.0	0.0
2944	5098.0	12048.0
2942	0.0	0.0
2941	2303.0	563.0
2940	0.0	0.0
2949	2159.0	275.0
2948	2343.0	2164.0
2947	13555.0	28871.0
2946	1971.0	3836.0
60526	920.0	1518.0
2954	429.0	2289.0
2953	1.0	6.0
2951	0.0	0.0
2950	11606.0	11215.0
2959	2697.0	2488.0
2958	4365.0	2055.0
2957	5689.0	3747.0
2956	2726.0	3567.0
100288948	0.0	0.0
60529	144.0	14.0
60528	1654.0	2619.0
2966	261.0	166.0
84504	2.0	0.0
2965	3517.0	2803.0
84503	566.0	453.0
2964	1.0	2.0
2963	2061.0	2052.0
2962	2651.0	5679.0
2961	1530.0	728.0
84502	27.0	27.0
2960	1337.0	1238.0
84501	156.0	469.0
2969	1121.0	3600.0
2968	155.0	80.0
2967	1566.0	2592.0
2980	0.0	0.0
2977	484.0	252.0
2976	3095.0	4033.0
2975	1409.0	9610.0
2974	3.0	0.0
2972	266.0	1706.0
2971	8107.0	9438.0
2970	16.0	50.0
2979	1.0	46.0
2978	0.0	3.0
154442	18.0	0.0
2990	2342.0	4359.0
225689	60.0	103.0
84519	30.0	107.0
84518	266.0	594.0
60559	10844.0	11589.0
100500914	0.0	0.0
2987	1748.0	5801.0
60558	2856.0	4060.0
84525	399.0	359.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	1675.0	622.0
100500917	0.0	1.0
2984	94.0	194.0
84522	3903.0	3992.0
100500918	0.0	1.0
2983	1706.0	439.0
100500919	0.0	0.0
84524	515.0	610.0
2982	6607.0	833.0
2981	0.0	0.0
84520	1032.0	1271.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	7.0	8.0
100500913	0.0	0.0
2999	32.0	49.0
84515	503.0	462.0
100500903	0.0	0.0
2998	7.0	0.0
84514	637.0	4282.0
100500904	8.0	5.0
2997	2362.0	3299.0
84517	102.0	117.0
100500905	0.0	0.0
84516	3340.0	9280.0
2996	55.0	8.0
100500906	0.0	0.0
2995	2367.0	521.0
2994	4.0	0.0
100500908	0.0	0.0
84513	2845.0	16865.0
2993	0.0	0.0
100500909	0.0	0.0
2992	6738.0	3850.0
60561	1311.0	1430.0
60560	1227.0	2309.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	1.0
154467	213.0	979.0
130497	664.0	89.0
84548	545.0	1181.0
84547	383.0	294.0
100500938	0.0	1.0
84549	2432.0	664.0
84546	0.0	0.0
84545	2480.0	3873.0
84542	640.0	604.0
84541	142.0	74.0
727795	12.0	32.0
84529	668.0	248.0
84536	87.0	312.0
84539	0.0	0.0
84532	1066.0	1697.0
84530	0.0	2.0
23729	191.0	293.0
201288	0.0	0.0
201283	787.0	1042.0
23738	1.0	1.0
23731	9073.0	6137.0
23732	22.0	4.0
201299	2.0	68.0
201292	720.0	1553.0
201294	176.0	677.0
23704	377.0	8887.0
23705	3524.0	2605.0
23708	1605.0	331.0
252840	0.0	0.0
252841	0.0	0.0
100288897	12.0	9.0
23710	3799.0	1937.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	0.0	6.0
100288861	1.0	0.0
84701	65.0	46.0
252884	354.0	883.0
84700	6.0	6.0
129841	0.0	0.0
94086	3.0	16.0
117854	646.0	1144.0
100130450	3.0	0.0
154807	6022.0	4625.0
100129460	211.0	83.0
359710	0.0	0.0
94081	1322.0	2859.0
115201	1148.0	1054.0
100129468	0.0	0.0
100129464	2.0	4.0
286256	28.0	235.0
286257	182.0	1205.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	837.0	1011.0
646269	7.0	1.0
646262	0.0	0.0
286262	222.0	2101.0
142827	1.0	0.0
100129452	0.0	0.0
646278	28.0	18.0
100130435	0.0	0.0
727800	79.0	644.0
646270	3.0	0.0
154822	75.0	16.0
23782	1.0	0.0
23783	14.0	8.0
23784	0.0	5.0
23786	3483.0	6773.0
23787	6725.0	9621.0
646273	0.0	0.0
23788	4907.0	8402.0
359730	0.0	0.0
359731	0.0	0.0
23780	514.0	1920.0
23781	0.0	0.0
345079	261.0	456.0
154810	4496.0	776.0
100129438	0.0	0.0
94097	191.0	2574.0
359737	2.0	0.0
359738	0.0	0.0
359739	0.0	4.0
646282	51.0	610.0
359736	3.0	1.0
359740	1.0	0.0
359741	0.0	0.0
359742	0.0	1.0
359743	15.0	0.0
139201	21.0	6.0
129804	605.0	1289.0
129807	1.0	1.0
129880	152.0	463.0
23768	1878.0	315.0
23769	5.0	2.0
129881	33.0	41.0
100130418	1161.0	249.0
345062	0.0	0.0
286204	44.0	4.0
100129428	0.0	0.0
286205	1412.0	948.0
100129427	0.0	0.0
23760	5593.0	3818.0
359748	0.0	0.0
100862854	7.0	0.0
286207	43.0	242.0
359749	2.0	0.0
23761	1632.0	3017.0
100862855	0.0	0.0
23762	252.0	512.0
23764	1697.0	399.0
359744	0.0	3.0
100862850	1.0	0.0
23765	1465.0	1818.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	1236.0	17.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	0.0	2.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	64.0	109.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	2066.0	2040.0
359755	0.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	2551.0	7374.0
359761	9.0	0.0
129868	0.0	0.0
23746	6.0	0.0
102465502	0.0	0.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	23.0	90.0
23749	0.0	0.0
100129403	0.0	1.0
345041	3.0	7.0
100129405	90.0	50.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	23133.0	11483.0
102465507	0.0	0.0
23742	0.0	1.0
359766	0.0	0.0
23743	461.0	62.0
359767	0.0	0.0
102465505	0.0	0.0
130813	7.0	751.0
23744	0.0	1.0
102465504	0.0	0.0
130814	4658.0	8180.0
102465503	0.0	0.0
359774	3.0	7.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	1050.0	2892.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	46.0	53.0
347694	0.0	0.0
286239	0.0	0.0
23751	0.0	0.0
102465519	0.0	0.0
23752	0.0	7.0
23753	60.0	1416.0
115207	23058.0	3113.0
359777	0.0	0.0
102465517	0.0	0.0
130827	490.0	380.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1737.0	3106.0
23755	9.0	0.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	1.0
359782	0.0	0.0
347689	35.0	32.0
347688	0.0	13.0
102465524	0.0	0.0
94005	3396.0	7439.0
102465523	0.0	1.0
102465522	0.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	18.0	37.0
727866	0.0	0.0
57060	773.0	699.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	6521.0	8624.0
102465526	0.0	0.0
727865	25.0	7.0
102465525	0.0	0.0
84687	1256.0	3516.0
727859	0.0	0.0
84689	132.0	80.0
84688	26.0	28.0
139135	0.0	0.0
84684	0.0	0.0
84681	899.0	2819.0
84680	339.0	421.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	0.0	1.0
727851	61.0	80.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	4647.0	2156.0
84676	5.0	19.0
84675	46.0	6.0
140123	0.0	0.0
84678	1655.0	1282.0
84677	0.0	0.0
84672	0.0	0.0
84671	1019.0	1133.0
84674	902.0	287.0
84673	0.0	0.0
152101	0.0	0.0
152100	944.0	1215.0
94027	6.0	2.0
94026	0.0	0.0
94025	2059.0	37.0
129787	2098.0	2711.0
57088	6230.0	739.0
127124	0.0	0.0
57089	266.0	538.0
57082	69.0	365.0
57084	0.0	0.0
57085	1032.0	3838.0
152118	0.0	0.0
152110	1848.0	1322.0
154790	4.0	2.0
154791	194.0	529.0
646201	0.0	0.0
57091	72.0	91.0
94015	262.0	174.0
57092	17157.0	9510.0
646202	4.0	21.0
57097	1352.0	1680.0
57099	479.0	260.0
727879	1.0	0.0
57093	0.0	0.0
166752	79.0	1.0
57094	2.0	16.0
57095	2815.0	4362.0
57096	53.0	66.0
139163	0.0	0.0
84698	337.0	202.0
84699	3.0	0.0
84694	0.0	0.0
84693	977.0	3453.0
100499563	0.0	0.0
84696	75.0	53.0
84695	152.0	151.0
84690	7.0	0.0
84692	4.0	1.0
84691	0.0	1.0
130752	149.0	127.0
646213	0.0	0.0
100130495	23.0	8.0
646208	0.0	2.0
94039	939.0	1447.0
94031	859.0	2115.0
94030	12.0	22.0
100130484	0.0	0.0
94033	13.0	0.0
94032	0.0	12.0
727810	4.0	1.0
100130481	0.0	0.0
100130480	0.0	0.0
115196	284.0	487.0
727805	0.0	0.0
139105	0.0	0.0
646218	0.0	0.0
347744	84.0	96.0
347741	0.0	1.0
646231	0.0	0.0
154743	2413.0	702.0
130773	9.0	2.0
727842	0.0	0.0
100129480	33.0	280.0
100129482	1027.0	454.0
727837	0.0	0.0
347736	7.0	11.0
347733	837.0	32.0
347732	22.0	39.0
347735	3026.0	16106.0
347734	1698.0	4743.0
347731	0.0	0.0
646243	0.0	1.0
94059	47.0	279.0
347730	0.0	0.0
646249	0.0	0.0
201305	33.0	21.0
100130466	0.0	0.0
727833	0.0	0.0
727835	1.0	0.0
100130462	0.0	0.0
94056	5020.0	19870.0
100130461	0.0	0.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	30.0	44.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	3859.0	8302.0
347717	0.0	1.0
347716	4.0	8.0
101154644	0.0	0.0
152195	366.0	625.0
100288831	0.0	0.0
164153	2.0	0.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	3.0	0.0
152189	1319.0	2031.0
347705	1.0	0.0
347702	0.0	0.0
152185	1396.0	2453.0
347701	1.0	0.0
100288827	1.0	2.0
100288825	0.0	0.0
57000	21.0	12.0
57001	1361.0	373.0
84618	0.0	0.0
84617	4309.0	1146.0
84619	9.0	109.0
57007	3845.0	942.0
84624	118.0	1058.0
84627	325.0	618.0
84626	214.0	456.0
57002	1011.0	726.0
57003	7176.0	18575.0
84620	452.0	163.0
84623	5.0	10.0
57004	0.0	0.0
84622	719.0	339.0
100288814	0.0	3.0
57010	44.0	259.0
57017	1533.0	1446.0
84614	909.0	1107.0
57018	11217.0	2712.0
57019	1643.0	1792.0
84616	0.0	0.0
84612	2522.0	10950.0
57016	9.0	33.0
96626	0.0	0.0
100288805	26.0	29.0
100288801	0.0	0.0
100288802	1.0	0.0
57020	3065.0	7023.0
164127	0.0	0.0
166785	1057.0	861.0
84639	3.0	0.0
84647	4.0	0.0
84649	5408.0	157.0
60678	502.0	1370.0
60677	0.0	0.0
84648	0.0	0.0
60676	139.0	19.0
84643	0.0	1.0
60675	9.0	1.0
139170	2.0	0.0
101154686	0.0	0.0
84645	75.0	61.0
60674	16579.0	6844.0
57026	1.0	19.0
60673	258.0	1118.0
152138	0.0	0.0
60672	311.0	867.0
152137	9843.0	2486.0
252946	0.0	0.0
84641	6254.0	5697.0
252948	0.0	0.0
84640	3527.0	3402.0
252949	0.0	0.0
154796	3304.0	1086.0
96610	76.0	126.0
164118	5.0	1.0
84629	1597.0	5015.0
84628	24.0	35.0
727897	133.0	49.0
57030	350.0	15.0
84636	2.0	4.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	2997.0	921.0
84632	3090.0	293.0
60686	545.0	527.0
84631	23.0	2.0
57037	2021.0	1523.0
84634	16.0	38.0
60685	2341.0	6302.0
105370183	0.0	0.0
57038	2742.0	2153.0
60684	2882.0	3449.0
60682	776.0	791.0
60681	2026.0	12132.0
84630	0.0	2.0
60680	109.0	549.0
252953	0.0	0.0
252954	0.0	0.0
139189	0.0	13.0
252955	0.0	0.0
252956	1.0	0.0
57045	6032.0	4968.0
84669	951.0	2686.0
84668	4100.0	286.0
84665	0.0	0.0
57047	4.0	8.0
84664	0.0	0.0
84667	4.0	0.0
84666	0.0	0.0
84661	3517.0	3159.0
84660	26.0	19.0
84662	434.0	2297.0
648809	0.0	0.0
648822	0.0	0.0
57053	16.0	20.0
57054	0.0	0.0
57055	0.0	0.0
57050	2335.0	2075.0
166793	347.0	264.0
84658	3.0	1.0
84657	90.0	39.0
84659	131.0	6.0
84654	0.0	0.0
57057	0.0	0.0
84656	2950.0	12710.0
84650	3960.0	2200.0
84651	0.0	0.0
100132917	0.0	0.0
100132918	0.0	0.0
252983	900.0	1015.0
441073	137.0	100.0
100132920	0.0	0.0
100132923	14.0	6.0
100132929	0.0	5.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	59.0	56.0
441061	20.0	0.0
100132932	0.0	0.0
100132938	1.0	0.0
100288785	0.0	0.0
441094	410.0	101.0
100132940	0.0	0.0
252968	0.0	1.0
252969	865.0	1522.0
100132948	0.0	1.0
100132949	0.0	0.0
286310	0.0	0.0
404093	787.0	3504.0
286319	2626.0	1351.0
100288772	0.0	0.0
441027	1424.0	633.0
441026	0.0	2.0
441024	2547.0	788.0
441032	372.0	233.0
84803	1040.0	105.0
164091	577.0	1526.0
100132963	0.0	0.0
100132965	1.0	0.0
100132967	0.0	0.0
152098	143.0	228.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	0.0	0.0
100132979	0.0	0.0
359803	1.0	2.0
359804	2.0	1.0
100288742	0.0	0.0
359806	0.0	0.0
84816	400.0	531.0
359800	0.0	4.0
84818	1081.0	3381.0
441046	127.0	63.0
84817	1329.0	1772.0
359802	3.0	0.0
84823	563.0	1612.0
57205	1600.0	481.0
441054	132.0	46.0
84824	6.0	23.0
441051	4.0	18.0
441050	53.0	75.0
