id	b504f2d6-3354-4b56-9238-bf58fcf4185a	6c60605b-a647-481e-976d-f2945740faf8
100135064	0.0	0.0
147015	107.0	102.0
100996280	2.0	0.0
94240	414.0	5518.0
94241	3173.0	19373.0
94236	0.0	0.0
94235	0.0	13.0
94234	6.0	12.0
94239	6132.0	18538.0
94233	10.0	22.0
390294	0.0	11.0
390297	0.0	1.0
390298	0.0	0.0
221584	43.0	216.0
150590	87.0	393.0
94274	1341.0	122.0
94298	0.0	3.0
94297	0.0	0.0
414768	0.0	0.0
642451	0.0	4.0
414766	15.0	16.0
414767	0.0	0.0
654434	105.0	371.0
400123	1.0	8.0
400121	0.0	0.0
57221	4476.0	19054.0
84838	1989.0	3986.0
400120	26.0	2.0
84837	271.0	146.0
84839	2.0	1.0
57226	1790.0	6227.0
84844	969.0	1905.0
84847	5.0	3.0
57228	496.0	1198.0
57222	9481.0	40883.0
402779	0.0	0.0
402778	304.0	500.0
57223	5716.0	22700.0
57224	1092.0	2384.0
84842	12.0	43.0
414776	0.0	0.0
642446	0.0	1.0
414771	0.0	1.0
642448	2.0	5.0
642461	0.0	3.0
642460	5.0	4.0
414777	929.0	3273.0
414778	13.0	10.0
57231	2747.0	12308.0
400110	0.0	0.0
57232	176.0	593.0
654427	3.0	33.0
84826	0.0	0.0
654429	1.0	16.0
84833	1773.0	5983.0
84836	4359.0	5336.0
84830	226.0	410.0
57234	170.0	199.0
84832	0.0	0.0
654433	238.0	610.0
9001	68.0	20.0
9002	105.0	349.0
642475	163.0	682.0
84859	2212.0	4291.0
84867	34.0	62.0
84866	1974.0	3348.0
84869	1111.0	2835.0
84868	485.0	4673.0
654463	2.0	93.0
84865	187.0	507.0
84864	1050.0	4176.0
84861	900.0	1503.0
9014	604.0	2075.0
9015	249.0	1204.0
9013	1321.0	1859.0
9019	12057.0	20962.0
9016	280.0	1053.0
341392	5.0	55.0
84848	26.0	130.0
84856	95.0	94.0
84858	823.0	1554.0
84852	144.0	153.0
102725176	0.0	0.0
84851	464.0	1402.0
642477	15.0	56.0
84850	0.0	1.0
105376946	0.0	0.0
9025	796.0	2455.0
9026	1986.0	3198.0
9023	1472.0	588.0
113612	1427.0	1745.0
9024	16.0	30.0
642493	1.0	1.0
9027	6.0	9.0
9028	22.0	60.0
400165	0.0	2.0
9021	80777.0	3789.0
9022	66.0	76.0
9020	1057.0	2032.0
84889	203.0	9.0
84888	3780.0	11409.0
654483	1.0	19.0
84885	876.0	1828.0
654486	0.0	0.0
84886	5229.0	7017.0
84881	989.0	1928.0
642489	17.0	125.0
84883	2046.0	2562.0
654480	0.0	10.0
9037	6320.0	2943.0
9034	272.0	727.0
9038	0.0	0.0
9039	2468.0	7551.0
400156	5.0	7.0
9032	0.0	0.0
9033	4.0	56.0
9031	5451.0	15858.0
84878	571.0	507.0
84879	105.0	411.0
84874	636.0	1317.0
84873	0.0	0.0
84876	1054.0	1605.0
84875	1620.0	3938.0
84870	759.0	607.0
84872	472.0	1211.0
84871	19.0	81.0
9047	93.0	614.0
9048	44.0	180.0
9045	23557.0	36325.0
9046	387.0	1227.0
9049	2133.0	4148.0
106480985	1.0	7.0
9040	1702.0	2516.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	1.0	4.0
9043	5811.0	13061.0
400141	111.0	349.0
106480989	0.0	4.0
9044	2054.0	5832.0
106480988	0.0	0.0
57282	17.0	23.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	2.0	5.0
414753	0.0	0.0
414754	0.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	2.0	0.0
341356	0.0	1.0
9058	332.0	2223.0
9056	629.0	3726.0
9057	473.0	2039.0
341350	3.0	8.0
9050	1009.0	2189.0
106480996	0.0	0.0
9051	117.0	841.0
106480995	0.0	0.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	1075.0	4801.0
9054	932.0	2909.0
9055	272.0	6119.0
106480999	0.0	0.0
9052	9891.0	11689.0
9053	1778.0	8903.0
84899	1163.0	3099.0
282569	0.0	0.0
400129	8.0	23.0
84896	3076.0	7399.0
84895	715.0	1462.0
400128	245.0	6.0
84898	13414.0	28231.0
84897	1101.0	2387.0
400126	21.0	77.0
654499	0.0	1.0
84892	1099.0	1642.0
414764	38.0	14.0
84891	2.0	1.0
414765	11.0	38.0
84894	499.0	6228.0
84893	3290.0	8356.0
414760	7.0	6.0
414761	41.0	59.0
84890	1576.0	3410.0
341346	4.0	48.0
9069	2540.0	6152.0
414926	0.0	52.0
9068	2081.0	1069.0
106479979	0.0	2.0
729004	0.0	11.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	5.0	6.0
9061	4687.0	9167.0
106480963	0.0	0.0
106479974	1.0	1.0
106479973	0.0	0.0
106480962	0.0	1.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	2509.0	2878.0
106480964	0.0	0.0
106479971	0.0	3.0
106479970	0.0	0.0
106480967	2.0	7.0
9066	2037.0	5975.0
106480966	0.0	1.0
9063	1359.0	2919.0
729009	67.0	314.0
106480969	0.0	0.0
9064	1688.0	1567.0
106480968	0.0	0.0
106480970	0.0	2.0
106480972	0.0	1.0
106480971	0.0	0.0
113540	21.0	84.0
106479969	2.0	0.0
9079	3939.0	4490.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	3.0
106480974	3.0	5.0
9073	1754.0	14.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	2805.0	8154.0
106479961	0.0	0.0
106480976	0.0	2.0
9071	70.0	20.0
106479960	0.0	0.0
106480975	0.0	0.0
9076	1166.0	967.0
390402	0.0	0.0
106480978	1.0	0.0
9077	422.0	151.0
390403	0.0	0.0
106480977	0.0	0.0
9074	2.0	0.0
9075	64.0	144.0
106480979	0.0	5.0
100996387	1.0	0.0
390407	1.0	2.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	1.0	10.0
729025	2.0	9.0
106480949	0.0	0.0
106480948	0.0	1.0
730013	14.0	3.0
137529	0.0	5.0
730010	1.0	9.0
106479999	0.0	0.0
729020	0.0	10.0
113510	685.0	1568.0
106479998	0.0	0.0
729023	6.0	2.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	2.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	1.0
106479995	0.0	0.0
106480940	0.0	1.0
9081	0.0	0.0
106479994	0.0	0.0
106480943	2.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	2.0
9087	1.0	3.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	22.0	1005.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	1.0	2.0
106480946	0.0	0.0
57402	1033.0	5527.0
57403	2651.0	10149.0
57404	1831.0	4405.0
57405	24.0	1553.0
389416	1.0	9.0
149501	38.0	172.0
9080	3.0	37.0
106480950	0.0	0.0
57406	896.0	1005.0
57407	1103.0	2807.0
57408	0.0	0.0
730005	18.0	13.0
57409	978.0	2013.0
106480959	0.0	0.0
729013	392.0	620.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	1.0
729012	1.0	11.0
106479986	0.0	0.0
9094	752.0	1822.0
106479985	0.0	0.0
106480952	3.0	2.0
9095	179.0	456.0
106479984	3.0	6.0
106480951	0.0	2.0
9092	1860.0	4193.0
106479983	0.0	0.0
106480954	0.0	0.0
9093	1631.0	6315.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	20.0	97.0
106479981	0.0	0.0
106480956	0.0	2.0
9099	559.0	199.0
106479980	0.0	2.0
106480955	0.0	6.0
9096	874.0	1291.0
106480958	0.0	0.0
9097	3295.0	41500.0
106480957	0.0	0.0
57413	180.0	2259.0
57414	3620.0	5444.0
57415	996.0	2147.0
389404	4.0	16.0
9091	1711.0	4051.0
57410	3275.0	6639.0
389400	1.0	3.0
106480961	0.0	0.0
57412	6.0	18.0
106480960	0.0	0.0
57418	896.0	1036.0
57419	1178.0	2910.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	1.0
106480926	0.0	0.0
106479936	0.0	0.0
106480929	2.0	5.0
106479935	0.0	1.0
106480928	1.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	0.0	10.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	1161.0	1543.0
390433	0.0	0.0
106480921	4.0	6.0
106480920	0.0	2.0
390434	0.0	0.0
106480923	0.0	1.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	1.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	4.0	1.0
389434	17.0	211.0
642402	0.0	0.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	0.0	2.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	0.0	3.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	2.0	1.0
353497	172.0	522.0
390442	1.0	0.0
106480930	2.0	4.0
390443	0.0	0.0
389432	2766.0	472.0
106480932	0.0	2.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	36.0	218.0
106480935	3.0	7.0
389428	2.0	7.0
341405	2.0	0.0
389422	18.0	359.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	1.0
106480904	0.0	0.0
106480907	1.0	11.0
106479958	0.0	1.0
106479957	0.0	3.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	0.0	2.0
106479953	0.0	8.0
106479952	0.0	1.0
654412	1.0	0.0
106479951	0.0	0.0
390411	0.0	6.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	0.0	12.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	0.0	9.0
106480902	0.0	0.0
57446	2286.0	6508.0
57447	10430.0	6936.0
390418	0.0	0.0
100996331	0.0	0.0
57448	6361.0	15872.0
390419	1.0	1.0
57449	960.0	660.0
389458	1.0	1.0
642425	0.0	1.0
642424	0.0	3.0
100125556	88.0	89.0
106479949	0.0	0.0
106480916	0.0	4.0
106479948	0.0	0.0
106480915	1.0	6.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	1.0	21.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	1.0	0.0
642443	7.0	24.0
106479942	0.0	0.0
106479941	0.0	1.0
106479940	0.0	0.0
390421	0.0	2.0
57451	1008.0	40.0
106480910	0.0	0.0
57452	2368.0	1346.0
390423	0.0	1.0
414919	573.0	975.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	411.0	614.0
106480913	0.0	0.0
57458	1595.0	3335.0
390429	0.0	3.0
57459	2919.0	11029.0
57453	49.0	931.0
57455	1163.0	1424.0
57456	1939.0	5153.0
106479939	0.0	0.0
390472	1.0	13.0
162540	0.0	5.0
150554	5.0	61.0
729082	7512.0	19837.0
729085	565.0	1306.0
729079	2.0	8.0
390483	0.0	8.0
730061	2.0	3.0
150568	0.0	3.0
729073	13.0	13.0
497258	206.0	267.0
106479916	0.0	1.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1069.0	2200.0
730092	114.0	664.0
730091	164.0	137.0
150577	1.0	0.0
150572	434.0	7.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	0.0	13.0
102546227	3.0	1.0
106479902	0.0	2.0
730087	48.0	2019.0
106479901	1.0	0.0
106479900	0.0	0.0
730086	0.0	11.0
729097	7.0	61.0
389493	43.0	591.0
221613	0.0	0.0
729096	8.0	36.0
729092	9.0	13.0
729046	22.0	43.0
729042	1.0	2.0
729041	15.0	42.0
730029	94.0	289.0
730023	2.0	10.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	2.0	19.0
730051	519.0	4478.0
221662	646.0	701.0
150538	5.0	18.0
162515	87.0	4.0
162517	19.0	50.0
729059	2.0	2.0
162514	83.0	310.0
730041	35.0	42.0
149563	498.0	1624.0
221656	1155.0	5044.0
729050	1.0	4.0
221687	78.0	63.0
221692	580.0	1927.0
162494	127.0	133.0
654391	0.0	2.0
198437	0.0	5.0
257629	0.0	3.0
267004	4.0	7.0
149499	3.0	9.0
162466	23.0	34.0
255022	2.0	20.0
162461	8.0	69.0
267010	0.0	0.0
267012	0.0	0.0
267013	2.0	8.0
150472	438.0	1443.0
255031	209.0	367.0
255025	0.0	0.0
101101692	55.0	183.0
255027	1054.0	1090.0
267002	476.0	1011.0
150483	2.0	5.0
282617	0.0	0.0
282618	0.0	3.0
282616	0.0	0.0
644990	19.0	16.0
9103	74.0	625.0
9100	3295.0	7887.0
9101	3251.0	10212.0
644994	1.0	6.0
9107	2447.0	5377.0
9104	279.0	119.0
400242	140.0	144.0
84959	222.0	1994.0
255061	4.0	14.0
84958	722.0	1309.0
654319	1.0	3.0
100996315	2.0	0.0
84966	593.0	3679.0
57348	441.0	134.0
282679	76.0	100.0
84968	41.0	17.0
84967	761.0	1612.0
84962	1789.0	1327.0
57343	851.0	4373.0
654320	0.0	0.0
255057	40.0	19.0
84961	2195.0	3956.0
654321	3.0	7.0
400238	0.0	0.0
654322	1.0	5.0
84964	31.0	175.0
400236	83.0	92.0
644988	0.0	1.0
84960	27.0	45.0
642326	0.0	0.0
9113	3084.0	8084.0
9114	3564.0	7528.0
9111	911.0	4777.0
9112	1738.0	2088.0
9117	3431.0	6015.0
9118	2.0	9.0
414899	1.0	3.0
100996307	134.0	145.0
100996306	0.0	0.0
84948	291.0	568.0
9110	1814.0	4553.0
84947	611.0	1913.0
84955	1287.0	4626.0
84954	492.0	1176.0
84957	121.0	609.0
100996301	5.0	149.0
84951	5820.0	690.0
84950	2800.0	6822.0
84953	232.0	958.0
400224	47.0	245.0
84952	3195.0	4989.0
644998	0.0	1.0
9108	156.0	612.0
642337	1.0	2.0
644997	2.0	13.0
9124	16308.0	9051.0
9125	1703.0	6054.0
9122	1022.0	935.0
9123	327.0	1396.0
9128	1456.0	6106.0
9129	1536.0	9953.0
9126	3751.0	13951.0
9127	27.0	6.0
94304	2.0	0.0
255043	37.0	113.0
9120	492.0	1489.0
9121	621.0	457.0
57369	0.0	0.0
84988	494.0	825.0
84987	1288.0	2639.0
84989	11.0	20.0
84984	160.0	512.0
84983	24.0	21.0
84986	2319.0	2371.0
84985	17.0	43.0
642345	1.0	1.0
9119	5.0	0.0
84981	1706.0	1091.0
9135	10425.0	33145.0
9136	507.0	1085.0
9133	104.0	3254.0
9134	60.0	1401.0
9139	1897.0	5192.0
267014	0.0	0.0
267015	1.0	8.0
9138	2671.0	7038.0
267017	0.0	3.0
9131	1494.0	6639.0
9132	185.0	126.0
84969	301.0	375.0
9130	1441.0	4729.0
400208	14.0	23.0
84976	865.0	2272.0
400209	52.0	174.0
400206	0.0	1.0
84978	106.0	53.0
84973	1017.0	1586.0
84975	1246.0	3770.0
57379	1.0	22.0
642357	4.0	37.0
84971	463.0	1147.0
84970	0.0	0.0
267020	1.0	2.0
9146	1800.0	3505.0
9147	1678.0	6471.0
9144	5420.0	10516.0
9145	1768.0	957.0
9148	25.0	418.0
106479899	0.0	0.0
9149	1094.0	1885.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	1.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	2.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	0.0	2.0
57380	1249.0	5326.0
9143	14.0	301.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	2398.0	3056.0
9140	1783.0	5969.0
106479891	1.0	0.0
9141	1007.0	4587.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	16.0	33.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	1.0
9158	1607.0	5091.0
9156	25.0	1979.0
106479889	0.0	0.0
9159	2720.0	2481.0
106479888	0.0	0.0
106479887	0.0	1.0
654346	3.0	26.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	963.0	2007.0
106480896	0.0	0.0
106479885	0.0	0.0
57396	1200.0	3987.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	3.0	13.0
106479882	0.0	0.0
9154	20.0	20.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	51.0	62.0
9152	0.0	0.0
654350	0.0	0.0
84996	156.0	152.0
84991	3166.0	10007.0
84993	1712.0	3742.0
84992	0.0	0.0
9168	26903.0	99107.0
9169	7785.0	28843.0
9166	1180.0	3585.0
642395	4.0	41.0
9167	3911.0	8019.0
642394	3.0	0.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	136.0	135.0
106480867	0.0	0.0
9162	465.0	477.0
106480869	0.0	0.0
654383	0.0	1.0
106480871	0.0	0.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	528.0	279.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	1.0
9179	698.0	1198.0
9177	1.0	0.0
106480875	0.0	0.0
9172	151.0	131.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	428.0	1055.0
106480876	0.0	0.0
9175	1592.0	3432.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	45.0	112.0
106480880	0.0	14.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	1.0	1.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	0.0	3.0
137868	2.0	2.0
730112	84.0	42.0
106480849	0.0	0.0
729123	2.0	9.0
9188	5024.0	16446.0
106479859	0.0	0.0
106479858	0.0	9.0
9189	3194.0	4685.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	1088.0	1182.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	928.0	3430.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	5360.0	10651.0
106480844	0.0	1.0
106479851	0.0	0.0
9181	5456.0	16744.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	978.0	1769.0
106480845	0.0	0.0
9184	3400.0	19278.0
106480848	0.0	0.0
9185	1479.0	10258.0
106480847	0.0	0.0
57501	53.0	281.0
57502	469.0	982.0
57504	1950.0	5847.0
125875	52.0	60.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	8185.0	17239.0
730109	0.0	0.0
137872	438.0	498.0
102546175	0.0	3.0
57505	709.0	1854.0
644903	6.0	14.0
57506	5834.0	10561.0
57507	1514.0	1360.0
57508	882.0	2287.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	1823.0	2769.0
106479841	0.0	0.0
106480852	1.0	1.0
9191	2004.0	4600.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	1804.0	6444.0
106480857	0.0	1.0
106480856	0.0	0.0
106480859	0.0	0.0
729119	1.0	5.0
9196	23.0	111.0
106480858	0.0	0.0
57512	20.0	105.0
57513	3330.0	2430.0
57514	4655.0	8966.0
123207	636.0	1248.0
57515	23097.0	46801.0
106480860	0.0	0.0
57510	1977.0	8738.0
106480862	0.0	1.0
57511	1598.0	3647.0
106480861	0.0	0.0
644911	0.0	3.0
644914	7.0	36.0
57519	1967.0	1951.0
729146	5.0	8.0
106480828	0.0	0.0
113878	706.0	1154.0
135228	3141.0	5794.0
106480827	0.0	0.0
729148	48.0	134.0
106480829	0.0	0.0
137886	1552.0	6794.0
106479879	0.0	0.0
730130	3.0	1.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	1.0	8.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	0.0	1.0
106479872	1.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	1.0
106479870	0.0	0.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	3216.0	2532.0
57524	24.0	63.0
57526	1115.0	1118.0
644928	7.0	23.0
57520	826.0	5430.0
57521	1943.0	2561.0
57522	1220.0	2418.0
57528	70.0	94.0
57529	11.0	36.0
106480839	0.0	0.0
106480838	0.0	5.0
106479869	0.0	0.0
729131	3.0	28.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	0.0	1.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	472.0	436.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	0.0	12.0
106480836	0.0	0.0
57534	4753.0	11299.0
57535	16413.0	24378.0
343727	0.0	0.0
57536	567.0	937.0
57537	520.0	1171.0
150864	1019.0	3439.0
57530	1698.0	1947.0
57531	943.0	2039.0
57532	5982.0	17709.0
106480840	0.0	0.0
57533	1708.0	2866.0
57538	1194.0	1957.0
57539	1395.0	2196.0
106479817	2.0	5.0
106480806	2.0	2.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	0.0
106479812	0.0	2.0
106479811	0.0	0.0
106479810	0.0	10.0
123263	552.0	972.0
106480800	0.0	1.0
123264	48.0	48.0
57540	6.0	215.0
106480802	0.0	1.0
106480801	0.0	0.0
106480804	0.0	0.0
106480803	0.0	0.0
57545	1305.0	1655.0
57546	1041.0	1670.0
57547	214.0	886.0
57541	999.0	2477.0
57542	2308.0	6211.0
353132	0.0	0.0
57544	1207.0	6709.0
353131	0.0	0.0
644943	342.0	114.0
57549	608.0	2970.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	0.0
100101490	23.0	176.0
106479807	0.0	0.0
137835	184.0	563.0
106479806	0.0	1.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	1.0
106479804	0.0	1.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	7.0	35.0
106479802	13.0	17.0
106479801	0.0	0.0
644962	59.0	109.0
106479800	0.0	0.0
353134	0.0	0.0
353133	3.0	0.0
106480811	0.0	0.0
57551	6681.0	16233.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	0.0	0.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	3312.0	9887.0
57558	362.0	794.0
57559	300.0	1186.0
57552	1269.0	4694.0
353141	0.0	0.0
353140	0.0	0.0
57553	1627.0	2012.0
57554	27.0	50.0
353143	0.0	0.0
57555	2098.0	2095.0
353142	2.0	0.0
343702	1.0	24.0
729102	0.0	3.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	1.0	6.0
106479837	0.0	0.0
106479836	1.0	9.0
106479835	2.0	14.0
644972	63.0	282.0
106479834	0.0	0.0
106479833	0.0	0.0
642311	0.0	0.0
106479832	0.0	0.0
353145	0.0	1.0
106479831	0.0	0.0
389101	2.0	5.0
102465906	0.0	0.0
57560	513.0	1517.0
106479830	0.0	1.0
353144	0.0	0.0
57561	8897.0	18470.0
57562	937.0	1998.0
149830	0.0	0.0
57567	598.0	886.0
57568	1864.0	18420.0
57569	941.0	610.0
57563	1262.0	2929.0
57565	83.0	164.0
106479829	1.0	4.0
106479828	0.0	2.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	0.0	0.0
106479824	0.0	4.0
106479823	0.0	0.0
106479822	0.0	2.0
106479821	0.0	0.0
57570	1170.0	2971.0
125893	344.0	2187.0
106479820	6.0	8.0
57571	166.0	103.0
57572	2893.0	3769.0
149840	130.0	455.0
57573	556.0	2073.0
102465910	0.0	0.0
57578	36.0	83.0
57579	921.0	1731.0
149837	399.0	535.0
123228	186.0	401.0
57574	0.0	16.0
353163	3.0	2.0
57575	131.0	38.0
102465909	0.0	0.0
57576	208.0	255.0
102465908	0.0	0.0
57577	424.0	4063.0
353164	0.0	2.0
102465907	0.0	0.0
644974	11.0	8.0
642317	0.0	10.0
106479819	0.0	0.0
106479818	3.0	0.0
730198	1.0	3.0
730196	0.0	0.0
390110	0.0	2.0
389123	0.0	0.0
389124	0.0	0.0
730190	1.0	2.0
390116	0.0	0.0
389120	1.0	8.0
390117	0.0	0.0
147276	2.0	3.0
389118	1.0	0.0
389119	105.0	117.0
353174	11.0	19.0
389114	405.0	483.0
135293	1409.0	1617.0
135295	48.0	121.0
729196	2.0	4.0
729198	0.0	1.0
730180	0.0	2.0
353189	59.0	77.0
392752	14.0	87.0
389144	0.0	1.0
389141	2.0	8.0
123283	805.0	1524.0
102465944	0.0	0.0
353194	13.0	3.0
353196	1.0	0.0
389136	4022.0	3769.0
389137	3.0	3.0
390102	0.0	1.0
100526416	0.0	0.0
389125	25.0	2.0
389160	95.0	198.0
390151	0.0	0.0
390152	0.0	0.0
729163	1.0	1.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	11.0	84.0
390158	13.0	24.0
389161	0.0	8.0
147226	1.0	3.0
389158	1.0	0.0
147228	6.0	0.0
135250	82.0	73.0
102465975	0.0	0.0
729156	6.0	3.0
102465974	0.0	0.0
730144	2.0	7.0
390162	0.0	0.0
390166	0.0	0.0
389156	6.0	13.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	1.0	6.0
730138	3.0	50.0
102465985	0.0	0.0
730174	4.0	3.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	2.0	2.0
390136	0.0	0.0
390137	0.0	0.0
221303	167.0	214.0
390138	0.0	0.0
221302	422.0	1939.0
390139	0.0	0.0
729182	2.0	11.0
135270	0.0	0.0
389170	44.0	74.0
729178	42.0	131.0
102465995	0.0	0.0
102465993	2.0	0.0
390142	0.0	0.0
729177	18.0	14.0
390144	0.0	0.0
729176	0.0	5.0
389179	13.0	107.0
389177	3.0	0.0
390148	0.0	0.0
729171	0.0	4.0
390072	9.0	8.0
390073	0.0	0.0
390075	0.0	0.0
390077	0.0	0.0
390078	0.0	0.0
390079	0.0	0.0
221322	210.0	735.0
642290	3.0	11.0
389084	69.0	58.0
390081	0.0	0.0
390082	0.0	0.0
389072	397.0	406.0
390083	0.0	0.0
390084	0.0	2.0
389075	0.0	0.0
389073	1.0	2.0
390091	1.0	2.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	1.0
390063	0.0	0.0
390064	0.0	0.0
389090	0.0	0.0
390066	0.0	0.0
390067	0.0	2.0
221336	93.0	318.0
147199	0.0	0.0
257313	20.0	39.0
221357	0.0	0.0
196120	0.0	0.0
