id	49c4c177-b1d5-42e3-acaa-bfa4f6982437	75965f7b-8ec7-481e-ae22-68ba7f7eafed
6907	4529.0	6047.0
6909	246.0	487.0
6900	54.0	129.0
6902	3584.0	4028.0
6901	793.0	600.0
6904	4470.0	6174.0
6903	1361.0	1339.0
253714	1483.0	885.0
100288436	0.0	0.0
647195	1.0	0.0
100288432	54.0	51.0
6917	5384.0	2492.0
100462767	0.0	2.0
6916	803.0	846.0
6919	1350.0	1222.0
6918	3.0	0.0
647190	4.0	0.0
100653489	4.0	0.0
6911	67.0	103.0
6910	241.0	358.0
6913	1355.0	774.0
253724	62.0	29.0
6915	54.0	203.0
253725	3898.0	1610.0
100288428	31.0	40.0
100288425	0.0	0.0
100288420	0.0	1.0
6928	1.0	0.0
6927	5.0	5.0
6929	3239.0	4868.0
202151	1028.0	148.0
6920	2469.0	2206.0
6922	27.0	23.0
6921	1582.0	1394.0
6924	4383.0	2513.0
6923	3271.0	6811.0
6926	12287.0	4155.0
100462732	0.0	0.0
6925	7938.0	7621.0
6940	1154.0	665.0
100288413	310.0	97.0
6939	14.0	15.0
6938	8772.0	5894.0
6932	2464.0	1199.0
6935	3046.0	2846.0
6934	6505.0	2817.0
6936	2434.0	1063.0
100288405	0.0	0.0
100462790	0.0	0.0
6950	12090.0	7900.0
165055	473.0	175.0
6949	3247.0	2354.0
100462799	0.0	0.0
6942	5622.0	2284.0
100132601	1.0	0.0
100462792	0.0	0.0
6941	1199.0	1406.0
6944	1915.0	3390.0
100462794	42.0	111.0
6943	3.0	2.0
100462793	0.0	0.0
6945	2926.0	1705.0
192670	4141.0	2781.0
100462795	1.0	4.0
100132606	0.0	0.0
6948	2085.0	1770.0
6947	392.0	1209.0
100462797	3.0	0.0
6960	0.0	0.0
6962	0.0	2.0
4300	2452.0	578.0
6961	0.0	0.0
6953	0.0	0.0
6954	33.0	8.0
6956	9.0	5.0
100132617	1.0	0.0
6959	0.0	0.0
100132618	22.0	4.0
253769	1926.0	464.0
192683	1458.0	1586.0
6958	0.0	0.0
100132619	0.0	0.0
107075180	0.0	0.0
6971	0.0	0.0
107075181	0.0	0.0
6970	0.0	0.0
107075182	0.0	0.0
6973	1.0	1.0
107075183	0.0	0.0
4311	22566.0	1883.0
6972	2.0	2.0
107075184	0.0	0.0
107075185	2.0	3.0
107075186	0.0	0.0
107075187	0.0	0.0
107075188	0.0	0.0
107075189	0.0	2.0
165082	110.0	35.0
100144604	72.0	40.0
100144603	42.0	64.0
100144602	2.0	1.0
4301	19396.0	5987.0
253738	785.0	350.0
4302	14421.0	4203.0
4303	3451.0	1233.0
6966	86.0	40.0
100462772	32.0	19.0
6968	0.0	0.0
4306	2883.0	316.0
6967	143.0	104.0
4308	4.0	0.0
6969	0.0	0.0
6980	0.0	2.0
107075190	8.0	0.0
107075191	2.0	0.0
6982	0.0	0.0
107075192	0.0	0.0
4320	143.0	33487.0
6981	13.0	22.0
107075193	0.0	0.0
6984	101.0	19.0
107075194	2.0	3.0
4321	45.0	220.0
4322	4.0	2080.0
6983	2.0	4.0
107075195	2.0	0.0
107075196	0.0	0.0
107075197	0.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	4.0	0.0
100462788	1.0	0.0
192666	5.0	0.0
100132630	1.0	2.0
192668	323.0	709.0
192669	3875.0	2013.0
6975	2.0	0.0
153090	9449.0	2994.0
4312	7.0	2747.0
4313	22826.0	51053.0
6974	20.0	12.0
4314	54.0	1189.0
6977	16.0	15.0
6976	9.0	3.0
100462782	0.0	0.0
4316	4903.0	2338.0
6979	5.0	1.0
100462785	0.0	0.0
4317	0.0	40.0
6978	12.0	11.0
4318	618.0	3876.0
100462787	0.0	0.0
4319	55.0	525.0
100462786	0.0	0.0
6991	247.0	80.0
100616468	2.0	0.0
6990	2335.0	1547.0
647107	0.0	0.0
100616469	11.0	0.0
6993	3400.0	5103.0
4330	410.0	1439.0
4331	1075.0	696.0
6992	4357.0	3319.0
107075160	0.0	0.0
100616467	1.0	0.0
4332	423.0	633.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	1.0	2.0
107075162	0.0	0.0
100616465	0.0	0.0
107075163	2.0	0.0
107075164	1.0	0.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	1.0	5.0
107075166	0.0	0.0
107075167	0.0	0.0
107075168	0.0	0.0
107075169	16.0	4.0
100873958	0.0	0.0
100873957	0.0	0.0
4323	11690.0	32856.0
6986	2.0	0.0
100873952	4.0	0.0
4324	934.0	1092.0
6985	0.0	0.0
100873951	0.0	0.0
6988	2409.0	3022.0
4325	2406.0	1334.0
100873950	0.0	0.0
4326	134.0	409.0
6987	0.0	0.0
4327	649.0	1109.0
100873956	16.0	5.0
100873955	40.0	19.0
4329	5637.0	3346.0
100873954	16.0	8.0
100873953	2.0	0.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	2540.0	1121.0
4340	8.0	1.0
100616458	0.0	0.0
107075170	1.0	0.0
100616455	0.0	0.0
4342	0.0	0.0
107075171	0.0	0.0
100616456	0.0	0.0
4343	3256.0	2762.0
107075172	2308.0	2477.0
100616453	0.0	0.0
107075173	0.0	0.0
100616454	0.0	0.0
64689	3516.0	2517.0
107075174	0.0	0.0
100616451	0.0	0.0
107075175	2.0	1.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	0.0	0.0
100616450	0.0	0.0
107075178	0.0	0.0
107075179	1.0	0.0
650747	0.0	0.0
100873949	18.0	18.0
100873948	0.0	0.0
100873947	0.0	0.0
100873946	2.0	0.0
100873941	14.0	4.0
6997	9.0	3.0
4335	1655.0	1806.0
6996	1660.0	1230.0
100873940	4.0	1.0
6999	6.0	100.0
4336	5.0	5.0
4337	4954.0	738.0
6998	0.0	0.0
4338	2861.0	1656.0
100873945	0.0	0.0
100873944	1.0	0.0
100873943	0.0	0.0
100873942	25.0	2.0
100616448	0.0	0.0
100616449	0.0	0.0
4350	800.0	1261.0
100616446	1.0	0.0
4351	2700.0	2164.0
64693	2.0	0.0
100616447	0.0	0.0
4352	32.0	15.0
100873970	1.0	0.0
4353	43.0	254.0
647123	0.0	0.0
4354	1382.0	1247.0
4355	584.0	127.0
107075141	20540.0	29480.0
100616440	0.0	0.0
64699	2763.0	181.0
107075142	0.0	5.0
100616441	0.0	0.0
107075143	1.0	0.0
647121	61.0	99.0
107075144	0.0	0.0
107075145	0.0	0.0
107075146	0.0	0.0
107075147	0.0	2.0
107075148	3.0	1.0
107075138	0.0	0.0
107075139	0.0	1.0
100873979	19.0	3.0
4345	1841.0	964.0
100873974	16.0	1.0
100873973	0.0	0.0
100873972	0.0	1.0
100873978	7.0	2.0
100873977	2.0	0.0
100873976	5.0	0.0
100873975	4.0	1.0
100616437	0.0	0.0
4360	1312.0	840.0
100616438	0.0	0.0
4361	4345.0	1013.0
100616435	0.0	0.0
4362	0.0	1.0
100616436	0.0	0.0
4363	2946.0	4204.0
100616433	0.0	0.0
100616434	1.0	1.0
647135	157.0	152.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	0.0
100616432	1.0	0.0
107075152	0.0	0.0
107075153	1.0	1.0
100616430	1.0	0.0
107075154	0.0	3.0
107075155	0.0	0.0
107075156	0.0	0.0
107075157	0.0	0.0
107075158	5.0	1.0
107075159	3.0	0.0
107075149	0.0	0.0
100873969	1.0	0.0
100288493	0.0	0.0
253782	4989.0	6723.0
100653423	0.0	2.0
4356	262.0	190.0
100873963	0.0	0.0
4357	1451.0	2037.0
100873962	0.0	0.0
4358	2401.0	2090.0
4359	136.0	44.0
100873960	0.0	0.0
100873967	38.0	4.0
100873966	0.0	0.0
100873965	7.0	1.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	4.0	9.0
647144	0.0	0.0
100873991	16.0	8.0
650794	130.0	51.0
100873990	3.0	0.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	0.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	0.0	0.0
100288486	0.0	0.0
107075126	0.0	0.0
100288483	0.0	1.0
107075116	73.0	72.0
107075117	15.0	25.0
107075118	1.0	0.0
107075119	0.0	0.0
100873995	1.0	2.0
100873994	1.0	1.0
100873993	0.0	0.0
100873998	0.0	0.0
100873997	0.0	0.0
348567	0.0	0.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	5.0	0.0
647156	0.0	0.0
647158	0.0	2.0
100616498	0.0	0.0
107075130	55.0	14.0
100616495	0.0	0.0
107075131	0.0	0.0
107075132	0.0	0.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	0.0	0.0
107075134	2.0	3.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	219.0	24.0
107075137	0.0	0.0
100616490	0.0	0.0
107075127	0.0	0.0
107075128	0.0	0.0
107075129	0.0	0.0
100288470	0.0	0.0
100873985	25.0	18.0
100873984	0.0	0.0
100873983	0.0	0.0
100873982	0.0	3.0
100873989	0.0	1.0
100873988	3.0	1.0
100873987	0.0	0.0
100873986	0.0	0.0
647166	9.0	0.0
100616488	0.0	0.0
647167	30.0	8.0
100616489	0.0	0.0
100616486	1.0	0.0
647169	0.0	0.0
100616487	0.0	0.0
647162	0.0	0.0
100616484	0.0	0.0
100616485	0.0	0.0
100616482	3.0	2.0
107075100	1.0	1.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	0.0
107075102	0.0	0.0
100616481	0.0	0.0
100288463	1.0	0.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	9.0	3.0
647177	1.0	0.0
100616477	29.0	18.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	2.0	0.0
100616473	0.0	0.0
647174	28.0	15.0
100616474	0.0	0.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	0.0	1.0
107075111	0.0	0.0
107075112	3.0	0.0
107075113	2.0	0.0
100616470	0.0	0.0
107075114	1.0	0.0
107075115	5.0	1.0
107075105	1.0	0.0
100288451	1.0	1.0
107075108	3.0	0.0
107075109	0.0	0.0
348654	1324.0	992.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	1.0	0.0
107075201	0.0	0.0
107075202	0.0	0.0
107075203	0.0	0.0
100129061	2.0	0.0
118672	469.0	190.0
100129060	128.0	51.0
118670	0.0	0.0
348645	87.0	44.0
100129067	1.0	1.0
64601	1757.0	3780.0
64600	2.0	0.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	6.0	5.0
107075212	0.0	0.0
107075213	0.0	0.0
100130042	0.0	0.0
107075214	2.0	3.0
107075204	1.0	0.0
118663	25.0	11.0
143630	25.0	39.0
107075205	0.0	0.0
100129050	0.0	1.0
107075206	0.0	0.0
107075207	0.0	0.0
107075208	0.0	1.0
107075209	0.0	0.0
100130038	1.0	0.0
131669	13.0	2.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	1.0
100130029	0.0	0.0
373509	4.0	0.0
100129031	0.0	0.0
100129032	35.0	8.0
100130017	0.0	0.0
100130015	89.0	25.0
100130014	2.0	3.0
131601	1816.0	2080.0
100129023	0.0	0.0
100130009	1.0	3.0
128025	17.0	6.0
64641	392.0	456.0
100130006	0.0	0.0
100616530	23.0	29.0
64645	5193.0	3017.0
116039	493.0	577.0
100130003	45.0	62.0
100130002	0.0	0.0
64648	0.0	0.0
131616	844.0	346.0
100129013	0.0	1.0
100129008	0.0	0.0
64651	4722.0	1706.0
100129007	0.0	0.0
100129009	4.0	3.0
116028	332.0	768.0
204801	7.0	1.0
100129004	4.0	0.0
100129005	0.0	0.0
64663	0.0	0.0
128077	2889.0	1551.0
167681	27.0	8.0
100132641	3.0	0.0
100132645	2.0	0.0
116092	1154.0	989.0
116093	1.0	8.0
128061	674.0	778.0
100132656	2.0	0.0
116085	1.0	0.0
204851	9303.0	3609.0
116071	176.0	175.0
167691	1933.0	547.0
116064	7045.0	2855.0
100132672	0.0	0.0
100132673	3.0	2.0
116068	2821.0	1261.0
100132677	3.0	0.0
100130099	0.0	0.0
100130097	27.0	35.0
143662	1713.0	51.0
100132681	0.0	0.0
100132683	0.0	0.0
100130090	2.0	0.0
100130086	9.0	4.0
100129094	10.0	8.0
143678	6.0	3.0
100132699	0.0	0.0
100130079	0.0	1.0
100130074	3.0	1.0
143684	1775.0	440.0
100129086	2.0	1.0
100129080	0.0	1.0
143689	695.0	98.0
143686	12712.0	3400.0
153020	1617.0	525.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	593.0	216.0
100130060	0.0	0.0
202243	2506.0	1491.0
100129074	0.0	0.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	6368.0	3447.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	8.0	1.0
647076	29.0	12.0
100462880	59.0	16.0
100462881	0.0	0.0
100462886	3.0	0.0
100288307	0.0	1.0
647085	0.0	0.0
100653396	0.0	0.0
647087	4239.0	3549.0
647081	0.0	0.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	1.0	0.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	152.0	56.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	1.0	0.0
100616390	0.0	2.0
100616391	0.0	0.0
100462866	6.0	9.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	7891.0	3501.0
202299	185.0	12.0
104355426	238.0	97.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	9.0	2.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	3.0	2.0
4430	8611.0	7836.0
100132501	30.0	34.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	377.0	65.0
346085	5.0	0.0
100132510	0.0	0.0
4435	1000.0	222.0
4436	3229.0	1610.0
4437	2584.0	1192.0
4438	24.0	4.0
4439	193.0	88.0
253868	0.0	2.0
64793	1216.0	703.0
100616347	0.0	0.0
64792	1597.0	1774.0
100616348	1.0	0.0
64795	8775.0	4485.0
64794	1582.0	1107.0
100616346	0.0	0.0
100616343	0.0	3.0
100616344	0.0	0.0
64799	483.0	106.0
100616341	0.0	0.0
64798	4335.0	3920.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	1.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	147.0	47.0
103625683	1.0	0.0
100616336	0.0	0.0
103625684	0.0	1.0
100616337	0.0	0.0
103625681	8.0	1.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	1.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	352.0	301.0
100616327	0.0	0.0
100616328	0.0	0.0
650655	41.0	21.0
100616325	0.0	0.0
100616326	1.0	0.0
100616323	4.0	7.0
100616321	0.0	0.0
100616322	1.0	0.0
647000	0.0	0.0
100628307	2.0	3.0
100288380	3.0	4.0
86123	90.0	48.0
100616329	0.0	0.0
4481	1078.0	3363.0
100616317	0.0	0.0
4482	814.0	530.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	356.0	72.0
647013	3.0	0.0
100616313	0.0	0.0
4486	407.0	615.0
100616310	0.0	0.0
4487	175.0	173.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	23.0	1277.0
4478	22680.0	19344.0
4479	2.0	4.0
647009	97.0	45.0
100616318	25.0	12.0
100616319	0.0	0.0
4493	2702.0	674.0
4494	266.0	289.0
4495	67.0	11.0
100616389	0.0	0.0
647024	2915.0	3598.0
4496	0.0	5.0
100616387	0.0	0.0
4498	1.0	0.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	1.0	0.0
100616384	0.0	0.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	3.0	0.0
4490	0.0	0.0
100616380	3.0	0.0
4488	799.0	384.0
4489	21.0	20.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	79.0	28.0
100616374	1.0	4.0
100616375	0.0	0.0
647033	20.0	6.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	251.0	201.0
4499	155.0	45.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	3.0	0.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	39.0	11.0
100288346	3.0	0.0
100616361	0.0	0.0
647044	0.0	0.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	4.0	2.0
118611	772.0	46.0
346007	157.0	43.0
100616358	0.0	0.0
100616359	2.0	5.0
100616356	0.0	0.0
100616354	0.0	0.0
100288339	3.0	0.0
100288337	0.0	0.0
100616352	2.0	0.0
100616353	0.0	0.0
100616350	1.0	0.0
100616351	0.0	0.0
100288332	82.0	40.0
647051	0.0	0.0
100288330	0.0	0.0
100303491	14.0	5.0
64711	1.0	1.0
64710	38172.0	20791.0
64714	1.0	1.0
64708	2485.0	1771.0
143501	0.0	0.0
143502	1.0	0.0
143506	0.0	0.0
143503	26.0	198.0
348761	13.0	9.0
100506084	12.0	6.0
64726	2.0	2.0
64725	0.0	4.0
64718	1523.0	787.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	0.0	3.0
348751	199.0	159.0
131544	4338.0	1019.0
64735	0.0	0.0
103283057	2.0	0.0
100533695	4.0	0.0
64744	3087.0	2959.0
64743	3444.0	2561.0
64746	4907.0	6064.0
64745	2275.0	1898.0
64748	1350.0	2975.0
64747	6778.0	4565.0
348738	14.0	7.0
100616426	0.0	0.0
100616427	0.0	1.0
100506058	0.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	1.0
100616422	2.0	0.0
64750	4579.0	3425.0
100616423	0.0	0.0
100533676	30.0	10.0
64753	796.0	99.0
100616420	0.0	0.0
100616421	1.0	0.0
64755	2651.0	3123.0
64754	303.0	1327.0
64757	1547.0	1510.0
100506050	0.0	0.0
64756	3811.0	3025.0
64759	8110.0	10573.0
100506054	284.0	242.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	1.0	0.0
100616429	0.0	0.0
100506049	0.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	3484.0	2616.0
100616413	0.0	0.0
100616414	0.0	0.0
100506046	60.0	49.0
64762	2247.0	1485.0
64761	1666.0	3341.0
64764	12147.0	7391.0
64763	1348.0	1439.0
100616410	0.0	1.0
64766	2406.0	1262.0
64768	379.0	370.0
64769	5550.0	5326.0
100533682	3.0	1.0
100616417	5.0	5.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	9154.0	6669.0
100616402	0.0	0.0
64770	6076.0	2008.0
100616403	0.0	0.0
64773	1470.0	1610.0
100616400	0.0	0.0
64772	943.0	550.0
100616401	11.0	4.0
64777	2900.0	3364.0
64776	1532.0	494.0
64779	1460.0	809.0
64778	7801.0	5621.0
100506080	16.0	18.0
88745	1772.0	2290.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	1708.0	1675.0
100533668	9.0	10.0
64782	1264.0	1162.0
64781	3343.0	2606.0
100506068	13.0	4.0
64784	4609.0	4064.0
100533664	5.0	1.0
64783	1010.0	530.0
100533665	1.0	1.0
64786	5324.0	1880.0
100533666	0.0	0.0
64785	384.0	552.0
64788	1059.0	2103.0
64787	3212.0	2701.0
100506061	0.0	0.0
64789	562.0	529.0
100506060	142.0	50.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	2.0	0.0
100506013	117.0	90.0
100506012	95.0	13.0
167555	107.0	119.0
100132520	2.0	1.0
100132526	45.0	9.0
100132529	40.0	18.0
100533646	18.0	0.0
100506003	0.0	0.0
100533642	192.0	47.0
100506007	71.0	28.0
100506001	15.0	24.0
100506000	5.0	0.0
204962	297.0	276.0
100462800	1.0	0.0
100132534	0.0	0.0
100132537	0.0	1.0
100506035	32.0	8.0
202309	198.0	373.0
100506039	0.0	0.0
100506033	914.0	642.0
100533619	1.0	7.0
100132541	0.0	0.0
100533624	0.0	0.0
100506025	1.0	4.0
100506020	17.0	4.0
131566	4538.0	2768.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	8968.0	1618.0
100462832	0.0	0.0
100132562	3.0	0.0
100132565	0.0	0.0
100462838	0.0	0.0
100462830	4.0	0.0
131572	0.0	0.0
131578	234.0	37236.0
100462843	2.0	0.0
131583	716.0	371.0
100462809	6.0	0.0
143570	651.0	1365.0
100132580	29.0	12.0
100462811	10.0	4.0
100462810	0.0	0.0
100462813	2.0	7.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	133.0	12.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	1.0	0.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	162.0	121.0
170689	2193.0	752.0
170688	0.0	0.0
100462990	1.0	1.0
155061	1261.0	1399.0
131096	464.0	86.0
155066	2032.0	2559.0
170680	13.0	2.0
100533800	13.0	1.0
169693	68.0	9.0
170679	216.0	99.0
100036567	0.0	0.0
155051	85.0	19.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	1.0	0.0
100036565	0.0	0.0
155054	548.0	245.0
143098	3352.0	1181.0
4507	3687.0	1766.0
4508	143845.0	161215.0
4509	24665.0	22496.0
100462977	3.0	10.0
4500	175.0	51.0
4501	4426.0	805.0
4502	4523.0	4799.0
4503	6.0	8.0
4504	4.0	0.0
4520	2771.0	1598.0
4519	211815.0	260486.0
170690	129.0	1968.0
4511	18.0	23.0
4512	351154.0	535695.0
100462981	0.0	1.0
4513	131016.0	253992.0
4514	216620.0	317379.0
100462983	4.0	11.0
4515	99.0	61.0
170692	382.0	123.0
100462985	2.0	0.0
170691	142.0	158.0
253512	1989.0	1038.0
4521	416.0	540.0
4522	5708.0	4103.0
157680	5932.0	3237.0
4523	10.0	3.0
4524	2589.0	1320.0
4528	3214.0	1524.0
155006	596.0	67.0
4540	293099.0	216763.0
4541	104001.0	58787.0
157667	0.0	3.0
4542	965.0	1367.0
4534	1672.0	872.0
4535	151450.0	175812.0
4536	175089.0	184257.0
4537	54717.0	51990.0
4538	421950.0	466293.0
4539	30114.0	33473.0
157697	1411.0	290.0
4550	405988.0	636552.0
155038	2632.0	1002.0
4552	2595.0	1750.0
4553	0.0	0.0
4543	2.0	0.0
4544	0.0	0.0
4547	25.0	11.0
100036575	12.0	3.0
4548	6993.0	4499.0
100036574	0.0	0.0
4549	35951.0	63456.0
131076	718.0	503.0
4563	2.0	0.0
4564	1.0	0.0
4555	0.0	0.0
4556	1.0	0.0
4558	241.0	122.0
157695	2330.0	190.0
157693	23.0	4.0
4570	0.0	0.0
348378	21.0	31.0
4571	4296.0	2925.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	0.0	0.0
100288287	0.0	0.0
100288283	3.0	0.0
4565	1.0	1.0
4566	0.0	0.0
4567	2.0	14.0
4568	1.0	0.0
253559	104.0	60.0
4569	1.0	0.0
253558	1026.0	841.0
4580	629.0	1378.0
4581	127.0	200.0
4582	7727.0	43372.0
4583	1.0	8909.0
4584	144.0	83.0
4585	968.0	65.0
4586	2.0	893.0
4576	21.0	14.0
4577	0.0	3.0
4578	0.0	0.0
4579	22.0	32.0
4591	2667.0	7044.0
4593	10.0	10.0
4594	3882.0	1890.0
4595	676.0	432.0
4597	769.0	2184.0
100288264	0.0	0.0
4588	787.0	97.0
4589	276.0	57.0
100288252	14.0	2.0
4598	922.0	1396.0
4599	2254.0	9679.0
100288248	0.0	0.0
650560	1.0	0.0
348327	348.0	228.0
100288235	1.0	0.0
100288227	0.0	0.0
253582	0.0	24.0
100288222	0.0	0.0
64834	4300.0	5851.0
64838	488.0	340.0
64837	1160.0	2850.0
100132487	0.0	0.0
64841	2457.0	3063.0
64840	568.0	474.0
64843	1.0	4.0
64844	8809.0	4306.0
64847	2498.0	13291.0
64849	420.0	161.0
64848	3944.0	1728.0
64839	3571.0	1413.0
64850	2.0	2.0
64852	697.0	552.0
64854	2336.0	1618.0
64853	1618.0	1709.0
64856	1906.0	7527.0
64855	10079.0	10400.0
64858	942.0	584.0
64857	1359.0	1868.0
64859	1227.0	614.0
387911	13.0	3.0
387914	1315.0	4090.0
100144494	11.0	5.0
64860	1514.0	800.0
64863	980.0	349.0
133619	7728.0	6672.0
64864	4261.0	1997.0
64866	4313.0	1864.0
133615	0.0	0.0
100506172	0.0	0.0
387933	8.0	8.0
100533794	0.0	0.0
387934	2.0	0.0
100533790	7.0	18.0
100506169	28.0	27.0
64881	10.0	1.0
375940	1.0	0.0
399939	0.0	0.0
100506161	169.0	186.0
100506164	1.0	0.0
399937	0.0	0.0
387921	3064.0	1757.0
100288198	232.0	78.0
100288195	0.0	0.0
387923	317.0	214.0
387924	4.0	2.0
64895	2356.0	1196.0
100506195	1.0	1.0
64897	1128.0	733.0
399909	3758.0	6303.0
100288185	0.0	0.0
100288179	1.0	2.0
121601	21.0	25.0
100288173	0.0	0.0
100506190	4314.0	5214.0
399965	6.0	2.0
399967	0.0	0.0
101060111	0.0	0.0
100506134	12.0	5.0
100533754	0.0	0.0
157638	8538.0	4705.0
399968	1.0	0.0
169611	9990.0	5727.0
145645	0.0	0.0
100132402	0.0	0.0
100132403	1.0	1.0
100132406	446.0	388.0
387978	0.0	0.0
100506126	7.0	0.0
399972	78.0	134.0
157627	0.0	1.0
399979	6744.0	4801.0
121665	5592.0	3775.0
100132415	33.0	10.0
100132417	8.0	11.0
133688	0.0	0.0
399942	14.0	19.0
100506157	33.0	26.0
100533731	0.0	0.0
133686	3486.0	1515.0
157657	501.0	345.0
399940	0.0	0.0
170627	0.0	0.0
170626	1.0	1.0
399947	13.0	6.0
399949	18.0	2.0
399948	905.0	66.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	5746.0	2811.0
133690	7.0	9.0
131034	26.0	42.0
399950	9.0	0.0
101060105	0.0	0.0
387990	12.0	8.0
100506144	267.0	201.0
399959	59.0	11.0
121643	1.0	5.0
121642	1014.0	647.0
100132439	0.0	0.0
542767	14.0	26.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	63.0	60.0
100132441	1.0	0.0
100462957	0.0	0.0
100533725	9.0	1.0
100533721	0.0	0.0
101060160	6.0	0.0
64801	1264.0	1333.0
64800	534.0	83.0
64802	1434.0	488.0
64805	264.0	52.0
100132450	0.0	0.0
100144435	0.0	1.0
100506115	116.0	227.0
399988	3.0	4.0
100506119	147.0	274.0
64816	9.0	1.0
64806	1.0	2.0
100132463	0.0	0.0
100132464	0.0	0.0
145624	11.0	4.0
100132467	3.0	5.0
101060146	120.0	30.0
101060144	0.0	0.0
100506108	0.0	16.0
100132476	0.0	0.0
100132479	0.0	0.0
649489	0.0	0.0
650474	15.0	29.0
101060192	0.0	0.0
101060195	484.0	241.0
4606	8.0	10.0
4607	1.0	4.0
4608	13.0	1.0
4609	15764.0	3189.0
4600	1753.0	2588.0
4601	8821.0	1992.0
4602	6756.0	4713.0
4603	384.0	206.0
4604	7364.0	278.0
4605	262.0	1020.0
202018	3729.0	2323.0
4617	0.0	0.0
170555	0.0	0.0
4618	0.0	0.0
170554	0.0	0.0
4619	25.0	34.0
170552	1.0	1.0
170559	11.0	6.0
202020	282.0	172.0
170556	2.0	4.0
4610	652.0	416.0
4611	0.0	0.0
4613	40.0	57.0
170550	1.0	0.0
