id	f5aa7410-7a2e-4267-ba3a-2a6a391f6b45	b40a318f-fc61-49e5-ab41-c2e41510a12c
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	19.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	820.0	503.0
100129385	0.0	0.0
100129387	785.0	1151.0
102465458	0.0	0.0
102465457	0.0	1.0
94158	9.0	4.0
102465456	0.0	0.0
102465455	2.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	14.0	2.0
102465451	1.0	5.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	11.0	0.0
102465469	0.0	0.0
102465468	0.0	1.0
102465467	0.0	0.0
347862	2299.0	3667.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	3.0	0.0
646114	0.0	3.0
102465462	0.0	0.0
100009676	183.0	135.0
727964	0.0	0.0
100129361	1592.0	1637.0
102465461	0.0	0.0
102465460	0.0	2.0
646108	4.0	4.0
100129368	0.0	0.0
347853	0.0	0.0
102465479	0.0	0.0
102465478	0.0	13.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	54.0	59.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	1558.0	6006.0
100009667	0.0	0.0
100130342	0.0	0.0
100009668	0.0	2.0
101154753	1.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	0.0
100129357	10.0	52.0
100129351	0.0	0.0
100129354	2.0	4.0
102465489	0.0	0.0
102465488	0.0	0.0
100288726	0.0	0.0
102465487	0.0	1.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	0.0	1.0
164045	63.0	7.0
57105	335.0	60.0
57106	125.0	814.0
84726	13888.0	16423.0
57107	1293.0	1656.0
84725	838.0	1637.0
57108	2.0	2.0
57101	471.0	150.0
84720	1391.0	4759.0
57102	1056.0	1549.0
57103	395.0	630.0
84722	87.0	711.0
57104	57150.0	3449.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1005.0	1568.0
102465499	0.0	0.0
100288713	7.0	4.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	0.0	1.0
84709	16.0	9.0
57110	47.0	7.0
57111	46.0	3496.0
84706	7957.0	1319.0
84705	448.0	1602.0
84708	866.0	1038.0
84707	9.0	25.0
57116	7.0	198.0
57117	1029.0	2011.0
57118	2572.0	832.0
57119	0.0	2.0
57113	0.0	1.0
57115	0.0	0.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	0.0	1.0
102465490	0.0	0.0
152065	0.0	0.0
100288702	0.0	0.0
57120	2764.0	3551.0
57121	83.0	185.0
57122	2131.0	5413.0
201456	33.0	74.0
127086	0.0	1.0
57127	2.0	82.0
57128	1534.0	1409.0
57129	887.0	1583.0
84747	2266.0	1732.0
57124	24618.0	679.0
57125	1059.0	853.0
57126	5.0	16.0
84740	9.0	68.0
152078	953.0	6.0
127074	0.0	0.0
57130	1843.0	4963.0
57132	2647.0	3845.0
84727	313.0	545.0
127077	0.0	0.0
84735	0.0	63.0
84734	217.0	88.0
57139	242.0	547.0
115098	2087.0	2369.0
201475	2751.0	2657.0
57134	1731.0	744.0
57135	0.0	0.0
57136	12477.0	9878.0
84733	392.0	1613.0
57142	42491.0	15178.0
57143	613.0	474.0
57144	0.0	0.0
201477	0.0	2.0
57140	7350.0	3808.0
57149	2223.0	1267.0
84767	0.0	0.0
140032	0.0	1.0
84769	430.0	819.0
57146	2588.0	1241.0
57147	887.0	1529.0
84766	325.0	1204.0
84765	430.0	441.0
57148	4530.0	11896.0
152015	1.0	18.0
57152	0.0	0.0
57153	12137.0	17745.0
166655	0.0	0.0
57154	3180.0	3302.0
84749	1417.0	1515.0
57150	376.0	531.0
57151	0.0	0.0
84759	553.0	842.0
140043	0.0	0.0
57156	33.0	2148.0
57157	1389.0	3999.0
139060	0.0	1.0
84752	486.0	471.0
57158	614.0	32.0
57159	0.0	1.0
84750	643.0	499.0
152024	0.0	0.0
139067	0.0	1.0
139065	1349.0	1114.0
94104	1215.0	2311.0
94103	11318.0	21096.0
96764	1051.0	1924.0
94107	1512.0	2256.0
57165	161.0	24.0
94101	1347.0	1537.0
57161	1094.0	128.0
57162	1841.0	1704.0
57167	14.0	188.0
57168	95.0	208.0
57169	6459.0	10856.0
84787	254.0	921.0
57175	3215.0	7133.0
57176	1079.0	2042.0
57171	708.0	1341.0
57172	3.0	48.0
84779	6.0	0.0
57178	14110.0	11066.0
139081	0.0	25.0
84775	334.0	1137.0
57179	4633.0	5239.0
84777	49.0	97.0
84771	11.0	2.0
113655	406.0	1569.0
732538	0.0	0.0
353323	0.0	0.0
353322	115.0	95.0
353324	6.0	20.0
100996279	1.0	0.0
149603	4437.0	8810.0
341333	0.0	3.0
343990	355.0	1260.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	0.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	21.0	56.0
84900	51.0	1009.0
84902	1149.0	3596.0
149628	128.0	61.0
84901	1882.0	2570.0
341315	111.0	58.0
113622	159.0	139.0
353355	39.0	54.0
149643	0.0	0.0
150622	3.0	34.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	3.0	4.0
642513	0.0	1.0
100852405	0.0	0.0
642517	159.0	212.0
100852410	31.0	24.0
84919	8397.0	10569.0
84918	3040.0	3715.0
389322	23.0	72.0
390311	0.0	0.0
389320	0.0	4.0
390313	0.0	0.0
84915	38.0	682.0
84914	697.0	2372.0
497190	1.0	18.0
84916	2325.0	2534.0
84922	621.0	1536.0
390318	0.0	0.0
84924	434.0	1082.0
84923	1033.0	3844.0
84920	178.0	466.0
123016	667.0	1887.0
497189	14.0	35.0
642521	0.0	0.0
390320	0.0	0.0
84908	1054.0	2168.0
390321	0.0	0.0
353376	23.0	9.0
390322	0.0	0.0
390323	0.0	0.0
654502	0.0	0.0
84909	817.0	773.0
390324	0.0	0.0
654503	1.0	1.0
84904	104.0	654.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	0.0	0.0
654506	9.0	34.0
84905	313.0	625.0
84911	117.0	759.0
390329	0.0	0.0
84910	2038.0	3744.0
84913	2525.0	22.0
84912	1866.0	1101.0
113691	18.0	8.0
642538	0.0	0.0
113675	238.0	1139.0
84937	936.0	2144.0
84936	967.0	1559.0
84939	3575.0	2944.0
84938	952.0	1214.0
84944	2.0	6.0
57325	1217.0	2269.0
57326	11763.0	4368.0
84946	982.0	1421.0
84945	1078.0	572.0
84940	371.0	12854.0
389336	36.0	36.0
389337	1989.0	1048.0
84942	183.0	473.0
84941	56.0	806.0
642546	21.0	4.0
343930	0.0	0.0
84929	1.0	11.0
389333	121.0	195.0
84926	6653.0	3250.0
84925	1032.0	840.0
84928	1183.0	4378.0
57336	331.0	263.0
84933	237.0	527.0
84932	1572.0	1531.0
57337	1145.0	1733.0
84935	4865.0	129.0
57338	16.0	24.0
84934	641.0	1947.0
57332	152.0	541.0
57333	2033.0	1224.0
84931	0.0	1.0
84930	584.0	2704.0
57335	199.0	240.0
103752554	0.0	0.0
103752555	0.0	2.0
642559	15.0	12.0
390352	3.0	9.0
390354	158.0	437.0
389362	444.0	409.0
150677	2.0	4.0
150678	1360.0	2014.0
377381	30.0	95.0
162655	323.0	778.0
390363	2.0	4.0
147040	1159.0	538.0
343901	2.0	0.0
149699	0.0	3.0
150684	1113.0	883.0
150681	0.0	0.0
159013	1352.0	1542.0
221504	1.0	2.0
103752581	6.0	1.0
389386	0.0	0.0
389383	1.0	61.0
389384	0.0	1.0
123041	136.0	18.0
162681	279.0	1835.0
123036	1791.0	9348.0
103752587	0.0	0.0
150696	105.0	5120.0
103752588	0.0	1.0
103752589	6.0	3.0
103752583	0.0	0.0
103752584	16.0	3.0
103752585	1.0	1.0
103752586	3.0	2.0
390340	0.0	0.0
389376	0.0	0.0
221527	121.0	774.0
390394	0.0	1.0
149647	1.0	2.0
389396	0.0	0.0
123099	62.0	2924.0
389395	0.0	0.0
123096	817.0	1258.0
137682	436.0	1071.0
390378	0.0	0.0
221545	452.0	769.0
221547	1.0	10.0
147011	81.0	280.0
147007	515.0	1321.0
100996295	3.0	0.0
137695	610.0	1916.0
162632	0.0	0.0
149685	0.0	0.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	66.0	364.0
100996280	1.0	0.0
94240	572.0	975.0
94241	2207.0	4800.0
94236	0.0	0.0
94235	1.0	4.0
94234	0.0	38.0
94239	6459.0	18087.0
94233	17.0	1.0
390294	0.0	2.0
390297	0.0	0.0
390298	0.0	1.0
221584	40.0	577.0
150590	38.0	303.0
94274	808.0	12.0
94298	0.0	0.0
94297	0.0	0.0
414768	1.0	1.0
642451	1.0	2.0
414766	1.0	28.0
414767	1.0	2.0
654434	138.0	164.0
400123	16.0	0.0
400121	0.0	2.0
57221	1255.0	15460.0
84838	1460.0	5243.0
400120	113.0	21.0
84837	155.0	112.0
84839	0.0	2.0
57226	1898.0	3251.0
84844	932.0	1231.0
84847	2.0	16.0
57228	370.0	677.0
57222	12668.0	16895.0
402779	0.0	0.0
402778	258.0	1164.0
57223	7163.0	9957.0
57224	893.0	638.0
84842	6.0	316.0
414776	0.0	0.0
642446	1.0	0.0
414771	1.0	2.0
642448	0.0	2.0
642461	0.0	0.0
642460	8.0	262.0
414777	1079.0	1380.0
414778	6.0	3.0
57231	2380.0	4292.0
400110	0.0	0.0
57232	155.0	277.0
654427	0.0	23.0
84826	0.0	0.0
654429	4.0	364.0
84833	2657.0	2113.0
84836	7852.0	2920.0
84830	52.0	12.0
57234	219.0	2263.0
84832	0.0	0.0
654433	2369.0	1221.0
9001	2.0	101.0
9002	178.0	66.0
642475	121.0	94.0
84859	2414.0	1481.0
84867	66.0	4.0
84866	566.0	1834.0
84869	955.0	1773.0
84868	1488.0	662.0
654463	12.0	7.0
84865	282.0	660.0
84864	1697.0	376.0
84861	1631.0	1676.0
9014	729.0	1095.0
9015	200.0	558.0
9013	2273.0	2232.0
9019	8448.0	9527.0
9016	222.0	618.0
341392	23.0	29.0
84848	19.0	38.0
84856	20.0	6.0
84858	1357.0	248.0
84852	106.0	128.0
102725176	0.0	0.0
84851	684.0	800.0
642477	34.0	6.0
84850	2.0	0.0
105376946	1.0	0.0
9025	834.0	1166.0
9026	1879.0	2432.0
9023	754.0	44.0
113612	1636.0	255.0
9024	24.0	19.0
642493	0.0	2.0
9027	0.0	22.0
9028	39.0	98.0
400165	0.0	0.0
9021	48685.0	797.0
9022	26.0	42.0
9020	837.0	623.0
84889	10.0	7.0
84888	4164.0	5134.0
654483	10.0	5.0
84885	1023.0	1739.0
654486	0.0	0.0
84886	5830.0	8738.0
84881	1680.0	929.0
642489	22.0	11.0
84883	11158.0	983.0
654480	2.0	2.0
9037	1496.0	3556.0
9034	456.0	107.0
9038	0.0	0.0
9039	2338.0	3813.0
400156	2.0	1.0
9032	0.0	0.0
9033	1.0	11.0
9031	7304.0	17786.0
84878	479.0	1258.0
84879	40.0	437.0
84874	785.0	1118.0
84873	0.0	5.0
84876	915.0	1393.0
84875	2160.0	11223.0
84870	2115.0	53.0
84872	682.0	1227.0
84871	19.0	125.0
9047	40.0	115.0
9048	6.0	352.0
9045	20597.0	27052.0
9046	781.0	177.0
9049	2298.0	3759.0
106480985	0.0	1.0
9040	1827.0	3187.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	0.0	5.0
9043	9400.0	15748.0
400141	41.0	267.0
106480989	4.0	2.0
9044	2497.0	3236.0
106480988	0.0	0.0
57282	6.0	3.0
106480990	0.0	0.0
106480992	0.0	3.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	2.0	0.0
414753	0.0	0.0
414754	0.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	0.0	0.0
341356	0.0	0.0
9058	0.0	7.0
9056	697.0	632.0
9057	1922.0	603.0
341350	25.0	0.0
9050	277.0	335.0
106480996	0.0	0.0
9051	230.0	160.0
106480995	0.0	1.0
106480998	0.0	1.0
106480997	1.0	0.0
57291	462.0	2307.0
9054	1113.0	1882.0
9055	410.0	7417.0
106480999	0.0	0.0
9052	2235.0	16609.0
9053	504.0	3198.0
84899	668.0	918.0
282569	0.0	0.0
400129	7.0	34.0
84896	2933.0	4338.0
84895	1237.0	1145.0
400128	4.0	180.0
84898	9786.0	3619.0
84897	1743.0	874.0
400126	38.0	27.0
654499	0.0	0.0
84892	1235.0	1915.0
414764	19.0	2.0
84891	1.0	0.0
414765	20.0	55.0
84894	165.0	104.0
84893	4103.0	4097.0
414760	10.0	2.0
414761	9.0	79.0
84890	1329.0	2004.0
341346	1.0	16.0
9069	1136.0	3518.0
414926	3.0	7.0
9068	2188.0	37.0
106479979	0.0	0.0
729004	2.0	2.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	6.0	10.0
9061	2322.0	4828.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	0.0	1.0
106480962	0.0	1.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	5415.0	1137.0
106480964	0.0	1.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	1.0	2.0
9066	1005.0	8333.0
106480966	0.0	0.0
9063	1508.0	2238.0
729009	157.0	162.0
106480969	0.0	0.0
9064	4263.0	1812.0
106480968	0.0	0.0
106480970	0.0	0.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	36.0	92.0
106479969	0.0	5.0
9079	5682.0	452.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	1.0
106479963	0.0	0.0
106480974	0.0	2.0
9073	0.0	0.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	3711.0	3451.0
106479961	2.0	0.0
106480976	0.0	0.0
9071	40.0	2.0
106479960	0.0	0.0
106480975	0.0	0.0
9076	234.0	129.0
390402	0.0	0.0
106480978	0.0	1.0
9077	42.0	81.0
390403	0.0	0.0
106480977	0.0	0.0
9074	1.0	0.0
9075	202.0	16.0
106480979	1.0	1.0
100996387	0.0	0.0
390407	0.0	1.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	5.0	6.0
729025	55.0	4.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	23.0	2.0
137529	0.0	0.0
730010	3.0	2.0
106479999	0.0	0.0
729020	2.0	4.0
113510	701.0	922.0
106479998	0.0	0.0
729023	9.0	14.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	1.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	5.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	55.0	90.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	44.0	2030.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	1182.0	2027.0
106480946	0.0	0.0
57402	56.0	4085.0
57403	3042.0	4304.0
57404	1931.0	1995.0
57405	53.0	933.0
389416	2.0	1.0
149501	3.0	77.0
9080	1.0	13.0
106480950	0.0	0.0
57406	1875.0	396.0
57407	574.0	1616.0
57408	0.0	2.0
730005	22.0	4.0
57409	1085.0	1197.0
106480959	0.0	0.0
729013	367.0	353.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	3.0	11.0
106479986	0.0	0.0
9094	972.0	2184.0
106479985	1.0	0.0
106480952	0.0	2.0
9095	90.0	99.0
106479984	2.0	6.0
106480951	6.0	2.0
9092	2650.0	2569.0
106479983	0.0	1.0
106480954	0.0	0.0
9093	2085.0	3688.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	17.0	36.0
106479981	0.0	0.0
106480956	0.0	1.0
9099	144.0	48.0
106479980	0.0	0.0
106480955	5.0	0.0
9096	1571.0	240.0
106480958	0.0	0.0
9097	5774.0	8977.0
106480957	0.0	0.0
57413	138.0	185.0
57414	3000.0	6300.0
57415	199.0	3186.0
389404	4.0	5.0
9091	1743.0	3288.0
57410	4352.0	6268.0
389400	16.0	0.0
106480961	0.0	0.0
57412	15.0	28.0
106480960	0.0	0.0
57418	641.0	1767.0
57419	4292.0	5748.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	1.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	1.0	1.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	3.0	1.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	1234.0	818.0
390433	0.0	0.0
106480921	4.0	6.0
106480920	0.0	1.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	0.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	2.0	1.0
389434	0.0	90.0
642402	1.0	1.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	3.0	0.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	1.0
106479923	2.0	1.0
106479922	1.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	4.0	1.0
353497	162.0	343.0
390442	0.0	0.0
106480930	1.0	1.0
390443	0.0	1.0
389432	209.0	76.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	34.0	12.0
106480935	5.0	3.0
389428	0.0	4.0
341405	3.0	0.0
389422	147.0	32.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	2.0
106480904	0.0	1.0
106480907	0.0	15.0
106479958	0.0	1.0
106479957	0.0	0.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	1.0	1.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	0.0	5.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	2.0	0.0
106479950	0.0	1.0
106480901	0.0	0.0
390413	0.0	3.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	0.0	2.0
106480902	0.0	0.0
57446	2505.0	3634.0
57447	14339.0	926.0
390418	0.0	0.0
100996331	0.0	0.0
57448	6905.0	9880.0
390419	0.0	1.0
57449	3153.0	220.0
389458	0.0	2.0
642425	0.0	0.0
642424	0.0	0.0
100125556	80.0	319.0
106479949	0.0	0.0
106480916	0.0	7.0
106479948	0.0	0.0
106480915	3.0	4.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	6.0	4.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	0.0	0.0
642443	5.0	4.0
106479942	0.0	6.0
106479941	0.0	2.0
106479940	0.0	0.0
390421	1.0	0.0
57451	68.0	230.0
106480910	1.0	2.0
57452	2476.0	1843.0
390423	0.0	0.0
414919	623.0	2615.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	278.0	925.0
106480913	0.0	0.0
57458	2518.0	373.0
390429	0.0	0.0
57459	2482.0	4659.0
57453	43.0	2.0
57455	1245.0	1732.0
57456	2168.0	3001.0
106479939	0.0	0.0
390472	0.0	6.0
162540	0.0	2.0
150554	12.0	31.0
729082	9487.0	13525.0
729085	350.0	536.0
729079	0.0	2.0
390483	2.0	0.0
730061	7.0	0.0
150568	0.0	45.0
729073	26.0	5.0
497258	175.0	144.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	1.0
106479910	0.0	0.0
730094	1100.0	1101.0
730092	284.0	53.0
730091	409.0	162.0
150577	0.0	0.0
150572	0.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	1.0	8.0
102546227	0.0	1.0
106479902	0.0	2.0
730087	28.0	519.0
106479901	0.0	0.0
106479900	0.0	0.0
730086	0.0	2.0
729097	4.0	24.0
389493	0.0	0.0
221613	0.0	0.0
729096	17.0	22.0
729092	7.0	22.0
729046	22.0	50.0
729042	0.0	0.0
729041	12.0	39.0
730029	32.0	142.0
730023	0.0	1.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	1.0
730052	2.0	0.0
730051	407.0	1097.0
221662	146.0	1470.0
150538	11.0	2.0
162515	30.0	3.0
162517	26.0	3.0
729059	1.0	2.0
162514	202.0	11.0
730041	95.0	13.0
149563	0.0	5.0
221656	1126.0	2888.0
729050	0.0	0.0
221687	118.0	37.0
221692	409.0	893.0
162494	134.0	45.0
654391	0.0	0.0
198437	1.0	2.0
257629	0.0	1.0
267004	0.0	2.0
149499	3.0	5.0
162466	22.0	9.0
255022	0.0	11.0
162461	3.0	14.0
267010	0.0	0.0
267012	0.0	0.0
267013	3.0	1.0
150472	417.0	861.0
255031	404.0	296.0
255025	0.0	1.0
101101692	59.0	193.0
255027	374.0	2453.0
267002	240.0	736.0
150483	15.0	19.0
282617	0.0	4.0
282618	0.0	17.0
282616	0.0	4.0
644990	33.0	7.0
9103	282.0	139.0
9100	2247.0	6268.0
9101	3603.0	4248.0
644994	0.0	2.0
9107	1834.0	2453.0
9104	530.0	10.0
400242	160.0	344.0
84959	148.0	193.0
255061	11.0	64.0
84958	56.0	910.0
654319	0.0	5.0
100996315	2.0	5.0
84966	113.0	99.0
57348	31.0	17.0
282679	188.0	550.0
84968	47.0	6.0
84967	1137.0	968.0
84962	581.0	1248.0
57343	832.0	1825.0
654320	0.0	0.0
255057	12.0	63.0
84961	2704.0	15220.0
654321	3.0	3.0
400238	0.0	2.0
654322	0.0	13.0
84964	46.0	219.0
400236	260.0	125.0
644988	0.0	0.0
84960	51.0	46.0
642326	0.0	0.0
9113	2795.0	4854.0
9114	3974.0	4236.0
9111	814.0	1356.0
9112	2295.0	2770.0
9117	3390.0	5836.0
9118	0.0	1.0
414899	0.0	0.0
100996307	686.0	76.0
100996306	0.0	0.0
84948	293.0	817.0
9110	1922.0	7846.0
84947	624.0	764.0
84955	1052.0	2735.0
84954	611.0	1165.0
84957	130.0	440.0
100996301	3.0	105.0
84951	7.0	699.0
84950	2078.0	3571.0
84953	21.0	451.0
400224	8.0	141.0
84952	1124.0	1877.0
644998	0.0	0.0
9108	78.0	67.0
642337	0.0	2.0
644997	0.0	5.0
9124	6880.0	5379.0
9125	1597.0	3897.0
9122	279.0	138.0
9123	492.0	735.0
9128	1270.0	3336.0
9129	2112.0	3357.0
9126	4004.0	8733.0
9127	268.0	3.0
94304	0.0	0.0
255043	46.0	78.0
9120	173.0	6386.0
9121	430.0	336.0
57369	0.0	0.0
84988	803.0	1447.0
84987	2183.0	942.0
84989	14.0	26.0
84984	294.0	168.0
84983	43.0	22.0
84986	649.0	1358.0
84985	0.0	31.0
642345	0.0	0.0
9119	0.0	5.0
84981	4070.0	252.0
9135	6513.0	13028.0
9136	647.0	1230.0
9133	70.0	3583.0
9134	57.0	714.0
9139	1768.0	3264.0
267014	0.0	0.0
267015	4.0	7.0
9138	3825.0	4994.0
267017	0.0	1.0
9131	2324.0	3776.0
9132	184.0	37.0
84969	252.0	56.0
9130	3250.0	3093.0
400208	21.0	1.0
84976	805.0	768.0
400209	47.0	55.0
400206	0.0	0.0
84978	9.0	61.0
84973	967.0	1225.0
84975	1507.0	1743.0
57379	7.0	0.0
642357	1.0	5.0
84971	353.0	1231.0
84970	1.0	1.0
267020	0.0	2.0
9146	2456.0	3517.0
9147	2372.0	2554.0
9144	5908.0	6440.0
9145	923.0	966.0
9148	47.0	735.0
106479899	0.0	0.0
9149	970.0	1620.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	1.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	1.0	0.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	3.0	0.0
57380	1935.0	2472.0
9143	9.0	78.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	1653.0	211.0
9140	2624.0	2470.0
106479891	0.0	0.0
9141	1231.0	2258.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	19.0	96.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	0.0
9158	1638.0	3417.0
9156	38.0	2874.0
106479889	0.0	0.0
9159	2017.0	884.0
106479888	0.0	0.0
106479887	0.0	0.0
654346	3.0	12.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	977.0	1546.0
106480896	0.0	0.0
106479885	0.0	1.0
57396	1402.0	815.0
106480899	2.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	6.0	4.0
106479882	0.0	0.0
9154	14.0	2.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	31.0	38.0
9152	0.0	0.0
654350	0.0	0.0
84996	197.0	270.0
84991	3510.0	4480.0
84993	1855.0	2091.0
84992	0.0	0.0
9168	32095.0	35651.0
9169	7909.0	13234.0
9166	1242.0	2373.0
642395	7.0	13.0
9167	4410.0	5875.0
642394	0.0	0.0
106480864	0.0	0.0
106480863	0.0	1.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	1.0
255082	164.0	259.0
106480867	1.0	0.0
9162	936.0	81.0
106480869	0.0	0.0
654383	0.0	1.0
106480871	0.0	0.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	4710.0	0.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	1.0
9179	759.0	1949.0
9177	0.0	0.0
106480875	0.0	0.0
9172	67.0	10.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	139.0	921.0
106480876	0.0	0.0
9175	1076.0	2499.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	88.0	7.0
106480880	1.0	3.0
106480882	0.0	0.0
106480881	0.0	1.0
654376	0.0	3.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	0.0	0.0
137868	14.0	0.0
730112	60.0	8.0
106480849	0.0	0.0
729123	1.0	1.0
9188	4070.0	12074.0
106479859	0.0	0.0
106479858	4.0	6.0
9189	5185.0	4675.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	1061.0	110.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	972.0	1353.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	2636.0	2947.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	10466.0	3212.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1046.0	1381.0
106480845	0.0	0.0
9184	2923.0	17575.0
106480848	0.0	0.0
9185	817.0	9268.0
106480847	0.0	0.0
57501	16.0	63.0
57502	419.0	748.0
57504	2311.0	4372.0
125875	100.0	23.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	5508.0	5430.0
730109	0.0	0.0
137872	1530.0	140.0
102546175	1.0	0.0
57505	772.0	1666.0
644903	4.0	5.0
57506	10921.0	10583.0
57507	947.0	529.0
57508	1109.0	3535.0
