id	6a508e94-c094-4c0f-85c3-5ea50b54a399	cc55afdc-78e2-48c5-b1ac-386033852bca
25871	3174.0	2752.0
25870	7293.0	11817.0
142940	1889.0	1932.0
11232	516.0	490.0
11231	9396.0	8058.0
84154	1921.0	1509.0
11234	3874.0	1791.0
11236	3258.0	3549.0
11235	1889.0	2212.0
11238	1257.0	544.0
84153	963.0	681.0
11237	3890.0	2618.0
84152	5706.0	2886.0
693120	0.0	1.0
100093624	0.0	0.0
166929	1974.0	717.0
25847	3356.0	3837.0
84182	138.0	91.0
84181	8494.0	5129.0
25849	5456.0	1317.0
25840	10544.0	5182.0
25842	1582.0	1147.0
25841	388.0	194.0
25844	5846.0	7137.0
25843	2505.0	1737.0
11209	185.0	100.0
84188	4389.0	3993.0
84187	4209.0	5120.0
11201	2701.0	3065.0
11200	463.0	703.0
84189	936.0	1993.0
11202	543.0	36.0
84186	1515.0	1523.0
25859	433.0	41.0
25858	0.0	0.0
84171	1870.0	329.0
284391	2576.0	1914.0
284390	257.0	202.0
100862726	0.0	0.0
100862727	5.0	5.0
100862728	1.0	5.0
25851	1276.0	1225.0
25850	502.0	295.0
25853	4526.0	4634.0
25852	2664.0	2025.0
100862725	0.0	0.0
25855	1619.0	2043.0
25854	292.0	135.0
402077	0.0	0.0
11218	1703.0	1334.0
11217	102.0	19.0
11219	26.0	25.0
139324	453.0	344.0
84176	17.0	13.0
11212	2908.0	2935.0
139322	2814.0	1983.0
84179	833.0	1262.0
11211	75.0	152.0
84173	1848.0	1394.0
11214	11525.0	8659.0
11213	1434.0	574.0
84172	2097.0	2070.0
284385	405.0	314.0
11216	2169.0	1879.0
11215	6566.0	4715.0
84174	57.0	149.0
284383	0.0	0.0
25826	0.0	0.0
693165	1.0	0.0
25825	6399.0	3560.0
693166	1.0	0.0
25828	4288.0	3708.0
693167	0.0	0.0
25827	803.0	916.0
693168	1.0	0.0
693169	0.0	0.0
25829	5005.0	6468.0
441669	0.0	0.0
392214	3.0	1.0
25820	6673.0	5749.0
127343	7.0	74.0
25822	614.0	387.0
25821	1547.0	1244.0
25824	4798.0	4636.0
441662	0.0	0.0
106479099	0.0	0.0
25823	36.0	35.0
106479098	0.0	0.0
106480097	1.0	1.0
106479097	0.0	0.0
115361	1417.0	3241.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	2178.0	1278.0
115362	91.0	697.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	0.0
106479091	0.0	1.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	1.0	0.0
414059	3.0	3.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	0.0	1.0
693174	1.0	0.0
693175	8.0	14.0
106480094	0.0	0.0
84191	1205.0	2203.0
25837	117.0	327.0
693154	0.0	0.0
84190	590.0	523.0
25836	8807.0	6415.0
693155	21.0	9.0
25839	3415.0	2273.0
84193	4432.0	3715.0
693156	0.0	0.0
693157	0.0	0.0
693158	35.0	21.0
693159	1.0	0.0
392225	1.0	0.0
25831	12864.0	9747.0
25830	39.0	24.0
441654	0.0	1.0
25833	481.0	989.0
100379250	0.0	0.0
106479089	1.0	4.0
25832	705.0	851.0
106479088	0.0	0.0
25834	191.0	11.0
106479087	0.0	0.0
100379251	41.0	8.0
106479086	0.0	0.0
115350	2.0	26.0
106479085	2.0	1.0
414061	0.0	0.0
106479084	0.0	0.0
115352	7.0	200.0
106479083	0.0	0.0
414062	25.0	32.0
115353	1828.0	2247.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	173.0	129.0
693163	0.0	0.0
84196	4201.0	3527.0
693164	4.0	0.0
25804	2161.0	3293.0
693143	0.0	1.0
25803	6951.0	7435.0
693144	3.0	5.0
25806	50.0	32.0
25805	2982.0	2589.0
693146	0.0	0.0
693147	0.0	0.0
25807	567.0	601.0
693148	2.0	0.0
693149	0.0	0.0
100130996	0.0	4.0
25809	666.0	907.0
100130995	0.0	0.0
100379287	0.0	0.0
100130994	0.0	0.0
441687	32.0	15.0
25800	40646.0	165255.0
25802	5809.0	1461.0
25801	1371.0	1021.0
154907	0.0	0.0
106480075	0.0	1.0
106480074	1.0	0.0
106480077	4.0	0.0
106480076	0.0	0.0
106480079	3.0	6.0
106480078	1.0	0.0
142910	33.0	7.0
106480071	0.0	0.0
100380272	0.0	0.0
693151	1.0	0.0
142913	71.0	56.0
106480070	0.0	1.0
106480073	0.0	0.0
693152	0.0	0.0
693153	141.0	74.0
106480072	1.0	0.0
693132	0.0	0.0
25814	7143.0	7415.0
693133	0.0	0.0
693134	2.0	0.0
25817	70.0	90.0
25816	1222.0	2011.0
100130988	0.0	0.0
693135	1.0	0.0
25819	562.0	1133.0
693136	0.0	0.0
100129998	1.0	1.0
130940	180.0	111.0
25818	7004.0	637.0
693137	0.0	0.0
693138	1.0	1.0
693139	0.0	2.0
100130980	10.0	5.0
25813	2818.0	2470.0
392209	7.0	4.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	1.0	0.0
106480088	0.0	0.0
115330	187.0	76.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	1.0	0.0
100129995	2.0	0.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	2.0	0.0
106480084	0.0	0.0
693141	1.0	2.0
693142	0.0	0.0
106480083	0.0	0.0
11180	11016.0	10975.0
154881	1477.0	896.0
11182	48.0	455.0
11181	15.0	11.0
646770	0.0	0.0
11184	158.0	309.0
392133	1.0	0.0
11183	4658.0	3573.0
392132	0.0	1.0
11186	2022.0	1662.0
139249	1.0	0.0
11185	650.0	484.0
23166	2690.0	2263.0
23167	6437.0	7068.0
106480049	0.0	0.0
23168	5876.0	5856.0
106479059	0.0	1.0
23169	2008.0	2093.0
166863	362.0	85.0
392138	0.0	2.0
106479058	0.0	0.0
729920	370.0	144.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	4.0	0.0
127262	4763.0	3831.0
106479054	0.0	0.0
142891	3511.0	2812.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	1.0	0.0
23160	3730.0	2795.0
106480055	0.0	0.0
106479051	0.0	0.0
23161	3765.0	3308.0
115286	1322.0	945.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	2045.0	1653.0
106480057	0.0	0.0
23163	2552.0	2069.0
106480056	0.0	0.0
152217	629.0	434.0
23164	13444.0	7504.0
106480059	0.0	0.0
23165	4488.0	4443.0
106480058	0.0	0.0
11188	9468.0	5188.0
11187	2640.0	3979.0
11189	0.0	4.0
106480051	0.0	0.0
644109	1.0	0.0
106480050	0.0	0.0
646784	0.0	0.0
11191	149.0	82.0
392140	32.0	10.0
11190	1717.0	1627.0
404672	2154.0	1794.0
11193	1348.0	851.0
154872	0.0	2.0
11194	1327.0	2581.0
11197	673.0	41.0
11196	4801.0	5573.0
23177	4749.0	2584.0
402016	7.0	3.0
23178	603.0	769.0
106479049	0.0	0.0
23179	2741.0	1381.0
106479048	0.0	0.0
127255	140.0	125.0
106479047	0.0	0.0
127254	306.0	463.0
106479046	0.0	0.0
646780	8.0	3.0
127253	2166.0	1493.0
106479045	2.0	3.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	2.0	3.0
23170	3075.0	7154.0
115273	161.0	282.0
106480063	0.0	0.0
729909	3.0	3.0
106479041	0.0	0.0
23171	7016.0	6540.0
106479040	0.0	0.0
106480066	7.0	1.0
23172	1767.0	1901.0
106480065	0.0	0.0
23173	3871.0	2594.0
106480068	0.0	0.0
23174	3514.0	2335.0
106480067	0.0	0.0
23175	3860.0	1141.0
23176	3780.0	3381.0
106480069	0.0	0.0
11199	3.0	4.0
11198	9779.0	9086.0
106480060	0.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	7526.0	8165.0
644131	386.0	144.0
404663	0.0	0.0
11162	192.0	151.0
646799	1.0	1.0
11161	2800.0	2617.0
404665	15.0	7.0
11164	2588.0	3449.0
11163	3598.0	2057.0
23144	1088.0	2031.0
127247	0.0	0.0
106480028	0.0	0.0
23145	304.0	243.0
106480027	8.0	3.0
106480029	0.0	0.0
23148	403.0	202.0
106479079	0.0	0.0
646791	4.0	1.0
23149	209.0	266.0
441641	1.0	1.0
106479078	0.0	0.0
106479077	2.0	0.0
106479076	0.0	0.0
84108	495.0	544.0
106480031	0.0	0.0
106479075	1.0	0.0
84107	6.0	3.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	3.0	1.0
84109	85.0	25.0
106480032	0.0	0.0
106479072	1.0	0.0
23140	6107.0	4144.0
115265	109.0	52.0
106480035	0.0	0.0
106479071	2.0	1.0
84103	0.0	0.0
23141	4840.0	3996.0
106480034	4.0	2.0
106479070	0.0	0.0
23142	2758.0	1947.0
84106	68.0	100.0
106480037	0.0	0.0
84105	599.0	770.0
23143	2307.0	2024.0
106480036	0.0	0.0
84100	318.0	242.0
11166	9.0	3.0
140258	1.0	0.0
644129	0.0	0.0
11165	1859.0	1380.0
84102	1702.0	704.0
11168	3932.0	2292.0
84101	143.0	27.0
11167	33462.0	26195.0
644128	152.0	108.0
11169	514.0	596.0
11171	6809.0	6109.0
11170	3800.0	457.0
11173	120.0	418.0
441639	0.0	0.0
11172	3.0	1.0
343296	0.0	0.0
11174	100.0	260.0
644146	13.0	7.0
23155	1723.0	1532.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	2572.0	1861.0
23158	21950.0	42359.0
106479069	0.0	0.0
441631	465.0	466.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	1.0	0.0
23150	2708.0	2264.0
106480043	0.0	0.0
106479061	1.0	0.0
23151	2448.0	2577.0
106479060	0.0	0.0
106480046	0.0	2.0
23152	7509.0	6377.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	2074.0	2126.0
106480047	0.0	0.0
11177	3360.0	3678.0
11176	9917.0	8708.0
11179	1545.0	1593.0
644138	11.0	9.0
11178	2872.0	1193.0
644139	12.0	1.0
139285	589.0	471.0
106480040	1.0	4.0
103695364	0.0	0.0
103695363	0.0	0.0
644153	0.0	0.0
11140	5658.0	5083.0
644159	0.0	0.0
103695365	0.0	2.0
11142	1726.0	2168.0
166824	2592.0	1259.0
106479019	0.0	0.0
11141	5.0	0.0
130872	2690.0	1878.0
106479018	0.0	0.0
644157	25.0	4.0
23122	5004.0	2921.0
106480006	0.0	0.0
106479017	1.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	9.0	3.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	11.0	6.0
23125	3957.0	3344.0
106480007	0.0	0.0
25786	92.0	66.0
106479014	0.0	0.0
25789	91.0	105.0
644150	834.0	715.0
23126	8454.0	11426.0
106479013	2.0	3.0
25788	149.0	170.0
23127	166.0	130.0
106479012	0.0	0.0
106480009	0.0	1.0
106479011	0.0	0.0
23129	8169.0	7003.0
106479010	0.0	0.0
84129	62.0	23.0
106480011	9.0	2.0
106480010	0.0	0.0
84126	8.0	5.0
106480013	0.0	0.0
84125	176.0	115.0
25780	577.0	659.0
106480012	0.0	0.0
84128	2973.0	2925.0
23120	18.0	6.0
106480015	0.0	0.0
25782	4190.0	4526.0
106480014	0.0	1.0
11144	68.0	32.0
11143	4464.0	3550.0
139212	1.0	3.0
84124	1281.0	1173.0
11146	464.0	467.0
11145	5471.0	1435.0
11148	1.0	5.0
86781	32.0	55.0
11147	446.0	552.0
11149	276.0	185.0
392181	0.0	0.0
127294	386.0	195.0
644165	16.0	10.0
11151	625.0	2226.0
166815	927.0	568.0
392188	0.0	0.0
106479009	0.0	0.0
11153	603.0	557.0
106479008	0.0	0.0
644168	1.0	0.0
11152	2256.0	2329.0
106479007	0.0	0.0
25796	1873.0	2431.0
130888	617.0	780.0
23133	4201.0	3337.0
106479006	12.0	3.0
106480017	0.0	0.0
106480016	1.0	0.0
106479005	0.0	0.0
23135	4823.0	3060.0
25798	2313.0	3012.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	1962.0	1298.0
25797	276.0	619.0
106479003	0.0	0.0
106480018	1.0	0.0
23137	4394.0	2681.0
106479002	0.0	0.0
25799	884.0	684.0
402055	1176.0	979.0
23138	1038.0	1925.0
106479001	0.0	0.0
23139	3445.0	4698.0
106479000	0.0	0.0
644160	1.0	1.0
106480020	0.0	0.0
25790	91.0	343.0
106480022	1.0	0.0
106480021	0.0	0.0
25792	5688.0	5118.0
106480024	0.0	0.0
25791	299.0	179.0
23130	2300.0	2387.0
106480023	0.0	0.0
23131	5095.0	3706.0
25794	50.0	82.0
106480026	0.0	1.0
25793	6420.0	6190.0
23132	2891.0	1980.0
106480025	0.0	0.0
11155	96.0	101.0
11154	893.0	511.0
11157	514.0	483.0
11156	816.0	1704.0
11159	769.0	535.0
139221	487.0	587.0
11158	1358.0	1365.0
392193	0.0	0.0
23108	2480.0	722.0
23109	6.0	2.0
127281	2079.0	3307.0
441608	0.0	0.0
154860	1.0	0.0
11120	1832.0	1542.0
343263	2.0	0.0
154865	174.0	111.0
25763	0.0	1.0
106479039	1.0	0.0
23101	103.0	22.0
106479038	47.0	44.0
23102	3176.0	2990.0
106479037	14.0	2.0
25764	131.0	56.0
106479036	1.0	0.0
106479035	0.0	1.0
23105	181.0	102.0
25766	703.0	650.0
106479034	0.0	0.0
25769	5.0	523.0
106479033	0.0	0.0
23107	4691.0	4429.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1693.0	1239.0
106479030	0.0	0.0
84148	2545.0	3082.0
84144	690.0	499.0
11122	4879.0	4705.0
84146	4889.0	3289.0
11124	3594.0	3101.0
11123	3128.0	2472.0
11126	35.0	37.0
84140	260.0	255.0
11128	2504.0	2296.0
84142	825.0	781.0
84141	234.0	323.0
139231	5205.0	4151.0
11127	1802.0	886.0
23119	534.0	191.0
644186	8.0	58.0
11131	527.0	97.0
11130	475.0	1169.0
106479029	1.0	0.0
23111	4907.0	3446.0
106479028	0.0	0.0
25774	0.0	0.0
23112	3786.0	2414.0
106479027	0.0	1.0
25776	1459.0	1390.0
23113	2854.0	2412.0
106479026	2.0	0.0
25775	4.0	6.0
23114	4043.0	939.0
106479025	2.0	0.0
25778	2974.0	3168.0
106479024	1.0	0.0
25777	14713.0	7713.0
23116	2394.0	1936.0
106479023	2.0	1.0
23117	77.0	57.0
106479022	0.0	0.0
23118	8114.0	6403.0
106479021	0.0	0.0
115294	6931.0	6800.0
106479020	13.0	5.0
106480000	3.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	43.0	54.0
106480004	1.0	0.0
25771	1839.0	1867.0
84138	294.0	181.0
106480003	2.0	0.0
11133	404.0	443.0
84133	12.0	6.0
84132	1558.0	1801.0
11132	640.0	509.0
11135	6315.0	3559.0
84135	1519.0	1110.0
84134	788.0	1271.0
11137	3177.0	2996.0
115290	624.0	286.0
11136	41.0	36.0
84131	1656.0	1365.0
11138	3364.0	3626.0
730993	0.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	2.0	0.0
100272147	0.0	0.0
345895	126.0	58.0
729993	336.0	290.0
50717	5226.0	6529.0
102465257	2.0	0.0
102465256	0.0	0.0
102465255	0.0	1.0
729991	720.0	652.0
102465254	1.0	0.0
102465253	0.0	0.0
164284	1509.0	158.0
100884155	0.0	0.0
102465252	0.0	0.0
730978	0.0	1.0
102465251	0.0	0.0
102465250	1.0	0.0
730974	0.0	0.0
392194	0.0	0.0
392197	3.0	3.0
646702	1.0	1.0
646701	0.0	0.0
646721	0.0	0.0
729962	0.0	0.0
729967	604.0	765.0
2504	9.0	6.0
2503	22.0	27.0
284418	0.0	10.0
2502	6.0	11.0
284417	8.0	11.0
2501	53.0	83.0
2500	99.0	148.0
284415	0.0	3.0
404635	332.0	1.0
619190	0.0	2.0
404636	769.0	1163.0
2509	19.0	20.0
646723	1.0	0.0
2508	36.0	62.0
2507	3.0	4.0
619189	0.0	0.0
164237	3.0	1.0
729956	7.0	4.0
140290	74.0	29.0
729952	0.0	2.0
2515	46.0	1.0
284408	187.0	126.0
2512	50399.0	50190.0
284406	612.0	432.0
2510	0.0	1.0
284403	136.0	501.0
284402	74.0	39.0
2519	2468.0	3116.0
2518	2.0	9.0
2517	2259.0	3968.0
2516	5.0	3.0
646755	5.0	12.0
646754	0.0	0.0
646753	0.0	0.0
260434	4.0	899.0
23189	5769.0	2740.0
260436	552.0	131.0
23180	1443.0	2037.0
2526	495.0	319.0
23181	2570.0	2313.0
2525	126.0	59.0
2524	530.0	931.0
2523	536.0	320.0
23184	3466.0	3493.0
2521	14028.0	14408.0
23185	4220.0	5575.0
23186	3841.0	2929.0
2520	0.0	0.0
23187	6948.0	5719.0
2529	3.0	68.0
2528	133.0	15.0
2527	0.0	0.0
152273	2546.0	1394.0
644100	1.0	0.0
646766	5.0	4.0
644101	2.0	4.0
23199	8839.0	5251.0
260425	3626.0	3695.0
729974	0.0	0.0
260429	4.0	0.0
2537	1410.0	3729.0
23191	11874.0	10894.0
23192	2535.0	2049.0
23193	28171.0	26748.0
2535	100.0	259.0
2534	1942.0	1745.0
23194	1238.0	730.0
2533	503.0	1313.0
23195	7581.0	3251.0
23196	14278.0	17621.0
2532	4941.0	3312.0
23197	4945.0	4804.0
2531	7546.0	7018.0
2530	2683.0	6833.0
23198	8614.0	6691.0
345829	1.0	1.0
646759	0.0	0.0
646758	3.0	2.0
2539	4438.0	2635.0
2538	1.0	0.0
23190	11526.0	11163.0
25903	1611.0	3674.0
25902	654.0	630.0
25904	1989.0	1923.0
100129866	1.0	3.0
25907	157.0	142.0
100130855	102.0	97.0
25906	568.0	553.0
25909	4239.0	4682.0
100127206	0.0	0.0
100129867	2.0	0.0
2551	3160.0	2281.0
2550	3457.0	2109.0
25901	1465.0	1692.0
25900	431.0	364.0
2548	7031.0	7544.0
223075	79.0	10.0
2547	17922.0	15366.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	12.0	5.0
2542	1584.0	1983.0
100874403	1.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	1.0	0.0
100874407	0.0	1.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	3446.0	1949.0
100874404	0.0	0.0
25914	1296.0	745.0
100130848	0.0	0.0
25913	1938.0	2330.0
100129858	37.0	27.0
25915	2047.0	2152.0
25917	2585.0	2476.0
2562	431.0	63.0
2561	46.0	28.0
2560	12.0	0.0
25912	9593.0	17377.0
25911	747.0	1254.0
2559	0.0	0.0
2558	2.0	2.0
2557	34.0	0.0
2556	0.0	0.0
2555	63.0	6.0
2554	0.0	0.0
2553	2882.0	2185.0
100129853	1.0	1.0
100874421	1.0	0.0
100874420	0.0	0.0
100129845	41.0	30.0
2572	1.0	0.0
2571	17.0	156.0
2570	13.0	6.0
2569	39.0	3.0
2568	20528.0	2025.0
2567	45.0	3.0
2566	0.0	0.0
2565	1.0	0.0
2564	1586.0	95.0
2563	25.0	162.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	1134.0	726.0
100874422	0.0	0.0
100874429	0.0	1.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	5.0	3.0
100129836	2.0	0.0
100874410	0.0	0.0
286676	761.0	1252.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	480.0	529.0
2583	159.0	155.0
2582	996.0	1996.0
2581	2623.0	4140.0
2580	4411.0	5076.0
100874419	0.0	0.0
100874414	0.0	0.0
100874413	0.0	2.0
100874412	0.0	1.0
100874411	1.0	0.0
100874418	3.0	6.0
223082	1824.0	3531.0
100874417	2.0	2.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	8.0	10.0
100874443	0.0	1.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	3.0
100874440	0.0	0.0
2595	1140.0	938.0
2593	983.0	1551.0
100379300	0.0	0.0
2592	976.0	363.0
2591	4371.0	1589.0
441389	25.0	30.0
2590	3732.0	5309.0
441386	4.0	4.0
127617	0.0	0.0
2589	6550.0	8201.0
2588	1030.0	909.0
2587	6.0	0.0
441391	27.0	17.0
284018	2061.0	1927.0
2585	1038.0	774.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	27.0	36.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	2.0	1.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	4.0	5.0
100874430	0.0	0.0
100129813	6.0	0.0
441377	1.0	1.0
441376	1066.0	387.0
441381	0.0	0.0
127602	506.0	744.0
2597	59617.0	90205.0
2596	42.0	53.0
100874436	0.0	0.0
284004	1119.0	1040.0
100874435	0.0	0.0
100874434	6.0	2.0
100874433	0.0	0.0
284001	3068.0	1992.0
100874439	1.0	3.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	8.0	4.0
100874464	0.0	0.0
100874462	1.0	0.0
100129801	0.0	0.0
100874469	0.0	0.0
100874468	1.0	0.0
100874467	1.0	0.0
100874466	0.0	0.0
100874450	0.0	0.0
50937	2525.0	3053.0
100874454	0.0	0.0
50939	44.0	34.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	1.0	0.0
100874457	0.0	0.0
100874456	1.0	1.0
50940	517.0	235.0
100874455	1.0	0.0
50943	122.0	343.0
50945	11.0	0.0
50944	49.0	92.0
100874459	0.0	0.0
23328	8260.0	3444.0
23329	851.0	1120.0
84281	751.0	123.0
84280	1641.0	1549.0
644076	4.0	0.0
11340	1160.0	1045.0
644079	2.0	2.0
25983	1891.0	1352.0
127665	75.0	174.0
23321	7543.0	1283.0
115677	1577.0	1695.0
644070	2.0	0.0
23322	898.0	539.0
25984	6982.0	1251.0
23324	4713.0	6693.0
25987	10045.0	2596.0
23325	3919.0	3418.0
23326	23144.0	14054.0
25989	1702.0	1820.0
23327	8287.0	5385.0
25988	1121.0	1032.0
25981	889.0	549.0
25980	3442.0	2976.0
11342	5067.0	3864.0
84287	2192.0	3374.0
84286	1247.0	866.0
11341	187.0	15.0
284058	5999.0	4575.0
84289	1910.0	1144.0
11344	1509.0	1758.0
11343	6538.0	3986.0
84288	690.0	824.0
84283	797.0	1889.0
11346	6804.0	11496.0
11345	4891.0	2674.0
84282	1613.0	2328.0
84285	1701.0	1475.0
84284	2276.0	2200.0
23339	5884.0	5137.0
84270	1275.0	1548.0
23331	3571.0	1726.0
25994	2836.0	2968.0
23332	4996.0	3864.0
25996	1857.0	1886.0
23333	1823.0	1653.0
23334	4010.0	2509.0
25998	5598.0	4514.0
23335	1961.0	1977.0
23336	36731.0	2705.0
441332	0.0	1.0
644082	0.0	0.0
23338	4759.0	4474.0
25999	1898.0	1380.0
441331	0.0	0.0
84279	709.0	474.0
25992	1595.0	1623.0
84276	1586.0	1156.0
84275	1067.0	464.0
284047	175.0	35.0
84278	307.0	122.0
84277	796.0	883.0
84272	4737.0	3511.0
84271	7643.0	5227.0
84274	1497.0	1556.0
84273	1825.0	2010.0
23306	1734.0	1451.0
23307	3278.0	3709.0
284040	86.0	59.0
23308	34.0	52.0
23309	3794.0	2596.0
25961	237.0	326.0
25960	3630.0	2735.0
25963	9556.0	8656.0
23300	6563.0	4101.0
23301	3361.0	1986.0
25962	6998.0	7634.0
23302	313.0	92.0
23303	6768.0	6515.0
644096	409.0	357.0
23304	5487.0	4955.0
25966	3447.0	1650.0
23305	78.0	52.0
644094	0.0	0.0
11328	8038.0	8797.0
11329	3083.0	2609.0
11320	4921.0	6256.0
137012	12.0	5.0
113000	740.0	1322.0
11322	1407.0	2193.0
11321	2211.0	2072.0
284034	4.0	0.0
11326	449.0	404.0
11325	9982.0	7987.0
23317	5317.0	4847.0
84290	5.0	1.0
25979	1741.0	1376.0
23318	3197.0	1843.0
84292	275.0	373.0
25972	1958.0	1692.0
23310	2178.0	2214.0
441359	0.0	0.0
25974	812.0	909.0
23312	1381.0	1281.0
25973	357.0	493.0
23313	4652.0	5888.0
25976	11682.0	2692.0
23314	168.0	224.0
25975	61.0	93.0
441355	25.0	48.0
25978	3237.0	3085.0
23315	1817.0	1912.0
25977	2750.0	2044.0
23316	1054.0	21.0
11339	35.0	62.0
11338	7107.0	7268.0
441362	0.0	0.0
441361	0.0	0.0
140660	4.0	0.0
115650	49.0	113.0
127623	0.0	1.0
25970	3326.0	2659.0
284029	291.0	516.0
115653	1.0	0.0
84298	1520.0	1249.0
11331	8839.0	9197.0
11330	6.0	1.0
11333	3660.0	4905.0
152641	32.0	44.0
11332	649.0	832.0
84299	1307.0	1671.0
11335	9501.0	15128.0
84294	1854.0	1605.0
11334	1614.0	1526.0
84293	5559.0	9206.0
84296	253.0	319.0
11337	3648.0	4247.0
284021	85.0	191.0
84295	2235.0	2071.0
11336	3702.0	3024.0
25946	2207.0	2895.0
25949	3424.0	3400.0
25948	4157.0	4305.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	6.0	3.0
25941	3390.0	4345.0
25940	2361.0	1954.0
100130892	13.0	11.0
25943	2715.0	1518.0
25942	7311.0	7359.0
100130890	96.0	80.0
25945	475.0	246.0
11309	2278.0	1481.0
284099	10.0	2.0
284098	725.0	498.0
25957	9319.0	5192.0
140609	4217.0	3704.0
25959	4733.0	4752.0
100130889	34.0	4.0
100130887	66.0	64.0
25950	461.0	369.0
25953	1596.0	3653.0
25956	510.0	320.0
11317	3.0	4.0
11316	3336.0	4294.0
11319	2864.0	3122.0
11318	33.0	16.0
100379378	0.0	0.0
11311	2731.0	4270.0
11313	2933.0	3827.0
140603	0.0	0.0
11315	8057.0	8739.0
284086	500.0	542.0
11314	240.0	377.0
25925	2850.0	1679.0
284085	2.0	0.0
25924	662.0	185.0
25927	717.0	452.0
284083	8.0	10.0
100130879	0.0	0.0
25926	3438.0	2988.0
139628	0.0	0.0
25929	2546.0	2032.0
25928	2808.0	377.0
441328	1.0	0.0
127687	953.0	1165.0
100130873	3.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	1.0	0.0
441324	0.0	0.0
25921	8159.0	7715.0
441323	0.0	0.0
25920	3433.0	3794.0
25923	7277.0	7272.0
140612	850.0	458.0
100129880	0.0	0.0
284076	2.0	3.0
100129882	3.0	0.0
25936	1560.0	2062.0
25938	1999.0	1732.0
25937	7980.0	4766.0
284071	19.0	11.0
100130866	0.0	0.0
25939	3325.0	5944.0
113026	2146.0	2541.0
441317	0.0	0.0
441315	0.0	0.0
25930	3654.0	4765.0
441314	0.0	0.0
441313	0.0	0.0
25932	20109.0	14477.0
127671	0.0	0.0
25934	1640.0	1568.0
127670	8.0	7.0
284069	67.0	115.0
140623	5.0	5.0
140625	0.0	0.0
284067	16.0	8.0
100129871	2.0	0.0
140628	3.0	7.0
406982	0.0	0.0
406981	0.0	1.0
406984	2.0	1.0
406983	7.0	3.0
406986	0.0	0.0
406985	2.0	0.0
406988	21.0	11.0
406987	0.0	0.0
23287	1220.0	752.0
23288	2831.0	4454.0
406980	0.0	0.0
84206	234.0	146.0
23281	136.0	24.0
84203	6.0	5.0
23283	3393.0	3335.0
23284	938.0	114.0
140596	0.0	0.0
23285	526.0	546.0
152579	1381.0	955.0
140597	207.0	17.0
23286	6380.0	2915.0
152578	1.0	0.0
406979	0.0	0.0
