id	f4bb4f4b-2e42-4098-9edf-042f1fffea0f	0404b823-fd3c-47dd-9861-0f9f01a02d2e
260341	2.0	0.0
284309	1202.0	1972.0
284307	363.0	460.0
284306	258.0	266.0
693180	0.0	0.0
693181	0.0	1.0
693182	0.0	0.0
693183	0.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	1.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	72.0	44.0
100130933	6.0	20.0
100130932	26.0	32.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	0.0
284371	947.0	1229.0
284370	1089.0	1511.0
100130923	1.0	1.0
100130922	0.0	0.0
100129937	0.0	0.0
100129933	3.0	12.0
2483	1103.0	1584.0
284369	0.0	1.0
2475	3758.0	9338.0
284367	263.0	300.0
284366	0.0	0.0
284361	4004.0	6345.0
50801	1.0	2.0
50804	1089.0	1843.0
50805	258.0	170.0
100129926	5.0	8.0
50808	3641.0	5448.0
100129921	1.0	0.0
50807	1901.0	5439.0
100129920	1.0	5.0
50809	10150.0	15735.0
2496	3.0	6.0
2495	16904.0	37602.0
2494	266.0	556.0
2492	1.0	0.0
100129929	0.0	0.0
2491	43.0	199.0
2488	0.0	0.0
2487	2501.0	3291.0
284359	15.0	6.0
284358	77.0	87.0
284355	0.0	0.0
284353	95.0	50.0
284352	1381.0	2703.0
50813	2903.0	4748.0
50814	846.0	1320.0
100129919	0.0	0.0
284349	544.0	804.0
2499	2.0	14.0
284348	213.0	389.0
2498	24.0	55.0
2497	12.0	89.0
284346	119.0	168.0
284340	358.0	206.0
23207	3094.0	5031.0
693121	0.0	0.0
100093625	0.0	0.0
23208	581.0	2444.0
693122	7.0	9.0
100093626	0.0	0.0
23209	13.0	89.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	59.0	68.0
693126	0.0	0.0
693127	0.0	0.0
693128	1.0	2.0
25862	511.0	698.0
693129	0.0	1.0
23200	3551.0	6350.0
25861	962.0	1321.0
644191	5.0	9.0
23201	6394.0	11424.0
25864	430.0	550.0
23203	1834.0	3012.0
25865	2504.0	4087.0
23204	6700.0	24494.0
23205	33.0	12.0
644192	97.0	76.0
11228	1706.0	2711.0
84166	1326.0	4930.0
11221	1444.0	1396.0
84168	11907.0	32597.0
11223	157.0	45.0
100093630	3405.0	3226.0
84167	404.0	551.0
11222	3000.0	6508.0
100093631	473.0	708.0
84162	6911.0	12859.0
11224	14841.0	16295.0
84164	2225.0	4056.0
11227	314.0	1470.0
11226	4917.0	13763.0
84163	479.0	379.0
23218	4704.0	5955.0
23219	2839.0	4323.0
402093	0.0	0.0
100862704	15.0	27.0
11230	634.0	1365.0
23210	1208.0	1363.0
25873	17013.0	18089.0
100379298	0.0	0.0
23211	2297.0	3457.0
25875	3187.0	3689.0
23212	630.0	1288.0
23213	2367.0	25405.0
25874	2140.0	2678.0
23214	3958.0	10771.0
25876	23.0	118.0
23215	9956.0	21725.0
23216	2400.0	4974.0
25879	1568.0	4906.0
100379296	0.0	0.0
25878	4929.0	49251.0
23217	19.0	11.0
84159	9063.0	12279.0
25871	2430.0	3710.0
25870	4836.0	8851.0
142940	1614.0	3266.0
11232	460.0	622.0
11231	6512.0	13086.0
84154	1516.0	2243.0
11234	3350.0	4012.0
11236	2446.0	5799.0
11235	1485.0	2771.0
11238	761.0	1247.0
84153	935.0	970.0
11237	2623.0	4668.0
84152	3169.0	4501.0
693120	0.0	0.0
100093624	0.0	0.0
166929	1061.0	1721.0
25847	2376.0	5195.0
84182	110.0	90.0
84181	5101.0	8618.0
25849	2072.0	3106.0
25840	11171.0	10921.0
25842	1321.0	1946.0
25841	396.0	687.0
25844	4760.0	7759.0
25843	1729.0	2432.0
11209	341.0	95.0
84188	3850.0	7476.0
84187	2787.0	14295.0
11201	2694.0	3782.0
11200	352.0	624.0
84189	961.0	1872.0
11202	375.0	263.0
84186	1216.0	2120.0
25859	391.0	197.0
25858	1.0	0.0
84171	1003.0	735.0
284391	2299.0	2764.0
284390	244.0	244.0
100862726	0.0	0.0
100862727	1.0	10.0
100862728	0.0	0.0
25851	1061.0	1386.0
25850	411.0	459.0
25853	3426.0	6610.0
25852	2240.0	3804.0
100862725	0.0	0.0
25855	1205.0	2136.0
25854	307.0	234.0
402077	0.0	0.0
11218	1287.0	1865.0
11217	37.0	55.0
11219	22.0	21.0
139324	280.0	444.0
84176	7.0	20.0
11212	2589.0	3559.0
139322	1726.0	3006.0
84179	500.0	872.0
11211	157.0	224.0
84173	1988.0	1925.0
11214	8745.0	18540.0
11213	899.0	3642.0
84172	1454.0	2763.0
284385	245.0	606.0
11216	1630.0	3156.0
11215	5070.0	10000.0
84174	138.0	571.0
284383	0.0	0.0
25826	1.0	1.0
693165	0.0	0.0
25825	2607.0	10011.0
693166	0.0	1.0
25828	3333.0	4888.0
693167	0.0	0.0
25827	575.0	1044.0
693168	0.0	0.0
693169	0.0	0.0
25829	3370.0	6109.0
441669	0.0	0.0
392214	3.0	4.0
25820	4822.0	8529.0
127343	1.0	6.0
25822	416.0	966.0
25821	1299.0	2109.0
25824	3793.0	6124.0
441662	0.0	0.0
106479099	0.0	1.0
25823	37.0	104.0
106479098	0.0	0.0
106480097	0.0	0.0
106479097	0.0	0.0
115361	1234.0	11099.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1667.0	2014.0
115362	319.0	3635.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	1.0
106479094	0.0	0.0
106479093	0.0	2.0
106479092	0.0	0.0
106479091	0.0	1.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	3.0	3.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	1.0
106480095	3.0	1.0
693174	0.0	3.0
693175	17.0	18.0
106480094	0.0	0.0
84191	1023.0	2215.0
25837	71.0	457.0
693154	0.0	0.0
84190	403.0	518.0
25836	5955.0	11498.0
693155	25.0	37.0
25839	2352.0	3277.0
84193	3266.0	5801.0
693156	0.0	0.0
693157	0.0	0.0
693158	7.0	5.0
693159	0.0	1.0
392225	1.0	0.0
25831	8371.0	16653.0
25830	70.0	45.0
441654	0.0	0.0
25833	564.0	510.0
100379250	0.0	0.0
106479089	0.0	4.0
25832	579.0	770.0
106479088	0.0	0.0
25834	3.0	6.0
106479087	0.0	0.0
100379251	50.0	42.0
106479086	0.0	0.0
115350	9.0	353.0
106479085	10.0	2.0
414061	0.0	0.0
106479084	0.0	0.0
115352	51.0	880.0
106479083	0.0	0.0
414062	131.0	390.0
115353	1056.0	2483.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	1.0	0.0
693162	0.0	0.0
84197	140.0	449.0
693163	0.0	0.0
84196	3395.0	6137.0
693164	2.0	0.0
25804	1406.0	4064.0
693143	0.0	0.0
25803	4351.0	8315.0
693144	3.0	0.0
25806	45.0	57.0
25805	4327.0	5726.0
693146	0.0	0.0
693147	1.0	0.0
25807	495.0	1047.0
693148	2.0	2.0
693149	0.0	0.0
100130996	0.0	0.0
25809	417.0	922.0
100130995	2.0	0.0
100379287	0.0	1.0
100130994	0.0	0.0
441687	25.0	32.0
25800	18357.0	54919.0
25802	4153.0	2356.0
25801	1024.0	1783.0
154907	0.0	0.0
106480075	0.0	0.0
106480074	0.0	1.0
106480077	0.0	1.0
106480076	0.0	0.0
106480079	3.0	5.0
106480078	0.0	0.0
142910	8.0	25.0
106480071	1.0	0.0
100380272	1.0	1.0
693151	1.0	0.0
142913	45.0	63.0
106480070	0.0	0.0
106480073	1.0	3.0
693152	1.0	0.0
693153	128.0	126.0
106480072	0.0	0.0
693132	0.0	0.0
25814	4680.0	10251.0
693133	0.0	2.0
693134	0.0	0.0
25817	140.0	266.0
25816	905.0	3308.0
100130988	0.0	0.0
693135	0.0	0.0
25819	304.0	802.0
693136	0.0	0.0
100129998	1.0	0.0
130940	129.0	191.0
25818	3278.0	2026.0
693137	0.0	0.0
693138	5.0	1.0
693139	1.0	3.0
100130980	3.0	17.0
25813	2298.0	3596.0
392209	7.0	7.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	177.0	114.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	1.0	2.0
106480082	2.0	0.0
693140	0.0	1.0
106480081	0.0	1.0
106480084	0.0	0.0
693141	6.0	2.0
693142	0.0	0.0
106480083	0.0	0.0
11180	7749.0	10282.0
154881	1134.0	1730.0
11182	56.0	450.0
11181	21.0	29.0
646770	0.0	0.0
11184	305.0	1196.0
392133	1.0	6.0
11183	3382.0	6040.0
392132	0.0	5.0
11186	1691.0	1934.0
139249	0.0	4.0
11185	494.0	677.0
23166	3555.0	4606.0
23167	4557.0	12949.0
106480049	0.0	0.0
23168	4271.0	7745.0
106479059	0.0	0.0
23169	1572.0	3410.0
166863	5.0	5.0
392138	1.0	1.0
106479058	0.0	0.0
729920	199.0	252.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	4149.0	5182.0
106479054	0.0	0.0
142891	2373.0	3576.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	2399.0	4095.0
106480055	0.0	0.0
106479051	0.0	1.0
23161	3150.0	4986.0
115286	914.0	1238.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	1985.0	2909.0
106480057	0.0	0.0
23163	2250.0	2931.0
106480056	0.0	0.0
152217	511.0	679.0
23164	10506.0	14078.0
106480059	0.0	0.0
23165	3003.0	5831.0
106480058	0.0	0.0
11188	7302.0	8625.0
11187	1701.0	3266.0
11189	2.0	0.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	0.0	1.0
11191	66.0	134.0
392140	9.0	13.0
11190	1266.0	2932.0
404672	1332.0	2334.0
11193	1048.0	1272.0
154872	0.0	0.0
11194	954.0	2159.0
11197	8225.0	3207.0
11196	3050.0	7564.0
23177	3390.0	4082.0
402016	4.0	6.0
23178	557.0	1207.0
106479049	0.0	0.0
23179	2524.0	3920.0
106479048	0.0	0.0
127255	110.0	223.0
106479047	0.0	1.0
127254	59.0	257.0
106479046	0.0	0.0
646780	5.0	12.0
127253	2000.0	2908.0
106479045	5.0	4.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	0.0	3.0
23170	2378.0	5858.0
115273	134.0	357.0
106480063	0.0	0.0
729909	3.0	4.0
106479041	0.0	0.0
23171	5802.0	9034.0
106479040	0.0	1.0
106480066	5.0	2.0
23172	1270.0	2199.0
106480065	0.0	0.0
23173	2712.0	4133.0
106480068	0.0	0.0
23174	2721.0	3763.0
106480067	0.0	0.0
23175	2946.0	3010.0
23176	3688.0	8961.0
106480069	0.0	0.0
11199	4.0	22.0
11198	7048.0	13150.0
106480060	1.0	0.0
106480062	2.0	2.0
106480061	0.0	0.0
11160	5063.0	5905.0
644131	92.0	89.0
404663	0.0	0.0
11162	152.0	190.0
646799	0.0	0.0
11161	1815.0	2662.0
404665	11.0	9.0
11164	1961.0	3329.0
11163	2386.0	4118.0
23144	825.0	1821.0
127247	1.0	0.0
106480028	0.0	0.0
23145	241.0	190.0
106480027	5.0	3.0
106480029	0.0	1.0
23148	322.0	206.0
106479079	0.0	0.0
646791	3.0	2.0
23149	205.0	501.0
441641	1.0	4.0
106479078	0.0	0.0
106479077	7.0	0.0
106479076	0.0	0.0
84108	301.0	512.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	9.0	14.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	5.0	0.0
84109	9.0	30.0
106480032	0.0	0.0
106479072	0.0	1.0
23140	4511.0	8365.0
115265	128.0	228.0
106480035	0.0	0.0
106479071	2.0	3.0
84103	0.0	2.0
23141	3833.0	6375.0
106480034	1.0	2.0
106479070	0.0	0.0
23142	2282.0	3249.0
84106	133.0	197.0
106480037	0.0	0.0
84105	529.0	867.0
23143	1864.0	3571.0
106480036	0.0	0.0
84100	290.0	406.0
11166	2.0	4.0
140258	0.0	0.0
644129	0.0	0.0
11165	1166.0	2515.0
84102	837.0	1516.0
11168	2956.0	4615.0
84101	181.0	118.0
11167	12899.0	39806.0
644128	91.0	143.0
11169	307.0	903.0
11171	4982.0	10044.0
11170	1587.0	1108.0
11173	148.0	581.0
441639	0.0	0.0
11172	14.0	21.0
343296	0.0	1.0
11174	33.0	375.0
644146	16.0	30.0
23155	1302.0	1941.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	1959.0	4644.0
23158	13714.0	30563.0
106479069	1.0	0.0
441631	745.0	1501.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	2062.0	3195.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	1642.0	2560.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	5664.0	7726.0
106480045	0.0	1.0
106480048	0.0	0.0
23154	1584.0	2798.0
106480047	0.0	0.0
11177	2564.0	5090.0
11176	7770.0	12780.0
11179	1052.0	2116.0
644138	8.0	7.0
11178	984.0	1304.0
644139	0.0	1.0
139285	509.0	944.0
106480040	1.0	2.0
103695364	0.0	0.0
103695363	1.0	0.0
644153	0.0	0.0
11140	4246.0	6797.0
644159	0.0	0.0
103695365	1.0	0.0
11142	1457.0	2286.0
166824	1774.0	1277.0
106479019	0.0	0.0
11141	8.0	25.0
130872	3238.0	2684.0
106479018	0.0	0.0
644157	150.0	112.0
23122	3498.0	5667.0
106480006	0.0	0.0
106479017	0.0	2.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	6.0	16.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	11.0	7.0
23125	3255.0	4150.0
106480007	0.0	0.0
25786	50.0	118.0
106479014	0.0	0.0
25789	32.0	76.0
644150	630.0	497.0
23126	6036.0	8039.0
106479013	0.0	5.0
25788	83.0	245.0
23127	249.0	203.0
106479012	0.0	0.0
106480009	0.0	3.0
106479011	0.0	0.0
23129	5685.0	11335.0
106479010	0.0	0.0
84129	59.0	73.0
106480011	6.0	6.0
106480010	0.0	0.0
84126	4.0	16.0
106480013	0.0	0.0
84125	110.0	101.0
25780	862.0	1479.0
106480012	0.0	0.0
84128	1998.0	3675.0
23120	110.0	39.0
106480015	0.0	0.0
25782	3272.0	5932.0
106480014	0.0	1.0
11144	38.0	41.0
11143	3033.0	4858.0
139212	1.0	1.0
84124	1155.0	1336.0
11146	352.0	695.0
11145	4654.0	8665.0
11148	2.0	2.0
86781	26.0	71.0
11147	267.0	444.0
11149	302.0	342.0
392181	0.0	2.0
127294	238.0	316.0
644165	11.0	26.0
11151	1337.0	5721.0
166815	747.0	1027.0
392188	0.0	0.0
106479009	0.0	0.0
11153	597.0	929.0
106479008	1.0	0.0
644168	0.0	5.0
11152	1778.0	2413.0
106479007	0.0	0.0
25796	1269.0	2533.0
130888	373.0	1022.0
23133	3201.0	4877.0
106479006	6.0	17.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	1.0
23135	3634.0	4441.0
25798	2110.0	2902.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	1112.0	2890.0
25797	304.0	704.0
106479003	0.0	0.0
106480018	0.0	2.0
23137	3342.0	5104.0
106479002	0.0	0.0
25799	682.0	815.0
402055	967.0	1698.0
23138	1077.0	1833.0
106479001	0.0	0.0
23139	2284.0	4384.0
106479000	0.0	0.0
644160	1.0	4.0
106480020	0.0	0.0
25790	36.0	247.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	4495.0	5713.0
106480024	0.0	0.0
25791	175.0	158.0
23130	1749.0	2764.0
106480023	0.0	0.0
23131	3334.0	5876.0
25794	50.0	62.0
106480026	0.0	1.0
25793	5032.0	8427.0
23132	1882.0	3042.0
106480025	0.0	2.0
11155	108.0	96.0
11154	619.0	829.0
11157	542.0	676.0
11156	566.0	976.0
11159	651.0	688.0
139221	225.0	2374.0
11158	928.0	1501.0
392193	0.0	0.0
23108	2030.0	2474.0
23109	6.0	6.0
127281	1135.0	3544.0
441608	0.0	0.0
154860	1.0	0.0
11120	1859.0	2420.0
343263	3.0	4.0
154865	64.0	311.0
25763	0.0	0.0
106479039	1.0	0.0
23101	62.0	90.0
106479038	30.0	35.0
23102	3013.0	5630.0
106479037	9.0	9.0
25764	156.0	131.0
106479036	0.0	1.0
106479035	0.0	1.0
23105	172.0	130.0
25766	545.0	664.0
106479034	0.0	0.0
25769	7.0	1098.0
106479033	0.0	0.0
23107	3450.0	4397.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1428.0	1332.0
106479030	0.0	0.0
84148	2076.0	3855.0
84144	659.0	1986.0
11122	2864.0	5966.0
84146	3054.0	5243.0
11124	2497.0	3700.0
11123	2548.0	4784.0
11126	50.0	71.0
84140	270.0	529.0
11128	1605.0	3050.0
84142	675.0	925.0
84141	316.0	452.0
139231	3842.0	6710.0
11127	1658.0	2932.0
23119	380.0	441.0
644186	10.0	36.0
11131	392.0	165.0
11130	245.0	1091.0
106479029	0.0	1.0
23111	3996.0	4443.0
106479028	0.0	0.0
25774	0.0	0.0
23112	2701.0	4960.0
106479027	0.0	0.0
25776	1096.0	1764.0
23113	2313.0	3170.0
106479026	2.0	2.0
25775	5.0	6.0
23114	4057.0	2895.0
106479025	0.0	0.0
25778	2212.0	3281.0
106479024	0.0	0.0
25777	9942.0	11791.0
23116	1679.0	3247.0
106479023	0.0	2.0
23117	57.0	64.0
106479022	0.0	0.0
23118	6110.0	11715.0
106479021	0.0	0.0
115294	5926.0	10983.0
106479020	6.0	20.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	27.0	35.0
106480004	0.0	0.0
25771	1446.0	2307.0
84138	231.0	333.0
106480003	0.0	3.0
11133	263.0	405.0
84133	6.0	15.0
84132	921.0	1744.0
11132	566.0	617.0
11135	4573.0	4581.0
84135	1000.0	1254.0
84134	584.0	1172.0
11137	2226.0	3467.0
115290	451.0	384.0
11136	18.0	31.0
84131	1234.0	2564.0
11138	2236.0	4039.0
730993	2.0	1.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	72.0	107.0
729993	221.0	1236.0
50717	4135.0	5258.0
102465257	0.0	0.0
102465256	0.0	0.0
102465255	1.0	0.0
729991	498.0	598.0
102465254	0.0	1.0
102465253	0.0	0.0
164284	985.0	473.0
100884155	1.0	0.0
102465252	0.0	0.0
730978	0.0	0.0
102465251	0.0	0.0
102465250	11.0	14.0
730974	0.0	0.0
392194	0.0	0.0
392197	1.0	0.0
646702	0.0	4.0
646701	2.0	0.0
646721	1.0	0.0
729962	0.0	1.0
729967	372.0	845.0
2504	4.0	21.0
2503	9.0	36.0
284418	0.0	2.0
2502	4.0	30.0
284417	48.0	74.0
2501	35.0	122.0
2500	62.0	162.0
284415	1.0	0.0
404635	61.0	0.0
619190	0.0	1.0
404636	628.0	973.0
2509	12.0	22.0
646723	1.0	8.0
2508	22.0	55.0
2507	7.0	15.0
619189	0.0	0.0
164237	1.0	0.0
729956	4.0	3.0
140290	34.0	68.0
729952	0.0	0.0
2515	22.0	1.0
284408	120.0	108.0
2512	44586.0	72868.0
284406	471.0	755.0
2510	0.0	1.0
284403	106.0	256.0
284402	35.0	47.0
2519	1960.0	3467.0
2518	2.0	10.0
2517	1816.0	3327.0
2516	1.0	5.0
646755	5.0	5.0
646754	0.0	0.0
646753	0.0	1.0
260434	5.0	126.0
23189	4590.0	4580.0
260436	909.0	1682.0
23180	1153.0	3084.0
2526	525.0	847.0
23181	2262.0	3318.0
2525	69.0	57.0
2524	112.0	230.0
2523	352.0	421.0
23184	2484.0	5162.0
2521	9406.0	16198.0
23185	3375.0	5978.0
23186	2765.0	4778.0
2520	0.0	0.0
23187	5119.0	6451.0
2529	3.0	67.0
2528	129.0	11.0
2527	0.0	0.0
152273	1451.0	2118.0
644100	0.0	1.0
646766	15.0	25.0
644101	3.0	8.0
23199	5456.0	7456.0
260425	2500.0	6430.0
729974	0.0	0.0
260429	3.0	0.0
2537	863.0	4663.0
23191	9748.0	17933.0
23192	2271.0	2670.0
23193	17421.0	30758.0
2535	169.0	493.0
2534	1539.0	3462.0
23194	1083.0	1335.0
2533	1213.0	4873.0
23195	4927.0	8562.0
23196	10175.0	25700.0
2532	2395.0	2868.0
23197	3100.0	6496.0
2531	5733.0	7902.0
2530	2004.0	5199.0
23198	5063.0	9266.0
345829	4.0	6.0
646759	0.0	0.0
646758	1.0	9.0
2539	2575.0	4110.0
2538	0.0	0.0
23190	8668.0	17288.0
25903	1120.0	6837.0
25902	419.0	1134.0
25904	1383.0	2455.0
100129866	3.0	5.0
25907	162.0	420.0
100130855	81.0	140.0
25906	366.0	606.0
25909	2707.0	4802.0
100127206	0.0	0.0
100129867	1.0	2.0
2551	2649.0	3879.0
2550	2593.0	2334.0
25901	1376.0	2013.0
25900	568.0	907.0
2548	4779.0	7986.0
223075	198.0	221.0
2547	12543.0	25045.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	7.0	16.0
2542	1057.0	1759.0
100874403	0.0	0.0
100874402	1.0	1.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	1.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	2899.0	4214.0
100874404	0.0	0.0
25914	827.0	1072.0
100130848	0.0	0.0
25913	1539.0	3316.0
100129858	37.0	53.0
25915	1621.0	2700.0
25917	1874.0	3357.0
2562	77.0	119.0
2561	41.0	340.0
2560	12.0	4.0
25912	7251.0	13187.0
25911	479.0	911.0
2559	0.0	0.0
2558	0.0	14.0
2557	5.0	1.0
2556	0.0	2.0
2555	7.0	52.0
2554	0.0	5.0
2553	2025.0	3262.0
100129853	1.0	1.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	20.0	27.0
2572	0.0	1.0
2571	12.0	20.0
2570	16.0	29.0
2569	7.0	14.0
2568	22649.0	15363.0
2567	21.0	14.0
2566	0.0	0.0
2565	0.0	0.0
2564	1195.0	545.0
2563	17.0	77.0
100874425	0.0	0.0
100874424	0.0	1.0
100874423	0.0	0.0
100129842	1049.0	1379.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	1.0	0.0
100874426	0.0	0.0
100130827	6.0	5.0
100129836	0.0	0.0
100874410	0.0	0.0
286676	544.0	782.0
100130821	0.0	1.0
100130820	0.0	0.0
2584	412.0	607.0
2583	119.0	227.0
2582	624.0	1443.0
2581	2083.0	3830.0
2580	3669.0	6402.0
100874419	0.0	0.0
100874414	1.0	1.0
100874413	0.0	3.0
100874412	1.0	0.0
100874411	1.0	0.0
100874418	3.0	1.0
223082	1391.0	4249.0
100874417	0.0	6.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	3.0	13.0
100874443	0.0	2.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	1.0
100874440	0.0	1.0
2595	830.0	1375.0
2593	830.0	1042.0
100379300	0.0	0.0
2592	951.0	642.0
2591	3889.0	2447.0
441389	17.0	15.0
2590	2512.0	5322.0
441386	4.0	11.0
127617	1.0	2.0
2589	4812.0	11290.0
2588	873.0	1302.0
2587	3.0	6.0
441391	17.0	39.0
284018	1009.0	1823.0
2585	732.0	1261.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	43.0	70.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	5.0	1.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	8.0	6.0
100874430	0.0	0.0
100129813	3.0	3.0
441377	3.0	3.0
441376	1341.0	1712.0
441381	0.0	1.0
127602	304.0	730.0
2597	39287.0	88334.0
2596	12.0	20.0
100874436	0.0	0.0
284004	1035.0	1051.0
100874435	0.0	1.0
100874434	3.0	7.0
100874433	5.0	1.0
284001	1999.0	2028.0
100874439	0.0	0.0
100874438	1.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	3.0	6.0
100874464	1.0	2.0
100874462	3.0	4.0
100129801	0.0	1.0
100874469	0.0	1.0
100874468	0.0	0.0
100874467	1.0	1.0
100874466	0.0	0.0
100874450	0.0	0.0
50937	1373.0	1624.0
100874454	0.0	0.0
50939	19.0	64.0
100874453	0.0	0.0
100874452	1.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	2.0	1.0
50940	504.0	467.0
100874455	2.0	2.0
50943	73.0	796.0
50945	2.0	8.0
50944	15.0	94.0
100874459	0.0	0.0
23328	7110.0	8924.0
23329	547.0	1117.0
84281	641.0	462.0
84280	1359.0	2427.0
644076	1.0	2.0
11340	1070.0	1202.0
644079	1.0	0.0
25983	1373.0	1905.0
127665	34.0	53.0
23321	7160.0	6456.0
115677	1124.0	2887.0
644070	0.0	0.0
23322	532.0	1211.0
25984	2967.0	7004.0
23324	2927.0	6313.0
25987	4979.0	3984.0
23325	3214.0	6015.0
23326	14952.0	22876.0
25989	1662.0	2228.0
23327	5652.0	6074.0
25988	967.0	1279.0
25981	803.0	985.0
25980	2337.0	3895.0
11342	3856.0	5579.0
84287	1223.0	2146.0
84286	977.0	1238.0
11341	210.0	112.0
284058	4282.0	6680.0
84289	1773.0	1511.0
11344	1146.0	2730.0
11343	6019.0	4683.0
84288	364.0	559.0
84283	591.0	1459.0
11346	5701.0	7910.0
11345	3966.0	5024.0
84282	1522.0	2211.0
84285	1437.0	2327.0
84284	1729.0	2390.0
23339	4450.0	8532.0
84270	736.0	1305.0
23331	2134.0	3043.0
25994	1833.0	4162.0
23332	3297.0	6005.0
25996	1511.0	2805.0
23333	980.0	2366.0
23334	2905.0	4203.0
25998	3733.0	8562.0
23335	1426.0	3058.0
23336	48508.0	32766.0
441332	0.0	0.0
644082	0.0	0.0
23338	4245.0	5583.0
25999	1413.0	1671.0
441331	0.0	0.0
84279	527.0	855.0
25992	1837.0	4006.0
84276	1444.0	1598.0
84275	790.0	699.0
284047	78.0	110.0
84278	229.0	373.0
84277	619.0	883.0
84272	4306.0	6207.0
84271	5883.0	8377.0
84274	1234.0	2380.0
84273	1569.0	2359.0
23306	1427.0	2184.0
23307	2466.0	5383.0
284040	62.0	58.0
23308	9.0	13.0
23309	3403.0	4067.0
25961	96.0	141.0
25960	3541.0	4258.0
25963	7330.0	10537.0
23300	4961.0	6459.0
23301	2399.0	3135.0
25962	3843.0	11387.0
23302	179.0	207.0
23303	4079.0	5713.0
644096	313.0	501.0
23304	4235.0	7592.0
25966	2949.0	2850.0
23305	96.0	230.0
644094	0.0	0.0
11328	4122.0	8827.0
11329	2962.0	5817.0
11320	4191.0	13127.0
137012	2.0	8.0
113000	499.0	1339.0
11322	1321.0	2752.0
11321	1595.0	2888.0
284034	4.0	3.0
11326	1049.0	2082.0
11325	6479.0	11112.0
23317	3448.0	7319.0
84290	4.0	2.0
25979	1241.0	1718.0
23318	2394.0	2788.0
84292	262.0	340.0
25972	1704.0	2497.0
23310	1314.0	2718.0
441359	0.0	0.0
25974	739.0	1169.0
23312	967.0	2509.0
25973	324.0	498.0
23313	3870.0	8923.0
25976	5151.0	5145.0
23314	228.0	526.0
25975	264.0	534.0
441355	21.0	39.0
25978	2560.0	4454.0
23315	1410.0	2101.0
25977	2082.0	3193.0
23316	294.0	74.0
11339	24.0	80.0
11338	4930.0	8263.0
441362	0.0	0.0
441361	0.0	0.0
