id	d8f60cfe-3faa-406f-8ed6-2bb201dc36f4	96833a09-14ce-4483-b17d-f4328e0b68f5
441584	0.0	0.0
11108	1658.0	1352.0
11107	423.0	283.0
11100	9785.0	5446.0
11102	905.0	916.0
11101	1955.0	1451.0
139411	83.0	13.0
11104	744.0	1411.0
11103	1826.0	1336.0
284297	2165.0	436.0
11105	1.0	3.0
693231	0.0	0.0
25759	725.0	471.0
693232	11.0	14.0
284293	4.0	10.0
693233	0.0	5.0
693234	0.0	0.0
693235	0.0	0.0
115426	1535.0	4782.0
25758	119.0	835.0
100379174	0.0	11.0
11119	2189.0	1402.0
11118	1559.0	622.0
441581	0.0	1.0
127406	2.0	1.0
84034	3534.0	1167.0
84033	676.0	8270.0
11113	267.0	1292.0
11112	4554.0	2909.0
139422	0.0	0.0
284288	0.0	4.0
139420	0.0	0.0
11117	2015.0	2623.0
11116	464.0	846.0
693220	53.0	48.0
693221	0.0	0.0
84061	5427.0	4372.0
693222	0.0	0.0
84060	639.0	924.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	5.0
693226	4.0	6.0
139425	0.0	0.0
693227	0.0	0.0
693228	0.0	7.0
693229	0.0	8.0
115416	661.0	923.0
84067	1387.0	1050.0
84066	1.0	5.0
84069	49.0	171.0
84068	574.0	867.0
84063	4.0	4.0
284276	28.0	1.0
84062	635.0	474.0
139431	0.0	0.0
84065	1869.0	1316.0
284274	2.0	0.0
84064	1680.0	1528.0
284273	2321.0	2872.0
693230	3.0	9.0
693210	0.0	0.0
693211	0.0	5.0
693212	0.0	2.0
693213	1.0	1.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	3.0
152404	8.0	5.0
84059	641.0	34.0
84056	1738.0	1438.0
84055	6.0	164.0
84058	282.0	548.0
84057	13.0	233.0
284266	125.0	45.0
84054	10.0	169.0
84081	1530.0	854.0
84080	282.0	363.0
84083	264.0	508.0
441549	112.0	221.0
441548	5.0	30.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	1.0
441550	3.0	1.0
84089	0.0	0.0
84088	0.0	6.0
84085	1173.0	2259.0
84084	70.0	3.0
84087	0.0	3.0
84086	0.0	0.0
84070	17.0	69.0
84072	8.0	2673.0
84071	212.0	101.0
392100	1.0	2.0
100379132	0.0	9.0
392106	0.0	19.0
441533	3.0	2.0
441531	4.0	5.0
84078	748.0	1643.0
84077	9.0	5.0
84079	1731.0	5066.0
84074	99.0	350.0
84073	35.0	188.0
84076	1.0	0.0
84075	0.0	0.0
100847000	1.0	2.0
100847001	0.0	0.0
100847004	0.0	0.0
201931	1883.0	911.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	1.0
100847008	1.0	1.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	1.0
441572	0.0	0.0
106480195	0.0	2.0
106480198	0.0	2.0
106480197	0.0	0.0
106480199	0.0	1.0
127435	8397.0	538.0
106480190	1.0	20.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	8.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	0.0	0.0
343099	208.0	406.0
103695431	9.0	5.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	0.0	1.0
103695433	0.0	0.0
100847010	5.0	10.0
103695436	4.0	1.0
100847015	1.0	0.0
103695435	11.0	17.0
100847016	0.0	6.0
100847013	0.0	1.0
100847014	0.0	0.0
441554	5.0	6.0
100847019	0.0	6.0
100847017	0.0	29.0
100847018	2.0	0.0
127428	1005.0	824.0
84096	0.0	0.0
84097	0.0	0.0
11061	0.0	9.0
646892	11.0	25.0
441509	35.0	2.0
646891	1.0	2.0
11060	3209.0	5491.0
11063	11.0	96.0
619279	5177.0	390.0
646898	0.0	0.0
11062	232.0	837.0
11065	54.0	1758.0
441505	1.0	0.0
11064	1098.0	1482.0
23046	305.0	156.0
441502	3.0	3.0
23047	2183.0	3748.0
441501	11.0	1.0
23048	2514.0	1066.0
106479179	0.0	1.0
23049	6455.0	12898.0
106479178	1.0	169.0
127385	0.0	1.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	11.0
106479174	0.0	2.0
106480174	0.0	0.0
106480173	0.0	3.0
106479173	0.0	0.0
106480176	0.0	4.0
106479172	0.0	2.0
23040	7.0	10.0
106479171	0.0	6.0
106480175	0.0	0.0
23041	3070.0	3611.0
106480178	0.0	9.0
106479170	0.0	0.0
23042	5881.0	11033.0
106480177	0.0	1.0
23043	704.0	1211.0
106480179	0.0	3.0
104384744	0.0	48.0
11067	26940.0	6356.0
50674	5.0	2.0
11066	483.0	351.0
11069	646.0	255.0
11068	675.0	542.0
139378	48.0	3.0
106480170	0.0	0.0
152330	566.0	172.0
106480172	0.0	0.0
106480171	0.0	0.0
11070	2188.0	1714.0
404550	133.0	40.0
644242	39.0	24.0
404552	0.0	0.0
11072	1674.0	722.0
11074	20.0	3.0
644246	49.0	32.0
11073	1569.0	4391.0
166979	3.0	2.0
11076	879.0	151.0
11075	31.0	30.0
201965	557.0	952.0
379027	0.0	0.0
23057	1072.0	51.0
379028	0.0	0.0
106479169	0.0	1.0
379029	0.0	0.0
23059	1106.0	1711.0
164312	3.0	59.0
106479168	0.0	16.0
106479167	3.0	3.0
106479166	4.0	10.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	5.0
379030	0.0	0.0
106479162	0.0	5.0
379031	0.0	0.0
106480184	0.0	1.0
106479161	0.0	1.0
106480187	0.0	0.0
379032	0.0	0.0
23051	3954.0	1437.0
106479160	0.0	2.0
379033	0.0	0.0
106480186	0.0	0.0
23052	3155.0	3343.0
379034	0.0	2.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	2.0
23053	2232.0	2136.0
115399	82.0	342.0
23054	3350.0	2889.0
11078	1990.0	681.0
11077	11.0	189.0
644237	8.0	9.0
11079	4104.0	3257.0
106480181	0.0	0.0
106480180	0.0	2.0
106480183	0.0	5.0
106480182	0.0	0.0
11041	1592.0	275.0
11040	507.0	481.0
11043	1002.0	112.0
23023	2762.0	2575.0
441525	0.0	0.0
106480149	0.0	0.0
23024	5237.0	2242.0
106480148	0.0	0.0
23025	19.0	54.0
23026	304.0	5.0
441521	0.0	0.0
23028	2933.0	8250.0
106479199	1.0	12.0
23029	60.0	223.0
106479198	0.0	39.0
201973	508.0	785.0
106479197	0.0	58.0
106479196	0.0	30.0
106480152	0.0	0.0
106480151	0.0	1.0
106479195	0.0	1.0
106479194	0.0	0.0
106480154	0.0	1.0
106479193	0.0	0.0
106480153	0.0	1.0
106480156	0.0	0.0
106479192	0.0	5.0
23020	11805.0	11369.0
106480155	0.0	0.0
106479191	0.0	16.0
729817	0.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	13000.0	12386.0
106480157	0.0	0.0
11045	16.0	7.0
11044	1855.0	2488.0
11047	2068.0	2953.0
644248	2.0	5.0
11046	642.0	898.0
11049	0.0	1.0
106480150	0.0	0.0
343173	0.0	0.0
343172	5.0	0.0
343171	14.0	0.0
343170	0.0	0.0
441519	0.0	0.0
11052	2594.0	3875.0
441518	1004.0	441.0
11051	4777.0	7377.0
11054	758.0	1297.0
23034	4752.0	1051.0
23035	944.0	954.0
106480159	0.0	0.0
23036	2258.0	7420.0
729816	0.0	0.0
23037	17348.0	3317.0
23038	5035.0	2665.0
106479189	0.0	3.0
23039	4901.0	2498.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	5.0
106479185	0.0	639.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	0.0	0.0
106479183	0.0	12.0
106480164	0.0	1.0
106479182	0.0	0.0
23030	2062.0	2466.0
106479181	0.0	25.0
106480167	1.0	0.0
23031	1222.0	384.0
106479180	0.0	166.0
106480166	0.0	0.0
23032	5700.0	3167.0
106480169	0.0	158.0
729809	0.0	0.0
23033	1632.0	2313.0
106480168	0.0	0.0
11056	1343.0	2747.0
11055	2.0	0.0
343169	0.0	4.0
11057	5454.0	4719.0
11059	6638.0	4716.0
106480161	0.0	0.0
106480160	0.0	1.0
693200	0.0	2.0
693201	0.0	2.0
693202	0.0	2.0
693203	0.0	0.0
11021	2097.0	1578.0
693204	0.0	3.0
11020	819.0	652.0
693205	0.0	0.0
106479139	0.0	0.0
23001	4989.0	7586.0
106480127	0.0	0.0
693206	49.0	97.0
106479138	0.0	0.0
23002	4018.0	1916.0
106480126	0.0	1.0
693207	0.0	0.0
106479137	1.0	1.0
106480129	0.0	0.0
106479136	0.0	11.0
693208	0.0	12.0
693209	0.0	1.0
106480128	0.0	0.0
106479135	0.0	2.0
23005	1092.0	1011.0
106479134	0.0	0.0
106479133	0.0	7.0
23007	114.0	1834.0
106479132	0.0	1.0
23008	4494.0	6079.0
106479131	2.0	0.0
106479130	2.0	543.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	6.0
106480135	0.0	0.0
11023	0.0	1.0
84000	446.0	1821.0
11022	593.0	2565.0
11025	159.0	34.0
11024	72.0	8.0
84002	449.0	2133.0
139334	0.0	1.0
11027	132.0	20.0
11029	0.0	0.0
11030	5593.0	351.0
106479129	1.0	8.0
11031	3769.0	3199.0
106479128	0.0	1.0
106479127	1.0	25.0
106480138	0.0	0.0
23012	3106.0	6698.0
23013	5597.0	6916.0
106479126	0.0	333.0
106480137	0.0	0.0
23014	2272.0	2487.0
106479125	0.0	1.0
23015	360.0	758.0
106480139	0.0	0.0
106479124	0.0	3.0
23016	757.0	1757.0
106479123	0.0	0.0
23017	242.0	19.0
106479122	0.0	0.0
106479121	0.0	1.0
23019	8929.0	15426.0
106479120	0.0	5.0
106480141	0.0	4.0
106480140	0.0	0.0
106480143	0.0	7.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	3383.0	2366.0
106480146	0.0	1.0
11034	19624.0	15308.0
152302	406.0	332.0
11033	93.0	45.0
11036	3.0	1.0
11035	337.0	180.0
11037	1056.0	753.0
139341	581.0	267.0
644297	0.0	3.0
166968	1271.0	1464.0
619212	0.0	0.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	7.0
106480104	0.0	1.0
106479158	0.0	2.0
106480107	0.0	0.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	6.0
106480109	0.0	2.0
106480108	0.0	2.0
106479155	0.0	0.0
106479154	0.0	6.0
106479153	0.0	0.0
11009	34.0	8.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	0.0	0.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	42.0	121.0
11000	1609.0	632.0
11005	92.0	2.0
11004	70.0	1924.0
11007	374.0	271.0
11006	1074.0	393.0
127391	0.0	2.0
11010	1681.0	1055.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	1.0
106480118	0.0	7.0
106479147	0.0	2.0
106479146	0.0	3.0
106480117	0.0	0.0
106479145	0.0	2.0
127396	135.0	145.0
106480119	1.0	0.0
106479144	0.0	1.0
619208	515.0	338.0
106479143	0.0	0.0
106479142	0.0	1.0
106479141	0.0	0.0
11019	464.0	290.0
106479140	0.0	1.0
106480121	0.0	4.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	3.0
106480125	0.0	0.0
106480124	6.0	3.0
11012	167.0	26.0
11011	1281.0	2241.0
11014	10774.0	15957.0
11013	14.0	67.0
11016	3024.0	1013.0
11015	1541.0	2792.0
11018	284.0	1693.0
11017	1209.0	870.0
139363	0.0	0.0
106144608	0.0	1.0
646808	3.0	55.0
106144606	0.0	2.0
106144607	0.0	0.0
345778	1509.0	319.0
646802	1.0	0.0
730861	1.0	38.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	22.0	7.0
729877	0.0	0.0
259308	3.0	22.0
259307	47.0	397.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	2.0
646817	2.0	2.0
50604	1.0	3.0
106479119	0.0	13.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	67.0
106479115	0.0	5.0
106479114	1.0	7.0
106479113	0.0	7.0
106479112	0.0	1.0
106479111	0.0	14.0
106479110	0.0	0.0
345757	593.0	293.0
50613	1.0	7.0
50612	0.0	0.0
50615	38.0	111.0
50614	1.0	5.0
50617	96.0	4305.0
729894	0.0	1.0
50616	0.0	1.0
50619	334.0	108.0
50618	3528.0	7015.0
106479109	0.0	0.0
106479108	1.0	22.0
106479107	0.0	4.0
106479106	1.0	2.0
106479105	11.0	129.0
106479104	0.0	7.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	2.0	0.0
106479101	0.0	1.0
106479100	0.0	0.0
50624	30.0	71.0
646839	1.0	5.0
50626	1469.0	2195.0
646837	1.0	7.0
50628	1032.0	2255.0
646851	99.0	403.0
260332	0.0	5.0
23089	28091.0	5470.0
260334	9.0	53.0
260337	2.0	72.0
260338	0.0	0.0
23081	544.0	2143.0
23082	1433.0	1382.0
100272228	41.0	160.0
23085	4769.0	9142.0
23086	266.0	2534.0
23087	1160.0	599.0
50631	27.0	41.0
50632	0.0	6.0
646849	0.0	0.0
23080	2296.0	4945.0
50636	42.0	44.0
50639	0.0	1.0
729830	171.0	5670.0
644202	7.0	38.0
646864	5.0	1.0
646862	3.0	18.0
729838	4.0	5.0
23092	2130.0	395.0
23093	1199.0	1235.0
23094	1322.0	10742.0
23095	5214.0	17756.0
23096	1086.0	216.0
23097	1377.0	4857.0
729828	1.0	2.0
23098	288.0	101.0
50640	2285.0	3082.0
23099	735.0	1135.0
730811	0.0	0.0
23090	1946.0	82.0
23091	4891.0	2363.0
11081	39.0	0.0
50649	849.0	358.0
11080	2628.0	994.0
11083	3167.0	5958.0
729862	0.0	1.0
11082	39.0	366.0
11085	0.0	0.0
644213	1.0	2.0
100286844	62.0	60.0
646875	0.0	2.0
644214	1.0	0.0
11086	0.0	0.0
646873	0.0	0.0
23067	1892.0	1134.0
23060	3023.0	3148.0
23061	11051.0	4379.0
23062	4079.0	3300.0
23063	3109.0	3716.0
23064	6686.0	6765.0
23065	3745.0	5064.0
50651	123.0	83.0
100272205	47.0	500.0
23066	326.0	122.0
50650	2017.0	1410.0
50652	0.0	4.0
11092	441.0	390.0
644220	7.0	4.0
11091	1470.0	6113.0
11094	577.0	2496.0
729852	680.0	668.0
11093	73.0	1173.0
11096	7626.0	1068.0
11095	115.0	22.0
11098	8643.0	3948.0
11097	717.0	1480.0
646884	0.0	1.0
23078	2458.0	2084.0
729857	7.0	7.0
23070	2486.0	2761.0
23071	3879.0	2511.0
23072	39.0	34.0
164380	0.0	1.0
23074	1573.0	2257.0
23075	5515.0	3750.0
23076	1878.0	4964.0
23077	14743.0	8118.0
11099	3298.0	1261.0
646879	0.0	0.0
644218	0.0	3.0
646877	0.0	1.0
100130972	0.0	6.0
100379220	2.0	5.0
100130970	0.0	2.0
284339	8.0	1.0
284338	29.0	61.0
100129983	0.0	7.0
100129982	2.0	11.0
548313	0.0	0.0
693198	0.0	5.0
693199	0.0	0.0
100130968	0.0	1.0
100130967	5.0	48.0
100129976	3.0	6.0
100130963	0.0	0.0
100130962	0.0	0.0
284325	617.0	126.0
100129972	0.0	0.0
284323	896.0	380.0
100129969	7.0	2.0
100130958	26.0	73.0
693187	0.0	2.0
693188	0.0	7.0
693189	0.0	30.0
100130954	0.0	1.0
2444	919.0	4362.0
100379249	61.0	0.0
693190	0.0	3.0
100129961	34.0	21.0
284312	23.0	2.0
693191	1.0	2.0
100129960	3.0	0.0
693192	0.0	0.0
693193	0.0	1.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	5.0
100129958	0.0	28.0
693177	0.0	0.0
693178	0.0	10.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	941.0	965.0
284307	318.0	85.0
284306	147.0	84.0
693180	0.0	0.0
693181	0.0	0.0
693182	0.0	1.0
693183	0.0	0.0
693184	0.0	4.0
693185	0.0	0.0
693186	0.0	1.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	13.0	26.0
100130933	2.0	50.0
100130932	14.0	51.0
286967	0.0	0.0
100129941	0.0	1.0
100130929	0.0	0.0
284371	611.0	851.0
284370	653.0	523.0
100130923	2.0	10.0
100130922	0.0	0.0
100129937	0.0	0.0
100129933	0.0	12.0
2483	1070.0	929.0
284369	1.0	0.0
2475	4606.0	7006.0
284367	68.0	1.0
284366	0.0	0.0
284361	3114.0	2129.0
50801	0.0	1.0
50804	576.0	1197.0
50805	67.0	4.0
100129926	2.0	8.0
50808	6394.0	2640.0
100129921	0.0	0.0
50807	3867.0	3057.0
100129920	0.0	8.0
50809	8865.0	8428.0
2496	3.0	6.0
2495	37182.0	3076.0
2494	636.0	57.0
2492	0.0	0.0
100129929	0.0	0.0
2491	74.0	388.0
2488	0.0	0.0
2487	1423.0	747.0
284359	9.0	31.0
284358	56.0	51.0
284355	0.0	0.0
284353	11.0	80.0
284352	985.0	1379.0
50813	3801.0	2503.0
50814	1277.0	514.0
100129919	0.0	0.0
284349	354.0	578.0
2499	11.0	22.0
284348	82.0	297.0
2498	64.0	21.0
2497	35.0	5.0
284346	126.0	38.0
284340	51.0	18.0
23207	3454.0	3937.0
693121	0.0	0.0
100093625	1.0	0.0
23208	1858.0	380.0
693122	6.0	34.0
100093626	0.0	0.0
23209	33.0	5.0
693123	0.0	1.0
693124	0.0	2.0
693125	0.0	1.0
130951	156.0	14.0
693126	0.0	0.0
693127	0.0	0.0
693128	0.0	0.0
25862	430.0	1034.0
693129	0.0	3.0
23200	3325.0	1269.0
25861	258.0	580.0
644191	4.0	2.0
23201	4596.0	4212.0
25864	808.0	137.0
23203	1717.0	4795.0
25865	1654.0	1097.0
23204	8018.0	8218.0
23205	6.0	16.0
644192	99.0	294.0
11228	1494.0	1229.0
84166	1425.0	1846.0
11221	748.0	133.0
84168	9418.0	7053.0
11223	19.0	50.0
100093630	1193.0	1836.0
84167	357.0	3347.0
11222	2857.0	4273.0
100093631	601.0	942.0
84162	7794.0	13082.0
11224	10107.0	7414.0
84164	3026.0	1506.0
11227	125.0	333.0
11226	1860.0	880.0
84163	140.0	121.0
23218	2121.0	5006.0
23219	2539.0	5439.0
402093	0.0	0.0
100862704	4.0	21.0
11230	991.0	127.0
23210	644.0	871.0
25873	7539.0	11123.0
100379298	0.0	0.0
23211	1482.0	2123.0
25875	3000.0	1209.0
23212	407.0	762.0
23213	5853.0	18351.0
25874	2902.0	3191.0
23214	4024.0	3971.0
25876	15.0	27.0
23215	8908.0	17473.0
23216	2827.0	4571.0
25879	1282.0	4354.0
100379296	0.0	0.0
25878	16929.0	14247.0
23217	5.0	4.0
84159	9021.0	5227.0
25871	2118.0	1971.0
25870	4753.0	8482.0
142940	1012.0	1234.0
11232	219.0	480.0
11231	7015.0	7379.0
84154	1030.0	1527.0
11234	2306.0	2469.0
11236	2351.0	2976.0
11235	1339.0	2313.0
11238	617.0	378.0
84153	863.0	499.0
11237	2154.0	9495.0
84152	6514.0	1545.0
693120	0.0	1.0
100093624	0.0	0.0
166929	1133.0	3194.0
25847	3071.0	1322.0
84182	104.0	362.0
84181	3631.0	7934.0
25849	5520.0	263.0
25840	14098.0	2218.0
25842	913.0	1404.0
25841	401.0	450.0
25844	5160.0	4766.0
25843	1286.0	855.0
11209	46.0	178.0
84188	3416.0	2498.0
84187	3673.0	1837.0
11201	1980.0	3261.0
11200	228.0	649.0
84189	735.0	425.0
11202	42.0	276.0
84186	757.0	3103.0
25859	124.0	502.0
25858	0.0	3.0
84171	698.0	179.0
284391	1163.0	4601.0
284390	142.0	544.0
100862726	0.0	4.0
100862727	4.0	23.0
100862728	1.0	4.0
25851	903.0	2387.0
25850	224.0	337.0
25853	3386.0	5806.0
25852	2081.0	2351.0
100862725	0.0	0.0
25855	979.0	1126.0
25854	912.0	1151.0
402077	0.0	0.0
11218	874.0	855.0
11217	100.0	35.0
11219	13.0	13.0
139324	261.0	192.0
84176	3.0	134.0
11212	2954.0	1856.0
139322	1953.0	775.0
84179	337.0	139.0
11211	51.0	7.0
84173	7122.0	1016.0
11214	7350.0	12116.0
11213	1625.0	218.0
84172	1107.0	1955.0
284385	241.0	614.0
11216	1742.0	1571.0
11215	4963.0	4473.0
84174	57.0	23.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	1.0
25825	3434.0	4739.0
693166	0.0	0.0
25828	3436.0	692.0
693167	0.0	1.0
25827	482.0	825.0
693168	0.0	0.0
693169	0.0	0.0
25829	5611.0	2168.0
441669	0.0	0.0
392214	0.0	8.0
25820	4268.0	3664.0
127343	1.0	2.0
25822	500.0	160.0
25821	917.0	1093.0
25824	3471.0	3536.0
441662	0.0	0.0
106479099	0.0	1.0
25823	9.0	1.0
106479098	0.0	5.0
106480097	0.0	1.0
106479097	0.0	0.0
115361	2559.0	429.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1136.0	684.0
115362	180.0	311.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	1.0
106479094	0.0	0.0
106479093	0.0	5.0
106479092	0.0	1.0
106479091	0.0	1.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	1.0
693171	0.0	5.0
106480090	0.0	9.0
414059	1.0	0.0
106480093	0.0	0.0
693172	0.0	1.0
693173	0.0	0.0
106480092	0.0	3.0
106480095	1.0	3.0
693174	1.0	4.0
693175	6.0	7.0
106480094	0.0	13.0
84191	849.0	936.0
25837	26.0	107.0
693154	0.0	1.0
84190	263.0	325.0
25836	4988.0	11439.0
693155	12.0	36.0
25839	2684.0	3758.0
84193	4066.0	2586.0
693156	0.0	3.0
693157	0.0	0.0
693158	7.0	15.0
693159	0.0	5.0
392225	0.0	8.0
25831	10111.0	12164.0
25830	10.0	0.0
441654	0.0	0.0
25833	115.0	356.0
100379250	0.0	4.0
106479089	1.0	1.0
25832	563.0	726.0
106479088	0.0	0.0
25834	22.0	2.0
106479087	1.0	2.0
100379251	5.0	3.0
106479086	0.0	0.0
115350	4.0	4.0
106479085	2.0	0.0
414061	0.0	0.0
106479084	0.0	4.0
115352	24.0	8.0
106479083	0.0	0.0
414062	193.0	47.0
115353	1001.0	1535.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	3.0
693161	0.0	14.0
693162	0.0	6.0
84197	135.0	3441.0
693163	0.0	0.0
84196	3020.0	3894.0
693164	0.0	11.0
25804	1857.0	5215.0
693143	0.0	4.0
25803	1598.0	219.0
693144	0.0	11.0
25806	67.0	60.0
25805	989.0	18572.0
693146	0.0	2.0
693147	0.0	3.0
25807	531.0	452.0
693148	0.0	20.0
693149	0.0	0.0
100130996	0.0	3.0
25809	429.0	507.0
100130995	0.0	0.0
100379287	0.0	1.0
100130994	0.0	0.0
441687	6.0	20.0
25800	13057.0	16839.0
25802	4802.0	417.0
25801	950.0	748.0
154907	0.0	1.0
106480075	0.0	1.0
106480074	0.0	2.0
106480077	0.0	0.0
106480076	0.0	0.0
106480079	0.0	1.0
106480078	0.0	0.0
142910	7.0	6.0
106480071	0.0	1.0
100380272	0.0	5.0
693151	0.0	0.0
142913	18.0	32.0
106480070	0.0	1.0
106480073	0.0	0.0
693152	0.0	3.0
693153	102.0	34.0
106480072	0.0	2.0
693132	0.0	2.0
25814	4447.0	2154.0
693133	0.0	11.0
693134	0.0	4.0
25817	58.0	33.0
25816	1872.0	460.0
100130988	2.0	0.0
693135	0.0	0.0
25819	339.0	909.0
693136	0.0	0.0
100129998	0.0	1.0
130940	45.0	49.0
25818	816.0	260.0
693137	0.0	0.0
693138	0.0	8.0
693139	0.0	11.0
100130980	0.0	4.0
25813	3420.0	1376.0
392209	11.0	4.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	482.0	161.0
106480087	0.0	12.0
106480089	0.0	3.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	0.0	8.0
106480082	0.0	0.0
693140	0.0	5.0
106480081	0.0	11.0
106480084	0.0	0.0
693141	0.0	3.0
693142	0.0	0.0
106480083	0.0	0.0
11180	2804.0	6345.0
154881	918.0	640.0
11182	322.0	523.0
11181	19.0	29.0
646770	0.0	0.0
11184	141.0	1804.0
392133	0.0	1.0
11183	2290.0	2928.0
392132	0.0	5.0
11186	1297.0	1205.0
139249	2.0	0.0
11185	2463.0	98.0
23166	11793.0	2801.0
23167	4929.0	5563.0
106480049	0.0	0.0
23168	3141.0	2000.0
106479059	1.0	0.0
23169	1195.0	1358.0
166863	14.0	19.0
392138	2.0	0.0
106479058	0.0	2.0
729920	140.0	182.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	1.0	0.0
127262	4966.0	3941.0
106479054	0.0	2.0
142891	3288.0	1394.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	1.0
23160	1634.0	8096.0
106480055	0.0	1.0
106479051	0.0	9.0
23161	3052.0	4842.0
115286	1160.0	891.0
106480054	1.0	0.0
106479050	0.0	0.0
23162	993.0	2115.0
106480057	0.0	0.0
23163	1559.0	1122.0
106480056	0.0	0.0
152217	475.0	616.0
23164	15461.0	9342.0
106480059	0.0	0.0
23165	2377.0	9911.0
106480058	0.0	2.0
11188	5493.0	3058.0
11187	405.0	2687.0
11189	0.0	15.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	2.0	0.0
11191	160.0	60.0
392140	8.0	12.0
11190	954.0	3610.0
404672	1910.0	691.0
11193	1137.0	612.0
154872	1.0	0.0
11194	1105.0	1947.0
11197	399.0	2.0
11196	2917.0	1781.0
23177	4152.0	1934.0
402016	5.0	48.0
23178	179.0	543.0
106479049	0.0	0.0
23179	5942.0	1661.0
106479048	0.0	0.0
127255	122.0	14.0
106479047	2.0	0.0
127254	113.0	3.0
106479046	0.0	10.0
646780	2.0	11.0
127253	1522.0	780.0
106479045	1.0	29.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	1.0	0.0
106480064	0.0	1.0
106479042	9.0	1.0
23170	1521.0	4683.0
115273	223.0	334.0
106480063	0.0	0.0
729909	1.0	0.0
106479041	0.0	0.0
23171	3496.0	3269.0
106479040	0.0	0.0
106480066	1.0	5.0
23172	1087.0	977.0
106480065	0.0	0.0
23173	1717.0	2620.0
106480068	0.0	0.0
23174	1943.0	3438.0
106480067	0.0	0.0
23175	3295.0	4611.0
23176	3504.0	1834.0
106480069	0.0	2.0
11199	1.0	5.0
11198	5708.0	6556.0
106480060	0.0	0.0
106480062	0.0	2.0
106480061	0.0	0.0
11160	4490.0	3276.0
644131	41.0	73.0
404663	0.0	0.0
11162	207.0	176.0
646799	0.0	1.0
11161	1408.0	409.0
404665	5.0	22.0
11164	2435.0	7498.0
11163	2062.0	1050.0
23144	738.0	1033.0
127247	0.0	0.0
106480028	0.0	0.0
23145	87.0	754.0
106480027	7.0	17.0
106480029	0.0	1.0
23148	129.0	41.0
106479079	0.0	0.0
646791	1.0	1.0
23149	120.0	461.0
441641	1.0	1.0
106479078	0.0	0.0
106479077	0.0	7.0
106479076	0.0	0.0
84108	449.0	319.0
106480031	0.0	0.0
106479075	0.0	3.0
84107	19.0	593.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	1.0	1.0
84109	28.0	7.0
106480032	0.0	0.0
106479072	0.0	11.0
23140	4245.0	5664.0
115265	254.0	171.0
