id	2eeb46a1-0422-4a77-b58d-3b7d57d51b44	95e7a64b-f228-4d19-8e57-a02adde8d01d
127550	3.0	1.0
441432	0.0	0.0
441430	0.0	0.0
115572	2864.0	1640.0
379011	0.0	0.0
379012	0.0	0.0
379013	4.0	1.0
284186	63.0	10.0
284185	26.0	7.0
646531	6.0	14.0
100463285	5.0	1.0
84328	1575.0	1405.0
84327	1749.0	1097.0
84329	208.0	1471.0
84324	149.0	107.0
84326	1158.0	1601.0
84320	1701.0	1995.0
100500797	0.0	0.0
646527	9.0	2.0
100500798	0.0	0.0
646526	1.0	1.0
100463289	0.0	0.0
84322	0.0	0.0
84321	373.0	401.0
100499227	25.0	6.0
343071	1.0	0.0
100996944	1.0	0.0
343070	0.0	0.0
100996941	4.0	39.0
127495	90.0	46.0
84309	1110.0	2111.0
84317	2678.0	3248.0
84316	782.0	1567.0
84319	839.0	904.0
84318	569.0	524.0
84313	2100.0	2940.0
84312	577.0	440.0
84315	353.0	610.0
84314	520.0	512.0
646538	1.0	1.0
343069	0.0	1.0
84311	2471.0	2145.0
84310	1892.0	3170.0
343068	0.0	0.0
343066	2.0	0.0
100996939	102.0	102.0
23386	6552.0	5998.0
23387	5345.0	5614.0
23389	15666.0	11389.0
441400	2.0	5.0
100996930	9.0	1.0
201853	749.0	1380.0
23380	1121.0	2017.0
23381	5185.0	7940.0
23382	1896.0	2609.0
23383	4417.0	3905.0
23384	2530.0	2445.0
23385	7034.0	9916.0
106866914	0.0	0.0
84342	1657.0	1098.0
106866913	8.0	4.0
84343	1904.0	2534.0
60370	612.0	359.0
84340	1593.0	1574.0
106866915	0.0	0.0
646567	3.0	1.0
100996928	3.0	1.0
23397	104.0	646.0
23398	1826.0	1495.0
23399	4198.0	6547.0
23390	3545.0	1821.0
23392	9873.0	11250.0
84335	2169.0	2742.0
23394	9478.0	8970.0
84334	796.0	778.0
23395	1332.0	1876.0
84337	1773.0	2391.0
84336	2771.0	2409.0
23396	3129.0	3787.0
60386	125.0	309.0
84331	506.0	714.0
60385	14.0	4.0
84330	617.0	625.0
84333	5482.0	5071.0
84332	12.0	15.0
152485	3168.0	1582.0
646575	0.0	0.0
646572	11.0	14.0
343045	0.0	0.0
646577	0.0	0.0
646576	38.0	7.0
23365	18035.0	12841.0
23366	869.0	800.0
23367	9780.0	12260.0
23368	2796.0	2441.0
23369	13257.0	10366.0
23360	6063.0	3863.0
23361	2827.0	2550.0
140432	4.0	0.0
23362	2442.0	2933.0
23363	7766.0	2811.0
84364	5931.0	7622.0
84366	0.0	0.0
84365	2106.0	2427.0
343035	2.0	9.0
139452	2.0	0.0
646583	1.0	0.0
23376	3708.0	2816.0
23378	1275.0	1309.0
23379	4520.0	3329.0
646581	4.0	0.0
23370	350.0	739.0
23371	7877.0	5519.0
23373	1735.0	1300.0
100499261	4.0	0.0
646597	0.0	0.0
646595	35.0	6.0
100499258	0.0	0.0
23344	10968.0	12211.0
23345	6603.0	6415.0
201895	12596.0	16948.0
23347	5158.0	6462.0
646592	0.0	0.0
23348	5841.0	4310.0
23349	98.0	106.0
140453	13.0	0.0
23341	2187.0	2022.0
140456	4.0	0.0
140458	12.0	1.0
100499252	6.0	5.0
140459	1537.0	1619.0
100499251	0.0	0.0
23353	9649.0	4346.0
23354	1190.0	1051.0
23355	2426.0	2441.0
23357	2035.0	1768.0
23358	5522.0	5589.0
23359	23.0	9.0
140460	1477.0	1262.0
140461	2394.0	2657.0
140462	97.0	245.0
23350	8177.0	5471.0
140464	0.0	0.0
23351	5709.0	4719.0
140465	1524.0	1500.0
23352	12761.0	10488.0
140467	2422.0	1690.0
140468	0.0	1.0
140469	41.0	14.0
84376	4867.0	2426.0
2702	464.0	630.0
2701	456.0	654.0
2700	1.0	8.0
2709	40.0	8.0
2707	31.0	25.0
2706	20.0	364.0
2705	406.0	78.0
2703	0.0	0.0
345651	10.0	3.0
2712	0.0	0.0
106866981	0.0	0.0
2710	295.0	1070.0
106866980	0.0	0.0
2719	2949.0	1043.0
2717	1348.0	6797.0
50964	1.0	1.0
345643	47.0	66.0
345645	0.0	0.0
286826	519.0	391.0
286827	289.0	517.0
286828	1.0	0.0
59307	1238.0	2599.0
2720	2642.0	5487.0
2729	3033.0	4116.0
100500737	0.0	0.0
345630	223.0	112.0
2735	42.0	114.0
2734	14751.0	11660.0
2733	2283.0	2956.0
2732	7.0	0.0
2731	35.0	75.0
2730	1917.0	979.0
2739	4989.0	9782.0
2738	462.0	400.0
2737	7146.0	4498.0
2736	292.0	262.0
106144534	1.0	0.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	9.0	5.0
106144533	0.0	0.0
2746	12522.0	14314.0
2745	676.0	2112.0
2744	4043.0	4360.0
2743	836.0	264.0
60314	1628.0	1811.0
2742	2.0	1.0
60313	8396.0	8925.0
106144527	0.0	0.0
2741	4.0	0.0
259217	764.0	513.0
60312	3812.0	2829.0
106144528	6.0	0.0
2740	91.0	16.0
106144529	2.0	1.0
259215	0.0	0.0
2749	131.0	78.0
345611	5.0	11.0
50999	3987.0	4876.0
2747	102.0	109.0
259236	48.0	24.0
2760	5027.0	10286.0
106144524	2.0	0.0
259234	0.0	0.0
106144526	2.0	10.0
259232	871.0	157.0
259230	2060.0	1879.0
59339	2716.0	4998.0
59338	2565.0	1863.0
59335	4.0	2.0
2752	46141.0	65490.0
59336	1.0	0.0
2750	0.0	0.0
2771	10812.0	26052.0
59342	11424.0	8004.0
59341	497.0	327.0
2770	1640.0	456.0
59344	105.0	11.0
59343	3396.0	2477.0
59340	7.0	3.0
84306	195.0	266.0
2768	3369.0	6164.0
2767	5886.0	3965.0
59349	2581.0	3024.0
84305	1190.0	2014.0
2766	566.0	403.0
2765	0.0	1.0
84307	3148.0	2021.0
84302	502.0	119.0
2764	3932.0	3672.0
59345	2450.0	2578.0
84301	5197.0	3812.0
2762	983.0	1523.0
84304	636.0	1151.0
59348	1042.0	1068.0
84303	457.0	490.0
59347	2.0	0.0
2761	1.0	0.0
84300	741.0	1418.0
646508	5.0	0.0
2769	391.0	611.0
646507	0.0	0.0
646520	3.0	0.0
2782	17607.0	24569.0
59353	77.0	20.0
2781	534.0	248.0
59352	3075.0	517.0
2780	0.0	0.0
59351	7.0	0.0
59350	4.0	5.0
2779	2.0	0.0
2778	46297.0	58951.0
2777	31.0	25.0
2776	8050.0	5898.0
2775	167.0	269.0
2774	1440.0	210.0
2773	5304.0	6968.0
60343	1592.0	1531.0
2772	1.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	43.0	238.0
100379584	0.0	0.0
2792	0.0	0.0
2791	2372.0	1291.0
2790	297.0	509.0
105369316	1.0	2.0
2789	0.0	0.0
2788	2696.0	1405.0
2787	2252.0	4358.0
2786	105.0	147.0
441194	471.0	325.0
2785	4.0	45.0
2784	75.0	32.0
2783	6913.0	10406.0
441191	691.0	858.0
100129622	0.0	0.0
100130606	0.0	2.0
286410	1856.0	1618.0
100130603	0.0	0.0
286411	16.0	5.0
100130600	729.0	240.0
100379571	286.0	202.0
441177	1.0	0.0
2799	11960.0	14539.0
2798	19.0	8.0
2797	10.0	1.0
2796	145.0	33.0
2794	4427.0	3403.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	2.0	1.0
100129604	0.0	0.0
286430	16.0	5.0
105369343	4.0	4.0
286436	0.0	0.0
100379592	15.0	5.0
441154	4.0	2.0
441151	50.0	8.0
441150	171.0	227.0
191585	47.0	11.0
105370357	0.0	0.0
441133	1.0	1.0
100142659	4.0	0.0
100379564	4.0	0.0
441168	235.0	2191.0
441166	9.0	7.0
101730217	4.0	0.0
441161	2.0	1.0
441160	6.0	21.0
646498	2.0	0.0
441108	459.0	694.0
23562	11.0	9.0
23563	7.0	3.0
359948	13731.0	9902.0
23564	4501.0	5034.0
23566	439.0	98.0
100130693	2.0	1.0
23567	979.0	806.0
23568	499.0	391.0
23569	6.0	11.0
23560	2552.0	2995.0
286494	2.0	0.0
286495	1008.0	530.0
286499	15.0	3.0
100130687	0.0	0.0
23576	3275.0	3753.0
117608	1001.0	369.0
100129690	1.0	2.0
100129696	58.0	10.0
100129692	3.0	0.0
100129694	3.0	1.0
23548	936.0	575.0
23549	3441.0	5348.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	5518.0	13504.0
23542	501.0	333.0
23543	9451.0	4294.0
130612	212.0	141.0
23544	41.0	34.0
130617	995.0	1275.0
100130671	0.0	0.0
23545	1278.0	1551.0
441124	315.0	212.0
23546	4.0	8.0
441123	0.0	0.0
23547	16.0	1013.0
441131	0.0	0.0
23559	1010.0	990.0
23551	557.0	308.0
23552	662.0	567.0
23553	1.0	3.0
23554	948.0	340.0
23555	3438.0	4430.0
100130660	4.0	0.0
23556	2377.0	2148.0
23557	1296.0	2244.0
23558	7514.0	6037.0
23550	6128.0	9584.0
23526	1297.0	9099.0
23527	4398.0	4259.0
23528	2034.0	4060.0
286442	1.0	98.0
23529	178.0	151.0
129642	2515.0	3416.0
286444	14.0	24.0
100129669	2.0	0.0
100463482	2.0	0.0
23520	0.0	0.0
23521	104456.0	123239.0
23522	5418.0	4020.0
23523	3869.0	5877.0
23524	48228.0	34041.0
359996	0.0	0.0
115004	273.0	615.0
100129664	0.0	0.0
100463487	1.0	2.0
100463486	24.0	19.0
100463489	0.0	0.0
100463488	4.0	3.0
100129662	25.0	4.0
286451	4021.0	2906.0
23538	0.0	0.0
23539	118.0	24.0
23530	2704.0	2692.0
23531	1845.0	903.0
100130640	0.0	0.0
23532	19.0	26.0
23533	283.0	2355.0
359997	0.0	1.0
23534	3587.0	4494.0
23536	1445.0	1264.0
100463498	35.0	18.0
100129654	2.0	1.0
286460	120.0	119.0
100129650	0.0	0.0
23504	100.0	18.0
100499416	0.0	0.0
23505	4840.0	5696.0
100499417	0.0	0.0
23506	4321.0	2731.0
286464	7.0	18.0
100130637	0.0	0.0
23507	1680.0	1717.0
100130636	0.0	0.0
23508	1939.0	3310.0
23509	5017.0	4428.0
286467	123.0	14.0
100129647	0.0	1.0
100130631	0.0	0.0
23500	1942.0	1174.0
100499418	0.0	0.0
23503	3169.0	3433.0
100129641	4.0	18.0
100129640	5.0	2.0
286472	1.0	1.0
23515	3700.0	2563.0
345275	227.0	28.0
100499405	488.0	157.0
23516	3683.0	2632.0
23517	4471.0	4512.0
100130626	0.0	0.0
23518	1335.0	2327.0
102465752	0.0	0.0
23519	0.0	1.0
345274	193.0	37.0
100130621	51.0	13.0
23510	3037.0	3111.0
23511	3393.0	4517.0
23512	3117.0	3340.0
23513	3926.0	4034.0
23514	3969.0	3641.0
100129631	1.0	0.0
129607	328.0	982.0
129563	1529.0	1248.0
431704	0.0	0.0
117579	1.0	2.0
130557	828.0	895.0
431705	14.0	40.0
431707	2.0	0.0
129560	0.0	1.0
117583	1893.0	1217.0
84449	1298.0	701.0
84448	170.0	160.0
117584	1170.0	2570.0
84445	4736.0	3727.0
84444	1449.0	1550.0
84447	3789.0	5855.0
84446	352.0	198.0
84441	7647.0	2288.0
84440	1829.0	2524.0
84443	115.0	207.0
646405	37.0	7.0
646409	2.0	1.0
117581	333.0	203.0
130560	11.0	2.0
646424	247.0	81.0
84437	1061.0	1220.0
84439	349.0	357.0
60489	822.0	3872.0
60488	2847.0	3764.0
84433	299.0	2840.0
60487	1046.0	516.0
84436	1650.0	1587.0
84435	3.0	0.0
60485	6206.0	2396.0
60484	13.0	15.0
84432	4.0	1.0
60482	11.0	6.0
60481	21022.0	27989.0
130576	883.0	2118.0
130574	3083.0	3804.0
84467	141.0	14.0
84466	423.0	54.0
60496	2566.0	2693.0
60495	524.0	245.0
60494	34.0	24.0
84465	19.0	9.0
84464	459.0	584.0
60493	1051.0	1318.0
60492	2050.0	1937.0
60491	1212.0	1310.0
60490	464.0	538.0
84461	1598.0	1441.0
84460	3039.0	1009.0
646442	8.0	8.0
129530	40.0	43.0
129531	802.0	1052.0
130589	793.0	2260.0
201501	1834.0	1558.0
84456	673.0	802.0
84455	766.0	442.0
84458	2274.0	1616.0
84457	82.0	14.0
84450	2296.0	1833.0
646457	8.0	2.0
100500870	1.0	0.0
100500872	0.0	0.0
201514	515.0	578.0
201516	1.0	0.0
646450	133.0	100.0
23480	1165.0	2088.0
105416157	87.0	61.0
23481	3368.0	3818.0
23483	875.0	720.0
23484	1936.0	4284.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	1.0	0.0
100500879	0.0	0.0
646463	0.0	0.0
646467	5.0	5.0
100500860	0.0	0.0
96459	3118.0	2738.0
100500861	0.0	0.0
23498	441.0	402.0
23499	23618.0	14711.0
23491	445.0	130.0
23492	4195.0	3304.0
23493	1202.0	79.0
23495	21.0	461.0
100500862	0.0	0.0
100500863	9.0	2.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	37.0	11.0
100500866	0.0	0.0
100500867	1.0	0.0
100500869	0.0	0.0
100500890	1.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	4.0	2.0
100500893	0.0	0.0
100500894	0.0	1.0
23463	3900.0	5599.0
394217	0.0	0.0
23464	445.0	614.0
130535	1810.0	1275.0
23466	4732.0	5511.0
23467	1255.0	797.0
23468	9168.0	7522.0
23469	10064.0	6493.0
2801	5873.0	5783.0
2800	2196.0	1982.0
23460	757.0	865.0
23461	4990.0	1101.0
23462	894.0	464.0
100500895	4.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	4308.0	4715.0
100500898	0.0	0.0
2805	1435.0	1957.0
100500899	0.0	0.0
2804	20113.0	15100.0
2803	10040.0	6244.0
2802	5611.0	6334.0
130540	22.0	16.0
646486	2.0	0.0
100500881	0.0	0.0
100500882	2.0	0.0
23474	1191.0	1599.0
23475	607.0	1606.0
23476	4743.0	6378.0
23478	5022.0	6673.0
23479	4398.0	5806.0
646480	2.0	1.0
2812	0.0	0.0
2811	89.0	786.0
2810	1225.0	1015.0
23471	11928.0	14557.0
23473	3581.0	2442.0
100500884	0.0	0.0
2819	8721.0	1504.0
100500885	0.0	0.0
84498	4032.0	3280.0
100500886	0.0	0.0
2817	2248.0	1808.0
100500888	0.0	0.0
2815	0.0	0.0
100500889	2.0	0.0
2814	1.0	24.0
2813	883.0	666.0
2823	95.0	41.0
2822	171.0	61.0
2821	6944.0	13212.0
100500839	0.0	0.0
2820	4202.0	3703.0
201562	4312.0	3623.0
100379623	1.0	0.0
2829	36.0	596.0
100500831	0.0	0.0
2828	169.0	211.0
2827	62.0	21.0
100500833	5.0	9.0
2826	50.0	62.0
100500834	0.0	0.0
2825	9.0	29.0
100500835	0.0	0.0
2824	4725.0	727.0
100500836	0.0	0.0
727699	5.0	1.0
2834	4.0	3.0
100500826	0.0	0.0
2833	57.0	2062.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	0.0	12.0
100500829	0.0	0.0
60401	353.0	162.0
2830	0.0	4.0
100500820	0.0	1.0
100500821	0.0	0.0
2838	58.0	169.0
100500822	0.0	0.0
2837	19.0	21.0
100500823	1.0	0.0
100500824	0.0	0.0
2835	107.0	8.0
100500825	0.0	0.0
100500850	50.0	13.0
2845	4.0	2.0
100500859	0.0	0.0
2844	2.0	0.0
2843	5.0	6.0
2842	22.0	63.0
2841	11.0	343.0
60412	5226.0	5653.0
2840	99.0	24.0
100500851	0.0	0.0
100500854	11.0	6.0
2849	14.0	0.0
100500855	0.0	0.0
2848	8.0	14.0
394261	6.0	0.0
2847	36.0	43.0
347933	2.0	1.0
100500857	0.0	0.0
2846	49.0	22.0
100500858	0.0	0.0
394263	1.0	1.0
2856	3.0	5.0
100500849	0.0	0.0
2855	0.0	0.0
2854	4.0	0.0
2853	7.0	31.0
201595	10273.0	11152.0
2852	254.0	140.0
2850	810.0	583.0
100500840	0.0	0.0
100500841	1.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	1.0	0.0
2859	83.0	79.0
100500846	0.0	0.0
2857	855.0	906.0
100500847	0.0	0.0
2870	1710.0	4419.0
107105261	0.0	0.0
2867	13.0	74.0
107105265	0.0	0.0
60437	59.0	38.0
2866	1.0	1.0
107105264	1.0	0.0
60436	2115.0	1956.0
2865	0.0	2.0
107105263	1.0	0.0
2864	1.0	1.0
107105262	0.0	0.0
2863	270.0	466.0
2862	5.0	5.0
2861	230.0	119.0
347918	1000.0	665.0
107105266	2.0	2.0
2869	1061.0	1520.0
2868	217.0	241.0
2880	1.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	8241.0	6458.0
2877	249.0	24.0
107105253	26.0	14.0
2876	5286.0	11868.0
2875	331.0	56.0
2874	180.0	173.0
2873	3167.0	4552.0
2872	10799.0	13384.0
107105256	0.0	0.0
2871	3.0	8.0
347902	8880.0	2237.0
107105259	0.0	0.0
2879	8621.0	11590.0
727682	0.0	0.0
727684	1.0	0.0
2892	99.0	24.0
2891	356.0	9.0
2890	27.0	28.0
727686	0.0	0.0
84419	789.0	2986.0
2889	8756.0	9231.0
100500815	0.0	0.0
2888	110.0	134.0
100500816	0.0	0.0
2887	3913.0	2684.0
100500817	2.0	0.0
2886	2355.0	818.0
100500818	0.0	1.0
2885	6559.0	16527.0
100500819	1.0	0.0
2884	3.0	2.0
2882	512.0	549.0
100642175	8.0	5.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	7.0	1.0
100500813	0.0	0.0
100500814	2.0	2.0
727676	0.0	0.0
107105271	0.0	0.0
727677	136.0	27.0
2899	2140.0	1274.0
84418	1348.0	1615.0
2898	33.0	6.0
60468	1315.0	1319.0
84417	2289.0	198.0
2897	314.0	519.0
2896	10656.0	23154.0
60467	1.0	0.0
100500808	0.0	0.0
2895	2.0	0.0
100500809	0.0	0.0
2894	259.0	209.0
2893	2192.0	134.0
100500801	0.0	0.0
100500802	18.0	8.0
100500803	0.0	0.0
23603	5510.0	5899.0
100129507	1.0	0.0
23604	1333.0	579.0
23605	1.0	0.0
23606	1.0	0.0
23607	5401.0	5845.0
23608	8582.0	8487.0
23609	1909.0	1793.0
286527	19.0	11.0
286528	0.0	0.0
23600	190.0	274.0
23601	26.0	143.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	1.0	0.0
23614	0.0	0.0
23615	14.0	12.0
23616	567.0	2293.0
286530	192.0	3434.0
23617	0.0	0.0
23619	13.0	2.0
23612	1938.0	1751.0
23613	3706.0	4190.0
286544	31.0	133.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	6.0	5.0
100463528	0.0	0.0
441272	375.0	558.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	70.0	49.0
441261	3.0	0.0
100288984	1.0	0.0
441295	45.0	38.0
441294	39.0	14.0
100463500	0.0	0.0
100288979	1.0	0.0
286512	3.0	1.0
286514	1.0	0.0
60625	790.0	676.0
441282	521.0	38.0
646377	0.0	0.0
100130579	2.0	0.0
646379	0.0	21.0
646378	1.0	0.0
23683	3689.0	3256.0
404281	70.0	85.0
100130572	0.0	0.0
646370	0.0	1.0
23682	514.0	349.0
100129587	0.0	0.0
100129583	508.0	221.0
100129584	0.0	1.0
441218	1.0	1.0
100130566	1.0	0.0
100130564	2.0	0.0
100130562	3377.0	3948.0
100130561	59.0	98.0
441212	265.0	144.0
646382	0.0	0.0
100129570	4.0	3.0
404266	12.0	12.0
100130557	89.0	39.0
100130555	0.0	0.0
646390	0.0	0.0
441246	19.0	20.0
23666	126.0	197.0
23667	1.0	0.0
646392	0.0	0.0
23668	1.0	0.0
441251	8.0	2.0
441250	453.0	362.0
23660	1292.0	1394.0
100129564	0.0	0.0
100129566	1.0	0.0
100129561	1.0	0.0
100130549	1.0	0.0
130500	0.0	0.0
100129557	0.0	0.0
23673	3980.0	3674.0
441238	21.0	9.0
130502	738.0	271.0
23676	4.0	0.0
130507	4901.0	3090.0
23677	9256.0	5838.0
441234	1.0	1.0
23678	1894.0	1938.0
23679	0.0	0.0
23670	3998.0	5690.0
23671	18.0	1.0
100129556	0.0	1.0
100129555	7.0	2.0
23647	4541.0	7275.0
23648	3974.0	3130.0
100130539	18.0	10.0
23649	711.0	1368.0
129521	0.0	0.0
100130535	2.0	0.0
23640	1234.0	1489.0
23641	1860.0	1586.0
23642	3098.0	1946.0
23643	177.0	770.0
23644	2770.0	2522.0
23645	7353.0	5119.0
23646	8788.0	12828.0
100129543	50.0	36.0
23658	1380.0	1817.0
23659	904.0	1408.0
286573	2.0	0.0
100130528	0.0	0.0
100130523	0.0	1.0
100130522	198.0	93.0
23650	14097.0	1649.0
23654	20276.0	18953.0
23657	242.0	279.0
117532	29.0	24.0
117531	11.0	6.0
100130519	47.0	29.0
23625	537.0	883.0
23626	0.0	0.0
23627	131.0	39.0
100130514	1.0	0.0
441208	27.0	13.0
23620	1.0	0.0
23621	3121.0	1740.0
23623	1283.0	2453.0
23624	537.0	730.0
23636	3033.0	5149.0
23637	6176.0	4204.0
23639	255.0	443.0
100129515	0.0	0.0
23630	16.0	10.0
23632	99.0	130.0
23633	5191.0	5093.0
23635	3962.0	2018.0
100129512	0.0	0.0
404201	365.0	136.0
404203	1.0	3.0
129446	1.0	0.0
404204	0.0	0.0
84569	1.0	4.0
60598	118.0	503.0
84561	633.0	718.0
60592	4218.0	3615.0
84560	0.0	0.0
648947	6.0	9.0
646300	59.0	32.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	179.0	156.0
727736	0.0	0.0
84559	0.0	0.0
84557	804.0	861.0
84553	740.0	288.0
84552	1353.0	552.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	2.0	18.0
100499457	0.0	0.0
727764	0.0	0.0
102465669	0.0	0.0
102465668	2.0	0.0
646309	353.0	265.0
201627	3423.0	2233.0
646324	11.0	42.0
201626	2084.0	2365.0
727758	100.0	38.0
201625	114.0	20.0
648980	1.0	3.0
84572	2350.0	2888.0
646316	0.0	0.0
84570	258.0	43.0
345462	299.0	282.0
102465689	4.0	0.0
102465688	0.0	0.0
646330	2.0	19.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	12070.0	8836.0
727701	8.0	2.0
727703	6.0	0.0
727704	1.0	0.0
201633	79.0	3183.0
2900	56.0	607.0
2908	9103.0	5841.0
2907	7735.0	13177.0
2906	68.0	58.0
2905	80.0	31.0
2904	124.0	15.0
2903	76.0	35.0
345456	0.0	2.0
2902	190.0	64.0
2901	247.0	40.0
406894	3.0	0.0
406893	1.0	0.0
406896	11.0	9.0
406895	0.0	1.0
406898	0.0	0.0
646348	0.0	1.0
406897	0.0	0.0
102465695	0.0	0.0
646346	1.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	3.0	0.0
2911	6.0	7.0
201651	31.0	7.0
2919	134.0	182.0
2918	25.0	9.0
102465691	0.0	0.0
2917	22.0	75.0
2916	20.0	5.0
2915	3.0	2.0
2914	13.0	1215.0
2913	12.0	5.0
2912	18.0	14.0
404220	27.0	12.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	0.0	0.0
406887	0.0	0.0
406886	27.0	7.0
406889	0.0	0.0
406888	5.0	0.0
23584	987.0	98.0
23585	6343.0	8988.0
23586	1924.0	6527.0
23587	1319.0	1660.0
23588	3560.0	2581.0
23589	2359.0	2321.0
406881	1.0	0.0
2922	582.0	25.0
2921	138.0	19.0
2920	2726.0	242.0
23580	12733.0	5896.0
23581	5.0	2.0
23582	3242.0	3363.0
23583	1155.0	1438.0
404217	226.0	939.0
2928	1.0	0.0
2926	5320.0	6389.0
2925	668.0	134.0
2923	17072.0	37860.0
646366	1.0	2.0
345430	0.0	2.0
406875	0.0	0.0
404216	1.0	2.0
23595	1843.0	2054.0
23596	383.0	437.0
23597	1323.0	1635.0
96597	4.0	142.0
23598	4515.0	5470.0
100130584	1.0	0.0
100130581	338.0	146.0
646360	31.0	7.0
129450	707.0	554.0
130429	0.0	0.0
2932	4990.0	4211.0
2931	2442.0	3411.0
23590	201.0	217.0
100129591	2.0	2.0
23591	3.0	7.0
23592	2547.0	1700.0
23593	5442.0	3652.0
23594	65.0	128.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	3.0	0.0
100499483	172.0	61.0
2939	1.0	1.0
2938	221.0	7.0
2937	1988.0	2976.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	2042.0	5805.0
2935	7756.0	9150.0
2934	53370.0	32360.0
100129595	0.0	1.0
100288964	0.0	0.0
60509	2454.0	1589.0
60506	2.0	0.0
2944	5.0	3.0
2942	0.0	0.0
2941	1240.0	395.0
2940	7.0	0.0
2949	620.0	132.0
2948	1368.0	2088.0
2947	4125.0	5163.0
2946	2756.0	658.0
60526	906.0	962.0
2954	1441.0	1554.0
2953	3.0	0.0
2951	1.0	0.0
2950	10667.0	6939.0
2959	1629.0	1821.0
2958	1398.0	1763.0
2957	3788.0	3166.0
2956	4101.0	4228.0
100288948	1.0	0.0
60529	1014.0	444.0
60528	3457.0	4453.0
2966	31.0	28.0
84504	0.0	0.0
2965	3301.0	2651.0
84503	534.0	395.0
2964	2.0	1.0
2963	1305.0	1372.0
2962	5181.0	6052.0
2961	898.0	1597.0
84502	108.0	52.0
2960	858.0	1353.0
84501	556.0	227.0
2969	4002.0	3716.0
2968	135.0	158.0
2967	1964.0	1941.0
2980	0.0	0.0
2977	771.0	1024.0
2976	3481.0	3508.0
2975	4751.0	6394.0
2974	4.0	5.0
2972	1935.0	2155.0
2971	3394.0	7033.0
2970	113.0	91.0
2979	60.0	38.0
2978	4.0	1.0
154442	21.0	4.0
2990	4539.0	5606.0
225689	154.0	27.0
84519	57.0	186.0
84518	120.0	38.0
60559	6653.0	10025.0
100500914	0.0	0.0
2987	4076.0	9665.0
60558	2401.0	2312.0
84525	193.0	913.0
100500915	0.0	0.0
2986	0.0	0.0
84528	1.0	0.0
100500916	1.0	0.0
84527	1464.0	751.0
100500917	3.0	0.0
2984	115.0	63.0
84522	1646.0	1873.0
100500918	0.0	0.0
2983	754.0	835.0
100500919	0.0	0.0
84524	1199.0	742.0
2982	4961.0	1461.0
2981	0.0	0.0
84520	387.0	624.0
100500910	0.0	0.0
100500911	1.0	2.0
2989	9.0	4.0
100500913	0.0	0.0
2999	60.0	673.0
84515	780.0	747.0
100500903	0.0	0.0
2998	21.0	4.0
84514	2044.0	2680.0
100500904	6.0	3.0
2997	2663.0	3539.0
84517	115.0	81.0
100500905	0.0	0.0
84516	4060.0	4906.0
2996	15.0	32.0
100500906	0.0	0.0
2995	1944.0	3093.0
2994	0.0	0.0
100500908	1.0	0.0
84513	2094.0	2611.0
2993	0.0	0.0
100500909	2.0	0.0
2992	2297.0	2914.0
60561	1015.0	986.0
60560	1626.0	1547.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	3.0	0.0
154467	189.0	742.0
130497	3617.0	646.0
84548	831.0	883.0
84547	413.0	364.0
100500938	1.0	0.0
84549	1226.0	1011.0
84546	0.0	0.0
84545	2202.0	2495.0
84542	490.0	484.0
84541	72.0	559.0
727795	43.0	55.0
84529	417.0	297.0
84536	297.0	295.0
84539	1.0	0.0
84532	3289.0	3570.0
84530	3.0	1.0
23729	304.0	477.0
201288	0.0	0.0
201283	1232.0	1007.0
23738	10.0	0.0
23731	7055.0	3682.0
23732	153.0	34.0
201299	16.0	52.0
201292	1205.0	1495.0
201294	747.0	3126.0
23704	839.0	3646.0
23705	3158.0	2733.0
23708	1046.0	912.0
252840	0.0	1.0
252841	2.0	2.0
100288897	10.0	3.0
