id	8a987f43-454e-4b94-a2ec-6079c58eb99b	0a3fb653-84e8-426a-999a-8dc8127dfd6d
140458	5.0	1.0
100499252	11.0	3.0
140459	836.0	713.0
100499251	0.0	0.0
23353	8691.0	5432.0
23354	390.0	1004.0
23355	2093.0	2760.0
23357	1188.0	2654.0
23358	7425.0	3346.0
23359	71.0	59.0
140460	1027.0	651.0
140461	2140.0	2406.0
140462	129.0	163.0
23350	4475.0	4972.0
140464	0.0	0.0
23351	4253.0	4840.0
140465	753.0	1667.0
23352	11281.0	8532.0
140467	2731.0	2884.0
140468	1.0	0.0
140469	9.0	12.0
84376	4035.0	1884.0
2702	2347.0	494.0
2701	2249.0	483.0
2700	1.0	26.0
2709	32.0	109.0
2707	22.0	102.0
2706	197.0	1710.0
2705	2.0	44.0
2703	0.0	0.0
345651	5.0	1.0
2712	0.0	0.0
106866981	0.0	0.0
2710	131.0	280.0
106866980	0.0	0.0
2719	10318.0	317.0
2717	755.0	1208.0
50964	7.0	30.0
345643	1.0	2.0
345645	0.0	0.0
286826	185.0	530.0
286827	46.0	515.0
286828	0.0	0.0
59307	762.0	1243.0
2720	1835.0	1872.0
2729	4822.0	1962.0
100500737	0.0	0.0
345630	9.0	422.0
2735	137.0	51.0
2734	12918.0	6531.0
2733	1750.0	2353.0
2732	1.0	0.0
2731	9.0	8.0
2730	1531.0	1278.0
2739	5495.0	10090.0
2738	596.0	518.0
2737	1162.0	6250.0
2736	245.0	168.0
106144534	0.0	1.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	22.0	9.0
106144533	0.0	0.0
2746	9390.0	20827.0
2745	1639.0	694.0
2744	5320.0	2080.0
2743	850.0	91.0
60314	1371.0	3018.0
2742	1.0	0.0
60313	5266.0	3790.0
106144527	0.0	0.0
2741	0.0	0.0
259217	9355.0	1830.0
60312	3525.0	5251.0
106144528	1.0	0.0
2740	2.0	38.0
106144529	16.0	2.0
259215	0.0	0.0
2749	58.0	484.0
345611	3.0	2.0
50999	6114.0	1889.0
2747	240.0	108.0
259236	55.0	7.0
2760	4103.0	4932.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	5.0	7.0
259232	94.0	94.0
259230	2118.0	1799.0
59339	2198.0	1654.0
59338	1901.0	1871.0
59335	0.0	8.0
2752	105265.0	30984.0
59336	2.0	2.0
2750	0.0	0.0
2771	23422.0	9940.0
59342	6780.0	1381.0
59341	57.0	231.0
2770	8681.0	295.0
59344	5.0	12.0
59343	2735.0	4010.0
59340	8.0	1.0
84306	256.0	510.0
2768	6549.0	3268.0
2767	4805.0	5090.0
59349	2110.0	3073.0
84305	841.0	1398.0
2766	242.0	1298.0
2765	0.0	0.0
84307	1728.0	2638.0
84302	849.0	163.0
2764	3869.0	2656.0
59345	1573.0	686.0
84301	4241.0	3200.0
2762	437.0	1145.0
84304	544.0	1136.0
59348	392.0	690.0
84303	278.0	779.0
59347	3.0	1.0
2761	0.0	0.0
84300	699.0	1867.0
646508	0.0	0.0
2769	276.0	1411.0
646507	1.0	0.0
646520	3.0	0.0
2782	22476.0	16438.0
59353	161.0	50.0
2781	1414.0	1051.0
59352	116.0	32.0
2780	0.0	1.0
59351	0.0	3.0
59350	3.0	12.0
2779	0.0	1.0
2778	58732.0	50783.0
2777	9.0	18.0
2776	9157.0	4603.0
2775	250.0	1773.0
2774	1466.0	121.0
2773	4149.0	3048.0
60343	1701.0	1597.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	49.0	22.0
100379584	0.0	0.0
2792	0.0	8.0
2791	9722.0	693.0
2790	556.0	300.0
105369316	0.0	0.0
2789	0.0	0.0
2788	548.0	747.0
2787	2132.0	1809.0
2786	89.0	761.0
441194	136.0	176.0
2785	4.0	17.0
2784	17.0	12.0
2783	7085.0	5111.0
441191	566.0	678.0
100129622	2.0	0.0
100130606	0.0	0.0
286410	1841.0	364.0
100130603	1.0	0.0
286411	81.0	5.0
100130600	416.0	194.0
100379571	213.0	97.0
441177	0.0	0.0
2799	31554.0	15050.0
2798	13.0	8.0
2797	2.0	7.0
2796	62.0	16.0
2794	3430.0	2884.0
100129611	0.0	0.0
100129606	0.0	3.0
286423	0.0	1.0
100129604	0.0	0.0
286430	8.0	0.0
105369343	2.0	2.0
286436	0.0	0.0
100379592	4.0	8.0
441154	3.0	0.0
441151	4.0	2.0
441150	167.0	292.0
191585	7.0	5.0
105370357	0.0	0.0
441133	0.0	0.0
100142659	2.0	11.0
100379564	1.0	2.0
441168	78.0	94.0
441166	10.0	0.0
101730217	0.0	4.0
441161	11.0	0.0
441160	0.0	20.0
646498	0.0	0.0
441108	579.0	226.0
23562	1.0	10.0
23563	8.0	1.0
359948	5454.0	10680.0
23564	6093.0	5287.0
23566	10.0	1440.0
100130693	0.0	1.0
23567	429.0	807.0
23568	738.0	499.0
23569	0.0	2.0
23560	2384.0	3420.0
286494	7.0	0.0
286495	608.0	95.0
286499	5.0	2.0
100130687	0.0	0.0
23576	1810.0	2085.0
117608	373.0	453.0
100129690	3.0	0.0
100129696	13.0	13.0
100129692	3.0	0.0
100129694	2.0	0.0
23548	818.0	612.0
23549	3177.0	6831.0
100130677	2.0	0.0
100130676	0.0	0.0
23541	125.0	1759.0
23542	52.0	8116.0
23543	7768.0	7068.0
130612	61.0	1562.0
23544	5.0	12417.0
130617	977.0	660.0
100130671	0.0	0.0
23545	1178.0	1362.0
441124	138.0	52.0
23546	0.0	11.0
441123	4.0	1.0
23547	6.0	76.0
441131	1.0	0.0
23559	403.0	452.0
23551	154.0	208.0
23552	147.0	268.0
23553	0.0	0.0
23554	1054.0	580.0
23555	6973.0	2763.0
100130660	0.0	0.0
23556	968.0	2595.0
23557	1932.0	1583.0
23558	9293.0	6725.0
23550	407.0	4977.0
23526	1480.0	733.0
23527	3768.0	3037.0
23528	1177.0	5081.0
286442	1.0	1.0
23529	154.0	128.0
129642	500.0	4864.0
286444	18.0	16.0
100129669	0.0	0.0
100463482	14.0	6.0
23520	1.0	0.0
23521	47705.0	124256.0
23522	3016.0	21719.0
23523	2183.0	3796.0
23524	33317.0	36556.0
359996	0.0	0.0
115004	180.0	248.0
100129664	0.0	0.0
100463487	8.0	6.0
100463486	44.0	21.0
100463489	4.0	0.0
100463488	3.0	8.0
100129662	131.0	7.0
286451	4722.0	4272.0
23538	0.0	0.0
23539	25.0	35.0
23530	7329.0	5894.0
23531	19320.0	808.0
100130640	0.0	0.0
23532	13.0	21.0
23533	260.0	184.0
359997	1.0	0.0
23534	3717.0	4442.0
23536	969.0	1163.0
100463498	108.0	99.0
100129654	1.0	4.0
286460	72.0	149.0
100129650	0.0	0.0
23504	108.0	3620.0
100499416	0.0	0.0
23505	3747.0	8595.0
100499417	0.0	0.0
23506	2366.0	2220.0
286464	16.0	0.0
100130637	0.0	0.0
23507	1612.0	1098.0
100130636	0.0	0.0
23508	341.0	844.0
23509	5697.0	9058.0
286467	19.0	21.0
100129647	1.0	0.0
100130631	0.0	0.0
23500	7545.0	5586.0
100499418	0.0	0.0
23503	3100.0	2653.0
100129641	3.0	1.0
100129640	0.0	5.0
286472	0.0	0.0
23515	2260.0	2203.0
345275	1044.0	9.0
100499405	157.0	34.0
23516	2783.0	3386.0
23517	3662.0	3679.0
100130626	0.0	0.0
23518	2014.0	1954.0
102465752	0.0	0.0
23519	1.0	0.0
345274	79.0	22.0
100130621	22.0	15.0
23510	2508.0	2181.0
23511	2547.0	2131.0
23512	1950.0	3009.0
23513	2155.0	3177.0
23514	2191.0	3012.0
100129631	0.0	0.0
129607	331.0	882.0
129563	944.0	1193.0
431704	0.0	1.0
117579	1.0	0.0
130557	435.0	459.0
431705	0.0	12.0
431707	8.0	1.0
129560	1.0	0.0
117583	3537.0	1492.0
84449	925.0	776.0
84448	150.0	85.0
117584	824.0	1628.0
84445	5210.0	3764.0
84444	1101.0	1470.0
84447	4857.0	5016.0
84446	31.0	67.0
84441	4138.0	457.0
84440	88.0	3924.0
84443	5.0	59.0
646405	20.0	14.0
646409	0.0	0.0
117581	1797.0	72.0
130560	3.0	0.0
646424	1.0	7.0
84437	809.0	197.0
84439	189.0	153.0
60489	259.0	353.0
60488	1963.0	3431.0
84433	62.0	136.0
60487	402.0	280.0
84436	733.0	366.0
84435	14.0	0.0
60485	3673.0	2176.0
60484	11.0	38.0
84432	13.0	15.0
60482	3.0	1.0
60481	43724.0	13884.0
130576	21.0	2606.0
130574	51.0	3953.0
84467	15.0	11.0
84466	33.0	37.0
60496	1829.0	1713.0
60495	83.0	2.0
60494	42.0	13.0
84465	14.0	4.0
84464	422.0	896.0
60493	841.0	1172.0
60492	1918.0	1124.0
60491	864.0	1360.0
60490	346.0	280.0
84461	851.0	1173.0
84460	1238.0	623.0
646442	8.0	12.0
129530	22.0	11.0
129531	522.0	351.0
130589	1014.0	446.0
201501	664.0	782.0
84456	527.0	417.0
84455	216.0	417.0
84458	801.0	1758.0
84457	7.0	5.0
84450	1150.0	2922.0
646457	1.0	4.0
100500870	0.0	0.0
100500872	0.0	0.0
201514	448.0	589.0
201516	21.0	0.0
646450	49.0	36.0
23480	1212.0	1773.0
105416157	100.0	98.0
23481	2157.0	5712.0
23483	750.0	350.0
23484	2785.0	1868.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	1.0
100500879	0.0	0.0
646463	0.0	0.0
646467	3.0	4.0
100500860	0.0	0.0
96459	2492.0	3403.0
100500861	0.0	0.0
23498	481.0	68.0
23499	22605.0	17358.0
23491	27.0	216.0
23492	3965.0	1805.0
23493	635.0	147.0
23495	2.0	2.0
100500862	0.0	0.0
100500863	0.0	0.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	18.0	35.0
100500866	1.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	1.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	1.0	0.0
23463	7744.0	3817.0
394217	0.0	0.0
23464	242.0	1477.0
130535	1360.0	1080.0
23466	4239.0	5453.0
23467	1102.0	5228.0
23468	5861.0	10274.0
23469	6126.0	4962.0
2801	5258.0	3811.0
2800	1893.0	1491.0
23460	2396.0	196.0
23461	2702.0	1712.0
23462	776.0	1398.0
100500895	0.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	1659.0	11809.0
100500898	0.0	0.0
2805	1148.0	4476.0
100500899	0.0	0.0
2804	11934.0	16758.0
2803	11552.0	4748.0
2802	5469.0	4448.0
130540	40.0	11.0
646486	1.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	658.0	790.0
23475	203.0	1446.0
23476	3939.0	5654.0
23478	8165.0	4492.0
23479	5848.0	2112.0
646480	22.0	0.0
2812	0.0	0.0
2811	43.0	34.0
2810	503.0	3421.0
23471	9434.0	8160.0
23473	2655.0	1817.0
100500884	0.0	0.0
2819	151391.0	1537.0
100500885	0.0	0.0
84498	2793.0	2127.0
100500886	0.0	0.0
2817	2693.0	3750.0
100500888	0.0	0.0
2815	0.0	0.0
100500889	0.0	1.0
2814	6.0	2.0
2813	0.0	3278.0
2823	527.0	8.0
2822	1603.0	83.0
2821	31274.0	17249.0
100500839	0.0	0.0
2820	2828.0	5012.0
201562	21319.0	5902.0
100379623	4.0	3.0
2829	32.0	42.0
100500831	0.0	0.0
2828	809.0	445.0
2827	13.0	8.0
100500833	1.0	6.0
2826	101.0	37.0
100500834	0.0	0.0
2825	53.0	86.0
100500835	0.0	0.0
2824	424.0	168.0
100500836	0.0	0.0
727699	2.0	0.0
2834	0.0	1.0
100500826	0.0	0.0
2833	36.0	67.0
100500827	0.0	0.0
2832	2.0	0.0
100500828	0.0	0.0
2831	0.0	0.0
100500829	0.0	0.0
60401	206.0	78.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	9.0	2.0
100500822	0.0	0.0
2837	1.0	2.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	24.0	2.0
100500825	0.0	0.0
100500850	9.0	9.0
2845	4.0	2.0
100500859	0.0	0.0
2844	1.0	1.0
2843	45.0	5.0
2842	7.0	22.0
2841	10.0	36.0
60412	5075.0	3206.0
2840	280.0	12.0
100500851	0.0	0.0
100500854	6.0	1.0
2849	11.0	68.0
100500855	0.0	0.0
2848	1.0	0.0
394261	19.0	0.0
2847	3.0	71.0
347933	0.0	0.0
100500857	0.0	0.0
2846	22.0	12.0
100500858	0.0	0.0
394263	4.0	1.0
2856	1.0	3.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	1.0	2.0
201595	8305.0	11374.0
2852	1461.0	168.0
2850	87.0	601.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	39.0	43.0
100500846	0.0	0.0
2857	3085.0	209.0
100500847	0.0	0.0
2870	1023.0	1937.0
107105261	0.0	0.0
2867	134.0	223.0
107105265	0.0	0.0
60437	57.0	16.0
2866	3.0	0.0
107105264	1.0	0.0
60436	872.0	2153.0
2865	16.0	0.0
107105263	0.0	0.0
2864	2.0	0.0
107105262	0.0	0.0
2863	8.0	2.0
2862	3.0	1.0
2861	43.0	121.0
347918	561.0	457.0
107105266	0.0	0.0
2869	2424.0	2175.0
2868	240.0	204.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	93032.0	2589.0
2877	211.0	954.0
107105253	13.0	8.0
2876	14859.0	5538.0
2875	1954.0	48.0
2874	141.0	137.0
2873	3937.0	4208.0
2872	13272.0	5000.0
107105256	0.0	0.0
2871	4.0	0.0
347902	1616.0	373.0
107105259	0.0	0.0
2879	34049.0	11339.0
727682	0.0	0.0
727684	0.0	0.0
2892	50.0	6.0
2891	5.0	4.0
2890	647.0	1946.0
727686	1.0	0.0
84419	25.0	1169.0
2889	8707.0	2833.0
100500815	0.0	0.0
2888	298.0	9.0
100500816	0.0	0.0
2887	2980.0	2116.0
100500817	0.0	0.0
2886	61.0	1282.0
100500818	0.0	0.0
2885	7859.0	11107.0
100500819	0.0	0.0
2884	21.0	4.0
2882	485.0	298.0
100642175	24.0	3.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	4.0	1.0
100500813	0.0	0.0
100500814	0.0	1.0
727676	0.0	0.0
107105271	0.0	0.0
727677	7.0	13.0
2899	124.0	4275.0
84418	4010.0	723.0
2898	23.0	8.0
60468	335.0	108.0
84417	1217.0	18.0
2897	25.0	2.0
2896	12335.0	12820.0
60467	0.0	0.0
100500808	0.0	0.0
2895	1.0	1.0
100500809	1.0	0.0
2894	217.0	131.0
2893	35.0	0.0
100500801	0.0	0.0
100500802	7.0	19.0
100500803	0.0	0.0
23603	11938.0	4137.0
100129507	0.0	0.0
23604	3415.0	475.0
23605	0.0	0.0
23606	0.0	1.0
23607	2490.0	4326.0
23608	5434.0	4370.0
23609	1881.0	1048.0
286527	4.0	43.0
286528	0.0	0.0
23600	254.0	641.0
23601	9.0	105.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	3.0	0.0
23614	0.0	0.0
23615	4.0	7.0
23616	210.0	875.0
286530	342.0	147.0
23617	0.0	0.0
23619	11.0	0.0
23612	6384.0	1731.0
23613	1856.0	6318.0
286544	32.0	49.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	1.0
441273	11.0	5.0
100463528	0.0	0.0
441272	478.0	218.0
100379667	0.0	0.0
100288998	1.0	0.0
441263	24.0	9.0
441261	0.0	0.0
100288984	0.0	0.0
441295	20.0	6.0
441294	0.0	0.0
100463500	2.0	1.0
100288979	0.0	0.0
286512	7.0	5.0
286514	0.0	0.0
60625	556.0	541.0
441282	80.0	77.0
646377	0.0	0.0
100130579	1.0	0.0
646379	0.0	0.0
646378	1.0	0.0
23683	3801.0	753.0
404281	24.0	52.0
100130572	0.0	0.0
646370	0.0	0.0
23682	58.0	72.0
100129587	0.0	0.0
100129583	396.0	109.0
100129584	0.0	1.0
441218	1.0	2.0
100130566	0.0	0.0
100130564	1.0	0.0
100130562	1547.0	3372.0
100130561	35.0	104.0
441212	164.0	142.0
646382	0.0	0.0
100129570	0.0	1.0
404266	33.0	111.0
100130557	20.0	24.0
100130555	0.0	0.0
646390	0.0	0.0
441246	31.0	30.0
23666	162.0	96.0
23667	0.0	0.0
646392	0.0	0.0
23668	0.0	3.0
441251	1.0	1.0
441250	101.0	121.0
23660	844.0	592.0
100129564	0.0	0.0
100129566	5.0	1.0
100129561	2.0	1.0
100130549	1.0	0.0
130500	0.0	0.0
100129557	3.0	1.0
23673	8018.0	1895.0
441238	4.0	1.0
130502	132.0	295.0
23676	0.0	0.0
130507	6401.0	4566.0
23677	2421.0	5262.0
441234	1.0	0.0
23678	386.0	913.0
23679	0.0	2.0
23670	3265.0	2292.0
23671	3.0	0.0
100129556	1.0	0.0
100129555	2.0	0.0
23647	1336.0	2685.0
23648	3776.0	1992.0
100130539	17.0	1.0
23649	492.0	1241.0
129521	0.0	0.0
100130535	0.0	0.0
23640	791.0	2327.0
23641	1639.0	3041.0
23642	514.0	1734.0
23643	310.0	135.0
23644	1351.0	1202.0
23645	9402.0	1027.0
23646	9056.0	11089.0
100129543	6.0	5.0
23658	1023.0	1308.0
23659	1096.0	807.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	0.0	1.0
100130522	51.0	228.0
23650	793.0	874.0
23654	9168.0	11989.0
23657	41.0	282.0
117532	80.0	3.0
117531	14.0	2.0
100130519	39.0	137.0
23625	717.0	920.0
23626	0.0	0.0
23627	46.0	72.0
100130514	0.0	0.0
441208	10.0	17.0
23620	9.0	1.0
23621	3364.0	2939.0
23623	1075.0	2140.0
23624	17.0	1858.0
23636	1875.0	4446.0
23637	4411.0	2587.0
23639	174.0	113.0
100129515	0.0	0.0
23630	70.0	2.0
23632	18.0	77.0
23633	5313.0	3043.0
23635	1860.0	2377.0
100129512	0.0	0.0
404201	392.0	61.0
404203	0.0	0.0
129446	1.0	0.0
404204	0.0	0.0
84569	0.0	1.0
60598	155.0	1868.0
84561	88.0	1589.0
60592	3249.0	1452.0
84560	0.0	0.0
648947	4.0	8.0
646300	1.0	9.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	244.0	192.0
727736	0.0	0.0
84559	0.0	0.0
84557	1281.0	1161.0
84553	48.0	603.0
84552	707.0	364.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	2.0	2.0
100499457	0.0	0.0
727764	6.0	2.0
102465669	0.0	0.0
102465668	0.0	2.0
646309	136.0	181.0
201627	1337.0	925.0
646324	21.0	433.0
201626	1715.0	1754.0
727758	31.0	107.0
201625	13.0	5.0
648980	0.0	2.0
84572	2774.0	1936.0
646316	0.0	0.0
84570	538.0	9.0
345462	254.0	97.0
102465689	17.0	0.0
102465688	0.0	0.0
646330	5.0	0.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	8883.0	15144.0
727701	0.0	0.0
727703	0.0	10.0
727704	0.0	0.0
201633	45.0	80.0
2900	28.0	547.0
2908	13995.0	8029.0
2907	13550.0	13910.0
2906	35.0	214.0
2905	35.0	178.0
2904	210.0	6.0
2903	91.0	15.0
345456	0.0	0.0
2902	5.0	8.0
2901	47.0	35.0
406894	0.0	1.0
406893	4.0	0.0
406896	5.0	6.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	3.0	1.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	1.0
406892	0.0	0.0
406891	0.0	1.0
2911	8.0	2.0
201651	18.0	8.0
2919	34.0	89.0
2918	7.0	23.0
102465691	0.0	0.0
2917	16.0	7.0
2916	11.0	4.0
2915	3.0	2.0
2914	1.0	6414.0
2913	11.0	0.0
2912	11.0	12.0
404220	19.0	3.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	0.0	0.0
406887	0.0	0.0
406886	23.0	3.0
406889	0.0	0.0
406888	6.0	0.0
23584	76.0	12.0
23585	5841.0	5080.0
23586	1148.0	1981.0
23587	1298.0	1795.0
23588	2525.0	2806.0
23589	3514.0	1499.0
406881	3.0	3.0
2922	10.0	207.0
2921	49.0	3.0
2920	892.0	23.0
23580	6686.0	4793.0
23581	1.0	5.0
23582	3294.0	1656.0
23583	1071.0	1384.0
404217	28.0	142.0
2928	0.0	0.0
2926	5704.0	3738.0
2925	7.0	680.0
2923	13583.0	24581.0
646366	3.0	0.0
345430	0.0	0.0
406875	0.0	0.0
404216	0.0	11.0
23595	1564.0	1146.0
23596	169.0	251.0
23597	1961.0	391.0
96597	4.0	1.0
23598	1656.0	6966.0
100130584	0.0	0.0
100130581	163.0	202.0
646360	0.0	0.0
129450	364.0	396.0
130429	0.0	0.0
2932	3601.0	5009.0
2931	2209.0	4073.0
23590	95.0	250.0
100129591	3.0	1.0
23591	1.0	1.0
23592	1687.0	1701.0
23593	12614.0	4317.0
23594	12.0	300.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	0.0	0.0
100499483	71.0	26.0
2939	2.0	7.0
2938	115.0	688.0
2937	1775.0	2396.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	1734.0	2481.0
2935	8963.0	16707.0
2934	224029.0	8866.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	1567.0	2082.0
60506	1.0	1.0
2944	9.0	16.0
2942	0.0	0.0
2941	1136.0	1333.0
2940	0.0	1.0
2949	627.0	1113.0
2948	1710.0	711.0
2947	1509.0	796.0
2946	1955.0	388.0
60526	879.0	716.0
2954	866.0	1554.0
2953	0.0	0.0
2951	0.0	0.0
2950	9188.0	3298.0
2959	976.0	909.0
2958	1377.0	1045.0
2957	3052.0	3526.0
2956	2205.0	5012.0
100288948	1.0	0.0
60529	156.0	9.0
60528	4558.0	4218.0
2966	136.0	791.0
84504	0.0	1.0
2965	2269.0	1806.0
84503	351.0	458.0
2964	3.0	2.0
2963	787.0	1371.0
2962	3370.0	6927.0
2961	2417.0	916.0
84502	34.0	17.0
2960	677.0	689.0
84501	90.0	426.0
2969	4831.0	5580.0
2968	95.0	104.0
2967	1287.0	1296.0
2980	0.0	0.0
2977	1680.0	818.0
2976	1910.0	2993.0
2975	4029.0	7906.0
2974	9.0	13.0
2972	1768.0	1786.0
2971	6718.0	5910.0
2970	46.0	118.0
2979	29.0	14.0
2978	3.0	0.0
154442	9.0	1.0
2990	3522.0	5451.0
225689	7.0	28.0
84519	113.0	92.0
84518	34.0	410.0
60559	5217.0	3620.0
100500914	0.0	0.0
2987	5243.0	3705.0
60558	1697.0	2063.0
84525	180.0	746.0
100500915	0.0	0.0
2986	3.0	0.0
84528	0.0	2.0
100500916	0.0	0.0
84527	597.0	334.0
100500917	0.0	2.0
2984	143.0	185.0
84522	1905.0	1497.0
100500918	0.0	0.0
2983	1050.0	541.0
100500919	0.0	0.0
84524	280.0	866.0
2982	2302.0	732.0
2981	0.0	0.0
84520	288.0	801.0
100500910	0.0	0.0
100500911	0.0	1.0
2989	0.0	4.0
100500913	0.0	0.0
2999	86.0	31.0
84515	576.0	1187.0
100500903	0.0	0.0
2998	302.0	3.0
84514	1202.0	2194.0
100500904	0.0	3.0
2997	6649.0	3436.0
84517	159.0	108.0
100500905	0.0	0.0
84516	3643.0	4824.0
2996	103.0	9.0
100500906	0.0	0.0
2995	7978.0	544.0
2994	0.0	0.0
100500908	0.0	2.0
84513	762.0	2393.0
2993	0.0	0.0
100500909	0.0	0.0
2992	2112.0	3053.0
60561	850.0	1426.0
60560	802.0	812.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	1.0	0.0
154467	126.0	773.0
130497	457.0	31.0
84548	805.0	573.0
84547	322.0	1064.0
100500938	2.0	1.0
84549	787.0	777.0
84546	0.0	0.0
84545	2267.0	3310.0
84542	655.0	854.0
84541	87.0	40.0
727795	31.0	24.0
84529	183.0	423.0
84536	100.0	117.0
84539	0.0	0.0
84532	1009.0	3731.0
84530	4.0	173.0
23729	207.0	298.0
201288	0.0	0.0
201283	695.0	761.0
23738	2.0	1.0
23731	10453.0	3457.0
23732	2.0	1.0
201299	0.0	54.0
201292	1051.0	1447.0
201294	167.0	130.0
23704	242.0	47343.0
23705	897.0	1017.0
23708	754.0	99.0
252840	7.0	11.0
252841	1.0	0.0
100288897	0.0	4.0
23710	10995.0	692.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	9.0	0.0
100288861	0.0	0.0
84701	264.0	86.0
252884	169.0	688.0
84700	15.0	191.0
129841	1.0	0.0
94086	11.0	6.0
117854	349.0	126.0
100130450	2.0	2.0
154807	26934.0	6849.0
100129460	89.0	88.0
359710	0.0	0.0
94081	786.0	6567.0
115201	760.0	996.0
100129468	0.0	0.0
100129464	2.0	3.0
286256	3.0	13.0
286257	399.0	560.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	298.0	567.0
646269	5.0	2.0
646262	0.0	0.0
286262	227.0	852.0
142827	2.0	5.0
100129452	0.0	0.0
646278	135.0	9.0
100130435	1.0	0.0
727800	185.0	428.0
646270	3.0	6.0
154822	28.0	3.0
23782	0.0	0.0
23783	2.0	0.0
23784	0.0	4.0
23786	7348.0	4834.0
23787	10405.0	10261.0
646273	0.0	1.0
23788	4783.0	5141.0
359730	3.0	1.0
359731	0.0	0.0
23780	1477.0	1408.0
23781	2.0	0.0
345079	16.0	158.0
154810	5708.0	1071.0
100129438	0.0	0.0
94097	318.0	1951.0
359737	0.0	0.0
359738	0.0	0.0
359739	2.0	3.0
646282	13.0	37.0
359736	28.0	0.0
359740	0.0	1.0
359741	0.0	0.0
359742	0.0	0.0
359743	25.0	6.0
139201	21.0	20.0
129804	713.0	421.0
129807	9.0	2.0
129880	256.0	347.0
23768	3499.0	412.0
23769	10.0	18.0
129881	8.0	25.0
100130418	466.0	506.0
345062	0.0	0.0
286204	20.0	7.0
100129428	0.0	0.0
286205	1169.0	450.0
100129427	1.0	0.0
23760	3498.0	3504.0
359748	0.0	0.0
100862854	0.0	0.0
286207	34.0	69.0
359749	2.0	1.0
23761	5604.0	2690.0
100862855	0.0	0.0
23762	199.0	1580.0
23764	2015.0	848.0
359744	0.0	2.0
100862850	0.0	0.0
23765	2255.0	3205.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	57.0	291.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	0.0	1.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	28.0	259.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	2038.0	2771.0
359755	1.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	1.0	0.0
359760	0.0	0.0
23770	10274.0	9733.0
359761	2.0	3.0
129868	0.0	0.0
23746	0.0	2.0
102465502	0.0	3.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	14.0	52.0
23749	0.0	0.0
100129403	0.0	1.0
345041	24.0	26.0
100129405	47.0	88.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	10311.0	4785.0
102465507	0.0	0.0
23742	10.0	0.0
359766	0.0	0.0
23743	4554.0	114.0
359767	0.0	0.0
102465505	0.0	0.0
130813	3.0	13.0
23744	0.0	0.0
102465504	0.0	0.0
130814	2640.0	971.0
102465503	0.0	0.0
359774	4.0	0.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	0.0
