id	7f92fd47-9938-4069-bc1d-ce6d7d6c1dc4	eaee0d82-cd7e-47a5-859f-59b7bf5ad6a0
28571	0.0	1.0
28576	0.0	1.0
28577	1.0	0.0
653354	0.0	3.0
28574	0.0	1.0
401687	0.0	0.0
28575	0.0	0.0
641372	13.0	12.0
641371	1144.0	41.0
112950	1877.0	1182.0
641373	0.0	24.0
28589	4.0	4.0
28583	0.0	3.0
28584	1.0	1.0
28581	2.0	2.0
28582	1.0	0.0
28587	0.0	1.0
124930	474.0	326.0
28588	0.0	0.0
28585	0.0	0.0
28586	3.0	1.0
28580	0.0	0.0
124935	1670.0	597.0
124936	1540.0	1124.0
378805	532.0	944.0
641380	0.0	0.0
112942	1537.0	1390.0
378807	0.0	9.0
641382	1.0	0.0
641384	3.0	672.0
401675	0.0	14.0
28558	8.0	4.0
28559	39.0	26.0
28556	0.0	1.0
28557	0.0	1.0
148930	0.0	0.0
401667	0.0	0.0
28555	0.0	3.0
401666	0.0	0.0
28552	0.0	0.0
148932	2925.0	1214.0
401665	1.0	0.0
641379	0.0	0.0
124925	1.0	288.0
401664	0.0	0.0
28569	0.0	0.0
401663	0.0	0.0
112939	982.0	2197.0
401662	0.0	0.0
28567	10.0	6.0
401661	2.0	0.0
28568	1.0	2.0
112937	1.0	12.0
112936	4366.0	2897.0
449645	1.0	8.0
28561	0.0	3.0
124912	0.0	0.0
653361	56.0	33.0
28560	0.0	0.0
28565	0.0	1.0
653363	0.0	0.0
653364	3.0	1.0
28566	0.0	2.0
28563	0.0	4.0
28564	2.0	5.0
378828	0.0	0.0
378825	0.0	4.0
391804	0.0	1.0
124989	396.0	928.0
391803	0.0	0.0
340286	1.0	19.0
653390	92.0	179.0
339290	6764.0	2055.0
339291	0.0	0.0
378818	0.0	1.0
378819	0.0	0.0
378810	0.0	111.0
391811	0.0	0.0
653381	10.0	28.0
124975	3.0	791.0
124976	1433.0	339.0
391819	0.0	0.0
124974	0.0	0.0
340277	553.0	975.0
340274	105.0	0.0
340273	395.0	41.0
339287	6002.0	5460.0
28514	345.0	199.0
28512	898.0	500.0
28513	38.0	7.0
28518	0.0	5.0
28519	0.0	0.0
28516	4.0	1.0
28517	1.0	15.0
28510	0.0	4.0
28511	2432.0	1311.0
124961	842.0	1385.0
340267	51.0	418.0
340260	0.0	0.0
112970	408.0	176.0
28525	0.0	0.0
28526	784.0	20.0
28523	0.0	0.0
378832	1.0	267.0
28524	0.0	0.0
28521	0.0	1.0
28522	0.0	0.0
28520	0.0	1.0
900	12248.0	847.0
901	5355.0	2827.0
340252	923.0	1680.0
902	3375.0	2602.0
904	3539.0	2639.0
905	3205.0	3605.0
908	6706.0	3448.0
909	1.0	374.0
340371	3831.0	1650.0
136895	404.0	172.0
51081	3707.0	788.0
51083	13.0	10.0
51082	4601.0	2612.0
51085	11139.0	1032.0
51084	1874.0	757.0
51087	1473.0	448.0
51086	17.0	17.0
146212	6.0	141.0
51088	4882.0	3868.0
910	6.0	7.0
90678	889.0	1113.0
911	95.0	121.0
912	74.0	34.0
913	10.0	132.0
914	86.0	116.0
915	30.0	19.0
916	144.0	112.0
917	49.0	57.0
919	120.0	73.0
90673	1242.0	1425.0
51090	350.0	297.0
51092	9977.0	4333.0
51091	1312.0	930.0
51094	7213.0	8636.0
51093	1378.0	1504.0
51096	1029.0	587.0
51095	1154.0	795.0
146225	9.0	19.0
51098	2344.0	661.0
340359	3.0	36.0
51097	4187.0	2792.0
146223	2392.0	5413.0
51099	9279.0	1039.0
920	3550.0	2042.0
146227	86.0	378.0
921	58.0	689.0
90668	22.0	121.0
922	1.0	0.0
923	72.0	220.0
340351	201.0	214.0
924	47.0	15.0
643941	0.0	0.0
925	56.0	82.0
926	16.0	34.0
927	0.0	0.0
928	2141.0	5295.0
100312775	14.0	12.0
929	6146.0	727.0
158228	1.0	2.0
339366	77.0	416.0
26095	56.0	391.0
401825	0.0	3.0
26098	1312.0	2491.0
340348	351.0	222.0
26097	3033.0	4567.0
388324	284.0	397.0
26099	5705.0	3410.0
388325	134.0	664.0
930	7.0	21.0
148898	903.0	367.0
931	18.0	138.0
388323	15.0	19.0
932	0.0	0.0
933	129.0	399.0
643954	0.0	0.0
26090	2143.0	1434.0
134265	6884.0	762.0
26092	9529.0	7342.0
936	0.0	0.0
26091	3341.0	3904.0
158234	795.0	2519.0
26094	741.0	656.0
643955	0.0	1.0
938	0.0	0.0
26093	457.0	504.0
939	34.0	114.0
401827	0.0	20.0
90693	886.0	1316.0
158219	726.0	1553.0
134266	1373.0	907.0
643971	0.0	8.0
940	471.0	102.0
941	8.0	141.0
124872	2.0	38.0
942	375.0	462.0
943	323.0	8.0
342994	5.0	16.0
944	152.0	187.0
643965	0.0	8.0
945	336.0	293.0
946	63.0	55.0
7903	1937.0	571.0
947	28708.0	1994.0
158222	100.0	41.0
948	397603.0	1793.0
949	5579.0	2791.0
7905	11909.0	2750.0
136853	182.0	68.0
401895	1.0	0.0
339344	250.0	158.0
339345	0.0	0.0
653308	147.0	203.0
26074	31.0	345.0
7918	631.0	611.0
26073	7246.0	2876.0
7917	11393.0	5720.0
7919	5557.0	10272.0
950	22613.0	11421.0
951	303.0	530.0
952	271.0	90.0
388344	617.0	85.0
953	2328.0	4426.0
954	38.0	213.0
643976	0.0	0.0
955	2339.0	2618.0
641311	13.0	0.0
956	535.0	1587.0
957	2085.0	5508.0
958	2001.0	656.0
959	52.0	42.0
7913	6065.0	2049.0
7916	12997.0	11493.0
7915	3590.0	581.0
26071	1874.0	249.0
388341	223.0	367.0
26085	2.0	1.0
388339	47.0	4.0
26084	2610.0	963.0
342979	0.0	19.0
960	14965.0	45311.0
26086	283.0	478.0
342977	4.0	13.0
388335	1468.0	304.0
961	5661.0	3601.0
26088	1658.0	3182.0
962	211.0	230.0
388336	957.0	234.0
963	1071.0	1464.0
388333	0.0	6.0
965	868.0	406.0
966	27239.0	9762.0
7920	216.0	373.0
643987	0.0	0.0
967	34478.0	4687.0
7923	752.0	322.0
7922	3110.0	4089.0
968	69.0	63.0
969	613.0	102.0
26080	0.0	0.0
643988	54.0	223.0
26083	3.0	41.0
161835	14.0	1494.0
134218	3428.0	2531.0
100312782	0.0	0.0
7941	90.0	47.0
7940	212.0	323.0
26059	13.0	52.0
339324	1129.0	2139.0
339327	661.0	1253.0
26052	695.0	1279.0
26051	5218.0	380.0
339318	666.0	678.0
340307	3.0	2.0
26054	6118.0	5705.0
970	43.0	7.0
971	75.0	113.0
26053	2712.0	19529.0
972	50704.0	29192.0
26056	2481.0	2039.0
973	17.0	55.0
974	169.0	45.0
26058	5519.0	8592.0
975	66348.0	5510.0
26057	8495.0	14311.0
653333	11.0	15.0
976	2645.0	445.0
7932	0.0	2.0
100312789	0.0	0.0
977	15678.0	4054.0
100312788	0.0	0.0
978	91.0	39.0
643996	3.0	16.0
7936	2226.0	1232.0
100312785	3.0	8.0
26050	7.0	24.0
100312787	0.0	0.0
641339	194.0	436.0
161823	1175.0	601.0
100312792	0.0	7.0
100312794	9.0	96.0
100312790	0.0	0.0
148870	0.0	11.0
388364	0.0	0.0
388363	542.0	30.0
653316	4.0	74.0
653319	558.0	916.0
148867	1740.0	3479.0
26063	742.0	1010.0
122258	0.0	1.0
26062	0.0	1.0
102578074	0.0	0.0
26065	7172.0	4558.0
26064	1163.0	3092.0
983	221.0	221.0
984	1071.0	766.0
146206	24.0	97.0
987	4285.0	27368.0
988	3873.0	2570.0
7942	784.0	346.0
989	13149.0	4078.0
26061	1982.0	964.0
161829	12.0	6.0
100312798	0.0	67.0
26060	5618.0	3450.0
219525	1.0	0.0
5300	890.0	884.0
5301	0.0	0.0
339302	4.0	3.0
388394	2.0	4.0
990	70.0	233.0
991	11.0	200.0
100419609	0.0	1.0
342945	308.0	748.0
993	24.0	65.0
994	1245.0	1037.0
51001	855.0	292.0
100419606	0.0	0.0
51000	1487.0	1055.0
995	1.0	90.0
996	6081.0	3018.0
51003	278.0	206.0
100419608	15.0	37.0
997	1199.0	429.0
51002	794.0	428.0
388389	0.0	2.0
998	13468.0	8961.0
51005	407.0	501.0
999	40.0	13842.0
51004	982.0	979.0
158293	4289.0	4018.0
51006	2001.0	1752.0
7955	95.0	49.0
51009	2616.0	1358.0
7957	1172.0	579.0
51008	1552.0	1563.0
158297	12.0	71.0
219537	10.0	83.0
5310	6508.0	3832.0
5311	4946.0	982.0
101929387	9.0	211.0
388387	83.0	7.0
100419614	0.0	7.0
388381	6.0	0.0
51010	696.0	1103.0
100420608	0.0	2.0
342933	0.0	2.0
51012	3927.0	2003.0
51011	1486.0	599.0
51014	5667.0	1790.0
51013	944.0	761.0
51016	230.0	156.0
7965	530.0	215.0
51015	3332.0	1006.0
5303	583.0	318.0
51018	1630.0	1047.0
5304	1.0	361.0
5305	2267.0	3062.0
5306	4563.0	4067.0
5307	1.0	280.0
51019	1451.0	842.0
342931	1.0	2.0
5308	62.0	17.0
101929390	0.0	0.0
5309	4.0	0.0
219527	68.0	38.0
101929397	0.0	0.0
7980	923.0	15.0
5320	3230.0	146.0
7982	2284.0	1062.0
5321	1722.0	73.0
5322	328.0	20.0
7984	292.0	290.0
219541	441.0	480.0
51021	3940.0	1564.0
51020	3316.0	1535.0
51023	810.0	297.0
51022	338.0	99.0
51025	340.0	504.0
342926	1268.0	535.0
51024	3202.0	586.0
7976	128.0	847.0
5313	1.0	14.0
51027	516.0	266.0
100420613	0.0	0.0
51026	2399.0	423.0
5314	1.0	50.0
7975	576.0	528.0
100420612	4.0	6.0
5315	13900.0	23685.0
51029	3369.0	2143.0
7978	460.0	427.0
51028	4243.0	2603.0
5316	1265.0	2024.0
5317	1164.0	135.0
5318	630.0	753.0
7979	2565.0	445.0
219539	54.0	214.0
5319	0.0	8.0
219557	0.0	3.0
7991	2004.0	1643.0
5330	547.0	1037.0
7994	6410.0	8484.0
5331	1264.0	1222.0
5332	1073.0	277.0
7993	739.0	435.0
5333	1809.0	779.0
5334	2645.0	1258.0
51030	1447.0	697.0
51032	6.0	55.0
51031	2659.0	1895.0
342918	0.0	13.0
100420627	0.0	14.0
51035	2994.0	625.0
5324	405.0	93.0
5325	6359.0	1217.0
5326	1006.0	1648.0
5327	2263.0	9106.0
7988	516.0	241.0
100420621	1.0	11.0
5328	2025.0	1743.0
5329	351.0	708.0
158248	8.0	108.0
5340	0.0	8.0
5341	1637.0	864.0
5342	4.0	46.0
5343	22.0	36.0
101929335	456.0	149.0
5345	151.0	37.0
63027	1562.0	2038.0
342909	139.0	168.0
342908	318.0	94.0
51043	3854.0	8935.0
51042	48.0	51.0
342900	0.0	0.0
100419649	0.0	0.0
51046	0.0	0.0
5335	5791.0	3103.0
90634	1701.0	960.0
134285	2.0	0.0
5336	1836.0	923.0
5337	3060.0	1209.0
90637	564.0	244.0
100420633	0.0	0.0
5338	1736.0	1582.0
5339	7398.0	11042.0
90639	468.0	315.0
5350	1056.0	131.0
5351	6389.0	2652.0
5352	7810.0	1163.0
219578	0.0	1.0
100419650	0.0	2.0
134288	0.0	0.0
63035	1331.0	1116.0
5354	515.0	45.0
5355	2441.0	1347.0
63036	1.0	22.0
5356	3557.0	1068.0
90632	7.0	49.0
101929344	0.0	0.0
161882	110.0	270.0
51050	29.0	49.0
51052	0.0	1.0
643906	0.0	1.0
51054	631.0	184.0
643904	0.0	92.0
51053	487.0	351.0
643905	0.0	3.0
51056	9030.0	2955.0
51058	472.0	555.0
51057	682.0	1242.0
643909	0.0	2.0
5346	264957.0	2860.0
90624	2807.0	744.0
51059	17.0	178.0
5347	92.0	321.0
5348	854.0	8.0
5349	38.0	3617.0
90625	17.0	562.0
90627	3393.0	4670.0
5360	10858.0	478.0
5361	2780.0	2270.0
5362	3120.0	2489.0
101929351	79.0	64.0
5364	2551.0	5882.0
5365	711.0	840.0
5366	137.0	1563.0
90665	0.0	0.0
5367	2.0	0.0
51061	3005.0	3365.0
51060	3922.0	1435.0
51063	1922.0	476.0
51062	426.0	572.0
146279	4.0	51.0
51065	3084.0	2059.0
643915	0.0	0.0
51067	738.0	513.0
51066	92.0	66.0
51069	1321.0	387.0
51068	4392.0	1055.0
5357	48.0	363.0
5358	8190.0	426.0
100420656	0.0	4.0
5359	4560.0	867.0
643911	742.0	720.0
100420650	0.0	49.0
5371	6786.0	2324.0
100420660	0.0	39.0
5372	4385.0	500.0
5373	459.0	3059.0
158257	5.0	23.0
732448	1.0	1.0
5375	19.0	1.0
5376	21984.0	3829.0
90655	0.0	0.0
5378	1081.0	792.0
219595	1.0	0.0
101929369	15.0	45.0
51070	1151.0	632.0
51072	157.0	462.0
51071	1599.0	494.0
5370	0.0	2.0
51074	2501.0	948.0
51073	1260.0	352.0
51076	1543.0	348.0
51075	4728.0	2743.0
51078	1793.0	1096.0
51077	2885.0	1427.0
51079	826.0	565.0
5368	0.0	38.0
5369	0.0	0.0
100420665	0.0	120.0
171222	13.0	3.0
171221	0.0	14.0
90649	353.0	466.0
171220	108.0	87.0
5382	162.0	389.0
5383	56.0	56.0
100419560	9.0	39.0
28619	4.0	2.0
5387	89.0	178.0
28613	0.0	0.0
28614	2.0	5.0
220594	0.0	4.0
28611	2.0	3.0
28612	0.0	1.0
28617	0.0	1.0
5380	2.0	10.0
28616	1.0	1.0
28610	0.0	2.0
5379	529.0	262.0
100420558	0.0	0.0
100420557	2.0	127.0
100420555	2.0	53.0
100420552	4.0	24.0
5393	1152.0	617.0
5394	3729.0	3245.0
5395	816.0	567.0
5396	12516.0	6034.0
101929302	79.0	311.0
28624	0.0	0.0
28625	0.0	0.0
28622	0.0	0.0
28623	0.0	0.0
28628	0.0	2.0
28629	1.0	1.0
28626	0.0	0.0
28627	0.0	0.0
28620	4.0	4.0
28621	0.0	0.0
100420568	0.0	7.0
100420567	1.0	30.0
101929310	0.0	105.0
100420574	0.0	1.0
28608	0.0	0.0
28609	1.0	5.0
100419595	0.0	8.0
28602	0.0	7.0
28603	0.0	1.0
101929328	7.0	666.0
28600	0.0	1.0
28601	0.0	2.0
28606	0.0	1.0
101929329	0.0	4.0
100419599	0.0	0.0
256536	0.0	0.0
100420589	0.0	0.0
100420588	0.0	26.0
53615	1562.0	863.0
53616	631.0	738.0
100420591	0.0	0.0
100420590	0.0	0.0
112802	0.0	1.0
256586	396.0	71.0
171177	3.0	527.0
171169	0.0	57.0
53632	7.0	17.0
53630	6.0	0.0
53635	2886.0	2976.0
53637	21.0	26.0
112840	633.0	404.0
26038	3.0	14.0
26037	1576.0	3327.0
653226	14.0	18.0
28699	0.0	0.0
26039	1087.0	1153.0
112849	843.0	438.0
112846	7.0	3.0
26030	2617.0	3611.0
28693	0.0	2.0
28694	0.0	0.0
26032	360.0	188.0
28691	2.0	1.0
26031	332.0	1444.0
28692	1.0	1.0
26034	62.0	136.0
28697	0.0	1.0
26033	12.0	51.0
28698	0.0	0.0
653232	212.0	53.0
100312803	0.0	0.0
26036	2899.0	4137.0
100312806	4.0	11704.0
28695	0.0	0.0
26035	2876.0	10195.0
28696	0.0	2.0
653234	8.0	17.0
643898	0.0	0.0
100312801	0.0	3.0
28690	6.0	0.0
26049	24.0	42.0
26048	593.0	1213.0
653214	969.0	624.0
100312819	0.0	0.0
26040	1750.0	7336.0
26043	5317.0	4448.0
26045	401.0	953.0
653220	0.0	0.0
26047	97.0	21.0
100312817	0.0	0.0
26046	3378.0	2672.0
100312816	0.0	0.0
124817	67.0	369.0
148808	726.0	333.0
378925	3.0	58.0
28679	0.0	2.0
26015	2023.0	1035.0
653247	0.0	109.0
26018	18564.0	12265.0
28677	1.0	5.0
26017	3963.0	1444.0
28678	0.0	0.0
26019	2866.0	2851.0
124801	452.0	399.0
28671	8.0	13.0
28672	8.0	6.0
26010	6468.0	2624.0
28670	5.0	3.0
26012	1529.0	1135.0
28675	0.0	0.0
26011	2074.0	1648.0
28676	4.0	0.0
28673	4.0	6.0
148811	108.0	396.0
26013	535.0	1801.0
28674	4.0	3.0
124808	911.0	842.0
148818	0.0	19.0
112812	36.0	34.0
26027	83.0	304.0
653236	39.0	0.0
28688	1.0	1.0
28689	1.0	3.0
653238	38.0	142.0
112817	758.0	63.0
148823	159.0	42.0
28682	1.0	1.0
28683	2.0	1.0
148824	11.0	6.0
28680	2.0	3.0
653240	0.0	1.0
26020	11010.0	5835.0
28681	0.0	0.0
28686	0.0	2.0
26022	1267.0	1237.0
28684	1.0	4.0
26025	165.0	281.0
26024	213.0	139.0
28685	0.0	1.0
378948	0.0	0.0
378949	0.0	0.0
112885	1.0	30.0
28657	0.0	2.0
653268	1.0	2.0
653269	2.0	94.0
28658	0.0	3.0
28655	0.0	0.0
28656	0.0	6.0
28659	0.0	0.0
28650	0.0	13.0
653275	0.0	0.0
28653	0.0	2.0
28654	0.0	8.0
28651	1.0	1.0
28652	0.0	12.0
100312849	5.0	50.0
102157402	1390.0	265.0
102157400	1.0	34.0
378938	21087.0	3032167.0
641298	22.0	372.0
26005	1544.0	5021.0
28668	0.0	0.0
28669	1.0	1.0
26007	1088.0	1372.0
28666	0.0	1.0
653259	6.0	15.0
28667	1.0	1.0
26009	2357.0	4884.0
28660	0.0	1.0
124857	11.0	3.0
28661	4.0	1.0
26001	4647.0	2825.0
28664	8.0	8.0
26000	2101.0	1683.0
28665	2.0	4.0
26003	4840.0	3212.0
28662	5.0	2.0
26002	170.0	202.0
28663	3.0	2.0
100312850	28.0	120.0
340390	31.0	188.0
340393	1.0	3.0
28639	2.0	7.0
112869	685.0	435.0
28638	124.0	58.0
100312829	0.0	1.0
100312826	18.0	87.0
124842	2.0	11.0
100312825	1.0	49.0
100312828	42.0	180.0
100312827	0.0	0.0
100312821	0.0	3.0
100312824	0.0	0.0
340385	500.0	543.0
100312823	0.0	32.0
339390	174.0	1.0
339396	0.0	0.0
28646	4.0	8.0
378950	0.0	0.0
28647	0.0	3.0
339398	3.0	186.0
378951	0.0	0.0
28644	0.0	5.0
378952	0.0	0.0
378953	0.0	0.0
28645	0.0	6.0
378955	0.0	0.0
112858	836.0	1007.0
28648	0.0	15.0
378956	0.0	0.0
28649	0.0	11.0
653282	0.0	0.0
28642	7.0	9.0
100312837	0.0	1.0
28643	0.0	0.0
100312836	0.0	0.0
653288	0.0	0.0
28640	0.0	14.0
28641	0.0	14.0
100312838	0.0	3.0
100312833	0.0	0.0
100312832	2.0	0.0
100312835	0.0	4.0
100312830	21.0	51.0
646096	0.0	0.0
90799	1886.0	2710.0
100287345	0.0	0.0
87171	8.0	119.0
87178	2193.0	882.0
100287327	0.0	0.0
100287325	0.0	0.0
100287314	18.0	29.0
26191	87.0	236.0
26190	7155.0	5404.0
100287302	0.0	2.0
26173	4372.0	2464.0
26175	600.0	516.0
154197	4.0	28.0
5411	3537.0	4575.0
5409	9.0	22.0
26184	0.0	3.0
26188	0.0	25.0
26189	0.0	0.0
5406	0.0	0.0
5407	0.0	1.0
5408	0.0	0.0
286002	2.0	15.0
5420	7832.0	4768.0
286006	74.0	88.0
100131546	0.0	0.0
646016	0.0	1.0
5422	1547.0	1610.0
51122	1974.0	1102.0
51121	517.0	260.0
51124	2104.0	604.0
51123	4689.0	2005.0
5412	5568.0	2883.0
51126	2442.0	1186.0
51125	4817.0	970.0
5413	397.0	815.0
5414	2621.0	1011.0
51128	5437.0	5079.0
51127	36.0	1828.0
51129	4788.0	261.0
646024	1.0	1.0
646023	9.0	112.0
100131539	4.0	34.0
5430	12979.0	14066.0
5431	6484.0	4957.0
286016	9.0	11.0
5432	3696.0	1197.0
100131535	1.0	0.0
5433	1513.0	1380.0
105369729	0.0	0.0
51131	2119.0	1961.0
51130	166.0	231.0
51133	5310.0	9177.0
51132	4649.0	5556.0
51135	1223.0	1537.0
51134	375.0	883.0
5423	594.0	2105.0
90701	859.0	1344.0
5424	315.0	364.0
51136	1103.0	460.0
5425	4329.0	2065.0
51138	2800.0	909.0
5426	2259.0	3820.0
646019	1.0	47.0
5427	81.0	458.0
5428	2827.0	1772.0
5429	1043.0	2081.0
100131528	0.0	0.0
5440	2017.0	940.0
5441	6543.0	1744.0
5442	967.0	499.0
5443	32.0	7.0
5444	2.0	22.0
51142	6653.0	4596.0
51141	1414.0	551.0
51144	10292.0	1743.0
51143	2024.0	1382.0
51146	14.0	28.0
89758	0.0	0.0
5434	9307.0	1600.0
51148	1436.0	1290.0
5435	5.0	12.0
51147	1603.0	853.0
5436	2290.0	1051.0
90736	579.0	225.0
51149	1008.0	1627.0
5437	1093.0	891.0
5438	916.0	365.0
5439	1134.0	206.0
90737	1.0	0.0
5450	37.0	89.0
5451	2091.0	4449.0
5452	230.0	487.0
5453	8.0	12.0
5454	3.0	2.0
646049	0.0	48.0
5455	1.0	2.0
51151	0.0	88.0
51150	3923.0	2344.0
51155	447.0	1168.0
51154	1169.0	696.0
51157	1047.0	717.0
51156	1.0	61.0
5445	3155.0	2906.0
5446	217.0	71.0
5447	4927.0	569.0
5449	5.0	12.0
286042	108.0	425.0
347487	0.0	0.0
5460	33.0	52.0
5462	13.0	55.0
5463	1195.0	630.0
5464	8447.0	1372.0
5465	7454.0	975.0
51160	3263.0	1423.0
100287399	0.0	2.0
646052	0.0	0.0
51162	2703.0	480.0
51161	727.0	682.0
51164	7768.0	6146.0
51163	856.0	549.0
51166	263.0	69.0
51168	37.0	268.0
51167	1134.0	610.0
5456	0.0	1.0
89778	0.0	0.0
5457	0.0	3.0
89777	0.0	0.0
5458	0.0	0.0
5459	3.0	4.0
120824	0.0	0.0
5470	5.0	4.0
5471	497.0	445.0
347475	8.0	159.0
5473	21.0	6.0
5475	2.0	287.0
5476	9575.0	1765.0
100507097	1.0	110.0
100507096	0.0	0.0
51171	244.0	240.0
100287388	0.0	0.0
100507099	1.0	237.0
51170	4715.0	354.0
100507098	395.0	236.0
51172	620.0	365.0
51175	1281.0	713.0
51174	452.0	548.0
51177	1040.0	2016.0
51176	59.0	747.0
51179	6.0	14.0
5467	2179.0	1127.0
5468	23027.0	429.0
89766	6.0	96.0
5469	4305.0	4868.0
89765	10.0	700.0
347468	0.0	0.0
89761	2.0	0.0
5481	2530.0	547.0
89792	0.0	2.0
90780	2713.0	3303.0
89790	46.0	338.0
5483	13.0	84.0
646077	0.0	0.0
5485	2.0	1.0
5486	6.0	0.0
5487	0.0	0.0
5488	0.0	36.0
646070	0.0	0.0
51182	1158.0	1115.0
646074	0.0	1.0
5480	2112.0	888.0
51181	4233.0	660.0
51184	2002.0	174.0
51186	1752.0	253.0
51185	4811.0	2158.0
100287372	0.0	1.0
51188	436.0	246.0
51187	5838.0	1384.0
5478	10778.0	9605.0
5479	5871.0	1966.0
89797	2241.0	3758.0
89796	11256.0	5101.0
89795	1230.0	815.0
89781	2829.0	3816.0
347454	8.0	13.0
5493	3554.0	3508.0
89780	0.0	27.0
5494	7408.0	4067.0
5495	4185.0	1730.0
5496	3316.0	1775.0
5498	624.0	1146.0
5499	3242.0	2246.0
646080	245.0	1032.0
100287369	4.0	4.0
51191	2303.0	82.0
646087	0.0	0.0
100287364	0.0	0.0
646086	7.0	4.0
51193	1644.0	560.0
100287366	0.0	0.0
646085	3.0	5.0
51192	278.0	382.0
5491	6.0	3.0
51195	255.0	302.0
51194	2306.0	1191.0
100287362	2.0	42.0
51196	2073.0	1191.0
51199	4216.0	7206.0
51198	0.0	4.0
5489	0.0	0.0
89782	610.0	1448.0
100859925	0.0	0.0
100859924	0.0	2.0
100859926	0.0	2.0
28734	0.0	8.0
100507064	36.0	31.0
28735	0.0	14.0
28732	0.0	21.0
100507062	77.0	684.0
28733	0.0	29.0
28738	0.0	36.0
100507067	2.0	8.0
28739	0.0	10.0
28736	0.0	25.0
100507066	0.0	336.0
28737	0.0	20.0
28730	0.0	5.0
28731	0.0	20.0
144712	1.0	1.0
119764	0.0	0.0
119765	0.0	0.0
144715	53.0	102.0
286094	0.0	0.0
100859921	2.0	45.0
100859920	0.0	0.0
286097	1029.0	105.0
144717	236.0	239.0
100507059	0.0	0.0
100507058	0.0	0.0
28745	0.0	37.0
119749	0.0	0.0
28746	0.0	9.0
724102	41.0	90.0
28743	0.0	20.0
724101	0.0	0.0
28744	0.0	15.0
100507050	18.0	7.0
28749	0.0	7.0
100507057	72.0	132.0
100507056	1.0	84.0
100507055	5.0	7.0
28747	0.0	11.0
28748	0.0	19.0
119750	0.0	0.0
28741	0.0	21.0
28742	0.0	10.0
347549	0.0	0.0
100859930	1975.0	482.0
347541	0.0	0.0
347544	10.0	0.0
28718	0.0	11.0
28719	0.0	6.0
28712	0.0	3.0
100507086	0.0	16.0
28713	0.0	8.0
28710	0.0	1.0
28711	0.0	8.0
28716	0.0	4.0
28717	0.0	5.0
28714	0.0	7.0
28715	0.0	11.0
28729	0.0	7.0
28723	0.0	0.0
28724	0.0	13.0
28721	0.0	7.0
130106	7.0	1.0
28722	0.0	11.0
28727	0.0	25.0
28728	0.0	24.0
28725	0.0	3.0
28726	0.0	10.0
28720	0.0	2.0
144742	0.0	6.0
347527	0.0	78.0
100507027	1.0	3.0
286046	61.0	642.0
648630	4.0	31.0
117143	642.0	1030.0
117145	1055.0	1860.0
117144	4.0	7.0
120787	1.0	77.0
492295	1.0	12.0
347517	24.0	70.0
347516	5.0	38.0
286053	971.0	696.0
28709	0.0	3.0
28707	0.0	6.0
28708	0.0	1.0
28701	0.0	4.0
100131577	0.0	16.0
28702	0.0	1.0
28700	0.0	5.0
28705	1.0	1.0
28706	0.0	1.0
100507012	0.0	0.0
28703	0.0	3.0
28704	0.0	3.0
120775	0.0	25.0
120776	0.0	23.0
347509	0.0	1.0
286065	0.0	2.0
100131568	0.0	7.0
100131565	0.0	0.0
100131564	951.0	1935.0
100507040	3.0	43.0
132719	0.0	2.0
100507046	6.0	63.0
100507044	0.0	217.0
100507043	8.0	0.0
51100	24743.0	4101.0
51102	1867.0	540.0
51101	1149.0	255.0
51104	835.0	179.0
51103	1203.0	400.0
51106	408.0	320.0
51105	2988.0	9547.0
51108	7659.0	2824.0
51107	8339.0	4258.0
286075	218.0	456.0
51109	2596.0	2064.0
286077	343.0	2710.0
646000	0.0	0.0
132720	7605.0	1769.0
132724	0.0	2.0
100131551	3.0	105.0
100131550	2.0	0.0
100507034	51.0	145.0
100507032	152.0	280.0
119774	1.0	4.0
119772	0.0	0.0
51111	3891.0	4495.0
51110	1472.0	343.0
119775	0.0	3.0
51112	2068.0	3436.0
51115	5246.0	2925.0
51114	3411.0	1393.0
51117	1517.0	2053.0
51116	2300.0	538.0
51119	9210.0	3274.0
51118	1370.0	819.0
26151	581.0	1212.0
26150	7.0	218.0
26153	863.0	74.0
26152	222.0	478.0
26155	1912.0	1159.0
26154	4.0	200.0
26157	836.0	263.0
26156	13687.0	5259.0
130162	123.0	719.0
100534611	0.0	18.0
100534612	8.0	32.0
26164	1081.0	934.0
117178	190.0	1001.0
117177	303.0	4812.0
26166	901.0	1796.0
105379197	7.0	10.0
26165	0.0	0.0
26168	1036.0	645.0
26167	163.0	464.0
26160	1533.0	3247.0
100507003	1.0	0.0
100507008	0.0	0.0
26137	338.0	4118.0
26136	1487.0	1085.0
28798	0.0	0.0
28799	0.0	0.0
26138	0.0	0.0
28792	0.0	1.0
28793	51.0	32.0
28790	0.0	1.0
117166	12.0	165.0
26130	4783.0	7271.0
28791	1.0	5.0
26133	8881.0	3385.0
28796	130.0	59.0
28797	351.0	128.0
26135	16360.0	4274.0
28794	0.0	0.0
28795	0.0	0.0
26134	159.0	287.0
154150	0.0	0.0
129138	681.0	855.0
26148	278.0	2039.0
26147	1350.0	594.0
26149	292.0	310.0
117154	6.0	8.0
26140	1618.0	4309.0
553820	1.0	7.0
117153	1.0	1.0
120796	0.0	8.0
117156	0.0	12.0
117155	207.0	924.0
117157	39.0	83.0
120793	0.0	11.0
26146	1104.0	1438.0
