id	17ceeaa5-3ce3-4b34-8a52-fadcd8c8e893	130c9498-fa87-4c5b-82b7-60fa417c56d2
106480058	0.0	0.0
11188	8092.0	6828.0
11187	1137.0	6111.0
11189	0.0	3.0
106480051	0.0	0.0
644109	0.0	1.0
106480050	0.0	0.0
646784	0.0	0.0
11191	337.0	29.0
392140	5.0	1.0
11190	2756.0	5087.0
404672	2244.0	2840.0
11193	1851.0	1046.0
154872	2.0	4.0
11194	950.0	2196.0
11197	3512.0	24.0
11196	4534.0	8896.0
23177	7409.0	2451.0
402016	5.0	1.0
23178	558.0	1696.0
106479049	0.0	0.0
23179	8366.0	1425.0
106479048	0.0	0.0
127255	156.0	50.0
106479047	0.0	0.0
127254	115.0	91.0
106479046	0.0	0.0
646780	11.0	12.0
127253	2761.0	3346.0
106479045	2.0	1.0
106479044	0.0	0.0
729911	1.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	7.0	6.0
23170	2695.0	6044.0
115273	237.0	608.0
106480063	0.0	0.0
729909	2.0	4.0
106479041	1.0	0.0
23171	13364.0	5456.0
106479040	0.0	1.0
106480066	5.0	3.0
23172	2120.0	2748.0
106480065	0.0	0.0
23173	3800.0	4550.0
106480068	0.0	0.0
23174	4292.0	2963.0
106480067	0.0	0.0
23175	6093.0	2146.0
23176	4474.0	7675.0
106480069	0.0	1.0
11199	2.0	1.0
11198	13701.0	14805.0
106480060	0.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	8667.0	12318.0
644131	83.0	111.0
404663	0.0	0.0
11162	196.0	233.0
646799	0.0	4.0
11161	1960.0	2591.0
404665	6.0	6.0
11164	3528.0	11055.0
11163	4681.0	5294.0
23144	1004.0	2869.0
127247	0.0	0.0
106480028	0.0	0.0
23145	152.0	66.0
106480027	5.0	2.0
106480029	2.0	0.0
23148	391.0	85.0
106479079	0.0	0.0
646791	4.0	4.0
23149	258.0	1293.0
441641	2.0	1.0
106479078	0.0	0.0
106479077	0.0	4.0
106479076	0.0	2.0
84108	647.0	930.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	64.0	214.0
106479074	0.0	0.0
106480030	2.0	1.0
106479073	0.0	0.0
106480033	3.0	0.0
84109	4.0	0.0
106480032	0.0	0.0
106479072	0.0	1.0
23140	6965.0	4205.0
115265	469.0	114.0
106480035	0.0	0.0
106479071	3.0	3.0
84103	0.0	0.0
23141	5771.0	9527.0
106480034	0.0	0.0
106479070	0.0	0.0
23142	4041.0	3086.0
84106	94.0	74.0
106480037	0.0	0.0
84105	740.0	839.0
23143	3097.0	1584.0
106480036	0.0	0.0
84100	423.0	594.0
11166	2.0	1.0
140258	0.0	0.0
644129	0.0	0.0
11165	2460.0	1948.0
84102	1482.0	1221.0
11168	7731.0	6922.0
84101	435.0	17.0
11167	116700.0	18243.0
644128	171.0	115.0
11169	628.0	2486.0
11171	8768.0	17737.0
11170	3097.0	83.0
11173	216.0	433.0
441639	0.0	0.0
11172	0.0	0.0
343296	1.0	1.0
11174	222.0	241.0
644146	1.0	2.0
23155	2525.0	2411.0
106480039	2.0	4.0
106480038	0.0	0.0
23157	3058.0	2110.0
23158	14028.0	32357.0
106479069	0.0	0.0
441631	883.0	160.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	2.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	5.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	2803.0	1110.0
106480043	1.0	0.0
106479061	0.0	0.0
23151	2285.0	1781.0
106479060	0.0	0.0
106480046	0.0	1.0
23152	4571.0	6313.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	1357.0	2224.0
106480047	0.0	0.0
11177	3566.0	7044.0
11176	11212.0	14182.0
11179	2031.0	1196.0
644138	1.0	1.0
11178	966.0	753.0
644139	7.0	2.0
139285	961.0	1659.0
106480040	2.0	4.0
103695364	1.0	1.0
103695363	0.0	0.0
644153	0.0	0.0
11140	7508.0	13248.0
644159	1.0	0.0
103695365	1.0	0.0
11142	2876.0	2504.0
166824	1675.0	290.0
106479019	0.0	0.0
11141	19.0	3.0
130872	1910.0	1895.0
106479018	0.0	0.0
644157	37.0	1.0
23122	6260.0	4945.0
106480006	0.0	0.0
106479017	1.0	0.0
106479016	0.0	0.0
106480005	0.0	1.0
25784	13.0	7.0
106479015	1.0	0.0
106480008	0.0	0.0
25787	8.0	25.0
23125	3966.0	2215.0
106480007	0.0	0.0
25786	65.0	132.0
106479014	0.0	0.0
25789	84.0	24.0
644150	420.0	401.0
23126	8336.0	14530.0
106479013	2.0	2.0
25788	203.0	1276.0
23127	461.0	59.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	12192.0	20143.0
106479010	0.0	0.0
84129	125.0	41.0
106480011	5.0	8.0
106480010	0.0	0.0
84126	13.0	33.0
106480013	0.0	0.0
84125	99.0	94.0
25780	1505.0	699.0
106480012	0.0	0.0
84128	3460.0	9507.0
23120	40.0	10.0
106480015	1.0	1.0
25782	6338.0	8592.0
106480014	0.0	0.0
11144	76.0	326.0
11143	4860.0	6334.0
139212	1.0	4.0
84124	1265.0	1233.0
11146	390.0	1066.0
11145	29046.0	6932.0
11148	3.0	6.0
86781	28.0	85.0
11147	504.0	1160.0
11149	776.0	322.0
392181	2.0	1.0
127294	88.0	39.0
644165	27.0	82.0
11151	2458.0	1496.0
166815	1023.0	855.0
392188	0.0	0.0
106479009	0.0	0.0
11153	657.0	935.0
106479008	0.0	0.0
644168	2.0	0.0
11152	2789.0	2406.0
106479007	0.0	0.0
25796	1888.0	3190.0
130888	456.0	298.0
23133	4233.0	8505.0
106479006	7.0	8.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	1.0	0.0
23135	3590.0	2833.0
25798	4668.0	5069.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	7495.0	1284.0
25797	617.0	652.0
106479003	2.0	2.0
106480018	0.0	0.0
23137	3816.0	3106.0
106479002	0.0	0.0
25799	653.0	710.0
402055	1407.0	1334.0
23138	546.0	2301.0
106479001	0.0	0.0
23139	3656.0	6943.0
106479000	0.0	0.0
644160	1.0	0.0
106480020	0.0	0.0
25790	86.0	239.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	7061.0	11154.0
106480024	0.0	0.0
25791	136.0	244.0
23130	2156.0	2951.0
106480023	0.0	0.0
23131	5214.0	3573.0
25794	19.0	53.0
106480026	2.0	0.0
25793	8734.0	5278.0
23132	3599.0	3824.0
106480025	0.0	0.0
11155	269.0	163.0
11154	816.0	521.0
11157	1092.0	1122.0
11156	621.0	2182.0
11159	527.0	659.0
139221	209.0	613.0
11158	1053.0	2273.0
392193	0.0	0.0
23108	2016.0	761.0
23109	3.0	19.0
127281	1457.0	7236.0
441608	0.0	0.0
154860	2.0	5.0
11120	1923.0	1734.0
343263	1.0	2.0
154865	45.0	6.0
25763	0.0	3.0
106479039	1.0	0.0
23101	37.0	7.0
106479038	34.0	26.0
23102	11242.0	4458.0
106479037	5.0	8.0
25764	153.0	175.0
106479036	0.0	0.0
106479035	3.0	0.0
23105	19.0	59.0
25766	415.0	547.0
106479034	0.0	0.0
25769	21.0	162.0
106479033	1.0	0.0
23107	5552.0	6211.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1167.0	1276.0
106479030	0.0	0.0
84148	2564.0	5975.0
84144	899.0	1091.0
11122	4613.0	11992.0
84146	5437.0	5621.0
11124	3910.0	6573.0
11123	2539.0	4045.0
11126	103.0	41.0
84140	443.0	578.0
11128	2617.0	7099.0
84142	1353.0	420.0
84141	176.0	211.0
139231	5830.0	6890.0
11127	1299.0	1172.0
23119	572.0	330.0
644186	14.0	51.0
11131	357.0	41.0
11130	1166.0	12523.0
106479029	0.0	1.0
23111	8774.0	5347.0
106479028	1.0	0.0
25774	0.0	3.0
23112	5533.0	2914.0
106479027	0.0	0.0
25776	1706.0	2180.0
23113	2462.0	1462.0
106479026	2.0	1.0
25775	5.0	4.0
23114	2814.0	2608.0
106479025	1.0	1.0
25778	4224.0	3939.0
106479024	0.0	0.0
25777	21713.0	4008.0
23116	2920.0	1210.0
106479023	4.0	1.0
23117	90.0	201.0
106479022	0.0	0.0
23118	11546.0	7988.0
106479021	0.0	0.0
115294	11242.0	7287.0
106479020	11.0	7.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	38.0	28.0
106480004	0.0	0.0
25771	2244.0	1857.0
84138	469.0	316.0
106480003	0.0	0.0
11133	362.0	408.0
84133	13.0	16.0
84132	1467.0	1816.0
11132	442.0	349.0
11135	3012.0	4065.0
84135	1225.0	1585.0
84134	895.0	1779.0
11137	4162.0	6267.0
115290	1602.0	1283.0
11136	23.0	35.0
84131	1697.0	2649.0
11138	2504.0	1581.0
730993	0.0	2.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	35.0	10.0
729993	246.0	834.0
50717	6018.0	7240.0
102465257	4.0	4.0
102465256	0.0	0.0
102465255	2.0	0.0
729991	564.0	713.0
102465254	0.0	1.0
102465253	0.0	0.0
164284	712.0	107.0
100884155	2.0	1.0
102465252	0.0	0.0
730978	0.0	1.0
102465251	0.0	0.0
102465250	10.0	0.0
730974	0.0	0.0
392194	0.0	0.0
392197	3.0	0.0
646702	0.0	0.0
646701	0.0	0.0
646721	0.0	1.0
729962	0.0	0.0
729967	520.0	3736.0
2504	14.0	21.0
2503	35.0	75.0
284418	0.0	0.0
2502	12.0	21.0
284417	127.0	76.0
2501	79.0	127.0
2500	141.0	239.0
284415	5.0	3.0
404635	3.0	24.0
619190	0.0	1.0
404636	1344.0	1398.0
2509	32.0	46.0
646723	7.0	13.0
2508	58.0	128.0
2507	8.0	25.0
619189	1.0	0.0
164237	0.0	0.0
729956	4.0	0.0
140290	48.0	59.0
729952	2.0	3.0
2515	2.0	0.0
284408	132.0	127.0
2512	171779.0	166995.0
284406	870.0	836.0
2510	0.0	1.0
284403	127.0	1147.0
284402	42.0	22.0
2519	3690.0	4910.0
2518	4.0	3.0
2517	3205.0	1858.0
2516	1.0	1.0
646755	4.0	5.0
646754	0.0	0.0
646753	0.0	0.0
260434	372.0	10133.0
23189	16760.0	2808.0
260436	514.0	54.0
23180	7145.0	1725.0
2526	1086.0	646.0
23181	3014.0	3350.0
2525	90.0	671.0
2524	114.0	328.0
2523	381.0	303.0
23184	4352.0	7180.0
2521	10311.0	34839.0
23185	5172.0	11789.0
23186	3413.0	3592.0
2520	1.0	0.0
23187	13746.0	4858.0
2529	48.0	20.0
2528	106.0	19.0
2527	1.0	0.0
152273	5742.0	848.0
644100	7.0	0.0
646766	12.0	17.0
644101	2.0	21.0
23199	8403.0	10547.0
260425	3094.0	4753.0
729974	0.0	0.0
260429	8.0	36.0
2537	2881.0	11846.0
23191	14348.0	11736.0
23192	1967.0	2458.0
23193	32977.0	68091.0
2535	222.0	730.0
2534	7820.0	1121.0
23194	2979.0	4593.0
2533	2626.0	1456.0
23195	9818.0	3620.0
23196	15310.0	21340.0
2532	5377.0	121.0
23197	5573.0	6090.0
2531	9409.0	6308.0
2530	3211.0	4004.0
23198	7295.0	16680.0
345829	1.0	1.0
646759	0.0	2.0
646758	1.0	1.0
2539	2875.0	6210.0
2538	2.0	1.0
23190	12990.0	10801.0
25903	1793.0	3863.0
25902	614.0	1783.0
25904	2093.0	4715.0
100129866	3.0	8.0
25907	230.0	713.0
100130855	84.0	138.0
25906	490.0	1186.0
25909	5919.0	11721.0
100127206	1.0	1.0
100129867	4.0	3.0
2551	4315.0	1972.0
2550	1552.0	1553.0
25901	1991.0	998.0
25900	903.0	443.0
2548	5164.0	8919.0
223075	194.0	1.0
2547	20265.0	24695.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	8.0	14.0
2542	1357.0	3298.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	1.0	0.0
100874406	1.0	0.0
100874405	0.0	0.0
2549	4598.0	1397.0
100874404	0.0	0.0
25914	1156.0	1249.0
100130848	0.0	0.0
25913	1992.0	5248.0
100129858	30.0	7.0
25915	2823.0	6755.0
25917	2890.0	3362.0
2562	113.0	6.0
2561	132.0	89.0
2560	10.0	1.0
25912	16904.0	54183.0
25911	522.0	1820.0
2559	0.0	0.0
2558	0.0	4.0
2557	66.0	0.0
2556	1.0	1.0
2555	205.0	6.0
2554	0.0	0.0
2553	3194.0	4871.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	25.0	16.0
2572	1.0	1.0
2571	26.0	23.0
2570	12.0	8.0
2569	4.0	2.0
2568	11979.0	195.0
2567	53.0	0.0
2566	0.0	2.0
2565	23.0	0.0
2564	2960.0	63.0
2563	9.0	94.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	954.0	1068.0
100874422	0.0	0.0
100874429	1.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	14.0	3.0
100129836	1.0	0.0
100874410	1.0	0.0
286676	356.0	755.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	405.0	621.0
2583	84.0	262.0
2582	962.0	7921.0
2581	3018.0	714.0
2580	3772.0	4794.0
100874419	0.0	0.0
100874414	0.0	0.0
100874413	0.0	2.0
100874412	0.0	6.0
100874411	0.0	0.0
100874418	1.0	6.0
223082	1262.0	2809.0
100874417	1.0	3.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	11.0	15.0
100874443	2.0	2.0
100874442	0.0	0.0
100129824	1.0	1.0
100874441	0.0	1.0
100874440	0.0	0.0
2595	1564.0	1231.0
2593	726.0	1741.0
100379300	0.0	0.0
2592	1112.0	389.0
2591	2422.0	3816.0
441389	136.0	3.0
2590	6301.0	12072.0
441386	5.0	17.0
127617	4.0	0.0
2589	10105.0	13135.0
2588	1113.0	1886.0
2587	56.0	3.0
441391	19.0	23.0
284018	3179.0	1772.0
2585	1420.0	713.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	44.0	47.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	4.0	7.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	7.0	4.0
100874430	0.0	0.0
100129813	3.0	1.0
441377	0.0	0.0
441376	768.0	1776.0
441381	0.0	0.0
127602	402.0	1955.0
2597	56838.0	260705.0
2596	44.0	18.0
100874436	0.0	0.0
284004	801.0	800.0
100874435	0.0	0.0
100874434	1.0	7.0
100874433	0.0	0.0
284001	1082.0	1403.0
100874439	0.0	2.0
100874438	1.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	3.0	8.0
100874464	2.0	3.0
100874462	0.0	2.0
100129801	2.0	1.0
100874469	0.0	1.0
100874468	0.0	2.0
100874467	0.0	1.0
100874466	0.0	1.0
100874450	0.0	0.0
50937	5510.0	1982.0
100874454	0.0	0.0
50939	27.0	7.0
100874453	0.0	0.0
100874452	1.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	2.0	5.0
50940	2195.0	21.0
100874455	2.0	1.0
50943	82.0	336.0
50945	3.0	33.0
50944	23.0	32.0
100874459	0.0	0.0
23328	16561.0	3832.0
23329	511.0	1514.0
84281	2083.0	44.0
84280	2197.0	4085.0
644076	1.0	5.0
11340	1238.0	2034.0
644079	1.0	1.0
25983	1742.0	1897.0
127665	30.0	54.0
23321	8900.0	840.0
115677	2657.0	294.0
644070	0.0	0.0
23322	786.0	1655.0
25984	462.0	1753.0
23324	5348.0	3000.0
25987	13141.0	9347.0
23325	5757.0	4000.0
23326	17169.0	15465.0
25989	1393.0	2592.0
23327	7015.0	2926.0
25988	1075.0	2114.0
25981	1410.0	768.0
25980	3819.0	6020.0
11342	7318.0	4218.0
84287	1476.0	3536.0
84286	899.0	713.0
11341	50.0	51.0
284058	5393.0	3603.0
84289	1476.0	1094.0
11344	2149.0	2253.0
11343	21465.0	1739.0
84288	717.0	1261.0
84283	723.0	3134.0
11346	12618.0	2725.0
11345	6361.0	4006.0
84282	2220.0	2701.0
84285	1758.0	3185.0
84284	3259.0	2619.0
23339	8105.0	6303.0
84270	687.0	2284.0
23331	5275.0	897.0
25994	2895.0	5359.0
23332	7050.0	3842.0
25996	3632.0	8144.0
23333	2420.0	2995.0
23334	4706.0	3485.0
25998	5947.0	8218.0
23335	3037.0	1935.0
23336	15789.0	1360.0
441332	0.0	0.0
644082	0.0	3.0
23338	4873.0	2944.0
25999	1800.0	554.0
441331	3.0	0.0
84279	985.0	1180.0
25992	3889.0	1576.0
84276	1189.0	1528.0
84275	888.0	1836.0
284047	182.0	7.0
84278	254.0	232.0
84277	816.0	954.0
84272	6138.0	4306.0
84271	8145.0	5602.0
84274	2445.0	2804.0
84273	2886.0	3576.0
23306	2451.0	7008.0
23307	4319.0	5177.0
284040	108.0	22.0
23308	25.0	18.0
23309	3240.0	3215.0
25961	224.0	260.0
25960	6453.0	1193.0
25963	12655.0	14123.0
23300	7989.0	7278.0
23301	10666.0	4383.0
25962	8261.0	10203.0
23302	424.0	51.0
23303	6319.0	5718.0
644096	495.0	743.0
23304	7988.0	3757.0
25966	14601.0	3311.0
23305	112.0	10.0
644094	1.0	0.0
11328	11091.0	11416.0
11329	6377.0	4797.0
11320	3812.0	2364.0
137012	6.0	2.0
113000	788.0	5475.0
11322	1249.0	2134.0
11321	2799.0	3786.0
284034	6.0	0.0
11326	3748.0	1057.0
11325	14404.0	11445.0
23317	7965.0	9788.0
84290	4.0	4.0
25979	2005.0	1423.0
23318	3472.0	2821.0
84292	328.0	286.0
25972	2349.0	2629.0
23310	2444.0	9903.0
441359	0.0	0.0
25974	745.0	1983.0
23312	2540.0	2782.0
25973	475.0	1038.0
23313	6371.0	7303.0
25976	4478.0	8769.0
23314	583.0	189.0
25975	84.0	234.0
441355	11.0	2.0
25978	3859.0	6086.0
23315	1806.0	2082.0
25977	2665.0	3478.0
23316	255.0	24.0
11339	78.0	644.0
11338	6082.0	12727.0
441362	0.0	0.0
441361	0.0	0.0
140660	4.0	3.0
115650	131.0	76.0
127623	1.0	0.0
25970	2585.0	3570.0
284029	285.0	197.0
115653	1.0	0.0
84298	2080.0	5093.0
11331	11534.0	19706.0
11330	1.0	14.0
11333	4659.0	8015.0
152641	73.0	14.0
11332	778.0	6908.0
84299	1386.0	2425.0
11335	10962.0	46971.0
84294	2589.0	5606.0
11334	1923.0	3822.0
84293	25614.0	7337.0
84296	387.0	3506.0
11337	5353.0	4219.0
284021	262.0	247.0
84295	2813.0	4990.0
11336	5070.0	5075.0
25946	1938.0	1285.0
25949	5642.0	5614.0
25948	5168.0	5691.0
441308	1.0	1.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	3.0	9.0
25941	4976.0	9010.0
25940	3256.0	4521.0
100130892	15.0	17.0
25943	4615.0	1500.0
25942	8420.0	11709.0
100130890	150.0	52.0
25945	1961.0	121.0
11309	4183.0	1955.0
284099	2.0	7.0
284098	386.0	1074.0
25957	8775.0	5299.0
140609	11932.0	6588.0
25959	17232.0	7504.0
100130889	4.0	1.0
100130887	6.0	6.0
25950	391.0	478.0
25953	2159.0	6646.0
25956	479.0	411.0
11317	2.0	1.0
11316	3026.0	7803.0
11319	2518.0	4073.0
11318	22.0	1.0
100379378	0.0	0.0
11311	3465.0	7849.0
11313	1929.0	5829.0
140603	0.0	1.0
11315	11924.0	20513.0
284086	242.0	278.0
11314	620.0	973.0
25925	5319.0	648.0
284085	1.0	5.0
25924	642.0	54.0
25927	3876.0	486.0
284083	4.0	7.0
100130879	0.0	0.0
25926	3656.0	7145.0
139628	0.0	0.0
25929	3074.0	2896.0
25928	775.0	65.0
441328	0.0	0.0
127687	1330.0	4480.0
100130873	2.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	8481.0	14399.0
441323	0.0	0.0
25920	3504.0	6640.0
25923	13824.0	11278.0
140612	1017.0	1032.0
100129880	2.0	0.0
284076	5.0	1.0
100129882	7.0	2.0
25936	1953.0	3162.0
25938	3099.0	2262.0
25937	9274.0	7064.0
284071	17.0	113.0
100130866	0.0	0.0
25939	15535.0	6396.0
113026	3027.0	1309.0
441317	0.0	0.0
441315	0.0	0.0
25930	3700.0	4822.0
441314	0.0	0.0
441313	0.0	0.0
25932	26309.0	25411.0
127671	0.0	0.0
25934	1661.0	1813.0
127670	11.0	10.0
284069	78.0	145.0
140623	8.0	14.0
140625	0.0	0.0
284067	8.0	1.0
100129871	0.0	0.0
140628	15.0	57.0
406982	0.0	0.0
406981	0.0	0.0
406984	4.0	0.0
406983	2.0	6.0
406986	0.0	0.0
406985	2.0	0.0
406988	18.0	18.0
406987	0.0	0.0
23287	1887.0	813.0
23288	2023.0	4138.0
406980	0.0	0.0
84206	484.0	136.0
23281	19.0	25.0
84203	5.0	7.0
23283	3991.0	5536.0
23284	663.0	118.0
140596	0.0	0.0
23285	1091.0	371.0
152579	1400.0	1280.0
140597	107.0	3.0
23286	2830.0	2691.0
152578	1.0	0.0
406979	0.0	0.0
406978	0.0	0.0
152573	93.0	3.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	1.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	3.0	1.0
406976	0.0	0.0
23299	3610.0	2614.0
201725	552.0	1230.0
23291	5620.0	3752.0
23293	3433.0	1562.0
23294	4086.0	2532.0
23295	3730.0	11619.0
406968	0.0	0.0
406967	0.0	0.0
646658	11.0	5.0
152586	0.0	0.0
406969	2.0	0.0
406960	0.0	0.0
11281	140.0	0.0
406962	23.0	23.0
646672	1.0	2.0
11280	298.0	517.0
406961	0.0	0.0
11283	3.0	8.0
406964	0.0	0.0
11282	3523.0	7454.0
406963	1.0	0.0
644016	6.0	2.0
11285	888.0	1181.0
406966	0.0	0.0
11284	688.0	1000.0
406965	0.0	0.0
23265	5913.0	4066.0
23266	7878.0	1511.0
23268	3428.0	1660.0
23269	6940.0	6925.0
84229	10.0	4.0
164592	12.0	7.0
59269	1689.0	2315.0
84225	118.0	108.0
23261	2264.0	4245.0
84224	998.0	950.0
23262	4049.0	2748.0
23263	2975.0	2291.0
23264	9849.0	6002.0
84226	180.0	184.0
84221	231.0	705.0
406957	3.0	0.0
84220	3.0	0.0
406956	0.0	0.0
84223	1144.0	1489.0
406959	0.0	0.0
406958	0.0	0.0
84222	42.0	43.0
646685	0.0	0.0
644022	4.0	2.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	5.0	11.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	1500.0	2081.0
23277	5782.0	6354.0
23279	5559.0	9519.0
59277	16310.0	20368.0
59272	85.0	74.0
59271	1340.0	1138.0
59274	1882.0	4176.0
84218	0.0	0.0
84217	183.0	409.0
23270	3151.0	1807.0
23271	6311.0	8668.0
84219	426.0	938.0
23272	9081.0	11390.0
23274	2230.0	4024.0
84216	437.0	247.0
84215	90.0	58.0
23275	1588.0	2381.0
406946	0.0	0.0
84210	6.0	1.0
406945	0.0	0.0
644017	0.0	2.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	1.0	0.0
11261	12350.0	13142.0
644037	17.0	22.0
11260	9455.0	25337.0
646698	2.0	5.0
11262	241.0	131.0
23243	5766.0	7355.0
23244	12842.0	16664.0
59286	5143.0	19907.0
23245	882.0	338.0
23246	1243.0	3914.0
23247	1779.0	3342.0
59283	12.0	17.0
23248	8319.0	14674.0
644030	0.0	0.0
59285	9.0	2.0
59284	0.0	1.0
84247	3890.0	3409.0
23240	3425.0	1574.0
84246	1330.0	2343.0
84249	59.0	30.0
23241	4348.0	3632.0
23242	4905.0	743.0
84248	7600.0	8372.0
84243	3237.0	3690.0
11264	2710.0	3595.0
84245	1282.0	1806.0
11267	2748.0	2483.0
11266	754.0	1797.0
11269	1129.0	902.0
84240	1243.0	1381.0
11270	595.0	1434.0
644042	1.0	3.0
11272	98.0	45.0
11274	347.0	429.0
11273	5942.0	16193.0
23254	1978.0	3418.0
23255	305.0	757.0
23256	4017.0	3529.0
23258	11365.0	8102.0
23259	6592.0	11061.0
644041	8.0	2.0
84239	968.0	163.0
23250	4078.0	2896.0
84236	2900.0	2397.0
23251	123.0	126.0
23252	1465.0	3167.0
140564	221.0	133.0
23253	7387.0	5553.0
84232	9101.0	11544.0
11276	4858.0	2043.0
11275	2023.0	987.0
84231	4718.0	16062.0
49861	25.0	4.0
11278	3119.0	1549.0
49860	0.0	0.0
84233	1152.0	1447.0
11277	0.0	0.0
11279	1835.0	156.0
84230	3552.0	854.0
23229	2370.0	1932.0
49856	994.0	2340.0
644054	0.0	0.0
49855	1898.0	757.0
644059	0.0	0.0
49854	2574.0	2628.0
11240	10105.0	8790.0
23221	1430.0	962.0
25884	87.0	416.0
23223	1602.0	4338.0
25886	240.0	1953.0
23224	25103.0	6105.0
25885	4430.0	8001.0
23225	6043.0	49296.0
25888	1017.0	1717.0
23228	2069.0	218.0
644050	1.0	1.0
201780	3.0	6.0
84269	589.0	694.0
152559	1122.0	1046.0
25880	760.0	2796.0
84268	1408.0	1456.0
23220	3363.0	5592.0
140576	4218.0	2719.0
84265	3036.0	1650.0
11243	817.0	2127.0
139599	35.0	4.0
84264	164.0	1774.0
140578	254.0	28.0
84267	1400.0	1119.0
11245	1381.0	1058.0
84266	1042.0	1245.0
11244	7743.0	4479.0
84261	355.0	893.0
11247	81.0	775.0
139596	851.0	1187.0
84260	1340.0	1683.0
84263	15149.0	12241.0
11249	7.0	18.0
84262	829.0	3547.0
11248	1205.0	302.0
345557	385.0	13.0
406993	0.0	0.0
406992	0.0	3.0
406995	0.0	0.0
406994	0.0	0.0
11250	6.0	2.0
406997	1.0	1.0
406996	0.0	0.0
11252	6127.0	5677.0
406999	0.0	0.0
11251	74.0	4.0
406998	0.0	0.0
23232	2791.0	1740.0
25895	1124.0	1183.0
23233	4202.0	2209.0
25894	853.0	449.0
25897	7151.0	9774.0
23234	972.0	3949.0
25896	1753.0	7139.0
23235	33375.0	4459.0
23236	2675.0	1282.0
25898	2367.0	2696.0
23237	128.0	24.0
644063	23.0	45.0
406991	0.0	0.0
23239	2952.0	2465.0
406990	0.0	0.0
25891	7542.0	225.0
84258	13.0	23.0
25890	21133.0	140.0
25893	125.0	12.0
23230	5232.0	2688.0
23231	2791.0	3188.0
84259	1154.0	5055.0
84254	491.0	837.0
11254	1682.0	598.0
84253	852.0	1850.0
11253	3937.0	7670.0
406989	0.0	0.0
84256	1663.0	2043.0
11255	1.0	0.0
84255	4110.0	3431.0
84250	667.0	1144.0
11258	2357.0	2256.0
11257	752.0	1375.0
84251	293.0	724.0
11259	4763.0	4599.0
100874483	0.0	0.0
100874482	1.0	2.0
100874480	0.0	1.0
406900	3.0	1.0
100874484	6.0	2.0
201799	1251.0	257.0
201798	35.0	34.0
50831	18.0	2.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	68.0	45.0
50835	1.0	0.0
50834	0.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	1.0
100874471	0.0	2.0
102465138	0.0	0.0
50839	18.0	3.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	1.0	2.0
102465136	2.0	3.0
100874476	1.0	3.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	0.0
50840	59.0	144.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	54.0	10.0
100499183	162.0	266.0
50848	8727.0	29067.0
