id	5d4c3e4c-0f1b-4e23-af3a-7644cab6c70f	2d71fd22-4dd1-4954-87cf-a7c5879b8bec
284186	23.0	13.0
284185	19.0	9.0
646531	10.0	5.0
100463285	5.0	2.0
84328	1893.0	1599.0
84327	2239.0	1907.0
84329	330.0	232.0
84324	128.0	100.0
84326	1249.0	2802.0
84320	1773.0	2333.0
100500797	0.0	0.0
646527	3.0	0.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	408.0	445.0
100499227	21.0	6.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	2.0	0.0
127495	63.0	64.0
84309	916.0	2351.0
84317	3276.0	2737.0
84316	975.0	1191.0
84319	971.0	899.0
84318	435.0	339.0
84313	2118.0	2139.0
84312	651.0	475.0
84315	420.0	406.0
84314	625.0	589.0
646538	0.0	0.0
343069	0.0	1.0
84311	3121.0	2511.0
84310	2069.0	2540.0
343068	0.0	0.0
343066	0.0	0.0
100996939	152.0	104.0
23386	7055.0	8854.0
23387	5086.0	5990.0
23389	15177.0	9631.0
441400	4.0	11.0
100996930	5.0	7.0
201853	525.0	715.0
23380	1406.0	1307.0
23381	5173.0	8581.0
23382	2016.0	2426.0
23383	5152.0	5696.0
23384	2980.0	2746.0
23385	8200.0	13783.0
106866914	0.0	0.0
84342	1576.0	1006.0
106866913	9.0	11.0
84343	1969.0	2418.0
60370	676.0	318.0
84340	1765.0	2059.0
106866915	0.0	0.0
646567	4.0	6.0
100996928	2.0	5.0
23397	174.0	276.0
23398	1698.0	1356.0
23399	4650.0	4788.0
23390	3699.0	2283.0
23392	10917.0	11878.0
84335	2326.0	3808.0
23394	10514.0	11401.0
84334	850.0	783.0
23395	1419.0	1700.0
84337	1983.0	2481.0
84336	2162.0	1885.0
23396	3036.0	5416.0
60386	192.0	163.0
84331	554.0	1691.0
60385	20.0	5.0
84330	558.0	660.0
84333	6620.0	2371.0
84332	5.0	27.0
152485	3170.0	3748.0
646575	2.0	0.0
646572	2.0	11.0
343045	0.0	0.0
646577	0.0	0.0
646576	35.0	52.0
23365	19959.0	24306.0
23366	796.0	852.0
23367	12121.0	12474.0
23368	2733.0	3319.0
23369	13870.0	11791.0
23360	5189.0	6068.0
23361	3494.0	4527.0
140432	0.0	1.0
23362	3061.0	4287.0
23363	4957.0	2730.0
84364	6362.0	6914.0
84366	0.0	0.0
84365	2587.0	2098.0
343035	0.0	3.0
139452	2.0	0.0
646583	1.0	0.0
23376	4025.0	3744.0
23378	1276.0	1718.0
23379	5265.0	4075.0
646581	0.0	0.0
23370	314.0	564.0
23371	10068.0	7128.0
23373	1789.0	1719.0
100499261	1.0	0.0
646597	0.0	0.0
646595	78.0	25.0
100499258	0.0	0.0
23344	10506.0	7868.0
23345	7538.0	2556.0
201895	9875.0	25496.0
23347	4961.0	3963.0
646592	0.0	0.0
23348	7992.0	5385.0
23349	165.0	22.0
140453	0.0	0.0
23341	2464.0	3503.0
140456	3.0	2.0
140458	6.0	0.0
100499252	8.0	15.0
140459	1876.0	1723.0
100499251	0.0	0.0
23353	8427.0	6984.0
23354	1135.0	1095.0
23355	2466.0	2725.0
23357	2670.0	1479.0
23358	6636.0	5926.0
23359	12.0	2.0
140460	1557.0	1429.0
140461	2813.0	2608.0
140462	87.0	565.0
23350	7999.0	5990.0
140464	0.0	0.0
23351	5601.0	5284.0
140465	1581.0	1062.0
23352	13423.0	11974.0
140467	2830.0	3442.0
140468	0.0	0.0
140469	49.0	53.0
84376	4307.0	3071.0
2702	489.0	901.0
2701	596.0	781.0
2700	6.0	12.0
2709	176.0	47.0
2707	154.0	74.0
2706	81.0	589.0
2705	371.0	167.0
2703	0.0	0.0
345651	21.0	4.0
2712	0.0	0.0
106866981	0.0	0.0
2710	282.0	1260.0
106866980	0.0	0.0
2719	4727.0	1201.0
2717	1988.0	3720.0
50964	3.0	1.0
345643	20.0	101.0
345645	0.0	0.0
286826	474.0	656.0
286827	251.0	358.0
286828	0.0	0.0
59307	1104.0	2626.0
2720	2887.0	3692.0
2729	2742.0	3755.0
100500737	0.0	2.0
345630	23.0	16.0
2735	123.0	448.0
2734	16187.0	9023.0
2733	2688.0	3267.0
2732	0.0	0.0
2731	65.0	16.0
2730	2145.0	1403.0
2739	8249.0	7082.0
2738	582.0	688.0
2737	5829.0	7346.0
2736	544.0	438.0
106144534	0.0	1.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	7.0	7.0
106144533	0.0	0.0
2746	12929.0	16675.0
2745	937.0	1860.0
2744	4220.0	1701.0
2743	1062.0	371.0
60314	2235.0	1996.0
2742	7.0	0.0
60313	8757.0	10019.0
106144527	0.0	0.0
2741	0.0	0.0
259217	1102.0	531.0
60312	3898.0	3583.0
106144528	2.0	4.0
2740	156.0	64.0
106144529	4.0	4.0
259215	0.0	0.0
2749	193.0	102.0
345611	5.0	0.0
50999	4391.0	6349.0
2747	154.0	162.0
259236	66.0	22.0
2760	5384.0	4297.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	6.0	5.0
259232	1086.0	247.0
259230	1766.0	2810.0
59339	2723.0	1611.0
59338	3305.0	1976.0
59335	5.0	2.0
2752	30095.0	166013.0
59336	0.0	0.0
2750	0.0	0.0
2771	13797.0	14680.0
59342	12259.0	6922.0
59341	1485.0	454.0
2770	1687.0	893.0
59344	88.0	47.0
59343	3384.0	3134.0
59340	10.0	8.0
84306	237.0	262.0
2768	4529.0	5690.0
2767	6444.0	7083.0
59349	3155.0	4544.0
84305	1162.0	1555.0
2766	365.0	132.0
2765	0.0	0.0
84307	2875.0	2682.0
84302	752.0	216.0
2764	4249.0	7507.0
59345	2190.0	1276.0
84301	4911.0	7456.0
2762	1305.0	2572.0
84304	564.0	1372.0
59348	1036.0	1483.0
84303	594.0	409.0
59347	0.0	0.0
2761	0.0	0.0
84300	1008.0	1392.0
646508	0.0	0.0
2769	423.0	466.0
646507	0.0	0.0
646520	3.0	1.0
2782	22950.0	23799.0
59353	100.0	30.0
2781	664.0	806.0
59352	4590.0	1365.0
2780	0.0	0.0
59351	0.0	1.0
59350	3.0	8.0
2779	1.0	1.0
2778	64662.0	49960.0
2777	21.0	14.0
2776	9751.0	8484.0
2775	261.0	151.0
2774	1634.0	659.0
2773	5440.0	5808.0
60343	1625.0	1659.0
2772	0.0	1.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	45.0	34.0
100379584	0.0	0.0
2792	0.0	0.0
2791	3616.0	1375.0
2790	313.0	226.0
105369316	1.0	1.0
2789	0.0	0.0
2788	2960.0	1349.0
2787	2614.0	3514.0
2786	108.0	65.0
441194	365.0	477.0
2785	13.0	16.0
2784	100.0	53.0
2783	7802.0	14023.0
441191	835.0	995.0
100129622	0.0	0.0
100130606	2.0	1.0
286410	2082.0	1732.0
100130603	0.0	0.0
286411	37.0	8.0
100130600	768.0	723.0
100379571	336.0	403.0
441177	0.0	0.0
2799	14756.0	15159.0
2798	8.0	9.0
2797	8.0	6.0
2796	167.0	95.0
2794	4126.0	2735.0
100129611	0.0	0.0
100129606	0.0	2.0
286423	0.0	0.0
100129604	0.0	0.0
286430	4.0	11.0
105369343	1.0	1.0
286436	0.0	1.0
100379592	7.0	8.0
441154	4.0	3.0
441151	63.0	19.0
441150	196.0	151.0
191585	4.0	4.0
105370357	0.0	0.0
441133	0.0	1.0
100142659	17.0	28.0
100379564	2.0	1.0
441168	151.0	136.0
441166	10.0	6.0
101730217	10.0	6.0
441161	40.0	1.0
441160	11.0	13.0
646498	0.0	0.0
441108	601.0	314.0
23562	8.0	11.0
23563	8.0	0.0
359948	16780.0	17747.0
23564	4148.0	4139.0
23566	382.0	125.0
100130693	2.0	22.0
23567	937.0	749.0
23568	450.0	326.0
23569	1.0	3.0
23560	2992.0	3198.0
286494	0.0	2.0
286495	1166.0	773.0
286499	17.0	9.0
100130687	1.0	0.0
23576	3832.0	3525.0
117608	615.0	414.0
100129690	1.0	0.0
100129696	18.0	13.0
100129692	0.0	1.0
100129694	0.0	0.0
23548	994.0	622.0
23549	4176.0	5098.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	3009.0	11157.0
23542	429.0	1657.0
23543	11075.0	7390.0
130612	182.0	196.0
23544	43.0	213.0
130617	1188.0	1095.0
100130671	0.0	0.0
23545	1463.0	1832.0
441124	275.0	501.0
23546	3.0	4.0
441123	1.0	0.0
23547	2.0	22.0
441131	1.0	0.0
23559	751.0	707.0
23551	1393.0	2733.0
23552	613.0	652.0
23553	4.0	0.0
23554	810.0	447.0
23555	2450.0	11768.0
100130660	0.0	1.0
23556	2295.0	2697.0
23557	1445.0	2112.0
23558	8959.0	6957.0
23550	4741.0	8282.0
23526	1117.0	1235.0
23527	4743.0	3469.0
23528	2072.0	6039.0
286442	0.0	4.0
23529	163.0	444.0
129642	2600.0	2998.0
286444	33.0	38.0
100129669	0.0	0.0
100463482	2.0	1.0
23520	1.0	0.0
23521	159465.0	133635.0
23522	4481.0	8266.0
23523	4366.0	5999.0
23524	50862.0	52448.0
359996	0.0	0.0
115004	261.0	265.0
100129664	0.0	0.0
100463487	1.0	1.0
100463486	35.0	17.0
100463489	0.0	0.0
100463488	1.0	0.0
100129662	26.0	15.0
286451	4513.0	5590.0
23538	0.0	0.0
23539	56.0	39.0
23530	2536.0	3708.0
23531	2129.0	649.0
100130640	0.0	0.0
23532	98.0	71.0
23533	323.0	264.0
359997	0.0	0.0
23534	4057.0	5443.0
23536	1475.0	1029.0
100463498	39.0	26.0
100129654	2.0	2.0
286460	131.0	108.0
100129650	1.0	1.0
23504	162.0	23.0
100499416	0.0	0.0
23505	5614.0	4629.0
100499417	0.0	0.0
23506	4643.0	3507.0
286464	5.0	15.0
100130637	0.0	0.0
23507	1883.0	2380.0
100130636	0.0	0.0
23508	1843.0	4066.0
23509	5760.0	8439.0
286467	130.0	44.0
100129647	2.0	1.0
100130631	0.0	0.0
23500	1813.0	705.0
100499418	0.0	0.0
23503	3070.0	3639.0
100129641	3.0	5.0
100129640	0.0	2.0
286472	2.0	0.0
23515	3762.0	3531.0
345275	232.0	21.0
100499405	406.0	202.0
23516	3320.0	3771.0
23517	4661.0	4873.0
100130626	0.0	0.0
23518	1584.0	1778.0
102465752	0.0	0.0
23519	1.0	0.0
345274	74.0	43.0
100130621	41.0	35.0
23510	3816.0	3524.0
23511	3751.0	3258.0
23512	2884.0	3292.0
23513	3182.0	3716.0
23514	3610.0	3971.0
100129631	8.0	1.0
129607	297.0	248.0
129563	1548.0	1533.0
431704	0.0	1.0
117579	1.0	0.0
130557	607.0	915.0
431705	6.0	34.0
431707	0.0	0.0
129560	0.0	0.0
117583	1812.0	1731.0
84449	1535.0	1185.0
84448	172.0	444.0
117584	1537.0	1801.0
84445	4593.0	4438.0
84444	1303.0	1831.0
84447	4510.0	8211.0
84446	290.0	675.0
84441	9322.0	2364.0
84440	1725.0	2199.0
84443	49.0	493.0
646405	49.0	7.0
646409	0.0	0.0
117581	325.0	158.0
130560	7.0	0.0
646424	136.0	129.0
84437	1396.0	1461.0
84439	347.0	174.0
60489	1196.0	821.0
60488	3474.0	4747.0
84433	297.0	223.0
60487	985.0	718.0
84436	1384.0	1616.0
84435	5.0	3.0
60485	8263.0	4770.0
60484	9.0	10.0
84432	9.0	10.0
60482	7.0	4.0
60481	12623.0	37215.0
130576	630.0	423.0
130574	1874.0	1044.0
84467	88.0	22.0
84466	1418.0	318.0
60496	2880.0	3545.0
60495	761.0	148.0
60494	35.0	28.0
84465	25.0	14.0
84464	597.0	878.0
60493	1251.0	1223.0
60492	2083.0	2131.0
60491	1474.0	1401.0
60490	460.0	486.0
84461	1254.0	1313.0
84460	2128.0	2473.0
646442	2.0	4.0
129530	49.0	54.0
129531	808.0	831.0
130589	828.0	665.0
201501	2331.0	5683.0
84456	732.0	433.0
84455	695.0	552.0
84458	1983.0	2831.0
84457	92.0	55.0
84450	2627.0	2417.0
646457	4.0	3.0
100500870	0.0	0.0
100500872	0.0	0.0
201514	533.0	567.0
201516	13.0	10.0
646450	110.0	67.0
23480	1496.0	2264.0
105416157	84.0	103.0
23481	3644.0	3813.0
23483	796.0	742.0
23484	2423.0	2011.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	1.0	1.0
646467	2.0	8.0
100500860	0.0	0.0
96459	2832.0	3235.0
100500861	0.0	0.0
23498	522.0	223.0
23499	23323.0	27725.0
23491	431.0	78.0
23492	5615.0	3115.0
23493	1702.0	510.0
23495	43.0	52.0
100500862	0.0	0.0
100500863	3.0	3.0
100034743	1.0	0.0
100500864	0.0	0.0
100500865	30.0	12.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	1.0
100500893	0.0	0.0
100500894	0.0	1.0
23463	5038.0	5762.0
394217	1.0	0.0
23464	520.0	768.0
130535	1731.0	1722.0
23466	5961.0	4101.0
23467	1691.0	657.0
23468	12227.0	10003.0
23469	9459.0	7993.0
2801	5488.0	7073.0
2800	2121.0	2221.0
23460	1628.0	328.0
23461	3712.0	999.0
23462	1610.0	650.0
100500895	2.0	1.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	5112.0	7907.0
100500898	0.0	0.0
2805	1770.0	2470.0
100500899	0.0	0.0
2804	18692.0	27270.0
2803	9352.0	12525.0
2802	4900.0	6828.0
130540	16.0	17.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1508.0	1210.0
23475	693.0	389.0
23476	5825.0	7509.0
23478	5939.0	5819.0
23479	5013.0	3884.0
646480	1.0	0.0
2812	0.0	0.0
2811	137.0	83.0
2810	1687.0	1212.0
23471	15361.0	10879.0
23473	3549.0	2871.0
100500884	0.0	0.0
2819	8842.0	1899.0
100500885	0.0	0.0
84498	4212.0	3519.0
100500886	0.0	0.0
2817	2888.0	5272.0
100500888	0.0	0.0
2815	0.0	1.0
100500889	1.0	3.0
2814	10.0	17.0
2813	63.0	2977.0
2823	131.0	42.0
2822	229.0	79.0
2821	9866.0	21939.0
100500839	0.0	0.0
2820	4991.0	6402.0
201562	6341.0	3612.0
100379623	0.0	0.0
2829	67.0	34.0
100500831	0.0	0.0
2828	237.0	485.0
2827	57.0	22.0
100500833	4.0	4.0
2826	48.0	25.0
100500834	0.0	0.0
2825	18.0	42.0
100500835	4.0	1.0
2824	4673.0	854.0
100500836	0.0	0.0
727699	6.0	0.0
2834	4.0	3.0
100500826	1.0	0.0
2833	177.0	62.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	0.0	0.0
100500829	0.0	0.0
60401	596.0	241.0
2830	2.0	3.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	175.0	28.0
100500822	0.0	0.0
2837	7.0	5.0
100500823	0.0	1.0
100500824	0.0	0.0
2835	296.0	34.0
100500825	0.0	0.0
100500850	50.0	38.0
2845	0.0	1.0
100500859	0.0	0.0
2844	0.0	0.0
2843	7.0	10.0
2842	26.0	49.0
2841	26.0	26.0
60412	5289.0	5835.0
2840	126.0	29.0
100500851	0.0	0.0
100500854	13.0	6.0
2849	4.0	49.0
100500855	0.0	0.0
2848	10.0	1.0
394261	3.0	1.0
2847	13.0	59.0
347933	0.0	0.0
100500857	0.0	0.0
2846	48.0	32.0
100500858	0.0	0.0
394263	0.0	0.0
2856	0.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	4.0	4.0
201595	11157.0	12178.0
2852	351.0	183.0
2850	898.0	296.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	99.0	99.0
100500846	0.0	0.0
2857	546.0	261.0
100500847	0.0	0.0
2870	1915.0	1708.0
107105261	0.0	0.0
2867	38.0	665.0
107105265	0.0	0.0
60437	38.0	18.0
2866	0.0	0.0
107105264	0.0	0.0
60436	3008.0	1736.0
2865	3.0	5.0
107105263	0.0	0.0
2864	4.0	7.0
107105262	0.0	0.0
2863	177.0	339.0
2862	2.0	1.0
2861	205.0	128.0
347918	704.0	922.0
107105266	2.0	2.0
2869	984.0	725.0
2868	290.0	231.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	1.0
2878	7384.0	3961.0
2877	137.0	186.0
107105253	38.0	34.0
2876	6461.0	6146.0
2875	187.0	141.0
2874	198.0	153.0
2873	3573.0	4309.0
2872	8271.0	17968.0
107105256	0.0	0.0
2871	3.0	4.0
347902	10900.0	3479.0
107105259	0.0	0.0
2879	9691.0	12448.0
727682	0.0	0.0
727684	0.0	0.0
2892	206.0	25.0
2891	193.0	137.0
2890	20.0	11.0
727686	0.0	0.0
84419	478.0	7354.0
2889	7976.0	4807.0
100500815	0.0	0.0
2888	151.0	433.0
100500816	0.0	0.0
2887	3554.0	4391.0
100500817	0.0	0.0
2886	2330.0	2160.0
100500818	0.0	0.0
2885	7630.0	10342.0
100500819	2.0	0.0
2884	2.0	1.0
2882	774.0	490.0
100642175	11.0	4.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	3.0	1.0
100500813	0.0	0.0
100500814	2.0	2.0
727676	0.0	0.0
107105271	0.0	1.0
727677	205.0	27.0
2899	599.0	458.0
84418	1594.0	1170.0
2898	49.0	38.0
60468	1670.0	449.0
84417	3377.0	1271.0
2897	470.0	122.0
2896	10762.0	13416.0
60467	0.0	0.0
100500808	0.0	0.0
2895	4.0	3.0
100500809	0.0	0.0
2894	269.0	116.0
2893	1346.0	540.0
100500801	1.0	0.0
100500802	20.0	15.0
100500803	0.0	0.0
23603	6193.0	3228.0
100129507	0.0	0.0
23604	1200.0	590.0
23605	0.0	0.0
23606	0.0	0.0
23607	5222.0	6765.0
23608	8640.0	11741.0
23609	1993.0	1638.0
286527	20.0	5.0
286528	0.0	0.0
23600	248.0	276.0
23601	49.0	213.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	1.0	1.0
23614	0.0	1.0
23615	22.0	25.0
23616	817.0	644.0
286530	368.0	274.0
23617	0.0	0.0
23619	24.0	7.0
23612	2625.0	1929.0
23613	3851.0	4800.0
286544	52.0	71.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	11.0	19.0
100463528	1.0	0.0
441272	511.0	516.0
100379667	0.0	0.0
100288998	0.0	1.0
441263	26.0	76.0
441261	0.0	2.0
100288984	0.0	0.0
441295	66.0	60.0
441294	5.0	13.0
100463500	1.0	0.0
100288979	0.0	0.0
286512	2.0	3.0
286514	0.0	0.0
60625	1063.0	1003.0
441282	83.0	60.0
646377	0.0	0.0
100130579	0.0	1.0
646379	0.0	0.0
646378	2.0	0.0
23683	4500.0	3808.0
404281	60.0	82.0
100130572	0.0	0.0
646370	3.0	1.0
23682	495.0	699.0
100129587	0.0	0.0
100129583	631.0	548.0
100129584	1.0	1.0
441218	2.0	0.0
100130566	4.0	8.0
100130564	0.0	1.0
100130562	4642.0	3419.0
100130561	45.0	42.0
441212	299.0	122.0
646382	0.0	0.0
100129570	0.0	0.0
404266	17.0	8.0
100130557	120.0	70.0
100130555	0.0	0.0
646390	0.0	0.0
441246	35.0	11.0
23666	128.0	115.0
23667	0.0	0.0
646392	0.0	0.0
23668	3.0	3.0
441251	2.0	2.0
441250	156.0	201.0
23660	1197.0	1850.0
100129564	0.0	0.0
100129566	2.0	0.0
100129561	0.0	0.0
100130549	1.0	0.0
130500	0.0	0.0
100129557	0.0	0.0
23673	4886.0	3371.0
441238	33.0	10.0
130502	643.0	341.0
23676	0.0	3.0
130507	5146.0	3999.0
23677	8194.0	10242.0
441234	0.0	0.0
23678	1211.0	1758.0
23679	1.0	0.0
23670	3507.0	6309.0
23671	19.0	2.0
100129556	2.0	1.0
100129555	6.0	0.0
23647	4656.0	6993.0
23648	4928.0	2445.0
100130539	31.0	2.0
23649	923.0	1318.0
129521	0.0	0.0
100130535	0.0	0.0
23640	1201.0	1922.0
23641	2380.0	2410.0
23642	2322.0	1837.0
23643	229.0	164.0
23644	2481.0	1915.0
23645	5799.0	3766.0
23646	10097.0	9168.0
100129543	18.0	12.0
23658	2028.0	2248.0
23659	994.0	1291.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	1.0	0.0
100130522	175.0	154.0
23650	16295.0	5824.0
23654	19598.0	27867.0
23657	221.0	259.0
117532	24.0	9.0
117531	7.0	5.0
100130519	72.0	48.0
23625	723.0	1176.0
23626	0.0	0.0
23627	93.0	128.0
100130514	1.0	1.0
441208	15.0	9.0
23620	2.0	0.0
23621	3624.0	2220.0
23623	1311.0	2899.0
23624	718.0	2043.0
23636	3590.0	4407.0
23637	5660.0	4620.0
23639	248.0	647.0
100129515	0.0	1.0
23630	19.0	4.0
23632	123.0	73.0
23633	5740.0	5769.0
23635	4648.0	3971.0
100129512	0.0	0.0
404201	383.0	138.0
404203	1.0	1.0
129446	3.0	2.0
404204	0.0	0.0
84569	1.0	0.0
60598	97.0	433.0
84561	748.0	1327.0
60592	5268.0	5970.0
84560	0.0	0.0
648947	5.0	2.0
646300	21.0	12.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	185.0	175.0
727736	0.0	0.0
84559	0.0	0.0
84557	574.0	561.0
84553	846.0	526.0
84552	1528.0	737.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	7.0	6.0
100499457	0.0	0.0
727764	7.0	1.0
102465669	0.0	0.0
102465668	3.0	2.0
646309	161.0	109.0
201627	3390.0	3227.0
646324	24.0	48.0
201626	2404.0	2721.0
727758	49.0	166.0
201625	32.0	22.0
648980	3.0	1.0
84572	2762.0	4117.0
646316	0.0	0.0
84570	175.0	41.0
345462	370.0	335.0
102465689	3.0	1.0
102465688	0.0	0.0
646330	0.0	4.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	13558.0	24980.0
727701	16.0	5.0
727703	0.0	0.0
727704	0.0	1.0
201633	117.0	82.0
2900	68.0	42.0
2908	9881.0	3264.0
2907	10794.0	12022.0
2906	79.0	99.0
2905	68.0	45.0
2904	237.0	32.0
2903	65.0	54.0
345456	0.0	0.0
2902	148.0	198.0
2901	357.0	236.0
406894	0.0	0.0
406893	1.0	0.0
406896	12.0	10.0
406895	0.0	1.0
406898	0.0	0.0
646348	0.0	1.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	0.0	1.0
2911	6.0	11.0
201651	11.0	6.0
2919	247.0	31.0
2918	5.0	18.0
102465691	0.0	0.0
2917	27.0	37.0
2916	8.0	16.0
2915	0.0	1.0
2914	22.0	27.0
2913	6.0	23.0
2912	52.0	22.0
404220	29.0	18.0
406883	0.0	0.0
406882	0.0	0.0
406885	2.0	0.0
406884	0.0	0.0
646359	0.0	8.0
406887	0.0	0.0
406886	45.0	19.0
406889	0.0	0.0
406888	4.0	1.0
23584	789.0	2530.0
23585	9441.0	8082.0
23586	1644.0	1773.0
23587	1553.0	1421.0
23588	2979.0	3894.0
23589	2590.0	3242.0
406881	2.0	0.0
2922	56.0	425.0
2921	425.0	8.0
2920	2216.0	178.0
23580	9547.0	8105.0
23581	3.0	0.0
23582	3393.0	3452.0
23583	1247.0	1527.0
404217	126.0	1371.0
2928	0.0	1.0
2926	5762.0	6864.0
2925	394.0	434.0
2923	21678.0	31052.0
646366	0.0	1.0
345430	0.0	0.0
406875	0.0	0.0
404216	0.0	5.0
23595	2054.0	2054.0
23596	374.0	578.0
23597	1278.0	1157.0
96597	0.0	17.0
23598	4841.0	9311.0
100130584	0.0	0.0
100130581	321.0	191.0
646360	12.0	31.0
129450	765.0	657.0
130429	0.0	0.0
2932	5654.0	5135.0
2931	3029.0	4613.0
23590	296.0	272.0
100129591	1.0	8.0
23591	5.0	2.0
23592	2703.0	1916.0
23593	5742.0	4992.0
23594	84.0	69.0
727708	1.0	0.0
100499485	0.0	0.0
100129597	0.0	0.0
100499483	122.0	165.0
2939	0.0	4.0
2938	102.0	28.0
2937	2244.0	2584.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	2355.0	4161.0
2935	8917.0	12614.0
2934	76746.0	25030.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	2732.0	1826.0
60506	0.0	0.0
2944	7.0	4.0
2942	0.0	0.0
2941	1982.0	844.0
2940	5.0	1.0
2949	867.0	207.0
2948	1504.0	1264.0
2947	7526.0	5328.0
2946	2597.0	1427.0
60526	633.0	637.0
2954	1429.0	1608.0
2953	2.0	1.0
2951	0.0	0.0
2950	12920.0	25900.0
2959	1891.0	1569.0
2958	1642.0	1594.0
2957	3911.0	4119.0
2956	4226.0	4860.0
100288948	0.0	0.0
60529	1939.0	467.0
60528	3702.0	4366.0
2966	371.0	265.0
84504	1.0	0.0
2965	3662.0	3617.0
84503	499.0	502.0
2964	8.0	10.0
2963	1541.0	1190.0
2962	4703.0	5936.0
2961	1014.0	1231.0
84502	102.0	63.0
2960	750.0	975.0
84501	370.0	498.0
2969	4268.0	5710.0
2968	133.0	132.0
2967	2075.0	1903.0
2980	0.0	0.0
2977	679.0	690.0
2976	4256.0	4408.0
2975	4910.0	8707.0
2974	1.0	0.0
2972	1788.0	1839.0
2971	4077.0	4274.0
2970	103.0	156.0
2979	78.0	52.0
2978	5.0	1.0
154442	15.0	9.0
2990	3704.0	7659.0
225689	132.0	448.0
84519	52.0	41.0
84518	142.0	176.0
60559	7883.0	7670.0
100500914	0.0	0.0
2987	4825.0	5256.0
60558	2649.0	2734.0
84525	229.0	359.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	1761.0	971.0
100500917	0.0	0.0
2984	98.0	116.0
84522	1934.0	1561.0
100500918	1.0	0.0
2983	849.0	2266.0
100500919	0.0	0.0
84524	1022.0	678.0
2982	7539.0	7016.0
2981	0.0	0.0
84520	470.0	599.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	4.0	4.0
100500913	0.0	0.0
2999	118.0	53.0
84515	992.0	659.0
100500903	0.0	0.0
2998	45.0	7.0
84514	2192.0	2809.0
100500904	5.0	3.0
2997	3049.0	3420.0
84517	106.0	507.0
100500905	0.0	0.0
84516	4557.0	5915.0
2996	10.0	19.0
100500906	0.0	0.0
2995	2077.0	858.0
2994	0.0	0.0
100500908	0.0	1.0
84513	2245.0	3816.0
2993	0.0	0.0
100500909	0.0	0.0
2992	2741.0	2425.0
60561	1165.0	1324.0
60560	1644.0	2046.0
100500900	0.0	0.0
100500901	1.0	0.0
100288904	0.0	0.0
154467	227.0	351.0
130497	1467.0	544.0
84548	827.0	676.0
84547	426.0	479.0
100500938	1.0	0.0
84549	1532.0	1098.0
84546	0.0	0.0
84545	2784.0	2478.0
84542	446.0	693.0
84541	146.0	78.0
727795	24.0	28.0
84529	459.0	260.0
84536	347.0	227.0
84539	0.0	0.0
84532	3429.0	2319.0
84530	5.0	0.0
23729	182.0	192.0
201288	0.0	0.0
201283	703.0	603.0
23738	3.0	4.0
23731	9620.0	8454.0
23732	41.0	28.0
201299	8.0	14.0
201292	1163.0	1238.0
201294	671.0	492.0
23704	615.0	6267.0
23705	4186.0	1189.0
23708	1220.0	844.0
252840	2.0	1.0
252841	5.0	0.0
100288897	2.0	3.0
23710	5205.0	2267.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	3.0	0.0
100288861	0.0	0.0
