id	98921931-2f32-470d-97ae-824716d1c034	f6466e05-5aea-4d32-a97a-c65589f327e2
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	7.0	76.0
106480004	0.0	0.0
25771	1243.0	1161.0
84138	260.0	228.0
106480003	0.0	0.0
11133	179.0	517.0
84133	19.0	5.0
84132	761.0	2636.0
11132	272.0	909.0
11135	1449.0	1382.0
84135	688.0	1291.0
84134	463.0	998.0
11137	2411.0	2545.0
115290	1079.0	219.0
11136	11.0	47.0
84131	877.0	1814.0
11138	879.0	5960.0
730993	0.0	2.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	1.0	1.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	24.0	472.0
729993	16.0	177.0
50717	3489.0	6130.0
102465257	0.0	1.0
102465256	0.0	0.0
102465255	0.0	1.0
729991	490.0	569.0
102465254	2.0	0.0
102465253	0.0	0.0
164284	401.0	87.0
100884155	2.0	0.0
102465252	0.0	0.0
730978	0.0	2.0
102465251	0.0	0.0
102465250	6.0	5.0
730974	0.0	2.0
392194	0.0	0.0
392197	0.0	0.0
646702	0.0	0.0
646701	0.0	0.0
646721	1.0	2.0
729962	1.0	0.0
729967	343.0	906.0
2504	11.0	6.0
2503	13.0	33.0
284418	0.0	33.0
2502	29.0	21.0
284417	26.0	18.0
2501	49.0	64.0
2500	80.0	96.0
284415	1.0	2.0
404635	1.0	0.0
619190	0.0	1.0
404636	1022.0	808.0
2509	15.0	22.0
646723	3.0	4.0
2508	26.0	43.0
2507	5.0	8.0
619189	0.0	1.0
164237	0.0	1.0
729956	0.0	9.0
140290	16.0	54.0
729952	0.0	0.0
2515	0.0	2.0
284408	38.0	67.0
2512	76633.0	49106.0
284406	350.0	441.0
2510	0.0	0.0
284403	23.0	252.0
284402	26.0	90.0
2519	1815.0	2294.0
2518	2.0	4.0
2517	1516.0	5665.0
2516	0.0	0.0
646755	3.0	13.0
646754	0.0	0.0
646753	0.0	0.0
260434	3.0	71.0
23189	9801.0	3994.0
260436	566.0	405.0
23180	6372.0	1766.0
2526	788.0	283.0
23181	1559.0	3863.0
2525	4.0	25.0
2524	28.0	1100.0
2523	248.0	338.0
23184	2089.0	5092.0
2521	4259.0	33309.0
23185	2553.0	6163.0
23186	2369.0	9393.0
2520	0.0	0.0
23187	9587.0	4155.0
2529	1.0	33.0
2528	18.0	736.0
2527	0.0	4.0
152273	3178.0	1285.0
644100	0.0	0.0
646766	5.0	15.0
644101	2.0	6.0
23199	5099.0	8028.0
260425	1016.0	2198.0
729974	0.0	0.0
260429	2.0	1.0
2537	1122.0	1746.0
23191	6403.0	9315.0
23192	1139.0	3386.0
23193	14072.0	32968.0
2535	78.0	339.0
2534	3146.0	1680.0
23194	1596.0	3900.0
2533	327.0	2433.0
23195	3727.0	4690.0
23196	8876.0	19300.0
2532	3432.0	1045.0
23197	3237.0	7084.0
2531	5839.0	4176.0
2530	1657.0	9984.0
23198	3364.0	14884.0
345829	3.0	2.0
646759	0.0	0.0
646758	1.0	3.0
2539	2195.0	1980.0
2538	0.0	1.0
23190	7057.0	13842.0
25903	618.0	3266.0
25902	407.0	394.0
25904	1148.0	2942.0
100129866	0.0	0.0
25907	48.0	84.0
100130855	49.0	141.0
25906	260.0	461.0
25909	3452.0	3728.0
100127206	0.0	1.0
100129867	1.0	0.0
2551	3562.0	3177.0
2550	1016.0	2866.0
25901	1452.0	2418.0
25900	484.0	456.0
2548	1971.0	10829.0
223075	44.0	22.0
2547	11811.0	9826.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	11.0	43.0
2542	825.0	1338.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	1.0
100874407	0.0	0.0
100874406	1.0	0.0
100874405	0.0	0.0
2549	3612.0	3779.0
100874404	0.0	0.0
25914	982.0	1050.0
100130848	0.0	0.0
25913	1113.0	4261.0
100129858	23.0	34.0
25915	2181.0	1643.0
25917	1295.0	3201.0
2562	131.0	37.0
2561	41.0	37.0
2560	2.0	0.0
25912	12081.0	10772.0
25911	230.0	1022.0
2559	0.0	0.0
2558	0.0	1.0
2557	0.0	1.0
2556	0.0	17.0
2555	159.0	22.0
2554	0.0	0.0
2553	1832.0	2844.0
100129853	0.0	3.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	15.0	57.0
2572	1.0	0.0
2571	6.0	48.0
2570	18.0	21.0
2569	2.0	2.0
2568	5541.0	1385.0
2567	7.0	4.0
2566	0.0	0.0
2565	11.0	0.0
2564	6365.0	100.0
2563	10.0	77.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	573.0	4012.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	5.0	2.0
100129836	0.0	0.0
100874410	4.0	0.0
286676	51.0	720.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	226.0	354.0
2583	76.0	111.0
2582	155.0	1328.0
2581	2505.0	4833.0
2580	1725.0	6013.0
100874419	0.0	0.0
100874414	1.0	0.0
100874413	0.0	0.0
100874412	0.0	0.0
100874411	0.0	0.0
100874418	2.0	5.0
223082	769.0	3389.0
100874417	1.0	3.0
100874416	0.0	1.0
100874415	0.0	0.0
100129827	2.0	10.0
100874443	0.0	0.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	0.0
100874440	0.0	0.0
2595	1204.0	1173.0
2593	327.0	990.0
100379300	0.0	0.0
2592	879.0	582.0
2591	551.0	9754.0
441389	235.0	173.0
2590	2533.0	4296.0
441386	1.0	7.0
127617	0.0	4.0
2589	3739.0	11994.0
2588	578.0	958.0
2587	26.0	1.0
441391	11.0	5.0
284018	1155.0	2197.0
2585	781.0	703.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	17.0	24.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	1.0	5.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	4.0	15.0
100874430	0.0	0.0
100129813	1.0	2.0
441377	0.0	0.0
441376	136.0	923.0
441381	0.0	0.0
127602	52.0	760.0
2597	29302.0	32470.0
2596	6.0	17.0
100874436	0.0	0.0
284004	535.0	1692.0
100874435	0.0	0.0
100874434	3.0	11.0
100874433	0.0	0.0
284001	416.0	2542.0
100874439	0.0	2.0
100874438	0.0	1.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	4.0	7.0
100874464	0.0	1.0
100874462	0.0	4.0
100129801	0.0	0.0
100874469	0.0	1.0
100874468	0.0	0.0
100874467	2.0	3.0
100874466	1.0	0.0
100874450	0.0	0.0
50937	3483.0	4360.0
100874454	0.0	0.0
50939	15.0	83.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	0.0	2.0
50940	1210.0	305.0
100874455	0.0	6.0
50943	14.0	250.0
50945	1.0	4.0
50944	4.0	36.0
100874459	0.0	0.0
23328	9435.0	6916.0
23329	160.0	1722.0
84281	650.0	188.0
84280	1123.0	1614.0
644076	0.0	2.0
11340	856.0	2435.0
644079	0.0	0.0
25983	997.0	2165.0
127665	12.0	21.0
23321	3282.0	1098.0
115677	1374.0	11522.0
644070	1.0	0.0
23322	285.0	743.0
25984	277.0	552.0
23324	3205.0	6824.0
25987	4374.0	2291.0
23325	3997.0	4596.0
23326	8812.0	23254.0
25989	605.0	2111.0
23327	3742.0	9273.0
25988	541.0	1427.0
25981	999.0	814.0
25980	2303.0	2980.0
11342	4026.0	2766.0
84287	1013.0	2574.0
84286	713.0	1889.0
11341	33.0	18.0
284058	3021.0	6703.0
84289	1006.0	2625.0
11344	1189.0	1485.0
11343	34659.0	1536.0
84288	480.0	661.0
84283	151.0	528.0
11346	7200.0	3042.0
11345	4352.0	3159.0
84282	1584.0	1968.0
84285	1002.0	1671.0
84284	1653.0	1884.0
23339	4613.0	6567.0
84270	256.0	1852.0
23331	3714.0	1217.0
25994	2119.0	4157.0
23332	4866.0	5149.0
25996	1290.0	1342.0
23333	1531.0	1905.0
23334	2576.0	4629.0
25998	3877.0	7906.0
23335	1553.0	2994.0
23336	9061.0	1328.0
441332	1.0	0.0
644082	1.0	0.0
23338	2704.0	5106.0
25999	1532.0	1137.0
441331	0.0	0.0
84279	849.0	567.0
25992	3131.0	2153.0
84276	832.0	1385.0
84275	1343.0	901.0
284047	130.0	36.0
84278	150.0	278.0
84277	833.0	928.0
84272	4846.0	4605.0
84271	3694.0	4285.0
84274	2227.0	1975.0
84273	1769.0	1975.0
23306	1199.0	2381.0
23307	1921.0	4281.0
284040	37.0	83.0
23308	7.0	36.0
23309	2003.0	3896.0
25961	104.0	223.0
25960	4351.0	1852.0
25963	5336.0	14255.0
23300	5228.0	4745.0
23301	5902.0	1882.0
25962	5437.0	17071.0
23302	345.0	98.0
23303	2186.0	15921.0
644096	202.0	438.0
23304	4342.0	6121.0
25966	11855.0	5454.0
23305	29.0	108.0
644094	1.0	0.0
11328	6259.0	6455.0
11329	2778.0	2812.0
11320	1310.0	1964.0
137012	1.0	5.0
113000	214.0	1966.0
11322	663.0	2411.0
11321	1629.0	2183.0
284034	3.0	2.0
11326	499.0	278.0
11325	6754.0	10209.0
23317	4149.0	5323.0
84290	0.0	3.0
25979	1362.0	1259.0
23318	1984.0	1554.0
84292	173.0	369.0
25972	1581.0	2335.0
23310	1172.0	2907.0
441359	0.0	0.0
25974	445.0	619.0
23312	1714.0	4088.0
25973	180.0	486.0
23313	1948.0	4815.0
25976	8624.0	6764.0
23314	484.0	127.0
25975	14.0	72.0
441355	0.0	0.0
25978	2371.0	3464.0
23315	1027.0	2561.0
25977	1769.0	2877.0
23316	49.0	417.0
11339	20.0	53.0
11338	2427.0	8094.0
441362	0.0	0.0
441361	0.0	0.0
140660	1.0	1.0
115650	52.0	324.0
127623	8.0	2.0
25970	1285.0	4477.0
284029	86.0	141.0
115653	0.0	0.0
84298	941.0	1393.0
11331	8299.0	9049.0
11330	0.0	5.0
11333	1939.0	5413.0
152641	42.0	19.0
11332	281.0	433.0
84299	693.0	1596.0
11335	5068.0	17466.0
84294	1359.0	1886.0
11334	974.0	2061.0
84293	28749.0	5035.0
84296	59.0	155.0
11337	3067.0	2580.0
284021	114.0	273.0
84295	1197.0	3114.0
11336	2763.0	4027.0
25946	1002.0	5508.0
25949	2884.0	3898.0
25948	3461.0	4156.0
441308	0.0	0.0
139604	0.0	1.0
100130898	0.0	0.0
100130894	2.0	4.0
25941	2640.0	2133.0
25940	1478.0	2440.0
100130892	19.0	17.0
25943	2882.0	1851.0
25942	4654.0	8732.0
100130890	138.0	120.0
25945	1687.0	314.0
11309	1028.0	2253.0
284099	5.0	3.0
284098	176.0	484.0
25957	5399.0	12658.0
140609	10537.0	4131.0
25959	10255.0	3595.0
100130889	1.0	0.0
100130887	46.0	74.0
25950	285.0	399.0
25953	997.0	2648.0
25956	474.0	1078.0
11317	1.0	2.0
11316	1720.0	3500.0
11319	1382.0	2629.0
11318	45.0	16.0
100379378	0.0	0.0
11311	1833.0	2891.0
11313	842.0	3319.0
140603	1.0	0.0
11315	7790.0	8804.0
284086	118.0	613.0
11314	108.0	374.0
25925	2261.0	1514.0
284085	0.0	3.0
25924	695.0	1897.0
25927	2002.0	389.0
284083	0.0	19.0
100130879	0.0	0.0
25926	1663.0	3237.0
139628	0.0	0.0
25929	1869.0	2204.0
25928	361.0	134.0
441328	0.0	0.0
127687	613.0	1095.0
100130873	0.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	2.0
441324	0.0	0.0
25921	4053.0	7765.0
441323	0.0	0.0
25920	1735.0	3652.0
25923	8820.0	8777.0
140612	653.0	806.0
100129880	0.0	0.0
284076	18.0	37.0
100129882	4.0	6.0
25936	1261.0	1700.0
25938	1867.0	3825.0
25937	5477.0	4583.0
284071	8.0	31.0
100130866	0.0	0.0
25939	3712.0	6156.0
113026	1573.0	666.0
441317	0.0	0.0
441315	0.0	0.0
25930	1896.0	4600.0
441314	0.0	0.0
441313	0.0	0.0
25932	14857.0	9187.0
127671	0.0	0.0
25934	2964.0	1515.0
127670	2.0	3.0
284069	35.0	50.0
140623	7.0	15.0
140625	0.0	0.0
284067	4.0	4.0
100129871	0.0	0.0
140628	0.0	2.0
406982	0.0	0.0
406981	0.0	0.0
406984	1.0	12.0
406983	0.0	23.0
406986	0.0	0.0
406985	0.0	1.0
406988	5.0	5.0
406987	0.0	0.0
23287	1521.0	744.0
23288	626.0	8906.0
406980	0.0	0.0
84206	141.0	193.0
23281	11.0	1082.0
84203	4.0	5.0
23283	1739.0	3539.0
23284	280.0	100.0
140596	0.0	0.0
23285	1130.0	790.0
152579	699.0	968.0
140597	34.0	28.0
23286	641.0	3806.0
152578	1.0	2.0
406979	0.0	0.0
406978	0.0	0.0
152573	42.0	18.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	1.0	0.0
23299	2383.0	1863.0
201725	388.0	553.0
23291	3403.0	4617.0
23293	1310.0	1383.0
23294	2358.0	3509.0
23295	1965.0	9712.0
406968	0.0	0.0
406967	0.0	0.0
646658	6.0	6.0
152586	0.0	3.0
406969	0.0	2.0
406960	0.0	0.0
11281	115.0	5.0
406962	27.0	93.0
646672	2.0	1.0
11280	240.0	37.0
406961	0.0	0.0
11283	2.0	1296.0
406964	0.0	0.0
11282	1741.0	4104.0
406963	1.0	0.0
644016	2.0	0.0
11285	488.0	1249.0
406966	0.0	0.0
11284	386.0	1701.0
406965	1.0	1.0
23265	3502.0	6518.0
23266	6014.0	1806.0
23268	1497.0	3777.0
23269	2809.0	5984.0
84229	0.0	88.0
164592	14.0	20.0
59269	883.0	2563.0
84225	56.0	178.0
23261	919.0	1549.0
84224	657.0	1159.0
23262	2368.0	4497.0
23263	1893.0	11779.0
23264	5148.0	5704.0
84226	112.0	602.0
84221	89.0	420.0
406957	0.0	0.0
84220	1.0	1.0
406956	0.0	1.0
84223	583.0	2046.0
406959	0.0	0.0
406958	0.0	1.0
84222	8.0	35.0
646685	0.0	0.0
644022	1.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	3.0	4.0
406952	0.0	0.0
406955	1.0	0.0
406954	0.0	1.0
23276	645.0	1767.0
23277	3537.0	2362.0
23279	2919.0	5063.0
59277	4163.0	48429.0
59272	41.0	9.0
59271	658.0	852.0
59274	1378.0	4888.0
84218	0.0	0.0
84217	178.0	461.0
23270	1563.0	4389.0
23271	3542.0	3381.0
84219	298.0	1425.0
23272	5127.0	9605.0
23274	969.0	4747.0
84216	283.0	171.0
84215	71.0	30.0
23275	815.0	2639.0
406946	0.0	0.0
84210	3.0	2.0
406945	0.0	5.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	18185.0	8338.0
644037	12.0	17.0
11260	5219.0	4238.0
646698	0.0	2.0
11262	61.0	346.0
23243	2634.0	5499.0
23244	6806.0	11116.0
59286	2414.0	3985.0
23245	234.0	4807.0
23246	377.0	1056.0
23247	629.0	8936.0
59283	1.0	10.0
23248	4692.0	6862.0
644030	0.0	0.0
59285	2.0	17.0
59284	1.0	0.0
84247	1898.0	2226.0
23240	3189.0	1824.0
84246	866.0	809.0
84249	43.0	19.0
23241	3038.0	6598.0
23242	1130.0	5451.0
84248	4544.0	5919.0
84243	2728.0	1684.0
11264	1535.0	4038.0
84245	951.0	2091.0
11267	1542.0	2131.0
11266	443.0	771.0
11269	810.0	638.0
84240	836.0	1053.0
11270	575.0	948.0
644042	1.0	1.0
11272	54.0	65.0
11274	305.0	291.0
11273	4128.0	10737.0
23254	797.0	3109.0
23255	118.0	364.0
23256	2614.0	4881.0
23258	6719.0	5759.0
23259	5652.0	2815.0
644041	6.0	0.0
84239	243.0	2160.0
23250	1518.0	788.0
84236	1985.0	2391.0
23251	33.0	174.0
23252	1039.0	907.0
140564	168.0	383.0
23253	4232.0	8240.0
84232	5300.0	4107.0
11276	3047.0	4881.0
11275	1069.0	1808.0
84231	1665.0	7985.0
49861	11.0	46.0
11278	1119.0	1200.0
49860	0.0	1.0
84233	963.0	797.0
11277	0.0	0.0
11279	1854.0	1133.0
84230	3010.0	1330.0
23229	1775.0	1872.0
49856	539.0	1080.0
644054	0.0	0.0
49855	1526.0	1476.0
644059	0.0	0.0
49854	1759.0	3571.0
11240	1993.0	1235.0
23221	898.0	1273.0
25884	161.0	49.0
23223	421.0	1857.0
25886	38.0	463.0
23224	9993.0	7460.0
25885	1741.0	4723.0
23225	445.0	9233.0
25888	522.0	1158.0
23228	1952.0	526.0
644050	2.0	3.0
201780	2.0	19.0
84269	393.0	740.0
152559	864.0	768.0
25880	339.0	858.0
84268	1145.0	1307.0
23220	2005.0	524.0
140576	2460.0	2520.0
84265	2129.0	1676.0
11243	447.0	1101.0
139599	8.0	12.0
84264	8.0	1042.0
140578	449.0	34.0
84267	895.0	1968.0
11245	541.0	879.0
84266	942.0	888.0
11244	5546.0	5086.0
84261	167.0	825.0
11247	80.0	27.0
139596	502.0	835.0
84260	516.0	1051.0
84263	14094.0	3643.0
11249	0.0	0.0
84262	324.0	1408.0
11248	805.0	143.0
345557	420.0	159.0
406993	0.0	0.0
406992	0.0	1.0
406995	0.0	0.0
406994	0.0	0.0
11250	1.0	3.0
406997	1.0	0.0
406996	0.0	0.0
11252	2343.0	3922.0
406999	0.0	0.0
11251	187.0	22.0
406998	0.0	0.0
23232	1145.0	1863.0
25895	730.0	1163.0
23233	3384.0	2674.0
25894	526.0	531.0
25897	3859.0	7896.0
23234	317.0	877.0
25896	595.0	1800.0
23235	33632.0	3877.0
23236	1303.0	2642.0
25898	1266.0	2696.0
23237	53.0	28.0
644063	25.0	37.0
406991	0.0	0.0
23239	2803.0	978.0
406990	0.0	0.0
25891	1616.0	374.0
84258	1.0	10.0
25890	6907.0	2118.0
25893	37.0	506.0
23230	2752.0	4909.0
23231	1312.0	1270.0
84259	676.0	2049.0
84254	131.0	770.0
11254	619.0	45.0
84253	442.0	654.0
11253	1608.0	4805.0
406989	0.0	0.0
84256	1194.0	2519.0
11255	0.0	1.0
84255	1555.0	3303.0
84250	432.0	819.0
11258	1568.0	2108.0
11257	622.0	1857.0
84251	245.0	636.0
11259	6752.0	3674.0
100874483	0.0	0.0
100874482	0.0	1.0
100874480	0.0	0.0
406900	0.0	9.0
100874484	3.0	0.0
201799	217.0	742.0
201798	7.0	98.0
50831	2.0	12.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	15.0	85.0
50835	0.0	1.0
50834	0.0	14.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	2.0
100874471	0.0	1.0
102465138	0.0	0.0
50839	3.0	11.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	1.0	0.0
102465136	2.0	7.0
100874476	0.0	1.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	0.0
50840	49.0	80.0
100874479	0.0	3.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	10.0	15.0
100499183	91.0	40.0
50848	3953.0	8310.0
2601	8.0	2.0
100499177	1230.0	2176.0
102465141	0.0	1.0
50853	332.0	1037.0
2609	1.0	0.0
102465140	0.0	0.0
50852	22.0	239.0
50855	90.0	123.0
50854	3958.0	5797.0
100499171	1.0	4.0
50856	58.0	210.0
50859	6.0	6.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	0.0	0.0
646600	0.0	0.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	1112.0	185.0
2613	2.0	152.0
2611	0.0	2.0
50862	3006.0	5814.0
50861	505.0	954.0
2619	4644.0	1129.0
50863	843.0	584.0
100874499	0.0	0.0
2618	3051.0	4116.0
50865	2435.0	4990.0
2617	2525.0	4921.0
2616	21.0	20.0
2615	2111.0	1905.0
406940	1.0	9.0
406942	0.0	0.0
646612	14.0	19.0
406941	0.0	1.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	1378.0	73792.0
2624	439.0	1572.0
2623	3.0	15.0
2622	395.0	1161.0
2621	4404.0	4002.0
2620	61.0	22.0
406935	28.0	14.0
406934	0.0	0.0
646603	0.0	7.0
406937	0.0	0.0
406936	0.0	0.0
2629	1333.0	1961.0
406939	0.0	1.0
646609	0.0	2.0
2628	1114.0	1153.0
406938	0.0	0.0
2627	394.0	171.0
2626	1.0	0.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	4.0
406932	0.0	1.0
646620	0.0	0.0
2636	0.0	4.0
2635	737.0	2746.0
2634	7155.0	3664.0
2633	1970.0	3387.0
2632	12186.0	1124.0
2631	5955.0	9136.0
2630	74.0	232.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	22.0	1.0
406928	0.0	0.0
2639	1273.0	1140.0
406927	0.0	0.0
646619	3.0	6.0
2638	2.0	0.0
2637	0.0	4.0
406929	0.0	0.0
646630	2.0	0.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	333.0	5382.0
2647	960.0	817.0
2646	8.0	4.0
2645	8.0	7.0
2644	132.0	210.0
2643	254.0	589.0
2642	0.0	1.0
2641	1.0	0.0
406913	2.0	2.0
646627	14.0	260.0
406912	3.0	1.0
646625	0.0	1.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	64.0	48.0
406919	0.0	1.0
2648	1104.0	3916.0
406918	0.0	0.0
646641	0.0	0.0
646640	0.0	0.0
646643	0.0	1.0
406911	3.0	2.0
406910	0.0	0.0
2661	41.0	106.0
2660	56.0	33.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	292.0	155.0
2652	0.0	0.0
2651	341.0	1513.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	5.0	3.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	257.0	85.0
2672	38.0	211.0
106144578	0.0	0.0
2671	319.0	1713.0
2670	86.0	62.0
106144575	0.0	0.0
2669	2366.0	4463.0
2668	4.0	3.0
2667	1.0	0.0
100874529	0.0	1.0
2665	13946.0	14969.0
2664	4547.0	6984.0
2662	547.0	51.0
100874524	4.0	8.0
100874523	0.0	0.0
100129743	0.0	0.0
100874522	6.0	0.0
100874528	0.0	0.0
100129738	0.0	0.0
100129739	3.0	2.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	5330.0	17155.0
106144568	6.0	2.0
2681	1107.0	476.0
2679	0.0	1.0
2678	90.0	234.0
100874519	0.0	0.0
2677	3330.0	2981.0
100874518	1.0	0.0
2676	20.0	1.0
2675	90.0	16.0
2674	7196.0	20132.0
2673	9731.0	9032.0
101056700	27.0	46.0
100874512	0.0	0.0
100874511	1.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	1.0	1.0
100874516	0.0	3.0
100130718	1.0	0.0
100874515	1.0	1.0
100130717	26.0	8.0
100874514	0.0	0.0
100129727	15.0	68.0
100129726	15.0	32.0
100129723	0.0	0.0
100129722	18.0	83.0
2694	0.0	7.0
2693	0.0	0.0
2692	6.0	0.0
2691	0.0	2.0
2690	35340.0	2850.0
2689	0.0	0.0
2688	2.0	0.0
2687	903.0	1526.0
2686	690.0	1328.0
100130708	0.0	0.0
100129716	27.0	128.0
106144540	0.0	0.0
100874531	0.0	0.0
100874530	1.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	1.0	0.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	0.0	4.0
106144538	18.0	10.0
2697	12325.0	8057.0
106144539	0.0	0.0
2696	70.0	129.0
2695	1.0	0.0
100129706	0.0	0.0
100129708	0.0	0.0
284131	459.0	1298.0
115509	597.0	1812.0
259197	3.0	44.0
284129	474.0	1223.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	2.0	10.0
106144595	2.0	3.0
286749	5.0	2.0
106144598	0.0	0.0
106144599	0.0	0.0
284119	41667.0	7622.0
284116	0.0	9.0
284114	51.0	261.0
284111	15.0	4.0
284110	19.0	49.0
259173	681.0	891.0
106144584	4.0	12.0
286753	28117.0	15.0
106144585	0.0	0.0
106144586	0.0	0.0
284106	611.0	1321.0
284100	2.0	3.0
284184	416.0	376.0
127544	1035.0	2155.0
23443	2243.0	9591.0
115557	545.0	775.0
127540	0.0	0.0
23446	5918.0	14984.0
115560	387.0	352.0
23440	0.0	1.0
127534	0.0	4.0
139538	0.0	0.0
23452	15635.0	1688.0
441459	3.0	9.0
441457	0.0	15.0
23456	1429.0	1547.0
115548	3541.0	3020.0
23457	190.0	1353.0
441452	0.0	0.0
441461	42.0	31.0
152503	26366.0	4179.0
23450	6005.0	6240.0
23451	16263.0	33854.0
139542	0.0	0.0
284167	9.0	17.0
23428	1303.0	13520.0
284161	120.0	1204.0
23429	3239.0	8441.0
100130799	0.0	2.0
23420	1191.0	3364.0
23421	564.0	1278.0
23423	911.0	5551.0
23424	947.0	1358.0
23426	114.0	4336.0
152519	147.0	79.0
152518	524.0	762.0
441490	0.0	0.0
23438	1108.0	2274.0
23439	0.0	2.0
100130786	0.0	1.0
23430	11.0	36.0
100130785	0.0	0.0
23431	825.0	1107.0
23432	655.0	685.0
23433	9474.0	2997.0
441478	103.0	215.0
23434	1.0	3.0
23435	3585.0	7762.0
441476	13.0	75.0
23436	0.0	0.0
441484	0.0	1.0
441481	8.0	4.0
140545	79.0	270.0
100129795	0.0	1.0
139562	0.0	0.0
100129792	391.0	117.0
100129794	217.0	355.0
100129793	1.0	0.0
23405	5908.0	13301.0
23406	2744.0	4812.0
23408	957.0	1211.0
23409	43.0	84.0
100130776	123.0	176.0
100130775	3.0	3.0
441425	0.0	0.0
23400	813.0	3323.0
100130771	8.0	127.0
23401	221.0	1135.0
23403	595.0	1732.0
441420	0.0	0.0
23404	754.0	1088.0
127579	31.0	235.0
100129784	3.0	0.0
100129781	207.0	71.0
100129782	0.0	0.0
23416	19.0	47.0
23417	1562.0	506.0
23418	34.0	14.0
100129777	0.0	0.0
441416	13.0	2.0
23410	1485.0	3299.0
23411	3233.0	3207.0
23412	740.0	2405.0
23413	228.0	660.0
441410	0.0	0.0
23414	1356.0	319.0
23415	20.0	12.0
100129772	0.0	0.0
100130758	34.0	57.0
100130756	1.0	3.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	3.0	0.0
115584	3.0	17.0
379024	0.0	0.0
379025	1443.0	5115.0
100874502	0.0	0.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	0.0	0.0
100874504	2.0	0.0
100874503	0.0	4.0
284196	0.0	4.0
284194	2.0	1.0
139516	4.0	0.0
100129755	0.0	0.0
100130742	12.0	39.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	1.0	7.0
441432	18.0	1.0
441430	0.0	0.0
115572	441.0	509.0
379011	0.0	0.0
379012	0.0	0.0
379013	8.0	4.0
284186	3.0	2.0
284185	25.0	1.0
646531	14.0	8.0
100463285	9.0	50.0
84328	1454.0	2649.0
84327	2470.0	1200.0
84329	288.0	314.0
84324	101.0	166.0
84326	767.0	1954.0
84320	1049.0	1715.0
100500797	0.0	0.0
646527	11.0	2.0
100500798	0.0	0.0
