id	6a12fc1f-9ef6-48fb-8706-f7d82b86407b	73a8acb0-feba-4c0d-b67a-a1f26d046b0b
100036563	0.0	0.0
100036566	2.0	2.0
100036565	0.0	0.0
155054	425.0	310.0
143098	2326.0	2762.0
4507	1551.0	1672.0
4508	271263.0	278696.0
4509	25738.0	36420.0
100462977	4.0	8.0
4500	324.0	274.0
4501	10413.0	6021.0
4502	7382.0	11819.0
4503	21.0	13.0
4504	8.0	2.0
4520	1629.0	1359.0
4519	468372.0	317235.0
170690	32.0	31.0
4511	24.0	26.0
4512	1446211.0	916757.0
100462981	0.0	0.0
4513	361681.0	326278.0
4514	571964.0	352807.0
100462983	1.0	5.0
4515	111.0	73.0
170692	27.0	39.0
100462985	3.0	0.0
170691	119.0	257.0
253512	1210.0	1031.0
4521	303.0	449.0
4522	3512.0	3215.0
157680	2922.0	2363.0
4523	8.0	7.0
4524	5346.0	4368.0
4528	1966.0	1398.0
155006	0.0	211.0
4540	402496.0	347118.0
4541	154039.0	179137.0
157667	3.0	2.0
4542	1055.0	853.0
4534	1788.0	2089.0
4535	281935.0	161109.0
4536	328030.0	233030.0
4537	124026.0	92422.0
4538	783882.0	591242.0
4539	39682.0	33529.0
157697	1369.0	1317.0
4550	504689.0	302417.0
155038	3262.0	3940.0
4552	1864.0	1889.0
4553	0.0	0.0
4543	1.0	4.0
4544	1.0	0.0
4547	10.0	2.0
100036575	2.0	3.0
4548	6048.0	4580.0
100036574	0.0	0.0
4549	54747.0	33368.0
131076	599.0	588.0
4563	2.0	0.0
4564	3.0	4.0
4555	0.0	0.0
4556	2.0	3.0
4558	15.0	12.0
157695	3085.0	4212.0
157693	4.0	8.0
4570	0.0	0.0
348378	58.0	53.0
4571	5074.0	2803.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	16.0	6.0
100288287	0.0	0.0
100288283	1.0	1.0
4565	1.0	0.0
4566	0.0	0.0
4567	18.0	12.0
4568	3.0	1.0
253559	16.0	2.0
4569	0.0	2.0
253558	1255.0	1192.0
4580	897.0	897.0
4581	118.0	68.0
4582	1429.0	1904.0
4583	1.0	3.0
4584	156.0	200.0
4585	136.0	49.0
4586	2.0	0.0
4576	20.0	7.0
4577	0.0	1.0
4578	0.0	0.0
4579	53.0	49.0
4591	2295.0	1625.0
4593	26.0	5.0
4594	2683.0	2071.0
4595	1160.0	972.0
4597	2722.0	2573.0
100288264	0.0	0.0
4588	7.0	4.0
4589	1.0	0.0
100288252	5.0	4.0
4598	1874.0	1635.0
4599	3139.0	2745.0
100288248	0.0	0.0
650560	1.0	0.0
348327	239.0	141.0
100288235	1.0	0.0
100288227	0.0	0.0
253582	0.0	0.0
100288222	1.0	0.0
64834	5129.0	6921.0
64838	284.0	1148.0
64837	1663.0	2083.0
100132487	0.0	0.0
64841	1052.0	713.0
64840	1184.0	1270.0
64843	4.0	3.0
64844	5299.0	5278.0
64847	5195.0	5363.0
64849	322.0	115.0
64848	2295.0	2388.0
64839	3589.0	2951.0
64850	31.0	7.0
64852	1054.0	1084.0
64854	1479.0	1010.0
64853	1608.0	1327.0
64856	2705.0	9385.0
64855	16688.0	29092.0
64858	523.0	517.0
64857	4650.0	6456.0
64859	449.0	691.0
387911	6.0	24.0
387914	1860.0	2143.0
100144494	0.0	0.0
64860	1142.0	985.0
64863	982.0	720.0
133619	7105.0	4935.0
64864	1583.0	1216.0
64866	2063.0	2866.0
133615	0.0	0.0
100506172	0.0	0.0
387933	11.0	14.0
100533794	0.0	0.0
387934	0.0	1.0
100533790	2.0	6.0
100506169	174.0	136.0
64881	1.0	2.0
375940	1.0	0.0
399939	0.0	0.0
100506161	128.0	76.0
100506164	1.0	0.0
399937	0.0	0.0
387921	2608.0	1855.0
100288198	150.0	154.0
100288195	0.0	0.0
387923	137.0	332.0
387924	9.0	3.0
64895	2503.0	2076.0
100506195	1.0	2.0
64897	1029.0	998.0
399909	5144.0	4043.0
100288185	0.0	1.0
100288179	0.0	0.0
121601	48.0	19.0
100288173	0.0	0.0
100506190	7111.0	6339.0
399965	2.0	2.0
399967	1.0	0.0
101060111	0.0	0.0
100506134	3.0	1.0
100533754	0.0	0.0
157638	2177.0	7861.0
399968	1.0	0.0
169611	6031.0	8662.0
145645	7.0	0.0
100132402	0.0	0.0
100132403	8.0	0.0
100132406	99.0	113.0
387978	5.0	1.0
100506126	3.0	2.0
399972	62.0	42.0
157627	0.0	2.0
399979	8235.0	5482.0
121665	4506.0	5238.0
100132415	16.0	8.0
100132417	9.0	19.0
133688	0.0	1.0
399942	8.0	21.0
100506157	21.0	28.0
100533731	0.0	0.0
133686	1832.0	1754.0
157657	272.0	227.0
399940	0.0	0.0
170627	0.0	0.0
170626	0.0	0.0
399947	2.0	0.0
399949	17.0	19.0
399948	873.0	265.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	5959.0	4827.0
133690	89.0	52.0
131034	5.0	21.0
399950	1.0	1.0
101060105	2.0	9.0
387990	17.0	19.0
100506144	571.0	659.0
399959	80.0	72.0
121643	1.0	0.0
121642	639.0	557.0
100132439	0.0	0.0
542767	20.0	17.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	0.0	1.0
100132441	0.0	2.0
100462957	0.0	0.0
100533725	4.0	2.0
100533721	1.0	0.0
101060160	3.0	2.0
64801	1353.0	1253.0
64800	438.0	360.0
64802	1506.0	967.0
64805	121.0	46.0
100132450	0.0	1.0
100144435	0.0	0.0
100506115	63.0	155.0
399988	2.0	5.0
100506119	50.0	133.0
64816	0.0	0.0
64806	3.0	2.0
100132463	0.0	1.0
100132464	0.0	0.0
145624	28.0	16.0
100132467	1.0	0.0
101060146	208.0	33.0
101060144	0.0	1.0
100506108	0.0	0.0
100132476	0.0	0.0
100132479	0.0	0.0
649489	0.0	0.0
650474	0.0	0.0
101060192	3.0	14.0
101060195	508.0	331.0
4606	42.0	21.0
4607	9.0	6.0
4608	2.0	53.0
4609	1199.0	5624.0
4600	542.0	670.0
4601	4311.0	4325.0
4602	94.0	36.0
4603	335.0	110.0
4604	6.0	9.0
4605	328.0	40.0
202018	2489.0	2005.0
4617	0.0	0.0
170555	0.0	0.0
4618	2.0	1.0
170554	0.0	14.0
4619	0.0	0.0
170552	0.0	0.0
170559	4.0	4.0
202020	164.0	123.0
170556	1.0	2.0
4610	422.0	312.0
4611	0.0	0.0
4613	294.0	106.0
170550	0.0	0.0
4615	1839.0	1991.0
4616	6481.0	18175.0
100506311	37.0	57.0
101060176	0.0	0.0
101060171	20.0	15.0
4628	6631.0	31081.0
4629	7359.0	25894.0
170589	1.0	1.0
4620	0.0	1.0
4621	357.0	284.0
4622	0.0	0.0
4624	11.0	4.0
4625	8.0	2.0
4626	1.0	2.0
4627	54407.0	78262.0
432369	40.0	30.0
100506301	2.0	4.0
101060189	0.0	0.0
100506305	134.0	171.0
4640	3.0	12.0
4641	13218.0	17010.0
170575	1356.0	1799.0
4632	0.0	0.0
4633	20.0	8.0
4634	31.0	15.0
4635	606.0	1735.0
170572	5.0	0.0
4636	545.0	470.0
4637	45597.0	58208.0
4638	3647.0	7901.0
157556	7.0	5.0
133584	472.0	696.0
4650	3864.0	5055.0
4651	6658.0	4673.0
170529	0.0	0.0
170527	1.0	1.0
170526	1.0	1.0
202051	175.0	178.0
170524	0.0	0.0
145567	791.0	1036.0
202052	714.0	1003.0
170523	0.0	0.0
4642	11642.0	13270.0
4643	2315.0	6354.0
253639	311.0	237.0
4644	3295.0	2654.0
4645	4065.0	4285.0
4646	4913.0	8240.0
4647	249.0	592.0
253635	1035.0	715.0
4648	263.0	578.0
4649	5590.0	4222.0
4660	3553.0	7457.0
4661	198.0	146.0
2001	0.0	3.0
2000	717.0	1109.0
170517	6.0	2.0
170516	7.0	8.0
145581	44.0	18.0
169522	5.0	0.0
170511	0.0	0.0
170510	0.0	0.0
170514	1.0	0.0
170513	0.0	0.0
4653	1060.0	237.0
4654	0.0	0.0
4656	4.0	1.0
4659	5574.0	6088.0
4670	13025.0	15136.0
4671	84.0	110.0
4673	16973.0	20079.0
4674	797.0	800.0
2012	12476.0	32117.0
2011	4632.0	4640.0
2010	5340.0	5259.0
2009	2884.0	2211.0
170542	0.0	0.0
2006	3103.0	6732.0
170541	13.0	4.0
2005	2739.0	3139.0
170548	1.0	2.0
2004	5271.0	9543.0
170547	0.0	0.0
2003	1.0	0.0
2002	1779.0	2689.0
4664	4392.0	6857.0
4665	1994.0	15976.0
4666	38928.0	38028.0
4668	2424.0	2945.0
170540	0.0	0.0
4669	3650.0	3350.0
157567	1895.0	1330.0
4680	9.0	146.0
4681	1746.0	1509.0
4682	1447.0	1362.0
4683	4379.0	2931.0
4684	11391.0	3356.0
4685	74.0	42.0
2023	36365.0	37880.0
2022	9462.0	31585.0
2021	216.0	324.0
170539	0.0	5.0
2020	9.0	7.0
170533	4.0	2.0
2019	4.0	4.0
2018	17.0	28.0
2017	16313.0	21531.0
2016	3.0	2.0
170537	4.0	4.0
2015	39.0	21.0
170536	2.0	3.0
2014	2011.0	4905.0
170535	0.0	0.0
2013	3355.0	7401.0
4675	489.0	574.0
100134934	5.0	8.0
157570	50.0	22.0
4676	8191.0	9049.0
4677	12601.0	10237.0
4678	4379.0	5138.0
100134938	0.0	0.0
157574	389.0	309.0
4690	2196.0	2193.0
4691	37047.0	41367.0
4692	1376.0	1920.0
4693	15.0	8.0
4694	4254.0	4477.0
4695	2916.0	3145.0
4696	2535.0	2969.0
2034	34855.0	59798.0
2033	9055.0	8680.0
2030	4008.0	5557.0
100288165	35.0	51.0
2029	12572.0	12825.0
2028	677.0	1124.0
2027	964.0	555.0
2026	2986.0	2512.0
2025	0.0	0.0
4686	2882.0	2093.0
4688	516.0	676.0
4689	478.0	450.0
348487	40.0	22.0
2045	8.0	7.0
2044	300.0	76.0
2043	1646.0	7147.0
2042	1969.0	1489.0
2041	1234.0	1194.0
2040	9747.0	18276.0
2039	4721.0	3000.0
2038	11.0	6.0
2037	5514.0	4138.0
2036	3016.0	3817.0
2035	4352.0	1940.0
4697	11198.0	11342.0
4698	9422.0	7041.0
735301	273.0	308.0
4699	0.0	0.0
2056	0.0	1.0
2055	1546.0	1802.0
2054	1097.0	916.0
2053	2170.0	2233.0
100288149	0.0	1.0
2052	9620.0	8958.0
2051	2852.0	3355.0
2050	3345.0	4321.0
100288142	110.0	137.0
253650	197.0	110.0
2049	91.0	774.0
2048	2202.0	1338.0
2047	857.0	267.0
2046	1.0	4.0
2067	3073.0	3478.0
2066	997.0	1135.0
2065	1468.0	3242.0
2064	12036.0	17059.0
2063	1844.0	2951.0
2060	5838.0	5514.0
253665	0.0	3.0
100288130	0.0	0.0
2059	3275.0	10165.0
2058	8784.0	6976.0
2057	1679.0	2586.0
2070	364.0	79.0
649446	596.0	988.0
2078	2017.0	2921.0
2077	2455.0	5759.0
2074	1079.0	1149.0
2073	1677.0	1788.0
2072	868.0	728.0
100288122	12.0	12.0
2071	2817.0	2823.0
2069	4.0	5.0
2068	1390.0	1399.0
2081	4328.0	3180.0
649458	0.0	0.0
2086	446.0	555.0
105751187	1.0	0.0
100288111	0.0	1.0
2079	5230.0	6278.0
170591	9.0	2.0
2091	6785.0	6123.0
2099	667.0	526.0
2098	7300.0	5499.0
100653515	5.0	8.0
64951	242.0	408.0
64949	2681.0	3366.0
64960	2669.0	2637.0
64963	1941.0	1424.0
64965	1513.0	1426.0
64968	8640.0	9962.0
64969	2927.0	2963.0
100132372	0.0	2.0
64975	1065.0	1822.0
64976	3726.0	6718.0
64979	862.0	812.0
100132380	0.0	2.0
64978	285.0	416.0
100132382	0.0	0.0
100132386	0.0	0.0
64981	2288.0	2649.0
64983	2407.0	2451.0
100132396	0.0	0.0
100132399	0.0	0.0
100616668	190.0	94.0
287015	0.0	0.0
100506299	78.0	40.0
121512	1549.0	1511.0
100288083	4.0	1.0
101060200	445.0	346.0
100288077	0.0	1.0
100288072	9.0	6.0
121504	107.0	66.0
121506	78.0	422.0
101060233	0.0	0.0
121551	1853.0	1360.0
100506246	0.0	0.0
133558	0.0	0.0
100506244	0.0	1.0
157506	594.0	1640.0
100506243	49.0	120.0
121549	3.0	1.0
101060211	0.0	0.0
100533851	5.0	6.0
170506	3744.0	3260.0
100506275	0.0	0.0
170504	0.0	0.0
170503	1.0	1.0
100132308	0.0	0.0
121536	2514.0	2930.0
101060226	488.0	387.0
64900	1601.0	1093.0
64902	1.0	2.0
64901	263.0	466.0
145553	180.0	160.0
100132311	0.0	0.0
157530	18.0	18.0
100506211	134.0	50.0
100506215	225.0	174.0
121599	9.0	4.0
100132321	0.0	1.0
100132322	0.0	0.0
100533844	0.0	0.0
100506205	0.0	0.0
101060280	2.0	0.0
64922	7.0	12.0
64921	2477.0	2732.0
64924	5129.0	4221.0
100533849	0.0	0.0
64926	872.0	582.0
64925	2084.0	1993.0
64919	534.0	171.0
100132332	0.0	1.0
133522	162.0	139.0
100506233	432.0	542.0
104644205	0.0	0.0
100506237	457.0	682.0
4705	4835.0	4416.0
64928	1414.0	3329.0
4706	2156.0	2951.0
64927	1817.0	1480.0
100132341	1914.0	1305.0
4707	2523.0	2714.0
4708	10664.0	8697.0
4709	2236.0	2037.0
100132346	0.0	0.0
145501	14.0	17.0
145508	492.0	408.0
4700	3208.0	3067.0
4701	179.0	178.0
4702	2541.0	2386.0
4703	9067.0	3063.0
4704	2210.0	1758.0
101060264	24.0	41.0
100506229	0.0	0.0
64940	1075.0	745.0
64943	3334.0	4083.0
64946	152.0	177.0
204777	0.0	0.0
4716	2955.0	3653.0
4717	2871.0	3670.0
100132352	534.0	479.0
4718	4726.0	5045.0
4719	7931.0	5535.0
100132355	0.0	0.0
100132358	0.0	3.0
4710	4281.0	4282.0
4711	4184.0	3665.0
4712	2359.0	2323.0
4713	4180.0	4706.0
4714	2036.0	2186.0
4715	6457.0	6620.0
100506412	0.0	0.0
407039	0.0	0.0
407036	2.0	0.0
407037	2.0	1.0
100506413	1.0	0.0
407030	0.0	0.0
407031	0.0	1.0
407034	0.0	0.0
407035	0.0	1.0
407032	35.0	13.0
407033	0.0	0.0
4728	4463.0	4955.0
4729	585.0	570.0
4720	5003.0	4641.0
4722	3282.0	3302.0
4723	7347.0	6529.0
4724	2180.0	2270.0
4725	6989.0	10339.0
4726	2214.0	2945.0
407027	0.0	0.0
407028	0.0	0.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	2.0	1.0
407022	0.0	0.0
4738	4019.0	4223.0
4739	4799.0	8876.0
100506409	4.0	0.0
4730	81.0	76.0
4731	2760.0	3175.0
4733	3125.0	2896.0
4734	1247.0	1682.0
4735	34626.0	32689.0
4736	36821.0	36637.0
407016	4.0	0.0
407017	2.0	3.0
100506433	1.0	6.0
407014	14.0	14.0
407015	0.0	0.0
4750	1930.0	1258.0
407018	3.0	9.0
100506436	105.0	70.0
4751	54.0	18.0
407019	5.0	1.0
407013	1.0	3.0
407010	3.0	21.0
407011	1.0	0.0
192217	41.0	14.0
4741	2.0	1.0
4744	68.0	81.0
4745	1.0	10.0
4747	7.0	1.0
407006	7.0	25.0
407003	0.0	0.0
100506421	0.0	0.0
650368	81.0	59.0
407004	0.0	0.0
407009	0.0	0.0
4760	0.0	0.0
4761	2.0	2.0
407007	0.0	4.0
100506424	0.0	1.0
4762	0.0	0.0
407008	0.0	0.0
2100	83.0	47.0
649395	1.0	2.0
348180	1414.0	1148.0
407001	0.0	0.0
407002	11.0	5.0
407000	0.0	0.0
4752	487.0	595.0
4753	2394.0	21495.0
100506428	491.0	630.0
4756	4125.0	3555.0
4758	5384.0	6708.0
4759	0.0	0.0
4771	3175.0	3924.0
4772	1495.0	2561.0
4773	2410.0	3876.0
348174	4.0	5.0
2110	1216.0	943.0
2108	3251.0	3119.0
2107	8119.0	8200.0
2104	506.0	310.0
2103	10.0	8.0
2101	3070.0	2120.0
4763	7823.0	7506.0
4764	0.0	0.0
4768	0.0	0.0
2109	3635.0	4274.0
4780	12660.0	12119.0
4781	5304.0	7274.0
4782	14141.0	14753.0
4783	839.0	1663.0
4784	7205.0	7912.0
2122	1164.0	3085.0
2121	2743.0	1504.0
2120	2755.0	2789.0
143282	290.0	323.0
2119	2180.0	7039.0
2118	298.0	2376.0
100303743	0.0	0.0
2117	2052.0	2293.0
2116	77.0	51.0
100303745	0.0	0.0
2115	797.0	3558.0
2114	6079.0	14350.0
167227	1677.0	1462.0
2113	11412.0	22028.0
143279	852.0	786.0
4774	7665.0	6970.0
4775	1701.0	1082.0
4776	1252.0	1825.0
4778	184.0	108.0
4779	24850.0	23468.0
4790	4078.0	3952.0
348158	13.0	3.0
4791	2833.0	4141.0
4792	8792.0	9758.0
4793	1195.0	1978.0
348156	318.0	242.0
4794	614.0	762.0
4795	1548.0	1587.0
407052	0.0	0.0
2132	4108.0	4565.0
407053	0.0	0.0
2131	3298.0	3920.0
407050	9.0	0.0
2130	13073.0	16264.0
407051	0.0	0.0
407056	0.0	0.0
407054	1.0	2.0
407055	0.0	0.0
2128	2.0	27.0
2125	3195.0	6617.0
2124	1301.0	411.0
2123	535.0	281.0
255919	401.0	602.0
407049	0.0	0.0
407047	0.0	0.0
407048	0.0	0.0
407041	0.0	0.0
407042	0.0	0.0
407040	1.0	1.0
2140	2440.0	2144.0
407045	0.0	0.0
407046	0.0	0.0
407043	0.0	0.0
407044	2.0	1.0
2139	2662.0	1090.0
2138	109.0	36.0
2137	2781.0	2658.0
2135	1287.0	1155.0
2134	43.0	59.0
4796	640.0	424.0
100303728	251.0	166.0
4798	3486.0	2552.0
4799	4869.0	3920.0
255928	895.0	768.0
255926	1.0	0.0
2155	15.0	8.0
2153	273.0	502.0
2152	4122.0	7574.0
2151	20.0	58.0
2150	995.0	1303.0
253314	0.0	0.0
2149	1574.0	4858.0
100288042	0.0	0.0
2147	0.0	3.0
2146	198.0	180.0
2145	3388.0	3708.0
348120	0.0	0.0
2166	4162.0	2715.0
2165	2.0	0.0
100288038	3.0	5.0
2162	2171.0	2248.0
2161	18.0	62.0
2160	2.0	0.0
100288035	1.0	0.0
2159	419.0	258.0
2158	1.0	0.0
2157	1552.0	1176.0
652959	1.0	2.0
348110	3711.0	4231.0
2177	353.0	307.0
2176	602.0	497.0
2175	365.0	192.0
2173	4.0	1.0
2172	5.0	8.0
2171	327.0	394.0
2170	249.0	473.0
338799	796.0	586.0
100288022	0.0	0.0
100303755	269.0	208.0
2169	1.0	1.0
2168	1.0	2.0
2167	2093.0	1192.0
2180	6593.0	4297.0
2188	1190.0	698.0
2187	37.0	18.0
2186	6794.0	5635.0
2185	3188.0	10684.0
2184	1422.0	1490.0
338785	0.0	4.0
2182	3690.0	3790.0
2181	6159.0	6445.0
100288013	0.0	0.0
2178	416.0	413.0
255967	3188.0	1876.0
2191	210.0	343.0
649324	0.0	0.0
2199	9448.0	11372.0
652972	66.0	30.0
100288008	0.0	0.0
2197	22918.0	25709.0
2196	56.0	33.0
338773	1778.0	2109.0
652974	0.0	0.0
2195	6447.0	6375.0
652975	0.0	0.0
2194	4148.0	3345.0
2193	3570.0	3463.0
2192	12691.0	11626.0
104355140	0.0	1.0
652978	6.0	4.0
104355141	0.0	0.0
104355143	0.0	1.0
104355145	0.0	0.0
104355146	0.0	0.0
104355147	0.0	0.0
652980	0.0	0.0
2189	717.0	578.0
104355148	1.0	2.0
104355149	0.0	0.0
121916	0.0	0.0
652968	217.0	223.0
652969	1.0	0.0
652960	2.0	4.0
649330	0.0	0.0
652961	1.0	1.0
338761	33.0	55.0
652963	1.0	1.0
652965	0.0	0.0
652966	0.0	0.0
338758	219.0	237.0
104355133	1.0	2.0
104355135	0.0	0.0
104355136	4.0	1.0
104355137	0.0	0.0
104355138	0.0	0.0
104355139	3.0	0.0
121906	0.0	0.0
192286	3059.0	2363.0
652995	4.0	0.0
338751	0.0	0.0
338755	0.0	0.0
101290508	0.0	0.0
652985	1.0	1.0
101290506	76.0	53.0
101290504	0.0	1.0
101290503	0.0	1.0
104355150	1.0	0.0
101290502	1.0	0.0
104355151	0.0	0.0
104355152	2.0	0.0
338739	3.0	1.0
652991	1.0	69.0
101290501	1.0	3.0
101290500	0.0	1.0
100132247	74.0	66.0
121838	6.0	70.0
100132251	0.0	0.0
145814	5.0	6.0
100132264	0.0	0.0
100132268	0.0	0.0
145820	312.0	359.0
157807	43.0	12.0
338821	2.0	1.0
100132273	185.0	184.0
338811	93.0	520.0
338817	18.0	24.0
145837	18.0	28.0
375719	3.0	2.0
100132288	242.0	258.0
100132289	0.0	1.0
338809	2.0	0.0
101060321	0.0	0.0
100132291	0.0	4.0
375704	10.0	10.0
100132295	0.0	0.0
50484	4858.0	6402.0
50486	224.0	3510.0
50485	1586.0	1441.0
50488	5025.0	5270.0
50487	78.0	23.0
50489	44.0	396.0
387712	52.0	31.0
387718	0.0	1.0
387715	1.0	4.0
652904	0.0	0.0
101060301	0.0	0.0
387700	990.0	487.0
387707	11.0	158.0
387703	1.0	2.0
107063611	0.0	0.0
100506377	0.0	2.0
100506376	2.0	3.0
107063612	0.0	0.0
101060351	0.0	0.0
375759	10.0	29.0
399726	386.0	1016.0
101928969	323.0	95.0
375757	2169.0	2116.0
387733	6.0	1.0
100533990	2.0	7.0
375743	2910.0	2316.0
100506365	3223.0	2231.0
101928971	0.0	0.0
157869	462.0	264.0
143241	1.0	0.0
375748	1845.0	1183.0
169841	173.0	127.0
387723	268.0	203.0
375775	1904.0	1592.0
100506392	60.0	65.0
399708	0.0	0.0
100506390	0.0	0.0
399706	0.0	0.0
101928989	3.0	0.0
100506394	119.0	156.0
143244	26.0	26.0
387755	6.0	71.0
387751	1047.0	323.0
100533970	80.0	85.0
387758	519.0	386.0
101928991	0.0	2.0
100506380	517.0	399.0
100506385	33.0	54.0
101928999	0.0	0.0
399717	1.0	3.0
387745	13.0	13.0
170850	3.0	1.0
387742	0.0	0.0
387747	1.0	0.0
387748	0.0	0.0
100506334	333.0	152.0
100533955	2.0	6.0
100533952	3.0	2.0
100506330	57.0	50.0
101928922	0.0	0.0
4804	610.0	2222.0
387778	1.0	0.0
4807	5.0	10.0
4808	1.0	0.0
100132201	7.0	2.0
4809	9974.0	10757.0
387775	2.0	2.0
100134869	59.0	38.0
4800	2576.0	2074.0
4801	2356.0	2167.0
4802	3551.0	3378.0
4803	33.0	112.0
133874	9.0	8.0
399774	2.0	0.0
100506328	69.0	117.0
100506325	236.0	178.0
101928931	65.0	30.0
4815	112.0	119.0
4817	2121.0	2120.0
4818	306.0	236.0
387763	432.0	4447.0
145853	561.0	466.0
375791	104.0	126.0
145858	0.0	0.0
375790	12724.0	30984.0
4810	535.0	338.0
4811	2188.0	4151.0
4814	4218.0	8211.0
373159	8.0	7.0
100506356	0.0	0.0
101060376	10.0	18.0
399746	0.0	0.0
373156	9292.0	7423.0
157855	3.0	0.0
170825	0.0	0.0
101928941	1.0	0.0
399748	19.0	9.0
4826	36.0	15.0
4828	2722.0	5923.0
4829	9.0	16.0
169834	34.0	134.0
145864	534.0	654.0
4820	5942.0	4815.0
4821	4.0	3.0
4824	75.0	104.0
4825	235.0	179.0
100506343	19.0	11.0
157848	2.0	2.0
4837	1308.0	3710.0
4838	4.0	3.0
145873	10.0	9.0
4839	2107.0	1953.0
387787	198.0	103.0
100132234	3.0	2.0
4830	1565.0	1849.0
4831	1841.0	3163.0
4832	1586.0	3083.0
4833	3148.0	4098.0
4835	1469.0	1649.0
4836	8325.0	6703.0
650236	0.0	0.0
102467146	39.0	25.0
4850	1920.0	1709.0
4848	3717.0	3923.0
4849	3430.0	3778.0
143187	1381.0	1246.0
4841	16709.0	19207.0
4842	196.0	103.0
4843	26.0	21.0
155185	18.0	36.0
155184	4.0	1.0
4846	848.0	3704.0
192111	1828.0	1546.0
4860	1623.0	4055.0
4861	6.0	52.0
167153	3243.0	2736.0
192127	0.0	0.0
100421090	0.0	0.0
192128	1.0	0.0
4851	2380.0	5288.0
4852	7.0	9.0
4853	10553.0	12196.0
4854	5059.0	13253.0
100506527	2.0	1.0
100421096	4.0	11.0
4855	2779.0	7070.0
100421097	10.0	13.0
4856	2903.0	4404.0
4857	196.0	1527.0
4858	499.0	1123.0
100506555	24.0	32.0
4871	1.0	0.0
2210	70.0	36.0
649264	0.0	0.0
2207	753.0	1270.0
2206	12.0	46.0
2205	249.0	348.0
101928904	2.0	1.0
2204	5.0	1.0
2203	2687.0	2887.0
2202	18798.0	13064.0
2201	464.0	772.0
2200	14906.0	14150.0
4862	284.0	544.0
4863	1880.0	1322.0
4864	1585.0	2761.0
4867	704.0	795.0
2209	82.0	99.0
4868	66.0	2.0
2208	293.0	9.0
4869	23997.0	26556.0
100506542	0.0	0.0
4880	60.0	49.0
4881	1275.0	1916.0
4882	478.0	512.0
4883	1788.0	1671.0
2220	25.0	6.0
101928913	70.0	26.0
100506540	47.0	44.0
2218	1307.0	1114.0
2217	9093.0	10177.0
2216	1.0	0.0
2215	75.0	30.0
2214	1303.0	1199.0
2213	273.0	204.0
2212	634.0	915.0
4874	5.0	4.0
4875	21.0	19.0
4878	6.0	12.0
4879	1.0	2.0
2219	237.0	157.0
4891	7023.0	5328.0
4892	2.0	1.0
4893	2959.0	2380.0
2232	581.0	920.0
2231	4.0	5.0
2230	2929.0	2248.0
649288	0.0	0.0
2229	5.0	0.0
2228	1.0	1.0
2227	0.0	0.0
204474	1.0	0.0
2224	3798.0	3863.0
2222	5636.0	4373.0
4884	20.0	9.0
4885	17.0	156.0
4886	889.0	1245.0
4887	1.0	0.0
4888	2.0	4.0
4889	51.0	52.0
131177	38.0	162.0
2243	0.0	0.0
2242	1221.0	1598.0
2241	3109.0	2035.0
649299	0.0	0.0
143162	10.0	55.0
2239	950.0	2576.0
2237	905.0	739.0
2236	0.0	0.0
2235	2180.0	1329.0
4897	448.0	3576.0
4898	6654.0	6373.0
4899	1521.0	1530.0
131185	2.0	2.0
2254	29.0	29.0
2253	1.0	1.0
2252	1030.0	579.0
2251	0.0	1.0
2250	0.0	1.0
2249	0.0	0.0
2248	0.0	0.0
2247	487.0	1633.0
2246	424.0	1196.0
2245	1065.0	859.0
2244	1.0	0.0
100506516	38.0	120.0
2264	65.0	45.0
348262	5378.0	5130.0
2263	4297.0	3691.0
2262	19.0	26.0
2261	345.0	1014.0
2260	3681.0	4584.0
169792	7918.0	3544.0
613227	2.0	2.0
2259	59.0	96.0
2258	367.0	339.0
167127	1.0	11.0
2257	198.0	192.0
2256	155.0	85.0
2255	70.0	21.0
100506506	0.0	0.0
348254	3.0	5.0
2275	387.0	909.0
2274	1489.0	2848.0
2273	66141.0	37672.0
2272	739.0	603.0
2271	3389.0	2376.0
100132086	0.0	0.0
253430	726.0	685.0
2268	760.0	1452.0
2267	0.0	0.0
2266	0.0	0.0
348249	0.0	1.0
2287	2567.0	2342.0
2286	9969.0	10839.0
2284	0.0	0.0
2283	0.0	1.0
2281	181.0	215.0
2280	21139.0	15856.0
2277	46.0	14.0
2290	9.0	5.0
348235	1477.0	1818.0
2298	14.0	19.0
2297	14.0	35.0
2296	757.0	2301.0
2295	90.0	187.0
2294	263.0	668.0
2289	9709.0	5346.0
2288	10032.0	7135.0
2299	0.0	0.0
338879	1.0	6.0
338870	1.0	3.0
652873	1.0	0.0
253461	7232.0	6709.0
338872	9.0	16.0
192134	0.0	2.0
104054213	11.0	7.0
338862	0.0	0.0
338864	3.0	0.0
192146	14.0	12.0
100132121	0.0	0.0
100846978	23.0	7.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	0.0	1.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	0.0	0.0
