id	15e2962d-44df-4c43-85d4-a58ca3299da2	702f5f23-47cb-49bd-ac6c-eb9eca14f028
100874506	0.0	1.0
100874505	0.0	0.0
100129761	12.0	12.0
100874504	0.0	2.0
100874503	1.0	9.0
284196	0.0	0.0
284194	2.0	0.0
139516	0.0	1.0
100129755	2.0	0.0
100130742	33.0	73.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	5.0	7.0
441432	0.0	0.0
441430	0.0	0.0
115572	876.0	206.0
379011	0.0	0.0
379012	0.0	0.0
379013	10.0	7.0
284186	29.0	363.0
284185	126.0	329.0
646531	21.0	8.0
100463285	25.0	31.0
84328	2233.0	743.0
84327	6578.0	2187.0
84329	257.0	299.0
84324	140.0	266.0
84326	2797.0	8058.0
84320	2385.0	2904.0
100500797	0.0	0.0
646527	12.0	10.0
100500798	0.0	0.0
646526	0.0	1.0
100463289	0.0	1.0
84322	0.0	0.0
84321	871.0	565.0
100499227	106.0	91.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	0.0	3.0
127495	62.0	193.0
84309	3269.0	2231.0
84317	5155.0	3672.0
84316	2923.0	3934.0
84319	1059.0	883.0
84318	765.0	461.0
84313	3403.0	1671.0
84312	747.0	316.0
84315	1948.0	1262.0
84314	1896.0	1572.0
646538	3.0	0.0
343069	1.0	2.0
84311	3300.0	1856.0
84310	10389.0	10098.0
343068	0.0	0.0
343066	1.0	2.0
100996939	133.0	160.0
23386	9059.0	6492.0
23387	7848.0	2464.0
23389	8701.0	4978.0
441400	10.0	1.0
100996930	38.0	19.0
201853	9.0	17.0
23380	1012.0	2388.0
23381	10084.0	6111.0
23382	10343.0	1944.0
23383	6132.0	5166.0
23384	6434.0	3045.0
23385	12631.0	13688.0
106866914	0.0	0.0
84342	3683.0	745.0
106866913	10.0	2.0
84343	2171.0	887.0
60370	1020.0	1313.0
84340	1980.0	1326.0
106866915	0.0	0.0
646567	2.0	8.0
100996928	2.0	0.0
23397	30.0	118.0
23398	2022.0	1874.0
23399	9053.0	10061.0
23390	2112.0	3834.0
23392	11707.0	5920.0
84335	6129.0	4935.0
23394	11638.0	9224.0
84334	1878.0	3617.0
23395	1987.0	669.0
84337	3949.0	6227.0
84336	3543.0	3038.0
23396	7678.0	5350.0
60386	360.0	378.0
84331	2803.0	2336.0
60385	31.0	7.0
84330	1951.0	1651.0
84333	5510.0	1774.0
84332	9.0	46.0
152485	3649.0	2640.0
646575	0.0	0.0
646572	22.0	9.0
343045	0.0	3.0
646577	1.0	1.0
646576	80.0	31.0
23365	24866.0	10194.0
23366	652.0	331.0
23367	29263.0	16932.0
23368	13534.0	4157.0
23369	15154.0	10777.0
23360	4723.0	10085.0
23361	4560.0	4574.0
140432	0.0	8.0
23362	2620.0	1547.0
23363	14895.0	14422.0
84364	10016.0	5970.0
84366	0.0	0.0
84365	1933.0	3590.0
343035	0.0	0.0
139452	0.0	1.0
646583	0.0	0.0
23376	4095.0	3205.0
23378	2168.0	1767.0
23379	4638.0	1433.0
646581	2.0	44.0
23370	594.0	301.0
23371	18209.0	6562.0
23373	5805.0	6235.0
100499261	0.0	4.0
646597	3.0	0.0
646595	17.0	15.0
100499258	0.0	0.0
23344	10407.0	5692.0
23345	31202.0	2223.0
201895	8718.0	5703.0
23347	2925.0	4234.0
646592	0.0	1.0
23348	10927.0	10405.0
23349	131.0	135.0
140453	0.0	0.0
23341	3045.0	1385.0
140456	14.0	0.0
140458	24.0	0.0
100499252	10.0	7.0
140459	2365.0	1939.0
100499251	0.0	0.0
23353	9841.0	9939.0
23354	1415.0	2059.0
23355	2705.0	2256.0
23357	2382.0	3570.0
23358	4308.0	3900.0
23359	2322.0	108.0
140460	2068.0	1287.0
140461	3317.0	1395.0
140462	364.0	87.0
23350	5727.0	8847.0
140464	0.0	0.0
23351	4596.0	2975.0
140465	4113.0	12604.0
23352	17202.0	4677.0
140467	7311.0	10199.0
140468	0.0	0.0
140469	394.0	98.0
84376	6098.0	10240.0
2702	535.0	290.0
2701	1856.0	6695.0
2700	38.0	76.0
2709	30.0	61.0
2707	8.0	2248.0
2706	224.0	70.0
2705	0.0	0.0
2703	0.0	0.0
345651	1.0	4.0
2712	0.0	0.0
106866981	0.0	0.0
2710	382.0	124.0
106866980	1.0	0.0
2719	2746.0	8.0
2717	1190.0	909.0
50964	0.0	12.0
345643	184.0	89.0
345645	1.0	0.0
286826	315.0	280.0
286827	203.0	412.0
286828	0.0	0.0
59307	2862.0	2837.0
2720	8077.0	7237.0
2729	4152.0	3726.0
100500737	0.0	0.0
345630	9.0	182.0
2735	318.0	220.0
2734	24817.0	14896.0
2733	3867.0	2179.0
2732	8.0	0.0
2731	1806.0	31.0
2730	3405.0	1136.0
2739	6132.0	4299.0
2738	1087.0	1417.0
2737	2918.0	606.0
2736	202.0	830.0
106144534	1.0	1.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	26.0	22.0
106144533	0.0	0.0
2746	12836.0	8259.0
2745	674.0	732.0
2744	7312.0	7326.0
2743	105.0	310.0
60314	4848.0	6061.0
2742	2.0	2.0
60313	12740.0	8400.0
106144527	0.0	0.0
2741	1.0	14.0
259217	4067.0	843.0
60312	5396.0	2096.0
106144528	5.0	11.0
2740	13.0	3.0
106144529	3.0	5.0
259215	9.0	74.0
2749	108.0	141.0
345611	1.0	8.0
50999	4415.0	1811.0
2747	115.0	10.0
259236	134.0	600.0
2760	3929.0	2244.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	4.0	0.0
259232	330.0	25.0
259230	3852.0	10170.0
59339	5275.0	2866.0
59338	3651.0	1666.0
59335	3.0	4.0
2752	141327.0	15335.0
59336	0.0	0.0
2750	0.0	0.0
2771	22489.0	32822.0
59342	32402.0	6247.0
59341	114.0	118.0
2770	2166.0	553.0
59344	28.0	38.0
59343	4338.0	2339.0
59340	2.0	7.0
84306	367.0	441.0
2768	3755.0	1730.0
2767	11793.0	3301.0
59349	4708.0	2471.0
84305	3140.0	4435.0
2766	652.0	733.0
2765	0.0	0.0
84307	3600.0	3041.0
84302	1025.0	2164.0
2764	3011.0	1863.0
59345	1318.0	437.0
84301	3316.0	2197.0
2762	1433.0	640.0
84304	1995.0	2299.0
59348	1155.0	784.0
84303	1120.0	508.0
59347	1.0	1.0
2761	0.0	0.0
84300	2095.0	2218.0
646508	0.0	0.0
2769	85.0	531.0
646507	0.0	0.0
646520	1.0	1.0
2782	27655.0	16800.0
59353	186.0	34.0
2781	659.0	833.0
59352	636.0	1746.0
2780	0.0	0.0
59351	0.0	1.0
59350	228.0	20.0
2779	1.0	3.0
2778	345450.0	250575.0
2777	3.0	0.0
2776	6959.0	6163.0
2775	866.0	554.0
2774	1923.0	342.0
2773	4614.0	3371.0
60343	6841.0	5534.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	5.0	11.0
105370308	0.0	0.0
2793	60.0	53.0
100379584	0.0	1.0
2792	0.0	0.0
2791	3735.0	715.0
2790	577.0	157.0
105369316	1.0	4.0
2789	0.0	0.0
2788	2106.0	477.0
2787	5178.0	5505.0
2786	26.0	244.0
441194	371.0	443.0
2785	12.0	14.0
2784	137.0	589.0
2783	15187.0	11573.0
441191	1441.0	969.0
100129622	0.0	1.0
100130606	1.0	0.0
286410	882.0	477.0
100130603	0.0	0.0
286411	9.0	5.0
100130600	909.0	876.0
100379571	621.0	1293.0
441177	13.0	1.0
2799	22834.0	9513.0
2798	23.0	31.0
2797	36.0	10.0
2796	31.0	214.0
2794	10645.0	10584.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	2.0	2.0
100129604	0.0	0.0
286430	10.0	3.0
105369343	8.0	12.0
286436	1.0	0.0
100379592	8.0	17.0
441154	8.0	11.0
441151	3.0	51.0
441150	516.0	455.0
191585	3.0	6.0
105370357	0.0	0.0
441133	4.0	1.0
100142659	0.0	0.0
100379564	0.0	0.0
441168	28.0	84.0
441166	4.0	2.0
101730217	5.0	3.0
441161	13.0	0.0
441160	1.0	6.0
646498	2.0	3.0
441108	740.0	681.0
23562	0.0	6.0
23563	9.0	22.0
359948	18246.0	12210.0
23564	9554.0	22000.0
23566	11.0	23.0
100130693	0.0	0.0
23567	2244.0	954.0
23568	633.0	62.0
23569	2.0	71.0
23560	2948.0	2017.0
286494	3.0	7.0
286495	1042.0	326.0
286499	19.0	47.0
100130687	0.0	0.0
23576	6481.0	4232.0
117608	672.0	738.0
100129690	0.0	0.0
100129696	15.0	13.0
100129692	1.0	0.0
100129694	2.0	0.0
23548	910.0	739.0
23549	3122.0	1627.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	1111.0	3621.0
23542	283.0	243.0
23543	10908.0	5690.0
130612	535.0	405.0
23544	20.0	3.0
130617	4747.0	3390.0
100130671	0.0	0.0
23545	1639.0	1303.0
441124	539.0	1723.0
23546	10.0	17.0
441123	2.0	0.0
23547	5.0	3.0
441131	0.0	2.0
23559	1641.0	1738.0
23551	299.0	2445.0
23552	1593.0	933.0
23553	0.0	3.0
23554	3352.0	1595.0
23555	1725.0	643.0
100130660	0.0	4.0
23556	2074.0	714.0
23557	2718.0	1711.0
23558	13851.0	13476.0
23550	10601.0	3867.0
23526	1309.0	1921.0
23527	2694.0	2280.0
23528	1415.0	962.0
286442	1.0	4.0
23529	963.0	1469.0
129642	2283.0	6135.0
286444	20.0	63.0
100129669	0.0	1.0
100463482	3.0	6.0
23520	0.0	1.0
23521	125226.0	242802.0
23522	5492.0	3798.0
23523	16225.0	4434.0
23524	57948.0	41200.0
359996	0.0	0.0
115004	237.0	167.0
100129664	0.0	0.0
100463487	5.0	0.0
100463486	26.0	17.0
100463489	0.0	0.0
100463488	5.0	6.0
100129662	42.0	161.0
286451	6279.0	2870.0
23538	0.0	0.0
23539	91.0	129.0
23530	6837.0	2229.0
23531	1148.0	280.0
100130640	0.0	0.0
23532	0.0	126.0
23533	125.0	127.0
359997	0.0	0.0
23534	7910.0	3113.0
23536	1670.0	512.0
100463498	152.0	92.0
100129654	0.0	3.0
286460	313.0	35.0
100129650	0.0	5.0
23504	225.0	154.0
100499416	0.0	0.0
23505	4791.0	2357.0
100499417	0.0	0.0
23506	4832.0	3109.0
286464	110.0	76.0
100130637	0.0	0.0
23507	1337.0	658.0
100130636	0.0	0.0
23508	2372.0	2506.0
23509	8669.0	4641.0
286467	6.0	109.0
100129647	0.0	2.0
100130631	0.0	0.0
23500	3387.0	489.0
100499418	0.0	0.0
23503	3837.0	1705.0
100129641	1.0	1.0
100129640	1.0	6.0
286472	1.0	1.0
23515	2467.0	3082.0
345275	7.0	10.0
100499405	52.0	66.0
23516	23238.0	1892.0
23517	4982.0	3172.0
100130626	0.0	0.0
23518	2442.0	1250.0
102465752	0.0	0.0
23519	2.0	4.0
345274	68.0	6.0
100130621	42.0	140.0
23510	9942.0	2943.0
23511	4587.0	4430.0
23512	2669.0	1807.0
23513	6360.0	8749.0
23514	4884.0	1429.0
100129631	0.0	0.0
129607	351.0	220.0
129563	2642.0	2080.0
431704	0.0	0.0
117579	0.0	4.0
130557	1635.0	2674.0
431705	2.0	7.0
431707	33.0	5.0
129560	0.0	1.0
117583	2681.0	922.0
84449	1129.0	1683.0
84448	2404.0	999.0
117584	4081.0	2209.0
84445	9386.0	14061.0
84444	2647.0	1901.0
84447	12085.0	6621.0
84446	90.0	2182.0
84441	3738.0	1023.0
84440	4036.0	3156.0
84443	2549.0	2191.0
646405	261.0	94.0
646409	0.0	3.0
117581	115.0	26.0
130560	0.0	0.0
646424	0.0	0.0
84437	1948.0	902.0
84439	151.0	595.0
60489	860.0	983.0
60488	4072.0	2524.0
84433	88.0	1034.0
60487	972.0	1268.0
84436	2124.0	3187.0
84435	10.0	0.0
60485	6116.0	3840.0
60484	19.0	6.0
84432	7.0	1.0
60482	56.0	1.0
60481	8494.0	2779.0
130576	0.0	8.0
130574	55.0	22.0
84467	212.0	5673.0
84466	23.0	37.0
60496	2610.0	2445.0
60495	8.0	42.0
60494	117.0	105.0
84465	6.0	2221.0
84464	936.0	720.0
60493	2036.0	647.0
60492	3916.0	2555.0
60491	1645.0	933.0
60490	864.0	855.0
84461	2780.0	1958.0
84460	3813.0	13300.0
646442	2.0	0.0
129530	59.0	130.0
129531	954.0	1472.0
130589	4056.0	2895.0
201501	8199.0	2205.0
84456	851.0	2030.0
84455	727.0	546.0
84458	1772.0	1982.0
84457	9.0	5.0
84450	3798.0	3010.0
646457	5.0	49.0
100500870	1.0	1.0
100500872	0.0	0.0
201514	1062.0	647.0
201516	15.0	7.0
646450	232.0	255.0
23480	3520.0	2832.0
105416157	390.0	128.0
23481	6106.0	4602.0
23483	1282.0	809.0
23484	2635.0	2765.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	4.0	0.0
646467	10.0	7.0
100500860	0.0	0.0
96459	2328.0	1968.0
100500861	0.0	0.0
23498	504.0	256.0
23499	31535.0	18105.0
23491	122.0	106.0
23492	11407.0	4619.0
23493	309.0	1076.0
23495	1.0	11.0
100500862	0.0	0.0
100500863	0.0	8.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	38.0	38.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	10541.0	4884.0
394217	0.0	0.0
23464	2578.0	1605.0
130535	2847.0	906.0
23466	17233.0	11025.0
23467	2111.0	5689.0
23468	17794.0	11450.0
23469	11441.0	5478.0
2801	12030.0	8012.0
2800	2780.0	1259.0
23460	629.0	65.0
23461	2082.0	1835.0
23462	552.0	233.0
100500895	0.0	47.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	9575.0	3267.0
100500898	0.0	0.0
2805	3775.0	1251.0
100500899	0.0	0.0
2804	19800.0	9712.0
2803	18258.0	4687.0
2802	10977.0	7533.0
130540	85.0	48.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1584.0	2655.0
23475	517.0	6424.0
23476	9933.0	7912.0
23478	11597.0	9225.0
23479	14365.0	10171.0
646480	0.0	0.0
2812	0.0	0.0
2811	115.0	90.0
2810	93.0	1508.0
23471	15681.0	10090.0
23473	5342.0	2605.0
100500884	0.0	0.0
2819	276.0	77.0
100500885	0.0	0.0
84498	4530.0	2024.0
100500886	0.0	0.0
2817	4285.0	3598.0
100500888	0.0	0.0
2815	7.0	2.0
100500889	0.0	2.0
2814	101.0	13.0
2813	0.0	0.0
2823	1997.0	21.0
2822	319.0	187.0
2821	19519.0	19637.0
100500839	0.0	0.0
2820	3371.0	3365.0
201562	2952.0	1238.0
100379623	0.0	0.0
2829	16.0	12.0
100500831	0.0	0.0
2828	484.0	382.0
2827	61.0	146.0
100500833	9.0	1.0
2826	49.0	195.0
100500834	0.0	1.0
2825	69.0	77.0
100500835	31.0	42.0
2824	792.0	388.0
100500836	0.0	0.0
727699	0.0	1.0
2834	3.0	938.0
100500826	0.0	0.0
2833	99.0	176.0
100500827	0.0	0.0
2832	0.0	5.0
100500828	0.0	0.0
2831	5.0	0.0
100500829	0.0	0.0
60401	709.0	1207.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	1.0	0.0
100500822	0.0	0.0
2837	756.0	31.0
100500823	0.0	1.0
100500824	0.0	0.0
2835	7.0	5.0
100500825	1.0	0.0
100500850	43.0	159.0
2845	4.0	3.0
100500859	0.0	0.0
2844	0.0	0.0
2843	31.0	38.0
2842	6.0	42.0
2841	11.0	16.0
60412	6975.0	3941.0
2840	40.0	75.0
100500851	0.0	0.0
100500854	7.0	3.0
2849	3.0	0.0
100500855	0.0	0.0
2848	1.0	0.0
394261	46.0	15.0
2847	2.0	50.0
347933	0.0	2.0
100500857	0.0	2.0
2846	12.0	5.0
100500858	0.0	0.0
394263	4.0	36.0
2856	1.0	1.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	0.0	0.0
201595	14072.0	8275.0
2852	3896.0	347.0
2850	1294.0	1999.0
100500840	0.0	0.0
100500841	0.0	5.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	60.0	249.0
100500846	0.0	0.0
2857	81.0	30.0
100500847	0.0	0.0
2870	1898.0	2560.0
107105261	0.0	0.0
2867	7.0	7.0
107105265	0.0	0.0
60437	47.0	47.0
2866	0.0	0.0
107105264	0.0	0.0
60436	2412.0	2717.0
2865	5.0	0.0
107105263	0.0	0.0
2864	0.0	3.0
107105262	0.0	0.0
2863	282.0	206.0
2862	40.0	0.0
2861	10.0	8.0
347918	1007.0	1791.0
107105266	6.0	6.0
2869	3127.0	808.0
2868	599.0	1890.0
2880	0.0	2.0
60439	0.0	0.0
107105254	0.0	0.0
2878	327587.0	358392.0
2877	16.0	251.0
107105253	30.0	21.0
2876	10286.0	23424.0
2875	163.0	704.0
2874	323.0	671.0
2873	9048.0	6275.0
2872	27227.0	8516.0
107105256	0.0	0.0
2871	7.0	4.0
347902	523.0	6663.0
107105259	0.0	0.0
2879	18343.0	22528.0
727682	0.0	0.0
727684	0.0	0.0
2892	8.0	11.0
2891	0.0	35.0
2890	64.0	24.0
727686	0.0	0.0
84419	165.0	159.0
2889	7777.0	3247.0
100500815	0.0	0.0
2888	540.0	222.0
100500816	0.0	0.0
2887	3995.0	1068.0
100500817	0.0	0.0
2886	828.0	1851.0
100500818	0.0	0.0
2885	10762.0	6950.0
100500819	5.0	9.0
2884	5.0	5.0
2882	1478.0	1527.0
100642175	11.0	3.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	10.0	4.0
100500813	0.0	0.0
100500814	2.0	1.0
727676	0.0	0.0
107105271	0.0	0.0
727677	4.0	5.0
2899	111.0	16.0
84418	7148.0	3391.0
2898	365.0	11161.0
60468	423.0	811.0
84417	11405.0	2911.0
2897	14.0	15.0
2896	29882.0	14899.0
60467	0.0	0.0
100500808	0.0	0.0
2895	8.0	7.0
100500809	0.0	0.0
2894	3610.0	1783.0
2893	11.0	2.0
100500801	0.0	0.0
100500802	13.0	79.0
100500803	0.0	0.0
23603	3217.0	1460.0
100129507	78.0	0.0
23604	11563.0	11381.0
23605	1.0	0.0
23606	1.0	0.0
23607	3216.0	2672.0
23608	11627.0	8957.0
23609	3950.0	2673.0
286527	4.0	7.0
286528	0.0	0.0
23600	424.0	145.0
23601	49.0	152.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	0.0
23614	6.0	0.0
23615	82.0	117.0
23616	352.0	1523.0
286530	1674.0	70.0
23617	0.0	0.0
23619	11.0	2.0
23612	2681.0	11943.0
23613	4508.0	5735.0
286544	124.0	31.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	11.0	6.0
100463528	0.0	0.0
441272	590.0	580.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	51.0	46.0
441261	0.0	0.0
100288984	0.0	0.0
441295	30.0	71.0
441294	15.0	20.0
100463500	1.0	0.0
100288979	1.0	0.0
286512	5.0	2.0
286514	0.0	0.0
60625	1320.0	517.0
441282	51.0	2.0
646377	0.0	0.0
100130579	2.0	3.0
646379	0.0	0.0
646378	0.0	1.0
23683	3235.0	1178.0
404281	64.0	68.0
100130572	0.0	0.0
646370	0.0	0.0
23682	748.0	513.0
100129587	2.0	0.0
100129583	636.0	618.0
100129584	0.0	1.0
441218	1.0	3.0
100130566	0.0	6.0
100130564	0.0	1.0
100130562	2917.0	4030.0
100130561	32.0	35.0
441212	312.0	745.0
646382	0.0	0.0
100129570	0.0	0.0
404266	4.0	7.0
100130557	162.0	197.0
100130555	0.0	1.0
646390	0.0	0.0
441246	25.0	65.0
23666	581.0	193.0
23667	3.0	0.0
646392	0.0	0.0
23668	4.0	2.0
441251	0.0	4.0
441250	625.0	270.0
23660	1861.0	1060.0
100129564	0.0	0.0
100129566	1.0	1.0
100129561	1.0	0.0
100130549	2.0	0.0
130500	0.0	0.0
100129557	1.0	0.0
23673	11363.0	3326.0
441238	18.0	2.0
130502	553.0	853.0
23676	46.0	1.0
130507	5600.0	2375.0
23677	4083.0	1138.0
441234	0.0	0.0
23678	1225.0	3764.0
23679	1.0	0.0
23670	3544.0	1072.0
23671	42.0	22.0
100129556	0.0	0.0
100129555	3.0	2.0
23647	6119.0	3730.0
23648	5411.0	10138.0
100130539	6.0	6.0
23649	1246.0	1075.0
129521	0.0	0.0
100130535	0.0	1.0
23640	3792.0	4972.0
23641	8867.0	9581.0
23642	1193.0	6019.0
23643	99.0	58.0
23644	3338.0	1016.0
23645	17325.0	6065.0
23646	19529.0	66380.0
100129543	9.0	99.0
23658	1907.0	2373.0
23659	2714.0	1439.0
286573	1.0	0.0
100130528	0.0	0.0
100130523	3.0	4.0
100130522	222.0	266.0
23650	254.0	2546.0
23654	48633.0	53771.0
23657	295.0	488.0
117532	7.0	29.0
117531	11.0	113.0
100130519	80.0	609.0
23625	930.0	1862.0
23626	2.0	0.0
23627	11.0	61.0
100130514	0.0	0.0
441208	31.0	11.0
23620	0.0	0.0
23621	4849.0	5375.0
23623	1951.0	1387.0
23624	151.0	20.0
23636	4474.0	4101.0
23637	11070.0	5102.0
23639	652.0	541.0
100129515	0.0	0.0
23630	5.0	25.0
23632	215.0	188.0
23633	8017.0	2633.0
23635	2544.0	3318.0
100129512	0.0	0.0
404201	713.0	459.0
404203	1.0	0.0
129446	1313.0	0.0
404204	0.0	0.0
84569	0.0	6.0
60598	463.0	1772.0
84561	9944.0	4655.0
60592	4028.0	3749.0
84560	0.0	0.0
648947	1.0	0.0
646300	21.0	142.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	276.0	248.0
727736	0.0	0.0
84559	0.0	3.0
84557	3172.0	1324.0
84553	149.0	2863.0
84552	4041.0	1380.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	1.0
201617	0.0	45.0
100499457	0.0	0.0
727764	3.0	1.0
102465669	0.0	0.0
102465668	1.0	18.0
646309	73.0	11.0
201627	3693.0	1447.0
646324	21.0	141.0
201626	2271.0	1502.0
727758	68.0	62.0
201625	31.0	104.0
648980	2.0	6.0
84572	6201.0	11714.0
646316	0.0	0.0
84570	495.0	112.0
345462	620.0	347.0
102465689	0.0	0.0
102465688	0.0	0.0
646330	24.0	0.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	15149.0	5962.0
727701	0.0	2.0
727703	0.0	19.0
727704	0.0	0.0
201633	45.0	42.0
2900	624.0	332.0
2908	7558.0	1576.0
2907	25588.0	14085.0
2906	323.0	403.0
2905	9742.0	68.0
2904	11.0	8.0
2903	214.0	93.0
345456	0.0	0.0
2902	1.0	24.0
2901	4016.0	2647.0
406894	1.0	1.0
406893	0.0	1.0
406896	11.0	32.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	1.0
406897	0.0	0.0
102465695	0.0	0.0
646346	4.0	2.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	1.0	4.0
406892	0.0	0.0
406891	8.0	11.0
2911	47.0	42.0
201651	49.0	2.0
2919	17.0	46.0
2918	89.0	49.0
102465691	0.0	0.0
2917	7.0	20.0
2916	41.0	137.0
2915	1.0	6.0
2914	16.0	3045.0
2913	17.0	9.0
2912	22.0	14.0
404220	20.0	15.0
406883	0.0	0.0
406882	0.0	0.0
406885	1.0	0.0
406884	0.0	0.0
646359	1.0	6.0
406887	0.0	0.0
406886	31.0	36.0
406889	0.0	0.0
406888	1.0	0.0
23584	3281.0	8965.0
23585	7506.0	7427.0
23586	1325.0	1202.0
23587	3100.0	3275.0
23588	5198.0	2767.0
23589	3342.0	6213.0
406881	2.0	9.0
2922	0.0	64.0
2921	32.0	111.0
2920	268.0	1267.0
23580	8368.0	1598.0
23581	0.0	0.0
23582	5269.0	1768.0
23583	1887.0	2211.0
404217	155.0	7322.0
2928	2.0	0.0
2926	7097.0	5761.0
2925	8.0	6.0
2923	82142.0	54089.0
646366	0.0	0.0
345430	0.0	0.0
406875	0.0	0.0
404216	1.0	0.0
23595	2080.0	2564.0
23596	748.0	240.0
23597	2071.0	1515.0
96597	1.0	10.0
23598	9434.0	8852.0
100130584	0.0	0.0
100130581	516.0	372.0
646360	0.0	0.0
129450	567.0	609.0
130429	0.0	1.0
2932	4702.0	3608.0
2931	5385.0	6468.0
23590	147.0	163.0
100129591	3.0	11.0
23591	10.0	0.0
23592	2704.0	1998.0
23593	4268.0	5669.0
23594	37.0	222.0
727708	2.0	5.0
100499485	0.0	0.0
100129597	0.0	0.0
100499483	181.0	301.0
2939	1.0	0.0
2938	1.0	0.0
2937	3019.0	2030.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	4936.0	3083.0
2935	11183.0	4657.0
2934	101602.0	48709.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	5651.0	2736.0
60506	1.0	0.0
2944	1088.0	575.0
2942	0.0	0.0
2941	1547.0	1899.0
2940	0.0	0.0
2949	524.0	50.0
2948	3832.0	1497.0
2947	6420.0	1093.0
2946	2631.0	4397.0
60526	1201.0	556.0
2954	2269.0	2546.0
2953	4.0	2.0
2951	2.0	0.0
2950	48522.0	72864.0
2959	2133.0	1573.0
2958	2238.0	1926.0
2957	5467.0	2999.0
2956	5942.0	2461.0
100288948	0.0	0.0
60529	44.0	62.0
60528	6667.0	4167.0
2966	142.0	110.0
84504	4.0	0.0
2965	3571.0	1678.0
84503	727.0	384.0
2964	2.0	0.0
2963	1537.0	1365.0
2962	13023.0	10466.0
2961	1988.0	2228.0
84502	29.0	17.0
2960	1097.0	376.0
84501	1841.0	1188.0
2969	8480.0	1032.0
2968	205.0	467.0
2967	1622.0	1114.0
2980	0.0	4.0
2977	480.0	241.0
2976	6581.0	4961.0
2975	18887.0	8450.0
2974	4.0	9.0
2972	3360.0	3254.0
2971	3954.0	3485.0
2970	106.0	43.0
2979	62.0	53.0
2978	4.0	0.0
154442	17.0	0.0
2990	7247.0	6004.0
225689	858.0	7360.0
84519	1344.0	610.0
84518	36.0	283.0
60559	10512.0	5363.0
100500914	0.0	0.0
2987	9858.0	11551.0
60558	2354.0	1850.0
84525	13997.0	941.0
100500915	0.0	0.0
2986	0.0	2.0
84528	1.0	0.0
100500916	0.0	0.0
84527	1832.0	2326.0
100500917	0.0	0.0
2984	137.0	21.0
84522	2862.0	3000.0
100500918	1.0	0.0
2983	670.0	279.0
100500919	0.0	0.0
84524	1168.0	903.0
2982	1395.0	185.0
2981	0.0	0.0
84520	736.0	482.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	7.0	5.0
100500913	0.0	0.0
2999	74.0	40.0
84515	641.0	347.0
100500903	0.0	0.0
2998	2.0	0.0
84514	8304.0	7332.0
100500904	2.0	8.0
2997	4177.0	3488.0
84517	288.0	106.0
100500905	0.0	0.0
84516	7000.0	4152.0
2996	28.0	5.0
100500906	0.0	0.0
2995	1253.0	223.0
2994	0.0	2.0
100500908	1.0	2.0
84513	2426.0	4487.0
2993	0.0	0.0
100500909	0.0	0.0
2992	2227.0	677.0
60561	1133.0	1099.0
60560	1790.0	977.0
100500900	2.0	0.0
100500901	0.0	0.0
100288904	0.0	0.0
154467	419.0	280.0
130497	644.0	15.0
84548	1029.0	408.0
84547	319.0	347.0
100500938	0.0	0.0
84549	1556.0	1182.0
84546	0.0	0.0
84545	5580.0	4783.0
84542	407.0	458.0
84541	86.0	24.0
727795	121.0	38.0
84529	362.0	262.0
84536	327.0	281.0
84539	0.0	0.0
