id	c643bb69-8c28-42bb-b7b8-1e27f0a46cfb	39113e53-0d26-4616-b23e-fb4c70dec853
647298	22.0	0.0
100616114	1.0	1.0
4287	541.0	2033.0
100616115	0.0	2.0
4288	1579.0	793.0
100616112	0.0	0.0
4289	532.0	2437.0
100616113	0.0	0.0
100616110	0.0	0.0
107075230	1.0	1.0
100616111	0.0	0.0
107075231	0.0	0.0
107075232	0.0	0.0
107075233	0.0	2.0
107075234	0.0	0.0
107075235	0.0	0.0
4280	17.0	101.0
4281	193.0	789.0
107075236	0.0	0.0
107075226	0.0	0.0
107075227	0.0	0.0
107075228	1.0	0.0
107075229	0.0	0.0
4279	2.0	2.0
4293	165.0	1353.0
4294	235.0	701.0
4295	0.0	0.0
4296	1894.0	4863.0
4297	1400.0	6010.0
4298	1976.0	5291.0
4299	1897.0	21457.0
157916	0.0	0.0
100130178	0.0	0.0
373856	2.0	2.0
4291	449.0	885.0
4292	1150.0	2310.0
107075314	0.0	0.0
107075315	0.0	0.0
121952	4.0	5.0
107075318	0.0	0.0
107075319	1.0	0.0
100130167	0.0	0.0
104355290	3.0	0.0
104355291	0.0	0.0
104355292	0.0	0.0
133957	329.0	942.0
104355293	2.0	0.0
104355294	0.0	0.0
104355295	101.0	218.0
104355296	0.0	0.0
100129174	0.0	0.0
104355297	4.0	3.0
100129179	4.0	0.0
100129176	5.0	2.0
100533483	0.0	5.0
348995	581.0	1805.0
100130158	1.0	0.0
100130155	0.0	0.0
107075300	0.0	0.0
107075301	1.0	5.0
107075302	0.0	0.0
100129160	0.0	0.0
100129162	0.0	0.0
145942	0.0	0.0
145946	3.0	0.0
100129167	0.0	0.0
373863	0.0	0.0
373861	0.0	0.0
157922	380.0	1903.0
348980	1.0	1.0
100533467	0.0	0.0
100130148	0.0	0.0
650808	14.0	11.0
157927	0.0	0.0
64506	41.0	84.0
107075310	18.0	60.0
107075311	0.0	0.0
107075312	0.0	0.0
107075313	0.0	0.0
107075303	1.0	6.0
107075304	1.0	1.0
107075305	0.0	2.0
107075306	0.0	0.0
107075308	0.0	0.0
107075309	0.0	0.0
145957	7.0	20.0
100130139	1.0	6.0
64518	8.0	24.0
101241891	0.0	0.0
100129143	0.0	6.0
101241892	1.0	98.0
101060684	16.0	257.0
106182118	0.0	10.0
121981	8.0	128.0
407738	6.0	7.0
100130119	0.0	0.0
100129128	3.0	5.0
100130117	0.0	0.0
647201	0.0	0.0
100130110	0.0	0.0
133923	14.0	246.0
202500	2.0	7.0
100129124	0.0	0.0
100129123	0.0	0.0
647215	0.0	5.0
100130109	7.0	2.0
100130108	0.0	1.0
100130106	1.0	0.0
100130105	0.0	0.0
102577424	1.0	0.0
102577425	0.0	1.0
348938	39.0	62.0
348932	0.0	0.0
131368	1.0	10.0
169981	22.0	231.0
170961	60.0	105.0
170960	437.0	1628.0
143341	5.0	4.0
100144748	33.0	87.0
100132766	0.0	1.0
348926	90.0	229.0
155340	0.0	0.0
131375	0.0	0.0
157983	46.0	58.0
131377	1.0	2.0
170959	408.0	6913.0
170958	187.0	517.0
100132772	0.0	0.0
169966	0.0	3.0
170954	2647.0	4406.0
100132774	20.0	73.0
100132778	0.0	0.0
348910	0.0	0.0
101060691	357.0	841.0
143371	0.0	19.0
101241875	0.0	0.0
101241877	0.0	0.0
101241878	0.0	0.0
202559	127.0	426.0
143384	901.0	2743.0
100132795	4.0	1.0
100132796	0.0	0.0
143379	12.0	119.0
503497	1.0	1.0
157956	6.0	5.0
442075	39.0	175.0
442078	2.0	3.0
145978	0.0	1.0
100423005	0.0	0.0
100423006	0.0	0.0
100423009	0.0	0.0
102467005	0.0	0.0
100423008	0.0	0.0
102467004	0.0	0.0
102467003	2.0	5.0
101926888	76.0	117.0
100130197	0.0	7.0
100130196	10.0	1.0
170949	0.0	0.0
100130192	5.0	3.0
100130190	1.0	5.0
145989	4.0	73.0
100423001	0.0	0.0
100423000	0.0	0.0
100423003	0.0	0.0
100423016	0.0	0.0
100423015	0.0	0.0
100423018	0.0	0.0
100423017	0.0	1.0
101926890	0.0	0.0
100423019	0.0	0.0
101926895	3.0	29.0
101926896	11.0	23.0
100130187	0.0	0.0
442097	7.0	13.0
442098	0.0	0.0
100129193	0.0	1.0
100129196	211.0	197.0
100129195	616.0	436.0
100129192	0.0	0.0
100423012	0.0	0.0
100423011	0.0	6.0
100423014	0.0	0.0
100129199	0.0	2.0
100423013	0.0	0.0
647187	16.0	27.0
6906	0.0	0.0
202134	28.0	270.0
6905	438.0	1564.0
6908	313.0	960.0
6907	654.0	2149.0
6909	116.0	774.0
6900	11.0	51.0
6902	3505.0	6474.0
6901	1227.0	1780.0
6904	1826.0	6398.0
6903	731.0	1612.0
253714	179.0	387.0
100288436	2.0	3.0
647195	0.0	0.0
100288432	39.0	61.0
6917	2032.0	3421.0
100462767	0.0	0.0
6916	655.0	763.0
6919	1196.0	3305.0
6918	0.0	0.0
647190	7.0	1.0
100653489	0.0	0.0
6911	37.0	117.0
6910	6.0	1.0
6913	56.0	115.0
253724	41.0	91.0
6915	113.0	275.0
253725	1134.0	1705.0
100288428	2.0	14.0
100288425	7.0	0.0
100288420	1.0	1.0
6928	9.0	10.0
6927	5.0	0.0
6929	3189.0	4645.0
202151	22.0	135.0
6920	1223.0	3584.0
6922	25.0	29.0
6921	1853.0	2311.0
6924	1113.0	3124.0
6923	7377.0	7040.0
6926	738.0	8823.0
100462732	0.0	0.0
6925	2546.0	4754.0
6940	222.0	751.0
100288413	11.0	49.0
6939	14.0	11.0
6938	787.0	4549.0
6932	4328.0	2645.0
6935	598.0	1861.0
6934	371.0	1967.0
6936	428.0	1061.0
100288405	0.0	0.0
100462790	0.0	0.0
6950	3254.0	7957.0
165055	121.0	186.0
6949	2607.0	3059.0
100462799	0.0	0.0
6942	841.0	3623.0
100132601	2.0	1.0
100462792	0.0	0.0
6941	676.0	614.0
6944	1103.0	2693.0
100462794	16.0	124.0
6943	0.0	3.0
100462793	0.0	0.0
6945	820.0	2925.0
192670	386.0	1378.0
100462795	0.0	2.0
100132606	0.0	0.0
6948	1235.0	3666.0
6947	9.0	171.0
100462797	0.0	0.0
6960	0.0	0.0
6962	0.0	1.0
4300	621.0	1669.0
6961	0.0	0.0
6953	1.0	0.0
6954	5.0	9.0
6956	11.0	7.0
100132617	0.0	0.0
6959	0.0	0.0
100132618	0.0	3.0
253769	251.0	2136.0
192683	558.0	1038.0
6958	0.0	0.0
100132619	0.0	0.0
107075180	0.0	0.0
6971	0.0	0.0
107075181	0.0	0.0
6970	0.0	0.0
107075182	0.0	0.0
6973	0.0	1.0
107075183	0.0	0.0
4311	319.0	283.0
6972	0.0	2.0
107075184	0.0	0.0
107075185	0.0	11.0
107075186	0.0	0.0
107075187	0.0	0.0
107075188	0.0	0.0
107075189	0.0	0.0
165082	28.0	80.0
100144604	10.0	36.0
100144603	25.0	62.0
100144602	2.0	6.0
4301	646.0	7760.0
253738	256.0	308.0
4302	4412.0	14227.0
4303	266.0	1299.0
6966	149.0	87.0
100462772	41.0	56.0
6968	0.0	0.0
4306	361.0	1921.0
6967	469.0	245.0
4308	7.0	1.0
6969	0.0	0.0
6980	2.0	4.0
107075190	0.0	7.0
107075191	0.0	0.0
6982	0.0	1.0
107075192	0.0	0.0
4320	88.0	764.0
6981	1.0	26.0
107075193	0.0	0.0
6984	18.0	31.0
107075194	0.0	0.0
4321	78.0	57.0
4322	0.0	26.0
6983	2.0	7.0
107075195	0.0	0.0
107075196	0.0	0.0
107075197	1.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	0.0	0.0
100462788	0.0	0.0
192666	3.0	1.0
100132630	0.0	5.0
192668	246.0	380.0
192669	523.0	2057.0
6975	3.0	8.0
153090	564.0	6987.0
4312	25.0	33.0
4313	1042.0	7672.0
6974	9.0	9.0
4314	4.0	4.0
6977	5.0	36.0
6976	3.0	25.0
100462782	0.0	1.0
4316	133.0	652.0
6979	0.0	2.0
100462785	0.0	0.0
4317	4.0	1.0
6978	23.0	40.0
4318	6854.0	3282.0
100462787	0.0	0.0
4319	3.0	4.0
100462786	0.0	0.0
6991	59.0	236.0
100616468	1.0	1.0
6990	547.0	2073.0
647107	5.0	0.0
100616469	0.0	0.0
6993	2935.0	4958.0
4330	52.0	237.0
4331	446.0	1044.0
6992	1385.0	4972.0
107075160	1.0	0.0
100616467	0.0	1.0
4332	761.0	963.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	0.0	0.0
107075162	0.0	0.0
100616465	0.0	0.0
107075163	0.0	0.0
107075164	0.0	2.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	1.0	5.0
107075166	0.0	0.0
107075167	1.0	0.0
107075168	0.0	2.0
107075169	1.0	8.0
100873958	0.0	0.0
100873957	2.0	0.0
4323	1156.0	11615.0
6986	0.0	0.0
100873952	0.0	6.0
4324	1747.0	6401.0
6985	0.0	0.0
100873951	2.0	1.0
6988	1038.0	4302.0
4325	38.0	1171.0
100873950	0.0	0.0
4326	160.0	381.0
6987	0.0	3.0
4327	1004.0	795.0
100873956	9.0	16.0
100873955	0.0	6.0
4329	324.0	1545.0
100873954	1.0	20.0
100873953	1.0	1.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	291.0	783.0
4340	3.0	1.0
100616458	0.0	0.0
107075170	0.0	2.0
100616455	0.0	0.0
4342	0.0	0.0
107075171	0.0	0.0
100616456	0.0	0.0
4343	1118.0	3449.0
107075172	35.0	49.0
100616453	0.0	0.0
107075173	1.0	0.0
100616454	0.0	0.0
64689	768.0	3518.0
107075174	0.0	0.0
100616451	0.0	0.0
107075175	1.0	0.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	2.0	0.0
100616450	0.0	0.0
107075178	0.0	1.0
107075179	0.0	0.0
650747	1.0	0.0
100873949	13.0	24.0
100873948	2.0	0.0
100873947	0.0	0.0
100873946	37.0	6.0
100873941	1.0	4.0
6997	29.0	41.0
4335	238.0	1920.0
6996	340.0	1201.0
100873940	0.0	0.0
6999	60.0	102.0
4336	10.0	18.0
4337	328.0	1767.0
6998	1.0	2.0
4338	704.0	2658.0
100873945	0.0	0.0
100873944	2.0	1.0
100873943	0.0	0.0
100873942	1.0	15.0
100616448	0.0	0.0
100616449	0.0	0.0
4350	1296.0	2040.0
100616446	0.0	2.0
4351	1025.0	2334.0
64693	0.0	1.0
100616447	0.0	0.0
4352	0.0	30.0
100873970	0.0	0.0
4353	8.0	4.0
647123	0.0	0.0
4354	730.0	1166.0
4355	83.0	468.0
107075141	372.0	3417.0
100616440	0.0	0.0
64699	165.0	768.0
107075142	0.0	0.0
100616441	0.0	0.0
107075143	0.0	1.0
647121	24.0	44.0
107075144	0.0	0.0
107075145	0.0	0.0
107075146	0.0	0.0
107075147	0.0	0.0
107075148	0.0	7.0
107075138	0.0	0.0
107075139	0.0	0.0
100873979	11.0	25.0
4345	809.0	2692.0
100873974	8.0	10.0
100873973	0.0	0.0
100873972	0.0	1.0
100873978	1.0	8.0
100873977	0.0	0.0
100873976	1.0	5.0
100873975	0.0	18.0
100616437	0.0	0.0
4360	288.0	2126.0
100616438	1.0	0.0
4361	592.0	1832.0
100616435	0.0	0.0
4362	0.0	1.0
100616436	1.0	1.0
4363	1296.0	5531.0
100616433	0.0	0.0
100616434	1.0	0.0
647135	25.0	161.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	1.0
100616432	0.0	0.0
107075152	0.0	0.0
107075153	0.0	0.0
100616430	0.0	2.0
107075154	0.0	0.0
107075155	0.0	0.0
107075156	0.0	0.0
107075157	0.0	0.0
107075158	2.0	5.0
107075159	0.0	0.0
107075149	0.0	0.0
100873969	8.0	0.0
100288493	0.0	0.0
253782	402.0	1743.0
100653423	0.0	1.0
4356	62.0	409.0
100873963	0.0	0.0
4357	1071.0	1775.0
100873962	0.0	0.0
4358	1044.0	4857.0
4359	63.0	129.0
100873960	0.0	0.0
100873967	1.0	1.0
100873966	0.0	0.0
100873965	4.0	11.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	0.0	0.0
647144	0.0	0.0
100873991	1.0	38.0
650794	21.0	115.0
100873990	13.0	1.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	0.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	0.0	0.0
100288486	0.0	0.0
107075126	0.0	0.0
100288483	2.0	0.0
107075116	80.0	138.0
107075117	5.0	11.0
107075118	0.0	0.0
107075119	0.0	0.0
100873995	0.0	0.0
100873994	2.0	0.0
100873993	1.0	3.0
100873998	4.0	0.0
100873997	6.0	0.0
348567	0.0	0.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	0.0	1.0
647156	0.0	0.0
647158	0.0	1.0
100616498	0.0	0.0
107075130	1.0	3.0
100616495	0.0	0.0
107075131	0.0	0.0
107075132	0.0	0.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	0.0	0.0
107075134	0.0	1.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	1.0	4.0
107075137	0.0	0.0
100616490	0.0	0.0
107075127	0.0	0.0
107075128	0.0	0.0
107075129	1.0	0.0
100288470	0.0	0.0
100873985	48.0	63.0
100873984	0.0	0.0
100873983	1.0	0.0
100873982	0.0	0.0
100873989	0.0	1.0
100873988	0.0	2.0
100873987	1.0	2.0
100873986	0.0	0.0
647166	0.0	0.0
100616488	0.0	0.0
647167	11.0	18.0
100616489	0.0	0.0
100616486	0.0	0.0
647169	1.0	0.0
100616487	0.0	0.0
647162	2.0	1.0
100616484	0.0	0.0
100616485	0.0	0.0
100616482	1.0	3.0
107075100	0.0	2.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	1.0
107075102	0.0	2.0
100616481	0.0	0.0
100288463	0.0	0.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	0.0	3.0
647177	0.0	0.0
100616477	0.0	36.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	0.0	0.0
100616473	0.0	0.0
647174	1.0	5.0
100616474	0.0	0.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	4.0	0.0
107075111	2.0	0.0
107075112	1.0	3.0
107075113	1.0	0.0
100616470	0.0	0.0
107075114	1.0	0.0
107075115	1.0	4.0
107075105	0.0	0.0
100288451	2.0	1.0
107075108	0.0	7.0
107075109	0.0	0.0
348654	302.0	511.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	0.0	0.0
107075201	0.0	0.0
107075202	0.0	0.0
107075203	0.0	1.0
100129061	0.0	0.0
118672	110.0	307.0
100129060	53.0	116.0
118670	0.0	1.0
348645	284.0	165.0
100129067	0.0	3.0
64601	1263.0	2369.0
64600	2.0	4.0
107075210	0.0	0.0
107075211	0.0	2.0
100130043	0.0	5.0
107075212	0.0	0.0
107075213	0.0	0.0
100130042	0.0	0.0
107075214	0.0	0.0
107075204	1.0	2.0
118663	2.0	6.0
143630	14.0	57.0
107075205	0.0	0.0
100129050	0.0	0.0
107075206	6.0	0.0
107075207	0.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	0.0
131669	4.0	2.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	0.0
100130029	0.0	0.0
373509	2.0	5.0
100129031	0.0	0.0
100129032	4.0	6.0
100130017	0.0	0.0
100130015	12.0	116.0
100130014	2.0	0.0
131601	809.0	2059.0
100129023	0.0	0.0
100130009	0.0	8.0
128025	4.0	8.0
64641	55.0	473.0
100130006	0.0	0.0
100616530	4.0	8.0
64645	718.0	2931.0
116039	117.0	101.0
100130003	97.0	97.0
100130002	0.0	0.0
64648	0.0	0.0
131616	461.0	1356.0
100129013	1.0	1.0
100129008	0.0	0.0
64651	4693.0	4951.0
100129007	0.0	0.0
100129009	2.0	1.0
116028	906.0	923.0
204801	21.0	6.0
100129004	4.0	0.0
100129005	0.0	0.0
64663	0.0	0.0
128077	1390.0	1702.0
167681	7.0	38.0
100132641	3.0	2.0
100132645	2.0	1.0
116092	1046.0	1931.0
116093	0.0	0.0
128061	301.0	654.0
100132656	0.0	1.0
116085	0.0	0.0
204851	1119.0	5543.0
116071	272.0	513.0
167691	65.0	2278.0
116064	497.0	2219.0
100132672	0.0	1.0
100132673	2.0	1.0
116068	466.0	1727.0
100132677	3.0	6.0
100130099	0.0	0.0
100130097	9.0	5.0
143662	697.0	7555.0
100132681	0.0	0.0
100132683	0.0	0.0
100130090	1.0	4.0
100130086	0.0	6.0
100129094	6.0	11.0
143678	6.0	9.0
100132699	0.0	0.0
100130079	0.0	1.0
100130074	0.0	2.0
143684	650.0	1711.0
100129086	1.0	3.0
100129080	3.0	6.0
143689	189.0	167.0
143686	1926.0	6150.0
153020	1501.0	1285.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	23.0	89.0
100130060	5.0	0.0
202243	320.0	862.0
100129074	0.0	1.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	1167.0	5560.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	0.0	1.0
647076	10.0	28.0
100462880	14.0	39.0
100462881	0.0	0.0
100462886	0.0	0.0
100288307	1.0	0.0
647085	0.0	0.0
100653396	0.0	0.0
647087	2003.0	3735.0
647081	0.0	2.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	0.0	0.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	281.0	85.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	1.0	0.0
100616390	0.0	0.0
100616391	0.0	0.0
100462866	0.0	0.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	187.0	1225.0
202299	3.0	15.0
104355426	69.0	302.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	1.0	0.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	20.0	102.0
4430	521.0	4885.0
100132501	8.0	16.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	15.0	154.0
346085	2.0	3.0
100132510	5.0	1.0
4435	104.0	2874.0
4436	683.0	2213.0
4437	375.0	1149.0
4438	2.0	13.0
4439	22.0	153.0
253868	2.0	5.0
64793	161.0	850.0
100616347	0.0	0.0
64792	682.0	2129.0
100616348	0.0	1.0
64795	866.0	2372.0
64794	438.0	1497.0
100616346	0.0	0.0
100616343	1.0	1.0
100616344	0.0	0.0
64799	37.0	258.0
100616341	0.0	1.0
64798	1273.0	3334.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	2.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	1.0	48.0
103625683	0.0	0.0
100616336	0.0	0.0
103625684	15.0	1.0
100616337	0.0	0.0
103625681	2.0	14.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	43.0	80.0
100616327	0.0	1.0
100616328	0.0	0.0
650655	37.0	110.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	0.0	4.0
100616321	0.0	0.0
100616322	0.0	0.0
647000	0.0	2.0
100628307	0.0	1.0
100288380	0.0	7.0
86123	4.0	64.0
100616329	0.0	0.0
4481	266.0	1199.0
100616317	0.0	1.0
4482	611.0	1082.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	180.0	2408.0
647013	0.0	0.0
100616313	0.0	0.0
4486	126.0	892.0
100616310	0.0	0.0
4487	265.0	196.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	0.0	0.0
4478	9101.0	42552.0
4479	0.0	7.0
647009	33.0	76.0
100616318	0.0	37.0
100616319	0.0	0.0
4493	1408.0	2616.0
4494	1494.0	1989.0
4495	1278.0	859.0
100616389	0.0	0.0
647024	235.0	3535.0
4496	79.0	41.0
100616387	0.0	0.0
4498	13.0	7.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	0.0	1.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	2.0	2.0
4490	0.0	1.0
100616380	0.0	0.0
4488	14.0	18.0
4489	880.0	332.0
100616378	0.0	0.0
100616379	1.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	144.0	62.0
100616374	4.0	7.0
100616375	0.0	0.0
647033	7.0	12.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	372.0	551.0
4499	1205.0	575.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	1.0	0.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	0.0	19.0
100288346	0.0	7.0
100616361	0.0	0.0
647044	0.0	1.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	0.0	0.0
118611	1.0	16.0
346007	13.0	55.0
100616358	0.0	0.0
100616359	0.0	0.0
100616356	0.0	0.0
100616354	1.0	1.0
100288339	0.0	2.0
100288337	0.0	0.0
100616352	0.0	0.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	24.0	14.0
647051	0.0	0.0
100288330	0.0	0.0
100303491	31.0	17.0
64711	12.0	17.0
64710	8207.0	20553.0
64714	4.0	2.0
64708	921.0	2135.0
143501	1.0	1.0
143502	0.0	0.0
143506	0.0	0.0
143503	9.0	31.0
348761	0.0	11.0
100506084	44.0	56.0
64726	10.0	3.0
64725	2.0	3.0
64718	195.0	970.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	24.0	6.0
348751	94.0	120.0
131544	33.0	3283.0
64735	0.0	0.0
103283057	1.0	2.0
100533695	1.0	3.0
64744	12323.0	8172.0
64743	2577.0	6108.0
64746	931.0	4855.0
64745	1215.0	2596.0
64748	235.0	1692.0
64747	1695.0	4425.0
348738	19.0	8.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	0.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	1.0
100616422	1.0	4.0
64750	572.0	3134.0
100616423	0.0	0.0
100533676	0.0	10.0
64753	114.0	122.0
100616420	0.0	2.0
100616421	0.0	0.0
64755	265.0	3365.0
64754	311.0	751.0
64757	689.0	2151.0
100506050	0.0	0.0
64756	1179.0	2721.0
64759	1278.0	5734.0
100506054	235.0	342.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	1.0	1.0
100616428	1.0	0.0
100616429	0.0	0.0
100506049	1.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	1034.0	4400.0
100616413	0.0	0.0
100616414	0.0	1.0
100506046	13.0	68.0
64762	63.0	360.0
64761	2368.0	3254.0
64764	2389.0	23727.0
64763	211.0	1159.0
100616410	0.0	0.0
64766	780.0	2170.0
64768	16.0	222.0
64769	1376.0	7001.0
100533682	0.0	0.0
100616417	0.0	3.0
100616404	0.0	1.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	2940.0	7217.0
100616402	0.0	0.0
64770	443.0	2896.0
100616403	0.0	0.0
64773	1258.0	3382.0
100616400	0.0	0.0
64772	837.0	2676.0
100616401	1.0	9.0
64777	1097.0	2820.0
64776	412.0	864.0
64779	335.0	1033.0
64778	872.0	7423.0
100506080	61.0	41.0
88745	1352.0	1728.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	3254.0	3440.0
100533668	0.0	3.0
64782	1124.0	2104.0
64781	1510.0	2926.0
100506068	1.0	2.0
64784	1434.0	3996.0
100533664	0.0	21.0
64783	621.0	560.0
100533665	0.0	1.0
64786	1149.0	2956.0
100533666	0.0	1.0
64785	236.0	239.0
64788	678.0	1484.0
64787	625.0	7918.0
100506061	0.0	0.0
64789	161.0	420.0
100506060	77.0	93.0
100288298	0.0	1.0
100533661	1.0	0.0
100533662	0.0	0.0
100506013	3.0	2.0
100506012	40.0	96.0
167555	16.0	59.0
100132520	0.0	2.0
100132526	0.0	8.0
100132529	7.0	1.0
100533646	0.0	10.0
100506003	0.0	0.0
100533642	8.0	55.0
100506007	26.0	60.0
100506001	0.0	17.0
100506000	1.0	5.0
204962	9.0	17.0
100462800	1.0	0.0
100132534	0.0	1.0
100132537	1.0	0.0
100506035	7.0	20.0
202309	558.0	447.0
100506039	0.0	1.0
100506033	409.0	1151.0
100533619	1.0	3.0
100132541	0.0	0.0
100533624	0.0	0.0
100506025	0.0	5.0
100506020	0.0	42.0
131566	580.0	5510.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	140.0	3257.0
100462832	0.0	0.0
100132562	0.0	2.0
100132565	5.0	1.0
100462838	0.0	0.0
100462830	0.0	0.0
131572	0.0	0.0
131578	56.0	116.0
100462843	0.0	1.0
131583	371.0	1206.0
100462809	1.0	1.0
143570	238.0	982.0
100132580	7.0	23.0
100462811	0.0	2.0
100462810	0.0	1.0
100462813	0.0	27.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	18.0	38.0
100462824	0.0	1.0
100132597	6.0	1.0
100462826	0.0	0.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	7.0	24.0
170689	132.0	1701.0
170688	0.0	0.0
100462990	0.0	0.0
155061	311.0	1317.0
131096	52.0	46.0
155066	1627.0	2536.0
170680	2.0	27.0
100533800	0.0	2.0
169693	2.0	1.0
170679	79.0	731.0
100036567	0.0	0.0
155051	289.0	1395.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	1.0
100036565	0.0	0.0
155054	26.0	258.0
143098	241.0	2266.0
4507	521.0	1830.0
4508	30071.0	175316.0
4509	789.0	22423.0
100462977	1103.0	785.0
4500	178.0	174.0
4501	4260.0	7829.0
4502	17096.0	11894.0
4503	29.0	23.0
4504	12.0	18.0
4520	329.0	1079.0
4519	26111.0	170035.0
170690	9.0	25.0
4511	18.0	13.0
4512	82664.0	494758.0
100462981	0.0	1.0
4513	62992.0	170377.0
4514	64324.0	215112.0
100462983	1.0	1.0
4515	23.0	96.0
170692	6.0	245.0
100462985	1.0	0.0
170691	36.0	153.0
253512	166.0	798.0
4521	1368.0	530.0
4522	1148.0	3357.0
157680	484.0	2580.0
4523	1.0	1.0
4524	944.0	5605.0
4528	622.0	1425.0
155006	15.0	0.0
4540	6812.0	117202.0
4541	7684.0	60152.0
157667	2.0	2.0
4542	1397.0	1559.0
4534	319.0	1485.0
4535	18215.0	82431.0
4536	24275.0	140237.0
4537	24905.0	46953.0
4538	49260.0	425528.0
4539	1132.0	21863.0
157697	832.0	1452.0
4550	49705.0	116396.0
155038	510.0	1400.0
4552	469.0	1591.0
4553	0.0	0.0
4543	0.0	0.0
4544	0.0	0.0
4547	6.0	4.0
100036575	0.0	5.0
4548	762.0	3904.0
100036574	0.0	0.0
4549	14005.0	19411.0
131076	407.0	680.0
4563	1.0	0.0
4564	0.0	2.0
4555	0.0	0.0
4556	3.0	0.0
4558	8.0	1.0
157695	396.0	4118.0
157693	0.0	1.0
4570	0.0	0.0
348378	506.0	140.0
4571	647.0	1167.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	4.0	0.0
100288287	0.0	0.0
100288283	0.0	0.0
4565	0.0	0.0
4566	0.0	0.0
4567	1.0	2.0
4568	1.0	1.0
253559	27.0	73.0
4569	0.0	0.0
253558	281.0	852.0
4580	371.0	866.0
4581	4.0	69.0
4582	546.0	7585.0
4583	1.0	3.0
4584	35.0	155.0
4585	9.0	1577.0
4586	1.0	0.0
