id	4ead28da-fe94-4379-b369-c1ceb4d1f2f0	253954ed-6f83-44ab-b6bc-694fec051c1d
106480024	0.0	2.0
25791	23.0	2756.0
23130	1861.0	1666.0
106480023	0.0	0.0
23131	1930.0	1942.0
25794	422.0	630.0
106480026	0.0	2.0
25793	16900.0	7780.0
23132	1086.0	1434.0
106480025	0.0	0.0
11155	144.0	92.0
11154	1121.0	1144.0
11157	752.0	394.0
11156	834.0	3185.0
11159	634.0	635.0
139221	826.0	1032.0
11158	1041.0	1004.0
392193	0.0	1.0
23108	650.0	1595.0
23109	2.0	8.0
127281	1606.0	1909.0
441608	0.0	0.0
154860	0.0	0.0
11120	1062.0	1084.0
343263	8.0	26.0
154865	207.0	219.0
25763	0.0	0.0
106479039	0.0	1.0
23101	9.0	75.0
106479038	31.0	11.0
23102	1317.0	806.0
106479037	28.0	17.0
25764	98.0	142.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	9.0	10.0
25766	902.0	685.0
106479034	0.0	0.0
25769	0.0	6.0
106479033	0.0	0.0
23107	3729.0	2868.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1960.0	2483.0
106479030	0.0	0.0
84148	4465.0	4389.0
84144	237.0	332.0
11122	9.0	1.0
84146	1522.0	1720.0
11124	3689.0	3561.0
11123	2597.0	8166.0
11126	11.0	30.0
84140	354.0	155.0
11128	988.0	1129.0
84142	385.0	335.0
84141	204.0	245.0
139231	3098.0	3162.0
11127	467.0	593.0
23119	552.0	485.0
644186	131.0	231.0
11131	10.0	38.0
11130	403.0	708.0
106479029	0.0	0.0
23111	2615.0	1825.0
106479028	0.0	0.0
25774	3.0	0.0
23112	1768.0	1552.0
106479027	0.0	0.0
25776	2787.0	3429.0
23113	2316.0	2210.0
106479026	0.0	0.0
25775	3.0	1.0
23114	268.0	49.0
106479025	0.0	0.0
25778	1617.0	1449.0
106479024	0.0	0.0
25777	3893.0	2813.0
23116	864.0	740.0
106479023	2.0	0.0
23117	7.0	53.0
106479022	0.0	0.0
23118	3822.0	3130.0
106479021	0.0	0.0
115294	5241.0	6185.0
106479020	5.0	7.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	390.0	41.0
106480004	0.0	0.0
25771	2700.0	1473.0
84138	268.0	129.0
106480003	0.0	0.0
11133	561.0	365.0
84133	2.0	0.0
84132	581.0	409.0
11132	1273.0	2299.0
11135	2284.0	3434.0
84135	408.0	463.0
84134	1003.0	1010.0
11137	2655.0	1668.0
115290	199.0	26.0
11136	50.0	41.0
84131	810.0	647.0
11138	441.0	417.0
730993	0.0	1.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	52.0	60.0
729993	11.0	5.0
50717	5786.0	6003.0
102465257	0.0	1.0
102465256	0.0	0.0
102465255	2.0	0.0
729991	1248.0	720.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	7.0	3.0
100884155	0.0	1.0
102465252	0.0	0.0
730978	0.0	1.0
102465251	0.0	0.0
102465250	0.0	1.0
730974	0.0	0.0
392194	6.0	9.0
392197	0.0	0.0
646702	0.0	0.0
646701	0.0	2.0
646721	0.0	0.0
729962	0.0	0.0
729967	2295.0	1529.0
2504	16.0	8.0
2503	16.0	15.0
284418	1.0	0.0
2502	17.0	12.0
284417	7.0	11.0
2501	60.0	30.0
2500	124.0	46.0
284415	3.0	4.0
404635	0.0	0.0
619190	1.0	0.0
404636	849.0	1065.0
2509	13.0	7.0
646723	1.0	4.0
2508	58.0	24.0
2507	5.0	1.0
619189	0.0	0.0
164237	3.0	0.0
729956	1.0	3.0
140290	44.0	42.0
729952	0.0	0.0
2515	0.0	0.0
284408	386.0	1273.0
2512	101074.0	59312.0
284406	529.0	377.0
2510	1.0	0.0
284403	60.0	213.0
284402	30.0	72.0
2519	3462.0	5321.0
2518	0.0	0.0
2517	10221.0	9302.0
2516	0.0	1.0
646755	5.0	9.0
646754	0.0	0.0
646753	1.0	1.0
260434	0.0	58.0
23189	1484.0	960.0
260436	1.0	0.0
23180	4767.0	3107.0
2526	228.0	209.0
23181	990.0	1605.0
2525	0.0	20.0
2524	59.0	104.0
2523	421.0	552.0
23184	9506.0	7527.0
2521	16698.0	19518.0
23185	4067.0	3652.0
23186	888.0	798.0
2520	0.0	0.0
23187	2713.0	2577.0
2529	9.0	18.0
2528	1.0	0.0
2527	0.0	0.0
152273	901.0	709.0
644100	0.0	0.0
646766	17.0	19.0
644101	3.0	3.0
23199	4054.0	4272.0
260425	1622.0	1463.0
729974	0.0	0.0
260429	0.0	0.0
2537	4499.0	3819.0
23191	4344.0	3815.0
23192	3672.0	3582.0
23193	20941.0	16900.0
2535	487.0	383.0
2534	2855.0	9357.0
23194	597.0	1394.0
2533	144.0	120.0
23195	2616.0	2101.0
23196	7041.0	9539.0
2532	383.0	131.0
23197	3151.0	3987.0
2531	3648.0	2271.0
2530	837.0	1360.0
23198	3504.0	4642.0
345829	1.0	2.0
646759	0.0	0.0
646758	0.0	2.0
2539	2858.0	2132.0
2538	1.0	0.0
23190	5843.0	6963.0
25903	1261.0	571.0
25902	807.0	1915.0
25904	1633.0	1394.0
100129866	1.0	0.0
25907	30.0	17.0
100130855	139.0	170.0
25906	1851.0	898.0
25909	1880.0	2357.0
100127206	0.0	1.0
100129867	1.0	1.0
2551	1279.0	1399.0
2550	794.0	2901.0
25901	5257.0	2145.0
25900	326.0	246.0
2548	7367.0	5892.0
223075	0.0	1.0
2547	18014.0	13178.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	52.0	224.0
2542	1392.0	1997.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	635.0	377.0
100874404	0.0	0.0
25914	355.0	190.0
100130848	0.0	0.0
25913	1433.0	952.0
100129858	124.0	109.0
25915	6002.0	8616.0
25917	1719.0	1780.0
2562	1225.0	2769.0
2561	7.0	557.0
2560	0.0	13.0
25912	10380.0	8739.0
25911	2051.0	790.0
2559	0.0	1.0
2558	16.0	18.0
2557	0.0	0.0
2556	0.0	1.0
2555	1.0	0.0
2554	0.0	0.0
2553	2155.0	2138.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	12.0	7.0
2572	0.0	0.0
2571	18.0	1.0
2570	5.0	3.0
2569	1.0	7.0
2568	3.0	3.0
2567	17.0	1774.0
2566	0.0	1.0
2565	3.0	18.0
2564	361.0	789.0
2563	58.0	331.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	775.0	251.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	3.0	1.0
100129836	1.0	0.0
100874410	0.0	0.0
286676	1122.0	806.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	793.0	1247.0
2583	59.0	56.0
2582	819.0	5459.0
2581	2298.0	1402.0
2580	5037.0	5004.0
100874419	0.0	0.0
100874414	7.0	0.0
100874413	1.0	0.0
100874412	0.0	0.0
100874411	0.0	1.0
100874418	3.0	8.0
223082	886.0	1537.0
100874417	4.0	8.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	0.0	0.0
100874443	2.0	1.0
100874442	1.0	0.0
100129824	0.0	0.0
100874441	0.0	0.0
100874440	0.0	0.0
2595	593.0	1523.0
2593	2545.0	4048.0
100379300	0.0	0.0
2592	2228.0	2003.0
2591	1875.0	2036.0
441389	6.0	7.0
2590	2784.0	3525.0
441386	14.0	14.0
127617	0.0	0.0
2589	3121.0	2799.0
2588	1578.0	2026.0
2587	0.0	3.0
441391	2.0	1.0
284018	779.0	1247.0
2585	1008.0	318.0
100874447	0.0	0.0
100874446	0.0	1.0
100874445	0.0	0.0
284013	45.0	59.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	2.0	4.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	1.0	3.0
100874430	0.0	0.0
100129813	2.0	3.0
441377	4.0	4.0
441376	1.0	5.0
441381	1.0	0.0
127602	275.0	758.0
2597	107396.0	162518.0
2596	5.0	162.0
100874436	0.0	0.0
284004	1959.0	2690.0
100874435	0.0	0.0
100874434	1.0	3.0
100874433	0.0	0.0
284001	2080.0	1472.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	7.0	3.0
100874465	0.0	0.0
100129800	3.0	0.0
100874464	0.0	0.0
100874462	0.0	0.0
100129801	0.0	2.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	2.0	1.0
100874466	4.0	0.0
100874450	0.0	0.0
50937	3205.0	1813.0
100874454	0.0	0.0
50939	7.0	19.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	3.0	11.0
100874457	0.0	0.0
100874456	1.0	3.0
50940	376.0	60.0
100874455	1.0	2.0
50943	47.0	43.0
50945	86.0	13.0
50944	28.0	8.0
100874459	1.0	0.0
23328	4875.0	4037.0
23329	311.0	223.0
84281	422.0	406.0
84280	928.0	751.0
644076	0.0	0.0
11340	1384.0	1364.0
644079	4.0	4.0
25983	2625.0	1420.0
127665	1.0	0.0
23321	6094.0	7082.0
115677	607.0	549.0
644070	0.0	0.0
23322	385.0	358.0
25984	0.0	3.0
23324	5761.0	4891.0
25987	2422.0	5556.0
23325	1116.0	2067.0
23326	10033.0	10496.0
25989	2376.0	4414.0
23327	2804.0	3819.0
25988	1163.0	1225.0
25981	319.0	356.0
25980	2657.0	2002.0
11342	4337.0	3124.0
84287	1606.0	2067.0
84286	1906.0	2034.0
11341	55.0	0.0
284058	2799.0	2955.0
84289	2058.0	1679.0
11344	2435.0	2795.0
11343	1114.0	1097.0
84288	2019.0	1342.0
84283	291.0	405.0
11346	2277.0	2927.0
11345	9164.0	4869.0
84282	1731.0	1841.0
84285	1028.0	1241.0
84284	3433.0	3562.0
23339	4549.0	5640.0
84270	1267.0	2017.0
23331	1422.0	1548.0
25994	4171.0	2018.0
23332	2307.0	2668.0
25996	1561.0	957.0
23333	633.0	1487.0
23334	2271.0	2903.0
25998	2866.0	2676.0
23335	1577.0	1227.0
23336	1509.0	735.0
441332	0.0	1.0
644082	0.0	0.0
23338	3314.0	1832.0
25999	328.0	1810.0
441331	0.0	1.0
84279	2197.0	1470.0
25992	2788.0	1141.0
84276	2022.0	1483.0
84275	928.0	437.0
284047	7.0	2.0
84278	106.0	53.0
84277	2087.0	1643.0
84272	3329.0	4155.0
84271	6628.0	4342.0
84274	2793.0	2054.0
84273	1581.0	1520.0
23306	581.0	740.0
23307	2320.0	2414.0
284040	47.0	139.0
23308	13.0	21.0
23309	2000.0	2336.0
25961	64.0	103.0
25960	605.0	465.0
25963	6969.0	8740.0
23300	3218.0	3145.0
23301	1233.0	1217.0
25962	2233.0	2131.0
23302	127.0	424.0
23303	2975.0	3153.0
644096	1389.0	1080.0
23304	2629.0	4092.0
25966	980.0	1861.0
23305	84.0	122.0
644094	0.0	0.0
11328	4289.0	3282.0
11329	1078.0	1503.0
11320	1064.0	1486.0
137012	0.0	0.0
113000	1061.0	1569.0
11322	483.0	6509.0
11321	1954.0	1352.0
284034	0.0	3.0
11326	286.0	136.0
11325	5556.0	4947.0
23317	4245.0	1919.0
84290	8.0	4.0
25979	2758.0	3110.0
23318	1777.0	2726.0
84292	892.0	1505.0
25972	3113.0	2262.0
23310	985.0	693.0
441359	0.0	0.0
25974	647.0	453.0
23312	271.0	1277.0
25973	379.0	222.0
23313	3072.0	2068.0
25976	533.0	2131.0
23314	77.0	288.0
25975	8.0	31.0
441355	3.0	4.0
25978	3927.0	1736.0
23315	1706.0	1533.0
25977	1291.0	971.0
23316	1344.0	3.0
11339	10.0	22.0
11338	7421.0	8474.0
441362	0.0	0.0
441361	0.0	0.0
140660	4.0	2.0
115650	10.0	35.0
127623	0.0	0.0
25970	6075.0	7561.0
284029	252.0	196.0
115653	0.0	0.0
84298	1223.0	983.0
11331	11759.0	12147.0
11330	6.0	24.0
11333	8377.0	5542.0
152641	104.0	66.0
11332	433.0	951.0
84299	3300.0	5037.0
11335	5509.0	8938.0
84294	952.0	799.0
11334	2902.0	3286.0
84293	7394.0	5313.0
84296	81.0	79.0
11337	6916.0	4467.0
284021	22.0	17.0
84295	968.0	1258.0
11336	3815.0	2356.0
25946	4952.0	2559.0
25949	5937.0	5982.0
25948	1933.0	2876.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	2.0	2.0
25941	2791.0	2507.0
25940	2047.0	1983.0
100130892	13.0	7.0
25943	1260.0	1378.0
25942	4888.0	3708.0
100130890	143.0	148.0
25945	2203.0	1895.0
11309	970.0	499.0
284099	4.0	6.0
284098	426.0	635.0
25957	6161.0	13744.0
140609	1342.0	1189.0
25959	4648.0	5294.0
100130889	1.0	0.0
100130887	90.0	111.0
25950	430.0	647.0
25953	8387.0	6979.0
25956	347.0	1250.0
11317	0.0	1.0
11316	12031.0	13187.0
11319	1491.0	1379.0
11318	31.0	5.0
100379378	0.0	0.0
11311	2650.0	2192.0
11313	4134.0	5985.0
140603	2.0	3.0
11315	24946.0	24156.0
284086	1276.0	1845.0
11314	123.0	175.0
25925	1078.0	950.0
284085	3.0	6.0
25924	122.0	49.0
25927	331.0	234.0
284083	4.0	2.0
100130879	4.0	1.0
25926	1958.0	1604.0
139628	0.0	0.0
25929	912.0	941.0
25928	139.0	0.0
441328	0.0	0.0
127687	2845.0	2001.0
100130873	0.0	14.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	6025.0	8847.0
441323	0.0	0.0
25920	4239.0	3448.0
25923	5339.0	4217.0
140612	375.0	470.0
100129880	0.0	0.0
284076	6.0	2.0
100129882	4.0	6.0
25936	1268.0	1004.0
25938	577.0	541.0
25937	3016.0	2594.0
284071	13.0	13.0
100130866	0.0	0.0
25939	1616.0	2404.0
113026	479.0	1971.0
441317	0.0	0.0
441315	0.0	0.0
25930	3437.0	3007.0
441314	0.0	0.0
441313	0.0	0.0
25932	1914.0	4027.0
127671	0.0	0.0
25934	985.0	730.0
127670	1.0	6.0
284069	222.0	1983.0
140623	26.0	37.0
140625	0.0	0.0
284067	2.0	0.0
100129871	0.0	0.0
140628	91.0	1246.0
406982	0.0	0.0
406981	0.0	0.0
406984	1.0	3.0
406983	1.0	3.0
406986	0.0	0.0
406985	3.0	8.0
406988	0.0	0.0
406987	0.0	0.0
23287	431.0	450.0
23288	2907.0	1716.0
406980	0.0	0.0
84206	34.0	68.0
23281	49.0	81.0
84203	7.0	0.0
23283	1507.0	956.0
23284	23.0	10.0
140596	0.0	0.0
23285	287.0	445.0
152579	778.0	606.0
140597	3624.0	1727.0
23286	4913.0	4721.0
152578	0.0	1.0
406979	0.0	0.0
406978	0.0	0.0
152573	388.0	56.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	0.0	0.0
23299	1499.0	1345.0
201725	562.0	471.0
23291	2337.0	1095.0
23293	713.0	335.0
23294	2399.0	1027.0
23295	4585.0	5207.0
406968	0.0	0.0
406967	0.0	0.0
646658	492.0	2506.0
152586	0.0	0.0
406969	0.0	0.0
406960	0.0	0.0
11281	0.0	9.0
406962	5.0	0.0
646672	1.0	1.0
11280	17.0	40.0
406961	1.0	0.0
11283	1.0	2.0
406964	0.0	0.0
11282	5719.0	16924.0
406963	0.0	1.0
644016	7.0	2.0
11285	2670.0	3140.0
406966	0.0	0.0
11284	2462.0	3766.0
406965	0.0	0.0
23265	2526.0	3296.0
23266	5378.0	1305.0
23268	1195.0	594.0
23269	1783.0	2054.0
84229	10.0	2.0
164592	11.0	11.0
59269	1029.0	629.0
84225	69.0	148.0
23261	2725.0	4669.0
84224	357.0	443.0
23262	1060.0	1491.0
23263	1373.0	1700.0
23264	8810.0	7898.0
84226	56.0	223.0
84221	201.0	233.0
406957	0.0	1.0
84220	0.0	0.0
406956	0.0	1.0
84223	953.0	239.0
406959	0.0	0.0
406958	0.0	0.0
84222	197.0	260.0
646685	0.0	0.0
644022	5.0	7.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	63.0	54.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	939.0	1732.0
23277	3827.0	2537.0
23279	1662.0	1550.0
59277	519.0	566.0
59272	215.0	103.0
59271	1278.0	907.0
59274	556.0	1228.0
84218	0.0	0.0
84217	523.0	321.0
23270	1323.0	1057.0
23271	1914.0	2032.0
84219	971.0	1153.0
23272	3454.0	3711.0
23274	1644.0	2874.0
84216	344.0	395.0
84215	40.0	15.0
23275	2368.0	3569.0
406946	0.0	0.0
84210	7.0	11.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	5307.0	4232.0
644037	4.0	19.0
11260	3198.0	5351.0
646698	1.0	3.0
11262	62.0	28.0
23243	2416.0	1532.0
23244	4730.0	6541.0
59286	12528.0	11243.0
23245	163.0	133.0
23246	2825.0	2296.0
23247	2892.0	2308.0
59283	8.0	4.0
23248	2666.0	4761.0
644030	1.0	0.0
59285	0.0	0.0
59284	0.0	1.0
84247	1540.0	778.0
23240	380.0	676.0
84246	1386.0	1937.0
84249	5.0	13.0
23241	3755.0	3516.0
23242	1764.0	105.0
84248	2184.0	2722.0
84243	1938.0	1889.0
11264	3593.0	1824.0
84245	1683.0	1350.0
11267	4666.0	4727.0
11266	1101.0	1182.0
11269	1531.0	1961.0
84240	975.0	1117.0
11270	584.0	887.0
644042	1.0	0.0
11272	63.0	89.0
11274	328.0	205.0
11273	2899.0	4356.0
23254	1034.0	2146.0
23255	47.0	32.0
23256	3932.0	3621.0
23258	1444.0	1608.0
23259	1527.0	1229.0
644041	0.0	0.0
84239	3137.0	4408.0
23250	1362.0	11272.0
84236	1514.0	1165.0
23251	65.0	64.0
23252	403.0	428.0
140564	99.0	362.0
23253	2021.0	1754.0
84232	8083.0	6856.0
11276	1877.0	1977.0
11275	1157.0	1047.0
84231	2720.0	3154.0
49861	1.0	3.0
11278	273.0	138.0
49860	0.0	1.0
84233	1285.0	1172.0
11277	0.0	0.0
11279	212.0	573.0
84230	414.0	436.0
23229	1129.0	1368.0
49856	1072.0	1170.0
644054	1.0	1.0
49855	1115.0	653.0
644059	0.0	0.0
49854	699.0	444.0
11240	38.0	50.0
23221	4893.0	7377.0
25884	2.0	26.0
23223	1421.0	1653.0
25886	162.0	188.0
23224	12514.0	7738.0
25885	1175.0	2485.0
23225	1680.0	2082.0
25888	443.0	476.0
23228	309.0	171.0
644050	9.0	5.0
201780	34.0	21.0
84269	2623.0	1888.0
152559	323.0	257.0
25880	875.0	470.0
84268	1585.0	1629.0
23220	1478.0	2494.0
140576	3984.0	8982.0
84265	2730.0	1585.0
11243	2976.0	2369.0
139599	2.0	0.0
84264	227.0	400.0
140578	52.0	14.0
84267	1391.0	830.0
11245	331.0	472.0
84266	6355.0	4231.0
11244	2720.0	1491.0
84261	736.0	465.0
11247	25.0	55.0
139596	861.0	910.0
84260	1025.0	1037.0
84263	3719.0	4479.0
11249	0.0	0.0
84262	2250.0	2488.0
11248	289.0	251.0
345557	63.0	20.0
406993	0.0	0.0
406992	2.0	0.0
406995	0.0	0.0
406994	0.0	0.0
11250	3.0	3.0
406997	0.0	0.0
406996	0.0	0.0
11252	6012.0	3574.0
406999	0.0	0.0
11251	9.0	9.0
406998	0.0	0.0
23232	299.0	486.0
25895	1058.0	389.0
23233	1191.0	854.0
25894	508.0	852.0
25897	1234.0	1680.0
23234	465.0	363.0
25896	906.0	934.0
23235	3106.0	1738.0
23236	335.0	490.0
25898	1482.0	738.0
23237	31.0	49.0
644063	14.0	3.0
406991	0.0	0.0
23239	1472.0	1251.0
406990	0.0	0.0
25891	384.0	141.0
84258	37.0	95.0
25890	3343.0	1319.0
25893	365.0	294.0
23230	1222.0	2225.0
23231	1266.0	2958.0
84259	691.0	684.0
84254	2199.0	752.0
11254	43.0	1.0
84253	608.0	376.0
11253	5262.0	8496.0
406989	0.0	0.0
84256	3118.0	2813.0
11255	0.0	0.0
84255	1836.0	2398.0
84250	219.0	232.0
11258	5667.0	1509.0
11257	1333.0	3022.0
84251	915.0	2254.0
11259	566.0	335.0
100874483	0.0	0.0
100874482	0.0	2.0
100874480	0.0	0.0
406900	2.0	3.0
100874484	4.0	4.0
201799	40.0	847.0
201798	26.0	111.0
50831	0.0	0.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	52.0	60.0
50835	0.0	0.0
50834	0.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	1.0
100874471	3.0	0.0
102465138	0.0	0.0
50839	5.0	14.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	1.0	1.0
102465136	2.0	2.0
100874476	1.0	0.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	0.0
50840	87.0	125.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	17.0	15.0
100499183	64.0	63.0
50848	7085.0	7471.0
2601	5.0	8.0
100499177	1932.0	2538.0
102465141	0.0	0.0
50853	1171.0	2083.0
2609	1.0	1.0
102465140	0.0	0.0
50852	16.0	2.0
50855	362.0	309.0
50854	11711.0	26853.0
100499171	1.0	4.0
50856	83.0	74.0
50859	1.0	0.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	0.0	0.0
646600	1.0	6.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	1349.0	22.0
2613	1.0	1.0
2611	5.0	4.0
50862	2266.0	1138.0
50861	8796.0	8368.0
2619	445.0	29.0
50863	69.0	2032.0
100874499	0.0	0.0
2618	1523.0	1226.0
50865	8654.0	4368.0
2617	3848.0	5509.0
2616	34.0	55.0
2615	1969.0	2873.0
406940	1.0	8.0
406942	0.0	0.0
646612	10.0	20.0
406941	0.0	0.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	1.0
2625	574.0	269.0
2624	277.0	284.0
2623	5.0	3.0
2622	2245.0	2457.0
2621	14262.0	13563.0
2620	60.0	55.0
406935	0.0	0.0
406934	0.0	0.0
646603	7.0	7.0
406937	0.0	0.0
406936	0.0	0.0
2629	3185.0	2164.0
406939	1.0	0.0
646609	0.0	0.0
2628	2482.0	374.0
406938	0.0	0.0
2627	464.0	535.0
2626	3.0	0.0
406931	0.0	0.0
406930	0.0	0.0
406933	1.0	1.0
406932	0.0	1.0
646620	1.0	2.0
2636	0.0	0.0
2635	1512.0	3458.0
2634	791.0	1233.0
2633	1522.0	1319.0
2632	1597.0	462.0
2631	9640.0	4256.0
2630	98.0	153.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	6.0	3.0
406928	0.0	0.0
2639	1747.0	1121.0
406927	0.0	0.0
646619	26.0	3.0
2638	0.0	1.0
2637	0.0	3.0
406929	0.0	1.0
646630	0.0	0.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	753.0	3022.0
2647	4110.0	6233.0
2646	3.0	71.0
2645	155.0	430.0
2644	294.0	341.0
2643	146.0	153.0
2642	10.0	1.0
2641	0.0	0.0
406913	3.0	4.0
646627	0.0	0.0
406912	0.0	2.0
646625	0.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	920.0	946.0
406919	0.0	0.0
2648	3031.0	5895.0
406918	0.0	0.0
646641	0.0	0.0
646640	0.0	0.0
646643	0.0	0.0
406911	0.0	0.0
406910	0.0	0.0
2661	102.0	102.0
2660	21.0	34.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	1183.0	927.0
2652	0.0	0.0
2651	151.0	94.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	0.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	51.0	26.0
2672	41.0	26.0
106144578	1.0	0.0
2671	1209.0	1827.0
2670	100.0	155.0
106144575	0.0	1.0
2669	375.0	150.0
2668	2.0	0.0
2667	0.0	0.0
100874529	0.0	1.0
2665	11319.0	7220.0
2664	5972.0	6899.0
2662	726.0	0.0
100874524	12.0	18.0
100874523	3.0	0.0
100129743	0.0	0.0
100874522	0.0	0.0
100874528	0.0	1.0
100129738	0.0	0.0
100129739	0.0	0.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	9673.0	8491.0
106144568	0.0	0.0
2681	391.0	252.0
2679	11.0	29.0
2678	1957.0	3019.0
100874519	0.0	0.0
2677	2602.0	1655.0
100874518	2.0	0.0
2676	58.0	11.0
2675	4633.0	300.0
2674	198.0	21.0
2673	6202.0	7697.0
101056700	0.0	5.0
100874512	0.0	0.0
100874511	0.0	0.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	0.0
100874516	0.0	0.0
100130718	1.0	1.0
100874515	3.0	21.0
100130717	48.0	71.0
100874514	0.0	0.0
100129727	2.0	5.0
100129726	18.0	44.0
100129723	0.0	0.0
100129722	73.0	53.0
2694	1.0	2.0
2693	0.0	0.0
2692	2.0	2.0
2691	0.0	0.0
2690	440.0	34.0
2689	0.0	0.0
2688	0.0	9.0
2687	2529.0	625.0
2686	2913.0	1480.0
100130708	0.0	0.0
100129716	25.0	57.0
106144540	0.0	0.0
100874531	0.0	0.0
100874530	0.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	0.0	0.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	1.0	1.0
106144538	25.0	4.0
2697	10348.0	3973.0
106144539	0.0	0.0
2696	25.0	260.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	0.0	0.0
284131	1584.0	1520.0
115509	783.0	616.0
259197	6.0	8.0
284129	1646.0	1901.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	10.0	5.0
106144595	1.0	5.0
286749	13.0	0.0
106144598	4.0	3.0
106144599	0.0	1.0
284119	16461.0	12593.0
284116	0.0	0.0
284114	617.0	552.0
284111	4.0	4.0
284110	5.0	82.0
259173	3288.0	6996.0
106144584	1.0	8.0
286753	23.0	3.0
106144585	0.0	0.0
106144586	0.0	0.0
284106	4594.0	2492.0
284100	4.0	278.0
284184	1384.0	1877.0
127544	975.0	533.0
23443	2013.0	1576.0
115557	429.0	1138.0
127540	0.0	0.0
23446	9550.0	7567.0
115560	134.0	137.0
23440	1.0	0.0
127534	0.0	4.0
139538	0.0	0.0
23452	957.0	1088.0
441459	13.0	20.0
441457	14.0	11.0
23456	759.0	473.0
115548	1225.0	1668.0
23457	358.0	369.0
441452	1.0	0.0
441461	118.0	111.0
152503	3114.0	3096.0
23450	6584.0	4477.0
23451	11261.0	13976.0
139542	0.0	0.0
284167	63.0	72.0
23428	4272.0	1640.0
284161	300.0	270.0
23429	1896.0	3304.0
100130799	0.0	2.0
23420	2061.0	2627.0
23421	568.0	700.0
23423	16984.0	13630.0
23424	1030.0	995.0
23426	463.0	144.0
152519	109.0	132.0
152518	551.0	408.0
441490	0.0	0.0
23438	2015.0	1427.0
23439	0.0	0.0
100130786	0.0	0.0
23430	0.0	0.0
100130785	0.0	0.0
23431	437.0	452.0
23432	208.0	572.0
23433	3295.0	3485.0
441478	128.0	307.0
23434	0.0	0.0
23435	6820.0	6803.0
