id	40061da3-4d17-4319-a4a8-22b0fbad9fd9	c09b3169-05dc-4a2a-881a-05b4d2296d0a
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	10.0	6.0
106144533	0.0	0.0
2746	19622.0	10944.0
2745	1304.0	1534.0
2744	13181.0	14180.0
2743	75.0	298.0
60314	2470.0	1735.0
2742	2.0	0.0
60313	10909.0	8863.0
106144527	0.0	0.0
2741	1.0	0.0
259217	1321.0	252.0
60312	2888.0	3715.0
106144528	5.0	3.0
2740	23.0	30.0
106144529	7.0	0.0
259215	6.0	0.0
2749	128.0	78.0
345611	10.0	5.0
50999	8173.0	3873.0
2747	138.0	147.0
259236	141.0	83.0
2760	4127.0	5170.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	12.0	0.0
259232	485.0	270.0
259230	4478.0	5053.0
59339	11742.0	2245.0
59338	4386.0	1806.0
59335	2.0	1.0
2752	89124.0	36772.0
59336	0.0	0.0
2750	0.0	0.0
2771	20347.0	20687.0
59342	17091.0	6908.0
59341	145.0	134.0
2770	2415.0	709.0
59344	19.0	11.0
59343	5158.0	2767.0
59340	2.0	4.0
84306	267.0	160.0
2768	4001.0	2710.0
2767	7491.0	5703.0
59349	3571.0	2416.0
84305	1979.0	1634.0
2766	321.0	374.0
2765	0.0	0.0
84307	2996.0	1844.0
84302	290.0	153.0
2764	5327.0	3772.0
59345	1834.0	1696.0
84301	3367.0	2002.0
2762	1259.0	1034.0
84304	1267.0	1302.0
59348	872.0	667.0
84303	878.0	508.0
59347	0.0	0.0
2761	0.0	0.0
84300	1349.0	973.0
646508	0.0	2.0
2769	187.0	333.0
646507	0.0	0.0
646520	3.0	3.0
2782	23968.0	22534.0
59353	79.0	44.0
2781	280.0	131.0
59352	1315.0	98.0
2780	1.0	1.0
59351	0.0	0.0
59350	170.0	5.0
2779	1.0	0.0
2778	189878.0	119976.0
2777	27.0	13.0
2776	9608.0	6672.0
2775	247.0	833.0
2774	1034.0	303.0
2773	6117.0	4306.0
60343	3167.0	2290.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	3.0
105370308	0.0	0.0
2793	151.0	85.0
100379584	1.0	0.0
2792	0.0	0.0
2791	1708.0	784.0
2790	526.0	327.0
105369316	7.0	138.0
2789	0.0	0.0
2788	2314.0	854.0
2787	4927.0	5287.0
2786	299.0	30.0
441194	419.0	201.0
2785	9.0	6.0
2784	168.0	165.0
2783	9661.0	10664.0
441191	1077.0	660.0
100129622	0.0	0.0
100130606	0.0	1.0
286410	2414.0	958.0
100130603	0.0	0.0
286411	7.0	15.0
100130600	618.0	330.0
100379571	308.0	244.0
441177	3.0	0.0
2799	20391.0	13824.0
2798	12.0	4.0
2797	14.0	1.0
2796	102.0	62.0
2794	9045.0	5083.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	2.0	5.0
100129604	0.0	0.0
286430	1.0	1.0
105369343	5.0	2.0
286436	1.0	0.0
100379592	22.0	6.0
441154	2.0	3.0
441151	19.0	0.0
441150	263.0	218.0
191585	6.0	5.0
105370357	0.0	0.0
441133	0.0	2.0
100142659	31.0	4.0
100379564	2.0	1.0
441168	223.0	116.0
441166	15.0	9.0
101730217	9.0	6.0
441161	13.0	1.0
441160	1.0	16.0
646498	0.0	1.0
441108	745.0	458.0
23562	2.0	11.0
23563	14.0	2.0
359948	14940.0	7853.0
23564	6647.0	6425.0
23566	4.0	9.0
100130693	1.0	0.0
23567	1452.0	647.0
23568	486.0	422.0
23569	11.0	2.0
23560	3348.0	1933.0
286494	8.0	1.0
286495	1095.0	745.0
286499	53.0	14.0
100130687	0.0	1.0
23576	5902.0	7765.0
117608	642.0	345.0
100129690	1.0	2.0
100129696	17.0	8.0
100129692	2.0	1.0
100129694	0.0	0.0
23548	1542.0	750.0
23549	2517.0	2344.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	722.0	1511.0
23542	217.0	81.0
23543	10031.0	5784.0
130612	262.0	149.0
23544	37.0	23.0
130617	3287.0	2158.0
100130671	0.0	0.0
23545	1922.0	1637.0
441124	304.0	160.0
23546	5.0	3.0
441123	0.0	0.0
23547	80.0	11.0
441131	0.0	0.0
23559	1328.0	924.0
23551	125.0	582.0
23552	996.0	521.0
23553	0.0	1.0
23554	3040.0	1952.0
23555	857.0	625.0
100130660	2.0	1.0
23556	3316.0	1296.0
23557	1911.0	1750.0
23558	9565.0	12724.0
23550	10466.0	3995.0
23526	5110.0	2003.0
23527	7317.0	3278.0
23528	1626.0	809.0
286442	54.0	12.0
23529	1752.0	971.0
129642	2376.0	6390.0
286444	15.0	26.0
100129669	0.0	1.0
100463482	0.0	0.0
23520	0.0	1.0
23521	100126.0	81289.0
23522	4922.0	2666.0
23523	9681.0	4103.0
23524	57358.0	31612.0
359996	0.0	0.0
115004	412.0	292.0
100129664	0.0	0.0
100463487	0.0	2.0
100463486	44.0	31.0
100463489	0.0	0.0
100463488	2.0	1.0
100129662	55.0	33.0
286451	6445.0	3492.0
23538	0.0	0.0
23539	29.0	42.0
23530	7558.0	4139.0
23531	1297.0	470.0
100130640	0.0	0.0
23532	16.0	2.0
23533	835.0	567.0
359997	0.0	0.0
23534	6431.0	3456.0
23536	1436.0	956.0
100463498	47.0	81.0
100129654	0.0	0.0
286460	229.0	527.0
100129650	1.0	0.0
23504	200.0	55.0
100499416	0.0	0.0
23505	7216.0	3661.0
100499417	0.0	0.0
23506	4758.0	2365.0
286464	167.0	1.0
100130637	0.0	0.0
23507	2138.0	1128.0
100130636	0.0	0.0
23508	1823.0	2186.0
23509	6283.0	3292.0
286467	6.0	2.0
100129647	3.0	0.0
100130631	1.0	0.0
23500	1664.0	271.0
100499418	0.0	0.0
23503	3534.0	2209.0
100129641	7.0	0.0
100129640	1.0	1.0
286472	1.0	1.0
23515	3802.0	2470.0
345275	11.0	2.0
100499405	49.0	42.0
23516	26815.0	5178.0
23517	6341.0	3271.0
100130626	1.0	0.0
23518	3164.0	1380.0
102465752	0.0	0.0
23519	0.0	0.0
345274	65.0	12.0
100130621	27.0	29.0
23510	6005.0	2535.0
23511	4950.0	3664.0
23512	5023.0	2439.0
23513	3732.0	5871.0
23514	4127.0	2733.0
100129631	2.0	6.0
129607	508.0	400.0
129563	2108.0	1142.0
431704	0.0	0.0
117579	0.0	0.0
130557	1073.0	987.0
431705	24.0	4.0
431707	77.0	6.0
129560	0.0	0.0
117583	2442.0	1712.0
84449	999.0	540.0
84448	1559.0	797.0
117584	5090.0	2350.0
84445	4493.0	8418.0
84444	2267.0	1246.0
84447	10022.0	5980.0
84446	65.0	48.0
84441	3410.0	2532.0
84440	2881.0	2873.0
84443	1990.0	106.0
646405	603.0	14.0
646409	0.0	1.0
117581	113.0	45.0
130560	1.0	0.0
646424	0.0	0.0
84437	1534.0	1058.0
84439	127.0	83.0
60489	1414.0	1460.0
60488	3609.0	2700.0
84433	2480.0	353.0
60487	1288.0	894.0
84436	1490.0	1343.0
84435	2.0	0.0
60485	4056.0	3237.0
60484	2.0	0.0
84432	1.0	6.0
60482	247.0	0.0
60481	17486.0	5064.0
130576	19.0	12.0
130574	10.0	1.0
84467	161.0	632.0
84466	42.0	14.0
60496	3207.0	1990.0
60495	13.0	185.0
60494	123.0	14.0
84465	24.0	7.0
84464	1111.0	385.0
60493	1614.0	725.0
60492	3308.0	2355.0
60491	1300.0	1059.0
60490	589.0	476.0
84461	2053.0	1263.0
84460	5232.0	1745.0
646442	1.0	0.0
129530	35.0	24.0
129531	1225.0	676.0
130589	2725.0	2314.0
201501	2941.0	5086.0
84456	1337.0	623.0
84455	716.0	372.0
84458	2575.0	1402.0
84457	1.0	3.0
84450	3425.0	2026.0
646457	4.0	8.0
100500870	0.0	0.0
100500872	0.0	0.0
201514	620.0	582.0
201516	5.0	47.0
646450	100.0	64.0
23480	2976.0	2367.0
105416157	162.0	114.0
23481	3878.0	3340.0
23483	1241.0	811.0
23484	2886.0	2860.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	2.0	0.0
646467	15.0	3.0
100500860	0.0	0.0
96459	3136.0	2262.0
100500861	0.0	0.0
23498	426.0	400.0
23499	32737.0	33026.0
23491	72.0	68.0
23492	6566.0	3063.0
23493	264.0	503.0
23495	365.0	40.0
100500862	0.0	0.0
100500863	3.0	1.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	61.0	22.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	1.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	6525.0	6020.0
394217	0.0	0.0
23464	1782.0	902.0
130535	1934.0	1072.0
23466	8814.0	11241.0
23467	1066.0	4435.0
23468	18503.0	8769.0
23469	12683.0	6759.0
2801	8159.0	7334.0
2800	2492.0	1130.0
23460	694.0	320.0
23461	2761.0	1018.0
23462	210.0	172.0
100500895	1.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	6241.0	4202.0
100500898	0.0	0.0
2805	2774.0	2047.0
100500899	0.0	0.0
2804	24263.0	14001.0
2803	20104.0	10112.0
2802	8685.0	7481.0
130540	93.0	48.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	802.0	3025.0
23475	322.0	195.0
23476	7242.0	4997.0
23478	9288.0	7463.0
23479	9249.0	11643.0
646480	0.0	0.0
2812	0.0	0.0
2811	552.0	30.0
2810	45.0	2925.0
23471	24450.0	14852.0
23473	5801.0	2522.0
100500884	0.0	0.0
2819	129.0	173.0
100500885	0.0	0.0
84498	4170.0	2330.0
100500886	1.0	0.0
2817	1587.0	2804.0
100500888	0.0	1.0
2815	0.0	0.0
100500889	1.0	1.0
2814	113.0	7.0
2813	0.0	0.0
2823	2768.0	42.0
2822	245.0	95.0
2821	11729.0	11442.0
100500839	0.0	0.0
2820	4549.0	3495.0
201562	4785.0	2060.0
100379623	4.0	0.0
2829	102.0	57.0
100500831	0.0	0.0
2828	536.0	528.0
2827	233.0	31.0
100500833	13.0	4.0
2826	24.0	68.0
100500834	0.0	0.0
2825	14.0	11.0
100500835	8.0	19.0
2824	1087.0	271.0
100500836	0.0	0.0
727699	0.0	0.0
2834	1.0	0.0
100500826	0.0	0.0
2833	291.0	211.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	0.0	5.0
100500829	0.0	0.0
60401	557.0	1438.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	23.0	4.0
100500822	0.0	0.0
2837	221.0	81.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	18.0	6.0
100500825	0.0	0.0
100500850	39.0	27.0
2845	2.0	2.0
100500859	0.0	0.0
2844	1.0	0.0
2843	3.0	7.0
2842	28.0	21.0
2841	849.0	25.0
60412	6594.0	4901.0
2840	21.0	15.0
100500851	0.0	0.0
100500854	26.0	3.0
2849	0.0	2.0
100500855	0.0	0.0
2848	13.0	24.0
394261	6.0	3.0
2847	9.0	6.0
347933	0.0	0.0
100500857	0.0	0.0
2846	11.0	14.0
100500858	0.0	0.0
394263	2.0	4276.0
2856	1.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	8.0	6.0
201595	17017.0	7302.0
2852	978.0	328.0
2850	636.0	637.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	80.0	40.0
100500846	0.0	0.0
2857	227.0	284.0
100500847	0.0	0.0
2870	3373.0	1884.0
107105261	0.0	0.0
2867	18.0	8.0
107105265	0.0	0.0
60437	40.0	37.0
2866	1.0	0.0
107105264	1.0	0.0
60436	3393.0	1158.0
2865	8.0	3.0
107105263	2.0	0.0
2864	29.0	5.0
107105262	0.0	0.0
2863	92.0	213.0
2862	28.0	2.0
2861	13.0	57.0
347918	885.0	542.0
107105266	6.0	1.0
2869	2842.0	1327.0
2868	521.0	520.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	200259.0	77055.0
2877	19.0	3.0
107105253	15.0	3.0
2876	5962.0	15080.0
2875	101.0	65.0
2874	382.0	176.0
2873	4939.0	3791.0
2872	19733.0	11287.0
107105256	0.0	0.0
2871	11.0	2.0
347902	769.0	1387.0
107105259	0.0	0.0
2879	9690.0	16056.0
727682	0.0	0.0
727684	4.0	0.0
2892	53.0	2.0
2891	0.0	4.0
2890	31.0	1.0
727686	0.0	0.0
84419	235.0	2344.0
2889	10965.0	5396.0
100500815	0.0	0.0
2888	302.0	68.0
100500816	0.0	0.0
2887	2439.0	2342.0
100500817	0.0	0.0
2886	559.0	2702.0
100500818	0.0	0.0
2885	12952.0	8504.0
100500819	1.0	0.0
2884	2.0	16.0
2882	1176.0	841.0
100642175	8.0	6.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	9.0	2.0
100500813	0.0	0.0
100500814	0.0	2.0
727676	0.0	0.0
107105271	0.0	0.0
727677	2.0	4.0
2899	20.0	120.0
84418	4493.0	5037.0
2898	612.0	216.0
60468	2643.0	635.0
84417	5928.0	2455.0
2897	29.0	15.0
2896	17340.0	25679.0
60467	0.0	0.0
100500808	0.0	0.0
2895	8.0	9.0
100500809	1.0	1.0
2894	2090.0	1210.0
2893	26.0	3.0
100500801	0.0	0.0
100500802	59.0	18.0
100500803	0.0	0.0
23603	3360.0	5942.0
100129507	19.0	0.0
23604	15740.0	27057.0
23605	0.0	0.0
23606	2.0	0.0
23607	5537.0	4434.0
23608	8606.0	6944.0
23609	3644.0	1751.0
286527	8.0	5.0
286528	0.0	0.0
23600	206.0	172.0
23601	217.0	468.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	1.0	1.0
23614	1.0	0.0
23615	17.0	11.0
23616	1281.0	1013.0
286530	3790.0	695.0
23617	0.0	0.0
23619	27.0	2.0
23612	725.0	5220.0
23613	2760.0	2949.0
286544	42.0	85.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	32.0	8.0
100463528	0.0	0.0
441272	490.0	325.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	71.0	30.0
441261	2.0	1.0
100288984	0.0	0.0
441295	54.0	16.0
441294	43.0	15.0
100463500	1.0	2.0
100288979	0.0	0.0
286512	7.0	3.0
286514	0.0	0.0
60625	971.0	490.0
441282	7.0	6.0
646377	0.0	0.0
100130579	3.0	0.0
646379	0.0	6.0
646378	0.0	1.0
23683	6021.0	2591.0
404281	65.0	90.0
100130572	0.0	0.0
646370	6.0	11.0
23682	430.0	825.0
100129587	1.0	2.0
100129583	733.0	397.0
100129584	0.0	0.0
441218	0.0	0.0
100130566	0.0	0.0
100130564	1.0	2.0
100130562	1644.0	1921.0
100130561	159.0	124.0
441212	123.0	180.0
646382	0.0	0.0
100129570	2.0	0.0
404266	4.0	0.0
100130557	157.0	69.0
100130555	0.0	0.0
646390	0.0	1.0
441246	19.0	33.0
23666	600.0	233.0
23667	3.0	0.0
646392	0.0	0.0
23668	2.0	0.0
441251	1.0	2.0
441250	587.0	296.0
23660	1511.0	640.0
100129564	0.0	0.0
100129566	0.0	0.0
100129561	0.0	1.0
100130549	0.0	0.0
130500	0.0	0.0
100129557	0.0	0.0
23673	14694.0	9395.0
441238	14.0	1.0
130502	702.0	326.0
23676	0.0	3.0
130507	7652.0	3622.0
23677	4400.0	2356.0
441234	0.0	0.0
23678	1281.0	2509.0
23679	0.0	0.0
23670	3980.0	2581.0
23671	36.0	3.0
100129556	0.0	1.0
100129555	0.0	2.0
23647	4692.0	3012.0
23648	4097.0	1812.0
100130539	6.0	17.0
23649	1383.0	875.0
129521	0.0	0.0
100130535	1.0	1.0
23640	1976.0	1417.0
23641	2955.0	4297.0
23642	1850.0	1200.0
23643	269.0	505.0
23644	3536.0	2110.0
23645	15550.0	4057.0
23646	11521.0	20921.0
100129543	27.0	72.0
23658	2538.0	1403.0
23659	1701.0	1589.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	0.0	2.0
100130522	80.0	65.0
23650	79.0	680.0
23654	30266.0	45156.0
23657	869.0	258.0
117532	17.0	3.0
117531	3.0	1.0
100130519	42.0	34.0
23625	646.0	1353.0
23626	1.0	0.0
23627	6.0	3.0
100130514	0.0	0.0
441208	12.0	3.0
23620	0.0	0.0
23621	3434.0	2901.0
23623	1225.0	1158.0
23624	71.0	39.0
23636	3570.0	3161.0
23637	11974.0	5232.0
23639	608.0	174.0
100129515	0.0	0.0
23630	6.0	3.0
23632	120.0	36.0
23633	7574.0	6061.0
23635	2726.0	1313.0
100129512	0.0	0.0
404201	991.0	275.0
404203	0.0	6.0
129446	0.0	0.0
404204	0.0	0.0
84569	0.0	0.0
60598	193.0	217.0
84561	2926.0	3995.0
60592	5588.0	4099.0
84560	0.0	0.0
648947	1.0	1.0
646300	38.0	14.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	350.0	220.0
727736	0.0	0.0
84559	0.0	0.0
84557	1554.0	437.0
84553	134.0	1373.0
84552	3072.0	1380.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	2.0	0.0
100499457	0.0	0.0
727764	11.0	13.0
102465669	0.0	0.0
102465668	2.0	1.0
646309	323.0	398.0
201627	4951.0	1158.0
646324	19.0	268.0
201626	3342.0	1695.0
727758	65.0	77.0
201625	39.0	6.0
648980	0.0	0.0
84572	3699.0	3615.0
646316	1.0	3.0
84570	500.0	8.0
345462	284.0	230.0
102465689	2.0	1.0
102465688	0.0	0.0
646330	42.0	0.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	10332.0	5584.0
727701	0.0	1.0
727703	0.0	6.0
727704	0.0	0.0
201633	1969.0	595.0
2900	754.0	19.0
2908	9913.0	3215.0
2907	12500.0	12951.0
2906	87.0	78.0
2905	3181.0	400.0
2904	21.0	1.0
2903	247.0	501.0
345456	1.0	0.0
2902	7.0	7.0
2901	2387.0	767.0
406894	0.0	0.0
406893	0.0	0.0
406896	14.0	15.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	1.0	1.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	15.0	2.0
2911	63.0	17.0
201651	465.0	4.0
2919	22.0	44.0
2918	120.0	15.0
102465691	0.0	0.0
2917	10.0	11.0
2916	13.0	17.0
2915	0.0	0.0
2914	23.0	383.0
2913	11.0	2.0
2912	37.0	29.0
404220	15.0	9.0
406883	0.0	0.0
406882	0.0	0.0
406885	1.0	0.0
406884	0.0	0.0
646359	4.0	0.0
406887	0.0	0.0
406886	27.0	11.0
406889	0.0	0.0
406888	3.0	2.0
23584	3532.0	1097.0
23585	6852.0	6691.0
23586	1482.0	947.0
23587	2649.0	1280.0
23588	4303.0	3420.0
23589	2457.0	1999.0
406881	6.0	0.0
2922	0.0	15.0
2921	103.0	44.0
2920	638.0	868.0
23580	6630.0	5056.0
23581	0.0	0.0
23582	5308.0	4717.0
23583	1143.0	975.0
404217	51.0	813.0
2928	0.0	0.0
2926	7425.0	5501.0
2925	5.0	4.0
2923	64757.0	27280.0
646366	0.0	0.0
345430	1.0	1.0
406875	0.0	0.0
404216	0.0	0.0
23595	2674.0	1650.0
23596	588.0	670.0
23597	2447.0	2756.0
96597	212.0	19.0
23598	4738.0	4068.0
100130584	0.0	0.0
100130581	259.0	134.0
646360	0.0	1.0
129450	728.0	551.0
130429	0.0	0.0
2932	5107.0	5151.0
2931	3918.0	3380.0
23590	203.0	140.0
100129591	2.0	2.0
23591	1.0	2.0
23592	3151.0	1534.0
23593	2958.0	2763.0
23594	288.0	146.0
727708	3.0	0.0
100499485	0.0	0.0
100129597	0.0	0.0
100499483	138.0	44.0
2939	0.0	0.0
2938	0.0	0.0
2937	2167.0	2636.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	3731.0	3285.0
2935	11241.0	7134.0
2934	46621.0	152640.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	3510.0	2091.0
60506	0.0	0.0
2944	784.0	368.0
2942	0.0	0.0
2941	1456.0	584.0
2940	1.0	0.0
2949	223.0	89.0
2948	1743.0	988.0
2947	6543.0	530.0
2946	1767.0	668.0
60526	1088.0	749.0
2954	1485.0	1109.0
2953	17.0	5.0
2951	1.0	0.0
2950	26564.0	29404.0
2959	2984.0	1702.0
2958	2480.0	1454.0
2957	7375.0	4131.0
2956	6736.0	3138.0
100288948	0.0	1.0
60529	17.0	4.0
60528	4731.0	3842.0
2966	650.0	245.0
84504	1.0	0.0
2965	3499.0	1671.0
84503	574.0	291.0
2964	3.0	0.0
2963	1741.0	1990.0
2962	8624.0	5507.0
2961	1951.0	1828.0
84502	28.0	55.0
2960	705.0	467.0
84501	1038.0	249.0
2969	8673.0	3751.0
2968	170.0	210.0
2967	2383.0	1448.0
2980	1.0	0.0
2977	427.0	369.0
2976	4885.0	3836.0
2975	16036.0	5442.0
2974	2.0	2.0
2972	2597.0	1577.0
2971	3945.0	2836.0
2970	169.0	114.0
2979	44.0	18.0
2978	2.0	1.0
154442	13.0	1.0
2990	4774.0	4566.0
225689	626.0	236.0
84519	415.0	235.0
84518	25.0	126.0
60559	14797.0	6935.0
100500914	0.0	0.0
2987	5872.0	7466.0
60558	2299.0	1211.0
84525	21754.0	32910.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	1792.0	574.0
100500917	3.0	0.0
2984	82.0	70.0
84522	1828.0	1530.0
100500918	0.0	2.0
2983	568.0	927.0
100500919	0.0	0.0
84524	1065.0	426.0
2982	1036.0	1150.0
2981	0.0	0.0
84520	799.0	424.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	8.0	0.0
100500913	0.0	0.0
2999	114.0	195.0
84515	1096.0	464.0
100500903	0.0	0.0
2998	16.0	5.0
84514	3641.0	2397.0
100500904	4.0	0.0
2997	3386.0	2671.0
84517	140.0	117.0
100500905	0.0	0.0
84516	5899.0	4015.0
2996	49.0	12.0
100500906	1.0	0.0
2995	1687.0	594.0
2994	0.0	0.0
100500908	1.0	0.0
84513	2786.0	2427.0
2993	1.0	0.0
100500909	0.0	0.0
2992	2203.0	2066.0
60561	1500.0	788.0
60560	2400.0	1227.0
100500900	0.0	0.0
100500901	2.0	1.0
100288904	0.0	0.0
154467	716.0	325.0
130497	95.0	28.0
84548	657.0	488.0
84547	332.0	133.0
100500938	1.0	0.0
84549	1557.0	1039.0
84546	0.0	0.0
84545	3589.0	2892.0
84542	534.0	576.0
84541	1432.0	97.0
727795	43.0	37.0
84529	362.0	195.0
84536	316.0	112.0
84539	1.0	1.0
84532	4684.0	2128.0
84530	19.0	1.0
23729	241.0	310.0
201288	0.0	0.0
201283	861.0	411.0
23738	3.0	1.0
23731	23521.0	10806.0
23732	63.0	7.0
201299	21.0	7.0
201292	1630.0	1667.0
201294	1331.0	1080.0
23704	571.0	347.0
23705	20461.0	8662.0
23708	1209.0	825.0
252840	0.0	0.0
252841	1.0	1.0
100288897	15.0	5.0
23710	10949.0	4865.0
100288892	0.0	0.0
100288885	1.0	0.0
100288870	0.0	0.0
100288868	21.0	1.0
100288861	0.0	0.0
84701	121.0	54.0
252884	544.0	241.0
84700	6.0	4.0
129841	0.0	0.0
94086	9.0	6.0
117854	268.0	274.0
100130450	4.0	0.0
154807	3507.0	2811.0
100129460	263.0	104.0
359710	0.0	0.0
94081	2761.0	1559.0
115201	1662.0	1506.0
100129468	0.0	0.0
100129464	8.0	3.0
286256	2301.0	4139.0
286257	1275.0	727.0
100129459	4.0	0.0
100130447	0.0	0.0
129831	707.0	427.0
646269	3.0	1.0
646262	1.0	0.0
286262	700.0	901.0
142827	40.0	11.0
100129452	0.0	0.0
646278	93.0	6.0
100130435	0.0	0.0
727800	444.0	805.0
646270	22.0	10.0
154822	10.0	3.0
23782	0.0	0.0
23783	1.0	3.0
23784	0.0	0.0
23786	4461.0	3961.0
23787	33988.0	22537.0
646273	0.0	0.0
23788	5188.0	4062.0
359730	2.0	0.0
359731	0.0	0.0
23780	1724.0	3470.0
23781	0.0	0.0
345079	401.0	1214.0
154810	3971.0	3941.0
100129438	0.0	0.0
94097	1014.0	657.0
359737	0.0	0.0
359738	0.0	0.0
359739	1.0	2.0
646282	0.0	0.0
359736	0.0	0.0
359740	0.0	1.0
359741	0.0	0.0
359742	0.0	0.0
359743	14.0	8.0
139201	21.0	13.0
129804	1941.0	439.0
129807	13.0	0.0
129880	969.0	480.0
23768	1937.0	511.0
23769	449.0	17.0
129881	751.0	14.0
100130418	156.0	24.0
345062	2.0	0.0
286204	175.0	29.0
100129428	0.0	0.0
286205	1461.0	945.0
100129427	0.0	0.0
23760	4201.0	2736.0
359748	0.0	0.0
100862854	0.0	0.0
286207	149.0	52.0
359749	3.0	0.0
23761	2603.0	2324.0
100862855	0.0	0.0
23762	683.0	618.0
23764	11594.0	2864.0
359744	1.0	0.0
100862850	0.0	0.0
23765	1790.0	1650.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	1176.0	2292.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	1.0	0.0
359753	0.0	1.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	265.0	170.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	3071.0	2127.0
359755	1.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	14786.0	14603.0
359761	34.0	11.0
129868	0.0	0.0
23746	0.0	0.0
102465502	6.0	1.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	72.0	20.0
23749	0.0	0.0
100129403	0.0	1.0
345041	0.0	1.0
100129405	174.0	78.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	19046.0	12518.0
102465507	0.0	0.0
23742	33.0	13.0
359766	0.0	0.0
23743	1109.0	195.0
359767	0.0	0.0
102465505	0.0	0.0
130813	53.0	9.0
23744	0.0	1.0
102465504	0.0	0.0
130814	1819.0	1124.0
102465503	0.0	0.0
359774	10.0	3.0
359775	1.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	2.0	0.0
23759	5115.0	3532.0
102465511	0.0	0.0
286234	1.0	0.0
102465510	0.0	0.0
129852	56.0	4.0
347694	6.0	1.0
286239	0.0	0.0
23751	0.0	0.0
102465519	0.0	0.0
23752	12.0	5.0
23753	2223.0	989.0
115207	5676.0	7087.0
359777	0.0	0.0
102465517	0.0	1.0
130827	403.0	270.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1763.0	1184.0
23755	4.0	2.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	47.0	23.0
347688	26.0	9.0
102465524	0.0	0.0
94005	4683.0	3299.0
102465523	0.0	0.0
102465522	0.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	41.0	23.0
727866	0.0	1.0
57060	1099.0	1293.0
102465528	0.0	0.0
102465527	3.0	0.0
57062	20192.0	14196.0
102465526	0.0	0.0
727865	7.0	10.0
102465525	1.0	1.0
84687	5474.0	5397.0
727859	2.0	0.0
84689	69.0	96.0
