id	731af067-9958-4967-b638-fc2a8a6bcf1f	527459cd-e8a6-44ce-850c-4fe2346059a7
60385	34.0	7.0
84330	1059.0	1262.0
84333	10204.0	2346.0
84332	22.0	19.0
152485	4572.0	1663.0
646575	0.0	0.0
646572	10.0	11.0
343045	0.0	0.0
646577	0.0	0.0
646576	96.0	10.0
23365	33286.0	19483.0
23366	878.0	263.0
23367	24272.0	21649.0
23368	10278.0	5094.0
23369	19453.0	14406.0
23360	5189.0	6730.0
23361	4563.0	3235.0
140432	1.0	2.0
23362	2124.0	7838.0
23363	9643.0	20667.0
84364	9338.0	8265.0
84366	0.0	10.0
84365	2084.0	4439.0
343035	1.0	0.0
139452	1.0	2.0
646583	1.0	1.0
23376	5580.0	3388.0
23378	1805.0	1236.0
23379	5178.0	2135.0
646581	2.0	34.0
23370	641.0	471.0
23371	12592.0	6967.0
23373	4988.0	3985.0
100499261	1.0	3.0
646597	0.0	0.0
646595	9.0	3.0
100499258	0.0	0.0
23344	8430.0	6520.0
23345	22015.0	1816.0
201895	11339.0	16909.0
23347	4282.0	3602.0
646592	0.0	0.0
23348	11604.0	14049.0
23349	117.0	27.0
140453	0.0	3.0
23341	2946.0	1683.0
140456	3.0	0.0
140458	1.0	65.0
100499252	9.0	7.0
140459	1881.0	1749.0
100499251	0.0	0.0
23353	8516.0	6737.0
23354	1124.0	1532.0
23355	3908.0	1471.0
23357	2069.0	1601.0
23358	4869.0	3317.0
23359	943.0	78.0
140460	2097.0	1519.0
140461	3625.0	2136.0
140462	175.0	185.0
23350	7726.0	8083.0
140464	0.0	0.0
23351	3923.0	4392.0
140465	4002.0	9236.0
23352	18254.0	9339.0
140467	5021.0	4588.0
140468	1.0	2.0
140469	504.0	1155.0
84376	8291.0	5961.0
2702	501.0	1242.0
2701	1798.0	14584.0
2700	30.0	38.0
2709	112.0	99.0
2707	61.0	3904.0
2706	210.0	660.0
2705	26.0	5.0
2703	0.0	0.0
345651	2.0	4.0
2712	0.0	0.0
106866981	0.0	0.0
2710	577.0	145.0
106866980	0.0	0.0
2719	1935.0	952.0
2717	989.0	564.0
50964	1.0	0.0
345643	261.0	98.0
345645	0.0	0.0
286826	349.0	438.0
286827	304.0	1155.0
286828	0.0	0.0
59307	1897.0	3584.0
2720	12374.0	4737.0
2729	4951.0	2176.0
100500737	1.0	0.0
345630	51.0	25.0
2735	346.0	59.0
2734	35237.0	21408.0
2733	3321.0	3462.0
2732	19.0	1.0
2731	2004.0	19.0
2730	4085.0	1527.0
2739	6999.0	5792.0
2738	787.0	682.0
2737	3616.0	2564.0
2736	235.0	658.0
106144534	0.0	2.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	20.0	15.0
106144533	0.0	0.0
2746	13072.0	10274.0
2745	664.0	472.0
2744	8426.0	5535.0
2743	255.0	156.0
60314	3942.0	4767.0
2742	4.0	0.0
60313	13299.0	13908.0
106144527	0.0	0.0
2741	1.0	20.0
259217	1895.0	1618.0
60312	4689.0	3288.0
106144528	1.0	4.0
2740	63.0	232.0
106144529	5.0	3.0
259215	13.0	2.0
2749	147.0	125.0
345611	5.0	5.0
50999	7546.0	3334.0
2747	79.0	126.0
259236	181.0	102.0
2760	4507.0	1927.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	4.0	4.0
259232	1479.0	67.0
259230	6962.0	5634.0
59339	7085.0	2567.0
59338	5032.0	2778.0
59335	2.0	0.0
2752	125366.0	51884.0
59336	0.0	0.0
2750	0.0	0.0
2771	19734.0	29088.0
59342	29615.0	10086.0
59341	131.0	52.0
2770	2892.0	924.0
59344	20.0	82.0
59343	3976.0	3167.0
59340	2.0	3.0
84306	260.0	665.0
2768	3920.0	2467.0
2767	9864.0	6986.0
59349	4223.0	3890.0
84305	3011.0	4641.0
2766	509.0	263.0
2765	0.0	0.0
84307	3560.0	3000.0
84302	2622.0	169.0
2764	4229.0	3020.0
59345	1441.0	1156.0
84301	3288.0	2929.0
2762	1440.0	706.0
84304	1642.0	1526.0
59348	1448.0	1363.0
84303	1003.0	688.0
59347	1.0	1.0
2761	0.0	0.0
84300	2113.0	2233.0
646508	0.0	0.0
2769	114.0	225.0
646507	0.0	0.0
646520	4.0	2.0
2782	23812.0	25670.0
59353	205.0	130.0
2781	483.0	601.0
59352	1280.0	628.0
2780	2.0	0.0
59351	0.0	1.0
59350	147.0	3.0
2779	1.0	3.0
2778	284181.0	201317.0
2777	19.0	7.0
2776	9998.0	7123.0
2775	575.0	345.0
2774	1480.0	717.0
2773	5400.0	4711.0
60343	5495.0	4628.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	7.0
105370308	0.0	0.0
2793	70.0	72.0
100379584	0.0	0.0
2792	2.0	1.0
2791	3719.0	3104.0
2790	468.0	687.0
105369316	0.0	88.0
2789	0.0	1.0
2788	1895.0	665.0
2787	4475.0	6658.0
2786	27.0	70.0
441194	395.0	312.0
2785	10.0	18.0
2784	55.0	185.0
2783	11700.0	18523.0
441191	1336.0	637.0
100129622	0.0	2.0
100130606	0.0	1.0
286410	1272.0	773.0
100130603	0.0	0.0
286411	13.0	4.0
100130600	700.0	683.0
100379571	517.0	591.0
441177	3.0	1.0
2799	26794.0	8014.0
2798	22.0	11.0
2797	30.0	4.0
2796	58.0	75.0
2794	9168.0	8848.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	3.0	1.0
100129604	0.0	0.0
286430	7.0	3.0
105369343	5.0	15.0
286436	0.0	0.0
100379592	7.0	7.0
441154	3.0	7.0
441151	10.0	4.0
441150	418.0	414.0
191585	3.0	5.0
105370357	0.0	0.0
441133	1.0	1.0
100142659	17.0	29.0
100379564	0.0	2.0
441168	75.0	25.0
441166	4.0	8.0
101730217	9.0	4.0
441161	74.0	35.0
441160	0.0	3.0
646498	4.0	0.0
441108	930.0	389.0
23562	0.0	9.0
23563	6.0	7.0
359948	13911.0	25228.0
23564	9967.0	11771.0
23566	19.0	9.0
100130693	1.0	0.0
23567	2492.0	1277.0
23568	508.0	299.0
23569	0.0	3.0
23560	2806.0	2916.0
286494	2.0	8.0
286495	2886.0	1467.0
286499	164.0	84.0
100130687	0.0	1.0
23576	9566.0	8081.0
117608	563.0	604.0
100129690	1.0	0.0
100129696	19.0	9.0
100129692	0.0	0.0
100129694	0.0	1.0
23548	1441.0	1074.0
23549	2764.0	2811.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	734.0	4489.0
23542	269.0	72.0
23543	12112.0	7569.0
130612	423.0	464.0
23544	38.0	2.0
130617	3582.0	3816.0
100130671	0.0	0.0
23545	1929.0	1670.0
441124	523.0	680.0
23546	12.0	12.0
441123	1.0	0.0
23547	3.0	6.0
441131	0.0	3.0
23559	1701.0	2097.0
23551	317.0	3666.0
23552	1159.0	925.0
23553	1.0	2.0
23554	6087.0	1185.0
23555	1758.0	1797.0
100130660	0.0	3.0
23556	2701.0	809.0
23557	2470.0	3335.0
23558	10517.0	15469.0
23550	9103.0	7085.0
23526	1228.0	3457.0
23527	5151.0	3468.0
23528	1389.0	1747.0
286442	0.0	2.0
23529	383.0	1542.0
129642	2771.0	4054.0
286444	16.0	54.0
100129669	0.0	0.0
100463482	4.0	3.0
23520	3.0	0.0
23521	111051.0	151563.0
23522	6030.0	6612.0
23523	16409.0	4376.0
23524	42950.0	55875.0
359996	0.0	0.0
115004	276.0	524.0
100129664	0.0	0.0
100463487	5.0	2.0
100463486	40.0	39.0
100463489	1.0	0.0
100463488	9.0	5.0
100129662	59.0	5.0
286451	7396.0	4382.0
23538	0.0	0.0
23539	54.0	71.0
23530	9739.0	2354.0
23531	1013.0	789.0
100130640	0.0	0.0
23532	1.0	1.0
23533	223.0	98.0
359997	0.0	0.0
23534	7193.0	5000.0
23536	1934.0	1206.0
100463498	61.0	74.0
100129654	3.0	0.0
286460	329.0	192.0
100129650	1.0	1.0
23504	185.0	806.0
100499416	0.0	0.0
23505	5429.0	5391.0
100499417	0.0	0.0
23506	4964.0	3354.0
286464	200.0	11.0
100130637	0.0	0.0
23507	1836.0	1506.0
100130636	0.0	0.0
23508	2649.0	1918.0
23509	11215.0	3786.0
286467	15.0	4.0
100129647	3.0	0.0
100130631	0.0	0.0
23500	2380.0	2106.0
100499418	0.0	0.0
23503	3642.0	2260.0
100129641	2.0	1.0
100129640	2.0	0.0
286472	0.0	0.0
23515	3207.0	3010.0
345275	17.0	6.0
100499405	72.0	206.0
23516	20558.0	2319.0
23517	5562.0	3658.0
100130626	0.0	1.0
23518	2510.0	3080.0
102465752	0.0	0.0
23519	2.0	5.0
345274	19.0	34.0
100130621	57.0	85.0
23510	9942.0	3865.0
23511	3672.0	8188.0
23512	3967.0	3092.0
23513	4467.0	7655.0
23514	4754.0	3357.0
100129631	0.0	0.0
129607	483.0	297.0
129563	2235.0	2267.0
431704	0.0	0.0
117579	2.0	1.0
130557	1130.0	1318.0
431705	0.0	31.0
431707	9.0	1.0
129560	0.0	0.0
117583	3335.0	1611.0
84449	1883.0	794.0
84448	2770.0	999.0
117584	4236.0	2442.0
84445	6361.0	16318.0
84444	1675.0	1553.0
84447	7846.0	5162.0
84446	55.0	458.0
84441	3764.0	3417.0
84440	4464.0	4279.0
84443	2122.0	684.0
646405	138.0	51.0
646409	0.0	0.0
117581	220.0	21.0
130560	0.0	2.0
646424	1.0	0.0
84437	2351.0	1235.0
84439	187.0	301.0
60489	1008.0	1170.0
60488	4949.0	4055.0
84433	188.0	296.0
60487	960.0	1023.0
84436	2605.0	3079.0
84435	5.0	1.0
60485	7616.0	5734.0
60484	12.0	1.0
84432	11.0	3.0
60482	42.0	0.0
60481	6450.0	4665.0
130576	1.0	1.0
130574	43.0	21.0
84467	1169.0	2420.0
84466	37.0	716.0
60496	3771.0	3152.0
60495	36.0	17.0
60494	126.0	31.0
84465	33.0	1982.0
84464	712.0	397.0
60493	1332.0	1132.0
60492	4019.0	3050.0
60491	1538.0	1877.0
60490	1011.0	939.0
84461	1844.0	1785.0
84460	5073.0	3646.0
646442	0.0	1.0
129530	17.0	52.0
129531	924.0	1769.0
130589	4701.0	3489.0
201501	8680.0	8077.0
84456	1016.0	1100.0
84455	689.0	659.0
84458	2462.0	2032.0
84457	11.0	4.0
84450	4360.0	1982.0
646457	3.0	20.0
100500870	1.0	1.0
100500872	0.0	0.0
201514	890.0	815.0
201516	12.0	6.0
646450	264.0	154.0
23480	3616.0	2545.0
105416157	331.0	50.0
23481	5355.0	6256.0
23483	1229.0	958.0
23484	2585.0	4122.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	3.0	0.0
100500879	0.0	0.0
646463	0.0	0.0
646467	4.0	4.0
100500860	0.0	0.0
96459	3981.0	1802.0
100500861	0.0	0.0
23498	351.0	279.0
23499	38344.0	21624.0
23491	116.0	12.0
23492	9522.0	5437.0
23493	460.0	2662.0
23495	4.0	1.0
100500862	0.0	0.0
100500863	0.0	1.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	51.0	23.0
100500866	2.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	1.0	0.0
23463	11221.0	8857.0
394217	0.0	0.0
23464	2775.0	919.0
130535	2969.0	2386.0
23466	14309.0	11668.0
23467	1736.0	2527.0
23468	23719.0	13640.0
23469	11817.0	6937.0
2801	10155.0	7240.0
2800	2653.0	1314.0
23460	717.0	107.0
23461	2183.0	948.0
23462	431.0	1071.0
100500895	0.0	2.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	9179.0	6150.0
100500898	0.0	0.0
2805	3242.0	2917.0
100500899	0.0	0.0
2804	23614.0	8860.0
2803	18102.0	5600.0
2802	8605.0	5545.0
130540	96.0	161.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1065.0	2680.0
23475	1103.0	1016.0
23476	7820.0	8586.0
23478	12279.0	12415.0
23479	13453.0	12631.0
646480	0.0	0.0
2812	0.0	0.0
2811	116.0	52.0
2810	48.0	1682.0
23471	26268.0	11922.0
23473	5827.0	2797.0
100500884	0.0	0.0
2819	292.0	262.0
100500885	0.0	0.0
84498	4833.0	2312.0
100500886	0.0	0.0
2817	3146.0	4512.0
100500888	0.0	0.0
2815	2.0	0.0
100500889	1.0	3.0
2814	66.0	17.0
2813	1.0	5.0
2823	4052.0	23.0
2822	434.0	473.0
2821	18271.0	19307.0
100500839	0.0	0.0
2820	3964.0	5305.0
201562	4022.0	2537.0
100379623	4.0	0.0
2829	34.0	5.0
100500831	0.0	0.0
2828	448.0	2650.0
2827	26.0	108.0
100500833	2.0	5.0
2826	43.0	145.0
100500834	0.0	0.0
2825	96.0	63.0
100500835	51.0	43.0
2824	800.0	613.0
100500836	0.0	0.0
727699	1.0	1.0
2834	9.0	3021.0
100500826	1.0	0.0
2833	196.0	206.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	1.0	0.0
2831	2.0	0.0
100500829	0.0	0.0
60401	932.0	763.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	2.0	0.0
100500822	0.0	0.0
2837	1518.0	120.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	1.0	0.0
100500825	0.0	0.0
100500850	36.0	70.0
2845	5.0	1.0
100500859	0.0	0.0
2844	2.0	7.0
2843	18.0	17.0
2842	6.0	103.0
2841	21.0	8.0
60412	7938.0	6250.0
2840	50.0	22.0
100500851	0.0	0.0
100500854	6.0	7.0
2849	3.0	0.0
100500855	0.0	0.0
2848	8.0	0.0
394261	57.0	33.0
2847	7.0	7.0
347933	2.0	5.0
100500857	1.0	0.0
2846	28.0	33.0
100500858	0.0	0.0
394263	3.0	870.0
2856	0.0	0.0
100500849	0.0	0.0
2855	0.0	2.0
2854	0.0	0.0
2853	4.0	0.0
201595	17903.0	9058.0
2852	2401.0	1672.0
2850	1451.0	1444.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	36.0	49.0
100500846	0.0	0.0
2857	236.0	145.0
100500847	0.0	0.0
2870	1277.0	1831.0
107105261	0.0	0.0
2867	16.0	21.0
107105265	0.0	0.0
60437	30.0	35.0
2866	0.0	0.0
107105264	2.0	0.0
60436	2488.0	3536.0
2865	7.0	3.0
107105263	0.0	0.0
2864	1.0	23.0
107105262	0.0	0.0
2863	315.0	197.0
2862	40.0	0.0
2861	12.0	12.0
347918	573.0	836.0
107105266	4.0	4.0
2869	4391.0	1633.0
2868	498.0	876.0
2880	1.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	467080.0	5575.0
2877	24.0	26.0
107105253	29.0	6.0
2876	9200.0	14741.0
2875	86.0	841.0
2874	191.0	291.0
2873	7255.0	6907.0
2872	14474.0	13272.0
107105256	0.0	0.0
2871	7.0	3.0
347902	475.0	3524.0
107105259	0.0	0.0
2879	14147.0	34867.0
727682	0.0	0.0
727684	1.0	0.0
2892	31.0	365.0
2891	8.0	5.0
2890	14.0	1.0
727686	0.0	0.0
84419	232.0	29.0
2889	7407.0	6174.0
100500815	0.0	0.0
2888	583.0	179.0
100500816	0.0	0.0
2887	2649.0	4412.0
100500817	0.0	0.0
2886	557.0	2442.0
100500818	0.0	0.0
2885	11528.0	10114.0
100500819	1.0	2.0
2884	5.0	6.0
2882	2056.0	878.0
100642175	5.0	12.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	11.0	7.0
100500813	0.0	0.0
100500814	1.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	1.0	2.0
2899	25.0	68.0
84418	6277.0	3801.0
2898	541.0	57.0
60468	192.0	411.0
84417	11649.0	9142.0
2897	11.0	10.0
2896	28966.0	18447.0
60467	0.0	0.0
100500808	0.0	0.0
2895	4.0	2.0
100500809	0.0	0.0
2894	2844.0	2521.0
2893	21.0	2.0
100500801	0.0	0.0
100500802	34.0	50.0
100500803	0.0	0.0
23603	2816.0	3094.0
100129507	73.0	0.0
23604	8038.0	14705.0
23605	2.0	0.0
23606	0.0	4.0
23607	5025.0	3643.0
23608	11569.0	9159.0
23609	4788.0	2208.0
286527	2.0	12.0
286528	1.0	0.0
23600	251.0	336.0
23601	97.0	54.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	1.0	1.0
23614	1.0	0.0
23615	17.0	43.0
23616	418.0	1261.0
286530	701.0	889.0
23617	0.0	0.0
23619	25.0	4.0
23612	2766.0	3392.0
23613	4397.0	4616.0
286544	99.0	184.0
286550	0.0	0.0
286554	7.0	13.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	6.0	6.0
100463528	0.0	0.0
441272	543.0	532.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	35.0	34.0
441261	0.0	0.0
100288984	0.0	2.0
441295	28.0	13.0
441294	9.0	9.0
100463500	2.0	0.0
100288979	0.0	0.0
286512	3.0	6.0
286514	0.0	0.0
60625	1410.0	646.0
441282	28.0	12.0
646377	0.0	0.0
100130579	2.0	4.0
646379	0.0	0.0
646378	0.0	1.0
23683	4695.0	2600.0
404281	51.0	67.0
100130572	0.0	1.0
646370	0.0	0.0
23682	489.0	316.0
100129587	1.0	0.0
100129583	948.0	678.0
100129584	0.0	2.0
441218	1.0	0.0
100130566	0.0	0.0
100130564	2.0	1.0
100130562	1554.0	2441.0
100130561	124.0	245.0
441212	257.0	403.0
646382	0.0	0.0
100129570	0.0	0.0
404266	13.0	25.0
100130557	139.0	124.0
100130555	0.0	1.0
646390	0.0	0.0
441246	24.0	54.0
23666	482.0	439.0
23667	0.0	1.0
646392	0.0	0.0
23668	3.0	1.0
441251	1.0	1.0
441250	663.0	273.0
23660	1857.0	911.0
100129564	0.0	0.0
100129566	1.0	1.0
100129561	0.0	1.0
100130549	0.0	0.0
130500	1.0	0.0
100129557	0.0	0.0
23673	12729.0	7816.0
441238	27.0	8.0
130502	618.0	512.0
23676	1.0	0.0
130507	7390.0	6196.0
23677	3881.0	2208.0
441234	0.0	0.0
23678	1396.0	2796.0
23679	0.0	0.0
23670	2106.0	2946.0
23671	62.0	40.0
100129556	0.0	1.0
100129555	0.0	6.0
23647	5454.0	3738.0
23648	5442.0	8120.0
100130539	6.0	38.0
23649	950.0	954.0
129521	0.0	0.0
100130535	0.0	0.0
23640	2505.0	3975.0
23641	6988.0	15129.0
23642	776.0	2782.0
23643	151.0	82.0
23644	2918.0	2929.0
23645	6154.0	4267.0
23646	19613.0	43173.0
100129543	16.0	105.0
23658	2759.0	2447.0
23659	2809.0	1312.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	1.0	5.0
100130522	179.0	70.0
23650	79.0	573.0
23654	45018.0	40302.0
23657	605.0	553.0
117532	17.0	20.0
117531	2.0	7.0
100130519	134.0	72.0
23625	637.0	2378.0
23626	2.0	0.0
23627	25.0	21.0
100130514	0.0	0.0
441208	18.0	12.0
23620	0.0	0.0
23621	5779.0	4663.0
23623	1256.0	2688.0
23624	166.0	63.0
23636	3856.0	4045.0
23637	12338.0	6252.0
23639	819.0	256.0
100129515	0.0	0.0
23630	8.0	0.0
23632	198.0	217.0
23633	7967.0	6227.0
23635	3128.0	4313.0
100129512	0.0	0.0
404201	1406.0	385.0
404203	0.0	1.0
129446	0.0	3.0
404204	0.0	0.0
84569	0.0	1.0
60598	405.0	1017.0
84561	10495.0	3740.0
60592	7027.0	3948.0
84560	0.0	0.0
648947	0.0	0.0
646300	65.0	53.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	374.0	234.0
727736	0.0	0.0
84559	0.0	0.0
84557	1804.0	682.0
84553	122.0	1164.0
84552	4029.0	1464.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	3.0	3.0
100499457	0.0	0.0
727764	21.0	29.0
102465669	0.0	0.0
102465668	0.0	0.0
646309	67.0	66.0
201627	4281.0	1348.0
646324	34.0	214.0
201626	2750.0	1736.0
727758	62.0	78.0
201625	52.0	11.0
648980	6.0	2.0
84572	6363.0	7186.0
646316	0.0	1.0
84570	297.0	107.0
345462	574.0	677.0
102465689	6.0	0.0
102465688	1.0	0.0
646330	19.0	1.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	17249.0	9405.0
727701	0.0	9.0
727703	0.0	0.0
727704	0.0	0.0
201633	67.0	42.0
2900	1423.0	66.0
2908	9302.0	3384.0
2907	20537.0	23084.0
2906	377.0	82.0
2905	4215.0	42.0
2904	11.0	1.0
2903	256.0	83.0
345456	0.0	0.0
2902	5.0	235.0
2901	3245.0	1933.0
406894	0.0	1.0
406893	0.0	1.0
406896	28.0	36.0
406895	1.0	0.0
406898	0.0	0.0
646348	1.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	3.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	3.0	1.0
2911	47.0	26.0
201651	84.0	3.0
2919	24.0	3.0
2918	47.0	93.0
102465691	0.0	0.0
2917	8.0	3.0
2916	27.0	52.0
2915	1.0	0.0
2914	8.0	13267.0
2913	12.0	0.0
2912	10.0	20.0
404220	27.0	6.0
406883	0.0	0.0
406882	0.0	0.0
406885	4.0	2.0
406884	0.0	0.0
646359	1.0	4.0
406887	0.0	0.0
406886	56.0	39.0
406889	0.0	0.0
406888	3.0	2.0
23584	3454.0	3722.0
23585	7755.0	8743.0
23586	1532.0	1307.0
23587	2622.0	2346.0
23588	5713.0	5537.0
23589	2977.0	5211.0
406881	4.0	6.0
2922	2.0	61.0
2921	53.0	6.0
2920	378.0	48.0
23580	6265.0	3859.0
23581	0.0	0.0
23582	5756.0	4127.0
23583	1787.0	1837.0
404217	254.0	3584.0
2928	1.0	0.0
2926	8030.0	8259.0
2925	9.0	16.0
2923	88734.0	44230.0
646366	0.0	0.0
345430	1.0	2.0
406875	0.0	0.0
404216	0.0	4.0
23595	2754.0	2050.0
23596	707.0	456.0
23597	2269.0	2125.0
96597	0.0	3.0
23598	9721.0	9215.0
100130584	0.0	0.0
100130581	537.0	391.0
646360	0.0	0.0
129450	739.0	985.0
130429	0.0	0.0
2932	6284.0	5250.0
2931	4903.0	5386.0
23590	186.0	167.0
100129591	15.0	9.0
23591	5.0	2.0
23592	2986.0	1800.0
23593	3365.0	3443.0
23594	43.0	192.0
727708	1.0	1.0
100499485	0.0	0.0
100129597	0.0	4.0
100499483	169.0	92.0
2939	5.0	2.0
2938	16.0	13.0
2937	2938.0	3907.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	4318.0	6900.0
2935	13468.0	6391.0
2934	115627.0	41079.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	5310.0	2666.0
60506	0.0	0.0
2944	34.0	43.0
2942	1.0	0.0
2941	2504.0	2350.0
2940	1.0	0.0
2949	968.0	17.0
2948	4092.0	4932.0
2947	9500.0	4148.0
2946	2489.0	4209.0
60526	772.0	357.0
2954	2540.0	2106.0
2953	1.0	2.0
2951	1.0	0.0
2950	33967.0	43824.0
2959	2026.0	2276.0
2958	2432.0	2255.0
2957	6767.0	5055.0
2956	4659.0	3844.0
100288948	0.0	1.0
60529	97.0	52.0
60528	5513.0	4526.0
2966	581.0	476.0
84504	0.0	1.0
2965	4072.0	2331.0
84503	790.0	410.0
2964	2.0	1.0
2963	1600.0	1676.0
2962	11255.0	11622.0
2961	1710.0	3229.0
84502	82.0	13.0
2960	955.0	556.0
84501	1375.0	688.0
2969	9939.0	3898.0
2968	142.0	546.0
2967	2531.0	2105.0
2980	3.0	0.0
2977	1129.0	1265.0
2976	6164.0	4644.0
2975	18568.0	9834.0
2974	6.0	1.0
2972	2767.0	2712.0
2971	3270.0	4262.0
2970	208.0	239.0
2979	38.0	4.0
2978	2.0	1.0
154442	5.0	11.0
2990	6314.0	6065.0
225689	547.0	1417.0
84519	2179.0	421.0
84518	27.0	146.0
60559	12774.0	7677.0
100500914	0.0	0.0
2987	8372.0	12216.0
60558	2498.0	1661.0
84525	14447.0	5736.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	1772.0	1529.0
100500917	0.0	0.0
2984	162.0	45.0
84522	2304.0	3503.0
100500918	0.0	1.0
2983	615.0	2660.0
100500919	0.0	0.0
84524	1404.0	1018.0
2982	1597.0	1982.0
2981	0.0	0.0
84520	800.0	569.0
100500910	0.0	0.0
100500911	1.0	0.0
2989	3.0	1.0
100500913	0.0	0.0
2999	147.0	75.0
84515	641.0	312.0
100500903	0.0	0.0
2998	21.0	12.0
84514	8476.0	4137.0
100500904	1.0	3.0
2997	3824.0	2906.0
84517	269.0	75.0
100500905	0.0	0.0
84516	7265.0	4656.0
2996	74.0	35.0
100500906	0.0	0.0
2995	1285.0	690.0
2994	6.0	0.0
100500908	1.0	0.0
84513	2958.0	2469.0
2993	3.0	0.0
100500909	1.0	0.0
2992	2240.0	1815.0
60561	1272.0	885.0
60560	2092.0	1506.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	2.0	1.0
154467	393.0	292.0
130497	1169.0	8.0
84548	1019.0	637.0
84547	329.0	344.0
100500938	1.0	1.0
84549	1445.0	1602.0
84546	0.0	0.0
84545	4646.0	5546.0
84542	439.0	410.0
84541	116.0	34.0
727795	62.0	38.0
84529	504.0	449.0
84536	417.0	269.0
84539	0.0	0.0
84532	5809.0	4741.0
84530	33.0	8.0
23729	281.0	343.0
201288	0.0	1.0
201283	745.0	442.0
23738	1.0	3.0
23731	26287.0	14169.0
23732	264.0	15.0
201299	12.0	46.0
201292	2102.0	2333.0
201294	270.0	2534.0
23704	647.0	644.0
23705	9546.0	13893.0
23708	1524.0	975.0
252840	0.0	0.0
252841	0.0	4.0
100288897	36.0	6.0
23710	8936.0	4172.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	6.0	11.0
100288861	0.0	0.0
84701	174.0	1220.0
252884	1185.0	486.0
84700	0.0	67.0
129841	1.0	0.0
94086	16.0	27.0
117854	1417.0	2702.0
100130450	8.0	4.0
154807	4473.0	3604.0
100129460	213.0	288.0
359710	2.0	0.0
94081	2397.0	1922.0
115201	1880.0	743.0
100129468	0.0	0.0
100129464	0.0	5.0
286256	3928.0	11181.0
286257	1653.0	2072.0
100129459	3.0	7.0
100130447	0.0	0.0
129831	841.0	816.0
646269	2.0	8.0
646262	0.0	0.0
286262	904.0	1153.0
142827	51.0	4.0
100129452	0.0	1.0
646278	406.0	13.0
100130435	0.0	0.0
727800	946.0	1358.0
646270	12.0	4.0
154822	9.0	10.0
23782	0.0	0.0
23783	1.0	0.0
23784	0.0	0.0
23786	5149.0	4812.0
23787	85071.0	29673.0
646273	0.0	0.0
23788	6615.0	4971.0
359730	0.0	0.0
359731	0.0	0.0
23780	1957.0	2223.0
23781	0.0	0.0
345079	997.0	653.0
154810	6895.0	2350.0
100129438	0.0	0.0
94097	1347.0	970.0
359737	0.0	0.0
359738	0.0	0.0
359739	2.0	5.0
646282	0.0	0.0
359736	2.0	0.0
359740	0.0	0.0
359741	0.0	1.0
359742	0.0	0.0
359743	25.0	10.0
139201	25.0	18.0
129804	5056.0	1265.0
129807	35.0	47.0
129880	1311.0	1400.0
23768	4141.0	387.0
23769	940.0	36.0
129881	242.0	45.0
100130418	292.0	203.0
345062	1.0	4.0
286204	78.0	27.0
100129428	0.0	0.0
286205	1673.0	1500.0
100129427	0.0	0.0
23760	3762.0	3961.0
359748	0.0	0.0
100862854	0.0	0.0
286207	120.0	71.0
359749	2.0	2.0
23761	3037.0	3157.0
100862855	0.0	0.0
