id	85aa8cbf-f8c4-4b10-b758-6644c4f705a4	53011995-9534-4c83-81fb-fb0187a24040
100132321	0.0	0.0
100132322	3.0	0.0
100533844	0.0	0.0
100506205	0.0	0.0
101060280	1.0	0.0
64922	3.0	5.0
64921	3239.0	2836.0
64924	5963.0	4236.0
100533849	0.0	0.0
64926	208.0	397.0
64925	2347.0	1409.0
64919	270.0	107.0
100132332	0.0	2.0
133522	90.0	61.0
100506233	582.0	286.0
104644205	0.0	0.0
100506237	647.0	393.0
4705	5340.0	4784.0
64928	1222.0	2724.0
4706	2637.0	2707.0
64927	2101.0	1403.0
100132341	1355.0	1132.0
4707	3230.0	1932.0
4708	12911.0	6040.0
4709	2277.0	1683.0
100132346	0.0	1.0
145501	41.0	20.0
145508	524.0	453.0
4700	3210.0	2337.0
4701	164.0	114.0
4702	2474.0	1754.0
4703	2154.0	43.0
4704	1861.0	1682.0
101060264	69.0	20.0
100506229	0.0	0.0
64940	983.0	524.0
64943	2404.0	4398.0
64946	162.0	401.0
204777	1.0	0.0
4716	3681.0	3305.0
4717	3879.0	2415.0
100132352	531.0	344.0
4718	5722.0	3295.0
4719	8057.0	4556.0
100132355	0.0	0.0
100132358	1.0	0.0
4710	4478.0	4099.0
4711	5216.0	3978.0
4712	2655.0	1857.0
4713	4917.0	3124.0
4714	1880.0	1509.0
4715	7349.0	6610.0
100506412	0.0	0.0
407039	0.0	0.0
407036	1.0	0.0
407037	0.0	0.0
100506413	0.0	2.0
407030	0.0	0.0
407031	0.0	0.0
407034	0.0	0.0
407035	0.0	0.0
407032	15.0	6.0
407033	0.0	0.0
4728	3973.0	4561.0
4729	533.0	421.0
4720	5449.0	4425.0
4722	3540.0	2737.0
4723	8701.0	6771.0
4724	2556.0	2086.0
4725	6986.0	9611.0
4726	2916.0	2414.0
407027	0.0	0.0
407028	0.0	0.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	0.0	1.0
407022	0.0	0.0
4738	3364.0	3393.0
4739	7602.0	13244.0
100506409	2.0	0.0
4730	46.0	45.0
4731	3111.0	2358.0
4733	3426.0	3084.0
4734	1349.0	1166.0
4735	35023.0	31087.0
4736	34303.0	49424.0
407016	1.0	2.0
407017	0.0	2.0
100506433	9.0	0.0
407014	7.0	5.0
407015	0.0	1.0
4750	2538.0	1235.0
407018	0.0	9.0
100506436	194.0	48.0
4751	7.0	108.0
407019	2.0	1.0
407013	0.0	1.0
407010	4.0	17.0
407011	0.0	1.0
192217	24.0	19.0
4741	4.0	68.0
4744	39.0	393.0
4745	6.0	1.0
4747	31.0	89.0
407006	1.0	12.0
407003	1.0	0.0
100506421	0.0	1.0
650368	36.0	64.0
407004	0.0	0.0
407009	0.0	0.0
4760	0.0	0.0
4761	1.0	1.0
407007	0.0	2.0
100506424	0.0	0.0
4762	0.0	0.0
407008	0.0	0.0
2100	68.0	24.0
649395	2.0	2.0
348180	940.0	915.0
407001	1.0	0.0
407002	4.0	2.0
407000	0.0	0.0
4752	301.0	277.0
4753	5229.0	7162.0
100506428	401.0	203.0
4756	6049.0	3489.0
4758	7991.0	6797.0
4759	0.0	0.0
4771	3875.0	4320.0
4772	908.0	909.0
4773	1964.0	1752.0
348174	0.0	1.0
2110	1562.0	680.0
2108	3490.0	3274.0
2107	8258.0	8489.0
2104	1471.0	166.0
2103	8.0	5.0
2101	2182.0	1669.0
4763	12458.0	6744.0
4764	0.0	0.0
4768	0.0	0.0
2109	3872.0	2206.0
4780	15558.0	9200.0
4781	8855.0	5795.0
4782	21993.0	13228.0
4783	1578.0	3004.0
4784	12366.0	8599.0
2122	595.0	592.0
2121	4012.0	2569.0
2120	2212.0	3712.0
143282	422.0	127.0
2119	2425.0	4549.0
2118	852.0	3926.0
100303743	0.0	1.0
2117	2373.0	2351.0
2116	49.0	34.0
100303745	1.0	2.0
2115	2687.0	3346.0
2114	6027.0	6604.0
167227	2116.0	2070.0
2113	6835.0	9277.0
143279	1149.0	743.0
4774	11966.0	2439.0
4775	2389.0	999.0
4776	1698.0	4090.0
4778	133.0	75.0
4779	33295.0	20973.0
4790	4358.0	4830.0
348158	2.0	0.0
4791	1881.0	4868.0
4792	11336.0	12576.0
4793	1732.0	1409.0
348156	38.0	13.0
4794	389.0	1589.0
4795	1815.0	1519.0
407052	0.0	0.0
2132	5497.0	5839.0
407053	0.0	0.0
2131	4531.0	2885.0
407050	6.0	1.0
2130	11625.0	11639.0
407051	0.0	0.0
407056	2.0	0.0
407054	1.0	0.0
407055	0.0	0.0
2128	3.0	1.0
2125	4949.0	13079.0
2124	146.0	750.0
2123	71.0	496.0
255919	437.0	505.0
407049	0.0	0.0
407047	0.0	0.0
407048	0.0	0.0
407041	1.0	0.0
407042	0.0	0.0
407040	5.0	14.0
2140	3014.0	1988.0
407045	0.0	0.0
407046	0.0	0.0
407043	0.0	0.0
407044	9.0	0.0
2139	3324.0	1353.0
2138	50.0	44.0
2137	3297.0	2790.0
2135	1389.0	1036.0
2134	30.0	46.0
4796	1304.0	696.0
100303728	367.0	65.0
4798	4224.0	1920.0
4799	4979.0	2966.0
255928	2117.0	2006.0
255926	0.0	0.0
2155	6.0	38.0
2153	54.0	279.0
2152	4574.0	2679.0
2151	23.0	790.0
2150	996.0	2672.0
253314	0.0	1.0
2149	2071.0	6608.0
100288042	0.0	0.0
2147	2.0	0.0
2146	106.0	410.0
2145	3860.0	3751.0
348120	0.0	0.0
2166	4406.0	1161.0
2165	0.0	0.0
100288038	0.0	6.0
2162	2000.0	2317.0
2161	35.0	98.0
2160	4.0	1.0
100288035	0.0	1.0
2159	321.0	71.0
2158	0.0	0.0
2157	2122.0	557.0
652959	5.0	4.0
348110	4665.0	3090.0
2177	290.0	702.0
2176	607.0	485.0
2175	173.0	397.0
2173	2.0	1.0
2172	4.0	17.0
2171	330.0	861.0
2170	171.0	448.0
338799	468.0	217.0
100288022	0.0	0.0
100303755	303.0	277.0
2169	1.0	0.0
2168	4.0	2.0
2167	2220.0	142.0
2180	9731.0	3734.0
2188	1378.0	897.0
2187	29.0	25.0
2186	8088.0	4618.0
2185	2588.0	5496.0
2184	1269.0	1543.0
338785	0.0	4.0
2182	4620.0	6629.0
2181	7130.0	4406.0
100288013	0.0	0.0
2178	400.0	627.0
255967	3369.0	2591.0
2191	241.0	2972.0
649324	0.0	0.0
2199	9340.0	8376.0
652972	72.0	14.0
100288008	0.0	0.0
2197	18272.0	19769.0
2196	43.0	465.0
338773	1209.0	3285.0
652974	0.0	0.0
2195	11546.0	6316.0
652975	0.0	0.0
2194	5040.0	5706.0
2193	3868.0	3643.0
2192	17972.0	21194.0
104355140	0.0	1.0
652978	2.0	5.0
104355141	0.0	0.0
104355143	0.0	0.0
104355145	0.0	0.0
104355146	0.0	0.0
104355147	0.0	0.0
652980	0.0	0.0
2189	660.0	887.0
104355148	2.0	12.0
104355149	0.0	0.0
121916	0.0	0.0
652968	200.0	176.0
652969	0.0	0.0
652960	1.0	9.0
649330	0.0	0.0
652961	1.0	0.0
338761	1131.0	70.0
652963	3.0	1.0
652965	0.0	0.0
652966	0.0	0.0
338758	314.0	110.0
104355133	1.0	0.0
104355135	0.0	0.0
104355136	0.0	0.0
104355137	0.0	1.0
104355138	0.0	0.0
104355139	1.0	1.0
121906	0.0	1.0
192286	2547.0	2165.0
652995	0.0	52.0
338751	0.0	0.0
338755	2.0	0.0
101290508	0.0	0.0
652985	0.0	2.0
101290506	75.0	57.0
101290504	1.0	0.0
101290503	0.0	0.0
104355150	0.0	1.0
101290502	0.0	0.0
104355151	0.0	0.0
104355152	2.0	0.0
338739	1.0	2.0
652991	0.0	0.0
101290501	1.0	3.0
101290500	1.0	2.0
100132247	30.0	26.0
121838	2.0	10.0
100132251	0.0	0.0
145814	3.0	3.0
100132264	0.0	0.0
100132268	0.0	0.0
145820	180.0	13.0
157807	50.0	5.0
338821	0.0	0.0
100132273	232.0	75.0
338811	154.0	154.0
338817	14.0	29.0
145837	14.0	43.0
375719	2.0	0.0
100132288	43.0	48.0
100132289	0.0	0.0
338809	0.0	3.0
101060321	0.0	0.0
100132291	6.0	6.0
375704	15.0	26.0
100132295	0.0	0.0
50484	9776.0	6822.0
50486	122.0	495.0
50485	1769.0	1548.0
50488	4874.0	5981.0
50487	61.0	7.0
50489	5.0	1532.0
387712	65.0	16.0
387718	0.0	0.0
387715	0.0	1.0
652904	0.0	0.0
101060301	0.0	0.0
387700	1070.0	356.0
387707	19.0	20.0
387703	2.0	3.0
107063611	0.0	0.0
100506377	4.0	192.0
100506376	1.0	2.0
107063612	0.0	0.0
101060351	0.0	0.0
375759	12.0	20.0
399726	1230.0	601.0
101928969	377.0	50.0
375757	2218.0	1584.0
387733	0.0	0.0
100533990	1.0	1.0
375743	3982.0	2330.0
100506365	3317.0	1234.0
101928971	0.0	0.0
157869	593.0	92.0
143241	1.0	0.0
375748	2227.0	1123.0
169841	127.0	60.0
387723	242.0	150.0
375775	1939.0	815.0
100506392	27.0	91.0
399708	0.0	0.0
100506390	1.0	0.0
399706	0.0	0.0
101928989	1.0	0.0
100506394	213.0	226.0
143244	29.0	38.0
387755	6.0	29.0
387751	397.0	171.0
100533970	89.0	28.0
387758	882.0	1688.0
101928991	1.0	1.0
100506380	715.0	370.0
100506385	21.0	153.0
101928999	0.0	0.0
399717	2.0	4.0
387745	16.0	18.0
170850	1.0	1.0
387742	0.0	0.0
387747	1.0	1.0
387748	0.0	1.0
100506334	44.0	71.0
100533955	2.0	6.0
100533952	2.0	3.0
100506330	41.0	8.0
101928922	3.0	0.0
4804	571.0	988.0
387778	0.0	1.0
4807	2.0	0.0
4808	1.0	5.0
100132201	2.0	0.0
4809	8465.0	6688.0
387775	0.0	0.0
100134869	69.0	44.0
4800	2853.0	2793.0
4801	2394.0	1724.0
4802	3988.0	2303.0
4803	27.0	34.0
133874	0.0	11.0
399774	0.0	0.0
100506328	62.0	199.0
100506325	234.0	125.0
101928931	107.0	35.0
4815	62.0	297.0
4817	2234.0	1492.0
4818	109.0	107.0
387763	1744.0	2020.0
145853	817.0	310.0
375791	83.0	662.0
145858	0.0	0.0
375790	24985.0	47433.0
4810	633.0	453.0
4811	2006.0	8745.0
4814	6329.0	6353.0
373159	0.0	1.0
100506356	0.0	0.0
101060376	20.0	37.0
399746	0.0	0.0
373156	8745.0	6122.0
157855	0.0	0.0
170825	0.0	0.0
101928941	2.0	0.0
399748	12.0	10.0
4826	27.0	43.0
4828	3477.0	578.0
4829	8.0	3.0
169834	25.0	98.0
145864	167.0	1464.0
4820	4189.0	3464.0
4821	0.0	0.0
4824	104.0	127.0
4825	195.0	29.0
100506343	18.0	3.0
157848	0.0	0.0
4837	1217.0	5752.0
4838	1.0	9.0
145873	15.0	26.0
4839	1291.0	1495.0
387787	252.0	57.0
100132234	8.0	0.0
4830	1128.0	2045.0
4831	1788.0	2688.0
4832	2898.0	1969.0
4833	3210.0	2671.0
4835	2050.0	1225.0
4836	8223.0	6949.0
650236	0.0	0.0
102467146	110.0	38.0
4850	2585.0	1054.0
4848	3971.0	3458.0
4849	3364.0	2820.0
143187	1621.0	1366.0
4841	18161.0	23345.0
4842	136.0	12.0
4843	113.0	102.0
155185	8.0	27.0
155184	2.0	2.0
4846	636.0	651.0
192111	1888.0	2151.0
4860	983.0	7045.0
4861	39.0	75.0
167153	3842.0	3260.0
192127	0.0	0.0
100421090	0.0	0.0
192128	0.0	0.0
4851	2851.0	2018.0
4852	12.0	0.0
4853	14972.0	16728.0
4854	7730.0	10498.0
100506527	0.0	1.0
100421096	4.0	2.0
4855	2633.0	1462.0
100421097	13.0	3.0
4856	1979.0	1847.0
4857	441.0	168.0
4858	464.0	181.0
100506555	34.0	11.0
4871	0.0	0.0
2210	41.0	24.0
649264	0.0	0.0
2207	210.0	1198.0
2206	2.0	136.0
2205	41.0	1377.0
101928904	2.0	0.0
2204	10.0	29.0
2203	3243.0	3123.0
2202	25103.0	3337.0
2201	279.0	1310.0
2200	11817.0	20604.0
4862	415.0	581.0
4863	2300.0	1591.0
4864	1585.0	3670.0
4867	1017.0	548.0
2209	16.0	116.0
4868	0.0	10.0
2208	4.0	52.0
4869	25518.0	41197.0
100506542	0.0	0.0
4880	18.0	8.0
4881	1376.0	376.0
4882	887.0	518.0
4883	3603.0	374.0
2220	6.0	0.0
101928913	191.0	156.0
100506540	51.0	28.0
2218	1643.0	1152.0
2217	8012.0	4764.0
2216	0.0	0.0
2215	39.0	4.0
2214	278.0	858.0
2213	111.0	651.0
2212	262.0	2066.0
4874	3.0	2.0
4875	17.0	40.0
4878	7.0	8.0
4879	2.0	0.0
2219	79.0	2188.0
4891	7640.0	5780.0
4892	1.0	3.0
4893	3124.0	3653.0
2232	1393.0	1338.0
2231	2.0	5.0
2230	3326.0	1830.0
649288	0.0	0.0
2229	1.0	1.0
2228	0.0	0.0
2227	0.0	0.0
204474	0.0	0.0
2224	3131.0	4129.0
2222	5723.0	4614.0
4884	10.0	54.0
4885	29.0	427.0
4886	625.0	945.0
4887	0.0	1.0
4888	4.0	6.0
4889	52.0	0.0
131177	16.0	18.0
2243	0.0	0.0
2242	1603.0	1549.0
2241	3665.0	2304.0
649299	0.0	0.0
143162	185.0	91.0
2239	2271.0	2344.0
2237	562.0	928.0
2236	0.0	0.0
2235	2694.0	1576.0
4897	1628.0	3763.0
4898	6820.0	6934.0
4899	1552.0	1184.0
131185	4.0	2.0
2254	31.0	74.0
2253	1.0	0.0
2252	1495.0	542.0
2251	0.0	0.0
2250	0.0	1.0
2249	0.0	1.0
2248	0.0	0.0
2247	655.0	914.0
2246	534.0	917.0
2245	1100.0	1454.0
2244	0.0	0.0
100506516	30.0	70.0
2264	40.0	35.0
348262	4700.0	4351.0
2263	11077.0	2335.0
2262	105.0	131.0
2261	388.0	1775.0
2260	3201.0	4451.0
169792	5914.0	2585.0
613227	1.0	3.0
2259	105.0	396.0
2258	506.0	45.0
167127	1.0	6.0
2257	1057.0	103.0
2256	93.0	26.0
2255	147.0	93.0
100506506	0.0	0.0
348254	5.0	6.0
2275	274.0	1196.0
2274	2008.0	984.0
2273	40243.0	1294.0
2272	695.0	429.0
2271	3376.0	2526.0
100132086	0.0	0.0
253430	1047.0	975.0
2268	150.0	665.0
2267	0.0	0.0
2266	0.0	0.0
348249	0.0	0.0
2287	2455.0	2652.0
2286	9121.0	3831.0
2284	0.0	0.0
2283	0.0	0.0
2281	180.0	201.0
2280	15856.0	12038.0
2277	31.0	0.0
2290	3.0	42.0
348235	2823.0	1680.0
2298	11.0	16.0
2297	23.0	7.0
2296	830.0	1344.0
2295	118.0	182.0
2294	263.0	823.0
2289	6539.0	5443.0
2288	9235.0	5670.0
2299	2.0	0.0
338879	1.0	3.0
338870	2.0	4.0
652873	0.0	1.0
253461	8871.0	6580.0
338872	9.0	3.0
192134	1.0	30.0
104054213	6.0	4.0
338862	0.0	0.0
338864	0.0	0.0
192146	22.0	21.0
100132121	0.0	0.0
100846978	30.0	19.0
100132124	0.0	0.0
100132132	0.0	0.0
100846993	0.0	1.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	0.0	0.0
100846996	0.0	0.0
100132142	0.0	0.0
100846999	1.0	0.0
338949	0.0	0.0
100132153	0.0	3.0
100132159	9.0	12.0
107063536	0.0	0.0
107063538	0.0	0.0
107063537	0.0	0.0
107063539	1.0	1.0
399804	119.0	91.0
399806	0.0	0.0
100132163	7.0	12.0
100132166	0.0	0.0
100132169	56.0	2.0
387815	0.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	0.0
399818	1328.0	715.0
399814	1.0	0.0
100132173	0.0	0.0
338917	1.0	0.0
387804	22.0	29.0
375850	0.0	0.0
387837	0.0	7.0
387836	0.0	0.0
100132195	0.0	0.0
121727	0.0	0.0
157753	6.0	1.0
133789	2.0	0.0
101928840	0.0	0.0
100421008	0.0	0.0
100506492	0.0	0.0
613210	0.0	0.0
613211	0.0	0.0
613212	0.0	2.0
100506495	762.0	42.0
101928846	17.0	7.0
387856	61.0	58.0
387853	0.0	0.0
613209	0.0	0.0
121793	5.0	5.0
145767	63.0	77.0
100073347	26.0	1.0
399857	0.0	0.0
100421018	1.0	1.0
145781	10.0	9.0
613204	0.0	0.0
387845	23.0	38.0
145773	473.0	93.0
170712	0.0	0.0
387841	57.0	129.0
100134713	101.0	88.0
387849	17.0	16.0
157773	342.0	91.0
399823	4.0	25.0
131149	0.0	0.0
157777	90.0	55.0
399829	0.0	0.0
101928869	0.0	0.0
399827	0.0	0.0
4904	21039.0	19460.0
4905	2874.0	2758.0
4907	3257.0	11904.0
4908	30.0	6.0
4909	44.0	22.0
145788	131.0	60.0
4900	449.0	389.0
4901	365.0	103.0
4902	34.0	23.0
155100	3.0	1.0
157769	4409.0	3985.0
399839	0.0	0.0
4914	5.0	36.0
4915	42193.0	13814.0
387867	8.0	18.0
4916	487.0	157.0
4917	11.0	4.0
4919	139.0	1082.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	931.0	724.0
50507	141.0	1855.0
399888	363.0	10.0
100421046	0.0	0.0
50506	26061.0	2925.0
100421047	0.0	0.0
50509	1073.0	3876.0
50508	0.0	0.0
157713	1.0	0.0
100506457	0.0	2.0
133746	5112.0	3052.0
100506451	340.0	182.0
4925	7212.0	2266.0
4926	22905.0	21628.0
4927	2476.0	1821.0
4928	9307.0	7416.0
4929	1199.0	4179.0
387895	6.0	9.0
387893	3045.0	1821.0
50512	990.0	1003.0
50511	23.0	19.0
4920	2305.0	1382.0
4921	4229.0	2283.0
50514	2.0	2.0
4922	4.0	31.0
4923	0.0	10.0
4924	27765.0	19112.0
50515	847.0	3034.0
100421045	2.0	6.0
100421057	0.0	0.0
100421058	0.0	0.0
100506443	0.0	1.0
387890	2753.0	481.0
157708	2.0	0.0
4938	397.0	661.0
4939	729.0	850.0
387885	24.0	14.0
387882	147.0	515.0
4931	1333.0	1228.0
100421055	3.0	1.0
4935	161.0	79.0
100506475	0.0	0.0
157739	69.0	5.0
4947	8265.0	5309.0
4948	841.0	8.0
145741	13.0	1358.0
100132100	0.0	0.0
101928827	0.0	0.0
100132101	1.0	0.0
100132103	1.0	2.0
100132104	0.0	0.0
169714	1767.0	1686.0
4940	1056.0	1578.0
145748	418.0	441.0
4942	7263.0	4228.0
4943	1481.0	1382.0
4946	19461.0	21447.0
399876	19.0	0.0
100506465	0.0	0.0
157724	0.0	0.0
100506469	640.0	435.0
131118	1769.0	1114.0
100506462	24.0	26.0
4958	1356.0	1814.0
100132116	9.0	24.0
4951	0.0	0.0
100421072	0.0	1.0
4952	4614.0	2796.0
4953	6243.0	6625.0
399881	0.0	0.0
100421075	0.0	0.0
4954	1.0	12.0
4956	0.0	0.0
4957	1991.0	2426.0
100847022	0.0	1.0
100847023	2.0	0.0
100847020	0.0	0.0
286887	0.0	35.0
100847021	0.0	0.0
100847026	1.0	1.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	25.0	268.0
100847025	0.0	0.0
100847028	0.0	0.0
100847029	0.0	0.0
4969	2304.0	1591.0
2306	25.0	59.0
2305	92.0	347.0
2304	39469.0	10364.0
2303	64.0	94.0
2302	566.0	7.0
284217	1888.0	2929.0
2301	0.0	0.0
2300	48.0	76.0
284215	1.0	0.0
2309	6566.0	4992.0
4967	18642.0	10144.0
2308	7261.0	3460.0
4968	1245.0	1582.0
2307	44.0	48.0
100847030	0.0	0.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	8899.0	1870.0
100847032	0.0	0.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	1.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	0.0	3.0
100847036	0.0	0.0
100862664	0.0	1.0
100862665	1.0	0.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	36393.0	26064.0
2316	38032.0	114084.0
2315	31.0	19.0
2314	7760.0	19970.0
100862662	0.0	2.0
2313	986.0	932.0
284207	3212.0	3858.0
2312	94.0	93.0
2311	8.0	0.0
2310	49.0	31.0
284203	0.0	0.0
4973	29.0	1315.0
4974	23.0	25.0
4975	1.0	1.0
4976	5549.0	3980.0
2319	6180.0	5835.0
4978	36.0	113.0
2318	696.0	961.0
100847040	0.0	0.0
100847041	1.0	0.0
4990	1.0	1.0
4991	0.0	0.0
4992	0.0	0.0
100847042	0.0	0.0
4993	16.0	3.0
100847043	0.0	0.0
2331	15213.0	4485.0
100862678	1.0	0.0
100847048	1.0	0.0
2330	232.0	529.0
100862679	0.0	0.0
100847049	2.0	2.0
100847046	1.0	2.0
100847047	0.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	67.0	32.0
100862670	0.0	0.0
2327	1043.0	149.0
2326	83.0	71.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	2474.0	631.0
2323	73.0	85.0
259239	0.0	4.0
2322	3.0	52.0
2321	12732.0	2882.0
4983	1229.0	535.0
4985	7.0	5.0
4986	13.0	11.0
4987	66.0	131.0
4988	0.0	1.0
2329	496.0	257.0
100847051	0.0	0.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	1.0	0.0
2342	601.0	692.0
100847059	0.0	0.0
2341	0.0	1.0
100847057	0.0	0.0
100847058	0.0	0.0
2339	3317.0	3387.0
2335	14737.0	2871872.0
2334	64.0	504.0
104502416	3.0	2.0
259249	0.0	0.0
2332	6784.0	6138.0
100862680	0.0	0.0
4994	1.0	1.0
4995	4.0	3.0
104502417	1.0	12.0
4998	39.0	120.0
4999	2300.0	1392.0
260294	80.0	77.0
100847062	0.0	2.0
260293	332.0	52.0
100847063	0.0	0.0
284260	4.0	2.0
100847060	0.0	0.0
730792	0.0	1.0
100847066	0.0	0.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	158890.0	34681.0
2352	37.0	22.0
100847068	0.0	0.0
2350	385.0	702.0
100847069	0.0	1.0
100862692	0.0	0.0
2348	2017.0	846.0
2346	37.0	59.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	1933.0	1312.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	1.0	0.0
100847072	0.0	0.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	0.0	0.0
100847075	4.0	2.0
100847076	1.0	0.0
100847079	0.0	0.0
729799	43.0	34.0
729798	1.0	0.0
2359	90.0	817.0
2358	29.0	274.0
2357	75.0	1334.0
2356	2985.0	4547.0
2355	6759.0	18975.0
2354	77231.0	27313.0
100847080	0.0	1.0
100847081	0.0	0.0
259283	91.0	23.0
100847084	0.0	0.0
259282	5926.0	3534.0
100847085	0.0	0.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	0.0
100847087	1.0	0.0
259289	5.0	2.0
259287	0.0	0.0
259286	0.0	0.0
259285	0.0	0.0
646909	0.0	0.0
284233	40.0	95.0
284232	0.0	0.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	12.0	8.0
259293	4.0	3.0
259292	2.0	0.0
100847093	0.0	0.0
259290	11.0	2.0
259296	2.0	0.0
259295	9.0	27.0
646913	1.0	1.0
646912	1.0	2.0
646910	0.0	0.0
50700	0.0	1.0
646915	3.0	1.0
59082	0.0	0.0
2395	692.0	497.0
59084	8705.0	3059.0
441584	0.0	0.0
11108	2588.0	2053.0
11107	1027.0	520.0
11100	17773.0	17326.0
11102	2133.0	1077.0
11101	3945.0	1999.0
139411	57.0	16.0
11104	1274.0	995.0
11103	3307.0	2047.0
284297	423.0	2701.0
11105	5.0	0.0
693231	0.0	0.0
25759	2373.0	2703.0
693232	15.0	14.0
284293	18.0	24.0
693233	0.0	0.0
693234	0.0	0.0
693235	7.0	1.0
115426	2101.0	2197.0
25758	24.0	361.0
100379174	0.0	0.0
11119	922.0	1626.0
11118	1518.0	2413.0
441581	0.0	0.0
127406	2.0	0.0
84034	1335.0	3830.0
84033	5039.0	2996.0
11113	487.0	331.0
11112	5293.0	3177.0
139422	0.0	0.0
284288	3.0	2.0
139420	0.0	0.0
11117	1111.0	8195.0
11116	973.0	555.0
693220	37.0	18.0
693221	0.0	0.0
84061	18233.0	5946.0
693222	0.0	0.0
84060	960.0	502.0
693223	0.0	0.0
693224	0.0	0.0
693225	1.0	0.0
693226	5.0	6.0
139425	0.0	0.0
693227	0.0	0.0
693228	0.0	1.0
693229	1.0	1.0
115416	1481.0	996.0
84067	2629.0	2291.0
84066	0.0	3.0
84069	44.0	997.0
84068	784.0	424.0
84063	2.0	7.0
284276	184.0	120.0
84062	1259.0	1301.0
139431	0.0	0.0
84065	3144.0	2343.0
284274	0.0	2.0
84064	3385.0	1643.0
284273	4395.0	2497.0
693230	0.0	0.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	2.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	61.0	46.0
84059	3362.0	30.0
84056	1155.0	842.0
84055	13.0	6.0
84058	757.0	852.0
84057	18.0	78.0
284266	6.0	720.0
84054	6.0	3.0
84081	3004.0	2018.0
84080	1603.0	1064.0
84083	603.0	338.0
441549	276.0	80.0
441548	4.0	2.0
441543	0.0	0.0
100379142	0.0	1.0
100379141	0.0	0.0
441550	17.0	35.0
84089	0.0	0.0
84088	0.0	0.0
84085	4606.0	1119.0
84084	7.0	0.0
84087	0.0	0.0
84086	0.0	0.0
84070	59.0	25.0
84072	4.0	5.0
84071	310.0	163.0
392100	0.0	0.0
100379132	4.0	0.0
392106	2.0	1.0
441533	0.0	1.0
441531	4.0	4.0
84078	2024.0	623.0
84077	20.0	6.0
84079	3462.0	2116.0
84074	603.0	121.0
84073	42.0	12.0
84076	0.0	1.0
84075	1.0	2.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	2.0	0.0
201931	4151.0	2645.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	0.0	3.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	2.0	1.0
127435	3266.0	1870.0
106480190	0.0	1.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	1.0	1.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	2.0	4.0
343099	141.0	125.0
103695431	0.0	16.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	0.0	0.0
103695433	1.0	0.0
100847010	1.0	1.0
103695436	2.0	6.0
100847015	0.0	0.0
103695435	3.0	2.0
100847016	0.0	0.0
100847013	4.0	0.0
100847014	0.0	0.0
441554	7.0	5.0
100847019	0.0	0.0
100847017	0.0	0.0
100847018	0.0	1.0
127428	1190.0	690.0
84096	0.0	0.0
84097	0.0	0.0
11061	226.0	24.0
646892	7.0	2.0
441509	0.0	1.0
646891	0.0	3.0
11060	5564.0	4719.0
11063	16.0	11.0
619279	5954.0	2255.0
646898	0.0	0.0
11062	617.0	407.0
11065	20.0	270.0
441505	2.0	2.0
11064	1731.0	1637.0
23046	93.0	179.0
441502	2.0	3.0
23047	3387.0	3097.0
441501	12.0	49.0
23048	6565.0	6193.0
106479179	0.0	0.0
23049	10637.0	5397.0
106479178	0.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
