id	085d1072-73d9-4d5c-865f-782c4eb173a1	30b62a5c-f64d-44df-85df-58803540976e
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	1.0
106480939	0.0	0.0
106479923	0.0	1.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	3.0	1.0
353497	47.0	39.0
390442	0.0	0.0
106480930	0.0	2.0
390443	0.0	0.0
389432	418.0	413.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	16.0	18.0
106480935	2.0	3.0
389428	3.0	2.0
341405	0.0	0.0
389422	9.0	2.0
642413	0.0	1.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	0.0
106480904	0.0	0.0
106480907	4.0	3.0
106479958	1.0	0.0
106479957	2.0	1.0
106480906	0.0	0.0
106480909	2.0	0.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	0.0	1.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	0.0	0.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	3.0	1.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	1.0	0.0
106480902	0.0	0.0
57446	2051.0	3949.0
57447	3952.0	7058.0
390418	0.0	0.0
100996331	0.0	0.0
57448	7684.0	4980.0
390419	0.0	0.0
57449	115.0	602.0
389458	0.0	1.0
642425	0.0	0.0
642424	12.0	59.0
100125556	187.0	186.0
106479949	0.0	0.0
106480916	1.0	0.0
106479948	0.0	0.0
106480915	0.0	2.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	1.0
106479946	0.0	0.0
106479945	1.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	4.0	1.0
642443	8.0	1.0
106479942	3.0	1.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	3.0	3.0
57451	143.0	29.0
106480910	0.0	0.0
57452	186.0	431.0
390423	0.0	0.0
414919	377.0	1173.0
390424	0.0	1.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	383.0	944.0
106480913	0.0	0.0
57458	2804.0	3490.0
390429	0.0	0.0
57459	2300.0	2521.0
57453	91.0	77.0
57455	460.0	1282.0
57456	2278.0	1836.0
106479939	2.0	0.0
390472	0.0	0.0
162540	0.0	0.0
150554	12.0	10.0
729082	5595.0	6540.0
729085	80.0	128.0
729079	0.0	0.0
390483	0.0	0.0
730061	1.0	1.0
150568	1.0	0.0
729073	10.0	9.0
497258	497.0	402.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1063.0	870.0
730092	469.0	347.0
730091	603.0	793.0
150577	0.0	0.0
150572	0.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	0.0	2.0
102546227	0.0	0.0
106479902	0.0	0.0
730087	61.0	109.0
106479901	0.0	0.0
106479900	0.0	0.0
730086	0.0	0.0
729097	8.0	6.0
389493	212.0	275.0
221613	0.0	0.0
729096	8.0	4.0
729092	18.0	3.0
729046	18.0	21.0
729042	0.0	1.0
729041	119.0	51.0
730029	126.0	174.0
730023	0.0	0.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	2.0	2.0
730051	1090.0	757.0
221662	36.0	79.0
150538	1.0	1.0
162515	281.0	365.0
162517	12.0	3.0
729059	0.0	0.0
162514	9.0	37.0
730041	10.0	18.0
149563	187.0	72.0
221656	4663.0	4412.0
729050	0.0	0.0
221687	135.0	144.0
221692	415.0	197.0
162494	4.0	9.0
654391	0.0	0.0
198437	0.0	4.0
257629	0.0	1.0
267004	5.0	2.0
149499	4.0	0.0
162466	8.0	26.0
255022	1.0	1.0
162461	0.0	1.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	0.0
150472	804.0	828.0
255031	222.0	296.0
255025	0.0	0.0
101101692	14.0	6.0
255027	1086.0	1902.0
267002	675.0	653.0
150483	45.0	44.0
282617	0.0	0.0
282618	0.0	2.0
282616	0.0	0.0
644990	36.0	36.0
9103	88.0	70.0
9100	3606.0	4185.0
9101	4076.0	4278.0
644994	0.0	0.0
9107	2737.0	3475.0
9104	1499.0	2523.0
400242	295.0	193.0
84959	158.0	518.0
255061	7.0	4.0
84958	118.0	3376.0
654319	1.0	3.0
100996315	0.0	0.0
84966	44.0	163.0
57348	4.0	3.0
282679	146.0	161.0
84968	119.0	625.0
84967	526.0	2259.0
84962	1578.0	2100.0
57343	1251.0	885.0
654320	0.0	0.0
255057	1.0	41.0
84961	1545.0	1406.0
654321	4.0	6.0
400238	0.0	1.0
654322	2.0	4.0
84964	91.0	55.0
400236	94.0	205.0
644988	0.0	0.0
84960	59.0	134.0
642326	0.0	0.0
9113	2703.0	2052.0
9114	3887.0	12022.0
9111	911.0	1189.0
9112	1408.0	2897.0
9117	2542.0	3332.0
9118	0.0	10.0
414899	1.0	0.0
100996307	45.0	147.0
100996306	0.0	0.0
84948	364.0	959.0
9110	3178.0	2318.0
84947	748.0	1282.0
84955	1206.0	1235.0
84954	375.0	2752.0
84957	22.0	160.0
100996301	0.0	0.0
84951	2128.0	9803.0
84950	3970.0	2854.0
84953	156.0	239.0
400224	252.0	338.0
84952	9510.0	16441.0
644998	0.0	0.0
9108	133.0	141.0
642337	0.0	1.0
644997	0.0	3.0
9124	7586.0	11831.0
9125	1924.0	2653.0
9122	863.0	1021.0
9123	191.0	1479.0
9128	1330.0	1555.0
9129	2176.0	1522.0
9126	4404.0	3612.0
9127	3.0	5.0
94304	0.0	0.0
255043	31.0	64.0
9120	154.0	307.0
9121	1037.0	758.0
57369	0.0	0.0
84988	233.0	1609.0
84987	1698.0	4871.0
84989	58.0	102.0
84984	235.0	257.0
84983	2.0	6.0
84986	583.0	670.0
84985	76.0	52.0
642345	3.0	0.0
9119	0.0	1.0
84981	739.0	2133.0
9135	3828.0	5078.0
9136	484.0	1355.0
9133	47.0	133.0
9134	60.0	34.0
9139	2759.0	2614.0
267014	0.0	0.0
267015	0.0	1.0
9138	1179.0	3699.0
267017	0.0	1.0
9131	1401.0	3578.0
9132	9.0	43.0
84969	54.0	349.0
9130	1848.0	6607.0
400208	2.0	2.0
84976	1044.0	1339.0
400209	46.0	78.0
400206	4.0	2.0
84978	21.0	171.0
84973	2027.0	5743.0
84975	923.0	1900.0
57379	0.0	26.0
642357	5.0	4.0
84971	268.0	1269.0
84970	0.0	0.0
267020	0.0	1.0
9146	1323.0	3920.0
9147	1756.0	1656.0
9144	1806.0	9893.0
9145	593.0	1237.0
9148	2.0	10.0
106479899	0.0	0.0
9149	698.0	1629.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	1.0	0.0
106479895	1.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	0.0	0.0
57380	1794.0	2426.0
9143	18.0	78.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	418.0	632.0
9140	1661.0	1762.0
106479891	0.0	0.0
9141	961.0	2143.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	13.0	75.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	2.0
9158	1611.0	4378.0
9156	12.0	23.0
106479889	0.0	0.0
9159	498.0	930.0
106479888	0.0	0.0
106479887	2.0	0.0
654346	0.0	4.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	632.0	1947.0
106480896	0.0	0.0
106479885	1.0	0.0
57396	1817.0	760.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	17.0	18.0
106479882	0.0	0.0
9154	7.0	2.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	287.0	143.0
9152	0.0	1.0
654350	0.0	0.0
84996	295.0	759.0
84991	3028.0	4014.0
84993	1519.0	3604.0
84992	0.0	0.0
9168	9073.0	18836.0
9169	7337.0	5575.0
9166	2908.0	3401.0
642395	8.0	16.0
9167	4584.0	8759.0
642394	0.0	0.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	824.0	532.0
106480867	0.0	0.0
9162	5992.0	3059.0
106480869	0.0	0.0
654383	0.0	1.0
106480871	0.0	0.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	4.0	1.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	1.0
9179	642.0	1185.0
9177	0.0	0.0
106480875	0.0	0.0
9172	108.0	222.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	469.0	945.0
106480876	0.0	0.0
9175	2471.0	3183.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	52.0	53.0
106480880	4.0	1.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	3.0	0.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	0.0	0.0
137868	0.0	0.0
730112	13.0	17.0
106480849	0.0	1.0
729123	1.0	0.0
9188	2438.0	4192.0
106479859	0.0	0.0
106479858	4.0	0.0
9189	1994.0	3503.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	1221.0	59.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	810.0	927.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	765.0	769.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	2071.0	3199.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	1.0	0.0
9187	1224.0	1342.0
106480845	0.0	0.0
9184	3082.0	3765.0
106480848	0.0	0.0
9185	542.0	949.0
106480847	0.0	0.0
57501	28.0	57.0
57502	27.0	26.0
57504	1890.0	2293.0
125875	37.0	47.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	3054.0	5048.0
730109	0.0	0.0
137872	707.0	518.0
102546175	0.0	1.0
57505	643.0	1167.0
644903	18.0	24.0
57506	6121.0	8118.0
57507	2518.0	1975.0
57508	811.0	543.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	264.0	148.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	1468.0	1743.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	3569.0	4662.0
106480857	0.0	0.0
106480856	0.0	1.0
106480859	0.0	0.0
729119	1.0	3.0
9196	23.0	13.0
106480858	0.0	0.0
57512	55.0	31.0
57513	635.0	3961.0
57514	4388.0	4284.0
123207	1308.0	1418.0
57515	25523.0	23268.0
106480860	0.0	0.0
57510	2296.0	5422.0
106480862	0.0	0.0
57511	1966.0	2134.0
106480861	0.0	0.0
644911	1.0	0.0
644914	3.0	3.0
57519	211.0	364.0
729146	1.0	1.0
106480828	0.0	0.0
113878	167.0	552.0
135228	109.0	187.0
106480827	0.0	0.0
729148	60.0	77.0
106480829	0.0	0.0
137886	3040.0	2409.0
106479879	0.0	0.0
730130	1.0	1.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	2.0	0.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	1.0	0.0
106480822	0.0	0.0
106479872	1.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	0.0
106479870	6.0	1.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	2835.0	1174.0
57524	27.0	207.0
57526	31.0	25.0
644928	4.0	6.0
57520	301.0	636.0
57521	1182.0	2750.0
57522	1928.0	1352.0
57528	1343.0	14.0
57529	61.0	8.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	12.0	24.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	0.0	0.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	1246.0	2289.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	4.0	3.0
106480836	0.0	0.0
57534	5155.0	4579.0
57535	4359.0	10266.0
343727	0.0	0.0
57536	588.0	384.0
57537	878.0	768.0
150864	858.0	761.0
57530	1503.0	911.0
57531	878.0	746.0
57532	4777.0	4206.0
106480840	0.0	0.0
57533	1222.0	1295.0
57538	625.0	591.0
57539	2345.0	1666.0
106479817	0.0	1.0
106480806	0.0	1.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	0.0
106479812	0.0	0.0
106479811	0.0	0.0
106479810	1.0	0.0
123263	445.0	748.0
106480800	1.0	0.0
123264	4.0	10.0
57540	0.0	25.0
106480802	0.0	0.0
106480801	0.0	0.0
106480804	0.0	0.0
106480803	0.0	0.0
57545	895.0	1412.0
57546	2116.0	2025.0
57547	570.0	248.0
57541	846.0	835.0
57542	1194.0	2040.0
353132	0.0	0.0
57544	760.0	620.0
353131	0.0	0.0
644943	11.0	49.0
57549	168.0	161.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	0.0
100101490	56.0	35.0
106479807	0.0	0.0
137835	42.0	174.0
106479806	1.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	7.0	10.0
106479802	11.0	1.0
106479801	0.0	0.0
644962	2.0	2.0
106479800	2.0	0.0
353134	0.0	0.0
353133	0.0	0.0
106480811	0.0	0.0
57551	5557.0	4313.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	0.0	10.0
353137	0.0	0.0
106480815	0.0	2.0
353139	0.0	0.0
106480814	0.0	0.0
57556	654.0	584.0
57558	323.0	626.0
57559	124.0	227.0
57552	930.0	1007.0
353141	0.0	0.0
353140	0.0	0.0
57553	1262.0	832.0
57554	830.0	516.0
353143	0.0	0.0
57555	433.0	530.0
353142	0.0	0.0
343702	2.0	2.0
729102	0.0	1.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	3.0	2.0
106479837	0.0	0.0
106479836	1.0	0.0
106479835	5.0	1.0
644972	38.0	72.0
106479834	0.0	0.0
106479833	0.0	0.0
642311	2.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	4.0	5.0
102465906	0.0	0.0
57560	1122.0	1099.0
106479830	0.0	0.0
353144	0.0	0.0
57561	33525.0	11551.0
57562	1068.0	687.0
149830	0.0	0.0
57567	1132.0	2531.0
57568	1280.0	1562.0
57569	2117.0	393.0
57563	3289.0	3995.0
57565	3816.0	2130.0
106479829	2.0	0.0
106479828	0.0	0.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	0.0	1.0
106479824	0.0	0.0
106479823	0.0	0.0
106479822	0.0	0.0
106479821	0.0	0.0
57570	1272.0	925.0
125893	545.0	387.0
106479820	2.0	1.0
57571	657.0	3377.0
57572	1183.0	4865.0
149840	288.0	573.0
57573	1249.0	524.0
102465910	0.0	0.0
57578	53.0	86.0
57579	674.0	635.0
149837	587.0	377.0
123228	690.0	523.0
57574	0.0	12.0
353163	2.0	1.0
57575	56.0	35.0
102465909	0.0	0.0
57576	115.0	327.0
102465908	0.0	0.0
57577	1247.0	778.0
353164	0.0	1.0
102465907	0.0	0.0
644974	22.0	15.0
642317	0.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	0.0	0.0
730196	0.0	0.0
390110	1.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	1.0	2.0
390116	0.0	0.0
389120	1.0	0.0
390117	0.0	0.0
147276	0.0	0.0
389118	0.0	0.0
389119	17.0	70.0
353174	9.0	7.0
389114	606.0	292.0
135293	2430.0	1272.0
135295	151.0	211.0
729196	0.0	2.0
729198	1.0	0.0
730180	1.0	0.0
353189	292.0	2968.0
392752	6.0	7.0
389144	0.0	0.0
389141	3.0	4.0
123283	1382.0	1201.0
102465944	0.0	0.0
353194	0.0	0.0
353196	0.0	0.0
389136	285.0	118.0
389137	4.0	3.0
390102	0.0	0.0
100526416	3.0	2.0
389125	0.0	2.0
389160	1.0	0.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	12.0	16.0
390158	5.0	7.0
389161	0.0	0.0
147226	0.0	2.0
389158	1.0	0.0
147228	0.0	0.0
135250	1.0	41.0
102465975	0.0	0.0
729156	5.0	8.0
102465974	0.0	0.0
730144	1.0	0.0
390162	0.0	0.0
390166	0.0	0.0
389156	6.0	5.0
390167	0.0	0.0
390168	0.0	0.0
389152	1.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	1.0	1.0
730138	2.0	5.0
102465985	0.0	0.0
730174	3.0	0.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	0.0	5.0
390136	0.0	0.0
390137	0.0	0.0
221303	62.0	137.0
390138	0.0	0.0
221302	341.0	465.0
390139	0.0	0.0
729182	2.0	4.0
135270	0.0	0.0
389170	131.0	112.0
729178	35.0	32.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	5.0	2.0
390144	0.0	0.0
729176	1.0	3.0
389179	35.0	27.0
389177	0.0	0.0
390148	0.0	0.0
729171	49.0	11.0
390072	3.0	6.0
390073	0.0	0.0
390075	0.0	0.0
390077	0.0	0.0
390078	0.0	0.0
390079	4.0	0.0
221322	443.0	311.0
642290	3.0	3.0
389084	14.0	22.0
390081	0.0	0.0
390082	0.0	0.0
389072	382.0	249.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	0.0	0.0
390091	5.0	2.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	1.0	0.0
390064	1.0	0.0
389090	0.0	0.0
390066	0.0	0.0
390067	0.0	0.0
221336	27.0	32.0
147199	0.0	0.0
257313	21.0	9.0
221357	0.0	0.0
196120	0.0	0.0
9201	132.0	232.0
9202	5198.0	4060.0
9200	172.0	727.0
9205	1013.0	831.0
9206	0.0	0.0
9203	3299.0	3155.0
9204	1013.0	982.0
221391	0.0	2.0
221393	0.0	1.0
221395	4527.0	5151.0
9212	4.0	56.0
9213	2488.0	3664.0
9210	0.0	0.0
9211	1.0	4.0
9217	9707.0	8042.0
9214	139.0	482.0
9215	605.0	1399.0
284904	3.0	12.0
284900	427.0	419.0
9209	2913.0	4587.0
159195	10795.0	8830.0
9207	4.0	2.0
9208	5628.0	7730.0
9223	5355.0	4164.0
9221	5328.0	6053.0
9227	1009.0	594.0
644873	1411.0	2162.0
9228	177.0	47.0
644871	0.0	0.0
57460	803.0	2236.0
57461	862.0	1117.0
57462	259.0	327.0
257364	1706.0	3377.0
57463	1533.0	2164.0
9220	42.0	32.0
57468	1.0	13.0
57469	66.0	55.0
57464	33.0	78.0
257358	3.0	18.0
57465	1119.0	1687.0
57466	1383.0	1547.0
57467	1567.0	27515.0
9218	9996.0	12964.0
9219	1478.0	3223.0
113802	175.0	178.0
9235	320.0	3501.0
644881	0.0	0.0
9232	2552.0	7021.0
9238	1070.0	2380.0
9236	2028.0	4073.0
57471	4.0	9.0
101101773	13.0	0.0
57472	2378.0	1720.0
101101772	0.0	0.0
57473	1607.0	3384.0
57474	110.0	61.0
9230	4705.0	14806.0
9231	4010.0	4657.0
101101776	0.0	0.0
101101775	139.0	195.0
57470	3174.0	4925.0
57479	1107.0	2736.0
791114	62.0	7.0
791115	0.0	0.0
57475	14665.0	8236.0
105616916	0.0	0.0
57476	2430.0	3982.0
57477	254.0	1012.0
57478	386.0	642.0
644877	4.0	3.0
9229	136.0	122.0
9245	72.0	409.0
9246	2151.0	6026.0
9244	35.0	123.0
644890	5.0	30.0
9249	5073.0	18498.0
644896	0.0	0.0
9247	0.0	1.0
9248	0.0	0.0
57482	4.0	14.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	3207.0	1189.0
106480789	1.0	0.0
106480788	0.0	0.0
9241	10.0	3.0
9242	28.0	51.0
57480	274.0	471.0
9240	1785.0	3850.0
57481	0.0	0.0
106480790	0.0	0.0
284958	1.0	1.0
106480792	0.0	0.0
106480791	0.0	0.0
57486	1161.0	3773.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	8266.0	10639.0
106480796	8226.0	24047.0
57489	1739.0	1395.0
106480795	8.0	8.0
9256	1373.0	1238.0
9254	352.0	585.0
9255	2955.0	3872.0
137814	0.0	1.0
341152	0.0	0.0
9258	1337.0	1964.0
57493	8897.0	18651.0
106480798	0.0	0.0
57494	2654.0	1693.0
106480797	0.0	0.0
57495	83.0	24.0
57496	3861.0	2213.0
106480799	0.0	0.0
9252	860.0	410.0
9253	164.0	230.0
57491	20.0	34.0
57492	8341.0	6701.0
284948	172.0	212.0
57497	8.0	4.0
57498	6043.0	5248.0
284942	307.0	609.0
642236	52.0	17.0
402509	0.0	0.0
341148	0.0	0.0
9267	3036.0	3851.0
9265	5883.0	4112.0
9266	2711.0	5797.0
106479779	22.0	6.0
106479778	0.0	0.0
106479777	3.0	0.0
106480765	0.0	1.0
106479776	0.0	0.0
9260	295.0	1577.0
106480764	1.0	0.0
106479775	0.0	0.0
106480767	0.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	816.0	1089.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	1.0	0.0
106479771	0.0	0.0
9261	3377.0	9625.0
106479770	0.0	0.0
9262	647.0	1154.0
106480770	1.0	1.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	1.0	0.0
106480773	0.0	0.0
9278	1925.0	3794.0
9276	7506.0	10389.0
9277	1300.0	2692.0
106479769	1.0	0.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	0.0
9270	1101.0	1862.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	48.0	266.0
106480775	3.0	3.0
106479764	0.0	0.0
106480778	0.0	0.0
106479763	0.0	0.0
106479762	1.0	0.0
106480777	0.0	0.0
9274	1045.0	3102.0
402573	1.0	3.0
106479761	0.0	0.0
9275	1524.0	4539.0
106479760	0.0	0.0
106480779	0.0	0.0
106480781	0.0	0.0
654231	4.0	1.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	0.0	0.0
106480782	2.0	0.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	0.0	0.0
341128	1.0	0.0
113835	277.0	100.0
9289	14549.0	48361.0
9287	0.0	0.0
9288	0.0	0.0
642273	859.0	1280.0
106479799	0.0	1.0
106480743	0.0	0.0
106479798	0.0	0.0
9282	3599.0	3098.0
106479797	0.0	0.0
106480742	0.0	0.0
106479796	0.0	0.0
106480745	0.0	0.0
106479795	0.0	0.0
106480744	0.0	0.0
106479794	12.0	19.0
106480747	0.0	0.0
402562	5.0	1.0
106479793	0.0	0.0
106480746	0.0	0.0
9283	79.0	23.0
106479792	0.0	0.0
106480749	0.0	0.0
9284	123.0	91.0
106479791	0.0	0.0
106480748	2.0	0.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	0.0	0.0
106480752	0.0	0.0
284996	1779.0	2254.0
106480751	0.0	0.0
341112	0.0	0.0
284992	25.0	8.0
341116	0.0	0.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	1.0	1.0
106480753	0.0	0.0
9290	10.0	48.0
106480756	0.0	0.0
106479785	0.0	0.0
257397	2580.0	1964.0
113829	3642.0	6712.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	1816.0	4694.0
113828	2955.0	4626.0
106479783	0.0	0.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	1.0	0.0
9294	94.0	304.0
9295	6892.0	5571.0
642280	103.0	78.0
106479780	0.0	0.0
106480759	0.0	0.0
654254	11.0	10.0
106480761	4.0	0.0
284988	1.0	4.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	0.0	0.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	0.0	0.0
730232	2.0	0.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	2.0	1.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	0.0
106479733	0.0	0.0
106479732	0.0	0.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	1.0	0.0
729249	7.0	6.0
729248	0.0	0.0
106480724	0.0	0.0
106480727	0.0	0.0
106480726	0.0	0.0
104457406	136.0	336.0
57622	32.0	109.0
57623	543.0	704.0
57624	1.0	1.0
57620	1077.0	1558.0
106480730	0.0	0.0
57621	6412.0	5036.0
57626	0.0	1.0
100125387	1.0	0.0
730227	4.0	3.0
57628	9.0	3.0
353219	14.0	21.0
729234	52.0	40.0
106479729	0.0	0.0
729233	0.0	0.0
106480739	4.0	1.0
106479728	0.0	0.0
106479727	0.0	0.0
729236	14.0	28.0
106479726	0.0	0.0
729230	190.0	427.0
106479725	0.0	0.0
106479724	0.0	0.0
113763	488.0	741.0
106479723	0.0	0.0
106479722	0.0	0.0
106479721	0.0	0.0
106480732	0.0	0.0
106480731	0.0	0.0
106479720	0.0	0.0
106480734	0.0	0.0
106480733	0.0	0.0
729238	6.0	1.0
106480736	31.0	8.0
106480735	0.0	0.0
100113391	1.0	0.0
106480738	0.0	3.0
100113392	0.0	0.0
100113393	2.0	0.0
106480737	0.0	0.0
57633	1436.0	1018.0
341208	50.0	51.0
150726	88.0	485.0
57634	3123.0	3006.0
57636	222.0	1204.0
57630	4506.0	3002.0
57631	560.0	184.0
106480741	11.0	13.0
106480740	0.0	1.0
57639	2105.0	738.0
106479719	2.0	2.0
730213	1.0	2.0
106480707	0.0	0.0
106480706	1.0	0.0
106480709	0.0	0.0
106480708	0.0	0.0
106479759	0.0	0.0
106479758	0.0	0.0
729262	8.0	22.0
106479757	0.0	0.0
106479756	0.0	0.0
729264	12.0	1.0
106479755	0.0	0.0
106479754	0.0	0.0
100113383	0.0	1.0
106479753	0.0	0.0
100113384	0.0	0.0
106480701	0.0	0.0
106479752	0.0	0.0
106479751	0.0	0.0
106480700	0.0	0.0
100113386	11.0	0.0
106480703	0.0	0.0
106479750	0.0	0.0
106480702	0.0	0.0
100113380	0.0	0.0
106480705	0.0	0.0
100113381	0.0	0.0
106480704	0.0	0.0
100113382	0.0	0.0
57644	129.0	79.0
57645	2637.0	2890.0
644809	197.0	340.0
150737	1702.0	999.0
57646	1389.0	1410.0
57647	584.0	1751.0
100188945	3.0	4.0
57642	1.0	1.0
100113389	2.0	1.0
57643	1298.0	822.0
100188949	25.0	114.0
135112	1406.0	3312.0
730249	1.0	0.0
57648	5253.0	11324.0
57649	2352.0	3024.0
730246	10.0	1.0
106480718	0.0	0.0
113746	0.0	0.0
106480717	0.0	0.0
106479749	0.0	0.0
729258	31.0	54.0
106479748	0.0	0.0
106480719	0.0	0.0
