id	2c80fdb5-bba0-4402-a6d4-412cbab60fc8	7400ffec-f429-4d6b-bb44-553fa3ae477d
103752587	0.0	2.0
150696	4595.0	9338.0
103752588	9.0	67.0
103752589	0.0	16.0
103752583	0.0	0.0
103752584	41.0	39.0
103752585	2.0	0.0
103752586	1.0	1.0
390340	0.0	0.0
389376	23.0	181.0
221527	443.0	467.0
390394	1.0	0.0
149647	13.0	0.0
389396	0.0	0.0
123099	437.0	384.0
389395	0.0	2.0
123096	12820.0	14752.0
137682	1355.0	1504.0
390378	0.0	0.0
221545	1011.0	849.0
221547	11.0	8.0
147011	94.0	56.0
147007	1084.0	1050.0
100996295	1.0	1.0
137695	1531.0	2185.0
162632	72.0	16.0
149685	73.0	1.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	199.0	161.0
100996280	1.0	0.0
94240	729.0	1146.0
94241	3083.0	4573.0
94236	0.0	0.0
94235	0.0	10.0
94234	477.0	5051.0
94239	9717.0	9016.0
94233	0.0	7.0
390294	1.0	1.0
390297	0.0	0.0
390298	0.0	0.0
221584	93.0	48.0
150590	457.0	448.0
94274	104.0	62.0
94298	1.0	2.0
94297	0.0	1.0
414768	0.0	0.0
642451	0.0	1.0
414766	37.0	24.0
414767	1.0	1.0
654434	605.0	460.0
400123	0.0	1.0
400121	0.0	0.0
57221	896.0	670.0
84838	4822.0	3924.0
400120	1323.0	6.0
84837	579.0	518.0
84839	0.0	2.0
57226	4295.0	2896.0
84844	1265.0	1098.0
84847	1.0	4.0
57228	229.0	333.0
57222	18109.0	16395.0
402779	0.0	0.0
402778	44.0	132.0
57223	8388.0	6404.0
57224	323.0	518.0
84842	32.0	45.0
414776	0.0	0.0
642446	0.0	0.0
414771	0.0	3.0
642448	0.0	2.0
642461	1.0	0.0
642460	0.0	0.0
414777	2647.0	2143.0
414778	13.0	5.0
57231	4237.0	6577.0
400110	3.0	0.0
57232	464.0	321.0
654427	10.0	14.0
84826	0.0	0.0
654429	5.0	1.0
84833	2372.0	2693.0
84836	7132.0	7621.0
84830	28.0	177.0
57234	115.0	219.0
84832	0.0	0.0
654433	893.0	393.0
9001	275.0	22.0
9002	2675.0	305.0
642475	159.0	864.0
84859	2749.0	1706.0
84867	12.0	1.0
84866	2848.0	2766.0
84869	2592.0	1856.0
84868	132.0	384.0
654463	183.0	4.0
84865	417.0	329.0
84864	5844.0	2513.0
84861	3100.0	2339.0
9014	1203.0	1660.0
9015	606.0	317.0
9013	2472.0	1956.0
9019	5108.0	3417.0
9016	543.0	373.0
341392	2.0	1.0
84848	217.0	390.0
84856	24.0	6.0
84858	1294.0	921.0
84852	531.0	293.0
102725176	0.0	0.0
84851	1645.0	1111.0
642477	0.0	6.0
84850	12.0	2.0
105376946	0.0	0.0
9025	1312.0	904.0
9026	3795.0	4212.0
9023	67.0	501.0
113612	822.0	360.0
9024	55.0	37.0
642493	2.0	0.0
9027	20.0	6.0
9028	16.0	67.0
400165	1.0	0.0
9021	5826.0	5324.0
9022	5422.0	4044.0
9020	1120.0	1552.0
84889	4.0	1.0
84888	4357.0	4297.0
654483	8.0	9.0
84885	778.0	817.0
654486	0.0	0.0
84886	6064.0	3224.0
84881	1807.0	1185.0
642489	44.0	31.0
84883	2435.0	1444.0
654480	1.0	5.0
9037	1160.0	729.0
9034	45.0	101.0
9038	0.0	0.0
9039	2542.0	2973.0
400156	1.0	152.0
9032	0.0	1.0
9033	0.0	1.0
9031	8964.0	8961.0
84878	1168.0	1272.0
84879	1827.0	255.0
84874	2096.0	1916.0
84873	0.0	0.0
84876	1362.0	2116.0
84875	3850.0	3478.0
84870	300.0	48.0
84872	1329.0	947.0
84871	136.0	54.0
9047	33.0	154.0
9048	48.0	54.0
9045	32579.0	38370.0
9046	92.0	296.0
9049	4441.0	5329.0
106480985	1.0	0.0
9040	3106.0	4275.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	4.0	0.0
9043	17213.0	10975.0
400141	65.0	58.0
106480989	0.0	0.0
9044	2949.0	3239.0
106480988	0.0	0.0
57282	4.0	17.0
106480990	6.0	0.0
106480992	1.0	1.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	4.0	8.0
414753	0.0	0.0
414754	0.0	2.0
414751	0.0	0.0
414752	0.0	0.0
341359	2.0	1.0
341356	0.0	1.0
9058	1.0	1.0
9056	680.0	534.0
9057	2097.0	369.0
341350	21.0	6.0
9050	158.0	356.0
106480996	0.0	0.0
9051	76.0	150.0
106480995	2.0	0.0
106480998	1.0	0.0
106480997	0.0	0.0
57291	3573.0	1400.0
9054	1377.0	985.0
9055	228.0	479.0
106480999	0.0	0.0
9052	16030.0	38209.0
9053	4867.0	3461.0
84899	1516.0	1535.0
282569	0.0	0.0
400129	4.0	3.0
84896	4584.0	4395.0
84895	1869.0	1825.0
400128	1.0	1.0
84898	7366.0	3757.0
84897	2545.0	1879.0
400126	15.0	26.0
654499	0.0	0.0
84892	2474.0	1280.0
414764	29.0	18.0
84891	2.0	0.0
414765	45.0	25.0
84894	130.0	202.0
84893	4043.0	3884.0
414760	20.0	10.0
414761	78.0	40.0
84890	2720.0	1737.0
341346	3.0	3.0
9069	3492.0	3833.0
414926	0.0	1.0
9068	5958.0	212.0
106479979	0.0	0.0
729004	6.0	6.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	10.0	23.0
9061	3952.0	5409.0
106480963	0.0	0.0
106479974	1.0	1.0
106479973	0.0	0.0
106480962	1.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	5440.0	268.0
106480964	0.0	0.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	1.0	0.0
9066	571.0	959.0
106480966	0.0	0.0
9063	3153.0	1788.0
729009	134.0	182.0
106480969	0.0	0.0
9064	1320.0	4917.0
106480968	0.0	0.0
106480970	0.0	1.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	67.0	138.0
106479969	6.0	0.0
9079	3205.0	2320.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	1.0	0.0
106479965	0.0	0.0
106479964	0.0	1.0
106479963	1.0	0.0
106480974	0.0	7.0
9073	2735.0	1075.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	3214.0	3105.0
106479961	2.0	0.0
106480976	0.0	1.0
9071	15.0	949.0
106479960	1.0	2.0
106480975	0.0	0.0
9076	1635.0	32137.0
390402	0.0	0.0
106480978	0.0	1.0
9077	330.0	2354.0
390403	0.0	0.0
106480977	0.0	0.0
9074	10.0	11.0
9075	26.0	885.0
106480979	0.0	3.0
100996387	0.0	0.0
390407	0.0	0.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	1.0	2.0
729025	1.0	0.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	12.0	117.0
137529	1.0	1.0
730010	12.0	8.0
106479999	0.0	0.0
729020	4.0	2.0
113510	1608.0	1291.0
106479998	0.0	0.0
729023	9.0	2.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	2.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	0.0	0.0
106479992	2.0	0.0
106480945	0.0	0.0
9088	12.0	105.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	14941.0	16607.0
57403	5666.0	4625.0
57404	3905.0	2841.0
57405	7.0	12.0
389416	6.0	7.0
149501	21.0	7.0
9080	65.0	687.0
106480950	0.0	1.0
57406	1345.0	439.0
57407	2089.0	2166.0
57408	2.0	1.0
730005	38.0	300.0
57409	1230.0	1721.0
106480959	0.0	1.0
729013	1199.0	813.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	1.0	3.0
106479986	0.0	0.0
9094	1103.0	926.0
106479985	0.0	0.0
106480952	0.0	0.0
9095	257.0	222.0
106479984	5.0	4.0
106480951	3.0	4.0
9092	4478.0	5476.0
106479983	0.0	1.0
106480954	0.0	0.0
9093	3936.0	3741.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	105.0	54.0
106479981	0.0	0.0
106480956	3.0	2.0
9099	518.0	230.0
106479980	1.0	1.0
106480955	0.0	0.0
9096	152.0	52.0
106480958	0.0	0.0
9097	4001.0	4443.0
106480957	1.0	0.0
57413	129.0	38.0
57414	8999.0	16037.0
57415	416.0	156.0
389404	5.0	11.0
9091	5727.0	5742.0
57410	6168.0	6791.0
389400	0.0	0.0
106480961	0.0	0.0
57412	69.0	37.0
106480960	0.0	1.0
57418	970.0	1677.0
57419	1393.0	209.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	1.0	0.0
106480926	0.0	0.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	1.0	6.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	0.0	3.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	1.0	0.0
390432	0.0	0.0
400322	1161.0	996.0
390433	0.0	0.0
106480921	2.0	3.0
106480920	5.0	4.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	3.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	8.0	0.0
389434	166583.0	40362.0
642402	18.0	2.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	2.0	1.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	2.0	5.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	2.0	5.0
353497	95.0	114.0
390442	0.0	1.0
106480930	0.0	0.0
390443	0.0	2.0
389432	304.0	72.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	41.0	13.0
106480935	1.0	5.0
389428	9.0	16.0
341405	1.0	0.0
389422	17.0	4.0
642413	22.0	8.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	1.0	3.0
106480904	0.0	0.0
106480907	12.0	7.0
106479958	1.0	0.0
106479957	2.0	0.0
106480906	0.0	0.0
106480909	5.0	2.0
106479956	0.0	0.0
106479955	0.0	1.0
106480908	0.0	1.0
106479954	2.0	0.0
106479953	1.0	1.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	0.0	1.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	6.0	3.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	0.0	0.0
106480902	0.0	0.0
57446	3300.0	3367.0
57447	6902.0	1929.0
390418	0.0	0.0
100996331	0.0	0.0
57448	9980.0	7966.0
390419	0.0	0.0
57449	526.0	2034.0
389458	1.0	0.0
642425	0.0	0.0
642424	0.0	0.0
100125556	365.0	182.0
106479949	0.0	0.0
106480916	4.0	2.0
106479948	0.0	0.0
106480915	4.0	4.0
106480918	0.0	0.0
106479947	1.0	0.0
106480917	0.0	0.0
106479946	0.0	0.0
106479945	1.0	1.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	2.0	1.0
642443	12.0	4.0
106479942	3.0	0.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	4.0	2.0
57451	141.0	14.0
106480910	0.0	1.0
57452	779.0	233.0
390423	0.0	0.0
414919	1140.0	875.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	1086.0	1411.0
106480913	2.0	0.0
57458	6853.0	7521.0
390429	0.0	0.0
57459	4314.0	3930.0
57453	154.0	61.0
57455	1637.0	1945.0
57456	2959.0	2375.0
106479939	0.0	0.0
390472	0.0	0.0
162540	0.0	0.0
150554	10.0	13.0
729082	6468.0	5956.0
729085	193.0	322.0
729079	1.0	1.0
390483	0.0	1.0
730061	1.0	8.0
150568	2.0	0.0
729073	13.0	17.0
497258	575.0	412.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1396.0	862.0
730092	517.0	558.0
730091	1114.0	234.0
150577	0.0	0.0
150572	0.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	3.0	6.0
102546227	2.0	0.0
106479902	0.0	1.0
730087	66.0	180.0
106479901	1.0	0.0
106479900	0.0	0.0
730086	4.0	0.0
729097	16.0	27.0
389493	432.0	335.0
221613	0.0	0.0
729096	20.0	21.0
729092	25.0	19.0
729046	30.0	23.0
729042	2.0	1.0
729041	130.0	53.0
730029	176.0	110.0
730023	4.0	4.0
729032	2.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	1.0	5.0
730051	1456.0	910.0
221662	248.0	6.0
150538	2.0	0.0
162515	1311.0	1060.0
162517	16.0	20.0
729059	0.0	3.0
162514	26.0	117.0
730041	14.0	14.0
149563	120.0	0.0
221656	5291.0	3142.0
729050	1.0	1.0
221687	272.0	110.0
221692	416.0	408.0
162494	32.0	10.0
654391	0.0	0.0
198437	1.0	2.0
257629	1.0	2.0
267004	7.0	3.0
149499	8.0	4.0
162466	29.0	13.0
255022	2.0	1.0
162461	0.0	848.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	4.0
150472	1043.0	845.0
255031	665.0	165.0
255025	0.0	0.0
101101692	12.0	20.0
255027	1053.0	1026.0
267002	996.0	761.0
150483	53.0	4.0
282617	0.0	2.0
282618	1.0	0.0
282616	0.0	1.0
644990	85.0	27.0
9103	101.0	114.0
9100	5041.0	5552.0
9101	5784.0	4405.0
644994	2.0	0.0
9107	2796.0	2874.0
9104	2483.0	1014.0
400242	631.0	161.0
84959	254.0	197.0
255061	19.0	8.0
84958	747.0	4547.0
654319	2.0	0.0
100996315	2.0	1.0
84966	39.0	27.0
57348	9.0	10.0
282679	191.0	123.0
84968	318.0	149.0
84967	1363.0	1265.0
84962	3229.0	2249.0
57343	1928.0	1360.0
654320	0.0	0.0
255057	30.0	110.0
84961	2706.0	2561.0
654321	4.0	4.0
400238	0.0	0.0
654322	6.0	2.0
84964	209.0	206.0
400236	215.0	64.0
644988	0.0	1.0
84960	184.0	126.0
642326	0.0	0.0
9113	4092.0	3666.0
9114	7541.0	6597.0
9111	1198.0	1297.0
9112	4173.0	4161.0
9117	4124.0	3148.0
9118	23.0	50.0
414899	0.0	0.0
100996307	161.0	140.0
100996306	0.0	0.0
84948	1253.0	1166.0
9110	4880.0	1649.0
84947	1186.0	1171.0
84955	1335.0	998.0
84954	867.0	1714.0
84957	64.0	425.0
100996301	3.0	1.0
84951	1631.0	255.0
84950	5044.0	3738.0
84953	143.0	515.0
400224	276.0	6.0
84952	19698.0	5402.0
644998	1.0	1.0
9108	246.0	1097.0
642337	2.0	2.0
644997	0.0	1.0
9124	15577.0	19778.0
9125	2216.0	2664.0
9122	1869.0	1806.0
9123	658.0	2518.0
9128	2293.0	1850.0
9129	3313.0	2334.0
9126	6344.0	5260.0
9127	3.0	5.0
94304	0.0	0.0
255043	110.0	93.0
9120	51.0	157.0
9121	1429.0	589.0
57369	0.0	0.0
84988	1454.0	1713.0
84987	2895.0	3621.0
84989	141.0	36.0
84984	483.0	224.0
84983	0.0	12.0
84986	725.0	4218.0
84985	104.0	181.0
642345	7.0	0.0
9119	0.0	0.0
84981	2430.0	576.0
9135	5168.0	4425.0
9136	944.0	1600.0
9133	62.0	146.0
9134	69.0	111.0
9139	5271.0	2786.0
267014	0.0	0.0
267015	3.0	3.0
9138	3664.0	4069.0
267017	2.0	2.0
9131	2028.0	1877.0
9132	45.0	44.0
84969	365.0	164.0
9130	4979.0	5874.0
400208	13.0	1.0
84976	1860.0	1216.0
400209	62.0	85.0
400206	5.0	4.0
84978	32.0	2024.0
84973	5919.0	5031.0
84975	1468.0	1447.0
57379	1.0	1.0
642357	8.0	8.0
84971	959.0	783.0
84970	0.0	0.0
267020	1.0	1.0
9146	3792.0	5920.0
9147	2360.0	2566.0
9144	4836.0	9633.0
9145	1194.0	254.0
9148	33.0	44.0
106479899	0.0	0.0
9149	2339.0	2502.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	1.0	1.0
106479895	1.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	1.0	0.0
57380	2158.0	1488.0
9143	10.0	116.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	2064.0	779.0
9140	3118.0	2549.0
106479891	0.0	0.0
9141	1657.0	1951.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	20.0	29.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	9.0	23.0
9158	2201.0	3573.0
9156	22.0	34.0
106479889	0.0	0.0
9159	1096.0	1088.0
106479888	0.0	0.0
106479887	1.0	0.0
654346	2.0	3.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	1892.0	1477.0
106480896	0.0	0.0
106479885	2.0	1.0
57396	2936.0	2516.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	36.0	14.0
106479882	0.0	0.0
9154	3.0	5.0
106479881	0.0	0.0
106479880	0.0	1.0
57393	279.0	314.0
9152	0.0	0.0
654350	0.0	0.0
84996	567.0	506.0
84991	4838.0	7260.0
84993	3360.0	2519.0
84992	0.0	0.0
9168	20050.0	60203.0
9169	10703.0	8478.0
9166	4129.0	2380.0
642395	4.0	8.0
9167	6184.0	5834.0
642394	0.0	0.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	1.0	0.0
255082	842.0	306.0
106480867	0.0	0.0
9162	4568.0	129.0
106480869	0.0	1.0
654383	3.0	1.0
106480871	1.0	1.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	25.0	0.0
106480872	0.0	0.0
642389	0.0	0.0
654381	1.0	0.0
9179	1228.0	1357.0
9177	0.0	0.0
106480875	0.0	0.0
9172	327.0	116.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	968.0	689.0
106480876	0.0	0.0
9175	4115.0	3897.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	106.0	5885.0
106480880	14.0	10.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	4.0	6.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	0.0	2.0
137868	0.0	0.0
730112	16.0	13.0
106480849	0.0	0.0
729123	2.0	3.0
9188	4593.0	4524.0
106479859	0.0	0.0
106479858	4.0	11.0
9189	4799.0	3511.0
106479857	0.0	0.0
106479856	0.0	1.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	2143.0	102.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	1045.0	1077.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	2324.0	5081.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	3347.0	10337.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	2220.0	1773.0
106480845	0.0	0.0
9184	4019.0	4207.0
106480848	0.0	0.0
9185	782.0	698.0
106480847	0.0	0.0
57501	41.0	29.0
57502	81.0	104.0
57504	3229.0	2170.0
125875	57.0	34.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	9155.0	18754.0
730109	0.0	0.0
137872	819.0	450.0
102546175	0.0	0.0
57505	1436.0	1150.0
644903	34.0	25.0
57506	10058.0	9013.0
57507	3820.0	3116.0
57508	1336.0	862.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	516.0	163.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	2430.0	2113.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	4583.0	3104.0
106480857	0.0	0.0
106480856	1.0	0.0
106480859	0.0	0.0
729119	5.0	2.0
9196	48.0	42.0
106480858	0.0	0.0
57512	308.0	49.0
57513	2725.0	3234.0
57514	6647.0	2917.0
123207	2022.0	1498.0
57515	36635.0	29117.0
106480860	0.0	0.0
57510	3600.0	3320.0
106480862	0.0	0.0
57511	2821.0	1969.0
106480861	0.0	0.0
644911	1.0	0.0
644914	6.0	5.0
57519	961.0	1317.0
729146	0.0	2.0
106480828	1.0	1.0
113878	728.0	828.0
135228	541.0	916.0
106480827	0.0	0.0
729148	111.0	52.0
106480829	0.0	0.0
137886	3959.0	2703.0
106479879	0.0	0.0
730130	5.0	1.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	3.0	0.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	1.0	0.0
106479873	0.0	2.0
106480822	0.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	2.0
106479870	3.0	4.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	4578.0	3062.0
57524	40.0	144.0
57526	91.0	21.0
644928	0.0	4.0
57520	443.0	763.0
57521	3264.0	2786.0
57522	2956.0	3363.0
57528	1834.0	10.0
57529	89.0	15.0
106480839	0.0	2.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	1.0	2.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	1.0	2.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	1981.0	754.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	36.0	12.0
106480836	0.0	0.0
57534	8010.0	8126.0
57535	1921.0	97.0
343727	0.0	0.0
57536	940.0	573.0
57537	1735.0	822.0
150864	1553.0	2100.0
57530	2044.0	3305.0
57531	1119.0	1001.0
57532	7166.0	7053.0
106480840	0.0	0.0
57533	2475.0	1514.0
57538	1986.0	1661.0
57539	2190.0	2005.0
106479817	1.0	1.0
106480806	4.0	5.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	1.0	0.0
106479812	1.0	0.0
106479811	0.0	0.0
106479810	1.0	1.0
123263	865.0	630.0
106480800	0.0	0.0
123264	18.0	10.0
57540	9.0	4.0
106480802	0.0	0.0
106480801	0.0	0.0
106480804	0.0	1.0
106480803	0.0	0.0
57545	1981.0	790.0
57546	3399.0	3193.0
57547	445.0	473.0
57541	1486.0	1105.0
57542	2410.0	1564.0
353132	0.0	0.0
57544	1035.0	726.0
353131	0.0	0.0
644943	22.0	2.0
57549	227.0	827.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	1.0
100101490	78.0	28.0
106479807	0.0	0.0
137835	99.0	136.0
106479806	1.0	2.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	27.0	16.0
106479802	8.0	7.0
106479801	1.0	1.0
644962	4.0	5.0
106479800	0.0	0.0
353134	0.0	0.0
353133	0.0	0.0
106480811	0.0	0.0
57551	8194.0	7288.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	3.0	1.0
353137	0.0	0.0
106480815	4.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	3113.0	934.0
57558	850.0	965.0
57559	128.0	159.0
57552	1265.0	1255.0
353141	0.0	0.0
353140	0.0	1.0
57553	3256.0	1561.0
57554	1140.0	65.0
353143	0.0	0.0
57555	793.0	1525.0
353142	0.0	0.0
343702	2.0	1.0
729102	3.0	2.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	3.0	3.0
106479837	0.0	0.0
106479836	5.0	7.0
106479835	4.0	3.0
644972	96.0	88.0
106479834	0.0	0.0
106479833	0.0	0.0
642311	1.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	1.0	3.0
102465906	0.0	0.0
57560	1543.0	1830.0
106479830	0.0	0.0
353144	0.0	0.0
57561	38422.0	23600.0
57562	1519.0	486.0
149830	0.0	0.0
57567	2071.0	2825.0
57568	3424.0	4670.0
57569	1454.0	697.0
57563	4042.0	1982.0
57565	3495.0	2653.0
106479829	1.0	4.0
106479828	1.0	2.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	5.0	0.0
106479824	0.0	0.0
106479823	0.0	0.0
106479822	0.0	4.0
106479821	0.0	0.0
57570	1595.0	994.0
125893	626.0	538.0
106479820	2.0	2.0
57571	1237.0	3183.0
57572	3538.0	6172.0
149840	363.0	349.0
57573	1797.0	1085.0
102465910	0.0	0.0
57578	85.0	42.0
57579	1035.0	789.0
149837	839.0	681.0
123228	1047.0	481.0
57574	9.0	8.0
353163	3.0	0.0
57575	90.0	119.0
102465909	0.0	1.0
57576	301.0	97.0
102465908	0.0	0.0
57577	2061.0	1152.0
353164	0.0	0.0
102465907	0.0	0.0
644974	13.0	6.0
642317	0.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	1.0	0.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	1.0	0.0
390116	0.0	0.0
389120	1.0	2.0
390117	0.0	0.0
147276	0.0	2.0
389118	7.0	0.0
389119	59.0	93.0
353174	17.0	24.0
389114	838.0	674.0
135293	3694.0	2347.0
135295	180.0	211.0
729196	0.0	0.0
729198	0.0	0.0
730180	0.0	1.0
353189	524.0	1567.0
392752	11.0	21.0
389144	0.0	1.0
389141	2.0	5.0
123283	1571.0	1143.0
102465944	0.0	0.0
353194	0.0	1.0
353196	0.0	0.0
389136	397.0	240.0
389137	2.0	5.0
390102	0.0	0.0
100526416	0.0	0.0
389125	2.0	1.0
389160	2.0	0.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	17.0	15.0
390158	11.0	15.0
389161	1.0	1.0
147226	1.0	4.0
389158	0.0	0.0
147228	0.0	0.0
135250	15.0	52.0
102465975	0.0	0.0
729156	7.0	3.0
102465974	3.0	1.0
730144	4.0	2.0
390162	0.0	0.0
390166	0.0	0.0
389156	9.0	6.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	6.0	2.0
730138	3.0	10.0
102465985	0.0	0.0
730174	0.0	3.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	0.0	1.0
390136	0.0	0.0
390137	0.0	0.0
221303	202.0	69.0
390138	0.0	0.0
221302	554.0	625.0
390139	0.0	0.0
729182	5.0	2.0
135270	0.0	0.0
389170	271.0	136.0
729178	58.0	51.0
102465995	0.0	0.0
102465993	1.0	0.0
390142	0.0	0.0
729177	12.0	2.0
390144	0.0	0.0
729176	3.0	1.0
389179	39.0	30.0
389177	1.0	0.0
390148	0.0	0.0
729171	48.0	4.0
390072	1.0	14.0
390073	0.0	1.0
390075	0.0	0.0
390077	1.0	0.0
